Orthogroup	Brassica_napus	Conringia_planisiliqua
OG0000053	XP_022561273.1, XP_048591460.1, XP_013724193.2, XP_013717316.2, XP_013739400.3, XP_013732982.2, XP_013708966.1, XP_013660144.1, XP_013660140.1, XP_013658530.1	CP9_g27482_DN3_SP0_c.t1
OG0000053	XP_013740947.1, XP_013741291.2, XP_013676972.1, XP_048633337.1, XP_013647473.2, XP_013741357.2, XP_013691360.1, XP_048610556.1, XP_013713105.2	CP20_g3949_DN2_SP0_c.t1, CP1_g38971_DN3_SP0_c.t1
OG0000053	XP_022564363.1, XP_048623806.1, XP_013711122.2, XP_013747493.2, XP_013668598.1, XP_013660360.1, XP_048613279.1, XP_013675621.2, XP_013726592.2, XP_013708501.1, XP_022548821.1	CP4_g26576_DN3_SP0_c.t1
OG0000054	XP_048623542.1	CP3_g15706_DN3_SP0_c.t1, CP3_g15691_DN3_SP0_c.t1
OG0000054	XP_022553428.2, XP_013737743.2, XP_048623720.1, XP_022553704.2, XP_048634735.1, XP_048610596.1, XP_048602294.1, XP_022574445.2, XP_048635553.1, XP_048618573.1, XP_048622748.1, XP_013713188.2, XP_048619894.1, XP_048611783.1, XP_048613170.1, XP_048615234.1, XP_048637818.1, XP_048637045.1, XP_048596138.1, XP_048612574.1, XP_048634954.1, XP_048609051.1, XP_022574301.2, XP_048633225.1, XP_022574506.1, XP_013704260.2, XP_022562802.1, XP_048620993.1, XP_048599089.1, XP_048592551.1, XP_048621337.1, XP_022551131.2, XP_048597720.1, XP_048606142.1, XP_048619790.1, XP_048621209.1, XP_048622552.1, XP_048629346.1, XP_048633888.1, XP_048598954.1, XP_022549978.2, XP_048605107.1, XP_013705438.2, XP_048615650.1, XP_048602917.1, XP_048628816.1, XP_048605478.1, XP_022574390.2, XP_048622671.1, XP_048599304.1, XP_048610747.1, XP_048596260.1, XP_013695048.2, XP_013654745.2, XP_048601641.1, XP_048608968.1, XP_048609577.1, XP_048592841.1, XP_048613136.1, XP_048634116.1, XP_048628169.1, XP_048592471.1, XP_013691238.2, XP_048622172.1, XP_048637571.1, XP_048605502.1, XP_013647204.3, XP_048610577.1, XP_048613967.1, XP_013687924.1, XP_048602061.1, XP_048623747.1, XP_013704261.2, XP_013751821.2, XP_013650559.3, XP_048598103.1, XP_048603738.1, XP_048604831.1, XP_048595714.1, XP_013658115.3, XP_048621182.1, XP_048617675.1, XP_048637491.1, XP_048617786.1, XP_048595653.1, XP_013710693.1, XP_048616894.1, XP_048620459.1, XP_022568362.2, XP_013668723.1, XP_048615647.1, XP_048623398.1, XP_048623607.1, XP_048618016.1, XP_048624004.1, XP_048613408.1, XP_013651174.2, XP_048604895.1, XP_013746819.2, XP_048625926.1, XP_022553477.2	CP5_g2131_DN3_SP0_c.t1
OG0000054	XP_048616212.1, XP_048616185.1, XP_022570089.2	CP9_g27904_DN3_SP0_c.t1
OG0000055	XP_048595750.1, XP_013714724.2	CP2_g49071_DN3_SP0_c.t1
OG0000055	XP_013742425.2, XP_013664366.1, XP_013660709.1, XP_013644421.1	CP2_g49031_DN3_SP0_c.t1
OG0000055	XP_013670350.1, XP_013691180.2	CP2_g49066_DN2_SP0_c.t1
OG0000055	XP_022565366.1, XP_048596263.1, XP_013714829.1	CP11_g31796_DN3_SP0_c.t1
OG0000055	XP_013730405.1, XP_013657084.2	CP2_g49081_DN1_SP0_c.t1
OG0000055	XP_013686021.1, XP_013728720.2, XP_013688021.2	CP2_g49073_DN2_SP0_c.t1
OG0000056	XP_048606184.1	CP6_g9758_DN1_SP0_c.t1, CP17_g5883_DN3_SP0_c.t1
OG0000056	XP_013689080.1	CP2_g49697_DN3_SP0_c.t1
OG0000056	XP_048634929.1, XP_013645844.2, XP_048593471.1, XP_013688936.2, XP_048609321.1, XP_013688795.2, XP_048635087.1, XP_013694675.1, XP_013645882.2, XP_048611631.1, XP_013694324.1, XP_013690206.1, XP_048596449.1, XP_013645336.1, XP_013689842.1, XP_048626013.1, XP_048622740.1, XP_048607413.1, XP_013709826.3, XP_013665443.2, XP_013709534.2, XP_048623820.1, XP_048611849.1, XP_048633213.1, XP_048594492.1	CP9_g27806_DN2_SP0_c.t1, CP6_g9757_DN2_SP0_c.t1, CP6_g8758_DN1_SP0_c.t1, CP22_g17290_DN2_SP0_c.t1, CP12_g31151_DN1_SP0_c.t1, CP14_g23418_DN2_SP0_c.t1, CP3_g16601_DN1_SP0_c.t1, CP12_g31150_DN2_SP0_c.t1
OG0000056	XP_013668678.3, XP_048624531.1, XP_048623988.1	CP2_g50526_DN2_SP0_c.t1, CP15_g35743_DN2_SP0_c.t1, CP28_g33939_DN2_SP0_c.t1, CP15_g36057_DN3_SP0_c.t1, CP20_g3870_DN2_SP0_c.t1, CP18_g11730_DN1_SP0_c.t1, CP17_g5132_DN3_SP0_c.t1
OG0000056	XP_013679415.1	CP14_g22893_DN2_SP0_c.t1
OG0000056	XP_013654159.2, XP_048615511.1, XP_048593289.1	CP76_g27141_DN3_SP0_c.t1, CP23_g21854_DN3_SP0_c.t1, CP23_g21662_DN2_SP0_c.t1, CP23_g21733_DN3_SP0_c.t1, CP23_g21767_DN1_SP0_c.t1, CP22_g17221_DN2_SP0_c.t1, CP22_g17291_DN1_SP0_c.t1, CP23_g21606_DN1_SP0_c.t1
OG0000057	XP_048613510.1	CP10_g43729_DN2_SP0_c.t1
OG0000057	XP_048635092.1, XP_048635090.1, XP_013695133.1	CP12_g29917_DN2_SP0_c.t1
OG0000057	XP_048635764.1, XP_013693721.1	CP12_g29918_DN3_SP0_c.t1
OG0000057	XP_013665444.2, XP_022565713.1	CP12_g30730_DN2_SP0_c.t1
OG0000057	XP_022568087.1	CP10_g42649_DN3_SP0_c.t1, CP12_g30848_DN3_SP0_c.t1
OG0000058	XP_013705003.1	CP3_g15240_DN2_SP0_c.t1
OG0000058	XP_048627202.1	CP5_g3337_DN1_SP0_c.t1
OG0000058	XP_013722514.1, XP_013700583.1	CP21_g11182_DN2_SP0_c.t1, CP3_g15241_DN1_SP0_c.t1, CP5_g3335_DN2_SP0_c.t1
OG0000059	XP_048605596.1	CP2_g50572_DN1_SP0_c.t1, CP6_g7965_DN2_SP0_c.t1
OG0000059	XP_048605573.1	CP18_g11921_DN3_SP0_c.t1, CP14_g22836_DN1_SP0_c.t1
OG0000059	XP_048613242.1	CP26_g51312_DN2_SP0_c.t1
OG0000059	XP_048615797.1, XP_048627704.1, XP_048622764.1, XP_013645474.1, XP_048598050.1	CP50_g6564_DN3_SP0_c.t1
OG0000059	XP_048630102.1, XP_048604784.1	CP5_g3316_DN2_SP0_c.t1
OG0000059	XP_048608876.1, XP_048611646.1, XP_013738602.1, XP_048627469.1, XP_013724826.1, XP_013732055.1, XP_048617726.1, XP_048611527.1, XP_048593349.1, XP_048592235.1, XP_013658488.2, XP_013658064.2	CP12_g31525_DN1_SP0_c.t1
OG0000059	XP_048613571.1	CP12_g31419_DN1_SP0_c.t1
OG0000059	XP_048596426.1	CP1_g38522_DN1_SP0_c.t1
OG0000060	XP_048622453.1	CP4_g26283_DN1_SP0_c.t1
OG0000060	XP_022549915.2, XP_048613385.1, XP_048613427.1, XP_048603869.1, XP_048620444.1, XP_022545663.2, XP_022548337.2, XP_048591381.1, XP_013669554.3	CP1_g40521_DN1_SP0_c.t1, CP6_g8728_DN2_SP0_c.t1, CP15_g34513_DN2_SP0_c.t1, CP26_g51317_DN2_SP0_c.t1, CP28_g33833_DN1_SP0_c.t1, CP5_g3440_DN1_SP0_c.t1, CP23_g21357_DN2_SP0_c.t1, CP18_g11519_DN1_SP0_c.t1, CP7_g44268_DN3_SP0_c.t1, CP8_g52493_DN1_SP0_c.t1, CP18_g11595_DN2_SP0_c.t1, CP6_g9762_DN2_SP0_c.t1, CP17_g6200_DN1_SP0_c.t1, CP28_g33789_DN3_SP0_c.t1, CP15_g35222_DN2_SP0_c.t1, CP4_g26566_DN2_SP0_c.t1, CP1_g39393_DN2_SP0_c.t1, CP9_g27602_DN1_SP0_c.t1, CP35_g52041_DN1_SP0_c.t1, CP3_g16147_DN1_SP0_c.t1, CP29_g22023_DN2_SP0_c.t1, CP23_g21362_DN2_SP0_c.t1, CP14_g23560_DN1_SP0_c.t1, CP1_g40045_DN1_SP0_c.t1, CP1_g39302_DN3_SP0_c.t1, CP14_g23290_DN3_SP0_c.t1, CP2_g50628_DN3_SP0_c.t1, CP1_g40977_DN1_SP0_c.t1, CP3_g15514_DN2_SP0_c.t1, CP3_g16309_DN3_SP0_c.t1, CP17_g5792_DN2_SP0_c.t1, CP18_g12096_DN1_SP0_c.t1, CP7_g44105_DN2_SP0_c.t1, CP15_g35072_DN1_SP0_c.t1, CP18_g11551_DN2_SP0_c.t1, CP6_g8880_DN3_SP0_c.t1, CP27_g41904_DN3_SP0_c.t1, CP23_g21444_DN1_SP0_c.t1, CP3_g16691_DN2_SP0_c.t1, CP2_g50559_DN2_SP0_c.t1, CP17_g4943_DN2_SP0_c.t1, CP28_g33906_DN3_SP0_c.t1, CP17_g6078_DN2_SP0_c.t1, CP33_g3690_DN2_SP0_c.t1, CP1_g38708_DN2_SP0_c.t1, CP59_g6671_DN2_SP0_c.t1, CP15_g34966_DN2_SP0_c.t1, CP24_g47456_DN2_SP0_c.t1, CP23_g21555_DN3_SP0_c.t1, CP23_g21696_DN3_SP0_c.t1, CP115_g10367_DN3_SP0_c.t1, CP23_g21502_DN2_SP0_c.t1, CP3_g16462_DN1_SP0_c.t1, CP3_g16619_DN1_SP0_c.t1, CP3_g16333_DN3_SP0_c.t1, CP6_g9846_DN2_SP0_c.t1, CP1_g40606_DN2_SP0_c.t1, CP6_g9555_DN1_SP0_c.t1, CP3_g16695_DN3_SP0_c.t1, CP4_g26744_DN1_SP0_c.t1
OG0000061	XP_048609345.1, XP_013724723.1, XP_013713606.1, XP_022553144.2, XP_048608931.1, XP_013723559.1, XP_022549641.2, XP_013694716.2, XP_022575860.2, XP_013691380.1, XP_048622961.1, XP_013694722.2, XP_013709239.1, XP_013700058.2, XP_022560099.1, XP_048630754.1, XP_048637558.1, XP_048596723.1, XP_013696292.3, XP_013739780.2, XP_048623330.1, XP_048624587.1, XP_048600681.1, XP_013732657.2, XP_022554064.1, XP_013743691.1, XP_013723290.2, XP_048595762.1, XP_048592686.1, XP_048592725.1, XP_048615070.1, XP_048630784.1, XP_048608631.1, XP_048630841.1, XP_013651771.2, XP_048618601.1, XP_048603650.1, XP_048606030.1, XP_048606466.1, XP_013706470.2, XP_013729547.2, XP_013687886.1, XP_013680970.2, XP_048622924.1, XP_048615428.1, XP_048602960.1, XP_022557143.1, XP_022556335.1, XP_013691840.1, XP_013662162.2, XP_048592595.1, XP_013677735.1, XP_013738633.2, XP_013700197.1, XP_048611597.1, XP_013739555.1, XP_013739489.3, XP_022552117.1, XP_048604597.1	CP1_g40914_DN2_SP0_c.t1
OG0000062	XP_013694681.2	CP7_g44287_DN2_SP0_c.t1
OG0000064	XP_013644911.1, XP_013706797.1	CP5_g77_DN1_SP0_c.t1
OG0000064	XP_013679593.1	CP4_g25364_DN3_SP0_c.t1
OG0000064	XP_048631953.1, XP_013732021.2, XP_048631947.1, XP_013681630.1, XP_013740745.2, XP_013732016.1, XP_013662146.1, XP_022552115.2, XP_048603029.1, XP_022563759.2, XP_013654778.1, XP_048636127.1, XP_013750684.2, XP_013750683.1, XP_013710193.1, XP_013732028.2, XP_048631950.1, XP_048595286.1	CP8_g53270_DN3_SP0_c.t1
OG0000064	XP_013647197.2	CP4_g25752_DN2_SP0_c.t1
OG0000065	XP_048613235.1, XP_048604923.1	CP9_g27570_DN1_SP0_c.t1
OG0000066	XP_013750874.1, XP_013686753.1, XP_013709910.2, XP_022552886.1, XP_013678750.1, XP_013657686.1, XP_013726586.1, XP_013686743.2, XP_013731494.1, XP_013698649.1, XP_013712760.1, XP_048627501.1, XP_048626247.1, XP_048627503.1, XP_048626251.1, XP_048630526.1, XP_048601368.1, XP_013738537.1, XP_013718218.1, XP_013686742.1	CP2_g49425_DN3_SP0_c.t1
OG0000067	XP_013715412.1, XP_013670850.1, XP_048623178.1, XP_022548777.1, XP_048598519.1, XP_013668584.1	CP12_g31237_DN3_SP0_c.t1
OG0000068	XP_048623748.1, XP_013718384.1, XP_013704169.3, XP_048611398.1, XP_022562330.1, XP_048620191.1	CP26_g51196_DN1_SP0_c.t1
OG0000068	XP_048605062.1	CP1_g40829_DN2_SP0_c.t1, CP4_g26782_DN2_SP0_c.t1, CP26_g51195_DN2_SP0_c.t1
OG0000069	XP_013705347.1, XP_048620488.1, XP_048624011.1, XP_022568109.2, XP_048615570.1, XP_013679163.1, XP_013705921.1, XP_013745198.1, XP_013688957.1, XP_048594533.1, XP_048590945.1, XP_013739369.1, XP_048622910.1, XP_013678757.1, XP_048608389.1, XP_048608515.1, XP_013699646.2, XP_048605548.1, XP_048591159.1, XP_048613557.1, XP_022562309.1, XP_013688912.1, XP_022557439.1, XP_048612804.1, XP_048612800.1, XP_013751106.1, XP_048635044.1, XP_048620272.1, XP_022552273.2, XP_013709663.1, XP_048629176.1, XP_048615709.1, XP_013668853.1, XP_022553460.2, XP_013654017.1, XP_013709360.1, XP_048634123.1, XP_048634124.1, XP_013704500.2, XP_013645243.1, XP_048615865.1, XP_013679836.1, XP_048622640.1, XP_013751728.1, XP_048605706.1, XP_013739500.1, XP_013751499.1, XP_013717855.1, XP_048605755.1, XP_048613244.1, XP_048626446.1, XP_048634066.1, XP_048602104.1, XP_048605463.1	CP5_g2097_DN2_SP0_c.t1
OG0000069	XP_048611918.1, XP_048605307.1	CP14_g23758_DN2_SP0_c.t1
OG0000069	XP_048612051.1, XP_048626740.1	CP20_g3890_DN2_SP0_c.t1
OG0000069	XP_048624020.1, XP_013709314.2, XP_013674400.1	CP8_g53133_DN1_SP0_c.t1, CP4_g26011_DN1_SP0_c.t1, CP18_g11666_DN2_SP0_c.t1, CP29_g22116_DN2_SP0_c.t1
OG0000069	XP_048599924.1	CP8_g52621_DN2_SP0_c.t1
OG0000069	XP_048632961.1	CP6_g9731_DN1_SP0_c.t1
OG0000070	XP_048609984.1	CP9_g27907_DN2_SP0_c.t1
OG0000070	XP_022567896.1	CP24_g47422_DN2_SP0_c.t1
OG0000073	XP_048603851.1, XP_048629187.1	CP13_g20691_DN1_SP0_c.t1
OG0000074	XP_013650643.2, XP_013658370.2	CP7_g45419_DN3_SP0_c.t1
OG0000074	XP_048597301.1, XP_022564630.1, XP_013705955.1, XP_013658420.2, XP_013695922.2	CP7_g45432_DN3_SP0_c.t1
OG0000075	XP_022547516.1, XP_048596886.1	CP7_g44717_DN3_SP0_c.t1
OG0000075	XP_048620324.1	CP8_g52637_DN1_SP0_c.t1
OG0000075	XP_048617869.1, XP_022543434.2, XP_013703735.2	CP1_g37296_DN2_SP0_c.t1, CP1_g37302_DN2_SP0_c.t1
OG0000076	XP_013659850.2, XP_022549905.1, XP_048633975.1, XP_048633972.1, XP_048633971.1, XP_013645263.2	CP3_g14092_DN3_SP0_c.t1
OG0000076	XP_048595244.1, XP_048625573.1, XP_013644701.2, XP_022561919.2, XP_013672574.2	CP13_g19766_DN3_SP0_c.t1
OG0000078	XP_013665481.1	CP5_g2099_DN3_SP0_c.t1
OG0000079	XP_013729190.1, XP_048595764.1	CP10_g42299_DN3_SP0_c.t1
OG0000079	XP_048612278.1, XP_013734091.1, XP_013683381.1, XP_048596518.1, XP_048597432.1, XP_048620983.1	CP16_g55065_DN3_SP0_c.t1
OG0000079	XP_013648987.2	CP17_g4852_DN2_SP0_c.t1
OG0000080	XP_013691910.1, XP_013732807.2	CP9_g28787_DN2_SP0_c.t1
OG0000081	XP_022543076.2	CP7_g44768_DN1_SP0_c.t1, CP16_g55147_DN3_SP0_c.t1
OG0000081	XP_048637775.1, XP_048616366.1, XP_013718483.2	CP1_g38033_DN1_SP0_c.t1
OG0000081	XP_013679962.2, XP_048593909.1, XP_022545884.1, XP_022553576.2, XP_048624358.1, XP_048607762.1, XP_013714080.1, XP_048596074.1, XP_022553568.1, XP_022545889.2	CP7_g45047_DN1_SP0_c.t1
OG0000081	XP_022553283.1	CP20_g4332_DN1_SP0_c.t1
OG0000082	XP_048616377.1	CP96_g34213_DN2_SP0_c.t1
OG0000082	XP_048621527.1	CP18_g12600_DN2_SP0_c.t1
OG0000082	XP_048615513.1	CP9_g27553_DN1_SP0_c.t1
OG0000082	XP_013702599.2	CP16_g55573_DN1_SP0_c.t1, CP29_g22172_DN2_SP0_c.t1, CP29_g22188_DN2_SP0_c.t1, CP20_g3823_DN2_SP0_c.t1, CP29_g22187_DN1_SP0_c.t1
OG0000082	XP_022547626.1, XP_013654527.1, XP_022564315.1	CP14_g22602_DN1_SP0_c.t1
OG0000084	XP_048612342.1	CP16_g55163_DN2_SP0_c.t1
OG0000084	XP_048633646.1, XP_048633644.1, XP_013747023.2, XP_048633645.1	CP16_g55090_DN3_SP0_c.t1
OG0000084	XP_013747021.2	CP16_g55089_DN3_SP0_c.t1
OG0000085	XP_048621660.1, XP_022567954.1	CP15_g35533_DN1_SP0_c.t1
OG0000085	XP_022569788.1	CP14_g22980_DN1_SP0_c.t1, CP26_g51222_DN2_SP0_c.t1
OG0000086	XP_048596830.1, XP_013654149.2, XP_048596828.1, XP_048596826.1, XP_048596831.1, XP_048596838.1, XP_048596825.1, XP_013670270.2, XP_048625411.1, XP_048625797.1, XP_048624818.1, XP_048624742.1, XP_048623032.1, XP_048624743.1, XP_048625421.1, XP_013670272.1, XP_048625417.1, XP_048596836.1, XP_048596827.1, XP_048596835.1, XP_013654809.1, XP_048596829.1, XP_048596834.1, XP_048596833.1, XP_048596839.1, XP_013654148.2, XP_048596832.1, XP_048596823.1, XP_013654807.2, XP_048596837.1, XP_013654814.2, XP_048596824.1	CP18_g12051_DN1_SP0_c.t1
OG0000087	XP_022562884.1	CP2_g48308_DN3_SP8_c.t1
OG0000087	XP_013744215.1, XP_048609898.1, XP_013748897.2, XP_048630422.1, XP_013748912.1	CP4_g25793_DN3_SP8_c.t1
OG0000087	XP_013647839.1, XP_013642755.1, XP_013706649.2, XP_013642584.1, XP_048606695.1, XP_013642908.2	CP2_g48035_DN3_SP7_c.t1
OG0000087	XP_013711754.2	CP3_g14713_DN3_SP4_c.t1
OG0000087	XP_013727135.1, XP_013668012.1	CP11_g32707_DN3_SP8_c.t1
OG0000087	XP_048636624.1, XP_022571399.1, XP_013692248.1	CP4_g25265_DN3_SP6_c.t1
OG0000087	XP_048623521.1, XP_013730319.2, XP_048615524.1, XP_048595999.1, XP_013685704.1, XP_013723718.1, XP_048637415.1	CP13_g20168_DN3_SP8_c.t1
OG0000087	XP_013735145.1, XP_013671115.1, XP_013717468.1, XP_013737534.1	CP6_g6768_DN3_SP8_c.t1
OG0000087	XP_013702315.1, XP_013717905.1	CP9_g29223_DN3_SP8_c.t1
OG0000090	XP_013642020.1, XP_013729969.1	CP7_g45746_DN3_SP0_c.t1
OG0000090	XP_048617030.1, XP_013675129.2, XP_048637955.1, XP_013746882.2	CP1_g38197_DN2_SP0_c.t1, CP1_g38202_DN3_SP0_c.t1
OG0000090	XP_013685705.1, XP_022560926.1, XP_048630146.1, XP_013730312.2	CP17_g5790_DN3_SP0_c.t1
OG0000091	XP_048627377.1, XP_048615316.1, XP_048624700.1, XP_048596203.1, XP_048633150.1, XP_048637987.1, XP_048593296.1, XP_048634089.1, XP_013650774.2, XP_048634942.1, XP_048635057.1, XP_048593286.1, XP_048598143.1, XP_048634898.1, XP_048635047.1, XP_048627327.1, XP_048599218.1, XP_048620809.1, XP_048596530.1, XP_048596381.1, XP_048595299.1, XP_048593449.1, XP_048593421.1, XP_048593397.1, XP_048633148.1, XP_048627318.1, XP_022575874.2, XP_048634850.1, XP_048637539.1, XP_048637588.1, XP_048637591.1, XP_048635079.1, XP_048633071.1, XP_048627556.1, XP_048627330.1, XP_048591402.1, XP_048596288.1, XP_022547659.2	CP18_g12036_DN3_SP0_c.t1
OG0000091	XP_048593297.1, XP_048593705.1, XP_022545742.2, XP_048599114.1, XP_022547657.2, XP_022562419.2, XP_048620428.1, XP_048633438.1, XP_048633226.1, XP_048618496.1, XP_048596983.1, XP_048591399.1, XP_048633033.1, XP_048594579.1, XP_048627329.1, XP_048604790.1, XP_048611766.1, XP_048611816.1, XP_048610908.1, XP_048619916.1, XP_048605058.1, XP_048637516.1, XP_048600324.1, XP_048627376.1, XP_048599718.1, XP_048623586.1, XP_048614765.1, XP_048622838.1, XP_048604838.1, XP_048606406.1, XP_048593183.1, XP_048622543.1, XP_048633151.1, XP_048634899.1, XP_048606392.1, XP_048619743.1, XP_022557497.2, XP_048623432.1, XP_048594718.1, XP_048627320.1, XP_048630477.1, XP_048599438.1, XP_048635272.1, XP_048593298.1, XP_048615324.1, XP_048597000.1, XP_048635222.1, XP_048597541.1, XP_048618470.1, XP_048592012.1, XP_048625213.1, XP_048634093.1, XP_048637131.1, XP_048591776.1, XP_048596856.1, XP_048594535.1, XP_013749125.2, XP_022565263.2, XP_048600327.1, XP_048606391.1, XP_013675098.2, XP_048618789.1, XP_048622294.1, XP_048618498.1, XP_048610648.1, XP_048633437.1, XP_048627562.1, XP_048596853.1, XP_048590731.1, XP_022547658.2, XP_013752544.3, XP_048593186.1, XP_048593323.1, XP_048618479.1, XP_048622556.1, XP_048593246.1, XP_013651724.2, XP_048593303.1, XP_048615320.1, XP_022573140.2, XP_048593310.1, XP_048633232.1, XP_048595900.1, XP_048638628.1, XP_048596383.1, XP_048623307.1, XP_048606289.1, XP_013725772.2	CP8_g52260_DN2_SP0_c.t1, CP8_g52279_DN3_SP0_c.t1, CP18_g11648_DN3_SP0_c.t1, CP3_g15893_DN3_SP0_c.t1, CP3_g15864_DN3_SP0_c.t1, CP1_g38916_DN3_SP0_c.t1, CP2_g49989_DN3_SP0_c.t1, CP4_g26258_DN1_SP0_c.t1, CP4_g26257_DN3_SP0_c.t1
OG0000093	XP_048634291.1, XP_013691599.1, XP_013728903.1, XP_013691684.1	CP3_g13515_DN3_SP0_c.t1
OG0000093	XP_048615753.1, XP_013652010.2, XP_048593043.1, XP_013652011.2	CP3_g13516_DN3_SP0_c.t1
OG0000096	XP_048599796.1	CP2_g49683_DN2_SP0_c.t1
OG0000096	XP_048620183.1, XP_048620181.1	CP13_g19516_DN3_SP0_c.t1
OG0000096	XP_048603802.1	CP13_g20085_DN3_SP0_c.t1
OG0000096	XP_022543895.1	CP13_g20039_DN3_SP0_c.t1
OG0000096	XP_048605333.1, XP_022571361.1	CP13_g20034_DN3_SP0_c.t1, CP13_g20036_DN3_SP0_c.t1
OG0000097	XP_013664501.1, XP_048633521.1	CP5_g1424_DN3_SP0_c.t1
OG0000098	XP_013742427.3	CP2_g49022_DN2_SP0_c.t1
OG0000098	XP_048601747.1, XP_048592000.1	CP2_g49230_DN2_SP0_c.t1
OG0000098	XP_048594192.1, XP_048613985.1, XP_013671755.2	CP1_g37532_DN1_SP0_c.t1
OG0000098	XP_048621297.1, XP_048597756.1	CP1_g37531_DN2_SP0_c.t1
OG0000098	XP_048597623.1, XP_048597733.1, XP_013694439.2, XP_013708508.2, XP_048638194.1	CP13_g20427_DN3_SP0_c.t1
OG0000100	XP_013713263.2	CP15_g35834_DN3_SP0_c.t1
OG0000100	XP_013713551.2	CP17_g5913_DN2_SP0_c.t1, CP17_g5918_DN2_SP0_c.t1
OG0000100	XP_048593370.1	CP12_g31136_DN1_SP0_c.t1
OG0000100	XP_048603946.1, XP_048634174.1, XP_048596311.1, XP_048635135.1, XP_013669286.1, XP_048633624.1, XP_048629256.1, XP_048603773.1, XP_013679697.2, XP_013651260.3, XP_022545177.1, XP_022569820.1, XP_022569768.2, XP_048605404.1, XP_013654482.2, XP_048622637.1, XP_048637499.1, XP_013704223.1, XP_013679255.2, XP_048611897.1, XP_048611454.1, XP_048623692.1, XP_048622875.1, XP_013732922.2, XP_013654546.1, XP_048611455.1, XP_048633335.1, XP_048596345.1, XP_013729858.2, XP_048591480.1, XP_013679843.2, XP_048615684.1, XP_048607083.1, XP_048597641.1, XP_022548305.2, XP_048623954.1, XP_013679294.2, XP_048616271.1, XP_013718660.1, XP_048628980.1, XP_013716642.2, XP_048593543.1, XP_048635629.1, XP_048611927.1, XP_048605529.1, XP_048611518.1, XP_048611878.1, XP_013745782.2, XP_048623663.1, XP_013713507.1, XP_048596173.1, XP_013689967.2, XP_013658099.1, XP_013679761.1, XP_048617859.1, XP_048613144.1	CP8_g52256_DN3_SP0_c.t1
OG0000101	XP_048595710.1, XP_048625968.1	CP2_g48894_DN3_SP0_c.t1
OG0000101	XP_013672144.1, XP_013713492.2	CP2_g49326_DN3_SP0_c.t1
OG0000101	XP_048623626.1	CP2_g48891_DN3_SP0_c.t1
OG0000104	XP_048592849.1	CP4_g25846_DN3_SP0_c.t1
OG0000104	XP_013747135.1, XP_048611967.1	CP4_g25844_DN3_SP0_c.t1
OG0000106	XP_048631306.1	CP6_g7572_DN1_SP0_c.t1
OG0000106	XP_048601271.1, XP_048601277.1, XP_013733328.3, XP_048592492.1, XP_048600690.1, XP_048600692.1, XP_048627462.1, XP_048600689.1, XP_048600029.1, XP_013730902.2, XP_048607054.1, XP_013655148.2	CP12_g30930_DN3_SP0_c.t1, CP12_g30984_DN3_SP0_c.t1, CP12_g30986_DN3_SP0_c.t1
OG0000107	XP_013651532.2	CP7_g44349_DN3_SP0_c.t1, CP7_g44362_DN3_SP0_c.t1
OG0000107	XP_048614606.1, XP_013741179.1, XP_048607094.1	CP15_g34930_DN1_SP0_c.t1
OG0000107	XP_048635321.1, XP_048612831.1, XP_048614730.1, XP_048626535.1, XP_048607002.1	CP6_g8709_DN3_SP0_c.t1
OG0000109	XP_048619736.1, XP_048622037.1	CP15_g34635_DN1_SP0_c.t1, CP15_g34653_DN3_SP0_c.t1, CP15_g34622_DN2_SP0_c.t1, CP15_g34582_DN1_SP0_c.t1, CP15_g34595_DN2_SP0_c.t1, CP2_g50412_DN2_SP0_c.t1
OG0000109	XP_013700376.1, XP_048615040.1, XP_048626127.1, XP_048635093.1, XP_048606619.1, XP_022543140.2, XP_013650395.3	CP5_g3314_DN2_SP0_c.t1
OG0000109	XP_048605178.1	CP1_g38486_DN2_SP0_c.t1
OG0000109	XP_048621594.1, XP_048615692.1, XP_048600562.1, XP_048626704.1, XP_048610951.1	CP12_g31417_DN2_SP0_c.t1
OG0000109	XP_048591438.1, XP_048636569.1, XP_048599673.1, XP_013713446.1, XP_048612818.1, XP_048629277.1, XP_048611377.1, XP_022559972.1, XP_048631055.1	CP1_g39886_DN2_SP0_c.t1, CP50_g6562_DN1_SP0_c.t1
OG0000109	XP_048618640.1	CP12_g31580_DN1_SP0_c.t1, CP24_g47039_DN2_SP0_c.t1
OG0000110	XP_013648313.1, XP_048591595.1, XP_013724438.1	CP3_g13458_DN3_SP0_c.t1
OG0000110	XP_048620748.1, XP_048597222.1, XP_022547556.1	CP6_g7942_DN3_SP0_c.t1
OG0000113	XP_048632239.1, XP_022570247.2, XP_048615574.1, XP_048610892.1, XP_048607857.1, XP_048613588.1, XP_048635129.1, XP_013674828.1, XP_048631219.1, XP_048628141.1, XP_013751710.1, XP_022545824.1	CP12_g31635_DN1_SP0_c.t1
OG0000114	XP_048605864.1	CP12_g31634_DN1_SP0_c.t1
