Orthogroup	Brassica_napus	Raphanus_sativus
OG0000017	XP_048615810.1, XP_022565299.2, XP_013681784.2, XP_048605597.1, XP_048618332.1, XP_048610882.1, XP_022563919.2, XP_013649958.1, XP_013645061.2, XP_048622874.1, XP_022562505.2, XP_013700865.1, XP_048600781.1, XP_048600780.1, XP_048605929.1	XP_018461992.1, XP_018476168.1
OG0000017	XP_048603682.1	XP_018463663.1, XP_018481037.1
OG0000017	XP_048613364.1, XP_048637487.1	XP_018464215.1
OG0000017	XP_013673983.1	XP_018448669.1
OG0000017	XP_048611629.1	XP_018448670.1
OG0000018	XP_048605770.1	XP_018437387.1
OG0000018	XP_048596272.1	XP_018473966.1, XP_018435614.1, XP_018469340.1
OG0000018	XP_048599222.1, XP_048605670.1	XP_018435368.1
OG0000018	XP_013723218.1	XP_018462063.1
OG0000018	XP_013688917.1, XP_013651116.2, XP_048633126.1	XP_018443708.1
OG0000018	XP_048637481.1	XP_018435392.1
OG0000018	XP_048594395.1	XP_018479103.1
OG0000018	XP_048634308.1, XP_048610225.1, XP_048610582.1, XP_048599165.1, XP_048593225.1, XP_022567697.1, XP_013664995.2, XP_048627957.1	XP_018463665.1
OG0000018	XP_048633984.1, XP_048612571.1, XP_048599180.1	XP_018463095.1
OG0000018	XP_048615837.1	XP_018479594.1
OG0000018	XP_048623681.1	XP_018486634.1, XP_018463561.1, XP_018444645.1, XP_018460228.1, XP_018443745.1, XP_018443744.1
OG0000018	XP_013694986.1, XP_013651110.1, XP_048604736.1, XP_013724413.2, XP_048621801.1, XP_048621797.1, XP_048619956.1, XP_048619958.1	XP_018454082.1
OG0000018	XP_048633112.1, XP_048623936.1	XP_018464618.1, XP_018461870.1, XP_018463351.1
OG0000018	XP_013669249.1	XP_018487902.1, XP_018460936.1
OG0000018	XP_048614689.1	XP_018435524.1, XP_018463527.1, XP_018454070.1, XP_018459374.1
OG0000018	XP_048596417.1, XP_013720098.2	XP_018442989.1
OG0000018	XP_048624799.1, XP_013673827.2	XP_018473906.1, XP_018479172.1, XP_018473760.1
OG0000018	XP_048637603.1	XP_018477832.1
OG0000018	XP_022550513.2, XP_048622957.1	XP_018435707.1, XP_018435708.1
OG0000018	XP_048590776.1, XP_013665022.2, XP_048611445.1, XP_048604864.1, XP_013745820.1, XP_048613131.1, XP_048606197.1, XP_022557717.1, XP_013751868.1, XP_022568346.1, XP_048611977.1	XP_018480047.1
OG0000018	XP_013679337.1, XP_013704991.1	XP_018489333.1, XP_018490274.1
OG0000018	XP_013658330.1	XP_018479751.1
OG0000018	XP_013726653.1	XP_018469035.1
OG0000018	XP_013658329.1	XP_018481163.1
OG0000018	XP_013726201.1	XP_018436132.1
OG0000018	XP_048612004.1, XP_048612001.1, XP_048612006.1, XP_022569830.1	XP_018464713.1
OG0000018	XP_013658519.1	XP_018465008.1, XP_018457861.1
OG0000018	XP_048637099.1, XP_013674025.1	XP_018462470.1, XP_018448883.1, XP_018454217.1
OG0000018	XP_048599651.1, XP_048629918.1, XP_022544100.1	XP_018448606.1, XP_018448885.1, XP_018463040.1
OG0000018	XP_013657853.2, XP_013704346.2	XP_018454208.1, XP_018460929.1, XP_018459042.1, XP_018461247.1, XP_018488201.1, XP_018462856.1, XP_018458112.1
OG0000018	XP_048605132.1, XP_048608829.1, XP_048615824.1, XP_048635015.1, XP_048604882.1	XP_018458110.1, XP_018462516.1, XP_018454216.1
OG0000018	XP_013658447.2	XP_018475052.1
OG0000019	XP_013673926.1, XP_022551193.1	XP_018475002.1
OG0000019	XP_022557639.1, XP_048592640.1, XP_048625519.1	XP_018487710.1, XP_018465525.1
OG0000019	XP_013658536.1, XP_048593485.1, XP_048624077.1	XP_018479350.1
OG0000019	XP_013745161.1	XP_018465398.1
OG0000019	XP_048620186.1	XP_018435783.1
OG0000019	XP_048604827.1, XP_022571038.1, XP_022562585.2, XP_048593373.1, XP_013658360.2, XP_013674258.2, XP_048596246.1	XP_018436176.1
OG0000019	XP_048615741.1	XP_018479701.1, XP_018448497.1
OG0000019	XP_048613232.1	XP_018482968.1
OG0000019	XP_048631187.1, XP_048591492.1, XP_048600050.1, XP_048604601.1, XP_048633529.1, XP_013667922.1	XP_018463180.1
OG0000019	XP_048635128.1, XP_013689709.2	XP_018463028.1
OG0000019	XP_048619647.1	XP_018448673.1
OG0000020	XP_013694335.2	XP_018482431.1
OG0000020	XP_048615648.1	XP_018459344.1
OG0000020	XP_048634953.1	XP_018460966.1
OG0000020	XP_048607600.1, XP_048606214.1, XP_048603551.1	XP_018463603.1
OG0000020	XP_048616652.1	XP_018453806.1
OG0000020	XP_048634160.1	XP_018461981.1
OG0000020	XP_013674089.2, XP_048605043.1, XP_048599908.1, XP_048619511.1, XP_048611724.1, XP_048611452.1, XP_048603603.1	XP_018487719.1
OG0000020	XP_048615699.1	XP_018467787.1
OG0000020	XP_022549023.2, XP_013723822.1, XP_013657903.1, XP_013723556.1, XP_048611901.1, XP_048605534.1, XP_013674065.2, XP_048634951.1, XP_048591547.1, XP_013650843.2	XP_018460967.1, XP_018463613.1
OG0000020	XP_013718148.1, XP_013668768.2, XP_013668767.1	XP_018460166.1, XP_018460165.1
OG0000020	XP_048615651.1, XP_048613478.1, XP_013709420.1, XP_048609050.1, XP_013679762.2, XP_048637046.1, XP_048627992.1, XP_048628108.1, XP_048613522.1, XP_048596430.1, XP_048633083.1, XP_048622997.1, XP_048591443.1, XP_013673878.1, XP_048608892.1, XP_048612046.1, XP_013673528.1, XP_048593409.1, XP_048591396.1, XP_013746230.1, XP_013688741.2, XP_013713236.1, XP_013700399.2, XP_013650665.1, XP_048618574.1, XP_048610003.1, XP_048620217.1, XP_013713189.2, XP_048613489.1, XP_013699955.2, XP_048619850.1, XP_013705031.1, XP_013713624.2	XP_018461372.1, XP_018487881.1, XP_018461054.1
OG0000021	XP_048615773.1, XP_048620188.1, XP_022552080.1, XP_013694633.1	XP_018474062.1
OG0000021	XP_048634143.1, XP_013700085.1	XP_018473630.1
OG0000021	XP_013713218.2	XP_018473970.1
OG0000021	XP_048591559.1, XP_013690322.2	XP_018460019.1
OG0000021	XP_048628766.1	XP_018473849.1
OG0000021	XP_013709779.2, XP_013713803.1	XP_018458516.1
OG0000021	XP_048635125.1	XP_018473840.1
OG0000021	XP_048609226.1, XP_048605433.1, XP_048634108.1	XP_018453894.1
OG0000021	XP_013751498.1	XP_018460647.1
OG0000021	XP_048604867.1, XP_048611893.1, XP_013650079.2	XP_018443762.1
OG0000021	XP_048637051.1, XP_013689051.1	XP_018436223.1
OG0000021	XP_048591077.1, XP_048590929.1	XP_018473660.1
OG0000021	XP_048609742.1, XP_048613501.1	XP_018487877.1
OG0000021	XP_048611396.1, XP_022567212.1, XP_048604962.1	XP_018467689.1, XP_018453433.1
OG0000021	XP_048637078.1	XP_018453884.1
OG0000021	XP_048605373.1	XP_018435394.1
OG0000021	XP_048604811.1	XP_018443313.1, XP_018443314.1
OG0000021	XP_048611847.1	XP_018435962.1
OG0000021	XP_048620273.1, XP_013658199.2	XP_018436465.1
OG0000021	XP_013700069.1, XP_013700070.1, XP_013720866.1, XP_022557494.1	XP_018473666.1
OG0000021	XP_013713632.1	XP_018448333.1, XP_018448335.1
OG0000023	XP_013697411.2, XP_013738434.2	XP_018468520.1
OG0000023	XP_013738445.2, XP_022570725.1	XP_018468522.1
OG0000023	XP_048601629.1	XP_018468512.1, XP_018468509.1
OG0000023	XP_013737521.2	XP_018468514.1
OG0000023	XP_013723122.1, XP_013663886.1	XP_018451933.1, XP_018448914.1
OG0000023	XP_048633858.1	XP_018483533.1, XP_018478194.1
OG0000023	XP_013694257.1, XP_013737657.1	XP_018483343.1
OG0000023	XP_048612374.1	XP_018448955.1, XP_018451939.1
OG0000023	XP_013735533.1, XP_013684115.2	XP_018472886.1, XP_018472884.1
OG0000023	XP_048625802.1	XP_018454315.1
OG0000023	XP_048632003.1	XP_018476504.1, XP_018476512.1
OG0000023	XP_013718560.2	XP_018454312.1
OG0000023	XP_013718638.2	XP_018453781.1, XP_018455630.1
OG0000023	XP_013690743.1	XP_018448922.1, XP_018448923.1
OG0000023	XP_013663876.1, XP_013701916.1	XP_018448918.1
OG0000023	XP_013663877.2	XP_018448956.1
OG0000023	XP_013737896.1, XP_048601610.1	XP_018445500.1
OG0000023	XP_022549279.2, XP_022550415.1, XP_013737922.2, XP_013737872.2	XP_018445519.1
OG0000023	XP_013710801.1, XP_013717353.1	XP_018439285.1
OG0000023	XP_013741339.2	XP_018463400.1, XP_018480408.1
OG0000024	XP_048613449.1, XP_048605856.1, XP_048623912.1, XP_048599793.1, XP_048599838.1, XP_048605606.1, XP_048615618.1, XP_048623904.1, XP_048611507.1, XP_048605123.1	XP_018473719.1, XP_018461123.1, XP_018460939.1, XP_018476247.1, XP_018463284.1, XP_018463270.1, XP_018479623.1, XP_018487845.1
OG0000024	XP_013650414.1	XP_018487801.1, XP_018443768.1
OG0000024	XP_013699736.1, XP_048599752.1, XP_013651153.1	XP_018467078.1, XP_018458660.1
OG0000024	XP_048623779.1, XP_048611621.1, XP_048613345.1, XP_048623915.1, XP_048604991.1, XP_048611565.1	XP_018459794.1, XP_018459796.1
OG0000024	XP_013689192.1, XP_013751200.1	XP_018458918.1, XP_018476259.1, XP_018479347.1, XP_018458590.1, XP_018458963.1, XP_018435947.1, XP_018461139.1
OG0000024	XP_048611471.1, XP_048605851.1	XP_018443749.1
OG0000024	XP_048622615.1, XP_048617119.1	XP_018461080.1, XP_018474014.1, XP_018459221.1, XP_018453694.1, XP_018487738.1
OG0000025	XP_048627191.1	XP_018466902.1, XP_018469113.1
OG0000025	XP_022569752.1	XP_018469254.1
OG0000025	XP_048607491.1	XP_018469276.1
OG0000025	XP_013712755.1, XP_013686788.2	XP_018440555.1, XP_018440554.1
OG0000025	XP_013674736.2	XP_018469209.1, XP_018466579.1, XP_018466613.1
OG0000025	XP_048604076.1, XP_048604483.1, XP_022560149.2, XP_048630233.1, XP_013726076.2	XP_018466824.1, XP_018469469.1
OG0000025	XP_048604678.1, XP_048603144.1	XP_018469501.1
OG0000025	XP_013714776.2	XP_018466603.1, XP_018466641.1
OG0000025	XP_013674735.2	XP_018466593.1, XP_018466632.1
OG0000025	XP_048607423.1, XP_048607435.1, XP_013655489.2	XP_018474154.1
OG0000025	XP_022571152.1, XP_048626769.1, XP_048626770.1, XP_013693915.2, XP_048606182.1, XP_048624533.1, XP_022554086.2, XP_048607422.1	XP_018475339.1
OG0000025	XP_048598773.1, XP_048596892.1	XP_018461874.1, XP_018469470.1, XP_018469464.1
OG0000025	XP_022548711.2	XP_018455417.1
OG0000025	XP_048634788.1	XP_018480012.1, XP_018467289.1
OG0000025	XP_022548570.1	XP_018454205.1, XP_018455496.1
OG0000025	XP_013690637.1	XP_018462813.1
OG0000025	XP_022546346.2, XP_048630650.1, XP_013674435.1, XP_048627723.1	XP_018448364.1
OG0000025	XP_022563912.2	XP_018435503.1
OG0000025	XP_022563911.2, XP_048631222.1, XP_013674433.2, XP_048627722.1, XP_048627726.1, XP_013674436.2, XP_013645094.1	XP_018465681.1, XP_018448362.1
OG0000025	XP_013645334.2, XP_013651019.1, XP_022569112.2, XP_013739125.2, XP_013733752.2	XP_018475375.1, XP_018475377.1
OG0000025	XP_013645330.1, XP_013651021.2, XP_013733741.2, XP_013734914.2	XP_018475791.1, XP_018475795.1
OG0000026	XP_013660801.2, XP_013693183.2	XP_018453000.1, XP_018457945.1
OG0000026	XP_022565088.1	XP_018487867.1
OG0000026	XP_048611708.1	XP_018443466.1
OG0000026	XP_013700163.2, XP_022560041.2, XP_048623977.1, XP_048619887.1, XP_013716236.1	XP_018463331.1
OG0000026	XP_013676571.2, XP_048605928.1, XP_013650482.2	XP_018476186.1
OG0000026	XP_013725579.1, XP_022569794.1	XP_018475511.1, XP_018475505.1
OG0000026	XP_048600036.1, XP_048600035.1, XP_013718697.2, XP_013726689.1	XP_018435267.1
OG0000026	XP_013645721.1	XP_018443774.1, XP_018448668.1, XP_018464311.1, XP_018444655.1, XP_018453979.1, XP_018465310.1, XP_018458109.1, XP_018460661.1, XP_018458793.1, XP_018487730.1
OG0000026	XP_013642305.2	XP_018436457.1
OG0000026	XP_048604834.1	XP_018487713.1, XP_018488093.1, XP_018464148.1
OG0000026	XP_013689142.2, XP_022565688.2, XP_013704163.2, XP_048633191.1, XP_048596374.1	XP_018463452.1, XP_018448718.1, XP_018453740.1
OG0000026	XP_013694198.1	XP_018436069.1
OG0000027	XP_048618819.1	XP_018485466.1, XP_018482596.1
OG0000027	XP_048594072.1	XP_018448253.1, XP_018448249.1, XP_018448250.1, XP_018448247.1
OG0000027	XP_013684599.1	XP_018450273.1
OG0000027	XP_013746916.2, XP_013669867.2	XP_018467712.1, XP_018467711.1
OG0000027	XP_022567836.1, XP_022546469.2	XP_018448575.1, XP_018448576.1
OG0000027	XP_022575972.2, XP_048609431.1, XP_048636470.1	XP_018436387.1
OG0000027	XP_013663491.2, XP_013663656.1	XP_018487153.1
OG0000028	XP_013649023.1	XP_018459455.1
OG0000028	XP_013709149.1, XP_013645637.1, XP_013668696.1, XP_013732741.2, XP_048635134.1, XP_048613316.1, XP_022553264.2, XP_013652806.1, XP_048596339.1	XP_018473650.1, XP_018435416.1, XP_018473647.1, XP_018479546.1, XP_018443548.1
OG0000028	XP_048596328.1, XP_013716211.2	XP_018459873.1
OG0000028	XP_013663457.2	XP_018488169.1
OG0000028	XP_048613315.1	XP_018472293.1
OG0000028	XP_013726546.1, XP_048638265.1, XP_013688983.1, XP_022558343.1, XP_013706275.2, XP_013650677.1, XP_013705054.1, XP_013729440.1, XP_013668860.2	XP_018453783.1, XP_018480098.1, XP_018435876.1, XP_018479504.1, XP_018453703.1, XP_018462178.1, XP_018479419.1, XP_018463679.1, XP_018462971.1, XP_018453702.1, XP_018479503.1, XP_018435877.1, XP_018473938.1, XP_018461350.1, XP_018463848.1, XP_018478239.1, XP_018479617.1
OG0000028	XP_013679109.3, XP_013745224.1	XP_018448515.1
OG0000028	XP_048593390.1, XP_013650700.1, XP_048627799.1	XP_018466148.1, XP_018466182.1, XP_018464762.1, XP_018473621.1, XP_018454030.1, XP_018453707.1
OG0000028	XP_013658458.1, XP_013719392.2	XP_018436232.1
OG0000028	XP_048613359.1, XP_048611760.1, XP_022561462.1, XP_048624139.1, XP_048613477.1	XP_018460173.1
OG0000028	XP_048615949.1	XP_018443474.1, XP_018443476.1, XP_018473604.1, XP_018462844.1, XP_018462845.1
OG0000028	XP_013658247.1	XP_018448537.1
OG0000028	XP_022549798.1	XP_018477751.1
OG0000028	XP_048615853.1	XP_018487478.1
OG0000028	XP_013717166.2	XP_018460550.1
OG0000028	XP_048622652.1	XP_018448641.1
OG0000029	XP_013745291.1, XP_013738737.2, XP_048620192.1, XP_048632518.1, XP_048621879.1	XP_018479572.1
OG0000029	XP_048615827.1, XP_048613466.1, XP_048632854.1, XP_013655251.2, XP_013679244.2, XP_022565176.2	XP_018476055.1
OG0000029	XP_048609574.1, XP_048601956.1, XP_048624719.1	XP_018461557.1
OG0000029	XP_048606316.1	XP_018474746.1
OG0000029	XP_048615843.1, XP_048637599.1	XP_018484396.1, XP_018484394.1, XP_018459100.1
OG0000029	XP_048593648.1, XP_048607162.1, XP_048623050.1	XP_018448389.1
OG0000029	XP_022551038.1, XP_048635815.1	XP_018462173.1
OG0000029	XP_048611551.1	XP_018479413.1
OG0000029	XP_048635103.1, XP_022558100.2, XP_048591075.1, XP_048638384.1, XP_048596031.1, XP_013738696.2, XP_048634928.1, XP_048632933.1, XP_048591471.1, XP_048596550.1, XP_048634105.1, XP_048623704.1, XP_013650865.2, XP_048609092.1, XP_048594955.1, XP_048615335.1	XP_018453636.1, XP_018443713.1, XP_018453516.1, XP_018460740.1
OG0000029	XP_048634156.1, XP_013721193.1	XP_018448626.1
OG0000029	XP_048608517.1	XP_018464126.1
OG0000029	XP_048613259.1, XP_048627705.1, XP_048634162.1, XP_048637574.1, XP_048591545.1, XP_013689748.1, XP_013719196.1	XP_018456076.1
OG0000030	XP_022562440.1	XP_018472601.1, XP_018473860.1
OG0000030	XP_048593313.1	XP_018459297.1
OG0000030	XP_048591080.1, XP_048597574.1, XP_013678966.1	XP_018467317.1
OG0000030	XP_013673703.1	XP_018453843.1
OG0000030	XP_013745978.2	XP_018462250.1
OG0000030	XP_013658305.1, XP_048596282.1	XP_018487979.1
OG0000030	XP_048611880.1, XP_048620335.1	XP_018479566.1
OG0000030	XP_048631703.1, XP_048593350.1	XP_018475164.1
OG0000030	XP_048599751.1	XP_018436040.1
OG0000030	XP_013656438.1	XP_018467598.1, XP_018463824.1
OG0000030	XP_048611490.1, XP_013669162.1, XP_013713780.1, XP_048620176.1	XP_018459876.1
OG0000031	XP_013733295.2, XP_013664368.1	XP_018452507.1
OG0000031	XP_022563326.1	XP_018440869.1
OG0000031	XP_048621294.1, XP_013693457.2	XP_018491225.1, XP_018491224.1, XP_018485652.1
OG0000031	XP_013657308.1, XP_048594187.1	XP_018463937.1, XP_018451491.1
OG0000031	XP_013708901.1, XP_022547209.2	XP_018439379.1
OG0000031	XP_013697094.2	XP_018490861.1, XP_018490862.1
OG0000031	XP_013693835.2	XP_018438507.1, XP_018440496.1
OG0000031	XP_048598690.1, XP_048594186.1	XP_018448229.1, XP_018451058.1
OG0000031	XP_013748144.1, XP_013716554.2	XP_018456474.1
OG0000031	XP_013728454.1, XP_013667568.2	XP_018446660.1
OG0000031	XP_013731595.1, XP_013743363.2	XP_018478989.1
OG0000031	XP_048602151.1	XP_018437843.1
OG0000031	XP_013742432.1, XP_013741893.2	XP_018467852.1
OG0000031	XP_013664370.2, XP_048595644.1	XP_018456914.1, XP_018456330.1
OG0000031	XP_013716382.2	XP_018493478.1, XP_018487942.1
OG0000032	XP_013673963.2	XP_018458501.1
OG0000032	XP_048604886.1, XP_048623808.1, XP_048605001.1, XP_048605635.1, XP_048605059.1, XP_013658348.1	XP_018479492.1
OG0000032	XP_013689091.1	XP_018479427.1, XP_018479426.1, XP_018462781.1, XP_018454077.1, XP_018459807.1, XP_018479622.1, XP_018435405.1, XP_018467566.1, XP_018477313.1, XP_018460720.1
OG0000032	XP_013651086.2, XP_013651083.1, XP_048605642.1	XP_018467233.1, XP_018458916.1, XP_018463074.1
OG0000032	XP_013651090.2, XP_048615619.1	XP_018453678.1
OG0000032	XP_013739735.2, XP_013651159.2, XP_013668715.2, XP_048611616.1, XP_048619860.1, XP_048623891.1, XP_013673340.2, XP_013654425.2, XP_048626924.1, XP_013708988.2, XP_048599776.1, XP_013709250.1, XP_048598065.1, XP_048598067.1, XP_048619994.1, XP_013713767.2, XP_013719466.1	XP_018463664.1
OG0000032	XP_013650969.2, XP_013745534.2, XP_048619925.1, XP_013669066.2, XP_013751667.2, XP_013718021.1, XP_013651589.1, XP_013665270.2, XP_013694190.1, XP_022549765.2, XP_013704115.3, XP_048611620.1, XP_013700310.2, XP_048613390.1, XP_013704527.1, XP_048605005.1, XP_013739460.2, XP_048618613.1, XP_048605644.1, XP_013745503.2, XP_048613372.1, XP_048613389.1, XP_048619879.1, XP_048599778.1, XP_048605004.1, XP_048619858.1, XP_013699884.2, XP_048598078.1, XP_013718390.1, XP_048636483.1, XP_048605634.1	XP_018463678.1
OG0000032	XP_048593368.1, XP_022566280.2, XP_048605055.1, XP_013668632.2, XP_013704494.1, XP_048605031.1, XP_013704147.1, XP_048635897.1, XP_013704134.2, XP_013679365.1, XP_048620015.1	XP_018466684.1
OG0000033	XP_013737559.2, XP_022555869.1	XP_018468503.1
OG0000033	XP_013694313.2, XP_013737653.2, XP_013694321.1	XP_018483350.1
OG0000033	XP_013661240.1	XP_018468506.1
OG0000033	XP_013661245.2, XP_048597027.1	XP_018468517.1
OG0000033	XP_013686564.1	XP_018448926.1, XP_018448925.1
OG0000033	XP_013742887.2, XP_013664124.2	XP_018483529.1
OG0000033	XP_013715780.1, XP_048628576.1, XP_048627598.1	XP_018449405.1, XP_018478765.1
OG0000033	XP_048622964.1	XP_018436206.1
OG0000033	XP_013694292.1, XP_013694271.1, XP_013737656.2	XP_018483352.1
OG0000033	XP_013717260.1, XP_013737259.1	XP_018484118.1, XP_018484117.1
OG0000033	XP_013694845.2, XP_048630548.1	XP_018460473.1
OG0000033	XP_013661799.2, XP_048596587.1	XP_018455179.1
OG0000033	XP_048591452.1	XP_018463090.1
OG0000033	XP_048597020.1, XP_013738358.2, XP_022570722.1	XP_018463089.1, XP_018468501.1
OG0000033	XP_048601628.1	XP_018468505.1
OG0000033	XP_048597076.1	XP_018467312.1
OG0000033	XP_013737646.2, XP_013737574.2	XP_018483344.1
OG0000033	XP_048608846.1, XP_013663884.1	XP_018448031.1, XP_018448921.1
OG0000033	XP_048596713.1, XP_013644429.1	XP_018455051.1, XP_018454979.1
OG0000034	XP_048623297.1	XP_018463355.1
OG0000034	XP_048621898.1, XP_048603766.1	XP_018475106.1, XP_018466240.1
OG0000034	XP_048614495.1, XP_013658499.2	XP_018464091.1
OG0000034	XP_048629230.1, XP_048613039.1	XP_018467470.1, XP_018453140.1, XP_018459051.1, XP_018458593.1
OG0000034	XP_013657357.3, XP_048604157.1, XP_048600875.1, XP_048602885.1, XP_048622341.1, XP_048624629.1, XP_048614704.1, XP_048615203.1, XP_048601602.1, XP_013739469.3, XP_048622524.1, XP_013682194.3, XP_048621943.1, XP_048613063.1, XP_048604204.1, XP_048611588.1, XP_048607524.1, XP_048609770.1, XP_048606770.1, XP_048603896.1, XP_048600393.1, XP_048600357.1, XP_013713559.3, XP_013710842.2, XP_013652140.3	XP_018465439.1
OG0000034	XP_048614493.1, XP_048605445.1	XP_018464090.1
OG0000034	XP_048628411.1, XP_048614818.1, XP_048630350.1, XP_048633211.1, XP_013657802.1, XP_013683745.1, XP_013734837.1, XP_013688359.1, XP_013749796.1, XP_013672505.1, XP_048603409.1, XP_048628910.1, XP_048628410.1, XP_048614058.1, XP_048624623.1, XP_048619694.1, XP_022569352.1, XP_048592466.1, XP_013687328.1, XP_013653378.1	XP_018458795.1
OG0000034	XP_048623388.1, XP_048602182.1, XP_048623276.1, XP_013743057.1	XP_018463392.1
OG0000035	XP_013751269.1	XP_018466188.1
OG0000035	XP_013739520.1, XP_048598553.1	XP_018444815.1
OG0000035	XP_013689525.2, XP_048598552.1	XP_018442224.1
OG0000035	XP_048609969.1, XP_013747197.1	XP_018463243.1
OG0000035	XP_022557090.1, XP_022574570.1	XP_018479860.1
OG0000035	XP_013751316.2, XP_013713944.3, XP_048636772.1	XP_018463443.1, XP_018436316.1, XP_018436315.1, XP_018434883.1
OG0000035	XP_048634349.1, XP_048611991.1	XP_018477265.1
OG0000035	XP_013747176.2	XP_018479871.1
OG0000035	XP_013723850.2, XP_013747222.2	XP_018478113.1
OG0000035	XP_048635821.1, XP_048613549.1, XP_013645362.1	XP_018490100.1
OG0000035	XP_048611994.1	XP_018479796.1, XP_018479876.1
OG0000035	XP_048612494.1	XP_018481942.1, XP_018484946.1, XP_018481878.1
OG0000035	XP_013723790.1	XP_018484944.1
OG0000035	XP_013723791.2, XP_048634353.1	XP_018484945.1
OG0000035	XP_048633807.1	XP_018484942.1, XP_018477397.1
OG0000035	XP_048611992.1	XP_018482223.1, XP_018482211.1, XP_018481628.1
OG0000035	XP_048634350.1	XP_018479865.1
OG0000035	XP_048603751.1, XP_013715819.2	XP_018458896.1
OG0000036	XP_048628172.1	XP_018457139.1
OG0000036	XP_048620141.1, XP_048591430.1, XP_022545052.2	XP_018462760.1
OG0000036	XP_048620074.1, XP_048628110.1, XP_048628260.1, XP_048609738.1, XP_013679870.3, XP_013673880.3	XP_018467931.1
