Orthogroup	Arabis_alpina	Conringia_planisiliqua
OG0000196	Aa_G339760.h1.t1, Aa_G217260.h1.t1	CP19_g17875_DN3_SP0_c.t1
OG0000197	Aa_G403160.h1.t1	CP6_g6856_DN2_SP0_c.t1
OG0000197	Aa_G674860.h1.t1	CP1_g38811_DN2_SP0_c.t1, CP1_g38769_DN2_SP0_c.t1, CP1_g38820_DN1_SP0_c.t1
OG0000198	Aa_G278170.h1.t1	CP13_g19662_DN3_SP0_c.t1, CP13_g19663_DN3_SP3_c.t1
OG0000198	Aa_G272200.h1.t1	CP1_g37802_DN3_SP1_c.t1
OG0000198	Aa_G222140.h1.t1, Aa_G238450.h1.t1	CP19_g18287_DN3_SP0_c.t1
OG0000199	Aa_G123140.h1.t1, Aa_G191220.h1.t1, Aa_G284830.h1.t1	CP5_g930_DN3_SP0_c.t1
OG0000200	Aa_G689010.h1.t1	CP7_g44995_DN1_SP0_c.t1
OG0000203	Aa_G367660.h1.t1, Aa_G835690.h1.t1, Aa_G526200.h1.t1	CP3_g14024_DN3_SP0_c.t1
OG0000203	Aa_G526230.h1.t1	CP3_g13515_DN3_SP0_c.t1
OG0000214	Aa_G843970.h1.t1	CP18_g11616_DN1_SP0_c.t1
OG0000216	Aa_G389410.h1.t1, Aa_G428700.h1.t1, Aa_G57040.h1.t1, Aa_G373050.h1.t1	CP16_g55066_DN2_SP0_c.t1
OG0000222	Aa_G878030.h1.t1	CP72_g12646_DN1_SP0_c.t1, CP14_g22595_DN2_SP0_c.t1
OG0000226	Aa_G519980.h1.t1	CP1_g38696_DN2_SP0_c.t1
OG0000227	Aa_G51090.h1.t1	CP16_g54960_DN1_SP0_c.t1, CP12_g30592_DN3_SP0_c.t1, CP19_g18527_DN1_SP0_c.t1, CP19_g18532_DN1_SP0_c.t1, CP19_g18537_DN1_SP0_c.t1
OG0000232	Aa_G193030.h1.t1	CP3_g15926_DN2_SP0_c.t1, CP15_g35373_DN2_SP0_c.t1, CP3_g15137_DN1_SP0_c.t1, CP8_g52846_DN1_SP0_c.t1, CP3_g16664_DN3_SP0_c.t1, CP18_g12220_DN2_SP0_c.t1, CP2_g50125_DN1_SP0_c.t1
OG0000233	Aa_G471610.h1.t1	CP11_g33138_DN1_SP1_c.t1, CP11_g33137_DN2_SP1_c.t1
OG0000233	Aa_G529880.h1.t1, Aa_G471590.h1.t1, Aa_G471600.h1.t1	CP11_g33136_DN2_SP0_c.t1
OG0000233	Aa_G471620.h1.t1	CP11_g33139_DN2_SP0_c.t1
OG0000236	Aa_G342510.h1.t1	CP9_g28569_DN3_SP0_c.t1
OG0000236	Aa_G133930.h1.t1, Aa_G792760.h1.t1, Aa_G826850.h1.t1	CP9_g28570_DN3_SP0_c.t1
OG0000236	Aa_G384940.h1.t1	CP8_g52883_DN3_SP0_c.t1
OG0000238	Aa_G271400.h1.t1	CP9_g28708_DN2_SP0_c.t1
OG0000238	Aa_G367300.h1.t1, Aa_G367290.h1.t1	CP7_g45471_DN3_SP0_c.t1, CP7_g45473_DN3_SP2_c.t1
OG0000241	Aa_G213370.h1.t1	CP19_g18502_DN3_SP0_c.t1
OG0000241	Aa_G213350.h1.t1, Aa_G213340.h1.t1, Aa_G213320.h1.t1, Aa_G213330.h1.t1, Aa_G213310.h1.t1	CP19_g18503_DN3_SP1_c.t1
OG0000241	Aa_G974580.h1.t1, Aa_G257180.h1.t1, Aa_G257190.h1.t1	CP11_g31874_DN3_SP3_c.t1
OG0000242	Aa_G129860.h1.t1, Aa_G129870.h1.t1, Aa_G269360.h1.t1	CP11_g31795_DN3_SP0_c.t1, CP15_g36121_DN3_SP0_c.t1, CP17_g5006_DN2_SP0_c.t1, CP17_g5042_DN3_SP0_c.t1, CP17_g5013_DN1_SP0_c.t1, CP17_g5025_DN2_SP0_c.t1, CP15_g36143_DN3_SP0_c.t1, CP17_g5048_DN2_SP0_c.t1, CP17_g5046_DN3_SP0_c.t1, CP334_g27197_DN3_SP0_c.t1, CP17_g5022_DN3_SP0_c.t1, CP17_g5017_DN3_SP0_c.t1, CP15_g36133_DN2_SP0_c.t1, CP12_g31528_DN3_SP0_c.t1, CP17_g5036_DN2_SP0_c.t1
OG0000242	Aa_G40840.h1.t1	CP21_g11131_DN2_SP0_c.t1, CP17_g5035_DN1_SP0_c.t1
OG0000243	Aa_G465020.h1.t1, Aa_G465030.h1.t1, Aa_G778410.h1.t1, Aa_G465070.h1.t1, Aa_G22120.h1.t1	CP7_g44960_DN3_SP0_c.t1, CP7_g44970_DN1_SP0_c.t1, CP7_g44962_DN2_SP0_c.t1
OG0000247	Aa_G462040.h1.t1	CP3_g15725_DN3_SP0_c.t1, CP12_g31409_DN1_SP0_c.t1, CP12_g31309_DN3_SP0_c.t1, CP12_g31356_DN2_SP0_c.t1, CP12_g31334_DN3_SP0_c.t1, CP12_g31367_DN3_SP0_c.t1, CP12_g31322_DN3_SP0_c.t1, CP12_g31416_DN2_SP0_c.t1, CP6_g8942_DN2_SP0_c.t1
OG0000249	Aa_G369050.h1.t1, Aa_G218650.h1.t1, Aa_G614100.h1.t1	CP1_g38977_DN2_SP0_c.t1
OG0000250	Aa_G41880.h2.t1, Aa_G41880.h1.t1	CP11_g33683_DN3_SP0_c.t1
OG0000250	Aa_G221240.h1.t1	CP6_g7930_DN3_SP0_c.t1
OG0000251	Aa_G69130.h1.t1	CP8_g53723_DN3_SP1_c.t1
OG0000252	Aa_G129390.h1.t1	CP9_g29395_DN3_SP1_c.t1
OG0000253	Aa_G40300.h1.t1	CP6_g8024_DN1_SP0_c.t1
OG0000254	Aa_G355590.h1.t1	CP6_g7328_DN3_SP0_c.t1, CP6_g7327_DN3_SP0_c.t1
OG0000257	Aa_G723550.h2.t1, Aa_G723550.h1.t1, Aa_G723560.h1.t1, Aa_G465980.h1.t1, Aa_G403750.h1.t1	CP9_g29228_DN3_SP3_c.t1
OG0000258	Aa_G560.h1.t1	CP2_g50464_DN1_SP0_c.t1, CP20_g3868_DN2_SP0_c.t1, CP21_g10963_DN2_SP0_c.t1, CP14_g23831_DN1_SP0_c.t1, CP2_g50465_DN1_SP0_c.t1
OG0000260	Aa_G113520.h1.t1, Aa_G65830.h1.t1	CP15_g34929_DN1_SP0_c.t1
OG0000260	Aa_G374910.h1.t1	CP5_g131_DN3_SP0_c.t1
OG0000270	Aa_G357320.h1.t1, Aa_G316640.h1.t1	CP2_g48988_DN1_SP0_c.t1
OG0000273	Aa_G513830.h1.t1	CP8_g53332_DN3_SP0_c.t1
OG0000276	Aa_G997690.h1.t1	CP15_g35590_DN3_SP0_c.t1, CP21_g11036_DN2_SP0_c.t1
OG0000277	Aa_G238260.h4.t1, Aa_G696850.h4.t1, Aa_G637510.h1.t1, Aa_G137830.h4.t1	CP7_g45772_DN3_SP5_c.t1, CP9_g29204_DN3_SP8_c.t1
OG0000279	Aa_G278950.h1.t1	CP13_g20077_DN3_SP0_c.t1, CP14_g23425_DN3_SP0_c.t1, CP13_g20068_DN3_SP0_c.t1, CP13_g20073_DN3_SP0_c.t1
OG0000279	Aa_G736560.h2.t1, Aa_G736560.h1.t1	CP13_g20063_DN3_SP0_c.t1
OG0000283	Aa_G298720.h1.t1, Aa_G484440.h1.t1, Aa_G654900.h1.t1	CP6_g8485_DN1_SP0_c.t1
OG0000283	Aa_G373470.h1.t1	CP1_g39387_DN3_SP0_c.t1, CP6_g9546_DN2_SP0_c.t1
OG0000286	Aa_G467490.h1.t1	CP10_g43042_DN1_SP0_c.t1
OG0000286	Aa_G136990.h1.t1	CP10_g43041_DN3_SP0_c.t1
OG0000291	Aa_G142370.h1.t1, Aa_G27380.h1.t1, Aa_G27360.h1.t1	CP2_g49208_DN3_SP0_c.t1
OG0000291	Aa_G681660.h1.t1	CP12_g31598_DN3_SP0_c.t1
OG0000292	Aa_G209590.h1.t1	CP9_g28808_DN2_SP0_c.t1, CP8_g54681_DN2_SP0_c.t1
OG0000296	Aa_G848610.h1.t1	CP17_g5869_DN3_SP0_c.t1
OG0000298	Aa_G260280.h1.t1	CP7_g44536_DN3_SP0_c.t1
OG0000301	Aa_G553550.h1.t1	CP16_g54831_DN3_SP0_c.t1, CP2_g49182_DN1_SP0_c.t1
OG0000306	Aa_G109980.h1.t1, Aa_G682460.h2.t1, Aa_G682460.h1.t1	CP234_g41533_DN3_SP0_p.t1, CP5_g1550_DN3_SP0_c.t1, CP5_g1696_DN3_SP0_c.t1, CP15_g34756_DN3_SP0_c.t1, CP5_g1548_DN3_SP0_c.t1, CP5_g1693_DN3_SP0_c.t1, CP5_g1699_DN3_SP0_c.t1, CP1_g38304_DN3_SP0_c.t1, CP1_g38414_DN3_SP0_c.t1, CP1_g38812_DN3_SP0_c.t1, CP46_g6642_DN3_SP0_c.t1, CP1_g38771_DN3_SP0_c.t1, CP291_g50945_DN3_SP0_p.t1, CP1_g38628_DN3_SP0_c.t1, CP1_g39091_DN2_SP0_c.t1, CP1_g38413_DN3_SP0_c.t1, CP1_g38627_DN3_SP0_c.t1, CP1_g39750_DN3_SP0_c.t1, CP46_g6646_DN3_SP0_c.t1, CP100_g56184_DN3_SP0_c.t1, CP100_g56190_DN3_SP0_c.t1, CP46_g6650_DN3_SP0_c.t1, CP5_g1551_DN3_SP0_c.t1, CP5_g1691_DN3_SP0_c.t1, CP1_g38827_DN3_SP0_c.t1, CP1_g38795_DN2_SP0_c.t1, CP1_g38848_DN3_SP0_c.t1, CP1_g38858_DN3_SP0_c.t1, CP1_g38626_DN2_SP0_c.t1, CP3_g15219_DN3_SP0_c.t1, CP3_g15508_DN3_SP0_c.t1, CP1_g39086_DN3_SP0_c.t1, CP1_g38833_DN3_SP0_c.t1, CP1_g38878_DN3_SP0_c.t1, CP1_g38775_DN3_SP0_c.t1, CP234_g41540_DN3_SP0_c.t1, CP1_g38796_DN3_SP0_c.t1, CP1_g38849_DN3_SP0_c.t1, CP1_g38779_DN3_SP0_c.t1, CP1_g38760_DN3_SP0_c.t1, CP1_g38808_DN3_SP0_c.t1, CP1_g39087_DN3_SP0_c.t1, CP1_g38807_DN3_SP0_c.t1, CP1_g38797_DN3_SP0_c.t1, CP1_g38411_DN3_SP0_c.t1, CP1_g40623_DN3_SP0_c.t1, CP1_g38759_DN3_SP0_c.t1, CP16_g55342_DN3_SP0_c.t1, CP1_g38822_DN3_SP0_c.t1, CP1_g38765_DN3_SP0_c.t1, CP100_g56189_DN2_SP0_c.t1, CP46_g6647_DN2_SP0_c.t1, CP100_g56183_DN3_SP0_c.t1, CP386_g3773_DN3_SP0_c.t1, CP1_g38813_DN3_SP0_c.t1, CP5_g1545_DN3_SP0_c.t1, CP46_g6645_DN3_SP0_c.t1, CP100_g56185_DN3_SP0_c.t1, CP100_g56188_DN3_SP0_c.t1, CP1_g38794_DN3_SP0_c.t1, CP1_g38830_DN3_SP0_c.t1, CP291_g50944_DN3_SP0_c.t1, CP100_g56192_DN3_SP0_c.t1, CP1_g39081_DN3_SP0_c.t1, CP1_g38772_DN3_SP0_c.t1, CP1_g39749_DN3_SP0_c.t1, CP1_g38624_DN3_SP0_c.t1, CP5_g1552_DN3_SP0_c.t1, CP5_g1701_DN3_SP0_c.t1, CP15_g34757_DN3_SP0_c.t1, CP1_g38847_DN3_SP0_c.t1, CP46_g6641_DN3_SP0_c.t1, CP100_g56191_DN1_SP0_c.t1, CP46_g6649_DN1_SP0_c.t1, CP234_g41541_DN3_SP0_p.t1, CP1_g38877_DN1_SP0_c.t1, CP1_g39092_DN3_SP0_c.t1, CP46_g6643_DN1_SP0_c.t1, CP1_g38829_DN3_SP0_c.t1, CP18_g11849_DN3_SP0_c.t1, CP1_g39090_DN3_SP0_c.t1
OG0000308	Aa_G219510.h1.t1, Aa_G219520.h1.t1	CP13_g20309_DN3_SP1_c.t1, CP13_g20308_DN3_SP1_c.t1, CP13_g20306_DN3_SP0_c.t1, CP13_g20310_DN3_SP5_c.t1, CP13_g20307_DN3_SP0_c.t1, CP13_g20311_DN3_SP1_c.t1
OG0000312	Aa_G466720.h1.t1	CP2_g50774_DN2_SP0_c.t1, CP17_g5829_DN3_SP0_c.t1, CP14_g23843_DN3_SP0_c.t1, CP9_g28015_DN3_SP0_c.t1, CP22_g17676_DN3_SP0_c.t1, CP13_g20557_DN3_SP0_c.t1, CP24_g46960_DN3_SP0_c.t1, CP9_g27969_DN3_SP0_c.t1, CP9_g27997_DN3_SP0_c.t1, CP2_g48197_DN1_SP0_c.t1, CP17_g5400_DN1_SP0_c.t1, CP75_g34147_DN3_SP0_c.t1, CP24_g47150_DN2_SP0_c.t1, CP6_g8502_DN3_SP0_c.t1, CP1_g39026_DN1_SP0_c.t1, CP3_g16807_DN1_SP0_c.t1
OG0000312	Aa_G173790.h1.t1, Aa_G918570.h1.t1, Aa_G972050.h1.t1, Aa_G3600.h1.t1, Aa_G187370.h1.t1, Aa_G477210.h1.t1, Aa_G120370.h1.t1, Aa_G413880.h1.t1	CP22_g17670_DN3_SP0_c.t1, CP3_g14118_DN3_SP0_c.t1, CP13_g20754_DN3_SP0_c.t1, CP5_g2511_DN3_SP0_c.t1, CP18_g12090_DN2_SP0_c.t1, CP36_g50967_DN3_SP0_c.t1, CP1_g39949_DN3_SP0_c.t1, CP14_g23195_DN3_SP0_c.t1, CP12_g30980_DN1_SP0_c.t1
OG0000314	Aa_G342490.h1.t1, Aa_G1055220.h2.t1, Aa_G1055220.h1.t1, Aa_G205300.h1.t1	CP22_g17304_DN2_SP0_c.t1
OG0000321	Aa_G180990.h2.t1, Aa_G164530.h2.t1, Aa_G180990.h1.t1, Aa_G164530.h1.t1	CP1_g38103_DN3_SP7_c.t1, CP1_g38104_DN3_SP7_c.t1
OG0000321	Aa_G375080.h1.t1	CP16_g54910_DN3_SP4_c.t1
OG0000321	Aa_G478070.h1.t1, Aa_G478070.h2.t1, Aa_G478060.h1.t1	CP8_g54349_DN3_SP5_c.t1
OG0000322	Aa_G541100.h1.t1, Aa_G541110.h1.t1	CP5_g67_DN3_SP0_c.t1
OG0000323	Aa_G10250.h1.t1	CP9_g28921_DN3_SP0_c.t1
OG0000325	Aa_G477760.h1.t1	CP1_g36601_DN3_SP8_c.t1
OG0000325	Aa_G477770.h1.t1	CP1_g36600_DN3_SP7_c.t1
OG0000329	Aa_G408720.h1.t1	CP6_g7476_DN3_SP2_c.t1
OG0000329	Aa_G365280.h1.t1	CP5_g1590_DN3_SP2_c.t1
OG0000330	Aa_G10200.h1.t1, Aa_G579240.h1.t1	CP9_g28926_DN2_SP0_c.t1
OG0000331	Aa_G46660.h1.t1	CP11_g32138_DN3_SP0_c.t1
OG0000331	Aa_G6420.h1.t1	CP1_g36812_DN3_SP0_c.t1
OG0000331	Aa_G53610.h1.t1	CP12_g30079_DN2_SP0_c.t1
OG0000331	Aa_G159770.h1.t1	CP4_g25056_DN1_SP0_c.t1
OG0000331	Aa_G593400.h1.t1	CP4_g24012_DN3_SP0_c.t1
OG0000336	Aa_G229600.h1.t1, Aa_G151440.h1.t1, Aa_G516410.h3.t1, Aa_G160960.h2.t1, Aa_G57030.h3.t1, Aa_G160960.h3.t1, Aa_G516410.h2.t1, Aa_G160960.h1.t1, Aa_G516410.h1.t1, Aa_G57030.h2.t1, Aa_G57030.h1.t1	CP2_g49689_DN3_SP0_c.t1, CP2_g49549_DN3_SP0_c.t1, CP2_g49694_DN3_SP0_c.t1, CP318_g3528_DN3_SP0_c.t1, CP2_g49696_DN3_SP0_c.t1, CP1_g37240_DN3_SP8_c.t1, CP1_g37250_DN3_SP0_c.t1
OG0000339	Aa_G455040.h1.t1	CP6_g6808_DN3_SP0_c.t1
OG0000339	Aa_G623040.h1.t1	CP6_g7302_DN3_SP0_c.t1
OG0000343	Aa_G131680.h1.t1, Aa_G38580.h1.t1, Aa_G510.h1.t1, Aa_G232320.h1.t1, Aa_G60.h1.t1, Aa_G136370.h1.t1, Aa_G628120.h1.t1, Aa_G106590.h1.t1	CP24_g47145_DN2_SP0_c.t1
OG0000345	Aa_G359930.h1.t1	CP11_g32977_DN3_SP4_c.t1
OG0000345	Aa_G341210.h1.t1	CP1_g36652_DN3_SP8_c.t1
OG0000346	Aa_G14260.h1.t1	CP3_g14031_DN3_SP1_c.t1
OG0000347	Aa_G17010.h1.t1	CP4_g24125_DN3_SP8_c.t1
OG0000347	Aa_G439790.h1.t1	CP19_g18321_DN3_SP8_c.t1
OG0000347	Aa_G291140.h1.t1	CP1_g36454_DN3_SP7_c.t1
OG0000349	Aa_G550810.h1.t1, Aa_G550840.h1.t1, Aa_G550830.h1.t1, Aa_G28290.h1.t1, Aa_G28300.h1.t1, Aa_G671340.h1.t1, Aa_G550820.h1.t1	CP8_g53987_DN3_SP0_c.t1
OG0000351	Aa_G5620.h1.t1	CP10_g43144_DN2_SP0_c.t1, CP19_g18198_DN1_SP0_c.t1
OG0000355	Aa_G338300.h1.t1	CP8_g54064_DN3_SP0_c.t1
OG0000356	Aa_G405250.h1.t1	CP16_g55149_DN3_SP0_c.t1
OG0000356	Aa_G592710.h1.t1	CP16_g55152_DN3_SP0_c.t1
OG0000357	Aa_G12100.h1.t1	CP4_g25300_DN2_SP0_c.t1
OG0000357	Aa_G12110.h1.t1, Aa_G336950.h1.t1	CP4_g25299_DN3_SP0_c.t1
OG0000358	Aa_G36970.h1.t1	CP1_g38042_DN3_SP1_c.t1
OG0000359	Aa_G88090.h1.t1	CP8_g53388_DN3_SP0_c.t1
OG0000359	Aa_G573680.h1.t1	CP5_g1239_DN3_SP0_c.t1
OG0000361	Aa_G306760.h1.t1	CP21_g11054_DN2_SP0_c.t1, CP18_g12238_DN1_SP0_c.t1
OG0000363	Aa_G108960.h1.t1	CP7_g46446_DN3_SP1_c.t1
OG0000363	Aa_G105070.h1.t1	CP16_g54939_DN3_SP0_c.t1
OG0000364	Aa_G705690.h1.t1	CP13_g20114_DN3_SP0_c.t1
OG0000365	Aa_G415750.h1.t1	CP7_g45280_DN3_SP0_c.t1
OG0000365	Aa_G415770.h1.t1	CP7_g45281_DN3_SP0_c.t1
OG0000368	Aa_G656960.h1.t1, Aa_G656960.h2.t1, Aa_G770910.h1.t1	CP10_g43551_DN3_SP0_c.t1, CP3_g14737_DN3_SP0_c.t1
OG0000368	Aa_G656940.h1.t1, Aa_G331480.h1.t1	CP3_g14732_DN3_SP0_c.t1
OG0000369	Aa_G255530.h1.t1, Aa_G126250.h1.t1, Aa_G126240.h1.t1, Aa_G178990.h1.t1	CP20_g4172_DN3_SP0_c.t1, CP20_g4168_DN3_SP0_c.t1, CP6_g8949_DN3_SP0_c.t1, CP6_g7552_DN2_SP0_c.t1
OG0000376	Aa_G296490.h1.t1	CP2_g49234_DN3_SP0_c.t1, CP2_g49233_DN3_SP6_c.t1
OG0000376	Aa_G296460.h1.t1, Aa_G291300.h1.t1	CP2_g49236_DN3_SP1_c.t1, CP2_g49235_DN3_SP2_c.t1
OG0000380	Aa_G739110.h1.t1, Aa_G345550.h1.t1, Aa_G28270.h1.t1	CP8_g53979_DN3_SP0_c.t1
OG0000380	Aa_G234720.h1.t1	CP8_g53999_DN2_SP0_c.t1, CP8_g54035_DN2_SP0_c.t1, CP8_g54042_DN3_SP0_c.t1, CP8_g54034_DN3_SP0_c.t1
OG0000381	Aa_G467340.h1.t1	CP9_g29501_DN3_SP0_c.t1
OG0000381	Aa_G257320.h1.t1	CP4_g25375_DN3_SP0_c.t1
OG0000382	Aa_G99630.h1.t1, Aa_G99620.h1.t1	CP11_g32067_DN3_SP0_c.t1, CP11_g32066_DN3_SP0_c.t1
OG0000383	Aa_G349980.h1.t1	CP7_g45415_DN1_SP0_c.t1, CP7_g45413_DN2_SP0_c.t1, CP7_g45411_DN1_SP0_c.t1, CP7_g45414_DN2_SP0_c.t1
OG0000383	Aa_G600780.h1.t1, Aa_G440370.h1.t1, Aa_G68850.h1.t1, Aa_G576610.h1.t1, Aa_G68870.h1.t1	CP3_g13901_DN3_SP0_c.t1, CP3_g13909_DN2_SP0_c.t1
OG0000385	Aa_G74610.h1.t1, Aa_G662460.h1.t1	CP5_g831_DN3_SP0_c.t1
OG0000390	Aa_G292720.h1.t1	CP7_g45551_DN2_SP1_c.t1
OG0000390	Aa_G292710.h1.t1	CP7_g45552_DN3_SP0_c.t1
OG0000391	Aa_G37930.h1.t1	CP9_g28963_DN3_SP0_c.t1, CP9_g28965_DN3_SP0_c.t1
OG0000391	Aa_G489950.h1.t1, Aa_G447860.h1.t1	CP11_g32305_DN3_SP0_c.t1, CP11_g32306_DN3_SP0_c.t1
OG0000391	Aa_G586940.h1.t1, Aa_G586960.h1.t1, Aa_G302900.h1.t1, Aa_G586970.h1.t1	CP10_g43006_DN3_SP1_c.t1
OG0000392	Aa_G274920.h1.t1, Aa_G377760.h1.t1	CP7_g46045_DN3_SP1_c.t1
OG0000393	Aa_G745430.h1.t1, Aa_G731640.h2.t1, Aa_G731640.h1.t1	CP5_g1564_DN3_SP3_c.t1
OG0000394	Aa_G173550.h1.t1	CP1_g37846_DN3_SP2_c.t1
OG0000394	Aa_G173540.h1.t1	CP1_g37845_DN3_SP0_c.t1
OG0000394	Aa_G507910.h1.t1	CP12_g29894_DN3_SP1_c.t1
OG0000394	Aa_G28170.h1.t1, Aa_G507890.h1.t1	CP12_g29895_DN3_SP1_c.t1
OG0000395	Aa_G458130.h1.t1	CP1_g37709_DN3_SP1_c.t1
OG0000395	Aa_G405220.h1.t1	CP10_g44098_DN3_SP0_c.t1
OG0000395	Aa_G458140.h1.t1, Aa_G246740.h1.t1	CP1_g37708_DN3_SP1_c.t1
OG0000399	Aa_G191340.h1.t1	CP11_g32110_DN3_SP8_c.t1
OG0000399	Aa_G123200.h1.t1	CP172_g51073_DN3_SP8_c.t1, CP2_g49950_DN3_SP0_c.t1
OG0000402	Aa_G180800.h1.t1	CP19_g18485_DN2_SP0_c.t1, CP7_g45345_DN2_SP0_c.t1, CP19_g18484_DN2_SP0_c.t1
OG0000403	Aa_G384340.h1.t1	CP11_g31948_DN3_SP0_c.t1, CP11_g31944_DN3_SP0_c.t1, CP11_g31946_DN3_SP0_c.t1
OG0000405	Aa_G317670.h1.t1, Aa_G191190.h1.t1	CP39_g21119_DN3_SP1_c.t1
OG0000407	Aa_G734680.h1.t1, Aa_G249900.h1.t1, Aa_G493010.h1.t1	CP10_g42640_DN3_SP0_c.t1
OG0000407	Aa_G249890.h1.t1	CP1_g36859_DN3_SP0_c.t1
OG0000409	Aa_G204960.h1.t1	CP7_g45026_DN3_SP0_c.t1
OG0000410	Aa_G590600.h1.t1	CP11_g31781_DN3_SP0_c.t1
OG0000412	Aa_G158100.h1.t1	CP11_g32313_DN3_SP8_c.t1
OG0000412	Aa_G350120.h1.t1	CP5_g1783_DN3_SP8_c.t1
OG0000412	Aa_G201270.h1.t1	CP9_g28164_DN3_SP8_c.t1
OG0000412	Aa_G310220.h1.t1	CP12_g30117_DN3_SP8_c.t1
OG0000413	Aa_G668710.h1.t1, Aa_G546550.h1.t1, Aa_G546540.h1.t1, Aa_G546560.h1.t1	CP19_g18302_DN2_SP0_c.t1
OG0000413	Aa_G375510.h1.t1, Aa_G375500.h1.t1, Aa_G652550.h1.t1	CP7_g46371_DN3_SP0_c.t1
OG0000414	Aa_G162430.h1.t1	CP2_g49029_DN3_SP0_c.t1
OG0000414	Aa_G105570.h1.t1	CP15_g36160_DN3_SP0_c.t1
OG0000414	Aa_G482170.h1.t1	CP6_g7390_DN3_SP0_c.t1
OG0000414	Aa_G384910.h1.t1	CP12_g30572_DN2_SP0_c.t1
OG0000415	Aa_G372300.h1.t1, Aa_G438940.h1.t1	CP6_g9408_DN2_SP0_c.t1
OG0000419	Aa_G652120.h1.t1	CP4_g25218_DN3_SP0_c.t1
OG0000420	Aa_G122230.h1.t1, Aa_G502240.h1.t1	CP20_g4072_DN2_SP0_c.t1, CP20_g4094_DN3_SP0_c.t1, CP20_g4092_DN2_SP0_c.t1, CP20_g4074_DN3_SP0_c.t1, CP11_g32724_DN3_SP0_c.t1
OG0000421	Aa_G586300.h1.t1	CP8_g53214_DN3_SP6_c.t1
OG0000421	Aa_G249540.h1.t1	CP7_g44799_DN3_SP1_c.t1
OG0000421	Aa_G69750.h1.t1	CP19_g17982_DN3_SP4_c.t1
OG0000421	Aa_G755840.h1.t1	CP8_g53584_DN3_SP8_c.t1
OG0000424	Aa_G123390.h1.t1	CP8_g53432_DN3_SP8_c.t1
OG0000424	Aa_G129640.h1.t1	CP5_g1290_DN3_SP2_c.t1
OG0000424	Aa_G561930.h1.t1	CP1_g38014_DN3_SP7_c.t1
OG0000426	Aa_G495170.h1.t1	CP4_g24614_DN1_SP0_c.t1
OG0000429	Aa_G737250.h1.t1	CP29_g22062_DN3_SP0_c.t1
OG0000430	Aa_G117430.h1.t1	CP19_g18474_DN3_SP8_c.t1
OG0000430	Aa_G320710.h1.t1, Aa_G320710.h3.t1, Aa_G320710.h2.t1	CP11_g31860_DN3_SP6_c.t1
OG0000430	Aa_G548750.h1.t1	CP2_g49070_DN3_SP8_c.t1
OG0000432	Aa_G37700.h1.t1	CP6_g6805_DN3_SP1_c.t1
OG0000432	Aa_G59060.h1.t1	CP6_g7305_DN3_SP1_c.t1
OG0000433	Aa_G310750.h1.t1, Aa_G299420.h1.t1	CP5_g1292_DN3_SP0_c.t1
OG0000433	Aa_G118510.h1.t1	CP5_g1294_DN3_SP0_c.t1, CP5_g1297_DN3_SP0_c.t1, CP5_g1293_DN3_SP0_c.t1
OG0000436	Aa_G318830.h1.t1	CP3_g14836_DN3_SP7_c.t1
OG0000436	Aa_G33850.h1.t1	CP8_g54015_DN3_SP5_c.t1
OG0000436	Aa_G33860.h1.t1	CP8_g54016_DN3_SP7_c.t1
OG0000437	Aa_G726630.h1.t1	CP10_g43558_DN2_SP6_c.t1
OG0000439	Aa_G344060.h1.t1	CP9_g28807_DN3_SP6_c.t1
OG0000442	Aa_G226140.h1.t1	CP3_g13151_DN3_SP0_c.t1, CP4_g23983_DN3_SP0_c.t1
OG0000442	Aa_G495380.h1.t1	CP5_g1379_DN3_SP0_c.t1
OG0000443	Aa_G542010.h1.t1	CP5_g768_DN2_SP0_c.t1
OG0000443	Aa_G494160.h1.t1	CP16_g55377_DN3_SP0_c.t1
OG0000443	Aa_G84570.h1.t1	CP11_g32808_DN3_SP0_c.t1
OG0000444	Aa_G167480.h1.t1	CP4_g25610_DN3_SP8_c.t1
OG0000444	Aa_G340530.h1.t1, Aa_G686900.h1.t1	CP3_g13441_DN3_SP8_c.t1
OG0000444	Aa_G140090.h1.t1	CP1_g36893_DN3_SP7_c.t1
OG0000445	Aa_G630820.h1.t1	CP3_g14484_DN3_SP7_c.t1
OG0000445	Aa_G273400.h1.t1, Aa_G554010.h1.t1, Aa_G106840.h1.t1	CP16_g55067_DN3_SP7_c.t1, CP5_g920_DN3_SP2_c.t1
OG0000447	Aa_G307560.h1.t1, Aa_G313390.h2.t1, Aa_G313390.h1.t1	CP10_g43111_DN3_SP8_c.t1, CP4_g25129_DN3_SP3_c.t1, CP11_g33201_DN3_SP1_c.t1
OG0000448	Aa_G303240.h1.t1	CP2_g49819_DN3_SP0_c.t1
OG0000449	Aa_G449530.h1.t1, Aa_G175720.h1.t1, Aa_G175730.h1.t1, Aa_G175740.h1.t1	CP16_g55065_DN3_SP0_c.t1
OG0000449	Aa_G517120.h1.t1, Aa_G111830.h1.t1, Aa_G111790.h1.t1, Aa_G46620.h1.t1, Aa_G111800.h1.t1, Aa_G111810.h1.t1	CP10_g42299_DN3_SP0_c.t1
OG0000450	Aa_G37870.h1.t1	CP6_g7341_DN2_SP0_c.t1
