Orthogroup	Arabis_alpina	Camelina_sativa
OG0000108	Aa_G67360.h1.t1	XP_019100571.1, XP_019082327.1, XP_019101220.1, XP_010508618.1
OG0000110	Aa_G32020.h1.t1	XP_019089268.1, XP_010484962.1, XP_019093274.1, XP_019098180.1, XP_019098181.1, XP_010424382.1, XP_010490057.1, XP_019084293.1, XP_019096534.1, XP_019094551.1, XP_010430690.1, XP_010451255.1, XP_010436550.1, XP_019085480.1, XP_019086281.1, XP_010431092.1, XP_019084311.1, XP_010463167.1
OG0000113	Aa_G35860.h1.t1	XP_010445113.1, XP_010507077.1, XP_010451873.1, XP_010463212.1, XP_010412473.1, XP_010445187.1, XP_010490339.1, XP_010436789.1, XP_010436791.1, XP_010513459.1, XP_019096412.1, XP_010507294.1, XP_010507295.1, XP_010495584.1, XP_010490251.1, XP_010456789.1, XP_010445707.1, XP_010445706.1, XP_010467137.1, XP_010445188.1, XP_010420944.2, XP_010467984.1, XP_010513442.1
OG0000114	Aa_G122790.h1.t1	XP_019087455.1
OG0000114	Aa_G327480.h1.t1, Aa_G743610.h1.t1, Aa_G305670.h1.t1, Aa_G152040.h1.t1, Aa_G300900.h1.t1, Aa_G718680.h1.t1	XP_010440434.1
OG0000115	Aa_G147990.h1.t1, Aa_G91540.h1.t1	XP_010495440.1, XP_010436548.1, XP_019094800.1, XP_019090107.1, XP_010412718.1
OG0000115	Aa_G919780.h1.t1	XP_010458646.1, XP_010490216.1, XP_010413458.1, XP_019100803.1, XP_010490404.1, XP_010436720.1
OG0000115	Aa_G830510.h2.t1, Aa_G830510.h1.t1, Aa_G415050.h1.t1	XP_010444912.1, XP_010451375.1
OG0000115	Aa_G159330.h1.t1, Aa_G159330.h2.t1	XP_010451776.1
OG0000115	Aa_G1023650.h1.t1	XP_010490097.1, XP_010468651.1
OG0000115	Aa_G490590.h1.t1	XP_010445253.1
OG0000116	Aa_G31310.h1.t1	XP_010503464.1, XP_010494460.1
OG0000116	Aa_G196320.h1.t1, Aa_G322800.h1.t1	XP_010415111.1
OG0000116	Aa_G358570.h1.t1	XP_019091966.1, XP_010435093.1
OG0000116	Aa_G342720.h1.t1	XP_010461346.1
OG0000117	Aa_G349950.h1.t1	XP_010477662.1, XP_019099169.1
OG0000117	Aa_G62330.h1.t1	XP_019099162.1, XP_019091039.1, XP_019094215.1, XP_010460137.1, XP_010477644.1, XP_019099163.1
OG0000117	Aa_G62240.h1.t1	XP_019095155.1, XP_010477661.1
OG0000117	Aa_G436170.h1.t1, Aa_G187350.h1.t1, Aa_G349960.h1.t1	XP_019097190.1, XP_010498869.1, XP_010477651.1, XP_019099166.1
OG0000119	Aa_G251660.h1.t1	XP_019085504.1, XP_019099657.1
OG0000120	Aa_G170950.h1.t1, Aa_G248300.h1.t1	XP_010430914.1, XP_010430913.1, XP_010430915.1, XP_010445836.1, XP_010484949.1, XP_010474075.2, XP_010495597.1, XP_010418921.2, XP_010456817.1, XP_010456635.1
OG0000121	Aa_G527420.h1.t1, Aa_G180200.h1.t1	XP_010490183.1
OG0000122	Aa_G379600.h1.t1	XP_010476508.1, XP_010485170.1, XP_019088432.1, XP_019095645.1
OG0000122	Aa_G551010.h1.t1, Aa_G550960.h1.t1	XP_010451113.1
OG0000122	Aa_G625760.h1.t1	XP_010480833.1
OG0000122	Aa_G592730.h1.t1	XP_019086738.1, XP_010483110.1
OG0000122	Aa_G592750.h1.t1, Aa_G247680.h1.t1, Aa_G379610.h1.t1, Aa_G625770.h1.t1, Aa_G379590.h1.t1, Aa_G379580.h1.t1	XP_010501782.1
OG0000122	Aa_G379620.h1.t1	XP_010485169.1, XP_010476450.1
OG0000122	Aa_G5880.h1.t1	XP_010463198.1, XP_019094537.1
OG0000122	Aa_G592740.h1.t1	XP_010485175.2
OG0000125	Aa_G257560.h1.t1	XP_010487696.1, XP_010475520.1
OG0000125	Aa_G166390.h1.t1	XP_010500450.1, XP_010481036.2
OG0000127	Aa_G552180.h1.t1	XP_010421087.1, XP_010454568.1, XP_010493386.1
OG0000127	Aa_G311330.h1.t1	XP_010504134.1, XP_010515863.1, XP_010427020.1
OG0000127	Aa_G506920.h1.t1, Aa_G403520.h1.t1	XP_010505335.1, XP_010509330.1
OG0000127	Aa_G33880.h1.t1	XP_010443777.1, XP_010455739.1, XP_010483639.1, XP_010503210.1
OG0000128	Aa_G784880.h1.t1	XP_019101672.1, XP_010469324.1
OG0000128	Aa_G271260.h1.t1	XP_010512155.1, XP_010469325.1
OG0000128	Aa_G430920.h1.t1, Aa_G469560.h1.t1	XP_010435188.1, XP_010450107.1, XP_010512148.1
OG0000129	Aa_G323510.h1.t1	XP_019098467.1
OG0000129	Aa_G61470.h1.t1, Aa_G716440.h1.t1, Aa_G61530.h1.t1	XP_010500848.1, XP_019091952.1, XP_019095938.1, XP_019093450.1, XP_019087008.1, XP_010483885.1, XP_019086961.1, XP_010457940.1, XP_010457951.1, XP_019096086.1, XP_019083613.1, XP_010513305.1, XP_010510750.1, XP_019093846.1
OG0000130	Aa_G10940.h1.t1	XP_019089170.1
OG0000132	Aa_G482030.h1.t1, Aa_G359110.h1.t1	XP_010504321.2, XP_010427222.1, XP_010412779.1
OG0000132	Aa_G478490.h1.t1, Aa_G110070.h1.t1	XP_019089258.1, XP_010451863.1, XP_010445618.1, XP_019087492.1, XP_010451864.1, XP_019087490.1, XP_019089260.1
OG0000134	Aa_G146330.h1.t1	XP_019094814.1
OG0000134	Aa_G339770.h1.t1	XP_010509565.1
OG0000134	Aa_G84490.h1.t1	XP_010419679.1
OG0000134	Aa_G360810.h1.t1	XP_010456486.1, XP_019090462.1
OG0000137	Aa_G59090.h1.t1	XP_010449549.1, XP_010443164.1, XP_010443165.1, XP_010482979.1
OG0000137	Aa_G732190.h1.t1, Aa_G643460.h1.t1	XP_010482976.2, XP_010449529.1, XP_010443158.1, XP_010449537.1
OG0000137	Aa_G643480.h1.t1	XP_010482974.1, XP_010449487.1, XP_010443156.1
OG0000138	Aa_G517130.h1.t1, Aa_G154110.h1.t1	XP_010459258.1
OG0000140	Aa_G292460.h1.t1, Aa_G151720.h1.t1, Aa_G688150.h1.t1	XP_010436519.1, XP_019086253.1
OG0000140	Aa_G341600.h1.t1	XP_010415262.1
OG0000140	Aa_G41930.h1.t1, Aa_G708810.h1.t1, Aa_G445230.h1.t1, Aa_G650260.h1.t1, Aa_G555610.h1.t1, Aa_G206620.h1.t1	XP_019096790.1
OG0000141	Aa_G193730.h1.t1	XP_010476182.1, XP_019091459.1
OG0000141	Aa_G124650.h1.t1, Aa_G366140.h1.t1	XP_010462666.1, XP_010476194.1
OG0000141	Aa_G521440.h1.t1, Aa_G193720.h1.t1	XP_010476199.2
OG0000141	Aa_G473800.h1.t1, Aa_G391080.h1.t1, Aa_G733890.h1.t1	XP_010418252.1, XP_010418251.1, XP_010473486.1, XP_010430326.1, XP_010430323.1, XP_010430322.1, XP_010473480.1
OG0000150	Aa_G429650.h1.t1, Aa_G429650.h2.t1, Aa_G717270.h1.t1, Aa_G741540.h1.t1, Aa_G726870.h1.t1, Aa_G439950.h1.t1	XP_019098355.1, XP_019097474.1
OG0000151	Aa_G329140.h1.t1, Aa_G566620.h1.t1	XP_010427259.1, XP_010504355.1
OG0000151	Aa_G729400.h1.t1	XP_010504354.1, XP_010516066.1, XP_010427258.1
OG0000151	Aa_G351720.h1.t1	XP_010517272.1, XP_010505600.1, XP_010509030.1
OG0000151	Aa_G13900.h1.t1	XP_010427003.1, XP_010515843.1, XP_010504115.1
OG0000151	Aa_G30120.h1.t1	XP_010517003.1, XP_010505317.1, XP_010509348.1
OG0000151	Aa_G388320.h1.t1	XP_010453438.1, XP_010492119.1, XP_010419943.1
OG0000153	Aa_G49000.h1.t1, Aa_G235730.h1.t1	XP_010510508.1, XP_019083065.1, XP_019093759.1
OG0000153	Aa_G358520.h1.t1	XP_019101445.1, XP_019093758.1, XP_010469968.1
OG0000153	Aa_G35530.h1.t1	XP_010414403.1, XP_010510507.1
OG0000154	Aa_G37000.h1.t1	XP_010500655.1
OG0000154	Aa_G507510.h1.t1, Aa_G507500.h1.t1	XP_010440216.1, XP_010449863.1
OG0000154	Aa_G406970.h1.t1, Aa_G434970.h1.t1, Aa_G462070.h1.t1, Aa_G434980.h1.t1	XP_010461930.1, XP_010479636.2
OG0000155	Aa_G11930.h1.t1, Aa_G86920.h1.t1, Aa_G83970.h1.t1	XP_010462647.1, XP_010475461.1
OG0000158	Aa_G223250.h1.t1	XP_010451022.1, XP_010451027.1
OG0000160	Aa_G190130.h1.t1	XP_010414912.1
OG0000160	Aa_G620370.h1.t1	XP_010451109.1, XP_010438207.1, XP_010433017.1
OG0000160	Aa_G307400.h1.t1	XP_019095995.1, XP_010443420.1, XP_010452018.1
OG0000160	Aa_G194510.h1.t1	XP_010488815.1, XP_010496144.1
OG0000160	Aa_G490420.h1.t1	XP_019102235.1, XP_010425792.1
OG0000160	Aa_G21590.h1.t1	XP_010417678.1, XP_019093982.1
OG0000160	Aa_G41590.h1.t1	XP_019094158.1, XP_010429432.1
OG0000161	Aa_G172360.h1.t1	XP_010431163.1, XP_010480697.1, XP_010468663.1, XP_010468429.1, XP_010451623.1, XP_019083754.1, XP_019094390.1, XP_019097379.1, XP_010424555.1, XP_019100882.1, XP_019095604.1, XP_019087507.1, XP_019085658.1, XP_010441968.1, XP_010468675.1, XP_019089489.1, XP_010461558.1, XP_019094900.1, XP_019087661.1, XP_019093571.1, XP_010446428.1, XP_010448186.1, XP_019097312.1, XP_010487716.1, XP_010444892.1, XP_019091417.1, XP_019100078.1, XP_019097549.1, XP_010495558.1, XP_010478175.1
OG0000162	Aa_G851370.h1.t1	XP_010418655.1, XP_010513083.1
OG0000162	Aa_G363640.h1.t1	XP_010473861.1, XP_010418659.1, XP_010513090.1, XP_010430859.1, XP_019086328.1, XP_010497639.1, XP_019087482.1, XP_010467034.1, XP_010488721.2, XP_010513089.1, XP_010513087.1, XP_010513088.1, XP_010513085.1, XP_010473860.1, XP_010418658.1
OG0000164	Aa_G840.h1.t1, Aa_G475650.h1.t1	XP_010445532.1
OG0000164	Aa_G1007810.h1.t1, Aa_G1080960.h1.t1	XP_010431617.1
OG0000165	Aa_G370290.h1.t1, Aa_G370300.h1.t1, Aa_G293040.h1.t1, Aa_G370270.h1.t1, Aa_G228400.h1.t1	XP_010434541.1, XP_010422126.1
OG0000165	Aa_G333690.h1.t1	XP_010414717.1, XP_010512374.2, XP_010511055.1, XP_010470239.1, XP_010414719.1, XP_010511058.1, XP_010470232.1, XP_010512185.1, XP_010462617.1, XP_010511052.1, XP_010470234.1, XP_010511054.1, XP_010510827.1, XP_010414716.1
OG0000166	Aa_G706020.h1.t1, Aa_G98920.h1.t1	XP_019082671.1
OG0000166	Aa_G510600.h1.t1, Aa_G87240.h1.t1	XP_010513413.2
OG0000166	Aa_G792200.h1.t1	XP_019083353.1, XP_010428402.2
OG0000166	Aa_G98930.h1.t1	XP_019082674.1
OG0000166	Aa_G98910.h1.t1	XP_019084998.1
OG0000170	Aa_G48820.h1.t1	XP_019093574.1, XP_019093195.1, XP_019082501.1
OG0000170	Aa_G16090.h1.t1, Aa_G569190.h1.t1, Aa_G569190.h2.t1, Aa_G569190.h3.t1	XP_010508144.1, XP_010506518.1, XP_010518179.1, XP_010478793.2, XP_010499912.1, XP_010478790.1
OG0000170	Aa_G16110.h1.t1	XP_010508155.1, XP_010508154.1, XP_010506513.1, XP_010518174.1, XP_010508153.1, XP_010506515.1, XP_010508148.2, XP_010518175.2
OG0000171	Aa_G134060.h1.t1	XP_010442887.1, XP_010482719.1, XP_010445686.1
OG0000171	Aa_G688860.h1.t1	XP_010441335.1, XP_019091804.1
OG0000171	Aa_G135580.h1.t1	XP_010473679.1, XP_010430541.1, XP_010418477.1
OG0000171	Aa_G70150.h1.t1	XP_010496667.1, XP_010516221.1
OG0000171	Aa_G580840.h1.t1	XP_019087079.1, XP_010450714.1, XP_010483082.1
OG0000171	Aa_G2000.h1.t1	XP_010448055.1, XP_010433285.1, XP_010438527.1
OG0000173	Aa_G139550.h1.t1, Aa_G187970.h1.t1, Aa_G187960.h1.t1	XP_019089000.1, XP_010436230.1, XP_010436231.1, XP_010444934.1
OG0000175	Aa_G101710.h1.t1	XP_010415728.1, XP_010498859.1, XP_010427826.1
OG0000175	Aa_G535890.h1.t1	XP_010507921.1, XP_010468970.1, XP_010518410.1, XP_010413292.1, XP_010506745.1
OG0000175	Aa_G775400.h2.t1, Aa_G453040.h2.t1, Aa_G453040.h1.t1, Aa_G775400.h1.t1	XP_010512616.1
OG0000176	Aa_G319580.h1.t1, Aa_G319590.h1.t1	XP_019084962.1, XP_010427974.1
OG0000176	Aa_G319560.h1.t1, Aa_G595900.h1.t1	XP_010415848.1, XP_010427972.1, XP_010471154.1
OG0000176	Aa_G245790.h1.t1, Aa_G319570.h1.t1	XP_010474281.1, XP_019082660.1
OG0000177	Aa_G60820.h1.t1, Aa_G835800.h1.t1	XP_019095422.1
OG0000178	Aa_G320630.h1.t1	XP_010432767.1
OG0000182	Aa_G77300.h1.t1, Aa_G394610.h1.t1, Aa_G394570.h1.t1, Aa_G299160.h1.t1	XP_010512440.1, XP_010469122.1, XP_010413494.2, XP_010469125.1
OG0000182	Aa_G22640.h1.t1, Aa_G167450.h1.t1	XP_010427663.1, XP_010427660.1, XP_010504672.1, XP_010427661.1, XP_010516406.1
OG0000182	Aa_G143210.h1.t1	XP_010503209.1, XP_010427432.1, XP_010427429.1, XP_010516223.1, XP_010504512.1, XP_010427435.1
OG0000183	Aa_G505900.h1.t1	XP_010440887.1, XP_010435687.1, XP_010511465.1, XP_010450539.1, XP_010470516.1, XP_010415183.1
OG0000183	Aa_G562480.h1.t1	XP_010516281.1, XP_010504586.1, XP_010508758.1
OG0000185	Aa_G328640.h1.t1, Aa_G328640.h2.t1	XP_010517434.1, XP_019100734.1
OG0000185	Aa_G464540.h1.t1, Aa_G464550.h1.t1	XP_010501621.1, XP_010480684.1
OG0000186	Aa_G344900.h1.t1	XP_019102141.1, XP_019099827.1
OG0000186	Aa_G218170.h1.t1	XP_010430206.1, XP_010418161.1, XP_010473403.1, XP_010418160.1, XP_019082839.1, XP_019097392.1, XP_010420939.1, XP_010420935.1, XP_019084221.1, XP_019099879.1, XP_019099782.1, XP_010517401.1, XP_010508919.1, XP_010505711.1, XP_010516402.1, XP_010512941.1, XP_019101236.1
OG0000187	Aa_G279240.h1.t1, Aa_G279230.h1.t1	XP_010431558.1
OG0000187	Aa_G279220.h1.t1, Aa_G773360.h1.t1, Aa_G279150.h1.t1	XP_019083052.1, XP_010513242.1, XP_010469936.1, XP_019093566.1, XP_010418772.1, XP_010513226.1, XP_019100826.1, XP_019083155.1, XP_010513250.1, XP_010513235.2, XP_010513234.1, XP_010418785.1, XP_010418745.2, XP_010473938.1, XP_010513233.2, XP_010473973.1, XP_010473963.1, XP_010424886.1, XP_019082561.1, XP_010473980.1, XP_010418787.1, XP_010418773.1, XP_010473974.1, XP_010513243.1, XP_010418775.1, XP_019093577.1, XP_010469934.1, XP_010513228.2, XP_019101427.1, XP_019101086.1, XP_019083060.1, XP_010510482.1, XP_010473962.1, XP_010418770.1, XP_010513232.1
OG0000188	Aa_G606990.h1.t1	XP_010456489.1, XP_010491919.1, XP_010495148.1, XP_010424055.1, XP_010424061.1, XP_010495153.1, XP_010456497.1, XP_010424060.1, XP_010495152.1, XP_010424059.1, XP_010495151.1, XP_010453223.1, XP_010495156.1, XP_010456498.1, XP_010424062.1, XP_019097703.1, XP_019097317.1, XP_019084656.1
OG0000188	Aa_G4330.h1.t1	XP_010468006.1, XP_019096322.1, XP_010468008.1, XP_010417686.1, XP_010468007.1, XP_010485847.1
OG0000189	Aa_G514660.h1.t1, Aa_G459730.h1.t1	XP_010446848.1, XP_010432207.1, XP_010413444.1, XP_010467579.1
OG0000189	Aa_G180380.h1.t1, Aa_G70160.h1.t1	XP_010437541.1, XP_019086115.1, XP_010447010.1
OG0000189	Aa_G281740.h1.t1	XP_010471725.1, XP_010428632.1
OG0000192	Aa_G43430.h1.t1, Aa_G420330.h1.t1, Aa_G184310.h1.t1, Aa_G457510.h1.t1	XP_010476383.1, XP_010458821.1, XP_010495506.1
OG0000193	Aa_G484150.h1.t1	XP_010418741.1
OG0000195	Aa_G230200.h1.t1	XP_010495933.1
OG0000195	Aa_G459140.h1.t1	XP_010421023.1, XP_010493316.1
OG0000195	Aa_G376620.h1.t1	XP_010443778.1, XP_010443780.1, XP_019095610.1, XP_019086081.1, XP_010485025.1, XP_019082616.1, XP_019087957.1
OG0000196	Aa_G574390.h1.t1, Aa_G84820.h1.t1	XP_010447622.1, XP_010441319.1, XP_019086046.1
OG0000196	Aa_G201160.h1.t1, Aa_G165200.h1.t1	XP_010447883.2
OG0000196	Aa_G229810.h1.t1	XP_010450584.1
OG0000197	Aa_G460260.h1.t1	XP_019087144.1, XP_019086321.1
OG0000197	Aa_G403160.h1.t1	XP_019087473.1, XP_019086616.1, XP_010440884.1, XP_019100703.1
OG0000197	Aa_G674860.h1.t1	XP_010449335.1, XP_010434389.1
OG0000198	Aa_G509920.h1.t1	XP_010502132.1, XP_010513879.1, XP_010424925.1, XP_010513878.1
OG0000198	Aa_G328840.h1.t1	XP_010459011.1
OG0000198	Aa_G272200.h1.t1	XP_010496673.1, XP_010459012.1, XP_010476570.1
OG0000198	Aa_G222140.h1.t1, Aa_G238450.h1.t1	XP_010425329.1, XP_010430761.1, XP_010502572.1, XP_010514273.1, XP_010425353.1
OG0000199	Aa_G530530.h1.t1, Aa_G311720.h1.t1, Aa_G362380.h1.t1, Aa_G186410.h1.t1, Aa_G153710.h1.t1, Aa_G367870.h1.t1, Aa_G385540.h1.t1, Aa_G191200.h1.t1, Aa_G138220.h1.t1	XP_010442215.1, XP_010501962.1, XP_010479658.1, XP_010500744.1, XP_010482049.1, XP_010471249.2, XP_010479661.1, XP_010462002.1
OG0000199	Aa_G123140.h1.t1, Aa_G191220.h1.t1, Aa_G284830.h1.t1	XP_010438266.1, XP_010447809.1, XP_010436343.1, XP_010447810.1, XP_010433066.1, XP_010441643.1, XP_010494756.1, XP_010441644.1, XP_010451117.1, XP_010438263.1, XP_010438269.1, XP_019097293.1, XP_010447760.1, XP_010438210.2, XP_010447759.1, XP_010433021.1
OG0000200	Aa_G152770.h1.t1	XP_010453052.1, XP_010422869.1
OG0000200	Aa_G366340.h1.t1	XP_019095653.1
OG0000200	Aa_G37370.h1.t1	XP_010478394.1, XP_010460803.1, XP_010499534.1, XP_010478396.1, XP_010499537.1, XP_010460804.1
OG0000200	Aa_G689010.h1.t1	XP_010491683.1
OG0000201	Aa_G427530.h1.t1, Aa_G703190.h1.t1, Aa_G900640.h1.t1, Aa_G337650.h1.t1, Aa_G556890.h1.t1, Aa_G455950.h1.t1, Aa_G38170.h1.t1, Aa_G297100.h1.t1, Aa_G254320.h1.t1, Aa_G734460.h1.t1, Aa_G210530.h1.t1, Aa_G528940.h1.t1, Aa_G155140.h1.t1, Aa_G400980.h1.t1, Aa_G182270.h1.t1, Aa_G869430.h1.t1, Aa_G906580.h1.t1, Aa_G584490.h1.t1, Aa_G17470.h1.t1, Aa_G947170.h1.t1, Aa_G319500.h1.t1, Aa_G265330.h1.t1, Aa_G473070.h1.t1, Aa_G989440.h1.t1, Aa_G818390.h1.t1, Aa_G802560.h1.t1, Aa_G412130.h1.t1, Aa_G2010.h1.t1, Aa_G502040.h1.t1, Aa_G630690.h1.t1, Aa_G177480.h1.t1, Aa_G350550.h1.t1, Aa_G46410.h1.t1, Aa_G106600.h1.t1, Aa_G634980.h1.t1, Aa_G907240.h1.t1	XP_010431385.1, XP_010445316.1, XP_010418973.1, XP_010431280.1, XP_010496199.1, XP_010490366.1, XP_010445883.1, XP_010495661.1
OG0000202	Aa_G548600.h1.t1, Aa_G191580.h1.t1, Aa_G99550.h1.t1, Aa_G180050.h1.t1, Aa_G296350.h1.t1, Aa_G77280.h1.t1, Aa_G53200.h1.t1, Aa_G53180.h2.t1, Aa_G53180.h1.t1, Aa_G53180.h3.t1	XP_010456973.1, XP_010429335.2
OG0000202	Aa_G71240.h1.t1	XP_019101663.1
OG0000202	Aa_G434790.h1.t1, Aa_G716220.h1.t1	XP_010418587.1, XP_010513773.1, XP_010418588.1, XP_010513772.2, XP_019093565.1
OG0000202	Aa_G99540.h1.t1, Aa_G588730.h1.t1, Aa_G191550.h1.t1	XP_019085307.1
OG0000203	Aa_G526150.h1.t1	XP_010516473.1, XP_010427736.1, XP_010427735.1
OG0000203	Aa_G367660.h1.t1, Aa_G835690.h1.t1	XP_019101935.1
OG0000203	Aa_G526230.h1.t1	XP_010431453.2, XP_019099736.1, XP_019102066.1
OG0000203	Aa_G526180.h1.t1	XP_010504788.1, XP_010516477.1, XP_010427742.1
OG0000208	Aa_G1022770.h1.t1	XP_019094575.1
OG0000208	Aa_G89920.h1.t1	XP_010468580.1
OG0000208	Aa_G979430.h1.t1	XP_019092290.1, XP_019096526.1
OG0000210	Aa_G175290.h1.t1	XP_010508228.1, XP_010507742.1, XP_010518105.1
OG0000210	Aa_G573270.h1.t1	XP_010469180.1, XP_010512373.1
OG0000211	Aa_G947060.h1.t1, Aa_G318020.h1.t1, Aa_G980420.h1.t1, Aa_G682580.h1.t1, Aa_G1008030.h1.t1, Aa_G623540.h1.t1, Aa_G1009350.h1.t1, Aa_G897220.h1.t1, Aa_G911310.h1.t1, Aa_G739800.h1.t1, Aa_G926270.h1.t1, Aa_G771910.h2.t1, Aa_G771910.h1.t1, Aa_G224780.h1.t1, Aa_G52990.h1.t1, Aa_G499920.h1.t1, Aa_G272810.h1.t1, Aa_G135900.h1.t1, Aa_G91380.h1.t1, Aa_G285490.h1.t1	XP_010484727.1, XP_010484865.1, XP_010501815.1, XP_010476022.1, XP_019101810.1, XP_010418802.1, XP_010412595.1, XP_019093239.1, XP_010436642.1, XP_010457015.1, XP_010468650.1, XP_010424168.2, XP_010474121.1, XP_019097521.1, XP_010474131.1, XP_010513145.1, XP_019089252.1, XP_010473952.1, XP_010463490.1, XP_010431414.1, XP_010518641.1, XP_019095377.1, XP_010419056.1, XP_010436719.1, XP_010507248.1, XP_010431086.1, XP_010451604.1
OG0000214	Aa_G843970.h1.t1	XP_019082944.1
OG0000216	Aa_G389410.h1.t1	XP_010468408.2
OG0000216	Aa_G57040.h1.t1	XP_010414804.1, XP_010511356.1
OG0000216	Aa_G373050.h1.t1	XP_010427473.1, XP_010504556.1, XP_010516256.1
OG0000219	Aa_G48860.h1.t1	XP_019086348.1, XP_010450693.1, XP_010441124.2, XP_019088411.1, XP_019089597.1
OG0000219	Aa_G584620.h1.t1	XP_010412916.1
OG0000219	Aa_G974030.h1.t1, Aa_G961810.h1.t1, Aa_G631990.h1.t1	XP_019088413.1, XP_019086791.1, XP_019087110.1, XP_019086310.1
OG0000222	Aa_G878030.h1.t1	XP_019098361.1, XP_010485042.1, XP_019085526.1, XP_010471072.1, XP_019098958.1, XP_010468759.1
OG0000225	Aa_G335460.h1.t1	XP_010451553.1
OG0000225	Aa_G5960.h1.t1, Aa_G109260.h1.t1, Aa_G458000.h1.t1, Aa_G335450.h1.t1, Aa_G335440.h1.t1	XP_010429703.1
OG0000227	Aa_G216090.h1.t1, Aa_G333250.h1.t1	XP_010486027.1, XP_010464097.1, XP_010430543.1, XP_010486026.2, XP_010464098.1
OG0000227	Aa_G51090.h1.t1	XP_010418689.1, XP_010486733.1, XP_019096691.1
OG0000230	Aa_G175840.h1.t1	XP_010504853.1, XP_010512106.1
OG0000230	Aa_G262340.h1.t1, Aa_G175680.h1.t1, Aa_G262350.h1.t1, Aa_G175640.h1.t1	XP_010450921.1, XP_010436759.1
OG0000233	Aa_G471610.h1.t1	XP_010497851.1, XP_010452722.1, XP_010452723.1, XP_010423194.1, XP_010491374.1, XP_010497197.1
OG0000233	Aa_G529880.h1.t1, Aa_G471590.h1.t1, Aa_G471600.h1.t1	XP_010452726.1, XP_010423193.1, XP_010491375.1, XP_010452724.1
OG0000233	Aa_G471620.h1.t1	XP_010452721.1, XP_010423195.1, XP_010491373.1
OG0000234	Aa_G685240.h1.t1	XP_019085502.1, XP_019084400.1, XP_019089978.1, XP_010424803.2, XP_010423785.1, XP_010490769.1, XP_010423786.1, XP_010431030.2, XP_010467330.1, XP_010490316.1, XP_019094582.1
OG0000235	Aa_G278130.h1.t1	XP_010412935.1, XP_019102070.1, XP_010505520.1, XP_010509166.1
OG0000236	Aa_G603360.h1.t1, Aa_G342510.h1.t1, Aa_G133920.h1.t1	XP_010512015.1
OG0000236	Aa_G133930.h1.t1, Aa_G792760.h1.t1, Aa_G826850.h1.t1	XP_010513686.1, XP_019100968.1, XP_010512013.1, XP_010513688.1, XP_010474234.2
OG0000237	Aa_G29610.h1.t1	XP_010427191.1, XP_019099914.1
OG0000238	Aa_G412940.h1.t1	XP_010415777.1, XP_010471089.1, XP_010427882.1
OG0000238	Aa_G271400.h1.t1	XP_010427881.1, XP_010415776.1
OG0000238	Aa_G367300.h1.t1, Aa_G367290.h1.t1	XP_019091213.1, XP_010421666.1
OG0000238	Aa_G412960.h1.t1	XP_010427894.1, XP_019093825.1, XP_010415784.1
OG0000241	Aa_G213370.h1.t1	XP_010448984.1, XP_010439415.1, XP_010434115.1
OG0000241	Aa_G213350.h1.t1, Aa_G213340.h1.t1, Aa_G213320.h1.t1, Aa_G213330.h1.t1, Aa_G213310.h1.t1	XP_010448986.1, XP_010448990.1, XP_010448988.1
OG0000241	Aa_G213300.h1.t1, Aa_G213290.h1.t1	XP_010439419.1, XP_010434119.1, XP_010448994.1
OG0000241	Aa_G974580.h1.t1, Aa_G257180.h1.t1	XP_010455784.1, XP_010422316.1, XP_010432250.1
OG0000241	Aa_G257190.h1.t1	XP_010432232.1, XP_010422317.1, XP_010455786.1
OG0000242	Aa_G129860.h1.t1, Aa_G129870.h1.t1, Aa_G269360.h1.t1	XP_010464144.1, XP_010486066.1, XP_010474228.1, XP_010486065.1, XP_010466902.1, XP_010464142.1, XP_010433119.1, XP_010471368.1, XP_010464143.1, XP_019095548.1
OG0000242	Aa_G40840.h1.t1	XP_010456758.1, XP_010421525.1, XP_010421522.1, XP_010421527.1, XP_010456733.2, XP_010455018.1, XP_010455019.1, XP_010421526.1, XP_010497082.1
OG0000243	Aa_G465080.h1.t1, Aa_G465100.h1.t1, Aa_G22140.h1.t1, Aa_G465010.h1.t1, Aa_G223820.h1.t1	XP_010478318.1, XP_010499461.1, XP_010478305.1, XP_010478308.1
OG0000244	Aa_G189060.h1.t1	XP_010456956.1, XP_010456949.1, XP_010424644.1, XP_010424652.2, XP_010467152.1, XP_010430652.1, XP_010424643.1, XP_010456957.1, XP_010467162.2, XP_010456954.1, XP_010467130.1, XP_010424646.1, XP_010456955.1, XP_010467139.1, XP_010424642.1, XP_010467173.1
OG0000246	Aa_G25270.h1.t1	XP_019100767.1, XP_010507583.1
OG0000246	Aa_G25290.h1.t1	XP_010479272.1, XP_010461668.1, XP_010500378.1, XP_010505227.1, XP_019101281.1, XP_010516907.1, XP_019101282.1
OG0000246	Aa_G25260.h1.t1	XP_010509439.2, XP_010516903.2, XP_010505225.1, XP_010516904.1, XP_010509434.1
OG0000246	Aa_G25280.h1.t1	XP_010505226.1, XP_010516906.1, XP_019100766.1, XP_010516905.1
OG0000246	Aa_G25240.h1.t1	XP_010412902.1
OG0000248	Aa_G174720.h1.t1	XP_010513699.1, XP_019083023.1, XP_010419116.1
OG0000249	Aa_G218650.h1.t1	XP_019087794.1
OG0000250	Aa_G41880.h2.t1, Aa_G41880.h1.t1	XP_010447068.1, XP_010423137.1, XP_010455857.1
OG0000250	Aa_G41880.h5.t1	XP_010493589.1
