Orthogroup	Arabis_alpina	Cardamine_hirsuta
OG0000246	Aa_G25280.h1.t1	CARHR131140, CARHR131130, CARHR131150, CARHR131160
OG0000249	Aa_G218650.h1.t1	CARHR219480
OG0000251	Aa_G276750.h1.t1	CARHR147330
OG0000251	Aa_G69130.h1.t1	CARHR271060
OG0000252	Aa_G74580.h1.t1, Aa_G145140.h1.t1	CARHR230420
OG0000252	Aa_G129390.h1.t1	CARHR071040
OG0000253	Aa_G403550.h1.t1	CARHR083850
OG0000253	Aa_G40300.h1.t1	CARHR000060, CARHR229590
OG0000253	Aa_G85370.h1.t1	CARHR210880
OG0000254	Aa_G355590.h1.t1	CARHR290080
OG0000257	Aa_G723550.h2.t1, Aa_G723550.h1.t1, Aa_G723560.h1.t1	CARHR216400, CARHR216420
OG0000259	Aa_G399280.h1.t1	CARHR093470, CARHR093450
OG0000260	Aa_G374910.h1.t1	CARHR247220
OG0000262	Aa_G384670.h1.t1	CARHR046970
OG0000269	Aa_G550740.h1.t1, Aa_G620130.h1.t1, Aa_G550750.h1.t1	CARHR273300
OG0000269	Aa_G651390.h1.t1	CARHR007130, CARHR007140, CARHR053220
OG0000269	Aa_G199710.h1.t1	CARHR122830
OG0000270	Aa_G328350.h1.t1	CARHR046830
OG0000270	Aa_G367860.h1.t1	CARHR051040
OG0000270	Aa_G298260.h1.t1	CARHR012890
OG0000270	Aa_G262890.h1.t1	CARHR052820, CARHR051010, CARHR151310
OG0000270	Aa_G433430.h1.t1	CARHR048080, CARHR051150
OG0000270	Aa_G357180.h1.t1	CARHR055290, CARHR048540, CARHR048090
OG0000270	Aa_G357320.h1.t1	CARHR048490
OG0000270	Aa_G316640.h1.t1	CARHR055240
OG0000273	Aa_G513830.h1.t1	CARHR284830, CARHR266760
OG0000277	Aa_G64840.h1.t1	CARHR020400
OG0000279	Aa_G736560.h2.t1, Aa_G736560.h1.t1	CARHR031350, CARHR031360, CARHR177740, CARHR257320, CARHR177410, CARHR177420, CARHR152170, CARHR177900, CARHR221580, CARHR177780, CARHR177760, CARHR177770, CARHR178120, CARHR177310, CARHR177790, CARHR177800, CARHR178860, CARHR178130, CARHR180680
OG0000282	Aa_G371080.h1.t1	CARHR283650, CARHR229570
OG0000284	Aa_G13620.h1.t1	CARHR108240, CARHR256080, CARHR285950, CARHR256150, CARHR177480, CARHR104190, CARHR035000, CARHR259300, CARHR217290
OG0000285	Aa_G58940.h1.t1	CARHR227980
OG0000285	Aa_G438370.h1.t1	CARHR234950
OG0000286	Aa_G340620.h1.t1	CARHR232240
OG0000286	Aa_G344370.h1.t1	CARHR175950, CARHR174900
OG0000289	Aa_G518570.h1.t1	CARHR175550
OG0000291	Aa_G136630.h1.t1	CARHR103220, CARHR103210
OG0000295	Aa_G285200.h1.t1	CARHR100860
OG0000296	Aa_G650690.h1.t1, Aa_G650690.h2.t1	CARHR285460, CARHR285480
OG0000296	Aa_G848610.h1.t1	CARHR272760, CARHR053670, CARHR272770, CARHR272750
OG0000298	Aa_G260280.h1.t1	CARHR033050
OG0000301	Aa_G553550.h1.t1	CARHR139910, CARHR139920
OG0000304	Aa_G728720.h1.t1	CARHR135560
OG0000305	Aa_G431220.h1.t1	CARHR260510, CARHR135390
OG0000306	Aa_G109980.h1.t1, Aa_G682460.h2.t1, Aa_G682460.h1.t1	CARHR214120, CARHR262590, CARHR214130, CARHR213950, CARHR041780
OG0000307	Aa_G292060.h1.t1, Aa_G168750.h1.t1	CARHR102040, CARHR102030
OG0000307	Aa_G415030.h1.t1	CARHR041320
OG0000307	Aa_G592420.h1.t1	CARHR219950, CARHR112870, CARHR216070, CARHR057800, CARHR216060, CARHR216110
OG0000308	Aa_G219510.h1.t1, Aa_G219520.h1.t1, Aa_G520320.h1.t1, Aa_G520310.h1.t1	CARHR180280
OG0000311	Aa_G288990.h1.t1	CARHR111770
OG0000312	Aa_G173790.h1.t1, Aa_G918570.h1.t1, Aa_G972050.h1.t1, Aa_G3600.h1.t1, Aa_G187370.h1.t1, Aa_G477210.h1.t1, Aa_G120370.h1.t1, Aa_G413880.h1.t1	CARHR119980
OG0000313	Aa_G340400.h1.t1	CARHR135320
OG0000314	Aa_G302660.h1.t1	CARHR287660
OG0000315	Aa_G132580.h1.t1	CARHR101940, CARHR101950, CARHR284260
OG0000318	Aa_G293710.h1.t1	CARHR062770
OG0000318	Aa_G265690.h1.t1	CARHR062740
OG0000318	Aa_G1039270.h1.t1, Aa_G1039270.h2.t1, Aa_G30130.h1.t1	CARHR016600
OG0000318	Aa_G1038940.h1.t1	CARHR062730
OG0000318	Aa_G286220.h1.t1, Aa_G286200.h1.t1	CARHR004290
OG0000321	Aa_G180990.h2.t1, Aa_G164530.h2.t1, Aa_G180990.h1.t1, Aa_G164530.h1.t1	CARHR095140, CARHR040120
OG0000322	Aa_G761800.h1.t1, Aa_G129230.h1.t1, Aa_G452090.h1.t1, Aa_G225020.h1.t1, Aa_G225040.h1.t1, Aa_G541100.h1.t1, Aa_G541110.h1.t1, Aa_G630560.h1.t1, Aa_G277500.h1.t1, Aa_G423260.h1.t1, Aa_G423250.h1.t1, Aa_G805500.h1.t1	CARHR259720
OG0000323	Aa_G10240.h1.t1	CARHR065850
OG0000325	Aa_G477760.h1.t1	CARHR004130
OG0000325	Aa_G477770.h1.t1	CARHR004140
OG0000326	Aa_G665880.h1.t1, Aa_G442040.h1.t1	CARHR112590, CARHR083130, CARHR112900
OG0000329	Aa_G408720.h1.t1	CARHR220880
OG0000329	Aa_G365280.h1.t1	CARHR263560, CARHR263570
OG0000330	Aa_G10210.h1.t1	CARHR065880
OG0000331	Aa_G46660.h1.t1	CARHR249810
OG0000331	Aa_G6420.h1.t1	CARHR001810
OG0000331	Aa_G53610.h1.t1	CARHR092710
OG0000331	Aa_G159770.h1.t1	CARHR131330
OG0000331	Aa_G593400.h1.t1	CARHR142440
OG0000332	Aa_G597960.h1.t1	CARHR050960, CARHR050950, CARHR055150
OG0000332	Aa_G589850.h1.t1	CARHR050930, CARHR051060, CARHR050990, CARHR051100, CARHR051090, CARHR051110, CARHR051120, CARHR050970, CARHR050980, CARHR050860
OG0000336	Aa_G229600.h1.t1	CARHR054520
OG0000336	Aa_G151440.h1.t1	CARHR183900
OG0000341	Aa_G255150.h1.t1, Aa_G184290.h1.t1	CARHR038610
OG0000341	Aa_G33370.h1.t1	CARHR021380, CARHR021360
OG0000342	Aa_G71220.h1.t1	CARHR092860
OG0000344	Aa_G732520.h1.t1	CARHR292150
OG0000344	Aa_G535390.h1.t1	CARHR119930
OG0000344	Aa_G542150.h1.t1	CARHR099040
OG0000344	Aa_G460480.h1.t1	CARHR011460
OG0000345	Aa_G359930.h1.t1	CARHR203890
OG0000345	Aa_G341210.h1.t1	CARHR003600
OG0000346	Aa_G14260.h1.t1	CARHR163180
OG0000346	Aa_G14220.h1.t1	CARHR163190
OG0000347	Aa_G17010.h1.t1	CARHR141230
OG0000347	Aa_G439790.h1.t1	CARHR230740
OG0000347	Aa_G291140.h1.t1	CARHR000730
OG0000349	Aa_G550840.h1.t1, Aa_G550830.h1.t1	CARHR273230, CARHR273250, CARHR273240
OG0000349	Aa_G550820.h1.t1	CARHR273200, CARHR273170
OG0000350	Aa_G95490.h1.t1, Aa_G95470.h1.t1, Aa_G334830.h1.t1, Aa_G244000.h1.t1	CARHR097870
OG0000355	Aa_G338300.h1.t1	CARHR274100
OG0000356	Aa_G623160.h1.t1, Aa_G446750.h1.t1	CARHR117190
OG0000356	Aa_G405250.h1.t1	CARHR117170, CARHR178010
OG0000356	Aa_G446760.h1.t1, Aa_G446780.h1.t1	CARHR117180
OG0000356	Aa_G592710.h1.t1	CARHR117150
OG0000356	Aa_G559040.h1.t1, Aa_G446800.h1.t1	CARHR117270
OG0000357	Aa_G248920.h1.t1, Aa_G248930.h1.t1	CARHR128500, CARHR029510
OG0000358	Aa_G370080.h1.t1	CARHR041650, CARHR259760
OG0000358	Aa_G36970.h1.t1	CARHR041640
OG0000359	Aa_G88090.h1.t1	CARHR267340
OG0000359	Aa_G573680.h1.t1	CARHR235380
OG0000362	Aa_G319750.h1.t1, Aa_G362310.h1.t1	CARHR266430, CARHR150180
OG0000363	Aa_G108960.h1.t1	CARHR045650
OG0000363	Aa_G105070.h1.t1	CARHR071990, CARHR119900
OG0000365	Aa_G415750.h1.t1	CARHR025550
OG0000365	Aa_G415770.h1.t1	CARHR025540, CARHR025530
OG0000367	Aa_G404440.h1.t1, Aa_G297590.h1.t1, Aa_G129340.h1.t1	CARHR024590
OG0000368	Aa_G656960.h1.t1, Aa_G656960.h2.t1, Aa_G770910.h1.t1	CARHR155150, CARHR155070
OG0000368	Aa_G656970.h1.t1	CARHR155090
OG0000369	Aa_G255530.h1.t1, Aa_G126250.h1.t1, Aa_G126240.h1.t1, Aa_G178990.h1.t1	CARHR293630, CARHR283580, CARHR058390, CARHR059500, CARHR186430, CARHR116680
OG0000371	Aa_G472730.h1.t1	CARHR145800
OG0000376	Aa_G296490.h1.t1	CARHR051720
OG0000376	Aa_G291290.h1.t1	CARHR011030
OG0000376	Aa_G296480.h1.t1	CARHR051710
OG0000376	Aa_G296460.h1.t1, Aa_G291300.h1.t1	CARHR051700
OG0000377	Aa_G767760.h1.t1	CARHR245750
OG0000377	Aa_G728130.h1.t1	CARHR245720
OG0000377	Aa_G767750.h1.t1	CARHR245730
OG0000379	Aa_G186470.h1.t1	CARHR144670
OG0000379	Aa_G348540.h1.t1	CARHR164050
OG0000379	Aa_G222610.h1.t1, Aa_G186480.h1.t1	CARHR144630
OG0000380	Aa_G739110.h1.t1, Aa_G345550.h1.t1, Aa_G28270.h1.t1	CARHR157270
OG0000380	Aa_G234720.h1.t1	CARHR036840, CARHR118680, CARHR285940, CARHR183820, CARHR273750, CARHR273860
OG0000381	Aa_G467340.h1.t1	CARHR072160, CARHR072170
OG0000381	Aa_G257320.h1.t1	CARHR079970
OG0000382	Aa_G99630.h1.t1, Aa_G99620.h1.t1	CARHR250680, CARHR250610
OG0000382	Aa_G272430.h1.t1	CARHR131810
OG0000383	Aa_G600780.h1.t1, Aa_G440370.h1.t1, Aa_G68850.h1.t1, Aa_G576610.h1.t1, Aa_G68870.h1.t1	CARHR164490, CARHR164480
OG0000385	Aa_G74610.h1.t1, Aa_G662460.h1.t1	CARHR117260, CARHR117000, CARHR119320, CARHR116890, CARHR239600
OG0000386	Aa_G232520.h1.t1	CARHR033250
OG0000386	Aa_G688740.h1.t1	CARHR292740
OG0000389	Aa_G596710.h1.t1	CARHR105990
OG0000390	Aa_G292700.h1.t1	CARHR022710
OG0000390	Aa_G292720.h1.t1	CARHR022740
OG0000390	Aa_G292710.h1.t1	CARHR022730
OG0000391	Aa_G37930.h1.t1	CARHR066340, CARHR066300, CARHR066320, CARHR066310, CARHR066330, CARHR066290, CARHR066360
OG0000391	Aa_G489950.h1.t1, Aa_G447860.h1.t1	CARHR196560
OG0000391	Aa_G586940.h1.t1, Aa_G586960.h1.t1, Aa_G302900.h1.t1, Aa_G586970.h1.t1	CARHR084950
OG0000392	Aa_G274920.h1.t1, Aa_G377760.h1.t1	CARHR017550
OG0000392	Aa_G417850.h1.t1	CARHR185400, CARHR216970, CARHR232710
OG0000393	Aa_G745430.h1.t1, Aa_G731640.h2.t1, Aa_G731640.h1.t1	CARHR263220
OG0000394	Aa_G173550.h1.t1	CARHR043000
OG0000395	Aa_G458130.h1.t1	CARHR014460
OG0000399	Aa_G191340.h1.t1	CARHR001910
OG0000402	Aa_G180790.h1.t1, Aa_G180780.h1.t1, Aa_G180770.h1.t1	CARHR177840, CARHR289020
OG0000402	Aa_G42770.h1.t1	CARHR177820, CARHR292110, CARHR292450
OG0000404	Aa_G644570.h1.t1	CARHR235030
OG0000405	Aa_G317660.h1.t1	CARHR089280
OG0000405	Aa_G317670.h1.t1	CARHR089260, CARHR089270
OG0000407	Aa_G734680.h1.t1, Aa_G249900.h1.t1, Aa_G493010.h1.t1	CARHR005930, CARHR002610, CARHR002600, CARHR025430, CARHR142610
OG0000407	Aa_G41660.h1.t1	CARHR011690
OG0000407	Aa_G249890.h1.t1	CARHR142620
OG0000409	Aa_G204960.h1.t1	CARHR028100
OG0000410	Aa_G590640.h1.t1	CARHR229370
OG0000410	Aa_G590600.h1.t1	CARHR229400, CARHR253620
OG0000412	Aa_G158100.h1.t1	CARHR196640
OG0000412	Aa_G350120.h1.t1	CARHR215260
OG0000412	Aa_G201270.h1.t1	CARHR292180
OG0000412	Aa_G310220.h1.t1	CARHR093170
OG0000413	Aa_G668710.h1.t1, Aa_G546550.h1.t1, Aa_G546540.h1.t1, Aa_G546560.h1.t1, Aa_G535010.h1.t1	CARHR088360, CARHR088350
OG0000413	Aa_G375510.h1.t1, Aa_G375500.h1.t1, Aa_G652550.h1.t1	CARHR044870
OG0000414	Aa_G162430.h1.t1	CARHR049420
OG0000414	Aa_G105570.h1.t1	CARHR105130, CARHR106410
OG0000414	Aa_G482170.h1.t1	CARHR221890
OG0000414	Aa_G384910.h1.t1	CARHR097980
OG0000415	Aa_G372300.h1.t1, Aa_G438940.h1.t1	CARHR286360
OG0000419	Aa_G652120.h1.t1	CARHR129410
OG0000420	Aa_G122230.h1.t1, Aa_G502240.h1.t1	CARHR201040
OG0000421	Aa_G586300.h1.t1	CARHR265630
OG0000424	Aa_G123390.h1.t1	CARHR267950
OG0000424	Aa_G129640.h1.t1	CARHR234870
OG0000424	Aa_G561930.h1.t1	CARHR041080
OG0000426	Aa_G495170.h1.t1	CARHR032310, CARHR032340, CARHR136030, CARHR182090
OG0000428	Aa_G678780.h1.t1	CARHR286290
OG0000429	Aa_G368590.h1.t1, Aa_G627590.h1.t1, Aa_G737250.h1.t1	CARHR054890
OG0000429	Aa_G433100.h1.t1, Aa_G526170.h1.t1, Aa_G368510.h1.t1, Aa_G368520.h1.t1, Aa_G526240.h1.t1, Aa_G368560.h1.t1, Aa_G368570.h1.t1, Aa_G368530.h1.t1, Aa_G368550.h1.t1	CARHR168790
OG0000430	Aa_G117430.h1.t1	CARHR228790
OG0000430	Aa_G320710.h1.t1, Aa_G320710.h3.t1, Aa_G320710.h2.t1	CARHR252910
OG0000430	Aa_G548750.h1.t1	CARHR050150
OG0000431	Aa_G219770.h1.t1	CARHR052800
OG0000432	Aa_G139210.h1.t1	CARHR038790, CARHR038780, CARHR038820
OG0000433	Aa_G310750.h1.t1, Aa_G299420.h1.t1	CARHR234790, CARHR289420, CARHR234800, CARHR289410, CARHR058020
OG0000436	Aa_G318830.h1.t1	CARHR154360
OG0000436	Aa_G33850.h1.t1	CARHR273490
OG0000436	Aa_G33860.h1.t1	CARHR273500
OG0000437	Aa_G38530.h1.t1	CARHR233780
OG0000437	Aa_G726630.h1.t1	CARHR110190
OG0000438	Aa_G303170.h1.t1, Aa_G241010.h1.t1	CARHR152860, CARHR151200, CARHR152850
OG0000438	Aa_G296280.h1.t1	CARHR152740
OG0000440	Aa_G287210.h1.t1, Aa_G217240.h1.t1	CARHR286040, CARHR286140, CARHR286080, CARHR286060, CARHR286070, CARHR085380
OG0000442	Aa_G226140.h1.t1	CARHR142770
OG0000442	Aa_G495380.h1.t1	CARHR261710
OG0000443	Aa_G542010.h1.t1	CARHR240310
OG0000443	Aa_G494160.h1.t1	CARHR115900
OG0000443	Aa_G84570.h1.t1	CARHR202110
OG0000443	Aa_G70670.h1.t1	CARHR188110
OG0000444	Aa_G167480.h1.t1	CARHR125020
OG0000444	Aa_G340530.h1.t1, Aa_G686900.h1.t1	CARHR169860
OG0000445	Aa_G630820.h1.t1	CARHR189790
OG0000446	Aa_G173830.h1.t1	CARHR190860, CARHR190870
OG0000446	Aa_G515610.h1.t1, Aa_G515580.h1.t1, Aa_G173840.h1.t1	CARHR107640, CARHR189230
OG0000447	Aa_G307560.h1.t1, Aa_G313390.h2.t1, Aa_G313390.h1.t1	CARHR130390, CARHR206830, CARHR086060
OG0000448	Aa_G303210.h1.t1	CARHR292620
OG0000449	Aa_G449530.h1.t1, Aa_G175720.h1.t1, Aa_G175730.h1.t1, Aa_G175740.h1.t1	CARHR169300, CARHR169310
OG0000450	Aa_G37870.h1.t1	CARHR179840, CARHR179880, CARHR179890, CARHR179750, CARHR179850, CARHR179820, CARHR179790, CARHR116510
OG0000451	Aa_G204790.h1.t1, Aa_G316650.h1.t1, Aa_G12800.h1.t1, Aa_G15530.h1.t1, Aa_G15540.h4.t1, Aa_G15540.h1.t1, Aa_G15540.h2.t1, Aa_G15540.h3.t1, Aa_G15540.h5.t1, Aa_G441580.h1.t1, Aa_G146350.h1.t1, Aa_G206250.h1.t1, Aa_G176030.h1.t1, Aa_G897000.h1.t1, Aa_G1010670.h1.t1, Aa_G527160.h1.t1, Aa_G12780.h1.t1, Aa_G560430.h1.t1	CARHR052700
OG0000452	Aa_G433350.h1.t1, Aa_G433360.h1.t1	CARHR048290, CARHR048270
OG0000457	Aa_G38790.h1.t1	CARHR078580, CARHR127370, CARHR003820
OG0000458	Aa_G366260.h1.t1	CARHR028400
OG0000458	Aa_G109570.h1.t1	CARHR028420, CARHR028370, CARHR286910, CARHR028390
OG0000459	Aa_G245230.h1.t1	CARHR108900
OG0000459	Aa_G482930.h1.t1, Aa_G482900.h1.t1, Aa_G550790.h1.t1	CARHR219840
OG0000460	Aa_G463610.h1.t1	CARHR088190
OG0000460	Aa_G232850.h1.t1	CARHR270190
OG0000463	Aa_G455060.h1.t1	CARHR287270
OG0000464	Aa_G211740.h1.t1, Aa_G105950.h1.t1, Aa_G105940.h1.t1, Aa_G105960.h1.t1	CARHR001520, CARHR000930, CARHR001530
OG0000467	Aa_G392360.h1.t1, Aa_G70680.h1.t1	CARHR187940
OG0000468	Aa_G454760.h1.t1	CARHR134960, CARHR061710
OG0000469	Aa_G587490.h1.t1, Aa_G587490.h2.t1, Aa_G220170.h2.t1, Aa_G587490.h3.t1, Aa_G220170.h3.t1, Aa_G220170.h1.t1	CARHR176200, CARHR225580, CARHR169080
OG0000470	Aa_G155250.h1.t1, Aa_G155240.h1.t1, Aa_G148410.h1.t1	CARHR240060
OG0000471	Aa_G754920.h1.t1, Aa_G654020.h1.t1, Aa_G653760.h1.t1	CARHR219800
OG0000473	Aa_G272410.h1.t1	CARHR131830
OG0000473	Aa_G106340.h1.t1	CARHR000130
OG0000473	Aa_G106350.h1.t1	CARHR000120
OG0000474	Aa_G341240.h1.t1	CARHR003630
OG0000474	Aa_G359990.h1.t1	CARHR180040
OG0000474	Aa_G360010.h1.t1	CARHR110220
OG0000474	Aa_G314840.h1.t1	CARHR110210
OG0000475	Aa_G402960.h1.t1	CARHR219220
OG0000475	Aa_G65110.h1.t1	CARHR216020
OG0000475	Aa_G400820.h1.t1, Aa_G150010.h1.t1, Aa_G320050.h1.t1, Aa_G366720.h1.t1, Aa_G48980.h1.t1	CARHR050610
OG0000476	Aa_G309600.h1.t1	CARHR186490, CARHR186690
OG0000477	Aa_G13650.h1.t1	CARHR276320
OG0000477	Aa_G146200.h1.t1	CARHR145200
OG0000477	Aa_G117750.h1.t1	CARHR014840
OG0000478	Aa_G278050.h1.t1	CARHR292080
OG0000478	Aa_G740410.h1.t1	CARHR052650, CARHR078100
OG0000480	Aa_G323320.h1.t1	CARHR144760
OG0000480	Aa_G8600.h1.t1	CARHR052230
OG0000481	Aa_G202610.h1.t1	CARHR284150
OG0000481	Aa_G171300.h1.t1	CARHR010120
OG0000483	Aa_G31240.h1.t1	CARHR222620
OG0000483	Aa_G113000.h1.t1	CARHR187250, CARHR187260, CARHR184960, CARHR185600, CARHR184950, CARHR185620
OG0000484	Aa_G156120.h1.t1	CARHR238200
OG0000484	Aa_G156110.h1.t1	CARHR238190
OG0000485	Aa_G494770.h1.t1	CARHR230700
OG0000491	Aa_G390160.h1.t1	CARHR056050, CARHR157060, CARHR157050
OG0000491	Aa_G390170.h1.t1	CARHR157080
OG0000492	Aa_G331300.h1.t1	CARHR164620
OG0000492	Aa_G216900.h1.t1	CARHR133660
OG0000495	Aa_G887410.h1.t1	CARHR065140, CARHR154580
OG0000495	Aa_G1090420.h1.t1	CARHR066640
OG0000496	Aa_G563850.h1.t1	CARHR156460
OG0000497	Aa_G187340.h1.t1	CARHR065650
OG0000497	Aa_G472320.h1.t1	CARHR088730
OG0000497	Aa_G184620.h1.t1	CARHR044630
OG0000499	Aa_G242940.h1.t1	CARHR096070
OG0000499	Aa_G242880.h1.t1	CARHR096080
OG0000499	Aa_G242910.h1.t1, Aa_G242920.h1.t1	CARHR026050, CARHR096060, CARHR096040
OG0000500	Aa_G1117480.h1.t1	CARHR059540, CARHR214170
OG0000501	Aa_G129060.h1.t1, Aa_G129050.h1.t1	CARHR256030
OG0000502	Aa_G245630.h1.t1	CARHR263120
OG0000509	Aa_G724500.h1.t1, Aa_G724850.h1.t1	CARHR215530
OG0000509	Aa_G49310.h1.t1, Aa_G96340.h1.t1	CARHR223020
OG0000510	Aa_G853130.h1.t1, Aa_G568790.h1.t1	CARHR261860, CARHR261870
OG0000510	Aa_G119970.h1.t1, Aa_G119960.h1.t1	CARHR261890, CARHR261880
OG0000511	Aa_G88220.h1.t1	CARHR056330
OG0000512	Aa_G434200.h7.t1, Aa_G17950.h2.t1, Aa_G434200.h4.t1, Aa_G434200.h6.t1, Aa_G17950.h6.t1, Aa_G17950.h7.t1, Aa_G434200.h2.t1, Aa_G17950.h5.t1, Aa_G434200.h3.t1, Aa_G17950.h4.t1, Aa_G17950.h3.t1, Aa_G434200.h1.t1, Aa_G409200.h1.t1, Aa_G434200.h5.t1, Aa_G17950.h1.t1	CARHR146100, CARHR187460
OG0000513	Aa_G446450.h1.t1	CARHR028380, CARHR290720
OG0000514	Aa_G490620.h1.t1	CARHR216850, CARHR214560, CARHR289460, CARHR260560
OG0000514	Aa_G510720.h1.t1	CARHR058790, CARHR151080, CARHR257980, CARHR216880, CARHR214550
OG0000519	Aa_G113660.h1.t1	CARHR053020
OG0000520	Aa_G328310.h1.t1, Aa_G328300.h1.t1	CARHR012980
OG0000521	Aa_G585320.h1.t1	CARHR278990, CARHR278980
OG0000521	Aa_G585330.h1.t1, Aa_G476870.h1.t1	CARHR278970
OG0000522	Aa_G900860.h1.t1, Aa_G260600.h1.t1	CARHR210740
OG0000522	Aa_G756790.h1.t1	CARHR083900
OG0000523	Aa_G592720.h1.t1	CARHR117130, CARHR117100
OG0000523	Aa_G145130.h1.t1, Aa_G145160.h1.t1	CARHR239580
OG0000527	Aa_G272210.h1.t1	CARHR022330, CARHR031850, CARHR022300, CARHR022290, CARHR022850, CARHR213610, CARHR022280
OG0000529	Aa_G796690.h1.t1	CARHR125180
OG0000529	Aa_G119390.h1.t1	CARHR123630
OG0000530	Aa_G238120.h1.t1, Aa_G263750.h1.t1, Aa_G263770.h1.t1, Aa_G263760.h1.t1	CARHR265700, CARHR265680, CARHR265710, CARHR265690
OG0000531	Aa_G398030.h1.t1	CARHR188300, CARHR188360, CARHR188370, CARHR188310, CARHR188350
OG0000533	Aa_G75690.h1.t1, Aa_G75680.h1.t1	CARHR286620
OG0000535	Aa_G121920.h1.t1	CARHR023260
OG0000536	Aa_G329040.h1.t1	CARHR215920, CARHR215900
OG0000537	Aa_G734810.h1.t1	CARHR082530
OG0000537	Aa_G102310.h1.t1	CARHR184200
OG0000537	Aa_G734800.h1.t1	CARHR082540
OG0000538	Aa_G171370.h1.t1	CARHR274860, CARHR274880, CARHR274890
OG0000540	Aa_G694430.h1.t1	CARHR124720
OG0000542	Aa_G226620.h1.t1	CARHR010580
OG0000542	Aa_G89900.h1.t1	CARHR053260
OG0000542	Aa_G510870.h1.t1	CARHR024780, CARHR063060
OG0000543	Aa_G79600.h1.t1	CARHR177550, CARHR177600
OG0000543	Aa_G3450.h1.t1	CARHR177670
OG0000544	Aa_G448180.h1.t1, Aa_G441080.h1.t1, Aa_G538000.h1.t1, Aa_G206670.h1.t1, Aa_G27800.h1.t1	CARHR200550
OG0000544	Aa_G148270.h1.t1	CARHR152800, CARHR226650, CARHR225340
OG0000546	Aa_G682590.h2.t1, Aa_G682590.h1.t1, Aa_G801790.h1.t1, Aa_G337110.h1.t1	CARHR140210
OG0000547	Aa_G284400.h1.t1, Aa_G162770.h1.t1	CARHR138750, CARHR138760
OG0000547	Aa_G581380.h1.t1	CARHR138720
OG0000547	Aa_G284390.h1.t1	CARHR138740
OG0000548	Aa_G151340.h1.t1	CARHR001950
OG0000548	Aa_G499170.h1.t1	CARHR217760
OG0000549	Aa_G183740.h1.t1	CARHR126770
OG0000549	Aa_G363510.h1.t1	CARHR127300
OG0000549	Aa_G183750.h1.t1	CARHR126970
OG0000552	Aa_G627620.h1.t1, Aa_G65180.h1.t1	CARHR168580
OG0000552	Aa_G627570.h1.t1, Aa_G660560.h1.t1	CARHR151320, CARHR151300, CARHR151260
OG0000552	Aa_G707520.h1.t1	CARHR151280
OG0000553	Aa_G380100.h1.t1	CARHR081710, CARHR101180
OG0000554	Aa_G93530.h1.t1	CARHR253710, CARHR253700, CARHR253730, CARHR253720
OG0000556	Aa_G222580.h1.t1, Aa_G222560.h1.t1, Aa_G222570.h1.t1, Aa_G222590.h1.t1	CARHR049900
OG0000561	Aa_G245620.h1.t1	CARHR263090
OG0000561	Aa_G236890.h1.t1	CARHR197820
OG0000562	Aa_G368380.h1.t1	CARHR008240
OG0000563	Aa_G2600.h2.t1, Aa_G453100.h2.t1, Aa_G2600.h1.t1, Aa_G453100.h1.t1	CARHR172580
OG0000563	Aa_G62390.h1.t1	CARHR124610, CARHR023850
OG0000564	Aa_G57970.h1.t1	CARHR184330, CARHR171400
OG0000564	Aa_G15910.h1.t1	CARHR140950
OG0000565	Aa_G260440.h1.t1	CARHR011880
OG0000565	Aa_G715630.h1.t1	CARHR011870
OG0000566	Aa_G352210.h1.t1, Aa_G642950.h1.t1, Aa_G205210.h1.t1	CARHR292650, CARHR181100, CARHR181080
OG0000567	Aa_G298370.h1.t1	CARHR145790, CARHR145270, CARHR215390, CARHR146690
OG0000568	Aa_G100640.h1.t1, Aa_G100630.h1.t1	CARHR139400
OG0000569	Aa_G165810.h1.t1	CARHR280390
OG0000569	Aa_G420460.h1.t1	CARHR112890, CARHR239210, CARHR207730
OG0000570	Aa_G345540.h1.t1, Aa_G297130.h1.t1, Aa_G548010.h1.t1, Aa_G710230.h1.t1, Aa_G345510.h1.t1, Aa_G844420.h1.t1	CARHR273100
OG0000571	Aa_G432440.h1.t1	CARHR228310, CARHR254090
OG0000572	Aa_G652010.h1.t1	CARHR180450
OG0000572	Aa_G548870.h1.t1	CARHR107310
OG0000573	Aa_G631480.h1.t1, Aa_G631490.h1.t1	CARHR252430
OG0000573	Aa_G520740.h1.t1	CARHR252440
OG0000573	Aa_G137440.h1.t1	CARHR252450
OG0000579	Aa_G71740.h1.t1	CARHR076040
OG0000581	Aa_G15490.h1.t1	CARHR192260
OG0000581	Aa_G15500.h1.t1, Aa_G225520.h1.t1	CARHR192270
OG0000582	Aa_G447600.h1.t1	CARHR117250, CARHR191110
OG0000582	Aa_G115900.h1.t1	CARHR151600
OG0000582	Aa_G240430.h1.t1	CARHR151610
OG0000583	Aa_G74240.h1.t1	CARHR043730
OG0000583	Aa_G140300.h1.t1	CARHR089730
OG0000584	Aa_G169580.h1.t1, Aa_G546250.h1.t1, Aa_G66960.h1.t1	CARHR050810
OG0000584	Aa_G66950.h1.t1	CARHR035310, CARHR181990
OG0000585	Aa_G660570.h1.t1	CARHR166660
OG0000588	Aa_G199690.h1.t1	CARHR122770
OG0000588	Aa_G199680.h1.t1	CARHR122760
OG0000588	Aa_G199670.h1.t1	CARHR122730, CARHR122750
OG0000589	Aa_G442020.h1.t1, Aa_G126960.h1.t1	CARHR268550
