Orthogroup	Arabis_alpina	Eutrema_salsugineum
OG0000173	Aa_G139550.h1.t1, Aa_G187970.h1.t1, Aa_G187960.h1.t1	XP_006411932.1
OG0000174	Aa_G311760.h4.t1, Aa_G311760.h7.t1, Aa_G311760.h3.t1, Aa_G311760.h1.t1, Aa_G311760.h5.t1, Aa_G311760.h2.t1, Aa_G311760.h6.t1	XP_024008042.1, XP_024013572.1, XP_024015842.1
OG0000175	Aa_G101710.h1.t1	XP_024015929.1
OG0000175	Aa_G193050.h1.t1	XP_006417443.1
OG0000175	Aa_G535890.h1.t1	XP_006397909.1, XP_006402389.1
OG0000176	Aa_G74650.h1.t1	XP_024009012.1
OG0000176	Aa_G595900.h1.t1	XP_024011615.1
OG0000176	Aa_G245790.h1.t1, Aa_G319570.h1.t1	XP_024014641.1
OG0000177	Aa_G431620.h1.t1, Aa_G60820.h1.t1, Aa_G835800.h1.t1, Aa_G692580.h1.t1, Aa_G86910.h1.t1	XP_006416321.2
OG0000177	Aa_G507530.h1.t1	XP_024008190.1
OG0000178	Aa_G320630.h1.t1	XP_006396688.1
OG0000178	Aa_G320670.h1.t1	XP_024010195.1
OG0000179	Aa_G323330.h1.t1	XP_024004887.1, XP_006392295.2
OG0000182	Aa_G77300.h1.t1, Aa_G394610.h1.t1, Aa_G394570.h1.t1, Aa_G299160.h1.t1	XP_006402522.1, XP_006405778.1
OG0000182	Aa_G22640.h1.t1, Aa_G167450.h1.t1	XP_006418087.2
OG0000182	Aa_G143210.h1.t1	XP_006390108.2
OG0000183	Aa_G505900.h1.t1	XP_006391396.1, XP_006405835.1
OG0000183	Aa_G562480.h1.t1	XP_006402949.1
OG0000183	Aa_G337660.h1.t1	XP_006419159.1, XP_024011906.1
OG0000186	Aa_G344900.h1.t1	XP_024006671.1
OG0000186	Aa_G218170.h1.t1	XP_024003658.1, XP_024003647.1, XP_006415031.1
OG0000187	Aa_G279240.h1.t1, Aa_G279230.h1.t1	XP_006409848.1, XP_006413517.1, XP_006413085.1, XP_006401995.1, XP_006410218.1
OG0000187	Aa_G279220.h1.t1, Aa_G773360.h1.t1, Aa_G279150.h1.t1	XP_024009084.1, XP_006396044.1
OG0000188	Aa_G606990.h1.t1	XP_006403294.1, XP_006413270.2
OG0000188	Aa_G462700.h1.t1	XP_006408167.1
OG0000188	Aa_G4330.h1.t1	XP_006408168.2
OG0000189	Aa_G514660.h1.t1, Aa_G459730.h1.t1	XP_006412039.1
OG0000189	Aa_G180380.h1.t1, Aa_G70160.h1.t1	XP_006409399.1
OG0000189	Aa_G281740.h1.t1	XP_006390262.1
OG0000191	Aa_G26980.h1.t1	XP_024004140.1
OG0000192	Aa_G43430.h1.t1, Aa_G420330.h1.t1, Aa_G184310.h1.t1, Aa_G457510.h1.t1	XP_006413192.2
OG0000193	Aa_G484150.h1.t1	XP_024007938.1
OG0000195	Aa_G230200.h1.t1	XP_006408884.1
OG0000196	Aa_G185160.h1.t1	XP_006405313.2
OG0000196	Aa_G574390.h1.t1	XP_006405333.1
OG0000196	Aa_G201160.h1.t1, Aa_G165200.h1.t1	XP_024014729.1
OG0000197	Aa_G460250.h1.t1, Aa_G460270.h1.t1	XP_006413958.1
OG0000197	Aa_G403160.h1.t1	XP_024004741.1, XP_006413960.1
OG0000197	Aa_G674860.h1.t1	XP_006393695.2
OG0000198	Aa_G509920.h1.t1	XP_006395886.1, XP_006395885.1
OG0000198	Aa_G278170.h1.t1	XP_006395887.1
OG0000198	Aa_G328840.h1.t1, Aa_G272200.h1.t1, Aa_G222140.h1.t1, Aa_G238450.h1.t1, Aa_G222150.h1.t1, Aa_G222160.h2.t1, Aa_G222160.h1.t1	XP_006413529.1
OG0000199	Aa_G123140.h1.t1, Aa_G191220.h1.t1, Aa_G284830.h1.t1	XP_006412791.2, XP_006413298.1
OG0000200	Aa_G37370.h1.t1	XP_006415507.2
OG0000201	Aa_G427530.h1.t1, Aa_G703190.h1.t1, Aa_G900640.h1.t1, Aa_G337650.h1.t1, Aa_G556890.h1.t1, Aa_G455950.h1.t1, Aa_G38170.h1.t1, Aa_G297100.h1.t1, Aa_G254320.h1.t1, Aa_G734460.h1.t1, Aa_G210530.h1.t1, Aa_G528940.h1.t1, Aa_G155140.h1.t1, Aa_G400980.h1.t1, Aa_G182270.h1.t1, Aa_G869430.h1.t1, Aa_G906580.h1.t1, Aa_G584490.h1.t1, Aa_G17470.h1.t1, Aa_G947170.h1.t1, Aa_G319500.h1.t1, Aa_G265330.h1.t1, Aa_G473070.h1.t1, Aa_G989440.h1.t1, Aa_G818390.h1.t1, Aa_G802560.h1.t1, Aa_G412130.h1.t1, Aa_G2010.h1.t1, Aa_G502040.h1.t1, Aa_G630690.h1.t1, Aa_G177480.h1.t1, Aa_G350550.h1.t1, Aa_G46410.h1.t1, Aa_G106600.h1.t1, Aa_G634980.h1.t1, Aa_G907240.h1.t1	XP_024009278.1
OG0000202	Aa_G71240.h1.t1	XP_024009918.1
OG0000202	Aa_G434790.h1.t1, Aa_G716220.h1.t1	XP_006398075.1
OG0000203	Aa_G526150.h1.t1	XP_024012757.1
OG0000208	Aa_G350.h1.t1, Aa_G89920.h1.t1, Aa_G979430.h1.t1	XP_024013235.1
OG0000210	Aa_G175290.h1.t1	XP_024010855.1, XP_024004704.1
OG0000210	Aa_G77240.h1.t1	XP_006395656.2
OG0000211	Aa_G947060.h1.t1, Aa_G318020.h1.t1, Aa_G980420.h1.t1, Aa_G682580.h1.t1, Aa_G1008030.h1.t1, Aa_G623540.h1.t1, Aa_G1009350.h1.t1, Aa_G897220.h1.t1, Aa_G911310.h1.t1, Aa_G739800.h1.t1, Aa_G926270.h1.t1, Aa_G771910.h2.t1, Aa_G771910.h1.t1, Aa_G224780.h1.t1, Aa_G52990.h1.t1, Aa_G499920.h1.t1, Aa_G272810.h1.t1, Aa_G135900.h1.t1, Aa_G91380.h1.t1, Aa_G285490.h1.t1	XP_024009238.1, XP_024015927.1, XP_024011253.1, XP_024009718.1, XP_024009445.1, XP_024011236.1, XP_024010337.1, XP_024010096.1, XP_024009305.1
OG0000216	Aa_G57040.h1.t1	XP_024016821.1
OG0000219	Aa_G30010.h1.t1, Aa_G48860.h1.t1, Aa_G632000.h1.t1, Aa_G584620.h1.t1, Aa_G493540.h1.t1, Aa_G974030.h1.t1, Aa_G961810.h1.t1, Aa_G631990.h1.t1	XP_024009776.1, XP_006391273.1, XP_024005932.1, XP_024005928.1
OG0000222	Aa_G878030.h1.t1	XP_024016355.1, XP_024015830.1, XP_024014542.1, XP_024013106.1, XP_024011381.1, XP_024009610.1, XP_024009459.1, XP_024010571.1, XP_024010572.1, XP_024016386.1
OG0000225	Aa_G5960.h1.t1, Aa_G109260.h1.t1, Aa_G458000.h1.t1, Aa_G335450.h1.t1, Aa_G335440.h1.t1	XP_024009484.1
OG0000227	Aa_G51090.h1.t1	XP_024014358.1
OG0000230	Aa_G175750.h1.t1, Aa_G175760.h1.t1	XP_006402736.1
OG0000230	Aa_G175840.h1.t1	XP_024012843.1
OG0000232	Aa_G193030.h1.t1	XP_024004085.1
OG0000233	Aa_G471610.h1.t1	XP_006399237.1, XP_006399238.1
OG0000233	Aa_G529880.h1.t1, Aa_G471590.h1.t1, Aa_G471600.h1.t1	XP_024012088.1, XP_006399240.2
OG0000233	Aa_G471630.h1.t1, Aa_G471640.h1.t1	XP_006399236.1
OG0000233	Aa_G471620.h1.t1	XP_024012161.1
OG0000235	Aa_G291160.h1.t1, Aa_G105690.h1.t1	XP_006405376.2
OG0000236	Aa_G603360.h1.t1, Aa_G342510.h1.t1, Aa_G133920.h1.t1	XP_024011487.1
OG0000236	Aa_G384940.h1.t1	XP_024014966.1
OG0000238	Aa_G417160.h1.t1	XP_006390832.1
OG0000238	Aa_G271400.h1.t1	XP_024007098.1
OG0000241	Aa_G213370.h1.t1	XP_006413726.1
OG0000241	Aa_G213350.h1.t1, Aa_G213340.h1.t1, Aa_G213320.h1.t1, Aa_G213330.h1.t1, Aa_G213310.h1.t1	XP_006413727.1
OG0000241	Aa_G257170.h1.t1	XP_006396664.1
OG0000241	Aa_G974580.h1.t1, Aa_G257180.h1.t1	XP_006396665.1
OG0000241	Aa_G257190.h1.t1	XP_024010083.1
OG0000242	Aa_G129860.h1.t1, Aa_G129870.h1.t1, Aa_G269360.h1.t1	XP_024015704.1, XP_006392079.1, XP_006392157.1, XP_006391312.1, XP_006396188.1, XP_006391455.1, XP_006419174.1, XP_006391378.1, XP_006391379.1, XP_006391380.1, XP_006391456.1, XP_024009775.1, XP_024009395.1, XP_006418995.1, XP_006391433.1
OG0000242	Aa_G40840.h1.t1	XP_006394900.1
OG0000243	Aa_G223810.h1.t1	XP_006415568.1
OG0000243	Aa_G465020.h1.t1, Aa_G465030.h1.t1, Aa_G778410.h1.t1, Aa_G465070.h1.t1, Aa_G22120.h1.t1	XP_024008323.1, XP_006415570.1
OG0000243	Aa_G465080.h1.t1, Aa_G465100.h1.t1, Aa_G22140.h1.t1, Aa_G465010.h1.t1, Aa_G223820.h1.t1	XP_006415569.1
OG0000244	Aa_G189060.h1.t1	XP_006396522.2
OG0000246	Aa_G25270.h1.t1	XP_006410851.1
OG0000246	Aa_G25290.h1.t1	XP_006410852.1
OG0000246	Aa_G25260.h1.t1	XP_006410850.1
OG0000247	Aa_G462040.h1.t1	XP_024016187.1, XP_006397124.1, XP_006396952.1, XP_024010305.1, XP_024010284.1
OG0000248	Aa_G174720.h1.t1	XP_006390930.2
OG0000250	Aa_G41880.h2.t1, Aa_G41880.h1.t1	XP_006396617.1
OG0000251	Aa_G276750.h1.t1	XP_006395568.2
OG0000251	Aa_G69130.h1.t1	XP_006401223.1
OG0000251	Aa_G636100.h1.t1, Aa_G346220.h1.t1, Aa_G346200.h1.t1	XP_006395572.1
OG0000252	Aa_G74580.h1.t1, Aa_G145140.h1.t1	XP_006412567.1
OG0000252	Aa_G129390.h1.t1	XP_006390080.1
OG0000253	Aa_G40310.h1.t1	XP_006407319.1
OG0000253	Aa_G403550.h1.t1	XP_006407676.1
OG0000253	Aa_G85370.h1.t1	XP_006398709.1
OG0000254	Aa_G355590.h1.t1	XP_024005335.1
OG0000257	Aa_G281760.h1.t1, Aa_G281770.h1.t1	XP_006390264.1
OG0000258	Aa_G560.h1.t1	XP_024014252.1
OG0000259	Aa_G399280.h1.t1	XP_024004170.1
OG0000260	Aa_G113520.h1.t1, Aa_G65830.h1.t1	XP_006411750.1
OG0000261	Aa_G337640.h1.t1	XP_024005007.1
OG0000269	Aa_G550740.h1.t1, Aa_G620130.h1.t1, Aa_G550750.h1.t1	XP_006400925.1
OG0000269	Aa_G318700.h1.t1, Aa_G318690.h1.t1	XP_006418933.1, XP_006418941.1
OG0000269	Aa_G199710.h1.t1	XP_024003799.1
OG0000270	Aa_G357180.h1.t1	XP_024014551.1
OG0000273	Aa_G195000.h1.t1	XP_006401681.1, XP_006405005.2
OG0000273	Aa_G82400.h1.t1	XP_006401677.2
OG0000276	Aa_G997690.h1.t1	XP_024005459.1
OG0000277	Aa_G137830.h2.t1, Aa_G696850.h2.t1, Aa_G238260.h3.t1	XP_006412191.1
OG0000277	Aa_G238260.h4.t1, Aa_G696850.h4.t1, Aa_G637510.h1.t1, Aa_G137830.h4.t1	XP_006416453.1
OG0000278	Aa_G456690.h1.t1	XP_024004897.1
OG0000279	Aa_G278950.h1.t1, Aa_G122080.h1.t1	XP_006398139.1
OG0000279	Aa_G736560.h2.t1, Aa_G736560.h1.t1	XP_024010978.1
OG0000282	Aa_G371080.h1.t1	XP_024004517.1, XP_024004516.1
OG0000283	Aa_G298720.h1.t1, Aa_G484440.h1.t1, Aa_G654900.h1.t1	XP_024007235.1
OG0000283	Aa_G373470.h1.t1	XP_024014716.1
OG0000284	Aa_G13620.h1.t1	XP_024013466.1, XP_024011107.1, XP_024006182.1
OG0000285	Aa_G58940.h1.t1	XP_024005112.1
OG0000285	Aa_G438370.h1.t1	XP_006413094.1
OG0000286	Aa_G340620.h1.t1	XP_024004165.1
OG0000286	Aa_G136990.h1.t1	XP_024015270.1
OG0000286	Aa_G652770.h1.t1	XP_006403112.2, XP_024011148.1
OG0000289	Aa_G518570.h1.t1	XP_006415671.1
OG0000291	Aa_G142370.h1.t1, Aa_G27380.h1.t1, Aa_G27360.h1.t1	XP_024009633.1
OG0000291	Aa_G681660.h1.t1	XP_006410187.1, XP_024009522.1
OG0000292	Aa_G209590.h1.t1	XP_024010327.1
OG0000294	Aa_G421160.h1.t1, Aa_G421160.h2.t1	XP_024010155.1
OG0000295	Aa_G332200.h1.t1	XP_006412919.1
OG0000296	Aa_G650690.h1.t1, Aa_G650690.h2.t1	XP_006400992.1
OG0000296	Aa_G848610.h1.t1	XP_024011989.1, XP_024011966.1, XP_024012425.1, XP_024012145.1
OG0000298	Aa_G260280.h1.t1	XP_006415076.2
OG0000301	Aa_G553550.h1.t1	XP_024006006.1, XP_024014229.1
OG0000304	Aa_G728720.h1.t1	XP_024004174.1
OG0000304	Aa_G219570.h1.t1	XP_006396717.1
OG0000305	Aa_G431220.h1.t1	XP_006411287.1
OG0000306	Aa_G109980.h1.t1, Aa_G682460.h2.t1, Aa_G682460.h1.t1	XP_006402171.2, XP_006405728.2
OG0000307	Aa_G592420.h1.t1	XP_006394385.1
OG0000308	Aa_G219510.h1.t1, Aa_G219520.h1.t1	XP_006403249.1, XP_006403251.1, XP_006403248.1, XP_006403252.1, XP_024013277.1
OG0000309	Aa_G345290.h1.t1	XP_006417751.1, XP_006417749.1, XP_006417745.1, XP_006400853.1
OG0000313	Aa_G37350.h1.t1, Aa_G37420.h1.t1	XP_024016788.1, XP_024006142.1
OG0000313	Aa_G195760.h1.t1	XP_006412828.1
OG0000316	Aa_G140380.h1.t1	XP_006407055.1, XP_024015112.1
OG0000318	Aa_G293710.h1.t1, Aa_G265690.h1.t1, Aa_G21490.h1.t1, Aa_G1039270.h1.t1, Aa_G1039270.h2.t1, Aa_G30130.h1.t1, Aa_G537650.h1.t1, Aa_G1038940.h1.t1	XP_024010631.1
OG0000318	Aa_G286220.h1.t1, Aa_G286200.h1.t1	XP_006416157.2
OG0000321	Aa_G164530.h2.t1, Aa_G180990.h1.t1	XP_006393188.1
OG0000321	Aa_G375080.h1.t1	XP_006404742.1
OG0000321	Aa_G478070.h1.t1, Aa_G478070.h2.t1, Aa_G478060.h1.t1	XP_006400538.1
OG0000321	Aa_G478060.h2.t1	XP_006400540.1
OG0000322	Aa_G452090.h1.t1	XP_024013303.1
OG0000322	Aa_G225020.h1.t1, Aa_G225040.h1.t1	XP_024012517.1
OG0000322	Aa_G541100.h1.t1, Aa_G541110.h1.t1	XP_024008930.1
OG0000322	Aa_G630560.h1.t1, Aa_G277500.h1.t1, Aa_G423260.h1.t1, Aa_G423250.h1.t1	XP_024004891.1
OG0000325	Aa_G477760.h1.t1	XP_006418097.1
OG0000325	Aa_G477770.h1.t1	XP_024008616.1
OG0000326	Aa_G665880.h1.t1, Aa_G442040.h1.t1	XP_006414687.1, XP_006414684.2, XP_006414683.2, XP_006414686.1, XP_006406044.2, XP_006406046.1
OG0000329	Aa_G408720.h1.t1	XP_006414672.1
OG0000329	Aa_G365280.h1.t1	XP_006405680.1, XP_006405679.2, XP_006405676.1, XP_006405678.2, XP_006405677.2, XP_006405681.2, XP_006405675.1
OG0000330	Aa_G10200.h1.t1, Aa_G579240.h1.t1	XP_024008627.1
OG0000330	Aa_G10210.h1.t1	XP_006390610.1
OG0000331	Aa_G46660.h1.t1	XP_006396376.1
OG0000331	Aa_G6420.h1.t1	XP_006418333.1
OG0000331	Aa_G53610.h1.t1	XP_006406736.1
OG0000331	Aa_G159770.h1.t1	XP_006410860.1
OG0000331	Aa_G593400.h1.t1	XP_006397900.1
OG0000332	Aa_G589850.h1.t1	XP_006391998.1
OG0000336	Aa_G151440.h1.t1	XP_006392360.1, XP_006392391.1
OG0000336	Aa_G516410.h3.t1, Aa_G160960.h2.t1, Aa_G57030.h3.t1, Aa_G160960.h3.t1, Aa_G516410.h2.t1, Aa_G160960.h1.t1, Aa_G516410.h1.t1, Aa_G57030.h2.t1, Aa_G57030.h1.t1	XP_006417558.1, XP_006417548.1
OG0000341	Aa_G255150.h1.t1, Aa_G184290.h1.t1	XP_024006296.1
OG0000341	Aa_G33370.h1.t1	XP_006401972.1
OG0000342	Aa_G71220.h1.t1	XP_024015029.1, XP_024014866.1
OG0000343	Aa_G131680.h1.t1, Aa_G38580.h1.t1, Aa_G510.h1.t1, Aa_G232320.h1.t1, Aa_G60.h1.t1, Aa_G136370.h1.t1, Aa_G628120.h1.t1, Aa_G106590.h1.t1	XP_024004090.1
OG0000344	Aa_G732520.h1.t1	XP_024007719.1
OG0000344	Aa_G460480.h1.t1	XP_024007179.1
OG0000345	Aa_G359930.h1.t1	XP_006399428.2
OG0000345	Aa_G341210.h1.t1	XP_006418147.1
OG0000346	Aa_G14220.h1.t1	XP_024013545.1, XP_006403706.1
OG0000347	Aa_G17010.h1.t1	XP_006397781.1
OG0000347	Aa_G439790.h1.t1	XP_006413559.1
OG0000350	Aa_G95490.h1.t1, Aa_G95470.h1.t1, Aa_G334830.h1.t1, Aa_G244000.h1.t1	XP_024014973.1, XP_024014974.1
OG0000351	Aa_G5620.h1.t1	XP_006407408.1, XP_006413962.1
OG0000355	Aa_G338300.h1.t1	XP_024013315.1, XP_024013316.1, XP_006400849.1
OG0000356	Aa_G405250.h1.t1	XP_024014118.1
OG0000356	Aa_G446760.h1.t1, Aa_G446780.h1.t1	XP_024014113.1
OG0000356	Aa_G592710.h1.t1	XP_006405015.2
OG0000356	Aa_G559040.h1.t1, Aa_G446800.h1.t1	XP_024014112.1
OG0000356	Aa_G446810.h1.t1	XP_024013952.1
OG0000356	Aa_G559030.h1.t1	XP_006397056.1
OG0000357	Aa_G248920.h1.t1, Aa_G248930.h1.t1	XP_006415534.1, XP_006415536.1, XP_006415537.1
OG0000357	Aa_G12100.h1.t1	XP_006410587.1
OG0000358	Aa_G36960.h2.t1, Aa_G36960.h1.t1	XP_024014213.1, XP_024006255.1, XP_024006257.1
OG0000358	Aa_G370080.h1.t1	XP_024006233.1, XP_006393112.2
OG0000359	Aa_G88090.h1.t1	XP_024012357.1
OG0000359	Aa_G573680.h1.t1	XP_024005472.1
OG0000363	Aa_G634170.h1.t1	XP_024013752.1
OG0000363	Aa_G108960.h1.t1	XP_006395553.1
OG0000364	Aa_G705690.h1.t1	XP_006396845.1, XP_006396574.1
OG0000365	Aa_G415750.h1.t1	XP_006415920.1
OG0000365	Aa_G422690.h1.t1, Aa_G422670.h1.t1, Aa_G422680.h1.t1	XP_006413857.1
OG0000365	Aa_G415770.h1.t1	XP_006415921.1
OG0000367	Aa_G499780.h1.t1	XP_024006690.1
OG0000368	Aa_G656960.h1.t1, Aa_G656960.h2.t1, Aa_G770910.h1.t1, Aa_G656970.h1.t1	XP_006418874.2, XP_024009622.1, XP_006418873.1
OG0000370	Aa_G514020.h1.t1	XP_024013818.1
OG0000376	Aa_G296490.h1.t1	XP_006392125.1
OG0000376	Aa_G296480.h1.t1	XP_006392126.1
OG0000376	Aa_G296460.h1.t1, Aa_G291300.h1.t1	XP_006392133.1, XP_006392128.1, XP_024005447.1, XP_006392127.1
OG0000377	Aa_G767760.h1.t1	XP_006411898.1
OG0000377	Aa_G728130.h1.t1	XP_006393642.1
OG0000377	Aa_G767750.h1.t1	XP_006411900.1, XP_006411901.1
OG0000379	Aa_G186470.h1.t1	XP_006395818.1
OG0000379	Aa_G348540.h1.t1	XP_006403613.1
OG0000379	Aa_G222610.h1.t1, Aa_G186480.h1.t1	XP_024006961.1
OG0000380	Aa_G739110.h1.t1, Aa_G345550.h1.t1, Aa_G28270.h1.t1	XP_024012512.1, XP_024012532.1, XP_006400936.1
OG0000380	Aa_G234720.h1.t1	XP_006400881.1, XP_024012520.1, XP_024012521.1, XP_006393432.1
OG0000381	Aa_G257320.h1.t1	XP_024016547.1, XP_024013937.1, XP_006408057.1, XP_006405752.1
OG0000382	Aa_G99630.h1.t1, Aa_G99620.h1.t1	XP_006396450.1
OG0000382	Aa_G272430.h1.t1	XP_006410963.1
OG0000385	Aa_G74610.h1.t1, Aa_G662460.h1.t1	XP_024004600.1
OG0000389	Aa_G596710.h1.t1	XP_006409792.2
OG0000389	Aa_G393090.h1.t1	XP_024014146.1
OG0000390	Aa_G292710.h1.t1	XP_006416204.1, XP_006416205.1
OG0000391	Aa_G37930.h1.t1	XP_006390568.1
OG0000391	Aa_G586940.h1.t1, Aa_G586960.h1.t1, Aa_G302900.h1.t1, Aa_G586970.h1.t1	XP_024015047.1
OG0000392	Aa_G274920.h1.t1, Aa_G377760.h1.t1	XP_006416751.1
OG0000392	Aa_G417850.h1.t1	XP_006413319.1
OG0000393	Aa_G745430.h1.t1, Aa_G731640.h2.t1, Aa_G731640.h1.t1	XP_006405658.1
OG0000394	Aa_G173550.h1.t1	XP_006392866.1
OG0000394	Aa_G507910.h1.t1	XP_006406953.1
OG0000395	Aa_G458130.h1.t1	XP_006417058.1
OG0000395	Aa_G405220.h1.t1	XP_006409559.1
OG0000395	Aa_G458140.h1.t1, Aa_G246740.h1.t1	XP_006417061.1
OG0000399	Aa_G191340.h1.t1	XP_006418323.1
OG0000399	Aa_G619030.h1.t1	XP_024015516.1, XP_006392444.1
OG0000402	Aa_G180800.h1.t1	XP_024007630.1
OG0000402	Aa_G180790.h1.t1, Aa_G180780.h1.t1, Aa_G180770.h1.t1	XP_024007632.1, XP_024006781.1
OG0000402	Aa_G42770.h1.t1	XP_024006782.1
OG0000403	Aa_G133020.h1.t1	XP_024004870.1
OG0000404	Aa_G644570.h1.t1	XP_006405084.2, XP_024014917.1, XP_024004453.1
OG0000407	Aa_G734680.h1.t1, Aa_G249900.h1.t1, Aa_G493010.h1.t1	XP_006397915.1, XP_024015422.1
OG0000407	Aa_G249890.h1.t1	XP_006397916.1
OG0000409	Aa_G204960.h1.t1	XP_024008673.1
OG0000410	Aa_G590600.h1.t1	XP_006396746.1
OG0000412	Aa_G158100.h1.t1	XP_006400196.1
OG0000412	Aa_G350120.h1.t1	XP_006405853.1
OG0000412	Aa_G201270.h1.t1	XP_006391364.1
OG0000412	Aa_G310220.h1.t1	XP_006406687.1
OG0000413	Aa_G668710.h1.t1	XP_006415181.1
OG0000413	Aa_G375510.h1.t1, Aa_G375500.h1.t1, Aa_G652550.h1.t1	XP_006392671.1
OG0000414	Aa_G162430.h1.t1	XP_006391857.1
OG0000414	Aa_G105570.h1.t1	XP_006409711.1
OG0000414	Aa_G482170.h1.t1	XP_006414560.1
OG0000415	Aa_G372300.h1.t1	XP_024014626.1
OG0000419	Aa_G652120.h1.t1	XP_006410685.1
OG0000420	Aa_G122230.h1.t1, Aa_G502240.h1.t1	XP_006399726.2
OG0000421	Aa_G586300.h1.t1	XP_006401798.1
OG0000421	Aa_G69750.h1.t1	XP_006413166.1
OG0000421	Aa_G755840.h1.t1	XP_006401391.1
OG0000423	Aa_G293380.h1.t1, Aa_G294020.h1.t1	XP_024011343.1, XP_024011135.1, XP_024013366.1, XP_024015908.1
OG0000424	Aa_G123390.h1.t1	XP_006401550.1
OG0000424	Aa_G129640.h1.t1	XP_006413100.1
OG0000424	Aa_G561930.h1.t1	XP_006393086.1
OG0000426	Aa_G495170.h1.t1	XP_006392656.1, XP_006392661.2, XP_006409386.2, XP_024010333.1
OG0000428	Aa_G678780.h1.t1	XP_024009713.1
OG0000429	Aa_G433100.h1.t1	XP_024012759.1
OG0000430	Aa_G117430.h1.t1	XP_006413700.1
OG0000430	Aa_G320710.h1.t1, Aa_G320710.h3.t1, Aa_G320710.h2.t1	XP_006396679.1
OG0000430	Aa_G548750.h1.t1	XP_006391930.1
OG0000431	Aa_G219770.h1.t1	XP_006392962.2, XP_024006208.1
OG0000432	Aa_G139210.h1.t1	XP_024006438.1, XP_024010224.1
OG0000433	Aa_G118510.h1.t1	XP_006413103.1, XP_024004324.1
OG0000434	Aa_G157070.h1.t1	XP_006396361.1
OG0000436	Aa_G318830.h1.t1	XP_006418977.1
OG0000436	Aa_G33850.h1.t1	XP_006400899.1
OG0000437	Aa_G38530.h1.t1	XP_006413212.1
OG0000437	Aa_G726630.h1.t1	XP_006408890.2
OG0000438	Aa_G303170.h1.t1, Aa_G241010.h1.t1	XP_024004195.1
OG0000439	Aa_G344060.h1.t1	XP_006390730.1
OG0000442	Aa_G448780.h1.t1, Aa_G167720.h1.t1	XP_024007127.1
OG0000442	Aa_G226140.h1.t1	XP_024010693.1
OG0000442	Aa_G495380.h1.t1	XP_024014752.1
OG0000443	Aa_G542010.h1.t1	XP_006412480.1
OG0000443	Aa_G494160.h1.t1	XP_006405188.1
OG0000443	Aa_G84570.h1.t1	XP_006399622.1
OG0000443	Aa_G70670.h1.t1	XP_006394790.1
OG0000444	Aa_G167480.h1.t1	XP_006410273.1
OG0000444	Aa_G340530.h1.t1, Aa_G686900.h1.t1	XP_006402684.1
OG0000445	Aa_G273400.h1.t1, Aa_G554010.h1.t1, Aa_G106840.h1.t1	XP_006404910.2
OG0000446	Aa_G173830.h1.t1	XP_024011431.1
OG0000447	Aa_G307560.h1.t1, Aa_G313390.h2.t1, Aa_G313390.h1.t1	XP_006403789.1, XP_006407441.1, XP_006399080.1, XP_006410788.1
OG0000448	Aa_G303240.h1.t1	XP_024007562.1
OG0000448	Aa_G303210.h1.t1	XP_006395369.1
OG0000449	Aa_G449530.h1.t1, Aa_G175720.h1.t1, Aa_G175730.h1.t1, Aa_G175740.h1.t1	XP_006396702.1, XP_024012746.1
OG0000449	Aa_G517120.h1.t1, Aa_G111830.h1.t1	XP_024015302.1
OG0000450	Aa_G37870.h1.t1	XP_006409777.2
OG0000451	Aa_G1010670.h1.t1, Aa_G527160.h1.t1, Aa_G12780.h1.t1, Aa_G560430.h1.t1	XP_006395622.1
OG0000452	Aa_G644850.h1.t1	XP_006391769.2
OG0000452	Aa_G8570.h1.t1, Aa_G8580.h1.t1	XP_006391768.1
OG0000457	Aa_G38790.h2.t1	XP_006410476.1
OG0000457	Aa_G38790.h1.t1	XP_006408189.1
OG0000458	Aa_G366260.h1.t1	XP_006415613.1
OG0000459	Aa_G245230.h1.t1	XP_006413864.1, XP_006395915.1
OG0000459	Aa_G108500.h1.t1	XP_006418911.2
OG0000460	Aa_G463610.h1.t1	XP_024015449.1
OG0000460	Aa_G232850.h1.t1	XP_024012323.1
OG0000460	Aa_G231450.h1.t1	XP_024006235.1
OG0000462	Aa_G297810.h1.t1	XP_006413831.1
OG0000463	Aa_G455060.h1.t1	XP_006397433.1
OG0000463	Aa_G99390.h1.t1	XP_006418892.2
OG0000468	Aa_G454760.h1.t1	XP_006411557.2
OG0000471	Aa_G206570.h1.t1	XP_006414848.2
OG0000471	Aa_G754920.h1.t1, Aa_G654020.h1.t1, Aa_G653760.h1.t1, Aa_G846850.h1.t1, Aa_G828190.h1.t1, Aa_G653780.h1.t1, Aa_G612110.h1.t1, Aa_G206650.h1.t1	XP_024004360.1
OG0000473	Aa_G272410.h1.t1	XP_024016836.1
OG0000473	Aa_G106340.h1.t1	XP_006418508.2
OG0000473	Aa_G106350.h1.t1	XP_024008949.1
OG0000474	Aa_G341240.h1.t1	XP_006418142.1
OG0000474	Aa_G359990.h1.t1	XP_024013128.1
OG0000475	Aa_G400820.h1.t1, Aa_G150010.h1.t1, Aa_G320050.h1.t1, Aa_G366720.h1.t1, Aa_G48980.h1.t1	XP_006391972.1
OG0000476	Aa_G309600.h1.t1	XP_006419039.1, XP_006394913.1, XP_024006833.1
OG0000477	Aa_G13650.h1.t1	XP_006394381.1
OG0000477	Aa_G146200.h1.t1	XP_006395760.1
