Orthogroup	Arabis_alpina	Arabidopsis_thaliana
OG0000315	Aa_G132580.h1.t1	AT1G34047.2
OG0000316	Aa_G340170.h1.t1, Aa_G340150.h1.t1	AT3G14650.1, AT3G14660.1
OG0000316	Aa_G140380.h1.t1	AT3G14680.1, AT3G14640.2
OG0000318	Aa_G293710.h1.t1, Aa_G265690.h1.t1	AT1G69730.1
OG0000321	Aa_G180990.h2.t1, Aa_G164530.h2.t1, Aa_G180990.h1.t1, Aa_G164530.h1.t1	AT1G04820.1, AT1G50010.1
OG0000323	Aa_G10240.h1.t1	AT1G72860.2
OG0000323	Aa_G366540.h1.t1	AT1G72840.2, AT4G09430.1
OG0000323	Aa_G278440.h1.t1	AT5G48770.1
OG0000325	Aa_G477760.h1.t1	AT1G04750.1
OG0000325	Aa_G477770.h1.t1	AT1G04760.1
OG0000326	Aa_G665880.h1.t1, Aa_G442040.h1.t1	AT2G03460.1, AT5G38670.1, AT5G38680.1, AT5G51250.1, AT3G08810.1, AT3G06570.1
OG0000329	Aa_G408720.h1.t1	AT4G14630.1
OG0000330	Aa_G10200.h1.t1, Aa_G579240.h1.t1	AT1G72920.1, AT1G72940.1, AT1G72900.1, AT1G72930.1, AT1G72910.1
OG0000330	Aa_G10210.h1.t1	AT1G72890.2
OG0000330	Aa_G278470.h1.t1	AT1G17615.1
OG0000331	Aa_G46660.h1.t1	AT4G01850.1
OG0000331	Aa_G6420.h1.t1	AT1G02500.1
OG0000331	Aa_G53610.h1.t1	AT3G17390.1
OG0000332	Aa_G597960.h1.t1	AT1G61500.3
OG0000332	Aa_G589850.h1.t1	AT1G61430.1, AT1G61400.2, AT1G61440.2, AT1G61480.1, AT1G61490.1, AT1G61420.2, AT1G61460.1, AT1G61550.1
OG0000336	Aa_G151440.h1.t1	AT1G09690.1, AT1G09590.1
OG0000339	Aa_G310980.h1.t1	AT1G11610.2, AT2G30750.1, AT2G30770.1
OG0000339	Aa_G455040.h1.t1	AT5G42590.1
OG0000341	Aa_G33370.h1.t1	AT5G51470.1
OG0000342	Aa_G71220.h1.t1	AT2G24510.1
OG0000342	Aa_G522720.h1.t1	AT3G17530.1
OG0000345	Aa_G359940.h1.t1	AT1G33850.1
OG0000345	Aa_G359930.h1.t1	AT5G09490.1
OG0000345	Aa_G341210.h1.t1	AT1G04270.1
OG0000346	Aa_G14260.h1.t1	AT3G53280.1
OG0000346	Aa_G14220.h1.t1	AT3G53290.1
OG0000347	Aa_G439790.h1.t1	AT4G23400.1
OG0000347	Aa_G291140.h1.t1	AT1G01620.1
OG0000349	Aa_G550840.h1.t1, Aa_G550830.h1.t1	AT5G59680.1
OG0000350	Aa_G95490.h1.t1, Aa_G95470.h1.t1, Aa_G334830.h1.t1, Aa_G244000.h1.t1	AT3G29050.2, AT3G21920.2, AT3G21930.1, AT3G21910.1, AT3G21900.2
OG0000351	Aa_G5620.h1.t1	AT2G15660.1
OG0000355	Aa_G338300.h1.t1	AT5G60440.1
OG0000356	Aa_G623160.h1.t1, Aa_G446750.h1.t1	AT2G24681.1
OG0000356	Aa_G446760.h1.t1, Aa_G446780.h1.t1	AT2G24680.6
OG0000356	Aa_G592710.h1.t1	AT2G24696.1
OG0000356	Aa_G559040.h1.t1, Aa_G446800.h1.t1	AT2G24650.1
OG0000357	Aa_G248920.h1.t1	AT1G29930.1
OG0000357	Aa_G248930.h1.t1	AT1G29920.1, AT1G29910.1
OG0000357	Aa_G12110.h1.t1, Aa_G336950.h1.t1	AT2G34430.1
OG0000358	Aa_G36960.h2.t1, Aa_G36960.h1.t1	AT1G51490.1
OG0000358	Aa_G36970.h1.t1	AT1G51470.1, AT1G47600.1
OG0000359	Aa_G88090.h1.t1	AT5G54145.1
OG0000359	Aa_G573680.h1.t1	AT4G27657.1
OG0000362	Aa_G319750.h1.t1, Aa_G362310.h1.t1	AT3G30739.1
OG0000363	Aa_G634170.h1.t1	AT3G44970.1
OG0000363	Aa_G108960.h1.t1	AT1G55940.2
OG0000363	Aa_G105070.h1.t1	AT1G78490.1
OG0000365	Aa_G415750.h1.t1	AT1G26390.1
OG0000365	Aa_G415770.h1.t1	AT1G26380.1, AT1G26410.1, AT1G26400.1, AT1G26420.1
OG0000367	Aa_G404440.h1.t1, Aa_G297590.h1.t1, Aa_G129340.h1.t1	AT1G24200.1
OG0000367	Aa_G499780.h1.t1, Aa_G499770.h1.t1	AT5G15025.1
OG0000368	Aa_G656960.h1.t1, Aa_G656960.h2.t1, Aa_G770910.h1.t1	AT3G46650.1
OG0000368	Aa_G656970.h1.t1	AT3G46690.1
OG0000369	Aa_G255530.h1.t1, Aa_G126250.h1.t1, Aa_G126240.h1.t1, Aa_G178990.h1.t1	AT5G49490.1, AT5G49420.1, AT5G38620.1
OG0000376	Aa_G296490.h1.t1	AT1G60750.1
OG0000376	Aa_G291290.h1.t1	AT1G10810.1
OG0000376	Aa_G291280.h1.t1, Aa_G296480.h1.t1	AT1G60690.1
OG0000376	Aa_G296460.h1.t1, Aa_G291300.h1.t1	AT1G60710.1
OG0000377	Aa_G767760.h1.t1	AT4G37370.1
OG0000377	Aa_G728130.h1.t1	AT4G37320.1
OG0000377	Aa_G767750.h1.t1	AT4G37330.1
OG0000379	Aa_G186470.h1.t1	AT2G02040.1
OG0000379	Aa_G348540.h1.t1	AT3G54140.1
OG0000379	Aa_G222610.h1.t1, Aa_G186480.h1.t1	AT2G02020.1
OG0000380	Aa_G739110.h1.t1, Aa_G345550.h1.t1, Aa_G28270.h1.t1	AT1G21620.1
OG0000380	Aa_G234720.h1.t1	AT5G60180.1, AT5G60110.1
OG0000381	Aa_G467340.h1.t1	AT1G78635.1, AT1G78640.1
OG0000381	Aa_G257320.h1.t1	AT2G33720.1
OG0000382	Aa_G99630.h1.t1, Aa_G99620.h1.t1	AT4G02420.1, AT4G02410.1
OG0000382	Aa_G272430.h1.t1	AT2G37710.1
OG0000383	Aa_G349980.h1.t1	AT1G23720.2
OG0000383	Aa_G600780.h1.t1, Aa_G440370.h1.t1, Aa_G68850.h1.t1, Aa_G576610.h1.t1, Aa_G68870.h1.t1	AT3G28550.1, AT3G54590.3, AT3G54580.1
OG0000386	Aa_G232520.h1.t1	AT1G33930.1
OG0000386	Aa_G688740.h1.t1	AT1G33890.1
OG0000389	Aa_G393090.h1.t1	AT2G26860.1
OG0000390	Aa_G292700.h1.t1	AT1G22340.1
OG0000390	Aa_G292720.h1.t1	AT1G22380.1
OG0000390	Aa_G292710.h1.t1	AT1G22370.2
OG0000391	Aa_G37930.h1.t1	AT1G73310.1, AT5G36180.1, AT1G73300.1, AT1G73280.1, AT1G73290.1, AT1G73270.1
OG0000391	Aa_G489950.h1.t1, Aa_G447860.h1.t1	AT3G12203.1
OG0000391	Aa_G586940.h1.t1, Aa_G586960.h1.t1, Aa_G302900.h1.t1, Aa_G586970.h1.t1	AT3G10450.1
OG0000392	Aa_G274920.h1.t1, Aa_G377760.h1.t1	AT1G17020.1
OG0000392	Aa_G417850.h1.t1	AT4G25300.1, AT4G25310.1
OG0000393	Aa_G745430.h1.t1, Aa_G731640.h2.t1, Aa_G731640.h1.t1	AT5G39130.1, AT5G39190.1, AT5G39160.1
OG0000394	Aa_G173550.h1.t1	AT1G52810.1
OG0000394	Aa_G28170.h1.t1, Aa_G507890.h1.t1	AT1G28030.1
OG0000395	Aa_G458130.h1.t1	AT1G14080.1
OG0000395	Aa_G405220.h1.t1	AT2G15350.1, AT2G15370.1
OG0000395	Aa_G458140.h1.t1, Aa_G246740.h1.t1	AT2G15360.1
OG0000399	Aa_G191340.h1.t1	AT4G02080.1
OG0000399	Aa_G123200.h1.t1	AT1G56330.1
OG0000402	Aa_G180800.h1.t1	AT5G66900.2
OG0000402	Aa_G180790.h1.t1, Aa_G180780.h1.t1, Aa_G180770.h1.t1	AT5G66890.1
OG0000402	Aa_G42770.h1.t1	AT5G66910.1
OG0000403	Aa_G133000.h1.t1	AT4G03505.1
OG0000403	Aa_G133020.h1.t1	AT4G03440.1
OG0000403	Aa_G384330.h1.t1, Aa_G133030.h1.t1, Aa_G384350.h1.t1	AT4G03450.1
OG0000404	Aa_G644570.h1.t1	AT3G44780.1
OG0000405	Aa_G317660.h1.t1	AT3G14490.1
OG0000405	Aa_G317670.h1.t1	AT3G14540.1, AT3G14520.1, AT1G31950.3
OG0000407	Aa_G734680.h1.t1, Aa_G249900.h1.t1, Aa_G493010.h1.t1	AT1G03300.1, AT1G26540.1, AT2G47230.2
OG0000409	Aa_G204960.h1.t1	AT2G27360.1
OG0000410	Aa_G590640.h1.t1	AT4G22485.1
OG0000410	Aa_G590600.h1.t1	AT4G22505.1, AT4G12545.1, AT4G12550.1
OG0000412	Aa_G158100.h1.t1	AT5G16570.1
OG0000412	Aa_G350120.h1.t1	AT5G37600.1
OG0000412	Aa_G201270.h1.t1	AT1G66200.3
OG0000412	Aa_G310220.h1.t1	AT3G17820.1
OG0000413	Aa_G668710.h1.t1, Aa_G546550.h1.t1, Aa_G546540.h1.t1, Aa_G546560.h1.t1, Aa_G535010.h1.t1	AT3G13662.1
OG0000413	Aa_G375510.h1.t1, Aa_G375500.h1.t1, Aa_G652550.h1.t1	AT1G55210.1
OG0000414	Aa_G162430.h1.t1	AT1G62500.1
OG0000414	Aa_G105570.h1.t1	AT2G10940.1
OG0000414	Aa_G482170.h1.t1	AT4G15160.1
OG0000414	Aa_G384910.h1.t1	AT3G22120.2
OG0000420	Aa_G122230.h1.t1, Aa_G502240.h1.t1	AT5G12090.1
OG0000421	Aa_G586300.h1.t1	AT5G52640.1
OG0000421	Aa_G755840.h1.t1	AT5G56030.2, AT5G56010.1, AT5G56000.1
OG0000423	Aa_G293380.h1.t1	AT3G30200.1, AT1G40087.1
OG0000424	Aa_G123390.h1.t1	AT5G54640.1
OG0000424	Aa_G129640.h1.t1	AT4G27230.1
OG0000424	Aa_G133350.h1.t1	AT3G20670.1
OG0000426	Aa_G495170.h1.t1	AT1G55947.1, AT2G16810.1
OG0000429	Aa_G433100.h1.t1	AT3G58410.1
OG0000429	Aa_G526170.h1.t1, Aa_G368510.h1.t1, Aa_G368520.h1.t1, Aa_G526240.h1.t1, Aa_G368560.h1.t1, Aa_G368570.h1.t1, Aa_G368530.h1.t1, Aa_G368550.h1.t1	AT3G58340.1
OG0000430	Aa_G117430.h1.t1	AT4G21980.2
OG0000430	Aa_G320710.h1.t1, Aa_G320710.h3.t1, Aa_G320710.h2.t1	AT4G04620.1
OG0000430	Aa_G548750.h1.t1	AT1G62040.1
OG0000431	Aa_G219770.h1.t1	AT1G60130.1, AT1G60110.2, AT1G60095.1
OG0000432	Aa_G139210.h1.t1	AT1G48820.1, AT1G48800.1
OG0000432	Aa_G58510.h1.t1, Aa_G751420.h1.t1, Aa_G751420.h2.t1, Aa_G895020.h2.t1, Aa_G895020.h1.t1	AT3G29190.1
OG0000433	Aa_G310750.h1.t1, Aa_G299420.h1.t1	AT4G27170.1, AT4G27140.1, AT4G27150.1, AT4G27160.1
OG0000436	Aa_G318830.h1.t1	AT3G46000.2
OG0000436	Aa_G33850.h1.t1	AT5G59880.1
OG0000436	Aa_G33860.h1.t1	AT5G59890.1
OG0000437	Aa_G726630.h1.t1	AT2G19740.1
OG0000438	Aa_G303170.h1.t1, Aa_G241010.h1.t1	AT3G44090.1, AT3G44080.1, AT3G44060.1, AT3G42770.1, AT3G44810.1
OG0000440	Aa_G287210.h1.t1, Aa_G217240.h1.t1	AT5G48980.1, AT5G48990.1, AT2G20380.1
OG0000442	Aa_G448780.h1.t1, Aa_G167720.h1.t1	AT5G61310.1
OG0000442	Aa_G495380.h1.t1	AT5G40382.1
OG0000443	Aa_G542010.h1.t1	AT4G32390.1
OG0000443	Aa_G494160.h1.t1	AT2G25520.1
OG0000443	Aa_G84570.h1.t1	AT5G11230.1
OG0000443	Aa_G70670.h1.t1	AT5G25400.1
OG0000444	Aa_G167480.h1.t1	AT2G31390.1
OG0000444	Aa_G340530.h1.t1, Aa_G686900.h1.t1	AT3G59480.1
OG0000445	Aa_G630820.h1.t1	AT5G23740.1
OG0000446	Aa_G173830.h1.t1	AT5G22730.1
OG0000446	Aa_G515610.h1.t1, Aa_G515580.h1.t1, Aa_G173840.h1.t1	AT5G22720.1
OG0000447	Aa_G307560.h1.t1, Aa_G313390.h2.t1, Aa_G313390.h1.t1	AT3G11510.1, AT2G36160.1, AT3G52580.1
OG0000448	Aa_G303240.h1.t1	AT3G28380.1
OG0000448	Aa_G303210.h1.t1	AT3G28345.1
OG0000449	Aa_G449530.h1.t1, Aa_G175720.h1.t1, Aa_G175730.h1.t1, Aa_G175740.h1.t1	AT3G58940.1, AT3G58930.1
OG0000449	Aa_G517120.h1.t1, Aa_G111830.h1.t1, Aa_G111790.h1.t1, Aa_G46620.h1.t1, Aa_G111800.h1.t1, Aa_G111810.h1.t1	AT3G03040.1, AT3G03030.1
OG0000450	Aa_G102660.h1.t1	AT1G15890.1
OG0000450	Aa_G37870.h1.t1	AT1G51480.1, AT5G43740.1, AT5G43730.1
OG0000451	Aa_G204790.h1.t1, Aa_G316650.h1.t1, Aa_G12800.h1.t1, Aa_G15530.h1.t1, Aa_G15540.h4.t1, Aa_G15540.h1.t1, Aa_G15540.h2.t1, Aa_G15540.h3.t1, Aa_G15540.h5.t1, Aa_G441580.h1.t1, Aa_G146350.h1.t1, Aa_G206250.h1.t1, Aa_G176030.h1.t1, Aa_G897000.h1.t1, Aa_G1010670.h1.t1, Aa_G527160.h1.t1, Aa_G12780.h1.t1, Aa_G560430.h1.t1	AT1G60090.1, AT1G60270.1, AT1G60260.1, AT5G16580.1, AT1G45191.1
OG0000452	Aa_G644850.h1.t1	AT1G63205.1
OG0000452	Aa_G433350.h1.t1, Aa_G433360.h1.t1	AT1G63200.1
OG0000452	Aa_G8570.h1.t1, Aa_G8580.h1.t1	AT1G63190.1
OG0000457	Aa_G38790.h1.t1	AT3G04400.1, AT1G04480.1, AT2G33370.1
OG0000458	Aa_G366260.h1.t1	AT1G29090.1
OG0000458	Aa_G109570.h1.t1	AT1G29110.1, AT1G29080.1
OG0000459	Aa_G245230.h1.t1	AT4G20450.1
OG0000459	Aa_G108500.h1.t1	AT3G45920.1
OG0000459	Aa_G495150.h1.t1	AT3G46410.1, AT3G46355.1
OG0000460	Aa_G463610.h1.t1	AT3G13520.1
OG0000460	Aa_G232850.h1.t1	AT5G56540.1
OG0000463	Aa_G455060.h1.t1	AT1G35190.1
OG0000464	Aa_G211740.h1.t1, Aa_G105950.h1.t1, Aa_G105940.h1.t1, Aa_G105960.h1.t1	AT1G02220.1, AT3G04420.1, AT1G02250.1, AT1G02230.1
OG0000469	Aa_G587490.h1.t1, Aa_G587490.h2.t1, Aa_G220170.h2.t1, Aa_G587490.h3.t1, Aa_G220170.h3.t1, Aa_G220170.h1.t1	AT2G42740.1
OG0000471	Aa_G754920.h1.t1, Aa_G654020.h1.t1, Aa_G653760.h1.t1	AT4G13920.1, AT4G13880.1, AT4G13810.2
OG0000473	Aa_G106340.h1.t1	AT1G02190.1
OG0000473	Aa_G106350.h1.t1	AT1G02205.3
OG0000474	Aa_G341240.h1.t1	AT1G04300.3
OG0000474	Aa_G359990.h1.t1	AT5G43560.1
OG0000474	Aa_G314840.h1.t1	AT4G16045.1
OG0000475	Aa_G402960.h1.t1	AT1G44810.1, AT4G00250.1, AT4G00238.1
OG0000475	Aa_G65110.h1.t1	AT4G00610.1
OG0000475	Aa_G400820.h1.t1, Aa_G150010.h1.t1, Aa_G320050.h1.t1, Aa_G366720.h1.t1, Aa_G48980.h1.t1	AT4G00390.1, AT1G61730.1
OG0000476	Aa_G309600.h1.t1	AT5G27050.1, AT5G26865.1, AT5G27090.1, AT5G27580.1, AT5G27944.1, AT5G26950.1, AT5G27070.1
OG0000477	Aa_G13650.h1.t1	AT5G62540.1
OG0000477	Aa_G146200.h1.t1	AT2G02760.1
OG0000477	Aa_G117750.h1.t1	AT1G14400.1
OG0000480	Aa_G8600.h1.t1	AT1G61070.1
OG0000480	Aa_G323360.h1.t1, Aa_G323350.h1.t1	AT2G02130.1
OG0000481	Aa_G202610.h1.t1	AT1G58360.1
OG0000481	Aa_G171300.h1.t1	AT1G10010.2
OG0000482	Aa_G899430.h1.t1	AT1G72290.1
OG0000483	Aa_G113000.h1.t1	AT5G25980.2, AT5G26000.1
OG0000484	Aa_G156090.h1.t1	AT5G48070.1
OG0000484	Aa_G156120.h1.t1	AT4G30290.1
OG0000484	Aa_G156110.h1.t1, Aa_G156100.h1.t1	AT4G30280.1, AT1G65310.2
OG0000485	Aa_G494770.h1.t1	AT4G23350.1, AT4G23365.1, AT4G23355.1, AT4G23360.1
OG0000491	Aa_G390160.h1.t1	AT3G48290.2, AT3G48310.1, AT3G48320.1
OG0000491	Aa_G390170.h1.t1	AT3G48300.2
OG0000492	Aa_G331300.h1.t1	AT3G54700.1
OG0000492	Aa_G216900.h1.t1	AT2G38940.1
OG0000495	Aa_G887410.h1.t1	AT3G46190.2
OG0000495	Aa_G1090420.h1.t1, Aa_G203220.h1.t1, Aa_G203210.h1.t1	AT1G58270.1
OG0000496	Aa_G563850.h1.t1	AT3G47780.1
OG0000497	Aa_G187340.h1.t1	AT1G72730.1
OG0000497	Aa_G184620.h1.t1	AT1G54270.1
OG0000498	Aa_G350880.h1.t1	AT3G59120.1
OG0000499	Aa_G242890.h1.t1	AT3G20360.1
OG0000499	Aa_G242880.h1.t1	AT3G20380.1
OG0000499	Aa_G242910.h1.t1, Aa_G242920.h1.t1	AT3G20370.1
OG0000500	Aa_G253980.h1.t1	AT5G38430.1, AT5G38420.1, AT5G38410.3
OG0000500	Aa_G1117480.h1.t1	AT1G67090.1
OG0000501	Aa_G129040.h1.t1	AT4G10510.3
OG0000501	Aa_G129060.h1.t1, Aa_G129050.h1.t1	AT4G10550.3
OG0000502	Aa_G245630.h1.t1	AT5G39310.1
OG0000506	Aa_G93710.h1.t1, Aa_G244360.h1.t1, Aa_G471910.h1.t1	AT5G58420.1
OG0000509	Aa_G724500.h1.t1, Aa_G724850.h1.t1	AT2G03020.1, AT4G16540.1
OG0000509	Aa_G49310.h1.t1, Aa_G96340.h1.t1	AT4G16545.1, AT4G16555.1
OG0000510	Aa_G853130.h1.t1, Aa_G568790.h1.t1	AT5G40240.2
OG0000510	Aa_G119970.h1.t1, Aa_G119960.h1.t1	AT5G40230.1
OG0000511	Aa_G88220.h1.t1	AT1G64920.1
OG0000512	Aa_G434200.h7.t1, Aa_G17950.h2.t1, Aa_G434200.h4.t1, Aa_G434200.h6.t1, Aa_G17950.h6.t1, Aa_G17950.h7.t1, Aa_G434200.h2.t1, Aa_G17950.h5.t1, Aa_G434200.h3.t1, Aa_G17950.h4.t1, Aa_G17950.h3.t1, Aa_G434200.h1.t1, Aa_G409200.h1.t1, Aa_G434200.h5.t1, Aa_G17950.h1.t1	AT3G43980.1, AT3G44010.1, AT4G33865.1
OG0000513	Aa_G446440.h1.t1	AT1G53350.1
OG0000514	Aa_G490620.h1.t1	AT1G36675.1, AT3G29637.2
OG0000517	Aa_G781210.h1.t1	AT5G17120.1, AT5G17150.1
OG0000519	Aa_G113660.h1.t1	AT5G65940.1
OG0000520	Aa_G328310.h1.t1, Aa_G328300.h1.t1	AT1G12672.2
OG0000521	Aa_G585320.h1.t1	AT5G65080.2, AT5G65070.3
OG0000522	Aa_G900860.h1.t1, Aa_G260600.h1.t1	AT5G02610.2
OG0000522	Aa_G756790.h1.t1	AT3G09500.1
OG0000523	Aa_G145130.h1.t1, Aa_G145160.h1.t1	AT2G24710.3, AT2G24720.1, AT5G27100.1, AT4G31710.2
OG0000527	Aa_G272210.h1.t1	AT3G24465.1, AT5G36720.1, AT5G36805.1, AT5G38378.1, AT1G58242.1, AT5G34828.1, AT1G54775.1, AT1G58248.1, AT1G58245.1, AT1G34800.1, AT1G34795.1, AT1G34830.1, AT1G34810.1, AT1G34815.1, AT1G34850.1, AT1G34840.1, AT1G34820.1, AT1G34805.1, AT1G34825.1, AT1G34792.1, AT1G34930.1, AT1G34860.1, AT1G35035.1, AT1G21835.1, AT1G21928.1, AT1G21925.1
OG0000529	Aa_G796690.h1.t1	AT2G31540.1
OG0000529	Aa_G119390.h1.t1	AT2G30220.1, AT2G30310.1
OG0000530	Aa_G238120.h1.t1, Aa_G263750.h1.t1, Aa_G263770.h1.t1, Aa_G263760.h1.t1	AT5G52770.1, AT5G52760.1, AT5G52750.1
OG0000531	Aa_G398030.h1.t1	AT5G25130.1, AT5G25120.1, AT5G25180.1, AT5G25140.1
OG0000533	Aa_G64160.h1.t1	AT1G45616.1
OG0000535	Aa_G121920.h1.t1	AT1G22900.1
OG0000536	Aa_G506090.h1.t1	AT5G37160.1
OG0000536	Aa_G329040.h1.t1	AT5G37165.1
OG0000536	Aa_G337970.h1.t1	AT5G37030.1
OG0000537	Aa_G734810.h1.t1	AT3G07820.1
OG0000537	Aa_G102310.h1.t1	AT5G48140.1
OG0000537	Aa_G734800.h1.t1	AT3G07840.1
OG0000538	Aa_G171370.h1.t1	AT3G29720.1, AT3G29680.1, AT5G61160.1
OG0000542	Aa_G226620.h1.t1	AT1G10430.1
OG0000542	Aa_G89900.h1.t1	AT1G59830.1
OG0000542	Aa_G510870.h1.t1	AT1G69960.1
OG0000543	Aa_G79600.h1.t1	AT5G45090.1
OG0000543	Aa_G649550.h1.t1, Aa_G92600.h1.t1	AT5G45080.1
OG0000544	Aa_G448180.h1.t1, Aa_G441080.h1.t1, Aa_G538000.h1.t1, Aa_G206670.h1.t1, Aa_G27800.h1.t1	AT4G19870.1
OG0000546	Aa_G242270.h1.t1, Aa_G170050.h1.t1, Aa_G702830.h1.t1, Aa_G702830.h2.t1, Aa_G610920.h1.t1, Aa_G625640.h1.t1, Aa_G702840.h2.t1, Aa_G702840.h1.t1, Aa_G610900.h1.t1, Aa_G754450.h1.t1, Aa_G1017160.h2.t1, Aa_G1017160.h3.t1, Aa_G1017160.h4.t1, Aa_G1017160.h1.t1	AT5G03390.1
OG0000547	Aa_G284400.h1.t1, Aa_G162770.h1.t1	AT2G43590.1
OG0000547	Aa_G284390.h1.t1	AT2G43580.1
OG0000548	Aa_G499170.h1.t1	AT2G23570.1
OG0000549	Aa_G183740.h1.t1	AT2G33060.1
OG0000549	Aa_G183750.h1.t1	AT2G33050.1
OG0000552	Aa_G627630.h1.t1, Aa_G98480.h1.t1	AT3G58200.1
OG0000552	Aa_G627620.h1.t1, Aa_G65180.h1.t1	AT3G58210.1
OG0000552	Aa_G707520.h1.t1	AT3G44805.1
OG0000552	Aa_G98460.h1.t1, Aa_G98470.h1.t1, Aa_G98450.h1.t1	AT3G44800.1, AT3G44790.1
OG0000553	Aa_G380100.h1.t1	AT3G24830.1
OG0000553	Aa_G311120.h1.t1	AT4G13170.1
OG0000553	Aa_G78820.h1.t1	AT5G48760.1, AT3G07110.2
OG0000554	Aa_G93530.h1.t1	AT4G12470.1, AT4G12480.1, AT4G12490.1, AT4G12500.1
OG0000556	Aa_G222580.h1.t1, Aa_G222560.h1.t1, Aa_G222570.h1.t1, Aa_G222590.h1.t1	AT1G62225.1, AT1G62220.1, AT1G62000.1, AT1G62080.1, AT1G62060.1
OG0000561	Aa_G245620.h1.t1	AT5G39320.1
OG0000561	Aa_G236890.h1.t1	AT5G15490.1
OG0000562	Aa_G447580.h1.t1	AT5G22440.1
OG0000562	Aa_G368380.h1.t1	AT1G08360.1
OG0000563	Aa_G2600.h2.t1, Aa_G453100.h2.t1, Aa_G2600.h1.t1, Aa_G453100.h1.t1	AT2G47110.1, AT3G62250.1
OG0000563	Aa_G62390.h1.t1	AT1G23410.1
OG0000564	Aa_G57970.h1.t1	AT3G61111.1
OG0000564	Aa_G15910.h1.t1	AT5G47930.1
OG0000565	Aa_G715630.h1.t1	AT1G11580.2
OG0000566	Aa_G597100.h1.t1	AT1G57750.1
OG0000566	Aa_G352210.h1.t1, Aa_G642950.h1.t1, Aa_G205210.h1.t1	AT1G65340.1
OG0000567	Aa_G298370.h1.t1	AT5G37520.1, AT2G24950.1
OG0000568	Aa_G100640.h1.t1, Aa_G100630.h1.t1	AT2G44240.1
OG0000569	Aa_G165810.h1.t1	AT5G67240.1
OG0000569	Aa_G420460.h1.t1	AT3G50100.1, AT3G50090.1, AT5G05540.1
OG0000570	Aa_G345540.h1.t1, Aa_G297130.h1.t1, Aa_G548010.h1.t1, Aa_G710230.h1.t1, Aa_G345510.h1.t1, Aa_G844420.h1.t1	AT1G35890.1, AT3G46565.1
OG0000571	Aa_G432440.h1.t1	AT4G33900.1, AT4G23580.1
OG0000572	Aa_G600400.h1.t1	AT2G16980.4, AT2G16970.2
OG0000572	Aa_G652010.h1.t1	AT5G42210.1
OG0000573	Aa_G631480.h1.t1, Aa_G631490.h1.t1	AT4G05140.1
OG0000573	Aa_G520740.h1.t1	AT4G05130.1
OG0000573	Aa_G137440.h1.t1	AT4G05110.2, AT4G05120.1
OG0000579	Aa_G71740.h1.t1	AT3G02080.1
OG0000579	Aa_G94990.h1.t1	AT5G61170.1
OG0000579	Aa_G431460.h1.t1	AT5G15520.1
OG0000581	Aa_G15490.h1.t1	AT5G20560.1, AT5G20390.1
OG0000582	Aa_G447600.h1.t1	AT5G22420.1
OG0000582	Aa_G115900.h1.t1	AT3G44540.1
OG0000582	Aa_G240430.h1.t1	AT3G44560.1, AT3G44550.1
OG0000583	Aa_G74240.h1.t1	AT1G53500.1
OG0000583	Aa_G140300.h1.t1	AT3G14790.2
OG0000584	Aa_G66960.h1.t1	AT1G61580.1
OG0000584	Aa_G66950.h1.t1	AT1G43170.1
OG0000585	Aa_G660570.h1.t1	AT3G56560.1, AT3G55210.1, AT5G39540.1, AT3G56530.1
OG0000588	Aa_G199690.h1.t1	AT2G29480.1
OG0000588	Aa_G199680.h1.t1	AT2G29470.1
OG0000588	Aa_G199670.h1.t1	AT2G29460.1
OG0000589	Aa_G126960.h1.t1	AT5G55190.1
OG0000589	Aa_G441960.h1.t1	AT5G55080.1
OG0000589	Aa_G68320.h1.t1	AT5G20020.1
OG0000591	Aa_G618320.h1.t1	AT5G55480.1
OG0000592	Aa_G343690.h1.t1	AT1G78580.1
OG0000592	Aa_G942110.h1.t1	AT1G16980.1, AT1G17000.1
OG0000592	Aa_G1026290.h1.t1	AT4G27550.1
OG0000593	Aa_G204260.h1.t1, Aa_G514210.h1.t1	AT1G36240.1
OG0000595	Aa_G98830.h1.t1	AT1G74090.1
OG0000596	Aa_G436860.h1.t1	AT2G24210.1
OG0000597	Aa_G901410.h2.t1, Aa_G901410.h1.t1	AT4G14250.1
OG0000597	Aa_G509810.h1.t1	AT1G59550.1, AT4G14245.1
OG0000599	Aa_G614650.h1.t1	AT2G16360.1
OG0000600	Aa_G6740.h1.t1	AT1G02830.1
OG0000600	Aa_G50980.h1.t1, Aa_G517330.h1.t1, Aa_G247420.h1.t1, Aa_G247420.h2.t1, Aa_G517330.h2.t1	AT5G27770.1
OG0000601	Aa_G114910.h1.t1, Aa_G450930.h1.t1, Aa_G422470.h1.t1	AT3G57490.1
OG0000602	Aa_G193960.h1.t1	AT3G06710.1
OG0000602	Aa_G153980.h1.t1	AT4G32670.1
OG0000604	Aa_G165220.h1.t1	AT5G41520.1
OG0000604	Aa_G586290.h1.t1	AT5G52650.1, AT4G25740.1
OG0000605	Aa_G53300.h1.t1	AT4G01220.1
OG0000605	Aa_G46740.h1.t1	AT4G01750.1, AT4G01770.2
OG0000606	Aa_G519310.h1.t1	AT5G45050.1
OG0000606	Aa_G270470.h1.t1, Aa_G453270.h2.t1, Aa_G453270.h1.t1, Aa_G453250.h1.t1, Aa_G270430.h1.t1	AT4G36140.1
OG0000607	Aa_G119560.h1.t1	AT1G20680.1
