Orthogroup	Arabis_alpina	Arabidopsis_arenosa
OG0000202	Aa_G434790.h1.t1, Aa_G716220.h1.t1	jg2493
OG0000202	Aa_G99540.h1.t1, Aa_G588730.h1.t1, Aa_G191550.h1.t1	jg7249
OG0000203	Aa_G526150.h1.t1	jg15851
OG0000203	Aa_G526230.h1.t1	jg15862
OG0000203	Aa_G526180.h1.t1	jg15861
OG0000210	Aa_G175290.h1.t1	jg19859
OG0000210	Aa_G77240.h1.t1	jg19860
OG0000210	Aa_G573270.h1.t1	jg16104
OG0000210	Aa_G77230.h1.t1, Aa_G208970.h1.t1, Aa_G208980.h1.t1	jg16105
OG0000211	Aa_G947060.h1.t1, Aa_G318020.h1.t1, Aa_G980420.h1.t1, Aa_G682580.h1.t1, Aa_G1008030.h1.t1, Aa_G623540.h1.t1, Aa_G1009350.h1.t1, Aa_G897220.h1.t1, Aa_G911310.h1.t1, Aa_G739800.h1.t1, Aa_G926270.h1.t1, Aa_G771910.h2.t1, Aa_G771910.h1.t1, Aa_G224780.h1.t1, Aa_G52990.h1.t1, Aa_G499920.h1.t1, Aa_G272810.h1.t1, Aa_G135900.h1.t1, Aa_G91380.h1.t1, Aa_G285490.h1.t1	jg23304
OG0000216	Aa_G389410.h1.t1	jg7640
OG0000216	Aa_G57040.h1.t1	jg1267
OG0000216	Aa_G373050.h1.t1	jg15619
OG0000219	Aa_G30010.h1.t1	jg12176
OG0000219	Aa_G48860.h1.t1	jg12633, jg12636
OG0000219	Aa_G584620.h1.t1	jg17925, jg12743
OG0000219	Aa_G974030.h1.t1, Aa_G961810.h1.t1, Aa_G631990.h1.t1	jg12179
OG0000222	Aa_G878030.h1.t1	jg11917
OG0000225	Aa_G335460.h1.t1	jg16693
OG0000225	Aa_G5960.h1.t1, Aa_G109260.h1.t1, Aa_G458000.h1.t1, Aa_G335450.h1.t1, Aa_G335440.h1.t1	jg2551
OG0000226	Aa_G519980.h1.t1	jg13732
OG0000226	Aa_G456240.h1.t1	jg4073
OG0000227	Aa_G216090.h1.t1, Aa_G333250.h1.t1	jg24479, jg24480
OG0000227	Aa_G51090.h1.t1	jg27541
OG0000230	Aa_G175830.h1.t1	jg15922
OG0000230	Aa_G175840.h1.t1	jg15921
OG0000232	Aa_G193030.h1.t1	jg28047
OG0000233	Aa_G471610.h1.t1	jg4598
OG0000233	Aa_G529880.h1.t1, Aa_G471590.h1.t1, Aa_G471600.h1.t1	jg4599
OG0000233	Aa_G471620.h1.t1	jg4597
OG0000234	Aa_G685240.h1.t1	jg4032, jg4031, jg4036, jg4033, jg4035, jg27620, jg33336, jg33337, jg33335
OG0000235	Aa_G278130.h1.t1	jg19164
OG0000236	Aa_G133930.h1.t1, Aa_G792760.h1.t1, Aa_G826850.h1.t1	jg2555, jg2556
OG0000237	Aa_G29610.h1.t1	jg15213
OG0000238	Aa_G271400.h1.t1	jg2698
OG0000238	Aa_G367300.h1.t1, Aa_G367290.h1.t1	jg6718, jg6720
OG0000238	Aa_G412960.h1.t1	jg2707
OG0000241	Aa_G213370.h1.t1	jg10370
OG0000241	Aa_G213350.h1.t1, Aa_G213340.h1.t1, Aa_G213320.h1.t1, Aa_G213330.h1.t1, Aa_G213310.h1.t1	jg10371
OG0000241	Aa_G213300.h1.t1, Aa_G213290.h1.t1	jg10373, jg10374, jg10376
OG0000241	Aa_G257170.h1.t1	jg7736
OG0000241	Aa_G257190.h1.t1	jg7735
OG0000242	Aa_G129860.h1.t1, Aa_G129870.h1.t1, Aa_G269360.h1.t1	jg24512, jg11645, jg21432
OG0000242	Aa_G40840.h1.t1	jg6565
OG0000243	Aa_G465020.h1.t1, Aa_G465030.h1.t1, Aa_G778410.h1.t1	jg31469
OG0000243	Aa_G465080.h1.t1, Aa_G465100.h1.t1, Aa_G22140.h1.t1, Aa_G465010.h1.t1, Aa_G223820.h1.t1	jg31473
OG0000244	Aa_G189060.h1.t1	jg7884, jg7885, jg7892, jg7931, jg7886, jg7883
OG0000246	Aa_G25290.h1.t1	jg18819
OG0000246	Aa_G25260.h1.t1	jg18816
OG0000246	Aa_G25280.h1.t1	jg18818, jg18817
OG0000247	Aa_G462040.h1.t1	jg31833
OG0000248	Aa_G174720.h1.t1	jg2604, jg2603
OG0000250	Aa_G41880.h2.t1, Aa_G41880.h1.t1	jg7768
OG0000250	Aa_G41880.h5.t1	jg1884
OG0000251	Aa_G276750.h1.t1	jg13320
OG0000251	Aa_G636090.h1.t1	jg13321
OG0000251	Aa_G69130.h1.t1	jg22623
OG0000251	Aa_G636080.h1.t1	jg13315
OG0000251	Aa_G636100.h1.t1, Aa_G346220.h1.t1, Aa_G346200.h1.t1	jg13316
OG0000252	Aa_G74580.h1.t1, Aa_G145140.h1.t1	jg9231
OG0000252	Aa_G129390.h1.t1	jg3420
OG0000253	Aa_G280540.h1.t1, Aa_G162640.h1.t1, Aa_G162650.h1.t1, Aa_G85360.h1.t1	jg1415
OG0000253	Aa_G403550.h1.t1	jg24871
OG0000253	Aa_G85370.h1.t1	jg3985
OG0000254	Aa_G355560.h1.t1	jg11133, jg11132
OG0000258	Aa_G560.h1.t1	jg17248, jg20584
OG0000259	Aa_G399280.h1.t1	jg32916, jg17665, jg16978
OG0000260	Aa_G113520.h1.t1, Aa_G65830.h1.t1	jg8417, jg9182
OG0000260	Aa_G374910.h1.t1	jg8418
OG0000262	Aa_G384670.h1.t1	jg7311
OG0000269	Aa_G550740.h1.t1, Aa_G620130.h1.t1, Aa_G550750.h1.t1	jg22908
OG0000269	Aa_G318700.h1.t1, Aa_G318690.h1.t1	jg14405, jg14407
OG0000269	Aa_G651390.h1.t1	jg1015
OG0000269	Aa_G199710.h1.t1	jg17967
OG0000270	Aa_G262890.h1.t1	jg443, jg25842
OG0000270	Aa_G357180.h1.t1	jg581
OG0000273	Aa_G513830.h1.t1	jg22098
OG0000274	Aa_G77030.h1.t1	jg27538
OG0000274	Aa_G11550.h1.t1	jg13700
OG0000277	Aa_G64840.h1.t1	jg30517
OG0000277	Aa_G238260.h4.t1, Aa_G696850.h4.t1, Aa_G637510.h1.t1, Aa_G137830.h4.t1	jg3222
OG0000279	Aa_G736560.h2.t1, Aa_G736560.h1.t1	jg20630, jg20632, jg20634, jg20628, jg20633, jg20631, jg20635
OG0000282	Aa_G371080.h1.t1	jg10266
OG0000283	Aa_G298720.h1.t1, Aa_G484440.h1.t1, Aa_G654900.h1.t1	jg20347, jg6911
OG0000283	Aa_G373470.h1.t1	jg6794
OG0000284	Aa_G13620.h1.t1	jg5787, jg10834
OG0000285	Aa_G58940.h1.t1	jg10428
OG0000285	Aa_G438370.h1.t1	jg9725
OG0000286	Aa_G467490.h1.t1	jg11068
OG0000286	Aa_G136990.h1.t1	jg25017, jg25016, jg25015
OG0000286	Aa_G344370.h1.t1	jg28841
OG0000289	Aa_G518570.h1.t1	jg26839, jg26840, jg26924, jg26930, jg26928, jg26834, jg26931
OG0000289	Aa_G201920.h1.t1, Aa_G183780.h1.t1, Aa_G208770.h1.t1, Aa_G258130.h1.t1	jg18393, jg18428
OG0000290	Aa_G447090.h1.t1, Aa_G201950.h1.t1	jg7742
OG0000290	Aa_G135610.h1.t1	jg33120, jg7741
OG0000290	Aa_G135600.h1.t1	jg416, jg418
OG0000290	Aa_G135630.h1.t1, Aa_G201960.h1.t1, Aa_G413420.h1.t1	jg415, jg413
OG0000290	Aa_G688850.h1.t1	jg21564, jg12797
OG0000291	Aa_G681660.h1.t1	jg14552, jg14546
OG0000291	Aa_G136630.h1.t1	jg27048, jg27072, jg27071
OG0000292	Aa_G209590.h1.t1	jg27846
OG0000294	Aa_G421160.h1.t1, Aa_G421160.h2.t1	jg7548, jg7545
OG0000295	Aa_G332200.h1.t1	jg31317
OG0000295	Aa_G285200.h1.t1	jg25085, jg7398, jg25082, jg26786
OG0000296	Aa_G650690.h1.t1, Aa_G650690.h2.t1	jg22851, jg22847
OG0000296	Aa_G848610.h1.t1	jg22801, jg21885, jg22800, jg22798, jg22799
OG0000299	Aa_G1105490.h7.t1, Aa_G1074250.h24.t1, Aa_G1105490.h1.t1, Aa_G1074250.h29.t1, Aa_G1074250.h4.t1, Aa_G1074250.h1.t1, Aa_G1074250.h5.t1, Aa_G1074250.h22.t1, Aa_G1074250.h7.t1, Aa_G1074250.h6.t1, Aa_G1074250.h33.t1, Aa_G1074250.h19.t1, Aa_G1074250.h2.t1, Aa_G1074250.h18.t1, Aa_G1074250.h31.t1, Aa_G1074250.h9.t1, Aa_G1074250.h32.t1, Aa_G1074250.h20.t1, Aa_G1074250.h16.t1, Aa_G1074250.h13.t1, Aa_G1074250.h21.t1, Aa_G1074250.h8.t1, Aa_G1074250.h17.t1, Aa_G1074250.h3.t1, Aa_G1074250.h14.t1, Aa_G1074250.h15.t1, Aa_G1074250.h26.t1, Aa_G1074250.h23.t1, Aa_G1074250.h28.t1, Aa_G1105490.h40.t1, Aa_G1074250.h25.t1, Aa_G1105490.h25.t1, Aa_G1074250.h30.t1, Aa_G1105490.h3.t1, Aa_G1074250.h11.t1, Aa_G1105490.h38.t1, Aa_G1074250.h27.t1, Aa_G1105490.h27.t1, Aa_G1074250.h10.t1, Aa_G1074250.h12.t1, Aa_G1105490.h24.t1, Aa_G1105490.h19.t1, Aa_G1105490.h29.t1, Aa_G1105490.h12.t1, Aa_G1105490.h14.t1, Aa_G1105490.h20.t1, Aa_G1105490.h30.t1, Aa_G1105490.h23.t1, Aa_G1105490.h28.t1, Aa_G1105490.h17.t1, Aa_G1105490.h2.t1, Aa_G1105490.h35.t1, Aa_G1105490.h33.t1, Aa_G1105490.h8.t1, Aa_G1105490.h6.t1, Aa_G1105490.h34.t1, Aa_G1105490.h32.t1, Aa_G1105490.h26.t1, Aa_G1105490.h37.t1, Aa_G1105490.h22.t1, Aa_G1105490.h16.t1, Aa_G1105490.h10.t1, Aa_G1105490.h4.t1, Aa_G1105490.h13.t1, Aa_G1105490.h36.t1, Aa_G1105490.h15.t1, Aa_G1105490.h11.t1, Aa_G1105490.h9.t1, Aa_G1105490.h18.t1, Aa_G1105490.h31.t1, Aa_G1105490.h39.t1, Aa_G1105490.h21.t1, Aa_G680670.h1.t1, Aa_G1020460.h1.t1, Aa_G800.h1.t1, Aa_G500.h1.t1, Aa_G1105490.h5.t1, Aa_G1098890.h1.t1, Aa_G1111760.h1.t1, Aa_G1106260.h11.t1, Aa_G1106260.h5.t1, Aa_G1106260.h2.t1, Aa_G1106260.h8.t1, Aa_G1106260.h6.t1, Aa_G1106260.h7.t1, Aa_G1106260.h9.t1, Aa_G1106260.h4.t1, Aa_G1106260.h1.t1, Aa_G1106260.h3.t1, Aa_G1095480.h1.t1	jg17441
OG0000301	Aa_G553550.h1.t1	jg19826
OG0000304	Aa_G222500.h1.t1	jg17079
OG0000304	Aa_G219570.h1.t1	jg19308
OG0000305	Aa_G431220.h1.t1	jg19283
OG0000306	Aa_G109980.h1.t1, Aa_G682460.h2.t1, Aa_G682460.h1.t1	jg12412
OG0000307	Aa_G415030.h1.t1	jg33267
OG0000308	Aa_G219510.h1.t1, Aa_G219520.h1.t1, Aa_G520320.h1.t1, Aa_G520310.h1.t1	jg20895, jg20892, jg20894, jg20890, jg20896, jg20889
OG0000309	Aa_G461520.h2.t1, Aa_G362130.h1.t1, Aa_G345330.h4.t1, Aa_G345330.h2.t1, Aa_G6660.h4.t1, Aa_G362130.h4.t1, Aa_G6660.h3.t1, Aa_G461520.h4.t1, Aa_G461520.h3.t1, Aa_G345330.h1.t1, Aa_G362130.h2.t1, Aa_G461520.h1.t1, Aa_G6660.h1.t1, Aa_G362130.h3.t1, Aa_G6660.h2.t1, Aa_G345330.h3.t1	jg29154, jg29153
OG0000313	Aa_G673450.h1.t1	jg10557
OG0000313	Aa_G195760.h1.t1	jg9481, jg9478, jg9474
OG0000314	Aa_G1055220.h2.t1, Aa_G1055220.h1.t1, Aa_G205300.h1.t1	jg5864, jg17174, jg18126, jg27798
OG0000316	Aa_G340170.h1.t1, Aa_G340150.h1.t1	jg25482, jg25485, jg25483
OG0000316	Aa_G140380.h1.t1	jg25481
OG0000318	Aa_G293710.h1.t1, Aa_G265690.h1.t1	jg2564, jg2563
OG0000318	Aa_G1039270.h1.t1, Aa_G1039270.h2.t1, Aa_G30130.h1.t1	jg27679, jg32154
OG0000321	Aa_G180990.h2.t1, Aa_G164530.h2.t1, Aa_G180990.h1.t1, Aa_G164530.h1.t1	jg33127, jg33133
OG0000323	Aa_G10240.h1.t1	jg2927
OG0000323	Aa_G366540.h1.t1	jg2919
OG0000323	Aa_G10250.h1.t1	jg2926
OG0000323	Aa_G278440.h1.t1	jg1474, jg20698
OG0000325	Aa_G477760.h1.t1	jg28796
OG0000325	Aa_G477770.h1.t1	jg28797
OG0000325	Aa_G183680.h1.t1	jg18396
OG0000326	Aa_G665880.h1.t1, Aa_G442040.h1.t1	jg31005, jg13147, jg2458, jg25667, jg12408, jg12409, jg12410, jg22013, jg14842, jg24902, jg25139, jg24918, jg24919, jg2457, jg24602
OG0000327	Aa_G541690.h1.t1	jg10613
OG0000329	Aa_G408720.h1.t1	jg11299
OG0000330	Aa_G10200.h1.t1, Aa_G579240.h1.t1	jg2932, jg2931
OG0000330	Aa_G10210.h1.t1	jg2930
OG0000330	Aa_G278470.h1.t1	jg30287
OG0000331	Aa_G6420.h1.t1	jg28558, jg8055
OG0000331	Aa_G53610.h1.t1	jg25844
OG0000332	Aa_G597960.h1.t1	jg805, jg807, jg814
OG0000332	Aa_G589850.h1.t1	jg815, jg820, jg826, jg816, jg817, jg823, jg821, jg818, jg806
OG0000335	Aa_G132690.h1.t1, Aa_G132680.h1.t1	jg16034
OG0000336	Aa_G516410.h3.t1, Aa_G160960.h2.t1, Aa_G57030.h3.t1, Aa_G160960.h3.t1, Aa_G516410.h2.t1, Aa_G160960.h1.t1, Aa_G516410.h1.t1, Aa_G57030.h2.t1, Aa_G57030.h1.t1	jg29325
OG0000339	Aa_G310980.h1.t1	jg18123, jg18125
OG0000341	Aa_G255150.h1.t1, Aa_G184290.h1.t1	jg32635, jg32647
OG0000342	Aa_G71220.h1.t1	jg16938
OG0000343	Aa_G131680.h1.t1, Aa_G38580.h1.t1, Aa_G510.h1.t1, Aa_G232320.h1.t1, Aa_G60.h1.t1, Aa_G136370.h1.t1, Aa_G628120.h1.t1, Aa_G106590.h1.t1	jg13708, jg17445, jg26926, jg6756, jg6755
OG0000344	Aa_G460480.h1.t1	jg364
OG0000345	Aa_G359930.h1.t1	jg4765
OG0000346	Aa_G14260.h1.t1	jg15260
OG0000346	Aa_G14220.h1.t1	jg15261
OG0000347	Aa_G17010.h1.t1	jg19995
OG0000347	Aa_G439790.h1.t1	jg10163
OG0000347	Aa_G291140.h1.t1	jg28458
OG0000349	Aa_G28290.h1.t1	jg22898
OG0000350	Aa_G95490.h1.t1, Aa_G95470.h1.t1, Aa_G334830.h1.t1, Aa_G244000.h1.t1	jg13712, jg26397, jg26398, jg26400, jg26399, jg26396, jg26395
OG0000351	Aa_G5620.h1.t1	jg26743, jg27595
OG0000355	Aa_G338300.h1.t1	jg22984
OG0000356	Aa_G405250.h1.t1	jg16973
OG0000356	Aa_G446760.h1.t1, Aa_G446780.h1.t1	jg16971, jg16970
OG0000356	Aa_G592710.h1.t1	jg16975
OG0000356	Aa_G559040.h1.t1, Aa_G446800.h1.t1	jg16967
OG0000356	Aa_G446810.h1.t1	jg16968
OG0000357	Aa_G248920.h1.t1, Aa_G248930.h1.t1	jg31533, jg31532
OG0000357	Aa_G12110.h1.t1, Aa_G336950.h1.t1	jg18545
OG0000358	Aa_G370080.h1.t1	jg10334
OG0000358	Aa_G36970.h1.t1	jg33246, jg33306, jg33305, jg33298, jg33297, jg33303, jg33299, jg33304, jg33300, jg33302, jg33301
OG0000361	Aa_G486820.h1.t1	jg17741
OG0000361	Aa_G306760.h1.t1	jg13739, jg17397
OG0000361	Aa_G494590.h1.t1	jg8476, jg7941, jg7460
OG0000363	Aa_G634170.h1.t1	jg11188
OG0000363	Aa_G108960.h1.t1	jg33778
OG0000363	Aa_G105070.h1.t1	jg3528
OG0000364	Aa_G705690.h1.t1	jg24355
OG0000365	Aa_G415750.h1.t1	jg31120
OG0000365	Aa_G415770.h1.t1	jg31122, jg31118, jg31119, jg31117
OG0000367	Aa_G404440.h1.t1, Aa_G297590.h1.t1, Aa_G129340.h1.t1	jg2333, jg30995
OG0000368	Aa_G656960.h1.t1, Aa_G656960.h2.t1, Aa_G770910.h1.t1	jg14450
OG0000369	Aa_G255530.h1.t1, Aa_G126250.h1.t1, Aa_G126240.h1.t1, Aa_G178990.h1.t1	jg21600, jg21583, jg21561, jg21534, jg21584, jg21558
OG0000370	Aa_G514020.h1.t1	jg7304, jg7722, jg7721, jg7726
OG0000376	Aa_G291280.h1.t1, Aa_G296480.h1.t1	jg918
OG0000376	Aa_G296460.h1.t1, Aa_G291300.h1.t1	jg916
OG0000377	Aa_G728130.h1.t1	jg8601
OG0000377	Aa_G767750.h1.t1	jg8600
OG0000379	Aa_G186470.h1.t1	jg13018
OG0000379	Aa_G348540.h1.t1	jg15354
OG0000379	Aa_G186480.h1.t1	jg13016
OG0000380	Aa_G739110.h1.t1, Aa_G345550.h1.t1, Aa_G28270.h1.t1	jg30710
OG0000380	Aa_G234720.h1.t1	jg22963, jg22951
OG0000381	Aa_G467340.h1.t1	jg3545
OG0000381	Aa_G257320.h1.t1	jg21076, jg18471, jg13731, jg18472, jg3544, jg3543
OG0000382	Aa_G99630.h1.t1, Aa_G99620.h1.t1	jg7975, jg7974, jg7976
OG0000382	Aa_G272430.h1.t1	jg18934
OG0000383	Aa_G349980.h1.t1	jg30941
OG0000383	Aa_G600780.h1.t1, Aa_G440370.h1.t1, Aa_G68850.h1.t1, Aa_G576610.h1.t1, Aa_G68870.h1.t1	jg13626, jg13629, jg15391, jg15393
OG0000385	Aa_G74610.h1.t1, Aa_G662460.h1.t1	jg9230
OG0000386	Aa_G232520.h1.t1	jg32065, jg32051
OG0000386	Aa_G688740.h1.t1	jg32059
OG0000386	Aa_G232510.h1.t1	jg32066
OG0000389	Aa_G596710.h1.t1	jg22549
OG0000389	Aa_G393090.h1.t1	jg17521
OG0000390	Aa_G292700.h1.t1	jg30796, jg30797
OG0000390	Aa_G292720.h1.t1	jg30801
OG0000390	Aa_G292710.h1.t1	jg30800
OG0000391	Aa_G37930.h1.t1	jg2971, jg2970
OG0000391	Aa_G586940.h1.t1, Aa_G586960.h1.t1, Aa_G302900.h1.t1, Aa_G586970.h1.t1	jg24982
OG0000392	Aa_G274920.h1.t1, Aa_G377760.h1.t1	jg30223
OG0000392	Aa_G417850.h1.t1	jg9939, jg9938
OG0000393	Aa_G745430.h1.t1, Aa_G731640.h2.t1, Aa_G731640.h1.t1	jg12479
OG0000394	Aa_G173550.h1.t1	jg33475
OG0000394	Aa_G173540.h1.t1	jg33477
OG0000394	Aa_G28170.h1.t1, Aa_G507890.h1.t1	jg31322
OG0000395	Aa_G458130.h1.t1	jg29880
OG0000395	Aa_G405220.h1.t1	jg27565
OG0000399	Aa_G191340.h1.t1	jg28568, jg8018
OG0000399	Aa_G123200.h1.t1	jg1426
OG0000402	Aa_G180800.h1.t1	jg23698
OG0000402	Aa_G180790.h1.t1, Aa_G180780.h1.t1, Aa_G180770.h1.t1	jg23699
OG0000402	Aa_G42770.h1.t1	jg23697
OG0000403	Aa_G133000.h1.t1	jg7765
OG0000403	Aa_G384340.h1.t1	jg7845
OG0000403	Aa_G133020.h1.t1	jg7844
OG0000404	Aa_G644570.h1.t1	jg27776, jg9479, jg17226
OG0000405	Aa_G317660.h1.t1	jg25463
OG0000405	Aa_G791070.h1.t1	jg23093
OG0000405	Aa_G317650.h1.t1	jg25467, jg32030
OG0000405	Aa_G317670.h1.t1	jg25462
OG0000407	Aa_G734680.h1.t1, Aa_G249900.h1.t1, Aa_G493010.h1.t1	jg28645, jg31101, jg20131
OG0000409	Aa_G204960.h1.t1	jg17641
OG0000410	Aa_G590640.h1.t1	jg10285
OG0000412	Aa_G158100.h1.t1	jg5485
OG0000412	Aa_G350120.h1.t1	jg12214
OG0000412	Aa_G201270.h1.t1	jg2061
OG0000412	Aa_G310220.h1.t1	jg25896
OG0000413	Aa_G668710.h1.t1, Aa_G546550.h1.t1, Aa_G546540.h1.t1, Aa_G546560.h1.t1, Aa_G535010.h1.t1	jg25354
OG0000413	Aa_G375510.h1.t1, Aa_G375500.h1.t1, Aa_G652550.h1.t1	jg33681
OG0000414	Aa_G162430.h1.t1	jg673
OG0000414	Aa_G105570.h1.t1	jg27345
OG0000414	Aa_G482170.h1.t1	jg11210
OG0000414	Aa_G384910.h1.t1	jg26431
OG0000420	Aa_G122230.h1.t1, Aa_G502240.h1.t1	jg5048
OG0000421	Aa_G586300.h1.t1	jg21967
OG0000421	Aa_G69750.h1.t1	jg9794
OG0000421	Aa_G755840.h1.t1	jg22448, jg22447
OG0000423	Aa_G293380.h1.t1	jg11745, jg1287
OG0000424	Aa_G123390.h1.t1	jg22288
OG0000424	Aa_G129640.h1.t1	jg9732
OG0000424	Aa_G133350.h1.t1	jg26230
OG0000425	Aa_G797910.h1.t1	jg11913
OG0000426	Aa_G495170.h1.t1	jg27779, jg32903, jg27618
OG0000429	Aa_G433100.h1.t1	jg1359, jg15868
OG0000429	Aa_G526170.h1.t1, Aa_G368510.h1.t1, Aa_G368520.h1.t1, Aa_G526240.h1.t1, Aa_G368560.h1.t1, Aa_G368570.h1.t1, Aa_G368530.h1.t1, Aa_G368550.h1.t1	jg15858
OG0000430	Aa_G117430.h1.t1	jg10342
OG0000430	Aa_G548750.h1.t1	jg731
OG0000432	Aa_G139210.h1.t1	jg32966, jg32963
OG0000432	Aa_G59060.h1.t1	jg10546
OG0000433	Aa_G310750.h1.t1, Aa_G299420.h1.t1	jg9737, jg9736, jg9735
OG0000434	Aa_G157070.h1.t1	jg32516
OG0000436	Aa_G318830.h1.t1	jg14380
OG0000436	Aa_G33850.h1.t1	jg22927, jg22928
OG0000436	Aa_G33860.h1.t1	jg22929
OG0000437	Aa_G22060.h1.t1, Aa_G38530.h1.t1	jg22554, jg9831
OG0000437	Aa_G726630.h1.t1	jg28169
OG0000438	Aa_G303170.h1.t1, Aa_G241010.h1.t1	jg14103, jg14100, jg14110, jg14105, jg14108, jg14098, jg20919, jg14109, jg14106, jg14233, jg14232
OG0000438	Aa_G296280.h1.t1	jg14099
OG0000440	Aa_G287210.h1.t1, Aa_G217240.h1.t1	jg21485, jg21490, jg21492, jg21483, jg21497, jg21498, jg21491, jg28254, jg21482, jg21489, jg21496
OG0000441	Aa_G627150.h1.t1, Aa_G226950.h1.t1, Aa_G101080.h1.t1, Aa_G1104720.h33.t1	jg7240
OG0000441	Aa_G1005060.h1.t1, Aa_G1004400.h1.t1	jg1945, jg17440
OG0000443	Aa_G542010.h1.t1	jg9154
OG0000443	Aa_G494160.h1.t1	jg17131
OG0000443	Aa_G70670.h1.t1	jg6415
OG0000444	Aa_G167480.h1.t1	jg18200
OG0000444	Aa_G340530.h1.t1, Aa_G686900.h1.t1	jg15993
OG0000445	Aa_G630820.h1.t1	jg6224
OG0000445	Aa_G273400.h1.t1, Aa_G554010.h1.t1, Aa_G106840.h1.t1	jg16878
OG0000446	Aa_G173830.h1.t1	jg6094, jg7081
OG0000446	Aa_G515610.h1.t1, Aa_G515580.h1.t1, Aa_G173840.h1.t1	jg6090
OG0000447	Aa_G307560.h1.t1, Aa_G313390.h2.t1, Aa_G313390.h1.t1	jg15180, jg25103, jg18747
OG0000448	Aa_G734010.h1.t1, Aa_G626840.h1.t1, Aa_G303250.h1.t1	jg13605, jg13608
OG0000448	Aa_G303210.h1.t1	jg13602
OG0000449	Aa_G449530.h1.t1, Aa_G175720.h1.t1, Aa_G175730.h1.t1, Aa_G175740.h1.t1	jg15925, jg15924, jg15929
OG0000449	Aa_G517120.h1.t1, Aa_G111830.h1.t1, Aa_G111790.h1.t1, Aa_G46620.h1.t1, Aa_G111800.h1.t1, Aa_G111810.h1.t1	jg24132, jg24131
OG0000450	Aa_G102660.h1.t1	jg30082
OG0000450	Aa_G37870.h1.t1	jg11999, jg20839, jg20841
OG0000451	Aa_G204790.h1.t1, Aa_G316650.h1.t1, Aa_G12800.h1.t1, Aa_G15530.h1.t1, Aa_G15540.h4.t1, Aa_G15540.h1.t1, Aa_G15540.h2.t1, Aa_G15540.h3.t1, Aa_G15540.h5.t1, Aa_G441580.h1.t1, Aa_G146350.h1.t1, Aa_G206250.h1.t1, Aa_G176030.h1.t1, Aa_G897000.h1.t1, Aa_G1010670.h1.t1, Aa_G527160.h1.t1, Aa_G12780.h1.t1, Aa_G560430.h1.t1	jg990, jg976, jg5486, jg32699
OG0000452	Aa_G644850.h1.t1	jg561, jg560
OG0000452	Aa_G433350.h1.t1, Aa_G433360.h1.t1	jg562
OG0000452	Aa_G8570.h1.t1, Aa_G8580.h1.t1	jg566, jg565
OG0000457	Aa_G38790.h1.t1	jg24317, jg28766
OG0000458	Aa_G366260.h1.t1	jg31419
OG0000458	Aa_G109570.h1.t1	jg31424, jg31418
OG0000459	Aa_G245230.h1.t1	jg10503, jg10507
OG0000459	Aa_G108500.h1.t1	jg22903
OG0000459	Aa_G495150.h1.t1	jg14424
OG0000460	Aa_G463610.h1.t1	jg25335
OG0000460	Aa_G232850.h1.t1	jg22533
OG0000463	Aa_G455060.h1.t1	jg32175
OG0000464	Aa_G211740.h1.t1, Aa_G105950.h1.t1, Aa_G105940.h1.t1, Aa_G105960.h1.t1	jg28529, jg28530
OG0000466	Aa_G714130.h1.t1	jg7830
OG0000469	Aa_G587490.h1.t1, Aa_G587490.h2.t1, Aa_G220170.h2.t1, Aa_G587490.h3.t1, Aa_G220170.h3.t1, Aa_G220170.h1.t1	jg15897, jg19591, jg10715, jg20504
OG0000470	Aa_G155250.h1.t1, Aa_G155240.h1.t1	jg5117, jg5119
OG0000471	Aa_G754920.h1.t1, Aa_G654020.h1.t1, Aa_G653760.h1.t1	jg11421, jg11417, jg11415, jg11432, jg11422
OG0000473	Aa_G106340.h1.t1	jg28396
OG0000473	Aa_G106350.h1.t1	jg28395
OG0000474	Aa_G341240.h1.t1	jg28747
OG0000474	Aa_G359990.h1.t1	jg20853
OG0000474	Aa_G314840.h1.t1	jg11064
OG0000475	Aa_G402960.h1.t1	jg11478, jg28172
OG0000475	Aa_G65110.h1.t1	jg33667, jg12650
OG0000475	Aa_G400820.h1.t1, Aa_G150010.h1.t1, Aa_G320050.h1.t1, Aa_G366720.h1.t1, Aa_G48980.h1.t1	jg775
OG0000476	Aa_G309600.h1.t1	jg6712, jg6710, jg6600, jg6598
OG0000477	Aa_G13650.h1.t1	jg23206
OG0000477	Aa_G146200.h1.t1	jg13074
OG0000478	Aa_G740410.h1.t1	jg26681
OG0000478	Aa_G710810.h1.t1	jg384, jg386
OG0000480	Aa_G8600.h1.t1	jg868
OG0000481	Aa_G202610.h1.t1	jg1153
OG0000481	Aa_G171300.h1.t1	jg29378
OG0000482	Aa_G899430.h1.t1	jg2863
OG0000483	Aa_G113000.h1.t1	jg6491, jg6492, jg6493
OG0000484	Aa_G156090.h1.t1	jg21310
OG0000484	Aa_G156120.h1.t1	jg9382
OG0000484	Aa_G156110.h1.t1, Aa_G156100.h1.t1	jg9383, jg1872
OG0000485	Aa_G494770.h1.t1	jg10170, jg10168, jg10169
OG0000491	Aa_G390160.h1.t1	jg14643, jg14645
OG0000491	Aa_G390170.h1.t1	jg14644
OG0000492	Aa_G331300.h1.t1	jg15405
OG0000492	Aa_G216900.h1.t1	jg19076
OG0000495	Aa_G887410.h1.t1	jg14399
OG0000495	Aa_G1090420.h1.t1	jg3001
