Orthogroup	Arabis_alpina	Raphanus_sativus
OG0000153	Aa_G358520.h1.t1	XP_018436970.1, XP_018480845.1, XP_018437236.1
OG0000153	Aa_G35530.h1.t1	XP_018475632.1, XP_018475595.1
OG0000153	Aa_G310600.h1.t1	XP_018489135.1
OG0000153	Aa_G173900.h1.t1	XP_018481073.1, XP_018477487.1, XP_018438804.1, XP_018439613.1
OG0000154	Aa_G37000.h1.t1	XP_018479145.1
OG0000154	Aa_G507510.h1.t1, Aa_G507500.h1.t1	XP_018449548.1
OG0000154	Aa_G406970.h1.t1, Aa_G434970.h1.t1, Aa_G462070.h1.t1, Aa_G434980.h1.t1	XP_018485330.1
OG0000155	Aa_G11930.h1.t1, Aa_G86920.h1.t1, Aa_G83970.h1.t1	XP_018487629.1, XP_018479823.1, XP_018460158.1, XP_018436060.1, XP_018435740.1, XP_018453527.1, XP_018479684.1, XP_018473996.1, XP_018464080.1, XP_018467634.1, XP_018466049.1, XP_018474155.1, XP_018474156.1, XP_018474024.1, XP_018454104.1, XP_018479281.1, XP_018479306.1, XP_018473850.1
OG0000155	Aa_G30210.h1.t1, Aa_G848170.h1.t1, Aa_G330590.h1.t1	XP_018458826.1, XP_018443310.1, XP_018473753.1
OG0000155	Aa_G506350.h1.t1	XP_018435570.1
OG0000155	Aa_G50920.h1.t1	XP_018448858.1
OG0000160	Aa_G190130.h1.t1	XP_018456672.1, XP_018439896.1
OG0000160	Aa_G620370.h1.t1	XP_018482147.1, XP_018459851.1, XP_018480330.1, XP_018459849.1, XP_018470513.1, XP_018447677.1, XP_018447191.1
OG0000160	Aa_G307400.h1.t1	XP_018470730.1, XP_018456230.1
OG0000160	Aa_G194510.h1.t1	XP_018489772.1
OG0000160	Aa_G490420.h1.t1	XP_018440073.1
OG0000160	Aa_G21590.h1.t1	XP_018442966.1, XP_018453169.1
OG0000160	Aa_G41590.h1.t1	XP_018441376.1
OG0000161	Aa_G172360.h1.t1	XP_018438287.1, XP_018466357.1, XP_018465418.1, XP_018465994.1, XP_018478423.1, XP_018453459.1, XP_018465807.1, XP_018469934.1, XP_018469930.1, XP_018466917.1, XP_018467660.1, XP_018436007.1, XP_018465716.1, XP_018462147.1, XP_018469898.1, XP_018473855.1, XP_018440662.1, XP_018433425.1, XP_018465227.1, XP_018479677.1, XP_018465706.1, XP_018448624.1, XP_018455355.1, XP_018473872.1, XP_018472887.1, XP_018486622.1, XP_018486853.1, XP_018466281.1, XP_018449849.1, XP_018490276.1, XP_018482262.1, XP_018479969.1, XP_018474160.1, XP_018443630.1, XP_018460036.1, XP_018435861.1, XP_018450442.1, XP_018471352.1
OG0000162	Aa_G851370.h1.t1	XP_018475016.1, XP_018474617.1
OG0000162	Aa_G363640.h1.t1	XP_018438649.1, XP_018475561.1, XP_018436227.1, XP_018436228.1
OG0000165	Aa_G370290.h1.t1, Aa_G370300.h1.t1, Aa_G293040.h1.t1, Aa_G370270.h1.t1, Aa_G228400.h1.t1	XP_018475385.1, XP_018476864.1, XP_018476871.1, XP_018476525.1, XP_018474676.1
OG0000166	Aa_G510600.h1.t1, Aa_G87240.h1.t1	XP_018453394.1
OG0000166	Aa_G792200.h1.t1	XP_018443442.1
OG0000169	Aa_G296310.h1.t1	XP_018490650.1, XP_018465835.1, XP_018488136.1, XP_018460812.1, XP_018449930.1, XP_018450149.1, XP_018464337.1, XP_018493592.1, XP_018476446.1
OG0000170	Aa_G48820.h1.t1	XP_018480331.1, XP_018477945.1, XP_018482760.1, XP_018480183.1, XP_018480175.1
OG0000170	Aa_G16090.h1.t1, Aa_G569190.h1.t1, Aa_G569190.h2.t1, Aa_G569190.h3.t1	XP_018485103.1
OG0000170	Aa_G16110.h1.t1	XP_018481458.1
OG0000171	Aa_G134060.h1.t1	XP_018471382.1, XP_018457991.1
OG0000171	Aa_G70150.h1.t1	XP_018435045.1
OG0000171	Aa_G580840.h1.t1	XP_018468491.1, XP_018455854.1
OG0000171	Aa_G24370.h1.t1	XP_018440453.1, XP_018492109.1, XP_018491228.1, XP_018486328.1
OG0000171	Aa_G2000.h1.t1	XP_018447674.1, XP_018461966.1, XP_018445231.1
OG0000173	Aa_G139550.h1.t1, Aa_G187970.h1.t1, Aa_G187960.h1.t1	XP_018466202.1, XP_018467464.1
OG0000174	Aa_G311760.h4.t1, Aa_G311760.h7.t1, Aa_G311760.h3.t1, Aa_G311760.h1.t1, Aa_G311760.h5.t1, Aa_G311760.h2.t1, Aa_G311760.h6.t1	XP_018461501.1, XP_018487536.1
OG0000175	Aa_G101710.h1.t1	XP_018433300.1
OG0000175	Aa_G473510.h1.t1, Aa_G473510.h2.t1	XP_018459179.1, XP_018444188.1
OG0000175	Aa_G193050.h1.t1	XP_018461928.1, XP_018466967.1
OG0000175	Aa_G535890.h1.t1	XP_018485313.1, XP_018485312.1
OG0000175	Aa_G775400.h2.t1, Aa_G453040.h2.t1, Aa_G453040.h1.t1, Aa_G775400.h1.t1	XP_018477462.1
OG0000176	Aa_G74650.h1.t1	XP_018461554.1
OG0000176	Aa_G595900.h1.t1	XP_018464981.1, XP_018470628.1
OG0000176	Aa_G245790.h1.t1, Aa_G319570.h1.t1	XP_018462965.1, XP_018460719.1
OG0000177	Aa_G60820.h1.t1, Aa_G835800.h1.t1	XP_018462732.1, XP_018464928.1
OG0000177	Aa_G86910.h1.t1	XP_018450415.1, XP_018449054.1, XP_018449382.1
OG0000177	Aa_G507530.h1.t1	XP_018468276.1
OG0000178	Aa_G320630.h1.t1	XP_018462163.1, XP_018456012.1
OG0000178	Aa_G320670.h1.t1	XP_018453800.1
OG0000179	Aa_G323330.h1.t1	XP_018463598.1
OG0000182	Aa_G77300.h1.t1, Aa_G394610.h1.t1, Aa_G394570.h1.t1, Aa_G299160.h1.t1	XP_018466211.1, XP_018488976.1
OG0000182	Aa_G22640.h1.t1, Aa_G167450.h1.t1	XP_018443244.1
OG0000183	Aa_G505900.h1.t1	XP_018483199.1, XP_018442298.1
OG0000183	Aa_G88530.h2.t1	XP_018458585.1
OG0000183	Aa_G562480.h1.t1	XP_018446504.1
OG0000183	Aa_G562480.h2.t1	XP_018488389.1
OG0000183	Aa_G337660.h1.t1	XP_018433899.1, XP_018492563.1, XP_018476487.1, XP_018444117.1
OG0000185	Aa_G328640.h1.t1, Aa_G328640.h2.t1	XP_018488105.1
OG0000185	Aa_G161250.h1.t1	XP_018437795.1, XP_018435991.1, XP_018437982.1
OG0000186	Aa_G151570.h1.t1	XP_018460188.1, XP_018445439.1
OG0000186	Aa_G218170.h1.t1	XP_018475580.1, XP_018439292.1, XP_018439274.1
OG0000188	Aa_G4330.h1.t1	XP_018435291.1, XP_018438633.1, XP_018463291.1, XP_018438743.1, XP_018438489.1
OG0000189	Aa_G514660.h1.t1, Aa_G459730.h1.t1	XP_018491974.1, XP_018439736.1, XP_018468233.1, XP_018470632.1, XP_018481039.1, XP_018482967.1
OG0000189	Aa_G70160.h1.t1	XP_018488978.1
OG0000189	Aa_G266390.h1.t1	XP_018450746.1
OG0000191	Aa_G26980.h1.t1	XP_018436086.1, XP_018460717.1, XP_018479558.1, XP_018465016.1, XP_018448614.1, XP_018475801.1, XP_018453753.1, XP_018479520.1, XP_018453690.1, XP_018448545.1, XP_018460692.1, XP_018435701.1, XP_018460634.1, XP_018462864.1, XP_018460757.1, XP_018479822.1, XP_018435738.1, XP_018435736.1, XP_018435726.1
OG0000192	Aa_G43430.h1.t1, Aa_G420330.h1.t1, Aa_G184310.h1.t1, Aa_G457510.h1.t1	XP_018460555.1, XP_018460559.1, XP_018449623.1, XP_018482095.1, XP_018444265.1, XP_018462530.1, XP_018467255.1, XP_018479088.1
OG0000193	Aa_G484150.h1.t1	XP_018467632.1, XP_018448639.1, XP_018487466.1
OG0000195	Aa_G230200.h1.t1	XP_018433270.1, XP_018440534.1, XP_018435823.1, XP_018477234.1
OG0000195	Aa_G376620.h1.t1	XP_018462618.1, XP_018454886.1, XP_018475850.1, XP_018489253.1, XP_018486640.1, XP_018488325.1, XP_018489674.1, XP_018481012.1, XP_018483017.1, XP_018437543.1, XP_018487683.1, XP_018487685.1
OG0000196	Aa_G185160.h1.t1	XP_018466067.1
OG0000196	Aa_G574390.h1.t1	XP_018460159.1, XP_018477158.1
OG0000196	Aa_G201160.h1.t1	XP_018474319.1, XP_018474034.1
OG0000196	Aa_G165270.h1.t1	XP_018463080.1, XP_018475919.1, XP_018440220.1, XP_018438394.1
OG0000196	Aa_G229810.h1.t1	XP_018465536.1, XP_018479697.1
OG0000197	Aa_G460250.h1.t1, Aa_G460270.h1.t1, Aa_G460260.h1.t1	XP_018476022.1
OG0000197	Aa_G403160.h1.t1	XP_018448523.1
OG0000197	Aa_G674860.h1.t1	XP_018487852.1
OG0000198	Aa_G278170.h1.t1	XP_018461684.1, XP_018478930.1
OG0000198	Aa_G272200.h1.t1	XP_018491057.1
OG0000198	Aa_G222140.h1.t1, Aa_G238450.h1.t1	XP_018460378.1, XP_018481114.1, XP_018460375.1, XP_018479160.1
OG0000199	Aa_G123140.h1.t1, Aa_G191220.h1.t1, Aa_G284830.h1.t1	XP_018470386.1, XP_018449273.1, XP_018449280.1, XP_018449101.1
OG0000200	Aa_G366340.h1.t1	XP_018474323.1
OG0000200	Aa_G37370.h1.t1	XP_018451671.1
OG0000201	Aa_G427530.h1.t1, Aa_G703190.h1.t1, Aa_G900640.h1.t1, Aa_G337650.h1.t1, Aa_G556890.h1.t1, Aa_G455950.h1.t1, Aa_G38170.h1.t1, Aa_G297100.h1.t1, Aa_G254320.h1.t1, Aa_G734460.h1.t1, Aa_G210530.h1.t1, Aa_G528940.h1.t1, Aa_G155140.h1.t1, Aa_G400980.h1.t1, Aa_G182270.h1.t1, Aa_G869430.h1.t1, Aa_G906580.h1.t1, Aa_G584490.h1.t1, Aa_G17470.h1.t1, Aa_G947170.h1.t1, Aa_G319500.h1.t1, Aa_G265330.h1.t1, Aa_G473070.h1.t1, Aa_G989440.h1.t1, Aa_G818390.h1.t1, Aa_G802560.h1.t1, Aa_G412130.h1.t1, Aa_G2010.h1.t1, Aa_G502040.h1.t1, Aa_G630690.h1.t1, Aa_G177480.h1.t1, Aa_G350550.h1.t1, Aa_G46410.h1.t1, Aa_G106600.h1.t1, Aa_G634980.h1.t1, Aa_G907240.h1.t1	XP_018435943.1, XP_018487739.1, XP_018463948.1
OG0000202	Aa_G99540.h1.t1, Aa_G588730.h1.t1, Aa_G191550.h1.t1	XP_018453874.1
OG0000203	Aa_G526150.h1.t1	XP_018444359.1
OG0000203	Aa_G526230.h1.t1	XP_018444673.1, XP_018460880.1, XP_018484517.1, XP_018484516.1
OG0000203	Aa_G526180.h1.t1	XP_018446270.1, XP_018444506.1, XP_018444360.1
OG0000210	Aa_G175290.h1.t1	XP_018463531.1
OG0000210	Aa_G175300.h1.t1	XP_018436402.1
OG0000210	Aa_G573270.h1.t1, Aa_G208950.h1.t1, Aa_G77230.h1.t1, Aa_G208970.h1.t1, Aa_G208980.h1.t1	XP_018437416.1
OG0000211	Aa_G947060.h1.t1, Aa_G318020.h1.t1, Aa_G980420.h1.t1, Aa_G682580.h1.t1, Aa_G1008030.h1.t1, Aa_G623540.h1.t1, Aa_G1009350.h1.t1, Aa_G897220.h1.t1, Aa_G911310.h1.t1, Aa_G739800.h1.t1, Aa_G926270.h1.t1, Aa_G771910.h2.t1, Aa_G771910.h1.t1, Aa_G224780.h1.t1, Aa_G52990.h1.t1, Aa_G499920.h1.t1, Aa_G272810.h1.t1, Aa_G135900.h1.t1, Aa_G91380.h1.t1, Aa_G285490.h1.t1	XP_018435834.1, XP_018465129.1, XP_018460068.1, XP_018466980.1
OG0000214	Aa_G843970.h1.t1	XP_018455702.1
OG0000216	Aa_G389410.h1.t1	XP_018455830.1, XP_018455873.1, XP_018467364.1
OG0000216	Aa_G57040.h1.t1	XP_018467341.1, XP_018465408.1
OG0000216	Aa_G373050.h1.t1	XP_018432540.1
OG0000219	Aa_G30010.h1.t1, Aa_G48860.h1.t1	XP_018462769.1, XP_018491750.1, XP_018491753.1
OG0000222	Aa_G878030.h1.t1	XP_018465694.1, XP_018459974.1, XP_018464076.1, XP_018464439.1, XP_018465458.1, XP_018462737.1
OG0000225	Aa_G5960.h1.t1, Aa_G109260.h1.t1, Aa_G458000.h1.t1, Aa_G335450.h1.t1, Aa_G335440.h1.t1	XP_018455101.1, XP_018455692.1, XP_018456709.1
OG0000227	Aa_G216090.h1.t1, Aa_G333250.h1.t1	XP_018485954.1
OG0000227	Aa_G51090.h1.t1	XP_018479761.1, XP_018466385.1
OG0000230	Aa_G175750.h1.t1, Aa_G175760.h1.t1	XP_018442766.1, XP_018443617.1, XP_018442962.1, XP_018442910.1, XP_018458706.1, XP_018462102.1, XP_018439443.1
OG0000230	Aa_G175820.h1.t1, Aa_G175780.h1.t1, Aa_G284870.h1.t1, Aa_G175830.h1.t1	XP_018485958.1
OG0000232	Aa_G193030.h1.t1	XP_018459500.1
OG0000233	Aa_G471610.h1.t1	XP_018444381.1, XP_018464192.1
OG0000233	Aa_G529880.h1.t1, Aa_G471590.h1.t1, Aa_G471600.h1.t1	XP_018468589.1, XP_018469329.1, XP_018475327.1
OG0000233	Aa_G471620.h1.t1	XP_018444363.1
OG0000235	Aa_G291160.h1.t1, Aa_G105690.h1.t1	XP_018491917.1, XP_018483635.1
OG0000236	Aa_G342510.h1.t1	XP_018467415.1
OG0000238	Aa_G417160.h1.t1	XP_018455175.1, XP_018472034.1
OG0000238	Aa_G367300.h1.t1, Aa_G367290.h1.t1	XP_018479312.1, XP_018479305.1, XP_018447728.1
OG0000241	Aa_G213370.h1.t1	XP_018480650.1, XP_018462384.1, XP_018471212.1
OG0000241	Aa_G213350.h1.t1, Aa_G213340.h1.t1, Aa_G213320.h1.t1, Aa_G213330.h1.t1, Aa_G213310.h1.t1	XP_018439136.1, XP_018437127.1, XP_018447604.1, XP_018461916.1
OG0000241	Aa_G974580.h1.t1, Aa_G257180.h1.t1	XP_018454306.1
OG0000241	Aa_G257190.h1.t1	XP_018474567.1
OG0000242	Aa_G129860.h1.t1, Aa_G129870.h1.t1, Aa_G269360.h1.t1	XP_018469477.1, XP_018469474.1, XP_018454705.1
OG0000242	Aa_G40840.h1.t1	XP_018479318.1, XP_018437451.1
OG0000246	Aa_G25270.h1.t1	XP_018475360.1, XP_018475364.1
OG0000246	Aa_G25290.h1.t1	XP_018475104.1, XP_018472849.1
OG0000246	Aa_G25260.h1.t1	XP_018439075.1, XP_018483506.1
OG0000246	Aa_G25280.h1.t1	XP_018472847.1, XP_018475183.1, XP_018433127.1
OG0000246	Aa_G502830.h1.t1	XP_018461246.1
OG0000247	Aa_G462040.h1.t1	XP_018474982.1
OG0000249	Aa_G218650.h1.t1	XP_018455732.1
OG0000251	Aa_G276740.h1.t1	XP_018461336.1, XP_018479396.1, XP_018463901.1
OG0000251	Aa_G276750.h1.t1	XP_018460223.1
OG0000251	Aa_G636080.h1.t1	XP_018452790.1
OG0000251	Aa_G636100.h1.t1, Aa_G346220.h1.t1, Aa_G346200.h1.t1	XP_018480767.1
OG0000252	Aa_G74580.h1.t1, Aa_G145140.h1.t1	XP_018449522.1, XP_018450660.1, XP_018450661.1
OG0000252	Aa_G129410.h1.t1	XP_018468894.1
OG0000252	Aa_G129390.h1.t1	XP_018468896.1, XP_018474587.1, XP_018468895.1, XP_018480389.1
OG0000253	Aa_G280540.h1.t1, Aa_G162640.h1.t1, Aa_G162650.h1.t1, Aa_G85360.h1.t1	XP_018477110.1
OG0000253	Aa_G40310.h1.t1	XP_018439758.1
OG0000253	Aa_G40300.h1.t1	XP_018477122.1
OG0000254	Aa_G355590.h1.t1	XP_018481128.1, XP_018468570.1
OG0000254	Aa_G353530.h1.t1, Aa_G448600.h1.t1, Aa_G355570.h1.t1, Aa_G355580.h1.t1	XP_018449716.1, XP_018449598.1
OG0000254	Aa_G353520.h1.t1	XP_018463945.1
OG0000254	Aa_G355560.h1.t1	XP_018449673.1
OG0000257	Aa_G465980.h1.t1, Aa_G403750.h1.t1	XP_018443188.1
OG0000257	Aa_G281760.h1.t1, Aa_G281770.h1.t1	XP_018445121.1
OG0000258	Aa_G560.h1.t1	XP_018479718.1, XP_018459057.1
OG0000259	Aa_G399280.h1.t1	XP_018487567.1, XP_018448433.1, XP_018487583.1
OG0000260	Aa_G113520.h1.t1, Aa_G65830.h1.t1	XP_018457454.1
OG0000260	Aa_G374910.h1.t1	XP_018471018.1
OG0000261	Aa_G337640.h1.t1	XP_018460502.1
OG0000269	Aa_G550740.h1.t1, Aa_G620130.h1.t1, Aa_G550750.h1.t1	XP_018476648.1, XP_018455000.1
OG0000269	Aa_G318700.h1.t1, Aa_G318690.h1.t1	XP_018440337.1
OG0000269	Aa_G651390.h1.t1, Aa_G199710.h1.t1	XP_018480724.1, XP_018460786.1, XP_018434856.1, XP_018434290.1
OG0000270	Aa_G328350.h1.t1	XP_018485653.1
OG0000270	Aa_G262890.h1.t1	XP_018467482.1
OG0000273	Aa_G195000.h1.t1	XP_018462821.1
OG0000274	Aa_G11550.h1.t1	XP_018481655.1
OG0000276	Aa_G997690.h1.t1	XP_018464091.1
OG0000277	Aa_G137830.h1.t1, Aa_G137830.h2.t1, Aa_G696850.h2.t1, Aa_G238260.h3.t1	XP_018485891.1
OG0000277	Aa_G238260.h4.t1, Aa_G696850.h4.t1, Aa_G637510.h1.t1, Aa_G137830.h4.t1	XP_018449508.1, XP_018466683.1, XP_018434541.1
OG0000279	Aa_G736560.h2.t1, Aa_G736560.h1.t1	XP_018478259.1
OG0000282	Aa_G371080.h1.t1	XP_018479177.1, XP_018479178.1, XP_018479175.1, XP_018465144.1
OG0000283	Aa_G373470.h1.t1	XP_018467209.1
OG0000284	Aa_G13620.h1.t1	XP_018473787.1, XP_018479443.1, XP_018463466.1, XP_018463416.1, XP_018462023.1, XP_018487394.1, XP_018463518.1, XP_018443667.1, XP_018448737.1, XP_018459266.1, XP_018479845.1, XP_018473622.1, XP_018453887.1, XP_018453818.1, XP_018453816.1, XP_018448769.1, XP_018465948.1, XP_018460765.1
OG0000285	Aa_G58940.h1.t1	XP_018471642.1
OG0000285	Aa_G438370.h1.t1	XP_018437937.1, XP_018450999.1, XP_018471751.1
OG0000285	Aa_G301510.h1.t1	XP_018458830.1
OG0000286	Aa_G340620.h1.t1	XP_018479935.1, XP_018479936.1, XP_018479937.1
OG0000286	Aa_G467490.h1.t1	XP_018453967.1
OG0000286	Aa_G136990.h1.t1	XP_018489176.1, XP_018487468.1
OG0000286	Aa_G652770.h1.t1	XP_018443359.1
OG0000290	Aa_G135610.h1.t1	XP_018453498.1
OG0000290	Aa_G135600.h1.t1	XP_018457917.1, XP_018455788.1
OG0000290	Aa_G688850.h1.t1	XP_018479693.1
OG0000291	Aa_G142370.h1.t1, Aa_G27380.h1.t1, Aa_G27360.h1.t1	XP_018493407.1
OG0000291	Aa_G681660.h1.t1	XP_018481703.1, XP_018486804.1, XP_018490651.1
OG0000292	Aa_G209590.h1.t1	XP_018460295.1, XP_018458695.1, XP_018466929.1, XP_018460570.1, XP_018467845.1, XP_018462688.1, XP_018479538.1, XP_018453625.1, XP_018448612.1, XP_018454005.1, XP_018436177.1, XP_018461754.1, XP_018462888.1, XP_018473809.1, XP_018448867.1, XP_018465005.1
OG0000294	Aa_G421160.h1.t1, Aa_G421160.h2.t1	XP_018479300.1, XP_018469589.1, XP_018467633.1
OG0000295	Aa_G332200.h1.t1	XP_018469365.1, XP_018469363.1
OG0000295	Aa_G285200.h1.t1	XP_018490419.1, XP_018488294.1
OG0000296	Aa_G650690.h1.t1, Aa_G650690.h2.t1	XP_018455338.1
OG0000296	Aa_G848610.h1.t1	XP_018465938.1, XP_018464951.1, XP_018465933.1, XP_018469119.1
OG0000298	Aa_G260280.h1.t1	XP_018442142.1
OG0000301	Aa_G553550.h1.t1	XP_018438312.1, XP_018438150.1, XP_018438144.1, XP_018438976.1, XP_018438132.1, XP_018481796.1, XP_018481764.1, XP_018455519.1, XP_018453908.1, XP_018455500.1, XP_018455278.1
OG0000304	Aa_G222500.h1.t1	XP_018436453.1
OG0000304	Aa_G728720.h1.t1	XP_018475291.1, XP_018474010.1, XP_018463873.1
OG0000304	Aa_G219570.h1.t1	XP_018480545.1
OG0000306	Aa_G109980.h1.t1, Aa_G682460.h2.t1, Aa_G682460.h1.t1	XP_018453642.1
OG0000308	Aa_G219510.h1.t1, Aa_G219520.h1.t1, Aa_G520320.h1.t1, Aa_G520310.h1.t1	XP_018455216.1, XP_018455324.1
OG0000312	Aa_G466720.h1.t1	XP_018474091.1, XP_018443659.1, XP_018473899.1
OG0000313	Aa_G195760.h1.t1	XP_018467798.1
OG0000313	Aa_G340400.h1.t1	XP_018484680.1
OG0000314	Aa_G342490.h1.t1	XP_018464126.1, XP_018462173.1
OG0000316	Aa_G140380.h1.t1	XP_018492521.1, XP_018451439.1, XP_018491052.1, XP_018485155.1, XP_018470496.1, XP_018488395.1, XP_018486817.1, XP_018461776.1, XP_018441645.1, XP_018463420.1
OG0000318	Aa_G293710.h1.t1, Aa_G265690.h1.t1	XP_018453400.1
OG0000318	Aa_G286220.h1.t1, Aa_G286200.h1.t1	XP_018449543.1
OG0000321	Aa_G180990.h2.t1, Aa_G164530.h2.t1, Aa_G180990.h1.t1	XP_018451266.1
OG0000321	Aa_G478070.h1.t1, Aa_G478070.h2.t1, Aa_G478060.h1.t1	XP_018476699.1
OG0000322	Aa_G452090.h1.t1	XP_018472331.1, XP_018468090.1
OG0000322	Aa_G541100.h1.t1, Aa_G541110.h1.t1	XP_018448351.1, XP_018464260.1, XP_018465656.1, XP_018451111.1
OG0000323	Aa_G10240.h1.t1	XP_018445610.1
OG0000323	Aa_G10250.h1.t1	XP_018458608.1, XP_018458610.1
OG0000325	Aa_G477760.h1.t1	XP_018490803.1, XP_018486715.1, XP_018447493.1
OG0000325	Aa_G700850.h1.t1	XP_018481595.1, XP_018437810.1, XP_018437490.1
OG0000326	Aa_G665880.h1.t1, Aa_G442040.h1.t1	XP_018437453.1, XP_018439457.1, XP_018488300.1
OG0000327	Aa_G505230.h1.t1	XP_018469624.1
OG0000329	Aa_G408720.h1.t1	XP_018449287.1, XP_018449858.1
OG0000329	Aa_G365280.h1.t1	XP_018455340.1, XP_018464565.1, XP_018480957.1
OG0000330	Aa_G10200.h1.t1, Aa_G579240.h1.t1	XP_018457752.1
OG0000330	Aa_G10210.h1.t1	XP_018442855.1, XP_018458605.1, XP_018443514.1, XP_018445230.1, XP_018454598.1, XP_018468728.1
OG0000330	Aa_G278470.h1.t1	XP_018473026.1
OG0000331	Aa_G46660.h1.t1	XP_018457024.1, XP_018474438.1
OG0000331	Aa_G53610.h1.t1	XP_018491505.1, XP_018436581.1, XP_018441923.1
OG0000331	Aa_G159770.h1.t1	XP_018476822.1
OG0000331	Aa_G593400.h1.t1	XP_018439366.1
OG0000332	Aa_G597960.h1.t1	XP_018457220.1, XP_018457221.1, XP_018433196.1
OG0000332	Aa_G283790.h1.t1, Aa_G545620.h1.t1	XP_018439488.1
OG0000332	Aa_G589850.h1.t1	XP_018457219.1, XP_018457211.1
OG0000336	Aa_G229600.h1.t1, Aa_G151440.h1.t1, Aa_G516410.h3.t1, Aa_G160960.h2.t1, Aa_G57030.h3.t1, Aa_G160960.h3.t1, Aa_G516410.h2.t1, Aa_G160960.h1.t1, Aa_G516410.h1.t1, Aa_G57030.h2.t1, Aa_G57030.h1.t1	XP_018460718.1
OG0000339	Aa_G310980.h1.t1	XP_018475851.1
OG0000339	Aa_G455040.h1.t1	XP_018481798.1, XP_018481552.1
OG0000341	Aa_G255150.h1.t1, Aa_G184290.h1.t1	XP_018473279.1
OG0000341	Aa_G33370.h1.t1	XP_018475307.1
OG0000341	Aa_G75970.h1.t1, Aa_G258440.h1.t1	XP_018480269.1
OG0000342	Aa_G71220.h1.t1	XP_018461070.1
OG0000343	Aa_G131680.h1.t1, Aa_G38580.h1.t1, Aa_G510.h1.t1, Aa_G232320.h1.t1, Aa_G60.h1.t1, Aa_G136370.h1.t1, Aa_G628120.h1.t1, Aa_G106590.h1.t1	XP_018436090.1, XP_018454135.1, XP_018464914.1, XP_018460151.1, XP_018458865.1, XP_018467332.1, XP_018458447.1, XP_018479621.1, XP_018443750.1, XP_018467343.1, XP_018467502.1, XP_018461946.1
OG0000344	Aa_G732520.h1.t1	XP_018487842.1
OG0000344	Aa_G535390.h1.t1	XP_018453478.1
OG0000344	Aa_G542150.h1.t1	XP_018457458.1, XP_018461296.1
OG0000345	Aa_G359930.h1.t1	XP_018469370.1
OG0000345	Aa_G341210.h1.t1	XP_018447680.1, XP_018487067.1, XP_018479655.1
OG0000346	Aa_G14260.h1.t1	XP_018444948.1
OG0000347	Aa_G439790.h1.t1	XP_018484784.1
OG0000347	Aa_G291140.h1.t1	XP_018492374.1, XP_018479301.1
OG0000349	Aa_G28290.h1.t1, Aa_G28300.h1.t1, Aa_G671340.h1.t1	XP_018477972.1, XP_018452389.1
OG0000350	Aa_G95490.h1.t1, Aa_G95470.h1.t1, Aa_G334830.h1.t1, Aa_G244000.h1.t1	XP_018460621.1, XP_018461068.1, XP_018487637.1, XP_018489821.1, XP_018487636.1, XP_018460623.1, XP_018489757.1, XP_018461066.1, XP_018460622.1, XP_018437528.1, XP_018438426.1
OG0000351	Aa_G5620.h1.t1	XP_018491092.1
OG0000355	Aa_G338300.h1.t1	XP_018465981.1, XP_018466119.1, XP_018470141.1
OG0000356	Aa_G405250.h1.t1	XP_018479772.1, XP_018479770.1
OG0000356	Aa_G592710.h1.t1	XP_018475790.1
OG0000356	Aa_G559040.h1.t1, Aa_G446800.h1.t1, Aa_G446810.h1.t1	XP_018433753.1
OG0000356	Aa_G559030.h1.t1	XP_018475787.1, XP_018436183.1, XP_018436173.1
OG0000357	Aa_G12100.h1.t1	XP_018439698.1, XP_018476863.1, XP_018476915.1, XP_018483495.1
OG0000357	Aa_G12110.h1.t1, Aa_G336950.h1.t1	XP_018439699.1
OG0000358	Aa_G36970.h1.t1	XP_018489527.1, XP_018492782.1, XP_018489110.1, XP_018489739.1
OG0000359	Aa_G88090.h1.t1	XP_018468934.1
OG0000359	Aa_G573680.h1.t1	XP_018449681.1, XP_018483820.1, XP_018451599.1
OG0000361	Aa_G486820.h1.t1, Aa_G306760.h1.t1, Aa_G273860.h1.t1	XP_018443236.1
OG0000363	Aa_G634170.h1.t1	XP_018474938.1, XP_018467175.1
OG0000363	Aa_G105070.h1.t1	XP_018485026.1, XP_018485017.1, XP_018465267.1, XP_018438523.1
OG0000364	Aa_G705690.h1.t1	XP_018467564.1, XP_018479490.1, XP_018435749.1
OG0000365	Aa_G422690.h1.t1, Aa_G422670.h1.t1, Aa_G422680.h1.t1	XP_018471228.1
OG0000365	Aa_G415770.h1.t1	XP_018479685.1
OG0000368	Aa_G656960.h1.t1, Aa_G656960.h2.t1, Aa_G770910.h1.t1	XP_018455305.1
OG0000369	Aa_G255530.h1.t1, Aa_G126250.h1.t1, Aa_G126240.h1.t1, Aa_G178990.h1.t1	XP_018448809.1, XP_018448806.1, XP_018448805.1, XP_018448808.1, XP_018448804.1, XP_018461801.1, XP_018477225.1, XP_018477643.1, XP_018477675.1, XP_018488001.1, XP_018477620.1, XP_018482159.1, XP_018488288.1, XP_018490867.1, XP_018473755.1, XP_018442004.1, XP_018466466.1, XP_018477202.1, XP_018466316.1
OG0000376	Aa_G296490.h1.t1	XP_018438086.1, XP_018465350.1, XP_018438085.1
OG0000376	Aa_G291290.h1.t1	XP_018492814.1
OG0000376	Aa_G296480.h1.t1	XP_018454190.1
OG0000376	Aa_G296460.h1.t1, Aa_G291300.h1.t1	XP_018455619.1, XP_018457367.1, XP_018455620.1
