Orthogroup	Arabis_alpina	Arabidopsis_lyrata_Rawat
OG0000202	Aa_G548600.h1.t1, Aa_G191580.h1.t1, Aa_G99550.h1.t1, Aa_G180050.h1.t1, Aa_G296350.h1.t1, Aa_G77280.h1.t1, Aa_G53200.h1.t1, Aa_G53180.h2.t1, Aa_G53180.h1.t1, Aa_G53180.h3.t1	AL6G50960
OG0000202	Aa_G71240.h1.t1	AL6G47610
OG0000202	Aa_G434790.h1.t1, Aa_G716220.h1.t1	AL2G28240
OG0000202	Aa_G99540.h1.t1, Aa_G588730.h1.t1, Aa_G191550.h1.t1	AL6G51540
OG0000203	Aa_G526150.h1.t1	AL5G39980, AL5G40000
OG0000203	Aa_G526230.h1.t1	AL5G40110
OG0000203	Aa_G526180.h1.t1	AL5G40100
OG0000208	Aa_G979430.h1.t1	AL4G14050
OG0000210	Aa_G175290.h1.t1	AL4G44040
OG0000210	Aa_G77230.h1.t1, Aa_G208970.h1.t1, Aa_G208980.h1.t1	AL4G20750
OG0000211	Aa_G947060.h1.t1, Aa_G318020.h1.t1, Aa_G980420.h1.t1, Aa_G682580.h1.t1, Aa_G1008030.h1.t1, Aa_G623540.h1.t1, Aa_G1009350.h1.t1, Aa_G897220.h1.t1, Aa_G911310.h1.t1, Aa_G739800.h1.t1, Aa_G926270.h1.t1, Aa_G771910.h2.t1, Aa_G771910.h1.t1, Aa_G224780.h1.t1, Aa_G52990.h1.t1, Aa_G499920.h1.t1, Aa_G272810.h1.t1, Aa_G135900.h1.t1, Aa_G91380.h1.t1, Aa_G285490.h1.t1	AL7G52630
OG0000216	Aa_G389410.h1.t1	AL6G47230
OG0000216	Aa_G57040.h1.t1	AL2G18850
OG0000216	Aa_G373050.h1.t1	AL5G37800
OG0000219	Aa_G30010.h1.t1	AL7G46090
OG0000219	Aa_G48860.h1.t1	AL7G49700, AL7G49110, AL7G49680
OG0000219	Aa_G584620.h1.t1	AL7G49120, AL7G43790
OG0000219	Aa_G974030.h1.t1, Aa_G961810.h1.t1, Aa_G631990.h1.t1	AL7G49130, AL7G46120
OG0000222	Aa_G878030.h1.t1	AL6G40720
OG0000225	Aa_G5960.h1.t1, Aa_G109260.h1.t1, Aa_G458000.h1.t1, Aa_G335450.h1.t1, Aa_G335440.h1.t1	AL2G28790
OG0000226	Aa_G519980.h1.t1	AL5G19060
OG0000227	Aa_G216090.h1.t1, Aa_G333250.h1.t1	AL3G16300, AL3G16310
OG0000230	Aa_G175840.h1.t1	AL5G40710
OG0000230	Aa_G262340.h1.t1, Aa_G175680.h1.t1, Aa_G262350.h1.t1, Aa_G175640.h1.t1	AL7G52220
OG0000232	Aa_G193030.h1.t1	AL3G48740, AL1G53480
OG0000233	Aa_G471610.h1.t1	AL6G17860
OG0000233	Aa_G529880.h1.t1, Aa_G471590.h1.t1, Aa_G471600.h1.t1	AL6G17870
OG0000233	Aa_G471620.h1.t1	AL6G17850
OG0000234	Aa_G685240.h1.t1	AL6G12270, AL6G12280, AL6G12310, AL3G47640, AL1G59710, AL1G59720, AL6G12290
OG0000235	Aa_G278130.h1.t1	AL4G35970, AL463U10040, AL4G36830
OG0000235	Aa_G181670.h1.t1, Aa_G191760.h1.t1	AL1G56900
OG0000236	Aa_G133930.h1.t1, Aa_G792760.h1.t1, Aa_G826850.h1.t1	AL2G28820
OG0000236	Aa_G384940.h1.t1	AL2G23070
OG0000237	Aa_G29610.h1.t1	AL5G33670
OG0000238	Aa_G367300.h1.t1, Aa_G367290.h1.t1	AL6G40180, AL6G40330
OG0000238	Aa_G412960.h1.t1	AL2G30370
OG0000241	Aa_G213370.h1.t1	AL7G32050
OG0000241	Aa_G213350.h1.t1, Aa_G213340.h1.t1, Aa_G213320.h1.t1, Aa_G213330.h1.t1, Aa_G213310.h1.t1	AL7G32060
OG0000241	Aa_G213300.h1.t1, Aa_G213290.h1.t1	AL7G32080, AL7G32090
OG0000241	Aa_G257170.h1.t1	AL6G48330
OG0000241	Aa_G974580.h1.t1, Aa_G257180.h1.t1	AL6G48290
OG0000241	Aa_G257190.h1.t1	AL6G48310
OG0000242	Aa_G129860.h1.t1, Aa_G129870.h1.t1, Aa_G269360.h1.t1	AL3G16620
OG0000243	Aa_G465020.h1.t1, Aa_G465030.h1.t1, Aa_G778410.h1.t1	AL1G43240
OG0000244	Aa_G189060.h1.t1	AL6G49970, AL6G49560
OG0000246	Aa_G25290.h1.t1	AL4G32990
OG0000246	Aa_G25260.h1.t1	AL4G32970
OG0000246	Aa_G25280.h1.t1	AL4G32980
OG0000247	Aa_G462040.h1.t1	AL1G46070
OG0000248	Aa_G174720.h1.t1	nbis-gene-574, nbis-gene-573
OG0000250	Aa_G41880.h2.t1, Aa_G41880.h1.t1	AL6G50030
OG0000251	Aa_G276750.h1.t1	AL5G15090
OG0000251	Aa_G69130.h1.t1	AL8G33230
OG0000251	Aa_G636080.h1.t1	AL5G15010
OG0000251	Aa_G636100.h1.t1, Aa_G346220.h1.t1, Aa_G346200.h1.t1	AL5G15040
OG0000252	Aa_G74580.h1.t1, Aa_G145140.h1.t1	AL7G20350
OG0000252	Aa_G129390.h1.t1	AL2G37720
OG0000253	Aa_G280540.h1.t1, Aa_G162640.h1.t1, Aa_G162650.h1.t1, Aa_G85360.h1.t1	AL1G66060
OG0000253	Aa_G40310.h1.t1	AL1G19530
OG0000253	Aa_G403550.h1.t1	AL3G20620
OG0000253	Aa_G40300.h1.t1	AL1G19520
OG0000253	Aa_G85370.h1.t1	AL6G11740
OG0000254	Aa_G355590.h1.t1	AL7G39720
OG0000254	Aa_G355560.h1.t1	AL7G39730
OG0000257	Aa_G465980.h1.t1, Aa_G403750.h1.t1	AL7G45400
OG0000259	Aa_G399280.h1.t1	AL4G21500, AL4G15410
OG0000260	Aa_G113520.h1.t1, Aa_G65830.h1.t1	AL7G11500, AL7G19690
OG0000260	Aa_G374910.h1.t1	AL7G11510
OG0000269	Aa_G550740.h1.t1, Aa_G620130.h1.t1, Aa_G550750.h1.t1	AL8G36240
OG0000269	Aa_G318700.h1.t1, Aa_G318690.h1.t1	AL5G25090, AL5G25020
OG0000269	Aa_G651390.h1.t1	AL2G16910
OG0000269	Aa_G199710.h1.t1	AL4G24200
OG0000270	Aa_G262890.h1.t1	AL2G12510
OG0000270	Aa_G357180.h1.t1	AL2G12790
OG0000276	Aa_G997690.h1.t1	AL8G19610
OG0000277	Aa_G64840.h1.t1	AL1G32640
OG0000279	Aa_G736560.h2.t1, Aa_G736560.h1.t1	AL8G14520, AL8G14470, AL8G14510, AL8G14500, AL8G14490, AL8G14480
OG0000283	Aa_G298720.h1.t1, Aa_G484440.h1.t1, Aa_G654900.h1.t1	AL5G34600
OG0000283	Aa_G373470.h1.t1	AL1G65210, AL7G42660
OG0000284	Aa_G13620.h1.t1	nbis-gene-338, AL7G40240, AL5G20730, AL8G40900, AL5G23780, AL6G37180, nbis-gene-1018
OG0000285	Aa_G58940.h1.t1	AL7G32710
OG0000285	Aa_G438370.h1.t1	AL7G25530
OG0000286	Aa_G340620.h1.t1	AL7G27750
OG0000286	Aa_G136990.h1.t1	AL3G22250, AL3G22230
OG0000286	Aa_G344370.h1.t1	AL1G14840
OG0000289	Aa_G518570.h1.t1	AL7G37050, AL3G40730, AL3G40650, AL3G41940, AL3G40700
OG0000290	Aa_G135610.h1.t1	AL1G57470
OG0000290	Aa_G135600.h1.t1	AL2G10720
OG0000290	Aa_G135630.h1.t1, Aa_G201960.h1.t1, Aa_G413420.h1.t1	AL2G10710, AL2G10700
OG0000290	Aa_G688850.h1.t1	AL8G22950
OG0000291	Aa_G136630.h1.t1	AL3G42860, AL3G42960, AL3G42950
OG0000295	Aa_G285200.h1.t1	nbis-gene-690, AL3G40150
OG0000296	Aa_G650690.h1.t1, Aa_G650690.h2.t1	AL48U10010, nbis-gene-2180
OG0000296	Aa_G848610.h1.t1	nbis-gene-2178, AL8G34670, AL8G26340, nbis-gene-2176, nbis-gene-2177, nbis-gene-2175
OG0000301	Aa_G553550.h1.t1	AL4G43730
OG0000304	Aa_G222500.h1.t1	AL4G16550, AL4G16530, AL4G16510
OG0000304	Aa_G219570.h1.t1	AL4G38290
OG0000306	Aa_G109980.h1.t1, Aa_G682460.h2.t1, Aa_G682460.h1.t1	AL7G51760
OG0000307	Aa_G415030.h1.t1	nbis-gene-282, AL1G59050, nbis-gene-269
OG0000307	Aa_G592420.h1.t1	nbis-gene-1899
OG0000309	Aa_G461520.h2.t1, Aa_G362130.h1.t1, Aa_G345330.h4.t1, Aa_G345330.h2.t1, Aa_G6660.h4.t1, Aa_G362130.h4.t1, Aa_G6660.h3.t1, Aa_G461520.h4.t1, Aa_G461520.h3.t1, Aa_G345330.h1.t1, Aa_G362130.h2.t1, Aa_G461520.h1.t1, Aa_G6660.h1.t1, Aa_G362130.h3.t1, Aa_G6660.h2.t1, Aa_G345330.h3.t1	AL1G18260, AL1G18230, AL8G37000, AL1G18210
OG0000312	Aa_G466720.h1.t1	AL4G19060
OG0000313	Aa_G195760.h1.t1	AL7G22850, AL7G22830, AL7G22800
OG0000313	Aa_G340400.h1.t1	AL4G37990, AL4G38020
OG0000315	Aa_G132580.h1.t1	AL1G48510
OG0000318	Aa_G293710.h1.t1, Aa_G265690.h1.t1	AL2G28900
OG0000318	Aa_G286220.h1.t1, Aa_G286200.h1.t1	AL3G39500
OG0000321	Aa_G180990.h2.t1, Aa_G164530.h2.t1, Aa_G180990.h1.t1, Aa_G164530.h1.t1	AL8G15650, AL1G57580
OG0000322	Aa_G761800.h1.t1, Aa_G129230.h1.t1, Aa_G452090.h1.t1	AL7G25500
OG0000322	Aa_G225020.h1.t1, Aa_G225040.h1.t1	AL132U10010
OG0000323	Aa_G366540.h1.t1	AL2G32530
OG0000323	Aa_G10250.h1.t1	AL2G32570
OG0000325	Aa_G477760.h1.t1	AL1G14460
OG0000325	Aa_G477770.h1.t1	AL1G14470
OG0000325	Aa_G183670.h1.t1	AL4G28110
OG0000326	Aa_G665880.h1.t1, Aa_G442040.h1.t1	AL1G38150, nbis-gene-1197, nbis-gene-1364, AL3G28900, AL4G24660, AL7G51870, AL7G51860, AL8G27500, AL5G29830, AL3G23410, AL3G21160, AL3G21170, nbis-gene-679, AL3G17610
OG0000329	Aa_G408720.h1.t1	AL7G41460
OG0000330	Aa_G10200.h1.t1, Aa_G579240.h1.t1	AL2G32680, AL2G32660
OG0000330	Aa_G10210.h1.t1	AL2G32630
OG0000330	Aa_G278470.h1.t1	AL1G29940
OG0000331	Aa_G46660.h1.t1	AL6G51460
OG0000331	Aa_G6420.h1.t1	AL1G11840
OG0000331	Aa_G53610.h1.t1	AL3G30460
OG0000332	Aa_G597960.h1.t1	AL2G14760, AL2G14800
OG0000332	Aa_G283790.h1.t1, Aa_G545620.h1.t1	AL2G14890
OG0000332	Aa_G589850.h1.t1	nbis-gene-400, AL2G14930, nbis-gene-402, nbis-gene-401, AL2G14910, AL2G14860, AL2G14740, AL2G14750
OG0000335	Aa_G132690.h1.t1, Aa_G132680.h1.t1	AL5G41960
OG0000336	Aa_G151440.h1.t1	AL1G20240
OG0000339	Aa_G310980.h1.t1	AL4G25660, AL4G25680
OG0000341	Aa_G255150.h1.t1, Aa_G184290.h1.t1	AL1G52480, AL1G52390
OG0000342	Aa_G71220.h1.t1	AL4G15010
OG0000344	Aa_G732520.h1.t1	AL1G22320
OG0000345	Aa_G359930.h1.t1	AL6G19890
OG0000345	Aa_G341210.h1.t1	AL1G13870
OG0000346	Aa_G14260.h1.t1	AL5G34190
OG0000346	Aa_G14220.h1.t1	AL5G34200
OG0000347	Aa_G17010.h1.t1	AL4G45180
OG0000347	Aa_G439790.h1.t1	AL7G30060
OG0000347	Aa_G291140.h1.t1	AL1G10760
OG0000349	Aa_G28290.h1.t1	AL8G36140
OG0000350	Aa_G95490.h1.t1, Aa_G95470.h1.t1, Aa_G334830.h1.t1, Aa_G244000.h1.t1	AL5G18930, AL3G36110, nbis-gene-754, AL3G36140, AL3G36150, AL3G36100, AL3G36090
OG0000351	Aa_G5620.h1.t1	AL3G39810
OG0000355	Aa_G338300.h1.t1	AL8G37040
OG0000356	Aa_G446760.h1.t1, Aa_G446780.h1.t1	AL4G15360, AL4G15350
OG0000356	Aa_G592710.h1.t1	AL4G15400
OG0000356	Aa_G559040.h1.t1, Aa_G446800.h1.t1	AL4G15330
OG0000357	Aa_G248920.h1.t1, Aa_G248930.h1.t1	AL1G43760, AL1G43770
OG0000357	Aa_G12110.h1.t1, Aa_G336950.h1.t1	AL4G30400
OG0000358	Aa_G36970.h1.t1	AL1G58830, AL1G59360, AL1G52250
OG0000359	Aa_G88090.h1.t1	AL8G29280
OG0000359	Aa_G573680.h1.t1	AL7G25030
OG0000363	Aa_G108960.h1.t1	AL1G64190
OG0000363	Aa_G105070.h1.t1	nbis-gene-617
OG0000364	Aa_G705690.h1.t1	AL3G14810
OG0000365	Aa_G415750.h1.t1	AL1G39370
OG0000365	Aa_G415770.h1.t1	AL1G39380, AL1G39340, AL1G39360, AL1G39330
OG0000367	Aa_G404440.h1.t1, Aa_G297590.h1.t1, Aa_G129340.h1.t1	AL1G36780, AL1G36720, AL1G38030
OG0000367	Aa_G499780.h1.t1, Aa_G499770.h1.t1	AL6G25850
OG0000368	Aa_G656960.h1.t1, Aa_G656960.h2.t1, Aa_G770910.h1.t1	AL5G25590, AL5G25550
OG0000368	Aa_G656970.h1.t1	AL5G25650, AL5G25640
OG0000370	Aa_G514020.h1.t1	AL6G47130, AL6G43490, AL6G48160, AL6G48200
OG0000371	Aa_G472730.h1.t1	AL5G11160
OG0000376	Aa_G291290.h1.t1	AL1G21740
OG0000376	Aa_G291280.h1.t1, Aa_G296480.h1.t1	AL2G15890
OG0000376	Aa_G296460.h1.t1, Aa_G291300.h1.t1	AL2G15870
OG0000377	Aa_G767760.h1.t1	nbis-gene-1705
OG0000377	Aa_G728130.h1.t1	AL7G13520
OG0000377	Aa_G767750.h1.t1	AL7G13510
OG0000379	Aa_G186470.h1.t1	AL5G11250
OG0000379	Aa_G348540.h1.t1	AL5G35180
OG0000379	Aa_G222610.h1.t1, Aa_G186480.h1.t1	AL5G11220
OG0000380	Aa_G234720.h1.t1	AL8G36790, AL71U10060, AL8G36700
OG0000381	Aa_G467340.h1.t1	AL2G39050
OG0000381	Aa_G257320.h1.t1	AL5G19040, nbis-gene-1075, AL2G39040
OG0000382	Aa_G99630.h1.t1, Aa_G99620.h1.t1	AL6G50680, AL6G50670, AL6G50700
OG0000382	Aa_G272430.h1.t1	AL4G34640
OG0000383	Aa_G349980.h1.t1	AL1G37470
OG0000383	Aa_G600780.h1.t1, Aa_G440370.h1.t1, Aa_G68850.h1.t1, Aa_G576610.h1.t1, Aa_G68870.h1.t1	AL5G18170, AL5G18190, AL5G35660, AL5G35670
OG0000385	Aa_G74610.h1.t1, Aa_G662460.h1.t1	AL22U10010, nbis-gene-1954, AL7G51970, nbis-gene-1735, AL7G20320
OG0000386	Aa_G232520.h1.t1	AL1G48360
OG0000386	Aa_G688740.h1.t1	AL1G48400
OG0000389	Aa_G596710.h1.t1	AL8G32520
OG0000389	Aa_G393090.h1.t1	AL4G20070
OG0000390	Aa_G292700.h1.t1	AL1G35790
OG0000390	Aa_G292720.h1.t1	AL1G35860
OG0000391	Aa_G37930.h1.t1	AL2G33070
OG0000391	Aa_G489950.h1.t1, Aa_G447860.h1.t1	AL6G27640
OG0000391	Aa_G586940.h1.t1, Aa_G586960.h1.t1, Aa_G302900.h1.t1, Aa_G586970.h1.t1	AL3G21810
OG0000392	Aa_G274920.h1.t1, Aa_G377760.h1.t1	AL1G29180
OG0000392	Aa_G417850.h1.t1	AL7G27840, AL7G27830
OG0000393	Aa_G745430.h1.t1, Aa_G731640.h2.t1, Aa_G731640.h1.t1	nbis-gene-1951
OG0000395	Aa_G458130.h1.t1	AL1G25950
OG0000395	Aa_G405220.h1.t1	AL3G47120
OG0000399	Aa_G191340.h1.t1	AL1G11940, AL6G51150
OG0000399	Aa_G123200.h1.t1	AL1G65940
OG0000402	Aa_G180800.h1.t1	AL8G44500
OG0000402	Aa_G180790.h1.t1, Aa_G180780.h1.t1, Aa_G180770.h1.t1	AL8G44510
OG0000402	Aa_G42770.h1.t1	AL8G44490
OG0000403	Aa_G384340.h1.t1	AL6G49420
OG0000404	Aa_G644570.h1.t1	AL4G38000, AL4G38030, AL1G32050, AL7G22840, AL7G23550, AL5G23010, AL5G23100
OG0000405	Aa_G317660.h1.t1	AL3G26870
OG0000405	Aa_G317670.h1.t1	AL3G26860
OG0000407	Aa_G734680.h1.t1, Aa_G249900.h1.t1, Aa_G493010.h1.t1	AL1G12810, AL1G39190, AL4G46780
OG0000409	Aa_G204960.h1.t1	AL4G21310
OG0000410	Aa_G590600.h1.t1	AL7G31120
OG0000412	Aa_G158100.h1.t1	AL6G27540
OG0000412	Aa_G350120.h1.t1	AL7G46360
OG0000412	Aa_G201270.h1.t1	AL2G23890
OG0000412	Aa_G310220.h1.t1	AL3G30980
OG0000413	Aa_G668710.h1.t1, Aa_G546550.h1.t1, Aa_G546540.h1.t1, Aa_G546560.h1.t1, Aa_G535010.h1.t1	AL3G25620
OG0000413	Aa_G375510.h1.t1, Aa_G375500.h1.t1, Aa_G652550.h1.t1	AL1G63260
OG0000414	Aa_G162430.h1.t1	AL2G13380
OG0000414	Aa_G105570.h1.t1	AL3G44750
OG0000414	Aa_G482170.h1.t1	AL7G40540
OG0000419	Aa_G652120.h1.t1	AL4G31290
OG0000421	Aa_G586300.h1.t1	AL8G27110
OG0000421	Aa_G69750.h1.t1	AL7G26330
OG0000421	Aa_G755840.h1.t1	AL8G31590, AL8G31580
OG0000424	Aa_G123390.h1.t1	AL8G30090
OG0000424	Aa_G129640.h1.t1	AL7G25590
OG0000424	Aa_G133350.h1.t1	AL3G34580
OG0000425	Aa_G797910.h1.t1	AL7G44040, AL8G22510
OG0000426	Aa_G495170.h1.t1	AL3G49550, AL4G31270, AL1G54860, AL3G47620
OG0000427	Aa_G97580.h1.t1	AL4G15190, AL7G41800, AL8G22250, AL7G30940
OG0000429	Aa_G368590.h1.t1, Aa_G627590.h1.t1, Aa_G737250.h1.t1	AL1G66550
OG0000429	Aa_G433100.h1.t1	AL1G66560, AL5G40170
OG0000429	Aa_G526170.h1.t1, Aa_G368510.h1.t1, Aa_G368520.h1.t1, Aa_G526240.h1.t1, Aa_G368560.h1.t1, Aa_G368570.h1.t1, Aa_G368530.h1.t1, Aa_G368550.h1.t1	AL5G40070
OG0000430	Aa_G117430.h1.t1	AL7G31720
OG0000430	Aa_G320710.h1.t1, Aa_G320710.h3.t1, Aa_G320710.h2.t1	AL6G48090
OG0000430	Aa_G548750.h1.t1	AL2G13870
OG0000431	Aa_G219770.h1.t1	AL3G47160
OG0000432	Aa_G139210.h1.t1	AL1G55550, AL1G55520
OG0000433	Aa_G310750.h1.t1, Aa_G299420.h1.t1	AL7G25660, AL7G25640, AL7G25650
OG0000434	Aa_G157070.h1.t1	AL6G26180
OG0000436	Aa_G318830.h1.t1	AL5G24720
OG0000436	Aa_G33850.h1.t1	AL8G36450
OG0000436	Aa_G33860.h1.t1	AL8G36460
OG0000437	Aa_G22060.h1.t1, Aa_G38530.h1.t1	AL8G32540, AL7G26730
OG0000437	Aa_G726630.h1.t1	AL3G48500
OG0000438	Aa_G303170.h1.t1, Aa_G241010.h1.t1	AL5G22220, nbis-gene-1289, AL8G17280, AL428U10010, AL5G23280, AL5G23260, AL5G23270
OG0000438	Aa_G296280.h1.t1	AL5G22090
OG0000440	Aa_G287210.h1.t1, Aa_G217240.h1.t1	AL8G22290, AL1G65410, AL8G22300, AL34U10050, AL3G53350, AL8G22270, AL34U10040
OG0000442	Aa_G167720.h1.t1	AL8G37970
OG0000442	Aa_G495380.h1.t1	AL7G49510
OG0000443	Aa_G542010.h1.t1	AL7G19450
OG0000443	Aa_G494160.h1.t1	AL4G16950
OG0000443	Aa_G84570.h1.t1	AL6G21860
OG0000443	Aa_G70670.h1.t1	AL6G37110
OG0000444	Aa_G167480.h1.t1	AL4G26640
OG0000444	Aa_G340530.h1.t1, Aa_G686900.h1.t1	AL5G41390
OG0000445	Aa_G630820.h1.t1	AL6G35020
OG0000445	Aa_G273400.h1.t1, Aa_G554010.h1.t1, Aa_G106840.h1.t1	AL4G14210
OG0000446	Aa_G173830.h1.t1	AL6G33720
OG0000446	Aa_G515610.h1.t1, Aa_G515580.h1.t1, Aa_G173840.h1.t1	AL6G33700, AL8G10030
OG0000447	Aa_G307560.h1.t1, Aa_G313390.h2.t1, Aa_G313390.h1.t1	AL5G33360, AL3G23060, AL4G32260, AL6G16080
OG0000448	Aa_G734010.h1.t1, Aa_G626840.h1.t1, Aa_G303250.h1.t1	AL5G17990
OG0000448	Aa_G303240.h1.t1	AL5G18000
OG0000448	Aa_G303210.h1.t1	AL5G17950
OG0000449	Aa_G449530.h1.t1, Aa_G175720.h1.t1, Aa_G175730.h1.t1, Aa_G175740.h1.t1	AL5G40740, AL5G40730, AL5G40790
OG0000449	Aa_G517120.h1.t1, Aa_G111830.h1.t1, Aa_G111790.h1.t1, Aa_G46620.h1.t1, Aa_G111800.h1.t1, Aa_G111810.h1.t1	AL3G12550, AL3G12540
OG0000450	Aa_G37870.h1.t1	AL7G44810, AL8G16550, AL8G16530, AL37U10040, AL8G16430
OG0000451	Aa_G204790.h1.t1, Aa_G316650.h1.t1, Aa_G12800.h1.t1, Aa_G15530.h1.t1, Aa_G15540.h4.t1, Aa_G15540.h1.t1, Aa_G15540.h2.t1, Aa_G15540.h3.t1, Aa_G15540.h5.t1, Aa_G441580.h1.t1, Aa_G146350.h1.t1, Aa_G206250.h1.t1, Aa_G176030.h1.t1, Aa_G897000.h1.t1, Aa_G1010670.h1.t1, Aa_G527160.h1.t1, Aa_G12780.h1.t1, Aa_G560430.h1.t1	nbis-gene-413, nbis-gene-414, AL6G27550, AL1G52840
OG0000452	Aa_G644850.h1.t1	nbis-gene-378, nbis-gene-377
OG0000452	Aa_G433350.h1.t1, Aa_G433360.h1.t1	AL2G12270
OG0000452	Aa_G8570.h1.t1, Aa_G8580.h1.t1	AL2G12300, AL2G12320
OG0000457	Aa_G38790.h1.t1	AL4G29020, AL3G14390, AL1G14130
OG0000458	Aa_G366260.h1.t1	AL1G42810
OG0000458	Aa_G109570.h1.t1	AL1G42830, AL1G42800
OG0000459	Aa_G245230.h1.t1	AL7G33420
OG0000459	Aa_G108500.h1.t1	AL7G51820
OG0000460	Aa_G463610.h1.t1	AL3G25430
OG0000460	Aa_G232850.h1.t1	AL8G32300
OG0000463	Aa_G455060.h1.t1	AL1G49900
OG0000464	Aa_G211740.h1.t1, Aa_G105950.h1.t1, Aa_G105940.h1.t1, Aa_G105960.h1.t1	AL1G11560, AL1G11570
OG0000466	Aa_G714130.h1.t1	AL6G49260
OG0000468	Aa_G454760.h1.t1	AL4G37620
OG0000469	Aa_G587490.h1.t1, Aa_G587490.h2.t1, Aa_G220170.h2.t1, Aa_G587490.h3.t1, Aa_G220170.h3.t1, Aa_G220170.h1.t1	AL8G12820, AL5G40470, AL7G35520
OG0000470	Aa_G155250.h1.t1, Aa_G155240.h1.t1	AL6G23640
OG0000471	Aa_G754920.h1.t1, Aa_G654020.h1.t1, Aa_G653760.h1.t1	AL7G42590, AL7G42710
OG0000473	Aa_G106340.h1.t1	AL1G10020
OG0000473	Aa_G106350.h1.t1	AL1G10010
OG0000474	Aa_G341240.h1.t1	AL1G13900
OG0000474	Aa_G359990.h1.t1	AL8G43430, AL8G16740
OG0000474	Aa_G314840.h1.t1	AL7G39140
OG0000475	Aa_G402960.h1.t1	AL7G43190, AL3G48460
OG0000475	Aa_G65110.h1.t1	AL1G63100, AL7G49490, AL5G19310
OG0000475	Aa_G400820.h1.t1, Aa_G150010.h1.t1, Aa_G320050.h1.t1, Aa_G366720.h1.t1, Aa_G48980.h1.t1	AL2G14390
OG0000476	Aa_G309600.h1.t1	AL6G40090, AL6G40080, AL6G38970, AL6G38960
OG0000477	Aa_G13650.h1.t1	AL8G39430
OG0000477	Aa_G146200.h1.t1	AL5G11960
OG0000477	Aa_G117750.h1.t1	AL1G26290
OG0000478	Aa_G740410.h1.t1	AL3G39130, AL3G29480
OG0000478	Aa_G710810.h1.t1	AL2G10340
OG0000480	Aa_G8600.h1.t1	AL2G15360
OG0000480	Aa_G323360.h1.t1, Aa_G323350.h1.t1	AL5G11360
OG0000481	Aa_G202610.h1.t1	AL2G17860
OG0000481	Aa_G171300.h1.t1	AL1G20710
OG0000483	Aa_G113000.h1.t1	AL6G37960, AL6G37980
OG0000484	Aa_G156090.h1.t1	AL8G20400
OG0000484	Aa_G156120.h1.t1	AL7G21850
OG0000484	Aa_G156110.h1.t1, Aa_G156100.h1.t1	AL7G21870, AL2G21950, AL2G21060
OG0000491	Aa_G390160.h1.t1	AL5G27690, AL5G27710
OG0000491	Aa_G390170.h1.t1	AL5G27700
OG0000492	Aa_G331300.h1.t1	AL5G35780
OG0000492	Aa_G216900.h1.t1	AL4G36250
OG0000495	Aa_G887410.h1.t1	AL5G24920
OG0000496	Aa_G563850.h1.t1	AL5G27060
OG0000497	Aa_G187340.h1.t1	AL2G32410
OG0000497	Aa_G472320.h1.t1	AL3G26100
OG0000497	Aa_G184620.h1.t1	AL1G63030
OG0000498	Aa_G350880.h1.t1	AL5G41010
OG0000499	Aa_G242940.h1.t1	AL4G22840
OG0000499	Aa_G242890.h1.t1	AL3G34080
OG0000499	Aa_G242910.h1.t1, Aa_G242920.h1.t1	AL1G39900, AL3G34090
OG0000500	Aa_G1117480.h1.t1	AL2G25460
OG0000501	Aa_G129040.h1.t1	AL6G44560
OG0000501	Aa_G129060.h1.t1, Aa_G129050.h1.t1	AL6G44600
OG0000502	Aa_G245630.h1.t1	AL7G51170
OG0000506	Aa_G383750.h1.t1	AL3G50240
OG0000506	Aa_G93710.h1.t1, Aa_G244360.h1.t1, Aa_G471910.h1.t1	AL8G34610
OG0000509	Aa_G724500.h1.t1, Aa_G724850.h1.t1	AL7G38340
OG0000509	Aa_G49310.h1.t1, Aa_G96340.h1.t1	AL7G38310, AL7G38320
OG0000510	Aa_G853130.h1.t1, Aa_G568790.h1.t1	AL7G49750
OG0000510	Aa_G119970.h1.t1, Aa_G119960.h1.t1	AL7G49760
OG0000512	Aa_G434200.h7.t1, Aa_G17950.h2.t1, Aa_G434200.h4.t1, Aa_G434200.h6.t1, Aa_G17950.h6.t1, Aa_G17950.h7.t1, Aa_G434200.h2.t1, Aa_G17950.h5.t1, Aa_G434200.h3.t1, Aa_G17950.h4.t1, Aa_G17950.h3.t1, Aa_G434200.h1.t1, Aa_G409200.h1.t1, Aa_G434200.h5.t1, Aa_G17950.h1.t1	AL7G17600, AL5G22000, AL5G22050
OG0000513	Aa_G446440.h1.t1	AL1G61840
OG0000513	Aa_G446450.h1.t1	AL7G39090
OG0000514	Aa_G490620.h1.t1	AL8G19140
OG0000517	Aa_G781210.h1.t1	AL6G28190
OG0000519	Aa_G113660.h1.t1	AL8G45700
OG0000520	Aa_G328310.h1.t1, Aa_G328300.h1.t1	AL1G24160
OG0000521	Aa_G585320.h1.t1	AL8G42580
OG0000522	Aa_G900860.h1.t1, Aa_G260600.h1.t1	AL6G11890
OG0000522	Aa_G756790.h1.t1	AL3G20680
OG0000523	Aa_G515160.h1.t1	AL4G15440
OG0000523	Aa_G145130.h1.t1, Aa_G145160.h1.t1	AL4G15430, AL7G20340
OG0000527	Aa_G272210.h1.t1	nbis-gene-427, nbis-gene-426, nbis-gene-320, nbis-gene-428, nbis-gene-127, nbis-gene-136, nbis-gene-130, nbis-gene-134, nbis-gene-129, nbis-gene-135
OG0000529	Aa_G796690.h1.t1	AL4G26790
