Orthogroup	Capsella_rubella	Aethionema_saxatile
OG0000505	XP_023637350.1, XP_006287584.1, XP_023636897.1, XP_006307315.1	As009G215510
OG0000506	XP_006285493.1, XP_006286640.1, XP_006301807.1	As010G234690
OG0000510	XP_023643541.1, XP_006300628.2	As001G020890, As001G020900
OG0000511	XP_023641700.1, XP_023643359.1	As001G032060
OG0000512	XP_006283872.2, XP_006299949.1, XP_006285836.1, XP_023638831.1, XP_023638826.1, XP_006285535.1	As003G061390
OG0000513	XP_006291831.1	As006G146210
OG0000513	XP_006291822.1, XP_006279700.1	As005G114770
OG0000514	XP_006299969.1	As011G252640, As011G252630
OG0000515	XP_006303851.2	As012G267810
OG0000520	XP_006292074.2, XP_006279439.2, XP_023634388.1	As002G050660, As002G050220, As012G287100
OG0000521	XP_006303273.1	As003G063570
OG0000521	XP_006288456.1	As004G080410
OG0000521	XP_023642857.1	As010G235150
OG0000522	XP_023644931.1, XP_023644929.1, XP_023636909.1, XP_023636853.1, XP_023637440.1	As004G083810
OG0000523	XP_006296335.1	As005G100530
OG0000523	XP_006299271.1	As012G287730
OG0000524	XP_006299274.1, XP_006279754.1	As006G141600, As006G141560, As006G141590
OG0000525	XP_006301908.1	As010G241940
OG0000525	XP_006297150.1	As011G246900
OG0000525	XP_006306947.1	As012G269710
OG0000526	XP_006290566.1	As010G223400
OG0000529	XP_006290167.1, XP_006289732.1	As005G113510, As005G113490, As005G113470
OG0000530	XP_006288616.1, XP_023636180.1, XP_006286602.2, XP_006286773.1, XP_006288551.1	As009G203010, As009G203020, As009G203100, As009G203060, As009G202740
OG0000533	XP_006295159.2	As007G180830
OG0000534	XP_023637277.1, XP_006300373.1, XP_006301650.1, XP_006300970.1, XP_023644074.1, XP_006300567.1, XP_006301518.1, XP_006301153.1	As007G167300, As001G022180, As001G022190, As001G022170, As001G016060
OG0000535	XP_006301968.1	As001G023320
OG0000536	XP_023634575.1, XP_023633576.1, XP_023633140.1, XP_023646070.1, XP_006279034.1	As010G228630, As004G090520
OG0000537	XP_006286433.1	As006G124070
OG0000537	XP_006285603.1	As004G093070
OG0000537	XP_006299677.1	As006G141200
OG0000538	XP_006293537.1, XP_006294804.1, XP_006294823.1, XP_006294805.1	As005G103710, As005G103700
OG0000539	XP_023633585.1	As005G120910
OG0000540	XP_006294917.2, XP_006296522.1, XP_006293402.1, XP_006294909.2	As006G128870, As006G128860, As006G128850
OG0000542	XP_006288729.1	As009G202020
OG0000542	XP_006305661.1	As012G273170
OG0000543	XP_006295889.1, XP_006296440.1	As007G177800
OG0000544	XP_006304823.1	As008G195020, As008G195030, As008G195070, As008G195140, As008G195120
OG0000545	XP_006301180.1	As010G238530
OG0000546	XP_006299047.1, XP_006299159.1, XP_006299158.1, XP_006300229.1	As011G264020, As011G264080, As011G264050, As011G264010, As011G264090, As011G264000, As011G264100, As011G263960, As011G264110, As011G263990, As011G264030, As011G264060, As011G263920, As011G264120, As011G263950, As011G263980
OG0000550	XP_006295234.1, XP_023638695.1, XP_006303819.1	As006G144690
OG0000551	XP_006279743.1	As005G117770
OG0000551	XP_006283042.1	As003G075520
OG0000551	XP_006286951.1	As002G053470
OG0000552	XP_006306408.1	As007G159560
OG0000553	XP_006305400.1	As003G063010
OG0000553	XP_006305315.1	As003G063020, As003G063040
OG0000553	XP_006305849.2	As003G063070, As003G063050
OG0000555	XP_006289988.1, XP_006286853.1	As003G067180
OG0000556	XP_006284504.2	As004G093660
OG0000556	XP_006281111.1	As006G140800
OG0000557	XP_006291852.1, XP_006292167.1	As012G286190
OG0000557	XP_006295902.1, XP_006295040.1	As005G102360
OG0000559	XP_006287718.1, XP_006287658.1, XP_023637457.1	As005G107810
OG0000560	XP_006282023.1, XP_006294467.1, XP_006279819.1	As005G115530
OG0000561	XP_023638609.1, XP_006302848.1, XP_006279830.1	As005G118160
OG0000562	XP_006299606.1	As006G139230
OG0000562	XP_006287862.1	As009G200380
OG0000562	XP_006289925.1	As009G205610
OG0000563	XP_023636141.1	As007G152350
OG0000564	XP_006295556.1	As007G177180
OG0000566	XP_006286089.1, XP_006305248.1	As011G250840
OG0000567	XP_006282846.1	As012G274310
OG0000570	XP_006298764.1	As006G135060
OG0000570	XP_006281184.2	As009G217810
OG0000571	XP_006282092.1	As005G113940
OG0000571	XP_006307224.1, XP_006305882.1	As008G191230
OG0000572	XP_023638908.1, XP_023639160.1	As010G240020, As010G240030, As010G240050, As010G240010
OG0000573	XP_006306247.1, XP_023645088.1	As012G270960, As012G270950, As012G270940
OG0000578	XP_006304044.1	As008G187240
OG0000578	XP_006302601.1	As001G020350
OG0000579	XP_006281071.2	As002G044410
OG0000579	XP_006284608.1	As004G098040
OG0000580	XP_006293539.1	As005G102980
OG0000582	XP_006305606.1, XP_006288634.1	As005G113410
OG0000583	XP_006304411.1, XP_006296287.1	As006G127330
OG0000583	XP_023640384.1	As006G127350
OG0000584	XP_023637697.1	As006G124400
OG0000584	XP_006284238.1, XP_006298188.1	As001G000400
OG0000585	XP_006298665.1, XP_006295085.1, XP_023645207.1	As012G275350
OG0000586	XP_006299476.1, XP_006297712.1, XP_023641492.1, XP_023641490.1	As011G263800
OG0000586	XP_023645110.1	As004G082960
OG0000587	XP_006288631.1	As006G122410
OG0000587	XP_023640579.1	As005G100170
OG0000587	XP_006305610.1	As008G198370
OG0000588	XP_006296907.1	As011G247080
OG0000588	XP_006293629.1	As005G104750
OG0000588	XP_006306678.2	As012G269820
OG0000589	XP_023640155.1	As005G114800
OG0000589	XP_006291954.1, XP_006292540.1	As010G224800
OG0000590	XP_006298749.2, XP_006288900.1	As006G138710
OG0000592	XP_006297909.2	As011G250170
OG0000592	XP_006305339.1	As010G239910, As007G154690
OG0000593	XP_006285622.1	As011G252190, As011G252250, As011G252270, As011G252260
OG0000594	XP_006292666.1, XP_006293015.1, XP_006290974.1, XP_023638796.1	As010G222860
OG0000595	XP_006279365.1, XP_006290972.1	As010G226140
OG0000596	XP_006281068.1	As010G227450
OG0000600	XP_023639830.1	As002G048280
OG0000600	XP_006284576.2	As001G001180
OG0000601	XP_006287642.1, XP_006297398.1	As009G201050, As006G135040
OG0000601	XP_006283580.2, XP_006291015.1	As001G027850
OG0000602	XP_023638663.1	As012G276820
OG0000602	XP_006297006.1	As002G034860
OG0000604	XP_006284383.1	As007G163770, As012G288540
OG0000605	XP_023644101.1	As010G239470
OG0000605	XP_023643532.1	As010G239480
OG0000606	XP_023641515.1	As011G248160
OG0000606	XP_006300701.2	As010G244280
OG0000606	XP_023644969.1	As012G270700
OG0000607	XP_006300262.2	As011G251140
OG0000607	XP_006300291.2	As011G262980
OG0000608	XP_006292921.1	As012G284160
OG0000608	XP_023638646.1	As012G284170, As012G284200
OG0000612	XP_006303259.1	As001G019830, As001G020020, As005G105470, As008G187810
OG0000613	XP_006298921.1	As006G135470
OG0000613	XP_006282951.1	As002G045780
OG0000614	XP_006287397.1	As002G054140, As005G116690, As002G054130
OG0000615	XP_023642075.1	As011G264960
OG0000615	XP_006284367.1	As003G072430
OG0000616	XP_006281217.1	As005G114070
OG0000616	XP_006296028.1	As012G277180
OG0000617	XP_006288016.1	As006G121910
OG0000618	XP_006300599.1	As010G241950
OG0000618	XP_006306306.1, XP_006283149.1	As006G132210
OG0000619	XP_006294744.1, XP_006296058.1	As006G145810, As006G145800
OG0000619	XP_006291609.1	As012G277130
OG0000620	XP_006303329.1, XP_006294924.1, XP_006300334.1	As010G239430, As007G154950
OG0000625	XP_006298912.2	As006G135190
OG0000626	XP_006301137.1, XP_006301456.2, XP_006301632.2, XP_023643217.1	As001G031250
OG0000627	XP_006300773.2, XP_006279182.1, XP_006300799.2, XP_006283180.1	As006G134640
OG0000627	XP_006280048.1	As002G047240
OG0000628	XP_023641173.1, XP_023641172.1	As003G064150, As011G250810
OG0000630	XP_006292428.1, XP_006292881.1, XP_006292917.1, XP_006292190.1	As004G077630, As004G077620, As004G077610
OG0000632	XP_006288849.1	As005G101810
OG0000632	XP_023638319.1	As012G286880, As012G286870
OG0000633	XP_006300389.1	As010G244250
OG0000634	XP_006281350.1, XP_006281283.2, XP_006281297.2	As005G115030, As005G115050, As005G115070, As005G115040, As005G115020, As005G115010
OG0000635	XP_006295994.1, XP_006296483.1	As006G128210
OG0000635	XP_023640832.1, XP_006296461.1, XP_023644013.1	As006G127130
OG0000636	XP_006287716.1, XP_006289527.2, XP_023636468.1	As009G212850
OG0000646	XP_006290859.1	As001G027670
OG0000646	XP_006296782.1	As006G134940
OG0000648	XP_023637909.1, XP_023634159.1, XP_023637804.1, XP_023637802.1, XP_006290937.2	As012G288670, As012G288660, As002G053310, As005G099090, As012G288650
OG0000649	XP_006307199.1	As003G066660
OG0000649	XP_006302110.1	As010G237340
OG0000650	XP_006279739.1	As004G088550
OG0000651	XP_023638998.1	As005G115100
OG0000652	XP_006288708.1, XP_006289654.2, XP_006289159.2	As009G217160
OG0000658	XP_023637858.1	As009G206090, As012G277750, As001G026410
OG0000660	XP_006304197.1	As008G192800
OG0000660	XP_006291821.1	As010G224220
OG0000660	XP_006281080.1	As005G115310
OG0000661	XP_006284422.1, XP_023639743.1, XP_006291741.1	As010G223120, As006G127120, As006G127080
OG0000662	XP_006287957.1	As009G201630
OG0000662	XP_006299343.1	As006G135390
OG0000662	XP_006288045.1	As009G201640
OG0000663	XP_023644171.1, XP_006304478.1, XP_006303323.1	As007G161620, As007G161610, As007G161660, As007G161640, As007G161630, As007G161650
OG0000664	XP_023643278.1	As011G245420
OG0000664	XP_023641213.1	As011G245410
OG0000669	XP_006294893.1	As005G103090
OG0000669	XP_023639074.1	As001G022370
OG0000670	XP_006285702.1, XP_023633807.1, XP_006283785.1	As003G061610, As003G061660
OG0000672	XP_006300978.1	As007G157950, As006G146270
OG0000672	XP_006307403.1	As004G081100, As011G248400
OG0000674	XP_006306147.1	As008G197690
OG0000674	XP_006293931.1	As005G099330
OG0000674	XP_006287360.1	As006G123130
OG0000676	XP_023632673.1	As008G193080
OG0000676	XP_023643444.1	As012G282240
OG0000677	XP_006304024.2, XP_006304961.1	As007G160250
OG0000685	XP_006284769.1	As001G001340
OG0000685	XP_006284772.1	As002G032860
OG0000686	XP_023633722.1, XP_023635373.1, XP_006285227.2	As001G012430
OG0000687	XP_006284774.1	As001G017930
OG0000687	XP_006295243.1	As005G101960
OG0000687	XP_006292414.2	As012G286760
OG0000688	XP_006292650.1, XP_006292530.2	As001G023430
OG0000688	XP_006291645.1	As001G023420
OG0000689	XP_023644817.1, XP_006288747.2, XP_006305745.1	As007G158860, As003G063160, As004G080020
OG0000690	XP_023635784.1	As007G154700, As003G065860, As008G196720, As010G226610
OG0000692	XP_023638965.1, XP_006293271.1, XP_006295699.1	As005G104580
OG0000693	XP_006291153.1	As012G282230
OG0000693	XP_006295703.1, XP_006295598.1	As006G143100
OG0000694	XP_006293928.2, XP_023639569.1, XP_006294430.2	As007G177770
OG0000695	XP_006302485.1	As010G239400
OG0000696	XP_006305787.2, XP_006298872.1	As012G270790, As011G248260
OG0000697	XP_006304379.1, XP_006303205.1	As012G271560
OG0000702	XP_006287919.1	As009G199960
OG0000702	XP_006290355.1	As001G026500
OG0000702	XP_006299113.2	As006G132970
OG0000703	XP_006288022.1	As002G035150
OG0000703	XP_006293487.1	As006G145070
OG0000703	XP_006291269.2	As012G276510
OG0000704	XP_006285709.1, XP_006282128.1, XP_023646052.1	As003G058000
OG0000705	XP_023640427.1	As005G103510, As005G103480
OG0000706	XP_006281825.1	As005G117900
OG0000707	XP_023638981.1	As006G138740
OG0000707	XP_023641464.1	As007G161420
OG0000708	XP_006307176.1	As008G185890
OG0000709	XP_006279909.1, XP_006279904.2	As009G203840
OG0000714	XP_023637821.1	As004G077650
OG0000716	XP_023634324.1	As004G088610, As007G165810
OG0000717	XP_006303698.1	As010G227840, As010G227810, As007G157130, As004G091870, As010G236660
OG0000718	XP_006299992.1, XP_006300551.1, XP_006288633.1	As005G106250, As005G106210, As005G106230, As005G106240, As005G106220
OG0000719	XP_006281389.1	As005G114760
OG0000720	XP_023638630.1	As012G288480
OG0000720	XP_006288076.1	As006G122970
OG0000720	XP_006305161.1	As008G197790
OG0000721	XP_006286754.1	As006G123060
OG0000721	XP_006298540.1	As008G197760, As012G274520, As011G248980
OG0000722	XP_006300549.1	As010G232800
OG0000722	XP_006305584.1	As008G183090
OG0000723	XP_006288188.2	As009G205270, As009G205280, As009G205290, As009G205310
OG0000730	XP_006290597.1	As001G023940
OG0000730	XP_006305938.1	As008G183370
OG0000731	XP_006292481.1, XP_006292809.1, XP_006290945.1, XP_006292803.1	As001G025190, As001G025200, As001G025210
OG0000732	XP_006285652.1	As002G032800
OG0000732	XP_023638216.1	As012G276370
OG0000734	XP_023637902.1	As009G218770, As010G223710
OG0000735	XP_006289584.1, XP_023633415.1	As002G047800
OG0000736	XP_006288665.1	As002G053050
OG0000736	XP_023633770.1	As003G074810
OG0000737	XP_006283543.1, XP_006285710.1, XP_006294031.1	As003G075290, As003G075300, As003G075310, As003G075240, As003G075260
OG0000738	XP_006296071.1	As006G125610
OG0000739	XP_006302117.1	As009G216850, As008G197070
OG0000739	XP_006297390.1, XP_006279149.1	As011G255260
OG0000741	XP_006307049.1	As012G268430
OG0000749	XP_006279157.2, XP_023641479.1, XP_023645504.1	As008G184000
OG0000749	XP_006307078.1	As007G161240
OG0000750	XP_006284975.1, XP_006286062.1, XP_006301402.1, XP_006301484.2	As001G030660
OG0000752	XP_006289317.1	As009G215650, As009G215640, As011G255520, As009G215610, As009G215620, As009G215600
OG0000752	XP_006288316.1	As002G052450
OG0000753	XP_006297615.1, XP_023642262.1, XP_006307405.1	As003G064670
OG0000754	XP_006307408.2	As003G064750
OG0000754	XP_006280410.1, XP_006279617.1	As004G082990
OG0000755	XP_023643234.1, XP_023636527.1, XP_006286514.2	As004G086160
OG0000756	XP_023637624.1, XP_006286100.1, XP_023637620.1	As004G087220
OG0000757	XP_006286404.1	As005G107510
OG0000757	XP_006295258.1	As006G146500
OG0000758	XP_006302671.1	As010G243380
OG0000758	XP_006294779.1	As006G126420
OG0000759	XP_006279701.1	As009G219760
OG0000759	XP_006294814.2	As006G128470
OG0000759	XP_006303347.1	As008G193030
OG0000760	XP_006290286.1	As012G282830
OG0000762	XP_006296906.1	As011G266570
OG0000763	XP_006303234.1	As012G269290
OG0000764	XP_006304572.1, XP_006305989.2	As012G271730
OG0000772	XP_006290910.2, XP_006290856.1, XP_023638729.1, XP_006290273.1	As002G037440, As001G027110, As001G015580
OG0000773	XP_006303006.1	As007G160440, As010G232720, As001G027430
OG0000774	XP_006283292.1	As002G033010
OG0000775	XP_023637659.1	As002G035830, As009G214640
OG0000776	XP_006298124.1, XP_006298147.1	As009G213010, As002G037060
OG0000778	XP_023636275.1, XP_023636274.1, XP_006289050.1	As002G050230
OG0000779	XP_006285154.1	As003G060370
OG0000779	XP_006288940.1	As004G085410
OG0000780	XP_006283562.1	As003G074900
OG0000780	XP_006294036.1, XP_006287541.1	As007G180430
OG0000781	XP_006295749.1, XP_006294206.1	As004G079650
OG0000781	XP_006296149.1	As005G103380, As005G103370
OG0000782	XP_006297238.2, XP_006289499.1	As005G107060, As005G106550
OG0000783	XP_006287824.1	As005G113140
OG0000783	XP_006292339.1	As010G226400
OG0000784	XP_006279382.1, XP_023638513.1	As010G225950
OG0000784	XP_006286553.2	As005G113590
OG0000785	XP_006283125.1	As007G161520
OG0000785	XP_006287084.1	As009G214360
OG0000786	XP_023632543.1	As012G288100
OG0000786	XP_006292600.2	As009G217820, As009G217830
OG0000787	XP_006298518.1	As010G222930, As010G222920
OG0000788	XP_006293136.1	As010G225660, As010G225670, As010G225650
OG0000789	XP_006300324.1	As010G242960
OG0000789	XP_006297559.1	As012G267770
OG0000798	XP_006282719.1, XP_006282721.1	As001G017630, As003G055740, As004G083120
OG0000799	XP_006304725.1, XP_006306454.1, XP_006304475.1, XP_006292376.1, XP_006285067.1	As001G021720, As005G104360
OG0000799	XP_006304912.1, XP_006306397.1, XP_006304395.1, XP_006300072.1	As001G021710
OG0000800	XP_006291432.2	As001G024200, As001G024190, As001G024170
OG0000800	XP_006292986.1	As004G080730, As010G231950, As010G231900, As010G231970, As010G231990, As010G231910
OG0000801	XP_006287416.2	As002G035990
OG0000801	XP_006289766.2	As009G214440
OG0000801	XP_006297449.1	As002G036000
OG0000802	XP_006279647.1	As004G088660
OG0000802	XP_023645853.1	As003G070730
OG0000802	XP_006283811.2	As003G056750
OG0000803	XP_006283924.1	As003G058030
OG0000804	XP_006285146.1	As004G097150
OG0000806	XP_006295416.1, XP_006295388.1, XP_006281652.1	As005G102850
OG0000807	XP_006295574.1	As005G102950
OG0000807	XP_006299211.1	As006G139170, As006G133330
OG0000808	XP_006294492.2	As006G129450
OG0000808	XP_006291434.1	As010G224570
OG0000808	XP_006280756.1	As005G114980
OG0000809	XP_006289980.1, XP_006304722.1	As007G160640
OG0000818	XP_006290944.2	As010G221920
OG0000818	XP_006285090.2, XP_006302235.1	As001G030280
OG0000819	XP_023643542.1	As002G036020
OG0000819	XP_006291912.2	As012G282730
OG0000820	XP_006298933.1	As002G041080
OG0000821	XP_006281639.1, XP_023642230.1, XP_006282021.1	As002G043850
OG0000823	XP_006280739.1	As004G090360
OG0000823	XP_006285507.1	As003G055870
OG0000824	XP_023637312.1, XP_023632741.1	As003G062540
OG0000825	XP_006290834.1	As012G287570
OG0000825	XP_006293934.1	As005G100830
OG0000826	XP_006294041.1	As005G102780
OG0000827	XP_006281555.1	As012G278780
OG0000827	XP_006283364.1, XP_006286440.1	As005G106720
OG0000829	XP_006297655.2	As006G136530
OG0000829	XP_006290244.2, XP_006289628.1	As009G203460, As009G203470
OG0000830	XP_006285382.1, XP_006302195.1, XP_023645411.1	As007G156440
OG0000831	XP_006307164.1, XP_006304883.1, XP_006290853.1	As007G156620, As007G156630
OG0000832	XP_023633375.1	As008G195870
OG0000833	XP_023641451.1, XP_006290552.2, XP_023643855.1, XP_023633868.1	As011G246960
OG0000834	XP_006297119.1	As011G250710
OG0000835	XP_006297697.1	As011G251220
OG0000835	XP_006307519.1	As012G272760
OG0000836	XP_006291430.1, XP_006302490.1, XP_006291444.1	As012G283770, As012G283780, As012G283790
OG0000842	XP_006290942.1, XP_006293008.1, XP_006290952.1	As001G025250
OG0000843	XP_023643987.1, XP_006302158.1, XP_006302157.1	As001G029790, As001G029800
OG0000844	XP_006297818.1	As002G034430
OG0000844	XP_006287869.1	As005G107840
OG0000845	XP_023634563.1	As002G042280
OG0000845	XP_006292150.1	As010G222560
OG0000846	XP_006283731.1, XP_006283703.1	As004G079020, As002G046530, As006G146430
OG0000847	XP_006280038.1	As005G117570
OG0000849	XP_006289211.1	As006G122200
OG0000849	XP_006292049.1	As005G100320
OG0000850	XP_023640992.1	As005G101230
OG0000850	XP_006292854.2	As012G287330
OG0000851	XP_006293621.1, XP_023639107.1, XP_006296417.1, XP_006290411.2	As005G105540
OG0000852	XP_006288892.1, XP_006288894.1	As010G227460, As010G227470, As005G111370
OG0000853	XP_006289716.1, XP_023636649.1	As006G123840
OG0000854	XP_006294768.1, XP_006294728.1, XP_006304051.1	As008G191240
OG0000855	XP_006290269.1	As010G223210
OG0000855	XP_006282309.1	As009G219120
OG0000856	XP_023636962.1	As010G224290
OG0000857	XP_006279456.2	As010G227430, As010G227420
OG0000858	XP_023641376.1	As011G255880, As011G255860
OG0000867	XP_006302766.1	As007G161960, As001G028870
