Orthogroup	Capsella_rubella	Erysimum_linariifolium
OG0000217	XP_006300602.2	El004G203150, El004G202950
OG0000217	XP_006301589.1	El004G203070
OG0000217	XP_006300705.1	El004G202120
OG0000218	XP_006305966.2	El002G099000
OG0000218	XP_006306087.1	El002G099030, El002G099010
OG0000218	XP_023638990.1, XP_006291999.1, XP_023638678.1, XP_006291997.1	El001G040840, El001G040850
OG0000218	XP_006291995.1	El001G036390
OG0000219	XP_006300988.1, XP_006300969.1, XP_006300929.1, XP_006301393.1	El004G216370
OG0000219	XP_023633471.1	El007G327350
OG0000219	XP_006281906.1	El007G339360
OG0000220	XP_023643827.1, XP_023643232.1, XP_006279057.2	El004G196230
OG0000220	XP_023632799.1	El008G369090
OG0000220	XP_006292502.1	El001G037770
OG0000224	XP_006301754.1	El004G230600
OG0000224	XP_006302386.1	El004G230590
OG0000224	XP_006299068.1	El005G267900
OG0000224	XP_006301062.1	El004G196560, El004G196620, El004G196600
OG0000225	XP_006303366.2	El002G115560
OG0000225	XP_006305710.2, XP_006304552.1	El002G115460
OG0000225	XP_006305771.1	El002G115470
OG0000225	XP_006304293.1	El002G115510
OG0000225	XP_006305764.1, XP_006304484.1	El002G115440
OG0000226	XP_023640416.1	El002G108090
OG0000226	XP_023641274.1, XP_006298152.1	El005G257020
OG0000228	XP_006301818.1	El004G222540, El004G222580
OG0000228	XP_006302942.1	El004G222640
OG0000228	XP_006289231.1	El001G048740, El001G048760
OG0000228	XP_023644384.1	El004G222500
OG0000229	XP_006280936.1, XP_006293511.1	El003G153420
OG0000229	XP_006304151.2, XP_006303339.1, XP_006304149.1	El002G136110, El002G136100, El002G136060, El002G136090, El001G062630, El002G136050
OG0000230	XP_006284865.1	El003G184530
OG0000230	XP_006301262.1	El004G228600, El004G228560
OG0000231	XP_006283372.1	El003G188200
OG0000234	XP_006292174.1	El001G013810
OG0000234	XP_006290668.1	El001G026000
OG0000234	XP_006292545.1	El001G025990
OG0000234	XP_006292248.1	El001G025980
OG0000234	XP_006295608.1	El006G290620
OG0000234	XP_006287124.2	El001G068080
OG0000235	XP_006304962.1	El002G130000
OG0000235	XP_006300121.1, XP_006299527.1	El005G270010, El005G270000
OG0000236	XP_006299722.2	El005G261550
OG0000237	XP_023634310.1	El001G043200
OG0000239	XP_006295734.1	El006G299430
OG0000242	XP_006297317.1	El005G272850
OG0000242	XP_023645571.1	El002G097950
OG0000242	XP_023645989.1	El002G097960
OG0000242	XP_006307291.2	El002G097970
OG0000242	XP_006307178.2	El002G097940
OG0000244	XP_006284545.1	El003G163990
OG0000244	XP_006289916.1	El001G005180
OG0000244	XP_023635292.1, XP_006279100.1, XP_006285919.1, XP_006279101.1	El003G164000
OG0000244	XP_006289616.1	El001G005170
OG0000244	XP_006289215.1	El001G005160
OG0000247	XP_006284720.1	El002G130240
OG0000248	XP_006302421.1	El004G205450
OG0000248	XP_006292358.1	El001G027800
OG0000249	XP_006294087.1, XP_006294083.1	El001G010190, El001G010200
OG0000249	XP_023639020.1	El001G023760
OG0000250	XP_006301801.2	El004G221440, El004G221420, El004G221410, El004G221430
OG0000250	XP_006301741.2	El004G221620, El004G221570
OG0000250	XP_006285772.2	El003G143450, El003G143430
OG0000250	XP_006284516.1	El003G189050
OG0000254	XP_023643302.1	El004G205790, El004G205810, El004G205800, El004G205770
OG0000255	XP_023638868.1	El002G127510
OG0000256	XP_006292910.1	El001G045880, El006G315950
OG0000256	XP_006281060.1	El002G127370, El007G348390, El007G354980, El007G348590, El007G348510
OG0000256	XP_023642516.1	El007G348440, El007G348630, El007G348410, El007G348460
OG0000256	XP_006294980.1	El006G289100
OG0000256	XP_006295453.1, XP_006295599.1, XP_006295455.1	El006G315200, El006G315100, El006G315180, El006G315190, El006G315090, El006G315110, El006G315230
OG0000257	XP_006300047.2	El005G269290
OG0000257	XP_006284973.1, XP_006301076.1	El003G177270, El004G233260, El003G184780
OG0000257	XP_023642301.1	El003G190500
OG0000258	XP_006290948.1	El001G040590, El001G040540
OG0000258	XP_006292423.1	El001G040610
OG0000258	XP_006290957.1, XP_006290955.1	El001G040630, El001G040650
OG0000258	XP_006282010.1	El007G334450
OG0000258	XP_006290953.1, XP_023638661.1	El001G040670
OG0000260	XP_023633599.1	El007G349370
OG0000261	XP_023641349.1	El003G172830, El007G338290, El003G149370, El007G343030, El003G186040
OG0000264	XP_006290182.1	El001G003610
OG0000264	XP_023636139.1, XP_006286807.1	El001G003620
OG0000264	XP_006289480.2	El001G003650
OG0000265	XP_006299160.2	El001G028230
OG0000266	XP_023645896.1	El001G032330
OG0000267	XP_023640926.1, XP_023644474.1, XP_006295737.1, XP_023640855.1, XP_006295478.1, XP_023640375.1, XP_023640377.1, XP_006296294.1	El006G303900, El006G300950, El006G300970
OG0000268	XP_006292510.2	El001G037050
OG0000268	XP_023643441.1	El004G198500
OG0000268	XP_006287367.1	El001G081300
OG0000268	XP_006292488.1	El001G024850
OG0000271	XP_006299908.2, XP_006288300.1, XP_006288303.1	El002G111590
OG0000271	XP_006306291.1	El005G245000
OG0000271	XP_006285847.2	El001G055480
OG0000271	XP_006289516.1	El001G004610, El001G004620
OG0000273	XP_006281771.1	El002G105290
OG0000273	XP_006307122.1, XP_006304613.1	El002G132430
OG0000274	XP_006281238.1	El007G331270
OG0000274	XP_006291980.1	El001G015380
OG0000274	XP_006292381.1	El002G138930, El005G270610, El001G015480, El001G015500
OG0000274	XP_023642855.1	El004G201760
OG0000274	XP_006295138.1	El006G303380, El006G303400
OG0000275	XP_006299261.1	El005G260480
OG0000275	XP_006299285.1	El005G260440
OG0000275	XP_006299133.1, XP_006298980.1	El005G260470, El005G260460
OG0000275	XP_006299022.1	El005G260450
OG0000276	XP_006285657.1	El003G177930
OG0000276	XP_006286226.1	El003G165590
OG0000276	XP_006289208.1	El001G054260, El001G054290
OG0000276	XP_006294021.2	El006G301860, El005G266830
OG0000277	XP_006286199.1	El003G172500
OG0000277	XP_006284817.1	El003G172490
OG0000277	XP_006284821.1	El003G172510
OG0000277	XP_006284819.1, XP_006284820.1	El003G172540, El003G172520
OG0000278	XP_006292952.1, XP_023637248.1	El004G194450, El004G194550, El004G194420
OG0000278	XP_023636104.1, XP_006288761.1	El007G332310, El007G332260
OG0000279	XP_023635807.1, XP_023639599.1, XP_023641906.1	El006G309180
OG0000281	XP_006279141.1	El002G134220
OG0000281	XP_006286208.2	El004G205670, El004G205700
OG0000281	XP_006291195.2	El001G048140
OG0000282	XP_006289289.1	El001G074250
OG0000282	XP_006289949.1	El001G074230, El001G074220
OG0000282	XP_006289379.1	El001G074240
OG0000282	XP_006290020.1	El001G074210
OG0000282	XP_006286767.1	El001G074200, El001G074190
OG0000283	XP_006282331.1	El007G358960
OG0000283	XP_006281683.1	El007G358950, El007G358900, El007G358940
OG0000284	XP_006286819.1, XP_006279117.1, XP_006286567.1	El001G051110
OG0000284	XP_006298183.1	El001G010020, El005G240890
OG0000286	XP_023633225.1, XP_006281791.2	El007G339220, El007G356290
OG0000286	XP_023644793.1	El007G356300
OG0000286	XP_023643674.1, XP_006281608.2	El007G346400, El007G339230, El007G339190, El007G339150, El007G339210, El007G356280, El007G339800, El007G339290, El007G339310, El007G347210
OG0000287	XP_023641339.1	El005G258960
OG0000287	XP_023642101.1	El005G259020
OG0000287	XP_023642461.1	El005G258990, El005G259000
OG0000287	XP_023642080.1	El005G259030
OG0000287	XP_023642081.1	El005G259040
OG0000288	XP_006297907.1	El005G236820, El005G237970, El002G127980, El006G306940, El007G362290, El007G366050, El007G366090, El007G366070, El007G366110, El007G366120, El007G366080, El007G366040, El007G366150, El001G018900, El001G018820, El007G366140, El007G359310, El004G231130, El004G231090, El004G231100, El004G231180, El005G265170, El005G269820, El005G269800
OG0000290	XP_006299790.2	El005G255960
OG0000290	XP_023633447.1	El007G324830
OG0000290	XP_006282935.2, XP_006299208.2, XP_006282518.2, XP_006285278.2, XP_023635052.1	El003G191140, El003G191110
OG0000293	XP_023634606.1, XP_023638025.1, XP_023637692.1	El007G348670
OG0000294	XP_006297742.2	El005G254320
OG0000294	XP_006294369.1	El006G280820
OG0000294	XP_006287904.1	El001G002070
OG0000294	XP_006305011.1	El002G084190
OG0000295	XP_006299550.1	El005G250990
OG0000295	XP_006300449.1	El004G213700, El004G213760
OG0000295	XP_006297414.1	El005G250980
OG0000296	XP_006298206.1, XP_006298477.2	El004G224600, El004G224660
OG0000296	XP_023636873.1, XP_006288183.1	El006G317420, El006G317640, El006G317430
OG0000296	XP_006288152.1, XP_006288153.2	El007G339110
OG0000297	XP_006286101.1	El003G145640
OG0000297	XP_006282294.1	El007G330520
OG0000299	XP_023639078.1, XP_023638428.1, XP_023638451.1, XP_006291047.1	El001G044780, El001G044800, El001G044870
OG0000299	XP_023645495.1	El002G141100
OG0000300	XP_006298874.2	El005G270380
OG0000300	XP_006298781.1	El002G126770
OG0000300	XP_023641056.1	El005G270340
OG0000300	XP_023642219.1	El005G270320, El006G312490
OG0000301	XP_006300081.1	El004G204460
OG0000303	XP_023639308.1, XP_023634711.1	El004G204690, El001G012020
OG0000304	XP_006282370.1	El006G306670, El002G124540, El007G361960
OG0000304	XP_006281784.1	El007G361930
OG0000304	XP_006294221.1	El001G037860, El002G117260
OG0000308	XP_023635159.1	El003G190640
OG0000310	XP_006282038.1	El007G331450
OG0000310	XP_006282003.1, XP_006282276.1	El005G269120, El005G267120
OG0000311	XP_023636500.1	El001G064420
OG0000311	XP_006306121.1	El002G132070
OG0000311	XP_006298020.1	El005G254740
OG0000311	XP_006300523.1	El004G215340
OG0000313	XP_006286118.1	El003G165600
OG0000313	XP_006304764.1, XP_006304837.1	El002G132590
OG0000313	XP_006300940.2, XP_023644280.1, XP_023643331.1	El006G293390
OG0000314	XP_006304190.1	El002G086800
OG0000314	XP_006293513.1	El006G299440
OG0000314	XP_006306317.1	El002G086810
OG0000314	XP_006294968.1	El006G298930
OG0000316	XP_023634679.1, XP_006300905.2	El006G313460, El006G313430, El006G288940, El006G288750, El006G313470
OG0000316	XP_006296154.2, XP_006296300.1, XP_006296274.2	El006G289040, El006G288950
OG0000319	XP_006307728.2, XP_006280459.1	El002G090600, El002G090610, El007G330560
OG0000320	XP_023641921.1	El007G351450
OG0000320	XP_023644227.1, XP_023633340.1, XP_023644217.1, XP_023639608.1	El001G046980
OG0000321	XP_023634323.1	El003G185760, El003G185810
OG0000322	XP_006301427.1	El004G231760
OG0000322	XP_023632628.1	El002G101250
OG0000322	XP_006295765.1, XP_006301907.1	El006G289270
OG0000323	XP_023635366.1	El003G156470
OG0000323	XP_006284880.1	El003G156480
OG0000327	XP_023633034.1	El002G109100, El002G109110
OG0000327	XP_023633577.1	El001G043800, El001G043810
OG0000328	XP_006285598.2	El003G188540
OG0000328	XP_006284934.2, XP_006285306.1	El003G188510, El003G188530, El003G188520
OG0000329	XP_006293050.1	El006G284470, El003G174280
OG0000329	XP_006290449.1	El006G313370
OG0000330	XP_006291046.1	El001G031500
OG0000330	XP_006291184.2	El001G031820
OG0000331	XP_023644532.1	El004G210400
OG0000332	XP_006286664.1, XP_006286795.1	El001G060380
OG0000332	XP_006307493.1, XP_006279139.1	El002G134240
OG0000334	XP_023639259.1	El001G024470
OG0000334	XP_006295761.1	El006G292570
OG0000334	XP_006287213.1	El027G373440, El004G212490
OG0000335	XP_023644982.1	El002G087130
OG0000335	XP_023644521.1	El002G130900
OG0000336	XP_023643022.1	El004G225060
OG0000336	XP_006302398.1	El004G225040
OG0000336	XP_006305103.1	El002G101750
OG0000336	XP_006300480.1	El004G225030
OG0000338	XP_006302924.1, XP_006302921.1	El004G205930, El004G205250
OG0000339	XP_006304071.1	El002G083160
OG0000339	XP_006284249.1	El003G161790
OG0000339	XP_006288376.1	El001G000520
OG0000339	XP_006294736.1	El006G282150
OG0000339	XP_023639059.1	El001G033440
OG0000340	XP_006295770.1	El006G285360
OG0000340	XP_006295306.1, XP_006303050.1, XP_023640952.1	El006G285340
OG0000341	XP_023640347.1, XP_023633336.1	El006G311090
OG0000342	XP_023634402.1	El003G192910
OG0000344	XP_006287450.1	El001G051870
OG0000345	XP_023641021.1, XP_023633094.1	El002G096210
OG0000345	XP_006304658.2	El002G096170
OG0000346	XP_006280481.1, XP_006280434.1	El007G346340, El007G339300
OG0000347	XP_006299246.2	El005G267560
OG0000348	XP_023633819.1	El004G225860, El007G346220, El004G225870
OG0000348	XP_006279286.2	El006G318050, El007G363860, El003G159600, El003G182960
OG0000349	XP_006282910.1	El003G146500
OG0000349	XP_023644263.1, XP_023644178.1	El004G214430, El004G214420
OG0000349	XP_023644336.1, XP_023644189.1, XP_023644264.1	El004G214440
OG0000349	XP_023644494.1, XP_023644495.1	El002G127670, El002G127640
OG0000350	XP_023633101.1	El002G115720
OG0000350	XP_023632943.1	El002G115710
OG0000350	XP_023633107.1	El002G115770
OG0000350	XP_023633108.1	El002G115760
OG0000351	XP_006304904.2	El005G250820
OG0000352	XP_023645432.1	El006G309450
OG0000352	XP_006300344.1, XP_006302300.1	El004G201170, El004G201120, El003G185340, El007G358620
OG0000353	XP_006299955.2	El001G081410
OG0000355	XP_006285238.1	El003G173970
OG0000355	XP_006300980.1, XP_006301990.1, XP_006301072.1, XP_006300346.2, XP_023643972.1	El004G217540, El004G217530
OG0000356	XP_006290077.2, XP_006290011.1	El001G050680, El001G050660, El001G050830, El001G050610, El001G050640
OG0000358	XP_006288844.1	El001G072530
OG0000358	XP_006281260.2	El007G359240
OG0000358	XP_006289613.1	El001G072540
OG0000358	XP_006289891.1	El001G072550
OG0000359	XP_006295385.1	El006G296870
OG0000359	XP_006293384.1	El006G296860
OG0000360	XP_023644261.1	El007G323130
OG0000361	XP_006297904.1	El005G247030, El005G247020
OG0000361	XP_023636652.1	El001G078160
OG0000361	XP_006287917.1	El001G078130
OG0000362	XP_006297043.2	El005G273570
OG0000362	XP_006304551.1	El004G212880
OG0000364	XP_023641511.1	El004G211570
OG0000368	XP_006283601.1	El003G144810
OG0000368	XP_023634749.1	El003G144790
OG0000368	XP_023643598.1, XP_006302152.1	El004G215830
OG0000368	XP_006283582.1	El003G144770
OG0000368	XP_006283585.1	El003G144750
OG0000369	XP_006295517.1	El007G331100, El001G015190
OG0000370	XP_006305429.2	El002G101100
OG0000370	XP_006305827.1	El002G101070
OG0000370	XP_006284329.1, XP_006302461.1	El001G014550, El003G159300, El003G159280
OG0000371	XP_006304409.1	El002G111190
OG0000371	XP_023640112.1	El006G280660
OG0000371	XP_006303834.1	El002G085130
OG0000372	XP_006285843.1	El003G157140, El003G173700
OG0000372	XP_006282347.1, XP_006286272.1, XP_006285601.1, XP_006284992.1	El003G157160, El003G157170, El003G173780
OG0000377	XP_006302496.1	El004G200550
OG0000377	XP_006302482.1	El004G200530
OG0000377	XP_023642863.1	El004G200590
OG0000379	XP_006306907.1, XP_006299894.2	El003G186470, El006G311540
OG0000380	XP_023644130.1	El004G197270
OG0000381	XP_023636517.1, XP_023636519.1, XP_006281900.2	El006G290220
OG0000382	XP_006305654.1	El002G084270
OG0000382	XP_006288715.1	El001G002380
OG0000382	XP_006301123.2	El004G208350
OG0000382	XP_023645205.1	El002G091920
OG0000383	XP_023646002.1, XP_023637173.1, XP_023632684.1	El002G119180
OG0000383	XP_023644902.1, XP_023644904.1	El002G114430
OG0000384	XP_006304019.1	El002G137770, El002G137730
OG0000384	XP_023644983.1	El002G137760
OG0000386	XP_006292171.1, XP_006292361.1	El001G023900
OG0000386	XP_023638827.1	El001G023910
OG0000387	XP_006294283.1	El006G285610
OG0000387	XP_023640393.1	El006G281610
OG0000389	XP_023643804.1	El004G206640, El004G206700, El004G206670, El004G206820, El004G206780, El004G206750
OG0000389	XP_023643802.1	El004G206650
OG0000389	XP_023639062.1	El001G029870
OG0000390	XP_023645413.1	El002G104620
OG0000391	XP_006304493.1	El002G107470
OG0000391	XP_006307682.2	El002G107390
OG0000391	XP_006307366.1	El002G107420
OG0000392	XP_006291132.1	El003G176450
OG0000393	XP_006297867.2, XP_023639564.1, XP_006295871.2	El005G254450, El005G254470, El001G064960, El005G254460
OG0000396	XP_023638828.1	El001G046620
OG0000396	XP_006290512.1	El001G043390
OG0000396	XP_006292607.1, XP_006292374.1	El001G043540, El001G043570
OG0000398	XP_006306130.1	El002G140190
OG0000399	XP_023643290.1	El001G014530, El001G014520
OG0000400	XP_023640428.1	El006G281540
OG0000401	XP_006304938.1	El007G344350, El007G344320, El007G344360
OG0000402	XP_023637155.1	El006G281800
OG0000403	XP_006301572.1	El004G201290
OG0000403	XP_006279132.2, XP_006300421.1, XP_006301654.2	El004G200670
OG0000404	XP_006295174.1, XP_006298737.1	El005G247060
OG0000406	XP_023637148.1, XP_006289583.1, XP_023637147.1	El001G063970
OG0000406	XP_006291357.2	El001G031450
OG0000406	XP_006300073.1	El005G237360
OG0000407	XP_006289140.2	El001G065720
OG0000407	XP_006289675.1, XP_023637647.1	El001G078960, El001G078950
OG0000408	XP_023639406.1	El006G316640
OG0000408	XP_023640295.1	El006G316550
OG0000408	XP_023639414.1	El006G311690
OG0000408	XP_023639411.1, XP_023639413.1	El006G316620, El006G316610
OG0000409	XP_023641265.1	El005G261050, El003G167680
OG0000411	XP_006300332.1	El004G198670
OG0000411	XP_006298837.1	El005G270540
OG0000411	XP_006288911.1	El001G005390
OG0000411	XP_023633999.1	El003G163700
OG0000412	XP_006281244.2	El007G337740
OG0000412	XP_006284751.1	El003G157090
OG0000412	XP_006303412.1	El002G135360
OG0000413	XP_006300251.2	El005G249460
OG0000413	XP_023635326.1	El003G158150
OG0000413	XP_006279506.2	El007G335400
OG0000414	XP_006303963.1	El002G110530
OG0000415	XP_023637706.1	El001G069430
OG0000415	XP_006289424.1	El001G049570, El001G049550, El001G049580, El001G049150
OG0000415	XP_006296273.1	El006G286470
OG0000416	XP_023640386.1	El006G300650, El006G300480
OG0000416	XP_023645769.1, XP_006295764.1	El006G316630
OG0000417	XP_006299592.1	El005G267220, El005G267230, El007G344240
OG0000417	XP_006297713.1	El005G267240
OG0000417	XP_023636129.1	El001G006910
OG0000417	XP_006289254.1	El001G009680
OG0000419	XP_006279058.2	El002G122010, El007G345660, El007G345790, El007G345880
OG0000420	XP_023640666.1	El006G289320
OG0000420	XP_023637658.1	El003G153940, El003G153780
OG0000420	XP_023633408.1	El003G191940, El003G191980, El003G184480
OG0000421	XP_006282503.1, XP_006285342.2	El003G188860, El003G188830, El003G188770, El003G188820, El003G188810, El003G185740, El003G185800, El003G178490
OG0000421	XP_006286228.2	El003G188880
OG0000421	XP_006286150.1	El003G188870
OG0000422	XP_006305357.1	El002G092300
OG0000422	XP_006304701.1	El002G092310
OG0000422	XP_006305369.1	El002G092290, El002G127460
OG0000423	XP_006302320.1	El004G224830
OG0000423	XP_006297793.1	El005G250010
OG0000424	XP_023636138.1	El001G004180
OG0000424	XP_006290210.1, XP_006289326.2	El001G004250
OG0000424	XP_023641048.1, XP_023637061.1, XP_023635170.1, XP_023635083.1, XP_023634846.1	El001G004240
OG0000425	XP_006289129.1, XP_006282029.1	El005G247780
OG0000427	XP_006300414.1	El004G232020
OG0000427	XP_006295834.2	El006G298220
OG0000429	XP_006289091.1	El001G052920
