Orthogroup	Capsella_rubella	Odontarrhena_muralis
OG0000283	XP_006281683.1	Om007G278120, Om007G278110, Om007G278160, Om007G278100, Om007G278130
OG0000284	XP_006286819.1, XP_006279117.1, XP_006286567.1	Om007G294370, Om002G074370, Om003G113380
OG0000284	XP_006298183.1	Om008G355920, Om008G362090, Om006G261130, Om008G355220, Om008G362100
OG0000286	XP_023633396.1	Om001G007790
OG0000286	XP_006279750.2	Om003G115170, Om003G115230, Om003G115190
OG0000287	XP_023642080.1, XP_023642081.1	Om002G068990, Om002G068980
OG0000288	XP_006297907.1	Om004G133570, Om004G133540, Om004G133530, Om004G133860, Om004G133800, Om004G133790, Om004G133550, Om004G133520, Om004G133810, Om004G133560, Om004G134190, Om002G050850, Om002G050600
OG0000290	XP_006299790.2	Om002G065710
OG0000290	XP_023633447.1	Om005G197460, Om006G231890, Om006G251270, Om006G250320
OG0000294	XP_006297742.2	Om002G064000
OG0000294	XP_006294369.1	Om008G319990
OG0000294	XP_006287904.1	Om004G159000
OG0000294	XP_006305011.1	Om005G179320
OG0000296	XP_023644533.1, XP_006305118.1	Om004G129700, Om006G258460
OG0000297	XP_006286101.1	Om005G212040, Om001G036360, Om001G036390
OG0000297	XP_006282294.1	Om006G242900, Om006G244950
OG0000299	XP_006292669.1	Om004G171990, Om004G172000
OG0000300	XP_006298874.2	Om001G025290
OG0000300	XP_023641056.1, XP_023642219.1, XP_023641055.1	Om008G353600
OG0000301	XP_006300081.1, XP_023636086.1, XP_023638866.1, XP_023638862.1, XP_023634027.1, XP_023644471.1, XP_023643543.1	Om006G257000, Om018G373790, Om003G123180, Om008G342680, Om001G016630, Om008G353760, Om001G019630, Om003G108890
OG0000304	XP_006294221.1	Om008G357260
OG0000310	XP_006282038.1	Om006G246480, Om006G245880
OG0000310	XP_006282003.1, XP_006282276.1	Om006G245320, Om003G096540
OG0000311	XP_023636500.1	Om007G298120
OG0000311	XP_006306121.1	Om003G099520
OG0000311	XP_006298020.1	Om002G064550
OG0000311	XP_006300523.1	Om005G213850
OG0000313	XP_006285692.2	Om001G005460
OG0000313	XP_006286118.1	Om001G005740
OG0000313	XP_006304764.1, XP_006304837.1	Om003G099080
OG0000314	XP_006304190.1	Om005G181880
OG0000314	XP_006306317.1	Om005G181890
OG0000314	XP_006294968.1	Om005G210380
OG0000315	XP_023638680.1, XP_023640099.1, XP_023633445.1	Om001G014100
OG0000316	XP_023634679.1, XP_006300905.2	Om008G355740, Om008G329420, Om008G329500
OG0000316	XP_006296154.2, XP_006296300.1, XP_006296274.2	Om008G335620
OG0000319	XP_006307728.2, XP_006280459.1	Om005G185820, Om006G245010
OG0000320	XP_023641921.1	Om007G304720, Om007G305380
OG0000320	XP_023644227.1, XP_023633340.1, XP_023644217.1, XP_023639608.1	Om001G017140, Om003G107640, Om003G102020, Om003G105390
OG0000321	XP_006285871.1, XP_023634323.1	Om003G119980
OG0000321	XP_006285685.1, XP_006282490.1, XP_006283651.2, XP_006282573.1, XP_006286231.1	Om008G337250, Om004G152510, Om004G166140, Om008G337290, Om008G337300, Om008G337280, Om008G337270
OG0000322	XP_006301427.1	Om004G133260
OG0000322	XP_023632628.1	Om005G198270
OG0000322	XP_006295765.1, XP_006301907.1	Om008G333060, Om008G330110, Om008G330430
OG0000323	XP_023635692.1	Om003G115780
OG0000323	XP_023635366.1, XP_023635068.1	Om001G021170
OG0000325	XP_023633698.1	Om006G266410
OG0000327	XP_023633577.1, XP_023638622.1, XP_023633611.1	Om006G253100, Om006G251140, Om006G251150, Om006G253090
OG0000330	XP_023637070.1	Om003G124190
OG0000330	XP_006291184.2, XP_023638843.1	Om003G124480, Om003G124500
OG0000332	XP_006286664.1, XP_006286795.1	Om006G241400
OG0000332	XP_006307493.1, XP_006279139.1	Om003G097540
OG0000334	XP_023639259.1	Om006G254200
OG0000334	XP_006295761.1	Om008G335090
OG0000335	XP_023641263.1	Om002G054740
OG0000336	XP_006294473.1, XP_006294435.1, XP_006296416.1, XP_006296260.2	Om004G142050
OG0000336	XP_006305103.1	Om005G198950
OG0000336	XP_006300480.1	Om004G142080, Om004G142060
OG0000338	XP_006302924.1, XP_006302921.1	Om011G365530, Om005G217920
OG0000339	XP_006304071.1, XP_006284249.1	Om001G010480
OG0000339	XP_006294736.1	Om008G321390
OG0000340	XP_006295770.1	Om008G325090
OG0000344	XP_006287450.1	Om006G240680
OG0000345	XP_023641021.1, XP_023633094.1	Om005G196900
OG0000347	XP_006299246.2, XP_006296244.1, XP_023634257.1, XP_023640356.1	Om006G248330, Om006G248350, Om002G055420
OG0000348	XP_023644223.1, XP_023633819.1, XP_006279286.2	Om007G315920, Om004G149150
OG0000349	XP_006282910.1	Om001G035120
OG0000349	XP_023644263.1, XP_023644178.1, XP_023644336.1, XP_023644189.1, XP_023644264.1	Om008G361710
OG0000349	XP_023639213.1, XP_023644494.1, XP_023644495.1	Om001G035100
OG0000350	XP_023633107.1	Om007G290180
OG0000350	XP_023633108.1	Om007G290160
OG0000351	XP_006299223.1	Om002G059500
OG0000352	XP_023645432.1	Om005G197930, Om008G334130
OG0000355	XP_023642223.1	Om008G338600
OG0000355	XP_023636152.1	Om004G131070
OG0000355	XP_006300980.1, XP_006301990.1, XP_006301072.1, XP_006300346.2, XP_023643972.1	Om004G138140, Om005G184710
OG0000356	XP_006290077.2, XP_006290011.1	Om008G361350, Om008G361230, Om007G313440, Om008G361260, Om008G351920, Om008G351970, Om008G354030
OG0000358	XP_006303184.2	Om005G181310, Om007G277860
OG0000358	XP_006289891.1	Om007G277850
OG0000359	XP_006295385.1, XP_006304391.1, XP_006305913.1, XP_006305533.1, XP_006293384.1	Om007G290360, Om007G290370
OG0000360	XP_023644261.1	Om008G362290, Om006G230130
OG0000360	XP_006281815.1	Om006G230150
OG0000361	XP_006297904.1	Om002G054940
OG0000361	XP_023636652.1	Om004G172990
OG0000362	XP_006297043.2	Om004G136190, Om004G136200, Om004G136230
OG0000362	XP_006304551.1	Om004G136210
OG0000363	XP_023640316.1	Om004G151750
OG0000368	XP_006283601.1	Om001G038000
OG0000368	XP_023643598.1, XP_006302152.1	Om001G038090
OG0000368	XP_006283585.1	Om001G038110
OG0000369	XP_006292046.1, XP_006281312.1, XP_006303419.1	Om006G245620
OG0000370	XP_006305429.2	Om005G198190
OG0000370	XP_006305827.1	Om005G198070
OG0000371	XP_006304409.1, XP_023640112.1	Om008G319770
OG0000372	XP_006285843.1, XP_006282347.1, XP_006286272.1, XP_006285601.1, XP_006284992.1	Om004G135750
OG0000374	XP_023643844.1, XP_006303728.1, XP_006306140.2	Om003G094990
OG0000374	XP_023634983.1, XP_023634596.1	Om003G096590, Om003G096580
OG0000377	XP_006302496.1	Om005G221490, Om005G221480, Om005G221450, Om005G221440
OG0000377	XP_006302482.1	Om005G221520
OG0000378	XP_023633308.1, XP_023644476.1	Om003G106910
OG0000382	XP_006288715.1	Om005G179390
OG0000382	XP_023645205.1	Om005G187240
OG0000383	XP_023644905.1, XP_023645696.1, XP_023646002.1, XP_023637173.1, XP_023632684.1	Om007G289040, Om007G289010
OG0000383	XP_023640959.1	Om007G289000
OG0000384	XP_006305900.1	Om002G061090
OG0000384	XP_023644983.1	Om003G093980, Om003G093940, Om003G093930
OG0000386	XP_006292171.1, XP_006292361.1	Om006G254890, Om006G254870, Om006G254900
OG0000386	XP_023638827.1, XP_006292223.1	Om006G254880
OG0000387	XP_006285973.1	Om008G325420
OG0000388	XP_023634275.1	Om007G313410
OG0000389	XP_006290300.2	Om003G121990, Om003G121820
OG0000389	XP_023643804.1, XP_023643802.1, XP_023639062.1	Om003G121980
OG0000390	XP_006299181.1	Om002G064160, Om004G151070
OG0000391	XP_006304493.1	Om005G204840
OG0000391	XP_006307682.2	Om005G199920
OG0000391	XP_006304665.1	Om005G204830
OG0000391	XP_006303659.1, XP_023644768.1, XP_006307366.1	Om005G204810, Om005G204820
OG0000392	XP_006292899.1	Om006G259010
OG0000392	XP_023638913.1, XP_006293141.1	Om004G166970
OG0000396	XP_023638828.1	Om007G306340, Om009G363510
OG0000396	XP_006290512.1	Om006G270400
OG0000398	XP_006306130.1	Om003G090820, Om003G090840
OG0000400	XP_023639193.1	Om001G026500
OG0000402	XP_023637155.1	Om007G317090, Om006G237690, Om005G212470, Om002G081210, Om008G352430, Om008G344500, Om005G206050
OG0000403	XP_006300928.1, XP_006279132.2, XP_006300421.1, XP_006301654.2	Om005G220580
OG0000404	XP_006295174.1, XP_006298737.1, XP_006292003.1, XP_006299325.2	Om006G255780, Om008G337600, Om004G170670, Om002G054990
OG0000406	XP_023637148.1, XP_006289583.1, XP_023637147.1	Om007G297520
OG0000406	XP_006300073.1	Om002G044530
OG0000407	XP_023637726.1	Om007G300530
OG0000410	XP_023643050.1, XP_023643049.1	Om005G222950
OG0000411	XP_006300332.1	Om005G224040
OG0000411	XP_006288911.1	Om008G354000
OG0000411	XP_023633999.1	Om001G008360
OG0000412	XP_006281244.2	Om003G116310
OG0000412	XP_006296635.1	Om002G068560
OG0000413	XP_006300251.2	Om002G057770
OG0000413	XP_006279506.2	Om003G119170
OG0000413	XP_023645893.1	Om003G090580
OG0000414	XP_006285161.1, XP_006285030.1	Om001G006250
OG0000415	XP_023637706.1	Om004G162740
OG0000415	XP_006296273.1	Om008G326430
OG0000416	XP_023640386.1	Om005G227300, Om004G176330, Om007G280020, Om007G280180
OG0000417	XP_006299592.1, XP_006297713.1	Om002G073380
OG0000420	XP_023640666.1	Om003G125710
OG0000420	XP_023634578.1	Om001G024600, Om001G024620, Om001G024670, Om001G024630, Om001G024610, Om001G032410
OG0000420	XP_023637658.1, XP_023635806.1	Om001G024590
OG0000421	XP_006282503.1, XP_006285342.2, XP_006286228.2, XP_006286150.1	Om001G026550, Om001G026540, Om007G294470, Om001G013810
OG0000422	XP_006305357.1	Om005G187620, Om005G187610
OG0000422	XP_006304701.1	Om005G187660
OG0000422	XP_006305369.1	Om005G187600, Om005G187590
OG0000423	XP_006279086.1, XP_006300238.1, XP_006302320.1	Om004G142290
OG0000423	XP_006297793.1	Om002G058490
OG0000424	XP_006290210.1, XP_006289326.2	Om007G293140
OG0000424	XP_023637061.1, XP_023635170.1, XP_023635083.1, XP_023634846.1	Om006G230630, Om007G292750, Om006G230620
OG0000425	XP_006304689.1	Om003G093760
OG0000427	XP_006300414.1	Om001G021740, Om004G132930
OG0000427	XP_006295834.2	Om004G132940
OG0000429	XP_006289091.1	Om006G240130
OG0000429	XP_006289984.1	Om004G164170
OG0000430	XP_006298687.1	Om002G082610, Om002G066320
OG0000430	XP_006286099.1, XP_006295960.1, XP_006282738.1	Om001G041290
OG0000431	XP_006302194.1	Om005G219170
OG0000431	XP_006306441.1	Om005G188470
OG0000431	XP_006307429.1	Om005G188450
OG0000432	XP_006280097.1	Om003G113900
OG0000432	XP_006287183.1, XP_006280101.1, XP_006280103.1	Om003G118170, Om005G204990
OG0000436	XP_006285100.1	Om006G250310
OG0000436	XP_006284780.1	Om001G024370
OG0000436	XP_006298740.2	Om002G087440
OG0000439	XP_006304792.1	Om005G183450
OG0000439	XP_006292538.1	Om003G123740
OG0000439	XP_006294594.1	Om007G280530
OG0000440	XP_006295974.1, XP_006289912.1	Om007G297020
OG0000440	XP_006299511.1	Om006G261750, Om006G261700
OG0000441	XP_006297709.1	Om002G062550
OG0000441	XP_006298225.1	Om002G062440
OG0000441	XP_023641538.1, XP_006296757.1	Om002G062460
OG0000442	XP_023633705.1	Om001G041180
OG0000442	XP_006295845.2, XP_006295480.1, XP_006295899.2, XP_006282870.2	Om008G323220
OG0000446	XP_006281265.1	Om006G235370
OG0000446	XP_006291992.1	Om006G274450
OG0000446	XP_006303395.1	Om005G194520
OG0000446	XP_006302955.1	Om005G208660
OG0000447	XP_023641550.1	Om002G060230
OG0000447	XP_006306466.1	Om007G288920
OG0000448	XP_006281442.1	Om008G361730
OG0000448	XP_006281981.1	Om008G361700
OG0000448	XP_006281516.1, XP_006281658.1	Om008G361720
OG0000449	XP_006292022.1	Om006G267260
OG0000449	XP_006281292.1	Om006G245560
OG0000449	XP_006292028.1	Om006G267270
OG0000449	XP_006281290.1	Om006G245570
OG0000452	XP_006281550.1	Om001G025830, Om001G025870, Om004G163540, Om001G025930, Om001G025860, Om001G025910
OG0000454	XP_006281328.1	Om003G113950, Om003G113940, Om003G113960
OG0000456	XP_006296466.2, XP_006282487.2, XP_006285273.2	Om003G123130, Om004G170050, Om008G350270, Om004G170060, Om008G330680
OG0000460	XP_023634050.1	Om001G008580
OG0000460	XP_023645318.1, XP_023641384.1	Om005G220920
OG0000461	XP_006306997.1	Om005G177550
OG0000461	XP_023633292.1	Om005G177540
OG0000463	XP_023639149.1, XP_023638349.1, XP_023638317.1	Om001G005850
OG0000466	XP_006301651.2, XP_006299219.1	Om005G209820
OG0000468	XP_006292723.1	Om006G252980
OG0000468	XP_023639637.1	Om007G278880
OG0000468	XP_023640971.1	Om008G332830
OG0000471	XP_006306115.1	Om007G289290
OG0000472	XP_006283966.1	Om007G316650, Om007G316670
OG0000472	XP_006286126.1	Om007G316690, Om003G102350, Om007G316680, Om007G316660
OG0000473	XP_023639393.1	Om008G319530
OG0000474	XP_006291971.1, XP_006284663.1, XP_006296532.1	Om006G261160, Om006G238310
OG0000475	XP_023643227.1, XP_023644385.1	Om005G227990
OG0000476	XP_006282377.2	Om004G165260, Om004G165270
OG0000477	XP_006280972.1, XP_006288484.1	Om004G169410, Om002G083900, Om006G247780, Om008G334030
OG0000478	XP_023645496.1	Om002G080510, Om002G080540, Om002G080550
OG0000478	XP_006297631.1, XP_023641943.1	Om002G083030
OG0000481	XP_006302389.1	Om005G223420, Om002G062340
OG0000481	XP_006299953.2, XP_023634348.1	Om007G293590
OG0000482	XP_006285820.1, XP_006284616.1, XP_006285696.1	Om005G212960, Om005G212950
OG0000483	XP_006281715.2	Om003G117450
OG0000486	XP_006305621.1	Om007G293910
OG0000486	XP_023638699.1, XP_006303350.2	Om007G315930, Om007G316020, Om002G055740, Om002G055140, Om002G077700
OG0000487	XP_006304841.1	Om002G046190, Om005G181670, Om007G278330
OG0000488	XP_006304561.1	Om006G246280, Om008G324620, Om006G256140, Om004G176270
OG0000488	XP_023638942.1	Om006G256050
OG0000490	XP_006305025.2	Om005G178960
OG0000491	XP_023636253.1	Om003G104850
OG0000492	XP_006294348.1, XP_006294343.1	Om003G118980
OG0000495	XP_006294189.1, XP_006294197.1, XP_006294227.2	Om006G264590, Om006G264500
OG0000497	XP_006305364.1	Om004G146680
OG0000498	XP_006280881.1	Om003G114860
OG0000499	XP_006283965.1	Om001G002040, Om002G075590
OG0000499	XP_006300515.1	Om004G133290
OG0000499	XP_006297960.1	Om002G059420
OG0000499	XP_006297957.1	Om003G092390
OG0000501	XP_006305314.1	Om007G291470
OG0000501	XP_023638910.1	Om002G068600
OG0000501	XP_023638657.1	Om001G008590
OG0000504	XP_006298823.1	Om001G012750, Om002G052110, Om008G332030
OG0000505	XP_023637350.1, XP_006287584.1, XP_023636897.1, XP_006307315.1	Om006G239820, Om006G239880
OG0000506	XP_006285493.1, XP_006286640.1, XP_006301807.1	Om005G205820
OG0000507	XP_006300484.1	Om005G228590, Om008G341610
OG0000507	XP_006302276.1, XP_006293681.2	Om005G228660
OG0000509	XP_023634869.1, XP_023634868.1, XP_023634998.1	Om003G103700
OG0000509	XP_023634870.1	Om007G275840
OG0000511	XP_006286225.1	Om003G101890
OG0000511	XP_023643359.1	Om005G224850
OG0000513	XP_006291831.1	Om008G335560, Om006G254410
OG0000513	XP_006291822.1	Om006G267240
OG0000513	XP_006279700.1	Om006G245660
OG0000514	XP_006299969.1	Om002G068070
OG0000515	XP_023645942.1, XP_023645936.1, XP_023645933.1	Om003G089500
OG0000515	XP_006303851.2	Om003G089490
OG0000520	XP_006292074.2, XP_006279439.2, XP_023634388.1	Om007G301340
OG0000521	XP_006288456.1	Om008G344260
OG0000521	XP_023642857.1	Om004G133420
OG0000522	XP_023644929.1	Om001G011810
OG0000522	XP_023636853.1	Om008G348020
OG0000522	XP_023637440.1	Om008G348080, Om008G348070
OG0000523	XP_023633068.1	Om007G288290
OG0000523	XP_006296335.1	Om008G320770
OG0000523	XP_006299271.1	Om003G127050
OG0000524	XP_006299382.1	Om002G050640
OG0000524	XP_006299274.1, XP_006279754.1	Om002G050630
OG0000525	XP_006301908.1	Om004G133010
OG0000525	XP_006297150.1	Om002G059840
OG0000525	XP_006306947.1	Om003G092800
OG0000526	XP_006290566.1	Om006G263940
OG0000529	XP_006287672.1, XP_006279136.1	Om006G243980
OG0000529	XP_023639192.1	Om008G331390, Om008G331400
OG0000529	XP_006289732.1	Om006G244040, Om006G244010
OG0000533	XP_006295159.2	Om004G155930
OG0000534	XP_023637277.1, XP_006300373.1, XP_006301650.1, XP_006300970.1, XP_023644074.1, XP_006300567.1, XP_006301518.1, XP_006301153.1	Om005G224370
OG0000535	XP_006301968.1	Om005G222110
OG0000535	XP_006292781.1	Om006G274720
OG0000536	XP_023646070.1, XP_006279034.1	Om011G365270
OG0000537	XP_006286433.1	Om007G302270
OG0000537	XP_006285603.1	Om003G104980
OG0000537	XP_006299677.1	Om002G050220
OG0000538	XP_006293537.1, XP_006294804.1	Om008G324960
OG0000538	XP_006294805.1	Om008G324980
OG0000539	XP_023633585.1	Om006G228950
OG0000540	XP_006294917.2	Om007G282450
OG0000540	XP_006296522.1	Om007G282460
OG0000540	XP_006294909.2	Om007G282480, Om007G282490
OG0000541	XP_006294799.1	Om007G282620
OG0000542	XP_006288729.1	Om007G298840
OG0000542	XP_006305661.1	Om003G099070
OG0000542	XP_023641607.1	Om002G043870
OG0000543	XP_006295889.1, XP_006296440.1	Om001G016240, Om001G004280, Om001G013170
OG0000544	XP_006306557.1	Om005G182550, Om005G182520
OG0000544	XP_006304823.1	Om005G182540
OG0000545	XP_006301180.1	Om004G138860, Om004G138840, Om004G138850
OG0000545	XP_023643666.1	Om004G138820, Om004G138830
OG0000546	XP_006299047.1, XP_006299159.1, XP_006299158.1, XP_006300229.1	Om002G083470
OG0000547	XP_006282939.1	Om001G038480, Om001G038530
OG0000550	XP_006295234.1, XP_023638695.1, XP_006303819.1	Om006G255770
OG0000551	XP_006279743.1	Om006G232640
OG0000551	XP_006283042.1	Om001G040480
OG0000551	XP_006286951.1	Om004G166290
OG0000552	XP_006296217.1, XP_006306408.1	Om008G319960
OG0000552	XP_006293091.1	Om003G127880
OG0000553	XP_006305315.1	Om001G012510
OG0000553	XP_006305849.2	Om001G012520
OG0000554	XP_006302364.1	Om001G002110, Om005G222990
OG0000555	XP_006289988.1, XP_006286853.1	Om008G352870, Om008G352880, Om001G004330
OG0000556	XP_006298567.1	Om002G049820
OG0000556	XP_006298559.1	Om002G074570
OG0000557	XP_006295902.1, XP_006295040.1	Om008G322970
OG0000558	XP_006296243.2	Om005G225770
OG0000558	XP_006299238.2	Om008G337590
OG0000558	XP_006295977.1	Om008G327270
OG0000559	XP_006287718.1	Om004G174990
OG0000559	XP_006287658.1	Om004G174960
OG0000559	XP_023637457.1	Om004G175040
OG0000560	XP_006282023.1, XP_006294467.1, XP_006279819.1	Om006G246000
OG0000561	XP_023638609.1	Om006G232200
OG0000561	XP_006302848.1	Om006G232260, Om006G232240
OG0000562	XP_006299606.1	Om002G048170
OG0000562	XP_006287862.1	Om007G301050
OG0000562	XP_006289925.1	Om007G294310
OG0000563	XP_023636141.1	Om002G081700, Om002G081710, Om002G081690, Om005G196730
OG0000565	XP_006301692.1	Om005G208340
OG0000566	XP_006286089.1, XP_006305248.1	Om007G297320, Om006G242250, Om006G242050, Om006G242270, Om002G082780
OG0000566	XP_006289991.2	Om006G242260
OG0000567	XP_006299151.1	Om002G063590
OG0000569	XP_023640570.1	Om007G276590
OG0000569	XP_023640366.1, XP_023640289.1	Om008G334040
OG0000570	XP_006298764.1	Om002G043360
OG0000570	XP_006288858.1	Om007G299740
OG0000570	XP_006281184.2	Om006G237000
OG0000571	XP_006282092.1	Om006G244500
OG0000573	XP_006301035.1	Om005G222710
OG0000575	XP_023639201.1, XP_023634592.1, XP_023635605.1	Om001G031670, Om001G031700
OG0000578	XP_006304044.1	Om005G188980
OG0000578	XP_006302601.1	Om005G219910
OG0000579	XP_006281071.2	Om007G286810
OG0000579	XP_006284608.1	Om007G318320
OG0000580	XP_006293539.1	Om008G323850
OG0000580	XP_023640833.1	Om008G323800, Om008G323780, Om008G323790, Om008G323750
OG0000580	XP_006294336.1	Om008G323810, Om008G323830
OG0000582	XP_006288634.1	Om006G243850
OG0000583	XP_006304411.1	Om005G183560
OG0000583	XP_006306052.2	Om005G183570
OG0000583	XP_023640384.1	Om007G280600, Om007G280610
OG0000584	XP_023637697.1	Om007G292850
OG0000584	XP_006284238.1	Om001G022800
OG0000584	XP_006298188.1	Om002G088330
OG0000585	XP_006295085.1	Om008G340110, Om002G059620
OG0000586	XP_006299476.1, XP_006297712.1, XP_023641492.1, XP_023641490.1	Om002G083340
OG0000586	XP_023645110.1	Om008G342910
OG0000587	XP_006288631.1	Om004G158710
OG0000587	XP_023640579.1	Om008G320250
OG0000587	XP_006305610.1	Om005G178890
OG0000588	XP_006296907.1	Om002G060100
OG0000588	XP_006293629.1	Om008G326370
OG0000588	XP_006306678.2	Om003G093150
OG0000589	XP_023640155.1	Om006G245680
OG0000589	XP_006291954.1, XP_006292540.1	Om006G267230
OG0000590	XP_006298749.2, XP_006288900.1	Om002G047710
OG0000591	XP_006282852.1	Om001G027320
OG0000592	XP_006305354.1, XP_006297909.2	Om002G064890, Om002G064880
OG0000592	XP_006305339.1	Om005G199600
OG0000594	XP_006292831.2	Om006G262800
OG0000595	XP_006279365.1, XP_006290972.1	Om006G269050
OG0000595	XP_006279379.2	Om006G243810, Om006G243820
OG0000596	XP_006281068.1	Om007G281450, Om003G117040
OG0000597	XP_006296353.1, XP_006295923.1	Om003G115830
