Orthogroup	Capsella_rubella	Cochlearia_excelsa
OG0000279	XP_023635807.1, XP_023639599.1, XP_023641906.1	g35399, g45089, g11046, g53522
OG0000281	XP_006279141.1	g36419
OG0000282	XP_006289379.1	g5538
OG0000282	XP_006290020.1	g45483
OG0000282	XP_006286767.1	g29622
OG0000283	XP_006281683.1	g11114, g11113, g39732
OG0000284	XP_006286819.1, XP_006279117.1, XP_006286567.1	g10112
OG0000284	XP_006298183.1	g12521
OG0000286	XP_006279750.2	g28434, g45026
OG0000287	XP_023642461.1	g13375
OG0000287	XP_023642080.1	g13376
OG0000290	XP_006299790.2	g11997
OG0000290	XP_023633447.1	g16860
OG0000294	XP_006297742.2	g6947
OG0000294	XP_006287904.1	g39522, g25429
OG0000294	XP_006305011.1	g26892
OG0000295	XP_006299550.1, XP_006300449.1	g12173, g12193, g12167, g12172
OG0000296	XP_023644533.1, XP_006305118.1	g40743
OG0000297	XP_006282294.1	g41326
OG0000299	XP_006292669.1	g53411, g29745
OG0000300	XP_006298874.2	g13574, g6349
OG0000300	XP_006298781.1	g51227
OG0000300	XP_023642219.1, XP_023641055.1	g53214, g52576, g53200, g11641
OG0000301	XP_023636086.1, XP_023638866.1, XP_023638862.1, XP_023634027.1, XP_023644471.1, XP_023643543.1	g14672, g43509, g3110, g32825, g11542, g25301, g30948, g40323
OG0000303	XP_023639308.1, XP_023634711.1	g14940
OG0000304	XP_006294221.1	g40529, g40528, g40527
OG0000306	XP_023640634.1	g21132, g21058, g20064, g3674, g20683, g16515, g15348, g20616, g48433, g8341, g21048, g48511, g20060, g48531, g39053, g21758, g21754, g14448, g48425, g20442, g21666, g3997, g3911, g3867, g21759, g26583, g15088, g34873, g20659, g21994, g9577, g43125, g49141, g20649, g42462, g20538, g21027, g22535, g20456, g15461, g53511, g1279, g3998, g48510, g20278, g15831, g48406, g8919, g30338, g38779, g34129, g9489, g21298, g20063, g48449, g48532, g3675, g21057, g15701, g30552, g20682, g46202, g15322, g20114, g42393, g8567, g49110, g20081, g38889, g20957, g8472, g30208, g42312, g15717, g26573, g9615, g33847, g48448, g1280, g15127, g15485, g20948, g21584, g21618, g48488, g48502, g15404, g29903, g8282, g20083, g39019, g38755, g9103, g48477, g21023, g9543, g26552, g39159, g39043, g49221, g33669, g33642, g20728, g38992, g3776, g20980, g30135, g38702, g14342, g20771, g15690, g33995, g9368, g33981, g34111, g8464, g26549, g42537, g48490, g33861, g8336, g38981, g21270, g20956, g38960, g20933, g30639, g38574, g25313, g20715, g20033, g8884, g16107, g20761, g34878, g52985, g38713
OG0000310	XP_006282038.1	g19547, g28753
OG0000310	XP_006282003.1, XP_006282276.1	g41320, g28797, g28774, g28802, g859
OG0000311	XP_023636500.1	g45737
OG0000311	XP_006306121.1	g36325
OG0000311	XP_006298020.1	g6918, g13293
OG0000311	XP_006284008.1	g46788
OG0000311	XP_006300523.1	g45009
OG0000313	XP_006286118.1	g17626
OG0000314	XP_006304190.1	g26947
OG0000314	XP_006293513.1	g51309
OG0000314	XP_006306317.1	g30904
OG0000314	XP_006294968.1	g51329
OG0000315	XP_023638680.1, XP_023640099.1, XP_023633445.1	g16098
OG0000316	XP_023634679.1, XP_006300905.2	g37360, g37362, g37913, g17870
OG0000319	XP_006307728.2, XP_006280459.1	g28817, g849, g41323, g31094, g49601, g27017
OG0000321	XP_006285871.1	g32189
OG0000321	XP_023634323.1	g14307
OG0000321	XP_006285685.1, XP_006282490.1, XP_006283651.2, XP_006282573.1, XP_006286231.1	g46809
OG0000322	XP_006301427.1	g46450
OG0000322	XP_006295765.1, XP_006301907.1	g51878, g53520
OG0000323	XP_023635068.1	g23616
OG0000327	XP_023633577.1, XP_023638622.1, XP_023633611.1	g11293, g11292, g11294
OG0000330	XP_023637070.1	g41256
OG0000330	XP_023638925.1, XP_006291184.2, XP_023638843.1	g1956
OG0000331	XP_023644532.1	g33150
OG0000332	XP_006286664.1, XP_006286795.1	g41419
OG0000332	XP_006307493.1, XP_006279139.1	g54159
OG0000334	XP_023639259.1	g2329
OG0000334	XP_006295761.1	g37230
OG0000336	XP_023643022.1	g44586
OG0000336	XP_006294246.2, XP_006294415.1, XP_006302398.1	g17997, g17998
OG0000336	XP_006305103.1	g31719
OG0000336	XP_006300480.1	g44587
OG0000338	XP_006304242.2, XP_006304268.1, XP_006302924.1, XP_006302921.1	g31209, g27091, g31190, g27095
OG0000339	XP_006294736.1	g52289
OG0000340	XP_006295770.1	g38215
OG0000340	XP_006295410.1	g37505
OG0000342	XP_023634402.1	g43821, g43806, g53971, g43797, g43782, g43783
OG0000344	XP_006287450.1	g10089
OG0000345	XP_023632593.1, XP_023632594.1	g27193
OG0000345	XP_006304658.2	g51206
OG0000347	XP_006299246.2, XP_006296244.1	g12309
OG0000347	XP_023634257.1, XP_023640356.1	g36126
OG0000348	XP_006279286.2	g18434, g24671, g43329, g4284, g43830, g53724
OG0000349	XP_006282910.1	g18231
OG0000349	XP_023644263.1, XP_023644178.1, XP_023644336.1, XP_023644189.1, XP_023644264.1	g13748, g13750
OG0000350	XP_023633107.1	g32411
OG0000352	XP_023645432.1, XP_006300344.1, XP_006302300.1	g31677
OG0000353	XP_006299955.2	g32289
OG0000355	XP_006285238.1	g24488, g24484, g24489, g47089, g47088, g38275
OG0000355	XP_006304953.1	g17931
OG0000355	XP_006300980.1, XP_006301990.1, XP_006301072.1, XP_006300346.2, XP_023643972.1	g38274
OG0000356	XP_006290077.2, XP_006290011.1	g35508, g18523, g37782, g4812, g4800, g4814
OG0000358	XP_006288844.1, XP_006303184.2	g49447, g30863, g26927
OG0000358	XP_006281260.2, XP_006289613.1	g29557, g39719
OG0000358	XP_006289891.1	g45514
OG0000359	XP_006304391.1, XP_006305913.1, XP_006305533.1	g32419, g32420, g50521
OG0000360	XP_023644261.1	g9656
OG0000360	XP_006281815.1	g9658
OG0000361	XP_006297904.1	g7378
OG0000364	XP_023641511.1	g16505, g24639, g16374, g23229
OG0000368	XP_006283601.1, XP_023634749.1	g16342
OG0000368	XP_023643598.1, XP_006302152.1, XP_006283582.1	g47982
OG0000368	XP_006283585.1	g47983
OG0000370	XP_006305827.1	g23768
OG0000370	XP_006284329.1, XP_006302461.1	g47536
OG0000371	XP_006304409.1, XP_023640112.1	g7650, g11474
OG0000372	XP_006285843.1, XP_006282347.1, XP_006286272.1, XP_006285601.1, XP_006284992.1	g17100, g17096, g17097, g17099
OG0000374	XP_023643844.1, XP_006303728.1, XP_006306140.2	g11643
OG0000374	XP_023634983.1, XP_023634596.1	g36851, g36855, g36853, g36852, g36854, g54187
OG0000377	XP_006302496.1	g41000
OG0000379	XP_006306907.1, XP_006299894.2	g41816
OG0000382	XP_006288715.1	g25452
OG0000382	XP_006301123.2	g41120
OG0000382	XP_023645205.1	g31165
OG0000383	XP_023640959.1	g32362, g32361
OG0000383	XP_023644902.1, XP_023644904.1	g50490
OG0000384	XP_006305900.1	g24279
OG0000386	XP_006292171.1, XP_006292361.1	g2365
OG0000387	XP_023640494.1	g52116
OG0000387	XP_006294283.1, XP_006285973.1	g37493, g37492
OG0000388	XP_023634275.1	g22154
OG0000389	XP_006290300.2	g1975
OG0000390	XP_023645413.1	g35026, g34348, g34350, g28458, g28439, g35303
OG0000390	XP_006299181.1	g13288
OG0000391	XP_006303659.1, XP_023644768.1	g50242
OG0000391	XP_006307366.1	g27516
OG0000392	XP_023638913.1, XP_006293141.1	g11310
OG0000396	XP_006290512.1	g10425
OG0000398	XP_023641278.1, XP_006306130.1	g27985, g54333
OG0000400	XP_023638073.1, XP_023640428.1, XP_023638074.1, XP_006293162.2, XP_023637783.1, XP_023639193.1	g50668
OG0000402	XP_023637155.1	g14418
OG0000403	XP_006301572.1	g44123
OG0000403	XP_006300928.1, XP_006279132.2, XP_006300421.1, XP_006301654.2	g44131, g44135, g17396
OG0000404	XP_006295174.1, XP_006298737.1, XP_006292003.1, XP_006299325.2	g51571
OG0000406	XP_023637148.1, XP_006289583.1, XP_023637147.1	g5012, g5008
OG0000406	XP_006300073.1	g12661
OG0000408	XP_023639406.1	g50999
OG0000408	XP_023639414.1	g51011
OG0000409	XP_023641265.1	g49864
OG0000410	XP_023643050.1, XP_023643049.1	g1733, g24568, g44176
OG0000411	XP_006298837.1	g13575
OG0000412	XP_006281244.2	g28489
OG0000412	XP_006284751.1	g47623
OG0000412	XP_006303412.1	g36484
OG0000413	XP_023635326.1, XP_006279506.2	g12238
OG0000414	XP_006307227.1	g27592
OG0000414	XP_006307169.1, XP_023632699.1, XP_023632865.1, XP_006303963.1	g50367
OG0000414	XP_006285161.1, XP_006285030.1	g47348
OG0000415	XP_023637706.1	g4813, g4802
OG0000416	XP_023640386.1	g37911
OG0000416	XP_023645769.1, XP_006295764.1	g49506, g50636
OG0000420	XP_023640666.1	g23784
OG0000420	XP_023634578.1, XP_023637658.1, XP_023635806.1, XP_023633408.1	g13846
OG0000421	XP_006286228.2	g46706
OG0000421	XP_006286150.1	g53730, g46707
OG0000422	XP_006305357.1	g49629, g49628
OG0000422	XP_006305369.1	g27081
OG0000423	XP_006279086.1, XP_006300238.1, XP_006302320.1	g12212
OG0000423	XP_006297793.1, XP_006307670.1	g27989, g54339
OG0000425	XP_006304689.1	g36594, g54279
OG0000425	XP_006289129.1, XP_006282029.1	g13131
OG0000427	XP_006300414.1	g43972, g18058, g26185
OG0000429	XP_006289091.1	g598
OG0000429	XP_006289984.1	g45564, g29450
OG0000430	XP_006298687.1	g6127
OG0000431	XP_006302194.1	g44045
OG0000431	XP_006306441.1	g27100
OG0000431	XP_006307429.1	g31232
OG0000432	XP_006280097.1	g39358
OG0000433	XP_023643825.1, XP_006301857.1, XP_006301880.2	g44024, g44018
OG0000436	XP_006285100.1	g28563
OG0000437	XP_006307391.1	g16334
OG0000437	XP_006299019.1	g16330
OG0000437	XP_006307387.1	g41665
OG0000437	XP_006300098.1	g50713
OG0000438	XP_006289684.1, XP_006289723.1	g40411
OG0000439	XP_006292538.1	g2023
OG0000439	XP_006294594.1	g51246
OG0000440	XP_006299511.1	g36390
OG0000441	XP_006297709.1	g12084, g12086, g12087, g12083
OG0000441	XP_006298225.1	g12089
OG0000446	XP_006281265.1	g353
OG0000446	XP_006303395.1	g27266
OG0000447	XP_023641550.1	g7121
OG0000447	XP_006306466.1	g50489, g32357
OG0000448	XP_006281442.1	g40670
OG0000448	XP_006281981.1	g10911
OG0000449	XP_006292022.1	g19571
OG0000449	XP_006281292.1	g1293, g28780, g41309
OG0000449	XP_006292028.1	g19572
OG0000449	XP_006281290.1	g41304
OG0000452	XP_006281550.1	g47740
OG0000452	XP_006285734.1, XP_006284215.2	g47741, g47742, g23417
OG0000454	XP_023644524.1, XP_006281315.1, XP_006281300.1, XP_006281568.2, XP_006281328.1	g890
OG0000459	XP_006293054.1, XP_006282900.1, XP_006282805.1	g24037
OG0000461	XP_023640613.1	g51663
OG0000461	XP_006306997.1	g49273
OG0000461	XP_023633292.1	g30720, g1438
OG0000462	XP_006285966.1, XP_006285952.1, XP_006285494.1	g36218, g36226, g36221
OG0000462	XP_006282881.1, XP_006292281.1	g6231
OG0000463	XP_006292340.1	g11421
OG0000466	XP_006301651.2, XP_006299219.1	g12390
OG0000468	XP_006292723.1	g19139, g11288
OG0000468	XP_023640971.1	g37303
OG0000471	XP_006303584.1	g50497
OG0000471	XP_006306115.1, XP_006306520.1, XP_006281547.1	g50496
OG0000472	XP_006283966.1	g46683, g46681
OG0000472	XP_006286126.1	g18100
OG0000473	XP_023639393.1	g37725
OG0000474	XP_006288822.1	g502, g2678, g19454, g19442, g9989
OG0000475	XP_023643222.1, XP_023643220.1, XP_023643219.1, XP_023643224.1, XP_023643863.1, XP_023643227.1, XP_023644385.1	g45250
OG0000478	XP_023645496.1	g3013
OG0000478	XP_006297631.1, XP_023641943.1	g40973, g23602
OG0000481	XP_006302389.1	g40945
OG0000481	XP_006297863.1	g24644
OG0000482	XP_006285820.1, XP_006284616.1, XP_006285696.1	g46747, g18097, g18041, g44922, g44926, g41800
OG0000483	XP_006281715.2	g39375
OG0000487	XP_006304841.1	g12606, g30872, g12810, g7774, g7765
OG0000489	XP_023637346.1	g44791, g44879, g17389, g25525
OG0000492	XP_006294348.1, XP_006294343.1, XP_006279769.1, XP_023633423.1, XP_023640607.1	g1343, g1338, g43635
OG0000497	XP_023644444.1	g36932, g52937, g16337
OG0000497	XP_006305364.1	g11659, g23500, g13548
OG0000498	XP_006280881.1	g28420, g918
OG0000499	XP_006283965.1	g24192
OG0000499	XP_006297960.1	g13215, g12179
OG0000501	XP_006305314.1	g32899
OG0000501	XP_023638425.1, XP_023638910.1	g2874
OG0000503	XP_006286222.2	g17492
OG0000504	XP_006288904.1, XP_006295241.1	g37317
OG0000504	XP_006298823.1	g13045, g12397, g7487
OG0000505	XP_023637350.1, XP_006287584.1, XP_023636897.1, XP_006307315.1	g10041
OG0000506	XP_006285493.1, XP_006286640.1	g29695
OG0000506	XP_006301807.1	g13576
OG0000506	XP_006302149.1	g44625, g16494, g45982
OG0000510	XP_023643541.1	g44132, g41019, g41018
OG0000510	XP_006300628.2	g44133
OG0000511	XP_023641355.1	g13408
OG0000511	XP_006286225.1	g17679
OG0000511	XP_023643359.1	g40900
OG0000512	XP_006283872.2	g23904
OG0000512	XP_006299949.1	g24586, g23899, g23901
OG0000512	XP_006285535.1	g23902
OG0000513	XP_006291831.1	g19186
OG0000513	XP_006291822.1	g2921
OG0000514	XP_006299969.1	g6742
OG0000515	XP_006303851.2	g54384
OG0000516	XP_006285487.1	g50705
OG0000520	XP_006295333.1, XP_006292074.2, XP_006279439.2, XP_023634388.1	g52272
OG0000521	XP_006303273.1	g32883, g27873
OG0000521	XP_006288456.1	g40242
OG0000521	XP_023642857.1	g46440
OG0000522	XP_023644931.1	g50671, g32646
OG0000522	XP_023644929.1	g50679
OG0000522	XP_023637440.1	g40318
OG0000523	XP_023633068.1	g32310, g32311, g32309
OG0000523	XP_006299271.1	g1822
OG0000524	XP_006299382.1	g37932, g37940, g12429
OG0000524	XP_006299274.1	g12430
OG0000525	XP_006301908.1	g46461
OG0000525	XP_006306947.1	g36635
OG0000526	XP_006290566.1	g2744
OG0000526	XP_023638299.1	g2743
OG0000529	XP_006287672.1, XP_006279136.1	g802, g14403
OG0000529	XP_023639192.1	g3117
OG0000533	XP_006284805.1	g18305
OG0000535	XP_006301968.1	g40981
OG0000535	XP_006292781.1	g10730
OG0000536	XP_023634575.1, XP_023633576.1, XP_023633140.1, XP_023646070.1, XP_006279034.1	g3462
OG0000537	XP_006286433.1	g45190
OG0000537	XP_006299677.1	g7589
OG0000538	XP_006294804.1	g52123
OG0000539	XP_023633585.1	g8
OG0000540	XP_006296522.1	g51164
OG0000540	XP_006293402.1	g37885
OG0000540	XP_006294909.2	g51161, g51163
OG0000541	XP_006295594.1	g46875
OG0000542	XP_006288729.1	g5064, g45719
OG0000543	XP_006295889.1, XP_006296440.1	g50674, g6257, g6276, g3083, g6273, g6259, g38385
OG0000545	XP_006301180.1	g44484
OG0000546	XP_006299047.1, XP_006299159.1, XP_006299158.1, XP_006300229.1	g6101
OG0000547	XP_006289788.1, XP_006286408.1	g45202, g45181
OG0000547	XP_006282939.1	g32583
OG0000550	XP_023638695.1	g19237, g11324
OG0000551	XP_006279743.1	g206
OG0000551	XP_006286951.1	g5442
OG0000552	XP_006306408.1	g2664, g24348, g37712, g50813
OG0000553	XP_006305400.1	g50718
OG0000553	XP_006305315.1	g32710
OG0000553	XP_006305849.2	g32707
OG0000554	XP_006302364.1	g40964
OG0000555	XP_006289988.1, XP_006286853.1	g25667
OG0000556	XP_006298559.1	g11687
OG0000557	XP_006291852.1	g1926
OG0000557	XP_006292167.1	g18838
OG0000557	XP_006295902.1, XP_006295040.1	g1927
OG0000558	XP_006299238.2, XP_006295977.1	g45137, g6394, g37094, g37077, g37420
OG0000559	XP_006287718.1	g5764
OG0000559	XP_023637457.1	g45334
OG0000560	XP_006282023.1, XP_006294467.1, XP_006279819.1	g28744, g39227
OG0000561	XP_023638609.1, XP_006302848.1	g9727
OG0000561	XP_006279830.1	g186, g185
OG0000562	XP_006299606.1	g12524, g12903
OG0000562	XP_006287862.1	g29300, g5178
OG0000562	XP_006289925.1	g4833
OG0000563	XP_023636141.1	g2642
OG0000566	XP_006286089.1, XP_006305248.1	g41560
OG0000566	XP_006289991.2	g720
OG0000567	XP_006299963.2, XP_006298782.2, XP_006289342.1, XP_006282846.1, XP_006299151.1	g13274
OG0000570	XP_006298764.1	g7906
OG0000570	XP_006281184.2	g9919
OG0000571	XP_006282092.1	g830
OG0000571	XP_006307224.1, XP_006305882.1	g31103, g31105
OG0000572	XP_023638908.1, XP_023639160.1	g17535
OG0000573	XP_006306247.1, XP_023645088.1	g28017
OG0000573	XP_006301332.2	g1437
OG0000573	XP_006306016.2	g6194
OG0000574	XP_023634166.1, XP_023634177.1, XP_023633542.1, XP_023633652.1, XP_023639706.1	g21420, g15759
OG0000578	XP_006304044.1	g31250
OG0000578	XP_006302601.1	g44098
OG0000578	XP_006305436.1	g49727
OG0000579	XP_006281071.2	g28384
OG0000579	XP_006284608.1, XP_006282715.2	g23738
OG0000581	XP_023641353.1	g13025, g2527, g7507
OG0000582	XP_006288634.1	g797
OG0000583	XP_006304411.1, XP_006296287.1	g39847
OG0000584	XP_023637697.1	g11067
OG0000584	XP_006284238.1	g17039, g23547
OG0000585	XP_006295085.1	g51449, g37082, g7149
OG0000586	XP_023645110.1	g18462
OG0000587	XP_006288631.1	g45222
OG0000587	XP_023640579.1	g50800
OG0000588	XP_006296907.1	g12159
OG0000588	XP_006293629.1	g51276, g52074
OG0000588	XP_006306678.2	g54285
OG0000589	XP_023640155.1	g1289, g41302
OG0000589	XP_006291954.1, XP_006292540.1	g2922
OG0000590	XP_006298749.2, XP_006288900.1	g7700, g53288
OG0000591	XP_006282852.1	g16963
OG0000591	XP_006304509.1	g31850
OG0000592	XP_006297909.2	g6901
OG0000592	XP_006305339.1	g50029, g27399, g31749
OG0000593	XP_006290636.1	g13347
OG0000594	XP_006293015.1	g41553, g11391
OG0000594	XP_006292831.2	g19467
OG0000595	XP_006279365.1, XP_006290972.1	g19605
OG0000595	XP_006279379.2	g17977
OG0000596	XP_006281068.1	g39380
OG0000597	XP_006296353.1, XP_006295923.1	g39867
OG0000600	XP_006284576.2	g17007, g23476
OG0000601	XP_006287642.1	g5112, g45694
OG0000601	XP_006297398.1	g7907
OG0000601	XP_006283580.2	g16898
OG0000602	XP_006287085.1	g5741
OG0000602	XP_023638663.1	g19206
OG0000602	XP_006297006.1	g12391, g7465, g13062
OG0000603	XP_006304528.2	g14003
OG0000605	XP_023644101.1	g44550
OG0000605	XP_023643532.1	g46113
OG0000605	XP_023643609.1	g46114, g44551
OG0000606	XP_023644969.1	g54263, g36563
OG0000607	XP_006300262.2	g6843
OG0000607	XP_006285576.1	g23142
OG0000609	XP_006297788.1	g27801
OG0000612	XP_006303259.1	g37413
OG0000613	XP_006298921.1	g12753
OG0000613	XP_006282951.1	g18086
OG0000614	XP_023635724.1, XP_006282953.1	g5483, g5477, g5478, g5481
OG0000615	XP_006284367.1	g47953, g22949, g18248
OG0000616	XP_006291953.1	g2352
OG0000616	XP_006296028.1	g37198, g19196
OG0000617	XP_006288016.1	g39480
OG0000618	XP_006300599.1	g46462
OG0000618	XP_006283149.1	g23624
OG0000619	XP_006294744.1, XP_006296058.1	g38064
OG0000619	XP_006291609.1	g19197, g2358
OG0000620	XP_006303329.1, XP_006294924.1	g27410, g50047
OG0000620	XP_006300334.1	g44549, g46124
OG0000621	XP_023636124.1	g25662
OG0000621	XP_023635045.1	g46831
OG0000622	XP_006295547.2	g51991
OG0000627	XP_006300773.2, XP_006279182.1, XP_006300799.2, XP_006283180.1	g23678
OG0000628	XP_006303021.1	g46398
OG0000628	XP_023641173.1, XP_023641172.1	g11992, g13318
OG0000630	XP_006292190.1	g31077
OG0000632	XP_006284693.1	g18715, g1892, g37597
OG0000633	XP_023645767.1	g31589
OG0000634	XP_006281350.1, XP_006281283.2	g50687, g39240
OG0000635	XP_006295994.1	g51197, g37897
OG0000635	XP_006296483.1	g39933
OG0000636	XP_006287716.1	g45438
OG0000636	XP_006289527.2, XP_023636468.1	g29704
OG0000641	XP_023638377.1, XP_006297568.1, XP_023642025.1	g11856, g11857
OG0000642	XP_006282225.1, XP_006285777.2	g46703, g46704
OG0000642	XP_006284933.2	g37779
OG0000646	XP_006290859.1	g10368
OG0000646	XP_006296782.1	g12697
OG0000647	XP_006299411.2, XP_023635831.1	g29845, g12395, g7477
OG0000648	XP_023637804.1, XP_023637802.1, XP_006290937.2	g18725, g18726, g18727, g18724
OG0000649	XP_006307199.1	g53982
OG0000649	XP_006302110.1	g46253
OG0000650	XP_006279599.2	g43973
OG0000652	XP_006288708.1, XP_006289654.2, XP_006289159.2	g484, g485, g9960
OG0000653	XP_023637590.1	g740
OG0000658	XP_023637858.1, XP_023638608.1, XP_006288989.1	g10133, g4789
OG0000660	XP_006304197.1	g27009
OG0000660	XP_006291821.1	g2820, g11418
OG0000660	XP_006281080.1	g39246
OG0000661	XP_023639743.1, XP_006291741.1	g51258, g51261, g39834
OG0000662	XP_006287957.1	g5081
OG0000662	XP_006299343.1	g6216, g7879
OG0000663	XP_023644171.1	g44868
OG0000663	XP_006303323.1	g32229
OG0000664	XP_023643278.1	g6058, g6063, g6054
OG0000665	XP_023638066.1	g1443
OG0000666	XP_023635259.1, XP_006285056.1	g17009
OG0000669	XP_006294893.1	g52160, g37530
OG0000669	XP_023639074.1	g10812
OG0000671	XP_006286496.2, XP_006283698.1, XP_006285761.1, XP_006282597.1	g28292, g22608, g22602, g46709
OG0000672	XP_006294128.1	g37974
OG0000672	XP_006307403.1	g32394
OG0000673	XP_006293874.1, XP_006293887.1	g38393
OG0000674	XP_006306147.1	g30793
OG0000674	XP_006293931.1	g50833, g37733
OG0000674	XP_006287360.1	g39558
OG0000677	XP_006304024.2	g50336
OG0000679	XP_023640325.1	g24935
OG0000682	XP_023644218.1	g14429, g53126
OG0000685	XP_006284769.1	g47697
OG0000685	XP_006284772.1	g23710
OG0000686	XP_006285227.2	g47857
OG0000687	XP_006284774.1	g17578
OG0000687	XP_006295243.1	g37589
OG0000687	XP_006292414.2	g18804
OG0000688	XP_006293085.2, XP_006293187.1	g1520, g1518
