Orthogroup	Capsella_rubella	Cardamine_amara
OG0000284	XP_006286819.1, XP_006279117.1, XP_006286567.1	evm.model.RL_4.1106, evm.model.RL_4.1105
OG0000284	XP_006298183.1	evm.model.RL_4.572
OG0000285	XP_006296786.1	evm.model.RL_7.689, evm.model.RL_5.1783
OG0000287	XP_023641339.1	evm.model.RL_1.2024
OG0000287	XP_023642101.1	evm.model.RL_4.2391
OG0000287	XP_023642080.1	evm.model.RL_1.2027
OG0000287	XP_023642081.1	evm.model.RL_1.2026
OG0000288	XP_006297907.1	evm.model.RL_6.93, evm.model.RL_1.2504
OG0000290	XP_006299790.2	evm.model.RL_1.1777
OG0000290	XP_023633447.1	evm.model.RL_2.319, evm.model.RL_2.317, evm.model.RL_2.323, evm.model.RL_2.321, evm.model.RL_2.862
OG0000290	XP_006282935.2, XP_006299208.2, XP_006282518.2, XP_006285278.2, XP_023635052.1	evm.model.RL_2.214
OG0000294	XP_006297742.2	evm.model.RL_1.1662
OG0000294	XP_006287904.1	evm.model.RL_8.188
OG0000294	XP_006305011.1	evm.model.RL_5.103
OG0000295	XP_006300449.1	evm.model.RL_3.944
OG0000296	XP_006298206.1, XP_006298477.2, XP_023636873.1, XP_006288183.1	evm.model.RL_3.2430, evm.model.RL_3.2412, evm.model.RL_3.2476
OG0000297	XP_006286101.1	evm.model.RL_4.356
OG0000297	XP_006282294.1	evm.model.RL_8.2112
OG0000299	XP_023645495.1	evm.model.RL_5.3976
OG0000300	XP_006298874.2	evm.model.RL_1.2518
OG0000300	XP_023641056.1	evm.model.RL_1.2516, evm.model.RL_1.2511
OG0000301	XP_006300081.1	evm.model.RL_2.117, evm.model.RL_2.122, evm.model.RL_5.985
OG0000301	XP_023636086.1, XP_023638866.1, XP_023638862.1, XP_023634027.1, XP_023644471.1, XP_023643543.1	evm.model.RL_1.1569
OG0000303	XP_023639308.1, XP_023634711.1	evm.model.RL_5.1701
OG0000304	XP_006282370.1	evm.model.RL_4.563, evm.model.RL_4.377, evm.model.RL_6.1687
OG0000308	XP_023635159.1	evm.model.RL_2.215
OG0000310	XP_006282003.1, XP_006282276.1	evm.model.RL_4.895, evm.model.RL_5.2036, evm.model.RL_8.2096
OG0000311	XP_023636500.1	evm.model.RL_4.1982
OG0000311	XP_006306121.1	evm.model.RL_5.2161
OG0000311	XP_006284008.1	evm.model.RL_2.463
OG0000311	XP_006300523.1	evm.model.RL_3.998
OG0000314	XP_006304190.1	evm.model.RL_5.327
OG0000314	XP_006306317.1	evm.model.RL_5.328
OG0000314	XP_006294968.1	evm.model.RL_6.1397
OG0000315	XP_023638680.1, XP_023640099.1, XP_023633445.1	evm.model.RL_1.1077
OG0000316	XP_023634679.1, XP_006300905.2	evm.model.RL_6.434
OG0000316	XP_006296154.2, XP_006296300.1, XP_006296274.2	evm.model.RL_6.2182, evm.model.RL_6.2173
OG0000319	XP_006307728.2, XP_006280459.1	evm.model.RL_8.2110
OG0000320	XP_023641921.1	evm.model.RL_3.706, evm.model.RL_3.707, evm.model.RL_3.708
OG0000321	XP_006285685.1, XP_006282490.1, XP_006283651.2	evm.model.RL_2.498
OG0000322	XP_006301427.1	evm.model.RL_3.2239, evm.model.RL_3.2238
OG0000323	XP_023635692.1	evm.model.RL_8.1505
OG0000323	XP_023635366.1	evm.model.RL_2.2281
OG0000323	XP_023635068.1	evm.model.RL_2.2282
OG0000323	XP_006284880.1	evm.model.RL_2.2280
OG0000328	XP_006285598.2	evm.model.RL_2.327, evm.model.RL_2.314
OG0000328	XP_006284934.2, XP_006285306.1	evm.model.RL_2.313, evm.model.RL_2.322, evm.model.RL_2.316, evm.model.RL_2.318, evm.model.RL_2.320
OG0000328	XP_006285960.2	evm.model.RL_2.325, evm.model.RL_2.324
OG0000329	XP_006296449.1, XP_006292850.2, XP_023640002.1	evm.model.RL_6.2598
OG0000329	XP_006293050.1	evm.model.RL_2.90
OG0000329	XP_023637513.1	evm.model.RL_1.1997
OG0000330	XP_023637070.1	evm.model.RL_7.370, evm.model.RL_7.371
OG0000330	XP_006291046.1	evm.model.RL_7.377
OG0000330	XP_023638528.1, XP_023635714.1	evm.model.RL_7.397
OG0000332	XP_006286664.1, XP_006286795.1	evm.model.RL_4.1671_evm.model.RL_4.1672.2.687c999a
OG0000332	XP_006307493.1, XP_006279139.1	evm.model.RL_1.1873, evm.model.RL_5.2031
OG0000334	XP_023639259.1	evm.model.RL_7.998
OG0000334	XP_006287213.1	evm.model.RL_4.686
OG0000335	XP_023644982.1	evm.model.RL_5.357, evm.model.RL_5.356
OG0000335	XP_023644521.1	evm.model.RL_5.2346, evm.model.RL_5.2348
OG0000336	XP_006294473.1, XP_006294435.1, XP_006296416.1, XP_006296260.2	evm.model.RL_3.1689_evm.model.RL_3.1692, evm.model.RL_3.1695, evm.model.RL_3.1694, evm.model.RL_3.1693, evm.model.RL_3.1696
OG0000336	XP_006305103.1	evm.model.RL_5.1597
OG0000336	XP_006300480.1	evm.model.RL_3.1688
OG0000339	XP_006284249.1	evm.model.RL_2.1855.1.687c86e4
OG0000339	XP_006288376.1	evm.model.RL_8.60
OG0000339	XP_006294736.1	evm.model.RL_6.2741
OG0000339	XP_023639059.1	evm.model.RL_7.229
OG0000341	XP_023636036.1, XP_023633341.1, XP_023642569.1, XP_023634276.1, XP_023644468.1, XP_023644464.1, XP_023638852.1	evm.model.RL_5.2482
OG0000341	XP_023632795.1	evm.model.RL_6.793
OG0000342	XP_023634402.1	evm.model.RL_6.549
OG0000344	XP_006287450.1	evm.model.RL_2.1757
OG0000345	XP_023632593.1, XP_023632594.1	evm.model.RL_5.1126
OG0000347	XP_006299246.2, XP_006296244.1	evm.model.RL_1.1092
OG0000348	XP_023633819.1	evm.model.RL_8.988
OG0000349	XP_006282910.1	evm.model.RL_2.3096
OG0000349	XP_023639213.1, XP_023644494.1, XP_023644495.1	evm.model.RL_6.1047
OG0000350	XP_023632943.1	evm.model.RL_5.2956_evm.model.RL_5.2957_evm.model.RL_5.2958_evm.model.RL_5.2959_evm.model.RL_5.2959.1.687c88bf
OG0000350	XP_023633107.1	evm.model.RL_5.2955
OG0000355	XP_023636152.1	evm.model.RL_3.2369
OG0000356	XP_006290077.2, XP_006290011.1	evm.model.RL_4.1089, evm.model.RL_4.1075, evm.model.RL_4.842
OG0000358	XP_006288844.1	evm.model.RL_4.2634
OG0000358	XP_006303184.2	evm.model.RL_5.756, evm.model.RL_5.280
OG0000358	XP_006281260.2	evm.model.RL_4.512
OG0000358	XP_006289613.1	evm.model.RL_4.2635
OG0000358	XP_006289891.1	evm.model.RL_4.2636
OG0000359	XP_006293384.1	evm.model.RL_6.1531
OG0000360	XP_023644261.1	evm.model.RL_8.2767
OG0000361	XP_006297904.1	evm.model.RL_1.1054
OG0000362	XP_006301027.2, XP_006300756.1	evm.model.RL_3.1363
OG0000362	XP_006304551.1	evm.model.RL_5.2675
OG0000368	XP_006283601.1	evm.model.RL_2.3251.1.687c86e8
OG0000368	XP_023643598.1, XP_006302152.1	evm.model.RL_3.1025
OG0000368	XP_006283582.1	evm.model.RL_2.3253
OG0000368	XP_006283585.1	evm.model.RL_2.3254
OG0000369	XP_006295517.1	evm.model.RL_8.2063
OG0000370	XP_006305429.2	evm.model.RL_5.1545
OG0000370	XP_006305827.1	evm.model.RL_5.1544
OG0000370	XP_006284329.1, XP_006302461.1	evm.model.RL_2.2043
OG0000371	XP_006304409.1	evm.model.RL_5.3286
OG0000371	XP_023640112.1	evm.model.RL_6.2874
OG0000371	XP_006303834.1	evm.model.RL_5.191
OG0000372	XP_006285843.1, XP_006282347.1, XP_006286272.1, XP_006285601.1, XP_006284992.1	evm.model.RL_2.2230, evm.model.RL_2.2229, evm.model.RL_7.2224, evm.model.RL_7.2208, evm.model.RL_2.2232, evm.model.RL_2.2231, evm.model.RL_2.490, evm.model.RL_2.491
OG0000374	XP_023643844.1, XP_006303728.1, XP_006306140.2, XP_023634983.1, XP_023634596.1	evm.model.RL_8.878
OG0000377	XP_006302496.1	evm.model.RL_3.379
OG0000377	XP_006302482.1	evm.model.RL_3.381
OG0000381	XP_006304734.2, XP_006303210.1, XP_023644624.1, XP_023646009.1	evm.model.RL_5.182, evm.model.RL_5.98, evm.model.RL_5.105, evm.model.RL_5.32
OG0000381	XP_023636517.1, XP_023636519.1, XP_006281900.2	evm.model.RL_4.1255
OG0000382	XP_006305654.1	evm.model.RL_5.113
OG0000382	XP_006288715.1	evm.model.RL_8.159
OG0000382	XP_006301123.2	evm.model.RL_3.698
OG0000382	XP_023645205.1	evm.model.RL_5.778
OG0000383	XP_023644905.1, XP_023645696.1, XP_023646002.1, XP_023637173.1, XP_023632684.1	evm.model.RL_5.3041
OG0000383	XP_023644902.1, XP_023644904.1	evm.model.RL_5.3045, evm.model.RL_5.3042
OG0000386	XP_006292171.1, XP_006292361.1	evm.model.RL_7.1060
OG0000386	XP_006292223.1	evm.model.RL_7.1059, evm.model.RL_7.2020
OG0000387	XP_006294283.1	evm.model.RL_6.2452
OG0000387	XP_006285973.1	evm.model.RL_2.1330
OG0000389	XP_023638962.1, XP_006290300.2	evm.model.RL_7.524
OG0000390	XP_006299181.1	evm.model.RL_1.1673, evm.model.RL_7.1867
OG0000391	XP_006304493.1	evm.model.RL_5.3525_evm.model.RL_5.3526.2.687c9b5d
OG0000391	XP_006307682.2	evm.model.RL_5.3528
OG0000391	XP_006307366.1	evm.model.RL_5.3527
OG0000392	XP_006292899.1	evm.model.RL_7.1360
OG0000392	XP_006291128.1, XP_006291132.1	evm.model.RL_7.1363
OG0000392	XP_023638913.1, XP_006293141.1	evm.model.RL_2.416
OG0000396	XP_006290512.1	evm.model.RL_7.2206
OG0000398	XP_006298652.1	evm.model.RL_1.1276
OG0000398	XP_023641278.1	evm.model.RL_4.886
OG0000398	XP_006306130.1	evm.model.RL_5.3908
OG0000403	XP_006301572.1	evm.model.RL_3.475, evm.model.RL_3.476
OG0000406	XP_023637148.1	evm.model.RL_4.1943
OG0000406	XP_006291357.2	evm.model.RL_7.379
OG0000406	XP_006300073.1	evm.model.RL_1.230
OG0000408	XP_023639406.1	evm.model.RL_6.363
OG0000410	XP_023644075.1	evm.model.RL_5.1950
OG0000411	XP_006298837.1	evm.model.RL_1.2526
OG0000411	XP_006288911.1	evm.model.RL_8.468
OG0000411	XP_023633999.1	evm.model.RL_2.1704
OG0000412	XP_006281244.2	evm.model.RL_8.1550
OG0000412	XP_006284751.1	evm.model.RL_2.2237
OG0000412	XP_006303412.1	evm.model.RL_5.1961
OG0000413	XP_006300251.2	evm.model.RL_1.1261
OG0000413	XP_006279506.2	evm.model.RL_8.1728
OG0000413	XP_023645893.1	evm.model.RL_5.3918
OG0000414	XP_006303963.1	evm.model.RL_5.3277
OG0000415	XP_023637706.1	evm.model.RL_4.2375, evm.model.RL_4.2377
OG0000415	XP_006289424.1	evm.model.RL_4.1043
OG0000415	XP_006296273.1	evm.model.RL_6.2381
OG0000416	XP_023640386.1	evm.model.RL_6.1277
OG0000421	XP_006286228.2	evm.model.RL_2.302
OG0000422	XP_006305357.1	evm.model.RL_5.809
OG0000422	XP_006304701.1	evm.model.RL_5.810
OG0000422	XP_006305369.1	evm.model.RL_5.808.1.687c88af
OG0000423	XP_006302320.1	evm.model.RL_3.1665
OG0000423	XP_006297793.1, XP_006307670.1	evm.model.RL_1.1311
OG0000424	XP_023636138.1	evm.model.RL_8.374
OG0000425	XP_006304689.1	evm.model.RL_5.3756
OG0000427	XP_006300414.1	evm.model.RL_2.1164, evm.model.RL_3.2261
OG0000429	XP_006289091.1	evm.model.RL_4.1204
OG0000429	XP_006289984.1	evm.model.RL_4.2465
OG0000429	XP_006296156.2	evm.model.RL_6.461
OG0000430	XP_006298687.1	evm.model.RL_1.2834
OG0000430	XP_006295960.1	evm.model.RL_6.22
OG0000430	XP_006282738.1	evm.model.RL_2.3452
OG0000431	XP_006302194.1	evm.model.RL_3.561
OG0000431	XP_006306441.1	evm.model.RL_5.862_evm.model.RL_5.863
OG0000432	XP_006280097.1	evm.model.RL_8.1360, evm.model.RL_8.1364
OG0000432	XP_006287183.1, XP_006280101.1, XP_006280103.1	evm.model.RL_8.1680
OG0000435	XP_006303535.1	evm.model.RL_5.1716, evm.model.RL_5.1713, evm.model.RL_5.1714
OG0000436	XP_023640362.1, XP_006285100.1	evm.model.RL_8.1743
OG0000436	XP_006284780.1	evm.model.RL_2.2461
OG0000436	XP_006298740.2	evm.model.RL_1.3151
OG0000437	XP_006299019.1	evm.model.RL_5.2606
OG0000438	XP_006289684.1, XP_006289723.1	evm.model.RL_8.525
OG0000438	XP_023634720.1	evm.model.RL_2.1752
OG0000439	XP_006292538.1	evm.model.RL_7.411
OG0000439	XP_006294594.1	evm.model.RL_6.1235
OG0000440	XP_006295520.1, XP_006295974.1, XP_006289912.1	evm.model.RL_4.1896
OG0000440	XP_006299511.1	evm.model.RL_1.260
OG0000441	XP_006297709.1	evm.model.RL_1.1577
OG0000441	XP_006298225.1	evm.model.RL_1.1575
OG0000442	XP_023633705.1	evm.model.RL_7.1601
OG0000446	XP_006281265.1	evm.model.RL_8.2324
OG0000446	XP_006291992.1	evm.model.RL_7.2573
OG0000446	XP_006303395.1	evm.model.RL_5.1283
OG0000447	XP_023641550.1	evm.model.RL_1.1423
OG0000447	XP_006281083.1	evm.model.RL_8.2153
OG0000447	XP_006295560.1	evm.model.RL_6.1484
OG0000448	XP_006281442.1	evm.model.RL_4.100
OG0000448	XP_006281981.1	evm.model.RL_4.101
OG0000448	XP_006281516.1	evm.model.RL_4.102
OG0000449	XP_006292022.1	evm.model.RL_7.1766
OG0000449	XP_006281292.1	evm.model.RL_8.2067
OG0000449	XP_006292028.1	evm.model.RL_7.1767
OG0000449	XP_006281290.1	evm.model.RL_8.2066
OG0000450	XP_023638054.1	evm.model.RL_2.603, evm.model.RL_4.971
OG0000454	XP_023644524.1, XP_006281315.1, XP_006281300.1, XP_006281568.2, XP_006281328.1	evm.model.RL_8.1369
OG0000457	XP_006287621.1, XP_006287603.1	evm.model.RL_4.2343
OG0000458	XP_006296289.1	evm.model.RL_6.819, evm.model.RL_6.820, evm.model.RL_8.1388, evm.model.RL_8.1390
OG0000460	XP_023644131.1	evm.model.RL_3.473
OG0000460	XP_023645318.1	evm.model.RL_6.2924
OG0000461	XP_023640613.1	evm.model.RL_6.1809
OG0000461	XP_006306997.1	evm.model.RL_8.2928, evm.model.RL_5.1023, evm.model.RL_5.2911
OG0000461	XP_023633292.1	evm.model.RL_5.2910
OG0000463	XP_023639149.1	evm.model.RL_7.360
OG0000468	XP_006292723.1	evm.model.RL_7.908
OG0000468	XP_023639637.1	evm.model.RL_6.1370
OG0000468	XP_023640971.1	evm.model.RL_6.2006
OG0000471	XP_006303584.1	evm.model.RL_5.3017
OG0000471	XP_006306115.1	evm.model.RL_5.3021, evm.model.RL_4.228, evm.model.RL_5.3020, evm.model.RL_5.3018, evm.model.RL_5.3019
OG0000471	XP_006306520.1, XP_006281547.1	evm.model.RL_5.3015
OG0000472	XP_006283966.1	evm.model.RL_2.9
OG0000472	XP_006286126.1	evm.model.RL_2.8
OG0000473	XP_023639393.1	evm.model.RL_6.2891
OG0000473	XP_023639792.1	evm.model.RL_8.2204
OG0000474	XP_006288822.1	evm.model.RL_4.1353
OG0000474	XP_006291971.1	evm.model.RL_7.1494
OG0000475	XP_023643222.1, XP_023643220.1	evm.model.RL_3.170
OG0000475	XP_023643224.1, XP_023643863.1, XP_023643227.1, XP_023644385.1	evm.model.RL_3.171
OG0000477	XP_006298349.1	evm.model.RL_4.2841, evm.model.RL_8.1916.1.687c855e, evm.model.RL_6.1936, evm.model.RL_1.2914
OG0000480	XP_023644207.1	evm.model.RL_8.1001, evm.model.RL_3.892, evm.model.RL_2.705
OG0000481	XP_006297863.1	evm.model.RL_2.858
OG0000482	XP_006302885.1	evm.model.RL_3.1086, evm.model.RL_2.377
OG0000483	XP_006281715.2	evm.model.RL_8.1626
OG0000483	XP_006281362.1, XP_006281285.2	evm.model.RL_8.1628, evm.model.RL_8.1627
OG0000484	XP_023633912.1	evm.model.RL_2.3144
OG0000486	XP_023638768.1	evm.model.RL_6.86, evm.model.RL_7.1009
OG0000486	XP_006305621.1	evm.model.RL_5.341
OG0000486	XP_023638699.1	evm.model.RL_7.1029, evm.model.RL_7.1008, evm.model.RL_6.88
OG0000486	XP_006303350.2	evm.model.RL_5.342
OG0000487	XP_006304841.1	evm.model.RL_6.1422, evm.model.RL_1.357, evm.model.RL_5.300
OG0000489	XP_023636137.1, XP_006286383.2, XP_023636135.1, XP_023637346.1	evm.model.RL_8.381, evm.model.RL_8.390, evm.model.RL_8.383
OG0000490	XP_006305341.1	evm.model.RL_5.76
OG0000493	XP_023633318.1	evm.model.RL_4.2806
OG0000495	XP_006294227.2	evm.model.RL_6.241
OG0000497	XP_023644444.1	evm.model.RL_1.2355
OG0000498	XP_006280881.1	evm.model.RL_8.1435
OG0000499	XP_006283965.1	evm.model.RL_2.1390.1.687c86e2
OG0000499	XP_006300515.1, XP_006297960.1, XP_006297957.1	evm.model.RL_3.2236, evm.model.RL_5.1890
OG0000501	XP_006305314.1	evm.model.RL_5.2509
OG0000501	XP_023638425.1	evm.model.RL_7.1731, evm.model.RL_1.2766
OG0000501	XP_023638910.1	evm.model.RL_7.1729
OG0000501	XP_023638406.1	evm.model.RL_7.1732
OG0000504	XP_006288904.1	evm.model.RL_4.3277
OG0000504	XP_006295241.1	evm.model.RL_6.2050
OG0000504	XP_006298823.1	evm.model.RL_1.857
OG0000506	XP_006285493.1, XP_006286640.1	evm.model.RL_4.2927
OG0000506	XP_006302149.1	evm.model.RL_3.1583
OG0000507	XP_006302276.1	evm.model.RL_3.47, evm.model.RL_3.45, evm.model.RL_3.43
OG0000507	XP_006293681.2	evm.model.RL_6.1857
OG0000509	XP_023634869.1, XP_023634868.1	evm.model.RL_2.485
OG0000509	XP_023634998.1	evm.model.RL_5.3768
OG0000510	XP_023643541.1	evm.model.RL_3.457
OG0000510	XP_006300628.2	evm.model.RL_3.458
OG0000511	XP_023641355.1	evm.model.RL_1.2121
OG0000511	XP_006286225.1	evm.model.RL_2.1043
OG0000511	XP_023643359.1	evm.model.RL_3.238
OG0000512	XP_006283872.2	evm.model.RL_2.1854
OG0000512	XP_006299949.1	evm.model.RL_7.2237
OG0000513	XP_006291831.1	evm.model.RL_1.901.1.687c87eb, evm.model.RL_7.1023.3.687c84b7
OG0000513	XP_006291822.1	evm.model.RL_7.1762
OG0000513	XP_006279700.1	evm.model.RL_8.2062
OG0000514	XP_006299969.1	evm.model.RL_1.1957
OG0000515	XP_023645942.1, XP_023645936.1, XP_023645933.1	evm.model.RL_5.3833
OG0000515	XP_006306656.1	evm.model.RL_5.3997, evm.model.RL_5.3996, evm.model.RL_5.3998
OG0000515	XP_006303851.2	evm.model.RL_5.3999
OG0000521	XP_006303273.1	evm.model.RL_5.2511
OG0000521	XP_006288456.1	evm.model.RL_8.860
OG0000522	XP_023644931.1	evm.model.RL_5.2665
OG0000522	XP_023636909.1	evm.model.RL_8.724.1.687c8558
OG0000523	XP_023633068.1	evm.model.RL_5.3093
OG0000523	XP_006299271.1	evm.model.RL_7.199
OG0000524	XP_006299382.1	evm.model.RL_1.735
OG0000524	XP_006299274.1	evm.model.RL_1.734
OG0000524	XP_006279754.1	evm.model.RL_4.768
OG0000525	XP_006301908.1	evm.model.RL_3.2252
OG0000525	XP_006297150.1	evm.model.RL_1.1399
OG0000525	XP_006306947.1	evm.model.RL_5.3805
OG0000526	XP_006290566.1	evm.model.RL_7.1608
OG0000526	XP_023638299.1	evm.model.RL_7.1612, evm.model.RL_7.1611
OG0000529	XP_006287672.1, XP_006279136.1	evm.model.RL_4.1462
OG0000530	XP_023636180.1, XP_006286602.2	evm.model.RL_4.1935
OG0000533	XP_006284805.1	evm.model.RL_2.3413, evm.model.RL_6.67
OG0000533	XP_006284804.1	evm.model.RL_2.2982
OG0000537	XP_006286433.1	evm.model.RL_8.362
OG0000537	XP_006285603.1	evm.model.RL_2.772
OG0000538	XP_006294804.1	evm.model.RL_6.2482, evm.model.RL_6.2483
OG0000538	XP_006294823.1	evm.model.RL_6.2479
OG0000539	XP_023633585.1	evm.model.RL_3.492
OG0000539	XP_023639984.1, XP_006296089.1, XP_023640382.1	evm.model.RL_6.1158
OG0000540	XP_006294917.2	evm.model.RL_6.1049
OG0000540	XP_006296522.1	evm.model.RL_6.1046
OG0000540	XP_006293402.1	evm.model.RL_6.1045
OG0000540	XP_006294909.2	evm.model.RL_6.1042, evm.model.RL_6.1043, evm.model.RL_6.1044
OG0000541	XP_006294799.1	evm.model.RL_6.1036
OG0000542	XP_006288729.1	evm.model.RL_4.2027.1.687c86d7
OG0000542	XP_006305661.1	evm.model.RL_5.2133
OG0000542	XP_023641607.1	evm.model.RL_1.173
OG0000543	XP_006295889.1, XP_006296440.1	evm.model.RL_6.338
OG0000544	XP_006306557.1	evm.model.RL_5.382, evm.model.RL_5.384
OG0000544	XP_006304823.1	evm.model.RL_5.383
OG0000545	XP_006301180.1	evm.model.RL_3.1918
OG0000545	XP_023643666.1	evm.model.RL_3.1916_evm.model.RL_3.1917
OG0000545	XP_023642834.1	evm.model.RL_3.1915
OG0000546	XP_006299047.1	evm.model.RL_1.2886
OG0000546	XP_006299159.1	evm.model.RL_1.2884
OG0000546	XP_006299158.1	evm.model.RL_1.2882
OG0000546	XP_006300229.1	evm.model.RL_1.2885
OG0000547	XP_006289788.1	evm.model.RL_8.603
OG0000550	XP_006295234.1, XP_023638695.1, XP_006303819.1	evm.model.RL_6.1710
OG0000551	XP_006279743.1	evm.model.RL_8.2558
OG0000551	XP_006283042.1	evm.model.RL_2.3398
OG0000551	XP_006286951.1	evm.model.RL_4.2595.1.687c86da
OG0000552	XP_006306408.1	evm.model.RL_5.3425
OG0000552	XP_006293091.1	evm.model.RL_6.1199
OG0000554	XP_006302364.1	evm.model.RL_3.335
OG0000556	XP_006298559.1	evm.model.RL_1.2383
OG0000557	XP_006291852.1	evm.model.RL_7.336
OG0000557	XP_006295040.1	evm.model.RL_6.2607
OG0000558	XP_006296243.2	evm.model.RL_3.444, evm.model.RL_6.2355
OG0000558	XP_006299238.2	evm.model.RL_3.443
OG0000559	XP_006287718.1	evm.model.RL_4.3249
OG0000559	XP_023637457.1	evm.model.RL_4.3262
OG0000560	XP_006282023.1	evm.model.RL_8.2034
OG0000560	XP_006294467.1, XP_006279819.1	evm.model.RL_8.2035
OG0000561	XP_006302848.1	evm.model.RL_8.2590.1.687c8562
OG0000561	XP_006279830.1	evm.model.RL_8.2591
OG0000562	XP_006299606.1	evm.model.RL_1.516.4.687c87ea
OG0000562	XP_006287862.1	evm.model.RL_4.2164
OG0000562	XP_006289925.1	evm.model.RL_4.1100
OG0000564	XP_006295556.1	evm.model.RL_6.373, evm.model.RL_6.370
OG0000564	XP_006296424.2	evm.model.RL_6.369
OG0000565	XP_006301692.1	evm.model.RL_3.1396
OG0000567	XP_006298782.2	evm.model.RL_1.1621
OG0000569	XP_023640570.1	evm.model.RL_6.1611
OG0000570	XP_006298764.1	evm.model.RL_1.121
OG0000571	XP_006282092.1	evm.model.RL_8.2145
OG0000571	XP_006307224.1, XP_006305882.1	evm.model.RL_5.659, evm.model.RL_5.658
OG0000572	XP_023638908.1, XP_023639160.1	evm.model.RL_7.1752
OG0000573	XP_006301035.1	evm.model.RL_3.359.1.687c84ba
OG0000575	XP_023635605.1	evm.model.RL_7.1987
OG0000578	XP_006304044.1	evm.model.RL_5.908
OG0000578	XP_006302601.1	evm.model.RL_3.507
OG0000578	XP_006302599.1	evm.model.RL_3.1392
OG0000578	XP_006305436.1	evm.model.RL_5.3353
OG0000579	XP_006281071.2	evm.model.RL_8.1361, evm.model.RL_8.1365
OG0000579	XP_006284608.1, XP_006282715.2	evm.model.RL_2.2089
OG0000580	XP_006293539.1	evm.model.RL_6.2547
OG0000580	XP_006294336.1	evm.model.RL_6.2550
OG0000581	XP_023641353.1	evm.model.RL_1.834, evm.model.RL_1.833
OG0000582	XP_006288634.1	evm.model.RL_7.1671, evm.model.RL_4.1470
OG0000584	XP_006305483.1, XP_023637697.1	evm.model.RL_5.241
OG0000584	XP_006284238.1	evm.model.RL_2.2368
OG0000585	XP_006298665.1, XP_006295085.1, XP_023645207.1	evm.model.RL_1.1384, evm.model.RL_6.1536
OG0000586	XP_006297657.1	evm.model.RL_1.2875.1.687c87f0
OG0000586	XP_023645110.1	evm.model.RL_4.663
OG0000587	XP_006288631.1	evm.model.RL_8.220
OG0000587	XP_023640579.1	evm.model.RL_6.2828
OG0000587	XP_006305610.1	evm.model.RL_5.72
OG0000588	XP_006296907.1	evm.model.RL_1.1413
OG0000588	XP_006293629.1	evm.model.RL_6.2386
OG0000588	XP_006306678.2	evm.model.RL_5.3792
OG0000589	XP_023640155.1	evm.model.RL_8.2060
OG0000589	XP_006291954.1	evm.model.RL_7.1759
OG0000589	XP_006292540.1	evm.model.RL_7.1761
OG0000592	XP_006305354.1	evm.model.RL_5.2146
OG0000592	XP_006297909.2	evm.model.RL_1.1725
OG0000592	XP_006305339.1	evm.model.RL_5.1635
OG0000595	XP_006279387.1, XP_023639269.1	evm.model.RL_7.1899
OG0000595	XP_006279365.1, XP_006290972.1	evm.model.RL_7.1900
OG0000595	XP_006279379.2	evm.model.RL_4.1472
OG0000596	XP_006286565.1, XP_006288511.2	evm.model.RL_4.1645_evm.model.RL_4.1646
OG0000596	XP_006281587.2	evm.model.RL_8.1605
OG0000597	XP_006296298.1, XP_006289264.1, XP_006296184.1	evm.model.RL_6.1207, evm.model.RL_6.1195
OG0000597	XP_006296353.1, XP_006295923.1	evm.model.RL_6.1206
OG0000600	XP_023639830.1	evm.model.RL_8.1733
OG0000600	XP_006298806.1	evm.model.RL_1.3152
OG0000600	XP_006284576.2	evm.model.RL_2.2457
OG0000601	XP_006283580.2	evm.model.RL_2.297
OG0000602	XP_023638663.1	evm.model.RL_7.1068
OG0000602	XP_006297006.1	evm.model.RL_1.894, evm.model.RL_1.895
OG0000604	XP_006284383.1	evm.model.RL_2.2009
