Orthogroup	Cochlearia_excelsa	Rorippa_islandica
OG0000079	g11497	Roisl.0006s0141.1.p
OG0000079	g53126	Roisl.0001s0523.1.p, Roisl.0115s0647.1.p, Roisl.0006s0142.1.p
OG0000081	g33350, g4665	Roisl.0206s0028.1.p, Roisl.0036s0071.1.p, Roisl.0209s0160.1.p, Roisl.0038s0020.1.p, Roisl.0020s0165.1.p
OG0000082	g51169, g7128, g31724	Roisl.0020s0102.1.p
OG0000083	g53464, g40253, g35242, g42933, g26028, g6325, g52570	Roisl.0012s0356.1.p
OG0000083	g1214, g6498, g34698, g18541, g2639, g36782, g37302, g49748, g24811, g27392, g2637, g49747, g10029, g51552, g41167, g16239, g27391, g24809, g10031, g50071, g1277, g22813, g23046, g2078, g43908, g41775, g32865, g39422, g31427, g53391, g4465, g28112, g2282, g41124, g37671, g46254, g31488, g46534, g47392, g23574, g1440, g18218, g29209, g189, g44333, g12699, g45077, g7891, g50678, g45076, g29210, g46332, g12698, g17314, g37985, g4867, g188, g44332, g2997, g11012, g10577, g10469, g41776, g400, g35186, g10139, g6497, g43868, g51292, g28232, g45392, g2408, g135, g7916, g23429, g51381, g13593, g1215, g24810, g53918, g11358, g42931, g35240, g6238, g6313, g3724, g32856, g43081, g26018, g35239, g42930, g6323, g26027, g52571, g17747, g25833, g42932, g6324, g25834	Roisl.0209s0532.1.p
OG0000084	g42707	Roisl.0064s0015.1.p
OG0000084	g4476, g24837, g11486, g42576, g19530, g53855, g41781, g6971, g39474	Roisl.0214s0736.1.p
OG0000084	g3226	Roisl.0189s0055.1.p
OG0000086	g14687	Roisl.0032s0023.1.p, Roisl.0032s0021.1.p, Roisl.0032s0018.1.p, Roisl.0032s0016.1.p
OG0000086	g25067, g25040	Roisl.0032s0025.1.p
OG0000086	g46768, g46769, g43995	Roisl.0032s0015.1.p
OG0000089	g9991	Roisl.0210s2052.1.p
OG0000089	g339, g2817, g9845	Roisl.0024s0139.1.p
OG0000089	g5316	Roisl.0210s0950.1.p
OG0000089	g11055, g40485	Roisl.0012s0263.1.p
OG0000089	g24042	Roisl.0091s0246.1.p
OG0000089	g46232	Roisl.0007s0134.1.p, Roisl.0004s0314.1.p
OG0000090	g43843	Roisl.0184s0229.1.p
OG0000091	g46886	Roisl.0209s0467.1.p
OG0000091	g28934, g28933	Roisl.0070s0019.1.p, Roisl.0210s1772.1.p, Roisl.0210s1773.1.p
OG0000092	g49999, g27055, g37839, g53725, g18062	Roisl.0023s0051.1.p, Roisl.0066s0339.1.p
OG0000092	g49146, g15729	Roisl.0066s0386.1.p
OG0000092	g14575, g15732, g32984, g46682, g17352, g17357, g1801, g17341, g25289	Roisl.0214s0403.1.p, Roisl.0195s0026.1.p, Roisl.0046s1255.1.p
OG0000092	g2110	Roisl.0075s0014.1.p
OG0000092	g53648, g33297, g45424	Roisl.0082s0460.1.p
OG0000092	g50000	Roisl.0201s0004.1.p
OG0000092	g18063, g14574	Roisl.0214s0045.1.p, Roisl.0012s0243.1.p
OG0000092	g39323, g26668	Roisl.0066s0385.1.p
OG0000092	g53726	Roisl.0204s0106.1.p
OG0000092	g50635, g37373, g41537, g52822, g25282	Roisl.0210s0404.1.p
OG0000092	g26535	Roisl.0056s0047.1.p, Roisl.0056s0055.1.p, Roisl.0115s0570.1.p
OG0000092	g4808, g10113	Roisl.0004s0347.1.p, Roisl.0015s0053.1.p, Roisl.0191s0468.1.p, Roisl.0032s0098.1.p
OG0000095	g51024	Roisl.0214s0044.1.p, Roisl.0214s0043.1.p, Roisl.0214s0042.1.p, Roisl.0027s0067.1.p, Roisl.0214s0005.1.p, Roisl.0214s0003.1.p, Roisl.0214s0031.1.p, Roisl.0214s0037.1.p, Roisl.0214s0004.1.p, Roisl.0214s0034.1.p, Roisl.0053s0054.1.p, Roisl.0214s0035.1.p, Roisl.0023s0040.1.p, Roisl.0004s0005.1.p
OG0000096	g6393	Roisl.0001s0531.1.p, Roisl.0074s0979.1.p
OG0000097	g42819	Roisl.0014s0090.1.p
OG0000098	g41770	Roisl.0038s0014.1.p
OG0000100	g13564	Roisl.0050s0110.1.p
OG0000100	g40795	Roisl.0214s0220.1.p
OG0000100	g13563	Roisl.0209s0070.1.p
OG0000102	g40477, g40479, g40476, g40480, g1561	Roisl.0082s0311.1.p, Roisl.0082s0312.1.p
OG0000102	g45186	Roisl.0082s0306.1.p
OG0000105	g11211	Roisl.0016s0342.1.p, Roisl.0214s0835.1.p, Roisl.0210s0842.1.p, Roisl.0046s0013.1.p, Roisl.0045s0038.1.p, Roisl.0214s0850.1.p, Roisl.0213s0408.1.p
OG0000105	g14267	Roisl.0005s0168.1.p
OG0000105	g17560	Roisl.0005s0217.1.p
OG0000105	g43820	Roisl.0009s0041.1.p, Roisl.0009s0049.1.p
OG0000105	g35258	Roisl.0050s0109.1.p
OG0000107	g6757	Roisl.0115s0327.1.p
OG0000107	g13363	Roisl.0115s0325.1.p
OG0000108	g37225, g38077, g2333, g51658	Roisl.0017s0109.1.p
OG0000108	g29544	Roisl.0210s0691.1.p
OG0000108	g45521, g5448	Roisl.0037s0052.1.p, Roisl.0209s0106.1.p
OG0000108	g13323	Roisl.0074s0053.1.p
OG0000108	g11989	Roisl.0028s0385.1.p, Roisl.0028s0408.1.p
OG0000110	g44450, g32727, g24957	Roisl.0023s0015.1.p
OG0000110	g46791, g24881	Roisl.0040s0028.1.p
OG0000111	g11628, g45028, g45096, g45031, g36890, g45092, g45097, g11625, g45033, g17566, g17551, g17567, g17750, g24578	Roisl.0009s0044.1.p, Roisl.0057s0030.1.p, Roisl.0057s0027.1.p
OG0000112	g3867, g38780, g3911, g48511, g1280, g42312, g42537, g38779, g34111, g20771, g15690, g20682, g21584, g20785, g21298, g21057, g48449, g20063, g48532, g9608, g20327, g53500, g15701, g20114, g8567, g42393, g20060, g21759, g33981, g15404, g29903, g33987, g3675, g33860, g1279, g3998, g48510, g20649, g42462, g29986, g48380, g38854, g53335, g20728, g49008, g9610, g48476, g14448, g30639, g19872, g15474, g20092, g3866, g52836, g48911, g38992, g15831, g33793, g8919, g30338, g30522, g38671, g8182, g34873, g15088, g26583, g33642, g33669, g8445, g52324, g8337, g15677, g48094, g15113, g9270, g38702, g30135, g38664, g38947, g15268, g19863, g19870, g15477, g38932, g15239, g26017, g8353, g34129, g9489, g8389, g33883, g39063, g20278, g3776, g38573, g20326, g20933, g30212, g9425, g43347, g21307, g48367, g34655, g20104, g34650, g34661, g33745, g21005, g20366, g34652, g39042, g38675, g9430, g20520, g38885, g39149, g39041, g9447, g9431, g9541, g20519, g43349, g30676, g38946, g38713, g52985, g25313, g20761, g8884, g20033, g20715, g34878, g8671, g53013, g15348, g21058, g20064, g3674, g20683, g21132, g16515, g48433, g20616, g48531, g49110, g38574, g39053, g21758, g9368, g39043, g39159, g21666, g20442, g20948, g48448, g33995, g20956, g38981, g38960, g3997, g33847, g49221, g20081, g33882, g52835, g15322, g46202, g9543, g30552, g9100, g26552, g21270, g8282, g38755, g20083, g39019, g8336, g33861, g48477, g21048, g48444, g8341, g38889, g20957, g21777, g21023, g15127, g15485, g26549, g8464, g15717, g8472, g30208, g9103	Roisl.0075s0025.1.p
OG0000114	g50797, g32639, g15993, g24938, g6351, g14468, g28182, g27531	Roisl.0195s0034.1.p, Roisl.0082s0484.1.p
OG0000114	g15992	Roisl.0024s0009.1.p
OG0000114	g28772, g49077, g32668, g34673	Roisl.0053s0064.1.p
OG0000116	g48680, g15046, g14763, g43457, g1389, g17894	Roisl.0056s0063.1.p, Roisl.0019s0048.1.p, Roisl.0046s0709.1.p
OG0000118	g35294, g50762, g6146, g12640	Roisl.0053s0176.1.p, Roisl.0053s0177.1.p, Roisl.0053s0178.1.p, Roisl.0012s0130.1.p, Roisl.0023s0087.1.p, Roisl.0023s0086.1.p, Roisl.0017s0203.1.p, Roisl.0017s0206.1.p
OG0000118	g12809	Roisl.0053s0217.1.p, Roisl.0053s0316.1.p
OG0000118	g1395	Roisl.0025s0059.1.p
OG0000124	g51625, g52915, g53579	Roisl.0011s0204.1.p
OG0000125	g31072	Roisl.0091s1034.1.p
OG0000125	g18497	Roisl.0006s0236.1.p
OG0000125	g54244, g54237, g54238	Roisl.0213s0753.1.p
OG0000125	g6675	Roisl.0115s0481.1.p, Roisl.0115s0480.1.p
OG0000126	g27940	Roisl.0014s0012.1.p
OG0000126	g8607, g29944, g38807, g43388	Roisl.0021s0394.1.p
OG0000126	g53532	Roisl.0082s0286.1.p
OG0000126	g41907	Roisl.0184s0211.1.p
OG0000126	g14623	Roisl.0066s0220.1.p
OG0000126	g11646	Roisl.0213s0712.1.p, Roisl.0045s0077.1.p, Roisl.0191s0553.1.p, Roisl.0014s0046.1.p
OG0000126	g16333	Roisl.0075s0113.1.p
OG0000127	g41348	Roisl.0210s1950.1.p
OG0000127	g19182	Roisl.0046s1343.1.p
OG0000127	g2919, g1294, g28781	Roisl.0080s0276.1.p, Roisl.0209s0299.1.p, Roisl.0209s0304.1.p
OG0000127	g39998	Roisl.0082s0645.1.p
OG0000128	g18900	Roisl.0018s0040.1.p
OG0000128	g2009	Roisl.0018s0036.1.p, Roisl.0018s0037.1.p, Roisl.0018s0038.1.p
OG0000129	g24222, g24219	Roisl.0020s0184.1.p
OG0000129	g45103, g45101	Roisl.0022s0002.1.p, Roisl.0022s0001.1.p
OG0000129	g9880	Roisl.0080s0056.1.p, Roisl.0080s0057.1.p, Roisl.0204s0037.1.p, Roisl.0204s0045.1.p, Roisl.0189s0223.1.p
OG0000134	g4924	Roisl.0004s0001.1.p
OG0000134	g18420	Roisl.0214s0290.1.p, Roisl.0091s0127.1.p, Roisl.0195s0021.1.p
OG0000136	g52239	Roisl.0055s0066.1.p
OG0000136	g11179, g54012	Roisl.0213s0730.1.p
OG0000136	g6807	Roisl.0213s0757.1.p, Roisl.0008s0036.1.p, Roisl.0075s0023.1.p, Roisl.0209s0530.1.p, Roisl.0111s0005.1.p, Roisl.0008s0128.1.p
OG0000137	g1010	Roisl.0080s0797.1.p, Roisl.0080s0796.1.p
OG0000137	g1011	Roisl.0080s0795.1.p
OG0000137	g1009	Roisl.0080s0802.1.p
OG0000140	g40049	Roisl.0047s0081.1.p
OG0000140	g49472, g35118, g24428	Roisl.0047s0080.1.p, Roisl.0046s0059.1.p, Roisl.0083s0051.1.p, Roisl.0201s0007.1.p
OG0000141	g49817	Roisl.0002s0275.1.p
OG0000142	g4368, g35945, g1494	Roisl.0082s0578.1.p
OG0000142	g1920, g26785, g32853	Roisl.0189s0103.1.p, Roisl.0066s0433.1.p, Roisl.0015s0157.1.p, Roisl.0064s0043.1.p
OG0000142	g5189, g2123, g47377, g4687, g53003, g43719, g43445, g16638, g52994, g16654, g5024, g43828, g52202, g45731, g5949, g35415, g44526, g3333	Roisl.0209s0143.1.p
OG0000143	g24947, g35918, g41958, g24857, g24997	Roisl.0012s0100.1.p, Roisl.0214s0209.1.p, Roisl.0071s0002.1.p
OG0000143	g52356	Roisl.0019s0075.1.p
OG0000143	g4139, g16474	Roisl.0213s0768.1.p, Roisl.0210s2172.1.p, Roisl.0185s0038.1.p, Roisl.0047s0065.1.p
OG0000145	g33604, g4388, g34376, g34294, g11190	Roisl.0012s0176.1.p
OG0000145	g30462	Roisl.0048s0019.1.p
OG0000145	g48014	Roisl.0083s0044.1.p
OG0000145	g14842, g17329, g44065, g4530, g3049, g16140, g42970, g43036, g52307, g44004	Roisl.0061s0003.1.p
OG0000145	g42724, g21558, g16683, g49741, g22677, g40897, g8785, g4942, g30752, g35986, g50938	Roisl.0184s0038.1.p
OG0000145	g3505	Roisl.0194s0017.1.p, Roisl.0066s0159.1.p, Roisl.0066s0400.1.p, Roisl.0029s0077.1.p, Roisl.0023s0028.1.p, Roisl.0023s0027.1.p, Roisl.0041s0060.1.p, Roisl.0204s0120.1.p, Roisl.0057s0005.1.p, Roisl.0066s0003.1.p, Roisl.0045s0074.1.p, Roisl.0179s0008.1.p, Roisl.0209s0723.1.p, Roisl.0214s0229.1.p, Roisl.0209s0505.1.p, Roisl.0022s0052.1.p, Roisl.0027s0099.1.p, Roisl.0008s0022.1.p, Roisl.0184s0097.1.p, Roisl.0204s0142.1.p, Roisl.0051s0055.1.p, Roisl.0055s0004.1.p, Roisl.0194s0059.1.p, Roisl.0210s2066.1.p
OG0000145	g3926	Roisl.0191s0700.1.p, Roisl.0022s0042.1.p, Roisl.0046s0255.1.p, Roisl.0118s0008.1.p
OG0000145	g24132	Roisl.0047s0041.1.p, Roisl.0036s0118.1.p, Roisl.0094s0005.1.p
OG0000145	g35742, g48960, g8253, g8735, g25236, g32792, g14370, g52673	Roisl.0048s0040.1.p, Roisl.0041s0068.1.p, Roisl.0082s0072.1.p
OG0000148	g36469	Roisl.0006s0148.1.p
OG0000148	g6399	Roisl.0082s0572.1.p, Roisl.0210s1505.1.p
OG0000150	g26208, g43583	Roisl.0032s0020.1.p, Roisl.0018s0384.1.p
OG0000151	g19127	Roisl.0046s1506.1.p
OG0000151	g19128	Roisl.0046s1505.1.p
OG0000151	g51765	Roisl.0017s0307.1.p
OG0000151	g2235	Roisl.0046s1504.1.p
OG0000151	g2346	Roisl.0046s1329.1.p
OG0000151	g51633	Roisl.0017s0076.1.p
OG0000151	g29346	Roisl.0210s1053.1.p
OG0000153	g51155, g51154, g51130, g51156	Roisl.0033s0089.1.p, Roisl.0046s0659.1.p, Roisl.0204s0152.1.p, Roisl.0033s0087.1.p
OG0000153	g40020	Roisl.0082s0715.1.p
OG0000153	g37875, g37876	Roisl.0082s0716.1.p, Roisl.0091s1020.1.p, Roisl.0091s1018.1.p, Roisl.0082s0718.1.p, Roisl.0082s0719.1.p
OG0000154	g36466, g36467	Roisl.0006s0138.1.p
OG0000154	g54211	Roisl.0006s0139.1.p
OG0000155	g37113, g6888, g3418, g43341, g44494	Roisl.0055s0068.1.p
OG0000157	g27714	Roisl.0080s0598.1.p
OG0000159	g43119	Roisl.0024s0087.1.p
OG0000160	g5985	Roisl.0066s0007.1.p
OG0000160	g23426	Roisl.0003s0027.1.p
OG0000160	g1105	Roisl.0080s0566.1.p
OG0000160	g6339	Roisl.0214s0132.1.p
OG0000160	g17885	Roisl.0213s0001.1.p
OG0000160	g11547	Roisl.0185s0093.1.p
OG0000160	g46563	Roisl.0115s0111.1.p
OG0000160	g50994	Roisl.0051s0034.1.p
OG0000163	g43620	Roisl.0061s0012.1.p
OG0000164	g33080, g33073, g33069, g14660, g26417	Roisl.0020s0019.1.p, Roisl.0214s0688.1.p, Roisl.0215s0002.1.p, Roisl.0184s0199.1.p
OG0000166	g46166	Roisl.0204s0086.1.p
OG0000170	g2799	Roisl.0194s0036.1.p, Roisl.0035s0201.1.p
OG0000170	g52256	Roisl.0035s0199.1.p
OG0000170	g52257	Roisl.0035s0198.1.p
OG0000171	g915, g28415	Roisl.0031s0104.1.p
OG0000171	g14078	Roisl.0066s0281.1.p
OG0000171	g28546	Roisl.0080s0713.1.p
OG0000171	g7540	Roisl.0079s0226.1.p, Roisl.0079s0225.1.p
OG0000171	g17072	Roisl.0022s0465.1.p
OG0000172	g4028	Roisl.0046s1356.1.p
OG0000172	g51256, g27772, g14066	Roisl.0028s0565.1.p, Roisl.0052s0054.1.p, Roisl.0053s0095.1.p, Roisl.0075s0225.1.p
OG0000174	g52379	Roisl.0066s0013.1.p, Roisl.0082s0594.1.p
OG0000175	g45857	Roisl.0019s0487.1.p, Roisl.0191s0187.1.p
OG0000175	g32098, g27548, g50297	Roisl.0046s1598.1.p
OG0000175	g29297	Roisl.0210s1168.1.p
OG0000175	g50814	Roisl.0018s0359.1.p, Roisl.0035s0021.1.p
OG0000176	g12860	Roisl.0039s0061.1.p
OG0000177	g36879	Roisl.0049s0035.1.p
OG0000177	g31976	Roisl.0083s0049.1.p
OG0000177	g27488, g50732, g31972	Roisl.0189s0081.1.p
OG0000178	g40442	Roisl.0082s0204.1.p
OG0000178	g45169	Roisl.0082s0211.1.p
OG0000178	g45158	Roisl.0082s0207.1.p
OG0000178	g45173	Roisl.0082s0209.1.p, Roisl.0082s0208.1.p
OG0000179	g44052	Roisl.0214s0723.1.p, Roisl.0214s0729.1.p, Roisl.0214s0720.1.p, Roisl.0214s0730.1.p, Roisl.0214s0701.1.p, Roisl.0214s0727.1.p, Roisl.0214s0636.1.p, Roisl.0214s0722.1.p, Roisl.0214s0666.1.p, Roisl.0214s0759.1.p
OG0000182	g27624	Roisl.0046s1327.1.p
OG0000182	g11014, g40790	Roisl.0046s1409.1.p, Roisl.0046s1413.1.p, Roisl.0046s1124.1.p
OG0000183	g18117	Roisl.0024s0013.1.p, Roisl.0064s0038.1.p
OG0000183	g40143	Roisl.0209s0513.1.p
OG0000184	g11846	Roisl.0115s0547.1.p
OG0000185	g11864	Roisl.0213s0109.1.p, Roisl.0080s0095.1.p, Roisl.0080s0099.1.p, Roisl.0024s0218.1.p, Roisl.0024s0123.1.p
OG0000187	g17092	Roisl.0082s0109.1.p, Roisl.0011s0578.1.p
OG0000189	g18237	Roisl.0066s0143.1.p
OG0000189	g50117	Roisl.0004s0308.1.p, Roisl.0007s0123.1.p
OG0000192	g25904	Roisl.0021s0466.1.p
OG0000192	g17137	Roisl.0021s0465.1.p
OG0000193	g27763	Roisl.0013s0218.1.p
OG0000193	g39564, g2101	Roisl.0213s0477.1.p
OG0000194	g32237, g28166, g50078, g23649, g51802, g16610, g46300, g50561, g54220, g11930, g43921, g32761, g37142, g22302, g15938, g22360, g22356, g22520, g46088, g19637, g2226, g44629, g28809, g28127, g35125, g47319, g16022, g37603, g19115, g13169, g38469, g36750, g5109, g11796, g22756, g52851, g50261, g51105, g6622, g17417, g42696, g12951, g2905, g31609, g46799, g4579, g32330, g40259, g31362, g18891, g19249, g13091, g9964, g23770, g32515, g26709, g45320, g16869	Roisl.0049s0017.1.p, Roisl.0075s0133.1.p
OG0000196	g43806, g43821	Roisl.0009s0078.1.p, Roisl.0009s0045.1.p
OG0000196	g53971	Roisl.0014s0087.1.p
OG0000196	g43782, g43797	Roisl.0009s0046.1.p
OG0000196	g53972	Roisl.0009s0047.1.p, Roisl.0009s0053.1.p
OG0000197	g24122	Roisl.0064s0036.1.p
OG0000198	g25893	Roisl.0011s0049.1.p
OG0000198	g49926	Roisl.0007s0637.1.p
OG0000200	g40675	Roisl.0091s0810.1.p
OG0000200	g32383	Roisl.0213s0164.1.p
OG0000200	g40674	Roisl.0091s0809.1.p
OG0000201	g4655, g26600, g16293, g32898, g33199, g25229, g26102, g33200, g34779, g16144, g6202, g53346, g27732, g43307, g16269, g19533, g52369, g14957, g43031, g42816, g1483, g14787	Roisl.0066s0324.1.p
OG0000201	g28221, g14434	Roisl.0038s0060.1.p
OG0000201	g35562	Roisl.0013s0189.1.p, Roisl.0082s0503.1.p
OG0000202	g1023, g25454, g25477	Roisl.0184s0147.1.p
OG0000203	g18958	Roisl.0026s0064.1.p
OG0000203	g2360	Roisl.0026s0053.1.p, Roisl.0026s0056.1.p
OG0000204	g53714, g14389	Roisl.0210s2155.1.p
OG0000205	g43917	Roisl.0209s0536.1.p, Roisl.0194s0079.1.p, Roisl.0209s0784.1.p, Roisl.0191s0702.1.p, Roisl.0204s0008.1.p, Roisl.0185s0083.1.p, Roisl.0194s0012.1.p, Roisl.0066s0404.1.p, Roisl.0012s0177.1.p, Roisl.0185s0085.1.p, Roisl.0215s0013.1.p, Roisl.0209s0582.1.p, Roisl.0037s0079.1.p
OG0000207	g4415, g34528, g34521, g34531, g34408, g26139, g21458, g50767, g16541, g16549, g22184, g16534, g16525, g52564, g14561, g28252, g46615, g4420, g41677, g8219, g8721, g8233, g43323, g34357, g53803, g8234, g35311, g18815, g626, g4979, g26826, g4422, g52961, g43215, g52565, g34262, g35244, g15794, g15777, g52898, g41869, g33384, g35802, g22185, g34812, g43012, g14560, g4505, g53321, g52638, g30247, g35455, g4193, g18020, g26140, g3683, g35570, g48269, g41896, g46617, g15565, g14866, g3099, g26275, g36308, g14634, g4409, g34703, g24587, g28251, g682, g51819, g28955, g4066, g1725, g4423, g11714, g24891, g35033, g35914, g8221, g8723, g53432, g41674, g26043, g681, g43325, g11489, g53856, g24382, g14261, g36863, g36256, g22612, g35998, g35872, g51818, g35035, g14620, g14864, g15567, g36255, g53430, g35913, g35178, g8232, g8732, g43057, g22613, g53431, g4410, g28956, g16345, g4432, g15566, g14865, g11794, g4978, g35179, g36309, g26276, g34355, g35034, g26044, g43324, g36310, g680, g46616, g14635, g8220, g8722, g34704, g14621, g35180, g35310, g37815, g52806	Roisl.0060s0018.1.p
OG0000208	g21459, g33511, g33550	Roisl.0213s0614.1.p
OG0000209	g5026	Roisl.0118s0007.1.p
OG0000209	g12731	Roisl.0046s1202.1.p, Roisl.0007s0706.1.p
OG0000209	g49840, g49834, g49829	Roisl.0210s1801.1.p
OG0000210	g1914	Roisl.0013s0217.1.p, Roisl.0214s0325.1.p
OG0000211	g49231, g16470, g20825, g43631, g26289, g14616, g6186, g53387, g17355, g35583, g26609, g15935	Roisl.0209s0028.1.p
OG0000214	g6224	Roisl.0002s0228.1.p, Roisl.0017s0481.1.p
OG0000214	g53539	Roisl.0179s0076.1.p
OG0000215	g449	Roisl.0019s0017.1.p, Roisl.0210s2007.1.p
OG0000216	g25664	Roisl.0209s0233.1.p
OG0000216	g41090, g41083, g41086	Roisl.0214s0809.1.p
OG0000221	g4264, g37418, g16017, g28616, g34276, g15805, g31881, g48923	Roisl.0043s0012.1.p
OG0000221	g32627, g45157, g4236, g53404, g41761, g48924	Roisl.0209s0076.1.p
OG0000222	g34916, g35398	Roisl.0043s0013.1.p, Roisl.0036s0049.1.p, Roisl.0215s0004.1.p, Roisl.0188s0135.1.p, Roisl.0061s0006.1.p, Roisl.0043s0027.1.p
OG0000222	g4529, g35092, g8532, g36951, g38875, g35824, g36811, g35009, g15547, g19660, g9434	Roisl.0209s0533.1.p
OG0000222	g24943, g20945, g20027	Roisl.0043s0026.1.p, Roisl.0185s0040.1.p, Roisl.0209s0026.1.p, Roisl.0200s0008.1.p, Roisl.0201s0002.1.p, Roisl.0027s0040.1.p, Roisl.0209s0541.1.p
OG0000223	g46938, g34690, g28576	Roisl.0021s0609.1.p
OG0000225	g4046	Roisl.0210s0850.1.p, Roisl.0115s0257.1.p
OG0000226	g17691, g17690, g17692	Roisl.0057s0014.1.p, Roisl.0006s0604.1.p
OG0000226	g35947	Roisl.0210s2061.1.p
OG0000229	g13978	Roisl.0064s0044.1.p, Roisl.0046s0553.1.p, Roisl.0082s0643.1.p
OG0000229	g24726	Roisl.0083s0005.1.p, Roisl.0002s0235.1.p, Roisl.0005s0117.1.p, Roisl.0013s0180.1.p, Roisl.0081s0002.1.p, Roisl.0019s0783.1.p, Roisl.0019s0786.1.p
OG0000230	g2000	Roisl.0018s0014.1.p
OG0000233	g29622	Roisl.0210s0497.1.p
OG0000233	g45482	Roisl.0210s0495.1.p, Roisl.0210s0494.1.p
OG0000233	g29623	Roisl.0210s0492.1.p
OG0000234	g45347	Roisl.0030s0017.1.p
OG0000235	g11302	Roisl.0209s0012.1.p, Roisl.0209s0080.1.p, Roisl.0004s0134.1.p
OG0000236	g13483	Roisl.0075s0132.1.p, Roisl.0053s0263.1.p
OG0000237	g11805	Roisl.0115s0615.1.p
OG0000237	g36933	Roisl.0115s0490.1.p
OG0000238	g44677	Roisl.0019s0445.1.p
OG0000238	g32057	Roisl.0191s0148.1.p
OG0000239	g2261, g45344, g44563, g51060, g10741, g28476, g5898, g32750	Roisl.0213s0866.1.p
OG0000241	g17320	Roisl.0091s0140.1.p, Roisl.0091s0141.1.p, Roisl.0091s0142.1.p, Roisl.0082s0231.1.p, Roisl.0082s0229.1.p, Roisl.0082s0230.1.p
OG0000242	g10112	Roisl.0005s0209.1.p, Roisl.0029s0029.1.p, Roisl.0046s0325.1.p
OG0000243	g27682	Roisl.0213s0207.1.p
OG0000244	g25493	Roisl.0082s0280.1.p
OG0000244	g40712	Roisl.0082s0369.1.p
OG0000246	g37185	Roisl.0017s0009.1.p, Roisl.0017s0010.1.p, Roisl.0017s0011.1.p
OG0000246	g51605, g43105, g43113	Roisl.0017s0013.1.p
OG0000246	g43106	Roisl.0017s0004.1.p
OG0000249	g16095, g42905	Roisl.0188s0126.1.p
OG0000249	g32698	Roisl.0011s0462.1.p
OG0000250	g45178	Roisl.0012s0265.1.p
OG0000250	g40469	Roisl.0082s0295.1.p
OG0000251	g16641	Roisl.0011s0408.1.p, Roisl.0011s0412.1.p
OG0000251	g39309	Roisl.0080s0576.1.p
OG0000252	g40852	Roisl.0010s0130.1.p, Roisl.0010s0131.1.p, Roisl.0010s0134.1.p
OG0000252	g46370	Roisl.0004s0146.1.p
OG0000253	g12277	Roisl.0074s0750.1.p
OG0000253	g7492	Roisl.0079s0301.1.p
OG0000253	g5784, g45315	Roisl.0034s0151.1.p
OG0000254	g47115	Roisl.0002s0134.1.p, Roisl.0002s0133.1.p, Roisl.0002s0126.1.p, Roisl.0002s0127.1.p, Roisl.0002s0125.1.p, Roisl.0002s0123.1.p
OG0000255	g6529	Roisl.0214s0128.1.p, Roisl.0213s0722.1.p, Roisl.0058s0109.1.p, Roisl.0210s2090.1.p, Roisl.0195s0005.1.p
OG0000256	g10880	Roisl.0115s0620.1.p, Roisl.0115s0621.1.p
OG0000257	g46235	Roisl.0005s0208.1.p, Roisl.0005s0205.1.p
OG0000259	g1607	Roisl.0017s0412.1.p, Roisl.0004s0013.1.p, Roisl.0004s0014.1.p
OG0000261	g27439, g32776, g32770, g32783, g27211, g33024, g16512, g2016, g54006, g19601, g2848, g2831, g22889, g3698, g24204, g2864, g40878, g25185, g46830, g53056, g2687, g48307, g41286, g41287, g53381, g4211, g3691, g41532, g24315, g43508, g28621, g49342, g36842, g13078, g17814, g11397, g26832, g53535, g14667, g44305, g24421, g35902, g53717, g41585, g2934, g28029, g43857, g19051	Roisl.0046s0332.1.p
OG0000261	g26827	Roisl.0214s0157.1.p
OG0000262	g24889	Roisl.0050s0098.1.p, Roisl.0209s0719.1.p, Roisl.0209s0739.1.p
OG0000263	g11496	Roisl.0214s0747.1.p
OG0000263	g910, g3712	Roisl.0074s0831.1.p
OG0000265	g30948, g25301, g11542, g43509, g3110, g32825, g14672	Roisl.0066s0323.1.p, Roisl.0046s0630.1.p, Roisl.0075s0154.1.p, Roisl.0046s1126.1.p
OG0000266	g28434, g45026	Roisl.0082s0658.1.p, Roisl.0082s0100.1.p
OG0000267	g34874	Roisl.0023s0047.1.p
OG0000267	g15120	Roisl.0198s0046.1.p, Roisl.0213s0612.1.p
OG0000267	g42218, g42234	Roisl.0019s0027.1.p
OG0000269	g28758	Roisl.0080s0302.1.p
OG0000269	g2910, g2936	Roisl.0209s0327.1.p
OG0000269	g39974	Roisl.0082s0743.1.p
OG0000270	g41044, g33428	Roisl.0050s0087.1.p
OG0000270	g40880	Roisl.0008s0010.1.p, Roisl.0010s0123.1.p
OG0000277	g18216, g23060, g18323	Roisl.0001s0078.1.p
OG0000277	g50111, g27445, g31888	Roisl.0007s0143.1.p
OG0000278	g14307	Roisl.0210s2199.1.p, Roisl.0064s0021.1.p
OG0000278	g38273, g38276	Roisl.0002s0174.1.p
OG0000278	g46809, g46812, g46827	Roisl.0210s2209.1.p, Roisl.0210s2204.1.p, Roisl.0210s2203.1.p, Roisl.0210s2200.1.p, Roisl.0210s2202.1.p
OG0000279	g40527, g40528, g40529	Roisl.0074s0025.1.p, Roisl.0074s0024.1.p
OG0000282	g47412	Roisl.0091s0104.1.p
OG0000282	g53736	Roisl.0091s0103.1.p, Roisl.0091s0101.1.p, Roisl.0091s0102.1.p
OG0000285	g47372	Roisl.0091s0196.1.p
OG0000285	g23645	Roisl.0022s0391.1.p
