Orthogroup	Cochlearia_excelsa	Arabidopsis_arenosa
OG0000292	g32988, g18507, g30203, g20814, g438, g12785	jg17325, jg10075
OG0000292	g49225, g30202, g473, g12784, g27889, g9642	jg27846
OG0000294	g25697	jg5315
OG0000295	g37063	jg31317
OG0000295	g27709	jg25084, jg7397
OG0000296	g1252, g28701, g28702	jg22851, jg22847
OG0000296	g28714	jg22801, jg21885, jg22800
OG0000296	g1225	jg22798, jg22799
OG0000297	g25175	jg12852
OG0000297	g30421, g30418, g30424, g30425, g21279, g20461	jg17414
OG0000298	g41665	jg32009
OG0000298	g16334	jg32010
OG0000298	g16330	jg32014
OG0000298	g50713	jg17396
OG0000298	g32687	jg32008
OG0000303	g53852, g33562, g32888, g26702	jg28919
OG0000303	g26634	jg14119
OG0000303	g35942	jg32810
OG0000303	g53444	jg32263, jg27203
OG0000304	g50554, g51887	jg17079
OG0000304	g50556	jg19307
OG0000304	g51897	jg21390, jg21205, jg21204, jg27046
OG0000305	g53520, g51878	jg32496, jg19283, jg19279, jg7268
OG0000306	g13807, g46733	jg12412
OG0000307	g36491	jg33267
OG0000308	g11113, g11114	jg20897, jg20895, jg20892, jg20894, jg20890, jg20896, jg20889
OG0000309	g849, g41323	jg22981
OG0000312	g34486	jg1649
OG0000314	g1672	jg17949
OG0000314	g41968	jg16768
OG0000314	g4927, g46312	jg1946
OG0000314	g28453, g9121, g30700	jg17443
OG0000314	g27333	jg21060
OG0000314	g46975	jg5864, jg17174, jg18126, jg27798
OG0000316	g7145, g7146, g12171, g12173, g12193	jg25481
OG0000318	g43847	jg3658, jg27680, jg2564, jg2563, jg27679, jg32154, jg32160
OG0000321	g54159	jg33127, jg33133
OG0000321	g41419	jg5838, jg5839
OG0000321	g666	jg1712
OG0000322	g10751	jg22743, jg22742, jg22822
OG0000323	g44591	jg2926
OG0000325	g26947, g49462	jg28796
OG0000325	g30904	jg28797
OG0000325	g37954	jg18396
OG0000328	g13376	jg26279, jg26278, jg26277
OG0000328	g13375	jg26275
OG0000329	g24516, g24521	jg11299
OG0000330	g17997, g17998	jg2932, jg2931
OG0000330	g44587	jg2930
OG0000330	g31719	jg30287
OG0000331	g26892	jg28558, jg8055
OG0000331	g6947	jg25844
OG0000332	g24568, g44176	jg805, jg807, jg814, jg815, jg820, jg826, jg816, jg817, jg823, jg821, jg818, jg806
OG0000334	g4402	jg13498, jg18867, jg21058, jg13113, jg12230, jg11080, jg14024, jg13959, jg21899, jg21901, jg1165, jg14183, jg8025
OG0000334	g43359	jg13854
OG0000334	g53580, g43677	jg11603, jg25251, jg32583, jg32326, jg14085
OG0000335	g1956	jg16034, jg16010
OG0000336	g31190, g27091, g27095, g31209	jg1242, jg1313, jg29339, jg29325
OG0000338	g3826	jg19287, jg11883
OG0000339	g17631	jg10545
OG0000341	g53570, g31035	jg29043
OG0000345	g29557, g39719	jg4766, jg20849
OG0000345	g45514	jg4765
OG0000346	g2365	jg15260
OG0000346	g10579	jg13305
OG0000347	g52289	jg19995
OG0000348	g50668	jg14665, jg13595, jg21499, jg21484, jg21493, jg13594
OG0000349	g1282	jg22904
OG0000349	g1278	jg22900
OG0000350	g13403, g13402	jg13712, jg26397, jg26398, jg26400, jg26399, jg26396, jg26395
OG0000351	g12309	jg26743, jg27595
OG0000351	g36126	jg26744
OG0000356	g50999	jg16967
OG0000357	g32419, g32420, g50521	jg31533, jg31532
OG0000358	g54187	jg10334
OG0000358	g11643	jg33246, jg33306, jg33305, jg33298, jg33297, jg33303, jg33299, jg33304, jg33300, jg33302, jg33301
OG0000363	g53411, g29745	jg11188
OG0000363	g27806	jg3528
OG0000364	g37360, g37362, g37913, g17870	jg24355
OG0000365	g27592	jg31120
OG0000365	g24049	jg10496, jg10495
OG0000365	g50367	jg31122, jg31118, jg31119, jg31117
OG0000367	g18012	jg11956, jg7206
OG0000368	g11422	jg14457
OG0000369	g4480, g4569	jg21600
OG0000369	g4675, g4768, g6892, g51876	jg21583, jg21561, jg21534, jg21584, jg21558
OG0000370	g6467	jg26720, jg26718, jg26719
OG0000371	g11614	jg13947
OG0000374	g7992, g10426, g47443, g1577, g48059, g53145, g36249, g41525, g50024	jg13862
OG0000375	g24614, g4053, g42670, g42662, g25030, g4718, g35252, g22259, g19614, g24704, g25123, g26727, g11473, g34270, g3460, g26000, g26728, g48279, g35564, g42661, g14340, g53194, g35740, g25090, g26814, g49158, g24703, g25124, g34269, g53637, g22260, g48278, g25031, g26729, g4719, g35251, g24668, g42660, g42669	jg6729, jg12392, jg7062
OG0000376	g41000	jg916
OG0000377	g47982	jg2119, jg8598, jg8599
OG0000377	g22842	jg8600
OG0000379	g1514	jg13018
OG0000379	g19165	jg15354
OG0000380	g19547, g28753	jg22859, jg22857, jg30710
OG0000380	g28797, g28774, g28802	jg22963, jg22951
OG0000381	g43972, g18058, g26185	jg3545
OG0000381	g23603	jg21076, jg18471, jg13731, jg18472, jg3544, jg3543
OG0000382	g44023	jg7975, jg7974, jg7976
OG0000382	g37230	jg18934
OG0000383	g11293, g11292, g11294	jg13626, jg13629, jg15391, jg15393
OG0000384	g10911	jg20367, jg20365, jg20368
OG0000386	g32707	jg32065, jg32051
OG0000386	g32710	jg32057, jg32058, jg32059, jg32066
OG0000388	g13288	jg25857
OG0000388	g34348, g35026, g34350, g28458, g28439, g35303	jg22210, jg30557
OG0000388	g6787	jg27023, jg26105, jg26106
OG0000389	g43635, g1338, g1343	jg22999, jg22549, jg22552, jg22553, jg12732, jg22551, jg22550
OG0000390	g50242	jg30800
OG0000391	g46059, g46056	jg2971, jg2970
OG0000391	g7432	jg24982
OG0000392	g47536	jg9939, jg9938
OG0000393	g46706	jg12479
OG0000393	g46707, g53730	jg12478
OG0000394	g27880	jg33477
OG0000394	g24279	jg31322
OG0000395	g31494	jg29880
OG0000395	g6162, g14272	jg27565
OG0000395	g49902	jg29879
OG0000397	g36029, g3758, g12040	jg27860, jg27859
OG0000399	g25452	jg8018
OG0000399	g41120	jg1426
OG0000399	g31165	jg29276
OG0000402	g9658	jg23698
OG0000402	g9656	jg23699
OG0000404	g11863	jg31726, jg31724
OG0000404	g23221	jg27776
OG0000405	g45238	jg32030
OG0000406	g1291	jg22923
OG0000406	g2920	jg29135
OG0000407	g36060, g14938, g43281, g11474, g7650	jg28645, jg31101, jg20131
OG0000409	g32362, g32361	jg17641
OG0000409	g27666	jg31780, jg31388
OG0000409	g50490	jg31386
OG0000411	g50674, g6276, g3083, g6257, g6259, g6273, g38385	jg17003, jg16987, jg17292, jg17291, jg16929, jg16931, jg16935, jg20923, jg16934
OG0000412	g45737	jg5485
OG0000412	g46788	jg12214
OG0000412	g45009	jg2061
OG0000412	g6918, g13293	jg25896
OG0000413	g12223, g12228	jg25354
OG0000413	g27985	jg33681
OG0000414	g40900	jg673
OG0000414	g13659	jg27345
OG0000414	g47091	jg11210
OG0000416	g9806, g46823, g16691, g35049, g41257, g44674	jg11705
OG0000416	g31858, g28675, g37453, g10386	jg29595
OG0000416	g26677, g49171, g425, g53223, g43811, g43816, g31442, g43802	jg7623
OG0000420	g4802, g4813	jg5048
OG0000421	g39358	jg21967
OG0000421	g47588	jg9794
OG0000424	g28489	jg22288
OG0000424	g47623	jg9732
OG0000426	g3013, g7095	jg27779
OG0000426	g40973, g23602	jg27618
OG0000427	g4161, g52352, g47025, g32216, g36149, g43130	jg32210
OG0000427	g36150, g39185, g40696, g47024, g46889, g32217	jg11505
OG0000428	g41816	jg1641
OG0000429	g18956	jg15870
OG0000429	g2032	jg1359, jg15868, jg15858
OG0000430	g23976, g17311	jg10342
OG0000430	g13575	jg27082
OG0000432	g555	jg32966, jg32963
OG0000432	g24067	jg10548
OG0000432	g17626	jg10546
OG0000433	g17099, g17097, g17100, g17096	jg9737, jg9736, jg9735
OG0000434	g36218, g36226, g36221	jg12377
OG0000436	g19572	jg14380
OG0000436	g41304	jg22927, jg22928
OG0000436	g1293	jg22929
OG0000436	g19571	jg14381
OG0000437	g39339, g1080, g28563	jg22554, jg9831
OG0000439	g45982, g16494, g44625	jg2816
OG0000439	g13576	jg2817
OG0000439	g29695	jg2123, jg4379, jg27491, jg2122
OG0000443	g23276	jg9154
OG0000443	g598	jg6415
OG0000444	g51246	jg18200
OG0000444	g2023	jg15993
OG0000444	g49529	jg28950
OG0000445	g502, g2678, g19442, g19454, g9989	jg6224
OG0000446	g1408	jg6075
OG0000446	g21423	jg6090
OG0000447	g51571	jg15180, jg25103, jg18747
OG0000448	g4323	jg13609, jg13604
OG0000448	g10425	jg13602
OG0000450	g2642	jg30082
OG0000451	g50836	jg990, jg976, jg5486, jg32699
OG0000452	g45250	jg562
OG0000457	g7774, g12606, g30872, g12810, g7765	jg24317, jg28766
OG0000458	g50497	jg31419
OG0000459	g17375	jg10503
OG0000459	g17376	jg10507
OG0000459	g54231, g33385	jg33353
OG0000459	g54240	jg33046, jg33350
OG0000460	g12238	jg22533
OG0000463	g32899	jg32175
OG0000463	g19562, g2874, g19563, g19561, g19560	jg14430
OG0000466	g25526, g25938	jg7830
OG0000466	g32989, g31982	jg7831, jg24484, jg24486, jg24485
OG0000468	g37276	jg26267, jg18103, jg17563
OG0000469	g1996, g10969, g40576, g47280, g17461	jg15897, jg19591, jg10715, jg20504
OG0000470	g17411, g17424	jg5117, jg5119
OG0000472	g4134	jg14011, jg17123, jg21902, jg3815, jg21009, jg7126, jg7131, jg7107
OG0000473	g49273	jg28396
OG0000473	g30720, g1438	jg28395
OG0000473	g51663	jg18932
OG0000474	g49450	jg28747
OG0000474	g39721	jg20853
OG0000474	g50694	jg11064
OG0000474	g50021	jg21926
OG0000475	g40945	jg775
OG0000476	g37782, g4812, g4800, g4814	jg6712, jg6710, jg6600, jg6598
OG0000477	g353	jg23206
OG0000480	g40981	jg868
OG0000480	g1517	jg13028
OG0000481	g44045	jg1153
OG0000481	g27100	jg29378
OG0000481	g31232	jg29377
OG0000483	g10980, g10092	jg6491, jg6492
OG0000483	g10089	jg6493
OG0000484	g47740	jg21310
OG0000484	g47741, g47742, g23417	jg9383, jg1872
OG0000485	g23902	jg10165
OG0000485	g17267	jg10170, jg10168, jg10169
OG0000485	g23904	jg10166, jg10167
OG0000485	g24586, g23899, g23901	jg28227
OG0000486	g46992, g26157, g46989	jg30401, jg30400, jg30403, jg25301
OG0000491	g19467	jg14644
OG0000491	g41553, g11391	jg14641
OG0000492	g19139, g11288	jg15405
OG0000492	g37303	jg19076
OG0000493	g16860	jg12611, jg12549, jg12556
OG0000494	g11331	jg26556, jg15148
OG0000495	g17535	jg14399
OG0000495	g44613, g45954	jg16645
OG0000495	g53091	jg3001
OG0000496	g2743	jg14579, jg14580
OG0000496	g19502	jg14578
OG0000496	g2744	jg14581
OG0000497	g12212	jg2908
OG0000497	g27989	jg25396
OG0000498	g6054	jg12034
OG0000498	g6063	jg27892
OG0000499	g6741	jg17671
OG0000499	g6742	jg26191
OG0000501	g50671, g32646	jg31946
OG0000501	g50679	jg31947, jg31949
OG0000501	g40318	jg7404
OG0000502	g46703, g46704	jg12488, jg12487
OG0000502	g37779	jg12489
OG0000506	g29645, g45471, g28728, g1183, g39280	jg4536, jg27864
OG0000507	g3111, g27067, g12541, g24850, g36336, g18639, g22861, g13024, g51671, g39956, g22859	jg6528
OG0000507	g5290, g25139, g43154	jg14865
OG0000509	g24336	jg10982, jg10978
OG0000509	g24334, g24335	jg10981, jg10977, jg10980, jg10975
OG0000510	g46683, g46681	jg12627
OG0000510	g18100	jg12626
OG0000511	g36452	jg22180
OG0000513	g27109	jg33545
OG0000516	g44889, g42659, g42668, g4054, g53638, g3459, g26813	jg2299
OG0000517	g29147, g29148, g29150	jg5540
OG0000518	g28418, g28417	jg22059
OG0000518	g5308	jg5458, jg5460, jg5083
OG0000519	g8	jg23802
OG0000520	g51206	jg29717
OG0000521	g185, g186	jg23516, jg23515
OG0000521	g9727	jg23514, jg23512, jg3374
OG0000522	g37317	jg19114
OG0000522	g13045, g12397, g7487	jg24877
OG0000523	g51022, g51021	jg16981
OG0000524	g32583	jg10575, jg10586
OG0000524	g45181, g45202	jg7573, jg7576, jg7572, jg7574
OG0000525	g37492, g37493	jg19656
OG0000525	g52116	jg18888
OG0000526	g29070	jg5724, jg5720, jg5722, jg5723
OG0000526	g29071	jg5721
OG0000529	g39835, g51257	jg16950
OG0000529	g51197, g37897	jg18062, jg18072
OG0000530	g41237, g890	jg21979, jg21978
OG0000534	g17931	jg3524
OG0000534	g38275	jg11230
OG0000535	g2040	jg15829, jg15828
OG0000536	g46831	jg12138
OG0000536	g25662	jg12117
OG0000537	g12430	jg24739
OG0000538	g10345	jg13818
OG0000540	g39867	jg18166
OG0000542	g31250	jg29431
OG0000542	g44098	jg1019
OG0000542	g49727	jg2597
OG0000545	g26718, g30027, g30017, g3550, g3652, g52610, g3586, g44459, g23480, g24027, g16401, g26649	jg24467
OG0000547	g52123, g37511	jg19699
OG0000549	g39784	jg18385
OG0000549	g51327	jg18389
OG0000553	g11687	jg26824
OG0000554	g14052, g40408, g25607, g25625, g25606, g25632, g25629, g25605, g25619, g25621	jg7650, jg7651, jg7652, jg7653
OG0000557	g38464	jg16741
OG0000557	g28220	jg16737
OG0000557	g50928, g50931, g50935, g50932	jg16738
OG0000561	g16898	jg12491
OG0000561	g7907	jg24008
OG0000561	g5112, g45694	jg5374
OG0000562	g40099	jg17669
OG0000562	g797	jg6054
OG0000563	g24348, g2664, g37712, g50813	jg20120, jg16295, jg30914, jg32005
OG0000564	g52272	jg21281
OG0000565	g27159	jg29593
OG0000566	g44024, g44018	jg1283
OG0000566	g18132, g16748	jg1883, jg1879, jg21925
OG0000567	g32338	jg11231, jg11229, jg11233, jg11232, jg12551, jg12202, jg17028
OG0000568	g37534	jg19773
OG0000569	g10717, g18677, g76	jg23657
OG0000569	g47779	jg4310
OG0000571	g47464	jg2553
OG0000572	g18462	jg21166
OG0000573	g40463	jg7776
OG0000573	g25545	jg7774, jg7775
OG0000579	g7906	jg24012
OG0000579	g9919	jg23059
OG0000580	g39847	jg28960, jg18195
OG0000581	g41399	jg5921, jg26863
OG0000581	g720	jg5920
OG0000582	g19605	jg14167
OG0000583	g36635	jg33557
OG0000584	g40964	jg1218
OG0000584	g44179	jg32499
OG0000587	g44684, g44686	jg30624
OG0000587	g2580	jg1339, jg1338, jg14903
OG0000588	g37885	jg17962
OG0000588	g51163	jg17961
OG0000589	g39380	jg22346
OG0000589	g28961	jg5865
OG0000589	g28509	jg5866
OG0000591	g23678	jg9780
OG0000592	g46462	jg3537
OG0000592	g49988	jg30221
OG0000592	g23624	jg9695
OG0000593	g46398	jg3467
OG0000593	g13318, g11992	jg26006
OG0000594	g50705	jg9499
OG0000595	g41726, g40992, g6247	jg890
OG0000595	g17988	jg3061
OG0000596	g38393	jg16893
OG0000597	g17740, g16321	jg11357
OG0000597	g47041	jg11358
OG0000598	g7814	jg8843, jg8844
OG0000599	g18305	jg8390
OG0000600	g12549	jg28594
OG0000600	g53288, g7700	jg6614
OG0000601	g44058	jg19478
OG0000601	g37413	jg15760
OG0000604	g28384	jg21968
OG0000604	g23738	jg9891
OG0000605	g39480	jg8112
OG0000605	g25435	jg8062, jg8061
OG0000607	g50152	jg30569, jg30572, jg30617, jg30609, jg18360, jg30618, jg31422, jg31703, jg30562, jg30576, jg31421, jg30606, jg30561
OG0000608	g16506, g16425, g14217, g4460, g52135, g35273, g42016, g34300, g14401, g14251, g53067, g48956, g37158, g25011, g52649, g35173, g25179, g35444, g35058, g53927, g37809, g24638, g11093, g23228, g37808, g27660	jg1642
OG0000608	g26802, g48931, g32622, g125, g1789, g52643, g52940, g6765, g4331, g27838, g3482	jg6757
OG0000609	g6101	jg27824
OG0000610	g50998	jg16966
OG0000613	g12391, g7465, g13062	jg24911
OG0000613	g5741	jg4065
OG0000614	g36969, g37007	jg6317
OG0000615	g25928	jg28016, jg3525
OG0000615	g13347	jg13746, jg13710
OG0000616	g31850	jg30467
OG0000617	g45438	jg4344
OG0000617	g29704	jg4345
OG0000618	g5854	jg3840
OG0000618	g7358	jg25127
OG0000619	g54384	jg33806, jg33807
OG0000620	g40503, g46686	jg20673
OG0000621	g2125	jg20346
OG0000621	g14112	jg15793
OG0000622	g19196, g37198	jg18864
OG0000623	g22949, g47953, g18248	jg8720
OG0000624	g38222	jg19720
OG0000625	g7245	jg25314
OG0000626	g31431	jg29767
OG0000627	g44133	jg947, jg945
OG0000628	g23152	jg8987, jg8986
OG0000628	g47857	jg8985
OG0000630	g32582, g35860, g43698, g53738, g13548, g23500, g11659, g1698, g52938	jg13943
OG0000633	g50324	jg31002, jg31254, jg31003, jg31255
OG0000635	g830	jg23018
OG0000636	g28768	jg22922
OG0000636	g49733, g14247	jg13625, jg13628, jg29456
OG0000637	g2921	jg14385
OG0000637	g19186	jg15295
OG0000638	g1289	jg22919
OG0000638	g2922	jg14386, jg14387
OG0000639	g1837	jg16216
OG0000639	g52299, g37652	jg20027
OG0000640	g17009	jg17301, jg16638, jg7235, jg7239, jg9506
OG0000641	g23476, g17007	jg9501
OG0000642	g37665, g37664	jg20045
OG0000642	g38249	jg20044
OG0000643	g7477, g12395, g29845	jg4029
OG0000644	g17492	jg12687
OG0000645	g31077	jg15742
OG0000645	g34398	jg29132, jg29133
OG0000646	g19197, g2358	jg15274
OG0000647	g35170	jg6678
OG0000647	g26908	jg20618, jg20683, jg26662
OG0000649	g27399, g31749, g50029	jg30331
OG0000650	g6843	jg26039
OG0000650	g23142	jg8969
OG0000652	g12661	jg24137
OG0000652	g5008, g5012	jg5528, jg5527, jg5529
OG0000653	g18739	jg20176
OG0000655	g32425	jg25476
OG0000656	g10673	jg13121
OG0000656	g31492	jg29875
OG0000657	g46524	jg32684
OG0000657	g12455	jg20354
OG0000658	g485, g484	jg6184, jg6183, jg6185
OG0000660	g28538	jg22454
OG0000660	g28539	jg2339, jg1451
OG0000661	g37733, g50833	jg20170
OG0000661	g30793	jg28590
OG0000661	g39558	jg7985
OG0000663	g27410	jg30377
OG0000663	g46124, g44549	jg3057, jg3055
OG0000665	g54257, g28014, g13252, g36560	jg30012
OG0000667	g1892, g18715, g37597	jg16134, jg8236
OG0000669	g32732, g40273	jg7297, jg32073
OG0000671	g25667	jg29414, jg7625, jg7626, jg7624, jg1372, jg1387, jg1385, jg1383, jg1384, jg1386, jg1382
OG0000672	g48922	jg31779
OG0000673	g30919, g30920	jg28860, jg28859
OG0000674	g13131	jg32794, jg11554, jg13202, jg13204, jg13203, jg13205, jg25151
OG0000678	g5478, g5477, g5483, g5481	jg4724, jg4726
OG0000680	g32394	jg31455
OG0000681	g36563, g54263	jg33426
OG0000682	g37077, g37094, g6394, g45137, g37420	jg27025
OG0000683	g10368	jg13733
OG0000683	g12697	jg23996
OG0000684	g18931	jg15901
OG0000684	g18930, g1998	jg15902
OG0000685	g12753	jg24063
OG0000685	g18086	jg12418
OG0000685	g932	jg22144
OG0000687	g53790	jg32585
OG0000689	g48909	jg13883, jg11719
OG0000689	g26796	jg32285
OG0000690	g18149, g23193	jg9057, jg9056, jg14246, jg17356, jg6713
OG0000691	g5081	jg5409
OG0000691	g7879, g6216	jg24052
OG0000692	g1550	jg15110
OG0000693	g51261, g51258, g39834	jg15323, jg18223, jg11941
OG0000694	g39803	jg18323, jg18324, jg18325
OG0000694	g47095	jg11191, jg11192
OG0000695	g17578	jg10990
OG0000695	g18804	jg19905
OG0000696	g2629	jg14771
OG0000696	g40738	jg365
OG0000696	g47643	jg9671
OG0000697	g860, g862	jg7014, jg22948
OG0000697	g41317, g41316, g41315, g28789	jg22947
OG0000699	g51991	jg16630, jg19418
OG0000700	g28045, g28051	jg33255, jg33205
OG0000701	g45114	jg24650, jg22155, jg22181
OG0000701	g53817	jg12639
OG0000702	g52005	jg19469
OG0000703	g37337	jg19220
OG0000703	g19065	jg15530
OG0000705	g37342	jg19236
OG0000705	g13022, g7512	jg24843
OG0000706	g50800	jg20091
OG0000706	g45222	jg8090
OG0000707	g52160, g37530	jg19759
OG0000707	g10812	jg12915
OG0000707	g13190	jg25341
OG0000708	g12089	jg25698
OG0000708	g12085, g12088, g12084, g12086, g12087, g12083	jg25701
OG0000709	g22655	jg21001
OG0000709	g36961, g52861	jg304, jg1569, jg1570, jg17282, jg1036
OG0000711	g44311	jg21269
OG0000714	g51082, g51084, g28179	jg17744, jg17748, jg17745, jg17749, jg17782
OG0000716	g54319	jg25329, jg33706, jg22529
OG0000717	g31518	jg29905
OG0000717	g45812	jg2566
OG0000718	g16643	jg13303
OG0000719	g1309	jg21878
OG0000719	g1310	jg21876
OG0000720	g18725, g18726, g18727, g18724	jg16341, jg28245, jg14836
OG0000721	g6096	jg27663, jg27593, jg27607, jg29474
OG0000723	g1518, g1520	jg13041, jg13040
OG0000724	g30842, g49434	jg1966
OG0000726	g4059	jg23705
OG0000728	g45753	jg5587
OG0000729	g53541	jg17648
OG0000730	g39816	jg18280
OG0000730	g31624	jg30083
OG0000732	g587	jg6398, jg6397
OG0000732	g9735	jg23494, jg32419
OG0000733	g29815, g45374, g5711	jg4130
OG0000734	g28342, g1326, g41169	jg14522
OG0000735	g28860	jg20854, jg22914, jg6107
OG0000736	g50687, g39240	jg22863
OG0000737	g39592	jg7958
OG0000737	g49396	jg28612
OG0000738	g29827	jg4113
OG0000738	g2392	jg15218
OG0000740	g46440	jg3506
OG0000740	g32883, g27873	jg32168
OG0000740	g40242	jg7215
OG0000741	g46133, g44537	jg3081
OG0000743	g37256	jg16191, jg16274, jg16195, jg16273
OG0000744	g18713	jg16180
OG0000745	g47697	jg9487
OG0000745	g23710	jg9833
OG0000746	g18426	jg20857
OG0000747	g49388, g30789, g26898	jg28587
OG0000748	g17396, g44135, g44131	jg991, jg972, jg971, jg973, jg974
OG0000749	g4581	jg21536, jg11386, jg11583, jg11459, jg11374
OG0000750	g23088, g23092	jg23362, jg23366, jg23367, jg9445
OG0000751	g16954, g25974	jg808, jg32895
OG0000753	g4925	jg5681
OG0000754	g50101, g53809, g4494, g33203, g5668, g48988, g18656, g26824, g34870, g25534, g42201, g30087, g15241, g26419, g26810, g24658, g35348, g26441, g33175, g52437, g35501, g17538, g43588, g42190, g16119, g48950, g53425, g19789, g3140, g17537, g26809, g42265, g4378, g26015, g26686, g3664, g42664, g41898, g21122, g24153, g19946, g9177, g43417, g14961, g24662, g1847, g15581, g24503, g49205, g42671, g15586, g48325, g16323, g6011, g30176, g34973, g16588, g52433, g43159, g3790, g22594, g16118, g14647, g46218, g42916	jg6892
