Orthogroup	Cochlearia_excelsa	Arabidopsis_thaliana
OG0000554	g14052, g40408, g25607, g25625, g25606, g25632, g25629, g25605, g25619, g25621	AT4G12470.1, AT4G12480.1, AT4G12490.1, AT4G12500.1
OG0000557	g38464	AT2G23000.1
OG0000557	g28220	AT2G22980.4
OG0000557	g50928, g50931, g50935, g50932	AT2G22970.3, AT2G22920.2
OG0000561	g16898	AT5G39320.1
OG0000561	g5112, g45694	AT5G15490.1
OG0000562	g40099	AT2G27530.1
OG0000562	g797	AT5G22440.1
OG0000563	g24348, g2664, g37712, g50813	AT2G47110.1, AT3G62250.1, AT1G23410.1
OG0000564	g52272	AT5G47930.1
OG0000565	g27159	AT1G11580.2
OG0000566	g44024, g44018	AT1G57750.1
OG0000566	g18132, g16748	AT1G65340.1, AT5G52320.1
OG0000567	g32338	AT4G15056.1, AT4G15053.1, AT4G15050.1, AT1G10190.1, AT5G37520.1, AT2G24950.1
OG0000569	g10717, g18677, g76	AT5G67240.1
OG0000569	g47779	AT5G05540.1
OG0000572	g18462	AT5G42210.1
OG0000573	g40463	AT4G05130.1
OG0000573	g25545	AT4G05110.2, AT4G05120.1
OG0000579	g7906	AT3G02080.1
OG0000579	g9919	AT5G61170.1
OG0000580	g39847	AT1G06135.1, AT2G31345.1
OG0000581	g41399	AT5G20560.1, AT5G20390.1
OG0000582	g17977	AT5G22420.1
OG0000582	g19605	AT3G44540.1
OG0000583	g36635	AT1G53500.1
OG0000583	g46461	AT1G78570.1
OG0000584	g44179	AT1G43170.1
OG0000587	g44684, g44686	AT1G20795.1, AT1G20800.1
OG0000587	g2580	AT1G57580.1, AT1G57565.1
OG0000588	g51164	AT2G29480.1
OG0000588	g37885	AT2G29470.1
OG0000588	g51163	AT2G29460.1
OG0000589	g39380	AT5G55190.1
OG0000589	g28961	AT5G20010.1
OG0000589	g28509	AT5G20020.1
OG0000591	g23678	AT4G26690.1
OG0000592	g46462	AT1G78580.1
OG0000592	g49988	AT1G16980.1
OG0000592	g23624	AT4G27550.1
OG0000593	g46398	AT1G77940.1
OG0000593	g13318, g11992	AT1G36240.1
OG0000595	g17988	AT1G74090.1
OG0000596	g38393	AT2G24210.1
OG0000597	g47041	AT4G14245.1
OG0000598	g7814	AT4G35120.1
OG0000599	g18305	AT4G39200.1
OG0000600	g12549	AT1G02830.1
OG0000600	g53288, g7700	AT5G27770.1
OG0000601	g44058	AT2G41840.1
OG0000601	g37413	AT3G57490.1
OG0000602	g12937	AT3G06710.1
OG0000604	g28384	AT5G52650.1
OG0000604	g23738	AT4G25740.1
OG0000605	g39480	AT4G01220.1
OG0000605	g25435	AT4G01750.1, AT4G01770.2
OG0000607	g50152	AT1G20730.1, AT1G20740.1, AT1G20680.1
OG0000609	g6101	AT2G17070.1
OG0000610	g50998	AT4G00260.1, AT2G24645.3
OG0000613	g19206	AT3G53230.1
OG0000613	g12391, g7465, g13062	AT3G09840.1
OG0000615	g13347	AT3G29255.1, AT5G36150.1
OG0000616	g16963	AT4G31100.1, AT4G31110.1
OG0000616	g31850	AT1G19390.1
OG0000617	g45438	AT5G05870.1
OG0000617	g29704	AT5G05900.1, AT5G05880.1, AT5G05890.1
OG0000618	g5854	AT5G01750.2
OG0000618	g7358	AT3G11740.1
OG0000619	g54384	AT1G56130.2, AT1G56140.1
OG0000620	g40503, g46686	AT5G44630.1
OG0000622	g19196, g37198	AT2G37190.1, AT3G53430.1
OG0000623	g22949, g47953, g18248	AT4G36130.1
OG0000624	g52128	AT2G43745.1
OG0000625	g7245	AT3G13350.1
OG0000625	g54314	AT1G55650.1
OG0000626	g31431	AT1G13080.1
OG0000628	g23152	AT4G33830.1, AT4G33840.1
OG0000628	g47857	AT4G33860.1
OG0000633	g50324	AT1G27280.1, AT1G24230.1, AT1G27260.1, AT1G27270.1, AT1G24250.1, AT1G23810.1
OG0000635	g830	AT5G60770.1
OG0000636	g28768	AT5G59845.1
OG0000636	g49733, g14247	AT1G10588.1
OG0000637	g2921	AT3G46060.1
OG0000637	g19186	AT3G53610.1
OG0000638	g1289	AT5G59820.1
OG0000638	g2922	AT3G46070.1, AT3G46090.1, AT3G46080.1
OG0000639	g1837	AT3G61600.1
OG0000639	g52299, g37652	AT2G46260.1
OG0000640	g17009	AT4G29273.1, AT2G22121.1, AT4G09153.1, AT4G29283.1, AT4G29280.1, AT4G29300.1, AT4G29290.1, AT4G29305.1
OG0000641	g23476, g17007	AT4G29350.1
OG0000642	g37665, g37664	AT2G46450.1
OG0000642	g38249	AT2G46430.1
OG0000643	g7477, g12395, g29845	AT5G02960.1
OG0000644	g17492	AT5G40680.1
OG0000645	g31077	AT3G57310.1
OG0000645	g34398	AT1G43665.1, AT1G07747.1, AT1G43666.1, AT4G12825.1, AT1G43667.1, AT2G14846.1
OG0000646	g19197, g2358	AT3G53420.1
OG0000647	g26908	AT3G23890.1
OG0000649	g27399, g31749, g50029	AT1G18080.1
OG0000649	g6901	AT3G18130.1
OG0000650	g6843	AT3G19020.1
OG0000650	g23142	AT4G33970.1
OG0000652	g12661	AT3G03080.1
OG0000652	g5008, g5012	AT5G16990.1, AT5G16970.1, AT5G17000.1
OG0000653	g11148, g37743	AT2G47610.1
OG0000655	g51449, g37082, g7149	AT2G34480.2
OG0000655	g32425	AT3G14600.1, AT1G29965.1
OG0000656	g10673	AT2G03240.1
OG0000656	g31492	AT1G14040.1
OG0000658	g485, g484	AT5G23360.1, AT5G23350.1, AT5G23370.1
OG0000660	g28539	AT5G56060.1
OG0000661	g37733, g50833	AT2G47550.1
OG0000661	g30793	AT1G02810.1
OG0000661	g39558	AT4G02330.1
OG0000663	g27410	AT1G18540.1
OG0000663	g46124, g44549	AT1G74050.1, AT1G74060.1
OG0000665	g54257, g28014, g13252, g36560	AT1G15250.1
OG0000667	g1892, g18715, g37597	AT3G60770.1, AT4G00100.1
OG0000669	g32732, g40273	AT1G22780.1, AT1G34030.1, AT4G09800.1
OG0000670	g1443	AT2G24870.1
OG0000671	g25667	AT4G12190.1, AT4G12220.1, AT4G12210.1, AT4G05350.1, AT4G12150.1, AT4G12140.1
OG0000673	g30919, g30920	AT1G05240.1, AT1G05250.1
OG0000674	g13131	AT4G13263.1, AT4G13261.1, AT5G35405.1, AT2G04037.1, AT2G04031.1, AT2G04041.1, AT3G11990.1, AT1G45190.1, AT1G47450.1, AT1G47470.1
OG0000678	g5478, g5477, g5483, g5481	AT5G08670.1, AT5G08690.1
OG0000680	g37974	AT1G78720.1
OG0000680	g32394	AT1G29310.1
OG0000681	g36563, g54263	AT1G52360.2
OG0000682	g37077, g37094, g6394, g45137, g37420	AT2G05060.1
OG0000683	g10368	AT3G29160.1
OG0000683	g12697	AT3G01090.2
OG0000684	g18931	AT3G58740.1
OG0000684	g18930, g1998	AT3G58750.1
OG0000685	g12753	AT3G02480.1
OG0000685	g18086	AT5G38760.1
OG0000685	g932	AT5G53820.1
OG0000687	g53790	AT1G43910.1
OG0000690	g18149, g23193	AT4G33270.1, AT4G33260.1, AT5G27570.1, AT5G26900.1, AT5G27080.1
OG0000691	g5081	AT5G15840.1
OG0000691	g7879, g6216	AT3G02380.1
OG0000692	g1550	AT3G52020.1, AT3G56540.1
OG0000693	g51261, g51258, g39834	AT3G53870.1, AT2G31610.1, AT5G35530.1
OG0000694	g39803	AT2G32530.1, AT2G32540.1
OG0000694	g47095	AT4G15320.1, AT4G15290.1
OG0000695	g17578	AT4G16520.1
OG0000695	g18804	AT2G45170.1
OG0000696	g2629	AT3G49310.1
OG0000696	g40738	AT1G64650.1
OG0000696	g47643	AT4G27720.1
OG0000697	g860, g862	AT5G60090.1
OG0000697	g41317, g41316, g41315, g28789	AT5G60080.1
OG0000699	g51991	AT2G22050.1, AT2G22060.1, AT2G41360.1
OG0000700	g28045, g28051	AT1G51120.1, AT1G50680.1
OG0000701	g45114	AT3G07000.1, AT3G06990.1, AT5G45730.1, AT1G58037.1, AT5G44770.1, AT5G54020.2, AT5G54040.1, AT5G54030.1, AT5G29624.1, AT5G54050.1, AT2G04500.1, AT4G14980.1
OG0000701	g53817	AT5G40320.1
OG0000702	g52005	AT2G41790.1
OG0000702	g2106	AT3G57470.2
OG0000703	g37337	AT2G39890.1
OG0000703	g19065	AT3G55740.1
OG0000705	g37342	AT2G40010.1
OG0000705	g13022, g7512	AT3G09200.1
OG0000706	g50800	AT2G46860.1
OG0000706	g45222	AT4G01480.1
OG0000707	g52160, g37530	AT2G44120.2
OG0000707	g10812	AT2G01250.1
OG0000707	g13190	AT3G13580.1
OG0000708	g12085, g12088, g12084, g12086, g12087, g12083	AT3G16460.1
OG0000709	g22655	AT1G42525.1
OG0000713	g4632, g39532	AT2G07200.1
OG0000714	g51082, g51084, g28179	AT2G28010.1, AT2G28040.1, AT2G28030.1, AT2G28220.1, AT2G28225.1
OG0000716	g36715	AT1G55490.1
OG0000716	g54319	AT3G13470.1, AT5G56500.1
OG0000717	g31518	AT1G14320.1
OG0000717	g45812	AT1G66580.1
OG0000718	g16643	AT3G26170.1, AT3G26180.1
OG0000719	g1309	AT5G51950.1
OG0000719	g41199, g41183, g41184	AT5G51930.1
OG0000720	g18725, g18726, g18727, g18724	AT3G62750.2, AT3G62740.1
OG0000721	g6096	AT1G27135.1, AT2G16225.1, AT1G10717.1, AT1G10715.1
OG0000723	g1518, g1520	AT2G02250.1
OG0000724	g30842, g49434	AT1G65660.1
OG0000726	g4059	AT5G66830.1
OG0000726	g44626	AT1G69090.1
OG0000728	g45753	AT5G17540.1
OG0000729	g53541	AT2G27420.1
OG0000730	g46550	AT1G80780.3
OG0000730	g39816	AT2G32070.1
OG0000730	g31624	AT1G15920.1
OG0000732	g587	AT5G25260.1, AT5G25250.1
OG0000732	g9735	AT5G64870.1
OG0000735	g28860	AT5G43550.1, AT5G22791.2
OG0000736	g50687, g39240	AT5G59310.1
OG0000737	g39592	AT4G02570.1
OG0000737	g49396	AT1G02980.1, AT1G43140.1
OG0000738	g29827	AT5G03690.1
OG0000738	g2392	AT3G52930.1
OG0000740	g46440	AT1G78300.1
OG0000740	g32883, g27873	AT1G35160.2
OG0000740	g40242	AT4G09000.2
OG0000741	g46133, g44537	AT1G74270.1
OG0000743	g37256	AT3G60980.1
OG0000744	g18713	AT3G61290.1
OG0000745	g47697	AT4G29480.1
OG0000745	g23710	AT4G26210.1
OG0000746	g18426	AT5G43520.1
OG0000747	g49388, g30789, g26898	AT1G02780.1
OG0000748	g17396, g44135, g44131	AT1G60380.1, AT1G60340.1, AT1G60300.1, AT1G60350.1, AT1G60280.1
OG0000749	g4581	AT5G49160.1, AT4G08990.1, AT4G14140.2, AT4G13610.1
OG0000750	g23088, g23092	AT5G63820.1
OG0000753	g4925	AT5G18370.1
OG0000761	g14408, g6195	AT3G32980.1
OG0000761	g19417	AT3G49120.1
OG0000762	g12773	AT3G03400.1
OG0000763	g5274	AT5G13380.1
OG0000763	g29359	AT5G13370.1, AT5G13360.3
OG0000764	g38506	AT2G22240.1
OG0000764	g29511	AT5G10170.1
OG0000764	g22739	AT4G39800.1
OG0000766	g28866, g807	AT5G22650.1
OG0000766	g3089	AT3G44750.1
OG0000767	g5584	AT5G06870.1
OG0000767	g5583, g1670	AT5G06860.1
OG0000768	g50704	AT5G66430.1
OG0000769	g38177, g9749	AT3G42170.1
OG0000770	g31913, g50129	AT4G38510.5
OG0000771	g19649	AT5G66710.1
OG0000771	g11359, g19349	AT3G50730.1, AT3G50720.1
OG0000772	g41820	AT1G66880.1
OG0000772	g46750	AT5G38210.2
OG0000774	g47581	AT4G26300.5
OG0000775	g27461	AT1G20490.1, AT1G20500.1
OG0000777	g36973	AT3G27425.1, AT3G01325.1, AT3G01331.1
OG0000777	g12736	AT3G01322.1, AT3G01326.1, AT3G01327.1, AT3G01328.1
OG0000781	g37867, g37860, g37868	AT2G29120.1
OG0000782	g24567	AT4G14160.1
OG0000782	g49502	AT1G05520.1
OG0000783	g51317, g51340, g51316	AT2G33300.1, AT2G33090.1, AT2G32820.1
OG0000784	g50452, g50492	AT1G28230.1
OG0000786	g706	AT4G22380.1, AT5G20160.2
OG0000786	g40413, g28951, g25653	AT4G12600.2
OG0000787	g1090	AT5G56870.1
OG0000787	g23718	AT4G26140.7
OG0000787	g11321	AT3G52840.2
OG0000788	g18150	AT4G33300.1
OG0000788	g29776	AT5G04720.1
OG0000789	g37224	AT2G37600.1, AT3G53740.2
OG0000790	g44868	AT1G67990.1
OG0000790	g44869	AT1G67980.1
OG0000791	g31729	AT1G17770.1, AT2G24740.1
OG0000793	g12159	AT3G14940.1
OG0000793	g54285	AT1G53310.1
OG0000793	g52074	AT2G42600.1
OG0000794	g10410	AT3G28510.1
OG0000795	g44749	AT1G26880.1, AT1G69620.1, AT3G28900.1
OG0000796	g10608	AT3G25800.1, AT1G13320.1
OG0000796	g32196	AT1G25490.1
OG0000797	g2808	AT3G47000.1
OG0000797	g2807	AT3G47040.2
OG0000799	g36525	AT1G51890.2
OG0000799	g36524	AT1G51860.1
OG0000800	g17612	AT4G12720.4
OG0000801	g1754	AT3G62660.1
OG0000801	g39542	AT4G02130.1
OG0000803	g38223, g37478	AT2G43820.1
OG0000803	g37524	AT2G43840.1
OG0000804	g7507, g2527	AT3G09260.1
OG0000804	g13025	AT5G28510.1, AT1G66270.1, AT1G66280.1
OG0000813	g6899, g13299	AT1G57820.1, AT1G57800.2
OG0000813	g54336	AT5G39550.1, AT1G66050.1, AT1G66040.1
OG0000814	g27166	AT1G11620.1, AT1G31510.1, AT1G11608.1
OG0000816	g39401	AT5G54760.1
OG0000817	g29708	AT5G05800.1
OG0000817	g13113	AT2G19220.1, AT3G11310.1, AT3G11300.1, AT3G11290.1
OG0000818	g5834	AT5G01550.1
OG0000818	g5833	AT5G01540.1
OG0000821	g51076	AT2G28355.1
OG0000822	g24320, g47203	AT4G17390.1
OG0000823	g24626, g6994	AT3G43505.1
OG0000824	g11934	AT3G20160.1, AT1G49530.1
OG0000825	g6958	AT3G17227.1, AT3G17230.1, AT3G17225.1
OG0000826	g31014	AT1G06650.2
OG0000827	g41060	AT1G58290.1
OG0000827	g49716	AT1G09940.1
OG0000827	g27098	AT2G31250.1
OG0000828	g50360, g27587	AT1G26630.1
OG0000828	g32151	AT1G13950.1, AT1G69410.1
OG0000829	g11006	AT1G65165.1, AT1G65170.1, AT1G65160.1, AT1G65140.1
OG0000832	g39999	AT2G28760.4
OG0000832	g2880	AT3G46440.1
OG0000832	g1260	AT5G59290.2
OG0000833	g46873	AT2G29735.1
OG0000834	g49354	AT1G01070.1
OG0000835	g37905	AT2G31430.1, AT3G55680.1, AT2G31432.2, AT2G31425.1
OG0000836	g18547, g18546	AT5G25960.1, AT5G25950.1
OG0000837	g778	AT5G22150.1, AT5G22160.1
OG0000839	g29846, g5767	AT5G02870.1
OG0000839	g7481	AT3G09630.1
OG0000840	g27998	AT1G53990.1
OG0000841	g26701	AT5G49760.1, AT5G49780.2, AT5G49770.1
OG0000842	g36403, g36381	AT1G49640.1, AT1G49650.1, AT1G49660.1
OG0000843	g1795	AT3G61900.1
OG0000844	g2152	AT3G56340.1
OG0000844	g51911	AT2G40510.1, AT2G40590.1
OG0000845	g40312	AT4G10450.1
OG0000845	g27798, g32658	AT1G33140.1, AT1G33120.1
OG0000846	g4864	AT5G26300.1, AT5G26280.3, AT5G26260.1, AT5G26320.1
OG0000847	g28734	AT5G40050.1
OG0000849	g14388	AT2G12465.1, AT2G12475.1
OG0000849	g34461	AT5G42232.1, AT5G42235.1
OG0000851	g48007	AT4G39490.1
OG0000851	g38444	AT2G23180.1, AT4G39480.1
OG0000853	g50344	AT1G26799.1
OG0000857	g46806	AT3G45200.1
OG0000857	g29451	AT1G64870.1, AT5G11220.1
OG0000858	g37044	AT5G43010.1
OG0000859	g28935	AT5G20550.1, AT5G20400.1
OG0000860	g13766	AT5G22990.1, AT2G15740.1, AT2G18490.2, AT5G42640.1
OG0000861	g828	AT5G60780.1
OG0000861	g3012	AT3G45060.1
OG0000863	g44317	AT1G79550.1
OG0000863	g13146	AT1G56190.1, AT3G12780.1
OG0000865	g2943	AT3G45700.1, AT3G45710.1
OG0000865	g19586	AT3G45690.1, AT3G45680.1
OG0000866	g14335	AT2G25980.1
OG0000867	g10891, g40691	AT5G47210.1
OG0000867	g24255	AT4G17520.1
OG0000868	g2592	AT3G50120.1, AT3G50160.1, AT3G50150.1, AT3G50170.1, AT3G50200.1, AT3G50180.1
OG0000869	g3375	AT1G69100.2
OG0000869	g40440	AT4G22050.1
OG0000870	g2161	AT3G56240.1
OG0000870	g29778, g12365	AT1G66240.1
OG0000871	g51643	AT2G37480.1
OG0000871	g19181, g2336	AT3G53670.1
OG0000872	g19425	AT5G42260.1, AT5G44640.1, AT2G25630.1
OG0000872	g37548	AT2G44450.1
OG0000873	g29149, g29151	AT5G17080.1, AT5G17140.1
OG0000873	g47995	AT1G03720.1
OG0000874	g49875	AT1G13470.1
OG0000874	g31459, g53611	AT1G13520.1, AT1G13480.1
OG0000875	g32657	AT1G33100.1, AT1G33090.1
OG0000876	g18479	AT1G61330.1
OG0000882	g27747	AT1G11980.1
OG0000882	g50590	AT2G35635.1
OG0000884	g39398	AT1G56400.1
OG0000885	g17702	AT3G22230.1, AT2G32220.1
OG0000887	g5006	AT1G35365.1, AT3G27900.2, AT1G35353.1
OG0000888	g17415, g47313	AT4G19500.1
OG0000889	g47385	AT4G21585.6
OG0000890	g29042, g4923	AT2G09990.1, AT5G18380.1
OG0000891	g3462	AT3G32960.1
OG0000894	g19373, g2597	AT3G50000.1
OG0000896	g11430, g26094	AT3G55677.1, AT3G55665.1, AT3G55672.1
OG0000896	g37070, g37071, g37072	AT3G55254.1, AT3G54925.1, AT3G55252.1
OG0000897	g29666	AT5G06600.1
OG0000897	g13126, g7345, g12305	AT3G11910.1
OG0000898	g29730, g5640	AT5G05370.1
OG0000898	g12349	AT3G10860.1
OG0000899	g46468	AT1G78660.1
OG0000899	g46469	AT1G78680.1
OG0000900	g36677	AT1G53945.1
OG0000901	g2066, g12613	AT3G25960.1, AT3G55650.1, AT3G55810.1
OG0000902	g42965, g42963	AT2G41390.1, AT2G41400.1
OG0000903	g23485	AT4G29270.1
OG0000903	g17010	AT4G29260.1
OG0000904	g6829, g11975	AT3G19130.1
OG0000904	g36401	AT1G49600.2
OG0000905	g17414, g47314	AT4G19510.4
OG0000906	g23857	AT4G24010.1, AT4G24000.1
OG0000907	g7952	AT3G01870.1
OG0000907	g37537	AT2G44260.2
OG0000908	g11209, g1980, g18951	AT3G58500.1
OG0000908	g52055	AT2G42500.1
OG0000909	g19482	AT5G37280.1
OG0000909	g46814, g46826	AT5G37220.1, AT5G37230.1, AT5G37250.2, AT5G37270.1
OG0000910	g38113, g37307	AT2G38995.2, AT5G37300.4
OG0000911	g22703	AT4G39340.1
OG0000911	g36959, g50882, g54088	AT2G21740.1, AT2G21750.1
OG0000912	g7695	AT3G05590.1
OG0000912	g4794, g10126	AT5G27850.1
OG0000913	g18093	AT5G38480.1
OG0000913	g7867	AT3G02520.1
OG0000914	g25399	AT4G01070.1
OG0000916	g31437	AT1G13200.1
OG0000916	g27224	AT1G12870.1
OG0000917	g27518	AT1G22440.1
OG0000919	g16101	AT4G07325.1
OG0000922	g29369	AT3G24780.1, AT5G13210.1
OG0000923	g2757	AT3G47960.1
OG0000923	g340	AT5G62680.1
OG0000924	g50312	AT4G13410.1, AT1G24070.1
OG0000924	g29200	AT5G16190.4
OG0000925	g18564	AT5G25010.1, AT5G24990.1, AT5G25020.1
OG0000925	g29481	AT5G10750.1
OG0000926	g23312	AT4G31700.1
OG0000926	g45532, g5417, g29502	AT5G10360.1
OG0000927	g29713	AT2G29690.1, AT3G55870.3, AT5G05730.2
OG0000928	g39900, g51220	AT2G30620.1
OG0000928	g31022	AT1G06760.1
OG0000929	g31018, g49550	AT1G06700.1
OG0000930	g3079	AT5G22670.1
OG0000932	g17066, g23580	AT4G28060.1
OG0000932	g50244	AT1G22450.1
OG0000933	g1115	AT5G55440.1
OG0000934	g23730	AT4G25850.2, AT4G25860.1
OG0000934	g39310	AT5G57240.3
OG0000936	g18231	AT4G35733.1
OG0000938	g7162	AT3G14415.2
OG0000939	g27912	AT1G36050.1
OG0000939	g50234	AT1G22200.1
OG0000940	g23591	AT4G27890.1
OG0000943	g2587	AT3G50290.1
OG0000944	g11378	AT3G49630.1
OG0000944	g2591	AT3G50210.1
OG0000947	g37763	AT2G47880.1
OG0000947	g18748	AT3G62960.1
OG0000948	g18992	AT3G57240.1
OG0000949	g51777, g2220	AT3G55280.1
OG0000949	g37318	AT2G39460.1
OG0000950	g12477	AT3G06720.1
OG0000951	g22969	AT4G35830.1
OG0000951	g11622	AT2G05710.1
OG0000952	g27082	AT1G09510.1
OG0000952	g49628, g49629	AT1G09500.1
OG0000955	g31477, g14015, g53182, g14019, g14375, g27771, g53183	AT1G13780.1, AT5G27750.1
OG0000957	g22720	AT4G39640.1
OG0000957	g22721	AT4G39650.1
OG0000958	g27596	AT1G26250.1
OG0000962	g1560	AT2G04020.2
OG0000962	g10642, g16672	AT2G03980.1
OG0000963	g29281	AT5G14860.1
OG0000963	g14070	AT2G16890.2
OG0000964	g37911	AT2G31862.1, AT2G18810.1, AT2G31720.1
OG0000965	g47552, g23748	AT4G25630.1
OG0000966	g19445	AT3G49010.1, AT3G48960.1
OG0000967	g602	AT5G25470.1, AT5G25475.4
OG0000968	g41318	AT5G60130.1, AT5G60140.1
OG0000968	g28800	AT5G60142.1
OG0000969	g1171	AT5G58390.1
OG0000969	g5642	AT5G05340.1
OG0000970	g10456, g10455	AT3G27830.1
OG0000971	g43973	AT5G46050.1, AT5G46040.1
OG0000973	g40690, g10892, g17532, g47214, g24254	AT5G47200.1
OG0000974	g12990	AT3G08530.1
OG0000974	g12335	AT3G11130.1
OG0000975	g2322	AT3G53960.1
OG0000976	g3840, g28360, g4496, g26454	AT5G52070.1
OG0000976	g37017, g37018	AT5G42670.1
OG0000977	g36181, g50666, g36215, g36213	AT2G17750.1
OG0000978	g12824, g12583, g7738	AT3G04840.1
OG0000978	g47886	AT4G34670.1
OG0000979	g41683, g41660, g41662, g41633, g36993, g36966, g36967	AT1G19040.1
OG0000980	g10340	AT3G29670.1
OG0000982	g38543	AT1G14048.1
OG0000983	g45719, g5064	AT5G16130.1
OG0000984	g7889	AT3G02230.1
OG0000985	g40140	AT2G27050.1
OG0000985	g11898	AT3G20770.1
OG0000986	g51255	AT2G31510.1
OG0000987	g28366, g41220	AT5G52360.1
OG0000988	g23707, g23706	AT4G26340.1
OG0000989	g38167, g37399	AT2G41630.1
OG0000990	g432	AT5G61180.1
OG0000991	g22654	AT5G28235.1
OG0000992	g5587	AT5G06810.1
OG0000993	g7494	AT3G09390.1
OG0000994	g49952	AT1G15800.1
OG0000994	g46568	AT1G80610.1
OG0000995	g27907	AT1G35250.1, AT1G35290.1
OG0000995	g44850	AT1G68280.1, AT1G68260.1
OG0000996	g2912, g2937, g2933	AT3G45670.1, AT4G04632.1
OG0000997	g32197	AT1G68600.1, AT2G17470.2
OG0000998	g6045	AT2G17770.2
OG0000998	g22964, g47945	AT4G35900.1
OG0001000	g19237	AT3G52590.1
OG0001000	g11324	AT2G36170.1
OG0001001	g37165	AT2G36400.1
OG0001001	g2397	AT3G52910.1
OG0001002	g6557	AT3G23000.1
OG0001002	g47060	AT4G14580.1
OG0001003	g25184, g16220	AT5G37810.1
OG0001003	g46773	AT5G37820.2
OG0001004	g10270	AT5G48410.1, AT5G48400.2
OG0001005	g40644, g10924	AT5G46710.1
OG0001005	g47245	AT4G17900.1
OG0001006	g13764, g24824, g52713	AT3G30823.1
OG0001007	g17365, g24033	AT4G21160.1
OG0001007	g25539	AT4G05330.1
OG0001009	g2210	AT3G55430.1
OG0001010	g23477	AT4G29340.1
OG0001010	g13896	AT2G19770.1
OG0001011	g10114, g4838, g18527	AT5G26620.1
OG0001011	g12522	AT3G05858.1
OG0001012	g47639	AT4G27660.1
OG0001013	g41449	AT5G19000.2
OG0001013	g7660, g12501	AT3G06190.1
OG0001014	g24465	AT4G15393.2, AT4G15396.1
OG0001014	g17661	AT3G30290.1
OG0001015	g5942	AT2G19920.2, AT2G19910.1
OG0001015	g5941	AT2G19930.1
OG0001016	g31167	AT1G09210.1
OG0001016	g27062	AT1G56340.1
OG0001017	g32060	AT1G23170.2
OG0001017	g44683	AT3G11880.2
OG0001018	g47909, g47910	AT4G35210.1, AT4G35200.1
OG0001019	g37254	AT5G28380.1, AT5G28340.1, AT3G60960.1
OG0001031	g45664	AT5G14620.1
OG0001031	g13606	AT5G15380.1
OG0001032	g29459	AT5G11090.1
OG0001032	g10052	AT5G25280.1
OG0001033	g39943	AT2G30140.1
OG0001034	g39793	AT2G32340.1
OG0001034	g26954	AT1G05270.1
OG0001035	g14026, g38532	AT2G21390.1
OG0001036	g32424	AT1G29962.1, AT1G28450.1, AT1G28460.1, AT1G54760.1
OG0001037	g36926	AT2G22740.1
OG0001037	g22456, g3733, g22455	AT2G35160.1
OG0001038	g10400	AT3G28790.1
OG0001038	g16485	AT3G28830.1
OG0001039	g18572	AT5G24160.1, AT5G24150.1
OG0001042	g2682, g19439	AT3G45450.1, AT3G48870.1
OG0001042	g1352	AT5G50920.1
OG0001043	g17845	AT5G11660.1
OG0001043	g45421, g45419	AT5G04937.1
OG0001044	g13098	AT3G10470.1
OG0001044	g29792, g5691	AT5G04390.1
OG0001045	g46369	AT1G77510.1
OG0001045	g27495, g50209	AT1G21750.1
OG0001046	g50165, g31961	AT1G21010.1
OG0001046	g46291	AT1G76600.1
OG0001047	g50115	AT1G19970.1
OG0001047	g46230	AT1G75760.1
OG0001048	g44964, g37057	AT5G42325.1, AT4G18720.1, AT2G42725.1
OG0001049	g36667, g11243	AT1G53840.1
OG0001050	g24719, g25061, g25043, g25034, g25068, g25041, g25066, g25048, g36889	AT4G00270.1, AT2G25650.1
OG0001052	g10964, g40587	AT5G45880.1
OG0001052	g24176, g17469	AT4G18596.2
OG0001053	g12118	AT3G15640.1
OG0001053	g13240, g12117	AT1G52710.1
OG0001054	g6121	AT2G16770.1
OG0001054	g23035	AT4G35040.1
OG0001055	g1972	AT1G31400.1
OG0001056	g2194	AT3G55500.1
OG0001056	g37327, g51789	AT2G39700.1
OG0001057	g11661, g6390	AT5G39740.1, AT3G25520.1
OG0001058	g17104, g23657	AT4G27090.1
OG0001058	g5968	AT2G20450.1
OG0001059	g13128, g12299	AT3G11940.1
OG0001060	g44609, g45995	AT1G72370.1
OG0001061	g47040, g44040	AT2G28700.1
OG0001061	g7688	AT3G05860.1
OG0001063	g11856	AT3G21790.1, AT3G21800.1
OG0001064	g44988	AT1G66370.1, AT1G56650.1, AT1G66390.1
OG0001065	g25341	AT4G00110.1
OG0001065	g37594	AT2G45310.1
OG0001065	g49295	AT1G02000.1
OG0001066	g25931, g31501	AT1G14130.1
OG0001066	g31500	AT1G14120.1
OG0001067	g50285, g44694	AT1G12960.1, AT1G70600.1
OG0001069	g38261	AT1G61820.1
OG0001069	g40938	AT1G61810.3
OG0001070	g40496	AT5G44565.2
OG0001070	g40498	AT5G44582.1
OG0001071	g54120, g54121	AT1G49200.1
OG0001073	g51081	AT4G10895.1
OG0001076	g13268	AT4G09190.1
OG0001076	g18040	AT5G18160.1
OG0001077	g18113	AT5G38280.2
OG0001078	g25495	AT4G03070.1
OG0001079	g19149	AT3G54540.1
OG0001081	g46220	AT1G75590.1
OG0001081	g31883	AT1G19840.1
OG0001082	g49717	AT2G19550.1
OG0001085	g24168	AT4G18670.1
OG0001085	g11721	AT3G24480.1
OG0001086	g17809	AT4G13940.1
OG0001086	g6503	AT3G23810.1
OG0001087	g6997	AT3G16720.1
