Orthogroup	Cochlearia_excelsa	Cardamine_glauca
OG0000369	g4480, g4569, g4675, g4768, g6892, g51876, g6424	Cg008G2838500, Cg008G2840500, Cg008G2846200, Cg008G2861000
OG0000371	g53445	Cg005G1708800
OG0000376	g41000	Cg007G2295700
OG0000377	g47983	Cg001G0027900
OG0000377	g47982	Cg001G0028000
OG0000377	g22842	Cg001G0028100
OG0000379	g1514	Cg002G0687400
OG0000379	g19165	Cg002G0485400
OG0000380	g19547, g28753	Cg002G0542500
OG0000381	g43972, g18058, g26185	Cg007G2557700, Cg004G1347200, Cg004G1347300
OG0000381	g23603	Cg005G1596000, Cg004G1117500
OG0000382	g44023	Cg008G2911100, Cg014G3033300, Cg003G0721900, Cg014G3033400
OG0000382	g37230	Cg005G1556300
OG0000383	g11293, g11292, g11294	Cg002G0481200
OG0000384	g10911	Cg008G2978800, Cg008G2979000
OG0000388	g13288	Cg002G0582500
OG0000390	g27516	Cg006G2042700
OG0000391	g46059, g46056	Cg007G2503200
OG0000392	g47536	Cg001G0314800, Cg001G0150700
OG0000394	g27880	Cg006G1807100
OG0000394	g12121	Cg004G1219700, Cg004G1219800
OG0000395	g31494	Cg006G2123300
OG0000395	g49902	Cg006G2123400
OG0000397	g36029, g3758, g12040	Cg004G1408400, Cg004G1407400
OG0000398	g22154	Cg004G1333300, Cg004G1361200
OG0000398	g43755, g16088, g53768	Cg001G0109600
OG0000399	g41120	Cg007G2336800
OG0000399	g31165	Cg006G2172500
OG0000402	g9658	Cg003G1060100
OG0000402	g9656	Cg003G1060300
OG0000407	g36060, g14938, g43281, g11474, g7650	Cg006G2233500, Cg006G2015800
OG0000407	g3821	Cg005G1457300
OG0000409	g27666	Cg006G1989000
OG0000409	g50490	Cg006G1989100, Cg006G1989400
OG0000410	g40411	Cg003G0748200
OG0000411	g50674, g6276, g3083, g6257, g6259, g6273, g38385	Cg005G1743200, Cg005G1747100, Cg005G1747000, Cg005G1742800, Cg005G1746900, Cg005G1742900, Cg005G1743000, Cg005G1743300, Cg005G1743100, Cg005G1742700, Cg005G1747200
OG0000412	g45737	Cg008G2729800
OG0000412	g46788	Cg001G0336400
OG0000412	g45009	Cg007G2424400
OG0000412	g6918, g13293	Cg004G1243600
OG0000413	g12223, g12228	Cg004G1196800
OG0000413	g54333	Cg006G1789500
OG0000413	g27985	Cg006G1789400
OG0000414	g40900	Cg007G2278800
OG0000414	g13659	Cg004G1355800
OG0000414	g47091	Cg001G0257700
OG0000416	g50288	Cg002G0641800
OG0000416	g26677, g49171, g425, g53223, g43811, g43816, g31442, g43802	Cg003G0751600
OG0000420	g4802, g4813	Cg008G2687800
OG0000421	g39358	Cg003G0909400
OG0000421	g47588	Cg001G0137300
OG0000424	g28489	Cg003G0934600
OG0000424	g47623	Cg001G0130900
OG0000424	g36484	Cg006G1824000
OG0000424	g11899	Cg004G1273900
OG0000427	g6173, g10187, g6911	Cg007G2479600
OG0000428	g41816	Cg003G0991700, Cg002G0561000
OG0000428	g34488	Cg001G0245000, Cg005G1713000, Cg008G2856200
OG0000429	g2032	Cg002G0441000
OG0000430	g23976, g17311	Cg001G0184100
OG0000430	g13575	Cg004G1345700
OG0000431	g1437	Cg007G2305800
OG0000432	g555	Cg006G1844800, Cg006G1844700
OG0000432	g24067	Cg001G0199300
OG0000432	g17626	Cg001G0277100
OG0000433	g17099, g17097, g17100, g17096	Cg001G0131500, Cg001G0131400, Cg001G0131300
OG0000436	g19572	Cg002G0569200
OG0000436	g41304	Cg003G0989600
OG0000436	g1293	Cg003G0989700
OG0000436	g19571	Cg002G0569300
OG0000437	g39339, g1080, g28563	Cg001G0140500
OG0000439	g45982, g16494, g44625	Cg007G2488100
OG0000439	g29695	Cg008G2633900
OG0000442	g37725	Cg002G0405900, Cg005G1455600
OG0000443	g23276	Cg001G0079100
OG0000443	g45564	Cg008G2679500
OG0000443	g598	Cg008G2810300
OG0000444	g51246	Cg005G1618300
OG0000444	g2023	Cg002G0432100
OG0000444	g49529	Cg006G2204700
OG0000445	g502, g2678, g19442, g19454, g9989	Cg008G2794000
OG0000447	g51571	Cg002G0502200, Cg004G1174800, Cg008G2633300
OG0000448	g4323	Cg002G0634800
OG0000448	g10425	Cg001G0291100, Cg002G0634600
OG0000451	g50836	Cg007G2304500, Cg007G2304600, Cg005G1452000
OG0000457	g7774, g12606, g30872, g12810, g7765	Cg004G1104700, Cg006G2222000, Cg005G1599100
OG0000458	g50497	Cg006G1986400
OG0000459	g54240	Cg006G1816800
OG0000460	g12238	Cg003G0954600
OG0000463	g32899	Cg006G1916900
OG0000466	g25526, g25938, g25525, g44791, g44879, g17389	Cg003G0733700, Cg003G0864700
OG0000466	g32989, g31982	Cg004G1118900, Cg004G1119000
OG0000468	g37276	Cg005G1559000
OG0000469	g1996, g10969, g40576, g47280, g17461	Cg001G0213700, Cg002G0438500, Cg008G2965000
OG0000472	g4134	Cg006G1852500, Cg006G1852400
OG0000473	g49273	Cg006G2256500
OG0000473	g30720, g1438	Cg006G2256600
OG0000473	g51663	Cg005G1556400
OG0000474	g49450	Cg006G2224000
OG0000474	g39721	Cg008G2932300
OG0000474	g50694	Cg004G1435300
OG0000475	g40945	Cg003G0872500, Cg016G3059500, Cg003G0872300, Cg016G3059300, Cg003G0874100, Cg016G3060600, Cg007G2400400, Cg007G2409000, Cg007G2400100, Cg007G2409400, Cg007G2287300
OG0000476	g37782, g4812, g4800, g4814	Cg008G2824600, Cg008G2823100
OG0000477	g353	Cg003G1015900
OG0000477	g27266	Cg006G2119800
OG0000478	g16066, g16061	Cg007G2261500, Cg007G2261300, Cg007G2261600
OG0000480	g10730	Cg002G0686300
OG0000481	g44045	Cg007G2316200
OG0000481	g27100	Cg006G2163200
OG0000481	g31232	Cg006G2163300
OG0000483	g10980, g10092, g10089	Cg008G2816200, Cg008G2816300, Cg008G2816400, Cg008G2816600
OG0000484	g47741, g47742, g23417	Cg001G0099700
OG0000485	g23902	Cg001G0170000
OG0000485	g17267	Cg001G0170200, Cg001G0170300
OG0000485	g23904	Cg001G0170100
OG0000485	g24586, g23899, g23901	Cg002G0629300
OG0000486	g46992, g26157, g46989	Cg006G2077700, Cg006G2077400, Cg006G2046700
OG0000492	g19139, g11288	Cg002G0480000
OG0000492	g37303	Cg005G1542600
OG0000493	g16860	Cg001G0372000, Cg001G0372900, Cg001G0372700
OG0000495	g17535, g44613, g45954, g53091	Cg007G2505700
OG0000496	g2743	Cg002G0550100, Cg002G0550000, Cg002G0550200
OG0000496	g19502	Cg002G0550400
OG0000496	g2744	Cg002G0549900
OG0000497	g12212	Cg007G2497600
OG0000497	g27989	Cg004G1199900, Cg006G1791500
OG0000501	g50671, g32646	Cg006G1943100
OG0000501	g50679	Cg006G1943000
OG0000502	g46703, g46704	Cg001G0361300, Cg001G0361000, Cg001G0361200
OG0000502	g37779	Cg001G0361400, Cg001G0361500
OG0000503	g27839, g24639, g23229	Cg001G0275600, Cg002G0630000, Cg007G2341900
OG0000506	g29645, g45471, g28728, g1183, g39280	Cg003G0974000, Cg004G1409000, Cg005G1549700, Cg008G2642900
OG0000507	g52818	Cg005G1674800
OG0000507	g52819	Cg005G1675000, Cg005G1723100
OG0000507	g3111, g27067, g12541, g24850, g36336, g18639, g22861, g13024, g51671, g39956, g22859, g5290, g25139, g43154	Cg008G2839700
OG0000509	g24336	Cg001G0239400
OG0000509	g24334, g24335	Cg001G0239300, Cg006G1849600
OG0000510	g46683, g46681	Cg001G0374100
OG0000510	g18100	Cg001G0373900, Cg001G0374000
OG0000511	g36452	Cg003G0925000
OG0000518	g5308	Cg008G2691300
OG0000519	g8	Cg007G2307700
OG0000521	g9727	Cg003G0877500, Cg003G0829700, Cg003G1043200
OG0000522	g13045, g12397, g7487	Cg004G1154500
OG0000523	g51022, g51021	Cg005G1739800, Cg005G1739700, Cg005G1739300, Cg005G1740000, Cg005G1739900, Cg005G1739500
OG0000523	g54035	Cg001G0086500
OG0000524	g45181, g45202	Cg003G0755700, Cg003G0755600, Cg003G0755500
OG0000525	g50869	Cg005G1495800
OG0000526	g29070	Cg008G2751600, Cg008G2751500
OG0000529	g51197, g37897	Cg005G1629800
OG0000530	g41237, g890	Cg003G0909800, Cg003G0909900
OG0000534	g47088, g47089, g24489, g24488, g24484, g38274, g17931	Cg006G1867500, Cg006G1867300, Cg006G1867400, Cg006G1867100, Cg006G1867800, Cg005G1727000
OG0000535	g2040	Cg002G0443600, Cg002G0443700
OG0000536	g46831	Cg001G0329600
OG0000537	g12430	Cg004G1142700
OG0000537	g37940, g37932, g12429	Cg004G1142800
OG0000539	g51136	Cg005G1642100
OG0000539	g46875	Cg005G1640600
OG0000542	g31250	Cg006G2159400
OG0000542	g44098	Cg007G2309500
OG0000542	g49727	Cg006G2023500, Cg007G2470000
OG0000543	g18472	Cg008G2953600
OG0000544	g36111, g47327	Cg001G0202500
OG0000547	g52123, g37511	Cg005G1493600
OG0000548	g36985	Cg006G2240000
OG0000549	g51327	Cg005G1602500
OG0000553	g11687	Cg004G1319500
OG0000554	g14052, g40408, g25607, g25625, g25606, g25632, g25629, g25605, g25619, g25621	Cg003G0748800, Cg003G0748900
OG0000557	g38464	Cg005G1759000
OG0000557	g28220	Cg005G1759500
OG0000557	g50928, g50931, g50935, g50932	Cg005G1759100
OG0000561	g16898	Cg001G0361600
OG0000561	g45694	Cg008G2719500
OG0000562	g40099	Cg005G1666300
OG0000562	g797	Cg008G2782500
OG0000563	g24348, g2664, g37712, g50813	Cg005G1622000, Cg002G0407100, Cg006G2032000
OG0000564	g1879	Cg002G0419100
OG0000564	g52272	Cg005G1472300
OG0000565	g27159	Cg006G2147600
OG0000566	g44024, g44018, g16614, g18133	Cg008G2922600
OG0000566	g18132, g16748	Cg008G2922700
OG0000567	g32338	Cg001G0258600, Cg001G0258700
OG0000569	g10717, g18677, g76	Cg003G1056500
OG0000571	g47464	Cg004G1153500
OG0000572	g18462	Cg008G2913100
OG0000573	g25545	Cg003G0860600, Cg003G0737400
OG0000578	g52380, g52396, g4969, g8474, g16398, g3247	Cg008G2839600
OG0000579	g7906	Cg004G1082100
OG0000579	g433	Cg003G1002100
OG0000581	g41399	Cg008G2770000
OG0000582	g19605	Cg002G0587100
OG0000583	g36635	Cg006G1800700
OG0000583	g27359	Cg006G2094600
OG0000583	g46461	Cg007G2556600
OG0000584	g44179	Cg006G1880800, Cg008G2909200
OG0000587	g44684, g44686	Cg006G2058800
OG0000588	g51164, g37885	Cg005G1638900
OG0000588	g51163	Cg005G1639200, Cg005G1639100
OG0000589	g39380	Cg003G0940500
OG0000589	g28509	Cg008G2765300
OG0000591	g23678, g47594	Cg001G0135900
OG0000592	g46462	Cg007G2556700
OG0000592	g23624	Cg001G0127500
OG0000593	g46398	Cg007G2550300
OG0000593	g13318, g11992	Cg006G1904600, Cg004G1253200
OG0000595	g41726, g40992, g6247	Cg006G1854400, Cg006G1854500, Cg007G2297100
OG0000595	g17988	Cg007G2511900
OG0000596	g38393	Cg005G1743600
OG0000597	g17740, g16321	Cg001G0269900, Cg002G0538700, Cg001G0269700
OG0000597	g24549	Cg001G0270000
OG0000598	g27801	Cg001G0049800
OG0000598	g7814	Cg003G0786400, Cg001G0032900
OG0000599	g18305	Cg001G0010300
OG0000600	g12549	Cg004G1117400, Cg006G2238000
OG0000600	g53288, g7700	Cg008G2826000
OG0000601	g44058	Cg007G2313300
OG0000601	g37413	Cg005G1511900, Cg006G2162600
OG0000604	g23738	Cg001G0145900, Cg003G0909500
OG0000605	g39480	Cg003G0707100, Cg014G3048400
OG0000605	g25435	Cg014G3040700, Cg003G0714900, Cg014G3040600, Cg003G0715000
OG0000609	g6101	Cg004G1405600
OG0000613	g19206	Cg002G0494900
OG0000613	g12391, g7465, g13062	Cg004G1157600
OG0000613	g5741	Cg008G2604600
OG0000615	g13347	Cg007G2324700
OG0000616	g16963	Cg001G0091900
OG0000616	g31850	Cg006G2071400
OG0000617	g45438	Cg008G2630600
OG0000617	g29704	Cg008G2630800, Cg008G2630700, Cg005G1669000
OG0000618	g5854	Cg008G2585500
OG0000618	g7358	Cg004G1177500
OG0000620	g40503, g46686	Cg008G2948100
OG0000620	g11041	Cg008G2948200
OG0000621	g14112	Cg002G0447300
OG0000623	g22949, g47953, g18248	Cg001G0038700
OG0000624	g38222	Cg005G1492100
OG0000625	g13165, g7245	Cg004G1193700
OG0000625	g54314	Cg006G1785900
OG0000626	g31431	Cg006G2132700
OG0000627	g44133	Cg007G2302900
OG0000628	g23152	Cg008G2868500
OG0000628	g47857	Cg001G0063400, Cg001G0063500
OG0000630	g11660, g35861	Cg008G2854000
OG0000630	g35860, g43698	Cg008G2854100
OG0000630	g53738	Cg001G0346500
OG0000630	g13548, g23500, g11659	Cg008G2869900, Cg008G2854200
OG0000635	g830	Cg003G0998100
OG0000636	g28768	Cg003G0989100
OG0000636	g49733, g14247	Cg001G0278600
OG0000637	g2921	Cg002G0568900
OG0000637	g19186	Cg002G0490200
OG0000638	g1289	Cg003G0988800
OG0000638	g2922	Cg002G0568800, Cg002G0568700
OG0000639	g1837	Cg002G0414400
OG0000639	g52299, g37652	Cg005G1466800
OG0000640	g17009	Cg001G0109100
OG0000641	g13897, g23476, g17007	Cg001G0108600
OG0000642	g37665, g37664	Cg005G1464800
OG0000642	g38249	Cg005G1464900
OG0000643	g7477, g12395, g29845	Cg008G2601200
OG0000646	g19197, g2358	Cg002G0492500
OG0000646	g38064	Cg005G1561900
OG0000649	g27399, g31749, g50029	Cg006G2084600
OG0000649	g6901	Cg004G1246700
OG0000650	g6843	Cg004G1256000
OG0000650	g23142	Cg001G0061800
OG0000652	g12661	Cg004G1092500
OG0000652	g5008, g5012	Cg008G2733700
OG0000653	g11148, g37743	Cg002G0402200
OG0000655	g32425	Cg004G1208000, Cg005G1588600, Cg006G1974500
OG0000656	g10673	Cg002G0680000
OG0000656	g31492	Cg006G2123600
OG0000658	g485, g484	Cg008G2790900, Cg008G2790800, Cg008G2790600
OG0000660	g28538	Cg003G0948900
OG0000660	g28539	Cg003G0949000
OG0000661	g37733, g50833	Cg005G1453700
OG0000661	g30793	Cg006G2238400
OG0000661	g39558	Cg003G0720700, Cg014G3034900
OG0000663	g27410	Cg006G2080200
OG0000663	g46124, g44549	Cg007G2511500
OG0000669	g32732, g40273	Cg003G0782800, Cg006G2038700, Cg006G1927100
OG0000671	g25667	Cg003G0751500
OG0000672	g19546	Cg003G0757400
OG0000673	g30919, g30920	Cg006G2213600
OG0000674	g13131	Cg004G1179700
OG0000678	g5478, g5477, g5483, g5481	Cg003G0772100, Cg003G0772000
OG0000680	g23019	Cg001G0048900
OG0000680	g32394	Cg006G1983600
OG0000681	g36563, g54263	Cg006G1811500
OG0000683	g10368	Cg002G0627000
OG0000683	g12697	Cg004G1081000
OG0000684	g18931	Cg002G0438100, Cg002G0438000
OG0000684	g18930, g1998	Cg002G0437900
OG0000685	g12753	Cg004G1086000
OG0000686	g50336	Cg006G2022200, Cg006G2022400, Cg006G2022100, Cg006G2021900
OG0000687	g53790	Cg006G1878700
OG0000690	g18149, g23193	Cg001G0069100, Cg002G0580500, Cg008G2760300
OG0000691	g5081	Cg008G2722900
OG0000691	g7879, g6216	Cg004G1085100
OG0000693	g51261, g51258, g39834	Cg005G1616400
OG0000694	g39803	Cg005G1607700
OG0000695	g17578	Cg001G0239600
OG0000695	g18804	Cg005G1477800
OG0000696	g2629	Cg002G0534900
OG0000696	g40738	Cg007G2257500
OG0000696	g47643	Cg001G0125500
OG0000697	g860, g862	Cg003G0792400, Cg003G0992000
OG0000699	g51991	Cg005G1768200
OG0000700	g28045, g28051	Cg006G1823200, Cg006G1827000
OG0000702	g52005	Cg005G1512500
OG0000703	g37337	Cg005G1533100
OG0000703	g19066, g19065	Cg002G0467800
OG0000704	g4789, g10133	Cg008G2826600, Cg002G0488000, Cg002G0651100
OG0000705	g37342	Cg005G1531700
OG0000706	g50800	Cg005G1460600
OG0000706	g45222	Cg014G3038400, Cg003G0717200
OG0000707	g52160, g37530	Cg005G1488500
OG0000707	g10812	Cg002G0695400
OG0000707	g13190	Cg004G1196100
OG0000708	g12085, g12088, g12084, g12086, g12087, g12083	Cg004G1229400
OG0000713	g50114	Cg006G1882400, Cg005G1663700, Cg007G2385000
OG0000713	g4632, g39532	Cg007G2385100
OG0000714	g51082, g51084, g28179	Cg005G1654700, Cg005G1654600
OG0000716	g36715	Cg006G1787400
OG0000716	g54319	Cg004G1194900, Cg003G0954200
OG0000717	g31518	Cg006G2120700
OG0000717	g45812	Cg007G2467500
OG0000718	g16643	Cg002G0665700
OG0000719	g1309	Cg003G0902400
OG0000720	g18725, g18726, g18727, g18724	Cg002G0403300, Cg007G2302600
OG0000723	g1518, g1520	Cg002G0685300
OG0000726	g44626	Cg007G2460600, Cg006G2072800, Cg006G2072700
OG0000728	g45753	Cg008G2739200
OG0000729	g53541	Cg005G1669800
OG0000730	g46550	Cg007G2570400
OG0000730	g39816	Cg005G1611700
OG0000730	g31624	Cg006G2104500
OG0000732	g587	Cg008G2808400, Cg008G2808300
OG0000732	g9735	Cg003G1040800
OG0000733	g29815, g45374, g5711	Cg008G2610100, Cg004G1160100
OG0000736	g50687, g39240	Cg003G0983300, Cg003G0983400
OG0000737	g39592	Cg003G0724000, Cg014G3030700
OG0000737	g49396	Cg006G2236400
OG0000738	g29827	Cg008G2608200
OG0000738	g2392	Cg002G0498200
OG0000740	g46440	Cg007G2553700
OG0000740	g32883, g27873	Cg006G1918100
OG0000740	g40242	Cg003G0792000
OG0000741	g46133, g44537	Cg007G2513200, Cg006G2194500
OG0000744	g18713	Cg002G0417100
OG0000745	g47697	Cg001G0107400
OG0000745	g23710	Cg001G0140700
OG0000746	g18426	Cg008G2931600
OG0000747	g49388, g30789, g26898	Cg006G2238700
OG0000748	g17396, g44135, g44131	Cg013G3024400, Cg036G3081900
OG0000749	g4581	Cg008G2860900, Cg008G2846100, Cg008G2841000
OG0000761	g14408, g6195	Cg008G2918600, Cg002G0610800
OG0000761	g19417	Cg002G0536600
OG0000762	g12773	Cg004G1095300
OG0000763	g5274	Cg008G2697700
OG0000764	g38506	Cg005G1765500
OG0000764	g29511	Cg008G2668600
OG0000764	g22739	Cg001G0016100
OG0000766	g28866, g807	Cg008G2783900
OG0000766	g3089	Cg002G0583500
OG0000767	g5584	Cg008G2640900
OG0000767	g5583, g1670	Cg008G2640800
OG0000769	g31589	Cg006G2110500
OG0000769	g38177, g9749	Cg002G0615700
OG0000771	g19649	Cg003G1062400
OG0000771	g11359, g19349	Cg002G0521300
OG0000772	g41820	Cg007G2433700
OG0000772	g46750	Cg001G0349800
OG0000774	g47581	Cg001G0139800
OG0000775	g27461	Cg006G2061500, Cg006G2061600
OG0000782	g24567	Cg001G0271300
OG0000782	g49502	Cg006G2210700
OG0000783	g51317, g51340, g51316	Cg003G0888600, Cg005G1602300, Cg005G1604700
OG0000784	g50452, g50492	Cg006G1993300
OG0000786	g706	Cg008G2766700
OG0000787	g1090	Cg003G0957600
OG0000787	g23718	Cg001G0141700
OG0000787	g11321	Cg002G0499700
OG0000788	g18150	Cg001G0068900
OG0000788	g29776	Cg008G2619400
OG0000789	g37224	Cg005G1557600, Cg002G0489000
OG0000790	g44868	Cg007G2447100
OG0000790	g32229	Cg006G2006700
OG0000790	g44869	Cg007G2447000
OG0000791	g31729	Cg008G2874000, Cg008G2874100, Cg004G1407300
OG0000793	g12159	Cg004G1211100
OG0000793	g54285	Cg006G1802200
OG0000793	g52074	Cg005G1504600
OG0000794	g10410	Cg002G0636800
OG0000795	g44749	Cg006G2019300, Cg007G2466300, Cg002G0642000
OG0000796	g10608	Cg002G0670100, Cg006G2130200
OG0000796	g32196	Cg006G2010700
OG0000797	g2808	Cg002G0557000
OG0000797	g2807	Cg002G0556600
OG0000799	g36525	Cg006G1816100
OG0000799	g36524	Cg006G1816300
OG0000800	g17612	Cg001G0306700
OG0000801	g1754	Cg002G0404200
OG0000801	g39542	Cg014G3037300, Cg003G0718700
OG0000802	g19102	Cg007G2448100
OG0000803	g38223, g37478	Cg005G1491200
OG0000803	g37524	Cg005G1491100
OG0000804	g7507, g2527	Cg004G1152100, Cg004G1152200
OG0000804	g13025	Cg008G2834500
OG0000813	g54336	Cg006G1790100, Cg008G2950700, Cg006G1781800, Cg006G1802000
OG0000814	g27166	Cg006G2146900, Cg006G2147000
OG0000816	g39401	Cg003G0936000
OG0000817	g29708	Cg008G2629900
OG0000817	g13113	Cg004G1173000
OG0000818	g5834	Cg008G2587400
OG0000818	g5833	Cg008G2587500
OG0000822	g17563, g47178, g24266	Cg001G0237100
OG0000823	g24626, g6994	Cg002G0418400
OG0000824	g11934	Cg006G1836600
OG0000825	g6958	Cg004G1237500, Cg004G1237300, Cg004G1237600
OG0000826	g31013	Cg006G2199100
OG0000827	g41060	Cg007G2316900
OG0000827	g49716	Cg006G2163800
OG0000827	g27098	Cg008G2931500, Cg004G1349800
OG0000828	g50360, g27587	Cg006G2017100
OG0000828	g32151	Cg006G2124700
OG0000829	g11006	Cg007G2390200, Cg007G2393400, Cg007G2393500
OG0000832	g39999	Cg005G1647100
OG0000832	g2880	Cg002G0565400
OG0000832	g1260	Cg003G0983000
OG0000833	g46873	Cg005G1636100
OG0000834	g49354	Cg006G2244900
OG0000834	g49351	Cg006G2245000
OG0000835	g37905	Cg005G1617700, Cg005G1618000, Cg005G1617800
OG0000836	g18547, g18546	Cg008G2816000
OG0000836	g51023	Cg008G2815600, Cg008G2815700, Cg008G2815900, Cg008G2815800
OG0000837	g778	Cg008G2779300
OG0000839	g29846, g5767	Cg008G2600400
OG0000839	g7481	Cg004G1155600
OG0000841	g26701	Cg003G0839600
OG0000842	g36403, g36381	Cg006G1835600, Cg006G1835400
OG0000843	g1795	Cg002G0410700
OG0000844	g51911	Cg005G1524800
OG0000845	g40312	Cg003G0772500
OG0000845	g27798, g32658	Cg006G1941100
OG0000846	g4864	Cg008G2819300, Cg008G2819200
OG0000847	g28734	Cg005G1708200
OG0000850	g24753	Cg007G2324500
OG0000851	g38444	Cg005G1757400
OG0000856	g32336, g32333, g43332, g40005, g14228, g50594, g6251, g40006, g22367, g16634, g41529, g35879, g3828, g15783, g44211, g45184, g24711, g16459, g6250, g38058, g50593, g33432, g6037, g19261, g24482, g53073, g24713, g35338, g35098, g35083, g43, g45183, g4439, g38060, g17233, g14227, g47042, g7496, g44073, g4440, g16458, g25694, g10257, g3829, g51063, g44210, g15782, g35880, g53266, g43331, g39864, g43745, g40182, g53268, g42187, g24712, g4438, g10258, g38059, g22307, g7497	Cg013G3025000
OG0000857	g46806	Cg002G0577400, Cg002G0577600
OG0000857	g29451	Cg008G2679400
OG0000858	g37044	Cg008G2923400
OG0000859	g28935	Cg008G2768900
OG0000860	g13766	Cg008G2787000, Cg004G1421400
OG0000861	g3012	Cg002G0579100
OG0000863	g44317	Cg007G2566700
OG0000863	g13146	Cg006G1780600
OG0000865	g2943	Cg002G0572000, Cg002G0571900
OG0000866	g14335	Cg003G0795500
OG0000867	g10891, g40691	Cg008G2981600
OG0000867	g24255	Cg001G0227400
OG0000868	g2592	Cg002G0527200, Cg002G0526800, Cg002G0526900
OG0000869	g3375	Cg007G2460500, Cg006G2073000, Cg002G0532400
OG0000870	g2161	Cg002G0462200
OG0000870	g12365	Cg004G1165000
OG0000871	g51643	Cg005G1558900
OG0000871	g19181, g2336	Cg002G0489800
OG0000872	g19425	Cg008G2948600
OG0000872	g37548	Cg005G1485600
OG0000874	g49875	Cg006G2129000
OG0000874	g31459, g53611	Cg006G2128900
OG0000875	g32657	Cg006G1941300, Cg006G1941200
OG0000876	g18479	Cg007G2294600, Cg007G2294900, Cg007G2294800, Cg007G2294700, Cg007G2295000, Cg007G2291400, Cg007G2291500, Cg007G2291300, Cg007G2291100, Cg007G2291600, Cg007G2291200
