Orthogroup	Cochlearia_excelsa	Arabidopsis_lyrata_Rawat
OG0000153	g51131, g40020	AL4G23860
OG0000153	g37875, g37876	AL1G17600
OG0000154	g36466, g36467	AL1G58520, AL6G29770, AL6G29780
OG0000154	g54212, g36163, g36472	AL1G66290, AL1G58490
OG0000155	g36320, g54169, g36224, g24260	AL481U10020
OG0000159	g21237, g20503	AL8G19570, AL25U10030
OG0000160	g5985	AL3G52950
OG0000160	g23426	AL7G22000
OG0000160	g1105	AL8G33330
OG0000160	g6339	AL3G44180
OG0000160	g11547	AL5G20850
OG0000160	g46563	AL2G40780
OG0000160	g50994	AL4G15040
OG0000162	g28290	AL3G42410
OG0000169	g53988	AL1G53540, AL1G53520, AL9U11000
OG0000170	g52257	AL4G44740
OG0000171	g915, g28415	AL8G28000
OG0000171	g14078	AL3G49460
OG0000171	g28546	AL8G31780
OG0000171	g7540	AL3G19690
OG0000171	g17072	AL7G24680
OG0000174	g50178	AL5G24470, AL6G38890, AL3G40990, AL6G49470, AL2G19320, AL4G18060, AL1G56990
OG0000175	g45857	AL1G37260
OG0000175	g32098, g27548, g50297	AL2G16210
OG0000175	g29297	AL6G25440
OG0000175	g50814	AL5G45050, AL2G23510
OG0000176	g12860	AL3G15860
OG0000176	g7705	AL1G47960
OG0000177	g27488, g50732, g31972	AL1G34280
OG0000178	g40442	AL6G47960
OG0000178	g45158	AL6G48020
OG0000178	g45173	AL6G47990
OG0000179	g44052	AL1G65670
OG0000182	g27624	AL5G43310, AL5G43300
OG0000182	g11014, g40790	AL5G20620, AL5G20610
OG0000183	g18117	AL2G24200, AL7G46650
OG0000183	g40143	AL4G20560
OG0000184	g11846	AL3G36220, nbis-gene-767
OG0000185	g32332, g32334, g32337	AL3G32940, AL3G32930
OG0000185	g11864	AL2G22820, AL1G11240, AL1G49370, AL1G49350, AL1G49380, AL108U10030, AL5G14060, AL8G40780
OG0000185	g35799	AL1G52850
OG0000187	g17092	nbis-gene-932, AL4G10910
OG0000189	g47947	AL7G15090
OG0000189	g18237	AL3G50830
OG0000189	g23036	AL7G16200
OG0000189	g50117	AL2G35850, AL1G32900
OG0000192	g25904	AL2G13220
OG0000192	g17137	AL7G26670
OG0000193	g27763	AL1G53610
OG0000196	g43783, g53971, g43782, g43797	AL7G47540
OG0000196	g53972	AL7G47550
OG0000197	g24122	AL7G34540, AL7G34550, AL7G34520
OG0000198	g25893	AL5G13150, AL5G10520
OG0000198	g10793	AL7G42370, AL5G10550
OG0000198	g31564	AL1G26980, AL1G27000
OG0000198	g49926	AL1G27010
OG0000200	g40675	AL1G15400
OG0000200	g40674	AL1G15390
OG0000200	g27686	AL1G44070
OG0000201	g53703	AL8G34590
OG0000201	g15624, g51845, g17762	AL3G54140
OG0000201	g4655, g26600, g16293, g32898, g33199, g25229, g26102, g33200, g34779, g16144, g6202, g53346, g27732, g43307, g16269, g19533, g52369, g14957, g43031, g42816, g1483, g14787	AL3G45630
OG0000202	g1023, g25454, g25477	AL6G51540
OG0000203	g1974, g1973	AL5G39960
OG0000203	g18958	AL5G39980, AL5G40000
OG0000203	g2360	AL5G40110
OG0000205	g43917	AL4G17770, AL8G20180
OG0000205	g11567	AL6G41080, AL6G41170, AL7G33750, AL2G20320, AL2G20330, AL3G54100, AL3G45590
OG0000206	g8618, g48844, g29953, g30349, g34591, g45346, g42202, g30177, g35498, g42663, g16587, g42917, g5670, g53423, g22593, g34972, g52424, g30088, g16117, g4492, g17359, g1846, g24660, g46217, g26543, g3141, g34869, g26823, g35622, g43591, g42189, g52436, g34395, g43574, g53589, g42224, g52659, g11488, g50102, g14281, g41697, g42264, g18658, g48987, g34593, g15238, g35086, g33126, g42102, g34033, g35102, g34084, g34087, g20497, g34767, g3404, g42813, g4067, g33222, g35385, g35794, g25891, g34753, g19921, g30249, g32910, g22189, g33355, g21397, g52519, g34572, g4095, g4107, g34575, g43643, g9242, g16173, g33127, g10333, g20498, g42717, g41929, g42958, g42647, g3612, g48979, g3617, g34594, g8693, g34396, g26693, g26442, g42223, g42237, g52660, g17013, g26014, g18657, g17536, g16355, g4493, g33202, g53588, g33173, g3985, g33137, g19788, g48326, g17646, g33136, g8692, g15237, g42239, g25532, g33172, g26806, g4379, g26418, g3791	AL4G21300
OG0000207	g46617, g15565, g14866, g3099, g26275, g36308, g14634, g4409, g34703, g24587, g28251, g682, g51819, g28955, g4066, g1725, g4423, g11714, g24891, g35033, g35914, g8221, g8723, g53432, g41674, g26043, g681, g43325, g11489, g53856, g24382, g14261, g36863, g36256, g22612, g35998, g35872, g51818, g35035, g14620, g14864, g15567, g36255, g53430, g35913, g35178, g8232, g8732, g43057, g22613, g53431, g4410, g28956, g16345, g4432, g15566, g14865, g11794, g4978, g35179, g36309, g26276, g34355, g35034, g26044, g43324, g36310, g680, g46616, g14635, g8220, g8722, g34704, g14621, g35180, g35310	AL7G43260
OG0000207	g37815, g52806	AL429U10020
OG0000208	g21459, g33511, g33550	AL4G19750
OG0000209	g2157	AL1G20200
OG0000209	g12731	AL5G25310
OG0000210	g26821	AL2G23580
OG0000211	g43500, g43665	AL7G52630
OG0000215	g449	AL1G49470, AL9U10420
OG0000216	g25664	AL6G47230
OG0000216	g41090, g41083, g41086	AL2G18850
OG0000219	g27764, g39817	AL7G49700, AL7G49110, AL7G49680
OG0000219	g18526, g7663	AL3G52780
OG0000221	g32889, g53047, g4078, g27354, g2143, g52809, g53046, g27482	AL2G18390
OG0000222	g8668, g34916, g35398, g4529, g35092, g8532, g36951, g38875, g35824, g36811, g35009, g15547, g19660, g9434, g24943, g20945, g20027	AL6G40720
OG0000223	g2036, g10328, g1428, g24970	AL2G13100, AL7G30200
OG0000223	g7357, g22740, g3583, g41205, g3002	AL3G49600
OG0000223	g46380	AL5G34210
OG0000225	g4045	AL2G28790
OG0000226	g17691, g17690, g17692	AL4G14040
OG0000226	g35947	AL5G19060
OG0000229	g13978	AL4G17660, AL4G17920, AL4G17900
OG0000229	g24726	AL8G38260, AL1G56710, AL1G65810, AL5G20810
OG0000230	g2000	AL5G40710
OG0000233	g45483	AL6G17860
OG0000233	g29622	AL6G17870
OG0000233	g45482	AL6G17850
OG0000233	g29623	AL6G17810, AL6G17910, AL6G17830
OG0000235	g40743	AL1G56900
OG0000235	g11302	AL1G40550, AL6G39940, AL3G52720, AL3G49080, AL7G47200, AL5G38700, AL9U11920
OG0000236	g13483	AL2G23070
OG0000237	g36933	AL3G35490
OG0000238	g44676	AL173U10020, AL2G30290
OG0000241	g17320	AL7G32050, AL7G32060, AL7G32080, AL7G32090, AL7G32070, AL6G48330, AL6G48290, AL6G48300, AL6G48310
OG0000242	g7689, g12521	AL3G16620
OG0000244	g40712	AL6G49960
OG0000245	g15848	nbis-gene-2041
OG0000246	g37185	AL4G32990
OG0000246	g51603	AL4G32970
OG0000247	g27759, g27721	AL1G46070
OG0000249	g32697	AL1G48110
OG0000249	g16095, g42905, g32698	AL2G10350
OG0000250	g45178	AL6G50030
OG0000250	g40469	AL6G48930
OG0000251	g16641	AL5G15090, AL5G15100
OG0000252	g46370	AL2G37720
OG0000253	g12277	AL1G19530, AL3G24230
OG0000253	g7492	AL3G20620
OG0000253	g5784, g45315	AL1G19520, AL6G11740
OG0000254	g47116, g47114, g17643	AL7G39750
OG0000254	g47117	AL7G39720
OG0000254	g47115	AL7G39770, AL7G39760, AL7G39740, AL7G39730
OG0000256	g10880	nbis-gene-802, AL3G42750, nbis-gene-801
OG0000257	g46235	AL2G35830
OG0000259	g1607	AL6G44930, AL1G15160, AL1G67360
OG0000260	g6207, g6217	AL7G11500, AL7G19690
OG0000262	g4737, g46874	AL2G11960
OG0000262	g43603	AL2G11040
OG0000262	g24889	AL2G13760, AL6G43420, AL2G11060
OG0000268	g35054	AL5G24090
OG0000268	g17915, g5948, g4147, g53120, g22863, g25628, g50735, g44198, g32701, g51641, g27914, g10990, g52236, g48936, g35463	AL3G43630
OG0000269	g28758	AL8G36240
OG0000269	g2910, g2936	AL5G25090, AL5G25020
OG0000269	g39974	AL4G24200
OG0000270	g40880	AL2G12790
OG0000276	g34448, g33115	AL8G19610
OG0000276	g9297, g15664, g15118, g44910	AL8G16120
OG0000277	g18216, g23060, g18323	AL7G10820
OG0000277	g27445, g31888	AL1G32640
OG0000278	g14307	AL7G46030, AL7G46410
OG0000278	g46809, g46812, g46827	AL7G46160, AL7G46150, AL7G46040, AL7G38390, AL7G38360, AL7G46130, AL7G46050
OG0000279	g40527, g40528, g40529	AL4G18170
OG0000282	g47412	nbis-gene-292, AL7G31500, AL7G30780, AL7G31520
OG0000282	g53736	nbis-gene-1800, AL7G31480, AL7G31490, AL7G31510
OG0000283	g10623, g22201, g30263, g20011, g19891, g2550, g43075, g53035, g26096, g3992, g52989, g16553, g53516	AL5G34600
OG0000283	g15621, g48271, g41887, g15633	AL6G38420, AL1G38780
OG0000285	g47372	AL7G32710
OG0000285	g23645	AL7G25530
OG0000285	g42046	AL2G23090, AL2G23080
OG0000286	g41270	AL7G27750
OG0000286	g44985, g44982, g44984	AL3G22250, AL3G22230
OG0000288	g54300, g26198, g32873, g23186, g32999, g49511, g22605, g3280, g3645, g4167	AL5G20680, nbis-gene-832, AL6G37470, AL3G45890, AL4G20200, AL3G44720, AL6G42170
OG0000289	g39783	AL4G16860
OG0000290	g40830	AL2G10710, AL2G10700
OG0000291	g11641, g53214, g52576, g53200	AL3G42940, AL3G43030, AL3G42930
OG0000294	g25697	AL6G25720
OG0000295	g27709	nbis-gene-691
OG0000296	g1252, g28701, g28702	AL48U10010, nbis-gene-2180
OG0000296	g28714	nbis-gene-2178, AL8G34670, AL8G26340, nbis-gene-2176, nbis-gene-2177
OG0000296	g1225	nbis-gene-2175
OG0000297	g25175	AL7G47150
OG0000298	g18485, g18491	AL1G48010
OG0000298	g50713	AL4G19020
OG0000298	g32687	AL1G47970
OG0000303	g35942	AL6G42410
OG0000304	g50554, g51887	AL4G16550, AL4G16530, AL4G16510
OG0000304	g50556	AL4G38280
OG0000304	g51897	AL8G21380, nbis-gene-2062, AL3G42840
OG0000305	g53520, g51878	AL1G51540, AL4G38060, AL4G38120, AL6G43180
OG0000306	g13807, g46733	AL7G51760
OG0000307	g36491	nbis-gene-282, AL1G59050, nbis-gene-269
OG0000308	g39732	AL8G17010, AL8G17000, AL117U10040
OG0000312	g14467, g35227	AL6G40730
OG0000313	g23784	AL4G37990, AL4G38020
OG0000314	g28453, g9121, g30700, g27333	AL7G44460
OG0000318	g43847	AL3G52410, AL3G52440, AL2G28900
OG0000318	g49471	AL3G39500
OG0000320	g39023, g15482, g22561	AL4G19330
OG0000321	g54159	AL8G15650, AL1G57580
OG0000321	g41419	AL6G31300, AL6G31290
OG0000321	g666	nbis-gene-443
OG0000322	g10751	AL8G34510, AL8G34460, nbis-gene-2163
OG0000323	g44591	AL2G32570
OG0000325	g26947, g49462	AL1G14460
OG0000325	g51329	AL4G28660
OG0000325	g30904	AL1G14470
OG0000328	g13376	AL3G34990, AL249U10020, AL3G34970
OG0000328	g13375	AL249U10040
OG0000329	g24516, g24521	AL7G41460
OG0000330	g17997, g17998	AL2G32680, AL2G32660
OG0000330	g44587	AL2G32630
OG0000330	g31719	AL1G29940
OG0000331	g25429, g39522	AL6G51460
OG0000331	g26892	AL1G11840
OG0000331	g6947	AL3G30460
OG0000332	g24568, g44176	AL2G14760, AL2G14800, AL2G14890, nbis-gene-400, AL2G14930, nbis-gene-402, nbis-gene-401, AL2G14910, AL2G14860, AL2G14740, AL2G14750
OG0000335	g1956	AL5G41960, AL5G41630, AL5G41650
OG0000336	g31190, g27091, g27095, g31209	AL2G18590, AL1G67290, AL1G20120, AL1G20240, nbis-gene-1385
OG0000339	g17712, g53651	AL8G15440
OG0000341	g54095	AL1G55400
OG0000345	g29557, g39719	AL6G19900, AL390U10020
OG0000345	g45514	AL6G19890
OG0000345	g26927, g49447, g30863	AL1G13870
OG0000346	g2365	AL5G34190
OG0000346	g10579	AL5G14950
OG0000347	g52289	AL4G45180
OG0000348	g50668	AL5G17850, AL34U10080, AL8G22320, AL8G22310, nbis-gene-633, AL5G17810, AL5G17830, AL5G27910
OG0000349	g1282	AL8G36200
OG0000349	g1278	AL8G36160, AL8G36170
OG0000350	g13403, g13402	AL5G18930, AL3G36110, nbis-gene-754, AL3G36140, AL3G36150, AL3G36100, AL3G36090
OG0000351	g12309	AL3G39810
OG0000356	g50999	AL4G15330
OG0000357	g32419, g32420, g50521	AL1G43760, AL1G43770
OG0000358	g11643	AL1G58830, AL1G59360, AL1G52250
OG0000359	g23616	AL7G25030
OG0000362	g52587	nbis-gene-807, AL5G18550
OG0000362	g43613, g4131, g4234, g3255, g33492, g25276, g43263, g20304, g3787, g16102, g4130, g35341, g25266, g43262, g41821, g36457, g12619, g25261, g25259, g43259, g33494, g3251, g25071, g9678, g35281, g34308, g9679, g35248	AL4G17970
OG0000363	g27806	nbis-gene-617
OG0000364	g37360, g37362, g37913, g17870	AL3G14810
OG0000365	g27592	AL1G39370
OG0000365	g24049	AL7G33350
OG0000365	g50367	AL1G39380, AL1G39340, AL1G39360, AL1G39330
OG0000367	g18012	AL6G41620
OG0000368	g11421	AL5G25650, AL5G25640
OG0000368	g11422	AL5G25690
OG0000370	g6467	AL3G39540, AL3G39570, AL3G39550
OG0000371	g53445	AL3G47030
OG0000371	g11614	AL1G51150
OG0000374	g7992, g10426, g47443, g1577, g48059, g53145, g36249, g41525, g50024	AL1G53910, AL128U10010
OG0000375	g24614, g4053, g42670, g42662, g25030, g4718, g35252, g22259, g19614, g24704, g25123, g26727, g11473, g34270, g3460, g26000, g26728, g48279, g35564, g42661, g14340, g53194, g35740, g25090, g26814, g49158, g24703, g25124, g34269, g53637, g22260, g48278, g25031, g26729, g4719, g35251, g24668, g42660, g42669	AL7G43380, AL3G37650, AL1G50470
OG0000376	g41000	AL2G15870
OG0000377	g47983	nbis-gene-1705
OG0000377	g47982	AL2G24540, AL2G24410
OG0000377	g22842	AL7G13510
OG0000379	g1514	AL5G11250
OG0000379	g19165	AL5G35180
OG0000380	g19547, g28753	AL8G35710
OG0000380	g28797, g28774, g28802	AL8G36790, AL71U10060, AL8G36700
OG0000381	g43972, g18058, g26185	AL2G39050
OG0000381	g23603	AL5G19040, nbis-gene-1075, AL2G39040
OG0000382	g44023	AL6G50680, AL6G50670, AL6G50700
OG0000382	g37230	AL4G34640
OG0000383	g11293, g11292, g11294	AL5G18170, AL5G18190, AL5G35660, AL5G35670
OG0000384	g10911	AL8G11330, AL8G11310, AL8G11340
OG0000386	g32707	AL1G48360
OG0000386	g32710	AL1G48390, AL1G48400
OG0000388	g13288	AL3G30610
OG0000388	g34348, g35026, g34350, g28458, g28439, g35303	AL8G29440, AL1G33150
OG0000388	g6787	AL3G42690
OG0000389	g43635, g1338, g1343	AL8G32520, AL8G32530, AL8G32510, AL8G32500
OG0000390	g27516	AL1G35830
OG0000391	g46059, g46056	AL2G33070
OG0000391	g7432	AL3G21810
OG0000392	g47536	AL7G27840, AL7G27830
OG0000393	g46706	nbis-gene-1951
OG0000393	g46707, g53730	AL7G51280
OG0000395	g31494	AL1G25950
OG0000395	g6162, g14272	AL3G47120
OG0000395	g49902	nbis-gene-82, AL1G25930
OG0000396	g16098	AL6G36390, AL5G15440
OG0000397	g36029, g3758, g12040	nbis-gene-889
OG0000398	g43755, g16088, g53768	nbis-gene-998, AL8G28420
OG0000399	g25452	AL6G51150
OG0000399	g41120	AL1G65940
OG0000399	g31165	nbis-gene-54
OG0000402	g9658	AL8G44500
OG0000402	g9656	AL8G44510
OG0000404	g11863	nbis-gene-145
OG0000404	g38491	AL3G48820
OG0000404	g23221	AL1G32050
OG0000407	g36060, g14938, g43281, g11474, g7650	AL1G12810, AL1G39190, AL4G46780
OG0000409	g32362, g32361	AL4G21310
OG0000409	g27666	AL1G49520, AL1G42250
OG0000409	g50490	AL1G42220, AL1G42200
OG0000411	g50674, g6276, g3083, g6257, g6259, g6273, g38385	nbis-gene-977, AL4G18590, nbis-gene-965, AL4G14960, AL8G17380, AL4G14950
OG0000412	g45737	AL6G27540
OG0000412	g46788	AL7G46360
OG0000412	g45009	AL2G23890
OG0000412	g6918, g13293	AL3G30980
OG0000413	g12223, g12228	AL3G25620
OG0000413	g27985	AL1G63260
OG0000414	g40900	AL2G13380
OG0000414	g13659	AL3G44750
OG0000414	g47091	AL7G40540
OG0000421	g39358	AL8G27110
OG0000421	g47588	AL7G26330
OG0000423	g6331	AL6G37670
OG0000423	g32550	nbis-gene-331
OG0000424	g28489	AL8G30090
OG0000424	g47623	AL7G25590
OG0000426	g3013, g7095	AL3G49550
OG0000426	g40973, g23602	AL3G47620
OG0000427	g16255, g35653, g49085, g14479, g17706	AL4G22740
OG0000427	g6173, g10187, g6911	AL4G15190, AL7G41800, AL8G22250, AL7G30940, AL5G26830
OG0000427	g52882, g52883, g4441, g26026, g4277, g43668, g50162, g18718, g45410, g26024, g4278, g26002, g43669, g4161, g52352, g47025, g32216, g36149, g43130, g36150, g39185, g40696, g47024, g46889, g32217, g35954, g14641	AL8G21280, AL6G49280
OG0000428	g34488	AL1G45700, AL1G45680, AL446U10030
OG0000429	g1975, g1976	AL1G66550
OG0000429	g18956	AL5G40200
OG0000429	g2032	AL1G66560, AL5G40170, AL5G40070
OG0000430	g23976, g17311	AL7G31720
OG0000430	g13575	AL3G43130
OG0000431	g1437	AL3G47160
OG0000432	g555	AL1G55550, AL1G55520
OG0000433	g17099, g17097, g17100, g17096	AL7G25660, AL7G25640, AL7G25650
OG0000434	g36218, g36226, g36221	AL7G52140
OG0000436	g19572	AL5G24720
OG0000436	g41304	AL8G36450
OG0000436	g1293	AL8G36460
OG0000437	g39339, g1080, g28563	AL8G32540, AL7G26730
OG0000439	g45982, g16494, g44625	AL2G31490
OG0000439	g13576	AL106U10010, AL2G31500
OG0000439	g29695	AL2G24380, AL6G16140, AL3G46310
OG0000440	g53832	AL7G51660
OG0000443	g23276	AL7G19450
OG0000443	g45564	AL6G21860
OG0000443	g598	AL6G37110
OG0000444	g51246	AL4G26640
OG0000444	g2023	AL5G41390
OG0000444	g49529	AL1G15970, AL1G15980
OG0000445	g502, g2678, g19442, g19454, g9989	AL6G35020
OG0000446	g21423	AL6G33700, AL8G10030
OG0000447	g51571	AL5G33360, AL3G23060, AL4G32260, AL6G16080
OG0000448	g4323	AL5G18010, AL5G18000
OG0000448	g10425	AL5G17950
OG0000451	g50836	nbis-gene-413, nbis-gene-414, AL6G27550, AL1G52840
OG0000452	g45250	AL2G12270
OG0000456	g44439, g11315, g23839, g11546, g53398, g23865, g2198, g25659, g22664	AL5G38160
OG0000457	g7774, g12606, g30872, g12810, g7765	AL4G29020, AL3G14390, AL1G14130
OG0000458	g50497	AL1G42810
OG0000459	g17375	AL7G33420
OG0000459	g54231, g33385	AL8G41530
OG0000459	g54240	AL1G60320, nbis-gene-13, AL1G59860
OG0000460	g12238	AL8G32300, AL7G26630, AL1G63380
OG0000463	g32899	AL1G49900
OG0000466	g25526, g25938	AL6G49260
OG0000466	g32989, g31982	AL3G16350, AL3G16370, AL3G16360
OG0000468	g37276	AL4G36610
OG0000469	g1996, g10969, g40576, g47280, g17461	AL8G12820, AL5G40470, AL7G35520
OG0000470	g17411, g17424	AL6G23640
OG0000472	g4134	AL2G12490
OG0000473	g49273	AL1G10020
OG0000473	g30720, g1438	AL1G10010
OG0000473	g51663	AL4G34630
OG0000474	g49450	AL1G13900
OG0000474	g39721	AL8G43430, AL8G16740
OG0000474	g50694	AL7G39140
OG0000474	g50021	AL8G26730
OG0000475	g40945	AL2G14390
OG0000476	g37782, g4812, g4800, g4814	AL6G40090, AL6G40080, AL6G38970, AL6G38960
OG0000477	g353	AL8G39430
OG0000477	g27266	AL1G26290
OG0000480	g40981	AL2G15360
OG0000480	g1517	AL5G11380, AL5G11360
OG0000481	g44045	AL2G17860
OG0000481	g27100	AL1G20710
OG0000481	g31232	AL1G20700
OG0000483	g10089	AL6G37960
OG0000484	g47740	AL8G20400
OG0000484	g47741, g47742, g23417	AL7G21870, AL2G21950, AL2G21060
OG0000485	g23902	nbis-gene-1789
OG0000485	g24586, g23899, g23901	AL3G47940
OG0000486	g46992, g26157, g46989	AL1G31270, AL1G31240, AL1G31290, AL3G25060
OG0000491	g19467	AL5G27700
OG0000491	g41553, g11391	AL5G27670
OG0000492	g19139, g11288	AL5G35780
OG0000492	g37303	AL4G36250
OG0000493	g16860	AL7G49930, AL7G50550, AL7G50480
OG0000494	g11331	AL3G37620, AL5G33030
OG0000495	g17535	AL5G24920
OG0000495	g44613, g45954	AL4G11510, AL4G11620
OG0000495	g53091	AL2G33370
OG0000496	g2743	AL5G27040, AL5G27050
OG0000496	g19502	AL5G27010
OG0000496	g2744	AL5G27060
OG0000497	g12212	AL2G32410
OG0000497	g27989	AL3G26100, AL1G63030
OG0000499	g6741	AL4G22840
OG0000499	g6742	AL3G34080
OG0000501	g50671, g32646	AL1G47250
OG0000501	g50679	AL1G47260, AL1G47270
OG0000501	g40318	AL6G44600
OG0000502	g46703, g46704	nbis-gene-1948, nbis-gene-1949
OG0000502	g37779	AL7G51170
OG0000503	g53150, g41815	AL1G45660
OG0000506	g29645, g45471, g28728, g1183, g39280	AL6G17270
OG0000506	g5569	AL3G50240
OG0000507	g3111, g27067, g12541, g24850, g36336, g18639, g22861, g13024, g51671, g39956, g22859	AL1G16150
OG0000509	g24336	AL7G38340
OG0000509	g17576	AL1G32140
OG0000509	g24334, g24335	AL7G38310, AL7G38320
OG0000510	g46683, g46681	AL7G49750
OG0000510	g18100	AL7G49760
OG0000513	g27109	AL1G61840
OG0000516	g44889, g42659, g42668, g4054, g53638, g3459, g26813	AL2G26290
OG0000517	g29147, g29148, g29150	AL6G28190
OG0000518	g28418, g28417	AL8G28090
OG0000518	g5308	AL6G23220, AL6G23240, AL6G27270
OG0000519	g8	AL8G45700
OG0000520	g51206	AL1G24130
OG0000520	g27193	AL1G24140
OG0000521	g185, g186	AL8G42580
OG0000521	g9727	AL233U10010, AL8G42560, AL2G37250
OG0000522	g37317	AL4G36740
OG0000522	g13045, g12397, g7487	AL3G20680
OG0000523	g51022, g51021	AL4G15440
OG0000523	g54035	AL7G20340
OG0000524	g32583	AL7G33960, AL7G34070
OG0000524	g45181, g45202	AL6G46340, AL6G46460
OG0000525	g37492, g37493	AL4G41930
OG0000525	g52116	AL4G34310
OG0000526	g29070	AL6G30020, AL6G30040, AL6G30000, AL6G30030
OG0000526	g29071	AL6G30010
OG0000529	g39835, g51257	AL4G15110
OG0000529	g51197, g37897	AL4G25050, AL4G25170
OG0000530	g41237, g890	AL8G27190, AL8G27180
OG0000533	g14003	AL1G54340
OG0000534	g17931	nbis-gene-616
OG0000534	g38275	AL7G40680, AL7G40710
OG0000535	g2040	AL5G39770, AL5G39760
OG0000536	g46831	nbis-gene-1900
OG0000536	g25662	AL7G45840
OG0000537	g12430	AL3G19190
OG0000538	g10345	AL5G19720
OG0000539	g51136	AL41U10060
OG0000539	g46875	AL4G23920
OG0000540	g39867	AL4G26320
OG0000542	g31250	AL1G21210
OG0000542	g44098	AL2G16950
OG0000542	g49727	AL2G29200
OG0000543	g18472	AL8G14220
OG0000547	g52123, g37511	AL4G42410
OG0000549	g51327	AL4G28600
OG0000553	g11687	AL3G40600
OG0000554	g14052, g40408, g25607, g25625, g25606, g25632, g25629, g25605, g25619, g25621	AL6G47350, AL6G47410, AL6G47440, AL6G47420
OG0000557	g38464	AL4G12650
OG0000557	g28220	AL4G12630, AL4G12610
OG0000557	g50928, g50931, g50935, g50932	AL4G12560, AL4G12620
OG0000561	g16898	AL7G51160
OG0000561	g7907	AL3G11260
OG0000561	g5112, g45694	AL6G26340
OG0000562	g40099	AL4G22860
OG0000562	g797	AL6G33460
OG0000563	g24348, g2664, g37712, g50813	AL4G46650, AL5G45000, AL1G37200
OG0000564	g52272	AL8G20020
