Orthogroup	Cochlearia_excelsa	Capsella_rubella
OG0000262	g24889	XP_006301668.1, XP_023637514.1, XP_006301980.1, XP_006299358.1, XP_006301961.2, XP_023637360.1, XP_023637436.1
OG0000266	g28434, g45026	XP_006279750.2
OG0000267	g15120	XP_023636243.1
OG0000269	g28758	XP_006281238.1
OG0000269	g2910, g2936	XP_006291980.1
OG0000269	g39974	XP_006295138.1
OG0000270	g40880	XP_006302017.1, XP_023642980.1, XP_006300875.1, XP_023644130.1, XP_006300878.1
OG0000277	g50111, g27445, g31888	XP_023644770.1, XP_006302919.1
OG0000278	g14307	XP_006285871.1, XP_023634323.1
OG0000278	g46809, g46812, g46827	XP_006282573.1, XP_006286231.1, XP_006285685.1, XP_006283651.2, XP_006282490.1
OG0000279	g40527, g40528, g40529	XP_006294221.1
OG0000282	g47412	XP_006306137.1, XP_006285218.1, XP_006286276.1
OG0000282	g53736	XP_006285624.1, XP_006285202.1
OG0000283	g22201, g30263, g20011, g19891, g2550, g43075, g53035, g26096, g3992, g52989, g16553, g53516	XP_023633819.1
OG0000283	g18434, g15621, g48271, g41887, g15633	XP_023644223.1
OG0000283	g43830, g43329, g4284, g24671	XP_006279286.2
OG0000285	g47372	XP_023634855.1
OG0000285	g23645	XP_006286160.1
OG0000285	g42046	XP_023643783.1
OG0000286	g44985, g44982, g44984	XP_023642772.1
OG0000286	g52037	XP_023637669.1, XP_023643364.1
OG0000286	g49458	XP_023635611.1
OG0000290	g40830	XP_023644381.1, XP_023642945.1
OG0000290	g32745	XP_023633580.1
OG0000290	g32744	XP_023633339.1
OG0000291	g11641, g53214, g52576, g53200	XP_023641055.1, XP_023642219.1
OG0000291	g6349, g13574	XP_006298781.1
OG0000292	g32988, g18507, g30203, g20814, g438, g12785, g49225, g30202, g473, g12784, g27889, g9642	XP_023637503.1
OG0000294	g25697	XP_023637726.1
OG0000296	g1252, g28701, g28702	XP_006280067.1, XP_006280069.1
OG0000296	g28714	XP_023640928.1, XP_023642636.1, XP_023640932.1
OG0000297	g25175	XP_023634332.1, XP_023633969.1
OG0000298	g41665	XP_006307387.1
OG0000298	g18485, g18491	XP_006305835.1
OG0000298	g50713	XP_006300098.1
OG0000304	g51887	XP_006295453.1, XP_006295599.1, XP_006295455.1
OG0000304	g51897	XP_006281060.1, XP_023642516.1
OG0000305	g53520, g51878	XP_006295765.1, XP_006301907.1
OG0000306	g13807, g46733	XP_006283372.1
OG0000307	g36491	XP_006303618.1, XP_006303691.1, XP_006305982.2
OG0000308	g39732	XP_006282074.1, XP_006282173.1
OG0000308	g11113, g11114	XP_006281683.1
OG0000311	g20487	XP_023633383.1
OG0000313	g23784	XP_023640666.1
OG0000316	g12167, g12172	XP_006300449.1
OG0000316	g12171	XP_006299313.1
OG0000318	g43847	XP_006297043.2, XP_006301027.2, XP_006300756.1, XP_023642916.1
OG0000320	g11616, g38570	XP_023643366.1
OG0000320	g11617	XP_023639625.1
OG0000321	g54159	XP_006279139.1, XP_006307493.1
OG0000321	g28972, g41419	XP_006286795.1
OG0000321	g666	XP_006301274.1
OG0000322	g10751	XP_006280995.1
OG0000322	g26081, g26058	XP_023636104.1, XP_006288761.1
OG0000325	g26947, g49462	XP_006304190.1
OG0000325	g51329	XP_006294968.1
OG0000325	g30904	XP_006306317.1
OG0000325	g51309	XP_006293513.1
OG0000328	g13376	XP_023642080.1, XP_023642081.1
OG0000330	g17997, g17998	XP_006294415.1, XP_006294246.2, XP_006302398.1
OG0000330	g44587	XP_006300480.1
OG0000330	g31719	XP_006305103.1
OG0000331	g25429, g39522	XP_006287904.1
OG0000331	g26892	XP_006305011.1
OG0000331	g6947	XP_006297742.2
OG0000332	g24568, g44176	XP_023643047.1, XP_023644075.1, XP_006300306.1, XP_023643049.1, XP_023643050.1, XP_023642947.1
OG0000334	g43888, g43360	XP_023640809.1
OG0000335	g1956	XP_006291046.1, XP_023637070.1, XP_023638528.1, XP_023635714.1, XP_023638925.1
OG0000336	g31190, g27091, g27095, g31209	XP_006302924.1, XP_006302921.1, XP_006304268.1, XP_006304242.2
OG0000338	g3976, g53104, g4369, g3826	XP_023643347.1
OG0000339	g17631	XP_006286226.1
OG0000339	g17712, g53651	XP_006289633.1
OG0000344	g36278	XP_023633371.1
OG0000345	g29557, g39719	XP_006289613.1, XP_006281260.2
OG0000345	g45514	XP_006289891.1
OG0000345	g26927, g49447, g30863	XP_006303184.2, XP_006288844.1
OG0000346	g2365	XP_006292361.1, XP_006292171.1
OG0000347	g52289	XP_006294736.1
OG0000348	g50668	XP_023639193.1, XP_006293162.2, XP_023637783.1, XP_023638074.1
OG0000349	g1278	XP_023638620.1
OG0000349	g28755, g1676	XP_023639042.1
OG0000350	g13403, g13402	XP_006299022.1, XP_006299133.1, XP_006298980.1, XP_006299285.1, XP_006299855.1
OG0000351	g12309	XP_006299246.2
OG0000351	g36126	XP_023640356.1
OG0000356	g51011	XP_023639414.1
OG0000356	g50999	XP_023639406.1
OG0000357	g32419, g32420, g50521	XP_006305913.1, XP_006305533.1, XP_006304391.1
OG0000358	g36851, g36853, g36855, g36852, g36854	XP_023633697.1
OG0000358	g54187	XP_023634596.1, XP_023634983.1
OG0000358	g11643	XP_006303728.1, XP_023643844.1
OG0000363	g53411, g29745	XP_006292669.1
OG0000364	g37360, g37362, g37913, g17870	XP_006300905.2, XP_023634679.1
OG0000365	g27592	XP_006307227.1
OG0000365	g24049	XP_006285161.1, XP_006285030.1
OG0000365	g50367	XP_023632699.1, XP_006307169.1, XP_023632865.1, XP_006303963.1
OG0000367	g18012	XP_006282948.2
OG0000368	g11421	XP_006292340.1
OG0000369	g4675, g4768, g6892, g51876	XP_006281901.1
OG0000370	g6467	XP_006299592.1, XP_006297713.1
OG0000371	g11614	XP_023633698.1
OG0000374	g7992, g10426, g47443, g1577, g48059, g53145, g36249, g41525, g50024	XP_023634363.1, XP_023644211.1
OG0000375	g24614, g4053, g42670, g42662, g25030, g4718, g35252, g22259, g19614, g24704, g25123, g26727, g11473, g34270, g3460, g26000, g26728, g48279, g35564, g42661, g14340, g53194, g35740, g25090, g26814, g49158, g24703, g25124, g34269, g53637, g22260, g48278, g25031, g26729, g4719, g35251, g24668, g42660, g42669	XP_023644476.1, XP_023633308.1
OG0000376	g41000	XP_006302496.1
OG0000377	g47983	XP_006283585.1
OG0000377	g47982	XP_023643598.1, XP_006302152.1, XP_006283582.1
OG0000377	g16342	XP_023634749.1
OG0000379	g1514	XP_006292510.2
OG0000379	g19165	XP_006292488.1
OG0000380	g19547, g28753	XP_006282038.1
OG0000380	g28797, g28774, g28802	XP_006282003.1, XP_006282276.1
OG0000381	g43972, g18058, g26185	XP_006300414.1
OG0000381	g23603	XP_006295834.2
OG0000382	g44023	XP_006287213.1
OG0000382	g37230	XP_006295761.1
OG0000383	g11293, g11292, g11294	XP_023633577.1, XP_023633611.1, XP_023638622.1
OG0000384	g10911	XP_006281981.1, XP_006281658.1, XP_006281516.1
OG0000386	g50718	XP_006305400.1
OG0000386	g32707	XP_006305849.2
OG0000386	g32710	XP_006305315.1
OG0000388	g13288	XP_006299181.1
OG0000388	g34348, g35026, g34350, g28458, g28439, g35303	XP_023645413.1
OG0000389	g43635, g1338, g1343	XP_006279769.1, XP_023633423.1
OG0000390	g50242	XP_006303659.1, XP_023644768.1
OG0000390	g27516	XP_006307366.1
OG0000391	g46059, g46056	XP_006301868.2
OG0000391	g7432	XP_023642299.1, XP_023641412.1
OG0000392	g47536	XP_006302461.1, XP_006284329.1
OG0000393	g46707, g53730	XP_006286150.1
OG0000394	g27880	XP_006304019.1
OG0000394	g24279	XP_006305900.1
OG0000395	g31494	XP_023645571.1
OG0000395	g6162, g14272	XP_006300202.1
OG0000395	g49902	XP_006307178.2
OG0000396	g16098	XP_023638680.1, XP_023640099.1, XP_023633445.1
OG0000397	g36029, g3758, g12040	XP_006299361.1, XP_006299977.2, XP_006299373.1
OG0000399	g25452	XP_006288715.1
OG0000399	g41120	XP_006301123.2
OG0000402	g9658	XP_006281815.1
OG0000402	g9656	XP_023644261.1
OG0000403	g39649	XP_023641048.1
OG0000404	g11863	XP_023641265.1
OG0000407	g36060, g14938, g43281, g11474, g7650	XP_006303834.1, XP_006304409.1, XP_023640112.1
OG0000409	g32362, g32361	XP_023640959.1
OG0000409	g27666	XP_023645696.1, XP_023646002.1, XP_023632684.1, XP_023637173.1, XP_023644905.1
OG0000409	g50490	XP_023644902.1, XP_023644904.1
OG0000410	g40411	XP_006289684.1, XP_006289723.1
OG0000411	g50674, g6276, g3083, g6257, g6259, g6273, g38385	XP_006295889.1, XP_006296440.1
OG0000412	g45737	XP_023636500.1
OG0000412	g46788	XP_006284008.1
OG0000412	g45009	XP_006300523.1
OG0000412	g6918, g13293	XP_006298020.1
OG0000413	g12223, g12228	XP_006298652.1
OG0000413	g27985	XP_006306130.1
OG0000414	g40900	XP_023643359.1
OG0000414	g13659	XP_006298325.1
OG0000414	g47091	XP_006286225.1
OG0000414	g13408	XP_023641355.1
OG0000415	g20406, g21339, g26299	XP_023639308.1, XP_023634711.1
OG0000419	g51508	XP_023640366.1
OG0000420	g4802, g4813	XP_023637706.1
OG0000421	g39358	XP_006280097.1
OG0000424	g28489	XP_006281244.2
OG0000424	g47623	XP_006284751.1
OG0000424	g36484	XP_006303412.1
OG0000426	g3013, g7095	XP_023645496.1
OG0000426	g40973, g23602	XP_006297631.1, XP_023641943.1
OG0000429	g18956	XP_023638962.1
OG0000429	g2032	XP_023643802.1, XP_023639062.1
OG0000430	g23976, g17311	XP_023633999.1
OG0000430	g13575	XP_006298837.1
OG0000431	g1437	XP_006301332.2
OG0000431	g6194	XP_006306016.2
OG0000432	g555	XP_006304837.1, XP_006304764.1
OG0000432	g24067	XP_006285692.2
OG0000432	g17626	XP_006286118.1
OG0000433	g17099, g17097, g17100, g17096	XP_006285843.1, XP_006286272.1, XP_006282347.1, XP_006284992.1, XP_006285601.1
OG0000434	g36218, g36226, g36221	XP_006285966.1, XP_006285952.1, XP_006285494.1
OG0000436	g19572	XP_006292028.1
OG0000436	g41304	XP_006281290.1
OG0000436	g1293	XP_006281292.1
OG0000436	g19571	XP_006292022.1
OG0000437	g39339, g1080, g28563	XP_023640362.1
OG0000439	g45982, g16494, g44625	XP_006302149.1
OG0000439	g13576	XP_006301807.1
OG0000439	g29695	XP_006285493.1, XP_006286640.1
OG0000442	g37725	XP_023639393.1
OG0000443	g45564	XP_006289984.1
OG0000443	g598	XP_006289091.1
OG0000444	g51246	XP_006294594.1
OG0000444	g2023	XP_006292538.1
OG0000444	g49529	XP_006304792.1
OG0000445	g502, g2678, g19442, g19454, g9989	XP_006288822.1
OG0000446	g1408	XP_023637323.1
OG0000447	g51571	XP_006299325.2, XP_006295174.1, XP_006298737.1, XP_006292003.1
OG0000448	g4323	XP_023638075.1, XP_023638714.1, XP_006292607.1, XP_006292374.1
OG0000448	g10425	XP_006290512.1
OG0000451	g50836	XP_023644131.1, XP_023645318.1
OG0000452	g45250	XP_023643863.1, XP_023643224.1
OG0000457	g7774, g12606, g30872, g12810, g7765	XP_006295201.1
OG0000458	g50497	XP_006303584.1
OG0000460	g12238	XP_006279506.2, XP_023635326.1, XP_023645893.1
OG0000463	g32899	XP_006305314.1
OG0000463	g2874	XP_023638910.1
OG0000466	g25525, g44791, g44879, g17389	XP_023637346.1
OG0000473	g49273	XP_006306997.1, XP_023632753.1
OG0000473	g30720, g1438	XP_023633292.1
OG0000473	g51663	XP_023640613.1
OG0000474	g49450	XP_006306324.1
OG0000474	g50694	XP_023633873.1
OG0000474	g50021	XP_006282137.1
OG0000475	g40945	XP_006302389.1
OG0000476	g37782, g4812, g4800, g4814	XP_006290011.1, XP_006290077.2
OG0000477	g353	XP_006281265.1
OG0000477	g27266	XP_006303395.1
OG0000478	g16066, g16061	XP_006302276.1
OG0000480	g40981	XP_006301968.1
OG0000480	g10730	XP_006292781.1
OG0000481	g44045	XP_006302194.1
OG0000481	g27100	XP_006306441.1
OG0000481	g31232	XP_006307429.1
OG0000483	g10089	XP_006287450.1
OG0000484	g47740	XP_006281550.1
OG0000484	g47741, g47742, g23417	XP_006285734.1, XP_006284215.2
OG0000485	g23902	XP_006285535.1
OG0000485	g23904	XP_006283872.2
OG0000485	g24586, g23899, g23901	XP_006299949.1
OG0000486	g46992, g26157, g46989	XP_006303535.1, XP_006306538.1
OG0000491	g19467	XP_006292831.2
OG0000491	g41553, g11391	XP_006293015.1
OG0000492	g19139, g11288	XP_006292723.1
OG0000492	g37303	XP_023640971.1
OG0000493	g16860	XP_006282518.2, XP_006282935.2, XP_006299208.2, XP_023635052.1, XP_006285278.2
OG0000494	g11331	XP_006297749.1, XP_023638942.1
OG0000495	g17535	XP_023638908.1, XP_023639160.1
OG0000496	g2743	XP_023638299.1
OG0000496	g2744	XP_006290566.1
OG0000497	g12212	XP_006302320.1
OG0000497	g27989	XP_006297793.1, XP_006307670.1, XP_006300238.1, XP_006279086.1
OG0000498	g6058	XP_006299720.2, XP_023641948.1
OG0000498	g6054	XP_023643278.1
OG0000498	g6063	XP_006300189.2
OG0000499	g6742	XP_006299969.1
OG0000500	g46747, g18097, g41800, g18041, g44922, g44926	XP_006302885.1
OG0000501	g50671, g32646	XP_023644931.1
OG0000501	g50679	XP_023644929.1
OG0000501	g40318	XP_023637440.1
OG0000502	g46703, g46704	XP_006282225.1, XP_006285777.2
OG0000502	g37779	XP_006284933.2
OG0000503	g27839, g24639, g23229	XP_023641511.1
OG0000506	g29645, g45471, g28728, g1183, g39280	XP_006298349.1
OG0000509	g24334, g24335	XP_023634870.1, XP_023634869.1, XP_023634868.1, XP_023634998.1
OG0000510	g46683, g46681	XP_006283966.1
OG0000510	g18100	XP_006286126.1
OG0000511	g36452	XP_023644537.1
OG0000513	g27109	XP_006303146.1
OG0000516	g44889, g42659, g42668, g4054, g53638, g3459, g26813	XP_006301381.2
OG0000518	g5308	XP_006287603.1, XP_006287621.1
OG0000519	g8	XP_023633585.1
OG0000520	g51206	XP_006304658.2
OG0000521	g185, g186	XP_006279830.1
OG0000521	g9727	XP_006302848.1, XP_023638609.1
OG0000522	g37317	XP_006295241.1
OG0000522	g13045, g12397, g7487	XP_006298823.1
OG0000523	g51022, g51021	XP_006295556.1
OG0000524	g45181, g45202	XP_006289788.1, XP_006286408.1
OG0000525	g37492, g37493	XP_006294283.1
OG0000525	g52116	XP_023640494.1
OG0000526	g29070	XP_006289134.2, XP_006290101.2, XP_006290128.2, XP_006288398.1
OG0000526	g29071	XP_006289643.1
OG0000529	g51197, g37897	XP_006296483.1, XP_006295994.1
OG0000530	g41237, g890	XP_006281328.1, XP_023644524.1, XP_006281300.1, XP_006281568.2, XP_006281315.1
OG0000533	g14003	XP_006304528.2
OG0000534	g17931	XP_006304953.1
OG0000534	g38275	XP_006285238.1
OG0000535	g2040	XP_023639310.1, XP_006292940.1, XP_023643968.1
OG0000536	g46831	XP_023635045.1
OG0000537	g12430	XP_006299274.1
OG0000537	g37940, g37932, g12429	XP_006299382.1
OG0000538	g10345	XP_023639004.1
OG0000539	g51136	XP_006294711.2
OG0000539	g46875	XP_006295594.1
OG0000540	g39867	XP_006296353.1, XP_006295923.1
OG0000542	g31250	XP_006304044.1
OG0000542	g44098	XP_006302601.1
OG0000542	g49727	XP_006305436.1, XP_006302599.1
OG0000546	g12390	XP_006299219.1
OG0000547	g52123, g37511	XP_006294804.1
OG0000549	g51327	XP_006296071.1
OG0000553	g11687	XP_006298559.1
OG0000554	g14052, g40408, g25607, g25625, g25606, g25632, g25629, g25605, g25619, g25621	XP_006289945.1, XP_006289150.1, XP_006289892.1, XP_006289038.1, XP_006289530.1
OG0000557	g38464	XP_006295774.1
OG0000561	g16898	XP_006283580.2
OG0000561	g7907	XP_006297398.1
OG0000561	g5112, g45694	XP_006287642.1
OG0000562	g40099	XP_023640357.1, XP_023640782.1
OG0000562	g797	XP_006288634.1
OG0000563	g24348, g2664, g37712, g50813	XP_006296217.1, XP_006293091.1, XP_006306408.1
OG0000564	g52272	XP_006295333.1
OG0000565	g33057, g33090, g33065	XP_006295807.2, XP_006289989.2
OG0000565	g27159	XP_006307176.1
OG0000566	g44024, g44018	XP_023643825.1, XP_006301857.1, XP_006301880.2
OG0000567	g32338	XP_006301228.1, XP_006286067.1, XP_006282638.2, XP_006285892.1, XP_006285617.1, XP_023639438.1, XP_006289804.2, XP_006286275.2, XP_006295616.1
OG0000568	g37536	XP_006294336.1
OG0000569	g10717, g18677, g76	XP_006282161.1
OG0000569	g47779	XP_006287683.1
OG0000572	g18462	XP_023645110.1
OG0000573	g40463	XP_006286514.2
OG0000573	g25545	XP_023636527.1
OG0000579	g7906	XP_006298764.1
OG0000579	g9919	XP_006281184.2
OG0000580	g39847	XP_006304411.1, XP_006296287.1
OG0000581	g41399	XP_006286089.1
OG0000581	g720	XP_006289991.2
OG0000582	g19605	XP_006279365.1, XP_006290972.1
OG0000582	g19604	XP_006279379.2
OG0000583	g36635	XP_006306947.1
OG0000583	g46461	XP_006301908.1
OG0000584	g40964	XP_006302364.1
OG0000584	g44179	XP_006305038.1
OG0000587	g2580	XP_006306039.1
OG0000588	g51164	XP_006296522.1
OG0000588	g37885	XP_006293402.1
OG0000588	g51163	XP_006294909.2
OG0000589	g39380	XP_006281068.1
OG0000589	g28509	XP_006286565.1, XP_006288511.2
OG0000591	g23678	XP_006283180.1
OG0000592	g46462	XP_006300599.1
OG0000592	g49988	XP_006306306.1
OG0000592	g23624	XP_006283149.1
OG0000593	g46398	XP_006303021.1
OG0000593	g13318, g11992	XP_023641172.1, XP_023641173.1
OG0000594	g50705	XP_006285487.1
OG0000595	g41726, g40992, g6247	XP_006300900.1, XP_006301531.2, XP_006301074.2, XP_006291424.1
OG0000595	g17988	XP_006302485.1
OG0000596	g38393	XP_006293887.1, XP_006293874.1
OG0000597	g17740, g16321	XP_023634247.1
OG0000598	g27801	XP_006297788.1
OG0000599	g18305	XP_006284805.1
OG0000601	g37413	XP_006291534.2, XP_006303259.1
OG0000602	g12937	XP_023635091.1
OG0000604	g28384	XP_006281071.2
OG0000604	g23738	XP_006282715.2
OG0000605	g39480	XP_006288016.1
OG0000605	g25435	XP_006288028.1
OG0000607	g50152	XP_006306249.1, XP_006295583.1, XP_023639536.1, XP_023640368.1, XP_006285625.2, XP_006295988.1, XP_006296342.1, XP_023640378.1, XP_006296312.1, XP_006296286.1, XP_006281980.1, XP_006303281.1, XP_006304569.1, XP_023633310.1
OG0000609	g6101	XP_006299159.1
OG0000610	g50998	XP_006293928.2
OG0000613	g19206	XP_023638663.1
OG0000613	g12391, g7465, g13062	XP_006297006.1
OG0000613	g5741	XP_006287085.1
OG0000615	g13347	XP_006290636.1
OG0000616	g16963	XP_006282852.1
OG0000616	g31850	XP_006304509.1
OG0000617	g45438	XP_006287716.1
OG0000617	g29704	XP_023636468.1, XP_006289527.2
OG0000618	g5854	XP_006288633.1
OG0000618	g7358	XP_006299992.1
OG0000619	g54384	XP_006303851.2
OG0000620	g40503, g46686	XP_006281703.2, XP_006279816.1, XP_006279831.1, XP_006282404.2, XP_006281945.1
OG0000622	g19196, g37198	XP_006296028.1
OG0000622	g2352	XP_006291953.1
OG0000623	g22949, g47953, g18248	XP_006284367.1
OG0000625	g7245	XP_006298063.2
OG0000625	g54314	XP_023644511.1, XP_006285516.1, XP_006305841.2, XP_006301562.1, XP_006303103.2
OG0000626	g31431	XP_006307305.1
OG0000627	g44133	XP_006300628.2
OG0000628	g23152	XP_023633722.1, XP_023635373.1
OG0000628	g47857	XP_006285227.2
OG0000630	g36932, g52937, g16337	XP_023644444.1
OG0000630	g32582, g35860, g43698, g53738, g13548, g23500, g11659, g1698, g52938	XP_006305364.1
OG0000633	g50324	XP_023632827.1, XP_023632831.1
OG0000635	g830	XP_006282092.1
OG0000636	g28768, g1290	XP_006281389.1
OG0000636	g49733, g14247	XP_023639231.1, XP_023634554.1, XP_006306379.1, XP_006301929.1, XP_006301392.1
OG0000637	g2921	XP_006291822.1
OG0000637	g19186	XP_006291831.1
OG0000638	g1289	XP_023640155.1
OG0000638	g2922	XP_006292540.1, XP_006291954.1
OG0000639	g1837	XP_006290834.1
OG0000639	g52299, g37652	XP_006293934.1
OG0000640	g17009	XP_006285219.1, XP_006285056.1, XP_023635259.1
OG0000641	g23476, g17007	XP_006284576.2
OG0000642	g37665, g37664	XP_023640852.1
OG0000642	g38249	XP_006293455.1
OG0000643	g7477, g12395, g29845	XP_023635831.1, XP_006299411.2
OG0000644	g17492	XP_006286222.2
OG0000645	g31077	XP_006292190.1
OG0000645	g34398	XP_006286025.1, XP_006282777.1
OG0000646	g19197, g2358	XP_006291609.1
OG0000647	g26908	XP_006296839.2
OG0000649	g27399, g31749, g50029	XP_006305339.1
OG0000649	g6901	XP_006297909.2
OG0000650	g6843	XP_006300262.2
OG0000650	g23142	XP_006285576.1
OG0000652	g12661	XP_006300073.1
OG0000652	g5008, g5012	XP_023637148.1, XP_023637147.1, XP_006289583.1
OG0000653	g11148, g37743	XP_023640451.1
OG0000655	g51449, g37082, g7149	XP_006295085.1
OG0000655	g32425	XP_006298665.1, XP_023645207.1
OG0000656	g10673	XP_006290597.1
OG0000656	g31492	XP_006305938.1
OG0000658	g9960	XP_006289159.2
OG0000658	g485, g484	XP_006288708.1, XP_006289654.2
OG0000661	g37733, g50833	XP_006293931.1
OG0000661	g30793	XP_006306147.1
OG0000661	g39558	XP_006287360.1
OG0000663	g27410	XP_006294924.1, XP_006303329.1
OG0000663	g46124, g44549	XP_006300334.1
OG0000665	g54257, g28014, g13252, g36560	XP_006303766.1
OG0000667	g1892, g18715, g37597	XP_023638319.1, XP_006288849.1
OG0000669	g32732, g40273	XP_006305745.1, XP_006288747.2, XP_023644817.1
OG0000670	g1443	XP_023638066.1
OG0000671	g25667	XP_006286853.1, XP_006289988.1
OG0000673	g30919, g30920	XP_006304823.1
OG0000674	g13131	XP_006289129.1, XP_006282029.1
OG0000678	g5478, g5477, g5483, g5481	XP_023635724.1, XP_006282953.1
