Orthogroup	Cochlearia_excelsa	Cardamine_hirsuta
OG0000377	g47982	CARHR058550, CARHR058530, CARHR058590, CARHR245740
OG0000377	g22842	CARHR245730
OG0000379	g1514	CARHR144670
OG0000379	g19165	CARHR164050
OG0000380	g19547, g28753	CARHR157270
OG0000380	g28797, g28774, g28802	CARHR036840, CARHR118680, CARHR285940, CARHR183820, CARHR273750, CARHR273860
OG0000381	g43972, g18058, g26185	CARHR072160, CARHR072170
OG0000381	g23603	CARHR079970
OG0000382	g44023	CARHR250680, CARHR250610
OG0000382	g37230	CARHR131810
OG0000383	g11293, g11292, g11294	CARHR164490, CARHR164480
OG0000384	g10911	CARHR174500, CARHR174480, CARHR174510
OG0000386	g32707	CARHR033250
OG0000386	g32710	CARHR033280, CARHR033290, CARHR292740
OG0000388	g13288	CARHR092870
OG0000388	g34348, g35026, g34350, g28458, g28439, g35303	CARHR267450
OG0000388	g6787	CARHR095050
OG0000389	g43635, g1338, g1343	CARHR179630, CARHR179650, CARHR274280, CARHR274270, CARHR270410, CARHR105990, CARHR152840, CARHR152780, CARHR270430, CARHR270420, CARHR270400, CARHR270450
OG0000390	g50242	CARHR022730
OG0000390	g27516	CARHR022720
OG0000391	g46059, g46056	CARHR066340, CARHR066300, CARHR066320, CARHR066310, CARHR066330, CARHR066290, CARHR066360
OG0000391	g7432	CARHR084950
OG0000392	g47536	CARHR185400, CARHR216970, CARHR232710
OG0000393	g46706	CARHR263220
OG0000395	g31494	CARHR014460
OG0000396	g16098	CARHR119440
OG0000397	g6928	CARHR106550, CARHR107430
OG0000397	g36029, g3758, g12040	CARHR293580, CARHR107440, CARHR107420
OG0000399	g31165	CARHR009120
OG0000402	g9656	CARHR289020
OG0000403	g39649	CARHR251840
OG0000404	g38491	CARHR170770
OG0000404	g23783, g23221	CARHR235030
OG0000405	g45239	CARHR275230
OG0000406	g1291, g2920	CARHR123820, CARHR154410
OG0000407	g36060, g14938, g43281, g11474, g7650	CARHR005930, CARHR002610, CARHR002600, CARHR025430, CARHR142610
OG0000407	g3821	CARHR142620
OG0000409	g32362, g32361	CARHR028100
OG0000409	g27666	CARHR028090
OG0000409	g50490	CARHR028080, CARHR028050
OG0000410	g40411	CARHR253620
OG0000411	g50674, g6276, g3083, g6257, g6259, g6273, g38385	CARHR117550, CARHR117600
OG0000412	g45737	CARHR196640
OG0000412	g46788	CARHR215260
OG0000412	g45009	CARHR292180
OG0000412	g6918, g13293	CARHR093170
OG0000413	g12223, g12228	CARHR088360, CARHR088350
OG0000413	g27985	CARHR044870
OG0000414	g40900	CARHR049420
OG0000414	g13659	CARHR105130, CARHR106410
OG0000414	g47091	CARHR221890
OG0000414	g13408	CARHR098010
OG0000415	g20406, g21339, g26299	CARHR286360
OG0000420	g4802, g4813	CARHR201040
OG0000421	g39358	CARHR265630
OG0000424	g28489	CARHR267950
OG0000424	g47623	CARHR234870
OG0000424	g36484	CARHR041080
OG0000424	g11899	CARHR096480
OG0000425	g5590	CARHR160300, CARHR160320
OG0000426	g40973, g23602	CARHR182090
OG0000428	g41816, g34488	CARHR292240
OG0000429	g1975, g1976	CARHR054890
OG0000429	g18956	CARHR168810
OG0000429	g2032	CARHR168790
OG0000430	g23976, g17311	CARHR228790
OG0000430	g13575	CARHR103290
OG0000431	g1437	CARHR052800
OG0000432	g555	CARHR038790, CARHR038780, CARHR038820
OG0000432	g24067	CARHR227030, CARHR227040, CARHR227060, CARHR227020
OG0000433	g17099, g17097, g17100, g17096	CARHR234790, CARHR289420, CARHR234800, CARHR289410, CARHR058020
OG0000434	g36218, g36226, g36221	CARHR291870
OG0000434	g6231	CARHR243780, CARHR243790
OG0000436	g19572	CARHR154360
OG0000436	g41304	CARHR273490
OG0000436	g1293	CARHR273500
OG0000436	g19571	CARHR154370
OG0000437	g39339, g1080, g28563	CARHR233780
OG0000439	g45982, g16494, g44625	CARHR064690
OG0000439	g29695	CARHR179040, CARHR206880
OG0000442	g37725	CARHR142770
OG0000443	g23276	CARHR240310
OG0000443	g45564	CARHR202110
OG0000443	g598	CARHR188110
OG0000444	g51246	CARHR125020
OG0000444	g2023	CARHR169860
OG0000444	g49529	CARHR005540
OG0000445	g502, g2678, g19442, g19454, g9989	CARHR189790
OG0000446	g1408	CARHR190880
OG0000446	g21423	CARHR107640, CARHR189230
OG0000447	g51571	CARHR130390, CARHR206830, CARHR086060
OG0000448	g4323	CARHR292580, CARHR292570
OG0000448	g10425	CARHR292620
OG0000451	g50836	CARHR052700
OG0000452	g45250	CARHR048290, CARHR048270
OG0000457	g7774, g12606, g30872, g12810, g7765	CARHR078580, CARHR127370, CARHR003820
OG0000458	g50497	CARHR028400
OG0000459	g17375	CARHR108900
OG0000459	g54231, g33385	CARHR122200
OG0000460	g12238	CARHR270190, CARHR233890, CARHR044990
OG0000462	g47359	CARHR227560, CARHR254740
OG0000463	g32899	CARHR287270
OG0000463	g2874	CARHR155320
OG0000463	g27874	CARHR155300
OG0000466	g32989, g31982	CARHR284350
OG0000468	g6609	CARHR138360, CARHR134110, CARHR130500
OG0000468	g37276	CARHR134120, CARHR134100
OG0000469	g1996, g10969, g40576, g47280, g17461	CARHR176200, CARHR225580, CARHR169080
OG0000470	g17411, g17424	CARHR240060
OG0000472	g4134	CARHR037060
OG0000473	g49273	CARHR000130
OG0000473	g30720, g1438	CARHR000120
OG0000473	g51663	CARHR131820
OG0000474	g49450	CARHR003630
OG0000474	g39721	CARHR180040
OG0000474	g50694	CARHR110220, CARHR252030, CARHR110210
OG0000475	g40945	CARHR050610
OG0000476	g37782, g4812, g4800, g4814	CARHR186490, CARHR186690
OG0000477	g353	CARHR276320
OG0000477	g27266	CARHR014840
OG0000480	g40981	CARHR144760, CARHR144790, CARHR052230
OG0000480	g10730	CARHR144770, CARHR144750
OG0000481	g44045	CARHR284150
OG0000481	g27100	CARHR010120
OG0000481	g31232	CARHR010110
OG0000483	g10980, g10092, g10089	CARHR187250, CARHR187260
OG0000484	g47741, g47742, g23417	CARHR238190
OG0000485	g23902	CARHR230730
OG0000485	g17267	CARHR230700
OG0000485	g23904	CARHR230710
OG0000485	g24586, g23899, g23901	CARHR149360
OG0000486	g46992, g26157, g46989	CARHR019430, CARHR019400, CARHR019410, CARHR189080, CARHR104640
OG0000491	g19467	CARHR157080
OG0000491	g11391	CARHR157090, CARHR157100
OG0000492	g19139, g11288	CARHR164620
OG0000492	g37303	CARHR133660
OG0000494	g11331	CARHR162140
OG0000495	g17535	CARHR065140, CARHR154580
OG0000495	g44613, g45954	CARHR065150, CARHR056910
OG0000495	g53091	CARHR262730, CARHR066640, CARHR066630, CARHR066650
OG0000496	g2743	CARHR156440, CARHR156430, CARHR156450
OG0000496	g19502	CARHR156420
OG0000496	g2744	CARHR156460
OG0000497	g12212	CARHR065650
OG0000497	g27989	CARHR088730, CARHR044630
OG0000498	g6058	CARHR107780, CARHR107790
OG0000498	g6054	CARHR107800
OG0000499	g6741	CARHR096070
OG0000501	g50671, g32646	CARHR032270
OG0000501	g50679	CARHR032280
OG0000501	g40318	CARHR256030
OG0000502	g46703, g46704	CARHR262940, CARHR263150, CARHR263140
OG0000502	g37779	CARHR263120
OG0000506	g29645, g45471, g28728, g1183, g39280	CARHR272250, CARHR132920, CARHR107490, CARHR206050
OG0000509	g24336	CARHR215530
OG0000509	g24334, g24335	CARHR223020
OG0000510	g46683, g46681	CARHR261860, CARHR261870
OG0000510	g18100	CARHR261890, CARHR261880
OG0000511	g36452	CARHR267150
OG0000516	g44889, g42659, g42668, g4054, g53638, g3459, g26813	CARHR060200
OG0000518	g28419	CARHR266510
OG0000518	g5308	CARHR200680
OG0000519	g8	CARHR053020
OG0000520	g51206	CARHR012950, CARHR035990, CARHR182820
OG0000520	g27193	CARHR035980
OG0000520	g49843	CARHR012960
OG0000521	g185, g186	CARHR278990, CARHR278980
OG0000521	g9727	CARHR278970
OG0000522	g37317	CARHR134240
OG0000522	g13045, g12397, g7487	CARHR083900
OG0000523	g51022, g51021	CARHR117130, CARHR117100, CARHR117080, CARHR117060
OG0000523	g54031	CARHR239580
OG0000524	g45181, g45202	CARHR254550, CARHR254600, CARHR254540
OG0000525	g37492, g37493	CARHR138330
OG0000526	g29070	CARHR194280
OG0000526	g29071	CARHR194270
OG0000529	g51197, g37897	CARHR123630
OG0000530	g41237, g890	CARHR265700, CARHR265680, CARHR265710, CARHR265690
OG0000533	g14003	CARHR286630
OG0000535	g2040	CARHR168410, CARHR168430, CARHR168400, CARHR168420
OG0000536	g46831	CARHR215920, CARHR215900
OG0000537	g12430	CARHR082530
OG0000537	g37940, g37932, g12429	CARHR082540
OG0000538	g10345	CARHR153120
OG0000539	g46875	CARHR122630, CARHR122640
OG0000540	g39867	CARHR124720
OG0000542	g31250	CARHR010580
OG0000542	g44098	CARHR053260
OG0000542	g49727	CARHR024780, CARHR063060
OG0000543	g11013	CARHR177540
OG0000543	g18472	CARHR177670
OG0000544	g47326	CARHR200550
OG0000544	g36111, g47327	CARHR152800, CARHR226650, CARHR225340
OG0000546	g12390	CARHR283630
OG0000547	g52123, g37511	CARHR138750, CARHR138760
OG0000548	g36985	CARHR001950
OG0000549	g51324, g39784	CARHR127300
OG0000549	g51327	CARHR126970
OG0000553	g11687	CARHR101180
OG0000554	g14052, g40408, g25607, g25625, g25606, g25632, g25629, g25605, g25619, g25621	CARHR253710, CARHR253700, CARHR253730, CARHR253720
OG0000557	g38464	CARHR292760, CARHR285920
OG0000557	g50928, g50931, g50935, g50932	CARHR257100, CARHR292750
OG0000561	g16898	CARHR263090
OG0000561	g45694	CARHR197820
OG0000562	g40099	CARHR120180
OG0000562	g797	CARHR191090, CARHR155630
OG0000563	g24348, g2664, g37712, g50813	CARHR172580, CARHR124610, CARHR023850
OG0000564	g1879	CARHR171400
OG0000564	g52272	CARHR140950
OG0000565	g33057, g33090, g33065	CARHR011880
OG0000565	g27159	CARHR011870
OG0000566	g18132, g16748	CARHR292650, CARHR181100, CARHR181080
OG0000567	g32338	CARHR221740, CARHR054030, CARHR145790, CARHR145270, CARHR215390, CARHR146690
OG0000569	g10717, g18677, g76	CARHR280390
OG0000569	g47779	CARHR239210
OG0000572	g18462	CARHR180450
OG0000573	g40463	CARHR252440
OG0000573	g25545	CARHR252450
OG0000579	g7906	CARHR076040
OG0000579	g433	CARHR274900
OG0000580	g39847	CARHR005640, CARHR124970
OG0000581	g41399	CARHR192260
OG0000581	g720	CARHR192270
OG0000582	g17977	CARHR117250, CARHR191110
OG0000582	g19605	CARHR151600
OG0000583	g36635	CARHR043730
OG0000583	g27359	CARHR017500
OG0000583	g46461	CARHR072060
OG0000584	g40964	CARHR050810
OG0000584	g44179	CARHR035310, CARHR181990
OG0000588	g51164	CARHR122770
OG0000588	g37885	CARHR122760
OG0000588	g51163	CARHR122730, CARHR122750
OG0000589	g39380	CARHR268550
OG0000589	g28961	CARHR192820
OG0000589	g28509	CARHR192830
OG0000591	g23678, g47594	CARHR234300
OG0000592	g46462	CARHR072070
OG0000592	g49988	CARHR017490
OG0000592	g23624	CARHR235230
OG0000593	g46398	CARHR071420
OG0000593	g13318, g11992	CARHR094130, CARHR034950
OG0000594	g50705	CARHR237180, CARHR237160
OG0000595	g41726, g40992, g6247	CARHR051830, CARHR037390, CARHR051860
OG0000595	g17988	CARHR067250
OG0000596	g38393	CARHR117940
OG0000596	g52644	CARHR146750
OG0000597	g17740, g16321	CARHR220380, CARHR152270, CARHR220390
OG0000597	g24549	CARHR220370
OG0000598	g27801	CARHR243420
OG0000598	g7814	CARHR245210
OG0000599	g18305	CARHR112530, CARHR247520
OG0000600	g12549	CARHR079960, CARHR002150
OG0000600	g53288, g7700	CARHR186280
OG0000601	g44058	CARHR283890
OG0000601	g37413	CARHR136930
OG0000602	g12937	CARHR081300
OG0000604	g28384	CARHR283550
OG0000605	g39480	CARHR249080
OG0000605	g25435	CARHR249940
OG0000609	g6101	CARHR293370
OG0000613	g19206	CARHR163070
OG0000613	g5741	CARHR272090
OG0000614	g36969, g37007	CARHR064250
OG0000615	g25928	CARHR071980
OG0000615	g13347	CARHR152220, CARHR152190
OG0000616	g16963	CARHR239010, CARHR239000
OG0000616	g31850	CARHR018510
OG0000617	g45438	CARHR207350
OG0000617	g29704	CARHR207330, CARHR207340, CARHR194090
OG0000618	g5854	CARHR212110
OG0000618	g7358	CARHR086290
OG0000619	g54384	CARHR045880
OG0000620	g40503, g46686	CARHR178290
OG0000620	g11041	CARHR178270
OG0000621	g14112	CARHR167990, CARHR167960, CARHR167970
OG0000624	g52128	CARHR099610
OG0000624	g38222	CARHR099620
OG0000625	g13165, g7245	CARHR087960
OG0000626	g31431	CARHR013440, CARHR013430
OG0000626	g23320	CARHR239390
OG0000627	g44133	CARHR288930
OG0000628	g23152	CARHR183040
OG0000630	g36932, g52937, g16337	CARHR216750
OG0000630	g53738	CARHR056780
OG0000635	g830	CARHR274450
OG0000636	g28768	CARHR273430
OG0000636	g49733, g14247	CARHR219360, CARHR219410
OG0000637	g2921	CARHR154420
OG0000637	g19186	CARHR163540
OG0000638	g1289	CARHR273400
OG0000638	g2922	CARHR154430, CARHR154440
OG0000639	g1837	CARHR171910
OG0000639	g52299, g37652	CARHR141530
OG0000640	g17009	CARHR237070, CARHR237080, CARHR237090, CARHR237060, CARHR237050
OG0000641	g13897, g23476, g17007	CARHR237140
OG0000642	g37665, g37664	CARHR107710, CARHR141740, CARHR141750
OG0000642	g38249	CARHR141710
OG0000643	g7477, g12395, g29845	CARHR210330
OG0000644	g17492	CARHR220240, CARHR220250, CARHR220260
OG0000645	g34398	CARHR182440, CARHR007570, CARHR007560
OG0000646	g19197, g2358	CARHR163320
OG0000646	g38064	CARHR131690, CARHR131680
OG0000647	g26908	CARHR061100
OG0000649	g27399, g31749, g50029	CARHR018660
OG0000649	g6901	CARHR093430
OG0000650	g6843	CARHR094440
OG0000650	g23142	CARHR242100
OG0000652	g5008, g5012	CARHR196180
OG0000653	g11148, g37743	CARHR173130
OG0000655	g32425	CARHR128570, CARHR089580, CARHR029430
OG0000656	g10673	CARHR145570
OG0000656	g31492	CARHR014420, CARHR014410
OG0000657	g46524	CARHR247170
OG0000657	g12455	CARHR112600, CARHR242450, CARHR174350, CARHR174920, CARHR174960, CARHR174370, CARHR256250, CARHR146520
OG0000657	g43100	CARHR185080
OG0000658	g485, g484	CARHR190190, CARHR190140, CARHR190130
OG0000660	g28538	CARHR270000
OG0000660	g28539	CARHR269440
OG0000661	g37733, g50833	CARHR142960
OG0000661	g30793	CARHR002110
OG0000661	g39558	CARHR250520
OG0000663	g27410	CARHR019160
OG0000663	g46124, g44549	CARHR067220, CARHR067200
OG0000665	g54257, g28014, g13252, g36560	CARHR042410
OG0000669	g32732, g40273	CARHR033420, CARHR023140, CARHR260800
OG0000670	g1443	CARHR147930
OG0000671	g25667	CARHR254040, CARHR255750, CARHR254030, CARHR256630
OG0000672	g48922	CARHR254830
OG0000673	g30919, g30920	CARHR004710
OG0000674	g13131	CARHR086550, CARHR179580
OG0000678	g5478, g5477, g5483, g5481	CARHR256110
OG0000680	g23019	CARHR243530
OG0000680	g1753, g13730	CARHR058460, CARHR058470
OG0000680	g37974	CARHR072260
OG0000680	g32394	CARHR028630
OG0000681	g36563, g54263	CARHR042500
OG0000682	g37077, g37094, g6394, g45137, g37420	CARHR102980
OG0000683	g10368	CARHR152320
OG0000683	g12697	CARHR075950
OG0000684	g18931	CARHR169120, CARHR169130
OG0000684	g18930, g1998	CARHR169140
OG0000685	g12753	CARHR076460
OG0000685	g46730, g18086	CARHR288730
OG0000685	g932	CARHR266960
OG0000686	g50336	CARHR024890
OG0000687	g53790	CARHR035720
OG0000690	g18149, g23193	CARHR193410
OG0000691	g5081	CARHR197480
OG0000691	g7879, g6216	CARHR076360
OG0000693	g51261, g51258, g39834	CARHR217570
OG0000694	g47095	CARHR222000, CARHR222010, CARHR222020
OG0000695	g17578	CARHR222930
OG0000695	g18804	CARHR140390
OG0000696	g2629	CARHR158250
OG0000696	g40738	CARHR046260
OG0000696	g47643	CARHR235440
OG0000697	g860, g862	CARHR259980, CARHR273710
OG0000697	g41317, g41316, g41315, g28789	CARHR273700, CARHR273720
OG0000699	g51991	CARHR113180
OG0000700	g28045, g28051	CARHR041140, CARHR040730, CARHR040740, CARHR040770
OG0000701	g45114	CARHR217550, CARHR081310, CARHR110830
OG0000701	g53817	CARHR261780
OG0000702	g52005	CARHR136870
OG0000702	g2106	CARHR167690
OG0000703	g37337	CARHR134810
OG0000703	g19066, g19065	CARHR165850
OG0000704	g4789, g10133	CARHR148820, CARHR186220
OG0000705	g37342	CARHR134970
OG0000705	g13022, g7512	CARHR207500
OG0000706	g50800	CARHR142210
OG0000706	g45222	CARHR250190
OG0000707	g52160, g37530	CARHR139290
OG0000707	g10812	CARHR143780
OG0000708	g12089	CARHR091640
OG0000708	g12085, g12088, g12084, g12086, g12087, g12083	CARHR091670
OG0000709	g22655	CARHR104030, CARHR289190, CARHR032540, CARHR260230, CARHR177560
OG0000711	g44311	CARHR117990, CARHR135270, CARHR052870
OG0000713	g4632, g39532	CARHR115840, CARHR218140, CARHR100910
OG0000714	g51082, g51084, g28179	CARHR121140
OG0000716	g36715	CARHR045160
OG0000716	g54319	CARHR088130, CARHR109560, CARHR270140
OG0000717	g31518	CARHR014750
OG0000717	g45812	CARHR062810
OG0000718	g16643	CARHR147210
OG0000719	g1309	CARHR264890
OG0000719	g41199, g41183, g41184	CARHR264860
OG0000719	g1310	CARHR264870
OG0000720	g18725, g18726, g18727, g18724	CARHR173010, CARHR173020, CARHR173030, CARHR289920, CARHR052460
OG0000721	g6096	CARHR106100, CARHR010900
OG0000723	g1518, g1520	CARHR144900, CARHR144920
OG0000724	g30842, g49434	CARHR215740, CARHR057480
OG0000726	g4059	CARHR061990
OG0000726	g44626	CARHR062010, CARHR061980
OG0000728	g45753	CARHR195640, CARHR195650
OG0000729	g53541	CARHR120010
OG0000730	g46550	CARHR073700
OG0000730	g39816	CARHR125870
OG0000730	g31624	CARHR016430
OG0000732	g587	CARHR188230, CARHR188240
OG0000732	g9735	CARHR032980
OG0000736	g50687, g39240	CARHR285660, CARHR285680, CARHR285670
OG0000737	g39592	CARHR250860
OG0000737	g49396	CARHR041260, CARHR041250, CARHR002310
OG0000738	g29827	CARHR209610
OG0000738	g19214	CARHR162810
OG0000740	g46440	CARHR071770
OG0000740	g32883, g27873	CARHR034110
OG0000740	g40242	CARHR260010
OG0000741	g46133, g44537	CARHR067530
OG0000744	g18713	CARHR171600
OG0000745	g47697	CARHR237310
OG0000745	g23710	CARHR233760
OG0000746	g18426	CARHR180110
OG0000747	g49388, g30789, g26898	CARHR002060
OG0000748	g17396, g44135, g44131	CARHR052680
OG0000749	g10211	CARHR287780, CARHR293620, CARHR058410, CARHR185450, CARHR287790, CARHR070510
OG0000749	g4581	CARHR182500
OG0000750	g23088, g23092	CARHR272930, CARHR289130, CARHR237650
OG0000751	g16954, g25974	CARHR050880
OG0000753	g4925	CARHR194700
OG0000761	g14408, g6195	CARHR153870
OG0000761	g19417	CARHR157970
OG0000762	g12773	CARHR077420
OG0000763	g5274	CARHR200050
OG0000763	g29359	CARHR256530
OG0000764	g38506	CARHR113440
OG0000764	g29511	CARHR203120
OG0000764	g22739	CARHR246900
OG0000766	g28866, g807	CARHR190930
OG0000766	g3089	CARHR151390
OG0000767	g5584	CARHR206280, CARHR206290
OG0000767	g5583, g1670	CARHR206310, CARHR206300
OG0000769	g31589	CARHR015830
OG0000769	g38177, g9749	CARHR262170
OG0000770	g31913, g50129	CARHR294240
OG0000771	g19649	CARHR184510, CARHR281010
OG0000771	g11359, g19349	CARHR160230
OG0000772	g41820	CARHR059020
OG0000772	g46750	CARHR284420
OG0000773	g38515	CARHR112960
OG0000774	g6414	CARHR167920, CARHR039700, CARHR101300
OG0000774	g47581	CARHR233870, CARHR270200
OG0000775	g27461	CARHR020950, CARHR020940
OG0000777	g36973	CARHR068640, CARHR075660
OG0000777	g12736	CARHR075670
OG0000781	g37867, g37860, g37868	CARHR122410
OG0000782	g24567	CARHR220190
OG0000782	g49502	CARHR005000
OG0000783	g51317, g51340, g51316	CARHR120790
OG0000784	g50452, g50492	CARHR027720
OG0000786	g706	CARHR192670, CARHR229290
OG0000787	g1090	CARHR270610
OG0000787	g23718	CARHR233660
OG0000787	g11321	CARHR162710
OG0000788	g18150	CARHR241370
OG0000788	g29776	CARHR208570
OG0000789	g37224	CARHR131970, CARHR163640
OG0000790	g44868	CARHR060630
OG0000790	g32229	CARHR026400, CARHR026410
OG0000791	g31729	CARHR018380
OG0000793	g12159	CARHR089880
OG0000793	g54285	CARHR043540
OG0000793	g52074	CARHR137740
OG0000794	g10410	CARHR286780
OG0000795	g44749	CARHR025100, CARHR062570, CARHR151920
OG0000796	g10608	CARHR146710, CARHR013700
OG0000796	g32196	CARHR025970
OG0000797	g2808	CARHR155650
OG0000799	g36525	CARHR042010
OG0000799	g36524	CARHR041990
OG0000801	g1754	CARHR172930
OG0000801	g39542	CARHR250310
OG0000802	g19102	CARHR060750
OG0000803	g38223, g37478	CARHR139000, CARHR139010
OG0000803	g37524	CARHR139020
OG0000804	g7507, g2527	CARHR083620, CARHR083610
OG0000813	g54336	CARHR058000, CARHR069520
OG0000814	g27166	CARHR011920
OG0000816	g39401	CARHR268100, CARHR234780
OG0000817	g29708	CARHR207460
OG0000817	g13113	CARHR085850
OG0000818	g5834	CARHR211910
OG0000818	g5833	CARHR211900
OG0000822	g17563, g47178, g24266	CARHR223250
OG0000822	g24320, g47203	CARHR224000
OG0000823	g24626, g6994	CARHR171480
OG0000824	g11934	CARHR095720, CARHR095740, CARHR284770, CARHR095730
OG0000825	g6958	CARHR092500
OG0000826	g31014	CARHR006340
OG0000826	g31013	CARHR006320
