Orthogroup	Rorippa_islandica	Raphanus_sativus
OG0000078	Roisl.0210s1509.1.p, Roisl.0210s1512.1.p, Roisl.0210s1510.1.p, Roisl.0210s1507.1.p, Roisl.0210s1503.1.p, Roisl.0210s1513.1.p	XP_018468001.1, XP_018475082.1, XP_018467409.1, XP_018475059.1, XP_018475741.1, XP_018474955.1, XP_018475088.1, XP_018474996.1
OG0000079	Roisl.0006s0141.1.p	XP_018467163.1, XP_018470051.1
OG0000079	Roisl.0001s0523.1.p, Roisl.0115s0647.1.p, Roisl.0006s0142.1.p	XP_018482195.1
OG0000081	Roisl.0206s0028.1.p, Roisl.0036s0071.1.p, Roisl.0209s0160.1.p, Roisl.0038s0020.1.p, Roisl.0020s0165.1.p	XP_018463440.1, XP_018467536.1, XP_018436146.1
OG0000081	Roisl.0184s0010.1.p, Roisl.0010s0050.1.p, Roisl.0003s0246.1.p, Roisl.0031s0106.1.p, Roisl.0001s0536.1.p, Roisl.0050s0003.1.p	XP_018448853.1, XP_018446553.1, XP_018453862.1, XP_018491908.1, XP_018490120.1, XP_018463484.1, XP_018462409.1
OG0000081	Roisl.0046s0697.1.p	XP_018480171.1
OG0000082	Roisl.0020s0102.1.p	XP_018458065.1
OG0000083	Roisl.0209s0532.1.p	XP_018476684.1, XP_018458977.1
OG0000084	Roisl.0214s0736.1.p	XP_018479567.1, XP_018461657.1, XP_018435980.1
OG0000086	Roisl.0024s0030.1.p, Roisl.0209s0075.1.p	XP_018445028.1, XP_018459504.1
OG0000089	Roisl.0210s2052.1.p	XP_018477697.1, XP_018484582.1
OG0000089	Roisl.0024s0139.1.p	XP_018492627.1, XP_018440532.1
OG0000089	Roisl.0082s0748.1.p	XP_018440871.1
OG0000089	Roisl.0210s0950.1.p	XP_018476501.1, XP_018446020.1
OG0000089	Roisl.0012s0263.1.p	XP_018439894.1, XP_018456689.1, XP_018457306.1, XP_018483831.1
OG0000089	Roisl.0004s0314.1.p	XP_018446239.1, XP_018463490.1
OG0000090	Roisl.0184s0229.1.p	XP_018474003.1
OG0000090	Roisl.0020s0036.1.p	XP_018453787.1
OG0000090	Roisl.0053s0434.1.p, Roisl.0115s0613.1.p, Roisl.0013s0212.1.p, Roisl.0005s0146.1.p, Roisl.0213s0677.1.p, Roisl.0055s0040.1.p, Roisl.0184s0124.1.p, Roisl.0209s0078.1.p, Roisl.0188s0027.1.p, Roisl.0210s2141.1.p, Roisl.0189s0077.1.p, Roisl.0048s0025.1.p, Roisl.0214s0266.1.p, Roisl.0037s0059.1.p, Roisl.0189s0230.1.p, Roisl.0029s0078.1.p, Roisl.0209s0509.1.p, Roisl.0214s0183.1.p, Roisl.0045s0052.1.p, Roisl.0214s0234.1.p, Roisl.0214s0277.1.p, Roisl.0209s0077.1.p	XP_018439216.1
OG0000091	Roisl.0209s0420.1.p	XP_018439296.1
OG0000091	Roisl.0209s0474.1.p	XP_018434208.1
OG0000091	Roisl.0209s0427.1.p	XP_018436152.1
OG0000091	Roisl.0070s0019.1.p, Roisl.0210s1772.1.p, Roisl.0210s1773.1.p	XP_018474898.1, XP_018446823.1
OG0000091	Roisl.0209s0428.1.p	XP_018440736.1
OG0000091	Roisl.0209s0470.1.p	XP_018476976.1
OG0000092	Roisl.0056s0047.1.p, Roisl.0056s0055.1.p, Roisl.0115s0570.1.p	XP_018455197.1
OG0000092	Roisl.0004s0347.1.p, Roisl.0015s0053.1.p, Roisl.0191s0468.1.p, Roisl.0032s0098.1.p	XP_018466778.1, XP_018463579.1, XP_018473620.1, XP_018443579.1, XP_018435657.1, XP_018488019.1, XP_018488020.1, XP_018479259.1, XP_018479902.1
OG0000095	Roisl.0214s0044.1.p, Roisl.0214s0043.1.p	XP_018478409.1, XP_018478874.1
OG0000095	Roisl.0214s0042.1.p	XP_018479774.1, XP_018464217.1, XP_018479773.1
OG0000095	Roisl.0027s0067.1.p, Roisl.0214s0005.1.p, Roisl.0214s0003.1.p, Roisl.0214s0031.1.p, Roisl.0214s0037.1.p	XP_018458821.1, XP_018482330.1
OG0000096	Roisl.0074s0977.1.p	XP_018466022.1
OG0000096	Roisl.0029s0028.1.p, Roisl.0046s0939.1.p, Roisl.0046s0941.1.p, Roisl.0046s0938.1.p, Roisl.0046s0937.1.p	XP_018462071.1
OG0000097	Roisl.0023s0058.1.p, Roisl.0027s0058.1.p, Roisl.0184s0001.1.p, Roisl.0075s0145.1.p	XP_018465971.1
OG0000097	Roisl.0185s0004.1.p, Roisl.0063s0044.1.p	XP_018461688.1, XP_018479564.1, XP_018443677.1, XP_018453668.1, XP_018487712.1, XP_018454015.1, XP_018435942.1, XP_018479474.1, XP_018465550.1, XP_018473967.1
OG0000097	Roisl.0041s0023.1.p, Roisl.0020s0014.1.p	XP_018473792.1
OG0000097	Roisl.0014s0029.1.p	XP_018435969.1
OG0000097	Roisl.0012s0401.1.p, Roisl.0058s0018.1.p	XP_018475691.1
OG0000097	Roisl.0185s0061.1.p	XP_018466727.1
OG0000097	Roisl.0188s0003.1.p, Roisl.0021s0644.1.p	XP_018473781.1, XP_018487911.1, XP_018463217.1, XP_018473746.1, XP_018443243.1, XP_018480079.1, XP_018435983.1, XP_018475554.1, XP_018479435.1, XP_018480201.1, XP_018453524.1, XP_018460071.1, XP_018435797.1, XP_018435925.1, XP_018479248.1, XP_018459842.1, XP_018464394.1, XP_018453542.1, XP_018461647.1
OG0000098	Roisl.0050s0022.1.p, Roisl.0050s0026.1.p, Roisl.0050s0027.1.p	XP_018443647.1, XP_018461538.1, XP_018467732.1
OG0000098	Roisl.0006s0130.1.p, Roisl.0066s0082.1.p	XP_018477065.1
OG0000098	Roisl.0038s0015.1.p, Roisl.0038s0016.1.p, Roisl.0082s0469.1.p, Roisl.0046s0209.1.p	XP_018482705.1
OG0000100	Roisl.0214s0639.1.p	XP_018454733.1, XP_018453995.1
OG0000100	Roisl.0214s0220.1.p	XP_018455681.1
OG0000102	Roisl.0082s0310.1.p, Roisl.0214s0910.1.p	XP_018455932.1, XP_018456414.1, XP_018456413.1, XP_018456412.1, XP_018455931.1
OG0000102	Roisl.0082s0308.1.p	XP_018473576.1
OG0000102	Roisl.0082s0306.1.p	XP_018451515.1, XP_018489433.1, XP_018486652.1, XP_018486669.1, XP_018474049.1
OG0000105	Roisl.0210s0842.1.p	XP_018448388.1
OG0000105	Roisl.0005s0168.1.p, Roisl.0005s0131.1.p, Roisl.0005s0149.1.p, Roisl.0005s0162.1.p	XP_018437703.1
OG0000105	Roisl.0005s0217.1.p	XP_018449080.1
OG0000105	Roisl.0008s0046.1.p	XP_018464844.1
OG0000106	Roisl.0046s0419.1.p	XP_018467032.1, XP_018479497.1, XP_018448376.1, XP_018474012.1, XP_018443565.1, XP_018454001.1
OG0000106	Roisl.0021s0082.1.p, Roisl.0046s1283.1.p, Roisl.0082s0473.1.p	XP_018453762.1
OG0000107	Roisl.0115s0324.1.p, Roisl.0115s0323.1.p	XP_018486571.1, XP_018467025.1
OG0000107	Roisl.0115s0429.1.p	XP_018440339.1, XP_018435080.1, XP_018436775.1
OG0000107	Roisl.0115s0325.1.p	XP_018437231.1
OG0000108	Roisl.0017s0109.1.p	XP_018476215.1, XP_018441209.1
OG0000108	Roisl.0210s0691.1.p	XP_018445204.1, XP_018476330.1, XP_018471220.1
OG0000108	Roisl.0074s0053.1.p	XP_018440679.1, XP_018492579.1
OG0000109	Roisl.0194s0008.1.p	XP_018454381.1
OG0000110	Roisl.0040s0028.1.p	XP_018462224.1, XP_018446222.1, XP_018443582.1, XP_018437386.1, XP_018490507.1, XP_018450345.1, XP_018448613.1, XP_018435333.1, XP_018487390.1, XP_018443586.1, XP_018479534.1, XP_018479536.1, XP_018461540.1, XP_018459043.1, XP_018461034.1, XP_018466255.1, XP_018461038.1, XP_018461378.1, XP_018459049.1, XP_018459132.1, XP_018462373.1, XP_018482546.1, XP_018438837.1, XP_018459131.1, XP_018482527.1, XP_018438608.1, XP_018462371.1, XP_018450716.1, XP_018464185.1, XP_018463013.1
OG0000110	Roisl.0023s0016.1.p, Roisl.0184s0022.1.p	XP_018464346.1, XP_018460458.1, XP_018487640.1, XP_018453398.1, XP_018458166.1, XP_018458754.1
OG0000111	Roisl.0210s2207.1.p, Roisl.0013s0027.1.p	XP_018470802.1, XP_018479437.1, XP_018436418.1, XP_018473888.1
OG0000114	Roisl.0195s0034.1.p, Roisl.0082s0484.1.p	XP_018456273.1
OG0000114	Roisl.0053s0064.1.p	XP_018487715.1, XP_018459983.1, XP_018448674.1, XP_018460864.1
OG0000117	Roisl.0191s0189.1.p	XP_018442248.1, XP_018475190.1, XP_018463580.1, XP_018474776.1, XP_018483556.1, XP_018449780.1, XP_018449779.1
OG0000117	Roisl.0191s0200.1.p	XP_018434385.1
OG0000117	Roisl.0191s0196.1.p	XP_018461550.1, XP_018449778.1, XP_018449606.1, XP_018449776.1, XP_018449605.1, XP_018461549.1, XP_018461548.1, XP_018449734.1, XP_018449777.1, XP_018448289.1, XP_018448292.1, XP_018461551.1, XP_018456410.1, XP_018454087.1, XP_018455073.1
OG0000118	Roisl.0053s0176.1.p, Roisl.0053s0177.1.p, Roisl.0053s0178.1.p, Roisl.0012s0130.1.p, Roisl.0023s0087.1.p, Roisl.0023s0086.1.p, Roisl.0017s0203.1.p, Roisl.0017s0206.1.p	XP_018491246.1, XP_018488077.1, XP_018438578.1, XP_018442744.1, XP_018491336.1, XP_018485751.1, XP_018486403.1, XP_018488302.1, XP_018482093.1
OG0000119	Roisl.0082s0489.1.p, Roisl.0208s0010.1.p, Roisl.0021s0512.1.p, Roisl.0209s0263.1.p, Roisl.0209s0256.1.p, Roisl.0209s0258.1.p	XP_018479792.1
OG0000121	Roisl.0066s0357.1.p	XP_018448551.1
OG0000122	Roisl.0080s0687.1.p	XP_018475283.1, XP_018462771.1, XP_018472552.1, XP_018474614.1, XP_018462773.1, XP_018472550.1
OG0000122	Roisl.0080s0688.1.p	XP_018475453.1, XP_018473352.1, XP_018474205.1
OG0000122	Roisl.0080s0694.1.p	XP_018453563.1
OG0000122	Roisl.0080s0684.1.p	XP_018468941.1
OG0000123	Roisl.0214s0314.1.p, Roisl.0214s0313.1.p, Roisl.0214s0312.1.p	XP_018448747.1, XP_018459700.1, XP_018459701.1, XP_018459703.1, XP_018466453.1, XP_018459702.1, XP_018459697.1, XP_018459698.1, XP_018459699.1, XP_018448750.1, XP_018448748.1, XP_018465661.1, XP_018450290.1, XP_018459696.1, XP_018448772.1, XP_018448773.1, XP_018448746.1, XP_018448771.1, XP_018448752.1, XP_018467474.1, XP_018467238.1, XP_018459695.1, XP_018448753.1, XP_018448754.1, XP_018459694.1
OG0000124	Roisl.0011s0204.1.p	XP_018458113.1, XP_018474425.1
OG0000125	Roisl.0082s0689.1.p	XP_018478791.1, XP_018437245.1, XP_018462942.1
OG0000125	Roisl.0091s1034.1.p	XP_018493580.1, XP_018487612.1
OG0000125	Roisl.0013s0044.1.p	XP_018485742.1
OG0000125	Roisl.0006s0236.1.p, Roisl.0006s0238.1.p, Roisl.0006s0239.1.p	XP_018486058.1
OG0000125	Roisl.0213s0753.1.p	XP_018476295.1
OG0000125	Roisl.0115s0481.1.p, Roisl.0115s0480.1.p	XP_018485989.1, XP_018488966.1
OG0000126	Roisl.0014s0012.1.p, Roisl.0066s0221.1.p, Roisl.0015s0183.1.p	XP_018464668.1
OG0000126	Roisl.0021s0393.1.p, Roisl.0208s0044.1.p, Roisl.0208s0042.1.p, Roisl.0020s0136.1.p	XP_018465786.1
OG0000126	Roisl.0209s0516.1.p	XP_018487945.1
OG0000126	Roisl.0195s0036.1.p, Roisl.0010s0059.1.p, Roisl.0051s0005.1.p, Roisl.0184s0211.1.p, Roisl.0066s0220.1.p	XP_018448241.1, XP_018448597.1
OG0000126	Roisl.0075s0113.1.p	XP_018465860.1
OG0000127	Roisl.0210s1950.1.p	XP_018442304.1, XP_018463483.1, XP_018464380.1
OG0000127	Roisl.0046s1343.1.p	XP_018485557.1, XP_018478149.1
OG0000127	Roisl.0082s0645.1.p	XP_018441606.1, XP_018478084.1, XP_018472875.1
OG0000128	Roisl.0019s0649.1.p	XP_018444638.1
OG0000128	Roisl.0018s0036.1.p, Roisl.0018s0037.1.p	XP_018489183.1, XP_018442568.1, XP_018459990.1
OG0000128	Roisl.0018s0038.1.p	XP_018459995.1
OG0000128	Roisl.0018s0034.1.p	XP_018487764.1, XP_018461995.1
OG0000129	Roisl.0022s0002.1.p, Roisl.0022s0001.1.p	XP_018461987.1
OG0000129	Roisl.0080s0056.1.p, Roisl.0080s0057.1.p, Roisl.0204s0037.1.p, Roisl.0204s0045.1.p, Roisl.0189s0223.1.p	XP_018438997.1, XP_018435583.1, XP_018439597.1, XP_018439599.1, XP_018435186.1
OG0000130	Roisl.0083s0046.1.p	XP_018461011.1, XP_018465244.1
OG0000130	Roisl.0080s0678.1.p	XP_018461102.1
OG0000132	Roisl.0046s1480.1.p	XP_018490205.1, XP_018464835.1, XP_018486610.1, XP_018465554.1, XP_018489158.1, XP_018489931.1, XP_018465557.1, XP_018490414.1
OG0000132	Roisl.0024s0216.1.p	XP_018435564.1, XP_018466320.1
OG0000134	Roisl.0214s0845.1.p, Roisl.0214s0851.1.p	XP_018438959.1, XP_018438956.1
OG0000134	Roisl.0004s0001.1.p	XP_018445292.1, XP_018445311.1
OG0000134	Roisl.0195s0021.1.p	XP_018459201.1
OG0000136	Roisl.0082s0010.1.p	XP_018473863.1
OG0000136	Roisl.0047s0075.1.p, Roisl.0213s0757.1.p, Roisl.0008s0036.1.p, Roisl.0075s0023.1.p, Roisl.0209s0530.1.p, Roisl.0111s0005.1.p, Roisl.0008s0128.1.p	XP_018453486.1, XP_018453484.1
OG0000137	Roisl.0080s0797.1.p, Roisl.0080s0796.1.p	XP_018466390.1
OG0000137	Roisl.0080s0795.1.p	XP_018452340.1
OG0000137	Roisl.0080s0802.1.p	XP_018473981.1, XP_018464800.1
OG0000137	Roisl.0080s0801.1.p	XP_018474199.1
OG0000137	Roisl.0080s0798.1.p	XP_018469497.1, XP_018452341.1, XP_018454603.1
OG0000137	Roisl.0080s0800.1.p	XP_018454803.1
OG0000138	Roisl.0018s0015.1.p, Roisl.0018s0013.1.p	XP_018490818.1
OG0000140	Roisl.0210s1920.1.p, Roisl.0188s0133.1.p, Roisl.0019s0384.1.p	XP_018458943.1
OG0000140	Roisl.0115s0586.1.p, Roisl.0020s0115.1.p	XP_018466970.1
OG0000140	Roisl.0195s0006.1.p, Roisl.0209s0255.1.p, Roisl.0008s0127.1.p, Roisl.0209s0531.1.p, Roisl.0111s0004.1.p, Roisl.0209s0056.1.p	XP_018460789.1
OG0000140	Roisl.0066s0405.1.p	XP_018458517.1, XP_018458792.1, XP_018473841.1, XP_018459691.1, XP_018443404.1, XP_018443408.1
OG0000141	Roisl.0002s0275.1.p	XP_018489511.1
OG0000141	Roisl.0021s0319.1.p	XP_018440872.1
OG0000141	Roisl.0023s0060.1.p, Roisl.0209s0568.1.p, Roisl.0209s0569.1.p, Roisl.0010s0046.1.p, Roisl.0010s0047.1.p, Roisl.0184s0160.1.p, Roisl.0209s0570.1.p, Roisl.0010s0044.1.p	XP_018454446.1, XP_018454444.1
OG0000142	Roisl.0189s0103.1.p, Roisl.0066s0433.1.p, Roisl.0015s0157.1.p, Roisl.0064s0043.1.p	XP_018473960.1
OG0000143	Roisl.0012s0100.1.p, Roisl.0214s0209.1.p	XP_018458135.1, XP_018458136.1, XP_018453656.1, XP_018467319.1, XP_018476282.1, XP_018464964.1
OG0000143	Roisl.0019s0075.1.p	XP_018464818.1, XP_018464198.1, XP_018443711.1, XP_018487913.1, XP_018448766.1, XP_018459729.1, XP_018467146.1, XP_018487762.1, XP_018463067.1
OG0000148	Roisl.0013s0175.1.p	XP_018476586.1, XP_018490337.1, XP_018438679.1, XP_018438702.1, XP_018438172.1, XP_018466105.1, XP_018435825.1
OG0000148	Roisl.0013s0141.1.p	XP_018488107.1
OG0000148	Roisl.0082s0572.1.p	XP_018463804.1, XP_018474145.1, XP_018463803.1, XP_018475963.1
OG0000148	Roisl.0210s1505.1.p	XP_018448313.1, XP_018474230.1, XP_018474217.1, XP_018474222.1, XP_018448315.1, XP_018448325.1, XP_018448316.1, XP_018448324.1, XP_018450320.1, XP_018448317.1, XP_018448320.1, XP_018460562.1, XP_018460564.1
OG0000151	Roisl.0027s0100.1.p	XP_018484857.1, XP_018484839.1
OG0000151	Roisl.0046s1506.1.p	XP_018491621.1, XP_018443657.1, XP_018481788.1
OG0000151	Roisl.0046s1505.1.p	XP_018483151.1
OG0000151	Roisl.0017s0307.1.p	XP_018439853.1
OG0000151	Roisl.0046s1504.1.p	XP_018481215.1
OG0000151	Roisl.0017s0076.1.p	XP_018478165.1, XP_018478354.1
OG0000151	Roisl.0210s1053.1.p	XP_018445846.1
OG0000153	Roisl.0209s0522.1.p, Roisl.0082s0712.1.p	XP_018435128.1
OG0000153	Roisl.0033s0089.1.p, Roisl.0046s0659.1.p, Roisl.0204s0152.1.p, Roisl.0033s0087.1.p	XP_018480951.1
OG0000153	Roisl.0082s0715.1.p	XP_018436970.1, XP_018480845.1, XP_018437236.1
OG0000153	Roisl.0082s0714.1.p	XP_018475632.1, XP_018475595.1
OG0000153	Roisl.0091s1020.1.p	XP_018451355.1, XP_018448203.1
OG0000153	Roisl.0091s1018.1.p	XP_018489135.1
OG0000153	Roisl.0082s0718.1.p, Roisl.0082s0719.1.p	XP_018481073.1, XP_018477487.1, XP_018438804.1, XP_018439613.1
OG0000154	Roisl.0006s0138.1.p	XP_018479145.1
OG0000157	Roisl.0080s0598.1.p, Roisl.0010s0196.1.p, Roisl.0213s0342.1.p, Roisl.0213s0344.1.p	XP_018448171.1
OG0000158	Roisl.0020s0089.1.p	XP_018455540.1
OG0000158	Roisl.0191s0244.1.p	XP_018461518.1, XP_018491615.1, XP_018432785.1
OG0000158	Roisl.0214s0665.1.p, Roisl.0214s0661.1.p	XP_018479452.1
OG0000159	Roisl.0029s0024.1.p	XP_018465827.1
OG0000160	Roisl.0066s0007.1.p	XP_018456672.1, XP_018439896.1
OG0000160	Roisl.0003s0027.1.p	XP_018482147.1, XP_018459851.1, XP_018480330.1, XP_018459849.1, XP_018470513.1, XP_018447677.1, XP_018447191.1
OG0000160	Roisl.0080s0566.1.p	XP_018470730.1, XP_018456230.1
OG0000160	Roisl.0214s0132.1.p	XP_018489772.1
OG0000160	Roisl.0185s0093.1.p	XP_018440073.1
OG0000160	Roisl.0115s0111.1.p	XP_018442966.1, XP_018453169.1
OG0000160	Roisl.0051s0034.1.p	XP_018441376.1
OG0000162	Roisl.0028s0711.1.p	XP_018475016.1, XP_018474617.1
OG0000162	Roisl.0028s0709.1.p	XP_018438649.1
OG0000163	Roisl.0061s0012.1.p	XP_018476861.1, XP_018476229.1
OG0000164	Roisl.0020s0019.1.p, Roisl.0214s0688.1.p, Roisl.0215s0002.1.p, Roisl.0184s0199.1.p	XP_018458688.1, XP_018479687.1, XP_018467590.1
OG0000166	Roisl.0066s0240.1.p	XP_018438398.1
OG0000166	Roisl.0023s0082.1.p	XP_018461465.1, XP_018482827.1
OG0000166	Roisl.0204s0086.1.p	XP_018443442.1
OG0000166	Roisl.0019s0853.1.p, Roisl.0019s0854.1.p, Roisl.0004s0482.1.p, Roisl.0004s0483.1.p, Roisl.0004s0487.1.p	XP_018442278.1
OG0000166	Roisl.0004s0484.1.p	XP_018460684.1, XP_018463769.1, XP_018443534.1
OG0000167	Roisl.0053s0365.1.p	XP_018487656.1
OG0000169	Roisl.0189s0134.1.p, Roisl.0189s0115.1.p, Roisl.0006s0266.1.p, Roisl.0006s0267.1.p, Roisl.0009s0058.1.p, Roisl.0009s0099.1.p, Roisl.0066s0375.1.p	XP_018490650.1, XP_018465835.1, XP_018488136.1, XP_018460812.1, XP_018449930.1, XP_018450149.1, XP_018464337.1, XP_018493592.1, XP_018476446.1
OG0000170	Roisl.0018s0216.1.p	XP_018480183.1, XP_018480175.1
OG0000170	Roisl.0035s0199.1.p	XP_018485103.1
OG0000170	Roisl.0035s0198.1.p	XP_018478569.1
OG0000170	Roisl.0023s0104.1.p, Roisl.0028s0023.1.p	XP_018481458.1
OG0000171	Roisl.0031s0104.1.p	XP_018471382.1, XP_018457991.1
OG0000171	Roisl.0066s0281.1.p	XP_018435045.1
OG0000171	Roisl.0080s0713.1.p	XP_018468491.1
OG0000171	Roisl.0079s0226.1.p, Roisl.0079s0225.1.p	XP_018440453.1, XP_018492109.1, XP_018491228.1, XP_018486328.1
OG0000171	Roisl.0022s0465.1.p	XP_018447674.1, XP_018461966.1, XP_018445231.1
OG0000172	Roisl.0046s1356.1.p	XP_018479921.1
OG0000172	Roisl.0028s0565.1.p	XP_018487469.1
OG0000172	Roisl.0075s0225.1.p	XP_018435427.1, XP_018465544.1, XP_018473683.1
OG0000173	Roisl.0001s0452.1.p	XP_018451159.1
OG0000173	Roisl.0028s0555.1.p	XP_018471389.1, XP_018470107.1, XP_018469600.1, XP_018467764.1, XP_018466202.1, XP_018467464.1
OG0000174	Roisl.0066s0013.1.p, Roisl.0082s0594.1.p	XP_018461501.1, XP_018487536.1, XP_018479205.1, XP_018448484.1, XP_018453686.1, XP_018435973.1
OG0000175	Roisl.0019s0487.1.p, Roisl.0191s0187.1.p	XP_018486354.1, XP_018471533.1, XP_018466301.1, XP_018433300.1
OG0000175	Roisl.0210s1168.1.p	XP_018446341.1
OG0000175	Roisl.0214s0596.1.p	XP_018461928.1, XP_018466967.1
OG0000175	Roisl.0018s0359.1.p, Roisl.0035s0021.1.p	XP_018441749.1
OG0000176	Roisl.0021s0605.1.p	XP_018440112.1
OG0000176	Roisl.0039s0061.1.p	XP_018483205.1, XP_018448995.1, XP_018450446.1, XP_018450443.1
OG0000177	Roisl.0049s0035.1.p	XP_018462732.1, XP_018464928.1
OG0000177	Roisl.0007s0001.1.p	XP_018459129.1
OG0000177	Roisl.0049s0037.1.p	XP_018469385.1, XP_018442122.1, XP_018465489.1, XP_018482050.1
OG0000178	Roisl.0082s0204.1.p	XP_018462163.1, XP_018456012.1
OG0000178	Roisl.0082s0206.1.p	XP_018466592.1, XP_018466494.1
OG0000178	Roisl.0082s0205.1.p	XP_018466816.1, XP_018474729.1
OG0000178	Roisl.0082s0211.1.p	XP_018456225.1, XP_018455839.1, XP_018454748.1, XP_018455875.1, XP_018464334.1, XP_018455936.1
OG0000178	Roisl.0082s0207.1.p	XP_018462335.1, XP_018474859.1, XP_018475013.1, XP_018473242.1, XP_018473243.1, XP_018459474.1, XP_018475619.1, XP_018467299.1
OG0000178	Roisl.0082s0209.1.p, Roisl.0082s0208.1.p	XP_018437778.1, XP_018469510.1
OG0000178	Roisl.0184s0012.1.p	XP_018455030.1, XP_018435705.1, XP_018438238.1
OG0000179	Roisl.0214s0666.1.p	XP_018435599.1, XP_018435625.1
OG0000179	Roisl.0214s0662.1.p, Roisl.0214s0689.1.p, Roisl.0214s0768.1.p, Roisl.0214s0758.1.p, Roisl.0214s0794.1.p, Roisl.0214s0685.1.p	XP_018490877.1
OG0000180	Roisl.0214s0836.1.p, Roisl.0025s0085.1.p	XP_018463987.1, XP_018463498.1, XP_018458703.1, XP_018443739.1
OG0000182	Roisl.0046s1327.1.p	XP_018466211.1, XP_018488976.1
OG0000182	Roisl.0018s0428.1.p, Roisl.0020s0176.1.p, Roisl.0018s0427.1.p, Roisl.0020s0170.1.p	XP_018443244.1
OG0000182	Roisl.0017s0371.1.p, Roisl.0017s0367.1.p	XP_018461432.1
OG0000183	Roisl.0024s0013.1.p, Roisl.0064s0038.1.p	XP_018483199.1
OG0000183	Roisl.0209s0513.1.p	XP_018478487.1
OG0000185	Roisl.0024s0123.1.p	XP_018435637.1, XP_018435638.1
OG0000185	Roisl.0074s0700.1.p	XP_018438331.1
OG0000186	Roisl.0209s0667.1.p, Roisl.0214s0772.1.p, Roisl.0209s0059.1.p, Roisl.0019s0574.1.p, Roisl.0010s0158.1.p	XP_018475580.1, XP_018439292.1, XP_018439274.1
OG0000186	Roisl.0209s0643.1.p	XP_018437553.1
OG0000187	Roisl.0011s0577.1.p	XP_018488200.1
OG0000189	Roisl.0066s0143.1.p	XP_018491974.1, XP_018439736.1, XP_018468233.1, XP_018470632.1, XP_018481039.1, XP_018482967.1
OG0000189	Roisl.0001s0111.1.p	XP_018464957.1
OG0000191	Roisl.0008s0027.1.p, Roisl.0214s0145.1.p, Roisl.0194s0043.1.p	XP_018458949.1
OG0000192	Roisl.0021s0468.1.p	XP_018460555.1, XP_018460559.1, XP_018449623.1, XP_018482095.1, XP_018444265.1
OG0000192	Roisl.0021s0466.1.p	XP_018462530.1, XP_018467255.1, XP_018479088.1
OG0000192	Roisl.0021s0464.1.p	XP_018447017.1
OG0000192	Roisl.0021s0463.1.p	XP_018445122.1, XP_018462042.1
OG0000193	Roisl.0013s0218.1.p	XP_018487465.1
OG0000193	Roisl.0209s0180.1.p, Roisl.0213s0478.1.p, Roisl.0213s0477.1.p	XP_018467632.1, XP_018448639.1, XP_018487466.1
OG0000194	Roisl.0049s0017.1.p, Roisl.0075s0133.1.p	XP_018463267.1, XP_018462236.1, XP_018453709.1, XP_018464556.1, XP_018464934.1, XP_018487759.1, XP_018477393.1, XP_018467472.1
OG0000195	Roisl.0013s0004.1.p, Roisl.0080s0275.1.p	XP_018462618.1, XP_018454886.1, XP_018475850.1
OG0000195	Roisl.0008s0051.1.p	XP_018489253.1, XP_018486640.1, XP_018488325.1, XP_018489674.1, XP_018481012.1, XP_018483017.1, XP_018437543.1, XP_018487683.1, XP_018487685.1
OG0000196	Roisl.0009s0078.1.p, Roisl.0009s0045.1.p	XP_018482158.1
OG0000196	Roisl.0066s0322.1.p	XP_018466067.1
OG0000196	Roisl.0009s0050.1.p	XP_018460159.1, XP_018477158.1
OG0000196	Roisl.0009s0046.1.p	XP_018474319.1, XP_018474034.1
OG0000196	Roisl.0009s0047.1.p, Roisl.0009s0053.1.p	XP_018465536.1, XP_018479697.1
OG0000197	Roisl.0064s0036.1.p	XP_018476022.1
OG0000197	Roisl.0091s0346.1.p	XP_018487852.1
OG0000197	Roisl.0091s0345.1.p, Roisl.0091s0344.1.p, Roisl.0091s0343.1.p	XP_018449634.1, XP_018465049.1
OG0000198	Roisl.0007s0637.1.p	XP_018491057.1
OG0000199	Roisl.0082s0445.1.p, Roisl.0082s0444.1.p, Roisl.0020s0058.1.p	XP_018470386.1, XP_018449273.1, XP_018449280.1, XP_018449101.1
OG0000200	Roisl.0091s0810.1.p	XP_018454952.1, XP_018448186.1
OG0000200	Roisl.0213s0164.1.p	XP_018448331.1, XP_018448328.1
OG0000200	Roisl.0213s0214.1.p	XP_018488814.1
OG0000200	Roisl.0091s0809.1.p	XP_018449589.1, XP_018454583.1, XP_018441251.1
OG0000201	Roisl.0066s0324.1.p	XP_018435943.1, XP_018487739.1, XP_018463948.1
OG0000203	Roisl.0026s0064.1.p	XP_018444359.1
OG0000203	Roisl.0026s0056.1.p	XP_018444673.1, XP_018460880.1, XP_018484517.1, XP_018484516.1
OG0000203	Roisl.0026s0058.1.p	XP_018446270.1, XP_018444506.1, XP_018444360.1
OG0000209	Roisl.0191s0355.1.p, Roisl.0011s0113.1.p	XP_018479680.1
OG0000209	Roisl.0046s1202.1.p, Roisl.0007s0706.1.p	XP_018448172.1, XP_018442633.1
OG0000209	Roisl.0210s0893.1.p, Roisl.0210s0751.1.p	XP_018487834.1
OG0000209	Roisl.0210s1801.1.p	XP_018478964.1, XP_018464005.1
OG0000210	Roisl.0082s0655.1.p, Roisl.0028s0090.1.p	XP_018463531.1
OG0000210	Roisl.0024s0095.1.p	XP_018436402.1
