Orthogroup	Rorippa_islandica	Eutrema_salsugineum
OG0000116	Roisl.0056s0063.1.p, Roisl.0019s0048.1.p, Roisl.0046s0709.1.p	XP_024004957.1
OG0000117	Roisl.0191s0190.1.p	XP_024008857.1
OG0000117	Roisl.0191s0189.1.p	XP_024008618.1
OG0000117	Roisl.0191s0191.1.p	XP_024008035.1
OG0000117	Roisl.0191s0200.1.p	XP_024008246.1
OG0000117	Roisl.0191s0196.1.p	XP_024008029.1, XP_024008030.1, XP_006416071.1, XP_006416064.2
OG0000118	Roisl.0053s0176.1.p, Roisl.0053s0177.1.p, Roisl.0053s0178.1.p, Roisl.0012s0130.1.p, Roisl.0023s0087.1.p, Roisl.0023s0086.1.p, Roisl.0017s0203.1.p, Roisl.0017s0206.1.p	XP_006416096.1
OG0000118	Roisl.0053s0217.1.p, Roisl.0053s0316.1.p	XP_006408206.1
OG0000119	Roisl.0080s0250.1.p	XP_024009951.1
OG0000122	Roisl.0080s0687.1.p	XP_006401335.1
OG0000122	Roisl.0080s0689.1.p	XP_024012350.1
OG0000122	Roisl.0080s0684.1.p	XP_006401333.2
OG0000123	Roisl.0214s0314.1.p, Roisl.0214s0313.1.p, Roisl.0214s0312.1.p	XP_024006376.1, XP_024016087.1
OG0000124	Roisl.0011s0204.1.p	XP_024011275.1, XP_024009428.1, XP_024006620.1, XP_024007267.1, XP_024015892.1, XP_024009781.1, XP_024013977.1, XP_024010413.1, XP_024005584.1, XP_024010662.1, XP_024011095.1, XP_024010391.1, XP_006409642.2, XP_024007266.1, XP_024011274.1, XP_024016583.1
OG0000125	Roisl.0013s0044.1.p	XP_024006051.1
OG0000125	Roisl.0006s0236.1.p, Roisl.0006s0238.1.p, Roisl.0006s0239.1.p	XP_006392987.1
OG0000125	Roisl.0213s0753.1.p	XP_024006272.1
OG0000125	Roisl.0115s0481.1.p, Roisl.0115s0480.1.p	XP_006406282.1
OG0000126	Roisl.0021s0393.1.p, Roisl.0208s0044.1.p, Roisl.0208s0042.1.p, Roisl.0020s0136.1.p	XP_024016126.1
OG0000126	Roisl.0213s0712.1.p, Roisl.0045s0077.1.p, Roisl.0191s0553.1.p, Roisl.0014s0046.1.p, Roisl.0191s0552.1.p	XP_024009117.1, XP_024009113.1
OG0000126	Roisl.0075s0113.1.p	XP_024011103.1
OG0000127	Roisl.0210s1950.1.p	XP_006400797.1
OG0000127	Roisl.0046s1343.1.p	XP_006403666.1
OG0000127	Roisl.0080s0276.1.p	XP_006400898.1
OG0000127	Roisl.0082s0645.1.p	XP_006409905.1
OG0000128	Roisl.0019s0649.1.p	XP_024012970.1
OG0000128	Roisl.0018s0036.1.p, Roisl.0018s0037.1.p	XP_006402712.2
OG0000128	Roisl.0018s0038.1.p	XP_006402710.1
OG0000128	Roisl.0018s0034.1.p	XP_006402715.1
OG0000129	Roisl.0020s0184.1.p	XP_024011911.1
OG0000129	Roisl.0080s0056.1.p, Roisl.0080s0057.1.p, Roisl.0204s0037.1.p, Roisl.0204s0045.1.p, Roisl.0189s0223.1.p	XP_024006771.1, XP_006394457.2, XP_024007354.1
OG0000130	Roisl.0012s0041.1.p, Roisl.0032s0030.1.p, Roisl.0189s0078.1.p	XP_024006636.1
OG0000130	Roisl.0083s0046.1.p	XP_024004501.1, XP_024004928.1
OG0000132	Roisl.0046s1480.1.p	XP_006403516.1
OG0000132	Roisl.0024s0217.1.p, Roisl.0024s0216.1.p	XP_006396648.1, XP_006391408.1, XP_006391409.1
OG0000134	Roisl.0004s0001.1.p	XP_024011055.1
OG0000134	Roisl.0214s0290.1.p, Roisl.0091s0127.1.p	XP_006399626.1
OG0000134	Roisl.0195s0021.1.p	XP_024004566.1, XP_024004563.1
OG0000136	Roisl.0082s0010.1.p	XP_024014272.1, XP_024010038.1
OG0000137	Roisl.0080s0797.1.p, Roisl.0080s0796.1.p	XP_006401461.1
OG0000137	Roisl.0080s0795.1.p	XP_006401460.1
OG0000137	Roisl.0080s0798.1.p	XP_006401462.1
OG0000137	Roisl.0080s0799.1.p	XP_006401463.2
OG0000137	Roisl.0080s0800.1.p	XP_006401465.2
OG0000138	Roisl.0214s0533.1.p	XP_006402375.2
OG0000138	Roisl.0018s0007.1.p	XP_024012920.1
OG0000138	Roisl.0018s0015.1.p, Roisl.0018s0013.1.p	XP_024016620.1
OG0000138	Roisl.0046s1395.1.p	XP_006402376.1, XP_006406628.2, XP_024015356.1
OG0000140	Roisl.0047s0081.1.p	XP_024010233.1, XP_024016314.1
OG0000140	Roisl.0210s1920.1.p, Roisl.0188s0133.1.p, Roisl.0019s0384.1.p, Roisl.0047s0080.1.p, Roisl.0046s0059.1.p, Roisl.0083s0051.1.p, Roisl.0201s0007.1.p, Roisl.0214s0279.1.p, Roisl.0002s0129.1.p, Roisl.0011s0081.1.p, Roisl.0115s0586.1.p, Roisl.0020s0115.1.p, Roisl.0058s0062.1.p, Roisl.0008s0035.1.p, Roisl.0040s0019.1.p, Roisl.0195s0006.1.p, Roisl.0209s0255.1.p, Roisl.0008s0127.1.p, Roisl.0209s0531.1.p, Roisl.0111s0004.1.p, Roisl.0209s0056.1.p	XP_024009937.1
OG0000140	Roisl.0066s0405.1.p	XP_024014271.1, XP_024011288.1
OG0000141	Roisl.0006s0330.1.p	XP_006417248.1
OG0000141	Roisl.0021s0320.1.p, Roisl.0036s0055.1.p	XP_024016652.1
OG0000141	Roisl.0023s0060.1.p, Roisl.0209s0568.1.p, Roisl.0209s0569.1.p, Roisl.0010s0046.1.p, Roisl.0010s0047.1.p, Roisl.0184s0160.1.p, Roisl.0209s0570.1.p, Roisl.0010s0044.1.p	XP_024004548.1, XP_006391848.1
OG0000142	Roisl.0189s0103.1.p, Roisl.0066s0433.1.p, Roisl.0015s0157.1.p	XP_024006563.1
OG0000142	Roisl.0064s0043.1.p	XP_024010230.1
OG0000142	Roisl.0209s0143.1.p	XP_024013628.1, XP_024011100.1, XP_024009927.1, XP_024004122.1, XP_024013974.1, XP_024009749.1, XP_024012580.1, XP_024014391.1, XP_024014044.1, XP_024015910.1, XP_024007985.1
OG0000143	Roisl.0009s0285.1.p	XP_024004869.1, XP_024013112.1
OG0000143	Roisl.0012s0100.1.p, Roisl.0214s0209.1.p	XP_024010423.1
OG0000143	Roisl.0071s0002.1.p	XP_024006481.1, XP_024016274.1, XP_024007909.1
OG0000143	Roisl.0019s0075.1.p	XP_024010602.1, XP_024010603.1, XP_024010269.1, XP_024010488.1, XP_024009587.1, XP_024014718.1, XP_024007269.1, XP_024014984.1, XP_024006558.1, XP_024015954.1, XP_024014871.1, XP_024011336.1, XP_024009448.1, XP_024009582.1, XP_024007272.1, XP_024007245.1, XP_024016353.1, XP_024013094.1, XP_024015124.1, XP_024011407.1, XP_024010424.1, XP_024007246.1, XP_024007303.1, XP_024009244.1, XP_024011363.1, XP_024013386.1, XP_024009423.1, XP_024005024.1, XP_024013120.1, XP_024013068.1, XP_024010915.1, XP_024010675.1
OG0000145	Roisl.0214s0507.1.p, Roisl.0015s0191.1.p, Roisl.0031s0042.1.p	XP_024011402.1
OG0000148	Roisl.0013s0175.1.p	XP_006393424.2
OG0000148	Roisl.0006s0148.1.p	XP_024004911.1
OG0000148	Roisl.0013s0141.1.p	XP_024006236.1, XP_006393101.1, XP_006393087.2
OG0000148	Roisl.0082s0572.1.p	XP_006416297.2, XP_024006818.1, XP_006412742.1
OG0000148	Roisl.0210s1505.1.p	XP_006415686.2, XP_024008000.1, XP_006415657.1
OG0000150	Roisl.0032s0020.1.p, Roisl.0018s0384.1.p	XP_024009728.1, XP_024007466.1
OG0000151	Roisl.0046s1506.1.p	XP_006403491.1
OG0000151	Roisl.0046s1505.1.p	XP_006403492.1
OG0000151	Roisl.0017s0307.1.p	XP_006411161.1
OG0000151	Roisl.0046s1504.1.p	XP_006403493.1
OG0000151	Roisl.0046s1329.1.p	XP_006403679.1
OG0000151	Roisl.0017s0076.1.p	XP_006410918.1
OG0000151	Roisl.0210s1053.1.p	XP_006399852.1
OG0000153	Roisl.0082s0715.1.p	XP_024003718.1, XP_024003707.1, XP_024003713.1, XP_024003669.1
OG0000153	Roisl.0082s0714.1.p	XP_024003801.1, XP_006409980.1
OG0000153	Roisl.0091s1018.1.p	XP_024008215.1
OG0000153	Roisl.0082s0718.1.p, Roisl.0082s0719.1.p	XP_006409978.1
OG0000154	Roisl.0006s0138.1.p	XP_006393107.1
OG0000155	Roisl.0045s0096.1.p, Roisl.0005s0072.1.p	XP_024007228.1
OG0000157	Roisl.0080s0598.1.p	XP_006415425.1
OG0000157	Roisl.0010s0196.1.p	XP_024016536.1
OG0000158	Roisl.0020s0089.1.p	XP_006391162.2
OG0000158	Roisl.0046s0594.1.p, Roisl.0046s1609.1.p	XP_006402964.2
OG0000158	Roisl.0191s0244.1.p, Roisl.0020s0185.1.p	XP_006397112.2
OG0000159	Roisl.0029s0024.1.p	XP_024007614.1
OG0000160	Roisl.0066s0007.1.p	XP_006409094.1
OG0000160	Roisl.0003s0027.1.p	XP_024005341.1
OG0000160	Roisl.0080s0566.1.p	XP_024012572.1
OG0000160	Roisl.0214s0132.1.p	XP_006396088.1
OG0000160	Roisl.0185s0093.1.p	XP_006419170.1
OG0000160	Roisl.0115s0111.1.p	XP_006389820.1
OG0000160	Roisl.0051s0034.1.p	XP_006404985.2
OG0000162	Roisl.0028s0711.1.p	XP_006410456.1
OG0000162	Roisl.0028s0712.1.p	XP_024004125.1
OG0000163	Roisl.0061s0012.1.p	XP_024004795.1, XP_024006469.1, XP_024015926.1, XP_024016668.1
OG0000164	Roisl.0020s0019.1.p, Roisl.0214s0688.1.p, Roisl.0215s0002.1.p, Roisl.0184s0199.1.p	XP_024015078.1, XP_024013971.1, XP_024006436.1
OG0000164	Roisl.0022s0021.1.p	XP_024004032.1
OG0000166	Roisl.0023s0081.1.p	XP_024013957.1
OG0000167	Roisl.0115s0454.1.p	XP_024014991.1, XP_024006548.1
OG0000167	Roisl.0053s0365.1.p	XP_024015423.1
OG0000170	Roisl.0018s0216.1.p	XP_024012911.1
OG0000170	Roisl.0035s0199.1.p	XP_024010761.1
OG0000170	Roisl.0035s0198.1.p	XP_024010825.1
OG0000170	Roisl.0035s0200.1.p	XP_006410182.1
OG0000170	Roisl.0023s0104.1.p, Roisl.0028s0023.1.p	XP_024010808.1
OG0000171	Roisl.0031s0104.1.p	XP_006401722.1
OG0000171	Roisl.0050s0073.1.p	XP_006391653.1, XP_006405318.1
OG0000171	Roisl.0066s0281.1.p	XP_006409398.1
OG0000171	Roisl.0080s0713.1.p	XP_006401372.1
OG0000171	Roisl.0079s0226.1.p, Roisl.0079s0225.1.p	XP_006407751.1
OG0000171	Roisl.0022s0465.1.p	XP_024005195.1
OG0000172	Roisl.0046s1356.1.p	XP_024016223.1
OG0000172	Roisl.0028s0565.1.p	XP_024012099.1
OG0000173	Roisl.0001s0452.1.p	XP_006411787.1
OG0000173	Roisl.0028s0555.1.p	XP_006411932.1
OG0000173	Roisl.0041s0073.1.p	XP_006412595.2
OG0000173	Roisl.0210s1802.1.p	XP_006395058.1
OG0000173	Roisl.0001s0420.1.p	XP_024006800.1
OG0000173	Roisl.0214s0637.1.p	XP_006409103.1
OG0000174	Roisl.0066s0013.1.p, Roisl.0082s0594.1.p	XP_024016093.1, XP_024008042.1, XP_024013572.1, XP_024015842.1, XP_024013153.1
OG0000175	Roisl.0019s0487.1.p, Roisl.0191s0187.1.p	XP_006416080.1, XP_024015929.1
OG0000175	Roisl.0210s1168.1.p	XP_024012404.1
OG0000175	Roisl.0214s0596.1.p	XP_006417443.1
OG0000176	Roisl.0021s0605.1.p	XP_006405511.2
OG0000176	Roisl.0039s0061.1.p	XP_006414114.1, XP_024005467.1, XP_024005332.1, XP_006414117.2
OG0000177	Roisl.0007s0003.1.p, Roisl.0049s0035.1.p, Roisl.0083s0049.1.p	XP_006416321.2
OG0000177	Roisl.0007s0001.1.p	XP_006416323.1
OG0000178	Roisl.0082s0204.1.p	XP_006396688.1
OG0000178	Roisl.0082s0206.1.p, Roisl.0082s0205.1.p	XP_006396683.2
OG0000178	Roisl.0082s0207.1.p	XP_024009811.1
OG0000178	Roisl.0082s0209.1.p, Roisl.0082s0208.1.p	XP_024010194.1, XP_006396684.1
OG0000179	Roisl.0214s0662.1.p, Roisl.0214s0689.1.p, Roisl.0214s0768.1.p, Roisl.0214s0758.1.p, Roisl.0214s0794.1.p, Roisl.0214s0685.1.p	XP_006392266.1
OG0000182	Roisl.0046s1327.1.p	XP_006402522.1, XP_006405778.1
OG0000182	Roisl.0018s0428.1.p, Roisl.0020s0176.1.p, Roisl.0018s0427.1.p, Roisl.0020s0170.1.p	XP_006418087.2
OG0000182	Roisl.0046s1483.1.p	XP_006390108.2
OG0000183	Roisl.0024s0013.1.p, Roisl.0064s0038.1.p	XP_006391396.1, XP_006405835.1
OG0000183	Roisl.0209s0513.1.p	XP_006408585.1
OG0000185	Roisl.0074s0700.1.p	XP_024008728.1
OG0000186	Roisl.0080s0756.1.p, Roisl.0011s0430.1.p	XP_006402068.1
OG0000186	Roisl.0011s0158.1.p	XP_024006671.1
OG0000186	Roisl.0209s0667.1.p, Roisl.0214s0772.1.p, Roisl.0209s0059.1.p, Roisl.0019s0574.1.p, Roisl.0010s0158.1.p	XP_024003658.1, XP_024003647.1
OG0000187	Roisl.0082s0109.1.p, Roisl.0011s0578.1.p	XP_006409848.1, XP_006413517.1, XP_006413085.1, XP_006401995.1, XP_006410218.1
OG0000187	Roisl.0011s0577.1.p	XP_006404623.2, XP_024014209.1
OG0000187	Roisl.0082s0775.1.p, Roisl.0082s0772.1.p, Roisl.0033s0001.1.p, Roisl.0082s0770.1.p, Roisl.0020s0168.1.p, Roisl.0082s0774.1.p	XP_024009084.1, XP_006396044.1
OG0000188	Roisl.0210s0897.1.p	XP_006403294.1, XP_006413270.2
OG0000189	Roisl.0066s0143.1.p, Roisl.0001s0220.1.p	XP_006412039.1
OG0000189	Roisl.0001s0111.1.p	XP_006412162.1
OG0000189	Roisl.0004s0308.1.p	XP_006390262.1
OG0000189	Roisl.0007s0123.1.p	XP_006416436.1
OG0000191	Roisl.0008s0027.1.p, Roisl.0214s0145.1.p, Roisl.0194s0043.1.p	XP_024014023.1, XP_024006586.1
OG0000192	Roisl.0021s0466.1.p	XP_006413192.2
OG0000192	Roisl.0021s0464.1.p	XP_006399077.1
OG0000192	Roisl.0021s0463.1.p	XP_006399078.1
OG0000193	Roisl.0013s0218.1.p	XP_006410830.1, XP_006415272.2
OG0000193	Roisl.0209s0180.1.p, Roisl.0213s0478.1.p, Roisl.0213s0477.1.p	XP_024007938.1
OG0000194	Roisl.0049s0017.1.p, Roisl.0075s0133.1.p	XP_024004918.1, XP_024004013.1, XP_024016544.1, XP_024016562.1, XP_024014701.1, XP_024010275.1, XP_024014547.1, XP_024014437.1, XP_024016288.1, XP_024013567.1, XP_024013299.1, XP_024015894.1, XP_024004942.1, XP_024010359.1, XP_024014700.1, XP_024007921.1
OG0000196	Roisl.0066s0322.1.p	XP_006405313.2
OG0000196	Roisl.0009s0050.1.p	XP_006405333.1
OG0000196	Roisl.0014s0087.1.p, Roisl.0009s0039.1.p, Roisl.0009s0046.1.p	XP_024014729.1
OG0000197	Roisl.0064s0036.1.p	XP_024005579.1
OG0000197	Roisl.0091s0346.1.p	XP_006393695.2
OG0000198	Roisl.0011s0049.1.p	XP_006395886.1, XP_006395885.1
OG0000198	Roisl.0007s0637.1.p	XP_006413529.1
OG0000199	Roisl.0082s0445.1.p, Roisl.0082s0444.1.p, Roisl.0020s0058.1.p	XP_006412791.2, XP_006413298.1
OG0000200	Roisl.0213s0164.1.p	XP_006415606.2
OG0000200	Roisl.0091s0809.1.p	XP_006418015.2
OG0000201	Roisl.0066s0324.1.p	XP_024009278.1
OG0000202	Roisl.0191s0669.1.p	XP_024009918.1
OG0000203	Roisl.0026s0064.1.p	XP_024012757.1
OG0000204	Roisl.0210s2155.1.p	XP_024008033.1, XP_024010569.1
OG0000208	Roisl.0048s0028.1.p, Roisl.0082s0585.1.p	XP_024013235.1
OG0000209	Roisl.0046s1202.1.p, Roisl.0007s0706.1.p	XP_024006207.1
OG0000209	Roisl.0210s0893.1.p, Roisl.0210s0751.1.p	XP_024015726.1
OG0000209	Roisl.0210s1801.1.p	XP_006417013.1, XP_006417028.2
OG0000210	Roisl.0082s0655.1.p, Roisl.0028s0090.1.p	XP_024010855.1, XP_024004704.1
OG0000210	Roisl.0018s0163.1.p	XP_024012914.1
OG0000210	Roisl.0013s0217.1.p, Roisl.0214s0325.1.p	XP_006395656.2
OG0000214	Roisl.0002s0228.1.p, Roisl.0017s0481.1.p	XP_024006280.1
OG0000215	Roisl.0019s0017.1.p	XP_024014265.1, XP_006408133.1, XP_006411039.1, XP_006419058.2
OG0000215	Roisl.0021s0628.1.p, Roisl.0111s0041.1.p, Roisl.0019s0139.1.p, Roisl.0210s0511.1.p, Roisl.0083s0037.1.p, Roisl.0046s0259.1.p	XP_024006539.1
OG0000216	Roisl.0214s0809.1.p	XP_024016821.1
OG0000216	Roisl.0210s1376.1.p	XP_024010225.1
OG0000217	Roisl.0184s0187.1.p	XP_024010473.1, XP_024007230.1
OG0000219	Roisl.0009s0056.1.p, Roisl.0058s0108.1.p, Roisl.0019s0253.1.p, Roisl.0009s0059.1.p, Roisl.0009s0148.1.p	XP_024009776.1, XP_006391273.1, XP_024005932.1, XP_024005928.1
OG0000221	Roisl.0043s0012.1.p	XP_024003652.1
OG0000222	Roisl.0082s0034.1.p, Roisl.0189s0004.1.p	XP_024016355.1
OG0000222	Roisl.0209s0533.1.p	XP_024015830.1, XP_024014542.1
OG0000222	Roisl.0189s0010.1.p, Roisl.0025s0105.1.p, Roisl.0188s0142.1.p, Roisl.0032s0108.1.p, Roisl.0061s0008.1.p, Roisl.0062s0031.1.p, Roisl.0200s0002.1.p, Roisl.0194s0072.1.p, Roisl.0213s0011.1.p, Roisl.0036s0107.1.p, Roisl.0082s0071.1.p, Roisl.0075s0029.1.p, Roisl.0038s0037.1.p, Roisl.0184s0228.1.p, Roisl.0201s0021.1.p, Roisl.0053s0020.1.p, Roisl.0082s0004.1.p, Roisl.0124s0002.1.p, Roisl.0082s0022.1.p, Roisl.0214s0134.1.p, Roisl.0083s0042.1.p, Roisl.0052s0067.1.p, Roisl.0209s0540.1.p, Roisl.0029s0048.1.p, Roisl.0185s0053.1.p, Roisl.0111s0037.1.p, Roisl.0209s0542.1.p, Roisl.0194s0054.1.p, Roisl.0037s0077.1.p, Roisl.0087s0006.1.p, Roisl.0215s0007.1.p, Roisl.0215s0008.1.p, Roisl.0215s0003.1.p, Roisl.0198s0067.1.p, Roisl.0201s0016.1.p, Roisl.0201s0015.1.p, Roisl.0040s0033.1.p, Roisl.0015s0196.1.p, Roisl.0082s0008.1.p, Roisl.0029s0092.1.p, Roisl.0210s2137.1.p, Roisl.0008s0103.1.p	XP_024013106.1, XP_024011381.1, XP_024009610.1, XP_024009459.1
OG0000222	Roisl.0043s0026.1.p, Roisl.0185s0040.1.p, Roisl.0209s0026.1.p, Roisl.0200s0008.1.p, Roisl.0201s0002.1.p, Roisl.0027s0040.1.p, Roisl.0209s0541.1.p	XP_024010571.1, XP_024010572.1, XP_024016386.1
OG0000225	Roisl.0115s0258.1.p	XP_024009484.1
OG0000225	Roisl.0115s0259.1.p	XP_024011254.1
OG0000227	Roisl.0047s0018.1.p	XP_024014358.1
OG0000230	Roisl.0046s0006.1.p, Roisl.0036s0075.1.p, Roisl.0198s0012.1.p, Roisl.0198s0049.1.p	XP_024012973.1
OG0000230	Roisl.0018s0014.1.p	XP_024012843.1
OG0000232	Roisl.0184s0057.1.p, Roisl.0213s0767.1.p, Roisl.0002s0203.1.p, Roisl.0115s0434.1.p, Roisl.0045s0049.1.p	XP_024004085.1
OG0000233	Roisl.0210s0497.1.p	XP_024012088.1, XP_006399240.2
OG0000233	Roisl.0210s0495.1.p, Roisl.0210s0494.1.p	XP_024012161.1
OG0000235	Roisl.0004s0134.1.p	XP_006405376.2
OG0000236	Roisl.0075s0132.1.p, Roisl.0053s0263.1.p, Roisl.0115s0550.1.p, Roisl.0213s0762.1.p	XP_024014966.1
OG0000236	Roisl.0184s0155.1.p	XP_024014734.1
OG0000237	Roisl.0115s0615.1.p	XP_006406140.1
OG0000237	Roisl.0115s0490.1.p	XP_024014985.1
OG0000238	Roisl.0019s0445.1.p	XP_006390832.1
OG0000238	Roisl.0019s0444.1.p	XP_024007098.1
OG0000241	Roisl.0091s0140.1.p	XP_006413726.1
OG0000241	Roisl.0091s0141.1.p	XP_006413727.1
OG0000241	Roisl.0082s0231.1.p	XP_006396664.1
OG0000241	Roisl.0082s0229.1.p	XP_006396665.1
OG0000241	Roisl.0082s0230.1.p	XP_024010083.1
OG0000242	Roisl.0082s0505.1.p, Roisl.0012s0059.1.p, Roisl.0049s0020.1.p, Roisl.0049s0019.1.p, Roisl.0049s0018.1.p	XP_024015704.1, XP_006392079.1, XP_006392157.1
OG0000242	Roisl.0005s0209.1.p, Roisl.0029s0029.1.p, Roisl.0046s0325.1.p	XP_006394900.1
OG0000243	Roisl.0213s0203.1.p, Roisl.0213s0195.1.p	XP_024008323.1, XP_006415570.1
OG0000243	Roisl.0213s0207.1.p	XP_006415569.1
OG0000243	Roisl.0213s0205.1.p	XP_024008688.1
OG0000244	Roisl.0082s0372.1.p, Roisl.0082s0373.1.p, Roisl.0082s0374.1.p	XP_006396522.2
OG0000246	Roisl.0046s1292.1.p	XP_006403719.1
OG0000246	Roisl.0017s0009.1.p, Roisl.0017s0010.1.p, Roisl.0017s0011.1.p	XP_006410852.1
OG0000248	Roisl.0019s0529.1.p, Roisl.0019s0530.1.p, Roisl.0019s0522.1.p, Roisl.0019s0521.1.p, Roisl.0210s2206.1.p, Roisl.0013s0199.1.p	XP_006390930.2
OG0000249	Roisl.0188s0126.1.p, Roisl.0011s0462.1.p	XP_024011318.1, XP_024004901.1
OG0000250	Roisl.0012s0265.1.p	XP_006396612.1, XP_006396617.1
OG0000250	Roisl.0082s0295.1.p	XP_006393349.1
OG0000251	Roisl.0011s0408.1.p	XP_006395568.2
OG0000251	Roisl.0011s0412.1.p	XP_006395567.1
OG0000252	Roisl.0008s0081.1.p	XP_006412567.1
OG0000252	Roisl.0010s0130.1.p, Roisl.0010s0131.1.p, Roisl.0010s0134.1.p	XP_024015991.1
OG0000252	Roisl.0004s0146.1.p	XP_006390080.1
OG0000253	Roisl.0079s0301.1.p	XP_006407676.1
OG0000253	Roisl.0034s0151.1.p	XP_006398709.1
OG0000254	Roisl.0002s0131.1.p	XP_006414476.1
OG0000256	Roisl.0074s0187.1.p	XP_024009303.1
OG0000256	Roisl.0074s0194.1.p, Roisl.0074s0193.1.p	XP_006403304.1
OG0000256	Roisl.0074s0222.1.p	XP_006414663.1, XP_006414661.2
OG0000256	Roisl.0115s0633.1.p	XP_006418788.1, XP_006412628.2, XP_024009328.1, XP_006402133.2
OG0000256	Roisl.0115s0620.1.p, Roisl.0115s0621.1.p	XP_006406160.1, XP_024014950.1
OG0000258	Roisl.0011s0409.1.p, Roisl.0046s0254.1.p	XP_024013657.1, XP_024016182.1, XP_024015882.1, XP_024007310.1, XP_024010920.1, XP_024010435.1, XP_024011322.1, XP_024016335.1
OG0000258	Roisl.0053s0009.1.p	XP_024009424.1, XP_024016307.1, XP_024016195.1, XP_024005011.1, XP_024009805.1, XP_024014491.1, XP_024007319.1, XP_024014510.1, XP_024013707.1, XP_024004828.1, XP_024010235.1, XP_024010552.1, XP_024013203.1, XP_024009361.1, XP_024014262.1, XP_024006450.1, XP_024016196.1, XP_024016327.1, XP_024010286.1, XP_024013588.1, XP_024014466.1, XP_024016527.1, XP_024006541.1, XP_024010206.1, XP_024016189.1, XP_024010441.1, XP_024006610.1, XP_024006440.1, XP_024007287.1, XP_024014730.1, XP_024009814.1, XP_024016588.1, XP_024015918.1, XP_024009409.1, XP_024013122.1, XP_024013915.1, XP_024013976.1, XP_024006449.1, XP_024014245.1, XP_024014243.1, XP_024015856.1, XP_024014751.1, XP_024016145.1, XP_024011299.1, XP_024011290.1, XP_024014462.1, XP_024006544.1
OG0000261	Roisl.0046s0332.1.p	XP_024004904.1, XP_024004799.1, XP_024004773.1, XP_024014266.1, XP_024014270.1
OG0000261	Roisl.0214s0157.1.p	XP_024004875.1, XP_024005007.1
OG0000262	Roisl.0050s0098.1.p, Roisl.0209s0719.1.p, Roisl.0209s0739.1.p	XP_024013586.1, XP_024011074.1
OG0000263	Roisl.0214s0747.1.p	XP_024016526.1
OG0000263	Roisl.0074s0831.1.p	XP_024014473.1
OG0000266	Roisl.0189s0075.1.p, Roisl.0189s0074.1.p, Roisl.0184s0095.1.p, Roisl.0184s0093.1.p	XP_024011220.1, XP_024011221.1, XP_006401683.1
OG0000266	Roisl.0031s0137.1.p	XP_006409554.2
OG0000267	Roisl.0019s0027.1.p	XP_024004803.1
OG0000269	Roisl.0080s0302.1.p	XP_006400925.1
OG0000269	Roisl.0209s0327.1.p	XP_006418933.1, XP_006418941.1
OG0000269	Roisl.0082s0743.1.p	XP_024003799.1
OG0000270	Roisl.0010s0123.1.p	XP_024014551.1
OG0000273	Roisl.0020s0163.1.p, Roisl.0020s0169.1.p, Roisl.0082s0102.1.p	XP_024011222.1
OG0000273	Roisl.0082s0107.1.p	XP_024011702.1
OG0000275	Roisl.0005s0214.1.p	XP_024006885.1, XP_006395689.1
OG0000275	Roisl.0214s0705.1.p, Roisl.0214s0704.1.p	XP_024006417.1
OG0000278	Roisl.0210s2199.1.p, Roisl.0064s0021.1.p	XP_006408609.2
OG0000278	Roisl.0002s0174.1.p	XP_024004897.1, XP_006405893.1, XP_006405851.1
OG0000279	Roisl.0204s0061.1.p	XP_024010978.1
OG0000282	Roisl.0091s0103.1.p, Roisl.0091s0101.1.p, Roisl.0091s0102.1.p	XP_024004517.1, XP_024004516.1
OG0000284	Roisl.0214s0057.1.p	XP_024013466.1
OG0000285	Roisl.0091s0196.1.p	XP_024005112.1
OG0000285	Roisl.0022s0391.1.p	XP_006413094.1
OG0000291	Roisl.0213s0709.1.p, Roisl.0213s0700.1.p	XP_024009515.1
OG0000292	Roisl.0115s0245.1.p	XP_024014941.1, XP_024014255.1, XP_024010327.1
OG0000294	Roisl.0210s1263.1.p	XP_006400088.2
OG0000294	Roisl.0010s0166.1.p, Roisl.0010s0167.1.p	XP_024012273.1
OG0000295	Roisl.0091s0669.1.p	XP_024011089.1
OG0000295	Roisl.0091s0750.1.p	XP_024008297.1
OG0000295	Roisl.0213s0061.1.p	XP_006415705.2
OG0000296	Roisl.0213s0539.1.p, Roisl.0080s0367.1.p	XP_006400992.1
OG0000296	Roisl.0011s0339.1.p, Roisl.0080s0406.1.p, Roisl.0193s0017.1.p	XP_024011989.1, XP_024011966.1, XP_024012425.1
OG0000297	Roisl.0013s0163.1.p, Roisl.0214s0906.1.p	XP_024014692.1
OG0000298	Roisl.0040s0062.1.p	XP_006415074.1, XP_006415068.1, XP_006415075.2
OG0000298	Roisl.0040s0063.1.p	XP_006415076.2
OG0000300	Roisl.0189s0239.1.p	XP_006408678.2
OG0000300	Roisl.0046s0537.1.p, Roisl.0052s0030.1.p, Roisl.0214s0156.1.p, Roisl.0214s0160.1.p, Roisl.0046s0538.1.p	XP_024016300.1, XP_006394334.2
OG0000301	Roisl.0028s0118.1.p, Roisl.0028s0117.1.p, Roisl.0009s0246.1.p, Roisl.0028s0116.1.p	XP_024006006.1, XP_024014229.1
OG0000304	Roisl.0023s0037.1.p	XP_006393540.1
OG0000304	Roisl.0028s0587.1.p, Roisl.0033s0032.1.p	XP_024004174.1
OG0000304	Roisl.0013s0043.1.p	XP_006396717.1
