Orthogroup	Rorippa_islandica	Conringia_planisiliqua
OG0000051	Roisl.0189s0079.1.p	CP9_g28198_DN3_SP0_c.t1, CP4_g24479_DN3_SP0_c.t1
OG0000052	Roisl.0011s0477.1.p, Roisl.0209s0363.1.p, Roisl.0011s0478.1.p, Roisl.0019s0256.1.p, Roisl.0019s0270.1.p, Roisl.0011s0480.1.p	CP13_g19766_DN3_SP0_c.t1
OG0000054	Roisl.0188s0036.1.p, Roisl.0036s0106.1.p, Roisl.0058s0047.1.p, Roisl.0053s0423.1.p	CP29_g22024_DN2_SP0_c.t1
OG0000055	Roisl.0053s0213.1.p, Roisl.0001s0543.1.p, Roisl.0210s1750.1.p, Roisl.0210s1827.1.p	CP12_g30730_DN2_SP0_c.t1
OG0000055	Roisl.0066s0141.1.p, Roisl.0066s0140.1.p, Roisl.0028s0608.1.p	CP10_g43729_DN2_SP0_c.t1
OG0000056	Roisl.0209s0597.1.p	CP2_g49072_DN2_SP0_c.t1
OG0000056	Roisl.0209s0603.1.p, Roisl.0209s0629.1.p	CP11_g31796_DN3_SP0_c.t1
OG0000056	Roisl.0209s0615.1.p, Roisl.0209s0596.1.p, Roisl.0209s0605.1.p	CP2_g49067_DN3_SP0_c.t1
OG0000056	Roisl.0209s0402.1.p	CP2_g49031_DN3_SP0_c.t1
OG0000059	Roisl.0209s0123.1.p	CP1_g38971_DN3_SP0_c.t1, CP20_g3949_DN2_SP0_c.t1
OG0000059	Roisl.0019s0008.1.p, Roisl.0027s0012.1.p, Roisl.0214s0427.1.p, Roisl.0018s0107.1.p, Roisl.0010s0148.1.p, Roisl.0214s0190.1.p	CP22_g17654_DN3_SP0_c.t1, CP4_g26576_DN3_SP0_c.t1
OG0000060	Roisl.0080s0272.1.p	CP1_g37049_DN3_SP0_c.t1, CP1_g37064_DN3_SP0_c.t1
OG0000060	Roisl.0091s1062.1.p	CP3_g14841_DN3_SP0_c.t1
OG0000064	Roisl.0214s0881.1.p, Roisl.0214s0876.1.p, Roisl.0214s0874.1.p, Roisl.0214s0875.1.p, Roisl.0214s0873.1.p, Roisl.0214s0877.1.p, Roisl.0214s0880.1.p, Roisl.0214s0867.1.p, Roisl.0214s0869.1.p, Roisl.0214s0872.1.p, Roisl.0214s0870.1.p, Roisl.0214s0868.1.p, Roisl.0214s0871.1.p, Roisl.0214s0879.1.p, Roisl.0214s0878.1.p, Roisl.0214s0820.1.p, Roisl.0214s0819.1.p, Roisl.0214s0817.1.p, Roisl.0214s0816.1.p, Roisl.0214s0823.1.p, Roisl.0214s0812.1.p, Roisl.0214s0814.1.p, Roisl.0214s0818.1.p, Roisl.0214s0822.1.p, Roisl.0214s0824.1.p, Roisl.0214s0825.1.p, Roisl.0214s0821.1.p, Roisl.0214s0815.1.p, Roisl.0214s0826.1.p	CP18_g12051_DN1_SP0_c.t1
OG0000065	Roisl.0024s0064.1.p	CP9_g28234_DN3_SP0_c.t1
OG0000065	Roisl.0046s0032.1.p	CP5_g1666_DN1_SP0_c.t1
OG0000065	Roisl.0213s0853.1.p, Roisl.0213s0852.1.p	CP5_g1580_DN2_SP0_c.t1
OG0000066	Roisl.0210s0757.1.p	CP4_g25642_DN3_SP0_c.t1
OG0000066	Roisl.0024s0429.1.p, Roisl.0210s0756.1.p, Roisl.0024s0428.1.p	CP2_g49425_DN3_SP0_c.t1
OG0000067	Roisl.0214s0162.1.p, Roisl.0046s0696.1.p	CP17_g5644_DN3_SP0_c.t1, CP17_g5532_DN2_SP0_c.t1
OG0000068	Roisl.0034s0163.1.p	CP12_g31237_DN3_SP0_c.t1
OG0000070	Roisl.0021s0078.1.p, Roisl.0011s0203.1.p, Roisl.0011s0205.1.p	CP17_g5790_DN3_SP0_c.t1
OG0000070	Roisl.0007s0115.1.p	CP7_g45746_DN3_SP0_c.t1
OG0000073	Roisl.0045s0095.1.p, Roisl.0005s0073.1.p	CP18_g11666_DN2_SP0_c.t1, CP29_g22116_DN2_SP0_c.t1, CP8_g53133_DN1_SP0_c.t1, CP4_g26011_DN1_SP0_c.t1, CP15_g35379_DN3_SP0_c.t1
OG0000073	Roisl.0210s1691.1.p, Roisl.0046s0358.1.p	CP13_g20431_DN2_SP0_c.t1
OG0000075	Roisl.0214s0076.1.p	CP8_g52237_DN3_SP0_c.t1
OG0000076	Roisl.0115s0707.1.p	CP5_g77_DN1_SP0_c.t1
OG0000076	Roisl.0028s0782.1.p	CP4_g25364_DN3_SP0_c.t1
OG0000077	Roisl.0012s0354.1.p	CP13_g20085_DN3_SP0_c.t1
OG0000077	Roisl.0005s0356.1.p, Roisl.0005s0357.1.p, Roisl.0005s0358.1.p, Roisl.0005s0330.1.p, Roisl.0213s0591.1.p, Roisl.0213s0589.1.p	CP13_g20036_DN3_SP0_c.t1, CP13_g20034_DN3_SP0_c.t1
OG0000077	Roisl.0214s0808.1.p	CP2_g49683_DN2_SP0_c.t1
OG0000077	Roisl.0011s0230.1.p, Roisl.0214s0216.1.p, Roisl.0011s0228.1.p, Roisl.0011s0225.1.p, Roisl.0011s0220.1.p, Roisl.0011s0216.1.p, Roisl.0011s0221.1.p, Roisl.0011s0226.1.p, Roisl.0011s0219.1.p	CP13_g19516_DN3_SP0_c.t1
OG0000077	Roisl.0214s0806.1.p	CP2_g49677_DN1_SP0_c.t1
OG0000077	Roisl.0005s0364.1.p	CP13_g20039_DN3_SP0_c.t1
OG0000078	Roisl.0016s0323.1.p	CP10_g42378_DN2_SP0_c.t1
OG0000078	Roisl.0016s0324.1.p	CP10_g42381_DN3_SP0_c.t1
OG0000081	Roisl.0206s0028.1.p, Roisl.0036s0071.1.p, Roisl.0209s0160.1.p, Roisl.0038s0020.1.p, Roisl.0020s0165.1.p	CP1_g40914_DN2_SP0_c.t1
OG0000082	Roisl.0028s0038.1.p	CP1_g38899_DN2_SP0_c.t1
OG0000082	Roisl.0056s0001.1.p	CP3_g15632_DN1_SP0_c.t1, CP1_g41005_DN2_SP0_c.t1
OG0000082	Roisl.0020s0081.1.p	CP2_g49995_DN3_SP0_c.t1
OG0000082	Roisl.0214s0040.1.p	CP23_g21380_DN2_SP0_c.t1
OG0000083	Roisl.0012s0356.1.p	CP66_g6455_DN1_SP0_c.t1, CP6_g7798_DN2_SP0_c.t1
OG0000083	Roisl.0209s0532.1.p	CP14_g23213_DN2_SP0_c.t1, CP23_g21372_DN1_SP0_c.t1, CP2_g49795_DN1_SP0_c.t1, CP14_g23210_DN2_SP0_c.t1, CP23_g21373_DN1_SP0_c.t1, CP14_g23271_DN2_SP0_c.t1
OG0000084	Roisl.0214s0736.1.p	CP14_g23878_DN3_SP0_c.t1, CP13_g20759_DN2_SP0_c.t1, CP5_g3263_DN2_SP0_c.t1, CP12_g31116_DN2_SP0_c.t1, CP22_g17338_DN1_SP0_c.t1, CP12_g31607_DN1_SP0_c.t1
OG0000084	Roisl.0189s0055.1.p	CP3_g15485_DN3_SP0_c.t1, CP15_g36117_DN3_SP0_c.t1
OG0000086	Roisl.0024s0030.1.p, Roisl.0209s0075.1.p	CP9_g28199_DN3_SP0_c.t1
OG0000089	Roisl.0210s2052.1.p	CP2_g48308_DN3_SP8_c.t1
OG0000089	Roisl.0024s0139.1.p	CP2_g48035_DN3_SP7_c.t1
OG0000089	Roisl.0209s0395.1.p	CP3_g14713_DN3_SP4_c.t1
OG0000089	Roisl.0082s0748.1.p	CP4_g25793_DN3_SP8_c.t1
OG0000089	Roisl.0210s0950.1.p	CP11_g32707_DN3_SP8_c.t1
OG0000089	Roisl.0012s0263.1.p	CP13_g20168_DN3_SP8_c.t1
OG0000089	Roisl.0091s0246.1.p	CP6_g6768_DN3_SP8_c.t1
OG0000089	Roisl.0028s0886.1.p	CP4_g25265_DN3_SP6_c.t1
OG0000089	Roisl.0004s0314.1.p	CP9_g29223_DN3_SP8_c.t1
OG0000090	Roisl.0041s0056.1.p	CP1_g39499_DN1_SP0_c.t1
OG0000090	Roisl.0184s0229.1.p	CP13_g20454_DN2_SP0_c.t1, CP3_g15710_DN2_SP0_c.t1
OG0000090	Roisl.0185s0052.1.p, Roisl.0046s0056.1.p, Roisl.0083s0014.1.p, Roisl.0213s0386.1.p, Roisl.0214s0614.1.p, Roisl.0028s0652.1.p, Roisl.0055s0065.1.p, Roisl.0184s0150.1.p	CP12_g31526_DN2_SP0_c.t1, CP3_g16074_DN2_SP0_c.t1, CP23_g21807_DN1_SP0_c.t1, CP23_g21612_DN3_SP0_c.t1, CP13_g20624_DN2_SP0_c.t1
OG0000090	Roisl.0020s0036.1.p	CP2_g50412_DN2_SP0_c.t1
OG0000090	Roisl.0214s0234.1.p, Roisl.0214s0277.1.p, Roisl.0209s0077.1.p	CP6_g8583_DN3_SP0_c.t1
OG0000090	Roisl.0111s0002.1.p	CP12_g31050_DN2_SP0_c.t1, CP1_g40029_DN1_SP0_c.t1, CP3_g14975_DN3_SP0_c.t1, CP3_g16737_DN2_SP0_c.t1
OG0000091	Roisl.0209s0418.1.p	CP8_g52786_DN3_SP0_c.t1
OG0000095	Roisl.0027s0067.1.p, Roisl.0214s0005.1.p, Roisl.0214s0003.1.p, Roisl.0214s0031.1.p, Roisl.0214s0037.1.p	CP16_g55090_DN3_SP0_c.t1, CP16_g55089_DN3_SP0_c.t1
OG0000096	Roisl.0001s0531.1.p, Roisl.0074s0979.1.p	CP12_g30984_DN3_SP0_c.t1, CP12_g30986_DN3_SP0_c.t1, CP12_g30930_DN3_SP0_c.t1
OG0000097	Roisl.0043s0036.1.p, Roisl.0012s0401.1.p, Roisl.0058s0018.1.p	CP29_g22155_DN1_SP0_c.t1
OG0000098	Roisl.0038s0015.1.p, Roisl.0038s0016.1.p	CP2_g48438_DN1_SP0_c.t1
OG0000100	Roisl.0209s0693.1.p	CP2_g48895_DN3_SP0_c.t1
OG0000100	Roisl.0214s0639.1.p	CP2_g49326_DN3_SP0_c.t1
OG0000100	Roisl.0214s0220.1.p	CP2_g48891_DN3_SP0_c.t1
OG0000101	Roisl.0062s0015.1.p, Roisl.0209s0004.1.p, Roisl.0115s0296.1.p, Roisl.0188s0009.1.p	CP22_g17341_DN3_SP0_c.t1
OG0000105	Roisl.0016s0342.1.p, Roisl.0214s0835.1.p, Roisl.0210s0842.1.p, Roisl.0046s0013.1.p, Roisl.0045s0038.1.p, Roisl.0214s0850.1.p	CP12_g31635_DN1_SP0_c.t1
OG0000105	Roisl.0005s0131.1.p	CP2_g49355_DN1_SP0_c.t1
OG0000110	Roisl.0023s0015.1.p	CP5_g2099_DN3_SP0_c.t1
OG0000111	Roisl.0015s0039.1.p, Roisl.0046s1166.1.p, Roisl.0091s0649.1.p	CP6_g7513_DN2_SP0_c.t1, CP3_g14874_DN2_SP0_c.t1
OG0000111	Roisl.0210s2207.1.p, Roisl.0013s0027.1.p	CP5_g1915_DN1_SP0_c.t1, CP5_g1912_DN2_SP0_c.t1, CP5_g1908_DN2_SP0_c.t1, CP5_g1919_DN2_SP0_c.t1, CP5_g1886_DN2_SP0_c.t1, CP5_g1935_DN3_SP0_c.t1, CP94_g6400_DN3_SP0_c.t1, CP5_g1897_DN2_SP0_c.t1, CP5_g1895_DN2_SP0_c.t1, CP5_g1905_DN3_SP0_c.t1
OG0000114	Roisl.0195s0034.1.p, Roisl.0082s0484.1.p	CP1_g39948_DN1_SP0_c.t1, CP1_g40795_DN2_SP0_c.t1, CP9_g27816_DN2_SP0_c.t1, CP17_g5831_DN3_SP0_c.t1, CP3_g15173_DN3_SP0_c.t1, CP13_g20753_DN3_SP0_c.t1, CP22_g17669_DN1_SP0_c.t1, CP3_g14115_DN3_SP0_c.t1, CP74_g56236_DN3_SP0_c.t1, CP95_g12691_DN3_SP0_c.t1, CP3_g14116_DN1_SP0_c.t1, CP22_g17668_DN1_SP0_c.t1, CP8_g52209_DN3_SP0_c.t1, CP18_g12092_DN3_SP0_c.t1, CP12_g30982_DN3_SP0_c.t1, CP7_g44473_DN2_SP0_c.t1, CP8_g52212_DN3_SP0_c.t1, CP17_g6028_DN3_SP0_c.t1, CP20_g4238_DN3_SP0_c.t1, CP7_g44474_DN2_SP0_c.t1, CP9_g27817_DN2_SP0_c.t1
OG0000114	Roisl.0053s0064.1.p	CP36_g50968_DN2_SP0_c.t1
OG0000116	Roisl.0019s0048.1.p, Roisl.0046s0709.1.p	CP8_g52858_DN3_SP0_c.t1
OG0000117	Roisl.0191s0190.1.p	CP7_g45428_DN3_SP0_c.t1
OG0000117	Roisl.0191s0189.1.p	CP7_g45432_DN3_SP0_c.t1
OG0000117	Roisl.0191s0191.1.p	CP7_g45431_DN3_SP0_c.t1
OG0000117	Roisl.0191s0200.1.p	CP7_g45419_DN3_SP0_c.t1
OG0000117	Roisl.0191s0196.1.p	CP7_g45418_DN3_SP0_c.t1
OG0000121	Roisl.0066s0357.1.p	CP12_g31136_DN1_SP0_c.t1
OG0000122	Roisl.0080s0688.1.p	CP8_g53628_DN3_SP0_c.t1
OG0000122	Roisl.0080s0684.1.p	CP8_g53627_DN3_SP0_c.t1
OG0000124	Roisl.0011s0204.1.p	CP92_g51792_DN1_SP0_c.t1
OG0000126	Roisl.0021s0393.1.p, Roisl.0208s0044.1.p, Roisl.0208s0042.1.p, Roisl.0020s0136.1.p	CP4_g26270_DN2_SP0_c.t1
OG0000127	Roisl.0210s1950.1.p	CP8_g54114_DN3_SP0_c.t1
OG0000127	Roisl.0046s1343.1.p	CP3_g13990_DN2_SP0_c.t1
OG0000127	Roisl.0079s0305.1.p	CP11_g33621_DN2_SP0_c.t1
OG0000127	Roisl.0080s0276.1.p	CP8_g54018_DN3_SP0_c.t1
OG0000127	Roisl.0209s0299.1.p, Roisl.0209s0304.1.p	CP3_g14833_DN3_SP0_c.t1
OG0000127	Roisl.0082s0645.1.p	CP4_g25869_DN3_SP0_c.t1
OG0000128	Roisl.0018s0038.1.p	CP3_g13458_DN3_SP0_c.t1
OG0000129	Roisl.0022s0002.1.p, Roisl.0022s0001.1.p	CP9_g27597_DN3_SP0_c.t1, CP10_g43808_DN3_SP0_c.t1
OG0000129	Roisl.0080s0056.1.p, Roisl.0080s0057.1.p, Roisl.0204s0037.1.p, Roisl.0204s0045.1.p, Roisl.0189s0223.1.p	CP2_g48114_DN3_SP0_c.t1
OG0000130	Roisl.0027s0125.1.p	CP6_g7368_DN1_SP0_c.t1
OG0000130	Roisl.0012s0041.1.p, Roisl.0032s0030.1.p, Roisl.0189s0078.1.p	CP24_g47153_DN1_SP0_c.t1
OG0000130	Roisl.0083s0046.1.p	CP6_g8745_DN2_SP0_c.t1, CP14_g22626_DN2_SP0_c.t1, CP3_g16605_DN2_SP0_c.t1, CP4_g26048_DN1_SP0_c.t1, CP6_g8614_DN2_SP0_c.t1, CP5_g1942_DN3_SP0_c.t1, CP17_g4921_DN2_SP0_c.t1, CP5_g1870_DN2_SP0_c.t1, CP1_g39061_DN1_SP0_c.t1, CP13_g20361_DN1_SP0_c.t1, CP127_g12823_DN1_SP0_c.t1
OG0000130	Roisl.0080s0678.1.p	CP2_g49700_DN3_SP0_c.t1
OG0000134	Roisl.0214s0845.1.p, Roisl.0214s0851.1.p	CP12_g31654_DN3_SP0_c.t1
OG0000136	Roisl.0055s0066.1.p	CP14_g23760_DN1_SP0_c.t1
OG0000136	Roisl.0082s0010.1.p	CP6_g9733_DN1_SP0_c.t1, CP20_g3889_DN1_SP0_c.t1
OG0000136	Roisl.0213s0730.1.p	CP3_g15023_DN1_SP0_c.t1, CP3_g15027_DN2_SP0_c.t1
OG0000136	Roisl.0029s0027.1.p, Roisl.0047s0079.1.p, Roisl.0184s0220.1.p	CP2_g50566_DN1_SP0_c.t1
OG0000136	Roisl.0047s0075.1.p, Roisl.0213s0757.1.p, Roisl.0008s0036.1.p, Roisl.0075s0023.1.p, Roisl.0209s0530.1.p, Roisl.0111s0005.1.p, Roisl.0008s0128.1.p	CP15_g36148_DN1_SP0_c.t1
OG0000137	Roisl.0080s0802.1.p	CP29_g22095_DN2_SP0_c.t1
OG0000140	Roisl.0210s1920.1.p, Roisl.0188s0133.1.p, Roisl.0019s0384.1.p	CP2_g49134_DN3_SP0_c.t1, CP14_g23074_DN2_SP0_c.t1
OG0000140	Roisl.0047s0080.1.p, Roisl.0046s0059.1.p, Roisl.0083s0051.1.p, Roisl.0201s0007.1.p	CP5_g2106_DN1_SP0_c.t1
OG0000140	Roisl.0008s0035.1.p, Roisl.0040s0019.1.p	CP12_g31264_DN1_SP0_c.t1, CP12_g31008_DN1_SP0_c.t1
OG0000141	Roisl.0002s0275.1.p	CP1_g37532_DN1_SP0_c.t1
OG0000141	Roisl.0021s0319.1.p	CP1_g37530_DN3_SP0_c.t1
OG0000145	Roisl.0066s0427.1.p, Roisl.0200s0041.1.p, Roisl.0210s2138.1.p, Roisl.0040s0031.1.p, Roisl.0040s0017.1.p, Roisl.0036s0095.1.p, Roisl.0027s0123.1.p, Roisl.0185s0064.1.p, Roisl.0141s0001.1.p, Roisl.0029s0001.1.p, Roisl.0071s0015.1.p, Roisl.0075s0004.1.p, Roisl.0184s0171.1.p, Roisl.0201s0008.1.p, Roisl.0041s0013.1.p, Roisl.0053s0023.1.p, Roisl.0040s0013.1.p, Roisl.0185s0054.1.p, Roisl.0058s0091.1.p, Roisl.0185s0096.1.p, Roisl.0058s0106.1.p	CP17_g5733_DN1_SP0_c.t1
OG0000145	Roisl.0048s0019.1.p, Roisl.0083s0044.1.p	CP24_g47323_DN2_SP0_c.t1
OG0000148	Roisl.0013s0175.1.p	CP1_g38394_DN3_SP0_c.t1
OG0000148	Roisl.0006s0148.1.p	CP8_g53130_DN2_SP0_c.t1
OG0000148	Roisl.0013s0141.1.p	CP1_g38017_DN2_SP0_c.t1
OG0000148	Roisl.0082s0572.1.p	CP16_g55147_DN3_SP0_c.t1, CP7_g44768_DN1_SP0_c.t1
OG0000148	Roisl.0210s1505.1.p	CP7_g45047_DN1_SP0_c.t1
OG0000154	Roisl.0006s0138.1.p	CP1_g38036_DN1_SP0_c.t1
OG0000158	Roisl.0191s0244.1.p	CP4_g24795_DN1_SP0_c.t1
OG0000159	Roisl.0024s0087.1.p	CP96_g34206_DN3_SP0_c.t1, CP39_g21139_DN3_SP0_c.t1
OG0000159	Roisl.0029s0024.1.p	CP8_g52981_DN3_SP0_c.t1, CP1_g40026_DN2_SP0_c.t1, CP46_g6624_DN3_SP0_c.t1, CP18_g11985_DN2_SP0_c.t1
OG0000160	Roisl.0066s0007.1.p	CP10_g43624_DN3_SP8_c.t1
OG0000160	Roisl.0003s0027.1.p	CP5_g984_DN3_SP8_c.t1
OG0000160	Roisl.0080s0566.1.p	CP8_g53733_DN3_SP8_c.t1
OG0000160	Roisl.0214s0132.1.p	CP17_g5850_DN3_SP8_c.t1
OG0000160	Roisl.0115s0111.1.p	CP9_g29643_DN3_SP8_c.t1
OG0000160	Roisl.0051s0034.1.p	CP16_g55126_DN3_SP8_c.t1
OG0000162	Roisl.0028s0711.1.p	CP4_g25433_DN2_SP0_c.t1
OG0000162	Roisl.0028s0709.1.p	CP4_g25434_DN2_SP0_c.t1
OG0000163	Roisl.0061s0012.1.p	CP14_g22654_DN2_SP0_c.t1
OG0000164	Roisl.0020s0019.1.p, Roisl.0214s0688.1.p, Roisl.0215s0002.1.p, Roisl.0184s0199.1.p	CP35_g52063_DN2_SP0_c.t1, CP5_g3147_DN2_SP0_c.t1, CP5_g3037_DN1_SP0_c.t1
OG0000166	Roisl.0023s0082.1.p	CP16_g55347_DN1_SP0_c.t1
OG0000167	Roisl.0053s0365.1.p	CP12_g30688_DN2_SP0_c.t1
OG0000170	Roisl.0023s0104.1.p	CP4_g24175_DN3_SP0_c.t1
OG0000171	Roisl.0031s0104.1.p	CP8_g53294_DN3_SP8_c.t1
OG0000171	Roisl.0050s0073.1.p	CP19_g17855_DN3_SP6_c.t1, CP13_g19098_DN3_SP8_c.t1
OG0000171	Roisl.0066s0281.1.p	CP10_g43893_DN3_SP8_c.t1
OG0000171	Roisl.0080s0713.1.p	CP8_g53599_DN3_SP8_c.t1
OG0000171	Roisl.0079s0226.1.p, Roisl.0079s0225.1.p	CP10_g42832_DN3_SP8_c.t1
OG0000171	Roisl.0022s0465.1.p	CP5_g1205_DN3_SP7_c.t1
OG0000172	Roisl.0046s1356.1.p	CP14_g22663_DN1_SP0_c.t1, CP10_g43851_DN2_SP0_c.t1, CP5_g1428_DN2_SP0_c.t1, CP3_g15131_DN1_SP0_c.t1, CP8_g52523_DN1_SP0_c.t1, CP5_g2025_DN2_SP0_c.t1
OG0000172	Roisl.0028s0565.1.p	CP20_g4161_DN1_SP0_c.t1
OG0000173	Roisl.0001s0452.1.p	CP5_g175_DN2_SP0_c.t1
OG0000174	Roisl.0066s0013.1.p, Roisl.0082s0594.1.p	CP8_g52236_DN2_SP0_c.t1, CP29_g21958_DN3_SP0_c.t1, CP45_g22359_DN3_SP0_c.t1, CP8_g52687_DN2_SP0_c.t1, CP8_g54530_DN3_SP0_c.t1, CP5_g1847_DN2_SP0_c.t1
OG0000175	Roisl.0019s0487.1.p, Roisl.0191s0187.1.p	CP9_g28660_DN3_SP6_c.t1, CP7_g45435_DN3_SP8_c.t1
OG0000175	Roisl.0210s1168.1.p	CP11_g32500_DN3_SP8_c.t1
OG0000175	Roisl.0214s0596.1.p	CP2_g49264_DN3_SP7_c.t1
OG0000175	Roisl.0018s0359.1.p	CP4_g24004_DN3_SP6_c.t1, CP3_g13159_DN3_SP8_c.t1
OG0000177	Roisl.0189s0081.1.p	CP9_g29342_DN3_SP0_c.t1
OG0000178	Roisl.0082s0207.1.p	CP11_g31843_DN3_SP0_c.t1
OG0000179	Roisl.0214s0666.1.p	CP2_g49358_DN1_SP0_c.t1
OG0000179	Roisl.0214s0759.1.p	CP8_g52792_DN1_SP0_c.t1, CP2_g49383_DN2_SP0_c.t1
OG0000179	Roisl.0214s0687.1.p, Roisl.0214s0686.1.p	CP2_g49352_DN3_SP0_c.t1
OG0000179	Roisl.0214s0662.1.p, Roisl.0214s0689.1.p, Roisl.0214s0768.1.p, Roisl.0214s0758.1.p, Roisl.0214s0794.1.p, Roisl.0214s0685.1.p	CP2_g49361_DN3_SP0_c.t1, CP2_g49359_DN3_SP0_c.t1, CP2_g49380_DN3_SP0_c.t1
