Orthogroup	Rorippa_islandica	Arabidopsis_lyrata_Rawat
OG0000108	Roisl.0074s0053.1.p	AL3G32160, AL1G56110
OG0000108	Roisl.0028s0385.1.p, Roisl.0028s0408.1.p	AL4G40470, AL4G40460
OG0000109	Roisl.0194s0008.1.p	AL1G47060, AL4G15980
OG0000111	Roisl.0015s0039.1.p	AL6G41700, AL6G41690, AL496U10010, AL6G51840, AL496U10020, AL6G51870
OG0000111	Roisl.0091s0649.1.p	AL6G41670, AL6G41680
OG0000111	Roisl.0009s0044.1.p, Roisl.0057s0030.1.p, Roisl.0057s0027.1.p	AL5G34240, AL3G50380
OG0000111	Roisl.0210s2207.1.p, Roisl.0013s0027.1.p	AL5G18800, AL2G34810
OG0000114	Roisl.0195s0034.1.p, Roisl.0082s0484.1.p	AL2G19090, AL2G20370, AL1G46930, AL8G13990, AL5G18470, AL5G18060, AL3G42080, AL4G18650, AL3G44910, nbis-gene-1272, nbis-gene-1271, AL1G50940
OG0000114	Roisl.0024s0009.1.p	AL6G40550
OG0000117	Roisl.0191s0189.1.p	AL1G37270
OG0000117	Roisl.0191s0191.1.p	AL1G37280
OG0000117	Roisl.0191s0200.1.p	AL1G37390
OG0000117	Roisl.0191s0196.1.p	AL1G37330, AL1G37340
OG0000118	Roisl.0012s0130.1.p	AL4G35680, AL4G35660, AL4G35650
OG0000118	Roisl.0017s0203.1.p, Roisl.0017s0206.1.p	AL7G47920
OG0000118	Roisl.0053s0217.1.p, Roisl.0053s0316.1.p	AL3G38540, AL3G38550
OG0000119	Roisl.0209s0264.1.p	AL5G25370
OG0000119	Roisl.0082s0489.1.p	AL4G18370, AL4G18360, AL4G18340
OG0000119	Roisl.0208s0010.1.p, Roisl.0021s0512.1.p	AL5G21720, AL5G21730
OG0000119	Roisl.0209s0256.1.p, Roisl.0209s0258.1.p	AL5G24100
OG0000122	Roisl.0080s0689.1.p	AL8G32110
OG0000125	Roisl.0082s0686.1.p, Roisl.0082s0679.1.p	AL4G23570
OG0000125	Roisl.0091s1034.1.p	AL1G17740
OG0000125	Roisl.0013s0044.1.p	AL1G55940
OG0000125	Roisl.0006s0236.1.p	AL1G59870
OG0000125	Roisl.0213s0753.1.p	AL1G59850
OG0000126	Roisl.0021s0393.1.p, Roisl.0208s0044.1.p, Roisl.0208s0042.1.p, Roisl.0020s0136.1.p	AL4G20870
OG0000127	Roisl.0091s1058.1.p	AL1G18070
OG0000127	Roisl.0210s1950.1.p	AL6G34020
OG0000127	Roisl.0034s0161.1.p	AL6G11840
OG0000127	Roisl.0079s0305.1.p	AL3G20660
OG0000127	Roisl.0080s0276.1.p	AL8G36480
OG0000127	Roisl.0209s0299.1.p, Roisl.0209s0304.1.p	AL5G24750
OG0000127	Roisl.0082s0645.1.p	AL4G23250
OG0000128	Roisl.0019s0649.1.p	AL5G41150
OG0000128	Roisl.0019s0650.1.p	AL8G16450
OG0000128	Roisl.0018s0036.1.p, Roisl.0018s0037.1.p	AL5G41080
OG0000128	Roisl.0018s0038.1.p	AL5G41090
OG0000128	Roisl.0018s0034.1.p	AL5G41050
OG0000129	Roisl.0021s0622.1.p	AL2G19870
OG0000129	Roisl.0194s0004.1.p	AL2G19970
OG0000129	Roisl.0022s0002.1.p, Roisl.0022s0001.1.p	AL2G20180
OG0000129	Roisl.0204s0176.1.p	AL2G20130
OG0000129	Roisl.0080s0056.1.p, Roisl.0080s0057.1.p	AL1G60690, AL8G38710, AL8G38700
OG0000129	Roisl.0204s0037.1.p, Roisl.0204s0045.1.p	AL4G22760, AL4G22720
OG0000129	Roisl.0189s0223.1.p	AL8G25830
OG0000129	Roisl.0021s0625.1.p	AL2G19840
OG0000130	Roisl.0027s0125.1.p	nbis-gene-1897
OG0000130	Roisl.0012s0041.1.p, Roisl.0032s0030.1.p, Roisl.0189s0078.1.p	AL6G41390, AL3G51120, AL7G52490
OG0000130	Roisl.0080s0678.1.p	AL3G43990
OG0000130	Roisl.0202s0005.1.p	AL2G19800
OG0000132	Roisl.0046s1480.1.p	AL5G36020
OG0000132	Roisl.0024s0217.1.p	AL8G40480
OG0000134	Roisl.0214s0845.1.p	AL1G67280
OG0000134	Roisl.0045s0039.1.p	AL2G23230
OG0000134	Roisl.0046s0012.1.p	AL5G19550, AL7G52360, AL7G52440, AL7G52310, AL7G52380, AL7G52410, AL7G52290, AL686U10020
OG0000134	Roisl.0027s0026.1.p, Roisl.0027s0027.1.p	AL5G22740
OG0000134	Roisl.0210s0840.1.p	AL1G52710
OG0000134	Roisl.0004s0001.1.p	AL4G22780, AL8G15310
OG0000134	Roisl.0214s0290.1.p	AL8G17970, AL8G17980, AL20U10060, AL20U10050, AL20U10040, AL20U10020
OG0000137	Roisl.0080s0795.1.p	AL8G30930
OG0000137	Roisl.0080s0802.1.p	AL8G30910
OG0000137	Roisl.0080s0798.1.p	AL8G30920
OG0000137	Roisl.0080s0799.1.p	AL8G30900
OG0000137	Roisl.0080s0800.1.p	AL8G30890
OG0000138	Roisl.0018s0009.1.p	AL5G40800
OG0000138	Roisl.0018s0007.1.p	AL5G40760
OG0000138	Roisl.0018s0015.1.p	AL5G40870
OG0000138	Roisl.0018s0013.1.p	AL5G40860
OG0000138	Roisl.0209s0397.1.p, Roisl.0209s0398.1.p, Roisl.0209s0399.1.p, Roisl.0189s0215.1.p	AL5G40850
OG0000138	Roisl.0046s1395.1.p	AL2G23440, AL5G45250, AL5G35200
OG0000140	Roisl.0210s1920.1.p, Roisl.0188s0133.1.p, Roisl.0019s0384.1.p	AL8G35610, AL1G29430, AL2G32620
OG0000141	Roisl.0021s0319.1.p	AL1G23590
OG0000143	Roisl.0009s0285.1.p, Roisl.0048s0044.1.p, Roisl.0189s0085.1.p, Roisl.0012s0100.1.p, Roisl.0214s0209.1.p, Roisl.0071s0002.1.p, Roisl.0019s0075.1.p, Roisl.0014s0024.1.p, Roisl.0058s0105.1.p, Roisl.0184s0037.1.p, Roisl.0213s0768.1.p, Roisl.0210s2172.1.p, Roisl.0185s0038.1.p, Roisl.0047s0065.1.p	AL3G54050
OG0000148	Roisl.0006s0146.1.p	nbis-gene-277
OG0000148	Roisl.0006s0148.1.p	AL2G11100
OG0000148	Roisl.0013s0141.1.p	AL1G54580, AL1G54620
OG0000148	Roisl.0082s0572.1.p	AL3G17170
OG0000148	Roisl.0210s1505.1.p	nbis-gene-1537
OG0000151	Roisl.0046s1506.1.p	AL5G36230
OG0000151	Roisl.0046s1505.1.p	AL5G36220
OG0000151	Roisl.0017s0307.1.p	AL4G36690
OG0000151	Roisl.0046s1504.1.p	AL5G36210
OG0000151	Roisl.0046s1329.1.p	AL5G34430
OG0000151	Roisl.0017s0076.1.p	AL4G33730
OG0000151	Roisl.0210s1053.1.p	AL6G24190
OG0000153	Roisl.0209s0522.1.p, Roisl.0082s0712.1.p	AL4G23840, AL4G23880
OG0000153	Roisl.0033s0089.1.p	AL4G25560
OG0000153	Roisl.0082s0717.1.p, Roisl.0082s0715.1.p	AL4G23860
OG0000153	Roisl.0091s1018.1.p	AL1G17600
OG0000154	Roisl.0006s0138.1.p	AL6G29770, AL6G29780
OG0000157	Roisl.0213s0249.1.p, Roisl.0213s0140.1.p, Roisl.0115s0101.1.p, Roisl.0210s0036.1.p, Roisl.0115s0102.1.p	AL1G44400
OG0000157	Roisl.0213s0342.1.p, Roisl.0213s0344.1.p	AL1G44920, AL1G44890
OG0000158	Roisl.0020s0089.1.p	nbis-gene-1710, AL2G28170, AL7G14590
OG0000158	Roisl.0034s0152.1.p	AL7G32560, AL7G30180, AL7G33450
OG0000158	Roisl.0191s0244.1.p	AL4G12250, AL6G25220
OG0000158	Roisl.0020s0185.1.p	AL6G46400
OG0000160	Roisl.0066s0007.1.p	AL3G52950
OG0000160	Roisl.0003s0027.1.p	AL7G22000
OG0000160	Roisl.0080s0566.1.p	AL8G33330
OG0000160	Roisl.0214s0132.1.p	AL3G44180
OG0000160	Roisl.0185s0093.1.p	AL5G20850
OG0000160	Roisl.0115s0111.1.p	AL2G40780
OG0000160	Roisl.0051s0034.1.p	AL4G15040
OG0000162	Roisl.0028s0711.1.p	AL4G28780
OG0000162	Roisl.0028s0709.1.p	nbis-gene-1071
OG0000162	Roisl.0028s0513.1.p	nbis-gene-1198, AL6G22950, AL5G13340, nbis-gene-1199, AL5G13350, AL7G52550, AL7G52570
OG0000162	Roisl.0213s0743.1.p	AL3G42400, AL3G42420
OG0000162	Roisl.0028s0712.1.p	AL4G28810, AL4G28800
OG0000165	Roisl.0013s0197.1.p	AL3G46810
OG0000167	Roisl.0115s0450.1.p	AL3G41620, AL3G41610, nbis-gene-792, AL3G41660
OG0000167	Roisl.0115s0454.1.p	AL3G35160, AL3G35150
OG0000167	Roisl.0053s0365.1.p	nbis-gene-789
OG0000170	Roisl.0035s0196.1.p	AL4G44750
OG0000170	Roisl.0035s0198.1.p	AL4G44740
OG0000170	Roisl.0035s0200.1.p	AL4G44730
OG0000171	Roisl.0031s0104.1.p	AL8G28000
OG0000171	Roisl.0050s0073.1.p	AL7G47650, AL2G10770
OG0000171	Roisl.0066s0281.1.p	AL3G49460
OG0000171	Roisl.0080s0713.1.p	AL8G31780
OG0000171	Roisl.0079s0225.1.p	AL3G19690
OG0000171	Roisl.0022s0465.1.p	AL7G24680
OG0000172	Roisl.0012s0296.1.p, Roisl.0027s0147.1.p	AL2G38250, AL4G28120
OG0000173	Roisl.0003s0258.1.p	AL7G11730
OG0000173	Roisl.0001s0452.1.p	AL7G12140
OG0000173	Roisl.0028s0555.1.p	AL7G13810
OG0000173	Roisl.0053s0207.1.p	AL3G40190
OG0000173	Roisl.0210s1802.1.p, Roisl.0001s0420.1.p, Roisl.0008s0315.1.p	AL7G12760
OG0000173	Roisl.0214s0637.1.p	AL7G13600, AL7G12790
OG0000175	Roisl.0019s0487.1.p, Roisl.0191s0187.1.p	AL1G37260
OG0000175	Roisl.0046s1598.1.p	AL2G16210
OG0000175	Roisl.0021s0131.1.p	AL1G21480
OG0000175	Roisl.0210s1168.1.p	AL6G25440
OG0000175	Roisl.0018s0359.1.p	AL5G45050, AL2G23510
OG0000176	Roisl.0039s0061.1.p	AL3G15860
OG0000176	Roisl.0005s0278.1.p	AL2G31050
OG0000177	Roisl.0049s0035.1.p	AL1G34300, AL3G41650
OG0000177	Roisl.0189s0081.1.p	AL6G51590, AL1G34280
OG0000177	Roisl.0049s0036.1.p	AL1G34360
OG0000178	Roisl.0082s0204.1.p	AL6G47960
OG0000178	Roisl.0082s0206.1.p	AL6G47980
OG0000178	Roisl.0082s0205.1.p	AL6G47970
OG0000178	Roisl.0082s0207.1.p	AL6G48020
OG0000178	Roisl.0082s0209.1.p, Roisl.0082s0208.1.p	AL6G47990
OG0000178	Roisl.0184s0012.1.p	AL1G49990
OG0000179	Roisl.0214s0723.1.p, Roisl.0214s0729.1.p, Roisl.0214s0720.1.p, Roisl.0214s0730.1.p, Roisl.0214s0701.1.p, Roisl.0214s0727.1.p, Roisl.0214s0636.1.p, Roisl.0214s0722.1.p, Roisl.0214s0666.1.p, Roisl.0214s0759.1.p	AL1G65670
OG0000179	Roisl.0208s0031.1.p	AL2G17650
OG0000179	Roisl.0214s0687.1.p, Roisl.0214s0686.1.p	AL2G17250
OG0000179	Roisl.0214s0662.1.p, Roisl.0214s0689.1.p, Roisl.0214s0768.1.p, Roisl.0214s0758.1.p, Roisl.0214s0794.1.p, Roisl.0214s0685.1.p	AL2G16980
OG0000182	Roisl.0046s1327.1.p	AL5G43310, AL5G43300
OG0000182	Roisl.0018s0428.1.p, Roisl.0020s0176.1.p, Roisl.0018s0427.1.p	AL7G51710, AL5G39240, AL1G52920, AL5G39230
OG0000182	Roisl.0020s0170.1.p	AL5G39260
OG0000182	Roisl.0046s1409.1.p, Roisl.0046s1413.1.p, Roisl.0046s1124.1.p	AL5G20620, AL5G20610
OG0000183	Roisl.0024s0013.1.p	AL7G46650
OG0000183	Roisl.0028s0511.1.p, Roisl.0026s0219.1.p	AL5G38180
OG0000183	Roisl.0208s0006.1.p	AL5G21780
OG0000183	Roisl.0209s0513.1.p	AL4G20560
OG0000184	Roisl.0115s0547.1.p	AL3G36220
OG0000185	Roisl.0213s0109.1.p	AL1G49370, AL1G49350, AL1G49380
OG0000185	Roisl.0080s0095.1.p, Roisl.0080s0099.1.p, Roisl.0024s0218.1.p	AL5G14060
OG0000185	Roisl.0024s0123.1.p	AL8G40780
OG0000185	Roisl.0074s0700.1.p	AL1G37710, AL1G37720, AL1G37670
OG0000185	Roisl.0213s0120.1.p, Roisl.0213s0122.1.p	AL1G42110, AL1G41350
OG0000186	Roisl.0034s0137.1.p, Roisl.0209s0018.1.p	AL6G11580
OG0000186	Roisl.0080s0756.1.p	AL8G31350
OG0000186	Roisl.0011s0430.1.p	AL5G15330
OG0000186	Roisl.0011s0158.1.p	AL5G11890
OG0000187	Roisl.0082s0109.1.p, Roisl.0011s0578.1.p	nbis-gene-932, AL4G10910
OG0000187	Roisl.0007s0183.1.p	AL1G32210
OG0000187	Roisl.0082s0775.1.p, Roisl.0082s0772.1.p, Roisl.0033s0001.1.p, Roisl.0082s0770.1.p, Roisl.0020s0168.1.p, Roisl.0082s0774.1.p	AL4G24590, AL4G24560, AL4G24330, AL4G24610, AL4G24350, AL4G24620, AL4G24340, AL4G24320
OG0000188	Roisl.0210s0897.1.p	AL6G22480, AL6G22490, AL6G22600, AL3G14200
OG0000188	Roisl.0074s0934.1.p	nbis-gene-688
OG0000189	Roisl.0046s1079.1.p	AL5G31720
OG0000189	Roisl.0066s0143.1.p	AL3G50830
OG0000189	Roisl.0004s0308.1.p	AL2G35850
OG0000189	Roisl.0007s0123.1.p	AL1G32900
OG0000192	Roisl.0021s0466.1.p	AL2G13220
OG0000193	Roisl.0013s0218.1.p	AL1G53610
OG0000193	Roisl.0209s0180.1.p	AL1G46640, AL1G46660, AL1G46620
OG0000195	Roisl.0209s0387.1.p	AL5G25820
OG0000195	Roisl.0214s0365.1.p	AL3G48600
OG0000196	Roisl.0009s0050.1.p, Roisl.0009s0051.1.p, Roisl.0009s0073.1.p, Roisl.0009s0076.1.p, Roisl.0009s0071.1.p, Roisl.0009s0040.1.p	AL7G47590, AL7G47570, AL7G47600, AL4G22240, AL7G47850
OG0000196	Roisl.0014s0087.1.p, Roisl.0009s0039.1.p, Roisl.0009s0046.1.p	AL7G47540
OG0000196	Roisl.0009s0075.1.p, Roisl.0009s0047.1.p, Roisl.0009s0053.1.p	AL7G47550
OG0000197	Roisl.0091s0346.1.p	AL7G34530
OG0000197	Roisl.0091s0344.1.p, Roisl.0091s0343.1.p	AL7G34490
OG0000198	Roisl.0011s0049.1.p	AL5G13150, AL5G10520
OG0000198	Roisl.0007s0637.1.p	AL1G27010
OG0000199	Roisl.0091s0010.1.p, Roisl.0019s0834.1.p, Roisl.0024s0042.1.p, Roisl.0001s0510.1.p	AL1G59580, AL1G61110, AL1G54760
OG0000199	Roisl.0082s0445.1.p, Roisl.0082s0444.1.p, Roisl.0020s0058.1.p	AL7G22480
OG0000200	Roisl.0091s0810.1.p	AL1G15400
OG0000200	Roisl.0091s0809.1.p	AL1G15390
OG0000201	Roisl.0066s0324.1.p	AL3G45630
OG0000202	Roisl.0191s0663.1.p	AL6G50960
OG0000202	Roisl.0191s0662.1.p, Roisl.0191s0665.1.p, Roisl.0191s0668.1.p	AL6G50950
OG0000202	Roisl.0191s0669.1.p	AL6G47610
OG0000203	Roisl.0026s0064.1.p	AL5G39980, AL5G40000
OG0000203	Roisl.0026s0056.1.p	AL5G40110
OG0000205	Roisl.0209s0536.1.p, Roisl.0194s0079.1.p, Roisl.0209s0784.1.p, Roisl.0191s0702.1.p	AL4G17770
OG0000205	Roisl.0204s0008.1.p, Roisl.0185s0083.1.p, Roisl.0194s0012.1.p, Roisl.0066s0404.1.p, Roisl.0012s0177.1.p, Roisl.0185s0085.1.p, Roisl.0215s0013.1.p, Roisl.0209s0582.1.p, Roisl.0037s0079.1.p	AL8G20180
OG0000207	Roisl.0060s0018.1.p	AL7G43260, AL429U10020
OG0000208	Roisl.0213s0614.1.p	AL4G19750
OG0000208	Roisl.0082s0585.1.p	AL4G14050
OG0000209	Roisl.0046s1202.1.p, Roisl.0007s0706.1.p	AL5G25310
OG0000209	Roisl.0210s0893.1.p, Roisl.0210s0751.1.p	AL6G20830
OG0000209	Roisl.0043s0005.1.p, Roisl.0017s0462.1.p	AL4G30220
OG0000209	Roisl.0036s0024.1.p, Roisl.0191s0174.1.p	AL1G37130
OG0000209	Roisl.0191s0307.1.p	AL1G43860
OG0000210	Roisl.0028s0090.1.p	AL4G44040
OG0000210	Roisl.0214s0326.1.p, Roisl.0214s0323.1.p, Roisl.0055s0064.1.p, Roisl.0214s0324.1.p, Roisl.0214s0328.1.p	AL4G20750
OG0000215	Roisl.0210s0627.1.p	AL22U10020, AL4G18700, AL6G38570, AL4G16420, AL2G18820
OG0000216	Roisl.0209s0235.1.p, Roisl.0209s0234.1.p	AL6G47240
OG0000216	Roisl.0209s0233.1.p	AL6G47230
OG0000216	Roisl.0214s0809.1.p	AL2G18850
OG0000216	Roisl.0046s1649.1.p	AL5G37800
OG0000218	Roisl.0022s0061.1.p, Roisl.0210s0467.1.p, Roisl.0214s0787.1.p, Roisl.0213s0859.1.p, Roisl.0010s0024.1.p, Roisl.0083s0054.1.p	AL4G42280
OG0000219	Roisl.0009s0148.1.p	AL7G49130, AL7G46120
OG0000222	Roisl.0201s0020.1.p, Roisl.0043s0013.1.p, Roisl.0036s0049.1.p, Roisl.0215s0004.1.p, Roisl.0188s0135.1.p, Roisl.0061s0006.1.p, Roisl.0043s0027.1.p, Roisl.0185s0033.1.p, Roisl.0075s0030.1.p, Roisl.0208s0002.1.p, Roisl.0038s0003.1.p, Roisl.0022s0050.1.p, Roisl.0082s0034.1.p, Roisl.0189s0004.1.p, Roisl.0189s0003.1.p, Roisl.0041s0021.1.p, Roisl.0189s0006.1.p, Roisl.0210s2124.1.p, Roisl.0021s0627.1.p, Roisl.0087s0008.1.p, Roisl.0214s0102.1.p, Roisl.0191s0697.1.p, Roisl.0210s2110.1.p, Roisl.0214s0185.1.p, Roisl.0194s0077.1.p, Roisl.0184s0008.1.p, Roisl.0209s0533.1.p, Roisl.0189s0010.1.p, Roisl.0025s0105.1.p, Roisl.0188s0142.1.p, Roisl.0032s0108.1.p, Roisl.0061s0008.1.p, Roisl.0062s0031.1.p, Roisl.0200s0002.1.p, Roisl.0194s0072.1.p, Roisl.0213s0011.1.p, Roisl.0036s0107.1.p, Roisl.0082s0071.1.p, Roisl.0075s0029.1.p, Roisl.0038s0037.1.p, Roisl.0184s0228.1.p, Roisl.0201s0021.1.p, Roisl.0053s0020.1.p, Roisl.0082s0004.1.p, Roisl.0124s0002.1.p, Roisl.0082s0022.1.p, Roisl.0214s0134.1.p, Roisl.0083s0042.1.p, Roisl.0052s0067.1.p, Roisl.0209s0540.1.p, Roisl.0029s0048.1.p, Roisl.0185s0053.1.p, Roisl.0111s0037.1.p, Roisl.0209s0542.1.p, Roisl.0194s0054.1.p, Roisl.0037s0077.1.p, Roisl.0087s0006.1.p, Roisl.0215s0007.1.p, Roisl.0215s0008.1.p, Roisl.0215s0003.1.p, Roisl.0198s0067.1.p, Roisl.0201s0016.1.p, Roisl.0201s0015.1.p, Roisl.0040s0033.1.p, Roisl.0015s0196.1.p, Roisl.0082s0008.1.p, Roisl.0029s0092.1.p, Roisl.0210s2137.1.p, Roisl.0008s0103.1.p, Roisl.0043s0026.1.p, Roisl.0185s0040.1.p, Roisl.0209s0026.1.p, Roisl.0200s0008.1.p, Roisl.0201s0002.1.p, Roisl.0027s0040.1.p, Roisl.0209s0541.1.p, Roisl.0185s0100.1.p	AL6G40720
OG0000225	Roisl.0115s0258.1.p	AL2G28790
OG0000225	Roisl.0115s0259.1.p	AL2G39130
OG0000226	Roisl.0006s0604.1.p	AL4G14040
OG0000226	Roisl.0210s2061.1.p	AL5G19060
OG0000226	Roisl.0209s0617.1.p	AL2G13880
OG0000227	Roisl.0039s0096.1.p	AL3G16300
OG0000227	Roisl.0047s0017.1.p	AL6G37850
OG0000227	Roisl.0047s0018.1.p	AL3G46870
OG0000229	Roisl.0064s0044.1.p, Roisl.0046s0553.1.p, Roisl.0082s0643.1.p	AL4G17660, AL4G17920, AL4G17900
OG0000229	Roisl.0019s0783.1.p, Roisl.0019s0786.1.p	AL1G65810, AL5G20810
OG0000230	Roisl.0036s0075.1.p, Roisl.0198s0012.1.p, Roisl.0198s0049.1.p	AL5G40610, AL5G40780
OG0000230	Roisl.0018s0014.1.p	AL5G40710
OG0000230	Roisl.0046s0007.1.p	AL7G52220
OG0000232	Roisl.0115s0434.1.p	AL3G48740
OG0000232	Roisl.0045s0049.1.p	AL1G53480
OG0000233	Roisl.0210s0497.1.p	AL6G17870
OG0000233	Roisl.0210s0495.1.p, Roisl.0210s0494.1.p	AL6G17850
OG0000233	Roisl.0210s0492.1.p	AL6G17810, AL6G17910, AL6G17830
OG0000234	Roisl.0053s0230.1.p, Roisl.0053s0229.1.p	AL6G12280, AL6G12310, AL3G47640, AL1G59710, AL1G59720, AL6G12290
OG0000234	Roisl.0030s0016.1.p	AL6G12300
OG0000235	Roisl.0017s0244.1.p	AL4G35970, AL463U10040, AL4G36830
OG0000235	Roisl.0209s0012.1.p, Roisl.0209s0080.1.p	AL3G52720, AL3G49080
OG0000236	Roisl.0020s0191.1.p, Roisl.0019s0572.1.p	AL2G28820
OG0000236	Roisl.0075s0132.1.p, Roisl.0053s0263.1.p, Roisl.0115s0550.1.p, Roisl.0213s0762.1.p	AL2G23070
OG0000236	Roisl.0184s0155.1.p	nbis-gene-989, AL6G43290, AL6G43280
OG0000237	Roisl.0051s0004.1.p	AL5G33670
OG0000237	Roisl.0115s0490.1.p	AL3G35490
OG0000238	Roisl.0019s0441.1.p	AL2G30310
OG0000238	Roisl.0046s0451.1.p	AL6G40180
OG0000238	Roisl.0019s0443.1.p	AL2G30370
OG0000241	Roisl.0091s0140.1.p	AL7G32050
OG0000241	Roisl.0091s0141.1.p	AL7G32060
OG0000241	Roisl.0091s0142.1.p	AL7G32080, AL7G32090
OG0000241	Roisl.0082s0231.1.p	AL6G48330
OG0000241	Roisl.0082s0229.1.p	AL6G48290
OG0000241	Roisl.0082s0230.1.p	AL6G48310
OG0000242	Roisl.0082s0505.1.p, Roisl.0012s0059.1.p, Roisl.0049s0020.1.p, Roisl.0049s0019.1.p, Roisl.0049s0018.1.p, Roisl.0046s0664.1.p	AL3G16620
OG0000243	Roisl.0213s0196.1.p, Roisl.0213s0206.1.p, Roisl.0213s0204.1.p	AL1G43260
OG0000244	Roisl.0082s0288.1.p, Roisl.0082s0284.1.p, Roisl.0082s0282.1.p, Roisl.0082s0292.1.p, Roisl.0082s0281.1.p	AL6G49330, AL6G48870
OG0000244	Roisl.0082s0280.1.p	AL6G48830
OG0000244	Roisl.0082s0372.1.p, Roisl.0082s0373.1.p, Roisl.0082s0374.1.p	AL6G49970, AL6G49560
OG0000244	Roisl.0082s0369.1.p	AL6G49960
OG0000246	Roisl.0046s1292.1.p	AL5G34040
OG0000246	Roisl.0017s0009.1.p, Roisl.0017s0010.1.p, Roisl.0017s0011.1.p	AL4G32990
OG0000246	Roisl.0017s0006.1.p, Roisl.0017s0005.1.p, Roisl.0017s0008.1.p	AL4G32980
OG0000247	Roisl.0213s0790.1.p, Roisl.0213s0788.1.p	AL7G52080
OG0000247	Roisl.0015s0176.1.p	AL7G25460
OG0000247	Roisl.0053s0155.1.p	AL3G40220, AL3G40940, AL3G40610
OG0000248	Roisl.0019s0529.1.p	AL2G29280
OG0000248	Roisl.0019s0530.1.p	AL5G35460
OG0000248	Roisl.0019s0522.1.p, Roisl.0019s0521.1.p	nbis-gene-575
OG0000249	Roisl.0188s0126.1.p, Roisl.0011s0462.1.p	AL2G10350
OG0000250	Roisl.0012s0265.1.p	AL6G50030
OG0000250	Roisl.0082s0295.1.p	AL6G48930
OG0000251	Roisl.0011s0408.1.p	AL5G15090
OG0000251	Roisl.0011s0412.1.p	AL5G15100
OG0000251	Roisl.0011s0400.1.p	AL5G15010
OG0000252	Roisl.0008s0081.1.p	AL7G20350
OG0000252	Roisl.0010s0130.1.p, Roisl.0010s0131.1.p, Roisl.0010s0134.1.p	AL2G12370, AL2G12360
OG0000252	Roisl.0004s0146.1.p	AL2G37720
OG0000252	Roisl.0004s0145.1.p	AL2G37740
OG0000253	Roisl.0074s0750.1.p	AL3G24230
OG0000253	Roisl.0079s0301.1.p	AL3G20620
OG0000253	Roisl.0034s0151.1.p	AL6G11740
OG0000254	Roisl.0002s0134.1.p, Roisl.0002s0133.1.p	AL7G39760
OG0000254	Roisl.0002s0126.1.p, Roisl.0002s0127.1.p	AL7G39740
OG0000254	Roisl.0002s0125.1.p, Roisl.0002s0123.1.p	AL7G39730
OG0000256	Roisl.0074s0222.1.p	AL3G30180
OG0000256	Roisl.0115s0633.1.p	AL3G42640
OG0000256	Roisl.0115s0620.1.p, Roisl.0115s0621.1.p	nbis-gene-802, AL3G42750, nbis-gene-801
OG0000257	Roisl.0053s0142.1.p, Roisl.0053s0138.1.p, Roisl.0008s0083.1.p	AL7G45400
OG0000257	Roisl.0005s0208.1.p, Roisl.0005s0205.1.p	AL2G35830
OG0000257	Roisl.0004s0309.1.p	AL2G35840
OG0000258	Roisl.0025s0050.1.p, Roisl.0052s0068.1.p	AL5G20640, AL6G41050
OG0000259	Roisl.0074s0123.1.p	AL3G41860
OG0000260	Roisl.0001s0521.1.p	AL7G11510
OG0000260	Roisl.0189s0177.1.p	AL8G26210, AL311U10010
OG0000262	Roisl.0209s0739.1.p	AL2G11060
OG0000262	Roisl.0050s0097.1.p	AL2G11030
OG0000265	Roisl.0194s0056.1.p	AL1G50970
OG0000266	Roisl.0189s0075.1.p, Roisl.0189s0074.1.p, Roisl.0184s0095.1.p, Roisl.0184s0093.1.p	AL8G28510, AL8G28520, AL211U10010, AL8G28530, AL8G28470, AL8G28350
OG0000266	Roisl.0031s0137.1.p	AL8G28560, AL8G28540
OG0000269	Roisl.0080s0302.1.p	AL8G36240
OG0000269	Roisl.0209s0328.1.p	AL1G62090
OG0000269	Roisl.0209s0327.1.p	AL5G25090, AL5G25020
OG0000269	Roisl.0214s0655.1.p	AL2G16910
OG0000269	Roisl.0082s0743.1.p	AL4G24200
OG0000270	Roisl.0050s0087.1.p	AL2G12510
OG0000270	Roisl.0010s0123.1.p	AL2G12790
OG0000270	Roisl.0010s0124.1.p	AL2G12380
OG0000273	Roisl.0058s0037.1.p, Roisl.0058s0038.1.p	nbis-gene-319
OG0000273	Roisl.0082s0107.1.p	AL8G28580, AL8G28590, AL8G28380, AL8G28370
OG0000275	Roisl.0005s0214.1.p	AL7G11970
OG0000275	Roisl.0006s0174.1.p	AL7G11950
OG0000275	Roisl.0001s0492.1.p	AL8G23520
OG0000275	Roisl.0214s0705.1.p, Roisl.0214s0704.1.p	nbis-gene-421, AL2G17720, AL6G40420, AL6G40440, AL6G40430, AL2G17690
OG0000277	Roisl.0001s0078.1.p	AL7G10820
OG0000277	Roisl.0007s0143.1.p	AL1G32640
OG0000278	Roisl.0210s2199.1.p	AL7G46030
OG0000278	Roisl.0064s0021.1.p	AL7G46410
OG0000278	Roisl.0210s2209.1.p, Roisl.0210s2204.1.p	AL7G46160, AL7G46150
OG0000278	Roisl.0210s2203.1.p, Roisl.0210s2200.1.p, Roisl.0210s2202.1.p	AL7G46040, AL7G38390, AL7G38360, AL7G46130, AL7G46050
OG0000279	Roisl.0074s0025.1.p, Roisl.0074s0024.1.p	AL4G18170
OG0000279	Roisl.0213s0480.1.p, Roisl.0213s0484.1.p	AL8G14520
