Orthogroup	Rorippa_islandica	Arabidopsis_thaliana
OG0000199	Roisl.0082s0445.1.p, Roisl.0082s0444.1.p, Roisl.0020s0058.1.p	AT4G29770.2
OG0000200	Roisl.0091s0810.1.p	AT1G05550.3
OG0000200	Roisl.0091s0809.1.p	AT1G05540.1
OG0000202	Roisl.0191s0663.1.p	AT4G02180.1
OG0000202	Roisl.0191s0662.1.p, Roisl.0191s0665.1.p, Roisl.0191s0668.1.p	AT4G02190.1, AT4G01910.1, AT4G01930.1, AT4G01740.1, AT4G01920.1
OG0000202	Roisl.0191s0669.1.p	AT4G11390.2
OG0000202	Roisl.0184s0147.1.p	AT4G01925.1
OG0000203	Roisl.0026s0064.1.p	AT3G58270.1
OG0000203	Roisl.0026s0056.1.p	AT3G58360.1
OG0000208	Roisl.0082s0585.1.p	AT5G34581.1
OG0000209	Roisl.0210s0893.1.p, Roisl.0210s0751.1.p	AT5G10340.1
OG0000209	Roisl.0043s0005.1.p, Roisl.0017s0462.1.p	AT4G01640.1, AT2G34280.1
OG0000210	Roisl.0028s0090.1.p	AT2G44930.1
OG0000216	Roisl.0209s0235.1.p, Roisl.0209s0234.1.p	AT4G00893.1
OG0000216	Roisl.0209s0233.1.p	AT4G12370.1
OG0000216	Roisl.0214s0809.1.p	AT1G57790.1
OG0000216	Roisl.0046s1649.1.p	AT3G56470.1
OG0000219	Roisl.0009s0056.1.p	AT3G48840.1
OG0000225	Roisl.0115s0258.1.p	AT1G69630.1
OG0000225	Roisl.0115s0260.1.p	AT1G78750.1
OG0000225	Roisl.0115s0259.1.p	AT1G78740.1
OG0000226	Roisl.0057s0014.1.p	AT3G26250.1, AT3G26240.1
OG0000226	Roisl.0057s0013.1.p	AT3G50010.1
OG0000226	Roisl.0209s0617.1.p	AT1G62030.1
OG0000227	Roisl.0039s0096.1.p	AT3G05650.1
OG0000227	Roisl.0047s0017.1.p	AT5G25910.1
OG0000227	Roisl.0047s0018.1.p	AT2G15080.1
OG0000229	Roisl.0064s0044.1.p, Roisl.0046s0553.1.p, Roisl.0082s0643.1.p	AT5G28820.1
OG0000229	Roisl.0083s0005.1.p, Roisl.0002s0235.1.p, Roisl.0005s0117.1.p, Roisl.0013s0180.1.p, Roisl.0081s0002.1.p	AT1G30140.1
OG0000229	Roisl.0019s0783.1.p, Roisl.0019s0786.1.p	AT5G35540.1
OG0000230	Roisl.0046s0006.1.p	AT5G38391.1
OG0000230	Roisl.0036s0075.1.p, Roisl.0198s0012.1.p, Roisl.0198s0049.1.p	AT3G58820.1
OG0000230	Roisl.0018s0014.1.p	AT3G58900.4
OG0000233	Roisl.0210s0497.1.p	AT5G07571.1, AT5G07560.1
OG0000233	Roisl.0210s0495.1.p, Roisl.0210s0494.1.p	AT5G07540.1
OG0000233	Roisl.0210s0492.1.p	AT5G07510.1, AT5G07600.1, AT5G07520.1
OG0000234	Roisl.0046s0775.1.p, Roisl.0028s0136.1.p	AT2G44030.1, AT2G45406.1
OG0000234	Roisl.0053s0230.1.p, Roisl.0053s0229.1.p	AT5G03000.1, AT3G46050.1
OG0000235	Roisl.0209s0012.1.p, Roisl.0209s0080.1.p	AT4G11700.1
OG0000236	Roisl.0115s0550.1.p, Roisl.0213s0762.1.p	AT2G15710.1
OG0000236	Roisl.0184s0155.1.p	AT3G22080.1
OG0000237	Roisl.0053s0387.1.p, Roisl.0053s0388.1.p	AT3G10430.1, AT4G04690.1
OG0000237	Roisl.0074s0980.1.p, Roisl.0074s0978.1.p, Roisl.0074s0976.1.p	AT3G08750.1
OG0000237	Roisl.0051s0004.1.p	AT1G77650.1
OG0000237	Roisl.0115s0615.1.p	AT3G22650.2
OG0000237	Roisl.0115s0490.1.p	AT3G21410.1
OG0000238	Roisl.0019s0444.1.p	AT1G70840.1
OG0000238	Roisl.0046s0451.1.p	AT5G28000.1
OG0000239	Roisl.0213s0866.1.p	AT1G43145.1
OG0000241	Roisl.0091s0140.1.p	AT4G21860.1
OG0000241	Roisl.0091s0141.1.p	AT4G21850.1
OG0000241	Roisl.0091s0142.1.p	AT4G21840.1, AT4G21830.1
OG0000241	Roisl.0082s0231.1.p	AT4G04840.1
OG0000241	Roisl.0082s0229.1.p	AT4G04800.1
OG0000241	Roisl.0082s0230.1.p	AT4G04830.1
OG0000242	Roisl.0082s0505.1.p, Roisl.0012s0059.1.p, Roisl.0049s0020.1.p, Roisl.0049s0019.1.p, Roisl.0049s0018.1.p	AT5G48670.1
OG0000242	Roisl.0005s0209.1.p, Roisl.0029s0029.1.p, Roisl.0046s0325.1.p	AT5G26630.1
OG0000243	Roisl.0213s0203.1.p	AT1G29510.1
OG0000243	Roisl.0213s0207.1.p	AT1G29500.1
OG0000243	Roisl.0213s0196.1.p, Roisl.0213s0206.1.p, Roisl.0213s0204.1.p	AT1G29440.1, AT1G29430.1, AT5G27780.1
OG0000244	Roisl.0082s0288.1.p, Roisl.0082s0284.1.p, Roisl.0082s0282.1.p, Roisl.0082s0292.1.p, Roisl.0082s0281.1.p	AT4G05260.1
OG0000244	Roisl.0082s0280.1.p	AT4G05230.1
OG0000244	Roisl.0082s0372.1.p, Roisl.0082s0373.1.p, Roisl.0082s0374.1.p	AT4G03370.1, AT4G03360.1, AT4G02950.1, AT4G03350.1, AT4G02970.1
OG0000246	Roisl.0046s1292.1.p	AT3G53160.1
OG0000246	Roisl.0017s0009.1.p, Roisl.0017s0010.1.p, Roisl.0017s0011.1.p	AT2G36790.1, AT2G36800.1
OG0000246	Roisl.0017s0006.1.p, Roisl.0017s0005.1.p, Roisl.0017s0008.1.p	AT2G36760.1, AT2G36780.1, AT2G36770.1
OG0000247	Roisl.0213s0790.1.p, Roisl.0213s0788.1.p	AT5G38500.1
OG0000247	Roisl.0053s0155.1.p	AT5G24050.1, AT3G24850.1
OG0000248	Roisl.0019s0530.1.p	AT1G70040.1
OG0000248	Roisl.0019s0522.1.p, Roisl.0019s0521.1.p	AT1G70120.1
OG0000248	Roisl.0013s0199.1.p	AT5G39330.1
OG0000249	Roisl.0188s0126.1.p, Roisl.0011s0462.1.p	AT1G43260.1
OG0000250	Roisl.0082s0295.1.p	AT4G05320.2
OG0000250	Roisl.0053s0100.1.p	AT5G37640.1
OG0000251	Roisl.0011s0408.1.p	AT3G26330.1, AT3G26320.1
OG0000251	Roisl.0011s0412.1.p	AT2G02580.1
OG0000251	Roisl.0011s0400.1.p	AT3G26290.2
OG0000252	Roisl.0008s0081.1.p	AT5G37170.1
OG0000252	Roisl.0010s0130.1.p, Roisl.0010s0131.1.p, Roisl.0010s0134.1.p	AT1G63140.4
OG0000252	Roisl.0004s0146.1.p	AT1G77520.1
OG0000252	Roisl.0004s0145.1.p	AT1G77530.1
OG0000253	Roisl.0074s0750.1.p	AT3G12580.1
OG0000253	Roisl.0079s0301.1.p	AT3G09440.1
OG0000253	Roisl.0034s0151.1.p	AT5G02500.1
OG0000254	Roisl.0002s0134.1.p, Roisl.0002s0133.1.p	AT4G15670.1
OG0000254	Roisl.0002s0126.1.p, Roisl.0002s0127.1.p	AT4G15690.1
OG0000254	Roisl.0002s0125.1.p	AT4G15700.1
OG0000255	Roisl.0188s0103.1.p, Roisl.0071s0006.1.p, Roisl.0214s0884.1.p, Roisl.0023s0115.1.p, Roisl.0021s0638.1.p, Roisl.0189s0035.1.p, Roisl.0184s0191.1.p, Roisl.0087s0024.1.p, Roisl.0185s0027.1.p, Roisl.0022s0003.1.p, Roisl.0013s0156.1.p, Roisl.0083s0028.1.p, Roisl.0095s0001.1.p, Roisl.0047s0082.1.p, Roisl.0189s0057.1.p, Roisl.0077s0003.1.p, Roisl.0111s0030.1.p, Roisl.0058s0045.1.p, Roisl.0082s0452.1.p, Roisl.0032s0022.1.p, Roisl.0082s0053.1.p, Roisl.0020s0172.1.p, Roisl.0021s0610.1.p, Roisl.0184s0145.1.p, Roisl.0053s0122.1.p, Roisl.0194s0018.1.p, Roisl.0209s0508.1.p, Roisl.0184s0180.1.p, Roisl.0209s0465.1.p, Roisl.0037s0024.1.p, Roisl.0053s0053.1.p, Roisl.0194s0029.1.p, Roisl.0214s0050.1.p, Roisl.0032s0109.1.p, Roisl.0071s0003.1.p, Roisl.0066s0454.1.p, Roisl.0065s0001.1.p, Roisl.0027s0043.1.p, Roisl.0010s0010.1.p, Roisl.0111s0024.1.p, Roisl.0029s0069.1.p, Roisl.0055s0042.1.p, Roisl.0214s0281.1.p, Roisl.0215s0001.1.p, Roisl.0015s0172.1.p, Roisl.0184s0193.1.p, Roisl.0032s0050.1.p, Roisl.0056s0040.1.p, Roisl.0029s0026.1.p, Roisl.0213s0611.1.p, Roisl.0209s0033.1.p, Roisl.0061s0022.1.p, Roisl.0188s0138.1.p, Roisl.0082s0066.1.p, Roisl.0185s0077.1.p, Roisl.0082s0065.1.p, Roisl.0188s0059.1.p, Roisl.0198s0077.1.p, Roisl.0188s0024.1.p, Roisl.0040s0039.1.p, Roisl.0210s2091.1.p, Roisl.0040s0016.1.p, Roisl.0015s0139.1.p, Roisl.0213s0003.1.p, Roisl.0214s0128.1.p, Roisl.0213s0722.1.p, Roisl.0058s0109.1.p, Roisl.0210s2090.1.p, Roisl.0195s0005.1.p	AT1G42190.1
OG0000256	Roisl.0074s0194.1.p, Roisl.0074s0193.1.p	AT3G17480.1, AT1G62270.1
OG0000257	Roisl.0005s0208.1.p, Roisl.0005s0205.1.p	AT2G26020.1, AT2G26010.1, AT5G44430.1
OG0000257	Roisl.0004s0309.1.p	AT1G75830.1
OG0000260	Roisl.0001s0521.1.p	AT4G39510.1
OG0000260	Roisl.0189s0177.1.p	AT5G02900.1
OG0000262	Roisl.0050s0098.1.p, Roisl.0209s0719.1.p	AT2G14540.1
OG0000265	Roisl.0194s0056.1.p	AT5G15690.1, AT4G04775.1
OG0000266	Roisl.0189s0075.1.p, Roisl.0189s0074.1.p, Roisl.0184s0095.1.p, Roisl.0184s0093.1.p	AT1G51370.1
OG0000269	Roisl.0080s0302.1.p	AT5G59720.1
OG0000269	Roisl.0209s0328.1.p	AT1G53540.1
OG0000269	Roisl.0209s0327.1.p	AT3G46230.1
OG0000269	Roisl.0214s0655.1.p	AT1G07400.1, AT1G59860.1
OG0000269	Roisl.0082s0743.1.p	AT2G29500.1
OG0000270	Roisl.0050s0087.1.p	AT3G17370.1
OG0000270	Roisl.0010s0123.1.p	AT1G63320.1
OG0000273	Roisl.0082s0107.1.p	AT5G53640.1
OG0000275	Roisl.0005s0214.1.p	AT4G39760.1
OG0000275	Roisl.0006s0174.1.p	AT4G39753.1
OG0000275	Roisl.0214s0705.1.p, Roisl.0214s0704.1.p	AT5G28180.1, AT5G28160.1
OG0000277	Roisl.0001s0078.1.p	AT4G38920.1
OG0000278	Roisl.0210s2199.1.p	AT5G37400.2
OG0000278	Roisl.0064s0021.1.p	AT5G37650.1
OG0000278	Roisl.0002s0174.1.p	AT4G09440.1
OG0000278	Roisl.0210s2209.1.p, Roisl.0210s2204.1.p	AT5G37470.2, AT5G37460.1
OG0000278	Roisl.0210s2203.1.p, Roisl.0210s2200.1.p, Roisl.0210s2202.1.p	AT5G37920.1, AT5G37430.1, AT5G37410.2, AT4G16530.1, AT5G37420.1
OG0000279	Roisl.0074s0025.1.p, Roisl.0074s0024.1.p	AT2G26030.4
OG0000279	Roisl.0213s0480.1.p, Roisl.0213s0484.1.p	AT5G44950.1
OG0000279	Roisl.0204s0061.1.p	AT5G44970.1
OG0000279	Roisl.0012s0364.1.p, Roisl.0002s0222.1.p, Roisl.0012s0338.1.p, Roisl.0012s0363.1.p, Roisl.0012s0072.1.p	AT5G44980.1, AT5G44940.1, AT5G44960.1
OG0000282	Roisl.0091s0102.1.p	AT4G14165.1
OG0000284	Roisl.0079s0172.1.p, Roisl.0016s0159.1.p, Roisl.0023s0024.1.p, Roisl.0045s0070.1.p	AT4G03566.1
OG0000285	Roisl.0091s0196.1.p	AT4G21380.1
OG0000285	Roisl.0022s0391.1.p	AT4G27290.2
OG0000287	Roisl.0210s2064.1.p	AT4G08097.1, AT3G33293.1, AT3G32190.1, AT3G33393.1, AT5G35604.1, AT1G36100.1, AT2G11010.1, AT3G30230.1, AT5G32590.1, AT3G43148.1, AT4G06688.1, AT5G33806.1, AT3G32150.1
OG0000288	Roisl.0204s0118.1.p, Roisl.0005s0251.1.p, Roisl.0074s0867.1.p, Roisl.0213s0192.1.p, Roisl.0025s0037.1.p, Roisl.0055s0015.1.p, Roisl.0020s0127.1.p, Roisl.0195s0030.1.p, Roisl.0214s0072.1.p, Roisl.0060s0004.1.p, Roisl.0005s0153.1.p, Roisl.0019s0304.1.p, Roisl.0082s0290.1.p, Roisl.0082s0287.1.p, Roisl.0066s0396.1.p, Roisl.0006s0167.1.p, Roisl.0179s0061.1.p, Roisl.0021s0476.1.p, Roisl.0011s0357.1.p, Roisl.0214s0058.1.p	AT5G30520.1, AT2G06565.1
OG0000289	Roisl.0204s0092.1.p, Roisl.0028s0651.1.p	AT2G32680.1
OG0000289	Roisl.0023s0078.1.p	AT2G25440.1
OG0000291	Roisl.0213s0709.1.p	AT2G05510.1, AT2G05440.2
OG0000291	Roisl.0213s0698.1.p, Roisl.0213s0699.1.p	AT2G05380.3
OG0000294	Roisl.0210s1263.1.p	AT5G15670.1, AT5G15660.1, AT1G26510.1, AT1G26515.1
OG0000294	Roisl.0010s0166.1.p, Roisl.0010s0167.1.p	AT1G31000.1
OG0000295	Roisl.0091s0669.1.p	AT1G43010.1
OG0000295	Roisl.0091s0750.1.p, Roisl.0091s0749.1.p	AT1G05005.1
OG0000295	Roisl.0213s0061.1.p	AT1G28020.1
OG0000295	Roisl.0053s0212.1.p	AT3G11380.1, AT3G11350.1
OG0000296	Roisl.0213s0539.1.p, Roisl.0080s0367.1.p	AT5G59090.1, AT5G59120.1
OG0000296	Roisl.0011s0339.1.p, Roisl.0080s0406.1.p, Roisl.0193s0017.1.p	AT5G58840.1, AT5G58820.1, AT5G58830.1
OG0000298	Roisl.0040s0062.1.p	AT1G33612.1, AT1G33610.1
OG0000298	Roisl.0040s0063.1.p	AT1G33590.2
OG0000300	Roisl.0214s0156.1.p, Roisl.0214s0160.1.p	AT5G50220.1
OG0000300	Roisl.0046s0538.1.p	AT1G32420.1
OG0000301	Roisl.0028s0118.1.p	AT2G44630.1
OG0000301	Roisl.0028s0116.1.p	AT2G44700.1
OG0000304	Roisl.0082s0181.1.p, Roisl.0082s0180.1.p	AT4G04090.1
OG0000304	Roisl.0013s0043.1.p	AT2G40450.1
OG0000305	Roisl.0007s0413.1.p	AT1G17150.1
OG0000305	Roisl.0028s0606.1.p	AT1G43090.1, AT1G43100.1, AT1G43080.1, AT2G15470.1, AT2G15450.1, AT2G15460.1, AT2G26620.1, AT4G13760.1, AT2G40310.1
OG0000306	Roisl.0213s0805.1.p, Roisl.0046s0021.1.p	AT5G38690.1
OG0000307	Roisl.0053s0429.1.p	AT2G04115.1
OG0000307	Roisl.0006s0187.1.p	AT1G51240.1, AT1G51250.1, AT1G51230.1
OG0000307	Roisl.0008s0124.1.p, Roisl.0008s0125.1.p, Roisl.0008s0119.1.p, Roisl.0210s2233.1.p, Roisl.0008s0116.1.p, Roisl.0008s0097.1.p, Roisl.0210s2235.1.p	AT1G09245.1
OG0000308	Roisl.0012s0105.1.p	AT5G43360.1
OG0000308	Roisl.0012s0104.1.p, Roisl.0012s0103.1.p, Roisl.0012s0106.1.p	AT5G43370.1, AT5G43350.1
OG0000311	Roisl.0209s0787.1.p	AT2G01021.1
OG0000313	Roisl.0044s0033.1.p	AT4G29550.1
OG0000315	Roisl.0053s0420.1.p, Roisl.0053s0415.1.p, Roisl.0053s0419.1.p, Roisl.0053s0414.1.p, Roisl.0001s0524.1.p, Roisl.0053s0418.1.p	AT1G34047.2
OG0000316	Roisl.0074s0499.1.p	AT3G14650.1, AT3G14660.1
OG0000318	Roisl.0019s0564.1.p	AT1G69730.1
OG0000321	Roisl.0115s0278.1.p	AT1G04820.1
OG0000321	Roisl.0006s0066.1.p	AT1G50010.1
OG0000321	Roisl.0210s1699.1.p	AT5G19770.1, AT5G19780.1
OG0000321	Roisl.0204s0187.1.p	AT1G64740.1
OG0000322	Roisl.0019s0184.1.p	AT1G73490.2
OG0000323	Roisl.0009s0244.1.p	AT5G40100.1
OG0000323	Roisl.0019s0212.1.p, Roisl.0019s0210.1.p	AT1G72840.2, AT4G09430.1
OG0000323	Roisl.0036s0011.1.p	AT5G48770.1
OG0000325	Roisl.0091s0717.1.p	AT1G04750.1
OG0000325	Roisl.0028s0703.1.p	AT2G33120.2
OG0000325	Roisl.0091s0718.1.p	AT1G04760.1
OG0000326	Roisl.0214s0049.1.p	AT2G03460.1
OG0000326	Roisl.0031s0065.1.p	AT5G38670.1, AT5G38680.1
OG0000326	Roisl.0213s0804.1.p	AT3G08810.1
OG0000326	Roisl.0079s0237.1.p	AT3G06570.1
OG0000327	Roisl.0074s0465.1.p	AT1G77570.1
OG0000327	Roisl.0091s0339.1.p	AT4G19630.1
OG0000329	Roisl.0002s0278.1.p	AT4G14630.1
OG0000329	Roisl.0213s0837.1.p	AT5G38930.1, AT5G38940.2
OG0000329	Roisl.0213s0839.1.p, Roisl.0213s0836.1.p, Roisl.0213s0832.1.p	AT5G38910.1
OG0000330	Roisl.0019s0200.1.p, Roisl.0019s0198.1.p, Roisl.0019s0196.1.p, Roisl.0019s0199.1.p, Roisl.0019s0197.1.p, Roisl.0019s0195.1.p, Roisl.0020s0181.1.p, Roisl.0019s0076.1.p	AT1G72950.1
OG0000330	Roisl.0019s0201.1.p	AT1G72890.2
OG0000331	Roisl.0191s0607.1.p	AT4G01850.1
OG0000331	Roisl.0210s0179.1.p	AT1G02500.1
OG0000331	Roisl.0074s0203.1.p	AT3G17390.1
OG0000332	Roisl.0209s0699.1.p	AT1G61500.3
OG0000332	Roisl.0209s0702.1.p	AT1G61420.2, AT1G61460.1
OG0000332	Roisl.0209s0692.1.p	AT1G61550.1
OG0000335	Roisl.0046s0872.1.p, Roisl.0018s0114.1.p	AT3G60040.3
OG0000336	Roisl.0214s0842.1.p, Roisl.0021s0006.1.p, Roisl.0214s0804.1.p, Roisl.0036s0101.1.p	AT1G09690.1, AT1G09590.1
OG0000339	Roisl.0046s0175.1.p	AT5G24950.1
OG0000339	Roisl.0091s0283.1.p	AT4G20235.1
OG0000341	Roisl.0189s0228.1.p	AT5G51470.1
OG0000341	Roisl.0013s0080.1.p	AT1G48670.1
OG0000342	Roisl.0074s0190.1.p	AT2G24510.1, AT3G17540.1
OG0000342	Roisl.0074s0213.1.p	AT3G17570.1, AT3G17265.1, AT3G24700.2, AT3G17270.1, AT3G17490.1
OG0000345	Roisl.0210s0658.1.p	AT5G09500.1
OG0000345	Roisl.0012s0138.1.p	AT5G43640.1
OG0000345	Roisl.0210s0657.1.p	AT5G09490.1
OG0000345	Roisl.0210s0362.1.p, Roisl.0210s0659.1.p	AT1G04270.1
OG0000346	Roisl.0046s1306.1.p	AT3G53280.1
OG0000346	Roisl.0011s0395.1.p	AT3G26200.1
OG0000346	Roisl.0011s0394.1.p	AT3G26190.1
OG0000347	Roisl.0018s0264.1.p	AT3G61430.1
OG0000347	Roisl.0008s0139.1.p	AT4G23400.1
OG0000347	Roisl.0210s0074.1.p	AT1G01620.1
OG0000347	Roisl.0191s0472.1.p	AT4G00430.1
OG0000348	Roisl.0046s1018.1.p	AT3G28330.1, AT3G28280.1
OG0000348	Roisl.0025s0057.1.p, Roisl.0066s0273.1.p	AT3G28223.1, AT3G48220.1
OG0000349	Roisl.0080s0312.1.p	AT5G59660.3, AT5G59670.1
OG0000349	Roisl.0080s0313.1.p	AT5G59650.2
OG0000350	Roisl.0115s0545.1.p	AT3G21900.2
OG0000351	Roisl.0074s0823.1.p, Roisl.0038s0032.1.p	AT2G40210.1, AT2G26880.1
OG0000355	Roisl.0080s0227.1.p	AT5G60440.1
OG0000355	Roisl.0001s0276.1.p	AT4G36590.1
OG0000356	Roisl.0051s0054.1.p	AT2G24681.1
OG0000356	Roisl.0051s0058.1.p, Roisl.0051s0057.1.p	AT2G24696.1
OG0000356	Roisl.0051s0049.1.p	AT2G24650.1
OG0000357	Roisl.0213s0255.1.p, Roisl.0213s0254.1.p, Roisl.0028s0847.1.p	AT1G29930.1, AT1G29920.1, AT1G29910.1
OG0000357	Roisl.0028s0848.1.p	AT2G34430.1
OG0000358	Roisl.0006s0204.1.p	AT1G51470.1, AT1G47600.1
OG0000359	Roisl.0052s0041.1.p	AT5G54145.1
OG0000359	Roisl.0022s0430.1.p	AT4G27652.1
OG0000362	Roisl.0062s0013.1.p	AT3G30739.1
OG0000363	Roisl.0021s0496.1.p	AT1G55940.2
OG0000364	Roisl.0028s0581.1.p	AT2G40560.1, AT2G40500.1
OG0000365	Roisl.0191s0377.1.p	AT1G26390.1
OG0000365	Roisl.0091s0256.1.p, Roisl.0044s0090.1.p	AT4G20800.1
OG0000365	Roisl.0191s0376.1.p	AT1G26400.1
OG0000365	Roisl.0191s0375.1.p	AT1G26420.1
OG0000367	Roisl.0019s0531.1.p	AT1G70030.1
OG0000367	Roisl.0210s1206.1.p, Roisl.0210s1207.1.p	AT5G15030.1, AT5G15040.1
OG0000367	Roisl.0066s0049.1.p	AT5G15025.1
OG0000368	Roisl.0209s0372.1.p	AT3G46700.1
OG0000368	Roisl.0209s0370.1.p	AT3G46680.1
OG0000368	Roisl.0209s0371.1.p	AT3G46690.1
OG0000368	Roisl.0209s0378.1.p	AT3G46720.1
OG0000369	Roisl.0198s0010.1.p, Roisl.0068s0013.1.p	AT5G49490.1, AT5G49420.1, AT5G38620.1
OG0000370	Roisl.0053s0260.1.p, Roisl.0053s0258.1.p, Roisl.0022s0429.1.p, Roisl.0053s0261.1.p, Roisl.0053s0259.1.p	AT3G23950.1, AT3G23970.1
OG0000371	Roisl.0014s0134.1.p, Roisl.0033s0072.1.p, Roisl.0046s0520.1.p	AT1G35820.1, AT3G42870.1, AT3G30520.1, AT1G43720.1
OG0000376	Roisl.0214s0566.1.p	AT1G60750.1
OG0000376	Roisl.0214s0570.1.p	AT1G60730.3, AT1G60680.1
OG0000376	Roisl.0214s0567.1.p	AT1G60690.1
OG0000376	Roisl.0214s0568.1.p	AT1G60710.1
OG0000377	Roisl.0001s0366.1.p	AT4G37370.1
OG0000377	Roisl.0024s0025.1.p, Roisl.0024s0026.1.p	AT1G66540.1
OG0000377	Roisl.0001s0360.1.p, Roisl.0001s0359.1.p	AT4G37320.1
OG0000379	Roisl.0011s0109.1.p	AT2G02040.1
OG0000379	Roisl.0046s1392.1.p	AT3G54140.1
OG0000379	Roisl.0011s0108.1.p	AT2G02020.1
OG0000379	Roisl.0209s0589.1.p	AT1G62200.3
OG0000380	Roisl.0046s0776.1.p, Roisl.0053s0094.1.p	AT1G21620.1
OG0000380	Roisl.0080s0258.1.p	AT5G60180.1, AT5G60110.1
OG0000381	Roisl.0209s0664.1.p, Roisl.0004s0028.1.p	AT1G78635.1
OG0000382	Roisl.0082s0436.1.p, Roisl.0082s0437.1.p	AT4G02420.1
OG0000382	Roisl.0017s0121.1.p	AT2G37710.1
OG0000383	Roisl.0191s0202.1.p	AT1G23720.2
OG0000383	Roisl.0046s1443.1.p, Roisl.0046s1442.1.p	AT3G28550.1, AT3G54590.3, AT3G54580.1
OG0000384	Roisl.0005s0096.1.p	AT5G46940.1
OG0000384	Roisl.0005s0092.1.p	AT5G46970.1
OG0000384	Roisl.0005s0097.1.p	AT5G46930.1
OG0000384	Roisl.0005s0093.1.p, Roisl.0005s0094.1.p, Roisl.0005s0095.1.p, Roisl.0058s0078.1.p, Roisl.0027s0086.1.p, Roisl.0046s0572.1.p	AT5G46960.1, AT5G46950.1
OG0000386	Roisl.0040s0044.1.p	AT1G33950.1
OG0000386	Roisl.0193s0005.1.p	AT1G33960.2
OG0000386	Roisl.0040s0048.1.p	AT1G33930.1
OG0000386	Roisl.0210s2070.1.p	AT2G26820.3, AT1G33830.1, AT1G33870.1
OG0000388	Roisl.0214s0797.1.p, Roisl.0052s0052.1.p	AT5G54210.1
OG0000388	Roisl.0210s2014.1.p	AT5G23470.1, AT2G02290.1
OG0000388	Roisl.0115s0268.1.p	AT2G04930.1, AT3G19595.1
OG0000390	Roisl.0191s0066.1.p	AT1G22340.1
OG0000390	Roisl.0191s0070.1.p	AT1G22380.1
OG0000390	Roisl.0191s0069.1.p	AT1G22370.2
OG0000390	Roisl.0191s0068.1.p	AT1G22360.1
OG0000391	Roisl.0019s0151.1.p, Roisl.0019s0152.1.p	AT1G73310.1, AT5G36180.1, AT1G73300.1, AT1G73280.1
OG0000391	Roisl.0074s0974.1.p	AT3G10450.1
OG0000392	Roisl.0007s0428.1.p	AT1G17020.1
OG0000392	Roisl.0007s0429.1.p	AT1G17010.1
OG0000392	Roisl.0053s0066.1.p, Roisl.0022s0174.1.p	AT4G25300.1, AT4G25310.1
OG0000393	Roisl.0022s0065.1.p	AT5G39130.1, AT5G39190.1, AT5G39160.1
OG0000393	Roisl.0022s0063.1.p, Roisl.0022s0069.1.p, Roisl.0213s0857.1.p, Roisl.0022s0068.1.p	AT5G39110.1, AT5G39100.1, AT5G39180.1, AT5G39150.1, AT5G39120.1
OG0000395	Roisl.0007s0746.1.p	AT1G14080.1
OG0000395	Roisl.0045s0078.1.p, Roisl.0065s0017.1.p, Roisl.0045s0076.1.p	AT2G15390.2
OG0000397	Roisl.0074s0166.1.p, Roisl.0074s0167.1.p, Roisl.0074s0168.1.p	AT3G17710.1
OG0000398	Roisl.0185s0006.1.p	AT5G17167.1
OG0000399	Roisl.0019s0002.1.p	AT1G56330.1
OG0000399	Roisl.0091s1200.1.p	AT1G09180.1
OG0000402	Roisl.0024s0577.1.p	AT5G66900.2
OG0000402	Roisl.0024s0579.1.p	AT5G66890.1
OG0000402	Roisl.0010s0132.1.p, Roisl.0024s0578.1.p	AT5G66910.1
OG0000403	Roisl.0009s0300.1.p	AT4G03480.1, AT4G03440.1, AT4G03450.1
OG0000404	Roisl.0046s1192.1.p	AT1G22080.1
OG0000404	Roisl.0019s0526.1.p	AT3G44780.1
OG0000405	Roisl.0074s0511.1.p	AT3G14490.1
OG0000406	Roisl.0209s0305.1.p	AT1G07770.1, AT5G59850.1
OG0000407	Roisl.0210s0266.1.p	AT1G03300.1
OG0000407	Roisl.0191s0363.1.p	AT1G26540.1
OG0000407	Roisl.0035s0015.1.p	AT2G47230.2
OG0000407	Roisl.0021s0222.1.p	AT1G11420.1
OG0000407	Roisl.0035s0016.1.p	AT2G47220.1
OG0000409	Roisl.0213s0129.1.p	AT1G28610.2, AT1G31550.2, AT1G28600.1
OG0000409	Roisl.0213s0127.1.p	AT1G28580.1, AT1G28570.1
OG0000409	Roisl.0213s0128.1.p	AT1G28590.1
OG0000410	Roisl.0091s0074.1.p	AT4G22485.1
OG0000410	Roisl.0091s0072.1.p	AT4G22505.1
OG0000411	Roisl.0051s0020.1.p, Roisl.0021s0617.1.p, Roisl.0051s0025.1.p, Roisl.0198s0060.1.p, Roisl.0051s0021.1.p, Roisl.0051s0029.1.p	AT3G42940.1, AT2G24285.2
OG0000411	Roisl.0021s0618.1.p, Roisl.0051s0019.1.p, Roisl.0051s0023.1.p, Roisl.0051s0030.1.p	AT2G24480.1, AT5G43200.1, AT3G28620.1, AT2G24460.1
OG0000412	Roisl.0210s1356.1.p	AT5G16570.1
OG0000412	Roisl.0064s0018.1.p	AT5G37600.1
OG0000412	Roisl.0055s0014.1.p	AT1G66200.3
OG0000412	Roisl.0074s0156.1.p	AT3G17820.1
OG0000413	Roisl.0074s0623.1.p	AT3G13662.1
OG0000413	Roisl.0006s0531.1.p, Roisl.0006s0530.1.p	AT1G55210.1
