Orthogroup	Rorippa_islandica	Arabidopsis_arenosa
OG0000127	Roisl.0082s0645.1.p	jg17851
OG0000128	Roisl.0019s0650.1.p	jg20835
OG0000128	Roisl.0018s0036.1.p, Roisl.0018s0037.1.p	jg15959
OG0000128	Roisl.0018s0038.1.p	jg15960
OG0000129	Roisl.0021s0622.1.p	jg1820
OG0000129	Roisl.0194s0004.1.p	jg1822, jg1705, jg1715
OG0000129	Roisl.0022s0002.1.p, Roisl.0022s0001.1.p	jg1847
OG0000129	Roisl.0080s0056.1.p, Roisl.0080s0057.1.p	jg33436, jg33435, jg23141, jg23140
OG0000129	Roisl.0204s0037.1.p, Roisl.0204s0045.1.p	jg17685, jg17683, jg17687
OG0000129	Roisl.0189s0223.1.p	jg21823
OG0000129	Roisl.0021s0625.1.p	jg1819
OG0000130	Roisl.0083s0046.1.p	jg25904
OG0000130	Roisl.0080s0678.1.p	jg32651, jg20179
OG0000130	Roisl.0202s0005.1.p	jg27977
OG0000132	Roisl.0046s1480.1.p	jg15428
OG0000132	Roisl.0024s0217.1.p	jg23313
OG0000132	Roisl.0024s0216.1.p	jg23312
OG0000134	Roisl.0214s0845.1.p	jg1329, jg1326, jg1330, jg1324, jg1320, jg1317, jg1319
OG0000134	Roisl.0045s0039.1.p	jg2013
OG0000134	Roisl.0046s0012.1.p	jg12354, jg12353
OG0000134	Roisl.0027s0026.1.p, Roisl.0027s0027.1.p	jg14178
OG0000134	Roisl.0214s0834.1.p, Roisl.0210s0840.1.p, Roisl.0214s0027.1.p, Roisl.0214s0024.1.p, Roisl.0214s0025.1.p	jg7114
OG0000134	Roisl.0004s0001.1.p	jg17682, jg20706, jg1189
OG0000134	Roisl.0214s0290.1.p	jg20992, jg20995, jg20998, jg20997, jg20999
OG0000134	Roisl.0091s0127.1.p	jg20994
OG0000136	Roisl.0055s0066.1.p	jg13269
OG0000137	Roisl.0080s0802.1.p	jg22358
OG0000137	Roisl.0080s0798.1.p	jg22365
OG0000137	Roisl.0080s0799.1.p	jg22364
OG0000137	Roisl.0080s0800.1.p	jg22363
OG0000138	Roisl.0214s0533.1.p	jg16317
OG0000138	Roisl.0018s0009.1.p	jg15930
OG0000138	Roisl.0018s0007.1.p	jg15926
OG0000138	Roisl.0018s0015.1.p	jg15939
OG0000138	Roisl.0018s0013.1.p	jg15937
OG0000138	Roisl.0209s0397.1.p, Roisl.0209s0398.1.p, Roisl.0209s0399.1.p, Roisl.0189s0215.1.p	jg15932
OG0000138	Roisl.0046s1395.1.p	jg15356
OG0000140	Roisl.0047s0081.1.p	jg6686
OG0000140	Roisl.0210s1920.1.p, Roisl.0188s0133.1.p, Roisl.0019s0384.1.p	jg12153
OG0000140	Roisl.0047s0080.1.p, Roisl.0046s0059.1.p, Roisl.0083s0051.1.p, Roisl.0201s0007.1.p	jg832
OG0000140	Roisl.0008s0035.1.p, Roisl.0040s0019.1.p	jg13730, jg32189
OG0000140	Roisl.0066s0405.1.p	jg14412, jg13729
OG0000140	Roisl.0005s0334.1.p	jg7346
OG0000141	Roisl.0006s0330.1.p	jg29677
OG0000141	Roisl.0021s0319.1.p	jg29671
OG0000141	Roisl.0023s0060.1.p	jg650
OG0000141	Roisl.0010s0063.1.p, Roisl.0010s0064.1.p	jg23265
OG0000142	Roisl.0189s0103.1.p, Roisl.0066s0433.1.p, Roisl.0015s0157.1.p, Roisl.0064s0043.1.p, Roisl.0209s0143.1.p	jg14912
OG0000148	Roisl.0013s0175.1.p	jg32820
OG0000148	Roisl.0006s0146.1.p	jg33221
OG0000148	Roisl.0006s0148.1.p	jg461
OG0000148	Roisl.0013s0141.1.p	jg32882, jg32881, jg32883
OG0000148	Roisl.0210s1505.1.p	jg5636
OG0000151	Roisl.0046s1506.1.p	jg15449
OG0000151	Roisl.0046s1505.1.p	jg15448
OG0000151	Roisl.0017s0307.1.p	jg19118
OG0000151	Roisl.0046s1504.1.p	jg15447
OG0000151	Roisl.0046s1329.1.p	jg15282
OG0000151	Roisl.0017s0076.1.p	jg18884
OG0000151	Roisl.0210s1053.1.p	jg5170
OG0000153	Roisl.0209s0522.1.p, Roisl.0082s0712.1.p	jg17928, jg17934, jg17935
OG0000153	Roisl.0033s0089.1.p	jg18114
OG0000153	Roisl.0082s0717.1.p, Roisl.0082s0715.1.p	jg17932
OG0000153	Roisl.0082s0714.1.p	jg17933
OG0000153	Roisl.0091s1018.1.p	jg29098
OG0000154	Roisl.0006s0138.1.p	jg5696, jg5697
OG0000157	Roisl.0080s0598.1.p	jg31640
OG0000157	Roisl.0213s0342.1.p, Roisl.0213s0344.1.p	jg31643
OG0000158	Roisl.0020s0089.1.p	jg8688
OG0000158	Roisl.0046s0594.1.p, Roisl.0046s1609.1.p	jg8653
OG0000158	Roisl.0034s0152.1.p	jg10511
OG0000158	Roisl.0191s0244.1.p	jg16699, jg28264, jg5270, jg28263
OG0000158	Roisl.0020s0185.1.p	jg7562, jg7551
OG0000160	Roisl.0066s0007.1.p	jg28078
OG0000160	Roisl.0003s0027.1.p	jg9392
OG0000160	Roisl.0080s0566.1.p	jg22635
OG0000160	Roisl.0214s0132.1.p	jg27288
OG0000160	Roisl.0185s0093.1.p	jg13954
OG0000160	Roisl.0115s0111.1.p	jg3697
OG0000160	Roisl.0051s0034.1.p	jg16942
OG0000162	Roisl.0028s0711.1.p	jg18405
OG0000162	Roisl.0028s0709.1.p	jg18404
OG0000162	Roisl.0028s0513.1.p	jg13164, jg13159, jg13157, jg5057, jg13161, jg13155, jg13158, jg13160, jg12338, jg12339
OG0000162	Roisl.0213s0743.1.p	jg26999, jg27000, jg27001
OG0000162	Roisl.0028s0712.1.p	jg18412, jg18409, jg18408
OG0000164	Roisl.0020s0019.1.p, Roisl.0214s0688.1.p, Roisl.0215s0002.1.p, Roisl.0184s0199.1.p	jg6848, jg11792, jg7487, jg11793
OG0000164	Roisl.0022s0021.1.p	jg6850
OG0000166	Roisl.0066s0240.1.p	jg27821, jg17118
OG0000166	Roisl.0019s0845.1.p	jg17505
OG0000166	Roisl.0051s0042.1.p	jg17120
OG0000166	Roisl.0023s0082.1.p	jg17125
OG0000166	Roisl.0204s0086.1.p	jg3072, jg21554
OG0000167	Roisl.0115s0450.1.p	jg26894, jg26893, jg26896, jg26901
OG0000167	Roisl.0115s0454.1.p	jg26298, jg26296
OG0000167	Roisl.0053s0365.1.p	jg26576, jg26577
OG0000169	Roisl.0006s0266.1.p	jg16530
OG0000169	Roisl.0006s0267.1.p	jg16527
OG0000170	Roisl.0035s0196.1.p	jg19952
OG0000170	Roisl.0018s0217.1.p	jg16152
OG0000170	Roisl.0035s0198.1.p	jg19951
OG0000170	Roisl.0035s0200.1.p	jg19948
OG0000171	Roisl.0031s0104.1.p	jg22050
OG0000171	Roisl.0050s0073.1.p	jg12793
OG0000171	Roisl.0066s0281.1.p	jg27769
OG0000171	Roisl.0080s0713.1.p	jg22463
OG0000171	Roisl.0079s0225.1.p	jg24782
OG0000173	Roisl.0003s0258.1.p	jg8430
OG0000173	Roisl.0001s0452.1.p	jg8491, jg3298
OG0000173	Roisl.0028s0555.1.p	jg8629
OG0000173	Roisl.0001s0420.1.p	jg8611
OG0000173	Roisl.0214s0637.1.p	jg8547
OG0000175	Roisl.0046s1598.1.p	jg29462, jg30921, jg955
OG0000175	Roisl.0210s1168.1.p	jg5289
OG0000175	Roisl.0018s0359.1.p, Roisl.0035s0021.1.p	jg16299
OG0000176	Roisl.0021s0605.1.p	jg16886, jg16884, jg16885
OG0000176	Roisl.0005s0278.1.p	jg2771
OG0000176	Roisl.0019s0375.1.p	jg2772
OG0000177	Roisl.0049s0035.1.p	jg26900, jg30833
OG0000177	Roisl.0189s0081.1.p	jg30663, jg8064, jg3362
OG0000178	Roisl.0082s0204.1.p	jg7702
OG0000178	Roisl.0082s0206.1.p	jg7704
OG0000178	Roisl.0082s0205.1.p	jg7703
OG0000178	Roisl.0082s0207.1.p	jg7707
OG0000178	Roisl.0082s0209.1.p, Roisl.0082s0208.1.p	jg7705
OG0000178	Roisl.0184s0012.1.p	jg32186
OG0000179	Roisl.0214s0666.1.p	jg1096
OG0000179	Roisl.0214s0677.1.p	jg1086
OG0000179	Roisl.0214s0687.1.p, Roisl.0214s0686.1.p	jg1072
OG0000179	Roisl.0214s0662.1.p, Roisl.0214s0689.1.p, Roisl.0214s0768.1.p, Roisl.0214s0758.1.p, Roisl.0214s0794.1.p, Roisl.0214s0685.1.p	jg1022
OG0000182	Roisl.0046s1327.1.p	jg31826, jg16158, jg16157
OG0000182	Roisl.0018s0428.1.p, Roisl.0020s0176.1.p, Roisl.0018s0427.1.p	jg15782, jg15779, jg32711, jg15778
OG0000182	Roisl.0020s0170.1.p	jg15781
OG0000182	Roisl.0046s1483.1.p	jg15586, jg15562
OG0000182	Roisl.0046s1409.1.p, Roisl.0046s1413.1.p, Roisl.0046s1124.1.p	jg15559
OG0000182	Roisl.0017s0371.1.p, Roisl.0017s0367.1.p	jg19013
OG0000183	Roisl.0024s0013.1.p	jg2098
OG0000183	Roisl.0026s0219.1.p	jg15712
OG0000183	Roisl.0208s0006.1.p, Roisl.0210s1846.1.p	jg14060
OG0000183	Roisl.0209s0513.1.p	jg17567
OG0000184	Roisl.0115s0547.1.p	jg26423
OG0000185	Roisl.0213s0109.1.p	jg31725, jg31727, jg31723
OG0000185	Roisl.0024s0123.1.p	jg23338
OG0000185	Roisl.0074s0700.1.p	jg30960
OG0000185	Roisl.0213s0120.1.p, Roisl.0213s0122.1.p	jg31379, jg31377
OG0000186	Roisl.0034s0137.1.p, Roisl.0209s0018.1.p	jg21587
OG0000186	Roisl.0080s0756.1.p	jg22417, jg22418
OG0000186	Roisl.0011s0158.1.p	jg13067
OG0000186	Roisl.0209s0667.1.p, Roisl.0214s0772.1.p, Roisl.0209s0059.1.p	jg19241
OG0000187	Roisl.0082s0109.1.p, Roisl.0011s0578.1.p	jg16584
OG0000187	Roisl.0007s0183.1.p	jg30474
OG0000187	Roisl.0082s0775.1.p, Roisl.0082s0772.1.p, Roisl.0033s0001.1.p, Roisl.0082s0770.1.p, Roisl.0020s0168.1.p, Roisl.0082s0774.1.p	jg18001, jg17979, jg17999, jg17980, jg18002, jg17981, jg17978
OG0000188	Roisl.0210s0897.1.p	jg5008, jg5007, jg5020, jg5022, jg5021, jg24303
OG0000188	Roisl.0074s0934.1.p	jg9421
OG0000189	Roisl.0046s1079.1.p	jg15013
OG0000189	Roisl.0004s0308.1.p	jg3242
OG0000189	Roisl.0007s0123.1.p	jg30537
OG0000192	Roisl.0021s0468.1.p, Roisl.0021s0466.1.p	jg647
OG0000192	Roisl.0021s0465.1.p	jg14270
OG0000193	Roisl.0013s0218.1.p	jg32770
OG0000193	Roisl.0209s0180.1.p	jg31894, jg31896
OG0000195	Roisl.0209s0387.1.p	jg14467, jg14468
OG0000195	Roisl.0210s1898.1.p	jg6046
OG0000196	Roisl.0009s0078.1.p, Roisl.0009s0045.1.p	jg12776
OG0000196	Roisl.0009s0050.1.p, Roisl.0009s0051.1.p, Roisl.0009s0073.1.p, Roisl.0009s0076.1.p, Roisl.0009s0071.1.p, Roisl.0009s0040.1.p	jg12812, jg12806, jg12803, jg12809, jg12800, jg12817, jg12816, jg17734, jg12804, jg12810, jg12779
OG0000196	Roisl.0014s0087.1.p, Roisl.0009s0039.1.p, Roisl.0009s0046.1.p, Roisl.0009s0075.1.p, Roisl.0009s0047.1.p, Roisl.0009s0053.1.p	jg12778
OG0000197	Roisl.0091s0346.1.p	jg10624
OG0000197	Roisl.0091s0344.1.p, Roisl.0091s0343.1.p	jg23232, jg10620
OG0000198	Roisl.0011s0049.1.p	jg12942
OG0000198	Roisl.0007s0637.1.p	jg29981
OG0000199	Roisl.0091s0010.1.p, Roisl.0019s0834.1.p, Roisl.0024s0042.1.p, Roisl.0001s0510.1.p	jg33326, jg32894
OG0000199	Roisl.0082s0445.1.p, Roisl.0082s0444.1.p, Roisl.0020s0058.1.p	jg9442
OG0000200	Roisl.0091s0810.1.p	jg28892
OG0000200	Roisl.0213s0164.1.p	jg31430
OG0000200	Roisl.0091s0809.1.p	jg28891
OG0000201	Roisl.0066s0324.1.p	jg32554
OG0000202	Roisl.0191s0663.1.p	jg8001
OG0000202	Roisl.0191s0669.1.p	jg7999
OG0000202	Roisl.0184s0147.1.p	jg8000
OG0000203	Roisl.0026s0064.1.p	jg15851
OG0000203	Roisl.0026s0056.1.p	jg15862
OG0000208	Roisl.0213s0614.1.p	jg21410
OG0000209	Roisl.0007s0703.1.p, Roisl.0118s0007.1.p	jg21051, jg1344
OG0000209	Roisl.0046s1202.1.p, Roisl.0007s0706.1.p	jg14429
OG0000209	Roisl.0210s0893.1.p, Roisl.0210s0751.1.p	jg4863, jg4865
OG0000210	Roisl.0028s0090.1.p	jg19859
OG0000210	Roisl.0013s0217.1.p, Roisl.0214s0325.1.p	jg19860
OG0000210	Roisl.0018s0165.1.p	jg16105
OG0000215	Roisl.0210s0627.1.p	jg12459, jg1615, jg32047, jg27336, jg20828, jg32156, jg32318
OG0000216	Roisl.0209s0235.1.p, Roisl.0209s0234.1.p	jg7641
OG0000216	Roisl.0209s0233.1.p	jg7640
OG0000216	Roisl.0214s0809.1.p	jg1267
OG0000216	Roisl.0046s1649.1.p	jg15619
OG0000218	Roisl.0022s0061.1.p, Roisl.0210s0467.1.p, Roisl.0214s0787.1.p, Roisl.0213s0859.1.p, Roisl.0010s0024.1.p, Roisl.0083s0054.1.p	jg1481, jg1902, jg7083, jg15996, jg14689, jg6981
OG0000219	Roisl.0009s0056.1.p	jg17925
OG0000219	Roisl.0009s0148.1.p	jg12179
OG0000221	Roisl.0043s0012.1.p	jg11559
OG0000222	Roisl.0043s0026.1.p, Roisl.0185s0040.1.p, Roisl.0209s0026.1.p, Roisl.0200s0008.1.p, Roisl.0201s0002.1.p, Roisl.0027s0040.1.p, Roisl.0209s0541.1.p	jg11917
OG0000225	Roisl.0210s0850.1.p, Roisl.0115s0257.1.p	jg16693
OG0000225	Roisl.0115s0258.1.p	jg2551
OG0000225	Roisl.0115s0260.1.p	jg3555
OG0000226	Roisl.0057s0014.1.p	jg4069
OG0000226	Roisl.0210s2061.1.p	jg13732
OG0000226	Roisl.0209s0617.1.p	jg732
OG0000227	Roisl.0039s0096.1.p	jg24479
OG0000227	Roisl.0047s0017.1.p	jg6481, jg6484
OG0000227	Roisl.0047s0018.1.p	jg27543
OG0000229	Roisl.0064s0044.1.p, Roisl.0046s0553.1.p, Roisl.0082s0643.1.p	jg17464, jg1772
OG0000229	Roisl.0019s0783.1.p, Roisl.0019s0786.1.p	jg32293
OG0000230	Roisl.0036s0075.1.p, Roisl.0198s0012.1.p, Roisl.0198s0049.1.p	jg15911, jg15928
OG0000230	Roisl.0209s0715.1.p	jg15922
OG0000230	Roisl.0018s0014.1.p	jg15921
OG0000233	Roisl.0210s0497.1.p	jg4599
OG0000233	Roisl.0210s0495.1.p, Roisl.0210s0494.1.p	jg4597
OG0000233	Roisl.0210s0492.1.p	jg4604, jg4594
OG0000234	Roisl.0046s0775.1.p, Roisl.0028s0136.1.p	jg19739
OG0000234	Roisl.0115s0284.1.p, Roisl.0030s0017.1.p	jg4032
OG0000234	Roisl.0053s0230.1.p, Roisl.0053s0229.1.p	jg4033, jg4035, jg27620, jg33336, jg33337, jg33335
OG0000234	Roisl.0030s0016.1.p	jg4034
OG0000235	Roisl.0017s0244.1.p	jg19164
OG0000235	Roisl.0209s0012.1.p, Roisl.0209s0080.1.p	jg28105, jg28076, jg2205
OG0000236	Roisl.0020s0191.1.p, Roisl.0019s0572.1.p	jg2555
OG0000236	Roisl.0115s0551.1.p	jg26494
OG0000236	Roisl.0184s0155.1.p	jg7281, jg7280
OG0000237	Roisl.0051s0004.1.p	jg15213
OG0000237	Roisl.0115s0615.1.p	jg26496
OG0000237	Roisl.0115s0490.1.p	jg26333
OG0000238	Roisl.0019s0444.1.p	jg2698
OG0000238	Roisl.0019s0441.1.p	jg2702
OG0000238	Roisl.0046s0451.1.p	jg6718
OG0000238	Roisl.0019s0443.1.p	jg2707
OG0000239	Roisl.0213s0279.1.p	jg17673
OG0000241	Roisl.0091s0140.1.p	jg10370
OG0000241	Roisl.0091s0141.1.p	jg10371
OG0000241	Roisl.0091s0142.1.p	jg10373, jg10374, jg10376
OG0000241	Roisl.0082s0231.1.p	jg7736
OG0000241	Roisl.0082s0230.1.p	jg7735
OG0000242	Roisl.0082s0505.1.p, Roisl.0012s0059.1.p, Roisl.0049s0020.1.p, Roisl.0049s0019.1.p, Roisl.0049s0018.1.p	jg24512, jg11645, jg21432
OG0000242	Roisl.0005s0209.1.p, Roisl.0029s0029.1.p, Roisl.0046s0325.1.p	jg6565
OG0000243	Roisl.0213s0196.1.p, Roisl.0213s0206.1.p, Roisl.0213s0204.1.p	jg31471, jg31479, jg31470
OG0000244	Roisl.0082s0288.1.p, Roisl.0082s0284.1.p, Roisl.0082s0282.1.p, Roisl.0082s0292.1.p, Roisl.0082s0281.1.p	jg7793
OG0000244	Roisl.0082s0280.1.p	jg7787
OG0000244	Roisl.0082s0375.1.p	jg7882
OG0000244	Roisl.0082s0372.1.p, Roisl.0082s0373.1.p, Roisl.0082s0374.1.p	jg7884, jg7885, jg7892, jg7931, jg7886
OG0000244	Roisl.0082s0369.1.p	jg7893
OG0000246	Roisl.0046s1292.1.p	jg15247
OG0000246	Roisl.0017s0009.1.p, Roisl.0017s0010.1.p, Roisl.0017s0011.1.p	jg18819
OG0000246	Roisl.0017s0006.1.p, Roisl.0017s0005.1.p, Roisl.0017s0008.1.p	jg18818, jg18817
OG0000247	Roisl.0213s0790.1.p, Roisl.0213s0788.1.p	jg12382
OG0000247	Roisl.0015s0176.1.p	jg9719
OG0000247	Roisl.0053s0155.1.p	jg26794, jg26858, jg26826
OG0000248	Roisl.0019s0530.1.p	jg2609, jg2612, jg2608
OG0000248	Roisl.0019s0522.1.p, Roisl.0019s0521.1.p	jg2620, jg2621, jg2622
OG0000248	Roisl.0013s0199.1.p	jg12494, jg12493
OG0000249	Roisl.0188s0126.1.p, Roisl.0011s0462.1.p	jg11991
OG0000250	Roisl.0012s0265.1.p	jg7768
OG0000250	Roisl.0082s0295.1.p	jg7876
OG0000251	Roisl.0011s0408.1.p	jg13320
OG0000251	Roisl.0080s0576.1.p	jg13321
OG0000251	Roisl.0011s0400.1.p	jg13315
OG0000252	Roisl.0008s0081.1.p	jg9231
OG0000252	Roisl.0010s0130.1.p, Roisl.0010s0131.1.p, Roisl.0010s0134.1.p	jg571, jg570
OG0000252	Roisl.0004s0146.1.p	jg3420
OG0000252	Roisl.0004s0145.1.p	jg3422
OG0000253	Roisl.0074s0750.1.p	jg25213
OG0000253	Roisl.0079s0301.1.p	jg24871
OG0000253	Roisl.0034s0151.1.p	jg3985
OG0000254	Roisl.0002s0125.1.p, Roisl.0002s0123.1.p	jg11133, jg11132
OG0000256	Roisl.0074s0222.1.p	jg25806
OG0000256	Roisl.0115s0633.1.p	jg26502
OG0000256	Roisl.0115s0620.1.p, Roisl.0115s0621.1.p	jg27019, jg27030, jg27031
OG0000257	Roisl.0005s0208.1.p, Roisl.0005s0205.1.p	jg3241
OG0000257	Roisl.0004s0309.1.p	jg967, jg812
OG0000258	Roisl.0025s0050.1.p, Roisl.0052s0068.1.p	jg12130
OG0000258	Roisl.0011s0409.1.p, Roisl.0046s0254.1.p	jg1478, jg27068
OG0000258	Roisl.0053s0009.1.p	jg7050
OG0000259	Roisl.0017s0412.1.p, Roisl.0004s0013.1.p, Roisl.0004s0014.1.p	jg19336
OG0000259	Roisl.0074s0123.1.p	jg26917
OG0000260	Roisl.0001s0521.1.p	jg8418
OG0000260	Roisl.0189s0177.1.p	jg21871
OG0000262	Roisl.0050s0098.1.p, Roisl.0209s0719.1.p	jg454
OG0000262	Roisl.0209s0739.1.p	jg455, jg458, jg453, jg457
OG0000262	Roisl.0050s0097.1.p	jg451
OG0000263	Roisl.0214s0747.1.p	jg19302
OG0000263	Roisl.0074s0831.1.p	jg17561
OG0000265	Roisl.0194s0056.1.p	jg1040, jg31936, jg18105, jg33104, jg20960, jg32961, jg25811
OG0000266	Roisl.0189s0075.1.p, Roisl.0189s0074.1.p, Roisl.0184s0095.1.p, Roisl.0184s0093.1.p	jg22116, jg22112, jg22104, jg22110, jg22092, jg22111, jg22090, jg22089, jg22121, jg22117, jg22103, jg22105, jg22086, jg22119, jg33280, jg22118
OG0000266	Roisl.0082s0658.1.p	jg22091
OG0000266	Roisl.0082s0100.1.p	jg22101
OG0000267	Roisl.0023s0047.1.p	jg32731, jg13995
OG0000267	Roisl.0019s0027.1.p	jg11749, jg11798
OG0000269	Roisl.0080s0302.1.p	jg22908
OG0000269	Roisl.0209s0328.1.p	jg33561
OG0000269	Roisl.0209s0327.1.p	jg14405, jg14407
OG0000269	Roisl.0214s0655.1.p	jg1015
OG0000269	Roisl.0082s0743.1.p	jg17967
OG0000270	Roisl.0050s0087.1.p	jg29673, jg609, jg537, jg443, jg25842
OG0000270	Roisl.0010s0123.1.p	jg581
OG0000270	Roisl.0010s0124.1.p	jg498
OG0000273	Roisl.0020s0163.1.p, Roisl.0020s0169.1.p, Roisl.0082s0102.1.p	jg22097
OG0000273	Roisl.0058s0037.1.p, Roisl.0058s0038.1.p	jg1528
OG0000273	Roisl.0082s0107.1.p	jg22123, jg22124, jg22085, jg22087, jg22094
OG0000273	Roisl.0082s0101.1.p	jg22098
OG0000275	Roisl.0005s0214.1.p	jg8473
OG0000275	Roisl.0214s0705.1.p, Roisl.0214s0704.1.p	jg1129, jg6761, jg6771, jg6767, jg6769, jg6762, jg6770, jg1128
OG0000277	Roisl.0001s0078.1.p	jg8879
OG0000277	Roisl.0007s0143.1.p	jg30517
OG0000278	Roisl.0210s2199.1.p	jg12172
OG0000278	Roisl.0064s0021.1.p	jg12224
OG0000278	Roisl.0210s2209.1.p, Roisl.0210s2204.1.p	jg12188, jg12186
OG0000278	Roisl.0210s2203.1.p, Roisl.0210s2200.1.p, Roisl.0210s2202.1.p	jg12174, jg10987, jg10984, jg12178, jg12175
OG0000279	Roisl.0012s0361.1.p	jg20637
OG0000279	Roisl.0074s0025.1.p, Roisl.0074s0024.1.p	jg17236
OG0000279	Roisl.0204s0061.1.p	jg20630, jg20632
OG0000279	Roisl.0012s0364.1.p, Roisl.0002s0222.1.p, Roisl.0012s0338.1.p, Roisl.0012s0363.1.p, Roisl.0012s0072.1.p	jg20634, jg20628, jg20633, jg20631, jg20635
OG0000282	Roisl.0091s0104.1.p	jg33448
OG0000282	Roisl.0091s0102.1.p	jg10266
OG0000285	Roisl.0091s0196.1.p	jg10428
OG0000285	Roisl.0022s0391.1.p	jg9725
OG0000286	Roisl.0032s0040.1.p	jg7751
OG0000287	Roisl.0210s2064.1.p	jg26953, jg20954, jg12081, jg21326, jg11888, jg27384, jg6900, jg11889, jg1606, jg32453, jg32382, jg28325, jg27317, jg15509, jg21146, jg1608, jg12089
OG0000288	Roisl.0204s0118.1.p, Roisl.0005s0251.1.p, Roisl.0074s0867.1.p, Roisl.0213s0192.1.p, Roisl.0025s0037.1.p, Roisl.0055s0015.1.p, Roisl.0020s0127.1.p, Roisl.0195s0030.1.p, Roisl.0214s0072.1.p, Roisl.0060s0004.1.p, Roisl.0005s0153.1.p, Roisl.0019s0304.1.p, Roisl.0082s0290.1.p, Roisl.0082s0287.1.p, Roisl.0066s0396.1.p, Roisl.0006s0167.1.p, Roisl.0179s0061.1.p, Roisl.0021s0476.1.p, Roisl.0011s0357.1.p, Roisl.0214s0058.1.p	jg10768, jg12948, jg10773, jg16953, jg32309, jg32082, jg21200, jg6957, jg1836, jg1038, jg17280, jg1037, jg17281, jg6903, jg6876, jg11725, jg1045, jg1568, jg6895, jg1838, jg300, jg7168, jg30211, jg21080
OG0000288	Roisl.0021s0555.1.p	jg26083, jg31791, jg32749, jg10121
OG0000288	Roisl.0209s0098.1.p, Roisl.0021s0556.1.p	jg31792, jg32750, jg10120
OG0000289	Roisl.0028s0695.1.p, Roisl.0011s0576.1.p, Roisl.0028s0689.1.p	jg18343
OG0000289	Roisl.0204s0092.1.p, Roisl.0028s0651.1.p	jg18344
OG0000289	Roisl.0023s0078.1.p	jg17113
OG0000291	Roisl.0213s0709.1.p	jg27066, jg27067, jg27057
OG0000291	Roisl.0213s0698.1.p, Roisl.0213s0699.1.p	jg27048
OG0000292	Roisl.0115s0245.1.p	jg17325, jg10075, jg27846
OG0000294	Roisl.0210s1263.1.p	jg5391, jg5390, jg31107, jg31105, jg31104
OG0000294	Roisl.0010s0166.1.p, Roisl.0010s0167.1.p	jg5315
OG0000295	Roisl.0091s0669.1.p	jg10939
OG0000295	Roisl.0091s0750.1.p, Roisl.0091s0749.1.p	jg28831
OG0000295	Roisl.0213s0061.1.p	jg25083, jg31321
OG0000295	Roisl.0053s0212.1.p	jg25085, jg7398
OG0000295	Roisl.0074s0873.1.p	jg25082
OG0000296	Roisl.0213s0539.1.p, Roisl.0080s0367.1.p	jg22851, jg22847
OG0000296	Roisl.0011s0339.1.p, Roisl.0080s0406.1.p, Roisl.0193s0017.1.p	jg22801, jg21885, jg22800
OG0000297	Roisl.0013s0163.1.p, Roisl.0214s0906.1.p	jg12852
OG0000298	Roisl.0040s0063.1.p	jg32008
OG0000299	Roisl.0045s0106.1.p, Roisl.0188s0022.1.p, Roisl.0210s2236.1.p, Roisl.0047s0059.1.p, Roisl.0077s0007.1.p, Roisl.0184s0192.1.p, Roisl.0111s0017.1.p, Roisl.0053s0037.1.p, Roisl.0066s0403.1.p, Roisl.0053s0158.1.p, Roisl.0060s0015.1.p, Roisl.0008s0126.1.p, Roisl.0214s0286.1.p, Roisl.0020s0104.1.p, Roisl.0213s0014.1.p, Roisl.0053s0101.1.p	jg17441
OG0000300	Roisl.0189s0239.1.p	jg21798
OG0000300	Roisl.0046s0537.1.p	jg15634
OG0000300	Roisl.0214s0156.1.p, Roisl.0214s0160.1.p	jg21677
OG0000300	Roisl.0046s0538.1.p	jg31893, jg31895
OG0000300	Roisl.0046s1516.1.p, Roisl.0084s0003.1.p	jg26991, jg21853
OG0000301	Roisl.0028s0118.1.p, Roisl.0028s0117.1.p, Roisl.0009s0246.1.p, Roisl.0028s0116.1.p	jg19826
OG0000301	Roisl.0018s0197.1.p, Roisl.0026s0175.1.p	jg16118
OG0000304	Roisl.0023s0037.1.p	jg17079
OG0000304	Roisl.0013s0043.1.p	jg19308
OG0000305	Roisl.0007s0413.1.p	jg30239
OG0000305	Roisl.0028s0606.1.p	jg32496, jg19283, jg19279, jg7268
OG0000306	Roisl.0213s0805.1.p, Roisl.0046s0021.1.p	jg12412
OG0000307	Roisl.0006s0187.1.p	jg33267
OG0000308	Roisl.0012s0104.1.p, Roisl.0012s0103.1.p, Roisl.0012s0106.1.p	jg20897, jg20895, jg20892, jg20894, jg20890, jg20896, jg20889
OG0000312	Roisl.0024s0014.1.p	jg6753
OG0000313	Roisl.0028s0202.1.p	jg18134
OG0000313	Roisl.0044s0033.1.p	jg9481, jg9478, jg9474
OG0000316	Roisl.0074s0499.1.p	jg25482, jg25485, jg25483
OG0000318	Roisl.0019s0564.1.p	jg2564, jg2563
OG0000318	Roisl.0007s0521.1.p	jg27679, jg32154
OG0000318	Roisl.0019s0565.1.p	jg32160
OG0000321	Roisl.0115s0278.1.p	jg33127, jg33133
OG0000321	Roisl.0210s1699.1.p	jg5838, jg5839
OG0000321	Roisl.0204s0187.1.p	jg1712
OG0000322	Roisl.0019s0184.1.p	jg2988
OG0000322	Roisl.0080s0556.1.p	jg22743, jg22742, jg22822
OG0000323	Roisl.0009s0244.1.p	jg12614
