Orthogroup	Rorippa_islandica	Cardamine_glauca
OG0000151	Roisl.0017s0307.1.p	Cg005G1538800
OG0000151	Roisl.0046s1504.1.p	Cg002G0475400
OG0000151	Roisl.0046s1329.1.p	Cg002G0491600
OG0000151	Roisl.0017s0076.1.p	Cg005G1560100
OG0000151	Roisl.0210s1053.1.p	Cg008G2699500
OG0000153	Roisl.0033s0089.1.p	Cg005G1625900
OG0000153	Roisl.0091s1020.1.p	Cg006G2190200
OG0000153	Roisl.0082s0719.1.p	Cg005G1640700
OG0000155	Roisl.0055s0068.1.p	Cg004G1360400, Cg001G0323500
OG0000157	Roisl.0213s0342.1.p, Roisl.0213s0344.1.p	Cg006G1966200, Cg006G1965500
OG0000158	Roisl.0034s0152.1.p	Cg008G2596700
OG0000158	Roisl.0020s0185.1.p	Cg005G1695800
OG0000160	Roisl.0066s0007.1.p	Cg004G1426700
OG0000160	Roisl.0003s0027.1.p	Cg001G0100800
OG0000160	Roisl.0080s0566.1.p	Cg003G0963700
OG0000160	Roisl.0214s0132.1.p	Cg004G1353700
OG0000160	Roisl.0213s0001.1.p	Cg001G0307000
OG0000160	Roisl.0115s0111.1.p	Cg007G2573400
OG0000160	Roisl.0051s0034.1.p	Cg005G1742100
OG0000162	Roisl.0028s0711.1.p	Cg005G1601500
OG0000162	Roisl.0028s0709.1.p	Cg005G1601600
OG0000162	Roisl.0028s0513.1.p	Cg002G0675900, Cg002G0676200, Cg002G0676100
OG0000162	Roisl.0213s0743.1.p	Cg004G1334900
OG0000162	Roisl.0028s0712.1.p	Cg005G1601400
OG0000163	Roisl.0061s0012.1.p	Cg005G1702000
OG0000166	Roisl.0019s0845.1.p, Roisl.0051s0042.1.p, Roisl.0023s0082.1.p	Cg036G3082400
OG0000167	Roisl.0115s0446.1.p	Cg004G1278400
OG0000167	Roisl.0053s0365.1.p	Cg004G1301000
OG0000169	Roisl.0189s0134.1.p, Roisl.0189s0115.1.p	Cg003G0905500, Cg003G0905700
OG0000170	Roisl.0035s0196.1.p	Cg005G1473800
OG0000170	Roisl.0018s0216.1.p	Cg002G0419600
OG0000170	Roisl.0035s0198.1.p	Cg005G1474000
OG0000171	Roisl.0031s0104.1.p	Cg003G0916500
OG0000171	Roisl.0050s0073.1.p	Cg007G2262400
OG0000171	Roisl.0066s0281.1.p	Cg004G1402700
OG0000171	Roisl.0080s0713.1.p	Cg003G0949800
OG0000171	Roisl.0079s0225.1.p	Cg004G1146700
OG0000171	Roisl.0022s0465.1.p	Cg001G0123300
OG0000173	Roisl.0003s0258.1.p	Cg001G0078900
OG0000173	Roisl.0001s0419.1.p, Roisl.0045s0089.1.p, Roisl.0001s0452.1.p	Cg008G2861400, Cg008G2846800
OG0000173	Roisl.0028s0555.1.p	Cg001G0073600
OG0000173	Roisl.0214s0637.1.p	Cg001G0022300, Cg001G0022400
OG0000174	Roisl.0066s0013.1.p, Roisl.0082s0594.1.p	Cg003G0887300, Cg005G1647500
OG0000175	Roisl.0019s0487.1.p, Roisl.0191s0187.1.p	Cg006G2031400, Cg007G2474600
OG0000175	Roisl.0021s0131.1.p	Cg007G2303300, Cg006G2157000
OG0000175	Roisl.0210s1168.1.p	Cg008G2710700
OG0000175	Roisl.0018s0359.1.p	Cg002G0406800, Cg005G1457900
OG0000176	Roisl.0021s0605.1.p	Cg005G1747600
OG0000176	Roisl.0021s0607.1.p	Cg004G1115500
OG0000176	Roisl.0005s0278.1.p	Cg008G2964200
OG0000176	Roisl.0019s0374.1.p, Roisl.0019s0375.1.p	Cg007G2484200
OG0000177	Roisl.0007s0001.1.p	Cg006G2054700
OG0000177	Roisl.0007s0025.1.p, Roisl.0082s0666.1.p, Roisl.0007s0004.1.p, Roisl.0011s0371.1.p	Cg006G2054000
OG0000177	Roisl.0049s0036.1.p	Cg006G2054500
OG0000178	Roisl.0082s0204.1.p	Cg003G0742900, Cg003G0743000
OG0000178	Roisl.0082s0206.1.p	Cg006G1925200
OG0000178	Roisl.0082s0205.1.p	Cg006G1925100
OG0000178	Roisl.0184s0012.1.p	Cg003G0802700, Cg003G0803500
OG0000179	Roisl.0214s0687.1.p, Roisl.0214s0686.1.p	Cg007G2311400
OG0000182	Roisl.0020s0170.1.p	Cg002G0498500
OG0000183	Roisl.0024s0013.1.p	Cg001G0339800
OG0000183	Roisl.0064s0038.1.p	Cg007G2426600
OG0000183	Roisl.0028s0511.1.p, Roisl.0026s0219.1.p	Cg002G0456600
OG0000183	Roisl.0208s0006.1.p	Cg008G2776300
OG0000183	Roisl.0210s1846.1.p	Cg002G0596300
OG0000183	Roisl.0209s0513.1.p	Cg005G1681400
OG0000185	Roisl.0213s0109.1.p	Cg004G1440400
OG0000185	Roisl.0024s0123.1.p	Cg003G1044200
OG0000185	Roisl.0074s0700.1.p	Cg004G1189300
OG0000185	Roisl.0213s0120.1.p, Roisl.0213s0122.1.p	Cg006G1989500
OG0000186	Roisl.0209s0667.1.p	Cg007G2287600
OG0000186	Roisl.0046s0856.1.p	Cg002G0535100
OG0000187	Roisl.0082s0109.1.p, Roisl.0011s0578.1.p	Cg005G1772000
OG0000187	Roisl.0007s0183.1.p	Cg006G2070900
OG0000187	Roisl.0082s0775.1.p	Cg005G1635300, Cg005G1635400, Cg005G1634600, Cg005G1634500, Cg005G1635600
OG0000187	Roisl.0082s0772.1.p, Roisl.0033s0001.1.p, Roisl.0082s0770.1.p	Cg005G1635200, Cg005G1635700
OG0000187	Roisl.0020s0168.1.p, Roisl.0082s0774.1.p	Cg005G1635500
OG0000188	Roisl.0074s0934.1.p	Cg002G0576300, Cg004G1168000, Cg004G1167400, Cg004G1167900
OG0000189	Roisl.0046s1079.1.p	Cg002G0515600
OG0000189	Roisl.0066s0143.1.p	Cg004G1414100
OG0000189	Roisl.0001s0111.1.p	Cg001G0051000
OG0000189	Roisl.0004s0308.1.p	Cg007G2529500
OG0000189	Roisl.0007s0123.1.p	Cg006G2064800
OG0000191	Roisl.0008s0027.1.p	Cg005G1682000
OG0000191	Roisl.0214s0145.1.p, Roisl.0194s0043.1.p	Cg007G2302000, Cg006G1951500
OG0000192	Roisl.0021s0466.1.p	Cg006G1993900
OG0000192	Roisl.0021s0465.1.p	Cg006G2127500
OG0000193	Roisl.0013s0218.1.p	Cg006G1859600, Cg006G1859800, Cg006G1859900, Cg006G1859400
OG0000193	Roisl.0209s0180.1.p	Cg006G1948300
OG0000195	Roisl.0204s0063.1.p, Roisl.0214s0365.1.p, Roisl.0214s0364.1.p, Roisl.0214s0377.1.p	Cg004G1434800, Cg004G1435000, Cg004G1433700, Cg004G1435100, Cg004G1434700
OG0000195	Roisl.0080s0275.1.p	Cg003G0990000, Cg002G0555700
OG0000195	Roisl.0008s0051.1.p	Cg003G0788000
OG0000196	Roisl.0066s0322.1.p	Cg001G0390600
OG0000196	Roisl.0009s0071.1.p	Cg001G0388500
OG0000196	Roisl.0009s0047.1.p, Roisl.0009s0053.1.p	Cg001G0387900, Cg001G0387800, Cg001G0388400
OG0000197	Roisl.0064s0036.1.p	Cg001G0339500
OG0000197	Roisl.0023s0098.1.p, Roisl.0023s0102.1.p	Cg005G1728400, Cg005G1727900, Cg005G1727800, Cg005G1728200, Cg005G1728000
OG0000197	Roisl.0031s0087.1.p	Cg003G0914600, Cg003G0914900, Cg003G0915100, Cg003G0914800, Cg003G0788900, Cg003G0788200
OG0000197	Roisl.0091s0346.1.p	Cg001G0205400
OG0000197	Roisl.0091s0345.1.p	Cg001G0205300
OG0000197	Roisl.0091s0344.1.p, Roisl.0091s0343.1.p	Cg001G0205200
OG0000198	Roisl.0011s0049.1.p	Cg002G0692800
OG0000198	Roisl.0007s0637.1.p	Cg006G2113800, Cg006G2113700
OG0000199	Roisl.0019s0834.1.p, Roisl.0024s0042.1.p	Cg007G2470500, Cg007G2472200, Cg007G2392400
OG0000199	Roisl.0001s0510.1.p	Cg002G0549200
OG0000199	Roisl.0082s0445.1.p	Cg014G3034400, Cg008G2903900
OG0000200	Roisl.0091s0810.1.p	Cg006G2210500
OG0000200	Roisl.0091s1125.1.p	Cg006G2183200
OG0000200	Roisl.0213s0214.1.p	Cg006G1985400
OG0000200	Roisl.0091s0809.1.p	Cg006G2210600
OG0000201	Roisl.0013s0189.1.p, Roisl.0082s0503.1.p	Cg005G1717000
OG0000202	Roisl.0191s0662.1.p, Roisl.0191s0665.1.p, Roisl.0191s0668.1.p	Cg003G0719400
OG0000203	Roisl.0026s0064.1.p	Cg002G0442000
OG0000203	Roisl.0026s0056.1.p	Cg002G0441400
OG0000208	Roisl.0213s0614.1.p, Roisl.0048s0028.1.p, Roisl.0082s0585.1.p	Cg005G1738400, Cg007G2356100, Cg005G1738000
OG0000209	Roisl.0021s0061.1.p, Roisl.0021s0058.1.p, Roisl.0191s0355.1.p, Roisl.0011s0113.1.p, Roisl.0007s0703.1.p, Roisl.0118s0007.1.p, Roisl.0213s0296.1.p	Cg006G2154400, Cg006G2158500, Cg006G1924600, Cg006G2158400
OG0000209	Roisl.0046s1202.1.p, Roisl.0007s0706.1.p	Cg008G2968000
OG0000209	Roisl.0210s0893.1.p	Cg008G2670300, Cg008G2670600
OG0000209	Roisl.0210s0751.1.p	Cg008G2677700
OG0000209	Roisl.0043s0005.1.p, Roisl.0017s0462.1.p	Cg005G1613100, Cg003G0772300
OG0000209	Roisl.0210s1801.1.p	Cg008G2772200
OG0000209	Roisl.0191s0306.1.p	Cg006G2021100
OG0000209	Roisl.0191s0307.1.p	Cg006G1996300
OG0000210	Roisl.0082s0655.1.p	Cg005G1646400
OG0000210	Roisl.0028s0090.1.p	Cg005G1480200
OG0000210	Roisl.0018s0163.1.p	Cg002G0423700
OG0000210	Roisl.0013s0217.1.p, Roisl.0214s0325.1.p	Cg005G1646200
OG0000210	Roisl.0018s0164.1.p	Cg002G0423600
OG0000215	Roisl.0021s0628.1.p	Cg005G1678900
OG0000215	Roisl.0111s0041.1.p	Cg002G0563200
OG0000216	Roisl.0209s0234.1.p	Cg003G0750100
OG0000216	Roisl.0209s0233.1.p	Cg003G0750300, Cg003G0750200
OG0000216	Roisl.0214s0809.1.p	Cg007G2323800
OG0000216	Roisl.0046s1649.1.p	Cg001G0324000
OG0000216	Roisl.0210s1376.1.p	Cg001G0323300
OG0000219	Roisl.0009s0056.1.p	Cg001G0279900
OG0000219	Roisl.0058s0108.1.p, Roisl.0019s0253.1.p	Cg006G1830800
OG0000221	Roisl.0043s0012.1.p	Cg002G0658400
OG0000222	Roisl.0082s0034.1.p, Roisl.0189s0004.1.p	Cg004G1331800
OG0000222	Roisl.0185s0100.1.p	Cg005G1700400
OG0000225	Roisl.0115s0259.1.p	Cg007G2558500
OG0000227	Roisl.0039s0096.1.p	Cg004G1118500
OG0000227	Roisl.0047s0018.1.p	Cg004G1376700, Cg004G1376500, Cg004G1376400, Cg004G1385200, Cg004G1377200
OG0000229	Roisl.0064s0044.1.p, Roisl.0046s0553.1.p, Roisl.0082s0643.1.p	Cg001G0315200
OG0000229	Roisl.0012s0367.1.p, Roisl.0074s0611.1.p	Cg005G1664500
OG0000229	Roisl.0083s0005.1.p, Roisl.0002s0235.1.p, Roisl.0005s0117.1.p, Roisl.0013s0180.1.p, Roisl.0081s0002.1.p	Cg007G2409700
OG0000230	Roisl.0036s0075.1.p, Roisl.0198s0012.1.p, Roisl.0198s0049.1.p	Cg008G2846600, Cg008G2861200, Cg008G2861500
OG0000230	Roisl.0209s0715.1.p	Cg007G2290400
OG0000230	Roisl.0046s0007.1.p	Cg001G0350800
OG0000232	Roisl.0115s0434.1.p	Cg004G1119800
OG0000232	Roisl.0045s0049.1.p	Cg005G1715100, Cg005G1758600
OG0000233	Roisl.0210s0497.1.p	Cg008G2647700
OG0000233	Roisl.0005s0226.1.p, Roisl.0210s0493.1.p	Cg008G2647400
OG0000233	Roisl.0210s0495.1.p, Roisl.0210s0494.1.p	Cg008G2647500
OG0000233	Roisl.0210s0492.1.p	Cg008G2647300
OG0000234	Roisl.0046s0775.1.p, Roisl.0028s0136.1.p	Cg005G1484700
OG0000234	Roisl.0115s0284.1.p	Cg004G1263300
OG0000234	Roisl.0030s0016.1.p	Cg008G2601400
OG0000235	Roisl.0017s0279.1.p, Roisl.0017s0245.1.p, Roisl.0017s0244.1.p	Cg005G1544000
OG0000235	Roisl.0004s0134.1.p	Cg007G2571200, Cg007G2574000
OG0000236	Roisl.0020s0191.1.p, Roisl.0019s0572.1.p	Cg007G2466600
OG0000236	Roisl.0115s0551.1.p	Cg004G1287300
OG0000236	Roisl.0075s0132.1.p	Cg001G0272600
OG0000236	Roisl.0053s0263.1.p	Cg004G1311000
OG0000236	Roisl.0213s0762.1.p	Cg004G1333500
OG0000236	Roisl.0184s0155.1.p	Cg003G0795800
OG0000237	Roisl.0053s0387.1.p	Cg004G1298900
OG0000237	Roisl.0053s0388.1.p	Cg004G1316600
OG0000237	Roisl.0051s0004.1.p	Cg006G1842500
OG0000237	Roisl.0115s0490.1.p	Cg004G1282100
OG0000238	Roisl.0019s0445.1.p	Cg007G2478500
OG0000238	Roisl.0019s0442.1.p	Cg007G2478800
OG0000238	Roisl.0019s0444.1.p	Cg007G2478600
OG0000238	Roisl.0019s0441.1.p	Cg007G2478900
OG0000238	Roisl.0046s0451.1.p	Cg008G2832400
OG0000238	Roisl.0019s0443.1.p	Cg007G2478700
OG0000239	Roisl.0213s0279.1.p	Cg002G0661500, Cg007G2316100, Cg006G2142800
OG0000239	Roisl.0213s0866.1.p	Cg001G0354900, Cg008G2902200
OG0000241	Roisl.0091s0140.1.p	Cg001G0185400
OG0000241	Roisl.0091s0141.1.p	Cg001G0185500
OG0000241	Roisl.0082s0229.1.p	Cg003G0857500, Cg003G0740200
OG0000242	Roisl.0005s0209.1.p, Roisl.0029s0029.1.p, Roisl.0046s0325.1.p	Cg008G2821600, Cg008G2821500, Cg008G2969100, Cg008G2968700, Cg005G1735200, Cg008G2969200, Cg008G2968900, Cg008G2969300, Cg008G2968800
OG0000244	Roisl.0082s0288.1.p, Roisl.0082s0284.1.p, Roisl.0082s0282.1.p, Roisl.0082s0292.1.p	Cg003G0862300, Cg003G0736100, Cg003G0862100, Cg003G0861900, Cg003G0736300, Cg003G0736000, Cg003G0862400, Cg003G0735900
OG0000244	Roisl.0082s0280.1.p	Cg003G0869800, Cg003G0728000, Cg003G0861800, Cg003G0736400
OG0000244	Roisl.0082s0372.1.p, Roisl.0082s0373.1.p, Roisl.0082s0374.1.p	Cg003G0728100, Cg003G0869700
OG0000245	Roisl.0080s0033.1.p	Cg002G0636900, Cg005G1684200, Cg006G1978200, Cg002G0623900, Cg005G1684100, Cg002G0592000, Cg003G0881900, Cg001G0321000, Cg004G1345100, Cg007G2384600, Cg006G1796900, Cg007G2312200, Cg007G2309700, Cg008G2652600, Cg003G0760100, Cg002G0642100, Cg006G2201600
OG0000246	Roisl.0017s0009.1.p, Roisl.0017s0010.1.p, Roisl.0017s0011.1.p	Cg005G1566300
OG0000247	Roisl.0213s0790.1.p, Roisl.0213s0788.1.p	Cg001G0351600, Cg001G0351800
OG0000247	Roisl.0053s0155.1.p	Cg003G0782000, Cg004G1322200, Cg004G1322700
OG0000248	Roisl.0019s0529.1.p, Roisl.0019s0530.1.p	Cg007G2470600
OG0000248	Roisl.0019s0522.1.p, Roisl.0019s0521.1.p	Cg007G2471500
OG0000249	Roisl.0188s0126.1.p, Roisl.0011s0462.1.p	Cg004G1366500, Cg002G0640600
OG0000250	Roisl.0030s0044.1.p	Cg006G1828700
OG0000250	Roisl.0082s0295.1.p	Cg003G0735700
OG0000250	Roisl.0053s0100.1.p	Cg001G0307800
OG0000251	Roisl.0011s0403.1.p	Cg002G0663900
OG0000251	Roisl.0011s0408.1.p	Cg002G0663800
OG0000251	Roisl.0011s0400.1.p	Cg002G0664100
OG0000252	Roisl.0008s0081.1.p	Cg001G0086600
OG0000252	Roisl.0010s0130.1.p, Roisl.0010s0131.1.p, Roisl.0010s0134.1.p	Cg007G2272200
OG0000252	Roisl.0004s0146.1.p	Cg007G2546100
OG0000252	Roisl.0004s0145.1.p	Cg007G2546200
OG0000253	Roisl.0034s0150.1.p	Cg008G2596500
OG0000253	Roisl.0074s0750.1.p	Cg004G1184700
OG0000253	Roisl.0079s0301.1.p	Cg004G1154100
OG0000253	Roisl.0034s0151.1.p	Cg008G2596600
OG0000254	Roisl.0002s0134.1.p	Cg001G0250300
OG0000254	Roisl.0002s0133.1.p	Cg001G0250200
OG0000254	Roisl.0002s0126.1.p, Roisl.0002s0127.1.p	Cg001G0249500
OG0000254	Roisl.0002s0125.1.p	Cg001G0249400, Cg001G0249700
OG0000255	Roisl.0188s0103.1.p, Roisl.0071s0006.1.p, Roisl.0214s0884.1.p, Roisl.0023s0115.1.p, Roisl.0021s0638.1.p, Roisl.0189s0035.1.p, Roisl.0184s0191.1.p, Roisl.0087s0024.1.p, Roisl.0185s0027.1.p, Roisl.0022s0003.1.p, Roisl.0013s0156.1.p, Roisl.0083s0028.1.p, Roisl.0095s0001.1.p, Roisl.0047s0082.1.p, Roisl.0189s0057.1.p, Roisl.0077s0003.1.p, Roisl.0111s0030.1.p, Roisl.0058s0045.1.p, Roisl.0082s0452.1.p, Roisl.0032s0022.1.p, Roisl.0082s0053.1.p, Roisl.0020s0172.1.p, Roisl.0021s0610.1.p, Roisl.0184s0145.1.p, Roisl.0053s0122.1.p, Roisl.0194s0018.1.p, Roisl.0209s0508.1.p, Roisl.0184s0180.1.p, Roisl.0209s0465.1.p, Roisl.0037s0024.1.p, Roisl.0053s0053.1.p, Roisl.0194s0029.1.p, Roisl.0214s0050.1.p, Roisl.0032s0109.1.p, Roisl.0071s0003.1.p, Roisl.0066s0454.1.p, Roisl.0065s0001.1.p, Roisl.0027s0043.1.p, Roisl.0010s0010.1.p, Roisl.0111s0024.1.p, Roisl.0029s0069.1.p, Roisl.0055s0042.1.p, Roisl.0214s0281.1.p, Roisl.0215s0001.1.p, Roisl.0015s0172.1.p, Roisl.0184s0193.1.p, Roisl.0032s0050.1.p, Roisl.0056s0040.1.p, Roisl.0029s0026.1.p, Roisl.0213s0611.1.p, Roisl.0209s0033.1.p, Roisl.0061s0022.1.p, Roisl.0188s0138.1.p, Roisl.0082s0066.1.p, Roisl.0185s0077.1.p, Roisl.0082s0065.1.p, Roisl.0188s0059.1.p, Roisl.0198s0077.1.p, Roisl.0188s0024.1.p, Roisl.0040s0039.1.p, Roisl.0210s2091.1.p, Roisl.0040s0016.1.p, Roisl.0015s0139.1.p, Roisl.0213s0003.1.p	Cg007G2394100, Cg006G1865500, Cg006G1878100
OG0000256	Roisl.0074s0194.1.p, Roisl.0074s0193.1.p	Cg004G1240300
OG0000256	Roisl.0074s0222.1.p	Cg004G1236700
OG0000257	Roisl.0005s0208.1.p, Roisl.0005s0205.1.p	Cg008G2969000
OG0000258	Roisl.0025s0050.1.p, Roisl.0052s0068.1.p, Roisl.0011s0409.1.p, Roisl.0046s0254.1.p, Roisl.0185s0086.1.p, Roisl.0047s0056.1.p, Roisl.0012s0277.1.p, Roisl.0032s0089.1.p, Roisl.0111s0025.1.p, Roisl.0053s0022.1.p, Roisl.0066s0441.1.p, Roisl.0043s0028.1.p, Roisl.0061s0005.1.p, Roisl.0082s0459.1.p, Roisl.0041s0009.1.p, Roisl.0002s0108.1.p, Roisl.0022s0035.1.p, Roisl.0191s0687.1.p, Roisl.0185s0060.1.p	Cg002G0627900
OG0000259	Roisl.0074s0123.1.p	Cg004G1246900
OG0000262	Roisl.0050s0098.1.p, Roisl.0209s0719.1.p	Cg007G2264300
OG0000262	Roisl.0209s0739.1.p	Cg007G2293500
OG0000265	Roisl.0066s0323.1.p, Roisl.0046s0630.1.p, Roisl.0075s0154.1.p, Roisl.0046s1126.1.p	Cg005G1655600
OG0000269	Roisl.0080s0302.1.p	Cg003G0987700
OG0000269	Roisl.0209s0330.1.p, Roisl.0209s0325.1.p	Cg002G0567200, Cg002G0567100
OG0000269	Roisl.0209s0327.1.p	Cg002G0567300
OG0000269	Roisl.0091s1013.1.p, Roisl.0091s1011.1.p	Cg006G2190700
OG0000269	Roisl.0056s0018.1.p	Cg006G1923700
OG0000269	Roisl.0214s0655.1.p	Cg007G2309100
OG0000269	Roisl.0082s0743.1.p	Cg005G1638700
OG0000270	Roisl.0050s0087.1.p	Cg001G0375300
OG0000275	Roisl.0005s0214.1.p	Cg003G1065200
OG0000275	Roisl.0214s0705.1.p, Roisl.0214s0704.1.p	Cg008G2833500
OG0000277	Roisl.0001s0078.1.p	Cg001G0007500
OG0000277	Roisl.0007s0143.1.p	Cg006G2066500
OG0000278	Roisl.0210s2199.1.p	Cg001G0332400
OG0000278	Roisl.0064s0021.1.p	Cg001G0336600
OG0000278	Roisl.0210s2209.1.p	Cg001G0333000
OG0000278	Roisl.0210s2204.1.p	Cg001G0333100, Cg001G0332700
OG0000278	Roisl.0210s2203.1.p, Roisl.0210s2200.1.p	Cg001G0332500
OG0000279	Roisl.0012s0364.1.p	Cg003G0839100, Cg008G2952700
OG0000279	Roisl.0002s0222.1.p, Roisl.0012s0338.1.p	Cg008G2952600, Cg008G2952800, Cg008G2950400, Cg008G2950200, Cg008G2950100
OG0000282	Roisl.0091s0104.1.p	Cg001G0182200
OG0000282	Roisl.0091s0103.1.p	Cg001G0182100
OG0000284	Roisl.0079s0172.1.p, Roisl.0016s0159.1.p	Cg004G1433800
OG0000284	Roisl.0023s0024.1.p	Cg001G0028400, Cg006G1870000, Cg003G0941700, Cg001G0282200, Cg001G0383900, Cg006G1945100, Cg008G2850200
OG0000285	Roisl.0091s0196.1.p	Cg001G0190700
OG0000285	Roisl.0022s0391.1.p	Cg001G0130400
OG0000286	Roisl.0012s0259.1.p	Cg008G2943400
OG0000288	Roisl.0021s0555.1.p	Cg007G2410200, Cg001G0295100, Cg008G2916600
OG0000289	Roisl.0011s0576.1.p	Cg005G1602700
OG0000289	Roisl.0204s0092.1.p	Cg005G1606400
OG0000289	Roisl.0028s0651.1.p	Cg001G0371200
OG0000289	Roisl.0023s0078.1.p	Cg013G3025500, Cg036G3082600
OG0000291	Roisl.0213s0709.1.p	Cg004G1343300, Cg004G1337600
OG0000291	Roisl.0213s0698.1.p	Cg004G1343900, Cg004G1343800
OG0000291	Roisl.0213s0699.1.p	Cg004G1343500
OG0000294	Roisl.0210s1263.1.p	Cg008G2721100
OG0000294	Roisl.0010s0166.1.p, Roisl.0010s0167.1.p	Cg008G2713400
OG0000295	Roisl.0213s0061.1.p	Cg006G1996000
OG0000295	Roisl.0053s0212.1.p	Cg004G1173400, Cg004G1317000
OG0000296	Roisl.0080s0367.1.p	Cg003G0887600
OG0000296	Roisl.0011s0339.1.p, Roisl.0080s0406.1.p, Roisl.0193s0017.1.p	Cg003G0978500
OG0000297	Roisl.0013s0163.1.p, Roisl.0214s0906.1.p	Cg001G0284800
OG0000298	Roisl.0040s0062.1.p	Cg006G1934800, Cg006G1935200
OG0000298	Roisl.0040s0063.1.p	Cg006G1935400
OG0000300	Roisl.0024s0155.1.p	Cg003G1019300
OG0000300	Roisl.0046s1516.1.p, Roisl.0084s0003.1.p	Cg003G0899400
OG0000301	Roisl.0028s0118.1.p, Roisl.0028s0117.1.p, Roisl.0009s0246.1.p	Cg005G1482700
OG0000304	Roisl.0082s0181.1.p, Roisl.0082s0180.1.p	Cg003G0745900
OG0000304	Roisl.0028s0587.1.p, Roisl.0033s0032.1.p	Cg005G1526200
OG0000305	Roisl.0007s0413.1.p	Cg006G2092900
OG0000305	Roisl.0028s0606.1.p	Cg005G1528100
OG0000307	Roisl.0053s0429.1.p	Cg004G1326000, Cg004G1326100
OG0000307	Roisl.0209s0671.1.p, Roisl.0209s0672.1.p	Cg007G2271200
OG0000308	Roisl.0012s0108.1.p	Cg008G2929200
OG0000308	Roisl.0012s0104.1.p, Roisl.0012s0103.1.p, Roisl.0012s0106.1.p	Cg008G2928800, Cg008G2929000, Cg008G2928900
OG0000312	Roisl.0045s0056.1.p, Roisl.0066s0411.1.p, Roisl.0209s0743.1.p, Roisl.0214s0650.1.p, Roisl.0021s0527.1.p, Roisl.0033s0052.1.p, Roisl.0058s0092.1.p, Roisl.0056s0013.1.p, Roisl.0021s0562.1.p, Roisl.0204s0190.1.p, Roisl.0091s0443.1.p, Roisl.0021s0561.1.p, Roisl.0033s0053.1.p, Roisl.0054s0048.1.p, Roisl.0209s0742.1.p, Roisl.0194s0040.1.p, Roisl.0006s0546.1.p, Roisl.0036s0098.1.p, Roisl.0031s0019.1.p, Roisl.0050s0115.1.p, Roisl.0053s0309.1.p, Roisl.0209s0097.1.p, Roisl.0184s0036.1.p, Roisl.0024s0014.1.p	Cg001G0335800, Cg006G1899900
OG0000315	Roisl.0053s0420.1.p, Roisl.0053s0415.1.p, Roisl.0053s0419.1.p, Roisl.0053s0414.1.p, Roisl.0001s0524.1.p, Roisl.0053s0418.1.p	Cg004G1324900, Cg004G1325300
OG0000316	Roisl.0024s0035.1.p	Cg007G2430900
OG0000316	Roisl.0074s0497.1.p, Roisl.0074s0498.1.p	Cg004G1208500, Cg005G1664700
OG0000316	Roisl.0074s0500.1.p	Cg004G1208400
OG0000316	Roisl.0213s0870.1.p	Cg007G2407200
OG0000318	Roisl.0019s0564.1.p	Cg007G2467300
OG0000318	Roisl.0091s0735.1.p	Cg006G2217500
OG0000320	Roisl.0075s0017.1.p, Roisl.0189s0005.1.p, Roisl.0194s0061.1.p, Roisl.0089s0005.1.p	Cg007G2343200
OG0000320	Roisl.0009s0007.1.p, Roisl.0200s0009.1.p	Cg004G1332200
OG0000320	Roisl.0075s0065.1.p, Roisl.0184s0159.1.p	Cg001G0317000
OG0000321	Roisl.0115s0278.1.p	Cg004G1262800
OG0000321	Roisl.0006s0066.1.p	Cg006G1832400
OG0000321	Roisl.0210s1699.1.p	Cg008G2763000
OG0000321	Roisl.0204s0187.1.p	Cg007G2375700
OG0000322	Roisl.0080s0556.1.p	Cg003G0970300
OG0000323	Roisl.0019s0212.1.p, Roisl.0019s0210.1.p	Cg007G2498700
OG0000323	Roisl.0019s0204.1.p	Cg007G2499000
OG0000325	Roisl.0091s0717.1.p	Cg006G2219100
OG0000325	Roisl.0091s0718.1.p	Cg006G2219000
OG0000327	Roisl.0074s0465.1.p	Cg004G1211800
OG0000327	Roisl.0091s0339.1.p	Cg001G0204800
OG0000328	Roisl.0115s0433.1.p	Cg004G1277100
OG0000328	Roisl.0115s0432.1.p	Cg004G1294800
OG0000329	Roisl.0213s0839.1.p	Cg001G0357000, Cg001G0356900, Cg001G0356800, Cg001G0356700
OG0000329	Roisl.0213s0836.1.p	Cg001G0356200, Cg001G0356300
OG0000330	Roisl.0019s0198.1.p	Cg007G2499400
OG0000330	Roisl.0019s0197.1.p	Cg007G2499500
OG0000330	Roisl.0019s0201.1.p	Cg007G2499300
OG0000331	Roisl.0191s0607.1.p	Cg014G3041700, Cg003G0713900
OG0000331	Roisl.0210s0179.1.p	Cg006G2241100
OG0000331	Roisl.0074s0203.1.p	Cg004G1239000
OG0000331	Roisl.0017s0021.1.p	Cg005G1565200
OG0000331	Roisl.0035s0031.1.p	Cg005G1458200
OG0000332	Roisl.0209s0707.1.p	Cg007G2290000
OG0000332	Roisl.0209s0702.1.p	Cg007G2289800
OG0000332	Roisl.0209s0692.1.p	Cg007G2289200
OG0000334	Roisl.0082s0465.1.p	Cg005G1737400
OG0000334	Roisl.0008s0346.1.p	Cg001G0215800
OG0000341	Roisl.0013s0080.1.p	Cg006G1845900
OG0000342	Roisl.0074s0190.1.p	Cg004G1240600
OG0000342	Roisl.0074s0214.1.p	Cg004G1238000
OG0000342	Roisl.0074s0213.1.p	Cg003G0793700, Cg003G0794400
OG0000345	Roisl.0210s0658.1.p	Cg008G2662100
