Orthogroup	Rorippa_islandica	Camelina_sativa
OG0000054	Roisl.0189s0042.1.p	XP_019086339.1
OG0000054	Roisl.0209s0109.1.p, Roisl.0046s0256.1.p	XP_010451735.1
OG0000055	Roisl.0053s0213.1.p, Roisl.0001s0543.1.p, Roisl.0210s1750.1.p, Roisl.0210s1827.1.p	XP_019092356.1
OG0000055	Roisl.0115s0560.1.p	XP_010468422.1
OG0000055	Roisl.0074s0202.1.p	XP_019092636.1
OG0000055	Roisl.0053s0284.1.p	XP_010456592.1
OG0000055	Roisl.0053s0119.1.p	XP_010440797.1, XP_019086313.1, XP_010451673.1
OG0000055	Roisl.0066s0141.1.p, Roisl.0066s0140.1.p, Roisl.0028s0608.1.p	XP_019092372.1, XP_019089014.1, XP_019092647.1, XP_010490397.2, XP_010449648.2
OG0000055	Roisl.0074s0210.1.p	XP_010468236.2, XP_010489892.2
OG0000056	Roisl.0209s0766.1.p	XP_010473413.1, XP_019085277.1
OG0000056	Roisl.0209s0593.1.p	XP_010473426.1, XP_010430251.1
OG0000056	Roisl.0019s0013.1.p, Roisl.0209s0606.1.p, Roisl.0209s0600.1.p	XP_010430227.1, XP_010418186.1, XP_010473423.1, XP_010418174.1
OG0000056	Roisl.0209s0615.1.p, Roisl.0209s0596.1.p, Roisl.0209s0605.1.p	XP_019082750.1, XP_010430231.1, XP_010473416.1
OG0000056	Roisl.0209s0402.1.p	XP_010426146.1, XP_010503309.1, XP_019084785.1, XP_010515018.1
OG0000059	Roisl.0019s0251.1.p	XP_010415481.1
OG0000059	Roisl.0209s0123.1.p, Roisl.0214s0002.1.p	XP_019082768.1, XP_010424297.1, XP_010492076.1, XP_010480864.1, XP_010480807.1, XP_010421928.1, XP_019086245.1, XP_010454794.1, XP_010474415.1, XP_019093613.1, XP_019087039.1, XP_010445534.1, XP_019093612.1, XP_010483128.1, XP_010495455.1, XP_010467664.1, XP_019094598.1, XP_010513527.1, XP_010513525.1, XP_010436683.1, XP_010501879.1, XP_010444952.1, XP_010419243.1, XP_010445432.1, XP_010451388.1, XP_010451387.1, XP_010480860.1, XP_010418226.1, XP_010507751.1, XP_010418870.1, XP_010424397.1, XP_010485261.1, XP_010507491.1, XP_010501675.1, XP_010436657.1, XP_010474557.1, XP_010412778.1, XP_010501678.1, XP_010457038.1
OG0000059	Roisl.0019s0008.1.p, Roisl.0027s0012.1.p, Roisl.0214s0427.1.p, Roisl.0018s0107.1.p, Roisl.0010s0148.1.p, Roisl.0214s0190.1.p	XP_010424196.1, XP_019102427.1, XP_010456828.1, XP_010424751.1, XP_010456785.1
OG0000061	Roisl.0045s0092.1.p	XP_010479194.1, XP_019090915.1, XP_010479193.1, XP_010479197.1, XP_010479195.1, XP_010479119.1
OG0000061	Roisl.0210s2205.1.p	XP_010436712.1
OG0000061	Roisl.0033s0063.1.p, Roisl.0033s0004.1.p	XP_010510427.1
OG0000064	Roisl.0214s0824.1.p, Roisl.0214s0825.1.p, Roisl.0214s0821.1.p	XP_019097464.1
OG0000064	Roisl.0214s0815.1.p, Roisl.0214s0826.1.p	XP_019095830.1
OG0000065	Roisl.0024s0067.1.p, Roisl.0024s0060.1.p	XP_010470573.1, XP_010511598.1, XP_019083199.1, XP_019100931.1
OG0000065	Roisl.0024s0082.1.p	XP_010470591.2, XP_019100937.1, XP_010415241.1, XP_010415242.1
OG0000065	Roisl.0024s0079.1.p	XP_019082630.1, XP_019098153.1, XP_010470581.1
OG0000065	Roisl.0024s0073.1.p	XP_019100936.1, XP_019083220.1
OG0000065	Roisl.0024s0063.1.p	XP_010470571.1, XP_010415233.1
OG0000065	Roisl.0024s0070.1.p	XP_010496110.1
OG0000065	Roisl.0046s0037.1.p, Roisl.0046s0036.1.p	XP_010440921.1
OG0000065	Roisl.0046s0034.1.p	XP_010440922.2, XP_010450949.1
OG0000065	Roisl.0046s0029.1.p, Roisl.0046s0026.1.p	XP_010450947.1, XP_019086129.1
OG0000065	Roisl.0213s0852.1.p	XP_010441031.1, XP_019089248.1, XP_010435808.1
OG0000066	Roisl.0210s0757.1.p, Roisl.0091s1203.1.p, Roisl.0024s0429.1.p, Roisl.0210s0756.1.p, Roisl.0024s0428.1.p	XP_010489841.1, XP_010475747.1, XP_010484375.1, XP_010514443.1, XP_010502711.1, XP_010444536.1, XP_010425488.1, XP_010458200.1, XP_010463183.1
OG0000066	Roisl.0001s0457.1.p	XP_010419651.1, XP_010491788.1, XP_010431986.1, XP_010453132.1, XP_010437129.1, XP_010431988.1
OG0000066	Roisl.0007s0395.1.p	XP_010477215.1, XP_019091470.1
OG0000067	Roisl.0214s0162.1.p	XP_010468532.1, XP_019085178.1, XP_010445366.1
OG0000067	Roisl.0046s0696.1.p	XP_010470520.1
OG0000068	Roisl.0034s0163.1.p	XP_010423843.1, XP_019090686.1, XP_010423328.1, XP_010423367.1, XP_010452589.1, XP_019097301.1, XP_010490972.1, XP_010424780.1, XP_010452237.1, XP_019084545.1, XP_019097292.1
OG0000068	Roisl.0191s0458.1.p	XP_010485475.1, XP_010463635.1
OG0000068	Roisl.0011s0041.1.p	XP_010441868.1
OG0000068	Roisl.0030s0031.1.p, Roisl.0030s0062.1.p, Roisl.0030s0114.1.p, Roisl.0046s0004.1.p, Roisl.0030s0024.1.p, Roisl.0030s0025.1.p	XP_010423706.1, XP_010490829.1, XP_010423608.1, XP_010490827.1
OG0000069	Roisl.0035s0070.1.p, Roisl.0115s0262.1.p	XP_019083270.1, XP_019100969.1
OG0000069	Roisl.0209s0754.1.p	XP_010424996.1, XP_019101786.1
OG0000069	Roisl.0004s0031.1.p, Roisl.0209s0663.1.p	XP_010506856.1
OG0000069	Roisl.0115s0002.1.p	XP_010457739.1, XP_010485812.1, XP_010475324.1
OG0000069	Roisl.0210s0292.1.p, Roisl.0188s0098.1.p	XP_019094910.1, XP_010457094.2
OG0000069	Roisl.0013s0226.1.p	XP_010507199.1, XP_019101860.1
OG0000069	Roisl.0074s0568.1.p	XP_010474878.2
OG0000070	Roisl.0021s0078.1.p	XP_010458359.1, XP_010475885.1, XP_010490823.1
OG0000070	Roisl.0011s0203.1.p, Roisl.0011s0205.1.p	XP_010425101.1, XP_010502325.1, XP_010514084.1, XP_010425103.1, XP_010506934.1, XP_010502326.1, XP_010514085.1
OG0000070	Roisl.0007s0115.1.p	XP_010459699.1, XP_010477249.1, XP_010448526.1, XP_010438976.1, XP_010433736.1
OG0000070	Roisl.0075s0011.1.p	XP_010494151.1
OG0000074	Roisl.0054s0034.1.p	XP_019097678.1, XP_010484876.1
OG0000075	Roisl.0001s0513.1.p	XP_010437077.1, XP_019086095.1, XP_010446510.1
OG0000075	Roisl.0001s0516.1.p	XP_019086927.1
OG0000075	Roisl.0006s0180.1.p	XP_010471669.1, XP_010442351.1, XP_010439941.1, XP_010482185.1, XP_019088263.1, XP_010471717.1, XP_010439953.1
OG0000075	Roisl.0046s1458.1.p	XP_010507443.1, XP_010431362.2, XP_010431361.1, XP_010516012.1, XP_010427182.1
OG0000076	Roisl.0115s0707.1.p	XP_019086777.1, XP_019088762.1, XP_010446406.1
OG0000076	Roisl.0028s0782.1.p	XP_010413809.1, XP_019093848.1
OG0000076	Roisl.0005s0285.1.p	XP_010484798.1, XP_019097581.1, XP_010441689.1
OG0000077	Roisl.0012s0354.1.p	XP_010445847.1, XP_010494541.1, XP_010431250.1
OG0000077	Roisl.0005s0356.1.p, Roisl.0005s0357.1.p, Roisl.0005s0358.1.p, Roisl.0005s0330.1.p	XP_010481626.1
OG0000077	Roisl.0214s0808.1.p	XP_019101057.1
OG0000077	Roisl.0011s0218.1.p	XP_010425134.1, XP_010425130.1
OG0000077	Roisl.0214s0216.1.p, Roisl.0011s0228.1.p, Roisl.0011s0225.1.p, Roisl.0011s0220.1.p, Roisl.0011s0216.1.p, Roisl.0011s0221.1.p, Roisl.0011s0226.1.p, Roisl.0011s0219.1.p	XP_010514095.1, XP_019099908.1
OG0000077	Roisl.0005s0364.1.p	XP_010494467.1
OG0000078	Roisl.0016s0321.1.p	XP_010514749.1, XP_010485737.1, XP_010463845.1
OG0000078	Roisl.0016s0324.1.p	XP_010485744.1, XP_010463847.1, XP_010514943.1
OG0000078	Roisl.0210s1509.1.p, Roisl.0210s1512.1.p, Roisl.0210s1510.1.p	XP_019090250.1, XP_019090249.1, XP_019083862.1, XP_019097999.1, XP_019098000.1, XP_019089956.1, XP_019083864.1, XP_019089955.1, XP_019083868.1, XP_019089957.1, XP_019090652.1, XP_019083867.1, XP_019083863.1, XP_019090034.1, XP_019098001.1, XP_019090033.1, XP_019097860.1, XP_019098095.1, XP_010420540.1
OG0000079	Roisl.0001s0523.1.p, Roisl.0115s0647.1.p, Roisl.0006s0142.1.p, Roisl.0214s0213.1.p, Roisl.0211s0009.1.p	XP_010512724.1, XP_019100739.1, XP_019085561.1, XP_019099825.1, XP_019082800.1, XP_010455272.1, XP_010441029.1, XP_019092609.1, XP_010494915.2, XP_010495453.2, XP_010511426.1, XP_010494414.1
OG0000081	Roisl.0206s0028.1.p, Roisl.0036s0071.1.p, Roisl.0209s0160.1.p, Roisl.0038s0020.1.p, Roisl.0020s0165.1.p	XP_019082651.1, XP_019085368.1, XP_019086362.1, XP_010424661.1, XP_019091072.1, XP_019084275.1, XP_019096344.1, XP_019096335.1, XP_019082519.1, XP_019098295.1, XP_019099672.1, XP_019082727.1
OG0000082	Roisl.0028s0038.1.p, Roisl.0056s0001.1.p	XP_010446172.1, XP_010412616.1, XP_019096815.1, XP_010424226.1, XP_010473846.1, XP_010425644.1, XP_010468244.1, XP_010451150.1, XP_010478154.1, XP_010485018.1
OG0000082	Roisl.0020s0081.1.p, Roisl.0214s0040.1.p	XP_010418794.1, XP_010447993.1, XP_010412581.1, XP_010451347.1, XP_010490164.1, XP_010497085.1, XP_010468697.1
OG0000083	Roisl.0012s0356.1.p	XP_010436687.1
OG0000083	Roisl.0209s0532.1.p	XP_019091415.1, XP_019090948.1, XP_019091020.1, XP_019099687.1, XP_019084188.1, XP_019095657.1
OG0000084	Roisl.0214s0736.1.p	XP_010497249.1, XP_010436593.1, XP_010419979.1, XP_010424513.1, XP_010431011.1
OG0000086	Roisl.0032s0023.1.p, Roisl.0032s0021.1.p, Roisl.0032s0018.1.p, Roisl.0032s0016.1.p	XP_010450967.1, XP_010440900.1
OG0000086	Roisl.0024s0148.1.p	XP_010444133.1, XP_010485290.1, XP_019095679.1, XP_019086987.1, XP_010459144.1
OG0000086	Roisl.0032s0025.1.p	XP_010436165.1, XP_019086484.1
OG0000086	Roisl.0214s0709.1.p	XP_010451724.1, XP_010445575.1, XP_010454972.1, XP_010456725.1, XP_010493885.1, XP_010424345.1, XP_010454973.2
OG0000086	Roisl.0032s0024.1.p	XP_010445578.1
OG0000086	Roisl.0032s0015.1.p	XP_010451914.1
OG0000086	Roisl.0024s0029.1.p	XP_010513640.1, XP_010470534.1, XP_019100921.1
OG0000089	Roisl.0210s2052.1.p	XP_010421190.1, XP_010454670.1
OG0000089	Roisl.0024s0139.1.p	NP_001289924.1, XP_010444122.1, XP_010515012.1
OG0000089	Roisl.0209s0395.1.p	XP_010503303.1
OG0000089	Roisl.0082s0748.1.p	XP_010469941.1, XP_010414372.1, XP_010510475.1
OG0000089	Roisl.0210s0950.1.p	XP_010419814.1, XP_010491982.1, XP_010453291.1
OG0000089	Roisl.0012s0263.1.p	XP_010494444.1
OG0000089	Roisl.0091s0246.1.p	XP_010434259.1, XP_010439552.1, XP_010449142.1
OG0000089	Roisl.0028s0886.1.p	XP_010509706.1
OG0000089	Roisl.0007s0134.1.p	XP_010459680.1, XP_010498429.1, XP_010477226.1
OG0000089	Roisl.0004s0314.1.p	XP_010416482.1, XP_010471708.1
OG0000090	Roisl.0041s0056.1.p, Roisl.0184s0229.1.p	XP_019085398.1, XP_010480749.1
OG0000090	Roisl.0214s0111.1.p, Roisl.0195s0023.1.p, Roisl.0020s0036.1.p	XP_010461690.1
OG0000091	Roisl.0214s0805.1.p	XP_010503325.1, XP_010426163.1
OG0000091	Roisl.0209s0467.1.p	XP_010426203.1, XP_010503360.1
OG0000091	Roisl.0209s0469.1.p	XP_019085518.1
OG0000091	Roisl.0209s0420.1.p	XP_010515061.1
OG0000091	Roisl.0209s0418.1.p	XP_019101873.1, XP_010503358.1, XP_010510177.2, XP_010515035.1
OG0000091	Roisl.0209s0473.1.p	XP_010431084.1
OG0000091	Roisl.0209s0427.1.p	XP_019082456.1
OG0000091	Roisl.0070s0019.1.p, Roisl.0210s1772.1.p, Roisl.0210s1773.1.p	XP_010454350.1, XP_010493153.1, XP_010493149.1, XP_010420883.1
OG0000091	Roisl.0214s0193.1.p	XP_010441974.1, XP_010482344.1
OG0000092	Roisl.0023s0051.1.p, Roisl.0066s0339.1.p	XP_019086317.1
OG0000092	Roisl.0066s0386.1.p	XP_019097706.1
OG0000092	Roisl.0214s0403.1.p, Roisl.0195s0026.1.p, Roisl.0046s1255.1.p	XP_010463305.1
OG0000092	Roisl.0075s0014.1.p	XP_019087365.1
OG0000092	Roisl.0023s0050.1.p	XP_019087433.1
OG0000092	Roisl.0082s0460.1.p	XP_019085803.1
OG0000092	Roisl.0214s0045.1.p, Roisl.0012s0243.1.p	XP_019097489.1, XP_010495672.1
OG0000092	Roisl.0066s0385.1.p, Roisl.0204s0106.1.p	XP_019089181.1, XP_019094589.1, XP_010468080.1
OG0000092	Roisl.0056s0047.1.p, Roisl.0056s0055.1.p, Roisl.0115s0570.1.p	XP_019093410.1
OG0000092	Roisl.0004s0347.1.p, Roisl.0015s0053.1.p, Roisl.0191s0468.1.p, Roisl.0032s0098.1.p	XP_019084184.1, XP_010412600.1, XP_010430878.1, XP_010430774.1, XP_019098319.1, XP_010484985.1, XP_019097507.1, XP_019084380.1
OG0000095	Roisl.0053s0054.1.p, Roisl.0214s0035.1.p	XP_010474446.1, XP_019085126.1
OG0000095	Roisl.0004s0005.1.p	XP_010417173.1, XP_019098401.1, XP_010429391.1, XP_010429395.1, XP_010429390.1, XP_010431591.1
OG0000096	Roisl.0001s0531.1.p, Roisl.0074s0979.1.p	XP_019092478.1
OG0000096	Roisl.0028s0613.1.p	XP_019093414.1, XP_010431687.1
OG0000096	Roisl.0074s0097.1.p, Roisl.0074s0096.1.p, Roisl.0021s0565.1.p	XP_010465923.1, XP_019092874.1, XP_019082383.1, XP_010467954.2, XP_019096848.1, XP_010468288.1, XP_010419966.1, XP_010489939.1
OG0000096	Roisl.0029s0028.1.p, Roisl.0046s0939.1.p, Roisl.0046s0941.1.p, Roisl.0046s0938.1.p, Roisl.0046s0937.1.p	XP_010431195.1, XP_019099139.1, XP_010507362.2, XP_010412683.1
OG0000098	Roisl.0038s0014.1.p	XP_010499627.1, XP_010499629.1, XP_010501676.1, XP_010478514.2, XP_010480772.1, XP_010497135.2
OG0000098	Roisl.0050s0022.1.p, Roisl.0050s0026.1.p, Roisl.0050s0027.1.p	XP_010431735.1
OG0000098	Roisl.0040s0006.1.p	XP_010467233.1, XP_010517498.1, XP_010488871.1, XP_010490218.1
OG0000098	Roisl.0006s0130.1.p	XP_010460514.1, XP_010478092.1, XP_019091057.1, XP_010499238.1
OG0000098	Roisl.0066s0082.1.p	XP_010478516.1
OG0000098	Roisl.0038s0015.1.p, Roisl.0038s0016.1.p	XP_010454853.1, XP_010499626.1, XP_010499628.1
OG0000098	Roisl.0046s0209.1.p	XP_010493274.1, XP_019097436.1, XP_010421382.1, XP_010495488.1, XP_010421381.1
OG0000100	Roisl.0050s0110.1.p, Roisl.0008s0047.1.p, Roisl.0008s0045.1.p, Roisl.0021s0634.1.p	XP_019082762.1
OG0000100	Roisl.0008s0042.1.p, Roisl.0008s0041.1.p, Roisl.0008s0048.1.p	XP_010511292.1, XP_010480259.1
OG0000100	Roisl.0214s0220.1.p	XP_010430481.1
OG0000100	Roisl.0010s0201.1.p	XP_010473633.2
OG0000102	Roisl.0082s0311.1.p, Roisl.0082s0312.1.p	XP_010451732.1
OG0000102	Roisl.0214s0910.1.p	XP_010430852.2
OG0000102	Roisl.0082s0308.1.p	XP_010424623.1, XP_010456938.1, XP_010467526.1
OG0000102	Roisl.0082s0306.1.p	XP_010422434.1, XP_010431383.1
OG0000105	Roisl.0210s0842.1.p	XP_019089588.1
OG0000105	Roisl.0005s0217.1.p	XP_010434743.1
OG0000105	Roisl.0009s0041.1.p	XP_010441345.1
OG0000105	Roisl.0008s0044.1.p, Roisl.0021s0632.1.p	XP_010414997.1
OG0000105	Roisl.0009s0283.1.p	XP_010484861.1
OG0000106	Roisl.0046s0419.1.p	XP_010426473.1
OG0000107	Roisl.0115s0327.1.p	XP_010508531.1, XP_010466194.1
OG0000107	Roisl.0115s0324.1.p	XP_010487974.1, XP_010466183.1, XP_010508469.1
OG0000107	Roisl.0115s0323.1.p	XP_010468312.1
OG0000107	Roisl.0115s0429.1.p	XP_010466304.1
OG0000107	Roisl.0115s0325.1.p	XP_019083601.1
OG0000107	Roisl.0115s0326.1.p	XP_010466191.1, XP_019096971.1, XP_010508508.1
OG0000108	Roisl.0017s0109.1.p	XP_010505356.1, XP_010504145.1, XP_010517034.1, XP_010515877.1, XP_010509299.1
OG0000108	Roisl.0209s0353.1.p	XP_010514974.1, XP_010503262.1, XP_010483556.1, XP_010426084.1, XP_010483559.1, XP_010483560.1
OG0000108	Roisl.0080s0345.1.p	XP_010454923.1
OG0000108	Roisl.0074s0792.1.p	XP_010464961.1, XP_010498525.1, XP_010486900.1
OG0000108	Roisl.0210s0691.1.p	XP_010422938.1, XP_010491624.1, XP_010452982.1
OG0000108	Roisl.0074s0053.1.p	NP_001289901.1, XP_010507140.1, NP_001289904.1
OG0000108	Roisl.0028s0385.1.p, Roisl.0028s0408.1.p	XP_019100571.1, XP_019082327.1, XP_019101220.1, XP_010508618.1
OG0000109	Roisl.0194s0008.1.p	XP_019097510.1
OG0000110	Roisl.0040s0028.1.p	XP_019099724.1
OG0000110	Roisl.0023s0016.1.p, Roisl.0184s0022.1.p	XP_019089268.1, XP_010484962.1, XP_019093274.1, XP_019098180.1, XP_019098181.1, XP_010424382.1, XP_010490057.1, XP_019084293.1, XP_019096534.1, XP_019094551.1, XP_010430690.1, XP_010451255.1, XP_010436550.1, XP_019085480.1, XP_019086281.1, XP_010431092.1, XP_019084311.1, XP_010463167.1
OG0000111	Roisl.0009s0044.1.p, Roisl.0057s0030.1.p, Roisl.0057s0027.1.p	XP_010514244.1, XP_010473859.1, XP_010506975.1, XP_010430622.1, XP_010507425.1, XP_010412753.1, XP_010412755.1, XP_010507426.1, XP_019085586.1, XP_010426986.1, XP_010426985.1, XP_010426987.1, XP_010431324.1, XP_010431322.1, XP_010490344.1, XP_019085585.1, XP_010445415.2, XP_010470172.1, XP_010421962.1, XP_010468655.1, XP_010423489.1
OG0000111	Roisl.0210s2207.1.p, Roisl.0013s0027.1.p	XP_010457012.1, XP_010457013.1, XP_010430962.1, XP_019090835.1, XP_010466686.1, XP_010427599.1, XP_010466850.1, XP_010466656.1, XP_010424049.1, XP_010424683.1, XP_010424693.1, XP_010468732.2, XP_010467655.2, XP_010467652.1, XP_010490438.1
OG0000112	Roisl.0075s0025.1.p	XP_010419002.1, XP_010496398.1, XP_010497066.1
OG0000114	Roisl.0195s0034.1.p, Roisl.0082s0484.1.p	XP_019087455.1
OG0000114	Roisl.0053s0310.1.p, Roisl.0209s0095.1.p, Roisl.0006s0143.1.p, Roisl.0059s0001.1.p, Roisl.0184s0082.1.p, Roisl.0059s0002.1.p, Roisl.0184s0098.1.p, Roisl.0056s0052.1.p	XP_010440434.1
OG0000117	Roisl.0191s0190.1.p	XP_019099162.1
OG0000117	Roisl.0191s0189.1.p	XP_019091039.1, XP_019094215.1
OG0000117	Roisl.0191s0191.1.p	XP_010460137.1, XP_010477644.1, XP_019099163.1
OG0000117	Roisl.0191s0199.1.p, Roisl.0191s0198.1.p	XP_010477654.1
OG0000117	Roisl.0191s0196.1.p	XP_019097190.1, XP_010498869.1, XP_010477651.1, XP_019099166.1
OG0000118	Roisl.0012s0130.1.p	XP_010412931.1, XP_010412930.1, XP_019099927.1, XP_019099769.1, XP_019099919.1, XP_019087774.1, XP_019085898.1, XP_010512980.1, XP_019099768.1, XP_010509178.1, XP_010412927.1
OG0000118	Roisl.0023s0087.1.p, Roisl.0023s0086.1.p	XP_010469409.1, XP_019084299.1
OG0000118	Roisl.0053s0217.1.p, Roisl.0053s0316.1.p	XP_010468432.2
OG0000118	Roisl.0006s0120.1.p, Roisl.0210s2038.1.p	XP_010413121.1, XP_010489668.2
OG0000119	Roisl.0080s0250.1.p	XP_010485255.1, XP_010446216.1, XP_019086924.1
OG0000119	Roisl.0082s0489.1.p	XP_010431628.1, XP_010474468.1, XP_019082720.1, XP_010429629.1, XP_010474467.1
OG0000119	Roisl.0209s0256.1.p, Roisl.0209s0258.1.p	XP_010426257.1, XP_010431095.1, XP_010425976.1, XP_010507205.1, XP_010514886.1, XP_010507204.1
OG0000121	Roisl.0066s0357.1.p	XP_010490183.1
OG0000122	Roisl.0080s0688.1.p	XP_010451113.1
OG0000122	Roisl.0080s0683.1.p	XP_010476598.1
OG0000122	Roisl.0080s0685.1.p	XP_010476587.1, XP_010485173.1
OG0000122	Roisl.0080s0689.1.p	XP_019086738.1, XP_010483110.1
OG0000122	Roisl.0080s0694.1.p	XP_010485169.1, XP_010476450.1
OG0000122	Roisl.0080s0684.1.p	XP_010485175.2
OG0000123	Roisl.0080s0166.1.p, Roisl.0080s0162.1.p, Roisl.0209s0054.1.p, Roisl.0210s1558.1.p, Roisl.0209s0060.1.p	XP_019093463.1, XP_019100892.1, XP_019093286.1, XP_010511364.1, XP_019100893.1, XP_019082598.1, XP_019086942.1
OG0000123	Roisl.0080s0163.1.p	XP_019095670.1
OG0000124	Roisl.0191s0300.1.p	XP_010427265.1
OG0000124	Roisl.0011s0204.1.p	XP_019101568.1, XP_019093938.1
OG0000125	Roisl.0082s0689.1.p	XP_010510549.1, XP_010414453.2, XP_010473989.1
OG0000125	Roisl.0082s0678.1.p	XP_010513261.2
OG0000125	Roisl.0091s1034.1.p	XP_010487696.1, XP_010475520.1
OG0000125	Roisl.0013s0044.1.p	XP_010500450.1, XP_010481036.2
OG0000125	Roisl.0006s0236.1.p	XP_010462024.1, XP_010479689.1, XP_010500772.2, XP_010500775.1, XP_010479688.1, XP_010462025.1, XP_010500773.1
OG0000125	Roisl.0115s0481.1.p, Roisl.0115s0480.1.p	XP_010466372.1, XP_010420548.1, XP_019096759.1
OG0000126	Roisl.0014s0012.1.p, Roisl.0066s0221.1.p, Roisl.0015s0183.1.p	XP_019095625.1
OG0000126	Roisl.0021s0393.1.p, Roisl.0208s0044.1.p, Roisl.0208s0042.1.p, Roisl.0020s0136.1.p	XP_010417864.1, XP_010510807.1, XP_010431350.1
OG0000126	Roisl.0021s0394.1.p	XP_010430703.1
OG0000126	Roisl.0020s0135.1.p	XP_010472491.1
OG0000126	Roisl.0195s0036.1.p, Roisl.0010s0059.1.p, Roisl.0051s0005.1.p, Roisl.0184s0211.1.p, Roisl.0066s0220.1.p	XP_010480822.1, XP_010445155.1
OG0000126	Roisl.0045s0077.1.p, Roisl.0191s0553.1.p	XP_019099650.1
OG0000126	Roisl.0014s0046.1.p	XP_010517151.1
OG0000126	Roisl.0075s0113.1.p	XP_010513617.1, XP_010431348.1
OG0000127	Roisl.0210s1950.1.p	XP_010421087.1, XP_010454568.1, XP_010493386.1
OG0000127	Roisl.0046s1343.1.p	XP_010504134.1, XP_010515863.1, XP_010427020.1
OG0000127	Roisl.0034s0161.1.p	XP_010452101.1, XP_010423847.1, XP_010490718.1
OG0000127	Roisl.0079s0305.1.p	XP_010464595.1, XP_010473505.1, XP_010486520.1
OG0000127	Roisl.0080s0276.1.p	XP_010483639.1
OG0000127	Roisl.0209s0299.1.p, Roisl.0209s0304.1.p	XP_010503218.1, XP_010426029.1, XP_010514927.1
OG0000128	Roisl.0019s0649.1.p	XP_019101070.1
OG0000128	Roisl.0018s0036.1.p, Roisl.0018s0037.1.p	XP_019101672.1, XP_010469324.1
OG0000128	Roisl.0018s0038.1.p	XP_010512155.1, XP_010469325.1
OG0000128	Roisl.0018s0034.1.p	XP_010512148.1
OG0000129	Roisl.0194s0004.1.p	XP_019101751.1
OG0000129	Roisl.0022s0002.1.p, Roisl.0022s0001.1.p	XP_019088340.1, XP_010463280.1
OG0000129	Roisl.0080s0056.1.p, Roisl.0080s0057.1.p	XP_010500848.1, XP_019091952.1, XP_019095938.1, XP_019093450.1, XP_019087008.1, XP_010483885.1, XP_019086961.1, XP_010457940.1, XP_010457951.1, XP_019096086.1
OG0000129	Roisl.0204s0037.1.p, Roisl.0204s0045.1.p	XP_019083613.1, XP_010513305.1, XP_010510750.1, XP_019093846.1
OG0000130	Roisl.0027s0125.1.p	XP_019099640.1, XP_010424169.1, XP_010445343.2, XP_010456748.1, XP_010422447.2, XP_019089262.1
OG0000130	Roisl.0012s0041.1.p, Roisl.0032s0030.1.p, Roisl.0189s0078.1.p	XP_019093309.1, XP_010431104.1, XP_019087569.1, XP_010463382.1
OG0000130	Roisl.0083s0046.1.p	XP_010430818.1, XP_010418521.1
OG0000130	Roisl.0080s0678.1.p	XP_019087334.1, XP_019086307.1, XP_019092288.1
OG0000132	Roisl.0046s1480.1.p	XP_010504321.2, XP_010427222.1, XP_010412779.1
OG0000134	Roisl.0214s0845.1.p, Roisl.0214s0851.1.p	XP_019094814.1
OG0000134	Roisl.0045s0039.1.p	XP_010463849.1
OG0000134	Roisl.0046s0012.1.p	XP_010440932.1, XP_010450927.1, XP_010435732.1
OG0000134	Roisl.0027s0026.1.p, Roisl.0027s0027.1.p	XP_010514203.1
OG0000134	Roisl.0004s0001.1.p	XP_010510753.1, XP_010417913.1, XP_010473148.1
OG0000134	Roisl.0214s0290.1.p	XP_010449922.1, XP_010442102.1, XP_010491769.1
OG0000134	Roisl.0091s0127.1.p	XP_010456486.1, XP_019090462.1
OG0000136	Roisl.0082s0010.1.p	XP_010456839.1
OG0000136	Roisl.0083s0050.1.p, Roisl.0184s0132.1.p, Roisl.0046s0058.1.p, Roisl.0020s0114.1.p, Roisl.0011s0080.1.p, Roisl.0002s0130.1.p	XP_010468589.1
OG0000136	Roisl.0029s0027.1.p, Roisl.0047s0079.1.p, Roisl.0184s0220.1.p	XP_010506876.1, XP_019085363.1, XP_010424048.1
OG0000136	Roisl.0213s0757.1.p, Roisl.0008s0036.1.p, Roisl.0075s0023.1.p, Roisl.0209s0530.1.p, Roisl.0111s0005.1.p, Roisl.0008s0128.1.p	XP_010507041.1
OG0000137	Roisl.0080s0797.1.p, Roisl.0080s0796.1.p	XP_010449511.1, XP_010443159.1, XP_010482977.1
OG0000137	Roisl.0080s0795.1.p	XP_010449549.1, XP_010443164.1, XP_010443165.1, XP_010482979.1
OG0000137	Roisl.0080s0798.1.p	XP_010482976.2, XP_010449529.1, XP_010443158.1, XP_010449537.1
OG0000137	Roisl.0080s0799.1.p	XP_010443157.1, XP_010482975.1
OG0000137	Roisl.0080s0800.1.p	XP_010482974.1, XP_010449487.1, XP_010443156.1
OG0000138	Roisl.0214s0533.1.p	XP_010512641.1, XP_010473771.2
OG0000138	Roisl.0018s0007.1.p	XP_010459258.1
OG0000138	Roisl.0053s0042.1.p	XP_019102068.1, XP_010513707.1, XP_010507533.1
OG0000138	Roisl.0209s0397.1.p, Roisl.0209s0398.1.p, Roisl.0209s0399.1.p, Roisl.0189s0215.1.p	XP_010513712.1, XP_010513709.1, XP_019102447.1, XP_019100424.1, XP_010513714.1, XP_010507535.1, XP_010504862.1, XP_019100975.1, XP_019100422.1, XP_010516554.1, XP_019101673.1, XP_019093914.1, XP_010413722.1
