Orthogroup	Rorippa_islandica	Cardamine_hirsuta
OG0000119	Roisl.0209s0264.1.p	CARHR150070, CARHR118170
OG0000119	Roisl.0080s0250.1.p	CARHR118700, CARHR273840
OG0000119	Roisl.0082s0489.1.p	CARHR114860
OG0000119	Roisl.0208s0010.1.p, Roisl.0021s0512.1.p	CARHR256190, CARHR263010
OG0000119	Roisl.0209s0263.1.p	CARHR150080
OG0000119	Roisl.0209s0256.1.p, Roisl.0209s0258.1.p	CARHR150200
OG0000121	Roisl.0066s0357.1.p	CARHR054680, CARHR054690, CARHR181920
OG0000122	Roisl.0080s0688.1.p	CARHR269740
OG0000122	Roisl.0080s0685.1.p	CARHR269920
OG0000122	Roisl.0080s0689.1.p	CARHR269730
OG0000122	Roisl.0080s0694.1.p	CARHR033520, CARHR033430
OG0000122	Roisl.0080s0684.1.p	CARHR269930
OG0000123	Roisl.0214s0314.1.p, Roisl.0214s0313.1.p, Roisl.0214s0312.1.p	CARHR181480, CARHR181490
OG0000123	Roisl.0080s0166.1.p, Roisl.0080s0162.1.p	CARHR274650, CARHR274680
OG0000123	Roisl.0209s0054.1.p, Roisl.0210s1558.1.p, Roisl.0209s0060.1.p	CARHR016560, CARHR042770
OG0000123	Roisl.0080s0163.1.p	CARHR274670
OG0000124	Roisl.0191s0300.1.p	CARHR059180
OG0000124	Roisl.0011s0204.1.p	CARHR259840
OG0000125	Roisl.0082s0689.1.p	CARHR122240
OG0000125	Roisl.0082s0684.1.p	CARHR122230
OG0000125	Roisl.0091s1034.1.p	CARHR007350
OG0000125	Roisl.0013s0044.1.p	CARHR039100
OG0000125	Roisl.0006s0236.1.p	CARHR041970
OG0000125	Roisl.0006s0238.1.p, Roisl.0006s0239.1.p	CARHR041980
OG0000125	Roisl.0115s0481.1.p, Roisl.0115s0480.1.p	CARHR097260
OG0000126	Roisl.0014s0012.1.p	CARHR048790, CARHR257160
OG0000126	Roisl.0021s0393.1.p, Roisl.0208s0044.1.p, Roisl.0208s0042.1.p, Roisl.0020s0136.1.p	CARHR103200
OG0000126	Roisl.0020s0135.1.p	CARHR289900, CARHR149350, CARHR290850
OG0000126	Roisl.0184s0211.1.p	CARHR217430, CARHR184740
OG0000126	Roisl.0045s0077.1.p, Roisl.0191s0553.1.p, Roisl.0014s0046.1.p	CARHR252010
OG0000127	Roisl.0091s1058.1.p	CARHR007600
OG0000127	Roisl.0210s1950.1.p	CARHR190650
OG0000127	Roisl.0046s1343.1.p	CARHR163570
OG0000127	Roisl.0034s0161.1.p	CARHR210790
OG0000127	Roisl.0080s0276.1.p	CARHR273520
OG0000127	Roisl.0209s0299.1.p, Roisl.0209s0304.1.p	CARHR154340, CARHR154390
OG0000127	Roisl.0082s0645.1.p	CARHR121850
OG0000128	Roisl.0019s0649.1.p	CARHR061850
OG0000128	Roisl.0019s0650.1.p	CARHR061820
OG0000128	Roisl.0018s0040.1.p	CARHR169620
OG0000128	Roisl.0018s0036.1.p, Roisl.0018s0037.1.p	CARHR169580
OG0000128	Roisl.0018s0038.1.p	CARHR169600
OG0000128	Roisl.0018s0034.1.p	CARHR169570
OG0000129	Roisl.0021s0622.1.p	CARHR056630
OG0000129	Roisl.0194s0004.1.p	CARHR056640
OG0000129	Roisl.0020s0184.1.p	CARHR056680
OG0000129	Roisl.0080s0056.1.p	CARHR275720
OG0000129	Roisl.0080s0057.1.p	CARHR275710
OG0000129	Roisl.0204s0037.1.p	CARHR120250
OG0000129	Roisl.0204s0045.1.p	CARHR120240, CARHR120610
OG0000129	Roisl.0021s0625.1.p	CARHR038530, CARHR038540, CARHR056610
OG0000130	Roisl.0012s0041.1.p	CARHR158410
OG0000130	Roisl.0032s0030.1.p	CARHR153220
OG0000130	Roisl.0189s0078.1.p	CARHR117340, CARHR057000
OG0000130	Roisl.0083s0046.1.p	CARHR182430, CARHR103120
OG0000130	Roisl.0202s0005.1.p	CARHR183660
OG0000132	Roisl.0046s1480.1.p	CARHR164880
OG0000132	Roisl.0024s0217.1.p	CARHR277270
OG0000132	Roisl.0024s0216.1.p	CARHR277260
OG0000134	Roisl.0214s0845.1.p, Roisl.0214s0851.1.p	CARHR054550, CARHR054640, CARHR054580
OG0000134	Roisl.0045s0039.1.p	CARHR106050
OG0000134	Roisl.0214s0834.1.p	CARHR077970
OG0000134	Roisl.0210s0840.1.p	CARHR202010
OG0000134	Roisl.0214s0290.1.p, Roisl.0091s0127.1.p	CARHR202050
OG0000137	Roisl.0080s0797.1.p, Roisl.0080s0796.1.p	CARHR268710
OG0000137	Roisl.0080s0795.1.p	CARHR268720
OG0000137	Roisl.0080s0798.1.p	CARHR268700
OG0000137	Roisl.0080s0799.1.p	CARHR268690
OG0000137	Roisl.0080s0800.1.p	CARHR268680
OG0000138	Roisl.0214s0533.1.p	CARHR052000
OG0000138	Roisl.0018s0009.1.p	CARHR169360
OG0000138	Roisl.0018s0007.1.p	CARHR169320
OG0000138	Roisl.0209s0397.1.p, Roisl.0209s0398.1.p, Roisl.0209s0399.1.p, Roisl.0189s0215.1.p	CARHR169390
OG0000138	Roisl.0214s0530.1.p	CARHR052020, CARHR053570
OG0000140	Roisl.0047s0080.1.p, Roisl.0046s0059.1.p, Roisl.0083s0051.1.p, Roisl.0201s0007.1.p	CARHR116590
OG0000141	Roisl.0002s0275.1.p	CARHR220970, CARHR220990
OG0000141	Roisl.0021s0319.1.p	CARHR012590
OG0000141	Roisl.0021s0320.1.p	CARHR049620
OG0000141	Roisl.0036s0055.1.p	CARHR049360
OG0000141	Roisl.0023s0060.1.p	CARHR048210
OG0000141	Roisl.0209s0569.1.p, Roisl.0010s0046.1.p	CARHR049380
OG0000141	Roisl.0010s0047.1.p, Roisl.0184s0160.1.p	CARHR049330
OG0000141	Roisl.0209s0570.1.p	CARHR049720, CARHR049640
OG0000141	Roisl.0010s0044.1.p	CARHR049340, CARHR049700
OG0000141	Roisl.0010s0063.1.p	CARHR048950, CARHR048730, CARHR048980, CARHR049220, CARHR049190, CARHR048930, CARHR049010
OG0000141	Roisl.0010s0064.1.p	CARHR156260
OG0000143	Roisl.0009s0285.1.p	CARHR287550
OG0000143	Roisl.0019s0075.1.p, Roisl.0014s0024.1.p, Roisl.0058s0105.1.p, Roisl.0184s0037.1.p, Roisl.0213s0768.1.p, Roisl.0210s2172.1.p, Roisl.0185s0038.1.p, Roisl.0047s0065.1.p	CARHR181670, CARHR183500
OG0000148	Roisl.0006s0146.1.p	CARHR040900
OG0000148	Roisl.0006s0148.1.p	CARHR040920
OG0000148	Roisl.0013s0141.1.p	CARHR037710, CARHR037720, CARHR037850
OG0000151	Roisl.0046s1509.1.p	CARHR165160
OG0000151	Roisl.0027s0100.1.p	CARHR151000
OG0000151	Roisl.0046s1506.1.p	CARHR165130
OG0000151	Roisl.0046s1505.1.p	CARHR165120
OG0000151	Roisl.0017s0307.1.p	CARHR134140
OG0000151	Roisl.0046s1504.1.p	CARHR165110
OG0000151	Roisl.0046s1329.1.p	CARHR163410
OG0000151	Roisl.0017s0076.1.p	CARHR132240
OG0000151	Roisl.0210s1053.1.p	CARHR199860
OG0000153	Roisl.0033s0089.1.p	CARHR124170, CARHR124160
OG0000153	Roisl.0033s0087.1.p	CARHR124140
OG0000153	Roisl.0082s0717.1.p	CARHR122560
OG0000153	Roisl.0082s0714.1.p	CARHR122540
OG0000153	Roisl.0091s1020.1.p	CARHR007210
OG0000153	Roisl.0091s1018.1.p	CARHR007190
OG0000153	Roisl.0082s0719.1.p	CARHR122550
OG0000154	Roisl.0006s0138.1.p	CARHR121480
OG0000157	Roisl.0213s0304.1.p	CARHR029830
OG0000157	Roisl.0213s0249.1.p, Roisl.0213s0140.1.p, Roisl.0115s0101.1.p, Roisl.0210s0036.1.p, Roisl.0115s0102.1.p	CARHR144020
OG0000157	Roisl.0010s0196.1.p	CARHR253630, CARHR047620
OG0000158	Roisl.0020s0089.1.p	CARHR113640
OG0000158	Roisl.0046s0594.1.p, Roisl.0046s1609.1.p	CARHR245230
OG0000158	Roisl.0034s0152.1.p	CARHR210870
OG0000158	Roisl.0214s0665.1.p, Roisl.0214s0661.1.p	CARHR150520
OG0000159	Roisl.0024s0087.1.p	CARHR059430
OG0000160	Roisl.0066s0007.1.p	CARHR109500
OG0000160	Roisl.0003s0027.1.p	CARHR238090
OG0000160	Roisl.0080s0566.1.p	CARHR271150
OG0000160	Roisl.0214s0132.1.p	CARHR104060
OG0000160	Roisl.0185s0093.1.p	CARHR153650
OG0000160	Roisl.0115s0111.1.p	CARHR073860
OG0000160	Roisl.0051s0034.1.p	CARHR117520
OG0000162	Roisl.0028s0709.1.p	CARHR127170
OG0000162	Roisl.0028s0513.1.p	CARHR145900, CARHR145910, CARHR145930
OG0000162	Roisl.0213s0743.1.p	CARHR102810, CARHR103310
OG0000162	Roisl.0028s0712.1.p	CARHR127190
OG0000165	Roisl.0013s0197.1.p	CARHR085710, CARHR085700, CARHR085180
OG0000166	Roisl.0023s0081.1.p	CARHR183950
OG0000166	Roisl.0023s0082.1.p	CARHR115420
OG0000166	Roisl.0204s0086.1.p	CARHR067380
OG0000166	Roisl.0019s0853.1.p, Roisl.0019s0854.1.p, Roisl.0004s0482.1.p	CARHR050360, CARHR220400, CARHR067460, CARHR067550
OG0000166	Roisl.0004s0483.1.p	CARHR067350, CARHR060140, CARHR067390, CARHR067560
OG0000166	Roisl.0004s0484.1.p	CARHR019250, CARHR067410, CARHR067450
OG0000167	Roisl.0115s0446.1.p	CARHR096960, CARHR096980
OG0000167	Roisl.0115s0450.1.p	CARHR096990
OG0000167	Roisl.0115s0454.1.p	CARHR097030
OG0000167	Roisl.0053s0365.1.p	CARHR099220
OG0000169	Roisl.0189s0134.1.p, Roisl.0189s0115.1.p	CARHR148260, CARHR265180, CARHR265400
OG0000169	Roisl.0006s0266.1.p	CARHR041580, CARHR040020, CARHR042890, CARHR042510, CARHR043190, CARHR260050
OG0000169	Roisl.0006s0267.1.p	CARHR042900, CARHR041590
OG0000169	Roisl.0009s0058.1.p, Roisl.0009s0099.1.p, Roisl.0066s0375.1.p	CARHR037920
OG0000170	Roisl.0035s0196.1.p	CARHR140800
OG0000170	Roisl.0018s0217.1.p	CARHR171350
OG0000170	Roisl.0035s0199.1.p	CARHR140750
OG0000170	Roisl.0035s0198.1.p	CARHR186310, CARHR140760
OG0000170	Roisl.0035s0200.1.p	CARHR140740
OG0000170	Roisl.0023s0104.1.p, Roisl.0028s0023.1.p	CARHR140730
OG0000171	Roisl.0031s0104.1.p	CARHR266340
OG0000171	Roisl.0050s0073.1.p	CARHR046700
OG0000171	Roisl.0066s0281.1.p	CARHR107000
OG0000171	Roisl.0080s0713.1.p	CARHR269520
OG0000171	Roisl.0079s0226.1.p	CARHR083000
OG0000171	Roisl.0079s0225.1.p	CARHR082990
OG0000171	Roisl.0022s0465.1.p	CARHR235660
OG0000173	Roisl.0001s0452.1.p	CARHR246590
OG0000173	Roisl.0028s0555.1.p	CARHR132630
OG0000173	Roisl.0041s0073.1.p	CARHR100900
OG0000173	Roisl.0001s0420.1.p	CARHR246290
OG0000173	Roisl.0008s0315.1.p	CARHR146050
OG0000175	Roisl.0019s0487.1.p, Roisl.0191s0187.1.p	CARHR023910
OG0000175	Roisl.0021s0131.1.p	CARHR010800
OG0000175	Roisl.0210s1168.1.p	CARHR198650
OG0000175	Roisl.0214s0596.1.p	CARHR052550
OG0000175	Roisl.0018s0359.1.p	CARHR142560
OG0000176	Roisl.0021s0605.1.p	CARHR118040
OG0000176	Roisl.0021s0607.1.p	CARHR118080, CARHR118100
OG0000176	Roisl.0005s0278.1.p	CARHR176300
OG0000176	Roisl.0019s0374.1.p	CARHR291280, CARHR064660
OG0000176	Roisl.0019s0375.1.p	CARHR291340, CARHR292140
OG0000177	Roisl.0049s0035.1.p	CARHR021660, CARHR054130, CARHR287770
OG0000177	Roisl.0049s0037.1.p	CARHR146970, CARHR021690, CARHR021680, CARHR116570
OG0000177	Roisl.0189s0081.1.p	CARHR021670, CARHR181970
OG0000177	Roisl.0049s0036.1.p	CARHR059110
OG0000178	Roisl.0082s0204.1.p	CARHR253020
OG0000178	Roisl.0082s0206.1.p	CARHR250370
OG0000178	Roisl.0082s0205.1.p	CARHR250360
OG0000178	Roisl.0082s0207.1.p	CARHR252970, CARHR263930
OG0000178	Roisl.0082s0209.1.p, Roisl.0082s0208.1.p	CARHR252960
OG0000179	Roisl.0214s0722.1.p	CARHR284100
OG0000179	Roisl.0214s0759.1.p	CARHR284050, CARHR284010
OG0000179	Roisl.0214s0687.1.p, Roisl.0214s0686.1.p	CARHR283730
OG0000179	Roisl.0214s0662.1.p	CARHR053290, CARHR283710
OG0000179	Roisl.0214s0689.1.p, Roisl.0214s0768.1.p, Roisl.0214s0758.1.p, Roisl.0214s0794.1.p, Roisl.0214s0685.1.p	CARHR053930
OG0000182	Roisl.0018s0428.1.p, Roisl.0020s0176.1.p, Roisl.0018s0427.1.p	CARHR167770
OG0000183	Roisl.0024s0013.1.p	CARHR215030
OG0000183	Roisl.0028s0511.1.p, Roisl.0026s0219.1.p	CARHR136200
OG0000183	Roisl.0208s0006.1.p	CARHR191680, CARHR114540
OG0000183	Roisl.0209s0513.1.p	CARHR119300
OG0000184	Roisl.0115s0547.1.p	CARHR097900
OG0000185	Roisl.0080s0095.1.p, Roisl.0080s0099.1.p, Roisl.0024s0218.1.p	CARHR279920
OG0000185	Roisl.0074s0700.1.p	CARHR087540, CARHR087530
OG0000185	Roisl.0213s0120.1.p, Roisl.0213s0122.1.p	CARHR028040
OG0000186	Roisl.0080s0756.1.p	CARHR147550, CARHR269160
OG0000186	Roisl.0011s0158.1.p	CARHR145130
OG0000186	Roisl.0214s0772.1.p	CARHR050630
OG0000186	Roisl.0046s0856.1.p	CARHR158340
OG0000187	Roisl.0082s0109.1.p, Roisl.0011s0578.1.p	CARHR112670, CARHR112680
OG0000187	Roisl.0007s0183.1.p	CARHR020040
OG0000188	Roisl.0210s0897.1.p	CARHR201470
OG0000189	Roisl.0046s1079.1.p	CARHR160880
OG0000189	Roisl.0066s0143.1.p	CARHR108220
OG0000189	Roisl.0001s0111.1.p	CARHR243300
OG0000189	Roisl.0004s0308.1.p	CARHR069390
OG0000189	Roisl.0007s0123.1.p	CARHR020570
OG0000191	Roisl.0008s0027.1.p, Roisl.0214s0145.1.p, Roisl.0194s0043.1.p	CARHR150970
OG0000192	Roisl.0021s0466.1.p	CARHR233830
OG0000192	Roisl.0021s0464.1.p	CARHR014040
OG0000192	Roisl.0021s0463.1.p	CARHR014030
OG0000193	Roisl.0013s0218.1.p	CARHR036380, CARHR036970
OG0000193	Roisl.0209s0180.1.p	CARHR031880
OG0000193	Roisl.0213s0477.1.p	CARHR091810, CARHR031310
OG0000195	Roisl.0204s0063.1.p	CARHR175680
OG0000195	Roisl.0214s0365.1.p	CARHR155390
OG0000195	Roisl.0214s0364.1.p, Roisl.0214s0377.1.p	CARHR110090
OG0000195	Roisl.0210s1898.1.p	CARHR191180
OG0000195	Roisl.0013s0004.1.p	CARHR273530
OG0000195	Roisl.0080s0275.1.p	CARHR273550, CARHR273540
OG0000196	Roisl.0009s0078.1.p, Roisl.0009s0045.1.p, Roisl.0066s0322.1.p, Roisl.0009s0048.1.p	CARHR272920
OG0000196	Roisl.0009s0050.1.p	CARHR272910
OG0000196	Roisl.0009s0051.1.p, Roisl.0009s0073.1.p, Roisl.0009s0076.1.p, Roisl.0009s0071.1.p	CARHR213580, CARHR272900, CARHR287600
OG0000196	Roisl.0009s0040.1.p	CARHR287570, CARHR212840, CARHR289150
OG0000196	Roisl.0014s0087.1.p	CARHR291930
OG0000196	Roisl.0009s0039.1.p	CARHR212850, CARHR212830, CARHR285160
OG0000196	Roisl.0009s0046.1.p	CARHR291950
OG0000196	Roisl.0009s0047.1.p, Roisl.0009s0053.1.p	CARHR288130, CARHR291940, CARHR213880
OG0000197	Roisl.0064s0036.1.p	CARHR215060, CARHR215050, CARHR215370
OG0000197	Roisl.0031s0087.1.p	CARHR266210, CARHR260280
OG0000198	Roisl.0011s0049.1.p	CARHR144080
OG0000198	Roisl.0007s0637.1.p	CARHR015480
OG0000199	Roisl.0091s0010.1.p	CARHR163030
OG0000199	Roisl.0019s0834.1.p, Roisl.0024s0042.1.p	CARHR063260, CARHR063690, CARHR063700, CARHR263650
OG0000199	Roisl.0082s0445.1.p	CARHR251110
OG0000199	Roisl.0082s0444.1.p	CARHR215270
OG0000200	Roisl.0214s0406.1.p, Roisl.0091s1125.1.p	CARHR110490
OG0000200	Roisl.0213s0214.1.p	CARHR028490
OG0000200	Roisl.0210s0742.1.p	CARHR005020
OG0000202	Roisl.0191s0662.1.p, Roisl.0191s0665.1.p, Roisl.0191s0668.1.p	CARHR250390, CARHR248840, CARHR250050, CARHR250400
OG0000203	Roisl.0026s0064.1.p	CARHR168640
OG0000203	Roisl.0026s0053.1.p	CARHR168730
OG0000203	Roisl.0026s0056.1.p	CARHR168740
OG0000203	Roisl.0026s0058.1.p	CARHR168710
OG0000208	Roisl.0048s0028.1.p	CARHR057780
OG0000208	Roisl.0082s0585.1.p	CARHR183230
OG0000209	Roisl.0007s0703.1.p	CARHR014880
OG0000209	Roisl.0118s0007.1.p	CARHR035940, CARHR010330
OG0000209	Roisl.0046s1202.1.p, Roisl.0007s0706.1.p	CARHR014740, CARHR010320
OG0000209	Roisl.0210s0751.1.p	CARHR202500
OG0000209	Roisl.0043s0005.1.p, Roisl.0017s0462.1.p	CARHR125670, CARHR125660, CARHR124000
OG0000209	Roisl.0191s0306.1.p	CARHR024930
OG0000209	Roisl.0191s0307.1.p	CARHR008650
OG0000210	Roisl.0082s0655.1.p	CARHR121990
OG0000210	Roisl.0028s0090.1.p	CARHR140170
OG0000210	Roisl.0018s0163.1.p	CARHR170840
OG0000210	Roisl.0013s0217.1.p, Roisl.0214s0325.1.p	CARHR069160, CARHR059610
OG0000215	Roisl.0019s0017.1.p	CARHR033990
OG0000215	Roisl.0210s2007.1.p	CARHR055980, CARHR108830
OG0000215	Roisl.0210s0627.1.p	CARHR284710
OG0000216	Roisl.0209s0235.1.p	CARHR253820, CARHR253860
OG0000216	Roisl.0209s0234.1.p	CARHR253850
OG0000216	Roisl.0209s0233.1.p	CARHR253870
OG0000216	Roisl.0214s0809.1.p	CARHR054340
OG0000216	Roisl.0046s1649.1.p	CARHR166590
OG0000216	Roisl.0210s1376.1.p	CARHR216300
OG0000219	Roisl.0009s0056.1.p	CARHR272960
OG0000219	Roisl.0058s0108.1.p, Roisl.0019s0253.1.p	CARHR253110
OG0000219	Roisl.0009s0059.1.p	CARHR037380
OG0000219	Roisl.0009s0148.1.p	CARHR123890
OG0000225	Roisl.0210s0850.1.p, Roisl.0115s0257.1.p	CARHR180390
OG0000225	Roisl.0115s0258.1.p	CARHR072270
OG0000225	Roisl.0115s0259.1.p	CARHR072280
OG0000226	Roisl.0057s0014.1.p	CARHR058450
OG0000227	Roisl.0039s0096.1.p	CARHR080100
OG0000227	Roisl.0074s0899.1.p	CARHR085660
OG0000227	Roisl.0047s0017.1.p	CARHR039350
OG0000227	Roisl.0047s0018.1.p	CARHR105540
OG0000229	Roisl.0064s0044.1.p, Roisl.0046s0553.1.p, Roisl.0082s0643.1.p	CARHR062190
OG0000229	Roisl.0012s0367.1.p, Roisl.0074s0611.1.p, Roisl.0208s0048.1.p, Roisl.0083s0005.1.p, Roisl.0002s0235.1.p, Roisl.0005s0117.1.p, Roisl.0013s0180.1.p, Roisl.0081s0002.1.p, Roisl.0019s0783.1.p, Roisl.0019s0786.1.p	CARHR004570
OG0000230	Roisl.0046s0006.1.p	CARHR217340
OG0000230	Roisl.0036s0075.1.p, Roisl.0198s0012.1.p, Roisl.0198s0049.1.p	CARHR186450, CARHR286030
OG0000230	Roisl.0016s0239.1.p	CARHR051200
OG0000230	Roisl.0018s0014.1.p	CARHR169400
OG0000232	Roisl.0184s0057.1.p, Roisl.0213s0767.1.p, Roisl.0002s0203.1.p	CARHR180870, CARHR049200
OG0000232	Roisl.0115s0434.1.p	CARHR122740
OG0000232	Roisl.0045s0049.1.p	CARHR110940
OG0000233	Roisl.0210s0497.1.p	CARHR205600
OG0000233	Roisl.0005s0226.1.p, Roisl.0210s0493.1.p	CARHR205620
OG0000234	Roisl.0046s0775.1.p, Roisl.0028s0136.1.p	CARHR139700
OG0000234	Roisl.0115s0284.1.p	CARHR095200
OG0000234	Roisl.0053s0230.1.p	CARHR100580
OG0000234	Roisl.0053s0229.1.p	CARHR100650, CARHR100570
OG0000234	Roisl.0030s0016.1.p	CARHR210300
OG0000235	Roisl.0017s0279.1.p, Roisl.0017s0245.1.p, Roisl.0017s0244.1.p	CARHR133380
OG0000235	Roisl.0004s0134.1.p	CARHR073970
OG0000236	Roisl.0020s0191.1.p, Roisl.0019s0572.1.p	CARHR062600
OG0000236	Roisl.0115s0551.1.p	CARHR097950
OG0000236	Roisl.0053s0263.1.p	CARHR000080, CARHR100230
OG0000236	Roisl.0115s0550.1.p, Roisl.0213s0762.1.p	CARHR102630
OG0000236	Roisl.0184s0155.1.p	CARHR260580
OG0000237	Roisl.0053s0388.1.p	CARHR099050
OG0000237	Roisl.0051s0004.1.p	CARHR044120
OG0000237	Roisl.0115s0615.1.p	CARHR098530
OG0000237	Roisl.0115s0490.1.p	CARHR097380
OG0000238	Roisl.0019s0445.1.p	CARHR064100, CARHR064090
OG0000238	Roisl.0019s0442.1.p	CARHR064130
OG0000238	Roisl.0019s0444.1.p	CARHR064110
OG0000238	Roisl.0019s0441.1.p	CARHR064140
OG0000238	Roisl.0046s0451.1.p	CARHR185670
OG0000238	Roisl.0019s0443.1.p	CARHR064120
OG0000239	Roisl.0213s0279.1.p	CARHR218360
OG0000239	Roisl.0213s0866.1.p	CARHR113140
OG0000241	Roisl.0091s0140.1.p	CARHR228610
OG0000241	Roisl.0082s0229.1.p	CARHR252730
OG0000241	Roisl.0082s0230.1.p	CARHR107520
OG0000242	Roisl.0012s0059.1.p	CARHR180810, CARHR264270
OG0000242	Roisl.0049s0020.1.p, Roisl.0049s0019.1.p, Roisl.0049s0018.1.p	CARHR101660, CARHR102130, CARHR102230, CARHR102520
OG0000242	Roisl.0005s0209.1.p, Roisl.0029s0029.1.p, Roisl.0046s0325.1.p	CARHR175670
OG0000243	Roisl.0213s0203.1.p	CARHR028900, CARHR028820, CARHR028850
OG0000243	Roisl.0213s0207.1.p	CARHR028830
OG0000243	Roisl.0213s0196.1.p, Roisl.0213s0206.1.p, Roisl.0213s0204.1.p	CARHR028880, CARHR028810
OG0000244	Roisl.0082s0288.1.p, Roisl.0082s0284.1.p, Roisl.0082s0282.1.p, Roisl.0082s0292.1.p	CARHR252310
OG0000244	Roisl.0082s0281.1.p	CARHR252320, CARHR252280
OG0000244	Roisl.0082s0280.1.p	CARHR251320, CARHR252330, CARHR252290
OG0000244	Roisl.0082s0372.1.p, Roisl.0082s0373.1.p, Roisl.0082s0374.1.p	CARHR251330
OG0000246	Roisl.0017s0009.1.p	CARHR131170
OG0000246	Roisl.0017s0010.1.p, Roisl.0017s0011.1.p	CARHR131180
OG0000246	Roisl.0017s0006.1.p	CARHR131140
OG0000246	Roisl.0017s0005.1.p	CARHR131130
OG0000246	Roisl.0017s0008.1.p	CARHR131150, CARHR131160
OG0000247	Roisl.0213s0790.1.p, Roisl.0213s0788.1.p	CARHR291820
OG0000247	Roisl.0015s0176.1.p	CARHR217360
OG0000247	Roisl.0053s0155.1.p	CARHR101580, CARHR101880, CARHR101530
OG0000248	Roisl.0019s0529.1.p	CARHR063150
OG0000248	Roisl.0019s0530.1.p	CARHR063130
OG0000248	Roisl.0210s2206.1.p	CARHR215600
OG0000248	Roisl.0013s0199.1.p	CARHR263070
OG0000251	Roisl.0011s0403.1.p	CARHR147310
OG0000251	Roisl.0011s0408.1.p	CARHR147330
OG0000251	Roisl.0011s0412.1.p	CARHR147340
OG0000252	Roisl.0008s0081.1.p	CARHR230420
OG0000252	Roisl.0010s0130.1.p	CARHR048360
OG0000252	Roisl.0010s0131.1.p, Roisl.0010s0134.1.p	CARHR048350
OG0000252	Roisl.0004s0146.1.p	CARHR071040
OG0000252	Roisl.0004s0145.1.p	CARHR071050
OG0000253	Roisl.0034s0150.1.p	CARHR210890
OG0000253	Roisl.0074s0750.1.p	CARHR087080
OG0000253	Roisl.0079s0301.1.p	CARHR083850
OG0000253	Roisl.0034s0151.1.p	CARHR210880
OG0000254	Roisl.0002s0134.1.p	CARHR290060
OG0000254	Roisl.0002s0133.1.p	CARHR290070
OG0000254	Roisl.0002s0126.1.p, Roisl.0002s0127.1.p	CARHR290100
OG0000256	Roisl.0115s0633.1.p	CARHR024770
OG0000257	Roisl.0005s0208.1.p, Roisl.0005s0205.1.p	CARHR069250, CARHR069290, CARHR069270
OG0000259	Roisl.0017s0412.1.p	CARHR135220
OG0000259	Roisl.0004s0013.1.p, Roisl.0004s0014.1.p	CARHR117790
OG0000260	Roisl.0001s0521.1.p	CARHR247220
OG0000260	Roisl.0189s0177.1.p	CARHR264830
OG0000262	Roisl.0050s0098.1.p	CARHR046940
OG0000262	Roisl.0050s0097.1.p	CARHR046930
OG0000265	Roisl.0066s0323.1.p, Roisl.0046s0630.1.p	CARHR263710, CARHR257150
OG0000265	Roisl.0075s0154.1.p, Roisl.0046s1126.1.p	CARHR159730
OG0000266	Roisl.0189s0075.1.p, Roisl.0189s0074.1.p, Roisl.0184s0095.1.p, Roisl.0184s0093.1.p	CARHR284840, CARHR266790, CARHR257990
OG0000266	Roisl.0082s0658.1.p	CARHR266780, CARHR224090, CARHR036480
OG0000266	Roisl.0031s0137.1.p	CARHR266730, CARHR253160
OG0000269	Roisl.0080s0302.1.p	CARHR273300
OG0000269	Roisl.0091s1013.1.p, Roisl.0091s1011.1.p	CARHR007130, CARHR007140
OG0000269	Roisl.0214s0655.1.p	CARHR053220
OG0000269	Roisl.0082s0743.1.p	CARHR122830
OG0000270	Roisl.0184s0072.1.p	CARHR047950
OG0000270	Roisl.0050s0087.1.p	CARHR046830, CARHR048520, CARHR048230, CARHR055280, CARHR051040, CARHR012890, CARHR052820, CARHR051010, CARHR151310
OG0000270	Roisl.0008s0010.1.p	CARHR048470
OG0000270	Roisl.0010s0123.1.p	CARHR048540, CARHR048090
OG0000270	Roisl.0010s0124.1.p	CARHR050170, CARHR048500
OG0000273	Roisl.0082s0095.1.p	CARHR258000
OG0000273	Roisl.0082s0101.1.p	CARHR284830, CARHR266760
OG0000275	Roisl.0005s0214.1.p	CARHR175770
OG0000275	Roisl.0006s0174.1.p	CARHR041170, CARHR041160
OG0000275	Roisl.0214s0705.1.p, Roisl.0214s0704.1.p	CARHR185060, CARHR185040
OG0000277	Roisl.0001s0078.1.p	CARHR243020, CARHR247840
OG0000277	Roisl.0007s0143.1.p	CARHR020400
OG0000278	Roisl.0210s2199.1.p	CARHR215670
OG0000278	Roisl.0064s0021.1.p	CARHR215220
OG0000278	Roisl.0210s2209.1.p	CARHR215570
OG0000278	Roisl.0210s2204.1.p	CARHR215560, CARHR215610
OG0000278	Roisl.0210s2203.1.p, Roisl.0210s2200.1.p	CARHR215640
OG0000278	Roisl.0210s2202.1.p	CARHR215620, CARHR215650
OG0000279	Roisl.0074s0025.1.p, Roisl.0074s0024.1.p	CARHR094510
OG0000279	Roisl.0213s0480.1.p, Roisl.0213s0484.1.p	CARHR031350, CARHR031360
OG0000279	Roisl.0012s0364.1.p	CARHR177740, CARHR257320, CARHR177410, CARHR177420, CARHR152170, CARHR177900, CARHR221580, CARHR177780, CARHR177760, CARHR177770
OG0000279	Roisl.0002s0222.1.p	CARHR178120, CARHR177310
OG0000279	Roisl.0012s0338.1.p	CARHR177790, CARHR177800, CARHR178860
