Orthogroup	Rorippa_islandica	Arabidopsis_lyrata_NCBI
OG0000129	Roisl.0021s0625.1.p	XP_020890885.1
OG0000130	Roisl.0012s0041.1.p, Roisl.0032s0030.1.p, Roisl.0189s0078.1.p	XP_020866264.1, XP_020866430.1, XP_020875826.1, XP_020881874.1, XP_020870431.1, XP_020890790.1, XP_020888401.1
OG0000130	Roisl.0080s0678.1.p	XP_002878891.2
OG0000132	Roisl.0046s1480.1.p	XP_020880888.1
OG0000132	Roisl.0024s0217.1.p	XP_020882481.1, XP_020882467.1
OG0000132	Roisl.0024s0216.1.p	XP_020871481.1, XP_020883459.1
OG0000134	Roisl.0214s0845.1.p	XP_020866269.1
OG0000134	Roisl.0045s0039.1.p	XP_020865886.1
OG0000134	Roisl.0046s0012.1.p	XP_020879760.1, XP_020874575.1, XP_020874571.1, XP_020874573.1, XP_020874585.1, XP_020874574.1, XP_020880962.1
OG0000134	Roisl.0004s0001.1.p	XP_020883481.1, XP_020882189.1
OG0000134	Roisl.0214s0290.1.p	XP_020879464.1, XP_020879441.1, XP_002863119.2, XP_020875295.1, XP_020875315.1
OG0000137	Roisl.0080s0795.1.p	XP_002866093.1
OG0000137	Roisl.0080s0801.1.p	XP_020881826.1
OG0000137	Roisl.0080s0798.1.p	XP_020870474.1
OG0000137	Roisl.0080s0799.1.p	XP_002866092.1
OG0000137	Roisl.0080s0800.1.p	XP_020872008.1
OG0000138	Roisl.0214s0533.1.p	XP_020880953.1, XP_020865702.1
OG0000138	Roisl.0018s0009.1.p	XP_020880550.1
OG0000138	Roisl.0018s0007.1.p	XP_020880529.1
OG0000138	Roisl.0018s0015.1.p	XP_020880592.1
OG0000138	Roisl.0018s0013.1.p	XP_020880551.1
OG0000138	Roisl.0209s0397.1.p, Roisl.0209s0398.1.p, Roisl.0209s0399.1.p, Roisl.0189s0215.1.p	XP_020881910.1, XP_020880545.1
OG0000138	Roisl.0046s1395.1.p	XP_020889594.1, XP_020880950.1, XP_002876243.1
OG0000140	Roisl.0066s0405.1.p	XP_020890690.1
OG0000141	Roisl.0021s0319.1.p	XP_020867361.1
OG0000148	Roisl.0006s0146.1.p	XP_020866202.1
OG0000148	Roisl.0006s0148.1.p	XP_020889929.1
OG0000148	Roisl.0013s0141.1.p	XP_020868378.1, XP_020868376.1
OG0000148	Roisl.0082s0572.1.p	XP_020888855.1
OG0000148	Roisl.0210s1505.1.p	XP_020877791.1
OG0000150	Roisl.0032s0020.1.p, Roisl.0018s0384.1.p	XP_020877517.1
OG0000151	Roisl.0046s1506.1.p	XP_020881605.1
OG0000151	Roisl.0046s1505.1.p	XP_002878017.1
OG0000151	Roisl.0017s0307.1.p	XP_002881649.1
OG0000151	Roisl.0046s1504.1.p	XP_002878016.1
OG0000151	Roisl.0046s1329.1.p	XP_020880621.1
OG0000151	Roisl.0017s0076.1.p	XP_020884903.1
OG0000151	Roisl.0210s1053.1.p	XP_002871574.1
OG0000153	Roisl.0209s0522.1.p, Roisl.0082s0712.1.p	XP_020885355.1, XP_020885350.1
OG0000153	Roisl.0033s0089.1.p	XP_002881123.1
OG0000153	Roisl.0082s0715.1.p	XP_020885362.1
OG0000153	Roisl.0091s1018.1.p	XP_020866558.1
OG0000154	Roisl.0006s0138.1.p	XP_020879595.1, XP_020877958.1
OG0000157	Roisl.0213s0249.1.p, Roisl.0213s0140.1.p, Roisl.0115s0101.1.p, Roisl.0210s0036.1.p, Roisl.0115s0102.1.p	XP_020866091.1
OG0000157	Roisl.0213s0342.1.p, Roisl.0213s0344.1.p	XP_020869575.1, XP_020870755.1
OG0000158	Roisl.0020s0089.1.p	XP_020873114.1
OG0000158	Roisl.0046s0594.1.p, Roisl.0046s1609.1.p	XP_020872404.1, XP_002869017.2
OG0000158	Roisl.0034s0152.1.p	XP_020873567.1, XP_020873647.1, XP_002869930.1
OG0000158	Roisl.0191s0244.1.p	XP_020883421.1
OG0000158	Roisl.0020s0185.1.p	XP_020877947.1
OG0000160	Roisl.0066s0007.1.p	XP_020888881.1
OG0000160	Roisl.0003s0027.1.p	XP_020872380.1
OG0000160	Roisl.0080s0566.1.p	XP_020870964.1
OG0000160	Roisl.0214s0132.1.p	XP_020889051.1
OG0000160	Roisl.0185s0093.1.p	XP_020882578.1
OG0000160	Roisl.0115s0111.1.p	XP_020890865.1
OG0000160	Roisl.0051s0034.1.p	XP_020885195.1
OG0000162	Roisl.0028s0711.1.p	XP_002879436.2
OG0000162	Roisl.0028s0709.1.p	XP_002879435.1
OG0000162	Roisl.0028s0513.1.p	XP_020881030.1, XP_020880682.1, XP_002873553.1, XP_020881771.1, XP_002875217.1, XP_020874590.1, XP_020875337.1, XP_002893105.1
OG0000162	Roisl.0213s0743.1.p	XP_002883663.1, XP_020887605.1
OG0000162	Roisl.0028s0712.1.p	XP_002879439.1, XP_002879438.1
OG0000165	Roisl.0013s0197.1.p	XP_002883872.1
OG0000166	Roisl.0023s0082.1.p	XP_020885127.1
OG0000167	Roisl.0115s0450.1.p	XP_002883620.2, XP_020887739.1, XP_002883624.2
OG0000167	Roisl.0115s0454.1.p	XP_020888465.1, XP_020886358.1
OG0000167	Roisl.0053s0365.1.p	XP_020889511.1
OG0000169	Roisl.0006s0266.1.p	XP_002877168.1
OG0000170	Roisl.0035s0196.1.p	XP_002882022.1
OG0000170	Roisl.0018s0217.1.p	XP_020882337.1
OG0000170	Roisl.0018s0216.1.p	XP_002878356.2
OG0000170	Roisl.0035s0198.1.p	XP_002882021.1
OG0000170	Roisl.0035s0200.1.p	XP_002882020.2
OG0000171	Roisl.0031s0104.1.p	XP_002865968.1
OG0000171	Roisl.0050s0073.1.p	XP_020874812.1, XP_002887912.1
OG0000171	Roisl.0066s0281.1.p	XP_020888018.1
OG0000171	Roisl.0080s0713.1.p	XP_020891046.1
OG0000171	Roisl.0079s0225.1.p	XP_020888570.1
OG0000171	Roisl.0022s0465.1.p	XP_002867477.1
OG0000172	Roisl.0046s1356.1.p	XP_020874182.1
OG0000172	Roisl.0012s0296.1.p, Roisl.0027s0147.1.p	XP_020876673.1, XP_020881795.1, XP_020866133.1
OG0000173	Roisl.0003s0258.1.p	XP_002868919.2
OG0000173	Roisl.0001s0452.1.p	XP_002868934.1
OG0000173	Roisl.0053s0207.1.p	XP_020886346.1
OG0000173	Roisl.0210s1802.1.p, Roisl.0001s0420.1.p, Roisl.0008s0315.1.p	XP_002866926.1
OG0000173	Roisl.0214s0637.1.p	XP_020872385.1, XP_020874945.1
OG0000175	Roisl.0019s0487.1.p, Roisl.0191s0187.1.p	XP_020870037.1, XP_020890687.1
OG0000175	Roisl.0021s0131.1.p	XP_002892585.1
OG0000175	Roisl.0210s1168.1.p	XP_002871626.1
OG0000176	Roisl.0021s0605.1.p	XP_020883479.1, XP_020883055.1, XP_020882682.1, XP_020882656.1
OG0000176	Roisl.0039s0061.1.p	XP_020888110.1
OG0000176	Roisl.0005s0278.1.p	XP_020889939.1
OG0000177	Roisl.0049s0035.1.p	XP_020869474.1, XP_020889073.1
OG0000177	Roisl.0189s0081.1.p	XP_020877970.1, XP_020869475.1
OG0000177	Roisl.0049s0036.1.p	XP_020869473.1
OG0000178	Roisl.0082s0204.1.p	XP_002874799.1
OG0000178	Roisl.0082s0206.1.p	XP_002872696.1
OG0000178	Roisl.0082s0205.1.p	XP_020877648.1
OG0000178	Roisl.0082s0207.1.p	XP_020877653.1
OG0000178	Roisl.0082s0209.1.p, Roisl.0082s0208.1.p	XP_002872697.1
OG0000178	Roisl.0184s0012.1.p	XP_002893865.1
OG0000179	Roisl.0214s0723.1.p, Roisl.0214s0729.1.p, Roisl.0214s0720.1.p, Roisl.0214s0730.1.p, Roisl.0214s0701.1.p, Roisl.0214s0727.1.p, Roisl.0214s0636.1.p, Roisl.0214s0722.1.p, Roisl.0214s0666.1.p, Roisl.0214s0759.1.p	XP_020868284.1
OG0000179	Roisl.0208s0031.1.p	XP_020889719.1
OG0000179	Roisl.0214s0687.1.p, Roisl.0214s0686.1.p	XP_020890288.1
OG0000182	Roisl.0046s1327.1.p	XP_020880330.1, XP_020880329.1
OG0000182	Roisl.0018s0428.1.p, Roisl.0020s0176.1.p, Roisl.0018s0427.1.p	XP_020882675.1, XP_020881705.1, XP_020881706.1
OG0000182	Roisl.0020s0170.1.p	XP_020881703.1
OG0000182	Roisl.0046s1483.1.p	XP_020880890.1
OG0000182	Roisl.0046s1409.1.p, Roisl.0046s1413.1.p, Roisl.0046s1124.1.p	XP_020882443.1, XP_020882437.1
OG0000183	Roisl.0024s0013.1.p, Roisl.0064s0038.1.p	XP_002888498.1, XP_002870564.1
OG0000183	Roisl.0209s0513.1.p	XP_002879035.1
OG0000184	Roisl.0115s0547.1.p	XP_020886142.1
OG0000185	Roisl.0213s0109.1.p	XP_002891127.1, XP_002891130.1
OG0000185	Roisl.0080s0095.1.p, Roisl.0080s0099.1.p, Roisl.0024s0218.1.p	XP_002876919.1
OG0000185	Roisl.0024s0123.1.p	XP_020869863.1
OG0000185	Roisl.0074s0700.1.p	XP_020871016.1, XP_020867770.1
OG0000185	Roisl.0213s0120.1.p, Roisl.0213s0122.1.p	XP_002890779.1
OG0000186	Roisl.0034s0137.1.p, Roisl.0209s0018.1.p	XP_020879077.1
OG0000186	Roisl.0080s0756.1.p	XP_020881811.1
OG0000186	Roisl.0011s0430.1.p	XP_020882021.1
OG0000186	Roisl.0209s0667.1.p, Roisl.0214s0772.1.p, Roisl.0209s0059.1.p	XP_020891314.1
OG0000186	Roisl.0209s0643.1.p	XP_020879864.1
OG0000187	Roisl.0082s0109.1.p, Roisl.0011s0578.1.p	XP_020882989.1, XP_002878566.1
OG0000187	Roisl.0007s0183.1.p	XP_020869806.1
OG0000187	Roisl.0082s0775.1.p, Roisl.0082s0772.1.p, Roisl.0033s0001.1.p, Roisl.0082s0770.1.p, Roisl.0020s0168.1.p, Roisl.0082s0774.1.p	XP_020883121.1, XP_020885184.1, XP_020884986.1, XP_020885024.1, XP_020885006.1, XP_020885032.1, XP_002879220.1
OG0000188	Roisl.0210s0897.1.p	XP_020879451.1, XP_020879478.1, XP_002873533.1, XP_002884435.1
OG0000188	Roisl.0074s0934.1.p	XP_020885974.1
OG0000189	Roisl.0046s1079.1.p	XP_002876081.1
OG0000189	Roisl.0066s0143.1.p	XP_020885855.1
OG0000189	Roisl.0004s0308.1.p	XP_002887616.1
OG0000189	Roisl.0007s0123.1.p	XP_020870471.1
OG0000192	Roisl.0021s0465.1.p	XP_002877382.2
OG0000193	Roisl.0013s0218.1.p	XP_002891353.1
OG0000193	Roisl.0209s0180.1.p	XP_020866445.1, XP_020869780.1, XP_020869845.1
OG0000195	Roisl.0209s0387.1.p	XP_020881258.1, XP_020881847.1
OG0000195	Roisl.0210s1898.1.p	XP_020877989.1
OG0000196	Roisl.0009s0050.1.p, Roisl.0009s0051.1.p, Roisl.0009s0073.1.p, Roisl.0009s0076.1.p, Roisl.0009s0071.1.p, Roisl.0009s0040.1.p	XP_020872249.1, XP_020883783.1, XP_020874890.1
OG0000197	Roisl.0064s0036.1.p	XP_020872600.1, XP_020872360.1
OG0000197	Roisl.0091s0346.1.p	XP_002869981.2
OG0000197	Roisl.0091s0344.1.p, Roisl.0091s0343.1.p	XP_020865995.1, XP_020875268.1
OG0000198	Roisl.0011s0049.1.p	XP_002875203.1, XP_002875076.1
OG0000198	Roisl.0007s0637.1.p	XP_020869449.1
OG0000199	Roisl.0091s0010.1.p, Roisl.0019s0834.1.p, Roisl.0024s0042.1.p, Roisl.0001s0510.1.p	XP_002891651.2, XP_002891717.1, XP_020868387.1
OG0000199	Roisl.0082s0445.1.p, Roisl.0082s0444.1.p, Roisl.0020s0058.1.p	XP_020874321.1
OG0000200	Roisl.0091s0810.1.p	XP_020870342.1
OG0000200	Roisl.0091s0809.1.p	XP_020870343.1
OG0000202	Roisl.0191s0662.1.p, Roisl.0191s0665.1.p, Roisl.0191s0668.1.p	XP_020879031.1
OG0000202	Roisl.0191s0669.1.p	XP_020877218.1
OG0000203	Roisl.0026s0064.1.p	XP_002878203.1, XP_020880570.1
OG0000203	Roisl.0026s0056.1.p	XP_020880586.1
OG0000208	Roisl.0213s0614.1.p	XP_002880818.2
OG0000208	Roisl.0082s0585.1.p	XP_020876154.1
OG0000209	Roisl.0191s0355.1.p, Roisl.0011s0113.1.p	XP_020869286.1
OG0000209	Roisl.0210s0893.1.p, Roisl.0210s0751.1.p	XP_002871416.1
OG0000209	Roisl.0043s0005.1.p, Roisl.0017s0462.1.p	XP_020883217.1
OG0000209	Roisl.0191s0307.1.p	XP_020867374.1
OG0000210	Roisl.0028s0090.1.p	XP_020884580.1
OG0000210	Roisl.0214s0326.1.p, Roisl.0214s0323.1.p, Roisl.0055s0064.1.p, Roisl.0214s0324.1.p, Roisl.0214s0328.1.p	XP_020884667.1
OG0000215	Roisl.0019s0017.1.p	XP_020874119.1, XP_020871428.1
OG0000215	Roisl.0210s2007.1.p	XP_020866215.1, XP_020884668.1
OG0000215	Roisl.0021s0628.1.p, Roisl.0111s0041.1.p, Roisl.0019s0139.1.p, Roisl.0210s0511.1.p, Roisl.0083s0037.1.p, Roisl.0046s0259.1.p	XP_020869481.1
OG0000215	Roisl.0210s0627.1.p	XP_002863102.2, XP_002878830.2, XP_020890798.1
OG0000216	Roisl.0209s0235.1.p, Roisl.0209s0234.1.p	XP_020877703.1
OG0000216	Roisl.0209s0233.1.p	XP_002872655.2
OG0000216	Roisl.0214s0809.1.p	XP_020865893.1
OG0000216	Roisl.0046s1649.1.p	XP_002876368.2
OG0000218	Roisl.0022s0061.1.p, Roisl.0210s0467.1.p, Roisl.0214s0787.1.p, Roisl.0213s0859.1.p, Roisl.0010s0024.1.p, Roisl.0083s0054.1.p	XP_020877744.1, XP_020872551.1, XP_020882165.1, XP_020881105.1
OG0000219	Roisl.0009s0056.1.p	XP_020880727.1
OG0000219	Roisl.0009s0148.1.p	XP_020872035.1
OG0000221	Roisl.0043s0012.1.p	XP_020885596.1, XP_020870726.1
OG0000221	Roisl.0209s0076.1.p	XP_020879909.1
OG0000225	Roisl.0115s0258.1.p	XP_020889768.1
OG0000225	Roisl.0115s0260.1.p	XP_020890453.1
OG0000225	Roisl.0115s0259.1.p	XP_020890452.1
OG0000226	Roisl.0006s0604.1.p	XP_020885838.1
OG0000226	Roisl.0209s0617.1.p	XP_020865845.1
OG0000227	Roisl.0039s0096.1.p	XP_020886550.1
OG0000227	Roisl.0047s0017.1.p	XP_020877841.1
OG0000227	Roisl.0047s0018.1.p	XP_020888649.1
OG0000229	Roisl.0064s0044.1.p, Roisl.0046s0553.1.p, Roisl.0082s0643.1.p	XP_020884846.1, XP_002878902.1, XP_020884852.1
OG0000229	Roisl.0019s0783.1.p, Roisl.0019s0786.1.p	XP_020866248.1, XP_002875577.1
OG0000230	Roisl.0036s0075.1.p, Roisl.0198s0012.1.p, Roisl.0198s0049.1.p	XP_020880546.1, XP_020880539.1
OG0000230	Roisl.0209s0715.1.p	XP_020880533.1
OG0000230	Roisl.0018s0014.1.p	XP_020880534.1
OG0000230	Roisl.0046s0007.1.p	XP_020875151.1
OG0000233	Roisl.0210s0497.1.p	XP_020876210.1, XP_020876208.1
OG0000233	Roisl.0210s0495.1.p, Roisl.0210s0494.1.p	XP_002873315.1
OG0000233	Roisl.0210s0492.1.p	XP_002873312.1, XP_020877613.1, XP_020876205.1
OG0000234	Roisl.0053s0230.1.p, Roisl.0053s0229.1.p	XP_020876636.1, XP_020879255.1, XP_002883924.1, XP_002891659.1
OG0000234	Roisl.0030s0016.1.p	XP_002871008.2
OG0000235	Roisl.0017s0244.1.p	XP_020885592.1, XP_020883752.1, XP_002862453.1
OG0000235	Roisl.0209s0012.1.p, Roisl.0209s0080.1.p	XP_020889468.1, XP_020888012.1, XP_020865723.1, XP_020877183.1
OG0000236	Roisl.0020s0191.1.p, Roisl.0019s0572.1.p	XP_020865841.1
OG0000236	Roisl.0075s0132.1.p, Roisl.0053s0263.1.p, Roisl.0115s0550.1.p, Roisl.0213s0762.1.p	XP_020865699.1
OG0000236	Roisl.0184s0155.1.p	XP_020878466.1, XP_020876131.1
OG0000237	Roisl.0051s0004.1.p	XP_020881383.1
OG0000237	Roisl.0115s0490.1.p	XP_002885438.2
OG0000238	Roisl.0019s0444.1.p	XP_020872592.1, XP_002888798.1
OG0000238	Roisl.0019s0441.1.p	XP_002888800.1
OG0000238	Roisl.0046s0451.1.p	XP_002872296.1
OG0000238	Roisl.0019s0443.1.p	XP_020891768.1
OG0000241	Roisl.0091s0140.1.p	XP_020873759.1
OG0000241	Roisl.0091s0141.1.p	XP_002867821.1
OG0000241	Roisl.0091s0142.1.p	XP_020873797.1, XP_002867824.2
OG0000241	Roisl.0082s0231.1.p	XP_002872712.1
OG0000241	Roisl.0082s0229.1.p	XP_020876627.1
OG0000241	Roisl.0082s0230.1.p	XP_002872711.1
OG0000242	Roisl.0082s0505.1.p, Roisl.0012s0059.1.p, Roisl.0049s0020.1.p, Roisl.0049s0019.1.p, Roisl.0049s0018.1.p	XP_020871231.1
OG0000242	Roisl.0005s0209.1.p, Roisl.0029s0029.1.p, Roisl.0046s0325.1.p	XP_020879188.1
OG0000243	Roisl.0213s0196.1.p, Roisl.0213s0206.1.p, Roisl.0213s0204.1.p	XP_020867503.1, XP_020867501.1
OG0000244	Roisl.0082s0288.1.p, Roisl.0082s0284.1.p, Roisl.0082s0282.1.p, Roisl.0082s0292.1.p, Roisl.0082s0281.1.p	XP_020876482.1
OG0000244	Roisl.0082s0280.1.p	XP_002872741.1
OG0000244	Roisl.0082s0372.1.p, Roisl.0082s0373.1.p, Roisl.0082s0374.1.p	XP_020876452.1, XP_020877213.1, XP_020876461.1, XP_020876462.1
OG0000244	Roisl.0082s0369.1.p	XP_020876466.1
OG0000245	Roisl.0080s0033.1.p	XP_020891448.1
OG0000246	Roisl.0046s1292.1.p	XP_002877904.2
OG0000246	Roisl.0017s0009.1.p, Roisl.0017s0010.1.p, Roisl.0017s0011.1.p	XP_002881469.1
OG0000246	Roisl.0017s0006.1.p, Roisl.0017s0005.1.p, Roisl.0017s0008.1.p	XP_002881468.1
OG0000247	Roisl.0213s0790.1.p, Roisl.0213s0788.1.p	XP_002868770.2
OG0000247	Roisl.0015s0176.1.p	XP_002867509.1
OG0000247	Roisl.0053s0155.1.p	XP_002883538.1, XP_002883579.1, XP_020887089.1
OG0000248	Roisl.0019s0530.1.p	XP_020881593.1, XP_002887270.1, XP_002887273.1, XP_002887269.1
OG0000248	Roisl.0019s0522.1.p, Roisl.0019s0521.1.p	XP_002887278.1, XP_020865738.1
OG0000248	Roisl.0013s0199.1.p	XP_020872989.1
OG0000249	Roisl.0188s0126.1.p, Roisl.0011s0462.1.p	XP_002887885.2
OG0000251	Roisl.0011s0408.1.p	XP_002876964.1
OG0000251	Roisl.0011s0412.1.p	XP_020882087.1
OG0000251	Roisl.0011s0400.1.p	XP_020881297.1
OG0000252	Roisl.0010s0130.1.p, Roisl.0010s0131.1.p, Roisl.0010s0134.1.p	XP_002887975.1, XP_002887974.1
OG0000252	Roisl.0004s0146.1.p	XP_002887689.1
OG0000252	Roisl.0004s0145.1.p	XP_020891652.1
OG0000253	Roisl.0074s0750.1.p	XP_002884912.1
OG0000253	Roisl.0079s0301.1.p	XP_002884737.1
OG0000253	Roisl.0034s0151.1.p	XP_002873056.1
OG0000254	Roisl.0002s0134.1.p, Roisl.0002s0133.1.p	XP_020872405.1
OG0000254	Roisl.0002s0126.1.p, Roisl.0002s0127.1.p	XP_002870219.1
OG0000254	Roisl.0002s0125.1.p	XP_002870218.1
OG0000256	Roisl.0074s0222.1.p	XP_002885190.1
OG0000256	Roisl.0115s0633.1.p	XP_020886139.1
OG0000256	Roisl.0115s0620.1.p, Roisl.0115s0621.1.p	XP_002885791.1, XP_002885792.1
OG0000257	Roisl.0053s0142.1.p, Roisl.0053s0138.1.p, Roisl.0008s0083.1.p	XP_002870484.1
OG0000257	Roisl.0005s0208.1.p, Roisl.0005s0205.1.p	XP_002887614.1
OG0000257	Roisl.0004s0309.1.p	XP_020891373.1
OG0000259	Roisl.0017s0412.1.p, Roisl.0004s0013.1.p, Roisl.0004s0014.1.p	XP_020883633.1
OG0000259	Roisl.0074s0123.1.p	XP_020887741.1
OG0000260	Roisl.0001s0521.1.p	XP_020872429.1
OG0000260	Roisl.0189s0177.1.p	XP_020881315.1, XP_002862576.1
OG0000261	Roisl.0046s0332.1.p	XP_020877162.1
OG0000261	Roisl.0214s0157.1.p	XP_020873582.1
OG0000262	Roisl.0050s0097.1.p	XP_020891397.1
OG0000263	Roisl.0074s0831.1.p	XP_020887742.1, XP_020880631.1
OG0000265	Roisl.0194s0056.1.p	XP_020883108.1, XP_020872622.1, XP_020877172.1, XP_020886446.1, XP_020876112.1, XP_020868906.1, XP_020870118.1, XP_020874153.1, XP_020886556.1, XP_020885910.1
OG0000266	Roisl.0189s0075.1.p, Roisl.0189s0074.1.p, Roisl.0184s0095.1.p, Roisl.0184s0093.1.p	XP_020871560.1, XP_020884921.1, XP_020872284.1, XP_020871986.1, XP_020884928.1, XP_020878059.1, XP_020871769.1, XP_020884976.1
OG0000266	Roisl.0082s0100.1.p	XP_020865980.1
OG0000266	Roisl.0031s0137.1.p	XP_002865985.2, XP_020867313.1
OG0000267	Roisl.0198s0046.1.p, Roisl.0213s0612.1.p	XP_020877498.1, XP_020872630.1, XP_020875735.1, XP_020885869.1, XP_020872318.1, XP_020872991.1
OG0000267	Roisl.0019s0027.1.p	XP_020871360.1, XP_020874002.1, XP_020883547.1, XP_020866150.1, XP_020874940.1
OG0000269	Roisl.0080s0302.1.p	XP_002864649.1
OG0000269	Roisl.0209s0328.1.p	XP_020867206.1
OG0000269	Roisl.0209s0327.1.p	XP_020881938.1, XP_002877465.1
OG0000269	Roisl.0214s0655.1.p	XP_002888167.1
OG0000269	Roisl.0082s0743.1.p	XP_020883555.1
OG0000270	Roisl.0050s0087.1.p	XP_020890701.1, XP_020867010.1, XP_020890693.1, XP_002885208.2
OG0000273	Roisl.0082s0107.1.p	XP_020884916.1, XP_020884904.1, XP_020871340.1, XP_020878716.1, XP_020871336.1
OG0000273	Roisl.0082s0101.1.p	XP_020881848.1
OG0000275	Roisl.0005s0214.1.p	XP_002866883.1
OG0000275	Roisl.0006s0174.1.p	XP_020872234.1
OG0000275	Roisl.0214s0705.1.p, Roisl.0214s0704.1.p	XP_002886688.1, XP_002872307.1, XP_020879009.1, XP_020879174.1
OG0000277	Roisl.0007s0143.1.p	XP_020867393.1
OG0000278	Roisl.0210s2199.1.p	XP_020875511.1
OG0000278	Roisl.0064s0021.1.p	XP_002870549.2
OG0000278	Roisl.0210s2209.1.p, Roisl.0210s2204.1.p	XP_002870533.1, XP_002870532.1
OG0000278	Roisl.0210s2203.1.p, Roisl.0210s2200.1.p, Roisl.0210s2202.1.p	XP_020875512.1, XP_020873117.1, XP_020875510.1
OG0000279	Roisl.0074s0025.1.p, Roisl.0074s0024.1.p	XP_020885653.1
OG0000279	Roisl.0213s0480.1.p, Roisl.0213s0484.1.p	XP_002865315.1
OG0000279	Roisl.0204s0061.1.p	XP_020871068.1
OG0000279	Roisl.0012s0364.1.p, Roisl.0002s0222.1.p, Roisl.0012s0338.1.p, Roisl.0012s0363.1.p, Roisl.0012s0072.1.p	XP_020880901.1, XP_020870359.1, XP_002865312.2, XP_020879319.1, XP_002865311.2
OG0000284	Roisl.0079s0172.1.p, Roisl.0016s0159.1.p, Roisl.0023s0024.1.p, Roisl.0045s0070.1.p	XP_020870361.1, XP_020870665.1, XP_020881798.1, XP_020872647.1, XP_020871484.1, XP_020869117.1
OG0000285	Roisl.0091s0196.1.p	XP_002867852.2
OG0000285	Roisl.0022s0391.1.p	XP_020873274.1
OG0000287	Roisl.0210s2064.1.p	XP_020883537.1, XP_020872326.1, XP_020872564.1, XP_020871381.1, XP_020887934.1, XP_020887949.1, XP_020886474.1, XP_020884445.1, XP_020886473.1, XP_020875648.1, XP_020878635.1, XP_020872665.1, XP_020887771.1, XP_020882738.1, XP_020877151.1, XP_020872930.1, XP_020874083.1, XP_020877150.1, XP_020884709.1, XP_020875677.1, XP_020871388.1, XP_020880630.1, XP_020877136.1, XP_020881887.1, XP_020879241.1, XP_020867298.1, XP_020872205.1, XP_020866703.1, XP_020884062.1, XP_020890220.1, XP_020867880.1, XP_020890153.1, XP_020867339.1, XP_020876821.1, XP_020875267.1, XP_020868277.1, XP_020866015.1, XP_020886927.1, XP_020876887.1, XP_020877156.1, XP_020887418.1, XP_020879033.1, XP_020876212.1, XP_020866400.1, XP_020866553.1, XP_020884454.1, XP_020890899.1, XP_020873115.1, XP_020886269.1, XP_020886187.1, XP_020871370.1, XP_020876886.1, XP_020867257.1, XP_020875797.1, XP_020873078.1, XP_020881804.1, XP_020874122.1, XP_020882722.1
OG0000288	Roisl.0204s0118.1.p, Roisl.0005s0251.1.p, Roisl.0074s0867.1.p, Roisl.0213s0192.1.p, Roisl.0025s0037.1.p, Roisl.0055s0015.1.p, Roisl.0020s0127.1.p, Roisl.0195s0030.1.p, Roisl.0214s0072.1.p, Roisl.0060s0004.1.p, Roisl.0005s0153.1.p, Roisl.0019s0304.1.p, Roisl.0082s0290.1.p, Roisl.0082s0287.1.p, Roisl.0066s0396.1.p, Roisl.0006s0167.1.p, Roisl.0179s0061.1.p, Roisl.0021s0476.1.p, Roisl.0011s0357.1.p, Roisl.0214s0058.1.p	XP_020890803.1, XP_002885850.1, XP_020876120.1
OG0000289	Roisl.0023s0078.1.p	XP_020885124.1
OG0000291	Roisl.0213s0709.1.p	XP_002883696.1, XP_020886867.1, XP_002883695.1
OG0000291	Roisl.0213s0698.1.p, Roisl.0213s0699.1.p	XP_002883688.1
OG0000292	Roisl.0115s0245.1.p	XP_020890626.1
OG0000294	Roisl.0210s1263.1.p	XP_020879531.1, XP_020876591.1, XP_020869571.1
OG0000294	Roisl.0010s0166.1.p, Roisl.0010s0167.1.p	XP_020879520.1
OG0000295	Roisl.0091s0669.1.p	XP_002868101.1
OG0000295	Roisl.0091s0750.1.p, Roisl.0091s0749.1.p	XP_020868018.1
OG0000295	Roisl.0213s0061.1.p	XP_020870970.1
OG0000295	Roisl.0074s0873.1.p	XP_020888216.1
OG0000296	Roisl.0213s0539.1.p, Roisl.0080s0367.1.p	XP_020874639.1, XP_002864614.1
OG0000296	Roisl.0011s0339.1.p, Roisl.0080s0406.1.p, Roisl.0193s0017.1.p	XP_020871535.1, XP_020871085.1, XP_020871516.1, XP_020871467.1, XP_020871600.1, XP_020871468.1, XP_020871433.1, XP_020870866.1, XP_020879394.1
OG0000298	Roisl.0040s0062.1.p	XP_002885936.1, XP_002891052.1, XP_020866089.1, XP_020866347.1
OG0000298	Roisl.0040s0063.1.p	XP_002891050.1
OG0000300	Roisl.0046s0538.1.p	XP_020866446.1
OG0000300	Roisl.0046s1516.1.p, Roisl.0084s0003.1.p	XP_020881468.1, XP_020890816.1
OG0000301	Roisl.0028s0118.1.p, Roisl.0028s0117.1.p, Roisl.0009s0246.1.p, Roisl.0028s0116.1.p	XP_020884774.1
OG0000304	Roisl.0023s0037.1.p	XP_002878839.1, XP_020883542.1, XP_020885530.1
OG0000304	Roisl.0082s0181.1.p, Roisl.0082s0180.1.p	XP_020877194.1
OG0000304	Roisl.0013s0043.1.p	XP_002881723.1
OG0000305	Roisl.0007s0413.1.p	XP_002890206.2
OG0000305	Roisl.0028s0606.1.p	XP_002893940.1, XP_020885575.1, XP_020884760.1, XP_002874576.1
OG0000306	Roisl.0213s0805.1.p, Roisl.0046s0021.1.p	XP_020873122.1
OG0000307	Roisl.0053s0429.1.p	XP_020889281.1
