Orthogroup	Rorippa_islandica	Capsella_rubella
OG0000138	Roisl.0209s0397.1.p, Roisl.0209s0398.1.p, Roisl.0209s0399.1.p, Roisl.0189s0215.1.p	XP_023639081.1
OG0000138	Roisl.0046s1395.1.p	XP_006304853.2, XP_006292487.1
OG0000140	Roisl.0066s0405.1.p	XP_023633812.1
OG0000141	Roisl.0021s0319.1.p	XP_006306386.2
OG0000141	Roisl.0021s0320.1.p, Roisl.0036s0055.1.p	XP_006301979.2
OG0000143	Roisl.0009s0285.1.p, Roisl.0048s0044.1.p, Roisl.0189s0085.1.p	XP_023638853.1
OG0000143	Roisl.0012s0100.1.p, Roisl.0214s0209.1.p, Roisl.0071s0002.1.p	XP_023638858.1
OG0000143	Roisl.0019s0075.1.p, Roisl.0014s0024.1.p, Roisl.0058s0105.1.p, Roisl.0184s0037.1.p, Roisl.0213s0768.1.p, Roisl.0210s2172.1.p, Roisl.0185s0038.1.p, Roisl.0047s0065.1.p	XP_023644225.1
OG0000148	Roisl.0013s0175.1.p	XP_023632926.1, XP_006279114.2, XP_006305969.2, XP_006303718.2
OG0000148	Roisl.0006s0148.1.p	XP_023644303.1
OG0000148	Roisl.0013s0141.1.p	XP_023633110.1
OG0000151	Roisl.0027s0100.1.p	XP_006292174.1, XP_006279090.2
OG0000151	Roisl.0046s1506.1.p	XP_006290668.1
OG0000151	Roisl.0046s1505.1.p	XP_006292545.1
OG0000151	Roisl.0017s0307.1.p	XP_006295608.1
OG0000151	Roisl.0046s1504.1.p	XP_006292248.1
OG0000151	Roisl.0046s1329.1.p	XP_006290640.1
OG0000151	Roisl.0017s0076.1.p	XP_006295587.1
OG0000151	Roisl.0210s1053.1.p	XP_006287124.2
OG0000153	Roisl.0209s0522.1.p, Roisl.0082s0712.1.p	XP_023639932.1
OG0000153	Roisl.0033s0089.1.p	XP_006294819.1
OG0000153	Roisl.0082s0717.1.p	XP_023639767.1, XP_023639968.1
OG0000153	Roisl.0082s0715.1.p	XP_023639834.1, XP_023639909.1, XP_023640029.1
OG0000153	Roisl.0082s0716.1.p, Roisl.0091s1020.1.p, Roisl.0091s1018.1.p	XP_023639879.1
OG0000153	Roisl.0082s0719.1.p	XP_023639769.1
OG0000154	Roisl.0006s0138.1.p	XP_023644539.1
OG0000157	Roisl.0213s0249.1.p, Roisl.0213s0140.1.p, Roisl.0115s0101.1.p, Roisl.0210s0036.1.p, Roisl.0115s0102.1.p	XP_006304647.1
OG0000157	Roisl.0080s0598.1.p	XP_006281807.1
OG0000158	Roisl.0020s0089.1.p	XP_023635458.1, XP_006279441.2
OG0000158	Roisl.0046s0594.1.p, Roisl.0046s1609.1.p	XP_006285768.2
OG0000158	Roisl.0191s0244.1.p	XP_006289701.2, XP_006289843.2
OG0000160	Roisl.0066s0007.1.p	XP_006296920.1
OG0000160	Roisl.0003s0027.1.p	XP_006282542.1
OG0000160	Roisl.0080s0566.1.p	XP_006282289.1
OG0000160	Roisl.0214s0132.1.p	XP_006279406.1
OG0000160	Roisl.0185s0093.1.p	XP_006279360.1
OG0000160	Roisl.0115s0111.1.p	XP_023643729.1
OG0000160	Roisl.0051s0034.1.p	XP_006293643.2
OG0000162	Roisl.0028s0711.1.p	XP_006294455.1
OG0000162	Roisl.0028s0709.1.p	XP_006296229.1
OG0000162	Roisl.0028s0513.1.p	XP_023638032.1, XP_006292794.1
OG0000162	Roisl.0213s0743.1.p	XP_006299665.1
OG0000162	Roisl.0028s0712.1.p	XP_006295600.1, XP_006296378.1
OG0000164	Roisl.0204s0173.1.p, Roisl.0214s0124.1.p	XP_023634523.1
OG0000165	Roisl.0013s0197.1.p	XP_006284720.1
OG0000166	Roisl.0019s0845.1.p	XP_006282538.1
OG0000166	Roisl.0051s0042.1.p	XP_023640595.1
OG0000166	Roisl.0023s0082.1.p	XP_023640242.1
OG0000167	Roisl.0115s0450.1.p	XP_006300127.2
OG0000167	Roisl.0115s0454.1.p	XP_006299157.1
OG0000169	Roisl.0006s0266.1.p	XP_023642400.1
OG0000169	Roisl.0006s0267.1.p, Roisl.0009s0058.1.p, Roisl.0009s0099.1.p, Roisl.0066s0375.1.p	XP_006304855.1, XP_023637223.1, XP_023638076.1, XP_006299871.1, XP_006299319.1
OG0000170	Roisl.0035s0196.1.p	XP_023640533.1
OG0000170	Roisl.0018s0217.1.p	XP_006293280.2
OG0000170	Roisl.0018s0216.1.p	XP_006292819.2
OG0000170	Roisl.0035s0199.1.p	XP_023641004.1, XP_006307271.1
OG0000170	Roisl.0035s0198.1.p	XP_023640714.1
OG0000170	Roisl.0035s0200.1.p	XP_023639945.1
OG0000170	Roisl.0023s0104.1.p, Roisl.0028s0023.1.p	XP_023640606.1, XP_023640163.1
OG0000171	Roisl.0031s0104.1.p	XP_006281266.1
OG0000171	Roisl.0050s0073.1.p	XP_006284706.1
OG0000171	Roisl.0066s0281.1.p	XP_006298751.1
OG0000171	Roisl.0080s0713.1.p	XP_006281239.2
OG0000171	Roisl.0079s0226.1.p	XP_023641832.1
OG0000171	Roisl.0079s0225.1.p	XP_006298742.1
OG0000171	Roisl.0022s0465.1.p	XP_006284700.1
OG0000173	Roisl.0003s0258.1.p	XP_006282189.2
OG0000173	Roisl.0001s0419.1.p, Roisl.0045s0089.1.p	XP_023633711.1
OG0000173	Roisl.0001s0452.1.p	XP_006284898.2, XP_023644326.1
OG0000173	Roisl.0053s0207.1.p	XP_023641380.1
OG0000173	Roisl.0041s0073.1.p	XP_023641239.1
OG0000173	Roisl.0001s0420.1.p, Roisl.0008s0315.1.p	XP_006289268.1
OG0000173	Roisl.0214s0637.1.p	XP_023637961.1
OG0000175	Roisl.0046s1598.1.p	XP_006302886.1
OG0000175	Roisl.0021s0131.1.p	XP_006305640.2
OG0000175	Roisl.0210s1168.1.p	XP_023635842.1
OG0000176	Roisl.0021s0605.1.p	XP_006293700.1, XP_006293701.1, XP_023639559.1, XP_006295969.1
OG0000176	Roisl.0039s0061.1.p	XP_006299638.1
OG0000176	Roisl.0005s0278.1.p	XP_023644310.1
OG0000177	Roisl.0007s0001.1.p	XP_006303693.1
OG0000177	Roisl.0007s0025.1.p, Roisl.0082s0666.1.p, Roisl.0007s0004.1.p, Roisl.0011s0371.1.p	XP_006303161.1, XP_006283212.1
OG0000178	Roisl.0082s0204.1.p	XP_006289433.1
OG0000178	Roisl.0082s0206.1.p	XP_006286464.1
OG0000178	Roisl.0082s0205.1.p	XP_006286371.1
OG0000178	Roisl.0082s0207.1.p	XP_006289092.1, XP_006289348.1, XP_023635846.1, XP_006287233.1
OG0000178	Roisl.0082s0209.1.p, Roisl.0082s0208.1.p	XP_023635847.1, XP_006289234.1, XP_006286467.1
OG0000178	Roisl.0184s0012.1.p	XP_006286468.1
OG0000179	Roisl.0208s0031.1.p	XP_006300602.2
OG0000179	Roisl.0214s0687.1.p, Roisl.0214s0686.1.p	XP_006300788.1
OG0000179	Roisl.0214s0662.1.p, Roisl.0214s0689.1.p, Roisl.0214s0768.1.p, Roisl.0214s0758.1.p, Roisl.0214s0794.1.p, Roisl.0214s0685.1.p	XP_006300705.1
OG0000183	Roisl.0024s0013.1.p, Roisl.0064s0038.1.p	XP_006302967.1, XP_006284698.1
OG0000183	Roisl.0209s0513.1.p	XP_006294957.1
OG0000184	Roisl.0115s0547.1.p	XP_023641851.1
OG0000185	Roisl.0074s0700.1.p	XP_006305431.1
OG0000185	Roisl.0213s0120.1.p, Roisl.0213s0122.1.p	XP_023645963.1, XP_006305370.1
OG0000186	Roisl.0011s0430.1.p	XP_006292443.2
OG0000186	Roisl.0209s0667.1.p, Roisl.0214s0772.1.p, Roisl.0209s0059.1.p	XP_023632799.1
OG0000187	Roisl.0082s0109.1.p, Roisl.0011s0578.1.p	XP_006296499.1
OG0000187	Roisl.0007s0183.1.p	XP_006304517.1
OG0000187	Roisl.0082s0775.1.p, Roisl.0082s0772.1.p, Roisl.0033s0001.1.p, Roisl.0082s0770.1.p, Roisl.0020s0168.1.p, Roisl.0082s0774.1.p	XP_023640855.1, XP_006295478.1, XP_023640375.1, XP_006296294.1, XP_023640377.1, XP_023640926.1, XP_023644474.1, XP_006295737.1
OG0000188	Roisl.0210s0897.1.p	XP_006289243.1, XP_006289137.1, XP_006286705.1
OG0000188	Roisl.0074s0934.1.p	XP_006299314.2
OG0000189	Roisl.0046s1079.1.p	XP_006293293.1
OG0000189	Roisl.0066s0143.1.p	XP_006296623.1
OG0000189	Roisl.0004s0308.1.p	XP_006302850.1
OG0000189	Roisl.0007s0123.1.p	XP_006305647.1
OG0000192	Roisl.0021s0463.1.p	XP_006303793.1
OG0000192	Roisl.0021s0465.1.p	XP_006292772.1
OG0000193	Roisl.0013s0218.1.p	XP_006304962.1
OG0000193	Roisl.0209s0180.1.p	XP_023633071.1, XP_023632600.1
OG0000195	Roisl.0204s0063.1.p, Roisl.0214s0365.1.p, Roisl.0214s0364.1.p, Roisl.0214s0377.1.p	XP_006299848.1
OG0000195	Roisl.0046s0760.1.p	XP_023638998.1
OG0000195	Roisl.0210s1898.1.p	XP_006287222.1
OG0000195	Roisl.0013s0004.1.p, Roisl.0080s0275.1.p	XP_023644268.1, XP_006301244.1
OG0000196	Roisl.0066s0322.1.p	XP_023635062.1
OG0000197	Roisl.0064s0036.1.p	XP_006282799.2
OG0000197	Roisl.0091s0346.1.p	XP_023633844.1
OG0000198	Roisl.0011s0049.1.p	XP_006291995.1
OG0000198	Roisl.0007s0637.1.p	XP_006306087.1
OG0000199	Roisl.0091s0010.1.p, Roisl.0019s0834.1.p, Roisl.0024s0042.1.p, Roisl.0001s0510.1.p	XP_006304151.2, XP_006303339.1, XP_006304149.1
OG0000199	Roisl.0082s0445.1.p, Roisl.0082s0444.1.p, Roisl.0020s0058.1.p	XP_006293511.1
OG0000200	Roisl.0214s0406.1.p, Roisl.0091s1125.1.p	XP_023641964.1
OG0000200	Roisl.0091s0809.1.p	XP_006305980.1
OG0000202	Roisl.0191s0663.1.p	XP_006286785.2
OG0000202	Roisl.0191s0669.1.p	XP_023636924.1
OG0000202	Roisl.0184s0147.1.p	XP_023636108.1
OG0000203	Roisl.0026s0064.1.p	XP_006292197.1
OG0000203	Roisl.0026s0056.1.p	XP_006292664.2
OG0000204	Roisl.0210s2155.1.p	XP_023641349.1
OG0000205	Roisl.0209s0536.1.p, Roisl.0194s0079.1.p, Roisl.0209s0784.1.p, Roisl.0191s0702.1.p, Roisl.0204s0008.1.p, Roisl.0185s0083.1.p, Roisl.0194s0012.1.p, Roisl.0066s0404.1.p, Roisl.0012s0177.1.p, Roisl.0185s0085.1.p, Roisl.0215s0013.1.p, Roisl.0209s0582.1.p, Roisl.0037s0079.1.p	XP_023639324.1
OG0000208	Roisl.0213s0614.1.p	XP_023644532.1
OG0000208	Roisl.0048s0028.1.p, Roisl.0082s0585.1.p	XP_023632621.1
OG0000209	Roisl.0210s0893.1.p, Roisl.0210s0751.1.p	XP_006287874.1, XP_006296766.1
OG0000210	Roisl.0028s0090.1.p	XP_006294103.1
OG0000214	Roisl.0002s0228.1.p, Roisl.0017s0481.1.p	XP_023640469.1
OG0000215	Roisl.0210s2007.1.p	XP_006296786.1
OG0000216	Roisl.0209s0235.1.p, Roisl.0209s0234.1.p	XP_023636119.1, XP_023635737.1
OG0000216	Roisl.0209s0233.1.p	XP_023637283.1
OG0000216	Roisl.0214s0809.1.p	XP_006302421.1
OG0000216	Roisl.0046s1649.1.p	XP_006292358.1
OG0000218	Roisl.0022s0061.1.p, Roisl.0210s0467.1.p, Roisl.0214s0787.1.p, Roisl.0213s0859.1.p, Roisl.0010s0024.1.p, Roisl.0083s0054.1.p	XP_023643610.1, XP_023642575.1, XP_023632899.1, XP_023637419.1
OG0000221	Roisl.0209s0076.1.p	XP_023644448.1
OG0000225	Roisl.0115s0259.1.p	XP_006300476.1
OG0000226	Roisl.0057s0014.1.p, Roisl.0006s0604.1.p	XP_006285264.2
OG0000226	Roisl.0209s0617.1.p	XP_023643531.1
OG0000227	Roisl.0039s0096.1.p	XP_006296962.1
OG0000227	Roisl.0047s0017.1.p	XP_006286443.2
OG0000227	Roisl.0047s0018.1.p	XP_006296914.1
OG0000229	Roisl.0064s0044.1.p, Roisl.0046s0553.1.p, Roisl.0082s0643.1.p	XP_006289451.2, XP_023644307.1, XP_006282853.2, XP_006286342.2
OG0000229	Roisl.0012s0367.1.p, Roisl.0074s0611.1.p	XP_006290232.2, XP_006281727.1
OG0000229	Roisl.0019s0783.1.p, Roisl.0019s0786.1.p	XP_006279442.1, XP_006304782.2
OG0000230	Roisl.0036s0075.1.p, Roisl.0198s0012.1.p, Roisl.0198s0049.1.p	XP_006292365.1
OG0000232	Roisl.0115s0434.1.p	XP_023636098.1
OG0000232	Roisl.0045s0049.1.p	XP_023638057.1
OG0000233	Roisl.0210s0497.1.p	XP_006286767.1
OG0000233	Roisl.0210s0492.1.p	XP_006289542.2, XP_006289289.1
OG0000234	Roisl.0115s0284.1.p	XP_023639230.1, XP_006295841.1
OG0000234	Roisl.0030s0017.1.p	XP_023635829.1
OG0000234	Roisl.0053s0230.1.p, Roisl.0053s0229.1.p	XP_023636750.1, XP_023644543.1, XP_006305075.2
OG0000235	Roisl.0209s0012.1.p, Roisl.0209s0080.1.p	XP_006298477.2, XP_006298206.1, XP_006288183.1, XP_023636873.1
OG0000236	Roisl.0184s0155.1.p	XP_006289606.1
OG0000237	Roisl.0053s0387.1.p, Roisl.0053s0388.1.p	XP_023641253.1, XP_006299438.1, XP_006299488.1, XP_006289972.1, XP_006289053.1, XP_006290121.1, XP_006286744.1
OG0000237	Roisl.0074s0980.1.p, Roisl.0074s0978.1.p, Roisl.0074s0976.1.p	XP_006299227.2
OG0000237	Roisl.0115s0615.1.p	XP_006296746.1
OG0000237	Roisl.0115s0490.1.p	XP_006297875.1
OG0000238	Roisl.0019s0444.1.p	XP_023644384.1
OG0000238	Roisl.0019s0441.1.p	XP_006301818.1
OG0000238	Roisl.0046s0451.1.p	XP_006289231.1
OG0000238	Roisl.0019s0443.1.p	XP_006302942.1
OG0000241	Roisl.0091s0140.1.p	XP_006284545.1
OG0000241	Roisl.0091s0141.1.p	XP_006279099.1, XP_023635292.1, XP_006279100.1, XP_006285919.1, XP_006279101.1
OG0000241	Roisl.0082s0231.1.p	XP_006289300.1
OG0000241	Roisl.0082s0229.1.p	XP_006289916.1
OG0000241	Roisl.0082s0230.1.p	XP_006289215.1
OG0000242	Roisl.0082s0505.1.p, Roisl.0012s0059.1.p, Roisl.0049s0020.1.p, Roisl.0049s0019.1.p, Roisl.0049s0018.1.p	XP_006298183.1
OG0000242	Roisl.0005s0209.1.p, Roisl.0029s0029.1.p, Roisl.0046s0325.1.p	XP_006279117.1, XP_006286819.1, XP_006286567.1
OG0000243	Roisl.0213s0207.1.p	XP_006305771.1
OG0000243	Roisl.0213s0196.1.p, Roisl.0213s0206.1.p, Roisl.0213s0204.1.p	XP_023632576.1, XP_006305710.2, XP_006304552.1
OG0000244	Roisl.0082s0280.1.p	XP_006286805.1, XP_006290182.1
OG0000244	Roisl.0082s0372.1.p, Roisl.0082s0373.1.p, Roisl.0082s0374.1.p	XP_023636139.1, XP_006286807.1
OG0000244	Roisl.0082s0369.1.p	XP_006289480.2
OG0000246	Roisl.0046s1292.1.p	XP_023639020.1
OG0000246	Roisl.0017s0009.1.p, Roisl.0017s0010.1.p, Roisl.0017s0011.1.p	XP_006294087.1, XP_006294083.1
OG0000246	Roisl.0017s0006.1.p, Roisl.0017s0005.1.p, Roisl.0017s0008.1.p	XP_006294067.1, XP_006293528.1
OG0000247	Roisl.0213s0790.1.p, Roisl.0213s0788.1.p, Roisl.0015s0176.1.p	XP_006285568.2
OG0000247	Roisl.0053s0155.1.p	XP_006300085.1
OG0000248	Roisl.0019s0530.1.p	XP_006301801.2
OG0000248	Roisl.0019s0522.1.p, Roisl.0019s0521.1.p	XP_006301741.2
OG0000248	Roisl.0013s0199.1.p	XP_006284516.1
OG0000250	Roisl.0012s0265.1.p	XP_006287939.1
OG0000250	Roisl.0082s0295.1.p	XP_006289516.1
OG0000250	Roisl.0053s0100.1.p	XP_006288303.1, XP_006288300.1
OG0000251	Roisl.0011s0408.1.p	XP_006290953.1, XP_023638661.1
OG0000251	Roisl.0011s0412.1.p	XP_006290954.1, XP_006292275.1
OG0000251	Roisl.0011s0400.1.p	XP_006290948.1
OG0000252	Roisl.0008s0081.1.p	XP_006299068.1
OG0000252	Roisl.0010s0130.1.p, Roisl.0010s0131.1.p, Roisl.0010s0134.1.p	XP_006300513.1, XP_006291286.1, XP_006301004.1
OG0000252	Roisl.0004s0146.1.p	XP_006302386.1
OG0000252	Roisl.0004s0145.1.p	XP_006301754.1
OG0000253	Roisl.0074s0750.1.p	XP_006297173.1
OG0000253	Roisl.0079s0301.1.p	XP_006297174.1
OG0000253	Roisl.0034s0151.1.p	XP_006287234.1
OG0000254	Roisl.0002s0134.1.p, Roisl.0002s0133.1.p	XP_006284819.1
OG0000254	Roisl.0002s0125.1.p	XP_006284817.1, XP_006286199.1
OG0000254	Roisl.0002s0123.1.p	XP_006284824.1, XP_006284827.1, XP_006284826.1
OG0000255	Roisl.0185s0027.1.p, Roisl.0022s0003.1.p, Roisl.0013s0156.1.p, Roisl.0083s0028.1.p, Roisl.0095s0001.1.p, Roisl.0047s0082.1.p, Roisl.0189s0057.1.p, Roisl.0077s0003.1.p, Roisl.0111s0030.1.p, Roisl.0058s0045.1.p, Roisl.0082s0452.1.p, Roisl.0032s0022.1.p, Roisl.0082s0053.1.p, Roisl.0020s0172.1.p, Roisl.0021s0610.1.p, Roisl.0184s0145.1.p, Roisl.0053s0122.1.p, Roisl.0194s0018.1.p, Roisl.0209s0508.1.p, Roisl.0184s0180.1.p, Roisl.0209s0465.1.p, Roisl.0037s0024.1.p, Roisl.0053s0053.1.p, Roisl.0194s0029.1.p, Roisl.0214s0050.1.p, Roisl.0032s0109.1.p, Roisl.0071s0003.1.p, Roisl.0066s0454.1.p, Roisl.0065s0001.1.p, Roisl.0027s0043.1.p, Roisl.0010s0010.1.p, Roisl.0111s0024.1.p, Roisl.0029s0069.1.p, Roisl.0055s0042.1.p, Roisl.0214s0281.1.p, Roisl.0215s0001.1.p, Roisl.0015s0172.1.p	XP_023634310.1
OG0000256	Roisl.0074s0194.1.p, Roisl.0074s0193.1.p	XP_006301530.1
OG0000256	Roisl.0008s0006.1.p, Roisl.0019s0070.1.p	XP_006300933.1
OG0000256	Roisl.0115s0620.1.p, Roisl.0115s0621.1.p	XP_006299941.1, XP_023641893.1, XP_023641894.1
OG0000257	Roisl.0053s0142.1.p, Roisl.0053s0138.1.p, Roisl.0008s0083.1.p	XP_006303076.1, XP_006303070.1, XP_006300924.1, XP_006303073.1, XP_006284865.1, XP_023643400.1, XP_006303074.1
OG0000257	Roisl.0004s0309.1.p	XP_006301262.1
OG0000258	Roisl.0025s0050.1.p, Roisl.0052s0068.1.p	XP_023634267.1, XP_023636036.1, XP_023642569.1, XP_023644229.1, XP_023633341.1, XP_023634276.1, XP_023644464.1, XP_023638852.1, XP_023644468.1
OG0000258	Roisl.0053s0009.1.p	XP_023633336.1, XP_023640347.1
OG0000260	Roisl.0001s0521.1.p	XP_006283573.1
OG0000260	Roisl.0189s0177.1.p	XP_006279822.1, XP_006282055.1, XP_006287519.1, XP_006280314.1, XP_023633561.1
OG0000262	Roisl.0050s0098.1.p, Roisl.0209s0719.1.p	XP_006299358.1
OG0000262	Roisl.0209s0739.1.p	XP_006301961.2, XP_023637360.1, XP_023637436.1
OG0000265	Roisl.0194s0056.1.p	XP_023634027.1, XP_023644471.1, XP_023638862.1, XP_023643543.1, XP_023636086.1, XP_023638866.1, XP_006300081.1
OG0000266	Roisl.0189s0075.1.p, Roisl.0189s0074.1.p, Roisl.0184s0095.1.p, Roisl.0184s0093.1.p	XP_006280464.2, XP_023634904.1, XP_006281608.2, XP_023643674.1, XP_023644793.1, XP_023633225.1, XP_006281791.2
OG0000266	Roisl.0082s0100.1.p	XP_006279750.2
OG0000266	Roisl.0031s0137.1.p	XP_023633396.1
OG0000267	Roisl.0198s0046.1.p, Roisl.0213s0612.1.p	XP_023636243.1
OG0000269	Roisl.0080s0302.1.p	XP_006281238.1
OG0000269	Roisl.0209s0330.1.p, Roisl.0209s0325.1.p	XP_006292381.1
OG0000269	Roisl.0209s0327.1.p	XP_006291980.1
OG0000269	Roisl.0214s0655.1.p	XP_023642855.1
OG0000269	Roisl.0082s0743.1.p	XP_006295138.1
OG0000270	Roisl.0050s0087.1.p	XP_023641165.1
OG0000270	Roisl.0010s0123.1.p	XP_023644130.1
OG0000273	Roisl.0020s0163.1.p, Roisl.0020s0169.1.p, Roisl.0082s0102.1.p	XP_023639467.1, XP_006281696.1
OG0000273	Roisl.0058s0037.1.p, Roisl.0058s0038.1.p	XP_023633395.1
OG0000273	Roisl.0082s0107.1.p	XP_023633397.1
OG0000275	Roisl.0005s0214.1.p	XP_023633707.1
OG0000275	Roisl.0006s0174.1.p	XP_006285590.2, XP_023639572.1
OG0000275	Roisl.0214s0705.1.p, Roisl.0214s0704.1.p	XP_023635808.1, XP_023643272.1
OG0000277	Roisl.0007s0143.1.p	XP_023644770.1, XP_006302919.1
OG0000278	Roisl.0210s2199.1.p	XP_006285871.1
OG0000278	Roisl.0064s0021.1.p	XP_023634323.1
OG0000278	Roisl.0210s2209.1.p, Roisl.0210s2204.1.p	XP_006282573.1, XP_006286231.1
OG0000278	Roisl.0210s2203.1.p, Roisl.0210s2200.1.p, Roisl.0210s2202.1.p	XP_006285685.1, XP_006283651.2, XP_006282490.1
OG0000279	Roisl.0012s0361.1.p	XP_006281784.1
OG0000279	Roisl.0074s0025.1.p, Roisl.0074s0024.1.p	XP_006294221.1
OG0000282	Roisl.0091s0104.1.p	XP_006306137.1
OG0000284	Roisl.0214s0057.1.p	XP_006299160.2
OG0000284	Roisl.0079s0172.1.p, Roisl.0016s0159.1.p, Roisl.0023s0024.1.p, Roisl.0045s0070.1.p	XP_006285151.2
OG0000285	Roisl.0091s0196.1.p	XP_023634855.1
OG0000285	Roisl.0022s0391.1.p	XP_006286160.1
OG0000286	Roisl.0012s0259.1.p	XP_023637669.1, XP_023643364.1
OG0000286	Roisl.0032s0040.1.p	XP_023636130.1
OG0000289	Roisl.0028s0695.1.p, Roisl.0011s0576.1.p, Roisl.0028s0689.1.p	XP_006295734.1
OG0000291	Roisl.0213s0709.1.p	XP_023641055.1, XP_023642219.1
OG0000291	Roisl.0213s0700.1.p	XP_023641056.1
OG0000291	Roisl.0213s0699.1.p	XP_006298886.1, XP_006298873.2
OG0000292	Roisl.0115s0245.1.p	XP_023637503.1
OG0000294	Roisl.0210s1263.1.p	XP_023637593.1
OG0000294	Roisl.0010s0166.1.p, Roisl.0010s0167.1.p	XP_023637726.1
OG0000295	Roisl.0091s0750.1.p, Roisl.0091s0749.1.p	XP_023644982.1
OG0000295	Roisl.0053s0212.1.p	XP_023641263.1
OG0000296	Roisl.0213s0539.1.p, Roisl.0080s0367.1.p	XP_006280067.1, XP_006280069.1
OG0000296	Roisl.0011s0339.1.p, Roisl.0080s0406.1.p, Roisl.0193s0017.1.p	XP_023640928.1, XP_023642636.1, XP_023640932.1
OG0000297	Roisl.0013s0163.1.p, Roisl.0214s0906.1.p	XP_023634332.1, XP_023633969.1
OG0000298	Roisl.0040s0062.1.p	XP_006299019.1, XP_006304949.1, XP_006307391.1
OG0000299	Roisl.0045s0106.1.p, Roisl.0188s0022.1.p, Roisl.0210s2236.1.p, Roisl.0047s0059.1.p, Roisl.0077s0007.1.p, Roisl.0184s0192.1.p, Roisl.0111s0017.1.p, Roisl.0053s0037.1.p, Roisl.0066s0403.1.p, Roisl.0053s0158.1.p, Roisl.0060s0015.1.p, Roisl.0008s0126.1.p, Roisl.0214s0286.1.p, Roisl.0020s0104.1.p, Roisl.0213s0014.1.p, Roisl.0053s0101.1.p	XP_023644207.1
OG0000300	Roisl.0046s0538.1.p	XP_006304938.1
OG0000301	Roisl.0028s0118.1.p, Roisl.0028s0117.1.p, Roisl.0009s0246.1.p	XP_006296449.1, XP_006292850.2
OG0000301	Roisl.0018s0197.1.p	XP_006290449.1
OG0000301	Roisl.0026s0175.1.p	XP_006293245.1
OG0000304	Roisl.0023s0037.1.p	XP_006295453.1, XP_006295599.1, XP_006295455.1
OG0000304	Roisl.0013s0043.1.p	XP_006294980.1
OG0000305	Roisl.0007s0413.1.p	XP_023632628.1
OG0000305	Roisl.0028s0606.1.p	XP_006295765.1, XP_006301907.1
OG0000306	Roisl.0213s0805.1.p, Roisl.0046s0021.1.p	XP_006283372.1
OG0000307	Roisl.0053s0429.1.p	XP_006300047.2
OG0000307	Roisl.0006s0187.1.p	XP_006303618.1, XP_006303691.1, XP_006305982.2
OG0000307	Roisl.0008s0124.1.p, Roisl.0008s0125.1.p, Roisl.0008s0119.1.p, Roisl.0210s2233.1.p, Roisl.0008s0116.1.p, Roisl.0008s0097.1.p, Roisl.0210s2235.1.p	XP_006284973.1, XP_006301076.1
OG0000308	Roisl.0012s0108.1.p	XP_006282331.1
OG0000308	Roisl.0012s0105.1.p	XP_006282074.1, XP_006282173.1
OG0000308	Roisl.0012s0104.1.p, Roisl.0012s0103.1.p, Roisl.0012s0106.1.p	XP_006281683.1
OG0000311	Roisl.0209s0787.1.p	XP_023633383.1
OG0000313	Roisl.0028s0202.1.p	XP_006294443.1
OG0000313	Roisl.0044s0033.1.p	XP_023637658.1, XP_023635806.1, XP_023634578.1
OG0000315	Roisl.0053s0420.1.p, Roisl.0053s0415.1.p, Roisl.0053s0419.1.p, Roisl.0053s0414.1.p, Roisl.0001s0524.1.p, Roisl.0053s0418.1.p	XP_023643290.1
OG0000316	Roisl.0213s0870.1.p	XP_006300449.1
OG0000316	Roisl.0074s0499.1.p	XP_006297414.1
OG0000318	Roisl.0019s0564.1.p	XP_006301027.2, XP_006300756.1
OG0000318	Roisl.0019s0565.1.p	XP_023642916.1
OG0000320	Roisl.0194s0061.1.p	XP_023643366.1
OG0000320	Roisl.0214s0119.1.p	XP_023639625.1
OG0000321	Roisl.0115s0278.1.p, Roisl.0006s0066.1.p	XP_006279139.1, XP_006307493.1
OG0000321	Roisl.0210s1697.1.p, Roisl.0210s1699.1.p	XP_006286795.1
OG0000321	Roisl.0204s0187.1.p	XP_006301274.1
OG0000322	Roisl.0191s0603.1.p	XP_023637248.1, XP_006292952.1
OG0000322	Roisl.0080s0556.1.p	XP_006280995.1, XP_023636104.1, XP_006288761.1
OG0000323	Roisl.0009s0244.1.p	XP_023635159.1, XP_006282439.1
OG0000325	Roisl.0091s0717.1.p	XP_006304190.1
OG0000325	Roisl.0028s0703.1.p	XP_006294968.1
OG0000325	Roisl.0091s0718.1.p	XP_006306317.1
OG0000325	Roisl.0028s0650.1.p	XP_006293513.1
OG0000326	Roisl.0031s0065.1.p	XP_006285867.1, XP_023635329.1
OG0000329	Roisl.0213s0837.1.p	XP_006285306.1, XP_006284934.2
OG0000329	Roisl.0213s0839.1.p, Roisl.0213s0836.1.p	XP_006285960.2
OG0000330	Roisl.0019s0200.1.p, Roisl.0019s0198.1.p, Roisl.0019s0196.1.p, Roisl.0019s0199.1.p, Roisl.0019s0197.1.p, Roisl.0019s0195.1.p, Roisl.0020s0181.1.p, Roisl.0019s0076.1.p	XP_006294435.1, XP_006296416.1, XP_006296260.2, XP_006294473.1, XP_023643022.1
OG0000330	Roisl.0019s0201.1.p	XP_006300480.1
OG0000331	Roisl.0191s0607.1.p	XP_006287904.1
OG0000331	Roisl.0210s0179.1.p	XP_006305011.1
OG0000331	Roisl.0074s0203.1.p	XP_006297742.2
OG0000331	Roisl.0035s0031.1.p	XP_006294369.1
