Orthogroup	Euclidium_syriacum	Erysimum_linariifolium
OG0000157	ESY5_g4947_DN1_SP0_c0.t1, ESY5_g4946_DN3_SP0_c0.t1, ESY9_g45369_DN3_SP0_c0.t1, ESY16_g62336_DN3_SP0_c0.t1, ESY16_g62338_DN2_SP0_c0.t1, ESY3_g32273_DN2_SP0_c0.t1, ESY12_g52055_DN1_SP0_c0.t1, ESY1_g12307_DN2_SP0_c0.t1, ESY3_g32056_DN2_SP0_c0.t1, ESY3_g32353_DN1_SP0_c0.t1, ESY7_g16947_DN2_SP0_c0.t1, ESY7_g18694_DN2_SP0_c0.t1, ESY12_g51410_DN2_SP0_c0.t1, ESY5_g4941_DN1_SP0_c0.t1	El005G238850
OG0000157	ESY3_g32354_DN2_SP0_c0.t1	El003G192860
OG0000158	ESY4_g26039_DN2_SP0_c0.t1, ESY4_g26101_DN2_SP0_c31.t1	El005G271000
OG0000158	ESY5_g5400_DN3_SP0_c0.t1, ESY16_g62031_DN2_SP0_c0.t1, ESY6_g49099_DN3_SP0_c0.t1	El006G298850
OG0000158	ESY10_g14453_DN2_SP0_c0.t1	El001G047920, El001G050860
OG0000162	ESY1_g12170_DN3_SP0_c0.t1, ESY1_g12160_DN3_SP0_c0.t1, ESY1_g12161_DN3_SP0_c0.t1, ESY1_g12165_DN3_SP0_c0.t1, ESY1_g12162_DN3_SP0_c0.t1, ESY1_g12166_DN3_SP0_c0.t1	El003G183220
OG0000162	ESY1_g12080_DN3_SP0_c20.t1	El002G134880, El001G032190
OG0000162	ESY2_g33577_DN3_SP0_c0.t1, ESY6_g48926_DN3_SP0_c0.t1	El007G330500
OG0000164	ESY4_g24479_DN2_SP0_c49.t1	El003G143310, El003G186050, El001G048320, El001G048350, El003G143320
OG0000165	ESY6_g48190_DN1_SP0_c0.t1, ESY2_g33736_DN1_SP0_c0.t1, ESY3_g30556_DN1_SP0_c0.t1, ESY5_g588_DN3_SP0_c0.t1	El006G319440
OG0000165	ESY4_g22227_DN1_SP0_c0.t1, ESY3_g28761_DN2_SP0_c0.t1	El001G032730, El006G282850
OG0000166	ESY4_g26280_DN2_SP0_c0.t1	El003G188790, El003G188850
OG0000166	ESY9_g45514_DN1_SP0_c0.t1, ESY15_g64431_DN2_SP0_c0.t1	El004G197940
OG0000167	ESY9_g43020_DN3_SP0_c14.t1	El003G166330
OG0000167	ESY9_g43011_DN2_SP0_c0.t1	El007G348790
OG0000167	ESY9_g43010_DN3_SP0_c0.t1	El003G166350
OG0000167	ESY9_g43009_DN3_SP0_c0.t1	El003G186120
OG0000168	ESY6_g48209_DN3_SP0_c0.t1	El004G196900, El006G283530, El001G061750, El002G109450, El006G282840, El007G366060, El007G366100, El006G293350, El004G205010
OG0000169	ESY5_g5232_DN3_SP0_c0.t1, ESY6_g49239_DN3_SP0_c66.t1, ESY5_g5230_DN1_SP0_c0.t1, ESY2_g34940_DN2_SP0_c11.t1	El006G309550
OG0000172	ESY11_g54288_DN3_SP0_c0.t1	El001G034720
OG0000172	ESY7_g19063_DN3_SP0_c0.t1	El001G015410
OG0000174	ESY7_g17506_DN1_SP0_c0.t1	El007G350910
OG0000174	ESY6_g47659_DN3_SP0_c30.t1	El005G261670, El003G181040, El001G047190, El008G371470, El007G350780, El003G181660
OG0000175	ESY5_g3986_DN3_SP8_c0.t1	El002G104420
OG0000175	ESY4_g25500_DN3_SP8_c0.t1	El003G147420
OG0000175	ESY4_g26116_DN3_SP8_c10.t1	El003G146230
OG0000176	ESY6_g50353_DN1_SP0_c0.t1	El002G117480
OG0000176	ESY7_g19603_DN2_SP0_c0.t1	El002G116850
OG0000176	ESY7_g19604_DN2_SP0_c0.t1, ESY7_g19605_DN2_SP0_c0.t1	El002G116960, El002G116880
OG0000177	ESY7_g16167_DN1_SP0_c0.t1, ESY2_g37100_DN3_SP0_c0.t1, ESY13_g57929_DN1_SP0_c0.t1, ESY15_g64236_DN1_SP0_c10.t1, ESY21_g55511_DN2_SP0_c0.t1, ESY4_g25614_DN2_SP0_c66.t1	El006G311500
OG0000178	ESY4_g23863_DN2_SP0_c100.t1	El003G147820, El003G181580, El001G006740, El004G203370, El007G324860, El003G162340, El003G181530, El003G168850, El006G304410, El003G173940, El001G013310, El004G208000, El001G047610, El007G347590, El007G330330, El001G040000, El004G215500, El006G292960, El001G025380, El002G095060, El004G206380, El003G161220, El006G320140, El002G119260, El006G311520, El001G039840, El001G011070, El003G153080
OG0000183	ESY6_g48062_DN1_SP0_c0.t1	El002G109930, El002G097230, El003G174400, El002G139010, El002G135320
OG0000183	ESY11_g54139_DN2_SP0_c0.t1, ESY11_g54136_DN2_SP0_c0.t1, ESY11_g54134_DN2_SP0_c0.t1	El004G227200
OG0000183	ESY7_g17328_DN3_SP0_c0.t1	El006G283640
OG0000185	ESY10_g15894_DN2_SP0_c0.t1	El004G210290, El004G197640, El001G013560, El001G037380, El004G194470, El007G338660, El001G004120, El001G048970, El006G317340, El007G342730, El007G358220, El001G004130
OG0000187	ESY4_g24964_DN3_SP0_c0.t1	El003G151270
OG0000187	ESY3_g31201_DN3_SP0_c0.t1	El005G246530
OG0000189	ESY3_g31617_DN3_SP0_c0.t1	El005G268000, El005G267950, El005G268020, El005G267970
OG0000191	ESY7_g17518_DN2_SP0_c0.t1	El005G268370
OG0000191	ESY3_g29940_DN3_SP0_c0.t1, ESY3_g29943_DN3_SP0_c0.t1	El005G274730, El005G274430, El005G274440, El005G274460, El005G274720
OG0000192	ESY1_g11445_DN3_SP0_c0.t1	El002G105680
OG0000192	ESY1_g11444_DN3_SP0_c0.t1	El002G105560, El002G105590, El002G105640
OG0000192	ESY8_g59786_DN2_SP0_c0.t1	El002G105660
OG0000192	ESY6_g48223_DN3_SP0_c93.t1	El002G105580
OG0000193	ESY2_g33553_DN2_SP0_c0.t1	El006G309730, El005G259130, El002G132160, El002G132130, El005G259240
OG0000195	ESY12_g51047_DN3_SP8_c0.t1	El006G288320, El001G028150
OG0000195	ESY2_g35240_DN3_SP8_c46.t1	El003G186220, El004G215670
OG0000195	ESY8_g59101_DN3_SP5_c0.t1	El001G012120
OG0000196	ESY7_g17041_DN3_SP0_c0.t1	El002G116380
OG0000200	ESY5_g4739_DN2_SP0_c0.t1	El004G214290
OG0000200	ESY11_g52422_DN2_SP0_c0.t1, ESY5_g4830_DN3_SP0_c0.t1, ESY5_g4829_DN3_SP0_c0.t1, ESY5_g2141_DN2_SP0_c0.t1, ESY5_g4744_DN3_SP0_c0.t1, ESY5_g2142_DN2_SP0_c0.t1, ESY5_g4743_DN3_SP0_c0.t1, ESY3_g30089_DN2_SP0_c0.t1, ESY11_g54658_DN3_SP0_c0.t1, ESY12_g51573_DN3_SP0_c0.t1, ESY8_g58357_DN2_SP0_c44.t1	El004G202190
OG0000201	ESY11_g54784_DN2_SP0_c100.t1, ESY11_g54783_DN3_SP0_c100.t1	El005G260650, El005G260640
OG0000201	ESY3_g29455_DN1_SP0_c0.t1	El005G260660, El005G260680, El005G260670
OG0000202	ESY3_g29794_DN3_SP0_c0.t1	El001G009350
OG0000202	ESY5_g2747_DN2_SP0_c0.t1, ESY7_g18296_DN1_SP0_c0.t1, ESY4_g23387_DN1_SP0_c0.t1	El005G261620, El005G261760
OG0000203	ESY3_g31967_DN2_SP0_c0.t1, ESY3_g31964_DN2_SP0_c0.t1	El005G239330, El005G239300, El005G239360, El005G239320, El005G239280, El007G349670, El003G153180, El005G238860
OG0000204	ESY10_g14368_DN2_SP0_c0.t1	El007G342080
OG0000204	ESY1_g12368_DN3_SP0_c0.t1	El002G082910, El002G082880
OG0000204	ESY4_g24696_DN2_SP0_c0.t1	El005G259630
OG0000205	ESY12_g51764_DN2_SP0_c0.t1	El005G273080
OG0000205	ESY12_g51768_DN3_SP0_c0.t1	El002G129530, El002G129560, El002G129650, El002G129890, El002G129930, El002G129520, El002G129550, El002G129510
OG0000207	ESY2_g36116_DN3_SP0_c10.t1, ESY10_g15866_DN3_SP0_c0.t1, ESY7_g18882_DN2_SP0_c0.t1	El004G232160
OG0000208	ESY4_g26309_DN3_SP0_c0.t1, ESY4_g26755_DN3_SP0_c0.t1	El002G130530, El002G130520
OG0000208	ESY4_g26757_DN3_SP0_c0.t1	El003G142990
OG0000208	ESY12_g51407_DN3_SP0_c0.t1	El006G317590, El003G150670
OG0000208	ESY1_g8953_DN3_SP0_c0.t1	El003G143000
OG0000210	ESY20_g12800_DN3_SP0_c0.t1	El006G298860
OG0000210	ESY20_g12799_DN3_SP0_c0.t1	El006G297290, El006G297480, El006G298870, El006G298840
OG0000213	ESY2_g35919_DN3_SP0_c12.t1	El004G225470, El004G225480
OG0000213	ESY3_g31092_DN3_SP0_c0.t1, ESY3_g31094_DN3_SP0_c32.t1, ESY3_g31090_DN3_SP0_c3.t1	El005G245790
OG0000214	ESY1_g12321_DN1_SP0_c3.t1, ESY1_g12328_DN2_SP0_c6.t1, ESY1_g12318_DN1_SP0_c13.t1	El001G033600
OG0000214	ESY17_g40199_DN1_SP0_c62.t1	El006G314950
OG0000215	ESY6_g47580_DN2_SP0_c0.t1	El003G178880, El005G270310, El002G117130
OG0000216	ESY6_g50684_DN3_SP0_c0.t1	El003G163460, El003G163490
OG0000217	ESY2_g34089_DN3_SP0_c0.t1	El004G203150, El004G202950, El004G203070
OG0000217	ESY16_g61889_DN3_SP0_c12.t1, ESY2_g34066_DN3_SP0_c38.t1, ESY2_g34050_DN2_SP0_c7.t1	El004G202120
OG0000218	ESY7_g18208_DN3_SP0_c0.t1, ESY7_g18205_DN3_SP0_c0.t1	El001G040840, El001G040850
OG0000218	ESY10_g14610_DN3_SP8_c0.t1	El001G036390
OG0000219	ESY3_g31957_DN3_SP0_c0.t1	El004G216370
OG0000219	ESY6_g49711_DN1_SP0_c0.t1	El007G327350
OG0000221	ESY19_g41793_DN2_SP0_c0.t1	El007G343790
OG0000221	ESY4_g25962_DN1_SP0_c27.t1, ESY15_g65094_DN1_SP0_c0.t1, ESY3_g29249_DN1_SP0_c0.t1	El001G033300, El008G369870, El001G033310, El004G207110
OG0000222	ESY2_g35012_DN2_SP0_c0.t1	El005G268220
OG0000224	ESY2_g34607_DN3_SP0_c0.t1, ESY2_g34606_DN3_SP0_c0.t1	El004G230600, El004G230590
OG0000224	ESY4_g24972_DN3_SP0_c33.t1, ESY4_g24982_DN3_SP0_c27.t1	El005G267900
OG0000225	ESY3_g29916_DN2_SP0_c0.t1, ESY3_g29914_DN2_SP0_c0.t1	El002G115560, El002G115460, El002G115540, El002G115490, El002G115450, El002G115470, El002G115510, El002G115440, El002G115500
OG0000226	ESY5_g5330_DN3_SP0_c0.t1, ESY6_g47619_DN3_SP0_c0.t1	El002G084730
OG0000226	ESY12_g51008_DN3_SP0_c0.t1	El002G108090
OG0000226	ESY3_g29317_DN3_SP0_c0.t1	El001G017980, El001G017970, El007G334490, El007G334480
OG0000226	ESY2_g36973_DN1_SP0_c0.t1	El002G110920
OG0000226	ESY7_g16549_DN3_SP0_c0.t1	El005G258620, El005G258970, El005G258600
OG0000228	ESY11_g54171_DN1_SP0_c9.t1, ESY2_g38077_DN3_SP0_c0.t1	El001G048740, El001G048760
OG0000228	ESY2_g35611_DN2_SP0_c39.t1	El005G273580
OG0000229	ESY1_g12012_DN3_SP0_c0.t1	El003G153420
OG0000229	ESY1_g12014_DN3_SP0_c0.t1, ESY1_g12013_DN3_SP0_c0.t1	El002G136110, El002G136100, El002G136060, El002G136090, El001G062630, El002G136050
OG0000231	ESY14_g21093_DN2_SP0_c0.t1, ESY8_g60999_DN3_SP0_c0.t1, ESY3_g29895_DN3_SP0_c0.t1, ESY8_g61000_DN3_SP0_c0.t1	El003G188200
OG0000234	ESY1_g10786_DN3_SP0_c0.t1, ESY1_g10749_DN1_SP0_c6.t1	El001G026030, El001G013810, El001G026000, El001G025990, El001G025980, El006G290620, El001G068080
OG0000235	ESY10_g14792_DN3_SP0_c0.t1	El002G130030
OG0000236	ESY3_g31656_DN3_SP0_c0.t1	El005G261550
OG0000241	ESY15_g65699_DN3_SP0_c0.t1, ESY3_g31541_DN3_SP0_c0.t1, ESY3_g31804_DN3_SP0_c0.t1	El004G206480, El004G203420
OG0000242	ESY4_g25388_DN3_SP0_c0.t1	El005G272850
OG0000242	ESY5_g2745_DN3_SP0_c0.t1	El002G097950
OG0000242	ESY5_g2746_DN3_SP0_c0.t1	El002G097960
OG0000242	ESY5_g2748_DN3_SP0_c0.t1	El002G097970
OG0000242	ESY5_g2744_DN3_SP0_c0.t1	El002G097940
OG0000244	ESY9_g43553_DN3_SP0_c0.t1	El003G163990
OG0000244	ESY7_g16354_DN3_SP5_c0.t1	El001G005180
OG0000244	ESY9_g43563_DN3_SP0_c0.t1, ESY9_g43568_DN3_SP0_c0.t1	El003G164000
OG0000244	ESY7_g16355_DN3_SP3_c0.t1	El001G005170, El001G005160
OG0000246	ESY7_g16249_DN2_SP0_c100.t1	El007G366210
OG0000247	ESY11_g54875_DN3_SP0_c0.t1, ESY11_g54874_DN3_SP0_c0.t1	El002G130240
OG0000248	ESY5_g2595_DN2_SP0_c6.t1	El004G205450, El003G188180, El001G027800
OG0000249	ESY10_g15197_DN1_SP0_c67.t1	El001G008040, El001G010190, El001G010200, El001G023760
OG0000250	ESY2_g35510_DN3_SP0_c0.t1, ESY2_g35523_DN2_SP0_c0.t1	El004G221440, El004G221420, El004G221410, El004G221430
OG0000250	ESY2_g35512_DN3_SP0_c0.t1	El004G221620, El004G221570
OG0000250	ESY1_g12149_DN2_SP0_c0.t1	El001G057760, El001G032560, El001G032520, El001G032550
OG0000250	ESY9_g43852_DN1_SP0_c0.t1	El003G189050
OG0000252	ESY7_g19409_DN2_SP0_c0.t1	El002G140500, El006G314500, El002G132360, El006G289160, El008G368890
OG0000253	ESY4_g22351_DN2_SP0_c0.t1	El005G262180, El007G351460
OG0000254	ESY3_g31772_DN3_SP0_c0.t1	El004G205790, El004G205810, El004G205800, El004G205770
OG0000254	ESY4_g26565_DN3_SP0_c0.t1	El006G289630, El001G046370
OG0000255	ESY15_g64442_DN3_SP0_c100.t1, ESY1_g8096_DN3_SP0_c100.t1	El002G127510
OG0000256	ESY12_g50900_DN3_SP0_c90.t1, ESY12_g50903_DN3_SP0_c100.t1	El006G289100
OG0000257	ESY3_g32555_DN1_SP0_c0.t1, ESY3_g32550_DN1_SP0_c0.t1	El005G269290, El004G209770, El003G178210, El003G177270, El004G233260, El003G184780, El003G190500, El006G318270, El001G009800
OG0000258	ESY11_g54020_DN2_SP0_c65.t1	El001G040590, El001G040540, El001G040610, El001G040630, El001G040650, El007G334450, El001G040600, El004G213560, El001G040670, El001G040690, El001G040660
OG0000260	ESY7_g19335_DN1_SP0_c0.t1	El006G317920
OG0000260	ESY7_g19330_DN3_SP0_c0.t1	El001G008590
OG0000264	ESY7_g16510_DN3_SP0_c56.t1, ESY7_g16503_DN3_SP0_c20.t1	El001G003610, El001G004700, El001G004650, El001G004660, El001G004690, El001G004680, El001G003620, El001G003650
OG0000265	ESY2_g37518_DN2_SP0_c0.t1	El001G028230, El005G251540, El003G190960, El006G310460, El002G124910, El003G178950
OG0000266	ESY16_g62167_DN2_SP0_c0.t1, ESY1_g12359_DN3_SP0_c0.t1	El001G030730
OG0000266	ESY1_g10520_DN3_SP0_c0.t1, ESY4_g26670_DN2_SP0_c0.t1, ESY6_g50201_DN1_SP0_c0.t1	El006G284240
OG0000270	ESY11_g53846_DN3_SP8_c0.t1	El005G273730
OG0000270	ESY4_g25561_DN3_SP8_c0.t1	El003G142380
OG0000270	ESY2_g36074_DN3_SP8_c0.t1	El004G228250
OG0000271	ESY11_g54017_DN3_SP0_c0.t1	El002G111590
OG0000271	ESY20_g12697_DN2_SP0_c0.t1	El001G004610, El001G004620
OG0000272	ESY7_g17164_DN1_SP0_c0.t1	El004G207020, El004G207000, El003G153700
OG0000273	ESY1_g10436_DN3_SP0_c58.t1	El001G049110, El003G184360, El002G105290, El003G181450, El002G132430
OG0000275	ESY3_g28956_DN2_SP0_c92.t1	El005G260480
OG0000276	ESY2_g37679_DN3_SP0_c17.t1	El003G177930
OG0000276	ESY8_g58576_DN3_SP0_c0.t1	El006G301860, El005G266830
OG0000278	ESY4_g26866_DN3_SP0_c0.t1, ESY4_g26763_DN3_SP0_c0.t1, ESY4_g26867_DN3_SP0_c0.t1, ESY4_g26868_DN3_SP0_c0.t1, ESY4_g26736_DN3_SP0_c0.t1, ESY4_g25176_DN3_SP0_c0.t1, ESY11_g54068_DN3_SP0_c0.t1	El006G297740
OG0000280	ESY1_g6464_DN1_SP0_c52.t1	El003G177910, El002G123550, El006G320040
OG0000281	ESY12_g51524_DN1_SP0_c0.t1, ESY1_g10338_DN1_SP0_c0.t1	El004G205670, El004G205700
OG0000281	ESY9_g43439_DN3_SP0_c0.t1, ESY9_g43430_DN1_SP0_c0.t1, ESY1_g10337_DN1_SP0_c0.t1	El007G357260
OG0000281	ESY9_g43434_DN2_SP0_c0.t1	El001G048140
OG0000282	ESY9_g43229_DN2_SP0_c0.t1	El001G074250, El001G074230, El001G074220, El001G074240
OG0000282	ESY7_g18557_DN2_SP0_c0.t1	El001G074210
OG0000282	ESY7_g18558_DN2_SP0_c0.t1, ESY7_g18561_DN2_SP0_c0.t1, ESY7_g18562_DN2_SP0_c0.t1	El001G074200, El001G074190
OG0000283	ESY20_g12865_DN2_SP3_c0.t1	El007G358960
OG0000283	ESY20_g12864_DN3_SP1_c0.t1, ESY20_g12860_DN3_SP1_c0.t1, ESY20_g12861_DN3_SP3_c0.t1, ESY20_g12863_DN3_SP7_c0.t1, ESY20_g12859_DN3_SP1_c0.t1	El007G358950, El007G358900, El007G358940
OG0000284	ESY10_g15359_DN3_SP0_c0.t1, ESY15_g64561_DN3_SP0_c0.t1	El001G051110
OG0000284	ESY19_g41982_DN3_SP0_c33.t1, ESY19_g41981_DN2_SP0_c45.t1	El001G010020, El005G240890, El007G347650
OG0000286	ESY6_g49860_DN3_SP0_c0.t1, ESY4_g26231_DN3_SP0_c0.t1, ESY3_g30995_DN3_SP0_c0.t1, ESY4_g26232_DN3_SP0_c0.t1, ESY4_g26234_DN3_SP0_c0.t1, ESY4_g26236_DN3_SP0_c0.t1, ESY3_g28381_DN1_SP0_c0.t1, ESY4_g26237_DN3_SP0_c0.t1, ESY4_g25428_DN3_SP0_c0.t1	El007G339220, El007G356290
OG0000287	ESY3_g29135_DN3_SP0_c0.t1	El005G258990, El005G259000, El005G259010
OG0000288	ESY5_g5188_DN3_SP0_c9.t1	El005G236820, El005G237970, El002G127980, El006G306940, El007G362290, El007G366050, El007G366090, El007G366070, El007G366110, El007G366120, El007G366080, El007G366040, El007G366150, El001G018900, El001G018820, El007G366140, El007G359310, El004G231130, El004G231090, El004G231100, El004G231180, El005G265170, El005G269820, El005G269800
OG0000290	ESY3_g29637_DN2_SP0_c0.t1	El005G255960
OG0000290	ESY8_g60315_DN2_SP0_c0.t1	El007G324830, El003G191140, El003G191110
OG0000293	ESY10_g14000_DN2_SP0_c0.t1, ESY10_g13827_DN3_SP0_c0.t1, ESY7_g19224_DN2_SP0_c0.t1	El007G348670
OG0000294	ESY3_g29804_DN3_SP0_c0.t1	El005G254320
OG0000294	ESY9_g44587_DN1_SP0_c0.t1	El006G293670
OG0000294	ESY12_g51392_DN3_SP0_c0.t1	El006G280820
OG0000294	ESY20_g13155_DN3_SP0_c0.t1	El001G002070
OG0000295	ESY11_g54015_DN1_SP0_c100.t1	El005G250990, El004G213700, El004G213760, El005G250980, El027G373380, El004G212390, El005G250970
OG0000296	ESY7_g18868_DN1_SP0_c0.t1, ESY9_g42470_DN3_SP0_c0.t1, ESY7_g18869_DN2_SP0_c0.t1, ESY3_g30522_DN2_SP0_c0.t1	El004G224600, El004G224660, El006G317420, El006G317640, El006G317430
OG0000296	ESY2_g34542_DN1_SP0_c0.t1	El006G291480, El007G339110
OG0000297	ESY21_g55414_DN2_SP0_c0.t1, ESY4_g26254_DN1_SP0_c0.t1	El003G145640
OG0000297	ESY6_g48934_DN2_SP0_c0.t1, ESY6_g48920_DN2_SP0_c0.t1, ESY6_g48921_DN2_SP0_c0.t1, ESY6_g48677_DN2_SP0_c0.t1, ESY13_g56623_DN2_SP0_c0.t1	El007G330520
OG0000298	ESY2_g36761_DN3_SP0_c0.t1	El006G307630, El006G307840, El006G307810, El006G307740, El006G307730, El006G307940, El006G307780, El007G355570, El004G230640
OG0000298	ESY2_g34543_DN1_SP0_c0.t1	El006G320790
OG0000298	ESY9_g42893_DN3_SP0_c28.t1	El005G276710
OG0000299	ESY2_g36388_DN3_SP0_c0.t1	El002G141100
OG0000300	ESY11_g52574_DN3_SP0_c0.t1	El005G270370, El005G270380
OG0000300	ESY3_g29559_DN3_SP0_c0.t1	El002G126770, El005G270360, El001G016940
OG0000303	ESY3_g28366_DN3_SP0_c100.t1	El004G204690, El001G012020
OG0000303	ESY2_g37548_DN3_SP0_c0.t1	El002G128090
OG0000304	ESY7_g16711_DN3_SP0_c0.t1	El001G037860, El002G117260
OG0000305	ESY22_g41100_DN3_SP0_c0.t1	El007G348050, El003G176400
OG0000308	ESY5_g4303_DN3_SP0_c13.t1	El002G101740
OG0000310	ESY6_g48700_DN2_SP0_c0.t1, ESY6_g48750_DN3_SP0_c0.t1, ESY6_g48753_DN3_SP0_c0.t1	El007G331450
OG0000310	ESY6_g48838_DN3_SP0_c0.t1, ESY6_g48839_DN1_SP0_c0.t1, ESY6_g48872_DN3_SP0_c0.t1, ESY6_g48889_DN2_SP0_c0.t1	El005G269120, El005G267120
OG0000311	ESY7_g17282_DN3_SP8_c0.t1	El001G064420
OG0000311	ESY2_g37998_DN3_SP8_c0.t1	El002G132070
OG0000311	ESY3_g29751_DN3_SP8_c0.t1	El005G254740
OG0000311	ESY2_g35259_DN3_SP8_c0.t1	El004G215340
OG0000313	ESY7_g19449_DN3_SP0_c0.t1	El002G132590
OG0000313	ESY14_g20529_DN3_SP0_c0.t1, ESY3_g28974_DN3_SP0_c0.t1	El006G293390
OG0000314	ESY5_g4954_DN3_SP8_c0.t1	El002G086800
OG0000314	ESY5_g4953_DN3_SP7_c0.t1	El002G086810
OG0000314	ESY20_g12785_DN3_SP8_c0.t1	El006G298930
OG0000315	ESY1_g10620_DN1_SP0_c0.t1, ESY25_g62861_DN1_SP0_c0.t1, ESY3_g28707_DN1_SP0_c0.t1	El003G180160
OG0000316	ESY5_g1903_DN2_SP0_c0.t1, ESY5_g4004_DN3_SP0_c0.t1	El006G289040, El006G288950
OG0000319	ESY5_g4449_DN3_SP8_c0.t1, ESY5_g4451_DN3_SP1_c0.t1, ESY6_g48917_DN3_SP0_c0.t1, ESY5_g4452_DN3_SP0_c0.t1	El002G090600, El002G090610, El007G330560
OG0000320	ESY4_g22047_DN1_SP0_c0.t1	El007G351450, El001G046980
OG0000321	ESY7_g19126_DN1_SP0_c0.t1	El003G185760, El003G185810, El003G185430, El003G181320
OG0000322	ESY2_g34830_DN3_SP0_c0.t1, ESY17_g40002_DN3_SP0_c0.t1	El004G231760
OG0000322	ESY10_g13911_DN3_SP0_c0.t1, ESY5_g4362_DN3_SP1_c0.t1	El002G129460
OG0000322	ESY12_g50855_DN3_SP0_c0.t1	El006G289270, El006G309790, El006G309860, El002G125390
OG0000323	ESY16_g62145_DN3_SP0_c0.t1, ESY16_g62144_DN2_SP0_c0.t1, ESY16_g62127_DN2_SP0_c0.t1	El003G156460
OG0000323	ESY16_g62142_DN3_SP0_c0.t1, ESY16_g62137_DN2_SP0_c0.t1, ESY16_g62138_DN1_SP0_c0.t1	El003G156480
OG0000324	ESY1_g9432_DN2_SP0_c0.t1	El007G351620, El007G350030, El007G350080, El001G052560, El007G351640, El003G180670, El007G350040, El007G350060, El003G180650, El003G180660, El007G350050, El007G351610, El007G349580, El007G349590, El007G350070, El003G180640, El007G349560
OG0000324	ESY13_g56131_DN1_SP0_c0.t1, ESY1_g9429_DN2_SP0_c0.t1, ESY6_g47207_DN3_SP0_c0.t1, ESY7_g16271_DN1_SP0_c0.t1, ESY11_g54525_DN3_SP0_c0.t1	El007G355120
OG0000325	ESY16_g62205_DN3_SP0_c0.t1, ESY40_g12613_DN1_SP0_c0.t1	El004G205680, El005G236050, El005G268690, El007G348860
OG0000327	ESY5_g2001_DN3_SP0_c0.t1, ESY5_g1965_DN3_SP0_c0.t1, ESY5_g1980_DN3_SP0_c0.t1	El002G109100, El002G109110
OG0000327	ESY1_g10927_DN1_SP0_c0.t1, ESY1_g10900_DN3_SP0_c0.t1, ESY1_g10899_DN3_SP0_c0.t1	El001G043800, El001G043810, El001G039020, El001G025360, El001G025350, El001G025370
OG0000328	ESY5_g5095_DN3_SP0_c0.t1	El003G174750
OG0000328	ESY8_g60943_DN3_SP0_c0.t1	El003G188540, El003G188510, El003G188530, El003G188520
OG0000328	ESY9_g42834_DN3_SP0_c0.t1, ESY9_g42833_DN3_SP0_c0.t1	El003G188550
OG0000329	ESY1_g12078_DN3_SP0_c0.t1, ESY6_g50381_DN2_SP0_c0.t1, ESY12_g52037_DN1_SP0_c0.t1	El006G284470, El003G174280
OG0000329	ESY1_g12036_DN3_SP0_c0.t1, ESY3_g30173_DN3_SP0_c0.t1	El006G313370
OG0000330	ESY1_g11966_DN3_SP0_c0.t1	El001G031460
OG0000330	ESY1_g12007_DN3_SP0_c0.t1, ESY1_g11959_DN3_SP0_c0.t1, ESY1_g11633_DN2_SP0_c0.t1, ESY1_g11963_DN3_SP0_c0.t1	El006G283270
OG0000332	ESY6_g49298_DN3_SP5_c0.t1, ESY6_g49299_DN3_SP7_c0.t1	El001G060380
OG0000332	ESY2_g37547_DN3_SP1_c0.t1, ESY2_g37555_DN3_SP8_c0.t1	El002G134240
OG0000334	ESY1_g11042_DN3_SP0_c14.t1	El001G024470
OG0000334	ESY3_g32183_DN2_SP0_c14.t1	El006G292570
OG0000334	ESY4_g26104_DN2_SP0_c33.t1, ESY4_g26107_DN3_SP0_c33.t1, ESY9_g42414_DN3_SP0_c14.t1, ESY4_g26106_DN3_SP0_c30.t1	El027G373440, El004G212490, El001G002940
OG0000335	ESY9_g42650_DN3_SP0_c0.t1, ESY12_g51324_DN3_SP0_c0.t1, ESY9_g42619_DN3_SP0_c0.t1, ESY9_g42648_DN3_SP0_c0.t1	El002G130900
OG0000335	ESY9_g42620_DN1_SP0_c0.t1, ESY9_g42649_DN1_SP0_c0.t1	El002G126300
OG0000338	ESY5_g3340_DN3_SP0_c0.t1, ESY5_g3323_DN3_SP1_c0.t1, ESY2_g34160_DN3_SP0_c0.t1, ESY2_g34140_DN3_SP8_c0.t1	El004G205930, El004G205250, El002G092400, El002G092490
OG0000339	ESY20_g12945_DN3_SP4_c0.t1	El001G000520
OG0000339	ESY12_g51781_DN3_SP8_c0.t1	El006G282150
OG0000339	ESY1_g12292_DN3_SP6_c0.t1	El001G033440
OG0000340	ESY12_g51455_DN3_SP0_c0.t1	El006G285360
OG0000344	ESY1_g11952_DN3_SP0_c0.t1	El001G051870, El007G357010, El001G051950, El001G051990, El001G044330, El001G051920, El001G051930, El007G349080
OG0000345	ESY5_g3838_DN2_SP0_c0.t1, ESY5_g3826_DN2_SP0_c0.t1	El002G096170
OG0000348	ESY15_g65682_DN3_SP0_c0.t1	El004G225870
OG0000348	ESY14_g20576_DN3_SP0_c73.t1, ESY4_g23225_DN3_SP0_c20.t1	El006G318050, El007G363860, El003G159600, El003G182960
OG0000349	ESY4_g26012_DN2_SP0_c0.t1	El003G146500
