Orthogroup	Euclidium_syriacum	Cardamine_glauca
OG0000178	ESY4_g23863_DN2_SP0_c100.t1	Cg014G331270, Cg002G069730, Cg002G066500, Cg008G316010
OG0000185	ESY10_g15894_DN2_SP0_c0.t1	Cg003G088110, Cg003G098770, Cg006G198800, Cg006G228250
OG0000187	ESY4_g24964_DN3_SP0_c0.t1	Cg001G008920
OG0000189	ESY3_g31617_DN3_SP0_c0.t1	Cg001G007520
OG0000191	ESY7_g17518_DN2_SP0_c0.t1	Cg003G087540
OG0000191	ESY3_g29940_DN3_SP0_c0.t1, ESY3_g29943_DN3_SP0_c0.t1	Cg004G153150, Cg004G153270
OG0000192	ESY1_g11445_DN3_SP0_c0.t1	Cg006G224780
OG0000193	ESY2_g33553_DN2_SP0_c0.t1	Cg004G138060, Cg004G140730
OG0000195	ESY12_g51047_DN3_SP8_c0.t1	Cg002G049520, Cg005G164920
OG0000195	ESY2_g35240_DN3_SP8_c46.t1	Cg001G036760, Cg007G265630
OG0000195	ESY8_g59101_DN3_SP5_c0.t1	Cg008G301610
OG0000196	ESY7_g17038_DN2_SP0_c0.t1, ESY7_g17890_DN2_SP0_c0.t1	Cg006G202640
OG0000196	ESY7_g17041_DN3_SP0_c0.t1	Cg006G202630
OG0000196	ESY11_g54907_DN2_SP0_c0.t1, ESY11_g54900_DN2_SP0_c0.t1, ESY11_g54896_DN3_SP0_c0.t1, ESY11_g54903_DN3_SP0_c0.t1	Cg006G237980
OG0000197	ESY5_g4909_DN2_SP0_c59.t1	Cg006G199500
OG0000197	ESY1_g12154_DN3_SP0_c0.t1, ESY2_g37088_DN2_SP0_c0.t1, ESY2_g33496_DN3_SP0_c55.t1	Cg001G041590
OG0000200	ESY5_g4739_DN2_SP0_c0.t1	Cg006G240250
OG0000201	ESY11_g54784_DN2_SP0_c100.t1, ESY11_g54783_DN3_SP0_c100.t1	Cg004G139100, Cg004G139090, Cg004G139080
OG0000201	ESY3_g29455_DN1_SP0_c0.t1	Cg004G139110
OG0000203	ESY3_g31967_DN2_SP0_c0.t1, ESY3_g31964_DN2_SP0_c0.t1	Cg004G120290, Cg004G126450, Cg004G126500, Cg004G126510, Cg002G062080
OG0000204	ESY1_g12367_DN3_SP0_c0.t1	Cg006G200670
OG0000204	ESY4_g24696_DN2_SP0_c0.t1	Cg004G138460
OG0000210	ESY20_g12800_DN3_SP0_c0.t1	Cg005G173490
OG0000210	ESY20_g12795_DN3_SP0_c0.t1	Cg005G173520
OG0000216	ESY1_g12400_DN3_SP0_c0.t1	Cg001G018790, Cg001G018760
OG0000218	ESY7_g18208_DN3_SP0_c0.t1, ESY7_g18205_DN3_SP0_c0.t1	Cg002G072370
OG0000218	ESY10_g14610_DN3_SP8_c0.t1	Cg002G075340
OG0000219	ESY3_g31957_DN3_SP0_c0.t1	Cg007G266520, Cg007G266510
OG0000219	ESY10_g14879_DN3_SP0_c0.t1	Cg001G014450
OG0000219	ESY4_g25332_DN3_SP0_c0.t1	Cg005G177180
OG0000219	ESY6_g49711_DN1_SP0_c0.t1	Cg003G095240, Cg003G111060
OG0000220	ESY3_g32370_DN2_SP0_c0.t1, ESY3_g32365_DN1_SP0_c79.t1	Cg002G057630
OG0000221	ESY4_g25962_DN1_SP0_c27.t1, ESY15_g65094_DN1_SP0_c0.t1, ESY3_g29249_DN1_SP0_c0.t1	Cg005G182530
OG0000222	ESY2_g35012_DN2_SP0_c0.t1	Cg008G315660, Cg004G151260, Cg001G038580, Cg003G091290
OG0000224	ESY2_g34607_DN3_SP0_c0.t1, ESY2_g34606_DN3_SP0_c0.t1	Cg007G278180, Cg007G278170, Cg007G278160
OG0000224	ESY4_g24972_DN3_SP0_c33.t1, ESY4_g24982_DN3_SP0_c27.t1	Cg001G008870, Cg001G017640
OG0000225	ESY3_g29916_DN2_SP0_c0.t1, ESY3_g29914_DN2_SP0_c0.t1	Cg006G217130
OG0000226	ESY12_g51008_DN3_SP0_c0.t1	Cg004G156690
OG0000226	ESY3_g29317_DN3_SP0_c0.t1	Cg003G113210
OG0000228	ESY11_g54171_DN1_SP0_c9.t1, ESY2_g38077_DN3_SP0_c0.t1	Cg008G307350
OG0000229	ESY1_g12012_DN3_SP0_c0.t1	Cg003G078340, Cg014G331290, Cg008G315850, Cg014G331310, Cg014G331300, Cg003G078330, Cg001G010780
OG0000229	ESY1_g12014_DN3_SP0_c0.t1, ESY1_g12013_DN3_SP0_c0.t1	Cg007G270440, Cg007G270650, Cg007G261570, Cg002G059180
OG0000231	ESY10_g14245_DN3_SP0_c0.t1	Cg007G260410
OG0000233	ESY15_g64746_DN1_SP0_c100.t1, ESY19_g42177_DN3_SP0_c23.t1	Cg005G186600
OG0000234	ESY1_g10786_DN3_SP0_c0.t1, ESY1_g10749_DN1_SP0_c6.t1	Cg002G051360, Cg002G062460, Cg002G051400, Cg002G051410, Cg002G051420, Cg005G166930, Cg008G293710
OG0000236	ESY3_g28939_DN3_SP0_c0.t1	Cg001G028350, Cg004G141830, Cg004G144380, Cg004G139210
OG0000236	ESY3_g31656_DN3_SP0_c0.t1	Cg004G139220
OG0000240	ESY18_g63659_DN3_SP0_c28.t1, ESY1_g5643_DN2_SP0_c0.t1, ESY11_g53264_DN1_SP0_c0.t1	Cg001G033750
OG0000240	ESY2_g37059_DN3_SP0_c0.t1, ESY4_g22182_DN3_SP0_c38.t1, ESY11_g52931_DN3_SP0_c0.t1, ESY15_g65946_DN3_SP0_c0.t1, ESY27_g13471_DN1_SP0_c0.t1, ESY25_g62605_DN2_SP0_c27.t1	Cg003G085370, Cg001G030000
OG0000241	ESY3_g31542_DN3_SP0_c0.t1, ESY15_g65699_DN3_SP0_c0.t1, ESY3_g31541_DN3_SP0_c0.t1, ESY3_g31804_DN3_SP0_c0.t1	Cg004G145120
OG0000242	ESY4_g25388_DN3_SP0_c0.t1	Cg004G150060, Cg004G150660, Cg004G150050, Cg004G150670, Cg004G150020, Cg004G150680
OG0000242	ESY5_g2745_DN3_SP0_c0.t1	Cg006G231900
OG0000242	ESY5_g2748_DN3_SP0_c0.t1	Cg006G231890
OG0000242	ESY5_g2744_DN3_SP0_c0.t1	Cg006G231910
OG0000244	ESY9_g43553_DN3_SP0_c0.t1	Cg001G019150
OG0000244	ESY7_g16354_DN3_SP5_c0.t1	Cg003G093660, Cg003G080320
OG0000244	ESY9_g43563_DN3_SP0_c0.t1, ESY9_g43568_DN3_SP0_c0.t1	Cg001G019160
OG0000246	ESY7_g16249_DN2_SP0_c100.t1	Cg002G073880
OG0000247	ESY11_g54875_DN3_SP0_c0.t1, ESY11_g54874_DN3_SP0_c0.t1	Cg008G318840, Cg006G202680
OG0000248	ESY5_g2595_DN2_SP0_c6.t1	Cg003G081350, Cg003G081360, Cg003G081340, Cg007G252860, Cg001G034790, Cg001G034710
OG0000249	ESY10_g15197_DN1_SP0_c67.t1	Cg005G169790
OG0000250	ESY2_g35510_DN3_SP0_c0.t1, ESY2_g35523_DN2_SP0_c0.t1	Cg007G270460
OG0000250	ESY2_g35512_DN3_SP0_c0.t1	Cg007G270580
OG0000252	ESY7_g19409_DN2_SP0_c0.t1	Cg007G252790, Cg007G252760, Cg005G190920
OG0000252	ESY7_g19411_DN1_SP0_c0.t1, ESY7_g19410_DN2_SP0_c0.t1	Cg008G283740, Cg004G136500
OG0000254	ESY20_g12901_DN3_SP0_c0.t1, ESY3_g31772_DN3_SP0_c0.t1	Cg004G134710
OG0000256	ESY12_g50900_DN3_SP0_c90.t1, ESY12_g50903_DN3_SP0_c100.t1	Cg005G165640
OG0000257	ESY3_g32555_DN1_SP0_c0.t1, ESY3_g32550_DN1_SP0_c0.t1	Cg004G143430, Cg004G143470, Cg004G143460, Cg007G247040, Cg007G247060, Cg006G198470, Cg006G198480, Cg001G035030, Cg004G126080, Cg001G001780
OG0000258	ESY11_g54020_DN2_SP0_c65.t1	Cg002G072350, Cg002G072340, Cg002G072310, Cg002G072330, Cg003G104860, Cg002G072320
OG0000264	ESY7_g16510_DN3_SP0_c56.t1, ESY7_g16503_DN3_SP0_c20.t1	Cg003G079930, Cg003G094080, Cg003G094890, Cg003G079050, Cg003G094090, Cg003G079920, Cg003G094100, Cg003G079900, Cg003G094120, Cg003G094110, Cg003G079910, Cg003G079890, Cg003G079060, Cg003G094880
OG0000265	ESY2_g37518_DN2_SP0_c0.t1	Cg005G179750, Cg005G186970, Cg002G064680, Cg003G102580, Cg001G029400, Cg001G041950, Cg006G213200, Cg008G309270, Cg007G252820, Cg001G002880, Cg006G204120, Cg005G180900, Cg004G141100, Cg003G086590, Cg002G049430
OG0000266	ESY6_g49192_DN2_SP0_c0.t1	Cg003G098940, Cg003G099000
OG0000269	ESY2_g37281_DN2_SP0_c83.t1	Cg002G069710, Cg007G256050, Cg004G151220, Cg004G148220, Cg006G211850, Cg002G069700
OG0000270	ESY11_g53846_DN3_SP8_c0.t1	Cg001G000740
OG0000270	ESY4_g25561_DN3_SP8_c0.t1	Cg001G005510
OG0000271	ESY11_g54017_DN3_SP0_c0.t1	Cg001G032910
OG0000271	ESY20_g12697_DN2_SP0_c0.t1	Cg003G079870
OG0000272	ESY7_g17164_DN1_SP0_c0.t1	Cg001G026510, Cg008G325020
OG0000273	ESY1_g10436_DN3_SP0_c58.t1	Cg006G201150, Cg006G201180, Cg006G201130, Cg006G201120, Cg006G201160, Cg006G201170
OG0000275	ESY3_g28956_DN2_SP0_c92.t1	Cg004G139010
OG0000276	ESY2_g37679_DN3_SP0_c17.t1	Cg001G029710
OG0000280	ESY1_g6464_DN1_SP0_c52.t1	Cg007G271390
OG0000281	ESY12_g51524_DN1_SP0_c0.t1, ESY1_g10338_DN1_SP0_c0.t1	Cg006G220980
OG0000282	ESY9_g43229_DN2_SP0_c0.t1	Cg008G288340, Cg008G288360, Cg008G288350, Cg008G323220
OG0000282	ESY7_g18557_DN2_SP0_c0.t1	Cg008G288380
OG0000282	ESY7_g18558_DN2_SP0_c0.t1, ESY7_g18561_DN2_SP0_c0.t1, ESY7_g18562_DN2_SP0_c0.t1	Cg008G288420, Cg008G288390, Cg008G288410, Cg008G288400
OG0000283	ESY20_g12865_DN2_SP3_c0.t1	Cg008G319010
OG0000283	ESY20_g12864_DN3_SP1_c0.t1, ESY20_g12860_DN3_SP1_c0.t1, ESY20_g12861_DN3_SP3_c0.t1, ESY20_g12863_DN3_SP7_c0.t1, ESY20_g12859_DN3_SP1_c0.t1	Cg008G318960, Cg008G318990, Cg008G318970
OG0000284	ESY10_g15359_DN3_SP0_c0.t1, ESY15_g64561_DN3_SP0_c0.t1	Cg008G323450, Cg008G323400, Cg008G323440, Cg005G189010, Cg008G323430, Cg008G323380
OG0000284	ESY15_g64559_DN2_SP0_c0.t1	Cg008G306240, Cg008G306230
OG0000285	ESY10_g15410_DN3_SP0_c0.t1	Cg002G060650, Cg005G182020
OG0000287	ESY1_g9683_DN3_SP0_c43.t1	Cg004G137910
OG0000287	ESY3_g29135_DN3_SP0_c0.t1	Cg004G137930, Cg004G140040, Cg004G137940
OG0000290	ESY3_g29637_DN2_SP0_c0.t1	Cg004G135310
OG0000290	ESY8_g60315_DN2_SP0_c0.t1	Cg001G040670, Cg001G040570, Cg001G040700
OG0000293	ESY10_g14000_DN2_SP0_c0.t1, ESY10_g13827_DN3_SP0_c0.t1, ESY7_g19224_DN2_SP0_c0.t1	Cg008G293400, Cg001G035010
OG0000294	ESY3_g29804_DN3_SP0_c0.t1	Cg004G133910
OG0000294	ESY9_g44587_DN1_SP0_c0.t1	Cg005G169690
OG0000294	ESY12_g51392_DN3_SP0_c0.t1	Cg005G158570
OG0000294	ESY20_g13155_DN3_SP0_c0.t1	Cg003G077590, Cg014G332020
OG0000295	ESY11_g54015_DN1_SP0_c100.t1	Cg008G312860, Cg007G263400, Cg007G266220, Cg001G026760, Cg005G180220, Cg004G130780, Cg004G130770
OG0000296	ESY7_g18868_DN1_SP0_c0.t1, ESY9_g42470_DN3_SP0_c0.t1, ESY7_g18869_DN2_SP0_c0.t1, ESY3_g30522_DN2_SP0_c0.t1	Cg007G280920, Cg007G280630
OG0000296	ESY2_g34542_DN1_SP0_c0.t1	Cg005G167490
OG0000297	ESY21_g55414_DN2_SP0_c0.t1, ESY4_g26254_DN1_SP0_c0.t1	Cg001G003600
OG0000297	ESY6_g48934_DN2_SP0_c0.t1, ESY6_g48920_DN2_SP0_c0.t1, ESY6_g48921_DN2_SP0_c0.t1, ESY6_g48677_DN2_SP0_c0.t1, ESY13_g56623_DN2_SP0_c0.t1	Cg003G108160
OG0000298	ESY2_g36761_DN3_SP0_c0.t1	Cg004G131150
OG0000298	ESY2_g34541_DN2_SP0_c0.t1, ESY9_g42889_DN3_SP0_c0.t1	Cg001G021100, Cg001G021090
OG0000299	ESY7_g18962_DN3_SP0_c0.t1, ESY7_g18964_DN3_SP0_c0.t1	Cg001G026230, Cg001G026550
OG0000299	ESY2_g36393_DN3_SP0_c0.t1	Cg001G039310, Cg006G194360
OG0000299	ESY2_g36388_DN3_SP0_c0.t1	Cg006G194370
OG0000300	ESY11_g52574_DN3_SP0_c0.t1	Cg004G145480, Cg004G145490
OG0000311	ESY7_g17282_DN3_SP8_c0.t1	Cg008G296830
OG0000311	ESY2_g37998_DN3_SP8_c0.t1	Cg006G201410
OG0000311	ESY3_g29751_DN3_SP8_c0.t1	Cg004G134370
OG0000311	ESY2_g35259_DN3_SP8_c0.t1	Cg007G265360
OG0000313	ESY7_g19449_DN3_SP0_c0.t1	Cg006G201020, Cg006G200970
OG0000314	ESY5_g4954_DN3_SP8_c0.t1	Cg006G241650
OG0000314	ESY5_g4953_DN3_SP7_c0.t1	Cg006G241640
OG0000316	ESY5_g1903_DN2_SP0_c0.t1, ESY5_g4004_DN3_SP0_c0.t1	Cg005G165580, Cg005G165480
OG0000319	ESY5_g4449_DN3_SP8_c0.t1, ESY5_g4451_DN3_SP1_c0.t1, ESY6_g48917_DN3_SP0_c0.t1, ESY5_g4452_DN3_SP0_c0.t1	Cg003G086150, Cg003G108110, Cg006G238150
OG0000321	ESY7_g19126_DN1_SP0_c0.t1	Cg001G036410, Cg001G036490, Cg001G035900, Cg001G035950, Cg001G035910, Cg001G035940
OG0000322	ESY2_g34830_DN3_SP0_c0.t1, ESY17_g40002_DN3_SP0_c0.t1	Cg007G279100
OG0000322	ESY12_g50855_DN3_SP0_c0.t1	Cg005G165820
OG0000323	ESY6_g47582_DN3_SP0_c0.t1	Cg003G101320
OG0000323	ESY16_g62142_DN3_SP0_c0.t1, ESY16_g62137_DN2_SP0_c0.t1, ESY16_g62138_DN1_SP0_c0.t1, ESY16_g62136_DN1_SP0_c0.t1	Cg001G013020
OG0000324	ESY1_g9432_DN2_SP0_c0.t1	Cg008G317460, Cg001G031330, Cg007G263750
OG0000325	ESY16_g62205_DN3_SP0_c0.t1, ESY40_g12613_DN1_SP0_c0.t1	Cg001G033350, Cg007G261500, Cg004G148160, Cg005G185560
OG0000327	ESY5_g2001_DN3_SP0_c0.t1, ESY5_g1965_DN3_SP0_c0.t1, ESY5_g1980_DN3_SP0_c0.t1	Cg006G222130, Cg006G222140, Cg006G222120
OG0000327	ESY1_g10927_DN1_SP0_c0.t1, ESY1_g10900_DN3_SP0_c0.t1, ESY1_g10899_DN3_SP0_c0.t1	Cg002G052000
OG0000328	ESY8_g60943_DN3_SP0_c0.t1	Cg001G038690, Cg001G038800, Cg001G038720, Cg001G038710, Cg001G038790, Cg001G038780, Cg001G038770, Cg001G038760
OG0000329	ESY12_g52063_DN2_SP0_c2.t1, ESY12_g52038_DN2_SP0_c0.t1	Cg005G161130
OG0000329	ESY7_g18960_DN2_SP0_c0.t1	Cg004G137660
OG0000332	ESY2_g34313_DN3_SP3_c0.t1	Cg007G259450
OG0000332	ESY6_g49299_DN3_SP7_c0.t1	Cg008G300270
OG0000332	ESY2_g37547_DN3_SP1_c0.t1, ESY2_g37555_DN3_SP8_c0.t1	Cg004G136440
OG0000334	ESY1_g11042_DN3_SP0_c14.t1	Cg002G052730
OG0000334	ESY3_g32183_DN2_SP0_c14.t1	Cg005G168750
OG0000334	ESY4_g26104_DN2_SP0_c33.t1, ESY4_g26107_DN3_SP0_c33.t1, ESY9_g42414_DN3_SP0_c14.t1, ESY4_g26106_DN3_SP0_c30.t1	Cg008G316780, Cg003G078420, Cg014G331200, Cg014G331210, Cg003G078410
OG0000335	ESY9_g42650_DN3_SP0_c0.t1, ESY12_g51324_DN3_SP0_c0.t1, ESY9_g42619_DN3_SP0_c0.t1, ESY9_g42648_DN3_SP0_c0.t1	Cg006G205050
OG0000338	ESY5_g3340_DN3_SP0_c0.t1, ESY5_g3323_DN3_SP1_c0.t1, ESY2_g34160_DN3_SP0_c0.t1, ESY2_g34140_DN3_SP8_c0.t1	Cg006G236460, Cg007G252750, Cg006G236370, Cg007G253150
OG0000339	ESY20_g12945_DN3_SP4_c0.t1	Cg014G333260, Cg003G076340
OG0000339	ESY12_g51781_DN3_SP8_c0.t1	Cg005G159770
OG0000339	ESY1_g12292_DN3_SP6_c0.t1	Cg002G045310
OG0000340	ESY12_g51455_DN3_SP0_c0.t1	Cg005G162340
OG0000344	ESY1_g11952_DN3_SP0_c0.t1	Cg008G305710, Cg008G305700, Cg001G025010, Cg008G308010, Cg008G312970
OG0000345	ESY5_g3843_DN3_SP0_c0.t1	Cg006G233270
OG0000345	ESY5_g3838_DN2_SP0_c0.t1, ESY5_g3826_DN2_SP0_c0.t1	Cg006G233290
OG0000347	ESY2_g37666_DN1_SP0_c0.t1, ESY4_g24789_DN1_SP0_c0.t1	Cg007G264130
OG0000348	ESY15_g65682_DN3_SP0_c0.t1	Cg004G146340, Cg007G271550
OG0000348	ESY14_g20576_DN3_SP0_c73.t1, ESY4_g23225_DN3_SP0_c20.t1	Cg011G329030
OG0000349	ESY4_g26012_DN2_SP0_c0.t1	Cg001G004450
OG0000349	ESY4_g25443_DN1_SP0_c0.t1, ESY4_g26011_DN2_SP0_c0.t1, ESY4_g26007_DN2_SP0_c7.t1, ESY4_g26009_DN1_SP0_c0.t1, ESY4_g26295_DN3_SP0_c0.t1	Cg005G177460
OG0000350	ESY3_g32428_DN3_SP0_c13.t1	Cg006G216780
OG0000351	ESY2_g34256_DN1_SP0_c0.t1, ESY6_g50602_DN2_SP0_c0.t1	Cg003G086090
OG0000351	ESY3_g30430_DN3_SP0_c18.t1	Cg008G290210
OG0000352	ESY5_g4390_DN3_SP0_c0.t1	Cg006G229000
OG0000352	ESY8_g60078_DN3_SP0_c0.t1, ESY9_g42931_DN1_SP0_c0.t1, ESY2_g33994_DN3_SP0_c0.t1	Cg007G250610
OG0000353	ESY7_g16182_DN3_SP0_c92.t1	Cg001G022220, Cg002G056550, Cg008G295330
OG0000355	ESY2_g34033_DN3_SP0_c19.t1	Cg007G280400, Cg006G203840, Cg006G203800, Cg006G203790, Cg006G203810, Cg005G187890
OG0000356	ESY10_g15419_DN3_SP0_c0.t1, ESY10_g15418_DN2_SP0_c0.t1, ESY10_g15395_DN2_SP0_c0.t1	Cg008G306390, Cg008G306550
OG0000358	ESY20_g12900_DN3_SP6_c0.t1	Cg008G319440, Cg008G289890
OG0000358	ESY7_g19036_DN3_SP0_c0.t1, ESY20_g12904_DN3_SP2_c0.t1	Cg008G289880
OG0000359	ESY4_g26504_DN3_SP0_c0.t1, ESY4_g26503_DN3_SP1_c0.t1, ESY4_g23322_DN2_SP0_c0.t1	Cg006G216530, Cg006G216520, Cg006G216510, Cg005G172180, Cg005G172170
OG0000361	ESY3_g31260_DN3_SP0_c0.t1	Cg004G127210
OG0000361	ESY7_g19098_DN3_SP0_c0.t1	Cg008G285160
OG0000361	ESY7_g19097_DN3_SP0_c0.t1, ESY10_g15493_DN2_SP0_c0.t1	Cg004G141500
OG0000362	ESY5_g3011_DN3_SP0_c0.t1	Cg006G241490, Cg007G270120, Cg007G280330
OG0000363	ESY7_g16013_DN1_SP0_c0.t1, ESY15_g64401_DN1_SP0_c0.t1	Cg004G145460
OG0000363	ESY1_g6745_DN1_SP0_c99.t1, ESY21_g55308_DN3_SP0_c84.t1	Cg006G201860
OG0000369	ESY5_g4487_DN3_SP8_c0.t1, ESY5_g4486_DN3_SP2_c0.t1, ESY6_g48834_DN3_SP3_c0.t1	Cg002G061220
OG0000370	ESY5_g4379_DN3_SP0_c0.t1, ESY5_g4380_DN3_SP0_c0.t1, ESY5_g4381_DN3_SP0_c0.t1	Cg006G228950
OG0000371	ESY9_g42803_DN3_SP0_c0.t1, ESY4_g26079_DN3_SP0_c0.t1, ESY12_g51428_DN3_SP0_c0.t1, ESY12_g51264_DN3_SP0_c0.t1	Cg006G220780, Cg005G158480
OG0000371	ESY12_g51429_DN3_SP0_c0.t1	Cg005G158470
OG0000372	ESY16_g62307_DN3_SP0_c0.t1, ESY16_g62308_DN3_SP0_c0.t1, ESY16_g62314_DN3_SP0_c0.t1, ESY16_g62305_DN3_SP0_c0.t1, ESY9_g43031_DN3_SP0_c0.t1, ESY9_g43032_DN1_SP0_c0.t1, ESY9_g43033_DN2_SP0_c0.t1, ESY9_g43030_DN3_SP0_c0.t1	Cg001G013540, Cg001G013550, Cg001G013560
OG0000374	ESY2_g37261_DN3_SP1_c0.t1	Cg006G203210, Cg006G203180, Cg006G203200, Cg006G203220, Cg006G203250, Cg006G203260, Cg006G203240, Cg006G203230, Cg006G203190, Cg006G198280, Cg006G198270, Cg006G198290
OG0000377	ESY2_g33954_DN3_SP0_c0.t1	Cg007G249720
OG0000377	ESY2_g33949_DN3_SP5_c0.t1, ESY2_g33948_DN3_SP2_c0.t1, ESY5_g3546_DN3_SP3_c0.t1	Cg007G249710
OG0000377	ESY2_g33950_DN3_SP3_c0.t1	Cg007G249740
OG0000382	ESY2_g34214_DN3_SP8_c0.t1	Cg007G254420
OG0000382	ESY5_g3261_DN3_SP4_c0.t1	Cg006G236900
OG0000383	ESY3_g31366_DN3_SP0_c0.t1, ESY3_g31367_DN3_SP0_c0.t1	Cg006G217970
OG0000383	ESY7_g17293_DN3_SP0_c0.t1	Cg006G218010, Cg006G217980
OG0000386	ESY1_g11130_DN3_SP0_c0.t1	Cg002G053290, Cg002G063780
OG0000386	ESY2_g34494_DN3_SP4_c28.t1	Cg002G072500
OG0000387	ESY16_g61837_DN1_SP0_c0.t1, ESY12_g51494_DN2_SP0_c0.t1	Cg005G162800
OG0000387	ESY5_g4571_DN3_SP0_c0.t1	Cg005G162500, Cg005G162480
OG0000387	ESY16_g61838_DN2_SP0_c0.t1	Cg005G162460
OG0000388	ESY15_g65704_DN2_SP0_c0.t1	Cg004G147620
OG0000388	ESY15_g65703_DN2_SP0_c0.t1	Cg004G144360
OG0000390	ESY6_g50166_DN2_SP0_c0.t1	Cg008G303200
OG0000390	ESY1_g11584_DN1_SP0_c1.t1	Cg002G062740
OG0000391	ESY16_g62417_DN3_SP0_c34.t1	Cg006G223560, Cg006G223590
OG0000391	ESY11_g54772_DN3_SP0_c0.t1	Cg006G223610, Cg006G223580
OG0000393	ESY9_g42829_DN3_SP0_c0.t1, ESY5_g4054_DN3_SP0_c0.t1	Cg004G134070
OG0000393	ESY5_g5105_DN2_SP0_c0.t1, ESY5_g5104_DN1_SP0_c0.t1, ESY11_g54851_DN3_SP0_c0.t1, ESY6_g49097_DN2_SP0_c0.t1, ESY6_g49092_DN3_SP0_c0.t1, ESY6_g49091_DN3_SP0_c0.t1, ESY6_g49081_DN3_SP0_c0.t1, ESY6_g49079_DN1_SP0_c0.t1, ESY6_g48114_DN3_SP0_c0.t1, ESY5_g1891_DN1_SP0_c0.t1	Cg003G086190, Cg003G086120
OG0000396	ESY4_g25893_DN3_SP0_c15.t1	Cg001G030810, Cg002G069030, Cg002G069060, Cg002G069050
OG0000398	ESY3_g30246_DN3_SP0_c0.t1	Cg004G129520
OG0000398	ESY3_g30245_DN3_SP0_c0.t1	Cg004G129510
OG0000398	ESY2_g36267_DN3_SP0_c0.t1	Cg006G195010
OG0000399	ESY1_g11919_DN3_SP0_c0.t1, ESY1_g11917_DN3_SP0_c0.t1, ESY1_g11922_DN3_SP0_c0.t1, ESY1_g11920_DN3_SP0_c0.t1, ESY1_g11918_DN3_SP0_c0.t1, ESY1_g11921_DN3_SP0_c0.t1, ESY1_g11865_DN2_SP0_c0.t1	Cg004G143320, Cg004G143360
OG0000400	ESY12_g51895_DN2_SP0_c0.t1, ESY7_g17492_DN3_SP0_c0.t1, ESY6_g50516_DN3_SP0_c0.t1	Cg005G159260
OG0000401	ESY4_g25564_DN2_SP0_c93.t1	Cg003G110400
OG0000403	ESY2_g33999_DN3_SP0_c15.t1, ESY2_g34014_DN2_SP0_c0.t1, ESY2_g33998_DN2_SP0_c0.t1	Cg007G250680
OG0000403	ESY2_g36423_DN2_SP0_c0.t1	Cg007G250650
OG0000404	ESY7_g18799_DN3_SP0_c0.t1, ESY7_g18797_DN3_SP8_c0.t1, ESY3_g31266_DN3_SP1_c0.t1, ESY9_g44248_DN3_SP4_c0.t1	Cg002G054180, Cg008G286930, Cg004G127240, Cg005G170410
OG0000405	ESY4_g26461_DN2_SP0_c0.t1	Cg007G259010, Cg006G212540
OG0000406	ESY7_g17229_DN3_SP3_c0.t1, ESY7_g17230_DN3_SP3_c0.t1	Cg008G297220
OG0000406	ESY1_g11903_DN3_SP0_c0.t1	Cg002G046730
OG0000406	ESY3_g32382_DN3_SP0_c0.t1	Cg004G118250
OG0000407	ESY2_g33488_DN1_SP0_c0.t1	Cg007G246870
OG0000407	ESY7_g17421_DN2_SP0_c0.t1	Cg008G295960
OG0000407	ESY7_g17549_DN2_SP0_c0.t1	Cg008G295160
OG0000408	ESY8_g59409_DN3_SP0_c0.t1, ESY3_g30983_DN3_SP0_c0.t1, ESY20_g12876_DN3_SP0_c9.t1, ESY5_g2302_DN3_SP0_c0.t1	Cg005G189700
OG0000411	ESY2_g33755_DN3_SP7_c0.t1	Cg007G248450
OG0000411	ESY7_g16298_DN3_SP5_c0.t1	Cg003G093460, Cg003G080490
OG0000411	ESY9_g43688_DN3_SP8_c46.t1	Cg001G019000
OG0000412	ESY6_g47907_DN3_SP1_c0.t1	Cg003G101880
OG0000412	ESY16_g62294_DN3_SP8_c0.t1	Cg001G013500
OG0000412	ESY2_g37344_DN3_SP5_c0.t1	Cg006G198710
OG0000413	ESY3_g30229_DN3_SP0_c0.t1	Cg004G129370
OG0000414	ESY7_g18417_DN3_SP0_c0.t1	Cg006G220700
OG0000415	ESY7_g18380_DN2_SP0_c0.t1	Cg008G292540
OG0000416	ESY8_g58421_DN3_SP0_c0.t1, ESY8_g58425_DN3_SP0_c0.t1, ESY8_g58404_DN2_SP0_c0.t1, ESY8_g58422_DN2_SP0_c0.t1	Cg005G174990, Cg005G174850
OG0000416	ESY5_g4787_DN3_SP0_c0.t1	Cg006G240670
OG0000417	ESY9_g45394_DN3_SP0_c0.t1	Cg004G141850
OG0000417	ESY2_g36811_DN3_SP0_c0.t1, ESY20_g12882_DN1_SP0_c0.t1, ESY8_g58653_DN2_SP0_c0.t1, ESY8_g58644_DN1_SP0_c0.t1	Cg003G109700
OG0000419	ESY2_g33318_DN2_SP0_c34.t1, ESY4_g25945_DN2_SP0_c0.t1, ESY4_g26093_DN2_SP0_c0.t1, ESY4_g26086_DN2_SP0_c33.t1, ESY4_g26092_DN3_SP0_c0.t1	Cg008G309140, Cg008G310840, Cg008G309150, Cg008G310850, Cg008G309170
OG0000421	ESY8_g60902_DN2_SP0_c0.t1, ESY8_g60904_DN3_SP1_c0.t1, ESY8_g60901_DN3_SP0_c0.t1, ESY8_g60900_DN3_SP7_c0.t1	Cg001G039140, Cg001G039040
