Orthogroup	Euclidium_syriacum	Brassica_napus
OG0000045	ESY5_g789_DN1_SP0_c0.t1	XP_013713178.1, XP_022562451.1, XP_048613579.1
OG0000046	ESY4_g26383_DN3_SP0_c53.t1	XP_048633450.1, XP_013710778.1
OG0000046	ESY4_g25771_DN2_SP0_c0.t1	XP_048633516.1, XP_048628795.1, XP_048612190.1
OG0000047	ESY3_g28898_DN3_SP0_c0.t1	XP_048611664.1, XP_048605495.1, XP_048606198.1, XP_022565160.1, XP_048595760.1, XP_048606465.1, XP_048615063.1, XP_048630782.1, XP_022563248.1, XP_048605434.1, XP_048622925.1, XP_048620259.1, XP_013750025.3, XP_013707245.1, XP_013689003.1, XP_048611916.1, XP_048600680.1, XP_013694451.1, XP_013705051.2, XP_048613841.1, XP_013708441.2, XP_048624586.1, XP_048614488.1, XP_048613583.1, XP_013680570.2, XP_013727892.1, XP_048604633.1, XP_013739556.1, XP_048611593.1, XP_048596333.1, XP_048592724.1, XP_048614390.1, XP_048620610.1, XP_013693907.2, XP_013694450.1, XP_013744667.1, XP_048604888.1, XP_022556780.1, XP_048630840.1, XP_013729546.2, XP_048608418.1, XP_013690197.3, XP_048592683.1, XP_048632953.1, XP_022562405.2, XP_048613480.1, XP_013687440.2, XP_022560098.2, XP_048630294.1, XP_013726474.1, XP_048621881.1, XP_048611784.1, XP_013702900.2, XP_048598042.1, XP_013704246.1, XP_022562643.1, XP_048630749.1, XP_013646205.1, XP_013713305.1, XP_013730190.2, XP_048623760.1, XP_048612616.1, XP_013673366.2, XP_048609206.1, XP_013745490.2, XP_013704829.2, XP_048604967.1, XP_048611522.1, XP_048596443.1, XP_048637573.1, XP_048620210.1, XP_048622632.1, XP_048622648.1, XP_048627697.1, XP_048611387.1, XP_048638490.1
OG0000049	ESY8_g61336_DN1_SP0_c0.t1	XP_013716690.2
OG0000049	ESY6_g47885_DN2_SP0_c0.t1	XP_048617249.1
OG0000050	ESY11_g52398_DN3_SP0_c0.t1, ESY9_g43856_DN2_SP0_c0.t1	XP_013739943.1, XP_013704948.1, XP_048630984.1, XP_048637629.1, XP_048599686.1, XP_013655825.2, XP_013721760.1, XP_013705039.1, XP_013669077.1
OG0000050	ESY7_g16267_DN1_SP0_c0.t1	XP_013705009.1
OG0000050	ESY17_g40168_DN2_SP0_c0.t1	XP_013745523.2, XP_013718383.1
OG0000050	ESY14_g20664_DN3_SP0_c0.t1, ESY1_g8355_DN3_SP0_c0.t1	XP_048634070.1
OG0000052	ESY5_g5128_DN3_SP0_c0.t1	XP_048613662.1, XP_048599350.1, XP_013680648.2, XP_022549241.2, XP_048598261.1, XP_048597938.1
OG0000052	ESY5_g2704_DN3_SP0_c0.t1	XP_013691740.1, XP_013747418.2
OG0000052	ESY12_g51256_DN3_SP0_c0.t1	XP_048637055.1
OG0000052	ESY12_g51336_DN3_SP0_c0.t1	XP_048605363.1, XP_048632926.1
OG0000052	ESY5_g2706_DN3_SP0_c11.t1	XP_022556477.2, XP_022564157.2, XP_048637054.1, XP_022558010.2, XP_013752059.2, XP_013716726.2, XP_013716727.2
OG0000052	ESY5_g2705_DN3_SP0_c0.t1	XP_013747770.2, XP_048636340.1, XP_013747769.2, XP_022574743.2
OG0000053	ESY6_g48253_DN3_SP0_c0.t1, ESY8_g60784_DN3_SP0_c0.t1, ESY11_g53017_DN1_SP0_c0.t1	XP_013651105.1, XP_048633080.1, XP_013650489.2, XP_048637467.1, XP_048635066.1, XP_013645312.2, XP_013674059.1, XP_013694485.1, XP_022559955.1, XP_013689214.2, XP_013713672.1
OG0000053	ESY4_g22922_DN2_SP0_c0.t1, ESY3_g29655_DN3_SP0_c0.t1, ESY8_g60186_DN3_SP0_c0.t1, ESY8_g60955_DN2_SP0_c0.t1	XP_013673756.1, XP_022571037.1
OG0000054	ESY5_g2306_DN3_SP0_c0.t1	XP_048623542.1
OG0000054	ESY18_g63621_DN3_SP0_c0.t1	XP_022553428.2, XP_013737743.2, XP_048623720.1, XP_022553704.2, XP_048634735.1, XP_048610596.1, XP_048602294.1, XP_022574445.2, XP_048635553.1, XP_048618573.1, XP_048622748.1, XP_013713188.2, XP_048619894.1, XP_048611783.1, XP_048613170.1, XP_048615234.1, XP_048637818.1, XP_048637045.1, XP_048596138.1, XP_048612574.1, XP_048634954.1, XP_048609051.1, XP_022574301.2, XP_048633225.1, XP_022574506.1, XP_013704260.2, XP_022562802.1, XP_048620993.1, XP_048599089.1, XP_048592551.1, XP_048621337.1, XP_022551131.2, XP_048597720.1, XP_048606142.1, XP_048619790.1, XP_048621209.1, XP_048622552.1, XP_048629346.1, XP_048633888.1, XP_048598954.1, XP_022549978.2, XP_048605107.1, XP_013705438.2, XP_048615650.1, XP_048602917.1, XP_048628816.1, XP_048605478.1, XP_022574390.2, XP_048622671.1, XP_048599304.1, XP_048610747.1, XP_048596260.1, XP_013695048.2, XP_013654745.2, XP_048601641.1, XP_048608968.1, XP_048609577.1, XP_048592841.1, XP_048613136.1, XP_048634116.1, XP_048628169.1, XP_048592471.1, XP_013691238.2, XP_048622172.1, XP_048637571.1, XP_048605502.1, XP_013647204.3, XP_048610577.1, XP_048613967.1
OG0000055	ESY2_g33757_DN3_SP0_c0.t1	XP_048595750.1, XP_013714724.2
OG0000055	ESY2_g33762_DN3_SP0_c0.t1	XP_048600561.1, XP_013728715.2
OG0000056	ESY3_g28498_DN2_SP0_c0.t1	XP_048606184.1
OG0000056	ESY1_g10105_DN1_SP0_c0.t1, ESY3_g27528_DN2_SP0_c0.t1, ESY11_g52693_DN2_SP0_c0.t1	XP_022549102.1
OG0000056	ESY2_g37912_DN2_SP0_c0.t1	XP_013689080.1
OG0000056	ESY4_g23383_DN2_SP0_c0.t1	XP_048634929.1, XP_013645844.2, XP_048593471.1, XP_013688936.2, XP_048609321.1, XP_013688795.2, XP_048635087.1, XP_013694675.1, XP_013645882.2, XP_048611631.1, XP_013694324.1, XP_013690206.1, XP_048596449.1, XP_013645336.1, XP_013689842.1, XP_048626013.1, XP_048622740.1, XP_048607413.1, XP_013709826.3, XP_013665443.2, XP_013709534.2, XP_048623820.1, XP_048611849.1, XP_048633213.1, XP_048594492.1
OG0000057	ESY3_g29813_DN1_SP0_c0.t1, ESY16_g61649_DN2_SP0_c0.t1, ESY2_g35559_DN2_SP0_c0.t1, ESY8_g59290_DN2_SP0_c0.t1	XP_048613510.1
OG0000057	ESY16_g61911_DN3_SP0_c0.t1, ESY3_g30616_DN3_SP0_c0.t1, ESY3_g30019_DN2_SP0_c0.t1	XP_048635092.1, XP_048635090.1, XP_013695133.1
OG0000057	ESY2_g35826_DN2_SP0_c0.t1	XP_013665444.2, XP_022565713.1
OG0000057	ESY3_g30252_DN1_SP0_c0.t1, ESY9_g45399_DN1_SP0_c0.t1	XP_022568087.1
OG0000058	ESY4_g22484_DN1_SP0_c0.t1, ESY11_g54389_DN1_SP0_c0.t1, ESY22_g40701_DN2_SP0_c0.t1	XP_048605841.1
OG0000058	ESY5_g1710_DN1_SP0_c25.t1, ESY6_g47795_DN2_SP0_c0.t1, ESY26_g42314_DN2_SP0_c0.t1, ESY13_g57122_DN3_SP0_c0.t1	XP_013722514.1, XP_013700583.1, XP_013745363.2, XP_013694732.1, XP_048591504.1, XP_048593222.1, XP_022562618.1, XP_013710788.1, XP_022568760.1, XP_013700064.1, XP_048599667.1, XP_022571757.2, XP_013700531.2, XP_048591560.1, XP_048603602.1, XP_048629394.1, XP_013648539.2, XP_048596304.1, XP_048631614.1, XP_048634594.1
OG0000058	ESY6_g47477_DN1_SP0_c0.t1	XP_013722174.1, XP_048605187.1, XP_048604750.1, XP_048630748.1, XP_013665553.2, XP_048598161.1, XP_048611596.1
OG0000059	ESY6_g46614_DN1_SP0_c0.t1	XP_048605596.1
OG0000059	ESY3_g28764_DN2_SP0_c0.t1, ESY18_g63060_DN1_SP0_c0.t1	XP_048605573.1
OG0000061	ESY4_g22453_DN2_SP0_c7.t1, ESY3_g29563_DN2_SP0_c0.t1	XP_048609345.1
OG0000061	ESY1_g11506_DN2_SP0_c0.t1, ESY9_g43347_DN2_SP0_c0.t1, ESY9_g45318_DN3_SP0_c0.t1, ESY5_g1202_DN3_SP0_c0.t1, ESY1_g8230_DN3_SP0_c0.t1	XP_013724723.1, XP_013713606.1, XP_022553144.2, XP_048608931.1, XP_013723559.1, XP_022549641.2, XP_013694716.2, XP_022575860.2, XP_013691380.1, XP_048622961.1, XP_013694722.2, XP_013709239.1, XP_013700058.2, XP_022560099.1
OG0000061	ESY9_g44119_DN3_SP0_c0.t1, ESY7_g18625_DN3_SP0_c96.t1	XP_048630754.1
OG0000061	ESY7_g16987_DN3_SP0_c0.t1, ESY5_g3834_DN3_SP0_c0.t1, ESY3_g28672_DN3_SP0_c0.t1, ESY6_g48601_DN3_SP0_c0.t1, ESY8_g59466_DN2_SP0_c0.t1, ESY1_g9171_DN3_SP0_c0.t1, ESY14_g20487_DN3_SP0_c0.t1, ESY19_g42085_DN3_SP0_c0.t1, ESY17_g40277_DN2_SP0_c0.t1	XP_048637558.1, XP_048596723.1, XP_013696292.3, XP_013739780.2, XP_048623330.1, XP_048624587.1, XP_048600681.1, XP_013732657.2, XP_022554064.1, XP_013743691.1, XP_013723290.2, XP_048595762.1, XP_048592686.1, XP_048592725.1, XP_048615070.1, XP_048630784.1, XP_048608631.1, XP_048630841.1, XP_013651771.2, XP_048618601.1, XP_048603650.1, XP_048606030.1, XP_048606466.1, XP_013706470.2, XP_013729547.2, XP_013687886.1, XP_013680970.2, XP_048622924.1, XP_048615428.1, XP_048602960.1, XP_022557143.1, XP_022556335.1, XP_013691840.1, XP_013662162.2, XP_048592595.1, XP_013677735.1, XP_013738633.2, XP_013700197.1, XP_048611597.1, XP_013739555.1, XP_013739489.3, XP_022552117.1, XP_048604597.1
OG0000062	ESY8_g59723_DN2_SP0_c0.t1	XP_048611761.1, XP_013701495.2, XP_048619707.1, XP_013703977.2, XP_022575147.1, XP_048602568.1, XP_048630018.1, XP_013741022.1, XP_022574457.1, XP_013723697.1, XP_013717352.1, XP_013745422.2, XP_013725743.2, XP_048636767.1, XP_048628779.1, XP_048602176.1, XP_048628782.1, XP_048613487.1, XP_048624175.1, XP_013694681.2, XP_048604692.1, XP_048623683.1, XP_013705125.2, XP_013658760.2, XP_048633093.1, XP_048609977.1, XP_022560228.2, XP_022563564.2, XP_022558537.2, XP_048613911.1, XP_022542999.2, XP_048631743.1, XP_048627209.1, XP_013725623.2, XP_048624059.1, XP_013713563.2, XP_048634102.1, XP_022559989.2, XP_048637493.1, XP_048600389.1, XP_013668707.1, XP_048627305.1, XP_048627874.1, XP_048631742.1, XP_022575708.2, XP_048634039.1, XP_048611754.1, XP_013718395.1, XP_048634057.1, XP_048615597.1, XP_013751359.2, XP_048593277.1, XP_013680161.1, XP_048620206.1, XP_013710967.2, XP_013722855.2, XP_013729652.2, XP_013698443.2, XP_013698444.2, XP_013712635.2, XP_048628785.1, XP_022568534.2, XP_048624608.1, XP_048628426.1, XP_048623999.1, XP_048610618.1, XP_048618722.1, XP_048609744.1, XP_048601320.1, XP_022559333.2, XP_013698372.2, XP_013682639.3, XP_013671728.2, XP_013675949.3, XP_013650003.2, XP_048629236.1, XP_048636765.1, XP_048613353.1, XP_048596581.1, XP_048638474.1, XP_048599816.1, XP_048596952.1, XP_013668972.1, XP_048598101.1, XP_048597521.1, XP_013688157.2, XP_048592059.1, XP_022575236.2, XP_022555762.2, XP_048630017.1, XP_013730186.1, XP_013720015.1, XP_013729910.1, XP_013723696.2, XP_048605760.1, XP_013708686.2, XP_013703976.2, XP_048633919.1, XP_048607057.1, XP_048598073.1, XP_048634908.1, XP_013658933.1
OG0000064	ESY4_g26853_DN2_SP0_c0.t1, ESY4_g26855_DN3_SP0_c0.t1	XP_013644911.1, XP_013706797.1
OG0000064	ESY4_g26372_DN3_SP0_c0.t1	XP_048615860.1, XP_048615859.1, XP_013667305.2, XP_022568611.2
OG0000064	ESY4_g26296_DN3_SP0_c0.t1, ESY4_g26223_DN1_SP0_c0.t1, ESY1_g12221_DN1_SP0_c0.t1	XP_048604746.1
OG0000065	ESY17_g39007_DN1_SP0_c0.t1	XP_048605517.1, XP_048613214.1, XP_048613276.1, XP_048615613.1, XP_013694812.1, XP_048605654.1, XP_048622854.1, XP_048613235.1, XP_048604923.1
OG0000066	ESY7_g18022_DN3_SP0_c0.t1	XP_013750874.1, XP_013686753.1, XP_013709910.2, XP_022552886.1, XP_013678750.1, XP_013657686.1, XP_013726586.1, XP_013686743.2, XP_013731494.1, XP_013698649.1, XP_013712760.1, XP_048627501.1, XP_048626247.1, XP_048627503.1, XP_048626251.1, XP_048630526.1, XP_048601368.1, XP_013738537.1, XP_013718218.1, XP_013686742.1
OG0000067	ESY10_g14570_DN3_SP0_c0.t1, ESY9_g42540_DN3_SP0_c0.t1, ESY10_g14312_DN3_SP0_c0.t1, ESY10_g14619_DN3_SP0_c0.t1, ESY2_g38376_DN3_SP0_c0.t1, ESY10_g14569_DN3_SP0_c0.t1	XP_013715412.1, XP_013670850.1, XP_048623178.1, XP_022548777.1, XP_048598519.1, XP_013668584.1
OG0000067	ESY2_g35387_DN3_SP0_c0.t1	XP_013709805.1, XP_013710177.1, XP_048596544.1, XP_048629618.1, XP_048597699.1, XP_048621264.1, XP_048597728.1, XP_048597729.1, XP_048597726.1, XP_048621263.1, XP_013710755.2, XP_048626256.1, XP_048597725.1, XP_048621323.1
OG0000068	ESY9_g44160_DN2_SP0_c0.t1	XP_013692434.1, XP_048623748.1, XP_013718384.1, XP_013704169.3, XP_048611398.1, XP_022562330.1, XP_048620191.1
OG0000068	ESY10_g13892_DN3_SP0_c0.t1	XP_013723084.1, XP_048607263.1, XP_048627634.1, XP_013751388.1
OG0000069	ESY4_g26580_DN3_SP0_c0.t1	XP_013705347.1, XP_048620488.1, XP_048624011.1, XP_022568109.2, XP_048615570.1, XP_013679163.1, XP_013705921.1, XP_013745198.1, XP_013688957.1, XP_048594533.1, XP_048590945.1, XP_013739369.1, XP_048622910.1, XP_013678757.1, XP_048608389.1, XP_048608515.1, XP_013699646.2, XP_048605548.1, XP_048591159.1, XP_048613557.1, XP_022562309.1, XP_013688912.1, XP_022557439.1, XP_048612804.1, XP_048612800.1, XP_013751106.1, XP_048635044.1, XP_048620272.1, XP_022552273.2, XP_013709663.1, XP_048629176.1, XP_048615709.1, XP_013668853.1, XP_022553460.2, XP_013654017.1, XP_013709360.1, XP_048634123.1, XP_048634124.1, XP_013704500.2, XP_013645243.1, XP_048615865.1, XP_013679836.1, XP_048622640.1, XP_013751728.1, XP_048605706.1, XP_013739500.1, XP_013751499.1, XP_013717855.1, XP_048605755.1, XP_048613244.1, XP_048626446.1, XP_048634066.1, XP_048602104.1, XP_048605463.1
OG0000069	ESY4_g22225_DN3_SP0_c0.t1	XP_048612051.1, XP_048626740.1
OG0000069	ESY16_g62306_DN2_SP0_c0.t1, ESY7_g16953_DN1_SP0_c0.t1	XP_022548573.1, XP_048632994.1, XP_048593433.1, XP_048593408.1, XP_048591588.1, XP_048632944.1, XP_048591440.1, XP_013673924.1, XP_048605823.1, XP_048605153.1, XP_048632961.1
OG0000070	ESY1_g9010_DN1_SP0_c0.t1	XP_048605739.1, XP_048613332.1, XP_048605466.1
OG0000070	ESY40_g12601_DN2_SP0_c0.t1, ESY1_g8220_DN1_SP0_c0.t1	XP_022567896.1
OG0000071	ESY22_g40814_DN2_SP0_c0.t1, ESY3_g29783_DN3_SP0_c6.t1	XP_048593443.1, XP_013739437.1, XP_013728665.1, XP_013739111.2, XP_013709837.1, XP_048623943.1, XP_013694390.2, XP_048613267.1, XP_013678912.2, XP_022553097.1, XP_013668702.2
OG0000071	ESY4_g24957_DN2_SP0_c25.t1	XP_048616732.1
OG0000072	ESY26_g42254_DN3_SP0_c0.t1, ESY15_g65580_DN3_SP0_c0.t1	XP_048635064.1, XP_013647323.1, XP_048593398.1, XP_048596351.1, XP_048603899.1, XP_048600599.1, XP_048594413.1, XP_048618310.1, XP_048604095.1, XP_048604094.1, XP_048596580.1, XP_048594542.1, XP_048604074.1, XP_048591382.1, XP_048627563.1, XP_048590810.1, XP_022567739.2, XP_048619385.1, XP_013689512.1, XP_013652914.1, XP_013719569.1, XP_048599139.1, XP_048594764.1, XP_048626217.1, XP_022549334.2, XP_048626215.1, XP_048591054.1
OG0000072	ESY9_g44457_DN2_SP0_c0.t1	XP_048627555.1, XP_048591403.1, XP_048613739.1
OG0000074	ESY5_g2017_DN3_SP0_c0.t1, ESY5_g2014_DN3_SP0_c0.t1	XP_013650643.2, XP_013658370.2
OG0000074	ESY11_g54934_DN3_SP0_c0.t1	XP_048618642.1, XP_013650642.2, XP_048592695.1, XP_013659564.1, XP_048618639.1, XP_048592696.1
OG0000074	ESY11_g54277_DN1_SP0_c0.t1	XP_013693122.1, XP_013662871.2
OG0000074	ESY5_g2024_DN3_SP0_c0.t1	XP_048597301.1, XP_022564630.1, XP_013705955.1, XP_013658420.2, XP_013695922.2
OG0000075	ESY4_g25254_DN2_SP0_c0.t1, ESY12_g52064_DN1_SP0_c0.t1, ESY7_g18015_DN2_SP0_c0.t1	XP_022547516.1, XP_048596886.1
OG0000075	ESY2_g34553_DN3_SP0_c0.t1, ESY1_g10852_DN3_SP0_c0.t1, ESY1_g10851_DN1_SP0_c0.t1, ESY2_g33446_DN1_SP0_c0.t1, ESY7_g18509_DN3_SP0_c0.t1	XP_048621333.1
OG0000075	ESY1_g10447_DN3_SP0_c0.t1	XP_013642044.2, XP_013684680.1, XP_013642132.2, XP_048600513.1
OG0000075	ESY5_g3745_DN1_SP0_c33.t1, ESY5_g3568_DN2_SP0_c0.t1, ESY5_g3637_DN2_SP0_c0.t1, ESY4_g24723_DN3_SP0_c0.t1, ESY5_g2795_DN2_SP0_c0.t1	XP_048620324.1
OG0000075	ESY3_g31328_DN1_SP0_c0.t1	XP_048617869.1, XP_022543434.2, XP_013703735.2
OG0000076	ESY1_g10445_DN3_SP0_c0.t1	XP_013659850.2, XP_022549905.1, XP_048633975.1, XP_048633972.1, XP_048633971.1, XP_013645263.2
OG0000076	ESY16_g61527_DN1_SP0_c0.t1, ESY2_g35343_DN2_SP0_c0.t1, ESY11_g54151_DN1_SP0_c0.t1	XP_048595244.1, XP_048625573.1
OG0000077	ESY5_g3131_DN2_SP0_c0.t1, ESY6_g46488_DN2_SP0_c0.t1, ESY8_g60763_DN2_SP0_c0.t1, ESY4_g25989_DN2_SP0_c16.t1, ESY11_g54736_DN2_SP0_c70.t1, ESY20_g13256_DN2_SP0_c23.t1, ESY8_g60740_DN3_SP0_c0.t1	XP_022543769.2, XP_013707234.1
OG0000078	ESY24_g33069_DN3_SP0_c0.t1, ESY3_g27675_DN3_SP0_c0.t1, ESY6_g47757_DN3_SP0_c0.t1, ESY22_g40729_DN3_SP0_c0.t1	XP_013665481.1
OG0000078	ESY13_g56180_DN3_SP0_c0.t1	XP_048637572.1
OG0000078	ESY13_g56185_DN2_SP0_c0.t1	XP_013645291.2, XP_013689088.1, XP_013740451.1, XP_048634941.1, XP_048618677.1, XP_048612932.1, XP_048615133.1, XP_048605099.1, XP_048615920.1, XP_048620043.1, XP_048612844.1, XP_048624132.1, XP_048613407.1, XP_048596445.1, XP_048623619.1, XP_048623669.1, XP_022570215.2, XP_048624771.1, XP_048603862.1, XP_048604503.1, XP_048594939.1, XP_048619152.1, XP_048619079.1, XP_048610792.1, XP_048613318.1, XP_048622904.1, XP_048595356.1, XP_013652407.2, XP_048628476.1, XP_048628477.1, XP_048628474.1, XP_048604282.1
OG0000078	ESY11_g52951_DN3_SP0_c0.t1, ESY4_g21794_DN3_SP0_c0.t1, ESY4_g23139_DN3_SP0_c0.t1, ESY1_g9594_DN2_SP0_c0.t1, ESY22_g40730_DN3_SP0_c0.t1	XP_048628233.1
OG0000078	ESY9_g43985_DN3_SP0_c0.t1	XP_013700526.1, XP_013650905.1, XP_013745380.1, XP_048637495.1, XP_013700179.1, XP_048605892.1, XP_048623590.1, XP_048611607.1, XP_013665097.1, XP_048622699.1, XP_022549656.1, XP_048609005.1, XP_048599720.1, XP_013739428.1, XP_048596368.1, XP_048623987.1, XP_048613524.1, XP_048620033.1, XP_022546375.1, XP_048628043.1, XP_048615664.1, XP_022576097.1, XP_048628042.1, XP_048603585.1, XP_048630261.1, XP_048634207.1, XP_048609229.1, XP_048591498.1, XP_048591499.1, XP_013654184.1, XP_048623523.1, XP_013681787.1, XP_048634099.1, XP_048611376.1, XP_022551141.2, XP_048617967.1, XP_048634792.1, XP_048592898.1, XP_013728224.3
OG0000080	ESY3_g29585_DN1_SP0_c98.t1	XP_048622513.1, XP_048601564.1, XP_048596444.1, XP_022552667.1, XP_048622020.1, XP_048622024.1
OG0000081	ESY3_g32181_DN3_SP0_c0.t1	XP_022543076.2
OG0000081	ESY8_g58470_DN2_SP0_c0.t1	XP_048593239.1, XP_013745894.1, XP_013669982.1, XP_048619892.1, XP_048635376.1, XP_048635068.1, XP_022575298.1, XP_048635359.1, XP_048635374.1
OG0000081	ESY5_g5279_DN1_SP0_c0.t1	XP_048637598.1, XP_048607165.1
OG0000081	ESY2_g37391_DN2_SP0_c0.t1	XP_048637775.1, XP_048616366.1, XP_013718483.2
OG0000082	ESY15_g65451_DN1_SP0_c66.t1	XP_048621527.1
OG0000084	ESY3_g31037_DN3_SP0_c0.t1, ESY3_g31041_DN2_SP0_c0.t1	XP_013716110.2, XP_048627361.1, XP_013729540.1
OG0000085	ESY3_g29295_DN1_SP0_c68.t1	XP_013673820.1, XP_013650723.1, XP_048596508.1
OG0000085	ESY15_g65319_DN1_SP0_c38.t1	XP_022569788.1
OG0000086	ESY16_g62560_DN2_SP0_c0.t1	XP_048596830.1, XP_013654149.2, XP_048596828.1, XP_048596826.1, XP_048596831.1, XP_048596838.1, XP_048596825.1, XP_013670270.2, XP_048625411.1, XP_048625797.1, XP_048624818.1, XP_048624742.1, XP_048623032.1, XP_048624743.1, XP_048625421.1, XP_013670272.1, XP_048625417.1, XP_048596836.1, XP_048596827.1, XP_048596835.1, XP_013654809.1, XP_048596829.1, XP_048596834.1, XP_048596833.1, XP_048596839.1, XP_013654148.2, XP_048596832.1, XP_048596823.1, XP_013654807.2, XP_048596837.1, XP_013654814.2, XP_048596824.1
OG0000087	ESY6_g50131_DN3_SP8_c0.t1	XP_022562884.1
OG0000087	ESY8_g58770_DN3_SP0_c0.t1	XP_013744215.1, XP_048609898.1, XP_013748897.2, XP_048630422.1, XP_013748912.1
OG0000087	ESY7_g18326_DN3_SP8_c0.t1	XP_013727135.1, XP_013668012.1
OG0000087	ESY7_g16559_DN3_SP8_c0.t1	XP_048623521.1, XP_013730319.2, XP_048615524.1, XP_048595999.1, XP_013685704.1, XP_013723718.1, XP_048637415.1
OG0000087	ESY9_g43361_DN3_SP8_c0.t1	XP_013735145.1, XP_013671115.1, XP_013717468.1, XP_013737534.1
OG0000087	ESY2_g34829_DN3_SP8_c0.t1	XP_013702315.1, XP_013717905.1
OG0000090	ESY2_g37886_DN2_SP0_c0.t1, ESY2_g37816_DN3_SP0_c0.t1	XP_048617030.1, XP_013675129.2, XP_048637955.1, XP_013746882.2
OG0000090	ESY3_g32095_DN2_SP0_c41.t1	XP_013713419.1, XP_013691588.1
OG0000090	ESY10_g14297_DN3_SP0_c35.t1	XP_013685705.1, XP_022560926.1, XP_048630146.1, XP_013730312.2
OG0000091	ESY21_g55841_DN2_SP0_c0.t1, ESY4_g25923_DN2_SP0_c0.t1, ESY5_g659_DN1_SP0_c0.t1	XP_048627377.1, XP_048615316.1, XP_048624700.1, XP_048596203.1, XP_048633150.1, XP_048637987.1, XP_048593296.1, XP_048634089.1, XP_013650774.2, XP_048634942.1, XP_048635057.1, XP_048593286.1, XP_048598143.1, XP_048634898.1, XP_048635047.1, XP_048627327.1, XP_048599218.1, XP_048620809.1, XP_048596530.1, XP_048596381.1, XP_048595299.1, XP_048593449.1, XP_048593421.1, XP_048593397.1, XP_048633148.1, XP_048627318.1, XP_022575874.2, XP_048634850.1, XP_048637539.1, XP_048637588.1, XP_048637591.1, XP_048635079.1, XP_048633071.1, XP_048627556.1, XP_048627330.1, XP_048591402.1, XP_048596288.1, XP_022547659.2
OG0000091	ESY13_g56077_DN3_SP0_c0.t1	XP_048593297.1, XP_048593705.1, XP_022545742.2, XP_048599114.1, XP_022547657.2, XP_022562419.2, XP_048620428.1, XP_048633438.1, XP_048633226.1, XP_048618496.1, XP_048596983.1, XP_048591399.1, XP_048633033.1, XP_048594579.1, XP_048627329.1, XP_048604790.1, XP_048611766.1, XP_048611816.1, XP_048610908.1, XP_048619916.1, XP_048605058.1, XP_048637516.1, XP_048600324.1, XP_048627376.1, XP_048599718.1, XP_048623586.1, XP_048614765.1, XP_048622838.1, XP_048604838.1, XP_048606406.1, XP_048593183.1, XP_048622543.1, XP_048633151.1, XP_048634899.1, XP_048606392.1, XP_048619743.1, XP_022557497.2, XP_048623432.1, XP_048594718.1, XP_048627320.1, XP_048630477.1, XP_048599438.1, XP_048635272.1, XP_048593298.1, XP_048615324.1, XP_048597000.1, XP_048635222.1, XP_048597541.1, XP_048618470.1, XP_048592012.1, XP_048625213.1, XP_048634093.1, XP_048637131.1, XP_048591776.1, XP_048596856.1, XP_048594535.1, XP_013749125.2, XP_022565263.2, XP_048600327.1, XP_048606391.1, XP_013675098.2, XP_048618789.1, XP_048622294.1, XP_048618498.1, XP_048610648.1, XP_048633437.1, XP_048627562.1, XP_048596853.1, XP_048590731.1, XP_022547658.2, XP_013752544.3, XP_048593186.1, XP_048593323.1, XP_048618479.1, XP_048622556.1, XP_048593246.1, XP_013651724.2, XP_048593303.1, XP_048615320.1, XP_022573140.2, XP_048593310.1, XP_048633232.1, XP_048595900.1, XP_048638628.1, XP_048596383.1, XP_048623307.1, XP_048606289.1, XP_013725772.2
OG0000093	ESY1_g11462_DN3_SP0_c0.t1	XP_048634291.1, XP_013691599.1, XP_013728903.1, XP_013691684.1
OG0000093	ESY1_g11487_DN3_SP0_c0.t1, ESY1_g11510_DN3_SP0_c0.t1, ESY1_g11505_DN3_SP0_c21.t1	XP_048615753.1, XP_013652010.2, XP_048593043.1, XP_013652011.2
OG0000093	ESY1_g11463_DN3_SP0_c0.t1	XP_048593044.1
OG0000093	ESY16_g61546_DN3_SP0_c0.t1	XP_048596501.1, XP_048597205.1, XP_048597208.1, XP_013659934.2
OG0000096	ESY7_g18827_DN2_SP0_c0.t1	XP_048620183.1, XP_048620181.1
OG0000097	ESY7_g16525_DN2_SP0_c0.t1	XP_013657561.2, XP_048621400.1, XP_022547315.1
OG0000097	ESY7_g16536_DN3_SP0_c0.t1	XP_048595228.1
OG0000097	ESY7_g16539_DN1_SP0_c0.t1, ESY6_g49637_DN2_SP0_c0.t1, ESY7_g16475_DN3_SP0_c0.t1, ESY7_g16538_DN2_SP0_c0.t1, ESY7_g16537_DN2_SP0_c0.t1	XP_048602514.1, XP_013712776.2
OG0000098	ESY2_g33651_DN2_SP0_c0.t1, ESY2_g33647_DN2_SP0_c0.t1	XP_022564393.1
OG0000098	ESY2_g33748_DN3_SP0_c0.t1, ESY1_g9661_DN1_SP0_c0.t1, ESY2_g33879_DN2_SP0_c0.t1, ESY2_g33904_DN2_SP0_c0.t1, ESY10_g14055_DN1_SP0_c0.t1, ESY2_g33433_DN1_SP0_c0.t1	XP_048619287.1, XP_013719593.1, XP_048626041.1
OG0000098	ESY5_g3820_DN1_SP0_c0.t1	XP_048594192.1, XP_048613985.1, XP_013671755.2
OG0000098	ESY5_g3778_DN2_SP0_c0.t1	XP_048597763.1
