Orthogroup	Euclidium_syriacum	Cardamine_amara
OG0000131	ESY1_g8019_DN3_SP0_c0.t1, ESY1_g9122_DN3_SP0_c0.t1, ESY1_g6559_DN2_SP0_c10.t1, ESY3_g29866_DN2_SP0_c0.t1	evm.model.RL_5.2318
OG0000132	ESY17_g39177_DN3_SP0_c0.t1, ESY2_g38543_DN3_SP0_c0.t1, ESY13_g57384_DN2_SP0_c0.t1, ESY9_g43004_DN2_SP0_c0.t1, ESY1_g6907_DN3_SP0_c10.t1	evm.model.RL_8.1179
OG0000132	ESY1_g8384_DN3_SP0_c0.t1, ESY1_g7078_DN3_SP0_c0.t1, ESY13_g57119_DN3_SP0_c0.t1, ESY12_g51236_DN3_SP0_c0.t1	evm.model.RL_2.3365
OG0000132	ESY1_g9094_DN2_SP0_c18.t1	evm.model.RL_6.1268, evm.model.RL_7.2086
OG0000135	ESY8_g59370_DN1_SP0_c0.t1, ESY3_g30908_DN2_SP0_c0.t1	evm.model.RL_4.523, evm.model.RL_3.1563, evm.model.RL_8.884, evm.model.RL_8.165, evm.model.RL_8.1813, evm.model.RL_2.446, evm.model.RL_5.3235, evm.model.RL_2.3041
OG0000136	ESY2_g35232_DN2_SP0_c0.t1	evm.model.RL_3.1028
OG0000138	ESY6_g49114_DN1_SP0_c0.t1	evm.model.RL_7.2093
OG0000139	ESY16_g61859_DN1_SP0_c0.t1, ESY4_g22572_DN3_SP0_c0.t1, ESY6_g45791_DN1_SP0_c0.t1	evm.model.RL_6.1684
OG0000140	ESY1_g8242_DN3_SP0_c10.t1	evm.model.RL_7.1690, evm.model.RL_8.2003, evm.model.RL_7.1796
OG0000142	ESY18_g63267_DN3_SP0_c0.t1	evm.model.RL_6.1032, evm.model.RL_6.1033, evm.model.RL_6.1034, evm.model.RL_6.1035, evm.model.RL_6.789, evm.model.RL_6.1159
OG0000143	ESY1_g8270_DN3_SP0_c0.t1	evm.model.RL_8.1036
OG0000144	ESY4_g26319_DN3_SP0_c0.t1, ESY1_g5998_DN3_SP0_c100.t1, ESY7_g17507_DN3_SP0_c53.t1	evm.model.RL_8.1451
OG0000147	ESY4_g24538_DN3_SP0_c0.t1	evm.model.RL_2.2536
OG0000147	ESY6_g48428_DN3_SP8_c0.t1	evm.model.RL_8.1812
OG0000147	ESY2_g36615_DN3_SP8_c6.t1	evm.model.RL_3.2406
OG0000147	ESY8_g60510_DN3_SP0_c0.t1	evm.model.RL_7.1930
OG0000147	ESY17_g39881_DN3_SP8_c0.t1	evm.model.RL_2.664
OG0000147	ESY8_g59421_DN3_SP7_c0.t1	evm.model.RL_6.348
OG0000149	ESY2_g37243_DN3_SP0_c7.t1	evm.model.RL_7.1738
OG0000150	ESY9_g42653_DN3_SP0_c4.t1	evm.model.RL_8.2095
OG0000151	ESY6_g47353_DN3_SP8_c0.t1	evm.model.RL_8.1422
OG0000151	ESY4_g23864_DN3_SP6_c0.t1	evm.model.RL_2.2307
OG0000151	ESY3_g30785_DN3_SP8_c0.t1, ESY3_g30787_DN3_SP0_c0.t1	evm.model.RL_1.777
OG0000151	ESY11_g53876_DN3_SP8_c0.t1	evm.model.RL_1.2853
OG0000151	ESY6_g48165_DN3_SP8_c0.t1	evm.model.RL_8.1691
OG0000151	ESY2_g33324_DN3_SP8_c0.t1, ESY8_g60049_DN3_SP6_c0.t1	evm.model.RL_3.61
OG0000155	ESY16_g62270_DN3_SP0_c0.t1	evm.model.RL_2.2243
OG0000155	ESY9_g43517_DN2_SP0_c81.t1	evm.model.RL_3.1179
OG0000156	ESY7_g16345_DN2_SP0_c0.t1	evm.model.RL_6.2693, evm.model.RL_6.2689, evm.model.RL_4.1065, evm.model.RL_6.2692, evm.model.RL_8.1108, evm.model.RL_8.1107, evm.model.RL_6.2691
OG0000157	ESY3_g32358_DN3_SP0_c0.t1	evm.model.RL_5.213
OG0000158	ESY7_g18055_DN3_SP0_c0.t1	evm.model.RL_2.2746
OG0000158	ESY12_g51000_DN3_SP0_c0.t1, ESY4_g26330_DN1_SP0_c0.t1	evm.model.RL_4.1378
OG0000161	ESY7_g18677_DN3_SP0_c0.t1, ESY2_g34340_DN2_SP0_c0.t1	evm.model.RL_3.897
OG0000162	ESY2_g33577_DN3_SP0_c0.t1	evm.model.RL_3.1091
OG0000162	ESY6_g48926_DN3_SP0_c0.t1	evm.model.RL_3.978, evm.model.RL_3.979, evm.model.RL_3.975, evm.model.RL_3.977, evm.model.RL_3.976
OG0000164	ESY4_g24479_DN2_SP0_c49.t1	evm.model.RL_4.218
OG0000165	ESY7_g16424_DN1_SP0_c0.t1, ESY7_g18223_DN2_SP0_c0.t1, ESY6_g48389_DN1_SP0_c0.t1, ESY2_g34658_DN1_SP0_c7.t1	evm.model.RL_7.798
OG0000165	ESY6_g48190_DN1_SP0_c0.t1, ESY2_g33736_DN1_SP0_c0.t1, ESY3_g30556_DN1_SP0_c0.t1, ESY5_g588_DN3_SP0_c0.t1	evm.model.RL_1.2284
OG0000167	ESY9_g43020_DN3_SP0_c14.t1	evm.model.RL_2.1517
OG0000167	ESY9_g43010_DN3_SP0_c0.t1	evm.model.RL_2.1514
OG0000169	ESY2_g34111_DN3_SP0_c10.t1	evm.model.RL_3.576
OG0000172	ESY11_g54288_DN3_SP0_c0.t1	evm.model.RL_7.119
OG0000172	ESY1_g12477_DN3_SP0_c0.t1	evm.model.RL_7.463
OG0000174	ESY6_g47659_DN3_SP0_c30.t1	evm.model.RL_1.135, evm.model.RL_2.746, evm.model.RL_7.2138, evm.model.RL_1.3079
OG0000175	ESY11_g54143_DN3_SP3_c0.t1	evm.model.RL_7.1254
OG0000175	ESY5_g3986_DN3_SP8_c0.t1	evm.model.RL_5.1839
OG0000175	ESY4_g25500_DN3_SP8_c0.t1	evm.model.RL_2.3025
OG0000175	ESY4_g26116_DN3_SP8_c10.t1	evm.model.RL_2.3122
OG0000176	ESY9_g42903_DN1_SP0_c0.t1, ESY3_g31914_DN1_SP0_c0.t1	evm.model.RL_5.2856
OG0000177	ESY7_g16167_DN1_SP0_c0.t1, ESY2_g37100_DN3_SP0_c0.t1, ESY13_g57929_DN1_SP0_c0.t1, ESY15_g64236_DN1_SP0_c10.t1, ESY21_g55511_DN2_SP0_c0.t1	evm.model.RL_2.478
OG0000177	ESY4_g25613_DN2_SP0_c73.t1, ESY1_g10594_DN3_SP0_c0.t1, ESY1_g8699_DN1_SP0_c88.t1, ESY7_g16166_DN1_SP0_c0.t1, ESY15_g65844_DN2_SP0_c0.t1, ESY21_g55510_DN1_SP0_c0.t1	evm.model.RL_4.357
OG0000177	ESY9_g44026_DN2_SP0_c0.t1	evm.model.RL_2.510, evm.model.RL_2.497, evm.model.RL_2.1097
OG0000178	ESY4_g23863_DN2_SP0_c100.t1	evm.model.RL_8.2288, evm.model.RL_3.909, evm.model.RL_1.2527, evm.model.RL_6.1504
OG0000180	ESY3_g31688_DN3_SP0_c0.t1, ESY4_g26861_DN3_SP0_c0.t1	evm.model.RL_4.643
OG0000183	ESY11_g54139_DN2_SP0_c0.t1, ESY11_g54136_DN2_SP0_c0.t1, ESY11_g54134_DN2_SP0_c0.t1	evm.model.RL_3.1014
OG0000185	ESY10_g15894_DN2_SP0_c0.t1	evm.model.RL_5.3641, evm.model.RL_3.292, evm.model.RL_3.5, evm.model.RL_7.2167, evm.model.RL_1.2420, evm.model.RL_7.527, evm.model.RL_3.588, evm.model.RL_1.1351, evm.model.RL_2.287, evm.model.RL_8.2218, evm.model.RL_6.431, evm.model.RL_5.2237
OG0000187	ESY4_g24964_DN3_SP0_c0.t1	evm.model.RL_2.2676
OG0000187	ESY3_g31201_DN3_SP0_c0.t1	evm.model.RL_1.1017
OG0000189	ESY3_g31617_DN3_SP0_c0.t1	evm.model.RL_6.2240, evm.model.RL_6.2193, evm.model.RL_2.3227
OG0000189	ESY4_g25827_DN2_SP0_c0.t1	evm.model.RL_4.1578
OG0000191	ESY7_g17124_DN1_SP0_c0.t1	evm.model.RL_1.1587
OG0000191	ESY2_g34801_DN2_SP0_c0.t1	evm.model.RL_1.1588
OG0000192	ESY1_g11445_DN3_SP0_c0.t1	evm.model.RL_5.3624
OG0000192	ESY8_g59786_DN2_SP0_c0.t1	evm.model.RL_3.2103
OG0000192	ESY13_g57028_DN1_SP0_c100.t1	evm.model.RL_3.2104
OG0000195	ESY12_g51047_DN3_SP8_c0.t1	evm.model.RL_7.686, evm.model.RL_6.2234
OG0000195	ESY2_g35240_DN3_SP8_c46.t1	evm.model.RL_2.437, evm.model.RL_3.1018
OG0000195	ESY8_g59101_DN3_SP5_c0.t1	evm.model.RL_4.1537, evm.model.RL_7.1974
OG0000196	ESY7_g17038_DN2_SP0_c0.t1	evm.model.RL_5.2252
OG0000196	ESY7_g17892_DN3_SP0_c0.t1, ESY7_g17041_DN3_SP0_c0.t1, ESY7_g17040_DN1_SP0_c0.t1, ESY8_g58382_DN2_SP0_c0.t1	evm.model.RL_1.1858
OG0000197	ESY5_g4909_DN2_SP0_c59.t1	evm.model.RL_8.487, evm.model.RL_2.70, evm.model.RL_8.485
OG0000197	ESY1_g12154_DN3_SP0_c0.t1, ESY2_g37088_DN2_SP0_c0.t1, ESY2_g33496_DN3_SP0_c55.t1	evm.model.RL_2.911
OG0000200	ESY5_g4739_DN2_SP0_c0.t1	evm.model.RL_5.455
OG0000203	ESY3_g31967_DN2_SP0_c0.t1, ESY3_g31964_DN2_SP0_c0.t1	evm.model.RL_1.381, evm.model.RL_1.380
OG0000204	ESY10_g14368_DN2_SP0_c0.t1, ESY1_g12368_DN3_SP0_c0.t1, ESY1_g12367_DN3_SP0_c0.t1, ESY11_g54317_DN2_SP0_c0.t1, ESY7_g18894_DN2_SP0_c0.t1, ESY3_g28814_DN3_SP0_c0.t1, ESY4_g24696_DN2_SP0_c0.t1	evm.model.RL_1.2062
OG0000205	ESY12_g51764_DN2_SP0_c0.t1	evm.model.RL_8.836
OG0000207	ESY2_g36116_DN3_SP0_c10.t1, ESY10_g15866_DN3_SP0_c0.t1, ESY7_g18882_DN2_SP0_c0.t1	evm.model.RL_3.2271
OG0000208	ESY1_g8953_DN3_SP0_c0.t1	evm.model.RL_2.3387
OG0000209	ESY2_g33314_DN2_SP0_c91.t1	evm.model.RL_7.2654
OG0000209	ESY8_g60042_DN3_SP0_c0.t1	evm.model.RL_2.161
OG0000214	ESY1_g12321_DN1_SP0_c3.t1	evm.model.RL_7.216
OG0000214	ESY1_g12318_DN1_SP0_c13.t1	evm.model.RL_7.215
OG0000215	ESY6_g47580_DN2_SP0_c0.t1	evm.model.RL_6.1605
OG0000217	ESY2_g34089_DN3_SP0_c0.t1	evm.model.RL_7.1931
OG0000217	ESY16_g61889_DN3_SP0_c12.t1, ESY2_g34066_DN3_SP0_c38.t1, ESY2_g34050_DN2_SP0_c7.t1	evm.model.RL_3.599
OG0000218	ESY10_g14610_DN3_SP8_c0.t1	evm.model.RL_7.2697_evm.model.RL_7.2698
OG0000219	ESY3_g31957_DN3_SP0_c0.t1	evm.model.RL_3.1053
OG0000219	ESY4_g25332_DN3_SP0_c0.t1	evm.model.RL_6.1077
OG0000219	ESY6_g49711_DN1_SP0_c0.t1	evm.model.RL_8.2397
OG0000224	ESY2_g34607_DN3_SP0_c0.t1, ESY2_g34606_DN3_SP0_c0.t1	evm.model.RL_3.2157, evm.model.RL_3.2156
OG0000225	ESY3_g29916_DN2_SP0_c0.t1, ESY3_g29914_DN2_SP0_c0.t1	evm.model.RL_5.2978, evm.model.RL_5.2982, evm.model.RL_5.2983, evm.model.RL_5.2977, evm.model.RL_5.2984, evm.model.RL_5.2981, evm.model.RL_5.2975, evm.model.RL_5.2976, evm.model.RL_5.2985
OG0000226	ESY3_g29317_DN3_SP0_c0.t1	evm.model.RL_8.2609, evm.model.RL_8.2608
OG0000228	ESY11_g54171_DN1_SP0_c9.t1, ESY2_g38077_DN3_SP0_c0.t1	evm.model.RL_4.998
OG0000228	ESY2_g35613_DN1_SP0_c0.t1	evm.model.RL_3.1487, evm.model.RL_3.1489
OG0000229	ESY1_g12012_DN3_SP0_c0.t1	evm.model.RL_8.305, evm.model.RL_8.256, evm.model.RL_8.257
OG0000229	ESY1_g12014_DN3_SP0_c0.t1, ESY1_g12013_DN3_SP0_c0.t1	evm.model.RL_3.1414, evm.model.RL_3.1413, evm.model.RL_2.330, evm.model.RL_7.1066
OG0000231	ESY14_g21093_DN2_SP0_c0.t1, ESY8_g60999_DN3_SP0_c0.t1, ESY3_g29895_DN3_SP0_c0.t1	evm.model.RL_2.361
OG0000231	ESY10_g14245_DN3_SP0_c0.t1	evm.model.RL_3.874, evm.model.RL_3.1104
OG0000233	ESY6_g47463_DN1_SP0_c0.t1	evm.model.RL_2.2480
OG0000234	ESY1_g10786_DN3_SP0_c0.t1, ESY1_g10749_DN1_SP0_c6.t1	evm.model.RL_7.857, evm.model.RL_7.1848, evm.model.RL_7.860, evm.model.RL_7.861, evm.model.RL_7.862, evm.model.RL_6.2046, evm.model.RL_4.2267
OG0000238	ESY10_g14248_DN3_SP0_c0.t1	evm.model.RL_4.549, evm.model.RL_4.1383
OG0000240	ESY2_g37059_DN3_SP0_c0.t1, ESY4_g22182_DN3_SP0_c38.t1, ESY11_g52931_DN3_SP0_c0.t1, ESY15_g65946_DN3_SP0_c0.t1, ESY27_g13471_DN1_SP0_c0.t1, ESY25_g62605_DN2_SP0_c27.t1	evm.model.RL_2.1026
OG0000241	ESY3_g31542_DN3_SP0_c0.t1	evm.model.RL_1.2750
OG0000242	ESY33_g12623_DN3_SP0_c0.t1	evm.model.RL_7.2542
OG0000242	ESY4_g25388_DN3_SP0_c0.t1	evm.model.RL_1.2752, evm.model.RL_1.2751
OG0000244	ESY9_g43553_DN3_SP0_c0.t1	evm.model.RL_2.1690
OG0000246	ESY7_g16249_DN2_SP0_c100.t1	evm.model.RL_8.1155, evm.model.RL_8.1884, evm.model.RL_4.1792, evm.model.RL_4.2138
OG0000247	ESY11_g54875_DN3_SP0_c0.t1, ESY11_g54874_DN3_SP0_c0.t1	evm.model.RL_5.2253
OG0000248	ESY5_g2595_DN2_SP0_c6.t1	evm.model.RL_8.548, evm.model.RL_7.722
OG0000249	ESY10_g15197_DN1_SP0_c67.t1	evm.model.RL_6.1769, evm.model.RL_6.1770
OG0000250	ESY4_g26843_DN3_SP0_c0.t1, ESY6_g49201_DN3_SP0_c0.t1	evm.model.RL_2.492
OG0000252	ESY7_g19409_DN2_SP0_c0.t1	evm.model.RL_4.802, evm.model.RL_3.611
OG0000252	ESY7_g19411_DN1_SP0_c0.t1, ESY7_g19410_DN2_SP0_c0.t1	evm.model.RL_4.3241, evm.model.RL_4.3240, evm.model.RL_4.3242, evm.model.RL_5.3777, evm.model.RL_1.1880, evm.model.RL_1.1879, evm.model.RL_1.1878, evm.model.RL_3.263
OG0000253	ESY4_g22351_DN2_SP0_c0.t1	evm.model.RL_6.612, evm.model.RL_1.2600, evm.model.RL_3.948, evm.model.RL_6.613, evm.model.RL_8.1032
OG0000256	ESY12_g50900_DN3_SP0_c90.t1, ESY12_g50903_DN3_SP0_c100.t1	evm.model.RL_6.2167, evm.model.RL_4.439
OG0000257	ESY3_g32555_DN1_SP0_c0.t1, ESY3_g32550_DN1_SP0_c0.t1	evm.model.RL_6.895
OG0000258	ESY11_g54020_DN2_SP0_c65.t1	evm.model.RL_7.2389, evm.model.RL_7.2388
OG0000260	ESY7_g19335_DN1_SP0_c0.t1, ESY7_g19330_DN3_SP0_c0.t1	evm.model.RL_8.722
OG0000260	ESY7_g17102_DN1_SP0_c0.t1	evm.model.RL_6.1013
OG0000260	ESY7_g19310_DN1_SP0_c0.t1, ESY7_g19308_DN1_SP0_c0.t1	evm.model.RL_2.1046
OG0000260	ESY7_g19332_DN2_SP0_c0.t1, ESY7_g19328_DN3_SP0_c0.t1, ESY7_g19231_DN1_SP0_c0.t1, ESY7_g19247_DN1_SP0_c0.t1, ESY7_g19227_DN3_SP0_c0.t1, ESY7_g19248_DN2_SP0_c0.t1, ESY7_g19244_DN2_SP0_c0.t1, ESY7_g19229_DN2_SP0_c0.t1, ESY7_g19307_DN2_SP0_c0.t1, ESY7_g19306_DN3_SP0_c0.t1, ESY7_g19359_DN1_SP0_c0.t1, ESY7_g19361_DN2_SP0_c0.t1, ESY7_g19360_DN1_SP0_c0.t1, ESY9_g43639_DN3_SP0_c0.t1, ESY7_g17050_DN2_SP0_c0.t1, ESY1_g12119_DN1_SP0_c0.t1, ESY7_g19337_DN3_SP0_c0.t1, ESY7_g19338_DN2_SP0_c0.t1	evm.model.RL_4.3199
OG0000264	ESY7_g16510_DN3_SP0_c56.t1, ESY7_g16503_DN3_SP0_c20.t1	evm.model.RL_8.411, evm.model.RL_8.323, evm.model.RL_8.410, evm.model.RL_8.409, evm.model.RL_8.324
OG0000265	ESY2_g37518_DN2_SP0_c0.t1	evm.model.RL_4.1725, evm.model.RL_2.540, evm.model.RL_3.1127, evm.model.RL_5.2471, evm.model.RL_3.112, evm.model.RL_5.3116
OG0000265	ESY7_g16163_DN2_SP0_c0.t1	evm.model.RL_6.1068
OG0000266	ESY6_g49192_DN2_SP0_c0.t1	evm.model.RL_7.1038
OG0000266	ESY16_g62167_DN2_SP0_c0.t1, ESY1_g12359_DN3_SP0_c0.t1	evm.model.RL_8.1428
OG0000266	ESY4_g26670_DN2_SP0_c0.t1, ESY6_g50201_DN1_SP0_c0.t1	evm.model.RL_3.560
OG0000270	ESY4_g25561_DN3_SP8_c0.t1	evm.model.RL_2.3440
OG0000271	ESY11_g54017_DN3_SP0_c0.t1	evm.model.RL_4.3215
OG0000271	ESY20_g12697_DN2_SP0_c0.t1	evm.model.RL_4.3212
OG0000272	ESY7_g17164_DN1_SP0_c0.t1	evm.model.RL_5.2235, evm.model.RL_5.3642
OG0000273	ESY1_g10436_DN3_SP0_c58.t1	evm.model.RL_5.2635
OG0000278	ESY5_g5055_DN3_SP0_c0.t1, ESY2_g35230_DN2_SP0_c0.t1, ESY4_g26890_DN3_SP0_c0.t1, ESY4_g26856_DN2_SP0_c0.t1, ESY4_g26866_DN3_SP0_c0.t1, ESY4_g26763_DN3_SP0_c0.t1, ESY4_g26867_DN3_SP0_c0.t1, ESY4_g26868_DN3_SP0_c0.t1, ESY4_g26736_DN3_SP0_c0.t1, ESY4_g25176_DN3_SP0_c0.t1, ESY11_g54068_DN3_SP0_c0.t1, ESY4_g26519_DN3_SP0_c0.t1	evm.model.RL_3.1756
OG0000280	ESY1_g6464_DN1_SP0_c52.t1	evm.model.RL_1.3093, evm.model.RL_7.2051, evm.model.RL_5.404, evm.model.RL_4.2683, evm.model.RL_4.115, evm.model.RL_7.2740, evm.model.RL_2.600, evm.model.RL_3.729, evm.model.RL_2.3128
OG0000281	ESY12_g51524_DN1_SP0_c0.t1, ESY1_g10338_DN1_SP0_c0.t1	evm.model.RL_2.1747
OG0000282	ESY9_g43229_DN2_SP0_c0.t1	evm.model.RL_4.2795, evm.model.RL_4.226, evm.model.RL_4.2794
OG0000282	ESY7_g18558_DN2_SP0_c0.t1, ESY7_g18561_DN2_SP0_c0.t1, ESY7_g18562_DN2_SP0_c0.t1	evm.model.RL_4.2792
OG0000284	ESY10_g15359_DN3_SP0_c0.t1, ESY15_g64561_DN3_SP0_c0.t1	evm.model.RL_4.1106, evm.model.RL_4.1105
OG0000284	ESY19_g41982_DN3_SP0_c33.t1, ESY19_g41981_DN2_SP0_c45.t1	evm.model.RL_4.572
OG0000285	ESY10_g15410_DN3_SP0_c0.t1	evm.model.RL_6.721
OG0000287	ESY1_g9683_DN3_SP0_c43.t1	evm.model.RL_1.2023
OG0000288	ESY5_g5188_DN3_SP0_c9.t1	evm.model.RL_6.93, evm.model.RL_1.2504
OG0000290	ESY3_g29637_DN2_SP0_c0.t1	evm.model.RL_1.1777
OG0000290	ESY8_g60315_DN2_SP0_c0.t1	evm.model.RL_2.319, evm.model.RL_2.317, evm.model.RL_2.323, evm.model.RL_2.321, evm.model.RL_2.862, evm.model.RL_2.214
OG0000293	ESY10_g13999_DN2_SP0_c0.t1, ESY1_g10790_DN3_SP0_c0.t1	evm.model.RL_3.1488, evm.model.RL_6.4, evm.model.RL_4.950
OG0000293	ESY10_g14000_DN2_SP0_c0.t1, ESY10_g13827_DN3_SP0_c0.t1, ESY7_g19224_DN2_SP0_c0.t1	evm.model.RL_1.1303, evm.model.RL_6.763
OG0000294	ESY3_g29804_DN3_SP0_c0.t1	evm.model.RL_1.1662
OG0000294	ESY9_g44587_DN1_SP0_c0.t1	evm.model.RL_6.1779
OG0000294	ESY20_g13155_DN3_SP0_c0.t1	evm.model.RL_8.188
OG0000295	ESY11_g54015_DN1_SP0_c100.t1	evm.model.RL_3.944, evm.model.RL_1.1387
OG0000296	ESY7_g18868_DN1_SP0_c0.t1, ESY9_g42470_DN3_SP0_c0.t1, ESY7_g18869_DN2_SP0_c0.t1, ESY3_g30522_DN2_SP0_c0.t1	evm.model.RL_3.2430, evm.model.RL_3.2412, evm.model.RL_3.2476
OG0000296	ESY2_g34542_DN1_SP0_c0.t1	evm.model.RL_6.1991, evm.model.RL_6.1978
OG0000297	ESY21_g55414_DN2_SP0_c0.t1, ESY4_g26254_DN1_SP0_c0.t1	evm.model.RL_4.356
OG0000297	ESY6_g48934_DN2_SP0_c0.t1, ESY6_g48920_DN2_SP0_c0.t1, ESY6_g48921_DN2_SP0_c0.t1, ESY6_g48677_DN2_SP0_c0.t1, ESY13_g56623_DN2_SP0_c0.t1	evm.model.RL_8.2112
OG0000298	ESY2_g34543_DN1_SP0_c0.t1	evm.model.RL_2.1523
OG0000299	ESY7_g18963_DN3_SP0_c0.t1	evm.model.RL_3.177
OG0000299	ESY2_g36388_DN3_SP0_c0.t1	evm.model.RL_5.3976
OG0000300	ESY11_g52574_DN3_SP0_c0.t1	evm.model.RL_1.2518
OG0000303	ESY3_g28366_DN3_SP0_c100.t1	evm.model.RL_5.1701
OG0000310	ESY6_g48838_DN3_SP0_c0.t1, ESY6_g48839_DN1_SP0_c0.t1, ESY6_g48872_DN3_SP0_c0.t1, ESY6_g48889_DN2_SP0_c0.t1	evm.model.RL_4.895, evm.model.RL_5.2036, evm.model.RL_8.2096
OG0000311	ESY7_g17282_DN3_SP8_c0.t1	evm.model.RL_4.1982
OG0000311	ESY2_g37998_DN3_SP8_c0.t1	evm.model.RL_5.2161
OG0000311	ESY2_g35259_DN3_SP8_c0.t1	evm.model.RL_3.998
OG0000314	ESY5_g4954_DN3_SP8_c0.t1	evm.model.RL_5.327
OG0000314	ESY5_g4953_DN3_SP7_c0.t1	evm.model.RL_5.328
OG0000314	ESY20_g12785_DN3_SP8_c0.t1	evm.model.RL_6.1397
OG0000315	ESY1_g10620_DN1_SP0_c0.t1, ESY25_g62861_DN1_SP0_c0.t1, ESY3_g28707_DN1_SP0_c0.t1	evm.model.RL_1.1077
OG0000316	ESY5_g1903_DN2_SP0_c0.t1, ESY5_g4004_DN3_SP0_c0.t1	evm.model.RL_6.2182, evm.model.RL_6.2173
OG0000319	ESY5_g4449_DN3_SP8_c0.t1, ESY5_g4451_DN3_SP1_c0.t1, ESY6_g48917_DN3_SP0_c0.t1, ESY5_g4452_DN3_SP0_c0.t1	evm.model.RL_8.2110
OG0000320	ESY4_g22047_DN1_SP0_c0.t1	evm.model.RL_6.586, evm.model.RL_6.585, evm.model.RL_1.2852, evm.model.RL_3.706, evm.model.RL_3.707, evm.model.RL_3.708
OG0000321	ESY7_g19126_DN1_SP0_c0.t1	evm.model.RL_2.498
OG0000322	ESY2_g34830_DN3_SP0_c0.t1, ESY17_g40002_DN3_SP0_c0.t1	evm.model.RL_3.2239, evm.model.RL_3.2238
OG0000323	ESY6_g47582_DN3_SP0_c0.t1	evm.model.RL_8.1505
OG0000323	ESY16_g62142_DN3_SP0_c0.t1, ESY16_g62137_DN2_SP0_c0.t1, ESY16_g62138_DN1_SP0_c0.t1, ESY16_g62136_DN1_SP0_c0.t1	evm.model.RL_2.2280
OG0000324	ESY1_g9432_DN2_SP0_c0.t1	evm.model.RL_5.115, evm.model.RL_7.1914, evm.model.RL_8.923, evm.model.RL_5.476, evm.model.RL_4.668
OG0000325	ESY16_g62205_DN3_SP0_c0.t1, ESY40_g12613_DN1_SP0_c0.t1	evm.model.RL_1.2773, evm.model.RL_1.2774, evm.model.RL_6.836
OG0000328	ESY8_g60943_DN3_SP0_c0.t1	evm.model.RL_2.327, evm.model.RL_2.314, evm.model.RL_2.313, evm.model.RL_2.322, evm.model.RL_2.316, evm.model.RL_2.318, evm.model.RL_2.320, evm.model.RL_2.325, evm.model.RL_2.324
OG0000328	ESY9_g42834_DN3_SP0_c0.t1, ESY9_g42833_DN3_SP0_c0.t1	evm.model.RL_2.315
OG0000329	ESY12_g52063_DN2_SP0_c2.t1, ESY12_g52038_DN2_SP0_c0.t1	evm.model.RL_6.2598
OG0000329	ESY1_g12078_DN3_SP0_c0.t1, ESY6_g50381_DN2_SP0_c0.t1, ESY12_g52037_DN1_SP0_c0.t1	evm.model.RL_2.90
OG0000329	ESY7_g18960_DN2_SP0_c0.t1	evm.model.RL_1.1997
OG0000330	ESY1_g11966_DN3_SP0_c0.t1, ESY5_g4870_DN2_SP0_c0.t1, ESY1_g11961_DN2_SP0_c0.t1, ESY2_g34596_DN1_SP0_c0.t1	evm.model.RL_7.370, evm.model.RL_7.371
OG0000332	ESY6_g49299_DN3_SP7_c0.t1	evm.model.RL_4.1671_evm.model.RL_4.1672.2.687c999a
OG0000332	ESY2_g37547_DN3_SP1_c0.t1, ESY2_g37555_DN3_SP8_c0.t1	evm.model.RL_1.1873
OG0000334	ESY1_g11042_DN3_SP0_c14.t1	evm.model.RL_7.998
OG0000334	ESY4_g26104_DN2_SP0_c33.t1, ESY4_g26107_DN3_SP0_c33.t1, ESY9_g42414_DN3_SP0_c14.t1, ESY4_g26106_DN3_SP0_c30.t1	evm.model.RL_4.686, evm.model.RL_8.264
OG0000335	ESY2_g33574_DN3_SP0_c0.t1	evm.model.RL_2.1239
OG0000335	ESY9_g42650_DN3_SP0_c0.t1, ESY12_g51324_DN3_SP0_c0.t1, ESY9_g42619_DN3_SP0_c0.t1, ESY9_g42648_DN3_SP0_c0.t1	evm.model.RL_5.2346, evm.model.RL_5.2348
OG0000335	ESY9_g42620_DN1_SP0_c0.t1, ESY9_g42649_DN1_SP0_c0.t1	evm.model.RL_5.2876
OG0000338	ESY5_g3340_DN3_SP0_c0.t1, ESY5_g3323_DN3_SP1_c0.t1, ESY2_g34160_DN3_SP0_c0.t1, ESY2_g34140_DN3_SP8_c0.t1	evm.model.RL_3.604, evm.model.RL_5.818, evm.model.RL_5.827, evm.model.RL_3.628
OG0000339	ESY20_g12945_DN3_SP4_c0.t1	evm.model.RL_8.60
OG0000339	ESY12_g51781_DN3_SP8_c0.t1	evm.model.RL_6.2741
OG0000339	ESY1_g12292_DN3_SP6_c0.t1	evm.model.RL_7.229
OG0000344	ESY1_g11952_DN3_SP0_c0.t1	evm.model.RL_2.1757, evm.model.RL_2.1173, evm.model.RL_4.946, evm.model.RL_4.994, evm.model.RL_4.995
OG0000345	ESY5_g3843_DN3_SP0_c0.t1	evm.model.RL_5.1127
OG0000345	ESY5_g3838_DN2_SP0_c0.t1, ESY5_g3826_DN2_SP0_c0.t1	evm.model.RL_5.1126
OG0000348	ESY14_g20577_DN2_SP0_c0.t1, ESY15_g65681_DN3_SP0_c0.t1, ESY15_g65682_DN3_SP0_c0.t1	evm.model.RL_8.988
OG0000349	ESY4_g26012_DN2_SP0_c0.t1	evm.model.RL_2.3096
