Orthogroup	Euclidium_syriacum	Alyssum_gmelinii
OG0000106	ESY3_g29685_DN2_SP0_c0.t1	Ag005G455010, Ag005G454930, Ag005G475370, Ag005G455060, Ag005G455020, Ag005G454940, Ag005G455220, Ag005G455230, Ag005G455260, Ag005G455240, Ag002G143260
OG0000106	ESY3_g31121_DN3_SP0_c0.t1	Ag004G383320
OG0000107	ESY4_g23035_DN3_SP0_c29.t1	Ag005G478150, Ag005G478140, Ag005G478130, Ag003G213890, Ag005G481150, Ag005G446760, Ag005G444180, Ag005G442930, Ag005G446720, Ag005G446740, Ag005G446750, Ag003G213880, Ag005G446670, Ag005G446680, Ag005G446780
OG0000108	ESY7_g17569_DN3_SP0_c0.t1, ESY9_g43933_DN2_SP0_c0.t1, ESY1_g10333_DN2_SP0_c0.t1	Ag005G459590, Ag008G727840
OG0000108	ESY5_g5060_DN3_SP0_c0.t1, ESY6_g50064_DN2_SP0_c0.t1, ESY7_g16092_DN2_SP0_c0.t1, ESY7_g16160_DN2_SP0_c0.t1	Ag003G269110, Ag003G269200
OG0000108	ESY11_g53834_DN2_SP0_c0.t1	Ag005G414040
OG0000108	ESY7_g18472_DN3_SP0_c0.t1	Ag007G609500, Ag002G145390
OG0000109	ESY7_g18543_DN2_SP0_c0.t1, ESY6_g49736_DN3_SP0_c0.t1, ESY4_g22476_DN1_SP0_c0.t1, ESY9_g44839_DN1_SP0_c0.t1, ESY1_g10304_DN2_SP0_c0.t1, ESY1_g9252_DN1_SP0_c0.t1, ESY16_g62074_DN3_SP0_c0.t1, ESY5_g1685_DN1_SP0_c0.t1	Ag001G018050, Ag002G147800, Ag005G414580, Ag004G372360, Ag004G337320, Ag006G543970, Ag002G162420, Ag003G261280, Ag004G349840, Ag007G593090, Ag001G059110, Ag005G411230, Ag011G740860, Ag003G294760, Ag002G133440, Ag004G303880, Ag004G330170, Ag006G547030, Ag005G455810, Ag008G716250
OG0000109	ESY2_g36671_DN2_SP0_c0.t1, ESY4_g24790_DN3_SP0_c0.t1, ESY2_g35989_DN3_SP0_c0.t1, ESY7_g17919_DN1_SP0_c0.t1, ESY26_g42317_DN1_SP0_c0.t1, ESY3_g30048_DN2_SP0_c0.t1, ESY6_g47216_DN3_SP0_c0.t1, ESY6_g48406_DN3_SP0_c0.t1, ESY8_g60387_DN3_SP0_c0.t1	Ag001G087550, Ag006G493580, Ag002G191920, Ag007G620300, Ag001G037570
OG0000109	ESY4_g22477_DN2_SP0_c0.t1	Ag006G532070
OG0000109	ESY15_g64509_DN2_SP0_c0.t1	Ag002G124770
OG0000109	ESY1_g7918_DN1_SP0_c0.t1, ESY1_g12432_DN3_SP0_c0.t1, ESY4_g26657_DN1_SP0_c0.t1	Ag001G038010
OG0000112	ESY1_g10062_DN3_SP0_c100.t1, ESY1_g10061_DN3_SP0_c100.t1, ESY6_g49574_DN2_SP0_c100.t1	Ag007G615010, Ag007G615020, Ag007G615160, Ag007G615060, Ag007G615030, Ag007G615150, Ag007G615070, Ag007G615040, Ag007G615080, Ag007G615050, Ag005G405660, Ag007G615240, Ag007G615260, Ag007G615250, Ag007G615270, Ag007G615290, Ag007G615280, Ag006G515440, Ag006G515420, Ag006G515430, Ag006G515410, Ag007G615230, Ag007G617630, Ag006G567340, Ag006G542160, Ag006G567310, Ag006G567380, Ag006G567290, Ag006G545290, Ag007G615000
OG0000113	ESY5_g2214_DN1_SP0_c94.t1	Ag004G396680, Ag007G597560, Ag003G219180, Ag004G390150, Ag004G389940, Ag004G394920, Ag004G389960, Ag004G396880, Ag004G396660, Ag004G387080, Ag004G389950
OG0000113	ESY16_g61595_DN1_SP0_c0.t1	Ag002G118730, Ag002G116610, Ag002G116590, Ag002G138540, Ag002G119250, Ag006G576050
OG0000113	ESY6_g49439_DN2_SP0_c0.t1	Ag007G655220
OG0000117	ESY6_g47811_DN1_SP0_c0.t1	Ag006G549560
OG0000117	ESY23_g105_DN2_SP0_c89.t1	Ag002G137760
OG0000117	ESY9_g44313_DN1_SP0_c0.t1	Ag002G174540
OG0000119	ESY11_g53584_DN1_SP0_c0.t1, ESY3_g28899_DN2_SP0_c0.t1, ESY11_g53147_DN2_SP0_c3.t1, ESY4_g24612_DN2_SP0_c73.t1, ESY2_g38528_DN2_SP0_c0.t1, ESY19_g41722_DN3_SP0_c0.t1	Ag001G026190, Ag008G699540, Ag005G437940, Ag007G645640, Ag007G656830, Ag007G641820, Ag005G466170, Ag003G240390, Ag005G436380, Ag001G069920, Ag004G325160, Ag005G433280, Ag007G606060, Ag008G734240, Ag005G486140, Ag002G179560, Ag005G477370, Ag003G228580, Ag003G279350, Ag005G409220
OG0000120	ESY2_g33927_DN3_SP0_c0.t1, ESY7_g16136_DN3_SP0_c0.t1	Ag004G373700, Ag001G094910
OG0000120	ESY9_g43372_DN2_SP0_c0.t1, ESY9_g43317_DN3_SP0_c0.t1	Ag003G277400, Ag003G279310, Ag003G275890
OG0000120	ESY7_g19067_DN2_SP0_c34.t1, ESY7_g19059_DN3_SP0_c0.t1	Ag006G498650, Ag006G498600, Ag006G498610
OG0000122	ESY2_g36290_DN3_SP0_c0.t1	Ag008G698890
OG0000122	ESY2_g33718_DN3_SP0_c0.t1, ESY6_g48203_DN3_SP0_c0.t1	Ag003G267460
OG0000122	ESY2_g33719_DN1_SP0_c0.t1	Ag008G699060
OG0000122	ESY10_g15010_DN3_SP0_c0.t1	Ag008G698530
OG0000123	ESY2_g37000_DN2_SP0_c0.t1, ESY11_g54789_DN1_SP0_c0.t1, ESY2_g33644_DN3_SP0_c0.t1	Ag001G067540
OG0000123	ESY5_g2687_DN3_SP0_c0.t1	Ag004G318540
OG0000123	ESY7_g19049_DN2_SP0_c0.t1, ESY7_g19051_DN3_SP0_c0.t1	Ag006G573850
OG0000123	ESY5_g3215_DN2_SP0_c2.t1	Ag004G318080
OG0000124	ESY23_g219_DN2_SP0_c0.t1	Ag003G242000, Ag006G527550, Ag008G658090
OG0000125	ESY1_g11076_DN3_SP0_c0.t1, ESY3_g30943_DN3_SP0_c0.t1	Ag002G172470, Ag001G072990
OG0000125	ESY6_g48978_DN3_SP0_c0.t1, ESY6_g48979_DN3_SP0_c0.t1	Ag008G713670
OG0000125	ESY5_g4488_DN3_SP0_c0.t1	Ag004G307540
OG0000125	ESY8_g58880_DN2_SP0_c0.t1	Ag007G595180
OG0000126	ESY1_g9428_DN3_SP0_c0.t1	Ag008G691850
OG0000127	ESY3_g30869_DN3_SP0_c0.t1, ESY3_g30864_DN3_SP0_c0.t1	Ag005G477940
OG0000127	ESY7_g19564_DN3_SP0_c0.t1, ESY7_g19565_DN3_SP0_c0.t1	Ag006G492220
OG0000127	ESY7_g19561_DN3_SP0_c0.t1	Ag006G492230
OG0000127	ESY3_g30856_DN3_SP0_c0.t1, ESY3_g30854_DN3_SP0_c0.t1, ESY3_g30853_DN3_SP0_c0.t1, ESY8_g58391_DN3_SP0_c0.t1	Ag005G477990
OG0000127	ESY3_g28267_DN3_SP0_c0.t1	Ag005G477980
OG0000127	ESY5_g3603_DN3_SP0_c0.t1	Ag004G313200
OG0000127	ESY5_g3611_DN3_SP0_c0.t1, ESY5_g3610_DN3_SP0_c0.t1	Ag004G313210, Ag004G313190, Ag004G313250
OG0000130	ESY3_g27873_DN2_SP0_c0.t1	Ag003G260700
OG0000131	ESY10_g13678_DN3_SP0_c0.t1, ESY1_g8939_DN3_SP0_c0.t1, ESY7_g17909_DN3_SP0_c0.t1	Ag003G250970
OG0000133	ESY9_g44960_DN3_SP0_c0.t1, ESY3_g27428_DN3_SP0_c0.t1	Ag004G314420, Ag001G083930, Ag005G455770, Ag008G708500
OG0000135	ESY8_g59370_DN1_SP0_c0.t1, ESY3_g30908_DN2_SP0_c0.t1	Ag007G610770
OG0000136	ESY2_g35232_DN2_SP0_c0.t1	Ag004G358500
OG0000136	ESY10_g14582_DN1_SP0_c0.t1	Ag005G456830, Ag005G456800, Ag005G456810, Ag008G669100, Ag005G457140, Ag002G171850
OG0000138	ESY2_g35114_DN2_SP0_c0.t1	Ag003G290790
OG0000139	ESY22_g41120_DN1_SP0_c0.t1	Ag002G105400
OG0000139	ESY17_g40306_DN1_SP0_c0.t1	Ag007G630860, Ag002G148650
OG0000140	ESY1_g8242_DN3_SP0_c10.t1	Ag001G060940, Ag001G070480, Ag001G071460, Ag007G624420, Ag008G704320, Ag008G707840, Ag006G566230, Ag008G707860, Ag008G706820, Ag008G706850, Ag008G707550, Ag008G706830, Ag008G707960, Ag001G080460, Ag008G707780, Ag001G052690
OG0000142	ESY18_g63267_DN3_SP0_c0.t1	Ag007G594400, Ag007G594390, Ag007G594290, Ag007G594160, Ag007G594220, Ag007G594480, Ag007G594490, Ag007G594500, Ag007G594520, Ag007G594510, Ag007G594470, Ag004G307050
OG0000144	ESY4_g26319_DN3_SP0_c0.t1	Ag005G434110
OG0000144	ESY1_g5999_DN1_SP0_c100.t1, ESY3_g27477_DN3_SP0_c97.t1	Ag005G434100
OG0000147	ESY11_g54431_DN3_SP8_c0.t1	Ag005G408700
OG0000147	ESY4_g24538_DN3_SP0_c0.t1	Ag003G261030
OG0000147	ESY6_g48428_DN3_SP8_c0.t1	Ag008G702420
OG0000147	ESY2_g36615_DN3_SP8_c6.t1	Ag003G209560
OG0000147	ESY17_g39881_DN3_SP8_c0.t1	Ag001G041550
OG0000149	ESY2_g37243_DN3_SP0_c7.t1	Ag006G570510, Ag006G570440, Ag006G570460
OG0000149	ESY6_g48779_DN3_SP0_c27.t1	Ag008G709340
OG0000149	ESY6_g48773_DN3_SP0_c16.t1, ESY6_g48790_DN3_SP0_c15.t1	Ag008G709330
OG0000150	ESY9_g42653_DN3_SP0_c4.t1	Ag008G711330, Ag002G133360
OG0000150	ESY6_g48892_DN3_SP0_c5.t1	Ag008G711310
OG0000151	ESY6_g47353_DN3_SP8_c0.t1	Ag008G685810
OG0000151	ESY4_g23864_DN3_SP6_c0.t1	Ag003G253050
OG0000151	ESY3_g30785_DN3_SP8_c0.t1, ESY3_g30787_DN3_SP0_c0.t1	Ag005G478640
OG0000151	ESY11_g53876_DN3_SP8_c0.t1	Ag005G417580
OG0000151	ESY6_g48165_DN3_SP8_c0.t1	Ag008G698280
OG0000155	ESY9_g43517_DN2_SP0_c81.t1	Ag005G471860, Ag002G134830, Ag002G134820, Ag002G138260
OG0000156	ESY7_g16345_DN2_SP0_c0.t1	Ag002G201950, Ag002G201840, Ag002G201930, Ag002G201890, Ag002G201900, Ag002G201920, Ag002G201850, Ag002G201820, Ag002G201830, Ag002G201880, Ag001G093780
OG0000157	ESY11_g54074_DN3_SP0_c0.t1	Ag006G537650, Ag002G142330, Ag002G143730
OG0000157	ESY3_g32358_DN3_SP0_c0.t1	Ag003G228360
OG0000157	ESY3_g32354_DN2_SP0_c0.t1	Ag004G346210, Ag003G229150, Ag004G369290
OG0000158	ESY7_g18055_DN3_SP0_c0.t1	Ag006G563590
OG0000158	ESY7_g18054_DN3_SP0_c0.t1	Ag003G277110
OG0000158	ESY5_g5400_DN3_SP0_c0.t1, ESY16_g62031_DN2_SP0_c0.t1, ESY6_g49099_DN3_SP0_c0.t1, ESY10_g14453_DN2_SP0_c0.t1	Ag005G476710
OG0000161	ESY6_g49428_DN3_SP0_c0.t1	Ag008G725260
OG0000161	ESY7_g19438_DN2_SP0_c0.t1, ESY7_g19441_DN3_SP0_c0.t1	Ag007G588370
OG0000161	ESY2_g34340_DN2_SP0_c0.t1	Ag007G601560, Ag007G601540, Ag007G601790
OG0000162	ESY1_g12170_DN3_SP0_c0.t1, ESY1_g12160_DN3_SP0_c0.t1, ESY1_g12161_DN3_SP0_c0.t1, ESY1_g12165_DN3_SP0_c0.t1, ESY1_g12162_DN3_SP0_c0.t1, ESY1_g12166_DN3_SP0_c0.t1	Ag001G075290
OG0000162	ESY1_g12088_DN2_SP0_c6.t1, ESY1_g12083_DN3_SP0_c23.t1, ESY1_g12081_DN2_SP0_c0.t1, ESY1_g12076_DN1_SP0_c0.t1	Ag001G092940
OG0000162	ESY1_g12080_DN3_SP0_c20.t1	Ag001G092990, Ag001G093000, Ag001G093010, Ag001G092980, Ag001G092570
OG0000162	ESY6_g48926_DN3_SP0_c0.t1	Ag008G712070
OG0000164	ESY4_g24479_DN2_SP0_c49.t1	Ag005G487250, Ag003G293940, Ag003G293780, Ag004G322100, Ag003G293750, Ag003G293810, Ag003G293740, Ag003G293690, Ag003G293790
OG0000165	ESY7_g16424_DN1_SP0_c0.t1, ESY7_g18223_DN2_SP0_c0.t1, ESY6_g48389_DN1_SP0_c0.t1, ESY2_g34658_DN1_SP0_c7.t1	Ag004G356120, Ag007G623920, Ag006G522660, Ag001G100400, Ag006G498640, Ag007G624740
OG0000165	ESY2_g37015_DN1_SP0_c0.t1	Ag001G093340, Ag003G208890
OG0000167	ESY9_g43020_DN3_SP0_c14.t1	Ag006G570230
OG0000167	ESY9_g43011_DN2_SP0_c0.t1	Ag006G570340
OG0000167	ESY9_g43010_DN3_SP0_c0.t1	Ag006G570320
OG0000167	ESY9_g43009_DN3_SP0_c0.t1	Ag006G570400, Ag006G570410
OG0000172	ESY11_g54288_DN3_SP0_c0.t1	Ag001G097470
OG0000175	ESY11_g54143_DN3_SP3_c0.t1	Ag005G414670
OG0000176	ESY9_g42903_DN1_SP0_c0.t1	Ag007G611080, Ag007G599330, Ag007G599310
OG0000176	ESY3_g31914_DN1_SP0_c0.t1	Ag007G579980, Ag007G580670, Ag007G580020, Ag007G606560, Ag007G606540, Ag007G606550, Ag007G606580, Ag003G266210, Ag007G599350, Ag007G599300, Ag007G599320, Ag007G580010, Ag007G580050, Ag007G580060, Ag006G501180, Ag006G500850, Ag001G031780
OG0000176	ESY6_g50353_DN1_SP0_c0.t1	Ag007G580300, Ag005G449360
OG0000177	ESY13_g57929_DN1_SP0_c0.t1, ESY15_g64236_DN1_SP0_c10.t1, ESY21_g55511_DN2_SP0_c0.t1	Ag001G004480, Ag005G418600
OG0000177	ESY4_g25613_DN2_SP0_c73.t1, ESY1_g10594_DN3_SP0_c0.t1, ESY1_g8699_DN1_SP0_c88.t1, ESY7_g16166_DN1_SP0_c0.t1, ESY15_g65844_DN2_SP0_c0.t1, ESY21_g55510_DN1_SP0_c0.t1	Ag003G264860
OG0000178	ESY4_g23863_DN2_SP0_c100.t1	Ag008G728690, Ag002G204370, Ag001G023930, Ag005G413670, Ag008G660040, Ag006G544680, Ag006G512750, Ag006G491380, Ag002G105210, Ag001G017950, Ag005G404700, Ag006G510570, Ag006G515970, Ag008G690070, Ag004G348000, Ag001G051680, Ag006G568830, Ag002G116410
OG0000180	ESY6_g49560_DN2_SP0_c0.t1	Ag003G207360, Ag003G218350
OG0000185	ESY10_g15894_DN2_SP0_c0.t1	Ag003G283030, Ag006G535550, Ag002G183070, Ag002G135130, Ag007G637240, Ag005G448260, Ag004G378920
OG0000187	ESY4_g24964_DN3_SP0_c0.t1	Ag003G270250, Ag002G167770
OG0000187	ESY3_g31201_DN3_SP0_c0.t1	Ag005G474090, Ag005G474080
OG0000189	ESY4_g25629_DN2_SP0_c19.t1	Ag001G080600
OG0000189	ESY3_g31617_DN3_SP0_c0.t1	Ag005G482590, Ag005G482560, Ag007G631560, Ag007G631600, Ag007G631490, Ag007G631520, Ag007G631710, Ag007G628720, Ag007G631540, Ag006G508880, Ag006G508840, Ag006G508810, Ag004G355860, Ag003G290270
OG0000191	ESY7_g17124_DN1_SP0_c0.t1	Ag004G324780, Ag007G605570, Ag007G605580, Ag005G460420
OG0000191	ESY2_g34801_DN2_SP0_c0.t1	Ag005G457150
OG0000191	ESY3_g29940_DN3_SP0_c0.t1, ESY3_g29943_DN3_SP0_c0.t1	Ag005G457490, Ag005G457480, Ag005G461560, Ag005G461580, Ag005G461550, Ag005G461640, Ag005G460960
OG0000192	ESY1_g11445_DN3_SP0_c0.t1	Ag004G336350
OG0000192	ESY8_g59786_DN2_SP0_c0.t1	Ag008G727670
OG0000192	ESY1_g11446_DN3_SP0_c0.t1, ESY6_g48224_DN3_SP0_c0.t1	Ag004G336370
OG0000193	ESY2_g33553_DN2_SP0_c0.t1	Ag002G194540, Ag004G342780, Ag005G442650, Ag005G443800, Ag005G442630
OG0000195	ESY6_g49123_DN3_SP5_c0.t1	Ag008G716390
OG0000195	ESY12_g51047_DN3_SP8_c0.t1	Ag001G082920
OG0000195	ESY2_g35240_DN3_SP8_c46.t1	Ag007G646090
OG0000195	ESY1_g7203_DN3_SP0_c0.t1	Ag007G597730
OG0000196	ESY7_g17038_DN2_SP0_c0.t1, ESY7_g17890_DN2_SP0_c0.t1	Ag004G304260, Ag004G304230
OG0000196	ESY7_g17892_DN3_SP0_c0.t1, ESY7_g17041_DN3_SP0_c0.t1, ESY7_g17040_DN1_SP0_c0.t1, ESY8_g58382_DN2_SP0_c0.t1	Ag004G304250
OG0000196	ESY11_g54907_DN2_SP0_c0.t1, ESY11_g54900_DN2_SP0_c0.t1, ESY11_g54896_DN3_SP0_c0.t1, ESY11_g54903_DN3_SP0_c0.t1	Ag004G304870
OG0000197	ESY5_g4909_DN2_SP0_c59.t1	Ag006G545700
OG0000201	ESY11_g54784_DN2_SP0_c100.t1, ESY11_g54783_DN3_SP0_c100.t1	Ag005G439850
OG0000203	ESY7_g19296_DN2_SP0_c0.t1, ESY3_g31966_DN3_SP0_c1.t1	Ag005G407790
OG0000203	ESY3_g31967_DN2_SP0_c0.t1, ESY3_g31964_DN2_SP0_c0.t1	Ag005G466220, Ag005G405220, Ag005G405230, Ag005G407780, Ag006G519280, Ag005G485370, Ag005G485380, Ag005G452570, Ag005G452560, Ag005G452540, Ag005G452870, Ag005G485200, Ag004G387230, Ag004G392530, Ag005G485880
OG0000204	ESY1_g12368_DN3_SP0_c0.t1, ESY1_g12367_DN3_SP0_c0.t1	Ag003G216930, Ag003G216910, Ag003G216390, Ag003G216940, Ag003G216920, Ag003G216970, Ag003G216980
OG0000205	ESY12_g51764_DN2_SP0_c0.t1, ESY12_g51769_DN2_SP0_c0.t1	Ag005G439370
OG0000205	ESY12_g51768_DN3_SP0_c0.t1	Ag001G088760
OG0000207	ESY2_g36146_DN3_SP0_c12.t1	Ag002G183650
OG0000207	ESY2_g35546_DN3_SP0_c9.t1	Ag007G645960, Ag003G212870, Ag003G212790
OG0000207	ESY5_g3707_DN3_SP0_c12.t1, ESY5_g3706_DN3_SP0_c14.t1, ESY1_g11118_DN3_SP0_c46.t1, ESY1_g10980_DN2_SP0_c12.t1, ESY4_g25084_DN3_SP0_c12.t1	Ag008G734590
OG0000208	ESY12_g51407_DN3_SP0_c0.t1	Ag008G723930, Ag003G294620, Ag003G284900, Ag003G294610
OG0000208	ESY4_g26753_DN3_SP0_c0.t1, ESY4_g26754_DN3_SP0_c0.t1	Ag003G294600, Ag003G294590
OG0000209	ESY2_g33314_DN2_SP0_c91.t1	Ag004G399460, Ag004G398960
OG0000209	ESY8_g60042_DN3_SP0_c0.t1	Ag004G312510, Ag004G312520, Ag004G312530
OG0000210	ESY20_g12800_DN3_SP0_c0.t1	Ag007G588470
OG0000210	ESY20_g12799_DN3_SP0_c0.t1	Ag007G588480
OG0000213	ESY2_g35919_DN3_SP0_c12.t1	Ag003G236750, Ag003G236500, Ag003G236780, Ag003G236530
OG0000214	ESY1_g12321_DN1_SP0_c3.t1, ESY1_g12328_DN2_SP0_c6.t1, ESY1_g12318_DN1_SP0_c13.t1	Ag007G604980
OG0000214	ESY17_g40199_DN1_SP0_c62.t1	Ag006G510210
OG0000216	ESY5_g5275_DN1_SP0_c0.t1	Ag006G554100, Ag006G554110
OG0000218	ESY7_g18208_DN3_SP0_c0.t1, ESY7_g18205_DN3_SP0_c0.t1	Ag004G318250, Ag006G542090, Ag006G547060
OG0000218	ESY10_g14610_DN3_SP8_c0.t1	Ag008G689600, Ag002G177290
OG0000219	ESY3_g31957_DN3_SP0_c0.t1	Ag004G357760
OG0000219	ESY4_g25332_DN3_SP0_c0.t1	Ag007G593670
OG0000219	ESY6_g49711_DN1_SP0_c0.t1	Ag006G565670
OG0000220	ESY7_g19507_DN2_SP0_c13.t1, ESY7_g19498_DN1_SP0_c8.t1, ESY7_g19500_DN1_SP0_c13.t1, ESY7_g19499_DN1_SP0_c39.t1, ESY7_g19452_DN1_SP0_c2.t1, ESY7_g19461_DN3_SP0_c48.t1, ESY7_g19501_DN1_SP0_c11.t1	Ag002G179690
OG0000221	ESY4_g25962_DN1_SP0_c27.t1, ESY15_g65094_DN1_SP0_c0.t1, ESY3_g29249_DN1_SP0_c0.t1	Ag002G190080, Ag004G396450
OG0000224	ESY2_g34607_DN3_SP0_c0.t1, ESY2_g34606_DN3_SP0_c0.t1	Ag003G217190, Ag003G217140, Ag003G217540, Ag003G217240, Ag003G217560, Ag003G217550, Ag001G013260, Ag003G217250, Ag003G217260, Ag003G217440, Ag003G217450
OG0000224	ESY4_g24972_DN3_SP0_c33.t1, ESY4_g24982_DN3_SP0_c27.t1	Ag003G270550
OG0000225	ESY3_g29916_DN2_SP0_c0.t1, ESY3_g29914_DN2_SP0_c0.t1	Ag007G582050, Ag007G581990, Ag007G581980, Ag007G582060, Ag007G582040
OG0000226	ESY5_g5330_DN3_SP0_c0.t1, ESY6_g47619_DN3_SP0_c0.t1	Ag004G375340, Ag002G168080, Ag002G140350
OG0000226	ESY2_g36973_DN1_SP0_c0.t1	Ag001G000200
OG0000228	ESY11_g54171_DN1_SP0_c9.t1, ESY2_g38077_DN3_SP0_c0.t1	Ag004G341460
OG0000228	ESY10_g14421_DN3_SP0_c31.t1, ESY2_g35612_DN2_SP0_c0.t1, ESY2_g35613_DN1_SP0_c0.t1	Ag004G344170
OG0000229	ESY1_g12014_DN3_SP0_c0.t1, ESY1_g12013_DN3_SP0_c0.t1	Ag003G258920, Ag003G258260, Ag003G260280, Ag003G258240, Ag003G258940, Ag003G258250, Ag003G258930, Ag003G260760, Ag003G260290, Ag003G268900, Ag001G094970, Ag003G259310, Ag003G268910, Ag004G309080, Ag003G268890, Ag003G268880
OG0000231	ESY14_g21093_DN2_SP0_c0.t1, ESY8_g60999_DN3_SP0_c0.t1, ESY3_g29895_DN3_SP0_c0.t1, ESY8_g61000_DN3_SP0_c0.t1	Ag001G058920
OG0000234	ESY1_g10786_DN3_SP0_c0.t1, ESY1_g10749_DN1_SP0_c6.t1	Ag001G077230, Ag001G076970, Ag001G076940, Ag001G076930, Ag007G612020
OG0000235	ESY3_g29925_DN2_SP0_c0.t1, ESY11_g54357_DN1_SP0_c0.t1	Ag005G452990, Ag005G453010, Ag005G460460
OG0000235	ESY10_g14792_DN3_SP0_c0.t1	Ag005G460880
OG0000236	ESY7_g17849_DN3_SP0_c0.t1, ESY2_g33344_DN3_SP0_c0.t1, ESY16_g62081_DN2_SP0_c0.t1	Ag008G716730, Ag008G716740, Ag008G716760
OG0000238	ESY10_g14248_DN3_SP0_c0.t1	Ag004G343670
OG0000238	ESY1_g5723_DN1_SP0_c0.t1, ESY10_g14249_DN1_SP0_c0.t1, ESY15_g65267_DN3_SP0_c0.t1	Ag001G044870
OG0000240	ESY18_g63659_DN3_SP0_c28.t1, ESY1_g5643_DN2_SP0_c0.t1, ESY11_g53264_DN1_SP0_c0.t1	Ag001G089960
OG0000242	ESY33_g12623_DN3_SP0_c0.t1	Ag005G419410
OG0000242	ESY5_g2745_DN3_SP0_c0.t1	Ag004G319220
OG0000242	ESY5_g2748_DN3_SP0_c0.t1	Ag004G319640
OG0000242	ESY5_g2744_DN3_SP0_c0.t1	Ag004G319270
OG0000244	ESY9_g43553_DN3_SP0_c0.t1	Ag006G567480
OG0000244	ESY7_g16354_DN3_SP5_c0.t1	Ag002G138420, Ag002G137630
OG0000244	ESY7_g16356_DN3_SP0_c0.t1	Ag006G567410, Ag002G138400, Ag002G137710
OG0000244	ESY9_g43563_DN3_SP0_c0.t1, ESY9_g43568_DN3_SP0_c0.t1	Ag006G567460, Ag006G567470
OG0000244	ESY7_g16355_DN3_SP3_c0.t1	Ag002G137640, Ag002G138410
OG0000246	ESY7_g16249_DN2_SP0_c100.t1	Ag005G447800, Ag005G447790, Ag003G287650
OG0000247	ESY11_g54875_DN3_SP0_c0.t1, ESY11_g54874_DN3_SP0_c0.t1	Ag001G024030, Ag002G117490, Ag008G711270, Ag002G102510, Ag008G711550, Ag001G024050, Ag005G473860
OG0000248	ESY5_g2595_DN2_SP0_c6.t1	Ag002G142990, Ag002G142870, Ag002G142960, Ag002G142950, Ag002G142860, Ag004G367480, Ag001G081600
OG0000249	ESY10_g15197_DN1_SP0_c67.t1	Ag002G168370, Ag002G168420, Ag002G179380, Ag002G168350, Ag002G168380, Ag001G071720
OG0000250	ESY2_g35510_DN3_SP0_c0.t1, ESY2_g35523_DN2_SP0_c0.t1, ESY2_g35522_DN1_SP0_c0.t1, ESY2_g35505_DN1_SP0_c0.t1, ESY2_g35511_DN2_SP0_c0.t1, ESY2_g35512_DN3_SP0_c0.t1	Ag003G292650
OG0000250	ESY1_g12149_DN2_SP0_c0.t1	Ag001G093460
OG0000250	ESY4_g26844_DN2_SP0_c0.t1, ESY4_g26842_DN3_SP0_c0.t1, ESY4_g25839_DN3_SP0_c0.t1, ESY8_g59857_DN3_SP0_c0.t1, ESY12_g51969_DN1_SP0_c0.t1	Ag003G295650, Ag003G295660, Ag003G295670
OG0000252	ESY7_g19409_DN2_SP0_c0.t1	Ag006G494390, Ag006G494400, Ag004G392350, Ag004G387020, Ag006G494470, Ag006G494420, Ag006G494490, Ag006G494510, Ag002G201630, Ag002G201600
OG0000252	ESY7_g19411_DN1_SP0_c0.t1, ESY7_g19410_DN2_SP0_c0.t1	Ag006G494350, Ag006G494360, Ag006G494380, Ag006G494310, Ag006G494330, Ag006G493940, Ag006G493990, Ag002G166430, Ag006G493980, Ag006G494000, Ag003G272030, Ag006G493970, Ag006G493890, Ag006G493910, Ag006G493930, Ag006G493870, Ag006G493900, Ag002G186120, Ag002G186270, Ag002G186250, Ag002G186210, Ag002G186260, Ag002G186220, Ag002G186130, Ag002G186150, Ag002G186160, Ag002G186240
OG0000254	ESY20_g12901_DN3_SP0_c0.t1	Ag002G185430
OG0000254	ESY4_g26655_DN3_SP0_c0.t1, ESY4_g26565_DN3_SP0_c0.t1	Ag002G185420
OG0000256	ESY12_g50901_DN1_SP0_c88.t1	Ag002G186790
OG0000256	ESY12_g50900_DN3_SP0_c90.t1, ESY12_g50903_DN3_SP0_c100.t1	Ag002G187030, Ag002G187040, Ag002G187060, Ag002G187050, Ag008G691560
OG0000257	ESY3_g32555_DN1_SP0_c0.t1, ESY3_g32550_DN1_SP0_c0.t1	Ag007G609050, Ag003G272310, Ag001G081770, Ag001G081780, Ag003G270290, Ag003G270920, Ag003G270930, Ag004G325560, Ag001G011470, Ag008G698480, Ag001G011500, Ag001G010720, Ag004G331430, Ag008G697590, Ag003G211470, Ag003G211370, Ag003G220650, Ag003G228410, Ag003G212030, Ag003G212020, Ag001G012300, Ag003G233340, Ag006G574280, Ag005G441830, Ag004G325570, Ag003G293310, Ag003G293320, Ag005G475480, Ag005G476080, Ag005G425180, Ag005G475490, Ag005G476060, Ag005G476070, Ag005G475200
OG0000258	ESY11_g54020_DN2_SP0_c65.t1	Ag002G175550, Ag008G702170, Ag002G191840, Ag001G079880, Ag004G336180
OG0000260	ESY7_g19335_DN1_SP0_c0.t1, ESY7_g19330_DN3_SP0_c0.t1	Ag006G496380
OG0000260	ESY7_g19246_DN1_SP0_c0.t1, ESY7_g19230_DN3_SP0_c0.t1, ESY7_g19228_DN2_SP0_c0.t1, ESY7_g19329_DN2_SP0_c0.t1	Ag006G496100
