Orthogroup	Arabidopsis_lyrata_NCBI	Cardamine_hirsuta
OG0000235	XP_020885592.1, XP_020883752.1, XP_002862453.1	CARHR133380
OG0000235	XP_002870599.2	CARHR170750
OG0000236	XP_020886731.1	CARHR062590, CARHR062610
OG0000236	XP_020865841.1	CARHR062600
OG0000236	XP_020865699.1	CARHR000080, CARHR100230, CARHR102630
OG0000237	XP_020881383.1	CARHR043980, CARHR044120
OG0000237	XP_002885438.2	CARHR238210, CARHR097380
OG0000238	XP_020872592.1, XP_002888798.1	CARHR064110
OG0000238	XP_002888800.1	CARHR064140
OG0000238	XP_002872296.1	CARHR185670
OG0000238	XP_002874413.1	CARHR023530, CARHR023500, CARHR023520, CARHR023510
OG0000238	XP_020891768.1	CARHR064120
OG0000241	XP_020873759.1	CARHR228610
OG0000241	XP_020876627.1	CARHR252730
OG0000241	XP_002872711.1	CARHR107520
OG0000242	XP_020871231.1	CARHR119540, CARHR119080, CARHR180810, CARHR264270, CARHR101660, CARHR102130, CARHR102230, CARHR102520
OG0000242	XP_020879188.1	CARHR175670
OG0000243	XP_020867503.1, XP_020867501.1	CARHR028880, CARHR028810
OG0000244	XP_020876482.1	CARHR252260, CARHR252270, CARHR252310, CARHR252320, CARHR252280
OG0000244	XP_020876490.1	CARHR252240
OG0000244	XP_002872741.1	CARHR251320, CARHR252330, CARHR252290
OG0000244	XP_020876452.1, XP_020877213.1, XP_020876461.1, XP_020876462.1	CARHR251330
OG0000246	XP_002881469.1	CARHR131170, CARHR131180
OG0000246	XP_020884151.1	CARHR131110
OG0000246	XP_002881468.1	CARHR131140, CARHR131130, CARHR131150, CARHR131160
OG0000247	XP_002868770.2	CARHR291820
OG0000247	XP_002867509.1	CARHR217360
OG0000247	XP_020871709.1, XP_002877687.1	CARHR263700
OG0000247	XP_002883538.1, XP_002883579.1, XP_020887089.1	CARHR101580, CARHR101880, CARHR101530
OG0000248	XP_020881593.1, XP_002887270.1, XP_002887273.1, XP_002887269.1	CARHR063130
OG0000248	XP_020872989.1	CARHR263070
OG0000249	XP_020888722.1	CARHR219480
OG0000250	XP_020876444.1	CARHR252250
OG0000251	XP_002876961.1, XP_002876962.1, XP_002876963.1	CARHR147300
OG0000251	XP_002876964.1	CARHR147330
OG0000251	XP_020882087.1	CARHR147340
OG0000251	XP_002866197.1	CARHR271060
OG0000252	XP_002887975.1, XP_002887974.1	CARHR048360, CARHR048350, CARHR048370
OG0000252	XP_002887689.1	CARHR071040
OG0000252	XP_020891652.1	CARHR071060, CARHR071050
OG0000253	XP_002884912.1	CARHR087080
OG0000253	XP_002884737.1	CARHR083850
OG0000253	XP_002873056.1	CARHR210880
OG0000254	XP_002870217.1	CARHR290080
OG0000254	XP_020872405.1	CARHR290060, CARHR290070
OG0000254	XP_002870219.1	CARHR290100
OG0000256	XP_020886139.1	CARHR024770
OG0000256	XP_002885520.2, XP_020886710.1	CARHR099690
OG0000257	XP_002887614.1	CARHR069250, CARHR069290, CARHR069270
OG0000257	XP_020871178.1	CARHR069280, CARHR069310, CARHR284300
OG0000259	XP_020883633.1	CARHR135220, CARHR117790
OG0000260	XP_020872429.1	CARHR247220
OG0000260	XP_020873005.1	CARHR260330
OG0000260	XP_020881315.1, XP_002862576.1	CARHR264830
OG0000262	XP_020891397.1	CARHR046930
OG0000266	XP_002865985.2, XP_020867313.1	CARHR266730, CARHR253160
OG0000269	XP_002864649.1	CARHR273300
OG0000269	XP_002888167.1	CARHR053220
OG0000269	XP_020883555.1	CARHR122830
OG0000270	XP_020890701.1	CARHR055280
OG0000270	XP_020867010.1	CARHR012890
OG0000270	XP_020890693.1	CARHR151310
OG0000270	XP_020890515.1	CARHR048490, CARHR055240
OG0000273	XP_020878066.1	CARHR266740
OG0000273	XP_020881848.1	CARHR284830, CARHR266760
OG0000275	XP_002866883.1	CARHR175770
OG0000275	XP_020872234.1	CARHR041170, CARHR041160
OG0000275	XP_002886688.1, XP_002872307.1, XP_020879009.1, XP_020879174.1	CARHR185060, CARHR185040
OG0000275	XP_020872235.1	CARHR246950
OG0000277	XP_020867393.1	CARHR020400
OG0000278	XP_020875511.1	CARHR215670
OG0000278	XP_002870549.2	CARHR215220
OG0000278	XP_002870533.1, XP_002870532.1	CARHR215570, CARHR215560, CARHR215610
OG0000278	XP_020875512.1, XP_020873117.1, XP_020875510.1	CARHR215640, CARHR215620, CARHR215650, CARHR215200
OG0000279	XP_020885653.1	CARHR094510
OG0000279	XP_002865315.1	CARHR031350, CARHR031360
OG0000279	XP_020880901.1, XP_020870359.1, XP_002865312.2, XP_020879319.1, XP_002865311.2	CARHR177740, CARHR257320, CARHR177410, CARHR177420, CARHR152170, CARHR177900, CARHR221580, CARHR177780, CARHR177760, CARHR177770, CARHR178120, CARHR177310, CARHR177790, CARHR177800, CARHR178860, CARHR178130, CARHR180680
OG0000282	XP_020873572.1, XP_020873565.1	CARHR229730
OG0000282	XP_002869836.1	CARHR229580
OG0000282	XP_020873595.1, XP_020873496.1	CARHR229030, CARHR229040
OG0000284	XP_020870361.1, XP_020870665.1, XP_020881798.1, XP_020872647.1, XP_020871484.1, XP_020869117.1	CARHR285950, CARHR256150, CARHR177480
OG0000285	XP_002867852.2	CARHR227980
OG0000285	XP_020873274.1	CARHR234950
OG0000286	XP_002863596.2	CARHR178840
OG0000286	XP_002867613.2	CARHR232240
OG0000286	XP_020868786.1	CARHR175950, CARHR174900
OG0000289	XP_020886439.1, XP_020889388.1, XP_020887166.1, XP_020886437.1	CARHR175550
OG0000291	XP_002883696.1, XP_020886867.1, XP_002883695.1	CARHR103190, CARHR103130
OG0000291	XP_002883688.1	CARHR103220, CARHR103210
OG0000294	XP_020879531.1, XP_020876591.1, XP_020869571.1	CARHR197660
OG0000294	XP_020879520.1	CARHR198380
OG0000295	XP_020866817.1, XP_020866818.1	CARHR035800
OG0000295	XP_020868018.1	CARHR004430
OG0000295	XP_020888216.1, XP_002885658.1	CARHR100860
OG0000296	XP_020874639.1, XP_002864614.1	CARHR285460, CARHR285480
OG0000296	XP_020871535.1, XP_020871085.1, XP_020871516.1, XP_020871467.1, XP_020871600.1, XP_020871468.1, XP_020871433.1, XP_020870866.1, XP_020879394.1	CARHR272760, CARHR053670, CARHR272770
OG0000296	XP_020869658.1	CARHR272750
OG0000298	XP_002885936.1, XP_002891052.1, XP_020866089.1, XP_020866347.1	CARHR033100
OG0000298	XP_002891050.1	CARHR033050
OG0000300	XP_020872734.1, XP_002877052.1	CARHR166000
OG0000300	XP_020890816.1	CARHR264620, CARHR264630
OG0000301	XP_020884774.1	CARHR139910, CARHR139920
OG0000304	XP_020877194.1	CARHR253260, CARHR253390
OG0000305	XP_002890206.2	CARHR017730
OG0000305	XP_002893940.1, XP_020885575.1, XP_020884760.1, XP_002874576.1	CARHR260510, CARHR135390
OG0000306	XP_020873122.1	CARHR214120, CARHR262590
OG0000307	XP_020889281.1	CARHR102040, CARHR102030
OG0000307	XP_002894303.2, XP_002894304.2, XP_002891555.1	CARHR041320
OG0000307	XP_020865716.1, XP_020870689.1, XP_002892495.2	CARHR219950, CARHR112870, CARHR216070, CARHR057800, CARHR216060, CARHR216110
OG0000308	XP_020871984.1, XP_002865428.1, XP_020873300.1	CARHR180250
OG0000313	XP_020882955.1, XP_002879861.1	CARHR135320
OG0000314	XP_020879586.1	CARHR213600
OG0000314	XP_020889577.1	CARHR006310
OG0000315	XP_020868525.1	CARHR284260
OG0000318	XP_020890540.1	CARHR062770, CARHR062740
OG0000318	XP_002885626.2	CARHR004290
OG0000321	XP_020866713.1	CARHR095140, CARHR040120
OG0000321	XP_002886753.1	CARHR055410
OG0000322	XP_002862832.1, XP_020871126.1, XP_020871462.1, XP_020865960.1	CARHR259720
OG0000323	XP_020873004.1	CARHR262010
OG0000323	XP_020868339.1	CARHR018200
OG0000325	XP_002892239.1	CARHR004130
OG0000325	XP_020883979.1	CARHR127110
OG0000325	XP_020884955.1	CARHR126540
OG0000325	XP_002889523.1	CARHR004140
OG0000326	XP_020886472.1	CARHR112590
OG0000326	XP_020886567.1	CARHR083130
OG0000327	XP_002867931.1	CARHR120100, CARHR226410, CARHR226430
OG0000329	XP_002870302.1	CARHR220880
OG0000329	XP_002870810.1, XP_002870811.1, XP_002870812.1	CARHR263580
OG0000329	XP_002870813.1	CARHR263590
OG0000330	XP_002887463.1	CARHR065890, CARHR065920, CARHR065910, CARHR065900
OG0000330	XP_002887457.1	CARHR065880
OG0000331	XP_020877038.1	CARHR249810
OG0000331	XP_020867795.1	CARHR001810
OG0000331	XP_020889164.1	CARHR092710
OG0000332	XP_020890048.1, XP_020890047.1	CARHR050960, CARHR050950
OG0000332	XP_020890111.1	CARHR050930
OG0000332	XP_020890044.1	CARHR050970, CARHR050980
OG0000332	XP_020890039.1, XP_020890057.1	CARHR050860
OG0000335	XP_020882480.1	CARHR170350
OG0000336	XP_002886727.1, XP_020870323.1	CARHR054330
OG0000336	XP_002892517.1	CARHR183900
OG0000339	XP_002874234.1	CARHR188470, CARHR188490
OG0000339	XP_020877153.1	CARHR218850
OG0000341	XP_002891297.2, XP_020866157.1	CARHR038610
OG0000342	XP_020884394.1, XP_020889163.1	CARHR092860
OG0000344	XP_002892766.1	CARHR292150
OG0000345	XP_020877760.1	CARHR203880
OG0000345	XP_020868529.1, XP_002865409.1	CARHR006290
OG0000345	XP_002873405.1	CARHR203890
OG0000345	XP_002892204.1	CARHR003600, CARHR203870
OG0000346	XP_002876198.1	CARHR163180
OG0000346	XP_002875312.1	CARHR147230
OG0000346	XP_002876953.1	CARHR147220
OG0000346	XP_002876199.1	CARHR163190
OG0000346	XP_020881893.1	CARHR163200
OG0000347	XP_020885426.1	CARHR141230
OG0000347	XP_020881574.1	CARHR171770
OG0000347	XP_020873658.1	CARHR230740
OG0000347	XP_020869191.1	CARHR000730
OG0000347	XP_002872953.1	CARHR248520
OG0000348	XP_002863075.1, XP_002863942.1, XP_002863941.1	CARHR286050
OG0000349	XP_020871259.1	CARHR273230, CARHR273250
OG0000349	XP_020871262.1, XP_020871260.1	CARHR273130
OG0000350	XP_002877153.1, XP_020889498.1, XP_002883330.1, XP_002883331.1, XP_020886120.1	CARHR097870
OG0000351	XP_020885147.1, XP_002880843.1	CARHR086360
OG0000355	XP_002864686.1	CARHR274100
OG0000355	XP_020875559.1	CARHR244920, CARHR118860, CARHR244890
OG0000356	XP_020883519.1	CARHR117170, CARHR178010
OG0000356	XP_020885762.1, XP_020885757.1	CARHR117180
OG0000356	XP_002880608.1	CARHR117150
OG0000356	XP_020885753.1	CARHR117270
OG0000357	XP_002893588.2, XP_002890838.2	CARHR128500, CARHR029510
OG0000358	XP_002891641.1, XP_002891287.1	CARHR041640
OG0000359	XP_020866009.1	CARHR267340
OG0000359	XP_020875469.1	CARHR235360
OG0000359	XP_002869552.1	CARHR235380
OG0000359	XP_002869553.1	CARHR235370
OG0000362	XP_020884558.1	CARHR266430, CARHR150180
OG0000363	XP_020867799.1	CARHR045650
OG0000363	XP_020865762.1	CARHR071990
OG0000364	XP_002881726.1, XP_002879874.1, XP_002881728.1	CARHR135700
OG0000365	XP_002890663.1	CARHR025550
OG0000365	XP_020874932.1	CARHR227340
OG0000365	XP_020868576.1	CARHR025540
OG0000365	XP_002890659.1	CARHR025530
OG0000367	XP_020891609.1	CARHR063110, CARHR263620, CARHR063120
OG0000367	XP_002873703.2, XP_002873704.2	CARHR198280, CARHR198270
OG0000367	XP_020866398.1	CARHR253970, CARHR024610
OG0000368	XP_020880212.1	CARHR155100
OG0000368	XP_002877501.1, XP_020881922.1	CARHR155150, CARHR155070
OG0000368	XP_002877506.1, XP_020880210.1	CARHR155090
OG0000368	XP_002877507.1, XP_002877508.1	CARHR155030
OG0000368	XP_020879738.1	CARHR154970
OG0000369	XP_020871775.1, XP_020877424.1, XP_020872669.1, XP_020890208.1, XP_020877244.1, XP_020881008.1, XP_020890264.1	CARHR293630, CARHR283580, CARHR058390, CARHR059500, CARHR186430, CARHR116680
OG0000370	XP_002883509.2, XP_002883512.2	CARHR033610, CARHR100280, CARHR100270, CARHR288610, CARHR033580
OG0000371	XP_020875171.1	CARHR102540
OG0000376	XP_020890100.1	CARHR051720
OG0000376	XP_020869788.1	CARHR011030
OG0000376	XP_002886599.1	CARHR051710
OG0000376	XP_020890101.1	CARHR051700
OG0000377	XP_020873168.1	CARHR245750
OG0000377	XP_020865922.1, XP_002888509.2	CARHR058550, CARHR058530, CARHR058590
OG0000377	XP_020874750.1	CARHR245720
OG0000377	XP_002866955.2	CARHR245730
OG0000379	XP_020879860.1	CARHR144670
OG0000379	XP_002877959.1	CARHR164050
OG0000379	XP_020879861.1	CARHR144630
OG0000379	XP_020891047.1	CARHR049930
OG0000380	XP_020867728.1	CARHR157270
OG0000380	XP_002866375.1, XP_002862953.1, XP_002864667.1	CARHR036840, CARHR118680, CARHR285940, CARHR183820, CARHR273750, CARHR273860
OG0000381	XP_002889204.1	CARHR072160
OG0000382	XP_002872840.1, XP_002872839.1	CARHR250680
OG0000382	XP_020876136.1	CARHR250610
OG0000382	XP_020882973.1	CARHR131810
OG0000383	XP_020880743.1, XP_002877115.2, XP_002877989.2, XP_020879875.1	CARHR164490, CARHR164480
OG0000384	XP_002863381.1	CARHR174500
OG0000384	XP_002863379.1	CARHR174480
OG0000384	XP_002863382.1	CARHR174510
OG0000384	XP_002863380.1	CARHR174490, CARHR089510
OG0000385	XP_020875226.1, XP_020888292.1	CARHR116890
OG0000385	XP_002867283.1	CARHR239600
OG0000386	XP_002893794.1	CARHR033250
OG0000386	XP_002893793.1	CARHR033240
OG0000386	XP_002893792.1	CARHR033230
OG0000386	XP_002893796.1	CARHR033280
OG0000386	XP_002891067.1	CARHR033290
OG0000386	XP_002891068.2	CARHR292740
OG0000388	XP_002885216.1	CARHR092870
OG0000388	XP_002864312.1, XP_020870195.1	CARHR267450
OG0000388	XP_002872057.1	CARHR190050, CARHR179180, CARHR153480
OG0000388	XP_002885786.1	CARHR095050
OG0000389	XP_020890802.1, XP_020890804.1, XP_020865791.1	CARHR270410, CARHR105990, CARHR152840, CARHR152780, CARHR270430, CARHR270420, CARHR270400
OG0000389	XP_020865827.1	CARHR270450
OG0000390	XP_002893223.1	CARHR022740
OG0000390	XP_020870867.1	CARHR022730
OG0000390	XP_020870868.1	CARHR022720
OG0000391	XP_020877326.1, XP_020875884.1	CARHR196560
OG0000391	XP_020887377.1	CARHR084950
OG0000392	XP_002890198.2	CARHR017550
OG0000392	XP_020870155.1	CARHR017540
OG0000392	XP_020873585.1, XP_020873586.1	CARHR185400, CARHR216970, CARHR232710
OG0000393	XP_002868738.1	CARHR263220
OG0000393	XP_002868798.2, XP_002868743.1, XP_002868742.1, XP_002868745.2	CARHR103170
OG0000394	XP_020870422.1	CARHR043000
OG0000395	XP_020870862.1	CARHR014460
OG0000395	XP_002885959.1	CARHR105730, CARHR105760, CARHR105770
OG0000396	XP_020878657.1, XP_020882005.1	CARHR119440
OG0000397	XP_020889179.1, XP_002882991.2, XP_002882989.2	CARHR091750
OG0000397	XP_020865892.1	CARHR148110
OG0000397	XP_020888360.1	CARHR293580
OG0000398	XP_020875888.1	CARHR101890
OG0000399	XP_002889409.1	CARHR001910
OG0000399	XP_020867895.1	CARHR009120
OG0000402	XP_002865045.1	CARHR289020
OG0000402	XP_020885516.1	CARHR177820, CARHR292110, CARHR292450, CARHR289650, CARHR289030
OG0000403	XP_020876381.1	CARHR251850
OG0000403	XP_020876447.1, XP_002870317.2, XP_020874082.1, XP_020875313.1	CARHR251840
OG0000404	XP_020882951.1, XP_002893048.1, XP_020872469.1, XP_020872474.1, XP_020879689.1	CARHR235030
OG0000405	XP_002885048.2	CARHR089280
OG0000405	XP_002870550.1	CARHR089240
OG0000405	XP_020866111.1	CARHR033150, CARHR033140
OG0000405	XP_020886617.1	CARHR089260
OG0000406	XP_002892419.1, XP_002875761.1, XP_002866354.1	CARHR273440, CARHR007590
OG0000407	XP_020870312.1	CARHR005930, CARHR002610
OG0000407	XP_002890652.1	CARHR025430
OG0000407	XP_002880288.1	CARHR142610
OG0000409	XP_020885420.1	CARHR028100
OG0000409	XP_002891138.1, XP_020868242.1	CARHR028090
OG0000409	XP_020868889.1, XP_020868885.1	CARHR028080, CARHR028050
OG0000411	XP_002878760.1, XP_002863681.1	CARHR117550, CARHR117600
OG0000412	XP_020877332.1	CARHR196640
OG0000412	XP_002870545.1	CARHR215260
OG0000412	XP_020891044.1	CARHR292180
OG0000412	XP_020889182.1	CARHR093170
OG0000413	XP_002882837.2	CARHR088360, CARHR088350
OG0000413	XP_002894496.1	CARHR044870
OG0000413	XP_002882836.2	CARHR088340
OG0000413	XP_020890494.1	CARHR182690
OG0000414	XP_020865813.1	CARHR049420
OG0000414	XP_020887850.1	CARHR105130, CARHR106410
OG0000414	XP_020875754.1	CARHR221890
OG0000414	XP_020886757.1	CARHR097980
OG0000415	XP_020883764.1	CARHR286360
OG0000419	XP_002881384.2, XP_020884735.1	CARHR129410
OG0000420	XP_002879993.1	CARHR137680
OG0000420	XP_002874367.1	CARHR186080
OG0000420	XP_020879290.1	CARHR201040
OG0000421	XP_020879107.1	CARHR265630
OG0000424	XP_002864349.1	CARHR267950
OG0000424	XP_002867518.1	CARHR234870
OG0000426	XP_020868375.1	CARHR032310, CARHR032340, CARHR136030
OG0000426	XP_002883923.2	CARHR182090
OG0000428	XP_020871628.1, XP_002862473.2	CARHR292240
OG0000429	XP_002891987.1	CARHR054890
OG0000429	XP_020880517.1	CARHR168810
OG0000429	XP_002891988.1, XP_002878218.1, XP_002878213.1	CARHR168790
OG0000430	XP_002869850.1	CARHR228790
OG0000430	XP_002874805.1	CARHR252910
OG0000430	XP_020891025.1	CARHR050150
OG0000430	XP_002885799.1	CARHR103290
OG0000431	XP_002885960.2	CARHR052800
OG0000431	XP_002888099.1	CARHR051440
OG0000432	XP_020869736.1	CARHR038820
OG0000433	XP_020873782.1, XP_002869578.2, XP_020873778.1, XP_002869577.1	CARHR234790, CARHR289420, CARHR234800, CARHR289410, CARHR058020
OG0000434	XP_020875485.1, XP_002870840.1	CARHR291870
OG0000434	XP_002893854.1	CARHR034080, CARHR061160
OG0000436	XP_020880865.1	CARHR154360
OG0000436	XP_002864656.1	CARHR273490
OG0000436	XP_002864657.2	CARHR273500
OG0000436	XP_020880864.1	CARHR154370
OG0000437	XP_020871534.1, XP_020873821.1	CARHR233780
OG0000437	XP_002886024.1	CARHR110190
OG0000439	XP_002887396.1	CARHR064690
OG0000439	XP_020891685.1, XP_002871200.1, XP_020888125.1	CARHR179040, CARHR206880
OG0000440	XP_002863939.2	CARHR286140, CARHR286080, CARHR286060, CARHR286070, CARHR085380
OG0000442	XP_002876673.1, XP_020872236.1	CARHR172740
OG0000442	XP_020874721.1	CARHR261710
OG0000443	XP_002869276.1	CARHR240310
OG0000443	XP_002878859.1	CARHR115900
OG0000443	XP_002871465.1	CARHR202110
OG0000443	XP_002874255.1	CARHR188110
OG0000444	XP_002881172.1	CARHR125020
OG0000444	XP_002876506.1	CARHR169860
OG0000444	XP_002889581.1	CARHR005540
OG0000445	XP_002874145.1	CARHR189790
OG0000445	XP_020872123.1	CARHR157730
OG0000446	XP_020879288.1	CARHR190860, CARHR190870
OG0000446	XP_020879003.1	CARHR190880
OG0000446	XP_020879284.1	CARHR107640, CARHR189230
OG0000448	XP_020881129.1	CARHR292620
OG0000449	XP_020880494.1	CARHR169300
OG0000449	XP_020880524.1	CARHR169310
OG0000450	XP_020867472.1	CARHR150940
OG0000450	XP_002868530.1	CARHR215210
OG0000450	XP_020873949.1, XP_020871028.1, XP_020874927.1, XP_020871029.1	CARHR179840, CARHR179880, CARHR179890, CARHR179750, CARHR179850, CARHR179820, CARHR179790, CARHR116510
OG0000451	XP_020872570.1	CARHR228900
OG0000451	XP_020890146.1, XP_020890731.1, XP_020891235.1	CARHR052700
OG0000452	XP_002886425.1, XP_020891488.1	CARHR048280
OG0000452	XP_002886426.2	CARHR048290, CARHR048270
OG0000457	XP_002881278.1	CARHR078580, CARHR127370, CARHR003820
OG0000458	XP_002893548.1	CARHR028400
OG0000458	XP_020869685.1	CARHR028420
OG0000458	XP_002893547.1	CARHR028370, CARHR286910, CARHR028390
OG0000459	XP_020875067.1	CARHR108900
OG0000459	XP_020871265.1	CARHR219840
OG0000460	XP_020886129.1	CARHR088190
OG0000460	XP_002864463.1	CARHR270190
OG0000460	XP_020873839.1	CARHR233890
OG0000460	XP_002894500.1	CARHR044990
OG0000462	XP_020872034.1, XP_002869911.1	CARHR227570, CARHR227590, CARHR227620, CARHR227580, CARHR221090, CARHR254770
OG0000463	XP_020868804.1	CARHR287270
OG0000463	XP_020873036.1, XP_020882627.1	CARHR105900, CARHR155330, CARHR155350
OG0000463	XP_020882634.1	CARHR155360
OG0000464	XP_002892092.1	CARHR001520, CARHR000930
OG0000466	XP_002884527.1	CARHR284350
OG0000467	XP_002864683.1	CARHR274050
OG0000467	XP_020876275.1	CARHR188130
OG0000468	XP_020884599.1	CARHR134960, CARHR061710
OG0000468	XP_002881642.1	CARHR134120, CARHR134100
OG0000468	XP_020884707.1	CARHR130510
OG0000469	XP_020880610.1, XP_002863455.1, XP_020875079.1	CARHR176200, CARHR225580, CARHR169080
OG0000470	XP_002873596.2	CARHR240060
OG0000470	XP_002870105.1	CARHR290350
OG0000471	XP_020875496.1	CARHR219700
OG0000471	XP_020874394.1	CARHR219800
OG0000473	XP_020866566.1	CARHR000130
OG0000473	XP_002892018.2	CARHR000120
OG0000473	XP_002881545.2	CARHR131820
OG0000474	XP_020870451.1	CARHR003630
OG0000474	XP_020886615.1	CARHR180040
OG0000474	XP_002870188.2	CARHR110210
OG0000475	XP_020875636.1, XP_020886805.1	CARHR219220
OG0000475	XP_020871017.1, XP_020874716.1, XP_020880771.1	CARHR261640, CARHR216020
OG0000475	XP_020890091.1	CARHR050610
OG0000476	XP_002874408.2, XP_002874407.2, XP_002872250.1	CARHR186490, CARHR186690
OG0000477	XP_002864799.1	CARHR276320
OG0000477	XP_020879966.1	CARHR145200
OG0000477	XP_020868927.1	CARHR014840
OG0000478	XP_002883482.1, XP_002883015.1	CARHR052650, CARHR078100
OG0000480	XP_002886566.1	CARHR052230
OG0000480	XP_020881109.1	CARHR144740
OG0000481	XP_002888218.1	CARHR284150
OG0000481	XP_020870476.1	CARHR010120
OG0000481	XP_002889784.1	CARHR010110
OG0000482	XP_002887427.2, XP_002887426.1	CARHR065170, CARHR065180
OG0000483	XP_020880400.1	CARHR184910
OG0000483	XP_020877847.1, XP_020876157.1	CARHR187250, CARHR187260
OG0000484	XP_002867356.1	CARHR238200
OG0000484	XP_020875370.1, XP_020889704.1, XP_020865687.1	CARHR238190
OG0000485	XP_020873524.1	CARHR230730
OG0000485	XP_002867713.1, XP_020873851.1	CARHR230700
OG0000485	XP_020873533.1, XP_020873527.1	CARHR230710
OG0000485	XP_020887561.1	CARHR149360
OG0000486	XP_020866607.1, XP_020869582.1	CARHR019430, CARHR019400, CARHR019410, CARHR189080
OG0000491	XP_002875893.1, XP_020880365.1	CARHR056050, CARHR157060, CARHR157050
OG0000491	XP_002875894.1	CARHR157080
OG0000491	XP_020880364.1	CARHR157040
OG0000491	XP_020880384.1	CARHR157090, CARHR157100
OG0000492	XP_002877995.1	CARHR164620
OG0000492	XP_002881246.1	CARHR126780
OG0000492	XP_020884576.1	CARHR133660
