Orthogroup	Arabidopsis_lyrata_NCBI	Arabidopsis_arenosa
OG0000134	XP_020874575.1, XP_020874571.1, XP_020874573.1, XP_020874585.1, XP_020874574.1	jg12354
OG0000134	XP_020880962.1	jg12353
OG0000134	XP_020883481.1	jg17682
OG0000134	XP_020882189.1	jg20706
OG0000134	XP_020879441.1, XP_002863119.2, XP_020875295.1	jg20995
OG0000134	XP_020875315.1	jg20998
OG0000134	XP_002873501.1	jg4953
OG0000137	XP_020871893.1	jg22361
OG0000137	XP_020872009.1	jg22362
OG0000137	XP_002891107.2	jg32125, jg32130
OG0000137	XP_020870474.1	jg22366, jg22365
OG0000137	XP_002866092.1	jg22364
OG0000137	XP_020872008.1	jg22363
OG0000137	XP_020871354.1	jg21872
OG0000138	XP_020880953.1, XP_020865702.1	jg16317
OG0000138	XP_020880550.1	jg15930
OG0000138	XP_020880529.1	jg15926
OG0000138	XP_020880592.1	jg15939
OG0000138	XP_020880551.1	jg15937
OG0000138	XP_020881910.1, XP_020880545.1	jg15932
OG0000138	XP_020880319.1	jg16316
OG0000138	XP_002876243.1	jg15356
OG0000138	XP_020876585.1	jg5387
OG0000140	XP_020890721.1	jg16992, jg1149
OG0000140	XP_020883678.1	jg11305, jg33822
OG0000140	XP_020890722.1	jg14078, jg1761, jg1441
OG0000140	XP_020890690.1	jg14412, jg13729
OG0000141	XP_020869968.1	jg29672
OG0000141	XP_020867361.1	jg29671
OG0000141	XP_020867542.1	jg29664
OG0000141	XP_020874215.1	jg11302
OG0000141	XP_002889921.2	jg12025
OG0000141	XP_020891049.1	jg654, jg658, jg651, jg653
OG0000148	XP_020886427.1	jg24959
OG0000148	XP_020866202.1	jg33221
OG0000148	XP_020889929.1	jg461
OG0000148	XP_020868378.1	jg32881
OG0000148	XP_020868376.1	jg32883
OG0000148	XP_020877791.1	jg5636
OG0000151	XP_002878020.1	jg15451
OG0000151	XP_020881605.1	jg15449
OG0000151	XP_002878017.1	jg15448
OG0000151	XP_002881649.1	jg19118
OG0000151	XP_002878016.1	jg15447
OG0000151	XP_020880621.1	jg15282
OG0000151	XP_020884903.1	jg18884
OG0000151	XP_002871574.1	jg5170
OG0000153	XP_020885355.1	jg17928
OG0000153	XP_020885350.1	jg17935
OG0000153	XP_002881123.1	jg18114
OG0000153	XP_020885353.1	jg17940
OG0000153	XP_020885362.1	jg17932
OG0000153	XP_020866558.1	jg29098
OG0000154	XP_020866593.1	jg33218
OG0000154	XP_020879595.1	jg5696
OG0000154	XP_020877958.1	jg5697
OG0000154	XP_020874310.1	jg11063
OG0000154	XP_020866511.1	jg33219
OG0000154	XP_020869438.1	jg33312
OG0000154	XP_020867950.1, XP_020867947.1	jg33216
OG0000154	XP_020867946.1	jg33214
OG0000154	XP_020866200.1	jg33213
OG0000154	XP_020867949.1	jg33212
OG0000157	XP_020869751.1	jg31598
OG0000157	XP_020889806.1	jg12097
OG0000157	XP_020869575.1, XP_020870755.1	jg31643
OG0000157	XP_020866682.1	jg31636, jg31639
OG0000157	XP_002893779.1	jg32028
OG0000157	XP_020870907.1	jg31784
OG0000158	XP_020873114.1	jg8688
OG0000158	XP_002869017.2	jg8653
OG0000158	XP_020873567.1, XP_020873647.1, XP_002869930.1	jg10511
OG0000158	XP_020883421.1	jg28264
OG0000158	XP_020877947.1	jg7562, jg7551
OG0000158	XP_002894673.1, XP_002868325.2	jg11407
OG0000160	XP_020888881.1	jg28078
OG0000160	XP_020872380.1	jg9392
OG0000160	XP_020870964.1	jg22635
OG0000160	XP_020889051.1	jg27288
OG0000160	XP_020882578.1	jg13954
OG0000160	XP_020890865.1	jg3697
OG0000160	XP_020885195.1	jg16942
OG0000161	XP_002892325.1	jg6881
OG0000162	XP_002879436.2	jg18405
OG0000162	XP_002863691.1	jg20943
OG0000162	XP_002879435.1	jg18404
OG0000162	XP_020881030.1	jg13164
OG0000162	XP_020880682.1	jg13159, jg13157
OG0000162	XP_002873553.1	jg5057
OG0000162	XP_020881771.1	jg13161
OG0000162	XP_002875217.1	jg13160
OG0000162	XP_020874590.1	jg12338
OG0000162	XP_020875337.1	jg12339
OG0000162	XP_002883663.1	jg26999
OG0000162	XP_020887605.1	jg27001
OG0000162	XP_002879439.1	jg18412, jg18409
OG0000162	XP_002879438.1	jg18408
OG0000165	XP_002870492.1	jg12066
OG0000166	XP_020885127.1, XP_020878232.1	jg17125
OG0000166	XP_020866560.1	jg1552
OG0000166	XP_020882873.1	jg17119
OG0000166	XP_020890616.1	jg3071
OG0000166	XP_020865592.1	jg3073
OG0000166	XP_020890605.1	jg3068
OG0000166	XP_020865593.1	jg3074
OG0000166	XP_020890617.1	jg3070
OG0000167	XP_002883620.2	jg26894
OG0000167	XP_020887739.1	jg26893
OG0000167	XP_002883624.2	jg26901
OG0000167	XP_020876857.1	jg7365
OG0000167	XP_020886358.1	jg26298, jg26296
OG0000167	XP_020886753.1	jg26297
OG0000167	XP_020886949.1	jg26290
OG0000167	XP_020886948.1	jg26288
OG0000167	XP_020886745.1	jg26294
OG0000167	XP_020889511.1	jg26576, jg26577
OG0000169	XP_020887101.1	jg27598
OG0000169	XP_002877168.1	jg16530
OG0000169	XP_002876846.1	jg13088
OG0000169	XP_020879732.1	jg13092
OG0000169	XP_002876845.1	jg13087
OG0000169	XP_002876847.2	jg13090
OG0000169	XP_002894039.2	jg32764
OG0000169	XP_020868436.1	jg32767
OG0000169	XP_002894040.2	jg32765
OG0000170	XP_002882022.1	jg19952
OG0000170	XP_020882337.1	jg16152
OG0000170	XP_002882021.1	jg19951
OG0000170	XP_002882020.2	jg19948
OG0000171	XP_002865968.1	jg22050
OG0000171	XP_020874812.1	jg12793
OG0000171	XP_020888018.1	jg27769
OG0000171	XP_020891046.1	jg22463
OG0000171	XP_020888570.1	jg24782
OG0000173	XP_002868919.2	jg8430
OG0000173	XP_002868934.1	jg8491
OG0000173	XP_002866926.1	jg8611, jg8545
OG0000173	XP_020874945.1	jg8547
OG0000174	XP_002877435.1	jg21576
OG0000174	XP_020876203.1	jg27974
OG0000174	XP_002885691.1, XP_020877212.1	jg7024
OG0000174	XP_020866195.1	jg13725
OG0000174	XP_020876483.1	jg12954
OG0000175	XP_002871626.1	jg5289
OG0000175	XP_020883923.1	jg20125
OG0000176	XP_020888844.1	jg24440
OG0000176	XP_020883479.1	jg16886, jg16884
OG0000176	XP_020882656.1	jg16885
OG0000176	XP_020866346.1	jg32422
OG0000176	XP_020887913.1	jg27213
OG0000176	XP_020889939.1	jg2771
OG0000176	XP_020891687.1	jg2769
OG0000176	XP_020865931.1, XP_020872871.1	jg2773
OG0000177	XP_020869470.1	jg30666
OG0000177	XP_020869469.1	jg30667
OG0000177	XP_020869472.1	jg30668
OG0000177	XP_002890432.1	jg30665
OG0000177	XP_020889073.1	jg26900
OG0000177	XP_020877970.1	jg8064
OG0000177	XP_020869475.1	jg3362
OG0000178	XP_002874799.1	jg7702
OG0000178	XP_002872696.1	jg7704
OG0000178	XP_020877648.1	jg7703
OG0000178	XP_020877653.1	jg7707
OG0000178	XP_002872697.1	jg7705
OG0000178	XP_002893865.1	jg32186
OG0000179	XP_020891727.1	jg1148
OG0000179	XP_020868284.1	jg1096
OG0000179	XP_002886692.2	jg1145
OG0000179	XP_020890288.1	jg1072
OG0000182	XP_020880330.1	jg16158
OG0000182	XP_020880329.1	jg16157
OG0000182	XP_020882675.1, XP_020881705.1	jg15782, jg15779
OG0000182	XP_020881706.1	jg15778
OG0000182	XP_020880843.1	jg16268
OG0000182	XP_020881703.1	jg15781
OG0000182	XP_020880890.1	jg15586, jg15562
OG0000182	XP_020882443.1, XP_020882437.1	jg15559
OG0000183	XP_002888498.1, XP_002870564.1	jg2098, jg12245
OG0000183	XP_020877395.1	jg5984
OG0000183	XP_002879035.1	jg17567
OG0000184	XP_020885996.1	jg26410
OG0000184	XP_020886141.1	jg26411
OG0000184	XP_020886142.1	jg26423
OG0000184	XP_002885573.2	jg26417, jg26418
OG0000185	XP_020886010.1	jg26094
OG0000185	XP_002886961.1	jg29773
OG0000185	XP_020870626.1	jg30591
OG0000185	XP_002891127.1	jg31725, jg31727
OG0000185	XP_002891130.1	jg31723
OG0000185	XP_002862875.1	jg19265
OG0000185	XP_020869863.1	jg23338
OG0000185	XP_020871016.1, XP_020867770.1	jg30960
OG0000185	XP_002890779.1	jg31379, jg31377
OG0000186	XP_020879077.1	jg21587
OG0000186	XP_020881811.1	jg22417, jg22418
OG0000186	XP_020891309.1	jg760
OG0000186	XP_020891314.1	jg19241
OG0000187	XP_020882989.1	jg16584
OG0000187	XP_020869806.1	jg30474
OG0000187	XP_020883121.1	jg18001
OG0000187	XP_020885184.1	jg17979, jg17999
OG0000187	XP_020884986.1	jg17980
OG0000187	XP_020885024.1	jg18002
OG0000187	XP_020885006.1	jg17981
OG0000187	XP_002879220.1	jg17978
OG0000188	XP_020879451.1	jg5008, jg5007
OG0000188	XP_020879478.1	jg5020
OG0000188	XP_002873533.1	jg5022, jg5021
OG0000188	XP_002884435.1	jg24303
OG0000188	XP_020885974.1	jg9421
OG0000188	XP_020888830.1	jg24346, jg24347
OG0000188	XP_002882369.2	jg24349
OG0000188	XP_002882368.1	jg24348
OG0000189	XP_002876081.1	jg15013
OG0000189	XP_002869113.1	jg8854
OG0000189	XP_002887616.1	jg3242
OG0000189	XP_020870471.1	jg30537
OG0000192	XP_020869616.1	jg29805
OG0000192	XP_020873611.1	jg9826
OG0000193	XP_002891354.1	jg32771
OG0000193	XP_002885152.1	jg25724
OG0000193	XP_020888709.1	jg27497
OG0000193	XP_020887386.1	jg27499, jg27501
OG0000193	XP_002865715.1	jg21538
OG0000193	XP_002885153.1	jg25725
OG0000193	XP_002891353.1	jg32770
OG0000193	XP_020866445.1	jg31894
OG0000193	XP_020869780.1, XP_020869845.1	jg31896
OG0000195	XP_020881258.1	jg14467
OG0000195	XP_020881847.1	jg14468
OG0000195	XP_020886859.1	jg28159
OG0000195	XP_020874961.1	jg12215
OG0000195	XP_020877989.1	jg6046
OG0000195	XP_020884059.1	jg22932
OG0000196	XP_002870666.2, XP_002870667.2	jg12711
OG0000196	XP_020872249.1	jg12812, jg12806, jg12803, jg12809
OG0000196	XP_020883783.1	jg12817, jg12816, jg17734
OG0000196	XP_020874890.1	jg12779
OG0000196	XP_002868590.1, XP_020872799.1	jg12778
OG0000197	XP_020872595.1	jg10625
OG0000197	XP_020872593.1	jg10623
OG0000197	XP_020872359.1	jg12242
OG0000197	XP_002869981.2	jg10624
OG0000197	XP_020875194.1	jg10621
OG0000197	XP_020875186.1	jg10622
OG0000197	XP_020865995.1	jg23232
OG0000197	XP_020875268.1	jg10620
OG0000198	XP_002875203.1, XP_002875076.1	jg12942
OG0000198	XP_002870338.1	jg11388
OG0000198	XP_020869542.1	jg29982
OG0000198	XP_002890920.1	jg31686
OG0000198	XP_002892838.1	jg29979
OG0000198	XP_020869449.1	jg29981
OG0000198	XP_020882067.1	jg13337
OG0000199	XP_002891651.2	jg33326
OG0000199	XP_020868387.1	jg32894
OG0000199	XP_020874321.1	jg9442
OG0000199	XP_020877798.1	jg5645
OG0000199	XP_002871796.1	jg5642
OG0000199	XP_020874322.1	jg9443
OG0000199	XP_020874320.1	jg9444
OG0000200	XP_020870342.1	jg28892
OG0000200	XP_020867608.1	jg31432
OG0000200	XP_020870343.1	jg28891
OG0000200	XP_020870363.1	jg31559
OG0000200	XP_020870362.1	jg31560
OG0000200	XP_020870365.1	jg31558
OG0000202	XP_020876166.1	jg7284
OG0000202	XP_020876211.1	jg7538
OG0000202	XP_020889753.1	jg7531
OG0000202	XP_020877177.1	jg7506
OG0000202	XP_020877218.1	jg7999
OG0000202	XP_020891504.1	jg2493
OG0000203	XP_002878201.2	jg15846
OG0000203	XP_002878203.1, XP_020880570.1	jg15851
OG0000203	XP_020880616.1	jg15863
OG0000203	XP_020880586.1	jg15862
OG0000203	XP_020880589.1	jg15865
OG0000203	XP_020880584.1	jg15861
OG0000206	XP_020882672.1	jg6893
OG0000208	XP_002880818.2	jg21410
OG0000208	XP_020866266.1, XP_020866240.1, XP_020866152.1, XP_020877110.1, XP_020865718.1	jg11762
OG0000208	XP_020890797.1	jg27196
OG0000208	XP_002883616.1, XP_002894619.2	jg32317
OG0000208	XP_020877180.1, XP_020874111.1, XP_020867984.1, XP_020884643.1, XP_020890796.1	jg1612
OG0000208	XP_020866261.1, XP_020887718.1, XP_002872341.2	jg16962
OG0000208	XP_020866138.1, XP_020877109.1, XP_020877113.1, XP_020871234.1, XP_020866267.1	jg32361, jg11759
OG0000209	XP_020868187.1	jg29335
OG0000209	XP_002871416.1	jg4863
OG0000210	XP_020884580.1	jg19859
OG0000210	XP_020865963.1	jg2236
OG0000210	XP_020891301.1	jg2036
OG0000210	XP_020881913.1	jg16104
OG0000215	XP_002878830.2, XP_020890798.1	jg32156
OG0000216	XP_020877703.1	jg7641
OG0000216	XP_002872655.2	jg7640
OG0000216	XP_002874641.2	jg7420
OG0000216	XP_020877170.1	jg7418
OG0000216	XP_020865893.1	jg1267
OG0000216	XP_002876368.2	jg15619
OG0000218	XP_020877744.1, XP_020872551.1, XP_020882165.1, XP_020881105.1	jg1481, jg1902, jg7083, jg15996, jg14689, jg6981
OG0000219	XP_020873116.1	jg12176
OG0000219	XP_020873172.1	jg12633
OG0000219	XP_020873179.1	jg12636
OG0000219	XP_020880783.1	jg14708
OG0000219	XP_020880728.1	jg15293, jg14696
OG0000219	XP_020880727.1	jg17925
OG0000219	XP_020875545.1	jg12743
OG0000219	XP_020872035.1	jg12179
OG0000219	XP_020874450.1	jg12792
OG0000219	XP_020874171.1	jg12608
OG0000219	XP_020873037.1, XP_020875518.1	jg12682
OG0000219	XP_020887839.1	jg28098
OG0000221	XP_020885596.1, XP_020870726.1	jg11559
OG0000224	XP_020876947.1	jg11828
OG0000225	XP_002889207.2	jg3556
OG0000225	XP_020891546.1	jg12504, jg2076
OG0000225	XP_020885070.1	jg17554
OG0000225	XP_020891565.1	jg2082
OG0000225	XP_020889907.1	jg2084
OG0000225	XP_020891568.1	jg2083, jg1979
OG0000225	XP_020891517.1	jg2081
OG0000225	XP_020874829.1	jg11400
OG0000225	XP_020890466.1	jg3554
OG0000225	XP_020889768.1	jg2551
OG0000225	XP_020890453.1	jg3555
OG0000226	XP_020866652.1	jg31434
OG0000226	XP_020884912.1	jg17810
OG0000226	XP_020869099.1	jg3914
OG0000226	XP_020881126.1	jg14255
OG0000226	XP_020877252.1	jg7405
OG0000226	XP_020865845.1	jg732
OG0000227	XP_020886550.1	jg24479
OG0000227	XP_020887062.1	jg24480
OG0000227	XP_020888212.1	jg25056
OG0000227	XP_020886582.1	jg25050
OG0000227	XP_020877841.1	jg6481, jg6484
OG0000227	XP_020888649.1	jg27543
OG0000227	XP_020888528.1	jg27540
OG0000227	XP_020890178.1	jg27541
OG0000229	XP_020884846.1, XP_002878902.1, XP_020884852.1	jg17464, jg1772
OG0000229	XP_002877248.2	jg23298
OG0000229	XP_020866248.1, XP_002875577.1	jg32293
OG0000230	XP_020880546.1	jg15911
OG0000230	XP_020880539.1	jg15928
OG0000230	XP_020874865.1	jg12369, jg12364
OG0000230	XP_020872200.1	jg11406
OG0000230	XP_020874862.1	jg12362
OG0000230	XP_020872443.1	jg12370
OG0000230	XP_020874863.1	jg12363
OG0000230	XP_020875150.1	jg12361
OG0000230	XP_020880531.1	jg15934
OG0000230	XP_020880533.1	jg15922
OG0000230	XP_020880534.1	jg15921
OG0000233	XP_002873316.1	jg4598
OG0000233	XP_020876208.1	jg4599
OG0000233	XP_002873315.1	jg4597
OG0000233	XP_020877613.1	jg4604
OG0000233	XP_020876205.1	jg4594
OG0000234	XP_002871005.2	jg4031
OG0000234	XP_020879259.1	jg4036
OG0000234	XP_020876636.1	jg4033
OG0000234	XP_020879255.1	jg4035
OG0000234	XP_002883924.1	jg27620
OG0000234	XP_002891659.1	jg33337
OG0000234	XP_002871008.2	jg4034
OG0000235	XP_020885592.1, XP_020883752.1, XP_002862453.1	jg19164
OG0000235	XP_020868439.1	jg31240
OG0000235	XP_020889468.1, XP_020888012.1	jg28105
OG0000235	XP_020865723.1, XP_020877183.1	jg2205
OG0000235	XP_002878138.2	jg15723, jg15658
OG0000236	XP_020865841.1	jg2555
OG0000236	XP_002888729.2	jg2556
OG0000236	XP_020878466.1	jg7281
OG0000237	XP_020881383.1	jg15213
OG0000237	XP_002885438.2	jg26333
OG0000238	XP_020872592.1, XP_002888798.1	jg2698
OG0000238	XP_002888800.1	jg2702
OG0000238	XP_002872296.1	jg6718
OG0000238	XP_002874413.1	jg6720
OG0000238	XP_020891768.1	jg2707
OG0000241	XP_020873759.1	jg10370
OG0000241	XP_002867821.1	jg10371
OG0000241	XP_020873797.1	jg10373
OG0000241	XP_002867824.2	jg10374
OG0000241	XP_002867822.1	jg10372
OG0000241	XP_002872712.1	jg7736
OG0000241	XP_020876628.1	jg7734
OG0000241	XP_002872711.1	jg7735
OG0000242	XP_020871231.1	jg11645, jg21432
OG0000242	XP_020879188.1	jg6565
OG0000243	XP_020867504.1	jg31469
OG0000243	XP_020867502.1	jg31473
OG0000243	XP_020867503.1	jg31471
OG0000243	XP_020867501.1	jg31470
OG0000244	XP_020876482.1	jg7793
OG0000244	XP_020876490.1	jg7788
OG0000244	XP_002872741.1	jg7787
OG0000244	XP_020876452.1	jg7884, jg7885
OG0000244	XP_020877213.1, XP_020876461.1	jg7931
OG0000244	XP_020876462.1	jg7886
OG0000244	XP_020876466.1	jg7893
OG0000245	XP_020869985.1	jg21089
OG0000246	XP_002877904.2	jg15247
OG0000246	XP_002881469.1	jg18819
OG0000246	XP_020884151.1	jg18816
OG0000246	XP_002881468.1	jg18818
OG0000247	XP_002868770.2	jg12382
OG0000247	XP_002867509.1	jg9719
OG0000247	XP_020871709.1, XP_002877687.1	jg14818
OG0000247	XP_002883538.1	jg26794
OG0000247	XP_002883579.1	jg26858
OG0000247	XP_020887089.1	jg26826
OG0000247	XP_020869614.1	jg31833
OG0000248	XP_002887270.1	jg2609
OG0000248	XP_002887273.1	jg2612
OG0000248	XP_002887269.1	jg2608
OG0000248	XP_002887278.1	jg2621
OG0000248	XP_020865738.1	jg2622
OG0000248	XP_020872989.1	jg12494, jg12493
OG0000248	XP_002887265.1	jg2603
OG0000249	XP_020866080.1, XP_020884646.1, XP_020879887.1, XP_002887885.2	jg11991
OG0000250	XP_020876399.1	jg7797
OG0000250	XP_020876469.1	jg4053
OG0000251	XP_002876961.1, XP_002876962.1	jg13318
OG0000251	XP_002876963.1	jg13319
OG0000251	XP_002876964.1	jg13320
OG0000251	XP_002866197.1	jg22623
OG0000251	XP_020881297.1	jg13315
OG0000251	XP_002876960.2	jg13316
OG0000252	XP_002887975.1	jg571
OG0000252	XP_002887974.1	jg570
OG0000252	XP_002887689.1	jg3420
OG0000252	XP_020891652.1	jg3422
OG0000253	XP_002873055.1	jg3984
OG0000253	XP_002891955.2	jg1415
OG0000253	XP_002884912.1	jg25213
OG0000253	XP_002884737.1	jg24871
OG0000253	XP_002873056.1	jg3985
OG0000254	XP_020874808.1	jg11135
OG0000254	XP_002870222.1	jg11136, jg11137
OG0000254	XP_002870218.1	jg11133, jg11132
OG0000256	XP_002885190.1	jg25806
OG0000256	XP_020886707.1	jg26504
OG0000256	XP_020886709.1	jg26509
OG0000256	XP_020886139.1	jg26502
OG0000256	XP_002885520.2	jg26501
OG0000256	XP_020886708.1	jg26503, jg26506, jg26505
OG0000256	XP_002883357.2	jg26463
OG0000256	XP_020886222.1	jg27013
OG0000256	XP_002885791.1	jg27030
OG0000256	XP_002885792.1	jg27031
OG0000257	XP_002887614.1	jg3241
OG0000257	XP_020871178.1	jg20723
OG0000257	XP_020891373.1	jg967, jg812
OG0000259	XP_020866712.1	jg33082
OG0000259	XP_020877605.1	jg7439
OG0000259	XP_002889545.2	jg28872
OG0000259	XP_020883633.1	jg19336
OG0000259	XP_020866820.1	jg1303
OG0000259	XP_020887741.1	jg26917
OG0000259	XP_002880923.2	jg17665
OG0000259	XP_002880609.1	jg16978
OG0000260	XP_020872427.1	jg8417
OG0000260	XP_002869292.1	jg9182
OG0000260	XP_020872429.1	jg8418
OG0000260	XP_020881315.1, XP_002862576.1	jg21871
OG0000260	XP_002894061.1	jg32803
OG0000260	XP_002894062.1	jg32805
OG0000262	XP_020890692.1	jg543
OG0000262	XP_002874589.2	jg7296
OG0000262	XP_020891397.1	jg451
OG0000263	XP_020887742.1, XP_020880631.1	jg17561
OG0000265	XP_020883108.1, XP_020872622.1, XP_020877172.1	jg1040
OG0000265	XP_020886446.1	jg31936
OG0000265	XP_020876112.1, XP_020868906.1	jg18105
OG0000265	XP_020886556.1, XP_020885910.1	jg20960, jg32961, jg25811
OG0000266	XP_020871560.1	jg22116, jg22112, jg22104, jg22110
OG0000266	XP_020884921.1	jg22092, jg22111
OG0000266	XP_020872284.1	jg22090
OG0000266	XP_020884928.1, XP_020878059.1	jg22105
OG0000266	XP_020871769.1	jg22086
OG0000266	XP_020884976.1	jg22118
OG0000266	XP_020865980.1	jg22101
OG0000267	XP_020881424.1	jg17411, jg17413
OG0000267	XP_020890931.1, XP_020872390.1, XP_020868795.1, XP_020872178.1, XP_020872998.1, XP_020891338.1	jg32346
OG0000267	XP_020876553.1	jg32649
OG0000267	XP_020871242.1	jg32356, jg32339, jg32391, jg32338
OG0000267	XP_020872340.1	jg17416, jg17385
OG0000267	XP_020871360.1, XP_020874002.1, XP_020883547.1, XP_020866150.1, XP_020874940.1	jg11749, jg11798
OG0000269	XP_002864649.1	jg22908
OG0000269	XP_020867206.1	jg33561
OG0000269	XP_020881938.1	jg14405
OG0000269	XP_002877465.1	jg14407
OG0000269	XP_002888167.1	jg1015
OG0000269	XP_020883555.1	jg17967
OG0000270	XP_020890701.1	jg609, jg537
OG0000270	XP_002885208.2	jg25842
OG0000273	XP_020871183.1	jg22093, jg22108
OG0000273	XP_020878066.1	jg22106
OG0000273	XP_020878710.1	jg22084
OG0000273	XP_020884916.1	jg22123
OG0000273	XP_020884904.1	jg22124
OG0000273	XP_020871340.1, XP_020878716.1	jg22085
OG0000273	XP_020871336.1	jg22087, jg22094
OG0000273	XP_020881848.1	jg22098
OG0000273	XP_020886929.1, XP_002862372.2	jg22099, jg22100, jg26722, jg27041
OG0000275	XP_002866883.1	jg8473
OG0000275	XP_002886688.1	jg1129
OG0000275	XP_002872307.1	jg6761
OG0000275	XP_020879009.1	jg6771
OG0000275	XP_020879174.1	jg6767, jg6769, jg6762
OG0000275	XP_020872235.1	jg8472
OG0000277	XP_020867393.1	jg30517
OG0000278	XP_020875511.1	jg12172
OG0000278	XP_002870549.2	jg12224
OG0000278	XP_002870533.1	jg12188
OG0000278	XP_002870532.1	jg12186
OG0000278	XP_020875512.1	jg12174
OG0000278	XP_020873117.1	jg10987, jg10984
OG0000278	XP_020875510.1	jg12175
OG0000279	XP_020885653.1	jg17236
OG0000279	XP_020871068.1	jg20630, jg20632
OG0000279	XP_020880901.1	jg20628
OG0000279	XP_002865312.2	jg20633
OG0000279	XP_020879319.1, XP_002865311.2	jg20635
OG0000282	XP_020873572.1, XP_020873565.1	jg10319
OG0000282	XP_020873528.1	jg10315
OG0000282	XP_002869835.1	jg10316
OG0000282	XP_002869836.1	jg10317
OG0000282	XP_020873595.1	jg10273
OG0000282	XP_020873496.1	jg10321, jg10322, jg10320
OG0000283	XP_020891714.1	jg20347
OG0000283	XP_020875272.1	jg6794
OG0000284	XP_020879047.1	jg5787
OG0000284	XP_020875872.1, XP_020884755.1	jg10834
OG0000285	XP_002867852.2	jg10428
OG0000285	XP_020873335.1, XP_020881884.1, XP_020873355.1	jg14971
OG0000285	XP_020873274.1	jg9725
OG0000285	XP_002886975.2	jg2004
OG0000286	XP_002863596.2	jg20757, jg20756
OG0000286	XP_020875162.1	jg11068
OG0000286	XP_020868786.1	jg28841
OG0000287	XP_020883537.1	jg12081
OG0000287	XP_020887934.1, XP_020887949.1, XP_020886474.1, XP_020884445.1	jg21326, jg11888
OG0000287	XP_020886473.1, XP_020875648.1, XP_020878635.1, XP_020872665.1	jg27384, jg6900, jg11889
OG0000287	XP_020887771.1	jg1606
OG0000287	XP_020867880.1, XP_020890153.1, XP_020867339.1, XP_020876821.1, XP_020875267.1	jg32453
OG0000287	XP_020866400.1	jg32382, jg28325
OG0000287	XP_020875797.1, XP_020873078.1	jg27317
OG0000287	XP_020881804.1	jg15509
OG0000287	XP_020874122.1	jg21146, jg1608
OG0000287	XP_020882722.1	jg12089
OG0000288	XP_020890803.1	jg10768, jg12948
OG0000288	XP_002885850.1	jg10773, jg16953, jg32309, jg32082, jg21200, jg6957
OG0000288	XP_020876120.1	jg6903, jg6876, jg11725, jg1045, jg1568, jg6895, jg1838, jg300, jg7168
OG0000289	XP_020886439.1, XP_020889388.1	jg26840, jg26924
OG0000289	XP_020887166.1	jg26930, jg26928
OG0000289	XP_020886437.1	jg26834, jg26931
OG0000289	XP_020872389.1	jg18393, jg18428
