Orthogroup	Arabidopsis_lyrata_NCBI	Cochlearia_excelsa
OG0000357	XP_002893588.2, XP_002890838.2	g32419, g32420, g50521
OG0000358	XP_020866073.1	g36851, g36853, g36855, g36852, g36854
OG0000358	XP_002891641.1, XP_002891287.1	g11643
OG0000359	XP_002869552.1	g23616
OG0000362	XP_020884558.1	g43613, g4131, g4234, g3255, g33492, g25276, g43263, g20304, g3787, g16102, g4130, g35341, g25266, g43262, g41821, g36457, g12619, g25261, g25259, g43259, g33494, g3251, g25071, g9678, g35281, g34308, g9679, g35248
OG0000363	XP_020865762.1	g27806
OG0000364	XP_020886529.1	g37360, g37362, g37913, g17870
OG0000365	XP_002890663.1	g27592
OG0000365	XP_020874932.1	g24049
OG0000365	XP_020868575.1, XP_020868574.1, XP_020868576.1, XP_002890659.1	g50367
OG0000367	XP_020875683.1	g18012
OG0000368	XP_002877506.1, XP_020880210.1	g11421
OG0000368	XP_020879738.1	g11422
OG0000369	XP_020871775.1, XP_020877424.1, XP_020872669.1, XP_020890208.1, XP_020877244.1, XP_020881008.1, XP_020890264.1	g4675, g4768, g6892, g51876
OG0000370	XP_002883509.2, XP_002883512.2, XP_002883510.1	g6467
OG0000371	XP_002891227.2	g11614
OG0000375	XP_020888610.1, XP_020888509.1, XP_020872589.1	g24614, g4053, g42670, g42662, g25030, g4718, g35252, g22259, g19614, g24704, g25123, g26727, g11473, g34270, g3460, g26000, g26728, g48279, g35564, g42661, g14340, g53194, g35740, g25090, g26814, g49158, g24703, g25124, g34269, g53637, g22260, g48278, g25031, g26729, g4719, g35251, g24668, g42660, g42669
OG0000376	XP_020890101.1	g41000
OG0000377	XP_020873168.1	g47983
OG0000377	XP_020865922.1, XP_002888509.2	g47982
OG0000377	XP_002866955.2	g22842
OG0000379	XP_020879860.1	g1514
OG0000379	XP_002877959.1	g19165
OG0000380	XP_002866323.1, XP_020867728.1	g19547, g28753
OG0000380	XP_002866375.1, XP_002862953.1, XP_002864667.1	g28797, g28774, g28802
OG0000381	XP_002889204.1	g43972, g18058, g26185
OG0000381	XP_002875493.1, XP_002879467.2	g23603
OG0000382	XP_002872840.1, XP_002872839.1, XP_020876136.1	g44023
OG0000382	XP_020882973.1	g37230
OG0000383	XP_020880743.1, XP_002877115.2, XP_002877989.2, XP_020879875.1	g11293, g11292, g11294
OG0000384	XP_002863381.1, XP_002863379.1, XP_002863382.1	g10911
OG0000386	XP_002893794.1	g32707
OG0000386	XP_002893796.1, XP_002891067.1, XP_002891068.2	g32710
OG0000388	XP_002885216.1	g13288
OG0000388	XP_002864312.1, XP_020870195.1	g34348, g35026, g34350, g28458, g28439, g35303
OG0000388	XP_002885786.1	g6787
OG0000389	XP_020890802.1, XP_020890804.1, XP_020865791.1, XP_020865833.1, XP_020872401.1, XP_020865797.1, XP_020865827.1	g43635, g1338, g1343
OG0000390	XP_020870867.1	g50242
OG0000390	XP_020870868.1	g27516
OG0000391	XP_020890374.1	g46059, g46056
OG0000391	XP_020887377.1	g7432
OG0000392	XP_020873585.1, XP_020873586.1	g47536
OG0000393	XP_002868738.1	g46706
OG0000393	XP_020872982.1	g46707, g53730
OG0000394	XP_020870971.1	g24279
OG0000395	XP_020870862.1	g31494
OG0000395	XP_002885958.1	g6162, g14272
OG0000395	XP_020869724.1	g49902
OG0000396	XP_020878657.1, XP_020882005.1	g16098
OG0000397	XP_020888360.1	g36029, g3758, g12040
OG0000399	XP_002874941.1	g25452
OG0000399	XP_020868304.1	g41120
OG0000399	XP_020867895.1	g31165
OG0000402	XP_020885507.1	g9658
OG0000402	XP_002865045.1, XP_020871494.1	g9656
OG0000404	XP_020867763.1	g11863
OG0000404	XP_002893048.1	g23221
OG0000407	XP_020870312.1, XP_002890652.1, XP_002880288.1	g36060, g14938, g43281, g11474, g7650
OG0000409	XP_020885420.1	g32362, g32361
OG0000409	XP_002891138.1, XP_020868242.1	g27666
OG0000409	XP_020868889.1, XP_020868885.1	g50490
OG0000411	XP_002878793.1, XP_002878935.1, XP_020883505.1, XP_020883097.1, XP_002878760.1, XP_002863681.1	g50674, g6276, g3083, g6257, g6259, g6273, g38385
OG0000412	XP_020877332.1	g45737
OG0000412	XP_002870545.1	g46788
OG0000412	XP_020891044.1	g45009
OG0000412	XP_020889182.1	g6918, g13293
OG0000413	XP_002882837.2	g12223, g12228
OG0000413	XP_002894496.1	g27985
OG0000414	XP_020865813.1	g40900
OG0000414	XP_020887850.1	g13659
OG0000414	XP_020875754.1	g47091
OG0000415	XP_020883764.1	g20406, g21339, g26299
OG0000419	XP_002862231.1, XP_020884748.1	g51508
OG0000420	XP_020879290.1	g4802, g4813
OG0000421	XP_020879107.1	g39358
OG0000421	XP_002869603.1	g47588
OG0000423	XP_020887666.1	g6331
OG0000423	XP_020867632.1	g32550
OG0000424	XP_002864349.1	g28489
OG0000424	XP_002867518.1	g47623
OG0000426	XP_002883923.2	g40973, g23602
OG0000428	XP_002862473.2	g34488
OG0000429	XP_002891987.1	g1975, g1976
OG0000429	XP_020880517.1	g18956
OG0000429	XP_002891988.1, XP_002878218.1, XP_002878213.1	g2032
OG0000430	XP_002869850.1	g23976, g17311
OG0000430	XP_002885799.1	g13575
OG0000431	XP_002885960.2	g1437
OG0000432	XP_020866653.1, XP_020869736.1	g555
OG0000433	XP_020873782.1, XP_002869578.2, XP_020873778.1, XP_002869577.1	g17099, g17097, g17100, g17096
OG0000434	XP_020875485.1, XP_002870840.1	g36218, g36226, g36221
OG0000436	XP_020880865.1	g19572
OG0000436	XP_002864656.1	g41304
OG0000436	XP_002864657.2	g1293
OG0000436	XP_020880864.1	g19571
OG0000437	XP_020871534.1, XP_020873821.1	g39339, g1080, g28563
OG0000439	XP_002887396.1	g45982, g16494, g44625
OG0000439	XP_020873478.1, XP_020889633.1	g13576
OG0000439	XP_020891685.1, XP_002871200.1, XP_020888125.1	g29695
OG0000440	XP_002868753.2	g53832
OG0000443	XP_002869276.1	g23276
OG0000443	XP_002871465.1	g45564
OG0000443	XP_002874255.1	g598
OG0000444	XP_002881172.1	g51246
OG0000444	XP_002876506.1	g2023
OG0000444	XP_002889581.1, XP_002889582.2	g49529
OG0000445	XP_002874145.1	g502, g2678, g19442, g19454, g9989
OG0000446	XP_020879003.1	g1408
OG0000446	XP_020879284.1, XP_020887474.1	g21423
OG0000447	XP_002876158.1, XP_020888327.1, XP_002879596.1	g51571
OG0000448	XP_002877104.2, XP_020881239.1	g4323
OG0000448	XP_020881129.1	g10425
OG0000450	XP_020867472.1	g2642
OG0000451	XP_020890146.1, XP_020890731.1, XP_020891235.1, XP_002873785.1, XP_020869855.1	g50836
OG0000452	XP_002886426.2	g45250
OG0000457	XP_002881278.1	g7774, g12606, g30872, g12810, g7765
OG0000458	XP_002893548.1	g50497
OG0000459	XP_020875067.1	g17375
OG0000459	XP_020866836.1	g54240
OG0000460	XP_002864463.1, XP_020873839.1, XP_002894500.1	g12238
OG0000463	XP_020868804.1	g32899
OG0000466	XP_020876487.1	g25526, g25938
OG0000466	XP_020887078.1, XP_002884527.1	g32989, g31982
OG0000468	XP_002881642.1	g37276
OG0000470	XP_002873596.2	g17411, g17424
OG0000472	XP_020874199.1, XP_002886436.2	g4134
OG0000473	XP_020866566.1	g49273
OG0000473	XP_002892018.2	g30720, g1438
OG0000473	XP_002881545.2	g51663
OG0000474	XP_020870451.1	g49450
OG0000474	XP_020886615.1	g39721
OG0000474	XP_002870188.2	g50694
OG0000474	XP_002865908.1	g50021
OG0000475	XP_020890091.1	g40945
OG0000476	XP_002874408.2, XP_002874407.2, XP_002872250.1	g37782, g4812, g4800, g4814
OG0000477	XP_002864799.1	g353
OG0000477	XP_020868927.1	g27266
OG0000479	XP_020869562.1	g24849, g25499, g2998, g52035, g24976, g16387, g24629, g25212, g47577, g23795, g43423, g14584, g28936, g22990, g31196, g31195, g3319, g45108, g7090, g42161, g42133, g34859, g43936, g25684, g25447, g43540, g26327, g26330, g42151, g50231, g49521, g1895, g36541, g24329, g10347, g42998, g19047, g3572, g16313, g32395, g36363, g26168, g24977, g15524, g2395, g41069, g18829, g24412, g15888, g2738, g52034, g19920, g11627, g45891, g49767, g25497, g15606, g6487, g42065, g32854, g26798, g42185, g53221, g15905, g28876, g43169, g28037, g45464, g25498, g31197, g3320, g23794
OG0000480	XP_002886566.1	g40981
OG0000480	XP_020881110.1	g1517
OG0000481	XP_002888218.1	g44045
OG0000481	XP_020870476.1	g27100
OG0000481	XP_002889784.1	g31232
OG0000483	XP_020877847.1, XP_020876157.1	g10089
OG0000484	XP_020869179.1	g47740
OG0000484	XP_020875370.1, XP_020889704.1, XP_020865687.1	g47741, g47742, g23417
OG0000485	XP_020873524.1	g23902
OG0000485	XP_002867713.1, XP_020873851.1	g17267
OG0000485	XP_020873533.1, XP_020873527.1	g23904
OG0000485	XP_020887561.1	g24586, g23899, g23901
OG0000486	XP_020866607.1, XP_020869582.1, XP_002893014.1, XP_020886267.1	g46992, g26157, g46989
OG0000491	XP_002875894.1	g19467
OG0000491	XP_020880384.1	g41553, g11391
OG0000492	XP_002877995.1	g19139, g11288
OG0000492	XP_020884576.1	g37303
OG0000493	XP_002870726.2, XP_020872955.1	g16860
OG0000494	XP_020888485.1, XP_002876140.1	g11331
OG0000495	XP_020881774.1	g17535
OG0000495	XP_020889600.1	g53091
OG0000496	XP_020879673.1, XP_020879676.1	g2743
OG0000496	XP_002875861.1	g19502
OG0000496	XP_020879671.1	g2744
OG0000497	XP_002888890.1	g12212
OG0000497	XP_002884997.1, XP_002891805.1	g27989
OG0000499	XP_020888107.1	g6742
OG0000501	XP_020868025.1	g50671, g32646
OG0000501	XP_002891021.1, XP_002891022.1	g50679
OG0000501	XP_020877248.1	g40318
OG0000502	XP_002868731.1, XP_002868732.1	g46703, g46704
OG0000502	XP_002868730.1	g37779
OG0000506	XP_002884052.1, XP_002871248.1	g29645, g45471, g28728, g1183, g39280
OG0000507	XP_002889590.2	g3111, g27067, g12541, g24850, g36336, g18639, g22861, g13024, g51671, g39956, g22859
OG0000509	XP_020872643.1	g24336
OG0000509	XP_020866899.1	g17576
OG0000509	XP_020873980.1, XP_020873979.1	g24334, g24335
OG0000510	XP_020874381.1	g46683, g46681
OG0000510	XP_002868665.1	g18100
OG0000513	XP_020867133.1	g27109
OG0000516	XP_002887133.1	g44889, g42659, g42668, g4054, g53638, g3459, g26813
OG0000517	XP_020878215.1	g29147, g29148, g29150
OG0000518	XP_002864239.1	g28418, g28417
OG0000518	XP_020879072.1, XP_020879487.1, XP_020878648.1	g5308
OG0000519	XP_020881302.1	g8
OG0000520	XP_020869323.1	g51206
OG0000520	XP_002889955.1	g27193
OG0000521	XP_020889324.1	g185, g186
OG0000521	XP_020872031.1, XP_020889288.1, XP_020890340.1	g9727
OG0000522	XP_020884014.1	g37317
OG0000522	XP_020887260.1	g13045, g12397, g7487
OG0000523	XP_002880613.1, XP_020885839.1	g51022, g51021
OG0000523	XP_020872308.1	g54035
OG0000524	XP_002869959.1	g32583
OG0000524	XP_020877185.1, XP_020876070.1	g45181, g45202
OG0000525	XP_020885660.1	g37492, g37493
OG0000525	XP_002879667.1, XP_020882907.1	g52116
OG0000526	XP_002871832.2, XP_020879209.1, XP_002871830.1	g29070
OG0000526	XP_002871831.1	g29071
OG0000529	XP_002878768.1	g39835, g51257
OG0000529	XP_002881091.1, XP_002879261.1	g51197, g37897
OG0000530	XP_002864192.1, XP_020866651.1	g41237, g890
OG0000533	XP_020866172.1	g14003
OG0000534	XP_002887739.2	g17931
OG0000534	XP_002868232.2	g38275
OG0000536	XP_020872147.1	g46831
OG0000536	XP_020873072.1	g25662
OG0000537	XP_002884668.1	g12430
OG0000538	XP_020880774.1	g10345
OG0000539	XP_002879211.1	g46875
OG0000540	XP_002881159.1	g39867
OG0000542	XP_002892571.1	g31250
OG0000542	XP_020890319.1	g44098
OG0000542	XP_020890158.1	g49727
OG0000543	XP_002865287.1	g18472
OG0000547	XP_020884057.1	g52123, g37511
OG0000549	XP_020884722.1	g51324
OG0000549	XP_020883976.1	g51327
OG0000553	XP_002883564.1	g11687
OG0000554	XP_020877740.1, XP_020877739.1, XP_002874777.1, XP_002874776.1	g14052, g40408, g25607, g25625, g25606, g25632, g25629, g25605, g25619, g25621
OG0000557	XP_002878651.1	g38464
OG0000557	XP_020884044.1	g28220
OG0000557	XP_020884040.1, XP_020884041.1	g50928, g50931, g50935, g50932
OG0000561	XP_002870795.1	g16898
OG0000561	XP_002884300.1	g7907
OG0000561	XP_020876582.1	g5112, g45694
OG0000562	XP_020885321.1	g40099
OG0000562	XP_002874070.1	g797
OG0000563	XP_002880283.1, XP_020880151.1, XP_020868824.1	g24348, g2664, g37712, g50813
OG0000564	XP_002865574.1	g52272
OG0000565	XP_020868354.1	g27159
OG0000566	XP_002894690.1	g44024, g44018
OG0000566	XP_020890851.1	g16614, g18133
OG0000566	XP_002865907.1	g18132, g16748
OG0000567	XP_020875103.1, XP_002868228.1, XP_002868235.1, XP_002870761.2, XP_020872150.1, XP_002868525.1, XP_002878811.2	g32338
OG0000568	XP_002862482.1	g37534
OG0000568	XP_002880723.1	g37536
OG0000569	XP_002865016.1	g10717, g18677, g76
OG0000569	XP_020875970.1	g47779
OG0000571	XP_020889770.1	g47464
OG0000572	XP_020871877.1, XP_020891345.1, XP_020868608.1	g18462
OG0000573	XP_020876415.1	g40463
OG0000573	XP_020877203.1, XP_020876411.1, XP_020876410.1	g25545
OG0000579	XP_020888951.1	g7906
OG0000579	XP_020871563.1	g9919
OG0000580	XP_020870752.1, XP_020885682.1	g39847
OG0000581	XP_020878284.1, XP_002871946.1, XP_020878364.1	g41399
OG0000581	XP_002871945.1	g720
OG0000582	XP_002875671.2	g19605
OG0000583	XP_020867140.1	g36635
OG0000583	XP_020890438.1	g46461
OG0000584	XP_020868427.1	g44179
OG0000587	XP_020870740.1	g44684, g44686
OG0000587	XP_020869966.1, XP_002876028.1	g2580
OG0000588	XP_002881051.1	g37885
OG0000588	XP_002881050.1	g51163
OG0000589	XP_002864382.1	g39380
OG0000589	XP_002871916.1	g28961
OG0000589	XP_002871917.1	g28509
OG0000591	XP_020873303.1	g23678
OG0000592	XP_020890485.1	g46462
OG0000592	XP_002890196.1	g49988
OG0000592	XP_020874015.1	g23624
OG0000593	XP_020865981.1	g46398
OG0000593	XP_002883147.1, XP_002891214.1	g13318, g11992
OG0000594	XP_002869437.1	g50705
OG0000595	XP_002888119.1	g41726, g40992, g6247
OG0000595	XP_002887526.1	g17988
OG0000596	XP_020883494.1, XP_002878731.1	g38393
OG0000597	XP_020875597.1	g17740, g16321
OG0000597	XP_020874914.1	g47041
OG0000598	XP_020884691.1	g27801
OG0000598	XP_002869106.1, XP_002869107.1	g7814
OG0000599	XP_020872547.1	g18305
OG0000600	XP_020870645.1	g12549
OG0000600	XP_020876988.1	g53288, g7700
OG0000601	XP_020884035.1	g44058
OG0000601	XP_002878157.1	g37413
OG0000604	XP_020879119.1	g28384
OG0000604	XP_020873770.1	g23738
OG0000605	XP_002872902.1	g39480
OG0000605	XP_020877971.1, XP_020878724.1, XP_020877972.1	g25435
OG0000607	XP_020866919.1, XP_020870154.1, XP_020869905.1, XP_020866093.1, XP_020869867.1, XP_020870472.1, XP_020870093.1, XP_020869849.1	g50152
OG0000608	XP_020883096.1	g16505, g35182
OG0000608	XP_020873378.1	g26802, g48931, g32622, g125, g1789, g52643, g52940, g6765, g4331, g27838, g3482
OG0000609	XP_002886093.2	g6101
OG0000610	XP_020885759.1	g50998
OG0000613	XP_020880755.1	g19206
OG0000613	XP_020888361.1	g12391, g7465, g13062
OG0000613	XP_002873087.1	g5741
OG0000615	XP_020890429.1, XP_020890432.1	g25928
OG0000615	XP_020880906.1	g13347
OG0000616	XP_020873213.1	g16963
OG0000616	XP_002893045.1	g31850
OG0000617	XP_020875971.1	g45438
OG0000617	XP_002871187.1, XP_020875973.1, XP_020875972.1	g29704
OG0000618	XP_020878918.1	g5854
OG0000618	XP_002882745.1	g7358
OG0000619	XP_002894562.1, XP_020867916.1	g54384
OG0000620	XP_020873756.1, XP_002865341.2	g40503, g46686
OG0000620	XP_020870910.1	g11041
OG0000621	XP_020881360.1	g14112
OG0000622	XP_002881494.1	g19196, g37198
OG0000623	XP_020872761.1	g22949, g47953, g18248
OG0000624	XP_002881928.2	g38222
OG0000625	XP_020887370.1, XP_020887444.1	g7245
OG0000626	XP_002889985.1	g31431
OG0000627	XP_020891639.1, XP_002888135.1	g44133
OG0000628	XP_020875149.1, XP_020872437.1	g23152
OG0000628	XP_002867151.1	g47857
OG0000630	XP_020885209.1	g36932, g52937, g16337, g11660, g35861, g32582, g35860, g43698, g53738, g13548, g23500, g11659, g1698, g52938
OG0000633	XP_020869750.1, XP_002893337.1, XP_002883612.2	g50324
OG0000635	XP_002864702.1	g830
OG0000636	XP_020884156.1	g28768
OG0000636	XP_020879617.1, XP_020870811.1	g49733, g14247
OG0000637	XP_020866290.1, XP_020880862.1	g2921
OG0000637	XP_020881982.1	g19186
OG0000638	XP_002864652.1	g1289
OG0000638	XP_002877452.1, XP_020881448.1	g2922
OG0000639	XP_020881153.1	g1837
OG0000639	XP_002880228.1	g52299, g37652
OG0000640	XP_020883058.1, XP_002878589.1, XP_002872436.1, XP_002872434.1, XP_020876527.1, XP_020876292.1, XP_002867416.2, XP_020874979.1, XP_020874980.1, XP_002867415.1	g17009
OG0000641	XP_002869438.1	g23476, g17007
OG0000642	XP_020891118.1	g37665, g37664
OG0000642	XP_002880240.1	g38249
OG0000643	XP_002873070.1	g7477, g12395, g29845
OG0000644	XP_002870686.1	g17492
OG0000645	XP_002878145.1	g31077
OG0000645	XP_020866790.1, XP_002889663.1, XP_002889661.1, XP_020876675.1, XP_002887008.1, XP_002863289.1, XP_002889660.1	g34398
OG0000646	XP_020880136.1	g19197, g2358
OG0000647	XP_002883470.1	g26908
OG0000649	XP_002890259.1	g27399, g31749, g50029
OG0000649	XP_002885240.1	g6901
OG0000650	XP_020887982.1	g6843
OG0000650	XP_020874892.1	g23142
OG0000652	XP_002884357.1, XP_020888940.1	g12661
OG0000652	XP_002873802.1, XP_002873801.1, XP_002873803.1	g5008, g5012
OG0000653	XP_020883396.1	g11148, g37743
OG0000655	XP_002881337.1	g51449, g37082, g7149
OG0000655	XP_020886820.1, XP_020867366.1	g32425
OG0000656	XP_020881043.1	g10673
OG0000656	XP_020870496.1	g31492
OG0000658	XP_002872054.1, XP_002874125.1, XP_002874124.2	g485, g484
OG0000660	XP_020866247.1	g28538
OG0000660	XP_020868313.1	g28539
OG0000661	XP_020885245.1	g37733, g50833
OG0000661	XP_020868832.1	g30793
OG0000661	XP_020877294.1	g39558
OG0000663	XP_002893003.1	g27410
OG0000663	XP_020889880.1, XP_002888961.1	g46124, g44549
OG0000667	XP_002878348.1, XP_002863212.1	g1892, g18715, g37597
OG0000669	XP_002893800.1, XP_002872461.1, XP_020868858.1	g32732, g40273
OG0000670	XP_020883534.1	g1443
OG0000671	XP_020877730.1, XP_020877729.1, XP_020877727.1	g25667
OG0000672	XP_020869899.1	g48922
OG0000673	XP_002889541.1, XP_020866776.1	g30919, g30920
OG0000674	XP_002894058.2, XP_002863256.2, XP_002876909.2, XP_002876911.1, XP_002876910.1, XP_020880684.1, XP_002876914.1, XP_002882760.2	g13131
OG0000678	XP_020878627.1, XP_002873376.1	g5478, g5477, g5483, g5481
OG0000680	XP_020868265.1	g32394
OG0000681	XP_020870104.1	g36563, g54263
OG0000682	XP_020886022.1	g37077, g37094, g6394, g45137, g37420
OG0000683	XP_020881538.1	g10368
OG0000683	XP_002882201.1	g12697
OG0000684	XP_002878237.2	g18931
OG0000684	XP_020880513.1	g18930, g1998
OG0000685	XP_020886921.1	g12753
OG0000685	XP_020874891.1	g18086
OG0000685	XP_020871314.1	g932
OG0000686	XP_020870374.1, XP_020871397.1	g50336
OG0000687	XP_020866578.1	g53790
OG0000690	XP_020873127.1, XP_020872331.1, XP_002875703.1, XP_002880798.1, XP_002872290.2	g18149, g23193
OG0000691	XP_020876593.1	g5081
OG0000691	XP_020886912.1	g7879, g6216
OG0000692	XP_002876119.1, XP_002876371.1	g1550
OG0000693	XP_002876229.1, XP_002879336.1, XP_020875099.1	g51261, g51258, g39834
OG0000694	XP_020883441.1, XP_020883443.1	g39803
OG0000694	XP_002868214.1	g47095
OG0000695	XP_002868127.1	g17578
OG0000695	XP_002880163.1	g18804
OG0000696	XP_002877664.1	g2629
OG0000696	XP_020890378.1	g40738
OG0000696	XP_002869545.1	g47643
OG0000697	XP_020874019.1, XP_002866367.1	g860, g862
OG0000697	XP_002862957.1, XP_002866366.1	g41317, g41316, g41315, g28789
OG0000699	XP_020885412.1, XP_002879925.1	g51991
OG0000700	XP_002891618.2, XP_002894269.2	g28045, g28051
OG0000701	XP_020886185.1, XP_020871921.1, XP_020890769.1	g45114
OG0000701	XP_020874886.1, XP_020871391.1	g53817
OG0000702	XP_020883955.1	g52005
OG0000702	XP_020881482.1	g2106
OG0000703	XP_002879830.1	g37337
OG0000703	XP_020880997.1	g19065
OG0000705	XP_020882663.1	g37342
OG0000705	XP_002884720.1	g13022, g7512
OG0000706	XP_020884883.1	g50800
OG0000706	XP_002874977.1	g45222
OG0000707	XP_020885325.1, XP_020876723.1	g52160, g37530
OG0000707	XP_002876738.1	g10812
OG0000707	XP_020888875.1	g13190
OG0000708	XP_002883007.1	g12089
OG0000708	XP_020889114.1	g12085, g12088, g12084, g12086, g12087, g12083
OG0000709	XP_020880768.1	g36961, g52861
OG0000711	XP_020886182.1	g44311
OG0000713	XP_020866308.1, XP_020879729.1, XP_020872631.1	g50114
OG0000714	XP_020883806.1, XP_020883805.1, XP_002880941.2	g51082, g51084, g28179
OG0000716	XP_020870055.1	g36715
OG0000716	XP_020887109.1, XP_020874108.1, XP_020866314.1	g54319
OG0000717	XP_002890049.1	g31518
OG0000717	XP_002887255.1	g45812
OG0000718	XP_002876952.1	g16643
OG0000719	XP_002865884.1	g1309
OG0000719	XP_020881626.1	g41199, g41183, g41184
OG0000720	XP_020881148.1, XP_002876688.1	g18725, g18726, g18727, g18724
OG0000721	XP_002893354.1, XP_020886047.1, XP_002889829.1	g6096
OG0000723	XP_002876808.2, XP_002876807.1	g1518, g1520
OG0000724	XP_002888438.1	g30842, g49434
OG0000726	XP_002866730.2	g4059
OG0000728	XP_020878409.1	g45753
OG0000729	XP_020885635.1	g53541
OG0000730	XP_020891169.1	g46550
OG0000730	XP_002881215.1, XP_002862886.2	g39816
OG0000730	XP_002890137.1	g31624
OG0000732	XP_002872147.1, XP_020877771.1	g587
OG0000732	XP_002866640.1, XP_002891046.1	g9735
OG0000735	XP_020879379.1, XP_020878921.1	g28860
OG0000736	XP_002866326.1	g50687, g39240
