Orthogroup	Arabidopsis_lyrata_NCBI	Brassica_rapa
OG0000151	XP_002881649.1	XP_033148760.1
OG0000151	XP_002878016.1	XP_009139200.1
OG0000151	XP_020884903.1	XP_009141649.1
OG0000151	XP_002871574.1	XP_009121752.1
OG0000153	XP_020885355.1, XP_020885350.1	XP_033147142.1
OG0000153	XP_002881123.1	XP_009140992.3, XP_009140985.1, XP_033147950.1, XP_018514500.2
OG0000153	XP_020885353.1	XP_033145172.1
OG0000153	XP_020885362.1	XP_009123599.1, XP_009140991.1, XP_009140982.1
OG0000153	XP_020866558.1	XP_009118438.1
OG0000154	XP_020874310.1	XP_009107881.1
OG0000154	XP_020866511.1, XP_020869438.1	XP_018515541.1
OG0000154	XP_020866200.1	XP_033128714.1
OG0000157	XP_020889806.1	XP_033130702.1, XP_033139818.1, XP_009140642.2, XP_009129819.1, XP_009129831.2
OG0000158	XP_020873114.1	XP_033136525.1
OG0000158	XP_002869017.2	XP_009104904.1
OG0000158	XP_020883421.1	XP_033134979.1
OG0000160	XP_020888881.1	XP_009112568.1, XP_009102205.2
OG0000160	XP_020872380.1	XP_009137896.1, XP_009137895.2, XP_009128001.1, XP_009109000.1
OG0000160	XP_020870964.1	XP_033141904.1, XP_009120261.2
OG0000160	XP_020889051.1	XP_018513014.1
OG0000160	XP_020882578.1	XP_009128205.1
OG0000160	XP_020890865.1	XP_018508569.2, XP_009106729.2
OG0000160	XP_020885195.1	XP_009117122.1
OG0000162	XP_002879436.2, XP_002863691.1	XP_009132915.1
OG0000162	XP_002879435.1	XP_009143883.1
OG0000162	XP_020888514.1	XP_033129079.1
OG0000165	XP_002883872.1	XP_009127572.1
OG0000165	XP_002870492.1	XP_009134335.1, XP_009135150.1
OG0000166	XP_020885127.1, XP_020878232.1	XP_009140600.1
OG0000166	XP_020865592.1	XP_033141673.1
OG0000167	XP_020889511.1	XP_033131842.1
OG0000169	XP_020888594.1, XP_020887101.1, XP_002877168.1, XP_020883925.1, XP_002876844.2, XP_002876846.1, XP_020879732.1, XP_002876845.1, XP_002876847.2	XP_033132763.1
OG0000170	XP_020882337.1	XP_009116769.1
OG0000170	XP_002878356.2	XP_033146706.1
OG0000170	XP_002882021.1	XP_009142347.1
OG0000171	XP_002865968.1	XP_009119874.1
OG0000171	XP_002887912.1	XP_009112891.1
OG0000171	XP_020888018.1	XP_009121200.1
OG0000171	XP_020891046.1	XP_018512593.2
OG0000171	XP_020888570.1	XP_009123804.1, XP_009146989.1, XP_009135093.1
OG0000171	XP_002867477.1	XP_009109116.1, XP_009144093.1
OG0000172	XP_020874182.1	XP_033148633.1
OG0000173	XP_002868934.1	XP_009109432.1
OG0000173	XP_002866926.1	XP_033138718.1, XP_009138208.2
OG0000174	XP_020876483.1	XP_009130013.1
OG0000175	XP_020870037.1, XP_020890687.1	XP_033134622.1
OG0000175	XP_002871626.1	XP_033137829.1
OG0000175	XP_020883923.1	XP_009133804.2, XP_009118871.2, XP_009142560.1
OG0000176	XP_020888844.1	XP_009124082.1
OG0000176	XP_020888110.1	XP_033133290.1, XP_033133266.1, XP_009108377.1
OG0000176	XP_020891687.1	XP_009104914.1, XP_009127868.1
OG0000177	XP_020869474.1, XP_020889073.1	XP_033132885.1
OG0000177	XP_020877970.1, XP_020869475.1	XP_009124585.1, XP_033147925.1
OG0000178	XP_002874799.1	XP_033136390.1
OG0000178	XP_002872696.1	XP_009134310.1
OG0000178	XP_020877648.1	XP_009134313.1
OG0000178	XP_020877653.1	XP_009114346.2, XP_009134304.1, XP_033142043.1, XP_033142131.1, XP_033136829.1, XP_009134308.2
OG0000178	XP_002872697.1	XP_033141427.1, XP_009144510.1
OG0000178	XP_002893865.1	XP_009114566.2, XP_009144506.1, XP_009144502.1
OG0000179	XP_020890287.1, XP_020890285.1	XP_009113276.1, XP_033137182.1
OG0000182	XP_020880330.1, XP_020880329.1	XP_009116717.1
OG0000182	XP_020882675.1, XP_020881705.1, XP_020881706.1, XP_020880843.1, XP_020881703.1	XP_009122203.1
OG0000183	XP_002888498.1, XP_002870564.1	XP_009105204.1
OG0000183	XP_002879909.1, XP_002878109.1	XP_009139073.1
OG0000183	XP_020877395.1, XP_002879035.1	XP_009140755.1
OG0000184	XP_002885573.2	XP_009136545.2, XP_009136566.1, XP_018508379.1, XP_009143886.1, XP_009143893.1
OG0000185	XP_002886961.1	XP_009122447.1
OG0000185	XP_020869863.1	XP_009129754.1
OG0000185	XP_020871016.1, XP_020867770.1	XP_033131216.1, XP_018508547.1
OG0000186	XP_020891309.1, XP_020884619.1, XP_020882765.1, XP_020891314.1	XP_009133030.1, XP_033142532.1
OG0000186	XP_020879864.1	XP_009143662.1, XP_033146950.1
OG0000188	XP_020879451.1, XP_020879478.1, XP_002873533.1, XP_002884435.1	XP_033136263.1, XP_033135940.1
OG0000188	XP_020888830.1	XP_033134665.1, XP_033135894.1, XP_009124984.2, XP_033137619.1, XP_033136539.1
OG0000188	XP_002882369.2, XP_002882368.1	XP_033147068.1, XP_033147041.1
OG0000189	XP_020885855.1	XP_009112460.1, XP_009121076.1, XP_009124572.1, XP_009115809.1, XP_009138399.1, XP_009148517.1
OG0000189	XP_002869113.1	XP_009136330.1
OG0000189	XP_020870471.1	XP_009110241.1
OG0000192	XP_020890702.1	XP_033135368.1, XP_033143576.1, XP_033143410.1
OG0000192	XP_020873611.1	XP_009142142.1
OG0000192	XP_002877382.2	XP_009124814.1
OG0000193	XP_002891353.1	XP_033134338.1, XP_033147866.1
OG0000193	XP_020866445.1, XP_020869780.1, XP_020869845.1	XP_033147857.1
OG0000196	XP_020872249.1, XP_020883783.1, XP_020874890.1	XP_033141524.1
OG0000197	XP_020872595.1, XP_020872600.1, XP_020872360.1, XP_020872593.1	XP_033133256.1
OG0000197	XP_020872359.1	XP_009108433.1
OG0000197	XP_002869981.2	XP_033138466.1
OG0000197	XP_020875194.1, XP_020875186.1, XP_020865995.1, XP_020875268.1	XP_033133253.1
OG0000198	XP_002870338.1, XP_020881007.1	XP_009101339.1, XP_009114232.1, XP_009129226.1
OG0000198	XP_020869542.1, XP_002890920.1	XP_009148880.1
OG0000198	XP_020869449.1	XP_009117861.2
OG0000198	XP_020882067.1	XP_009137379.1
OG0000199	XP_020874321.1, XP_020877798.1, XP_002871796.1, XP_020874322.1, XP_020874320.1	XP_009127652.1, XP_009108973.2, XP_009102300.2, XP_009108976.2
OG0000200	XP_020870342.1	XP_009119144.1, XP_009111048.2
OG0000200	XP_020870343.1	XP_009111047.1, XP_009119146.1
OG0000200	XP_020870363.1	XP_009109613.1
OG0000200	XP_020870362.1, XP_020870365.1	XP_009109611.1
OG0000203	XP_002878203.1, XP_020880570.1	XP_033131129.1
OG0000203	XP_020880616.1	XP_033136042.1, XP_009116516.1, XP_033136014.1
OG0000203	XP_020880586.1	XP_009138966.1, XP_009138965.1
OG0000203	XP_020880584.1	XP_009104131.1
OG0000206	XP_020882672.1	XP_033141125.1, XP_033140369.1, XP_033148095.1, XP_033134007.1
OG0000209	XP_002871416.1	XP_018509924.1, XP_033135419.1
OG0000210	XP_020882964.1, XP_020884580.1	XP_009143082.1
OG0000210	XP_020881913.1, XP_020884667.1	XP_009138832.1, XP_033145512.1, XP_009138923.1
OG0000211	XP_020866913.1	XP_033139360.1, XP_033130945.1
OG0000214	XP_020882872.1	XP_033146217.1
OG0000214	XP_020868240.1, XP_020881499.1	XP_033142562.1, XP_033148612.1, XP_033134369.1, XP_018514436.2
OG0000215	XP_020886087.1, XP_020882764.1, XP_020866108.1, XP_020879190.1, XP_020879740.1, XP_020886260.1, XP_020869481.1, XP_002863102.2, XP_002878830.2, XP_020890798.1	XP_009144753.2, XP_033143272.1, XP_018514409.1, XP_033139809.1, XP_033144986.1, XP_033139775.1, XP_033142243.1
OG0000216	XP_002872655.2	XP_033134839.1, XP_009144491.1
OG0000216	XP_002874641.2	XP_033142073.1, XP_033142074.1
OG0000216	XP_020865893.1	XP_009102525.1
OG0000216	XP_002876368.2	XP_009116349.1
OG0000218	XP_020877744.1, XP_020872551.1, XP_020882165.1, XP_020881105.1	XP_033140908.1, XP_033128986.1, XP_033128341.1, XP_033145478.1, XP_033132830.1, XP_033147130.1, XP_033135381.1, XP_033143910.1, XP_033128841.1, XP_033142916.1, XP_033140507.1, XP_033141210.1, XP_033132481.1, XP_033145416.1, XP_033144814.1, XP_033144660.1, XP_033134845.1, XP_033139777.1, XP_033143756.1, XP_033129757.1, XP_033132550.1, XP_033133825.1, XP_033136890.1, XP_033130804.1, XP_033138912.1, XP_033139114.1
OG0000219	XP_020873116.1, XP_020873172.1, XP_020873179.1	XP_033144576.1, XP_009145945.1
OG0000219	XP_020887839.1	XP_033141548.1
OG0000221	XP_020879909.1	XP_033129337.1, XP_033131233.1
OG0000224	XP_020876947.1	XP_033139208.1
OG0000225	XP_020889768.1	XP_009106592.3
OG0000225	XP_020890453.1	XP_033132165.1, XP_033128822.1, XP_033129411.1, XP_033129810.1, XP_009151530.2, XP_033128821.1, XP_009106589.1
OG0000227	XP_020887062.1	XP_009140710.1
OG0000227	XP_020888212.1	XP_018508728.1, XP_033145018.1, XP_009122402.1, XP_009135147.2
OG0000227	XP_020888528.1	XP_009136266.2, XP_033138822.1
OG0000229	XP_020884846.1, XP_002878902.1, XP_020884852.1	XP_009151331.2, XP_033145123.1, XP_033134005.1, XP_033141396.1
OG0000229	XP_002877248.2	XP_009124766.1
OG0000229	XP_020866248.1, XP_002875577.1	XP_009108848.1, XP_009113706.2, XP_033128874.1
OG0000230	XP_020880533.1	XP_009116566.1
OG0000233	XP_002873316.1	XP_009122326.1, XP_033144505.1
OG0000233	XP_020876210.1, XP_020876208.1	XP_018511882.1, XP_009125692.3, XP_033144506.1, NP_001288906.1
OG0000233	XP_002873315.1	XP_033141823.1, XP_009122327.1
OG0000233	XP_002873312.1, XP_020877613.1, XP_020876205.1	XP_009122331.1, XP_009110375.3, XP_033139819.1
OG0000234	XP_002871005.2, XP_020879259.1, XP_020876636.1, XP_020879255.1, XP_002883924.1, XP_002891659.1, XP_002871008.2	XP_009110744.2
OG0000235	XP_020868439.1, XP_002874400.1	XP_009115349.1
OG0000236	XP_020886731.1	XP_033147566.1
OG0000236	XP_020865699.1	XP_009109227.1
OG0000237	XP_002885438.2	XP_033144214.1
OG0000238	XP_020872592.1, XP_002888798.1	XP_033141574.1, XP_009127833.1
OG0000238	XP_002874413.1	XP_009103193.1
OG0000241	XP_020873759.1	XP_009137217.1, XP_009135314.1
OG0000241	XP_002867821.1	XP_009108531.1
OG0000241	XP_020876627.1	XP_009114544.1
OG0000241	XP_020876628.1, XP_002872711.1	XP_009134322.1
OG0000242	XP_020871231.1	XP_009144622.1, XP_009114607.1
OG0000242	XP_020879188.1	XP_009151152.2, XP_033140482.1
OG0000243	XP_020867504.1	XP_009109661.1
OG0000244	XP_002872741.1	XP_009114492.1, XP_009108752.1
OG0000244	XP_020876452.1, XP_020877213.1, XP_020876461.1, XP_020876462.1	XP_009111247.1
OG0000245	XP_020891448.1	XP_033148198.1, XP_033147971.1, XP_033144131.1, XP_033133696.1, XP_033133396.1, XP_033136129.1, XP_033148073.1, XP_033148068.1, XP_033142141.1, XP_033131433.1
OG0000246	XP_002877904.2	XP_009116009.2
OG0000246	XP_002881469.1	XP_009133099.1
OG0000246	XP_020884151.1	XP_009114411.2, XP_009141608.1
OG0000246	XP_002881468.1	XP_009133097.2, XP_009143554.2, XP_009143555.1
OG0000247	XP_002868770.2, XP_002867509.1, XP_020871709.1, XP_002877687.1	XP_009119459.1
OG0000247	XP_020869614.1	XP_033136267.1
OG0000248	XP_020881593.1, XP_002887270.1, XP_002887273.1, XP_002887269.1	XP_009105678.1, XP_009105679.1
OG0000248	XP_002887278.1, XP_020865738.1	XP_033140079.1
OG0000249	XP_002887885.2	XP_033147169.1, XP_033129329.1
OG0000250	XP_020876444.1	XP_009134330.1, XP_018510294.1
OG0000251	XP_002876961.1, XP_002876962.1, XP_002876963.1	XP_009123566.1
OG0000251	XP_002876964.1	XP_009123565.1
OG0000251	XP_020882087.1	XP_009121542.3
OG0000251	XP_002866197.1	XP_009132141.2
OG0000251	XP_020881297.1	XP_009121576.1
OG0000251	XP_002876960.2	XP_009152065.1
OG0000252	XP_002887689.1	XP_009128234.1, XP_009101726.1
OG0000253	XP_002884912.1	XP_009135236.2, XP_009120551.1
OG0000254	XP_020874808.1	XP_033146251.1, XP_009146815.1
OG0000254	XP_002870217.1	XP_009146804.1
OG0000256	XP_002885791.1, XP_002885792.1	XP_033132006.1, XP_009116005.2, XP_033144213.1
OG0000257	XP_002870484.1	XP_009106238.1
OG0000257	XP_020891373.1	XP_009128139.1
OG0000259	XP_002880923.2, XP_002880609.1	XP_033148595.1, XP_009146121.1, XP_009145915.1, XP_009146127.3, XP_033147082.1, XP_033148591.1, XP_009145913.2
OG0000260	XP_002869292.1	XP_009101866.1, XP_009101865.1
OG0000260	XP_020872429.1	XP_009123569.1
OG0000260	XP_002894061.1, XP_002894062.1	XP_009128105.1, XP_009101867.1
OG0000261	XP_020877162.1	XP_033131099.1, XP_009108120.2, XP_033143296.1, XP_033129454.1, XP_033133932.1, XP_033140463.1
OG0000262	XP_002874589.2	XP_033135357.1
OG0000262	XP_020891397.1	XP_009112794.2
OG0000263	XP_020887788.1, XP_020887742.1, XP_020880631.1	XP_033129480.1, XP_033143337.1, XP_009102113.2, XP_009102169.1, XP_018511108.1
OG0000266	XP_020865980.1	XP_018510979.1
OG0000266	XP_002865985.2, XP_020867313.1	XP_033143114.1
OG0000267	XP_020881424.1, XP_020890931.1, XP_020872390.1, XP_020868795.1, XP_020872178.1, XP_020872998.1, XP_020891338.1	XP_033146692.1, XP_033146625.1
OG0000269	XP_002864649.1	XP_009131977.2, XP_009120488.1
OG0000269	XP_020881938.1, XP_002877465.1	XP_009149982.1
OG0000269	XP_002888167.1, XP_020883555.1	XP_009144371.1, XP_009118237.2
OG0000273	XP_020878066.1, XP_020878710.1	XP_033143602.1
OG0000273	XP_020884916.1, XP_020884904.1, XP_020871340.1, XP_020878716.1, XP_020871336.1	XP_009127150.1
OG0000273	XP_020881848.1	XP_033147472.1
OG0000273	XP_020886929.1, XP_002862372.2	XP_033138272.1
OG0000275	XP_002866883.1	XP_033128791.1, XP_009152161.2, XP_009152162.1, XP_009114077.2
OG0000275	XP_020872234.1	XP_009109984.2, XP_009109983.2, XP_009127111.1
OG0000276	XP_020887762.1, XP_020881628.1, XP_020878929.1, XP_020879276.1, XP_020876981.1, XP_020890967.1	XP_009145453.2, XP_033138396.1
OG0000276	XP_020866182.1, XP_020882566.1, XP_020882254.1, XP_020889362.1, XP_020886112.1	XP_033133157.1
OG0000276	XP_020885105.1	XP_033143708.1
OG0000276	XP_020871751.1, XP_020875416.1, XP_020880608.1, XP_020885775.1, XP_020881477.1, XP_020870606.1	XP_033130130.1
OG0000277	XP_002866823.1	XP_009138323.1
OG0000277	XP_020891062.1	XP_009110251.1
OG0000279	XP_002865315.1, XP_020871068.1, XP_020880901.1, XP_020870359.1, XP_002865312.2, XP_020879319.1, XP_002865311.2	XP_009101629.1, XP_033136859.1
OG0000282	XP_020873572.1, XP_020873565.1	XP_009135671.1
OG0000282	XP_020873528.1, XP_002869835.1, XP_002869836.1, XP_020873595.1, XP_020873496.1	XP_033143298.1, XP_009126213.1
OG0000283	XP_020891714.1	XP_033143433.1, XP_033143395.1, XP_033143408.1
OG0000284	XP_020879047.1	XP_033134375.1, XP_009119449.1, XP_018509889.1
OG0000285	XP_002867852.2	XP_009134691.2
OG0000285	XP_020873274.1	XP_009137650.1, XP_009143289.2
OG0000285	XP_002886975.2, XP_020889997.1	XP_009133539.2, XP_033130819.1, XP_018508817.2, XP_033130815.1
OG0000286	XP_002863596.2	XP_009137794.1
OG0000286	XP_020871052.1	XP_033133461.1, XP_033133451.1
OG0000289	XP_020872389.1	XP_009141457.2, XP_009141190.2, XP_033145495.1
OG0000289	XP_020885124.1	XP_033146269.1
OG0000290	XP_020866701.1, XP_020878865.1	XP_018509758.1
OG0000290	XP_020890821.1	XP_009112818.1
OG0000292	XP_020890626.1	XP_009141463.1, XP_033129381.1, XP_009151736.1, XP_009121368.1, XP_009151538.1, XP_018510873.1, XP_009113118.1
OG0000294	XP_020879531.1, XP_020876591.1, XP_020869571.1	XP_033137553.1
OG0000295	XP_020870420.1	XP_033142331.1
OG0000295	XP_020888216.1, XP_002885658.1	XP_033142265.1
OG0000296	XP_020874639.1, XP_002864614.1	XP_009120430.1, XP_033142716.1
OG0000296	XP_020871535.1, XP_020871085.1, XP_020871516.1, XP_020871467.1, XP_020871600.1, XP_020871468.1, XP_020871433.1, XP_020870866.1, XP_020879394.1	XP_009126729.2, XP_033141242.1, XP_009126731.2, XP_009145270.2, XP_033141241.1, XP_033141237.1
OG0000298	XP_002891052.1	XP_009105682.1
OG0000298	XP_002891050.1	XP_009114790.1
OG0000301	XP_020884774.1	XP_009117672.2, XP_009117388.2, XP_009117355.1, XP_009140859.2, XP_018513864.2, XP_033132454.1, XP_009140683.1, XP_009111443.1
OG0000303	XP_020872958.1	XP_009149939.1, XP_033143633.1, XP_033137787.1, XP_033136332.1
OG0000303	XP_020883607.1	XP_033135947.1
OG0000304	XP_020877194.1	XP_009138558.1
OG0000304	XP_002863900.1, XP_002865643.1, XP_002885797.1	XP_009144755.2
OG0000304	XP_002881723.1	XP_033145283.1, XP_033146439.1, XP_009141126.1, XP_033146438.1
OG0000307	XP_020865716.1, XP_020870689.1, XP_002892495.2	XP_033140341.1
OG0000308	XP_020871984.1, XP_002865428.1, XP_020873300.1	XP_009123895.1
OG0000312	XP_020877328.1, XP_020890954.1, XP_020880748.1	XP_033148335.1, XP_033148371.1, XP_009147596.1, XP_033148615.1, XP_033131369.1
OG0000313	XP_020872037.1, XP_020875256.1, XP_020875262.1	XP_009128603.1, XP_009128597.1
OG0000313	XP_020887580.1	XP_033141694.1, XP_009126942.2
OG0000313	XP_020882955.1, XP_002879861.1	XP_033146452.1
OG0000314	XP_020889577.1	XP_018511257.1, XP_033137289.1, XP_033134239.1, XP_033145454.1
OG0000315	XP_002878305.1	XP_009124096.2, XP_033145238.1
OG0000318	XP_020886043.1, XP_020888758.1	XP_009104507.1
OG0000318	XP_020890540.1	XP_009106691.2
OG0000318	XP_002885626.2	XP_009111072.1, XP_009111225.1, XP_033138191.1
OG0000318	XP_020866123.1	XP_033132533.1
OG0000321	XP_020877543.1, XP_020877291.1	XP_009120857.1
OG0000321	XP_002886753.1	XP_033141348.1, XP_009126388.2
OG0000323	XP_020868339.1	XP_033137191.1
OG0000323	XP_020865749.1	XP_033131924.1
OG0000325	XP_002892239.1	XP_009111083.2, XP_009119258.1, XP_009118621.1
OG0000325	XP_020883979.1	XP_009143895.1, XP_009132911.1
OG0000325	XP_020883981.1	XP_009141288.1
OG0000326	XP_020875051.1, XP_020875199.1, XP_020871053.1, XP_002875998.2, XP_020888272.1, XP_002884761.1, XP_020887303.1, XP_020887222.1, XP_020886567.1	XP_009108045.2
OG0000328	XP_020886039.1	XP_009135722.1
OG0000329	XP_002870302.1	XP_009107789.1
OG0000330	XP_002887461.1, XP_002887460.1, XP_002887463.1	XP_009106486.2, XP_009105952.1
OG0000330	XP_002887457.1	XP_009104838.1, XP_009104837.1, XP_009105951.1, XP_009127959.1
OG0000330	XP_002890238.1	XP_009149213.1
OG0000331	XP_020877038.1	XP_009134472.1, XP_009111338.2
OG0000331	XP_020889164.1	XP_009135526.2, XP_009114068.1
OG0000331	XP_002881476.1	XP_033146981.1
OG0000332	XP_020890048.1, XP_020890047.1	XP_018510130.1, XP_009104693.1
OG0000332	XP_020890049.1, XP_020890052.1, XP_002886541.2, XP_020890111.1, XP_020890044.1, XP_020890039.1, XP_020890057.1	XP_033133452.1, XP_018510244.1
OG0000335	XP_020879727.1	XP_018510062.1
OG0000336	XP_002886727.1, XP_020870323.1, XP_002892517.1, XP_020868200.1	XP_009113354.1
OG0000339	XP_002881129.1, XP_002881131.2	XP_009132752.1
OG0000341	XP_002891297.2, XP_020866157.1	XP_009120003.1, XP_009113338.1
OG0000341	XP_002894125.1, XP_020866874.1	XP_009124897.1
OG0000342	XP_020884394.1	XP_018514306.1, XP_033145144.1
OG0000342	XP_020889163.1	XP_033146876.1, XP_033132405.1, XP_009123139.3
OG0000344	XP_002880773.1	XP_009113469.1, XP_009112833.1
OG0000344	XP_020869549.1	XP_009129136.1, XP_033142692.1
OG0000344	XP_002892766.1	XP_033135917.1
OG0000345	XP_020877760.1, XP_020868529.1, XP_002865409.1	XP_009131113.1, XP_009125366.1
OG0000345	XP_002892204.1	XP_009111117.2, XP_009118657.1, XP_009119322.1
OG0000346	XP_002876198.1	XP_009103856.1
OG0000346	XP_002875312.1	XP_009129561.1, XP_009152070.1
OG0000346	XP_002876953.1	XP_009152071.1
OG0000346	XP_002876199.1	XP_009116024.1
OG0000346	XP_020881893.1	XP_009116022.1
OG0000347	XP_020885426.1	XP_009133759.2, XP_009142386.2
OG0000347	XP_020881574.1	XP_009138772.2, XP_009116806.2
OG0000347	XP_020869191.1	XP_033134760.1, XP_009119712.2
OG0000347	XP_002872953.1	XP_009134562.1
OG0000348	XP_020880367.1	XP_033136583.1, XP_009137351.1, XP_033136582.1, XP_033130378.1, XP_033145908.1
OG0000349	XP_020871256.1	XP_009126683.1
OG0000349	XP_020871262.1, XP_020871260.1	XP_018510745.1
OG0000350	XP_002877153.1, XP_020889498.1, XP_002883330.1, XP_002883331.1, XP_020886120.1	XP_009132499.1, XP_009145438.1, XP_009145263.1, XP_009145440.1, XP_009145439.2, XP_009109255.2, XP_009109273.1
OG0000351	XP_020889440.1, XP_020887803.1	XP_018514239.1
OG0000355	XP_002864686.1	XP_009120577.1, XP_033140106.1, XP_033140107.1, XP_009126602.1
OG0000356	XP_020883519.1	XP_033145333.1, XP_009140573.2
OG0000356	XP_002880608.1	XP_033136684.1
OG0000358	XP_020866073.1	XP_033132411.1, XP_033133364.1, XP_033133368.1
OG0000358	XP_002891641.1, XP_002891287.1, XP_020866074.1	XP_009144939.2, XP_033148500.1, XP_033148501.1, XP_033148499.1
OG0000359	XP_020866009.1	XP_033137968.1, XP_009127112.1
OG0000359	XP_020875469.1	XP_009109130.1, XP_009137679.1
OG0000359	XP_002869552.1	XP_009137683.1, XP_009143792.1, XP_009109128.1
OG0000359	XP_002869553.1	XP_009109129.1, XP_009137680.1, XP_033144141.1, XP_009143743.1
OG0000361	XP_020881894.1	XP_033138767.1
OG0000362	XP_020884558.1	XP_033141849.1
OG0000364	XP_020886529.1	XP_009123612.3, XP_009101647.1, XP_009114073.1, XP_009113904.3
OG0000365	XP_002890663.1	XP_033137302.1
OG0000365	XP_020874932.1	XP_009133978.1
OG0000365	XP_020868575.1, XP_020868574.1, XP_020868576.1, XP_002890659.1	XP_009115359.1
OG0000367	XP_020875683.1	XP_033141073.1, XP_033141074.1, XP_018512136.1
OG0000367	XP_002873703.2, XP_002873704.2, XP_002873702.1, XP_020866398.1	XP_009103131.2
OG0000368	XP_020879738.1	XP_009149970.1
OG0000369	XP_020871775.1, XP_020877424.1, XP_020872669.1, XP_020890208.1, XP_020877244.1, XP_020881008.1, XP_020890264.1	XP_033133710.1, XP_009107578.2, XP_033128024.1
OG0000370	XP_002883509.2, XP_002883512.2, XP_002883510.1	XP_009102534.1
OG0000371	XP_002891227.2	XP_033129344.1, XP_033136329.1, XP_033143630.1, XP_033135938.1, XP_033141127.1, XP_033128075.1
OG0000371	XP_020869654.1	XP_033140461.1
OG0000375	XP_020888610.1, XP_020888509.1, XP_020872589.1	XP_033142881.1, XP_033148143.1, XP_033133623.1, XP_033142880.1, XP_033134555.1, XP_033137750.1, XP_033133622.1, XP_033134554.1, XP_033136126.1, XP_033144383.1, XP_033132564.1
