Orthogroup	Arabidopsis_lyrata_NCBI	Arabis_alpina
OG0000230	XP_020880534.1	Aa_G175840.h1.t1
OG0000230	XP_020875151.1	Aa_G262340.h1.t1, Aa_G175680.h1.t1, Aa_G262350.h1.t1, Aa_G175640.h1.t1
OG0000233	XP_002873316.1	Aa_G471610.h1.t1
OG0000233	XP_020876210.1, XP_020876208.1	Aa_G529880.h1.t1, Aa_G471590.h1.t1, Aa_G471600.h1.t1
OG0000233	XP_002873315.1	Aa_G471620.h1.t1
OG0000234	XP_002871005.2, XP_020879259.1, XP_020876636.1, XP_020879255.1, XP_002883924.1, XP_002891659.1	Aa_G685240.h1.t1
OG0000235	XP_020885592.1, XP_020883752.1, XP_002862453.1	Aa_G278130.h1.t1
OG0000235	XP_002891517.1	Aa_G181670.h1.t1, Aa_G191760.h1.t1
OG0000236	XP_020886731.1	Aa_G342510.h1.t1
OG0000236	XP_020865841.1, XP_002888729.2	Aa_G133930.h1.t1, Aa_G792760.h1.t1, Aa_G826850.h1.t1
OG0000236	XP_020865699.1	Aa_G384940.h1.t1
OG0000237	XP_020881383.1	Aa_G29610.h1.t1
OG0000238	XP_020872592.1, XP_002888798.1	Aa_G271400.h1.t1
OG0000238	XP_002872296.1, XP_002874413.1	Aa_G367300.h1.t1, Aa_G367290.h1.t1
OG0000238	XP_020891768.1	Aa_G412960.h1.t1
OG0000241	XP_020873759.1	Aa_G213370.h1.t1
OG0000241	XP_002867821.1	Aa_G213350.h1.t1, Aa_G213340.h1.t1, Aa_G213320.h1.t1, Aa_G213330.h1.t1, Aa_G213310.h1.t1
OG0000241	XP_020873797.1, XP_002867824.2	Aa_G213300.h1.t1, Aa_G213290.h1.t1
OG0000241	XP_002872712.1	Aa_G257170.h1.t1
OG0000241	XP_020876627.1	Aa_G974580.h1.t1, Aa_G257180.h1.t1
OG0000241	XP_002872711.1	Aa_G257190.h1.t1
OG0000242	XP_020871231.1	Aa_G129860.h1.t1, Aa_G129870.h1.t1, Aa_G269360.h1.t1
OG0000242	XP_020879188.1	Aa_G40840.h1.t1
OG0000243	XP_020867504.1	Aa_G465020.h1.t1, Aa_G465030.h1.t1, Aa_G778410.h1.t1
OG0000243	XP_020867502.1	Aa_G465080.h1.t1, Aa_G465100.h1.t1, Aa_G22140.h1.t1, Aa_G465010.h1.t1, Aa_G223820.h1.t1
OG0000244	XP_020876452.1, XP_020877213.1, XP_020876461.1, XP_020876462.1	Aa_G189060.h1.t1
OG0000246	XP_002881469.1	Aa_G25290.h1.t1
OG0000246	XP_020884151.1	Aa_G25260.h1.t1
OG0000246	XP_002881468.1	Aa_G25280.h1.t1
OG0000247	XP_020869614.1	Aa_G462040.h1.t1
OG0000248	XP_002887265.1	Aa_G174720.h1.t1
OG0000249	XP_020888722.1	Aa_G218650.h1.t1
OG0000251	XP_002876964.1	Aa_G276750.h1.t1
OG0000251	XP_002866197.1	Aa_G69130.h1.t1
OG0000251	XP_020881297.1	Aa_G636080.h1.t1
OG0000251	XP_002876960.2	Aa_G636100.h1.t1, Aa_G346220.h1.t1, Aa_G346200.h1.t1
OG0000252	XP_002887689.1	Aa_G129390.h1.t1
OG0000253	XP_002891955.2	Aa_G280540.h1.t1, Aa_G162640.h1.t1, Aa_G162650.h1.t1, Aa_G85360.h1.t1
OG0000253	XP_002884737.1	Aa_G403550.h1.t1
OG0000253	XP_002873056.1	Aa_G85370.h1.t1
OG0000254	XP_002870217.1	Aa_G355590.h1.t1
OG0000254	XP_002870218.1	Aa_G355560.h1.t1
OG0000257	XP_002870484.1	Aa_G465980.h1.t1, Aa_G403750.h1.t1
OG0000259	XP_002880923.2, XP_002880609.1	Aa_G399280.h1.t1
OG0000260	XP_020872427.1, XP_002869292.1	Aa_G113520.h1.t1, Aa_G65830.h1.t1
OG0000260	XP_020872429.1	Aa_G374910.h1.t1
OG0000261	XP_020873582.1	Aa_G337640.h1.t1
OG0000269	XP_002864649.1	Aa_G550740.h1.t1, Aa_G620130.h1.t1, Aa_G550750.h1.t1
OG0000269	XP_020881938.1, XP_002877465.1	Aa_G318700.h1.t1, Aa_G318690.h1.t1
OG0000269	XP_002888167.1	Aa_G651390.h1.t1
OG0000269	XP_020883555.1	Aa_G199710.h1.t1
OG0000270	XP_020867010.1	Aa_G298260.h1.t1
OG0000270	XP_020890693.1, XP_002885208.2	Aa_G262890.h1.t1
OG0000270	XP_020890515.1	Aa_G357320.h1.t1, Aa_G316640.h1.t1
OG0000273	XP_020881848.1	Aa_G513830.h1.t1
OG0000276	XP_020887762.1, XP_020881628.1, XP_020878929.1, XP_020879276.1, XP_020876981.1, XP_020890967.1	Aa_G997690.h1.t1
OG0000277	XP_002866823.1	Aa_G137830.h2.t1, Aa_G696850.h2.t1, Aa_G238260.h3.t1
OG0000277	XP_020867393.1	Aa_G64840.h1.t1
OG0000277	XP_020891062.1	Aa_G238260.h4.t1, Aa_G696850.h4.t1, Aa_G637510.h1.t1, Aa_G137830.h4.t1
OG0000279	XP_020866105.1	Aa_G278950.h1.t1
OG0000279	XP_002865315.1, XP_020871068.1, XP_020880901.1, XP_020870359.1, XP_002865312.2, XP_020879319.1, XP_002865311.2	Aa_G736560.h2.t1, Aa_G736560.h1.t1
OG0000283	XP_020891714.1	Aa_G298720.h1.t1, Aa_G484440.h1.t1, Aa_G654900.h1.t1
OG0000283	XP_020875272.1	Aa_G373470.h1.t1
OG0000284	XP_020879047.1, XP_020875872.1, XP_020884755.1, XP_020890746.1, XP_020887760.1, XP_020890788.1, XP_020865743.1, XP_020870361.1, XP_020870665.1, XP_020881798.1, XP_020872647.1, XP_020871484.1, XP_020869117.1, XP_020881832.1	Aa_G13620.h1.t1
OG0000285	XP_002867852.2	Aa_G58940.h1.t1
OG0000285	XP_020873274.1	Aa_G438370.h1.t1
OG0000286	XP_002867613.2	Aa_G340620.h1.t1
OG0000286	XP_020875162.1	Aa_G467490.h1.t1
OG0000286	XP_020868786.1	Aa_G344370.h1.t1
OG0000286	XP_020871052.1	Aa_G652770.h1.t1
OG0000289	XP_020875259.1, XP_020886439.1, XP_020889388.1, XP_020887166.1, XP_020886437.1	Aa_G518570.h1.t1
OG0000289	XP_020872389.1	Aa_G201920.h1.t1, Aa_G183780.h1.t1, Aa_G208770.h1.t1
OG0000290	XP_020866701.1, XP_020878865.1	Aa_G135610.h1.t1
OG0000290	XP_020890821.1	Aa_G135600.h1.t1
OG0000290	XP_020890819.1, XP_020890820.1	Aa_G135630.h1.t1, Aa_G201960.h1.t1, Aa_G413420.h1.t1
OG0000290	XP_020874288.1	Aa_G688850.h1.t1
OG0000291	XP_002883688.1, XP_020888721.1, XP_020888706.1	Aa_G136630.h1.t1
OG0000292	XP_020890626.1	Aa_G209590.h1.t1
OG0000294	XP_020875769.1	Aa_G421160.h1.t1, Aa_G421160.h2.t1
OG0000295	XP_020870420.1	Aa_G332200.h1.t1
OG0000295	XP_020888216.1, XP_002885658.1	Aa_G285200.h1.t1
OG0000295	XP_020886583.1	Aa_G285210.h1.t1
OG0000296	XP_020874639.1, XP_002864614.1	Aa_G650690.h1.t1, Aa_G650690.h2.t1
OG0000296	XP_020871535.1, XP_020871085.1, XP_020871516.1, XP_020871467.1, XP_020871600.1, XP_020871468.1, XP_020871433.1, XP_020870866.1, XP_020879394.1, XP_020869658.1	Aa_G848610.h1.t1
OG0000301	XP_020884774.1	Aa_G553550.h1.t1
OG0000304	XP_002878839.1, XP_020883542.1, XP_020885530.1	Aa_G222500.h1.t1
OG0000304	XP_002881723.1	Aa_G219570.h1.t1
OG0000306	XP_020873122.1	Aa_G109980.h1.t1, Aa_G682460.h2.t1, Aa_G682460.h1.t1
OG0000307	XP_020889281.1	Aa_G292060.h1.t1, Aa_G168750.h1.t1
OG0000307	XP_002894303.2, XP_002894304.2, XP_002891555.1	Aa_G415030.h1.t1
OG0000307	XP_020865716.1, XP_020870689.1, XP_002892495.2	Aa_G592420.h1.t1
OG0000309	XP_020870839.1, XP_002864684.1, XP_002889674.1, XP_020870838.1	Aa_G461520.h2.t1, Aa_G362130.h1.t1, Aa_G345330.h4.t1, Aa_G345330.h2.t1, Aa_G6660.h4.t1, Aa_G362130.h4.t1, Aa_G6660.h3.t1, Aa_G461520.h4.t1, Aa_G461520.h3.t1, Aa_G345330.h1.t1, Aa_G362130.h2.t1, Aa_G461520.h1.t1, Aa_G6660.h1.t1, Aa_G362130.h3.t1, Aa_G6660.h2.t1, Aa_G345330.h3.t1
OG0000312	XP_020877328.1, XP_020890954.1, XP_020880748.1	Aa_G466720.h1.t1
OG0000313	XP_020872088.1	Aa_G673450.h1.t1
OG0000313	XP_020872037.1, XP_020875256.1, XP_020875262.1	Aa_G195760.h1.t1
OG0000313	XP_020882955.1, XP_002879861.1	Aa_G340400.h1.t1
OG0000315	XP_020868525.1, XP_002891073.1	Aa_G132580.h1.t1
OG0000316	XP_020886571.1	Aa_G340170.h1.t1, Aa_G340150.h1.t1
OG0000318	XP_020890540.1	Aa_G293710.h1.t1, Aa_G265690.h1.t1
OG0000318	XP_002885626.2	Aa_G286220.h1.t1, Aa_G286200.h1.t1
OG0000321	XP_020866713.1	Aa_G180990.h2.t1, Aa_G164530.h2.t1, Aa_G180990.h1.t1
OG0000321	XP_020877543.1	Aa_G478070.h1.t1, Aa_G478070.h2.t1, Aa_G478060.h1.t1, Aa_G478060.h2.t1
OG0000322	XP_002862832.1	Aa_G225020.h1.t1, Aa_G225040.h1.t1
OG0000323	XP_020865749.1	Aa_G366540.h1.t1
OG0000325	XP_002892239.1	Aa_G477760.h1.t1
OG0000325	XP_002889523.1	Aa_G477770.h1.t1
OG0000326	XP_002893341.1, XP_020882129.1, XP_020886472.1, XP_020875051.1, XP_020875199.1, XP_020871053.1, XP_002875998.2, XP_020888272.1, XP_002884761.1, XP_020887303.1, XP_020887222.1, XP_020886567.1	Aa_G665880.h1.t1, Aa_G442040.h1.t1
OG0000327	XP_002867928.1	Aa_G541690.h1.t1
OG0000329	XP_002870302.1	Aa_G408720.h1.t1
OG0000330	XP_002887461.1, XP_002887460.1	Aa_G10200.h1.t1, Aa_G579240.h1.t1
OG0000330	XP_002887457.1	Aa_G10210.h1.t1
OG0000330	XP_002890238.1	Aa_G278470.h1.t1
OG0000331	XP_020877038.1	Aa_G46660.h1.t1
OG0000331	XP_020867795.1	Aa_G6420.h1.t1
OG0000331	XP_020889164.1	Aa_G53610.h1.t1
OG0000332	XP_020890048.1, XP_020890047.1	Aa_G597960.h1.t1
OG0000332	XP_020890049.1, XP_020890052.1, XP_002886541.2, XP_020890111.1, XP_020890044.1, XP_020890039.1, XP_020890057.1	Aa_G589850.h1.t1
OG0000335	XP_020879727.1	Aa_G132690.h1.t1, Aa_G132680.h1.t1
OG0000336	XP_002892517.1	Aa_G151440.h1.t1
OG0000339	XP_002881129.1, XP_002881131.2	Aa_G310980.h1.t1
OG0000341	XP_002891297.2, XP_020866157.1	Aa_G255150.h1.t1, Aa_G184290.h1.t1
OG0000342	XP_020884394.1	Aa_G71220.h1.t1
OG0000342	XP_020889157.1	Aa_G522720.h1.t1
OG0000345	XP_002873405.1	Aa_G359930.h1.t1
OG0000345	XP_002892204.1	Aa_G341210.h1.t1
OG0000346	XP_002876198.1	Aa_G14260.h1.t1
OG0000346	XP_002876199.1	Aa_G14220.h1.t1
OG0000347	XP_020885426.1	Aa_G17010.h1.t1
OG0000347	XP_020873658.1	Aa_G439790.h1.t1
OG0000347	XP_020869191.1	Aa_G291140.h1.t1
OG0000349	XP_020871259.1	Aa_G550840.h1.t1, Aa_G550830.h1.t1
OG0000350	XP_002877153.1, XP_020889498.1, XP_002883330.1, XP_002883331.1, XP_020886120.1	Aa_G95490.h1.t1, Aa_G95470.h1.t1, Aa_G334830.h1.t1, Aa_G244000.h1.t1
OG0000351	XP_020889440.1, XP_020887803.1	Aa_G5620.h1.t1
OG0000355	XP_002864686.1	Aa_G338300.h1.t1
OG0000356	XP_020883519.1	Aa_G405250.h1.t1
OG0000356	XP_020885762.1, XP_020885757.1	Aa_G446760.h1.t1, Aa_G446780.h1.t1
OG0000356	XP_002880608.1	Aa_G592710.h1.t1
OG0000356	XP_020885753.1	Aa_G559040.h1.t1, Aa_G446800.h1.t1
OG0000357	XP_002893588.2, XP_002890838.2	Aa_G248920.h1.t1, Aa_G248930.h1.t1
OG0000357	XP_002879498.1	Aa_G12110.h1.t1, Aa_G336950.h1.t1
OG0000358	XP_020866073.1	Aa_G36960.h2.t1, Aa_G36960.h1.t1
OG0000358	XP_002891641.1, XP_002891287.1	Aa_G36970.h1.t1
OG0000359	XP_020866009.1	Aa_G88090.h1.t1
OG0000359	XP_002869552.1	Aa_G573680.h1.t1
OG0000361	XP_020884729.1	Aa_G494590.h1.t1
OG0000363	XP_020867799.1	Aa_G108960.h1.t1
OG0000363	XP_020865762.1	Aa_G105070.h1.t1
OG0000364	XP_020886529.1	Aa_G705690.h1.t1
OG0000365	XP_002890663.1	Aa_G415750.h1.t1
OG0000365	XP_020868575.1, XP_020868574.1, XP_020868576.1, XP_002890659.1	Aa_G415770.h1.t1
OG0000367	XP_020869653.1	Aa_G404440.h1.t1, Aa_G297590.h1.t1, Aa_G129340.h1.t1
OG0000367	XP_002873702.1	Aa_G499780.h1.t1, Aa_G499770.h1.t1
OG0000368	XP_002877501.1, XP_020881922.1	Aa_G656960.h1.t1, Aa_G656960.h2.t1, Aa_G770910.h1.t1
OG0000368	XP_002877506.1, XP_020880210.1	Aa_G656970.h1.t1
OG0000369	XP_020871775.1, XP_020877424.1, XP_020872669.1, XP_020890208.1, XP_020877244.1, XP_020881008.1, XP_020890264.1	Aa_G255530.h1.t1, Aa_G126250.h1.t1, Aa_G126240.h1.t1, Aa_G178990.h1.t1
OG0000370	XP_002872649.1, XP_002872466.1, XP_020877197.1, XP_020877198.1	Aa_G514020.h1.t1
OG0000376	XP_020890100.1	Aa_G296490.h1.t1
OG0000376	XP_020869788.1	Aa_G291290.h1.t1
OG0000376	XP_002886599.1	Aa_G291280.h1.t1, Aa_G296480.h1.t1
OG0000376	XP_020890101.1	Aa_G296460.h1.t1, Aa_G291300.h1.t1
OG0000377	XP_020873168.1	Aa_G767760.h1.t1
OG0000377	XP_020874750.1	Aa_G728130.h1.t1
OG0000377	XP_002866955.2	Aa_G767750.h1.t1
OG0000379	XP_020879860.1	Aa_G186470.h1.t1
OG0000379	XP_002877959.1	Aa_G348540.h1.t1
OG0000379	XP_020879861.1	Aa_G222610.h1.t1, Aa_G186480.h1.t1
OG0000380	XP_020867728.1	Aa_G739110.h1.t1, Aa_G345550.h1.t1, Aa_G28270.h1.t1
OG0000380	XP_002866375.1, XP_002862953.1, XP_002864667.1	Aa_G234720.h1.t1
OG0000381	XP_002889204.1	Aa_G467340.h1.t1
OG0000381	XP_002875493.1, XP_002879467.2	Aa_G257320.h1.t1
OG0000382	XP_002872840.1, XP_002872839.1, XP_020876136.1	Aa_G99630.h1.t1, Aa_G99620.h1.t1
OG0000382	XP_020882973.1	Aa_G272430.h1.t1
OG0000383	XP_020870142.1	Aa_G349980.h1.t1
OG0000383	XP_020880743.1, XP_002877115.2, XP_002877989.2, XP_020879875.1	Aa_G600780.h1.t1, Aa_G440370.h1.t1, Aa_G68850.h1.t1, Aa_G576610.h1.t1, Aa_G68870.h1.t1
OG0000385	XP_020875226.1, XP_020888292.1, XP_002867283.1	Aa_G74610.h1.t1, Aa_G662460.h1.t1
OG0000386	XP_002893794.1	Aa_G232520.h1.t1
OG0000386	XP_002891068.2	Aa_G688740.h1.t1
OG0000389	XP_020890802.1, XP_020890804.1, XP_020865791.1	Aa_G596710.h1.t1
OG0000389	XP_020885640.1	Aa_G393090.h1.t1
OG0000390	XP_002893219.1	Aa_G292700.h1.t1
OG0000390	XP_002893223.1	Aa_G292720.h1.t1
OG0000390	XP_020870867.1	Aa_G292710.h1.t1
OG0000391	XP_020890374.1	Aa_G37930.h1.t1
OG0000391	XP_020877326.1, XP_020875884.1	Aa_G489950.h1.t1, Aa_G447860.h1.t1
OG0000391	XP_020887377.1	Aa_G586940.h1.t1, Aa_G586960.h1.t1, Aa_G302900.h1.t1, Aa_G586970.h1.t1
OG0000392	XP_002890198.2	Aa_G274920.h1.t1, Aa_G377760.h1.t1
OG0000392	XP_020873585.1, XP_020873586.1	Aa_G417850.h1.t1
OG0000393	XP_002868738.1	Aa_G745430.h1.t1, Aa_G731640.h2.t1, Aa_G731640.h1.t1
OG0000394	XP_020870422.1	Aa_G173550.h1.t1
OG0000394	XP_020870971.1	Aa_G28170.h1.t1, Aa_G507890.h1.t1
OG0000395	XP_020870862.1	Aa_G458130.h1.t1
OG0000395	XP_002885958.1	Aa_G405220.h1.t1
OG0000399	XP_002889409.1, XP_002874941.1	Aa_G191340.h1.t1
OG0000399	XP_020868304.1	Aa_G123200.h1.t1
OG0000402	XP_020885507.1	Aa_G180800.h1.t1
OG0000402	XP_002865045.1, XP_020871494.1	Aa_G180790.h1.t1, Aa_G180780.h1.t1, Aa_G180770.h1.t1
OG0000402	XP_020885516.1	Aa_G42770.h1.t1
OG0000403	XP_020876454.1	Aa_G133000.h1.t1
OG0000404	XP_020882951.1, XP_002893048.1, XP_020872469.1, XP_020872474.1, XP_020879689.1	Aa_G644570.h1.t1
OG0000405	XP_002885048.2	Aa_G317660.h1.t1
OG0000405	XP_020886617.1	Aa_G317670.h1.t1
OG0000407	XP_020870312.1, XP_002890652.1, XP_002880288.1	Aa_G734680.h1.t1, Aa_G249900.h1.t1, Aa_G493010.h1.t1
OG0000409	XP_020885420.1	Aa_G204960.h1.t1
OG0000412	XP_020877332.1	Aa_G158100.h1.t1
OG0000412	XP_002870545.1	Aa_G350120.h1.t1
OG0000412	XP_020891044.1	Aa_G201270.h1.t1
OG0000412	XP_020889182.1	Aa_G310220.h1.t1
OG0000413	XP_002882837.2	Aa_G668710.h1.t1, Aa_G546550.h1.t1, Aa_G546540.h1.t1, Aa_G546560.h1.t1, Aa_G535010.h1.t1
OG0000413	XP_002894496.1	Aa_G375510.h1.t1, Aa_G375500.h1.t1, Aa_G652550.h1.t1
OG0000414	XP_020865813.1	Aa_G162430.h1.t1
OG0000414	XP_020887850.1	Aa_G105570.h1.t1
OG0000414	XP_020875754.1	Aa_G482170.h1.t1
OG0000414	XP_020886757.1	Aa_G384910.h1.t1
OG0000415	XP_020883764.1	Aa_G372300.h1.t1, Aa_G438940.h1.t1
OG0000420	XP_020879290.1	Aa_G122230.h1.t1, Aa_G502240.h1.t1
OG0000421	XP_020879107.1	Aa_G586300.h1.t1
OG0000421	XP_002869603.1	Aa_G69750.h1.t1
OG0000421	XP_020871919.1, XP_020871160.1	Aa_G755840.h1.t1
OG0000423	XP_020885044.1, XP_020886197.1	Aa_G293380.h1.t1
OG0000424	XP_002864349.1	Aa_G123390.h1.t1
OG0000424	XP_002867518.1	Aa_G129640.h1.t1
OG0000424	XP_002883264.1	Aa_G133350.h1.t1
OG0000425	XP_020874116.1	Aa_G797910.h1.t1
OG0000426	XP_020885017.1, XP_020868375.1, XP_002883923.2	Aa_G495170.h1.t1
OG0000429	XP_002891987.1	Aa_G368590.h1.t1, Aa_G627590.h1.t1, Aa_G737250.h1.t1
OG0000429	XP_002891988.1, XP_002878218.1	Aa_G433100.h1.t1
OG0000429	XP_002878213.1	Aa_G526170.h1.t1, Aa_G368510.h1.t1, Aa_G368520.h1.t1, Aa_G526240.h1.t1, Aa_G368560.h1.t1, Aa_G368570.h1.t1, Aa_G368530.h1.t1, Aa_G368550.h1.t1
OG0000430	XP_002869850.1	Aa_G117430.h1.t1
OG0000430	XP_002874805.1	Aa_G320710.h1.t1, Aa_G320710.h3.t1, Aa_G320710.h2.t1
OG0000430	XP_020891025.1	Aa_G548750.h1.t1
OG0000431	XP_002885960.2	Aa_G219770.h1.t1
OG0000432	XP_020866653.1, XP_020869736.1	Aa_G139210.h1.t1
OG0000433	XP_020873782.1, XP_002869578.2, XP_020873778.1, XP_002869577.1	Aa_G310750.h1.t1, Aa_G299420.h1.t1
OG0000436	XP_020880865.1	Aa_G318830.h1.t1
OG0000436	XP_002864656.1	Aa_G33850.h1.t1
OG0000436	XP_002864657.2	Aa_G33860.h1.t1
OG0000437	XP_020871534.1, XP_020873821.1	Aa_G22060.h1.t1, Aa_G38530.h1.t1
OG0000437	XP_002886024.1	Aa_G726630.h1.t1
OG0000438	XP_020882264.1, XP_020882053.1, XP_020882473.1, XP_020881200.1, XP_020882093.1	Aa_G303170.h1.t1, Aa_G241010.h1.t1
OG0000440	XP_002863939.2, XP_002863940.1, XP_002863072.1, XP_020886976.1, XP_020874991.1	Aa_G287210.h1.t1, Aa_G217240.h1.t1
OG0000442	XP_020889161.1	Aa_G167720.h1.t1
OG0000442	XP_020874721.1	Aa_G495380.h1.t1
OG0000443	XP_002869276.1	Aa_G542010.h1.t1
OG0000443	XP_002878859.1	Aa_G494160.h1.t1
OG0000443	XP_002871465.1	Aa_G84570.h1.t1
OG0000443	XP_002874255.1	Aa_G70670.h1.t1
OG0000444	XP_002881172.1	Aa_G167480.h1.t1
OG0000444	XP_002876506.1	Aa_G340530.h1.t1, Aa_G686900.h1.t1
OG0000445	XP_002874145.1	Aa_G630820.h1.t1
OG0000445	XP_002880547.1	Aa_G273400.h1.t1, Aa_G554010.h1.t1, Aa_G106840.h1.t1
OG0000446	XP_020879288.1	Aa_G173830.h1.t1
OG0000446	XP_020879284.1, XP_020887474.1	Aa_G515610.h1.t1, Aa_G515580.h1.t1, Aa_G173840.h1.t1
OG0000447	XP_002876158.1, XP_020888327.1, XP_002879596.1	Aa_G307560.h1.t1, Aa_G313390.h2.t1, Aa_G313390.h1.t1
OG0000448	XP_020881240.1	Aa_G734010.h1.t1, Aa_G626840.h1.t1, Aa_G303250.h1.t1
OG0000448	XP_020881239.1	Aa_G303240.h1.t1
OG0000448	XP_020881129.1	Aa_G303210.h1.t1
OG0000449	XP_020880494.1, XP_020880524.1, XP_020880521.1	Aa_G449530.h1.t1, Aa_G175720.h1.t1, Aa_G175730.h1.t1, Aa_G175740.h1.t1
OG0000449	XP_020888699.1, XP_020887488.1	Aa_G517120.h1.t1, Aa_G111830.h1.t1, Aa_G111790.h1.t1, Aa_G46620.h1.t1, Aa_G111800.h1.t1, Aa_G111810.h1.t1
OG0000450	XP_020867472.1	Aa_G102660.h1.t1
OG0000450	XP_020873949.1, XP_020871028.1, XP_020874927.1, XP_020871029.1	Aa_G37870.h1.t1
OG0000451	XP_020890146.1, XP_020890731.1, XP_020891235.1, XP_002873785.1, XP_020869855.1	Aa_G204790.h1.t1, Aa_G316650.h1.t1, Aa_G12800.h1.t1, Aa_G15530.h1.t1, Aa_G15540.h4.t1, Aa_G15540.h1.t1, Aa_G15540.h2.t1, Aa_G15540.h3.t1, Aa_G15540.h5.t1, Aa_G441580.h1.t1, Aa_G146350.h1.t1, Aa_G206250.h1.t1, Aa_G176030.h1.t1, Aa_G897000.h1.t1, Aa_G1010670.h1.t1, Aa_G527160.h1.t1, Aa_G12780.h1.t1, Aa_G560430.h1.t1
OG0000452	XP_002886425.1, XP_020891488.1	Aa_G644850.h1.t1
OG0000452	XP_002886426.2	Aa_G433350.h1.t1, Aa_G433360.h1.t1
OG0000452	XP_020865880.1, XP_002887972.2	Aa_G8570.h1.t1, Aa_G8580.h1.t1
OG0000457	XP_002889509.1	Aa_G208690.h1.t1, Aa_G304940.h3.t1, Aa_G208690.h2.t1, Aa_G208690.h3.t1, Aa_G38790.h2.t1
OG0000457	XP_002881278.1	Aa_G304940.h2.t1, Aa_G38790.h1.t1, Aa_G304940.h1.t1
OG0000458	XP_002893548.1	Aa_G366260.h1.t1
OG0000458	XP_020869685.1, XP_002893547.1	Aa_G109570.h1.t1
OG0000459	XP_020875067.1	Aa_G245230.h1.t1
OG0000459	XP_020871265.1	Aa_G482930.h1.t1, Aa_G482900.h1.t1, Aa_G550790.h1.t1
OG0000460	XP_020886129.1	Aa_G463610.h1.t1
OG0000460	XP_002864463.1	Aa_G232850.h1.t1
OG0000463	XP_020868804.1	Aa_G455060.h1.t1
OG0000464	XP_002892092.1, XP_002892093.1	Aa_G211740.h1.t1, Aa_G105950.h1.t1, Aa_G105940.h1.t1, Aa_G105960.h1.t1
OG0000466	XP_020876487.1	Aa_G714130.h1.t1
OG0000468	XP_020884599.1	Aa_G454760.h1.t1
OG0000470	XP_002873596.2	Aa_G155250.h1.t1, Aa_G155240.h1.t1
OG0000471	XP_020874091.1, XP_020874090.1, XP_020874394.1	Aa_G754920.h1.t1, Aa_G654020.h1.t1, Aa_G653760.h1.t1
OG0000473	XP_020866566.1	Aa_G106340.h1.t1
OG0000473	XP_002892018.2	Aa_G106350.h1.t1
OG0000474	XP_020870451.1	Aa_G341240.h1.t1
OG0000474	XP_020886615.1	Aa_G359990.h1.t1
OG0000474	XP_002870188.2	Aa_G314840.h1.t1
OG0000475	XP_020875636.1, XP_020886805.1	Aa_G402960.h1.t1
OG0000475	XP_020871017.1, XP_020874716.1, XP_020880771.1	Aa_G65110.h1.t1
OG0000475	XP_020890091.1	Aa_G400820.h1.t1, Aa_G150010.h1.t1, Aa_G320050.h1.t1, Aa_G366720.h1.t1, Aa_G48980.h1.t1
OG0000476	XP_002874408.2, XP_002874407.2, XP_002872250.1	Aa_G309600.h1.t1
OG0000477	XP_002864799.1	Aa_G13650.h1.t1
OG0000477	XP_020879966.1	Aa_G146200.h1.t1
OG0000477	XP_020868927.1	Aa_G117750.h1.t1
OG0000478	XP_002883482.1, XP_002883015.1	Aa_G740410.h1.t1
OG0000478	XP_002887884.2	Aa_G710810.h1.t1
OG0000480	XP_002886566.1	Aa_G8600.h1.t1
OG0000481	XP_002888218.1	Aa_G202610.h1.t1
OG0000481	XP_020870476.1	Aa_G171300.h1.t1
OG0000483	XP_020877847.1, XP_020876157.1	Aa_G113000.h1.t1
OG0000484	XP_020869179.1	Aa_G156090.h1.t1
OG0000484	XP_002867356.1	Aa_G156120.h1.t1
OG0000484	XP_020875370.1, XP_020889704.1, XP_020865687.1	Aa_G156110.h1.t1, Aa_G156100.h1.t1
OG0000485	XP_002867713.1, XP_020873851.1	Aa_G494770.h1.t1
OG0000491	XP_002875893.1, XP_020880365.1	Aa_G390160.h1.t1
OG0000491	XP_002875894.1	Aa_G390170.h1.t1
OG0000492	XP_002877995.1	Aa_G331300.h1.t1
OG0000492	XP_020884576.1	Aa_G216900.h1.t1
OG0000495	XP_020881774.1	Aa_G887410.h1.t1
OG0000495	XP_020889600.1	Aa_G1090420.h1.t1
OG0000496	XP_020879671.1	Aa_G563850.h1.t1
OG0000497	XP_002888890.1	Aa_G187340.h1.t1
OG0000497	XP_002884997.1	Aa_G472320.h1.t1
OG0000497	XP_002891805.1	Aa_G184620.h1.t1
OG0000499	XP_020888107.1	Aa_G242890.h1.t1
OG0000499	XP_002893426.1, XP_020886192.1	Aa_G242910.h1.t1, Aa_G242920.h1.t1
OG0000500	XP_002888576.1	Aa_G1117480.h1.t1
OG0000501	XP_020876295.1	Aa_G129040.h1.t1
OG0000501	XP_020877248.1	Aa_G129060.h1.t1, Aa_G129050.h1.t1
OG0000502	XP_002868730.1	Aa_G245630.h1.t1
OG0000506	XP_002864574.1	Aa_G93710.h1.t1, Aa_G244360.h1.t1, Aa_G471910.h1.t1
OG0000509	XP_020872643.1	Aa_G724500.h1.t1, Aa_G724850.h1.t1
OG0000509	XP_020873980.1, XP_020873979.1	Aa_G49310.h1.t1, Aa_G96340.h1.t1
OG0000510	XP_020874381.1	Aa_G853130.h1.t1, Aa_G568790.h1.t1
OG0000510	XP_002868665.1	Aa_G119970.h1.t1, Aa_G119960.h1.t1
OG0000511	XP_020890810.1	Aa_G88220.h1.t1
