Orthogroup	Arabidopsis_lyrata_NCBI	Capsella_rubella
OG0000167	XP_020888465.1, XP_020886358.1	XP_006299157.1
OG0000167	XP_020886753.1	XP_023642627.1
OG0000167	XP_020886949.1	XP_023642656.1
OG0000167	XP_020886948.1	XP_006299826.1
OG0000169	XP_020888594.1	XP_006293234.2, XP_023638052.1, XP_023641929.1
OG0000169	XP_002877168.1	XP_023642400.1
OG0000169	XP_020868436.1, XP_002894040.2	XP_023644508.1, XP_023644509.1
OG0000170	XP_002882022.1	XP_023640533.1
OG0000170	XP_020882337.1	XP_006293280.2
OG0000170	XP_002878356.2	XP_006292819.2
OG0000170	XP_002882021.1	XP_023640714.1
OG0000170	XP_002882020.2	XP_023639945.1
OG0000171	XP_002865968.1	XP_006281266.1
OG0000171	XP_020874812.1	XP_006284706.1
OG0000171	XP_020888018.1	XP_006298751.1
OG0000171	XP_020891046.1	XP_006281239.2
OG0000171	XP_020888570.1	XP_006298742.1
OG0000171	XP_002867477.1	XP_006284700.1
OG0000172	XP_020881656.1, XP_020876232.1	XP_023634595.1, XP_023634294.1, XP_023639036.1, XP_023637511.1
OG0000173	XP_002868919.2	XP_006282189.2
OG0000173	XP_002868934.1	XP_006284898.2, XP_023644326.1
OG0000173	XP_020886346.1	XP_023641380.1
OG0000173	XP_002866926.1	XP_023634627.1, XP_006289268.1
OG0000173	XP_020872385.1	XP_023637961.1
OG0000175	XP_002892585.1	XP_006305640.2
OG0000175	XP_002871626.1	XP_023635842.1
OG0000175	XP_020865876.1	XP_006296139.2, XP_006295602.1
OG0000176	XP_020883479.1	XP_006293700.1, XP_006293701.1, XP_023639559.1
OG0000176	XP_020882656.1	XP_006295969.1
OG0000176	XP_020888110.1	XP_006299638.1
OG0000176	XP_020889939.1	XP_023644310.1
OG0000176	XP_020891687.1	XP_023643800.1
OG0000177	XP_020869364.1, XP_002890432.1	XP_006303914.1
OG0000178	XP_002874799.1	XP_006289433.1
OG0000178	XP_002872696.1	XP_006286464.1
OG0000178	XP_020877648.1	XP_006286371.1
OG0000178	XP_020877653.1	XP_006289092.1, XP_006289348.1, XP_023635846.1, XP_006287233.1
OG0000178	XP_002872697.1	XP_023635847.1, XP_006289234.1, XP_006286467.1
OG0000178	XP_002893865.1	XP_006286468.1
OG0000179	XP_020889719.1	XP_006300602.2
OG0000179	XP_002886692.2	XP_023643817.1
OG0000179	XP_020890288.1	XP_006300788.1
OG0000179	XP_020890287.1	XP_006300836.2
OG0000183	XP_002888498.1	XP_006302967.1
OG0000183	XP_002879909.1, XP_002878109.1	XP_023641020.1
OG0000183	XP_002879035.1	XP_006294957.1
OG0000183	XP_020880310.1	XP_023639142.1
OG0000184	XP_020885996.1	XP_023642625.1
OG0000184	XP_020886142.1	XP_023641851.1
OG0000184	XP_002885573.2	XP_006299497.1, XP_023632990.1, XP_023642677.1, XP_006299827.1
OG0000185	XP_020886010.1	XP_023641274.1, XP_006298152.1
OG0000185	XP_002862875.1	XP_023640416.1
OG0000185	XP_020871016.1, XP_020867770.1	XP_006305431.1
OG0000185	XP_002890779.1	XP_023645963.1
OG0000186	XP_020882021.1	XP_006292443.2
OG0000186	XP_020891309.1	XP_006279057.2, XP_023643827.1, XP_023643232.1
OG0000186	XP_020882765.1	XP_006303240.1, XP_006293848.1
OG0000186	XP_020891314.1	XP_023632799.1
OG0000187	XP_020882989.1, XP_002878566.1	XP_006296499.1
OG0000187	XP_020869806.1	XP_006304517.1
OG0000187	XP_020883121.1	XP_023640855.1, XP_006295478.1
OG0000187	XP_020884986.1, XP_020885024.1, XP_020885006.1	XP_023640926.1
OG0000187	XP_020885032.1, XP_002879220.1	XP_023644474.1, XP_006295737.1
OG0000188	XP_020879451.1, XP_020879478.1, XP_002873533.1	XP_006289243.1, XP_006289137.1, XP_006286705.1
OG0000188	XP_020885974.1	XP_006299314.2
OG0000189	XP_002876081.1	XP_006293293.1
OG0000189	XP_020873047.1	XP_023633909.1
OG0000189	XP_020885855.1	XP_006296623.1
OG0000189	XP_002869113.1	XP_006282726.1
OG0000189	XP_002887616.1	XP_006302850.1
OG0000189	XP_020870471.1	XP_006305647.1
OG0000192	XP_020867729.1	XP_006306407.1
OG0000193	XP_020887386.1	XP_006299089.1, XP_006300124.1, XP_006299335.1
OG0000193	XP_002885153.1	XP_023642703.1
OG0000193	XP_002891353.1	XP_006304962.1
OG0000193	XP_020866445.1, XP_020869780.1, XP_020869845.1	XP_023633071.1
OG0000195	XP_020874961.1	XP_006285706.1, XP_006284967.1
OG0000195	XP_020877989.1	XP_006287222.1
OG0000195	XP_020884059.1	XP_006281429.1
OG0000196	XP_002870666.2, XP_002870667.2	XP_023634402.1
OG0000197	XP_020872595.1	XP_023635153.1, XP_023644224.1
OG0000197	XP_020872600.1, XP_020872360.1	XP_006282799.2
OG0000197	XP_020872593.1	XP_006285566.1
OG0000197	XP_020872359.1	XP_023634326.1
OG0000197	XP_002869981.2	XP_023633844.1
OG0000198	XP_002875203.1, XP_002875076.1	XP_006291995.1
OG0000198	XP_002890920.1	XP_023632818.1
OG0000198	XP_002892838.1, XP_020869981.1	XP_006305966.2
OG0000198	XP_020869449.1	XP_006306087.1
OG0000198	XP_020882067.1	XP_006291997.1, XP_023638678.1, XP_006291999.1, XP_023638990.1
OG0000199	XP_002891651.2	XP_006304151.2
OG0000199	XP_002891717.1	XP_006303339.1, XP_006304149.1
OG0000199	XP_020874321.1	XP_006293511.1
OG0000199	XP_020877798.1, XP_002871796.1	XP_006280936.1
OG0000200	XP_020870343.1	XP_006305980.1
OG0000200	XP_020870363.1	XP_006305145.1
OG0000200	XP_020870362.1	XP_006305143.1
OG0000200	XP_020870365.1	XP_006303722.1
OG0000202	XP_020876211.1, XP_020889753.1, XP_020877177.1, XP_020876186.1	XP_006289797.1, XP_006287235.1
OG0000202	XP_020877218.1	XP_023636924.1
OG0000202	XP_020891504.1	XP_006301794.1
OG0000203	XP_002878203.1, XP_020880570.1	XP_006292197.1
OG0000203	XP_020880616.1	XP_006293093.1
OG0000203	XP_020880586.1	XP_006292664.2
OG0000203	XP_020880584.1	XP_023638587.1
OG0000208	XP_002880818.2	XP_023644532.1
OG0000208	XP_020884699.1, XP_020891254.1, XP_020866261.1, XP_020887718.1, XP_002872341.2, XP_020866138.1, XP_020877109.1, XP_020877113.1, XP_020871234.1, XP_020866267.1, XP_020876154.1	XP_023632621.1
OG0000209	XP_002871416.1	XP_006287874.1, XP_006296766.1
OG0000210	XP_020884580.1	XP_006294103.1
OG0000210	XP_020891301.1	XP_006302230.1
OG0000210	XP_020881913.1	XP_006293088.1
OG0000210	XP_020879924.1	XP_006292318.1
OG0000214	XP_020881772.1	XP_023641965.1, XP_023638865.1, XP_023639573.1, XP_023641361.1, XP_023644322.1
OG0000214	XP_020878601.1	XP_023634331.1
OG0000214	XP_020868240.1, XP_020881499.1	XP_023638976.1
OG0000215	XP_020866215.1, XP_020884668.1	XP_006296786.1
OG0000216	XP_020877703.1	XP_023636119.1, XP_023635737.1
OG0000216	XP_002872655.2	XP_023637283.1
OG0000216	XP_002874641.2	XP_023635820.1
OG0000216	XP_020865893.1	XP_006302421.1
OG0000216	XP_002876368.2	XP_006292358.1
OG0000218	XP_020877744.1, XP_020872551.1, XP_020882165.1, XP_020881105.1	XP_023643610.1, XP_023642575.1, XP_023632899.1, XP_023637419.1
OG0000219	XP_020873172.1, XP_020873179.1	XP_023634346.1
OG0000219	XP_020880783.1	XP_023638924.1
OG0000219	XP_020874450.1	XP_006283424.1
OG0000219	XP_020874171.1	XP_023635498.1
OG0000221	XP_020879909.1	XP_023644448.1
OG0000225	XP_002889207.2, XP_020891546.1, XP_020885070.1, XP_020891565.1, XP_020889907.1, XP_020891568.1, XP_020891517.1	XP_006303104.2, XP_023643999.1, XP_006279053.2, XP_006301337.1, XP_006300995.1, XP_006301845.1
OG0000225	XP_020874829.1	XP_023633659.1
OG0000225	XP_020890452.1	XP_006300476.1
OG0000226	XP_020866652.1, XP_020885838.1	XP_006285264.2
OG0000226	XP_020877252.1	XP_023635990.1
OG0000226	XP_020865845.1	XP_023643531.1
OG0000227	XP_020886550.1	XP_006296962.1
OG0000227	XP_020888212.1	XP_006296942.1
OG0000227	XP_020877841.1	XP_006286443.2
OG0000227	XP_020888649.1	XP_006296914.1
OG0000229	XP_020884846.1, XP_002878902.1, XP_020884852.1	XP_006289451.2, XP_023644307.1, XP_006282853.2, XP_006286342.2
OG0000229	XP_020866248.1, XP_002875577.1	XP_006279442.1, XP_006304782.2
OG0000230	XP_020880546.1, XP_020880539.1	XP_006292365.1
OG0000230	XP_020874865.1	XP_023634418.1
OG0000230	XP_020872200.1	XP_006283699.2
OG0000230	XP_020874862.1, XP_020872443.1, XP_020874863.1, XP_020875150.1	XP_006285558.1, XP_006285901.1, XP_023635365.1, XP_006285033.2, XP_006285578.1, XP_006286115.1
OG0000230	XP_020880531.1	XP_006290346.1
OG0000233	XP_002873316.1	XP_006290020.1
OG0000233	XP_020876208.1	XP_006286767.1
OG0000233	XP_020877613.1	XP_006289542.2
OG0000233	XP_020876205.1	XP_006289289.1
OG0000234	XP_020879259.1	XP_023635762.1
OG0000234	XP_020876636.1	XP_023636750.1
OG0000234	XP_002891659.1	XP_006305075.2
OG0000235	XP_020877394.1	XP_006288153.2, XP_006288152.1
OG0000235	XP_002891517.1	XP_006305118.1, XP_023644533.1
OG0000235	XP_020865723.1, XP_020877183.1	XP_006288183.1, XP_023636873.1
OG0000235	XP_002870599.2	XP_006284259.1, XP_023634339.1
OG0000235	XP_002878138.2	XP_023639113.1
OG0000236	XP_020865699.1	XP_023642610.1
OG0000237	XP_002885438.2	XP_006297875.1
OG0000238	XP_020872592.1, XP_002888798.1	XP_023644384.1
OG0000238	XP_020891767.1	XP_006301425.2, XP_006300911.1
OG0000238	XP_002888800.1	XP_006301818.1
OG0000238	XP_002872296.1	XP_006289231.1
OG0000238	XP_020891768.1	XP_006302942.1
OG0000241	XP_020873759.1	XP_006284545.1
OG0000241	XP_002867821.1	XP_006279099.1, XP_023635292.1, XP_006279100.1, XP_006285919.1, XP_006279101.1
OG0000241	XP_002872712.1	XP_006289300.1
OG0000241	XP_020876627.1	XP_006289916.1
OG0000241	XP_020876628.1	XP_006289616.1
OG0000241	XP_002872711.1	XP_006289215.1
OG0000242	XP_020879188.1	XP_006279117.1, XP_006286819.1, XP_006286567.1
OG0000243	XP_020867502.1	XP_006304293.1
OG0000243	XP_020867503.1, XP_020867501.1	XP_023632576.1, XP_006305710.2, XP_006304552.1
OG0000244	XP_002872741.1	XP_006286805.1
OG0000244	XP_020876452.1, XP_020877213.1, XP_020876461.1, XP_020876462.1	XP_023636139.1, XP_006286807.1
OG0000244	XP_020876466.1	XP_006289480.2
OG0000245	XP_020882908.1	XP_023637477.1, XP_023641896.1
OG0000246	XP_002877904.2	XP_023639020.1
OG0000246	XP_002881469.1	XP_006294087.1, XP_006294083.1
OG0000246	XP_020884151.1	XP_006296366.1
OG0000246	XP_002881468.1	XP_006294067.1
OG0000247	XP_002868770.2, XP_002867509.1	XP_006285568.2
OG0000247	XP_020871709.1, XP_002877687.1	XP_006279047.1
OG0000247	XP_002883538.1, XP_002883579.1, XP_020887089.1	XP_006300085.1
OG0000248	XP_020881593.1	XP_006301801.2
OG0000248	XP_002887278.1, XP_020865738.1	XP_006301741.2
OG0000248	XP_020872989.1	XP_006284516.1
OG0000248	XP_002887265.1	XP_023644302.1
OG0000250	XP_020883375.1	XP_006287868.2
OG0000250	XP_002870459.1	XP_006285847.2
OG0000250	XP_020876444.1	XP_006299908.2
OG0000251	XP_002876961.1, XP_002876962.1, XP_002876963.1	XP_006290957.1, XP_006290955.1
OG0000251	XP_002876964.1	XP_006290953.1
OG0000251	XP_020882087.1	XP_006290954.1, XP_006292275.1
OG0000251	XP_002866197.1	XP_006282010.1
OG0000251	XP_020881297.1	XP_006290948.1
OG0000251	XP_002876960.2	XP_006292423.1
OG0000252	XP_002887975.1, XP_002887974.1	XP_006301004.1
OG0000252	XP_002887689.1	XP_006302386.1
OG0000252	XP_020891652.1	XP_006301754.1
OG0000253	XP_002873055.1	XP_006290203.1
OG0000253	XP_002884912.1	XP_006297173.1
OG0000253	XP_002884737.1	XP_006297174.1
OG0000253	XP_002873056.1	XP_006287234.1
OG0000254	XP_020874808.1	XP_006284821.1
OG0000254	XP_020872405.1	XP_006284819.1
OG0000254	XP_002870218.1	XP_006284817.1, XP_006286199.1
OG0000256	XP_020886707.1, XP_020886709.1	XP_006299501.1
OG0000256	XP_020886708.1	XP_006299345.2
OG0000256	XP_020886222.1	XP_023641895.1
OG0000257	XP_002870484.1	XP_006303076.1, XP_006303070.1, XP_006300924.1, XP_006303073.1, XP_006284865.1
OG0000257	XP_020891373.1	XP_006301262.1
OG0000259	XP_020866820.1	XP_023643302.1
OG0000260	XP_002869292.1	XP_023635375.1
OG0000260	XP_020872429.1	XP_006283573.1
OG0000260	XP_020873005.1	XP_006285226.1
OG0000260	XP_020881315.1, XP_002862576.1	XP_006280314.1, XP_023633561.1
OG0000260	XP_002894061.1, XP_002894062.1	XP_006306153.1
OG0000262	XP_002874589.2	XP_006301980.1
OG0000263	XP_020887788.1	XP_023633691.1
OG0000265	XP_020883108.1, XP_020872622.1, XP_020877172.1, XP_020886446.1, XP_020876112.1, XP_020868906.1, XP_020870118.1, XP_020874153.1, XP_020886556.1, XP_020885910.1	XP_023634027.1, XP_023644471.1, XP_023638862.1, XP_023643543.1, XP_023636086.1, XP_023638866.1
OG0000266	XP_020871560.1, XP_020884921.1	XP_006281608.2, XP_023643674.1
OG0000266	XP_020884976.1	XP_023633225.1, XP_006281791.2
OG0000266	XP_020865980.1	XP_006279750.2
OG0000266	XP_002865985.2, XP_020867313.1	XP_023633396.1
OG0000267	XP_020877498.1, XP_020872630.1, XP_020875735.1, XP_020885869.1, XP_020872318.1, XP_020872991.1	XP_023636243.1
OG0000269	XP_002864649.1	XP_006281238.1
OG0000269	XP_020881938.1, XP_002877465.1	XP_006291980.1
OG0000269	XP_002888167.1	XP_023642855.1
OG0000269	XP_020883555.1	XP_006295138.1
OG0000270	XP_002885208.2	XP_023641165.1
OG0000273	XP_020871340.1, XP_020878716.1, XP_020871336.1	XP_023633397.1
OG0000275	XP_002866883.1	XP_023633707.1
OG0000275	XP_020872234.1	XP_006285590.2, XP_023639572.1
OG0000275	XP_002872307.1, XP_020879009.1, XP_020879174.1	XP_023635808.1
OG0000275	XP_020872235.1	XP_023635206.1
OG0000276	XP_020866182.1, XP_020882566.1, XP_020882254.1, XP_020889362.1, XP_020886112.1	XP_023635220.1
OG0000277	XP_002866823.1	XP_006284579.2
OG0000277	XP_020867393.1	XP_023644770.1, XP_006302919.1
OG0000278	XP_020875511.1	XP_006285871.1
OG0000278	XP_002870549.2	XP_023634323.1
OG0000278	XP_002870533.1	XP_006282573.1
OG0000278	XP_002870532.1	XP_006286231.1
OG0000278	XP_020875510.1	XP_006282490.1
OG0000279	XP_020885653.1	XP_006294221.1
OG0000279	XP_020880341.1	XP_006282370.1
OG0000282	XP_020873572.1, XP_020873565.1	XP_006285218.1, XP_006286276.1
OG0000282	XP_002869836.1	XP_006285624.1
OG0000282	XP_020873496.1	XP_006285202.1
OG0000283	XP_020891714.1	XP_023633819.1
OG0000283	XP_020875272.1	XP_023644223.1
OG0000284	XP_020879047.1	XP_023635719.1
OG0000284	XP_020875872.1, XP_020884755.1, XP_020890746.1, XP_020887760.1, XP_020890788.1, XP_020865743.1, XP_020870361.1, XP_020870665.1, XP_020881798.1, XP_020872647.1, XP_020871484.1, XP_020869117.1	XP_006285151.2
OG0000284	XP_020881832.1	XP_006300357.2, XP_006285328.2, XP_023644243.1
OG0000285	XP_002867852.2	XP_023634855.1
OG0000285	XP_020873335.1, XP_020881884.1, XP_020873355.1	XP_006289794.2
OG0000285	XP_020873274.1	XP_006286160.1
OG0000285	XP_002886975.2, XP_020889997.1	XP_023643783.1
OG0000286	XP_002863596.2	XP_023637684.1, XP_023637652.1
OG0000286	XP_020868786.1	XP_023633084.1
OG0000289	XP_020886439.1, XP_020889388.1, XP_020887166.1, XP_020886437.1	XP_006297139.1, XP_006279144.2, XP_023642640.1
OG0000290	XP_020866701.1	XP_023636837.1
OG0000290	XP_020890824.1	XP_006300968.1
OG0000290	XP_020890819.1	XP_023644381.1
OG0000290	XP_020890820.1	XP_023642945.1
OG0000290	XP_020874287.1	XP_023633824.1
OG0000290	XP_020874288.1	XP_023633370.1, XP_023633580.1, XP_023634330.1, XP_023634335.1
OG0000290	XP_020874285.1	XP_006283196.1
OG0000291	XP_002883696.1, XP_020886867.1, XP_002883695.1	XP_023642219.1
OG0000291	XP_002883688.1	XP_006298886.1, XP_006298873.2
OG0000291	XP_020888721.1, XP_020888706.1	XP_006298874.2
OG0000292	XP_020890626.1	XP_023637503.1
OG0000294	XP_020876591.1	XP_023637593.1
OG0000294	XP_020879520.1	XP_023637726.1
OG0000295	XP_020866817.1, XP_020866818.1	XP_023644521.1
OG0000295	XP_020868018.1	XP_023644982.1
OG0000296	XP_020874639.1	XP_006280067.1
OG0000296	XP_002864614.1	XP_006280069.1
OG0000296	XP_020871535.1	XP_023640928.1
OG0000296	XP_020871085.1, XP_020871516.1, XP_020871467.1, XP_020871600.1, XP_020871468.1, XP_020871433.1, XP_020870866.1	XP_023642636.1
OG0000296	XP_020879394.1	XP_023640932.1
OG0000298	XP_002891052.1	XP_006299019.1
OG0000298	XP_020866089.1	XP_006304949.1
OG0000298	XP_020866347.1	XP_006307391.1
OG0000298	XP_002880782.1	XP_006300098.1
OG0000300	XP_020866446.1	XP_006304938.1
OG0000300	XP_020872734.1, XP_002877052.1	XP_006292785.1
OG0000301	XP_020884774.1	XP_023640002.1, XP_006296449.1, XP_006292850.2, XP_006293050.1
OG0000304	XP_002878839.1, XP_020883542.1, XP_020885530.1	XP_006295453.1, XP_006295599.1, XP_006295455.1
OG0000304	XP_002863900.1, XP_002865643.1	XP_006281060.1
OG0000304	XP_002885797.1	XP_023642516.1
OG0000304	XP_002881723.1	XP_006294980.1
OG0000305	XP_002890206.2	XP_023632628.1
OG0000305	XP_020885575.1, XP_020884760.1, XP_002874576.1	XP_006295765.1, XP_006301907.1
OG0000306	XP_020873122.1	XP_006283372.1
OG0000307	XP_020889281.1	XP_006300047.2
OG0000307	XP_002894303.2, XP_002894304.2	XP_006303691.1
OG0000307	XP_002891555.1	XP_006305982.2
OG0000307	XP_020865716.1, XP_020870689.1, XP_002892495.2	XP_006301076.1
OG0000308	XP_020871984.1, XP_002865428.1, XP_020873300.1	XP_006282074.1, XP_006282173.1
OG0000309	XP_020870839.1, XP_002864684.1, XP_002889674.1, XP_020870838.1	XP_006307728.2, XP_006280459.1
OG0000313	XP_020872088.1	XP_006301636.2
OG0000313	XP_002879281.2	XP_006294443.1
OG0000313	XP_020872037.1	XP_023635806.1
OG0000313	XP_020875256.1, XP_020875262.1	XP_023634578.1
OG0000313	XP_020887580.1	XP_023633408.1
OG0000313	XP_020882955.1, XP_002879861.1	XP_023640666.1
OG0000315	XP_020868525.1, XP_002891073.1	XP_023643290.1
OG0000315	XP_002878305.1	XP_006292413.2, XP_006292967.1, XP_006292295.1, XP_006290418.1, XP_023639208.1
OG0000316	XP_020886572.1	XP_006299550.1
OG0000316	XP_020886571.1	XP_006297414.1
OG0000318	XP_020886043.1, XP_020888758.1	XP_006297043.2
OG0000318	XP_020890540.1	XP_006301027.2, XP_006300756.1
OG0000318	XP_020866123.1	XP_006304551.1
OG0000320	XP_020875403.1	XP_023639625.1
OG0000321	XP_020866713.1	XP_006279139.1
OG0000321	XP_020877543.1, XP_020877291.1	XP_006286795.1
OG0000321	XP_002886753.1	XP_006301274.1
OG0000322	XP_002862832.1	XP_023637248.1, XP_006292952.1
OG0000323	XP_020873004.1	XP_023635159.1, XP_006282439.1
OG0000325	XP_002892239.1	XP_006304190.1
OG0000325	XP_020883979.1	XP_006294968.1
OG0000325	XP_002889523.1	XP_006306317.1
OG0000326	XP_020875051.1	XP_006285867.1
OG0000326	XP_020875199.1	XP_023635329.1
OG0000327	XP_002867931.1	XP_006284761.1, XP_006284760.1
OG0000328	XP_020886039.1	XP_023642081.1
OG0000328	XP_020886036.1	XP_023641339.1
OG0000328	XP_020871918.1	XP_023642101.1
OG0000328	XP_020886261.1, XP_020871911.1	XP_023642461.1
OG0000329	XP_002870810.1, XP_002870811.1, XP_002870812.1	XP_006285306.1, XP_006284934.2
OG0000329	XP_002870813.1	XP_006285960.2
OG0000330	XP_002887460.1	XP_006302398.1
OG0000330	XP_002887463.1	XP_006294435.1, XP_006296416.1, XP_006296260.2, XP_006294473.1, XP_023643022.1
OG0000330	XP_002887457.1	XP_006300480.1
OG0000330	XP_002890238.1	XP_006305103.1
OG0000331	XP_020877038.1	XP_006287904.1
OG0000331	XP_020867795.1	XP_006305011.1
OG0000331	XP_020889164.1	XP_006297742.2
OG0000331	XP_002881476.1	XP_006294372.1
OG0000332	XP_020890048.1, XP_020890047.1	XP_023643047.1
OG0000332	XP_020890049.1, XP_020890052.1	XP_023644075.1
OG0000332	XP_002886541.2	XP_006300306.1
OG0000332	XP_020890039.1, XP_020890057.1	XP_023642947.1
OG0000335	XP_020879727.1	XP_006291046.1, XP_023637070.1
OG0000335	XP_020882480.1	XP_006291184.2
OG0000336	XP_002886727.1, XP_020870323.1	XP_006302924.1, XP_006302921.1
OG0000336	XP_002892517.1	XP_006304268.1, XP_006304242.2
OG0000339	XP_002881129.1	XP_006294061.1, XP_006295640.1, XP_006294064.1
OG0000339	XP_002881131.2	XP_006294021.2
OG0000339	XP_002874234.1	XP_006289208.1
OG0000339	XP_020877153.1	XP_006285657.1
OG0000341	XP_002894125.1	XP_006304613.1, XP_006307122.1
OG0000341	XP_020866874.1	XP_006304877.1
OG0000342	XP_020884394.1	XP_006295871.2
OG0000342	XP_002883067.1	XP_006297727.2
OG0000342	XP_020889157.1	XP_006297867.2
OG0000344	XP_002889905.1	XP_006279039.2
OG0000344	XP_020867242.1	XP_006305093.1
OG0000345	XP_020877760.1	XP_006289613.1
OG0000345	XP_020868529.1, XP_002865409.1	XP_006281260.2
OG0000345	XP_002873405.1	XP_006289891.1
OG0000345	XP_002892204.1	XP_006303184.2, XP_006288844.1
OG0000346	XP_002876198.1	XP_006292361.1, XP_006292171.1
OG0000346	XP_002876199.1	XP_023638827.1
OG0000347	XP_020885426.1	XP_006294736.1
OG0000347	XP_020881574.1	XP_023639059.1
OG0000347	XP_020873658.1	XP_006284249.1
OG0000347	XP_020869191.1	XP_006304071.1
OG0000347	XP_002872953.1	XP_006288376.1
OG0000348	XP_002877094.1, XP_002877095.1	XP_006293162.2, XP_023637783.1, XP_023638074.1
OG0000349	XP_020871259.1	XP_023633454.1
OG0000349	XP_020871260.1	XP_023638620.1
OG0000350	XP_020889498.1, XP_002883330.1, XP_002883331.1	XP_006299133.1, XP_006298980.1
OG0000350	XP_020886120.1	XP_006299855.1
OG0000351	XP_020889440.1, XP_020887803.1	XP_006299246.2
OG0000351	XP_020886138.1	XP_006296244.1
OG0000355	XP_002864686.1	XP_006282294.1
OG0000356	XP_020885762.1, XP_020885757.1	XP_023639411.1, XP_023639413.1
OG0000356	XP_002880608.1	XP_023640295.1
OG0000356	XP_020885753.1	XP_023639406.1
OG0000357	XP_002893588.2, XP_002890838.2	XP_006305913.1, XP_006305533.1, XP_006304391.1
OG0000357	XP_020883007.1	XP_006295385.1
OG0000357	XP_002879498.1	XP_006293384.1
OG0000358	XP_020866073.1	XP_023633697.1
OG0000358	XP_020869402.1	XP_006306140.2
OG0000358	XP_002891641.1, XP_002891287.1, XP_020866074.1	XP_006303728.1, XP_023643844.1
OG0000359	XP_020866009.1	XP_023635692.1
OG0000359	XP_020875469.1	XP_006284880.1
OG0000359	XP_002869553.1	XP_023635068.1, XP_023635366.1
OG0000363	XP_002875500.1	XP_023639078.1, XP_023638428.1, XP_006291047.1, XP_023638451.1
OG0000363	XP_020867799.1	XP_023645495.1
OG0000364	XP_020886529.1	XP_006300905.2, XP_023634679.1
