Orthogroup	Arabidopsis_lyrata_NCBI	Cardamine_glauca
OG0000257	XP_002887614.1	Cg008G2969000
OG0000257	XP_020871178.1	Cg007G2529400
OG0000259	XP_020887741.1, XP_002883112.2	Cg004G1246900
OG0000269	XP_002864649.1	Cg003G0987700
OG0000269	XP_020881938.1, XP_002877465.1	Cg002G0567300
OG0000269	XP_002888167.1	Cg007G2309100
OG0000269	XP_020883555.1	Cg005G1638700
OG0000275	XP_002866883.1	Cg003G1065200
OG0000275	XP_002886688.1, XP_002872307.1, XP_020879009.1, XP_020879174.1	Cg008G2833500
OG0000276	XP_020887762.1, XP_020881628.1, XP_020878929.1, XP_020879276.1, XP_020876981.1, XP_020890967.1	Cg005G1682300
OG0000276	XP_020884761.1, XP_020873738.1, XP_020888557.1	Cg002G0614200
OG0000277	XP_020867393.1	Cg006G2066500
OG0000278	XP_020875511.1	Cg001G0332400
OG0000278	XP_002870549.2	Cg001G0336600
OG0000278	XP_002870533.1, XP_002870532.1	Cg001G0333000, Cg001G0333100, Cg001G0332700
OG0000278	XP_020875512.1, XP_020873117.1, XP_020875510.1	Cg001G0332500, Cg001G0337400
OG0000279	XP_020880901.1, XP_020870359.1, XP_002865312.2, XP_020879319.1, XP_002865311.2	Cg003G0839100, Cg008G2952700, Cg008G2952600, Cg008G2952800, Cg008G2950400, Cg008G2950200, Cg008G2950100
OG0000282	XP_020873572.1, XP_020873565.1	Cg001G0182000
OG0000283	XP_020891714.1	Cg007G2481000, Cg004G1350900
OG0000284	XP_020875872.1, XP_020884755.1, XP_020890746.1, XP_020887760.1, XP_020890788.1, XP_020865743.1	Cg005G1669400, Cg004G1304800, Cg003G0797700, Cg002G0455700
OG0000284	XP_020870361.1, XP_020870665.1, XP_020881798.1, XP_020872647.1, XP_020871484.1, XP_020869117.1	Cg004G1433800, Cg002G0598700, Cg001G0028400, Cg006G1870000, Cg003G0941700, Cg001G0282200, Cg001G0383900, Cg006G1945100, Cg008G2850200
OG0000284	XP_020881832.1	Cg005G1660200
OG0000285	XP_002867852.2	Cg001G0190700
OG0000285	XP_020873335.1, XP_020881884.1, XP_020873355.1	Cg003G0706200, Cg014G3049300, Cg003G0711400, Cg014G3044400
OG0000285	XP_020873274.1	Cg001G0130400
OG0000286	XP_002863596.2	Cg008G2943000
OG0000286	XP_002867613.2	Cg006G1979100
OG0000289	XP_020872389.1	Cg005G1600000
OG0000289	XP_020885124.1	Cg013G3025500, Cg036G3082600
OG0000290	XP_020890821.1	Cg007G2262300
OG0000290	XP_020874287.1	Cg001G0390300
OG0000291	XP_002883696.1, XP_020886867.1, XP_002883695.1	Cg004G1343300, Cg004G1337600
OG0000291	XP_002883688.1	Cg004G1343900, Cg004G1343800, Cg004G1343500
OG0000294	XP_020879531.1, XP_020876591.1, XP_020869571.1	Cg008G2721100
OG0000294	XP_020879520.1	Cg008G2713400
OG0000295	XP_020866817.1, XP_020866818.1	Cg006G1876600
OG0000295	XP_020870970.1	Cg006G1996000
OG0000296	XP_020874639.1, XP_002864614.1	Cg008G2982100, Cg003G0982000, Cg003G0887600
OG0000296	XP_020871535.1, XP_020871085.1, XP_020871516.1, XP_020871467.1, XP_020871600.1, XP_020871468.1, XP_020871433.1, XP_020870866.1, XP_020879394.1	Cg003G0978500
OG0000296	XP_020869658.1	Cg003G0978400
OG0000298	XP_002885936.1, XP_002891052.1, XP_020866089.1, XP_020866347.1	Cg006G1934800, Cg006G1935200
OG0000298	XP_002891050.1	Cg006G1935400
OG0000300	XP_020890816.1	Cg003G0899400
OG0000301	XP_020884774.1	Cg005G1482700
OG0000304	XP_020877194.1	Cg003G0745900
OG0000305	XP_002890206.2	Cg006G2092900
OG0000305	XP_002893940.1, XP_020885575.1, XP_020884760.1, XP_002874576.1	Cg005G1528100
OG0000307	XP_020889281.1	Cg004G1326000, Cg004G1326100
OG0000312	XP_020877328.1, XP_020890954.1, XP_020880748.1	Cg001G0335800, Cg006G1899900
OG0000314	XP_020879586.1	Cg002G0641200, Cg006G1940900
OG0000314	XP_020889577.1	Cg008G2865300, Cg005G1640900, Cg002G0646700, Cg005G1640800
OG0000315	XP_020868525.1, XP_002891073.1	Cg004G1324900, Cg004G1325300
OG0000318	XP_020890540.1	Cg007G2467300
OG0000318	XP_002885626.2	Cg006G2217500
OG0000320	XP_020875403.1	Cg004G1332200
OG0000321	XP_020866713.1	Cg004G1262800, Cg006G1832400
OG0000321	XP_002886753.1	Cg007G2375700
OG0000322	XP_020871126.1, XP_020871462.1, XP_020865960.1	Cg003G0970300
OG0000323	XP_020865749.1	Cg007G2498700
OG0000325	XP_002892239.1	Cg006G2219100
OG0000325	XP_002889523.1	Cg006G2219000
OG0000327	XP_002867931.1	Cg001G0204800
OG0000328	XP_020886039.1	Cg004G1277500
OG0000328	XP_020886036.1	Cg004G1277100, Cg007G2310000
OG0000328	XP_020871918.1	Cg004G1277400
OG0000328	XP_020886261.1, XP_020871911.1	Cg004G1277200, Cg004G1294900
OG0000329	XP_002870813.1	Cg001G0357000, Cg001G0356900, Cg001G0356800, Cg001G0356700, Cg001G0356200, Cg001G0356300
OG0000330	XP_002887463.1	Cg007G2499400, Cg007G2499500
OG0000330	XP_002887457.1	Cg007G2499300
OG0000330	XP_002890238.1	Cg006G2088700
OG0000331	XP_020877038.1	Cg014G3041700, Cg003G0713900
OG0000331	XP_020867795.1	Cg006G2241100
OG0000331	XP_020889164.1	Cg004G1239000
OG0000332	XP_020890049.1, XP_020890052.1, XP_002886541.2	Cg007G2289700
OG0000332	XP_020890044.1	Cg007G2289800
OG0000332	XP_020890039.1, XP_020890057.1	Cg007G2289200
OG0000335	XP_020882480.1	Cg002G0427600
OG0000339	XP_020877153.1	Cg001G0284600
OG0000341	XP_002891297.2, XP_020866157.1	Cg006G1845700, Cg006G1845600
OG0000341	XP_020866874.1	Cg006G1845900
OG0000342	XP_020884394.1, XP_020889163.1	Cg004G1240600
OG0000342	XP_020889160.1	Cg004G1238000
OG0000342	XP_002883067.1, XP_020889176.1	Cg003G0793700, Cg003G0794400
OG0000345	XP_020877760.1	Cg008G2662100
OG0000345	XP_020868529.1, XP_002865409.1	Cg008G2933100
OG0000345	XP_002892204.1	Cg006G2224300, Cg008G2662200
OG0000346	XP_002876198.1	Cg002G0494100
OG0000346	XP_002877328.1	Cg002G0591900
OG0000346	XP_002875312.1	Cg002G0665500
OG0000346	XP_002876953.1	Cg002G0665600
OG0000346	XP_002876199.1	Cg002G0494000
OG0000347	XP_020885426.1	Cg005G1469700
OG0000347	XP_020881574.1	Cg002G0416000
OG0000347	XP_020873658.1	Cg001G0169800
OG0000347	XP_020869191.1	Cg006G2250500
OG0000347	XP_002872953.1	Cg014G3053800, Cg003G0702200
OG0000348	XP_020880367.1	Cg004G1340700
OG0000349	XP_020871263.1	Cg003G0986800, Cg003G0986900
OG0000349	XP_020871256.1	Cg003G0987000
OG0000351	XP_020885147.1, XP_002880843.1	Cg004G1178000, Cg007G2394900, Cg007G2394800, Cg007G2394700, Cg007G2395000, Cg007G2395200, Cg007G2395300, Cg007G2395100, Cg007G2395400, Cg007G2394500, Cg007G2415000, Cg007G2415100, Cg007G2415400, Cg007G2394400, Cg007G2415700, Cg007G2413800, Cg007G2414400, Cg007G2414600, Cg007G2414200, Cg007G2415200, Cg007G2414900, Cg007G2415500, Cg007G2414700, Cg007G2394600, Cg007G2415300, Cg007G2414000, Cg007G2413900, Cg007G2414800, Cg007G2394300, Cg007G2394200, Cg007G2416100
OG0000355	XP_002864686.1	Cg003G0995200
OG0000355	XP_020875559.1	Cg001G0035500
OG0000357	XP_002893588.2, XP_002890838.2	Cg006G1975000, Cg006G1975200, Cg006G1975100, Cg005G1588800
OG0000357	XP_002879498.1	Cg005G1588700
OG0000359	XP_020866009.1	Cg003G0926700
OG0000359	XP_020875469.1	Cg001G0126400
OG0000363	XP_002865585.1	Cg001G0257100
OG0000363	XP_002875500.1	Cg002G0644500
OG0000363	XP_020867799.1	Cg006G1783200
OG0000363	XP_020865762.1	Cg007G2555900
OG0000364	XP_020886529.1	Cg006G1922200, Cg001G0376100, Cg008G2746400
OG0000364	XP_002881726.1, XP_002879874.1, XP_002881728.1	Cg005G1525600, Cg005G1524700
OG0000365	XP_002890663.1	Cg006G2014900
OG0000365	XP_002890659.1	Cg006G2015100
OG0000367	XP_002873703.2, XP_002873704.2	Cg008G2714400
OG0000368	XP_020880212.1	Cg002G0561600
OG0000368	XP_002877501.1	Cg002G0562400
OG0000368	XP_002877506.1, XP_020880210.1	Cg002G0561500, Cg002G0561400
OG0000368	XP_020879738.1	Cg002G0560400
OG0000369	XP_020871775.1, XP_020877424.1, XP_020872669.1, XP_020890208.1, XP_020877244.1, XP_020881008.1, XP_020890264.1	Cg008G2838500, Cg008G2840500, Cg008G2846200, Cg008G2861000
OG0000371	XP_020875171.1	Cg004G1365900, Cg006G1943300, Cg007G2391700
OG0000371	XP_020881802.1	Cg001G0311500
OG0000376	XP_002886599.1	Cg007G2295400, Cg007G2295800
OG0000376	XP_020890101.1	Cg007G2295700
OG0000377	XP_020873168.1	Cg001G0027900
OG0000377	XP_020874750.1	Cg001G0028200
OG0000377	XP_002866955.2	Cg001G0028100
OG0000379	XP_020879860.1	Cg002G0687400
OG0000379	XP_002877959.1	Cg002G0485400
OG0000379	XP_020879861.1	Cg007G2282900
OG0000379	XP_020891047.1	Cg007G2283000
OG0000380	XP_020867728.1	Cg002G0542500
OG0000381	XP_002889204.1	Cg007G2557700, Cg004G1347200, Cg004G1347300
OG0000381	XP_002875493.1	Cg005G1596000
OG0000382	XP_002872840.1, XP_002872839.1	Cg008G2911100, Cg014G3033300
OG0000382	XP_020876136.1	Cg003G0721900, Cg014G3033400
OG0000382	XP_020882973.1	Cg005G1556300
OG0000383	XP_020870142.1	Cg006G2029100, Cg006G2029200, Cg006G2029000
OG0000383	XP_020880743.1, XP_002877115.2, XP_002877989.2, XP_020879875.1	Cg002G0481200
OG0000384	XP_002863381.1	Cg008G2978800
OG0000384	XP_002863379.1	Cg008G2979000
OG0000384	XP_002863380.1	Cg008G2978900, Cg002G0581400
OG0000388	XP_002885216.1	Cg002G0582500
OG0000388	XP_002872057.1	Cg008G2791800
OG0000390	XP_020870868.1	Cg006G2042700
OG0000391	XP_020877326.1, XP_020875884.1	Cg008G2730400
OG0000392	XP_002890198.2	Cg006G2094500
OG0000392	XP_020873585.1, XP_020873586.1	Cg001G0314800, Cg001G0150700
OG0000393	XP_002868798.2, XP_002868743.1, XP_002868742.1, XP_002868745.2	Cg001G0360200, Cg001G0359400
OG0000395	XP_020870862.1	Cg006G2123300
OG0000395	XP_002885959.1	Cg004G1381000, Cg004G1386500, Cg004G1386300, Cg004G1381400, Cg004G1386400, Cg004G1381300
OG0000395	XP_020869724.1	Cg006G2123400
OG0000397	XP_020888360.1	Cg004G1408400, Cg004G1407400
OG0000399	XP_002889409.1	Cg006G2240300
OG0000399	XP_020868304.1	Cg007G2336800
OG0000399	XP_020867895.1	Cg006G2172500
OG0000402	XP_020885507.1	Cg003G1060100
OG0000402	XP_002865045.1	Cg003G1060300
OG0000402	XP_020885516.1	Cg003G1060200
OG0000405	XP_002885048.2	Cg004G1207200
OG0000405	XP_020866111.1	Cg006G1933600
OG0000405	XP_020886617.1	Cg004G1207300
OG0000406	XP_002892419.1, XP_002875761.1, XP_002866354.1	Cg003G0989200, Cg006G2186200
OG0000407	XP_020870312.1	Cg006G2233500
OG0000407	XP_002890652.1	Cg006G2015800
OG0000409	XP_002891138.1, XP_020868242.1	Cg006G1989000
OG0000409	XP_020868889.1, XP_020868885.1	Cg006G1989100, Cg006G1989400
OG0000411	XP_002878793.1, XP_002878935.1, XP_020883505.1, XP_020883097.1	Cg005G1743200, Cg005G1747100, Cg005G1747000, Cg005G1742800
OG0000411	XP_002878760.1, XP_002863681.1	Cg005G1746900, Cg005G1742900, Cg005G1743000, Cg005G1743300, Cg005G1743100, Cg005G1742700, Cg005G1747200
OG0000412	XP_020877332.1	Cg008G2729800
OG0000412	XP_002870545.1	Cg001G0336400
OG0000412	XP_020891044.1	Cg007G2424400
OG0000412	XP_020889182.1	Cg004G1243600
OG0000413	XP_002882837.2	Cg004G1196800
OG0000413	XP_002894496.1	Cg006G1789400
OG0000413	XP_002882836.2	Cg004G1196700
OG0000413	XP_020890494.1	Cg008G2862700, Cg008G2848300
OG0000414	XP_020865813.1	Cg007G2278800
OG0000414	XP_020887850.1	Cg004G1355800
OG0000414	XP_020875754.1	Cg001G0257700
OG0000419	XP_002881384.2, XP_020884735.1	Cg005G1580600
OG0000420	XP_002879993.1	Cg005G1505100
OG0000420	XP_002874367.1	Cg008G2828400
OG0000420	XP_020879290.1	Cg008G2687800
OG0000421	XP_020879107.1	Cg003G0909400
OG0000421	XP_002869603.1	Cg001G0137300
OG0000421	XP_020871919.1, XP_020871160.1	Cg003G0948500
OG0000424	XP_002864349.1	Cg003G0934600
OG0000424	XP_002867518.1	Cg001G0130900
OG0000428	XP_002862473.2	Cg001G0245000, Cg005G1713000, Cg008G2856200
OG0000429	XP_002891988.1	Cg002G0441000
OG0000430	XP_002869850.1	Cg001G0184100
OG0000430	XP_002874805.1	Cg003G0855500, Cg003G0741900
OG0000430	XP_020891025.1	Cg007G2284200
OG0000430	XP_002885799.1	Cg004G1345700
OG0000431	XP_002885960.2	Cg007G2305800
OG0000431	XP_002888099.1	Cg007G2292300
OG0000432	XP_020866653.1, XP_020869736.1	Cg006G1844700
OG0000433	XP_020873782.1, XP_002869578.2, XP_020873778.1, XP_002869577.1	Cg001G0131500, Cg001G0131400, Cg001G0131300
OG0000434	XP_002893854.1	Cg006G1918600
OG0000436	XP_020880865.1	Cg002G0569200
OG0000436	XP_002864656.1	Cg003G0989600
OG0000436	XP_002864657.2	Cg003G0989700
OG0000436	XP_020880864.1	Cg002G0569300
OG0000437	XP_020871534.1, XP_020873821.1	Cg001G0140500
OG0000437	XP_002886024.1	Cg004G1434600
OG0000438	XP_020882264.1, XP_020882053.1, XP_020882473.1, XP_020881200.1, XP_020882093.1	Cg002G0595900
OG0000439	XP_002887396.1	Cg007G2488100
OG0000439	XP_020891685.1, XP_002871200.1, XP_020888125.1	Cg008G2633900
OG0000440	XP_002863939.2	Cg008G2848800, Cg008G2863700, Cg008G2848900
OG0000442	XP_020889161.1	Cg003G1003800
OG0000442	XP_020883079.1, XP_002876673.1, XP_020872236.1, XP_020874721.1	Cg002G0405900, Cg005G1455600
OG0000443	XP_002869276.1	Cg001G0079100
OG0000443	XP_002878859.1	Cg005G1729000
OG0000443	XP_002871465.1	Cg008G2679500
OG0000443	XP_002874255.1	Cg008G2810300
OG0000444	XP_002881172.1	Cg005G1618300
OG0000444	XP_002876506.1	Cg002G0432100
OG0000444	XP_002889581.1	Cg006G2204700
OG0000445	XP_002874145.1	Cg008G2794000
OG0000445	XP_020872123.1	Cg002G0538400
OG0000446	XP_020879288.1	Cg008G2784200
OG0000448	XP_020881240.1	Cg002G0634900
OG0000448	XP_020881129.1	Cg001G0291100, Cg002G0634600
OG0000449	XP_020880507.1, XP_020884444.1	Cg005G1709300
OG0000449	XP_020880524.1	Cg002G0436700
OG0000449	XP_020888699.1, XP_020887488.1	Cg004G1092100
OG0000450	XP_020873949.1, XP_020871028.1, XP_020874927.1, XP_020871029.1	Cg008G2934300
OG0000451	XP_020872570.1	Cg001G0182900
OG0000451	XP_020890146.1, XP_020890731.1, XP_020891235.1	Cg007G2304500, Cg007G2304600
OG0000451	XP_020869855.1	Cg005G1452000
OG0000457	XP_002881278.1	Cg004G1104700, Cg006G2222000, Cg005G1599100
OG0000458	XP_002893548.1	Cg006G1986400
OG0000458	XP_020869685.1	Cg006G1986200
OG0000458	XP_002893547.1	Cg006G1986600, Cg006G1986700, Cg006G1986500
OG0000459	XP_020866836.1	Cg006G1816800
OG0000460	XP_020886129.1	Cg004G1195400
OG0000460	XP_002864463.1	Cg003G0954600
OG0000463	XP_020868804.1	Cg006G1916900
OG0000463	XP_020873036.1, XP_020882627.1	Cg002G0564400, Cg004G1391200
OG0000464	XP_002892092.1	Cg006G2243700
OG0000466	XP_020877209.1, XP_020876487.1	Cg003G0733700, Cg003G0864700
OG0000466	XP_002884527.1	Cg004G1118900, Cg004G1119000
OG0000467	XP_020876275.1	Cg008G2809700, Cg008G2810500
OG0000467	XP_020876106.1	Cg008G2810700
OG0000468	XP_002881642.1	Cg005G1559000
OG0000468	XP_020884707.1	Cg005G1571200
OG0000469	XP_020880610.1, XP_002863455.1, XP_020875079.1	Cg001G0213700, Cg002G0438500, Cg008G2965000
OG0000470	XP_002870105.1	Cg001G0249200
OG0000470	XP_002870167.2, XP_002868068.1	Cg001G0212600, Cg001G0228700
OG0000471	XP_020875496.1	Cg001G0275900
OG0000471	XP_020874091.1, XP_020874090.1, XP_020874394.1	Cg001G0274700
OG0000472	XP_020874199.1, XP_002886436.2	Cg006G1852500, Cg006G1852400
OG0000473	XP_020866566.1	Cg006G2256500
OG0000473	XP_002892018.2	Cg006G2256600
OG0000473	XP_002881545.2	Cg005G1556400
OG0000474	XP_020870451.1	Cg006G2224000
OG0000474	XP_020886615.1	Cg008G2932300
OG0000474	XP_002870188.2	Cg004G1435300
OG0000475	XP_020875636.1, XP_020886805.1	Cg001G0281200, Cg003G0806900
OG0000475	XP_020890091.1	Cg003G0872500, Cg016G3059500, Cg003G0872300, Cg016G3059300, Cg003G0874100, Cg016G3060600, Cg007G2400400, Cg007G2409000, Cg007G2400100, Cg007G2409400, Cg007G2287300
OG0000476	XP_002874408.2, XP_002874407.2, XP_002872250.1	Cg008G2824600, Cg008G2823100
OG0000477	XP_002864799.1	Cg003G1015900
OG0000477	XP_020879966.1	Cg002G0683200
OG0000477	XP_020868927.1	Cg006G2119800
OG0000478	XP_002883482.1, XP_002883015.1	Cg004G1101300, Cg004G1101400
OG0000480	XP_020881109.1	Cg002G0686500
OG0000481	XP_002888218.1	Cg007G2316200
OG0000481	XP_020870476.1	Cg006G2163200
OG0000481	XP_002889784.1	Cg006G2163300
OG0000482	XP_002887427.2, XP_002887426.1	Cg007G2492700, Cg007G2492600
OG0000483	XP_020880400.1	Cg008G2838300, Cg008G2881400
OG0000483	XP_020877847.1, XP_020876157.1	Cg008G2816200, Cg008G2816300, Cg008G2816400, Cg008G2816600
OG0000484	XP_002867356.1	Cg001G0099600
OG0000484	XP_020875370.1, XP_020889704.1, XP_020865687.1	Cg001G0099700
OG0000485	XP_020873524.1	Cg001G0170000
OG0000485	XP_002867713.1, XP_020873851.1	Cg001G0170200, Cg001G0170300
OG0000485	XP_020873533.1, XP_020873527.1	Cg001G0170100
OG0000485	XP_020887561.1	Cg002G0629300
OG0000485	XP_002867710.1	Cg001G0169900
OG0000486	XP_020866607.1, XP_020869582.1	Cg006G2077700, Cg006G2077400
OG0000492	XP_002877995.1	Cg002G0480000
OG0000492	XP_002881246.1	Cg005G1604600
OG0000492	XP_020884576.1	Cg005G1542600
OG0000493	XP_002870726.2, XP_020872955.1	Cg001G0372000, Cg001G0372900, Cg001G0372700
OG0000494	XP_020880991.1	Cg002G0505000
OG0000494	XP_002876154.1, XP_020873021.1, XP_002868464.1	Cg002G0502700
OG0000494	XP_002876155.1	Cg002G0502600
OG0000495	XP_020881774.1, XP_020889600.1	Cg007G2505700
OG0000496	XP_020879676.1	Cg002G0550000, Cg002G0550200
OG0000496	XP_002875861.1	Cg002G0550400
OG0000496	XP_020879671.1	Cg002G0549900
OG0000497	XP_002888890.1	Cg007G2497600
OG0000497	XP_002884997.1	Cg004G1199900
OG0000497	XP_002891805.1	Cg006G1791500
OG0000499	XP_002893426.1	Cg006G2009700
OG0000499	XP_020886192.1	Cg004G1270900
OG0000500	XP_002888576.1	Cg007G2437500, Cg001G0350900
OG0000501	XP_020868025.1	Cg006G1943100
OG0000501	XP_002891021.1, XP_002891022.1	Cg006G1943000
OG0000502	XP_002868731.1, XP_002868732.1	Cg001G0361300, Cg001G0361000, Cg001G0361200
OG0000502	XP_002868730.1	Cg001G0361400, Cg001G0361500
OG0000506	XP_002884052.1	Cg003G0974000, Cg004G1409000, Cg005G1549700
OG0000506	XP_002871248.1	Cg008G2642900
OG0000507	XP_002889590.2	Cg008G2839700
OG0000509	XP_020872643.1	Cg001G0239400
OG0000509	XP_020873980.1	Cg001G0239300
OG0000509	XP_020873979.1	Cg006G1849600
OG0000510	XP_020874381.1	Cg001G0374100
OG0000510	XP_002868665.1	Cg001G0373900, Cg001G0374000
OG0000517	XP_020878209.1, XP_020878217.1	Cg008G2734600
OG0000518	XP_020879072.1	Cg008G2691300
OG0000519	XP_020881302.1	Cg007G2307700
OG0000519	XP_020884708.1	Cg005G1626000, Cg005G1626100
OG0000520	XP_020869507.1	Cg006G2137100
OG0000521	XP_020872031.1, XP_020889288.1, XP_020890340.1	Cg003G0877500, Cg003G0829700
OG0000522	XP_020879507.1	Cg008G2598200
OG0000522	XP_020882284.1	Cg005G1538400
OG0000522	XP_020887260.1	Cg004G1154500
OG0000523	XP_002880613.1	Cg005G1739800, Cg005G1739700, Cg005G1739300
OG0000523	XP_020885839.1	Cg005G1739500
OG0000523	XP_020872308.1	Cg001G0086500
OG0000524	XP_020877185.1	Cg003G0755700
OG0000524	XP_020876070.1	Cg003G0755600, Cg003G0755500
OG0000525	XP_020884979.1	Cg005G1498900
OG0000526	XP_002871832.2, XP_020879209.1	Cg008G2751600
OG0000526	XP_002871830.1	Cg008G2751500
OG0000529	XP_020889699.1	Cg007G2309800
OG0000529	XP_002881180.1	Cg005G1616800
OG0000529	XP_002881091.1, XP_002879261.1	Cg005G1629800
OG0000531	XP_020878888.1	Cg008G2807300, Cg008G2806900
OG0000534	XP_002887117.1, XP_002887118.1, XP_002887739.2	Cg006G1867500, Cg006G1867300, Cg006G1867400, Cg006G1867100, Cg006G1867800, Cg005G1727000
OG0000535	XP_002863775.1, XP_020871125.1	Cg006G2037200
OG0000536	XP_020872287.1	Cg007G2348700, Cg001G0329500
OG0000536	XP_020872147.1	Cg001G0329600
OG0000536	XP_002872671.2	Cg003G0746800
OG0000537	XP_002884668.1	Cg004G1142700
OG0000537	XP_002865611.1	Cg008G2881500
OG0000539	XP_002879211.1	Cg005G1640600
OG0000540	XP_020885332.1	Cg005G1622400
OG0000542	XP_002892571.1	Cg006G2159400
OG0000542	XP_020890319.1	Cg007G2309500
OG0000542	XP_020890158.1	Cg007G2470000
OG0000543	XP_020887678.1, XP_002865296.1, XP_002862977.1	Cg008G2954100
OG0000543	XP_002865287.1	Cg008G2953600
OG0000543	XP_020866204.1, XP_020874248.1	Cg008G2953900
OG0000546	XP_002871030.1	Cg008G2605100
OG0000547	XP_020884057.1	Cg005G1493600
OG0000547	XP_020883675.1	Cg005G1493900
OG0000547	XP_002881916.1	Cg005G1493700
OG0000548	XP_002880513.2	Cg005G1754100
OG0000549	XP_020883977.1, XP_020871115.1	Cg005G1602400
OG0000549	XP_020883976.1	Cg005G1602500
OG0000552	XP_002878194.1	Cg002G0442400
OG0000553	XP_002883564.1	Cg004G1319500
OG0000553	XP_020871352.1	Cg008G2867400, Cg008G2851700
OG0000553	XP_020887613.1	Cg004G1135200
OG0000554	XP_020877739.1, XP_002874777.1, XP_002874776.1	Cg003G0748800, Cg003G0748900
OG0000555	XP_020876774.1	Cg002G0524800
OG0000555	XP_020886754.1	Cg004G1279400
OG0000556	XP_002886484.1	Cg007G2282000
OG0000556	XP_002888035.1, XP_002886008.1, XP_002888051.1, XP_020891226.1	Cg007G2282800, Cg007G2282200, Cg007G2282100
OG0000557	XP_002878651.1	Cg005G1759000
OG0000557	XP_020884040.1, XP_020884041.1	Cg005G1759100
OG0000558	XP_020883532.1	Cg007G2346100
OG0000561	XP_002870795.1	Cg001G0361600
OG0000561	XP_020880450.1	Cg002G0623100
OG0000561	XP_020876582.1	Cg008G2719500
OG0000562	XP_020885321.1	Cg005G1666300
OG0000562	XP_002874070.1	Cg008G2782500
OG0000563	XP_020880151.1	Cg005G1622000, Cg002G0407100
OG0000563	XP_020868824.1	Cg006G2032000
OG0000564	XP_002878361.1	Cg009G2987700, Cg008G2887400
OG0000564	XP_002865574.1	Cg005G1472300
OG0000565	XP_020868354.1	Cg006G2147600
OG0000566	XP_002894690.1, XP_020890851.1	Cg008G2922600
OG0000568	XP_020885317.1	Cg005G1487500
OG0000569	XP_002865016.1	Cg003G1056500
OG0000569	XP_020881754.1	Cg002G0527400
OG0000569	XP_020875970.1	Cg008G2627200
OG0000570	XP_020871469.1, XP_002864594.1, XP_002880870.1, XP_002880867.1, XP_002866322.1, XP_020871253.1, XP_002875790.2	Cg003G0982700, Cg003G0986400, Cg003G0982800
OG0000571	XP_020889770.1	Cg004G1153500
OG0000572	XP_020871877.1, XP_020891345.1, XP_020868608.1	Cg008G2913100
OG0000573	XP_020876411.1, XP_020876410.1	Cg003G0860600, Cg003G0737400
OG0000578	XP_020879802.1, XP_020881205.1	Cg008G2839600
OG0000579	XP_020888951.1	Cg004G1082100
OG0000580	XP_002879320.2	Cg005G1618900
OG0000581	XP_020878284.1	Cg008G2770000
OG0000581	XP_020869884.1, XP_020876143.1, XP_002871935.1	Cg008G2768400
OG0000582	XP_002875671.2	Cg002G0587100
OG0000582	XP_020881782.1, XP_020882209.1	Cg002G0587000
OG0000583	XP_020867140.1	Cg006G1800700
OG0000583	XP_020890438.1	Cg007G2556600
OG0000583	XP_020886636.1	Cg004G1209700
