Orthogroup	Camelina_sativa	Odontarrhena_muralis
OG0000082	XP_010419135.1, XP_010511191.1	Om004G130570
OG0000082	XP_010440298.1, XP_019092362.1, XP_010424655.1, XP_010463259.1, XP_010518616.1, XP_019085423.1, XP_010424200.1, XP_010468406.1, XP_010440137.1	Om003G121830, Om002G084590
OG0000083	XP_010486733.1	Om005G206370
OG0000084	XP_010429460.1, XP_010472486.1, XP_010417233.1	Om001G014490, Om008G359620, Om008G359610, Om001G014520, Om008G359580
OG0000085	XP_019093290.1	Om001G026470
OG0000085	XP_019087432.1, XP_019084251.1	Om006G268670
OG0000085	XP_019095603.1	Om005G217190
OG0000086	XP_010495949.1, XP_019097464.1, XP_010494194.1, XP_010494195.1, XP_010494196.1, XP_010442146.1, XP_010481977.1, XP_010481978.1, XP_019095830.1, XP_019095588.1, XP_010484899.1, XP_010495950.1, XP_010467928.1, XP_019097470.1, XP_019097730.1, XP_010494198.1, XP_010494197.1	Om004G163220
OG0000087	XP_010421190.1, XP_010454670.1	Om006G238380
OG0000087	XP_010469941.1, XP_010510475.1, XP_010414372.1	Om007G282390
OG0000087	NP_001289924.1, XP_010444122.1, XP_010515012.1	Om006G235110
OG0000087	XP_010419814.1, XP_010491982.1, XP_010453291.1	Om004G162490
OG0000087	XP_010516638.1, XP_010504960.1, XP_010509706.1	Om008G339690
OG0000087	XP_010494444.1	Om008G355890
OG0000087	XP_010439552.1, XP_010449142.1, XP_010434259.1	Om001G006430
OG0000087	XP_010416482.1, XP_010471708.1	Om004G137360
OG0000088	XP_010511816.1, XP_019102250.1, XP_019085904.1, XP_019100157.1, XP_010426203.1, XP_010503360.1, XP_010426163.1, XP_010503325.1, XP_010515061.1, XP_010515060.1, XP_019085518.1	Om003G119630
OG0000088	XP_010493149.1, XP_010420883.1, XP_010454350.1, XP_010493153.1	Om006G242180
OG0000089	XP_010422938.1, XP_010452982.1, XP_010491624.1	Om004G166350
OG0000089	XP_010507140.1, NP_001289904.1	Om003G098490
OG0000089	XP_010498525.1, XP_010486900.1, XP_010464961.1	Om002G055730
OG0000090	XP_010448526.1, XP_010433736.1, XP_010438976.1, XP_010477249.1, XP_010459699.1	Om005G202290, Om005G179690
OG0000090	XP_010447073.1, XP_010447075.1, XP_010432410.1, XP_010437611.1, XP_010450797.1, XP_010435879.1, XP_010441072.1, XP_010441003.1	Om002G055690, Om003G124430
OG0000093	XP_010431453.2, XP_019099736.1, XP_019102066.1	Om003G122050
OG0000093	XP_019101935.1	Om001G033140
OG0000093	XP_010516477.1, XP_010504788.1, XP_010427742.1	Om003G122010
OG0000093	XP_019085608.1, XP_010507510.1	Om003G121870
OG0000093	XP_010427735.1, XP_010516473.1	Om003G121950
OG0000094	XP_010496968.1	Om006G267450
OG0000096	XP_019099908.1, XP_010514095.1, XP_010489646.1, XP_010512993.2, XP_010430698.1	Om007G301150, Om003G093070, Om006G274060
OG0000096	XP_010481626.1, XP_010494608.1, XP_010481625.1	Om004G143550, Om008G360980
OG0000097	XP_010431383.1, XP_010422434.1	Om008G355550, Om008G355560
OG0000097	XP_010456938.1, XP_010424623.1, XP_010467526.1	Om008G355570
OG0000097	XP_010467516.1, XP_010424624.1	Om008G355700
OG0000097	XP_010424620.1, XP_010455876.2, XP_010467545.2, XP_010513578.1, XP_010418996.1, XP_010474129.1, XP_010431403.1, XP_010431272.1	Om008G355610, Om008G355650, Om008G354170, Om008G354150
OG0000097	XP_010422439.1, XP_010431264.1	Om008G355680, Om008G355600, Om004G133820
OG0000098	XP_010473480.1, XP_010430322.1, XP_010418251.1, XP_010473486.1, XP_010430326.1, XP_010430323.1, XP_010418252.1, XP_019091459.1	Om001G001780
OG0000098	XP_010476200.2	Om005G191670
OG0000098	XP_010476182.1	Om005G191560
OG0000098	XP_010476199.2	Om005G191920, Om005G192380
OG0000099	XP_019082764.1	Om005G227480
OG0000099	XP_010431731.1	Om005G227450
OG0000099	XP_010418440.1, XP_010430514.1, XP_010473647.1	Om005G227260
OG0000099	XP_010418441.1, XP_010430515.1, XP_010418444.1	Om005G227360, Om005G227350, Om005G227310, Om005G227370, Om005G227320
OG0000099	XP_019083691.1	Om005G227510
OG0000100	XP_010474089.1	Om007G304610
OG0000100	XP_010463327.1	Om004G134490, Om004G142840
OG0000101	XP_010418428.1, XP_019085239.1	Om005G227680, Om005G227700, Om005G227110
OG0000104	XP_010487696.1, XP_010475520.1	Om005G185360
OG0000104	XP_010513261.2	Om007G283030
OG0000104	XP_010414453.2, XP_010473989.1, XP_010510549.1	Om007G283020
OG0000104	XP_010500450.1, XP_010481036.2	Om003G095420
OG0000104	XP_010466372.1, XP_019096759.1, XP_010420548.1	Om002G069400
OG0000104	XP_010500770.1	Om003G095360
OG0000104	XP_010510552.1, XP_010414455.1	Om007G283060
OG0000104	XP_010510551.2	Om007G283040
OG0000106	XP_019093414.1, XP_010431687.1	Om005G222030
OG0000107	XP_010417843.1, XP_019093535.1, XP_019083601.1, XP_010473089.1	Om002G067730
OG0000107	XP_010466194.1, XP_010508531.1	Om002G067740
OG0000107	XP_010415203.1, XP_010511458.1, XP_010514626.1, XP_010425701.1	Om004G133090, Om001G020080
OG0000107	XP_010456149.1, XP_010422712.1, XP_010466304.1, XP_010434996.1, XP_010440318.1, XP_010449948.1, XP_010467059.1	Om002G067770
OG0000108	XP_010478092.1, XP_010497135.2, XP_010499238.1, XP_010460514.1, XP_010478516.1	Om003G100270, Om003G100260
OG0000108	XP_010490184.1, XP_010468531.1, XP_010412745.2, XP_019092314.1	Om003G104790, Om003G104780, Om003G103800, Om003G124630, Om008G338810
OG0000108	XP_010431735.1	Om006G273840, Om006G273820, Om006G273810
OG0000109	XP_010513380.1	Om007G296220
OG0000110	XP_010469325.1, XP_010512155.1	Om003G123410
OG0000110	XP_019101672.1, XP_010469324.1	Om003G123400
OG0000111	XP_019086613.1	Om006G259270
OG0000112	XP_010442592.1, XP_019085532.1	Om005G189180
OG0000113	XP_010484861.1, XP_010418953.1	Om001G037540
OG0000113	XP_019089588.1	Om001G034170
OG0000114	XP_019094970.1, XP_010415607.1, XP_019093832.1	Om004G135370
OG0000117	XP_010507300.1, XP_010473863.1, XP_010480820.1, XP_010495906.1, XP_010424347.1, XP_010480716.1, XP_010474349.1, XP_010445858.1, XP_010473765.1, XP_010480966.1	Om002G088690
OG0000117	XP_010431048.1, XP_010507514.1, XP_010431011.1, XP_010424513.1, XP_019085799.1	Om001G014560
OG0000117	XP_010495561.1, XP_019096656.1, XP_010474301.2, XP_019091025.1, XP_010451536.1, XP_010480671.1	Om001G014550, Om007G292320
OG0000118	XP_019090835.1, XP_010430962.1, XP_010457012.1, XP_010457013.1, XP_010490438.1, XP_010468732.2, XP_010467655.2, XP_010467652.1, XP_010424693.1, XP_010424683.1, XP_010424049.1, XP_010466656.1, XP_010427599.1, XP_010466686.1, XP_010466850.1	Om008G333780
OG0000119	XP_010480804.1, XP_010445225.1, XP_010445911.1, XP_010424112.1, XP_010431132.1, XP_019095601.1, XP_010463111.1, XP_010501343.1, XP_010451554.1, XP_019099714.1, XP_010436504.1, XP_019101872.1, XP_010422589.1	Om008G350770, Om005G228020, Om003G109440, Om006G251230, Om001G019890
OG0000119	XP_010495812.1	Om007G284090
OG0000120	XP_010431665.1, XP_010474561.1, XP_019085269.1, XP_010418039.1, XP_019093056.1	Om005G221860
OG0000120	XP_010501998.1, XP_019095599.1, XP_010484975.1, XP_010471755.1, XP_010445968.1	Om004G161410, Om004G161280, Om002G075940, Om007G301890, Om001G024520
OG0000120	XP_010422875.1, XP_010514742.1, XP_010514729.1, XP_010490384.1, XP_010451268.1, XP_010468704.1, XP_010474146.1, XP_010513308.1, XP_010511682.1, XP_010415247.1, XP_019085137.1, XP_019085134.1, XP_010513620.1, XP_010507330.1, XP_010507331.1, XP_010507319.1, XP_010507311.1, XP_010431144.1, XP_010431146.1, XP_010431147.1, XP_010431165.1, XP_010431101.1, XP_019101879.1, XP_010412636.1, XP_010412640.1	Om007G296760, Om007G296900, Om004G172660
OG0000122	XP_019094537.1, XP_010463198.1	Om004G163000
OG0000122	XP_010501782.1, XP_010446145.1, XP_010474623.1, XP_010476508.1	Om003G118900, Om003G118890
OG0000123	XP_019082754.1, XP_010418264.1	Om005G224980, Om005G193630
OG0000123	XP_010496748.1, XP_010507196.1	Om005G193640
OG0000123	XP_010476383.1, XP_010495506.1, XP_010458821.1	Om005G193560, Om005G193450, Om005G193620, Om005G193610, Om005G193590
OG0000123	XP_010476340.1	Om005G193280, Om005G193230, Om005G193260
OG0000124	XP_010418521.1, XP_010430818.1	Om006G259690, Om005G203070, Om006G231520
OG0000124	XP_019087569.1, XP_010431104.1, XP_010463382.1	Om003G103030
OG0000125	XP_010515863.1, XP_010504134.1, XP_010427020.1	Om006G254380
OG0000125	XP_010486520.1, XP_010473505.1, XP_010464595.1, XP_010423847.1, XP_010452101.1, XP_010490718.1, XP_010505335.1, XP_010509330.1	Om002G052080
OG0000125	XP_010454568.1, XP_010421087.1, XP_010493386.1	Om006G244360
OG0000125	XP_010503210.1, XP_010443777.1, XP_010455739.1, XP_010483639.1	Om006G245540
OG0000126	XP_010446067.1	Om006G262390
OG0000127	XP_010490603.1, XP_010452021.1	Om004G176360
OG0000127	XP_010462637.1, XP_010501424.1, XP_010476015.1	Om005G189950
OG0000127	XP_010501425.1, XP_010480428.1, XP_010462638.1	Om005G189960
OG0000128	XP_010430885.1	Om001G015270
OG0000128	XP_010462906.1	Om004G154610
OG0000128	XP_010463443.1	Om004G150710
OG0000128	XP_010501899.1, XP_010513681.1	Om005G217280
OG0000130	XP_019097474.1	Om006G267480, Om004G149990, Om007G304660
OG0000131	XP_019087455.1	Om003G106820
OG0000131	XP_010440434.1	Om007G307190
OG0000132	XP_019098211.1	Om008G361300
OG0000133	XP_010461147.1	Om008G345870, Om008G349240
OG0000133	XP_010470593.1, XP_010511614.1	Om007G315880
OG0000136	XP_019086987.1, XP_010485290.1, XP_019095679.1, XP_010444133.1, XP_010459144.1	Om003G099850
OG0000136	XP_010435701.1	Om002G064560
OG0000137	XP_010500816.1, XP_019097614.1, XP_019092896.1	Om002G072120, Om006G268330, Om006G262830
OG0000137	XP_019101568.1	Om006G258530
OG0000138	XP_010425762.1	Om006G251190, Om006G251180
OG0000138	XP_010502978.1, XP_010425759.1, XP_010425761.1, XP_010502982.1	Om001G026370
OG0000139	XP_010445532.1	Om003G107910, Om003G108000
OG0000140	XP_010483539.1	Om006G246590
OG0000140	XP_010483489.1, XP_010483490.1	Om006G247230, Om006G247200
OG0000140	XP_010443667.1, XP_019095877.1, XP_019092906.1, XP_010443669.1, XP_010483537.1, XP_019095865.1, XP_010443671.1, XP_010454754.1	Om006G246640
OG0000142	XP_010414403.1, XP_010510507.1	Om007G282780
OG0000142	XP_010510502.1, XP_010414426.1	Om007G282660
OG0000144	XP_010474167.1, XP_010501988.1, XP_019099579.1, XP_010501955.1, XP_019101921.1, XP_019089838.1, XP_019095642.1, XP_019087092.1, XP_010417744.1, XP_019091657.1, XP_010457814.1, XP_010424494.1	Om002G077770, Om003G104710
OG0000144	XP_019086294.1, XP_019087453.1, XP_010471647.1	Om007G317180
OG0000145	XP_010490403.1, XP_010413090.2, XP_010489850.1, XP_010490206.1, XP_010412502.1	Om003G116800
OG0000146	XP_010443159.1, XP_010449511.1, XP_010482977.1	Om003G117410
OG0000146	XP_010482974.1, XP_010449487.1, XP_010443156.1	Om003G117350
OG0000146	XP_010488707.1, XP_010467019.1, XP_010473574.1, XP_010485064.1	Om003G097230
OG0000146	XP_010449529.1, XP_010443158.1, XP_010482976.2, XP_010449537.1	Om003G117400, Om003G117360
OG0000147	XP_010414912.1	Om002G086500
OG0000147	XP_010433017.1, XP_010451109.1, XP_010438207.1	Om001G025660
OG0000147	XP_010443420.1, XP_019095995.1, XP_010452018.1	Om007G285990, Om006G249440
OG0000147	XP_019093982.1, XP_010417678.1	Om004G130850
OG0000147	XP_010425792.1, XP_019102235.1	Om006G268290
OG0000147	XP_010496144.1, XP_010488815.1	Om002G078960
OG0000149	XP_010455308.1, XP_019095493.1, XP_010443729.1, XP_010455299.1, XP_010443725.2, XP_010443735.1, XP_010443736.1	Om006G245860
OG0000149	XP_019092996.1	Om006G245840
OG0000149	XP_019095498.1, XP_019092982.1	Om007G317470
OG0000149	XP_019095503.1, XP_019093247.1	Om006G256850
OG0000150	XP_010485250.1, XP_010477580.1, XP_010446216.1, XP_010485255.1, XP_019086924.1	Om008G323560
OG0000150	XP_019099657.1, XP_019085504.1	Om005G201710
OG0000151	XP_010442887.1, XP_010482719.1, XP_010445686.1	Om003G114720
OG0000151	XP_010448055.1, XP_010438527.1, XP_010433285.1	Om001G021860
OG0000151	XP_010516221.1, XP_010496667.1, XP_010489253.1	Om002G082850
OG0000151	XP_019087079.1, XP_010450714.1, XP_010483082.1	Om003G118410
OG0000154	XP_010497610.1, XP_010459142.1, XP_010476705.1	Om005G196960
OG0000154	XP_010465032.1, XP_010499184.1, XP_010486980.1	Om002G056330
OG0000154	XP_010452091.1, XP_010445753.2	Om004G147280
OG0000154	XP_010423853.1, XP_019097656.1, XP_010452093.1	Om004G175620
OG0000154	XP_010495044.1, XP_010423858.1, XP_010484430.1, XP_010446275.1, XP_010463615.1, XP_010456365.1, XP_010490742.1, XP_010423825.2	Om004G175630
OG0000155	XP_010448157.1, XP_010433385.1, XP_010445100.2	Om001G020030
OG0000155	XP_010415122.1, XP_010439485.1, XP_010449073.1, XP_010434187.1	Om001G007100
OG0000155	XP_010498398.2	Om002G055620
OG0000156	XP_019093574.1	Om006G244600
OG0000156	XP_010506513.1, XP_010508155.1, XP_010508154.1, XP_010508153.1, XP_010518174.1, XP_010506515.1, XP_010508148.2, XP_010518175.2	Om008G322060
OG0000156	XP_010506516.1, XP_010508150.1, XP_010518177.1	Om008G321950, Om008G321940
OG0000156	XP_010478793.2, XP_010499912.1, XP_010478790.1, XP_010518179.1, XP_010506518.1, XP_010508144.1	Om004G146270, Om008G321930, Om001G022080, Om008G321920, Om008G322040, Om008G322020
OG0000157	XP_010451784.1	Om001G032790, Om001G032520, Om008G334520, Om008G334530, Om002G083660
OG0000157	XP_010481027.1, XP_010512980.1, XP_019085898.1, XP_010412930.1, XP_019099919.1, XP_019099769.1, XP_019099927.1, XP_010412931.1, XP_019087774.1, XP_019099768.1, XP_010509178.1, XP_010412927.1, XP_010469409.1, XP_019084299.1, XP_010512985.1, XP_019099766.1	Om008G326040, Om008G355750
OG0000158	XP_019098380.1, XP_010474571.1	Om001G012390, Om001G033100, Om001G033130
OG0000160	XP_010484806.1	Om003G110430, Om005G214710, Om002G079600
OG0000160	XP_019091097.1, XP_010445335.1	Om008G337340, Om005G210710, Om006G261180
OG0000160	XP_010513759.1	Om004G134480
OG0000161	XP_019086961.1, XP_010483885.1, XP_019087008.1, XP_019093450.1, XP_019095938.1, XP_010457940.1, XP_010457951.1, XP_019096086.1, XP_010500848.1, XP_019091952.1, XP_010513305.1, XP_019083613.1, XP_010510750.1, XP_019093846.1	Om006G236100, Om006G236170
OG0000161	XP_010495046.1	Om004G175180
OG0000161	XP_010463280.1, XP_019088340.1	Om007G278440
OG0000161	XP_019098467.1	Om004G167210, Om006G249300
OG0000162	XP_010469182.1, XP_010512372.1, XP_010413555.1	Om003G125170
OG0000162	XP_010512373.1, XP_010469180.1	Om003G125240, Om003G125350, Om003G125220, Om003G125200, Om003G125180, Om003G125210
OG0000162	XP_010508228.1, XP_010507742.1, XP_010518105.1	Om008G322780, Om008G322790
OG0000164	XP_010447861.1, XP_010433102.1, XP_010480758.1	Om001G024320
OG0000164	XP_019093382.1, XP_010431608.1, XP_010417246.1	Om001G039840
OG0000164	XP_019088992.1	Om001G039830
OG0000165	XP_010462647.1	Om005G200180, Om007G315340
OG0000166	XP_010445342.1	Om002G081230, Om001G014850
OG0000166	XP_019087380.1, XP_010480439.1, XP_019099895.1, XP_010501661.1	Om001G033710, Om006G255610, Om002G081240, Om002G060790
OG0000167	XP_010439682.1, XP_010434386.1, XP_010449327.1	Om001G004410
OG0000167	XP_010449335.1, XP_010434389.1	Om001G004360
OG0000168	XP_019095488.1, XP_010419047.1, XP_019087294.1, XP_010456839.1	Om001G041790
OG0000169	XP_019093282.1	Om003G127060
OG0000171	XP_010518410.1	Om005G189280, Om003G127920, Om008G319870
OG0000171	XP_010427826.1, XP_010415728.1, XP_010498859.1, XP_010460136.1, XP_010471043.1, XP_010477643.1	Om005G207720
OG0000171	XP_010475938.1, XP_010491587.1	Om005G220880
OG0000171	XP_010492280.1, XP_010453596.1, XP_010420114.1	Om007G301020
OG0000172	XP_010507533.1, XP_019102068.1, XP_010513707.1	Om003G122950
OG0000172	XP_019100424.1, XP_010513714.1, XP_010507535.1, XP_010504862.1, XP_019102447.1, XP_010513709.1, XP_010513712.1, XP_019101673.1, XP_010413722.1, XP_019093914.1, XP_019100422.1, XP_010516554.1, XP_019100975.1	Om003G123000
OG0000174	XP_010419029.1, XP_010424398.1	Om003G109150
OG0000175	XP_010426685.1, XP_010515535.1, XP_010503823.1	Om006G257450
OG0000175	XP_010446848.1	Om001G035510
OG0000175	XP_010471725.1, XP_010428632.1	Om004G137100
OG0000175	XP_010437541.1, XP_019086115.1, XP_010447010.1	Om002G082840
OG0000176	XP_010431728.1, XP_010501673.1, XP_010480774.1, XP_010463016.2	Om007G291450
OG0000176	XP_010463006.1, XP_010463018.1, XP_010480754.1, XP_010478447.1, XP_010478448.1, XP_010463004.1, XP_019095723.1, XP_010462997.1, XP_010480776.1, XP_010462998.1, XP_010463001.1, XP_010501659.1, XP_010480739.1, XP_019099284.1	Om008G352670, Om008G352700, Om008G352660, Om008G352690, Om007G291500
OG0000178	XP_010474216.1	Om005G226210
OG0000180	XP_010485812.1, XP_010475324.1, XP_010457739.1	Om006G256410, Om003G119900
OG0000183	XP_019085128.1	Om008G341930
OG0000184	XP_019087451.1, XP_019092310.1, XP_019085497.1, XP_019084338.1, XP_019094578.1, XP_019089217.1, XP_010473661.1, XP_019087261.1, XP_019100948.1, XP_019088769.1, XP_019097427.1, XP_019082663.1, XP_019098367.1, XP_019099645.1, XP_019098403.1, XP_019099574.1, XP_019094540.1, XP_019085257.1	Om006G270790
OG0000185	XP_010507487.1, XP_010451902.1	Om002G057260
OG0000185	XP_010426758.1, XP_010501556.1, XP_019086253.1, XP_010436519.1, XP_010503049.1, XP_010493744.1, XP_010493746.1	Om001G041450, Om008G356330, Om008G319330
OG0000185	XP_010421794.1	Om008G337930
OG0000186	XP_010431350.1, XP_010417864.1, XP_010510807.1	Om007G285030
OG0000186	XP_010431348.1	Om004G150540
OG0000187	XP_010477477.1	Om001G028150, Om001G030060, Om001G033230, Om001G030100, Om008G336940, Om001G028140
OG0000187	XP_019086203.1	Om004G145860, Om004G145950
OG0000187	XP_019086660.1, XP_010445028.1	Om001G028260, Om001G028280
OG0000187	XP_010488930.1, XP_019092465.1, XP_010489774.1	Om002G054360, Om002G054350
OG0000189	XP_010419221.1, XP_010474363.1, XP_010431532.1	Om001G039670
OG0000189	XP_019089000.1, XP_010436230.1, XP_010436231.1, XP_010444934.1	Om001G037310
OG0000189	XP_010444913.1, XP_010495339.1, XP_010456616.1	Om001G038960
OG0000189	XP_010430858.1	Om001G037320
OG0000190	XP_010432767.1, XP_010422269.1	Om008G353940
OG0000190	XP_010455732.1, XP_010422268.1, XP_010432755.1, XP_010496365.1, XP_010455731.1	Om008G355670
OG0000191	XP_010487521.1, XP_010468209.1, XP_010504457.2	Om005G197150
OG0000191	XP_010423011.1, XP_010468696.1, XP_010467502.1, XP_010468689.1, XP_010515232.1	Om002G064270
OG0000192	XP_010459834.1, XP_010498577.1, XP_010477391.1, XP_010459836.1	Om005G203480
OG0000192	XP_010428765.1, XP_010419233.1	Om005G203440
OG0000192	XP_010477383.1, XP_010459827.1, XP_019099126.1	Om005G203400
OG0000192	XP_010462815.1, XP_010477385.1, XP_010498573.2, XP_010477384.1, XP_010459830.1, XP_010477387.1, XP_010459833.1	Om005G203410
OG0000193	XP_010490067.1, XP_019092273.1, XP_010468410.1	Om002G071740, Om002G071690
OG0000193	XP_010489990.2, XP_010420489.1, XP_010489986.1, XP_010468337.1, XP_010488097.1, XP_019092253.1, XP_010489989.1, XP_010489988.1, XP_010468338.1	Om005G206290
OG0000195	XP_010516281.1	Om003G119760
OG0000195	XP_010470516.1, XP_010415183.1, XP_010435687.1, XP_010450539.1, XP_010511465.1, XP_010440887.1, XP_010454449.1, XP_010514736.1, XP_010493243.1, XP_010503055.1, XP_010420972.1	Om007G285150
OG0000196	XP_019095653.1	Om007G289450
OG0000196	XP_010453052.1, XP_010422869.1	Om005G185020, Om005G182080
OG0000196	XP_019094465.1	Om007G289440
OG0000196	XP_010426023.1	Om005G183260, Om008G337540
OG0000199	XP_010463100.1	Om008G349250
OG0000200	XP_010431183.1, XP_010412674.1, XP_010507356.1	Om005G182720
OG0000201	XP_010466467.1, XP_019092638.1	Om002G070220
OG0000201	XP_010488218.1, XP_010510843.1, XP_019092646.1	Om002G070290
OG0000202	XP_010473442.1, XP_019085863.1	Om002G064090
OG0000202	XP_019089334.1, XP_019092309.1, XP_010412488.1, XP_010495169.1, XP_010468519.2, XP_010468518.2, XP_019096435.1, XP_010479891.1, XP_010481167.1, XP_019091171.1, XP_019092654.1, XP_019092266.1, XP_019099063.1, XP_019083475.1, XP_019098413.1, XP_019092267.1, XP_010466564.2, XP_019096338.1, XP_010418308.2	Om020G374490, Om011G365230
OG0000203	XP_010468006.1, XP_019096322.1, XP_010417686.1, XP_010468008.1, XP_010468007.1, XP_010485847.1, XP_019099870.1	Om003G095370, Om002G055150
OG0000203	XP_010492545.1, XP_010486697.1, XP_010465695.1, XP_019092732.1, XP_010464759.1, XP_010464757.1, XP_010495466.1, XP_010456692.1, XP_010421359.1, XP_010465694.1, XP_010464760.1, XP_010495493.1, XP_010489757.1, XP_010492654.1, XP_010486695.2, XP_010424055.1, XP_010495148.1, XP_010456489.1, XP_010491919.1, XP_010424061.1, XP_010456497.1, XP_010495153.1, XP_010424059.1, XP_010495151.1, XP_010453223.1, XP_010495152.1, XP_010424060.1, XP_010424062.1, XP_010456498.1, XP_010495156.1, XP_019097703.1, XP_019097317.1, XP_019084656.1	Om002G046450, Om002G046460
