Orthogroup	Camelina_sativa	Brassica_napus
OG0000025	XP_019086647.1, XP_010446111.1, XP_010482860.1, XP_010485121.1, XP_010485123.1, XP_010485122.1	XP_048604678.1, XP_048603144.1, XP_013714776.2, XP_013674735.2
OG0000025	XP_010478410.1, XP_019094483.1, XP_019094842.1, XP_010480737.1	XP_048607423.1, XP_048607435.1, XP_013655489.2, XP_022571152.1, XP_048626769.1, XP_048626770.1, XP_013693915.2, XP_048606182.1, XP_048624533.1, XP_022554086.2, XP_048607422.1, XP_013670188.1, XP_022554085.2, XP_048607429.1
OG0000025	XP_010446182.1	XP_022548711.2
OG0000025	XP_010446112.1, XP_010475515.1, XP_019088072.1, XP_010446106.1, XP_019095829.1, XP_010475493.1	XP_048607496.1, XP_013704762.2
OG0000025	XP_010446107.1, XP_010475504.1, XP_010446108.1, XP_010448142.1	XP_048634788.1
OG0000025	XP_010453017.1, XP_010491651.1, XP_010491650.1, XP_010422865.1, XP_010453138.1	XP_013690637.1
OG0000025	XP_010446868.1	XP_022563911.2, XP_048631222.1, XP_013674433.2, XP_048627722.1, XP_048627726.1, XP_013674436.2, XP_013645094.1
OG0000025	XP_010452778.1, XP_019084603.1, XP_019090606.1	XP_013645334.2, XP_013651019.1, XP_022569112.2, XP_013739125.2, XP_013733752.2
OG0000026	XP_010474094.1, XP_010419434.1, XP_019084250.1, XP_010445859.1, XP_010501852.1	XP_013688792.2, XP_022575800.1, XP_013689982.1, XP_048604113.1, XP_048605402.1, XP_013694923.1, XP_022565088.1, XP_013694081.2, XP_048599629.1, XP_048611708.1, XP_013700163.2, XP_022560041.2, XP_048623977.1, XP_048619887.1, XP_013716236.1, XP_048604696.1, XP_048604608.1, XP_048615510.1, XP_013690069.1, XP_013679158.1, XP_048613434.1, XP_022570698.1, XP_048622697.1, XP_048593382.1, XP_013650782.2, XP_048633038.1, XP_013654050.2, XP_013656470.2, XP_048621728.1, XP_013709768.2, XP_013676571.2, XP_048605928.1, XP_013650482.2, XP_013725579.1, XP_022569794.1, XP_013678944.3, XP_048618333.1, XP_013649960.1, XP_013708922.1, XP_013701765.1, XP_048607574.1, XP_022559746.2, XP_013665567.3, XP_048600036.1, XP_048600035.1, XP_013718697.2, XP_013726689.1
OG0000026	XP_010484799.1, XP_010507266.1, XP_019099615.1, XP_019094547.1, XP_010513491.1, XP_019085625.1, XP_010480550.1, XP_010472603.1, XP_010495810.1, XP_019096500.1, XP_019086251.1, XP_010430881.1, XP_010430821.1, XP_019100880.1, XP_010451597.1, XP_019085450.1, XP_019087697.1, XP_010425957.1, XP_010420286.1, XP_010436691.1	XP_013645721.1, XP_013673982.1, XP_022544275.2, XP_022546075.2, XP_013742091.2, XP_013642305.2, XP_013748306.2, XP_048604834.1, XP_013745200.2, XP_022570115.1, XP_048591410.1, XP_048629058.1, XP_048609175.1, XP_013695840.2, XP_013689267.2, XP_013689142.2, XP_022565688.2, XP_013704163.2, XP_048633191.1, XP_048596374.1, XP_013694198.1, XP_013655249.2, XP_013709327.2, XP_022568227.1, XP_048619935.1, XP_048624252.1, XP_048613225.1, XP_048605392.1, XP_048608748.1
OG0000027	XP_010500449.1	XP_022567836.1, XP_022546469.2, XP_048595041.1
OG0000027	XP_010501685.1	XP_022575972.2, XP_048609431.1, XP_048636470.1
OG0000027	XP_010515603.1, XP_010431261.1, XP_010427640.1, XP_010504689.1, XP_010431427.1, XP_010427857.1, XP_010504688.1, XP_010427639.1, XP_019100391.1, XP_010427641.1	XP_013663491.2, XP_013663656.1
OG0000028	XP_010507235.1, XP_010451391.1, XP_019101704.1	XP_013751299.2
OG0000028	XP_019093987.1, XP_010484850.2, XP_019098406.1, XP_019097927.1, XP_019092098.1, XP_010431039.1, XP_010501650.1, XP_019095330.1, XP_019083999.1, XP_019085353.1, XP_019088516.1, XP_019097126.1, XP_019092964.1	XP_013665034.1
OG0000028	XP_010451660.1	XP_013658604.1, XP_013707922.2
OG0000028	XP_010515282.1	XP_022549798.1, XP_013645232.1, XP_048632999.1, XP_013725945.1, XP_022557655.1, XP_048637584.1, XP_048593411.1, XP_013652335.1, XP_048599560.1, XP_048618607.1, XP_013645857.1, XP_013718802.1, XP_013720035.1, XP_013657814.2, XP_022562306.1
OG0000028	XP_019090727.1	XP_048622652.1
OG0000029	XP_010426130.1, XP_019084377.1	XP_048613515.1
OG0000029	XP_010435359.1, XP_019099915.1	XP_013655251.2, XP_013679244.2
OG0000029	XP_019086286.1, XP_010490162.1	XP_048634081.1
OG0000029	XP_010431052.1, XP_010484853.1	XP_048606316.1
OG0000029	XP_010424381.1	XP_048596000.1
OG0000029	XP_010468539.2, XP_019100867.1, XP_019096310.1, XP_019084297.1, XP_019095473.1, XP_019092371.1, XP_019091545.1	XP_048630615.1, XP_048615843.1, XP_048637599.1, XP_048593648.1, XP_048607162.1, XP_048623050.1
OG0000029	XP_019085581.1, XP_010430917.1, XP_010424201.1, XP_019087592.1, XP_010425229.1, XP_010430907.1, XP_010430867.1, XP_019096514.1, XP_010484883.1, XP_010513568.1	XP_048613259.1, XP_048627705.1, XP_048634162.1, XP_048637574.1, XP_048591545.1, XP_013689748.1, XP_013719196.1
OG0000030	XP_019098840.1, XP_010412406.1	XP_048618227.1, XP_022556730.1, XP_048591080.1, XP_048597574.1, XP_013678966.1, XP_048591469.1, XP_048596507.1
OG0000030	XP_019101232.1, XP_010468709.1	XP_013673703.1
OG0000030	XP_010506956.1, XP_010506954.1, XP_010412394.1	XP_048634976.1
OG0000030	XP_019084298.1, XP_010412790.1, XP_019091192.1, XP_010463184.1, XP_010507036.1, XP_019093234.1	XP_048631703.1, XP_048593350.1, XP_048599751.1
OG0000030	XP_010424457.1	XP_013674366.2
OG0000030	XP_010484797.1	XP_013654433.1, XP_048605211.1, XP_048622936.1, XP_013658434.2, XP_048626196.1
OG0000030	XP_010412443.1	XP_013678830.1
OG0000030	XP_010480984.1, XP_010501571.1, XP_019092230.1	XP_048611490.1, XP_013669162.1, XP_013713780.1, XP_048620176.1
OG0000030	XP_010481147.1, XP_019099771.1	XP_048615642.1, XP_048613169.1
OG0000031	XP_019093579.1, XP_010484817.1, XP_019096365.1, XP_010418422.1, XP_010430428.1, XP_010419492.2, XP_010430431.1, XP_019082760.1, XP_019082759.1, XP_019087557.1, XP_010430336.1, XP_010418269.1, XP_010473491.1	XP_013733295.2, XP_013664368.1
OG0000031	XP_010458700.1	XP_013708901.1, XP_022547209.2
OG0000031	XP_010462675.2	XP_013653843.2, XP_013661513.2
OG0000031	XP_010453827.1, XP_019084725.1, XP_010492576.1	XP_013728454.1, XP_013667568.2
OG0000031	XP_010447152.1, XP_010436064.1	XP_013731595.1, XP_013743363.2
OG0000031	XP_010504570.1, XP_010465692.1, XP_019096254.1	XP_048602151.1, XP_048594826.1
OG0000031	XP_010448208.1, XP_010438694.1, XP_010433436.1	XP_013742432.1, XP_013741893.2
OG0000031	XP_010419465.1, XP_010474584.1, XP_019085228.1	XP_013664370.2, XP_048595644.1
OG0000031	XP_010418533.1, XP_019085324.1, XP_010418529.1, XP_010430597.1	XP_013716382.2
OG0000032	XP_010445555.1, XP_010424066.1, XP_010424166.1, XP_010462614.1, XP_010489839.1, XP_010430681.1	XP_013673963.2, XP_048604886.1, XP_048623808.1, XP_048605001.1, XP_048605635.1, XP_048605059.1, XP_013658348.1
OG0000032	XP_010468710.1	XP_048604937.1, XP_013651082.2, XP_013651085.1, XP_013651090.2, XP_048615619.1, XP_013739735.2, XP_013651159.2, XP_013668715.2, XP_048611616.1, XP_048619860.1, XP_048623891.1, XP_013673340.2, XP_013654425.2, XP_048626924.1, XP_013708988.2, XP_048599776.1, XP_013709250.1, XP_048598065.1, XP_048598067.1, XP_048619994.1, XP_013713767.2, XP_013719466.1, XP_013650969.2, XP_013745534.2, XP_048619925.1, XP_013669066.2, XP_013751667.2, XP_013718021.1, XP_013651589.1, XP_013665270.2, XP_013694190.1, XP_022549765.2, XP_013704115.3, XP_048611620.1, XP_013700310.2, XP_048613390.1, XP_013704527.1, XP_048605005.1, XP_013739460.2, XP_048618613.1, XP_048605644.1, XP_013745503.2, XP_048613372.1, XP_048613389.1, XP_048619879.1, XP_048599778.1, XP_048605004.1, XP_048619858.1, XP_013699884.2, XP_048598078.1, XP_013718390.1, XP_048636483.1, XP_048605634.1, XP_013733146.1, XP_048619837.1, XP_048619836.1, XP_013733145.1, XP_048593368.1, XP_022566280.2, XP_048605055.1, XP_013668632.2, XP_013704494.1, XP_048605031.1, XP_013704147.1, XP_048635897.1, XP_013704134.2, XP_013679365.1, XP_048620015.1
OG0000033	XP_010448753.1, XP_010439209.1, XP_010433941.1	XP_013714969.1, XP_013737559.2, XP_022555869.1, XP_013694313.2, XP_013737653.2, XP_013694321.1
OG0000033	XP_010418085.1, XP_010448756.1, XP_010439218.1	XP_013686564.1
OG0000033	XP_010418758.2	XP_013742865.1
OG0000033	XP_010448301.1	XP_013715780.1, XP_048628576.1, XP_048627598.1
OG0000033	XP_019088150.1, XP_019089518.1	XP_013717260.1, XP_013737259.1
OG0000033	XP_010467326.1	XP_013718529.1, XP_013694845.2, XP_048630548.1
OG0000033	XP_019087860.1, XP_019086461.1, XP_019089061.1, XP_010439190.1	XP_048597020.1, XP_013738358.2, XP_022570722.1
OG0000033	XP_010439220.1, XP_010448755.1, XP_010433938.1	XP_013737646.2, XP_013737574.2
OG0000033	XP_010431580.1	XP_048596713.1, XP_013644429.1
OG0000034	XP_019094521.1, XP_019090430.1	XP_048623038.1, XP_048592734.1, XP_022574481.2
OG0000034	XP_010495589.1, XP_010451640.1	XP_048621898.1, XP_048603766.1
OG0000034	XP_010477952.1	XP_048602612.1, XP_048593533.1
OG0000034	XP_019086739.1	XP_048629230.1, XP_048613039.1, XP_013657357.3, XP_048604157.1, XP_048600875.1, XP_048602885.1, XP_048622341.1, XP_048624629.1, XP_048614704.1, XP_048615203.1, XP_048601602.1, XP_013739469.3, XP_048622524.1, XP_013682194.3, XP_048621943.1, XP_048613063.1, XP_048604204.1, XP_048611588.1, XP_048607524.1, XP_048609770.1, XP_048606770.1, XP_048603896.1, XP_048600393.1, XP_048600357.1, XP_013713559.3, XP_013710842.2, XP_013652140.3, XP_013710791.2, XP_048626102.1
OG0000034	XP_010475406.1	XP_048627000.1
OG0000034	XP_019094880.1	XP_048612319.1, XP_048602271.1
OG0000035	XP_010421893.1, XP_019082535.1	XP_048634349.1, XP_048611991.1, XP_013747176.2, XP_048610025.1, XP_013723850.2, XP_013747222.2, XP_048635821.1, XP_048613549.1, XP_013645362.1, XP_048611994.1, XP_048634354.1, XP_013746089.2, XP_013696206.2, XP_013747225.2, XP_013723835.2, XP_048612494.1, XP_013666043.2, XP_013747220.2, XP_022574418.2, XP_013723790.1, XP_013723791.2, XP_048634353.1, XP_048633807.1
OG0000035	XP_010418688.1, XP_010510047.1, XP_010510053.1, XP_010473899.1, XP_010473891.1, XP_010444605.1, XP_010485320.1	XP_048611992.1, XP_048634350.1
OG0000035	XP_019082534.1, XP_010513136.1, XP_010430751.1, XP_019099592.1, XP_010510111.2	XP_013683389.1
OG0000035	XP_019100801.1, XP_010418693.1, XP_010418694.1, XP_010513131.1, XP_010473897.1, XP_010418692.1	XP_013715831.2, XP_022551123.2, XP_048603751.1, XP_013715819.2
OG0000036	XP_010474229.1, XP_010456533.1, XP_010430982.1, XP_010418657.1, XP_010474465.1	XP_013694559.1
OG0000036	XP_019086887.1, XP_010493433.1	XP_048604985.1
OG0000036	XP_019093348.1, XP_010507131.1, XP_019084347.1, XP_019082584.1, XP_010501541.1, XP_010495691.1, XP_010456723.1	XP_048605396.1, XP_013657831.1, XP_022573022.1
OG0000037	XP_019090182.1, XP_019083214.1, XP_019093211.1, XP_019087396.1, XP_019089238.1	XP_013729534.2
OG0000037	XP_019101847.1, XP_019099760.1	XP_048600422.1
OG0000037	XP_019086715.1, XP_010484995.1	XP_013645251.1, XP_048605902.1
OG0000037	XP_010470454.1, XP_010451547.1	XP_048611485.1
OG0000037	XP_019084216.1, XP_019101934.1, XP_010456691.1, XP_010445345.1, XP_010468354.1, XP_010463092.1, XP_010473846.1, XP_010420948.1	XP_013751552.2
OG0000037	XP_010484894.1, XP_010490134.1, XP_010412990.1, XP_010518640.1	XP_048618200.1
OG0000037	XP_019090068.1	XP_048635028.1
OG0000037	XP_019100829.1, XP_019086446.1	XP_013751422.1
OG0000037	XP_019087412.1	XP_048605097.1, XP_048613413.1, XP_048611981.1
OG0000037	XP_019082578.1	XP_022565052.1
OG0000037	XP_019098425.1	XP_048603180.1
OG0000037	XP_019086837.1	XP_048609838.1, XP_048622908.1
OG0000037	XP_019084390.1	XP_013665475.1
OG0000037	XP_019087357.1, XP_019095607.1, XP_019085897.1, XP_019091034.1, XP_019096545.1	XP_022568279.2
OG0000038	XP_010507624.1, XP_010512960.1, XP_010509052.1, XP_010412781.1, XP_010502501.1, XP_010427246.1	XP_013674918.2
OG0000038	XP_019087882.1	XP_048594240.1, XP_048622251.1, XP_048622252.1, XP_022546529.1, XP_013719588.1, XP_048621240.1
OG0000038	XP_019097483.1, XP_019087570.1	XP_013683826.1, XP_048620271.1, XP_048620270.1
OG0000038	XP_019092169.1	XP_048615236.1, XP_048635940.1, XP_048635115.1, XP_048615249.1, XP_048635116.1, XP_048615246.1
OG0000039	XP_010481168.1	XP_048637497.1, XP_013745367.1, XP_013704436.1, XP_048615849.1
OG0000039	XP_010481178.1	XP_013679936.2
OG0000040	XP_010462936.2, XP_010462910.2	XP_013701833.2, XP_022560216.2, XP_048591590.1
OG0000040	XP_010468083.1, XP_010489797.1, XP_019096559.1	XP_022550055.1, XP_022547723.2, XP_048600572.1, XP_048627995.1, XP_048600577.1, XP_048600576.1, XP_048600578.1, XP_048600582.1, XP_048600573.1
OG0000040	XP_010501254.1, XP_019096650.1, XP_019096368.1, XP_010465220.1	XP_048634184.1, XP_013744698.2, XP_048634467.1, XP_013744695.2, XP_013687565.1
OG0000040	XP_010446114.1, XP_019096373.1	XP_048600581.1, XP_048600574.1, XP_048600570.1
OG0000040	XP_019096352.1	XP_013679817.1, XP_013717097.2, XP_013679818.1
OG0000040	XP_019092251.1, XP_010424523.1, XP_010487966.1, XP_010481059.1, XP_010463131.1	XP_048628652.1, XP_022574870.2
OG0000040	XP_010419044.1, XP_010489955.2, XP_019100742.1	XP_013706039.1, XP_013675588.2, XP_013719126.2, XP_013716736.2, XP_048611111.1, XP_013747379.2
OG0000042	XP_019085383.1	XP_048596317.1, XP_048602093.1
OG0000042	XP_019084354.1, XP_019095172.1, XP_010473794.1, XP_019099587.1, XP_010473876.1	XP_048626442.1, XP_048630045.1, XP_048605221.1, XP_013669445.2
OG0000042	XP_010474284.1	XP_013653696.1, XP_013673846.1
OG0000042	XP_010480899.1	XP_013658415.1, XP_048620297.1
OG0000042	XP_019099950.1, XP_019088174.1, XP_019094516.1, XP_019102288.1, XP_019095793.1, XP_019101895.1, XP_019084027.1, XP_019100690.1	XP_048628387.1, XP_048594252.1
OG0000042	XP_019082992.1	XP_048593336.1
OG0000042	XP_019094451.1	XP_048596563.1
OG0000042	XP_019083342.1	XP_048608023.1
OG0000042	XP_019085329.1	XP_013694862.1
OG0000043	XP_019085386.1, XP_010451813.1	XP_013708975.1
OG0000043	XP_010445696.2, XP_019087483.1	XP_048611687.1
OG0000043	XP_010436661.1, XP_019094513.1, XP_010418861.1	XP_013689090.1
OG0000043	XP_019086339.1, XP_019098254.1, XP_010496997.1, XP_010451852.2, XP_019089207.1, XP_010507141.1	XP_013713707.2, XP_048604980.1
OG0000043	XP_010507119.1	XP_048611738.1, XP_048611858.1
OG0000043	XP_010419083.1, XP_010507353.1, XP_019086273.1, XP_010424414.1, XP_010463155.1, XP_019098333.1, XP_019085464.1, XP_010501846.1	XP_048605617.1, XP_013751538.1
OG0000043	XP_010419041.1, XP_010423961.1, XP_010420509.1, XP_010485112.1	XP_048605762.1, XP_022575840.1, XP_048636416.1, XP_048615744.1, XP_013662062.1, XP_048605629.1, XP_013668954.1
OG0000043	XP_010484908.1, XP_010501857.1	XP_048605095.1
OG0000044	XP_019087961.1, XP_010495787.1, XP_010458616.1, XP_019094579.1	XP_048599977.1, XP_013733293.2, XP_048591383.1, XP_048592554.1, XP_048605908.1, XP_048613135.1, XP_048623805.1, XP_048631733.1, XP_048591444.1, XP_048600193.1, XP_048606399.1, XP_048605166.1, XP_022567046.1, XP_048620073.1, XP_022552709.1, XP_048609363.1, XP_048607154.1, XP_048626706.1, XP_048595608.1, XP_048604688.1, XP_048627544.1, XP_048616284.1, XP_022552197.1, XP_048628171.1, XP_048608413.1, XP_048628439.1, XP_048593377.1, XP_013724632.2, XP_013723763.2
OG0000044	XP_019091484.1	XP_022547672.2, XP_013669672.2, XP_048623948.1, XP_048598164.1, XP_048613213.1, XP_048615669.1, XP_013642234.3, XP_013669592.2, XP_048608518.1, XP_013736305.1
OG0000045	XP_019091421.1	XP_013653957.2, XP_048610024.1
OG0000045	XP_019082588.1	XP_048627518.1, XP_048625806.1, XP_048633024.1, XP_048615579.1, XP_048598081.1
OG0000045	XP_010424185.1, XP_010444656.1	XP_013709461.2, XP_048626938.1, XP_013717367.1, XP_048611890.1, XP_048615531.1
OG0000046	XP_010435808.1, XP_010441031.1, XP_019089248.1	XP_048591104.1
OG0000046	XP_019088287.1, XP_010450947.1, XP_019086129.1	XP_048633450.1, XP_013710778.1
OG0000046	XP_010496110.1	XP_048621377.1, XP_048619217.1
OG0000046	XP_010439880.1, XP_010412987.2, XP_010439882.2	XP_048638243.1, XP_013669844.2
OG0000046	XP_019101968.1, XP_019086248.1	XP_048622771.1
OG0000046	XP_010420225.1	XP_013720885.1
OG0000046	XP_010450945.1, XP_010440924.1, XP_010435726.1	XP_013724742.2
OG0000046	XP_010470574.1	XP_013729318.2
OG0000046	XP_019083220.1, XP_019100936.1	XP_048616752.1, XP_048610981.1, XP_048604137.1
OG0000046	XP_010415232.1	XP_013676359.3, XP_048610976.1
OG0000046	XP_010511598.1, XP_010470573.1, XP_019083199.1, XP_019100931.1	XP_048591561.1
OG0000046	XP_010470571.1, XP_010415233.1	XP_048611004.1, XP_013731656.2
OG0000046	XP_019098152.1	XP_022551748.1, XP_048629558.1
OG0000047	XP_010451555.1	XP_048611664.1
OG0000047	XP_010474442.1	XP_048605495.1, XP_048606198.1
OG0000047	XP_010506977.1	XP_022565160.1
OG0000047	XP_010474142.1	XP_048606465.1, XP_048615063.1, XP_048630782.1, XP_022563248.1
OG0000047	XP_010470520.1	XP_013727892.1
OG0000047	XP_010436483.1, XP_010468532.1, XP_019085178.1, XP_010445366.1	XP_013673366.2, XP_048609206.1, XP_013745490.2
OG0000048	XP_010492798.1, XP_010420543.1, XP_010454026.1	XP_048625022.1, XP_013676074.2, XP_013683129.2, XP_048625023.1, XP_022544292.2, XP_048607995.1
OG0000048	XP_010492794.1, XP_010492795.1	XP_013680531.1, XP_013740217.1
OG0000048	XP_019083866.1, XP_019097998.1	XP_048605148.1, XP_013728790.2, XP_013680693.1, XP_013722306.3, XP_048625026.1, XP_048599157.1, XP_013722311.1, XP_048599156.1
OG0000049	XP_019085488.1	XP_048600004.1
OG0000049	XP_019099719.1, XP_019099720.1	XP_022557509.2
OG0000049	XP_019096323.1, XP_019086302.1, XP_010436786.1, XP_019099748.1	XP_048626071.1
OG0000049	XP_019095626.1	XP_048611513.1, XP_048611514.1, XP_048623930.1, XP_013654063.1
OG0000049	XP_010420068.1, XP_010496670.1, XP_010424768.1	XP_013716690.2
OG0000049	XP_010451841.1, XP_019089249.1, XP_010412539.1, XP_010513128.1, XP_019096292.1, XP_010513565.1	XP_048617249.1
OG0000050	XP_010424291.1, XP_010445890.1, XP_019094835.1, XP_019092382.1, XP_019097384.1, XP_010513205.1, XP_010513649.1	XP_013739943.1, XP_013704948.1, XP_048630984.1, XP_048637629.1, XP_048599686.1, XP_013655825.2, XP_013721760.1, XP_013705039.1, XP_013669077.1
OG0000050	XP_019096831.1	XP_048634070.1
OG0000052	XP_019098849.1, XP_010457379.1, XP_019094361.1, XP_019094954.1, XP_010475218.1	XP_048613662.1, XP_048599350.1, XP_013680648.2, XP_022549241.2, XP_048598261.1, XP_048597938.1
OG0000052	XP_010486459.1, XP_010468499.1, XP_010468070.1, XP_010418298.1, XP_010468069.1, XP_010489720.1	XP_048625302.1
OG0000052	XP_010413017.1	XP_048637055.1
OG0000052	XP_019100718.1, XP_019102056.1	XP_022556477.2, XP_022564157.2, XP_048637054.1, XP_022558010.2, XP_013752059.2, XP_013716726.2, XP_013716727.2
OG0000053	XP_010495452.1, XP_010445837.1	XP_013651105.1, XP_048633080.1, XP_013650489.2, XP_048637467.1, XP_048635066.1, XP_013645312.2, XP_013674059.1, XP_013694485.1, XP_022559955.1, XP_013689214.2, XP_013713672.1
OG0000053	XP_010451388.1, XP_010451387.1, XP_010445432.1, XP_010436657.1, XP_010507491.1, XP_010485261.1, XP_010424397.1, XP_010507751.1, XP_010418870.1, XP_010419243.1, XP_010418226.1, XP_010474557.1, XP_010501675.1, XP_010480860.1, XP_010412778.1, XP_010501678.1, XP_010457038.1, XP_010424297.1, XP_010480864.1, XP_010492076.1, XP_010480807.1, XP_010421928.1, XP_019086245.1, XP_019082768.1, XP_010454794.1, XP_019093613.1, XP_019087039.1, XP_010445534.1, XP_019093612.1, XP_010483128.1, XP_010474415.1, XP_010501879.1, XP_010513527.1, XP_010513525.1, XP_019094598.1, XP_010467664.1, XP_010495455.1, XP_010436683.1, XP_010444952.1	XP_013740947.1, XP_013741291.2, XP_013676972.1, XP_048633337.1, XP_013647473.2, XP_013741357.2, XP_013691360.1, XP_048610556.1, XP_013713105.2, XP_048596247.1
OG0000053	XP_010424196.1, XP_019102427.1, XP_010456828.1, XP_010424751.1, XP_010456785.1	XP_022564363.1, XP_048623806.1, XP_013711122.2, XP_013747493.2, XP_013668598.1, XP_013660360.1, XP_048613279.1, XP_013675621.2, XP_013726592.2, XP_013708501.1, XP_022548821.1
OG0000053	XP_010415481.1	XP_013673756.1, XP_022571037.1
OG0000054	XP_019093250.1, XP_019083618.1, XP_019085680.1, XP_019098445.1, XP_010484863.1	XP_048623542.1
OG0000054	XP_010445679.1, XP_010442704.1, XP_010497389.1	XP_022553428.2, XP_013737743.2, XP_048623720.1, XP_022553704.2, XP_048634735.1, XP_048610596.1, XP_048602294.1, XP_022574445.2, XP_048635553.1, XP_048618573.1, XP_048622748.1, XP_013713188.2, XP_048619894.1, XP_048611783.1, XP_048613170.1, XP_048615234.1, XP_048637818.1, XP_048637045.1, XP_048596138.1, XP_048612574.1, XP_048634954.1, XP_048609051.1, XP_022574301.2, XP_048633225.1, XP_022574506.1, XP_013704260.2, XP_022562802.1, XP_048620993.1, XP_048599089.1, XP_048592551.1, XP_048621337.1, XP_022551131.2, XP_048597720.1, XP_048606142.1, XP_048619790.1, XP_048621209.1, XP_048622552.1, XP_048629346.1, XP_048633888.1, XP_048598954.1, XP_022549978.2, XP_048605107.1, XP_013705438.2, XP_048615650.1, XP_048602917.1, XP_048628816.1, XP_048605478.1, XP_022574390.2, XP_048622671.1, XP_048599304.1, XP_048610747.1, XP_048596260.1, XP_013695048.2, XP_013654745.2, XP_048601641.1, XP_048608968.1, XP_048609577.1, XP_048592841.1, XP_048613136.1, XP_048634116.1, XP_048628169.1, XP_048592471.1, XP_013691238.2, XP_048622172.1, XP_048637571.1, XP_048605502.1, XP_013647204.3, XP_048610577.1, XP_048613967.1, XP_013687924.1, XP_048602061.1, XP_048623747.1, XP_013704261.2, XP_013751821.2, XP_013650559.3, XP_048598103.1, XP_048603738.1, XP_048604831.1, XP_048595714.1, XP_013658115.3, XP_048621182.1, XP_048617675.1, XP_048637491.1, XP_048617786.1, XP_048595653.1, XP_013710693.1, XP_048616894.1, XP_048620459.1, XP_022568362.2, XP_013668723.1, XP_048615647.1, XP_048623398.1, XP_048623607.1, XP_048618016.1, XP_048624004.1, XP_048613408.1, XP_013651174.2, XP_048604895.1, XP_013746819.2, XP_048625926.1, XP_022553477.2, XP_048616212.1, XP_048616185.1, XP_022570089.2
