Orthogroup	Camelina_sativa	Aethionema_saxatile
OG0000162	XP_010414474.1	As005G102220
OG0000164	XP_010447861.1, XP_010433102.1, XP_010480758.1	As011G264140, As011G262780
OG0000166	XP_010445342.1	As011G260470, As002G040840
OG0000166	XP_019087380.1, XP_010480439.1, XP_019099895.1, XP_010501661.1	As010G228020, As004G081580, As001G006820, As003G064800, As010G230400, As010G226530, As002G041150, As009G205490, As001G005350, As008G194830, As002G036330, As008G185730, As010G227240, As009G213530, As001G028210, As006G147470, As012G278710, As009G209860, As012G278700, As009G212490, As003G065570, As004G089950, As010G228950, As010G228940, As005G111670, As004G092330, As003G068080
OG0000167	XP_019098659.1, XP_010439682.1, XP_010434386.1, XP_010449327.1	As003G057890
OG0000168	XP_019095868.1, XP_010445568.1, XP_010431475.1, XP_010473894.1	As008G194570
OG0000168	XP_010424592.1	As010G230090
OG0000171	XP_010518410.1	As005G099780, As012G288230
OG0000171	XP_010475938.1, XP_010491587.1	As007G159620, As001G020870
OG0000171	XP_010492280.1, XP_010453596.1, XP_010420114.1	As009G200410
OG0000175	XP_010426685.1, XP_010515535.1, XP_010503823.1	As010G220360
OG0000175	XP_010477239.1, XP_010459691.1, XP_010498441.1	As007G156270
OG0000175	XP_010437541.1, XP_019086115.1, XP_010447010.1	As011G263590
OG0000175	XP_010467579.1, XP_010413444.1	As011G264780, As003G072250
OG0000184	XP_019087451.1, XP_019092310.1, XP_019085497.1, XP_019084338.1, XP_019094578.1, XP_019089217.1, XP_010473661.1, XP_019087261.1, XP_019100948.1, XP_019088769.1, XP_019097427.1, XP_019082663.1, XP_019098367.1, XP_019099645.1, XP_019098403.1, XP_019099574.1, XP_019094540.1, XP_019085257.1	As004G089570
OG0000187	XP_010477477.1, XP_010447527.1, XP_019087250.1, XP_019086672.1, XP_019086203.1	As001G003940
OG0000187	XP_019086660.1, XP_010445028.1	As001G003960
OG0000189	XP_010490335.1, XP_010423607.1	As003G074800
OG0000190	XP_010432767.1, XP_010422269.1, XP_010424589.1, XP_010468078.1, XP_010455738.1, XP_010455732.1, XP_010422268.1, XP_010432755.1, XP_010496365.1, XP_010455731.1, XP_019089409.1, XP_010455743.1, XP_019089416.1, XP_010432626.1, XP_010422277.1, XP_010455740.1, XP_010456914.1, XP_010432646.2, XP_010422274.1, XP_010455742.1, XP_010432720.1, XP_010432744.1, XP_010432614.1, XP_010422279.1	As004G085680
OG0000191	XP_010487521.1, XP_010468209.1, XP_010504457.2	As007G152760
OG0000192	XP_010428765.1, XP_010419233.1	As007G157190
OG0000195	XP_010470516.1, XP_010415183.1, XP_010435687.1, XP_010450539.1, XP_010511465.1, XP_010440887.1	As001G028840
OG0000195	XP_010454449.1, XP_010514736.1, XP_010493243.1, XP_010503055.1, XP_010420972.1	As002G033300
OG0000200	XP_010431183.1, XP_010412674.1, XP_010507356.1	As008G194290
OG0000203	XP_010424055.1, XP_010495148.1, XP_010456489.1, XP_010491919.1, XP_010424061.1, XP_010456497.1, XP_010495153.1, XP_010424059.1, XP_010495151.1, XP_010453223.1, XP_010495152.1, XP_010424060.1, XP_010424062.1, XP_010456498.1, XP_010495156.1, XP_019097703.1, XP_019097317.1, XP_019084656.1	As006G136770
OG0000204	XP_010468380.1, XP_019096687.1, XP_010490038.1, XP_010421105.1	As011G254640, As011G254620, As011G254600, As011G254610, As011G254630, As011G254590
OG0000207	XP_010429708.1, XP_010429712.1, XP_010463689.1, XP_010429704.1, XP_010429703.1, XP_010429705.2, XP_010417480.1, XP_010511557.1, XP_010415172.1, XP_010470503.1, XP_010497418.2, XP_010436614.1, XP_010436612.1, XP_019089432.1, XP_010429702.1, XP_010451553.1, XP_010430800.1, XP_019085414.1	As003G061070
OG0000208	XP_019086625.1, XP_010437072.1, XP_010446497.1	As003G075200, As003G075180, As003G075210, As003G060140
OG0000208	XP_010431923.1, XP_010446498.1, XP_010482589.1, XP_010442757.1, XP_010444711.1, XP_010444065.1, XP_010482535.1, XP_010442700.1	As003G075160
OG0000213	XP_010429234.1, XP_010472296.1, XP_010429230.1, XP_010472298.1, XP_010429242.1, XP_010472301.1	As002G038840
OG0000215	XP_010430737.2, XP_019094505.1	As011G258310
OG0000217	XP_010511059.1, XP_019094064.1, XP_010470258.1, XP_010511072.1, XP_010414643.1, XP_019093266.1	As001G019850
OG0000217	XP_010470195.1	As007G177020
OG0000218	XP_010459011.1, XP_010459012.1, XP_010476570.1, XP_010496673.1, XP_010425329.1, XP_010430761.1, XP_010502572.1, XP_010514273.1, XP_010425353.1, XP_010513878.1, XP_010424925.1, XP_010502132.1, XP_010513879.1	As001G022650
OG0000219	XP_010415221.1, XP_010470559.1, XP_010511861.1, XP_019082626.1, XP_010511589.1, XP_010470560.1	As001G028500, As001G028480
OG0000219	XP_010459998.1, XP_010460029.1, XP_010460021.1, XP_010460010.1, XP_010444206.1, XP_010459987.1, XP_010444207.1, XP_010484048.1, XP_010484049.1	As003G064990
OG0000220	XP_019101236.1, XP_010516402.1, XP_010512941.1	As010G225590, As010G227890
OG0000221	XP_010418555.1, XP_019094587.1, XP_019092256.1, XP_010501655.2, XP_010424571.1, XP_010424981.1, XP_010467026.1, XP_010451819.1, XP_010480935.1, XP_010463104.1, XP_010422284.1, XP_010474005.1, XP_010419179.1, XP_010507018.1	As002G040520
OG0000224	XP_010416697.1, XP_010428831.1, XP_010471946.1, XP_010416696.1, XP_010428832.1	As010G235950, As010G235920, As010G235890, As010G235940, As010G235900, As010G235880
OG0000224	XP_019091399.1, XP_010447532.1, XP_010438007.1, XP_010438010.1, XP_010432829.1, XP_010430399.1, XP_010418326.1, XP_010414749.1, XP_019094840.1, XP_019093546.1, XP_010430401.1, XP_010430398.1, XP_010473547.1, XP_010418327.1, XP_010473545.1, XP_010430397.1	As001G031540
OG0000225	XP_019094807.1, XP_010499458.1, XP_010460723.1, XP_010478307.1, XP_010478304.1, XP_010478308.1, XP_010478305.1, XP_010499461.1, XP_010478318.1, XP_010478317.1	As003G069680, As003G070050
OG0000228	XP_010421666.1	As007G159250
OG0000228	XP_019091213.1	As010G233780, As010G233750
OG0000228	XP_010415777.1, XP_010427882.1, XP_010471089.1, XP_010415785.1, XP_010427896.1, XP_019093826.1, XP_010427881.1, XP_010415776.1	As010G233770, As011G262150, As010G233790, As010G233800
OG0000231	XP_010445621.1, XP_010435780.1, XP_010450882.1	As004G077900
OG0000231	XP_010470704.1, XP_010415365.1, XP_010511737.1, XP_010513629.1, XP_010496863.1	As001G028220
OG0000232	XP_010464097.1, XP_010486027.1, XP_010430543.1, XP_010486026.2, XP_010464098.1, XP_010489766.1, XP_010489765.1, XP_019092170.1, XP_010486745.2, XP_019092172.1, XP_019092174.1, XP_010486706.1, XP_010486751.1, XP_019096353.1, XP_010489521.1, XP_019096354.1, XP_010464796.1, XP_010468108.1, XP_010418698.2, XP_019101160.1, XP_010486594.1, XP_019096300.1, XP_019096357.1, XP_010489735.1, XP_010486741.1, XP_010486729.2, XP_019090683.1, XP_019083959.1, XP_019092179.1, XP_010489763.1, XP_019099452.1, XP_019096356.1, XP_019097045.1, XP_010418689.1, XP_019096691.1	As002G036540, As006G139020
OG0000233	XP_010484917.1	As007G163840
OG0000233	XP_010507468.1, XP_010484754.1	As005G111800
OG0000234	XP_010504354.1, XP_010516066.1, XP_010427258.1	As012G281460
OG0000234	XP_010516065.1, XP_010504353.1, XP_010427257.1, XP_010517272.1, XP_010505600.1, XP_010509030.1	As006G143800
OG0000234	XP_010453438.1, XP_010492119.1, XP_010419943.1	As009G210340
OG0000237	XP_010468276.1, XP_010451506.1, XP_010480761.1, XP_019085442.1, XP_019089196.1, XP_010484884.1, XP_010419151.1, XP_019092320.1, XP_019093275.1, XP_010497058.1, XP_019099557.1, XP_019092386.1	As010G229740
OG0000237	XP_010419100.1, XP_019092319.1, XP_010495607.1, XP_019087539.1, XP_010445604.1, XP_019088621.1, XP_010463369.1, XP_010456809.1, XP_010456822.1, XP_019090140.1, XP_019092379.1, XP_010468691.1, XP_010480983.1, XP_019089250.1, XP_019094468.1, XP_010480714.1, XP_010507075.1, XP_010506866.1, XP_010436864.1, XP_010506891.1, XP_010484719.1, XP_010506868.1, XP_019100790.1, XP_019097501.1	As011G257810
OG0000242	XP_010488954.1, XP_010518146.1, XP_010467297.1, XP_019090990.1, XP_010518159.1, XP_010488956.1, XP_010467298.1, XP_010476441.1, XP_010495747.1, XP_010458885.1, XP_010480469.2, XP_010458886.1, XP_010495755.1, XP_010458887.1, XP_010458880.1, XP_010495739.1, XP_010476440.1	As008G183340, As008G183330
OG0000244	XP_010448984.1, XP_010439415.1, XP_010434115.1	As003G059930
OG0000244	XP_010432250.1, XP_010422316.1, XP_010455784.1	As004G085820
OG0000244	XP_010448994.1, XP_010434119.1, XP_010439419.1, XP_010448986.1, XP_010448990.1, XP_010448988.1	As003G059920, As003G059880, As003G059910, As003G059890, As003G059900
OG0000244	XP_010432240.1, XP_010422318.1, XP_010455785.1, XP_010422317.1, XP_010432232.1, XP_010455786.1	As004G085860, As004G085850
OG0000248	XP_010414804.1, XP_010511356.1	As001G019970, As001G019960, As001G019950, As001G019930, As001G019460, As001G019420
OG0000249	XP_010412902.1	As012G276740
OG0000249	XP_010509439.2, XP_010505225.1, XP_010516903.2, XP_010516904.1, XP_010509434.1	As006G145310
OG0000249	XP_010479272.1, XP_010461668.1, XP_010500378.1, XP_019101281.1, XP_010505227.1, XP_019101282.1, XP_010516907.1	As006G145330, As008G193990, As006G145350, As006G145320
OG0000256	XP_019097596.1, XP_019085446.1	As006G142430
OG0000257	XP_019099106.1, XP_019096799.1, XP_019092661.1, XP_019092659.1	As002G035710, As012G268510
OG0000258	XP_010451917.1, XP_010483230.1	As002G048970
OG0000258	XP_010514271.1	As001G025260
OG0000264	XP_010455956.1, XP_010422514.1, XP_010430556.1	As004G086270, As010G229170
OG0000268	XP_010424976.1, XP_010502212.1, XP_010513957.1	As001G023230
OG0000268	XP_010430257.1, XP_010497442.1	As001G023220, As001G023200
OG0000268	XP_010452016.1, XP_010490600.1, XP_010423917.1	As005G106920
OG0000268	XP_010427083.1, XP_010515930.1, XP_010504206.1	As012G278370
OG0000270	XP_010416452.1	As010G237880
OG0000270	XP_010471677.1	As007G156110
OG0000271	XP_010431529.1	As004G086280
OG0000272	XP_010468589.1, XP_010424048.1, XP_019085363.1, XP_010506876.1, XP_010507041.1, XP_010431262.1, XP_010457034.1	As003G064910
OG0000272	XP_019093238.1	As006G146450
OG0000273	XP_010482483.1, XP_010446031.1, XP_010443330.1	As007G156970
OG0000273	XP_010479293.1, XP_010500406.1, XP_010461696.1, XP_010479292.1, XP_019096267.1	As012G273480
OG0000274	XP_010483616.1, XP_010443747.1, XP_010455424.1	As005G114920
OG0000274	XP_010426062.1, XP_010514956.1, XP_010514955.1, XP_010503242.1, XP_010426063.1	As010G224670, As010G224890
OG0000274	XP_010510485.1, XP_010414380.1, XP_010469948.1	As006G128840, As006G128830
OG0000276	XP_010435288.1	As009G205840, As009G205860, As003G058460, As001G005010, As004G093920
OG0000276	XP_010421803.1, XP_010421801.1, XP_010415200.1, XP_010470531.1, XP_010511460.1	As011G256110
OG0000276	XP_019088231.1, XP_019088984.1, XP_019086168.1	As007G163350, As007G163430
OG0000277	XP_019098756.1, XP_010434933.1, XP_010449910.1, XP_019087952.1, XP_019098739.1, XP_010440262.1, XP_010440261.1, XP_010449907.1, XP_010434931.1, XP_010449908.1, XP_010434932.1, XP_010440263.1, XP_010449909.1, XP_019087973.1	As004G096710
OG0000277	XP_010440259.1	As004G096720
OG0000279	XP_019085447.1	As001G004840, As010G237280
OG0000279	XP_019098349.1	As007G165600
OG0000282	XP_010497197.1, XP_010491374.1, XP_010423194.1, XP_010452722.1, XP_010452723.1, XP_010497851.1	As002G055220
OG0000283	XP_010442026.1	As006G125110
OG0000283	XP_019095932.1, XP_010494318.1, XP_010494317.1, XP_010481869.1, XP_010442030.1, XP_010494320.1, XP_010494321.1, XP_010442028.1, XP_010442027.1, XP_019088257.1, XP_010494316.1, XP_019087972.1, XP_010481871.1, XP_010442032.1, XP_010494314.1	As006G125160, As006G125170, As006G125120, As006G125130
OG0000284	XP_010456758.1, XP_010497082.1, XP_010421525.1, XP_010456733.2, XP_010455018.1, XP_010455019.1, XP_010421527.1, XP_010421526.1, XP_010421522.1	As006G139300
OG0000284	XP_010464143.1, XP_019095548.1, XP_010486065.1, XP_010464142.1, XP_010466902.1, XP_010474228.1, XP_010486066.1, XP_010464144.1, XP_010433119.1, XP_010471368.1	As006G139290
OG0000294	XP_010505371.1, XP_010465788.1, XP_010487618.1	As011G249490
OG0000294	XP_010516917.1, XP_010505234.1, XP_010509423.1	As006G145420
OG0000294	XP_010518399.1, XP_010506734.1, XP_010507932.1	As005G099900
OG0000294	XP_010422683.1, XP_019088848.1, XP_010456120.1	As006G122700
OG0000294	XP_010457229.1	As008G198060
OG0000295	XP_010470433.1	As011G246810
OG0000297	XP_019096446.1, XP_010490081.1, XP_010421667.1, XP_010421657.1, XP_010432164.1, XP_010446775.1, XP_010437333.1, XP_010451030.1, XP_010437330.1	As008G198730
OG0000297	XP_010443844.1, XP_010483690.1, XP_010477623.1	As005G114280
OG0000299	XP_010495861.1, XP_010502926.1, XP_010425706.1, XP_010428976.1, XP_010472066.1	As010G241870, As010G241880
OG0000299	XP_019091189.1	As010G241860, As009G207860
OG0000299	XP_019096711.1, XP_010480156.1	As012G267900
OG0000303	XP_010431415.1, XP_019084337.1, XP_010516087.1, XP_010436398.1, XP_010489240.1, XP_010421043.1, XP_019093580.1, XP_010435589.1, XP_019090874.1, XP_010418897.1, XP_010507441.1, XP_019093585.1, XP_019090029.1, XP_010455442.1	As003G069740
OG0000308	XP_010428182.1, XP_010471319.1, XP_019091685.1, XP_019095335.1, XP_019094416.1, XP_010416063.1, XP_010428192.1, XP_010471330.1, XP_019085619.1, XP_019085082.1, XP_019083321.1, XP_010471326.1, XP_010441159.1, XP_019086831.1, XP_019089647.1, XP_010450684.1, XP_010435942.1, XP_010441152.1, XP_010498130.1, XP_019089227.1, XP_010476918.1, XP_019089160.1, XP_010451551.1, XP_010463278.1	As010G240850, As010G240840, As010G240940, As010G240920
OG0000310	XP_019098199.1, XP_019091027.1, XP_010446197.2, XP_010477358.2, XP_010485234.1	As005G115910, As001G004860, As001G003850, As005G113880
OG0000311	XP_019083838.1, XP_010453820.1, XP_010492569.1	As009G202530
OG0000311	XP_010500377.1	As012G273730
OG0000311	XP_019092422.1, XP_010487679.1, XP_010505938.1, XP_019102406.1	As011G249880
OG0000311	XP_010435595.1, XP_010440874.1, XP_010450518.1	As004G077290
OG0000311	XP_010511548.1, XP_010470493.1, XP_010415162.1	As001G029000
OG0000313	XP_010439607.1, XP_010449212.1, XP_010445254.2	As003G058420
OG0000313	XP_010434309.2	As007G163450, As007G163440
OG0000313	XP_019089144.1	As003G064930
OG0000314	XP_010484183.1, XP_010475139.1, XP_010457533.1	As008G195840
OG0000314	XP_010469563.1, XP_019101347.1, XP_010413966.1, XP_010457534.1, XP_010475140.1	As006G125760
OG0000315	XP_010430877.1, XP_010469488.1, XP_010445480.1, XP_010422301.1	As006G137990, As006G137760
OG0000316	XP_019084641.1, XP_010471614.1, XP_019084234.1, XP_010468279.1, XP_010445964.1, XP_010484956.1, XP_010493426.1, XP_010443097.1, XP_010471603.1	As008G187440, As008G187910
OG0000319	XP_010475572.1, XP_019100519.1, XP_010517279.1, XP_010488173.1, XP_010488164.1, XP_010458008.1, XP_010443839.1, XP_019094876.1, XP_010443836.1, XP_010483687.1, XP_010458006.1, XP_010483684.1, XP_010456336.1, XP_019101247.1, XP_010475574.1	As006G129730, As005G114310, As008G191530
OG0000321	XP_010436711.1, XP_010445556.1, XP_010451690.2, XP_010451696.2, XP_010436717.1, XP_010451708.1, XP_019086499.1, XP_010440854.1, XP_010445557.1, XP_019086698.1, XP_010440853.1, XP_019086166.1, XP_010440850.1, XP_010450499.1, XP_010445561.2, XP_010435577.2	As001G010170
OG0000322	XP_010472056.1, XP_019083440.1, XP_010431549.1	As009G214030
OG0000322	XP_019098473.1	As001G014750
OG0000322	XP_010507659.1, XP_010412966.1, XP_010507661.2, XP_019101077.1	As007G153590
OG0000323	XP_019087663.1, XP_019088000.1, XP_019095794.1	As002G045490
OG0000323	XP_019089315.1, XP_019088556.1, XP_019086422.1	As005G112480
OG0000327	XP_019094276.1, XP_019091193.1, XP_019099170.1	As008G195090, As008G195100, As011G263130
OG0000329	XP_010507735.2, XP_019101980.1, XP_010512885.1, XP_010413052.1, XP_010507734.1, XP_010512849.1, XP_010413051.2, XP_010512884.1, XP_010413024.1, XP_010507713.1, XP_010413025.1, XP_010507714.1, XP_019099809.1, XP_019101991.1, XP_010518074.1, XP_010506398.1, XP_010512850.1	As007G180560
OG0000332	XP_010414865.1	As001G030000
OG0000332	XP_010493056.1, XP_010493058.1, XP_010420793.1, XP_010454260.1, XP_010454262.1	As002G033230
OG0000332	XP_010461854.1, XP_010479400.1, XP_010500555.1, XP_010473400.1, XP_010430201.1, XP_010418156.1	As011G251780, As012G272450
OG0000334	XP_010504153.1, XP_010427040.1, XP_010515881.1	As012G277630
OG0000334	XP_010509284.1, XP_019102506.1, XP_010456033.1, XP_010456035.1, XP_010456034.1, XP_010456037.2, XP_010429650.1, XP_010429638.1, XP_019090656.1, XP_019090657.1	As006G146780
OG0000339	XP_010433914.1, XP_010448716.1, XP_010439184.1	As003G061400
OG0000339	XP_010456290.1, NP_001289902.1, XP_010427011.1	As006G121550
OG0000339	XP_010506589.1, XP_010518252.1, XP_010508083.1, XP_010469077.1, XP_010512489.1, XP_010413405.1, XP_010469076.1	As005G101130, As012G287430
OG0000340	XP_010508417.1, XP_010506232.1, XP_010505944.1, XP_019101985.1	As005G103820
OG0000340	XP_010506245.1, XP_010506244.1, XP_010517927.1, XP_010508409.1, XP_010508411.1, XP_010506238.1, XP_010517925.1	As005G103800, As005G103810
OG0000344	XP_019084256.1, XP_010454939.1	As009G215190, As009G215530
OG0000348	XP_010493896.1, XP_019085791.1, XP_010440649.1	As002G041810
OG0000348	XP_010446147.1, XP_010467192.1, XP_019091323.1, XP_010440415.1, XP_019087059.1, XP_010492499.1, XP_010513379.1	As002G040050
OG0000350	XP_010460751.2, XP_010478345.2, XP_019095691.1	As003G070220, As003G070200
OG0000351	XP_010468170.1	As009G207800
OG0000351	XP_010487254.1, XP_010488444.1	As011G246700, As011G246690
OG0000351	XP_010468172.1, XP_010421065.1	As009G207810, As011G246650
OG0000352	XP_010459251.1, XP_010498033.1, XP_010476829.1	As007G153380
OG0000358	XP_010475077.1, XP_010422976.1, XP_010491581.1, XP_010452943.1, XP_010457465.1, XP_010483343.1	As006G124930, As008G196330
OG0000358	XP_010442005.1, XP_010481843.1, XP_010494341.1, XP_010491580.1, XP_010422977.1, XP_010452942.1, XP_010452941.1, XP_010491579.1	As008G196390
OG0000359	XP_010509751.1, XP_010504898.1, XP_019102454.1	As012G275420
OG0000360	XP_010464770.1, XP_010444718.1	As005G119730
OG0000368	XP_010437239.1, XP_019089733.1, XP_010446677.1, XP_010432068.1, XP_010446673.1	As003G073560, As003G073580
OG0000368	XP_010470529.1, XP_010415198.1, XP_010513554.1, XP_010511484.1, XP_010415197.1, XP_010470528.1, XP_010451019.1, XP_010432067.1, XP_010437237.1, XP_010446670.1, XP_010432066.1	As003G073600, As003G073590
OG0000370	XP_010498039.1, XP_010476835.1, XP_010476836.1, XP_010498040.1, XP_010459260.1, XP_010476833.1, XP_010498038.1, XP_010459259.1, XP_010448855.1, XP_010448451.1, XP_010433658.1	As007G153440
OG0000371	XP_010462891.2, XP_010518416.1, XP_010506753.1, XP_010474951.1, XP_010481842.1, XP_019098943.1, XP_010458541.1, XP_019094831.1, XP_010460297.1, XP_019102053.1	As005G099710, As005G099720
OG0000372	XP_010438650.1, XP_010448169.1, NP_001289903.1, XP_010448171.1, XP_010448168.1, XP_010438649.1, XP_010438652.1, XP_010448170.1	As006G132540, As006G132550
OG0000374	XP_010434091.1, XP_010448948.1, XP_019088731.1, XP_010448949.1, XP_010439375.1	As012G273470, As012G273550
OG0000377	XP_010418018.1, XP_010510914.1	As001G021080
OG0000377	XP_010475965.1, XP_010491924.1, XP_010458446.1	As001G021090
OG0000378	XP_019089105.1, XP_010513076.1, XP_010451705.1, XP_010463333.1, XP_010445308.1, XP_019098182.1, XP_010474904.1, XP_010462874.1, XP_010495377.1, XP_019097517.1, XP_010468538.1, XP_010448992.2, XP_010431300.1, XP_019097461.1, XP_010506932.2, XP_010513141.2, XP_010430905.1, XP_010424554.1, XP_010424303.1, XP_010490047.1	As003G067400
OG0000382	XP_010413275.1, XP_010468948.1, XP_010457244.1, XP_010474672.1, XP_010481127.1, XP_010456084.1, XP_010429159.1, XP_010422641.1	As006G122900
