Orthogroup	Eutrema_salsugineum	Raphanus_sativus
OG0000077	XP_006392390.2	XP_018468968.1
OG0000078	XP_006400347.1, XP_006400352.1, XP_006400344.1	XP_018474944.1
OG0000078	XP_006400348.1	XP_018444134.1, XP_018446926.1, XP_018468734.1
OG0000079	XP_006405230.2, XP_024010130.1	XP_018454571.1, XP_018435964.1, XP_018467728.1, XP_018453714.1, XP_018453700.1, XP_018435546.1, XP_018444405.1, XP_018448694.1, XP_018448697.1, XP_018463788.1, XP_018443589.1, XP_018448758.1, XP_018465298.1, XP_018481702.1, XP_018448633.1, XP_018458820.1, XP_018435507.1
OG0000080	XP_024006412.1, XP_024009577.1, XP_024014937.1, XP_024014015.1, XP_024009774.1, XP_024006600.1, XP_024006597.1, XP_024014043.1, XP_024011233.1, XP_024013383.1, XP_024004890.1, XP_024013704.1, XP_024013909.1, XP_024013996.1, XP_024010788.1, XP_024010580.1, XP_024013057.1, XP_024014532.1	XP_018435994.1, XP_018480071.1
OG0000081	XP_024014389.1, XP_024004223.1	XP_018436245.1
OG0000081	XP_024014942.1, XP_024013908.1	XP_018463440.1, XP_018467536.1, XP_018436146.1
OG0000083	XP_024004079.1	XP_018458977.1
OG0000086	XP_024014611.1, XP_006405827.1, XP_006405828.1, XP_006405825.1, XP_006405877.2	XP_018465188.1, XP_018479609.1, XP_018459689.1
OG0000086	XP_006390991.1	XP_018456777.1, XP_018456775.1, XP_018475756.1
OG0000086	XP_006391405.1	XP_018445028.1, XP_018459504.1
OG0000089	XP_006394642.1	XP_018477697.1, XP_018484582.1
OG0000089	XP_006410012.1	XP_018440871.1
OG0000089	XP_006399740.1	XP_018476501.1, XP_018446020.1
OG0000089	XP_006403108.1	XP_018439894.1, XP_018456689.1, XP_018457306.1, XP_018483831.1
OG0000089	XP_006410628.1	XP_018434101.1
OG0000089	XP_006390273.1	XP_018446239.1, XP_018463490.1
OG0000090	XP_024004922.1, XP_024014456.1	XP_018474003.1
OG0000090	XP_024009890.1	XP_018453787.1
OG0000091	XP_006404364.1	XP_018434208.1
OG0000091	XP_006404361.1	XP_018441615.1
OG0000091	XP_006398110.2, XP_006398111.1	XP_018436160.1, XP_018442302.1, XP_018442307.1, XP_018476975.1, XP_018460254.1, XP_018475641.1, XP_018443675.1
OG0000091	XP_024011446.1	XP_018446823.1
OG0000091	XP_006404412.1	XP_018440736.1
OG0000092	XP_024010073.1	XP_018435657.1, XP_018488019.1, XP_018488020.1, XP_018479259.1
OG0000095	XP_006405024.2, XP_006405025.1, XP_006405019.2	XP_018478409.1, XP_018478874.1
OG0000095	XP_006405020.2	XP_018482033.1, XP_018481961.1
OG0000095	XP_024013951.1, XP_006405002.1, XP_024014179.1, XP_006391426.1	XP_018473675.1
OG0000096	XP_024004907.1, XP_024007223.1	XP_018435460.1, XP_018490105.1, XP_018467758.1
OG0000097	XP_024005015.1	XP_018459726.1
OG0000098	XP_006395726.1	XP_018443267.1, XP_018443647.1, XP_018461538.1, XP_018467732.1
OG0000098	XP_006404383.1, XP_006394690.1, XP_006414046.1	XP_018477065.1
OG0000099	XP_024016381.1, XP_024010576.1, XP_024015890.1, XP_024009360.1, XP_024009340.1, XP_024015948.1, XP_024016194.1	XP_018459221.1, XP_018474014.1, XP_018461080.1, XP_018453694.1, XP_018487738.1
OG0000099	XP_024015840.1, XP_024011325.1, XP_024015053.1, XP_024010351.1, XP_024014578.1, XP_024010433.1, XP_024004997.1, XP_024004921.1, XP_024016561.1	XP_018458590.1, XP_018476247.1, XP_018463284.1, XP_018463270.1, XP_018461123.1, XP_018473719.1, XP_018487845.1, XP_018479623.1, XP_018460939.1
OG0000099	XP_024009463.1, XP_024007273.1, XP_024006550.1, XP_024007285.1, XP_024007317.1, XP_024013191.1, XP_024006645.1	XP_018443768.1
OG0000100	XP_024014029.1, XP_024004369.1	XP_018453994.1
OG0000101	XP_024007307.1	XP_018479572.1, XP_018461557.1, XP_018479181.1
OG0000101	XP_024013940.1	XP_018448389.1
OG0000101	XP_024004951.1	XP_018448626.1, XP_018479413.1, XP_018460740.1, XP_018453636.1, XP_018443713.1, XP_018453516.1
OG0000102	XP_006405546.1	XP_018478798.1
OG0000102	XP_006403998.2	XP_018436108.1
OG0000102	XP_006396592.1	XP_018455932.1, XP_018456414.1, XP_018456413.1, XP_018456412.1, XP_018455931.1
OG0000102	XP_006417793.2	XP_018451515.1, XP_018489433.1, XP_018486652.1, XP_018486669.1, XP_018474049.1
OG0000102	XP_006396591.1	XP_018455434.1, XP_018453837.1, XP_018453850.1, XP_018453845.1, XP_018453836.1, XP_018453859.1, XP_018453863.1, XP_018455375.1, XP_018453869.1
OG0000103	XP_024006500.1	XP_018435808.1
OG0000103	XP_024004132.1	XP_018460201.1
OG0000103	XP_024010234.1	XP_018458062.1, XP_018473638.1, XP_018462032.1, XP_018436288.1, XP_018459907.1
OG0000105	XP_024011529.1	XP_018448388.1, XP_018489022.1, XP_018489020.1
OG0000106	XP_024004087.1	XP_018454225.1
OG0000106	XP_024009972.1, XP_024010849.1	XP_018491450.1, XP_018479267.1, XP_018458036.1
OG0000106	XP_024013941.1, XP_024004736.1, XP_024012932.1, XP_024005999.1	XP_018435770.1
OG0000107	XP_006406420.1	XP_018440339.1, XP_018435080.1, XP_018436775.1
OG0000108	XP_006410952.1, XP_006403657.1	XP_018476215.1, XP_018441209.1
OG0000108	XP_006399464.1	XP_018445204.1, XP_018476330.1, XP_018471220.1
OG0000108	XP_006406564.1	XP_018440679.1
OG0000109	XP_024016626.1, XP_006414991.2	XP_018454381.1
OG0000109	XP_024009711.1, XP_024010384.1, XP_024009792.1, XP_024009380.1, XP_024010244.1, XP_024014026.1, XP_024006561.1, XP_024013107.1, XP_024015896.1, XP_024009348.1, XP_024013914.1, XP_024009952.1, XP_024006596.1	XP_018487761.1, XP_018481572.1, XP_018481855.1, XP_018464035.1, XP_018463274.1, XP_018448709.1, XP_018466706.1, XP_018454380.1, XP_018477453.1, XP_018459917.1
OG0000110	XP_024006585.1, XP_024009271.1, XP_024009446.1, XP_024009516.1, XP_024015963.1, XP_024010353.1, XP_024013220.1	XP_018481465.1
OG0000111	XP_006391257.1, XP_006409739.1, XP_006409738.2, XP_006409778.1	XP_018479437.1, XP_018436418.1, XP_018473888.1
OG0000113	XP_024006509.1, XP_024009929.1, XP_024006467.1	XP_018464852.1
OG0000114	XP_024013163.1, XP_024014535.1	XP_018456273.1
OG0000114	XP_024009390.1, XP_024014516.1, XP_024009469.1, XP_024011379.1, XP_024006494.1, XP_024006892.1, XP_024013367.1	XP_018482325.1
OG0000114	XP_024010573.1, XP_024007698.1, XP_024015859.1	XP_018487715.1, XP_018459983.1, XP_018448674.1, XP_018460864.1
OG0000115	XP_024011285.1	XP_018490007.1, XP_018455502.1
OG0000116	XP_006404698.2, XP_006415357.2, XP_024006877.1	XP_018453807.1, XP_018465674.1, XP_018482519.1, XP_018474057.1, XP_018455509.1, XP_018463276.1, XP_018475460.1, XP_018459183.1, XP_018448437.1, XP_018462607.1, XP_018440840.1, XP_018470517.1
OG0000116	XP_024004957.1	XP_018487410.1
OG0000117	XP_024008618.1	XP_018442248.1, XP_018475190.1, XP_018463580.1, XP_018474776.1, XP_018483556.1, XP_018449780.1, XP_018449779.1
OG0000117	XP_024008246.1	XP_018434385.1
OG0000117	XP_024008029.1, XP_024008030.1, XP_006416071.1	XP_018461550.1, XP_018449778.1, XP_018449606.1, XP_018449776.1, XP_018449605.1, XP_018461549.1, XP_018461548.1, XP_018449734.1, XP_018449777.1, XP_018448289.1, XP_018448292.1, XP_018461551.1, XP_018456410.1, XP_018454087.1, XP_018455073.1
OG0000118	XP_006416096.1	XP_018491246.1, XP_018488077.1, XP_018438578.1, XP_018442744.1, XP_018491336.1, XP_018485751.1, XP_018486403.1, XP_018488302.1, XP_018482093.1
OG0000119	XP_006419033.2	XP_018435717.1
OG0000120	XP_024010260.1, XP_024014515.1, XP_024006138.1	XP_018453659.1
OG0000120	XP_024014488.1, XP_024013369.1	XP_018459717.1, XP_018458450.1, XP_018458451.1, XP_018459167.1
OG0000122	XP_006401335.1	XP_018475283.1, XP_018462771.1, XP_018472552.1, XP_018474614.1, XP_018462773.1, XP_018472550.1
OG0000122	XP_024011179.1	XP_018460882.1
OG0000122	XP_024014583.1, XP_024014445.1	XP_018482341.1
OG0000122	XP_006401346.1	XP_018475532.1, XP_018474204.1, XP_018474203.1
OG0000122	XP_006401333.2	XP_018468941.1
OG0000123	XP_024006376.1, XP_024016087.1	XP_018448747.1, XP_018459700.1, XP_018459701.1, XP_018459703.1, XP_018466453.1, XP_018459702.1, XP_018459697.1, XP_018459698.1, XP_018459699.1, XP_018448750.1, XP_018448748.1, XP_018465661.1, XP_018450290.1, XP_018459696.1, XP_018448772.1, XP_018448773.1, XP_018448746.1, XP_018448771.1, XP_018448752.1, XP_018467474.1, XP_018467238.1, XP_018459695.1, XP_018448753.1, XP_018448754.1, XP_018459694.1
OG0000123	XP_024012107.1	XP_018474158.1, XP_018474157.1, XP_018435443.1, XP_018435960.1
OG0000124	XP_024014203.1	XP_018467348.1
OG0000124	XP_024011275.1, XP_024009428.1, XP_024006620.1, XP_024007267.1, XP_024015892.1, XP_024009781.1, XP_024013977.1, XP_024010413.1, XP_024005584.1, XP_024010662.1, XP_024011095.1, XP_024010391.1, XP_006409642.2, XP_024007266.1, XP_024011274.1, XP_024016583.1	XP_018458113.1, XP_018474425.1, XP_018458453.1, XP_018467814.1, XP_018436023.1, XP_018459692.1, XP_018464236.1, XP_018480034.1, XP_018466176.1, XP_018453630.1, XP_018444526.1, XP_018489729.1, XP_018470137.1
OG0000125	XP_024006051.1	XP_018485742.1
OG0000125	XP_006392987.1	XP_018486058.1
OG0000125	XP_006392988.1	XP_018456007.1
OG0000125	XP_024006272.1	XP_018476295.1
OG0000125	XP_006406282.1	XP_018485989.1
OG0000126	XP_024016126.1	XP_018465786.1
OG0000126	XP_024011103.1	XP_018465860.1
OG0000127	XP_006400797.1	XP_018442304.1, XP_018463483.1, XP_018464380.1
OG0000127	XP_006403666.1	XP_018485557.1, XP_018478149.1
OG0000127	XP_006418979.1, XP_006418973.1	XP_018452828.1
OG0000127	XP_006409905.1	XP_018478084.1, XP_018472875.1
OG0000128	XP_024012970.1	XP_018444638.1
OG0000128	XP_006402714.1	XP_018489598.1, XP_018490648.1, XP_018460833.1
OG0000128	XP_024009571.1	XP_018443615.1, XP_018459994.1, XP_018443136.1, XP_018459996.1
OG0000128	XP_006412145.2	XP_018491569.1
OG0000128	XP_006402712.2	XP_018489183.1, XP_018442568.1, XP_018459990.1
OG0000128	XP_006402710.1	XP_018459995.1
OG0000128	XP_006402715.1	XP_018487764.1, XP_018461995.1
OG0000129	XP_006408194.2	XP_018491243.1, XP_018491241.1
OG0000129	XP_024006771.1, XP_006394457.2, XP_024007354.1	XP_018438997.1, XP_018435583.1, XP_018439597.1, XP_018439599.1, XP_018435186.1
OG0000130	XP_024004501.1, XP_024004928.1	XP_018461011.1, XP_018465244.1
OG0000132	XP_006403516.1	XP_018490205.1, XP_018464835.1, XP_018486610.1, XP_018465554.1, XP_018489158.1, XP_018489931.1, XP_018465557.1, XP_018490414.1
OG0000132	XP_006401328.1	XP_018453562.1
OG0000132	XP_006396648.1, XP_006391408.1, XP_006391409.1	XP_018435564.1, XP_018466320.1
OG0000132	XP_024014706.1, XP_024014454.1, XP_024014448.1	XP_018474074.1, XP_018476777.1
OG0000132	XP_006393001.2	XP_018492037.1
OG0000134	XP_024004566.1, XP_024004563.1	XP_018459201.1
OG0000136	XP_024015179.1	XP_018473630.1
OG0000136	XP_024014272.1, XP_024010038.1	XP_018473863.1
OG0000136	XP_024004038.1	XP_018463182.1, XP_018487521.1
OG0000136	XP_024007995.1	XP_018453784.1, XP_018466036.1, XP_018487592.1, XP_018435691.1, XP_018458827.1, XP_018464145.1
OG0000136	XP_024006427.1	XP_018443762.1, XP_018460647.1
OG0000137	XP_006401461.1	XP_018466390.1
OG0000137	XP_006401460.1	XP_018452340.1
OG0000137	XP_006401462.1	XP_018469497.1, XP_018452341.1, XP_018454603.1
OG0000137	XP_006401465.2	XP_018454803.1
OG0000138	XP_024016620.1	XP_018490818.1
OG0000140	XP_024009937.1	XP_018458943.1, XP_018466970.1, XP_018460789.1
OG0000140	XP_024014271.1, XP_024011288.1	XP_018458517.1, XP_018458792.1, XP_018473841.1, XP_018459691.1, XP_018443404.1, XP_018443408.1
OG0000141	XP_024008234.1	XP_018485467.1
OG0000141	XP_024004548.1, XP_006391848.1	XP_018454446.1, XP_018454444.1
OG0000142	XP_024006563.1, XP_024010230.1	XP_018473960.1
OG0000143	XP_024010423.1	XP_018458135.1, XP_018458136.1, XP_018453656.1, XP_018467319.1, XP_018476282.1, XP_018464964.1
OG0000143	XP_024010602.1, XP_024010603.1, XP_024010269.1, XP_024010488.1, XP_024009587.1, XP_024014718.1, XP_024007269.1, XP_024014984.1, XP_024006558.1, XP_024015954.1, XP_024014871.1, XP_024011336.1, XP_024009448.1, XP_024009582.1, XP_024007272.1, XP_024007245.1, XP_024016353.1, XP_024013094.1, XP_024015124.1, XP_024011407.1, XP_024010424.1, XP_024007246.1, XP_024007303.1, XP_024009244.1, XP_024011363.1, XP_024013386.1, XP_024009423.1, XP_024005024.1, XP_024013120.1, XP_024013068.1, XP_024010915.1, XP_024010675.1	XP_018464818.1, XP_018464198.1, XP_018443711.1, XP_018487913.1, XP_018448766.1, XP_018459729.1, XP_018467146.1, XP_018487762.1, XP_018463067.1
OG0000148	XP_006393424.2	XP_018476586.1, XP_018490337.1, XP_018438679.1, XP_018438702.1, XP_018438172.1, XP_018466105.1, XP_018435825.1
OG0000148	XP_024006468.1, XP_024006465.1, XP_024006281.1	XP_018474116.1, XP_018450098.1
OG0000148	XP_024006236.1, XP_006393101.1, XP_006393087.2	XP_018488107.1
OG0000148	XP_024006818.1	XP_018463804.1, XP_018474145.1, XP_018463803.1
OG0000148	XP_006412742.1	XP_018475963.1
OG0000148	XP_006415686.2, XP_024008000.1, XP_006415657.1	XP_018448313.1, XP_018474230.1, XP_018474217.1, XP_018474222.1, XP_018448315.1, XP_018448325.1, XP_018448316.1, XP_018448324.1, XP_018450320.1, XP_018448317.1, XP_018448320.1, XP_018460562.1, XP_018460564.1
OG0000150	XP_024009756.1	XP_018461308.1
OG0000151	XP_006403489.1	XP_018482689.1
OG0000151	XP_006403491.1	XP_018491621.1, XP_018443657.1, XP_018481788.1
OG0000151	XP_006403492.1	XP_018483151.1
OG0000151	XP_006411161.1	XP_018439853.1
OG0000151	XP_006403493.1	XP_018481215.1
OG0000151	XP_006410918.1	XP_018478165.1, XP_018478354.1
OG0000151	XP_006399852.1	XP_018445846.1
OG0000153	XP_024003718.1, XP_024003707.1, XP_024003713.1	XP_018436970.1
OG0000153	XP_024003669.1	XP_018480845.1, XP_018437236.1
OG0000153	XP_024003801.1	XP_018475632.1, XP_018475595.1
OG0000153	XP_024008215.1	XP_018489135.1
OG0000153	XP_006409978.1	XP_018481073.1, XP_018477487.1, XP_018438804.1, XP_018439613.1
OG0000154	XP_006393107.1	XP_018479145.1, XP_018477927.1
OG0000154	XP_024005670.1	XP_018449548.1
OG0000154	XP_024006135.1	XP_018485330.1
OG0000154	XP_024006134.1	XP_018448845.1, XP_018491502.1, XP_018467606.1, XP_018441571.1, XP_018478447.1, XP_018478366.1
OG0000155	XP_024005989.1	XP_018487629.1, XP_018479823.1, XP_018460158.1, XP_018436060.1, XP_018435740.1, XP_018453527.1, XP_018479684.1, XP_018473996.1, XP_018464080.1, XP_018467634.1, XP_018466049.1, XP_018474155.1, XP_018474156.1, XP_018474024.1, XP_018454104.1, XP_018479281.1, XP_018479306.1, XP_018473850.1
OG0000157	XP_024008597.1	XP_018447035.1, XP_018466284.1, XP_018469964.1, XP_018467053.1, XP_018465922.1, XP_018468683.1
OG0000157	XP_006415425.1, XP_024016536.1	XP_018448171.1
OG0000157	XP_006397212.2	XP_018489438.1
OG0000158	XP_006391162.2	XP_018455540.1
OG0000158	XP_006397112.2	XP_018461518.1, XP_018491615.1, XP_018432785.1
OG0000159	XP_024007305.1	XP_018452405.1, XP_018477160.1, XP_018477168.1
OG0000159	XP_024009779.1	XP_018450983.1, XP_018460947.1
OG0000160	XP_006409094.1	XP_018456672.1, XP_018439896.1
OG0000160	XP_024005341.1	XP_018482147.1, XP_018459851.1, XP_018480330.1, XP_018459849.1, XP_018470513.1, XP_018447677.1, XP_018447191.1
OG0000160	XP_024012572.1	XP_018470730.1, XP_018456230.1
OG0000160	XP_006396088.1	XP_018489772.1
OG0000160	XP_006419170.1	XP_018440073.1
OG0000160	XP_006389820.1	XP_018442966.1, XP_018453169.1
OG0000160	XP_006404985.2	XP_018441376.1
OG0000161	XP_024013331.1	XP_018438287.1, XP_018466357.1, XP_018465418.1, XP_018465994.1, XP_018478423.1, XP_018453459.1, XP_018465807.1, XP_018469934.1, XP_018469930.1, XP_018466917.1, XP_018467660.1, XP_018436007.1, XP_018465716.1, XP_018462147.1, XP_018469898.1, XP_018473855.1
OG0000161	XP_024013360.1	XP_018440662.1, XP_018433425.1, XP_018465227.1, XP_018479677.1, XP_018465706.1, XP_018448624.1, XP_018455355.1, XP_018473872.1, XP_018472887.1, XP_018486622.1, XP_018486853.1, XP_018466281.1, XP_018449849.1, XP_018490276.1, XP_018482262.1, XP_018479969.1, XP_018474160.1, XP_018443630.1, XP_018460036.1, XP_018435861.1, XP_018450442.1, XP_018471352.1
OG0000162	XP_006410456.1	XP_018475016.1, XP_018474617.1
OG0000162	XP_024015969.1	XP_018475561.1, XP_018436227.1, XP_018436228.1
OG0000163	XP_024010313.1	XP_018473864.1, XP_018476696.1
OG0000163	XP_024004795.1, XP_024006469.1, XP_024015926.1, XP_024016668.1	XP_018476861.1, XP_018476229.1
OG0000164	XP_024009753.1, XP_024007232.1	XP_018466800.1, XP_018458616.1, XP_018463540.1, XP_018473921.1
OG0000164	XP_024015078.1, XP_024013971.1, XP_024006436.1	XP_018458688.1, XP_018479687.1, XP_018467590.1
OG0000166	XP_024013536.1, XP_024013414.1	XP_018454084.1
OG0000166	XP_024013630.1	XP_018444408.1
OG0000167	XP_006406315.1, XP_006406314.2, XP_024014953.1	XP_018464626.1, XP_018487626.1, XP_018491261.1, XP_018492182.1, XP_018465368.1, XP_018490308.1
OG0000167	XP_024014930.1	XP_018488211.1, XP_018488212.1, XP_018490154.1
OG0000167	XP_024015423.1	XP_018487656.1
OG0000170	XP_024010834.1	XP_018437857.1
OG0000170	XP_024012911.1	XP_018480183.1, XP_018480175.1
OG0000170	XP_024010761.1	XP_018485103.1
OG0000170	XP_024010825.1	XP_018478569.1
OG0000170	XP_006404367.2	XP_018477280.1, XP_018491475.1
OG0000170	XP_024010808.1	XP_018481458.1
OG0000171	XP_006401722.1	XP_018471382.1, XP_018457991.1
OG0000171	XP_006409398.1	XP_018435045.1
OG0000171	XP_006401372.1	XP_018468491.1
OG0000171	XP_006407751.1	XP_018440453.1, XP_018492109.1, XP_018491228.1, XP_018486328.1
OG0000171	XP_024005195.1	XP_018447674.1, XP_018461966.1, XP_018445231.1
OG0000172	XP_024016223.1	XP_018479921.1
OG0000172	XP_024004923.1	XP_018459552.1, XP_018466214.1, XP_018443541.1
OG0000172	XP_024012099.1	XP_018487469.1
OG0000172	XP_024006075.1	XP_018479779.1, XP_018448342.1, XP_018473984.1, XP_018473985.1, XP_018479174.1
OG0000173	XP_006411787.1	XP_018451159.1
OG0000173	XP_006411932.1	XP_018471389.1, XP_018470107.1, XP_018469600.1, XP_018467764.1, XP_018466202.1, XP_018467464.1, XP_018450992.1
OG0000174	XP_024008042.1, XP_024013572.1, XP_024015842.1	XP_018461501.1, XP_018487536.1
OG0000174	XP_024013153.1	XP_018448484.1, XP_018453686.1, XP_018435973.1
OG0000174	XP_024009910.1, XP_024010843.1, XP_024010311.1, XP_024004523.1	XP_018435672.1
OG0000174	XP_024013619.1, XP_024011132.1, XP_024009468.1, XP_024006493.1, XP_024004480.1, XP_024014964.1, XP_024007918.1, XP_024011208.1, XP_024006536.1, XP_024009367.1	XP_018461398.1, XP_018461214.1, XP_018473885.1, XP_018443531.1, XP_018443569.1
OG0000175	XP_024015929.1	XP_018466301.1, XP_018433300.1
OG0000175	XP_024012404.1	XP_018446341.1
OG0000175	XP_006417443.1	XP_018461928.1, XP_018466967.1
OG0000175	XP_006402389.1	XP_018485312.1
OG0000176	XP_006405511.2	XP_018440112.1
OG0000176	XP_006414114.1, XP_024005467.1, XP_024005332.1, XP_006414117.2	XP_018483205.1, XP_018448995.1, XP_018450446.1, XP_018450443.1
OG0000176	XP_024009012.1	XP_018461554.1
OG0000176	XP_024011615.1	XP_018464981.1, XP_018470628.1
OG0000176	XP_024014641.1	XP_018462965.1, XP_018460719.1
OG0000177	XP_006416321.2	XP_018491376.1, XP_018462732.1, XP_018464928.1, XP_018450415.1, XP_018449054.1, XP_018449382.1
OG0000177	XP_006416323.1	XP_018459129.1
OG0000177	XP_024008190.1	XP_018468276.1
OG0000178	XP_006396688.1	XP_018462163.1, XP_018456012.1
OG0000178	XP_006396683.2	XP_018466592.1, XP_018466494.1, XP_018466816.1, XP_018474729.1
OG0000178	XP_024010195.1	XP_018453800.1
OG0000178	XP_024009811.1	XP_018462335.1, XP_018474859.1, XP_018475013.1, XP_018473242.1, XP_018473243.1, XP_018459474.1, XP_018475619.1, XP_018467299.1
OG0000178	XP_024010194.1, XP_006396684.1	XP_018437778.1, XP_018469510.1
OG0000179	XP_024015670.1	XP_018441353.1, XP_018441351.1
OG0000179	XP_024013955.1	XP_018454401.1, XP_018463218.1, XP_018453391.1, XP_018454406.1
OG0000179	XP_006392266.1	XP_018490877.1
OG0000182	XP_006402522.1, XP_006405778.1	XP_018488976.1
OG0000182	XP_006418087.2	XP_018443244.1
OG0000183	XP_006391396.1	XP_018483199.1
OG0000183	XP_006402949.1	XP_018446504.1
OG0000183	XP_006419159.1	XP_018492563.1
OG0000183	XP_024011906.1	XP_018476487.1
OG0000183	XP_006408585.1	XP_018478487.1
OG0000184	XP_006391352.1	XP_018459934.1, XP_018487657.1, XP_018469462.1, XP_018469250.1, XP_018485940.1, XP_018469214.1, XP_018469258.1, XP_018469264.1, XP_018490081.1, XP_018489834.1, XP_018437873.1, XP_018437781.1, XP_018438297.1, XP_018436335.1, XP_018489740.1
OG0000185	XP_024008728.1	XP_018438331.1
OG0000186	XP_024003658.1, XP_024003647.1, XP_006415031.1	XP_018475580.1, XP_018439292.1, XP_018439274.1
OG0000187	XP_024014208.1, XP_024014238.1	XP_018475365.1, XP_018479736.1
OG0000187	XP_006404623.2, XP_024014209.1	XP_018488200.1
OG0000187	XP_006393105.1	XP_018466563.1, XP_018438306.1
OG0000188	XP_006408167.1	XP_018455405.1
OG0000188	XP_006408168.2	XP_018435291.1, XP_018438633.1, XP_018463291.1, XP_018438743.1, XP_018438489.1
OG0000189	XP_006412039.1	XP_018491974.1, XP_018439736.1, XP_018468233.1, XP_018470632.1, XP_018481039.1, XP_018482967.1
OG0000189	XP_006409399.1	XP_018488978.1
OG0000189	XP_006412162.1	XP_018464957.1
OG0000191	XP_006396068.2	XP_018487774.1, XP_018487773.1, XP_018479599.1
OG0000191	XP_024014023.1, XP_024006586.1	XP_018458949.1
OG0000191	XP_024004140.1	XP_018436086.1, XP_018460717.1, XP_018479558.1, XP_018465016.1, XP_018448614.1, XP_018475801.1, XP_018453753.1, XP_018479520.1, XP_018453690.1, XP_018448545.1, XP_018460692.1, XP_018435701.1, XP_018460634.1, XP_018462864.1, XP_018460757.1, XP_018479822.1, XP_018435738.1, XP_018435736.1, XP_018435726.1, XP_018448825.1, XP_018461902.1
