Orthogroup	Eutrema_salsugineum	Camelina_sativa
OG0000059	XP_024010626.1, XP_024006533.1, XP_024013675.1, XP_024009487.1, XP_024006590.1, XP_024012732.1, XP_024004843.1, XP_024004842.1, XP_024004831.1, XP_024004845.1, XP_024014239.1, XP_024013302.1, XP_024010380.1, XP_024013968.1, XP_024014568.1, XP_024004801.1, XP_024016568.1, XP_024013967.1, XP_024006276.1	XP_010424196.1, XP_019102427.1, XP_010456828.1, XP_010424751.1, XP_010456785.1
OG0000060	XP_006417762.1	XP_010443785.1
OG0000060	XP_006418920.1	XP_010515874.1, XP_010487799.1, XP_010514915.1
OG0000060	XP_006400894.1	XP_010457960.1
OG0000060	XP_006403660.1	XP_010504143.1, XP_010475534.1
OG0000060	XP_006400928.1, XP_006418982.1	XP_010510587.1, XP_010426070.1
OG0000061	XP_006413201.2, XP_006413190.1	XP_010433411.2, XP_010445103.2, XP_010451164.1
OG0000061	XP_006405882.1	XP_019084383.1, XP_010452572.1
OG0000062	XP_024013032.1	XP_019096831.1, XP_019098324.1, XP_010445564.1
OG0000062	XP_024016230.1, XP_024010222.1, XP_024006614.1, XP_024010315.1, XP_024006463.1, XP_024009419.1, XP_024011092.1, XP_024016359.1	XP_010507126.1
OG0000062	XP_024004129.1, XP_024013428.1, XP_024010363.1, XP_024010298.1, XP_024010297.1, XP_024008041.1, XP_024010226.1, XP_024010620.1, XP_024016291.1, XP_024011215.1, XP_024013963.1, XP_024009617.1, XP_024010321.1, XP_024009248.1	XP_019094835.1, XP_010445890.1, XP_010424291.1, XP_019097384.1, XP_019092382.1, XP_010513205.1, XP_010513649.1
OG0000062	XP_024011371.1, XP_024013346.1	XP_010430727.1
OG0000062	XP_024010366.1, XP_024011367.1, XP_024010144.1, XP_024010551.1, XP_024009344.1, XP_024010927.1, XP_024007910.1	XP_010430776.1, XP_010497024.1, XP_019085507.1
OG0000063	XP_024009242.1	XP_010445945.1
OG0000064	XP_006408758.1, XP_006408757.1, XP_024015891.1, XP_006408777.1, XP_006408781.1, XP_006408759.1, XP_006408773.1, XP_006408774.1, XP_006408775.1, XP_006408779.2, XP_024016075.1, XP_006408769.1, XP_006408766.1, XP_006408780.1, XP_006408763.1, XP_006408768.1, XP_006408778.1, XP_006408765.1, XP_006408761.1, XP_006408760.1	XP_019097464.1, XP_019095830.1, XP_010495949.1, XP_019097470.1, XP_019097730.1, XP_010494197.1, XP_010494198.1, XP_010495950.1, XP_010467928.1, XP_010484899.1, XP_019095588.1, XP_010442146.1, XP_010481977.1, XP_010481978.1, XP_010494196.1, XP_010494195.1, XP_010494194.1
OG0000065	XP_024012825.1	XP_010470574.1
OG0000065	XP_024014567.1	XP_010415232.1, XP_010470573.1, XP_010511598.1, XP_019083199.1, XP_019100931.1
OG0000065	XP_006391458.1	XP_019100936.1, XP_019083220.1
OG0000065	XP_024014561.1	XP_010450947.1, XP_019086129.1
OG0000065	XP_024014419.1	XP_010441031.1, XP_019089248.1, XP_010435808.1
OG0000066	XP_024012002.1	XP_010514443.1, XP_010502711.1
OG0000066	XP_006399597.1, XP_006390289.1	XP_010419651.1, XP_010491788.1, XP_010431986.1, XP_010453132.1, XP_010437129.1, XP_010431988.1
OG0000067	XP_024013907.1	XP_010468532.1, XP_019085178.1, XP_010445366.1
OG0000067	XP_024014292.1	XP_010445762.1, XP_010497305.1, XP_010507063.1, XP_010418611.1, XP_010462653.1, XP_010495193.1, XP_010424660.1, XP_010474442.1, XP_010506977.1
OG0000068	XP_024014925.1	XP_010423843.1, XP_019090686.1, XP_010423328.1, XP_010423367.1, XP_010452589.1, XP_019097301.1, XP_010490972.1, XP_010424780.1, XP_010452237.1, XP_019084545.1, XP_019097292.1
OG0000068	XP_006406656.1	XP_019084672.1, XP_010491460.1
OG0000069	XP_006404944.1	XP_010457739.1, XP_010485812.1, XP_010475324.1
OG0000070	XP_006395735.1	XP_010425101.1, XP_010502325.1, XP_010514084.1, XP_010425103.1, XP_010506934.1, XP_010502326.1, XP_010514085.1
OG0000070	XP_006416426.1	XP_010459699.1, XP_010477249.1, XP_010448526.1, XP_010438976.1, XP_010433736.1
OG0000072	XP_024004060.1, XP_024006592.1	XP_010446292.1
OG0000073	XP_024009376.1	XP_010513296.1
OG0000073	XP_024006136.1	XP_019095488.1, XP_010424522.1
OG0000074	XP_024004866.1	XP_010471120.1
OG0000074	XP_024016279.1, XP_024013158.1	XP_019087687.1, XP_010480978.1
OG0000074	XP_024016228.1	XP_019097678.1
OG0000074	XP_024007928.1, XP_024006149.1	XP_010484876.1
OG0000074	XP_024004022.1, XP_024009402.1	XP_010469242.1, XP_019095568.1
OG0000075	XP_006396818.1, XP_006396813.1	XP_010446508.1, XP_019087113.1, XP_010431932.1
OG0000075	XP_006416449.2, XP_024011069.1	XP_019100856.1
OG0000076	XP_006411683.1	XP_019086777.1, XP_019088762.1, XP_010446406.1
OG0000076	XP_006410525.1	XP_010413809.1, XP_019093848.1
OG0000076	XP_006397224.1, XP_006397217.1, XP_024010292.1, XP_006397043.1	XP_010497340.1
OG0000077	XP_024004738.1	XP_010431250.1
OG0000077	XP_006398175.2	XP_010481626.1
OG0000077	XP_006395717.2, XP_006395727.1	XP_010430698.1, XP_010489646.1, XP_010512993.2, XP_019099582.1, XP_010430699.1, XP_010518589.1, XP_010425134.1, XP_010425130.1
OG0000077	XP_006395720.2	XP_010514095.1, XP_019099908.1
OG0000078	XP_006408254.2, XP_006408256.1	XP_010514749.1, XP_010485737.1, XP_010463845.1
OG0000078	XP_024014979.1	XP_010485744.1, XP_010463847.1, XP_010514943.1
OG0000078	XP_006400347.1, XP_006400352.1, XP_006400344.1	XP_019083866.1, XP_019097998.1
OG0000079	XP_006405230.2, XP_024010130.1	XP_010512845.1, XP_010415622.1, XP_019095296.1, XP_019090335.1, XP_019091163.1, XP_019082564.1, XP_019087463.1, XP_019093257.1
OG0000080	XP_024009590.1	XP_010418877.1
OG0000081	XP_024014389.1, XP_024004223.1	XP_010462790.1, XP_010480815.1, XP_019089329.1, XP_010456870.1, XP_010436473.1, XP_019092479.1, XP_019096239.1, XP_019091169.1, XP_019095788.1, XP_010501907.1, XP_019087541.1, XP_019091550.1, XP_019099635.1, XP_019086243.1, XP_019095567.1, XP_010495603.1, XP_019101952.1, XP_010436697.1, XP_019097457.1, XP_010474285.1, XP_010436886.1, XP_010474078.1, XP_019092366.1, XP_019086241.1, XP_010440978.1
OG0000081	XP_024014942.1, XP_024013908.1	XP_019082651.1, XP_019085368.1, XP_019086362.1, XP_010424661.1, XP_019091072.1, XP_019084275.1, XP_019096344.1, XP_019096335.1, XP_019082519.1, XP_019098295.1, XP_019099672.1, XP_019082727.1
OG0000082	XP_024009693.1	XP_010440137.1
OG0000082	XP_024013185.1	XP_010419135.1, XP_010511191.1
OG0000083	XP_024004878.1	XP_010436687.1
OG0000083	XP_024016110.1, XP_024003644.1	XP_010462955.1, XP_010507316.1
OG0000083	XP_024004079.1	XP_019090948.1, XP_019091020.1, XP_019099687.1, XP_019084188.1, XP_019095657.1
OG0000083	XP_006392748.2	XP_010484936.1
OG0000083	XP_024004889.1	XP_010468473.1
OG0000086	XP_024014367.1	XP_019087476.1, XP_010451915.1, XP_010450967.1, XP_010440900.1
OG0000086	XP_006405821.2	XP_010436165.1, XP_019086484.1
OG0000086	XP_024014475.1, XP_006405815.1	XP_010445581.1, XP_010451914.1
OG0000086	XP_006390991.1	XP_019093553.1, XP_010511492.1, XP_010415205.1, XP_010496730.1
OG0000086	XP_006391405.1	XP_019093672.1, XP_019095324.1
OG0000089	XP_006394642.1	XP_010421190.1, XP_010454670.1
OG0000089	XP_006404433.1, XP_006404432.1	XP_010503303.1
OG0000089	XP_006410012.1	XP_010469941.1, XP_010414372.1, XP_010510475.1
OG0000089	XP_006399740.1	XP_010419814.1, XP_010491982.1, XP_010453291.1
OG0000089	XP_006403108.1	XP_010494444.1
OG0000089	XP_006413842.1	XP_010434259.1, XP_010439552.1, XP_010449142.1
OG0000089	XP_006410628.1	XP_010516638.1, XP_010504960.1, XP_010509706.1
OG0000089	XP_006390273.1	XP_010416482.1, XP_010471708.1
OG0000090	XP_024004922.1, XP_024014456.1	XP_019085398.1, XP_010480749.1
OG0000090	XP_024009890.1	XP_010461690.1
OG0000091	XP_024011698.1	XP_010426203.1, XP_010503360.1
OG0000091	XP_024013782.1	XP_019085518.1
OG0000091	XP_024011446.1	XP_010454350.1, XP_010493153.1, XP_010493149.1, XP_010420883.1
OG0000092	XP_006397382.1	XP_019087365.1
OG0000092	XP_024010073.1	XP_019084184.1, XP_010412600.1, XP_010430878.1, XP_010430774.1, XP_019098319.1, XP_010484985.1, XP_019097507.1, XP_019084380.1
OG0000095	XP_006405019.2	XP_010472486.1, XP_010429460.1, XP_010417233.1
OG0000096	XP_024009294.1, XP_006418661.2, XP_006418628.2	XP_019092478.1
OG0000096	XP_024004907.1, XP_024007223.1	XP_010422163.1, XP_010496193.1, XP_010468105.1, XP_010489913.1
OG0000098	XP_024009712.1, XP_006403292.2	XP_010490184.1, XP_010412745.2, XP_010468531.1, XP_019092314.1
OG0000098	XP_006395726.1	XP_010431735.1
OG0000098	XP_006404383.1, XP_006394690.1, XP_006414046.1	XP_010460514.1, XP_010478092.1, XP_019091057.1, XP_010499238.1, XP_010478516.1
OG0000100	XP_024014529.1	XP_010511292.1, XP_010480259.1
OG0000100	XP_024014029.1, XP_024004369.1	XP_019093426.1, XP_019083712.1, XP_010430500.1
OG0000101	XP_024007307.1	XP_019099713.1, XP_019084377.1, XP_010426130.1
OG0000101	XP_024013940.1	XP_019095473.1, XP_019084297.1, XP_019096310.1, XP_019100867.1, XP_010468539.2, XP_019091545.1, XP_019092371.1
OG0000101	XP_024010678.1, XP_024008063.1	XP_010513568.1, XP_010484883.1, XP_019092299.1, XP_019096514.1
OG0000102	XP_006405546.1	XP_010431264.1, XP_010422439.1
OG0000102	XP_006396592.1	XP_010431256.1, XP_010422442.1, XP_010430852.2
OG0000102	XP_006417793.2	XP_010422434.1, XP_010431383.1
OG0000102	XP_006396591.1	XP_019084229.1, XP_019090199.1, XP_019090267.1
OG0000103	XP_024014319.1	XP_019087410.1
OG0000103	XP_024006500.1	XP_019098419.1
OG0000103	XP_024013314.1, XP_024014414.1, XP_024014220.1, XP_024009962.1, XP_024013198.1, XP_024006852.1	XP_010422284.1, XP_010424090.1
OG0000105	XP_024011529.1	XP_019089588.1, XP_010456570.1
OG0000105	XP_006414517.2	XP_010484861.1
OG0000106	XP_024004087.1	XP_010416947.1
OG0000106	XP_024013941.1, XP_024004736.1, XP_024012932.1, XP_024005999.1	XP_019083108.1, XP_010450226.1, XP_010426617.1, XP_019087671.1, XP_019086014.1, XP_010514363.1, XP_010499810.1
OG0000107	XP_024015177.1	XP_010508531.1, XP_010466194.1
OG0000107	XP_006406420.1	XP_010434996.1, XP_010440318.1, XP_010449948.1
OG0000108	XP_006403657.1	XP_010517034.1, XP_010515877.1
OG0000108	XP_006418890.1	XP_010514974.1, XP_010503262.1, XP_010483556.1, XP_010426084.1, XP_010483559.1, XP_010483560.1
OG0000108	XP_006407369.1	XP_010464961.1, XP_010498525.1, XP_010486900.1
OG0000108	XP_006399464.1	XP_010422938.1, XP_010491624.1, XP_010452982.1
OG0000108	XP_006406564.1	NP_001289901.1, XP_010507140.1
OG0000108	XP_006405819.1	XP_019100571.1, XP_019082327.1, XP_019101220.1, XP_010508618.1
OG0000109	XP_024016626.1, XP_006414991.2	XP_019097510.1
OG0000109	XP_024009711.1, XP_024010384.1, XP_024009792.1, XP_024009380.1, XP_024010244.1, XP_024014026.1, XP_024006561.1, XP_024013107.1, XP_024015896.1, XP_024009348.1, XP_024013914.1, XP_024009952.1, XP_024006596.1	XP_010431026.1, XP_010518462.1, XP_019097833.1, XP_010468511.1, XP_010424456.1, XP_019086540.1, XP_019098111.1, XP_019090345.1, XP_010421088.1, XP_019093688.1, XP_010496614.1, XP_010431325.1, XP_019093303.1, XP_010513333.1, XP_010484918.1, XP_010436696.1, XP_019098356.1, XP_019101294.1, XP_010445263.1, XP_019089175.1, XP_019097535.1, XP_019101047.1, XP_010480982.1, XP_019089388.1, XP_010480771.1, XP_019092259.1, XP_019099613.1, XP_019094608.1, XP_019085388.1, XP_019082981.1, XP_010480955.1, XP_019089441.1, XP_019089444.1, XP_019097842.1, XP_010498960.2, XP_019087491.1, XP_019092555.1, XP_019094512.1, XP_019098282.1, XP_019085117.1, XP_010468370.1, XP_010455605.1, XP_019087456.1, XP_010514808.1, XP_010467138.1, XP_010419836.1, XP_010445669.1, XP_010501700.1, XP_019099565.1
OG0000110	XP_024006585.1, XP_024009271.1, XP_024009446.1, XP_024009516.1, XP_024015963.1, XP_024010353.1, XP_024013220.1, XP_024004909.1, XP_024011414.1, XP_024009421.1, XP_024007906.1, XP_024004952.1, XP_024010478.1, XP_024006501.1, XP_024010281.1, XP_024010375.1, XP_024006421.1	XP_019089268.1, XP_010484962.1, XP_019093274.1, XP_019098180.1, XP_019098181.1, XP_010424382.1, XP_010490057.1, XP_019084293.1, XP_019096534.1, XP_019094551.1, XP_010430690.1, XP_010451255.1, XP_010436550.1, XP_019085480.1, XP_019086281.1, XP_010431092.1, XP_019084311.1, XP_010463167.1
OG0000112	XP_024014712.1	XP_010419002.1, XP_010496398.1, XP_010497066.1
OG0000113	XP_024016555.1, XP_024007700.1, XP_024011197.1, XP_024007216.1, XP_024013363.1, XP_024009338.1, XP_024016346.1, XP_024013571.1, XP_024009336.1, XP_024007261.1, XP_024013855.1, XP_024006117.1, XP_024014693.1, XP_024014268.1, XP_024011115.1, XP_024009461.1, XP_024009754.1, XP_024009388.1, XP_024009384.1, XP_024010238.1, XP_024006581.1, XP_024015884.1, XP_024014021.1, XP_024014423.1, XP_024016197.1, XP_024004811.1, XP_024004062.1, XP_024006520.1, XP_024014323.1, XP_024007276.1, XP_024010350.1, XP_006405158.1, XP_024006508.1, XP_024004810.1, XP_024007978.1, XP_024006515.1, XP_024006576.1, XP_024009982.1, XP_024016247.1, XP_024014476.1, XP_024014052.1, XP_024006086.1, XP_024006509.1, XP_024009929.1, XP_024006467.1	XP_010445113.1, XP_010507077.1, XP_010451873.1, XP_010463212.1, XP_010412473.1, XP_010445187.1, XP_010490339.1, XP_010436789.1, XP_010436791.1, XP_010513459.1, XP_019096412.1, XP_010507294.1, XP_010507295.1, XP_010495584.1, XP_010490251.1, XP_010456789.1, XP_010445707.1, XP_010445706.1, XP_010467137.1, XP_010445188.1, XP_010420944.2, XP_010467984.1, XP_010513442.1
OG0000113	XP_024006524.1	XP_010495457.1
OG0000114	XP_024014535.1	XP_019087455.1
OG0000114	XP_024009390.1, XP_024014516.1, XP_024009469.1, XP_024011379.1, XP_024006494.1, XP_024006892.1, XP_024013367.1	XP_010440434.1
OG0000115	XP_024011285.1	XP_010446056.1
OG0000116	XP_006404698.2, XP_006415357.2, XP_024006877.1	XP_010503464.1, XP_010494460.1
OG0000116	XP_024004957.1	XP_019091966.1, XP_010435093.1
OG0000117	XP_024008857.1	XP_019099162.1
OG0000117	XP_024008618.1	XP_019091039.1, XP_019094215.1
OG0000117	XP_024008035.1	XP_010460137.1, XP_010477644.1, XP_019099163.1
OG0000117	XP_024008031.1	XP_019095155.1, XP_010477661.1
OG0000117	XP_024008246.1	XP_010477663.1
OG0000117	XP_024008029.1, XP_024008030.1, XP_006416071.1, XP_006416064.2	XP_019097190.1, XP_010498869.1, XP_010477651.1, XP_019099166.1
OG0000118	XP_006416096.1	XP_010481027.1, XP_010512985.1, XP_019099766.1, XP_010412931.1, XP_010412930.1, XP_019099927.1, XP_019099769.1, XP_019099919.1, XP_019087774.1, XP_019085898.1, XP_010512980.1, XP_019099768.1, XP_010509178.1, XP_010412927.1, XP_010469409.1, XP_019084299.1
OG0000118	XP_024010220.1, XP_024009977.1, XP_006410257.2	XP_010417059.1, XP_010468394.1
OG0000118	XP_006408206.1	XP_019092147.1, XP_010468432.2, XP_019092282.1, XP_010421925.1, XP_010490080.2
OG0000119	XP_024009951.1	XP_010485255.1, XP_010446216.1, XP_019086924.1
OG0000119	XP_006419033.2	XP_019085504.1, XP_019099657.1
OG0000120	XP_024013368.1	XP_010430914.1, XP_010430913.1, XP_010430915.1, XP_010445836.1, XP_010484949.1, XP_010474075.2, XP_010495597.1, XP_010418921.2, XP_010456817.1, XP_010456635.1
OG0000120	XP_024010260.1, XP_024014515.1, XP_024006138.1	XP_010507403.1, XP_010484881.1
OG0000122	XP_024012240.1	XP_010480833.1
OG0000122	XP_024012533.1	XP_010461060.1, XP_019091493.1
OG0000122	XP_024014583.1, XP_024014445.1, XP_024012350.1	XP_019086738.1, XP_010483110.1
OG0000122	XP_006401346.1	XP_010501782.1
OG0000122	XP_006401333.2	XP_010485175.2
OG0000123	XP_024012107.1	XP_019085532.1, XP_010442592.1
OG0000124	XP_024014203.1	XP_010450638.1, XP_010441211.1
OG0000124	XP_024011275.1, XP_024009428.1, XP_024006620.1, XP_024007267.1, XP_024015892.1, XP_024009781.1, XP_024013977.1, XP_024010413.1, XP_024005584.1, XP_024010662.1, XP_024011095.1, XP_024010391.1, XP_006409642.2, XP_024007266.1, XP_024011274.1, XP_024016583.1	XP_010445250.1, XP_019101568.1, XP_019093938.1, XP_019095454.1, XP_019086354.1, XP_010493377.1, XP_010496376.1, XP_010492308.1, XP_019094054.1, XP_010489205.1, XP_010500816.1, XP_019097614.1, XP_019092896.1
OG0000125	XP_024006051.1	XP_010500450.1, XP_010481036.2
OG0000125	XP_006392987.1	XP_010462024.1, XP_010479689.1, XP_010500772.2, XP_010500775.1, XP_010479688.1, XP_010462025.1, XP_010500773.1
OG0000125	XP_006406282.1	XP_010466372.1, XP_010420548.1, XP_019096759.1
OG0000125	XP_024006009.1	XP_010500770.1
OG0000126	XP_024016126.1	XP_010417864.1, XP_010510807.1
OG0000126	XP_024004101.1, XP_024010268.1	XP_019087293.1
OG0000126	XP_024009117.1, XP_024009113.1	XP_019082770.1, XP_010463096.1, XP_010490253.1, XP_010501554.1, XP_010513124.1, XP_010513566.1, XP_010418623.2, XP_010462540.1, XP_010444994.2, XP_010436243.1, XP_019099650.1, XP_010517151.1
OG0000126	XP_024011103.1	XP_010513617.1, XP_010431348.1
OG0000127	XP_006400797.1	XP_010421087.1, XP_010454568.1, XP_010493386.1
OG0000127	XP_006410934.1, XP_006403666.1	XP_010504134.1, XP_010515863.1, XP_010427020.1
OG0000127	XP_006400898.1	XP_010483639.1
OG0000128	XP_024012970.1	XP_019101070.1
OG0000128	XP_024012967.1	XP_010512157.1, XP_010413724.1
OG0000128	XP_006412145.2	XP_019087631.1
OG0000128	XP_006402712.2	XP_019101672.1, XP_010469324.1
OG0000128	XP_006402710.1	XP_010512155.1, XP_010469325.1
OG0000128	XP_006402715.1	XP_010435188.1, XP_010450107.1, XP_010512148.1
OG0000129	XP_006408194.2	XP_019098467.1
OG0000129	XP_024006771.1, XP_006394457.2, XP_024007354.1	XP_010500848.1, XP_019091952.1, XP_019095938.1, XP_019093450.1, XP_019087008.1, XP_010483885.1, XP_019086961.1, XP_010457940.1, XP_010457951.1, XP_019096086.1, XP_019083613.1, XP_010513305.1, XP_010510750.1, XP_019093846.1
OG0000130	XP_024006636.1	XP_010463382.1
OG0000130	XP_024004501.1, XP_024004928.1	XP_010430818.1, XP_010418521.1
OG0000132	XP_006403516.1	XP_010504321.2, XP_010427222.1, XP_010412779.1
OG0000132	XP_006393001.2, XP_024014405.1, XP_024014786.1, XP_006405613.2, XP_006405755.2, XP_006405611.2, XP_024014617.1, XP_024014705.1	XP_019089258.1, XP_010451863.1, XP_010445618.1, XP_019087492.1, XP_010451864.1, XP_019087490.1, XP_019089260.1
OG0000134	XP_006399626.1	XP_010449922.1, XP_010442102.1, XP_010491769.1, XP_010419679.1, XP_019083764.1, XP_010419682.1, XP_019097993.1, XP_010491840.1, XP_019083763.1, XP_010491839.1, XP_010456486.1, XP_019090462.1
OG0000136	XP_024015179.1	XP_010463070.1, XP_010424514.1, XP_010481219.1, XP_010456454.1, XP_019089179.1
OG0000136	XP_024014272.1, XP_024010038.1	XP_010456839.1
OG0000136	XP_024007995.1	XP_019093238.1, XP_010445900.1, XP_010501525.1
OG0000136	XP_024006427.1	XP_010457034.1
OG0000137	XP_006401461.1	XP_010449511.1, XP_010443159.1, XP_010482977.1
OG0000137	XP_006401460.1	XP_010449549.1, XP_010443164.1, XP_010443165.1, XP_010482979.1
OG0000137	XP_006401462.1	XP_010482976.2, XP_010449529.1, XP_010443158.1, XP_010449537.1
OG0000137	XP_006401463.2	XP_010443157.1, XP_010482975.1
OG0000137	XP_006401465.2	XP_010482974.1, XP_010449487.1, XP_010443156.1
OG0000137	XP_006395415.1	XP_010488707.1, XP_010467019.1, XP_010473574.1, XP_010485064.1
OG0000138	XP_006402375.2	XP_010512641.1, XP_010473771.2
OG0000138	XP_024012920.1	XP_010459258.1
OG0000138	XP_006402376.1, XP_006406628.2, XP_024015356.1	XP_010507432.1, XP_010412763.1, XP_019085590.1
OG0000140	XP_024009937.1	XP_010501556.1, XP_010436519.1, XP_019086253.1, XP_010493746.1, XP_010493744.1, XP_010503049.1, XP_010415262.1, XP_019096790.1, XP_010426758.1, XP_010451902.1, XP_010507487.1
OG0000140	XP_024014271.1, XP_024011288.1	XP_010421794.1
OG0000141	XP_006417248.1	XP_010476200.2
OG0000141	XP_024008234.1	XP_010458659.1, XP_019094334.1
OG0000141	XP_024004548.1, XP_006391848.1	XP_010418252.1, XP_010418251.1, XP_010473486.1, XP_010430326.1, XP_010430323.1, XP_010430322.1, XP_010473480.1
OG0000142	XP_024006458.1, XP_024014815.1, XP_024008002.1, XP_024009941.1, XP_024013979.1, XP_024013304.1, XP_024013309.1, XP_024011242.1, XP_024014409.1, XP_024004086.1, XP_024010557.1, XP_024013929.1, XP_024013647.1, XP_024009747.1, XP_024009366.1, XP_024011259.1, XP_024009279.1, XP_024004932.1	XP_010511862.1, XP_010478536.1, XP_010434008.1, XP_010445368.1, XP_010491896.1
OG0000142	XP_024006563.1, XP_024010230.1	XP_019089980.1
OG0000143	XP_024010471.1	XP_010501858.1, XP_010501812.1
OG0000143	XP_024010602.1, XP_024010603.1, XP_024010269.1, XP_024010488.1, XP_024009587.1, XP_024014718.1, XP_024007269.1, XP_024014984.1, XP_024006558.1, XP_024015954.1, XP_024014871.1, XP_024011336.1, XP_024009448.1, XP_024009582.1, XP_024007272.1, XP_024007245.1, XP_024016353.1, XP_024013094.1, XP_024015124.1, XP_024011407.1, XP_024010424.1, XP_024007246.1, XP_024007303.1, XP_024009244.1, XP_024011363.1, XP_024013386.1, XP_024009423.1, XP_024005024.1, XP_024013120.1, XP_024013068.1, XP_024010915.1, XP_024010675.1	XP_010481077.1, XP_010424415.1, XP_010445585.1, XP_010424605.1, XP_010430920.1, XP_010490193.1, XP_010445599.2, XP_010445508.1
OG0000148	XP_006393424.2	XP_010479176.1, XP_019091126.1, XP_010463252.1, XP_019098989.1, XP_010486624.1, XP_010464693.1
OG0000148	XP_024004911.1	XP_019082655.1, XP_010431469.1
OG0000148	XP_024006236.1, XP_006393101.1, XP_006393087.2	XP_010501884.1, XP_010479216.1, XP_010501948.1, XP_010481101.1
OG0000148	XP_006416297.2, XP_024006818.1, XP_006412742.1	XP_010431050.2, XP_010412597.1
OG0000148	XP_006415686.2, XP_024008000.1, XP_006415657.1	XP_010495264.1, XP_010495265.1, XP_010495267.1, XP_010495269.1, XP_019090062.1, XP_019083858.1, XP_010495266.1
OG0000150	XP_024004995.1	XP_010473931.1
OG0000150	XP_024009756.1	XP_010473967.1, XP_010451831.1, XP_010448680.1, XP_010424606.1, XP_010451299.1, XP_010496984.1
