Orthogroup	Eutrema_salsugineum	Conringia_planisiliqua
OG0000076	XP_006397224.1, XP_006397217.1, XP_024010292.1, XP_006397043.1	CP8_g53270_DN3_SP0_c.t1, CP20_g3903_DN2_SP0_c.t1
OG0000077	XP_024004738.1	CP13_g20085_DN3_SP0_c.t1
OG0000077	XP_006398175.2	CP13_g20036_DN3_SP0_c.t1, CP13_g20034_DN3_SP0_c.t1
OG0000077	XP_006395720.2	CP13_g19516_DN3_SP0_c.t1
OG0000077	XP_006392390.2	CP2_g49677_DN1_SP0_c.t1
OG0000078	XP_006408252.2	CP10_g42378_DN2_SP0_c.t1
OG0000078	XP_024014979.1	CP10_g42381_DN3_SP0_c.t1
OG0000078	XP_006400345.1	CP11_g32169_DN3_SP0_c.t1, CP11_g32166_DN3_SP0_c.t1
OG0000078	XP_006400347.1, XP_006400352.1, XP_006400344.1, XP_006400348.1	CP11_g32173_DN2_SP0_c.t1, CP11_g32163_DN2_SP0_c.t1
OG0000081	XP_024014389.1, XP_024004223.1	CP6_g7780_DN3_SP0_c.t1
OG0000081	XP_024014942.1, XP_024013908.1	CP1_g40914_DN2_SP0_c.t1
OG0000083	XP_024004879.1, XP_024013815.1, XP_024004878.1, XP_024016110.1, XP_024003644.1	CP66_g6455_DN1_SP0_c.t1, CP6_g7798_DN2_SP0_c.t1
OG0000083	XP_024004864.1	CP14_g23210_DN2_SP0_c.t1
OG0000083	XP_024004079.1, XP_024009339.1, XP_024014050.1, XP_024006498.1, XP_024009186.1	CP14_g23271_DN2_SP0_c.t1
OG0000083	XP_006392748.2	CP21_g10971_DN3_SP0_c.t1
OG0000086	XP_024014611.1, XP_006405827.1, XP_006405828.1, XP_006405825.1, XP_006405877.2	CP11_g31887_DN3_SP0_c.t1, CP271_g11211_DN3_SP0_c.t1, CP45_g22371_DN3_SP0_c.t1, CP20_g3814_DN1_SP0_c.t1, CP45_g22369_DN3_SP0_c.t1, CP5_g1838_DN3_SP0_c.t1, CP5_g1706_DN3_SP0_c.t1
OG0000086	XP_006391405.1	CP9_g28199_DN3_SP0_c.t1
OG0000089	XP_006394642.1	CP2_g48308_DN3_SP8_c.t1
OG0000089	XP_006404433.1, XP_006404432.1	CP3_g14713_DN3_SP4_c.t1
OG0000089	XP_006410012.1	CP4_g25793_DN3_SP8_c.t1
OG0000089	XP_006399740.1	CP11_g32707_DN3_SP8_c.t1
OG0000089	XP_006403108.1	CP13_g20168_DN3_SP8_c.t1
OG0000089	XP_006413842.1	CP6_g6768_DN3_SP8_c.t1
OG0000089	XP_006410628.1	CP4_g25265_DN3_SP6_c.t1
OG0000089	XP_006390273.1	CP9_g29223_DN3_SP8_c.t1
OG0000090	XP_024004922.1, XP_024014456.1	CP1_g39499_DN1_SP0_c.t1, CP13_g20454_DN2_SP0_c.t1, CP3_g15710_DN2_SP0_c.t1, CP24_g47038_DN2_SP0_c.t1, CP12_g31527_DN3_SP0_c.t1
OG0000090	XP_024009890.1	CP2_g50412_DN2_SP0_c.t1
OG0000090	XP_024004593.1	CP2_g50413_DN1_SP0_c.t1
OG0000095	XP_024013951.1, XP_006405002.1, XP_024014179.1, XP_006391426.1	CP16_g55165_DN2_SP0_c.t1
OG0000096	XP_024009294.1, XP_006418661.2, XP_006418628.2	CP12_g30984_DN3_SP0_c.t1, CP12_g30986_DN3_SP0_c.t1, CP12_g30930_DN3_SP0_c.t1
OG0000096	XP_024004907.1, XP_024007223.1	CP6_g7572_DN1_SP0_c.t1
OG0000099	XP_024014024.1	CP18_g11891_DN2_SP0_c.t1, CP6_g9312_DN3_SP0_c.t1
OG0000101	XP_024007307.1, XP_024013940.1, XP_024010678.1, XP_024008063.1, XP_024004951.1	CP22_g17341_DN3_SP0_c.t1
OG0000102	XP_006405546.1	CP5_g1424_DN3_SP0_c.t1
OG0000105	XP_024011529.1	CP12_g31635_DN1_SP0_c.t1
OG0000110	XP_024006349.1, XP_024013973.1	CP5_g2099_DN3_SP0_c.t1
OG0000111	XP_006405203.2, XP_006405200.2	CP6_g7513_DN2_SP0_c.t1, CP3_g14874_DN2_SP0_c.t1
OG0000114	XP_024014535.1	CP1_g39948_DN1_SP0_c.t1, CP1_g40795_DN2_SP0_c.t1, CP9_g27816_DN2_SP0_c.t1, CP17_g5831_DN3_SP0_c.t1, CP3_g15173_DN3_SP0_c.t1, CP13_g20753_DN3_SP0_c.t1, CP22_g17669_DN1_SP0_c.t1, CP3_g14115_DN3_SP0_c.t1, CP74_g56236_DN3_SP0_c.t1, CP95_g12691_DN3_SP0_c.t1, CP3_g14116_DN1_SP0_c.t1, CP22_g17668_DN1_SP0_c.t1, CP8_g52209_DN3_SP0_c.t1, CP18_g12092_DN3_SP0_c.t1, CP12_g30982_DN3_SP0_c.t1, CP7_g44473_DN2_SP0_c.t1, CP8_g52212_DN3_SP0_c.t1, CP17_g6028_DN3_SP0_c.t1, CP20_g4238_DN3_SP0_c.t1, CP7_g44474_DN2_SP0_c.t1, CP9_g27817_DN2_SP0_c.t1
OG0000114	XP_024009390.1, XP_024014516.1, XP_024009469.1, XP_024011379.1, XP_024006494.1, XP_024006892.1, XP_024013367.1	CP18_g11868_DN3_SP0_c.t1, CP9_g27995_DN3_SP0_c.t1, CP75_g34149_DN3_SP0_c.t1, CP9_g27968_DN2_SP0_c.t1, CP9_g27996_DN3_SP0_c.t1, CP9_g28014_DN3_SP0_c.t1, CP9_g27949_DN3_SP0_c.t1, CP13_g20558_DN3_SP0_c.t1, CP18_g12093_DN3_SP0_c.t1, CP5_g2512_DN3_SP0_c.t1, CP8_g52210_DN3_SP0_c.t1, CP22_g17667_DN2_SP0_c.t1, CP12_g30983_DN3_SP0_c.t1, CP14_g23380_DN2_SP0_c.t1, CP7_g44106_DN2_SP0_c.t1, CP3_g15174_DN1_SP0_c.t1, CP2_g49797_DN1_SP0_c.t1, CP9_g27967_DN3_SP0_c.t1, CP1_g40794_DN1_SP0_c.t1
OG0000114	XP_024010573.1, XP_024007698.1, XP_024015859.1	CP43_g41590_DN3_SP0_c.t1, CP1_g39028_DN2_SP0_c.t1, CP3_g16808_DN3_SP0_c.t1, CP7_g44107_DN1_SP0_c.t1, CP36_g50968_DN2_SP0_c.t1
OG0000116	XP_006404698.2, XP_006415357.2, XP_024006877.1	CP59_g6663_DN3_SP0_c.t1, CP44_g20908_DN3_SP0_c.t1, CP18_g12569_DN3_SP0_c.t1
OG0000116	XP_024004957.1	CP15_g34919_DN3_SP0_c.t1, CP8_g52858_DN3_SP0_c.t1, CP25_g55998_DN3_SP0_c.t1
OG0000117	XP_024008857.1	CP7_g45428_DN3_SP0_c.t1
OG0000117	XP_024008618.1	CP7_g45432_DN3_SP0_c.t1
OG0000117	XP_024008035.1	CP7_g45431_DN3_SP0_c.t1
OG0000117	XP_024008031.1	CP7_g45420_DN3_SP0_c.t1
OG0000117	XP_024008246.1	CP7_g45419_DN3_SP0_c.t1
OG0000117	XP_024008029.1, XP_024008030.1	CP7_g45418_DN3_SP0_c.t1
OG0000118	XP_006408206.1	CP7_g45449_DN2_SP0_c.t1
OG0000120	XP_024013368.1	CP22_g17665_DN2_SP0_c.t1
OG0000120	XP_024010260.1, XP_024014515.1, XP_024006138.1	CP6_g8634_DN3_SP0_c.t1, CP3_g14120_DN3_SP0_c.t1, CP18_g12087_DN3_SP0_c.t1, CP95_g12689_DN3_SP0_c.t1, CP9_g27971_DN3_SP0_c.t1, CP13_g20555_DN3_SP0_c.t1, CP20_g4294_DN3_SP0_c.t1
OG0000120	XP_024014488.1, XP_024013369.1	CP12_g30973_DN2_SP0_c.t1, CP13_g20755_DN2_SP0_c.t1, CP8_g52207_DN3_SP0_c.t1, CP18_g12086_DN1_SP0_c.t1, CP1_g40798_DN1_SP0_c.t1
OG0000120	XP_024008013.1, XP_024015956.1, XP_024014536.1, XP_024006495.1	CP36_g50966_DN3_SP0_c.t1, CP1_g39950_DN3_SP0_c.t1, CP14_g23196_DN3_SP0_c.t1, CP13_g20554_DN1_SP0_c.t1, CP2_g50773_DN2_SP0_c.t1, CP95_g12688_DN3_SP0_c.t1, CP15_g35845_DN3_SP0_c.t1, CP5_g2510_DN1_SP0_c.t1, CP18_g12085_DN2_SP0_c.t1, CP1_g40799_DN1_SP0_c.t1, CP18_g11788_DN2_SP0_c.t1
OG0000122	XP_024012240.1	CP8_g53619_DN3_SP0_c.t1
OG0000122	XP_006401346.1	CP8_g53621_DN3_SP0_c.t1, CP8_g53620_DN3_SP0_c.t1
OG0000122	XP_006401333.2	CP8_g53627_DN3_SP0_c.t1
OG0000124	XP_024011275.1, XP_024009428.1, XP_024006620.1, XP_024007267.1, XP_024015892.1, XP_024009781.1, XP_024013977.1, XP_024010413.1, XP_024005584.1, XP_024010662.1, XP_024011095.1, XP_024010391.1, XP_006409642.2, XP_024007266.1, XP_024011274.1, XP_024016583.1	CP92_g51792_DN1_SP0_c.t1, CP6_g8263_DN1_SP0_c.t1, CP14_g23406_DN1_SP0_c.t1, CP5_g3274_DN3_SP0_c.t1, CP16_g55714_DN1_SP0_c.t1, CP18_g12101_DN3_SP0_c.t1, CP14_g23405_DN1_SP0_c.t1
OG0000126	XP_024016126.1	CP4_g26270_DN2_SP0_c.t1
OG0000126	XP_024009117.1, XP_024009113.1	CP4_g26271_DN2_SP0_c.t1
OG0000127	XP_006400797.1	CP8_g54114_DN3_SP0_c.t1
OG0000127	XP_006410934.1	CP4_g24986_DN3_SP0_c.t1
OG0000127	XP_006403666.1	CP3_g13990_DN2_SP0_c.t1
OG0000127	XP_006400898.1	CP8_g54018_DN3_SP0_c.t1
OG0000127	XP_006409905.1	CP4_g25869_DN3_SP0_c.t1
OG0000128	XP_006402710.1	CP3_g13458_DN3_SP0_c.t1
OG0000129	XP_006408194.2	CP10_g42426_DN3_SP0_c.t1
OG0000129	XP_024006771.1, XP_006394457.2, XP_024007354.1	CP2_g48114_DN3_SP0_c.t1
OG0000130	XP_024006636.1	CP24_g47153_DN1_SP0_c.t1
OG0000130	XP_024004501.1, XP_024004928.1	CP6_g8745_DN2_SP0_c.t1, CP14_g22626_DN2_SP0_c.t1, CP3_g16605_DN2_SP0_c.t1, CP4_g26048_DN1_SP0_c.t1, CP6_g8614_DN2_SP0_c.t1, CP5_g1942_DN3_SP0_c.t1, CP17_g4921_DN2_SP0_c.t1, CP5_g1870_DN2_SP0_c.t1, CP1_g39061_DN1_SP0_c.t1, CP13_g20361_DN1_SP0_c.t1
OG0000136	XP_024015179.1	CP18_g12237_DN1_SP0_c.t1, CP20_g4089_DN2_SP0_c.t1, CP5_g3095_DN2_SP0_c.t1
OG0000136	XP_024014272.1, XP_024010038.1	CP6_g9733_DN1_SP0_c.t1, CP20_g3889_DN1_SP0_c.t1
OG0000136	XP_024007995.1	CP3_g16058_DN2_SP0_c.t1
OG0000140	XP_024009937.1	CP2_g49134_DN3_SP0_c.t1, CP14_g23074_DN2_SP0_c.t1, CP5_g2106_DN1_SP0_c.t1, CP5_g2107_DN2_SP0_c.t1, CP10_g44055_DN3_SP0_c.t1, CP335_g34392_DN3_SP0_c.t1, CP13_g20745_DN1_SP0_c.t1, CP12_g31264_DN1_SP0_c.t1, CP12_g31008_DN1_SP0_c.t1
OG0000141	XP_024008234.1	CP1_g37531_DN2_SP0_c.t1
OG0000141	XP_006392118.1	CP2_g49230_DN2_SP0_c.t1
OG0000148	XP_006393424.2, XP_024006468.1, XP_024006465.1, XP_024006281.1	CP1_g38394_DN3_SP0_c.t1
OG0000148	XP_024004911.1	CP8_g53130_DN2_SP0_c.t1
OG0000148	XP_006393087.2	CP1_g38017_DN2_SP0_c.t1
OG0000148	XP_006416297.2, XP_024006818.1, XP_006412742.1	CP16_g55147_DN3_SP0_c.t1, CP7_g44768_DN1_SP0_c.t1
OG0000148	XP_006415686.2, XP_024008000.1, XP_006415657.1	CP7_g45047_DN1_SP0_c.t1
OG0000150	XP_024007678.1, XP_024010609.1, XP_024013121.1, XP_024006658.1, XP_024005870.1, XP_024010683.1, XP_024005929.1, XP_024010684.1, XP_024013241.1, XP_024006209.1, XP_024010554.1, XP_024009768.1, XP_024009783.1, XP_024016589.1, XP_024009761.1, XP_024005604.1, XP_024009216.1, XP_024006662.1, XP_024009215.1, XP_024009760.1, XP_024006659.1, XP_024016658.1, XP_024009218.1, XP_024009220.1	CP15_g34449_DN2_SP0_c.t1
OG0000154	XP_006393107.1	CP1_g38036_DN1_SP0_c.t1, CP1_g38035_DN2_SP0_c.t1, CP1_g38037_DN3_SP0_c.t1
OG0000154	XP_024005670.1	CP6_g7266_DN3_SP0_c.t1
OG0000154	XP_024006134.1	CP1_g37974_DN3_SP0_c.t1
OG0000155	XP_024005989.1	CP10_g43760_DN1_SP0_c.t1
OG0000158	XP_006397112.2	CP4_g24795_DN1_SP0_c.t1
OG0000159	XP_024007614.1	CP1_g40026_DN2_SP0_c.t1, CP46_g6624_DN3_SP0_c.t1, CP18_g11985_DN2_SP0_c.t1
OG0000159	XP_024007305.1	CP16_g55355_DN3_SP0_c.t1, CP29_g21957_DN3_SP0_c.t1, CP18_g11525_DN3_SP0_c.t1, CP16_g55379_DN3_SP0_c.t1, CP1_g38743_DN3_SP0_c.t1, CP15_g34799_DN3_SP0_c.t1, CP6_g8172_DN3_SP0_c.t1, CP16_g55378_DN1_SP0_c.t1, CP17_g5408_DN3_SP0_c.t1, CP1_g38828_DN3_SP0_c.t1, CP1_g38774_DN3_SP0_c.t1, CP1_g38831_DN3_SP0_c.t1, CP3_g16786_DN3_SP0_c.t1, CP3_g16732_DN3_SP0_c.t1, CP25_g56000_DN3_SP0_c.t1, CP31_g46783_DN3_SP0_c.t1, CP12_g31312_DN3_SP0_c.t1, CP9_g27528_DN3_SP0_c.t1, CP6_g9687_DN3_SP0_c.t1, CP1_g39364_DN3_SP0_c.t1, CP17_g6255_DN3_SP0_c.t1, CP7_g44180_DN3_SP0_c.t1, CP15_g34601_DN3_SP0_c.t1, CP6_g8795_DN3_SP0_c.t1, CP22_g17525_DN3_SP0_c.t1, CP15_g35987_DN3_SP0_c.t1, CP12_g31604_DN3_SP0_c.t1, CP17_g4997_DN3_SP0_c.t1, CP1_g40804_DN3_SP0_c.t1, CP2_g50653_DN3_SP0_c.t1, CP15_g35572_DN3_SP0_c.t1
OG0000159	XP_024009779.1	CP21_g10968_DN3_SP0_c.t1, CP6_g8815_DN3_SP0_c.t1, CP10_g44074_DN3_SP0_c.t1
OG0000160	XP_006409094.1	CP10_g43624_DN3_SP8_c.t1
OG0000160	XP_024005341.1	CP5_g984_DN3_SP8_c.t1
OG0000160	XP_024012572.1	CP8_g53733_DN3_SP8_c.t1
OG0000160	XP_006396088.1	CP17_g5850_DN3_SP8_c.t1
OG0000160	XP_006389820.1	CP9_g29643_DN3_SP8_c.t1
OG0000160	XP_006404985.2	CP16_g55126_DN3_SP8_c.t1
OG0000161	XP_024013360.1	CP2_g49800_DN1_SP0_c.t1
OG0000162	XP_006410456.1	CP4_g25433_DN2_SP0_c.t1
OG0000163	XP_024010313.1, XP_024013090.1, XP_024013108.1	CP26_g51269_DN2_SP0_c.t1
OG0000163	XP_024006579.1, XP_024016225.1, XP_024016199.1, XP_024016326.1, XP_024009314.1, XP_024011229.1, XP_024004795.1, XP_024006469.1, XP_024015926.1, XP_024016668.1	CP14_g22654_DN2_SP0_c.t1
OG0000164	XP_024015078.1, XP_024013971.1, XP_024006436.1	CP35_g52063_DN2_SP0_c.t1, CP5_g3147_DN2_SP0_c.t1, CP5_g3037_DN1_SP0_c.t1
OG0000167	XP_024014930.1, XP_006406076.1, XP_006406082.1, XP_006406087.1, XP_024014935.1, XP_024015423.1	CP12_g30688_DN2_SP0_c.t1
OG0000170	XP_024010808.1	CP4_g24175_DN3_SP0_c.t1
OG0000171	XP_006401722.1	CP8_g53294_DN3_SP8_c.t1
OG0000171	XP_006405318.1	CP19_g17855_DN3_SP6_c.t1
OG0000171	XP_006409398.1	CP10_g43893_DN3_SP8_c.t1
OG0000171	XP_006401372.1	CP8_g53599_DN3_SP8_c.t1
OG0000171	XP_006407751.1	CP10_g42832_DN3_SP8_c.t1
OG0000171	XP_024005195.1	CP5_g1205_DN3_SP7_c.t1
OG0000172	XP_024016223.1	CP5_g2025_DN2_SP0_c.t1
OG0000172	XP_024006538.1	CP6_g7882_DN2_SP0_c.t1
OG0000172	XP_024012099.1	CP20_g4161_DN1_SP0_c.t1
OG0000173	XP_006411787.1	CP5_g175_DN2_SP0_c.t1
OG0000174	XP_024016093.1, XP_024008042.1, XP_024013572.1, XP_024015842.1, XP_024013153.1	CP8_g52236_DN2_SP0_c.t1, CP29_g21958_DN3_SP0_c.t1, CP45_g22359_DN3_SP0_c.t1, CP8_g52687_DN2_SP0_c.t1, CP8_g54530_DN3_SP0_c.t1, CP5_g1847_DN2_SP0_c.t1
OG0000175	XP_006416080.1, XP_024015929.1	CP9_g28660_DN3_SP6_c.t1, CP7_g45435_DN3_SP8_c.t1
OG0000175	XP_024012404.1	CP11_g32500_DN3_SP8_c.t1
OG0000175	XP_006417443.1	CP2_g49264_DN3_SP7_c.t1
OG0000177	XP_024008190.1	CP7_g45651_DN3_SP1_c.t1
OG0000178	XP_024009811.1	CP11_g31843_DN3_SP0_c.t1
OG0000179	XP_024004887.1, XP_006392295.2	CP5_g3331_DN3_SP0_c.t1
OG0000179	XP_024015670.1	CP2_g49351_DN3_SP0_c.t1
OG0000179	XP_024013955.1	CP2_g49350_DN3_SP0_c.t1, CP8_g52789_DN3_SP0_c.t1
OG0000179	XP_006392266.1	CP2_g49361_DN3_SP0_c.t1, CP2_g49359_DN3_SP0_c.t1, CP2_g49380_DN3_SP0_c.t1
OG0000182	XP_006402522.1, XP_006405778.1	CP2_g49579_DN2_SP0_c.t1
OG0000183	XP_006391396.1, XP_006405835.1	CP5_g1726_DN3_SP8_c.t1
OG0000183	XP_006402949.1	CP4_g24609_DN3_SP8_c.t1
OG0000183	XP_006419159.1, XP_024011906.1	CP8_g54208_DN3_SP5_c.t1, CP3_g15618_DN3_SP5_c.t1
OG0000183	XP_006408585.1	CP4_g26440_DN3_SP8_c.t1
OG0000184	XP_006406218.1	CP12_g30564_DN3_SP0_c.t1
OG0000187	XP_024014208.1, XP_024014238.1	CP16_g54798_DN3_SP0_c.t1, CP16_g54796_DN2_SP0_c.t1
OG0000187	XP_006393105.1	CP16_g54873_DN2_SP0_c.t1
OG0000187	XP_024009084.1, XP_006396044.1	CP7_g44449_DN3_SP0_c.t1
OG0000189	XP_006412039.1	CP5_g414_DN3_SP8_c.t1
OG0000189	XP_006409243.1	CP10_g43741_DN3_SP4_c.t1
OG0000189	XP_006409399.1	CP10_g43894_DN3_SP5_c.t1
OG0000189	XP_006412162.1	CP5_g509_DN3_SP8_c.t1
OG0000189	XP_006390262.1	CP9_g29229_DN3_SP8_c.t1
OG0000189	XP_006416436.1	CP7_g45756_DN3_SP8_c.t1
OG0000191	XP_006396068.2	CP18_g12258_DN3_SP0_c.t1, CP3_g14990_DN3_SP0_c.t1
OG0000191	XP_024014023.1, XP_024006586.1	CP1_g38437_DN2_SP0_c.t1
OG0000191	XP_024004140.1	CP20_g4066_DN2_SP0_c.t1, CP56_g20992_DN1_SP0_c.t1
OG0000192	XP_006417123.1	CP1_g37644_DN3_SP0_c.t1
OG0000192	XP_006408668.1, XP_006391843.2, XP_006391844.1, XP_006416391.1, XP_006416395.1	CP2_g49018_DN2_SP0_c.t1
OG0000193	XP_006410830.1, XP_006415272.2	CP3_g15012_DN3_SP0_c.t1, CP3_g15010_DN3_SP0_c.t1, CP3_g15011_DN3_SP0_c.t1
OG0000194	XP_024004918.1, XP_024004013.1, XP_024016544.1, XP_024016562.1, XP_024014701.1, XP_024010275.1, XP_024014547.1, XP_024014437.1, XP_024016288.1, XP_024013567.1, XP_024013299.1, XP_024015894.1, XP_024004942.1, XP_024010359.1	CP1_g39916_DN2_SP0_c.t1
OG0000194	XP_024014700.1, XP_024007921.1	CP4_g26189_DN2_SP0_c.t1
OG0000196	XP_024014729.1	CP19_g17880_DN3_SP0_c.t1
OG0000197	XP_024005579.1	CP6_g6857_DN3_SP0_c.t1
OG0000197	XP_024004741.1, XP_006413960.1	CP6_g6856_DN2_SP0_c.t1
OG0000197	XP_006393695.2	CP1_g38811_DN2_SP0_c.t1, CP1_g38769_DN2_SP0_c.t1, CP1_g38820_DN1_SP0_c.t1
OG0000198	XP_006395887.1	CP13_g19662_DN3_SP0_c.t1
OG0000198	XP_006413529.1	CP1_g37803_DN3_SP1_c.t1, CP1_g37802_DN3_SP1_c.t1, CP19_g18287_DN3_SP0_c.t1, CP19_g18288_DN3_SP2_c.t1
OG0000199	XP_006412791.2, XP_006413298.1	CP5_g930_DN3_SP0_c.t1
OG0000204	XP_024008033.1, XP_024010569.1	CP17_g5293_DN1_SP0_c.t1, CP9_g27449_DN2_SP0_c.t1, CP1_g39857_DN3_SP0_c.t1, CP13_g20698_DN2_SP0_c.t1, CP15_g34683_DN3_SP0_c.t1, CP5_g2176_DN2_SP0_c.t1, CP12_g31704_DN3_SP0_c.t1, CP7_g44319_DN2_SP0_c.t1, CP5_g3339_DN2_SP0_c.t1, CP17_g5294_DN2_SP0_c.t1, CP2_g49701_DN2_SP0_c.t1, CP9_g27465_DN2_SP0_c.t1
OG0000204	XP_024010054.1	CP9_g27994_DN2_SP0_c.t1, CP8_g52457_DN3_SP0_c.t1, CP56_g20964_DN3_SP0_c.t1, CP36_g51007_DN2_SP0_c.t1, CP12_g31425_DN3_SP0_c.t1, CP9_g27948_DN3_SP0_c.t1, CP7_g44316_DN3_SP0_c.t1, CP2_g49631_DN2_SP0_c.t1, CP15_g35165_DN2_SP0_c.t1, CP12_g31178_DN3_SP0_c.t1, CP17_g5491_DN3_SP0_c.t1, CP17_g5591_DN3_SP0_c.t1, CP6_g8837_DN3_SP0_c.t1
OG0000209	XP_024006207.1	CP1_g37296_DN2_SP0_c.t1, CP1_g37302_DN2_SP0_c.t1
OG0000210	XP_024012462.1	CP8_g54067_DN2_SP0_c.t1
OG0000210	XP_024012914.1	CP16_g55105_DN3_SP0_c.t1
OG0000214	XP_024006507.1, XP_024005273.1, XP_024003977.1, XP_024006442.1, XP_024006834.1, XP_024006206.1	CP29_g22119_DN2_SP0_c.t1
OG0000215	XP_006403387.1	CP1_g40797_DN3_SP0_c.t1, CP22_g17231_DN2_SP0_c.t1, CP24_g46959_DN3_SP0_c.t1, CP9_g28016_DN3_SP0_c.t1, CP13_g20556_DN2_SP0_c.t1, CP9_g27954_DN3_SP0_c.t1, CP9_g27970_DN2_SP0_c.t1, CP9_g27998_DN3_SP0_c.t1
OG0000215	XP_024013184.1, XP_024014828.1	CP12_g31722_DN2_SP0_c.t1, CP3_g16437_DN3_SP0_c.t1
OG0000215	XP_024006539.1	CP15_g35901_DN3_SP0_c.t1
OG0000216	XP_024016821.1, XP_024014433.1, XP_006389699.2, XP_006405717.2, XP_006408645.2	CP16_g55066_DN2_SP0_c.t1
OG0000217	XP_024010473.1, XP_024007230.1, XP_024013212.1	CP6_g8032_DN3_SP0_c.t1
OG0000221	XP_024013337.1	CP14_g22701_DN2_SP0_c.t1
OG0000221	XP_024003652.1	CP4_g26390_DN2_SP0_c.t1
OG0000221	XP_024011137.1	CP14_g22981_DN1_SP0_c.t1
OG0000223	XP_024010192.1	CP12_g31243_DN1_SP0_c.t1, CP13_g20515_DN2_SP0_c.t1, CP2_g50202_DN2_SP0_c.t1, CP2_g50183_DN2_SP0_c.t1
OG0000224	XP_024010387.1, XP_024006129.1, XP_024010577.1, XP_024016336.1, XP_024013388.1, XP_024013189.1, XP_024014537.1, XP_024009478.1, XP_024004996.1, XP_024010590.1, XP_024009283.1, XP_024014719.1, XP_024016316.1, XP_024006445.1, XP_024013195.1, XP_024010314.1, XP_024016378.1, XP_024009485.1, XP_024015895.1, XP_024013324.1, XP_024016560.1, XP_024004024.1, XP_024010358.1, XP_024013052.1, XP_024010151.1, XP_024004914.1, XP_024009450.1, XP_024004960.1, XP_024015925.1, XP_024016117.1, XP_024014017.1, XP_024009398.1, XP_024004881.1, XP_024013047.1, XP_024009905.1, XP_024014513.1, XP_024010370.1, XP_024009960.1, XP_024004959.1, XP_024013953.1, XP_024015888.1, XP_024014534.1, XP_024014233.1, XP_024006534.1, XP_024013065.1, XP_024013109.1, XP_024013041.1, XP_024013933.1, XP_024013075.1, XP_024010340.1, XP_024009357.1, XP_024014273.1, XP_024013378.1, XP_024004946.1, XP_024013096.1, XP_024014372.1, XP_024010648.1, XP_024015140.1, XP_024010910.1, XP_024006499.1, XP_024010272.1, XP_024007255.1, XP_024010537.1, XP_024010393.1, XP_024010242.1, XP_024016192.1, XP_024010461.1, XP_024015870.1, XP_024010344.1, XP_024015044.1, XP_024010539.1, XP_024016115.1, XP_024005037.1, XP_024014550.1, XP_024010295.1, XP_024013934.1, XP_024015127.1, XP_024005033.1, XP_024010378.1, XP_024016365.1, XP_024010127.1, XP_024013059.1, XP_024010484.1, XP_024009481.1, XP_024011385.1, XP_024007279.1, XP_024009414.1, XP_024009426.1, XP_024013172.1, XP_024010751.1, XP_024007313.1, XP_024013987.1, XP_024010306.1, XP_024016337.1, XP_024009494.1	CP18_g12119_DN2_SP0_c.t1
OG0000224	XP_024013192.1, XP_024010801.1, XP_024007311.1, XP_024010677.1, XP_024016871.1	CP33_g3660_DN1_SP0_c.t1, CP33_g3633_DN2_SP0_c.t1
OG0000225	XP_024007691.1	CP7_g44570_DN3_SP0_c.t1
OG0000226	XP_024016637.1, XP_024016268.1, XP_006398782.2, XP_006396785.1	CP19_g17936_DN2_SP0_c.t1
OG0000227	XP_024014358.1	CP16_g54960_DN1_SP0_c.t1, CP12_g30592_DN3_SP0_c.t1, CP19_g18527_DN1_SP0_c.t1, CP19_g18532_DN1_SP0_c.t1, CP19_g18537_DN1_SP0_c.t1
OG0000232	XP_024004085.1	CP3_g15926_DN2_SP0_c.t1, CP15_g35373_DN2_SP0_c.t1, CP3_g15137_DN1_SP0_c.t1, CP8_g52846_DN1_SP0_c.t1, CP3_g16664_DN3_SP0_c.t1, CP18_g12220_DN2_SP0_c.t1, CP2_g50125_DN1_SP0_c.t1
OG0000232	XP_024016372.1, XP_024009429.1, XP_024009258.1, XP_024006411.1	CP27_g41713_DN1_SP0_c.t1, CP2_g49667_DN3_SP0_c.t1, CP3_g16394_DN2_SP0_c.t1
OG0000233	XP_006399237.1	CP11_g33138_DN1_SP1_c.t1
OG0000233	XP_006399238.1	CP11_g33137_DN2_SP1_c.t1
OG0000233	XP_024012088.1, XP_006399240.2	CP11_g33136_DN2_SP0_c.t1
OG0000233	XP_024012161.1	CP11_g33139_DN2_SP0_c.t1
OG0000236	XP_024011487.1	CP9_g28569_DN3_SP0_c.t1
OG0000236	XP_024014966.1	CP1_g38671_DN3_SP0_c.t1, CP8_g52883_DN3_SP0_c.t1
OG0000237	XP_006406140.1	CP12_g30628_DN3_SP0_c.t1
OG0000237	XP_024014985.1	CP12_g30499_DN2_SP0_c.t1
OG0000238	XP_024007098.1	CP9_g28708_DN2_SP0_c.t1
