Orthogroup	Eutrema_salsugineum	Cardamine_hirsuta
OG0000275	XP_006411772.1	CARHR246950
OG0000278	XP_006408609.2	CARHR215670, CARHR215220
OG0000282	XP_024004517.1, XP_024004516.1	CARHR229010, CARHR229580, CARHR229030, CARHR229040, CARHR229110, CARHR229050, CARHR229070, CARHR283650, CARHR229570
OG0000285	XP_024005112.1	CARHR227980
OG0000285	XP_006413094.1	CARHR234950
OG0000286	XP_006396333.1	CARHR178840
OG0000286	XP_024004165.1	CARHR232240
OG0000289	XP_006415671.1	CARHR175550
OG0000291	XP_024009515.1	CARHR103190, CARHR103130
OG0000294	XP_006400088.2	CARHR197660
OG0000294	XP_024012273.1	CARHR198380
OG0000295	XP_006415705.2	CARHR027480, CARHR027430
OG0000296	XP_006400992.1	CARHR285460, CARHR285480
OG0000296	XP_024011989.1, XP_024011966.1, XP_024012425.1	CARHR272760, CARHR053670, CARHR272770
OG0000296	XP_024012145.1	CARHR272750
OG0000298	XP_006415074.1, XP_006415068.1, XP_006415075.2	CARHR033100
OG0000298	XP_006415076.2	CARHR033080, CARHR033050
OG0000300	XP_024016300.1, XP_006394334.2	CARHR166780, CARHR258400
OG0000300	XP_006403410.1	CARHR166000
OG0000301	XP_024006006.1, XP_024014229.1	CARHR139910, CARHR139920
OG0000301	XP_006404678.1	CARHR096590
OG0000304	XP_024004174.1	CARHR135560
OG0000305	XP_006413912.1	CARHR017730
OG0000305	XP_006411287.1	CARHR260510, CARHR135390
OG0000306	XP_006402171.2, XP_006405728.2	CARHR214120, CARHR262590
OG0000307	XP_006414877.1	CARHR220080
OG0000307	XP_006394385.1	CARHR219950, CARHR112870, CARHR216070, CARHR057800, CARHR216060, CARHR216110
OG0000308	XP_006403249.1, XP_006403251.1, XP_006403248.1, XP_006403252.1, XP_024013277.1, XP_006403255.1	CARHR180280
OG0000314	XP_024005553.1	CARHR213600
OG0000314	XP_024011383.1, XP_024015973.1, XP_024010526.1	CARHR006310
OG0000316	XP_006407057.2	CARHR057270
OG0000318	XP_024010631.1	CARHR073450, CARHR062770, CARHR062740, CARHR057010, CARHR016600, CARHR062730, CARHR062760
OG0000318	XP_006416157.2	CARHR004290
OG0000321	XP_006406473.1, XP_006393188.1	CARHR095140, CARHR040120
OG0000322	XP_024013303.1, XP_024012255.1, XP_024012517.1, XP_024008930.1, XP_024004891.1	CARHR259720
OG0000325	XP_006418097.1	CARHR004130
OG0000325	XP_006410450.1	CARHR127110
OG0000325	XP_024008616.1	CARHR004140
OG0000326	XP_006414687.1, XP_006414684.2, XP_006414683.2, XP_006414686.1	CARHR112590
OG0000326	XP_006406044.2, XP_006406046.1	CARHR083130
OG0000327	XP_006405569.1	CARHR089970
OG0000327	XP_006413834.1, XP_006413902.1	CARHR226470
OG0000329	XP_006414672.1	CARHR220880
OG0000329	XP_006405680.1, XP_006405679.2, XP_006405676.1, XP_006405678.2, XP_006405677.2, XP_006405681.2, XP_006405675.1	CARHR263560, CARHR263570
OG0000330	XP_024008627.1	CARHR065890, CARHR065920, CARHR065910, CARHR065900
OG0000330	XP_006390610.1	CARHR065880
OG0000331	XP_006396376.1	CARHR249810
OG0000331	XP_006418333.1	CARHR001810
OG0000331	XP_006406736.1	CARHR092710
OG0000331	XP_006410860.1	CARHR131330
OG0000331	XP_006397900.1	CARHR142440
OG0000332	XP_006391998.1	CARHR050930, CARHR051060, CARHR050990, CARHR051100, CARHR051090, CARHR051110, CARHR051120, CARHR050970, CARHR050980, CARHR050860
OG0000335	XP_006402644.2	CARHR170010
OG0000336	XP_006392360.1, XP_006392391.1	CARHR183900
OG0000339	XP_024004976.1	CARHR218850
OG0000341	XP_006417866.1	CARHR038710, CARHR038690, CARHR038330
OG0000341	XP_024006296.1	CARHR038610
OG0000341	XP_006401972.1	CARHR021380, CARHR021360
OG0000342	XP_024015029.1, XP_024014866.1	CARHR092860
OG0000344	XP_024007719.1	CARHR292150
OG0000344	XP_024007179.1	CARHR011460
OG0000345	XP_024013255.1	CARHR203880, CARHR006290
OG0000345	XP_006399428.2	CARHR203890
OG0000345	XP_006418147.1	CARHR003600
OG0000346	XP_006395576.1	CARHR147230
OG0000346	XP_006395577.1	CARHR147220
OG0000346	XP_024013545.1, XP_006403706.1	CARHR163190
OG0000347	XP_006397781.1	CARHR141230
OG0000347	XP_006413559.1	CARHR230740
OG0000347	XP_006396241.1	CARHR248520
OG0000348	XP_024007895.1, XP_024007894.1	CARHR100730
OG0000349	XP_024011593.1	CARHR273130
OG0000350	XP_024014973.1, XP_024014974.1	CARHR097870
OG0000355	XP_024013315.1, XP_024013316.1, XP_006400849.1	CARHR274100
OG0000355	XP_006406472.1	CARHR095150
OG0000355	XP_006409893.2, XP_006405949.1	CARHR121680, CARHR121660, CARHR121670, CARHR121720
OG0000356	XP_024014118.1	CARHR117170, CARHR178010
OG0000356	XP_024014113.1	CARHR117180
OG0000356	XP_024014112.1	CARHR117270
OG0000357	XP_006415534.1, XP_006415536.1, XP_006415537.1	CARHR128500, CARHR029510
OG0000358	XP_024006233.1, XP_006393112.2	CARHR041650, CARHR259760
OG0000359	XP_024012357.1	CARHR267340
OG0000359	XP_006413047.1	CARHR235360
OG0000359	XP_024005472.1	CARHR235380
OG0000362	XP_006408822.2, XP_006397270.2	CARHR266430, CARHR150180
OG0000363	XP_006395553.1	CARHR045650
OG0000364	XP_024003638.1, XP_006409746.1	CARHR135700
OG0000365	XP_006415920.1	CARHR025550
OG0000365	XP_006413856.1, XP_006413854.1	CARHR227340
OG0000365	XP_006415921.1	CARHR025540, CARHR025530
OG0000367	XP_024008020.1	CARHR253970, CARHR024610
OG0000368	XP_006418874.2, XP_024009622.1, XP_006418873.1	CARHR155020, CARHR155100, CARHR155150, CARHR155070, CARHR155090
OG0000368	XP_006418870.1	CARHR154970
OG0000369	XP_006397046.1, XP_006396824.1, XP_006396884.1	CARHR221010
OG0000370	XP_024009974.1	CARHR033610, CARHR100280, CARHR100270, CARHR288610, CARHR033580, CARHR288600, CARHR033590, CARHR288590, CARHR100310, CARHR288580
OG0000376	XP_006392125.1	CARHR051720
OG0000376	XP_006392126.1	CARHR051710
OG0000376	XP_006392127.1	CARHR051700
OG0000377	XP_006411898.1	CARHR245750
OG0000377	XP_024004487.1	CARHR058550, CARHR058530, CARHR058590, CARHR245740
OG0000377	XP_006393642.1	CARHR245720
OG0000377	XP_006411900.1, XP_006411901.1	CARHR245730
OG0000379	XP_006395818.1	CARHR144670
OG0000379	XP_006403613.1	CARHR164050
OG0000379	XP_024006961.1	CARHR144630
OG0000379	XP_024016059.1	CARHR049930
OG0000380	XP_024012512.1, XP_024012532.1, XP_006400936.1	CARHR157270
OG0000380	XP_006400881.1, XP_024012520.1, XP_024012521.1, XP_006393432.1	CARHR036840, CARHR118680, CARHR285940, CARHR183820, CARHR273750, CARHR273860
OG0000381	XP_006408057.1, XP_006405752.1	CARHR079970
OG0000382	XP_006396450.1	CARHR250680, CARHR250610
OG0000382	XP_006410963.1	CARHR131810
OG0000384	XP_006398389.1	CARHR174500, CARHR174480, CARHR174510
OG0000385	XP_024004600.1	CARHR117260, CARHR117000, CARHR119320, CARHR116890, CARHR239600
OG0000388	XP_024016650.1	CARHR092870
OG0000388	XP_006397366.1, XP_006401605.1, XP_006401607.2	CARHR267450
OG0000388	XP_006406482.1, XP_006406481.1	CARHR095050
OG0000389	XP_024012476.1	CARHR179630, CARHR179650, CARHR274280, CARHR274270
OG0000389	XP_006409792.2	CARHR270410, CARHR105990, CARHR152840, CARHR152780, CARHR270430, CARHR270420, CARHR270400, CARHR270450
OG0000390	XP_006416204.1, XP_006416205.1	CARHR022730
OG0000390	XP_024008916.1	CARHR022720
OG0000390	XP_024008649.1	CARHR022750
OG0000391	XP_006390568.1	CARHR066340, CARHR066300, CARHR066320, CARHR066310, CARHR066330, CARHR066290, CARHR066360
OG0000391	XP_024015047.1	CARHR084950
OG0000392	XP_006416751.1	CARHR017550
OG0000392	XP_006413319.1	CARHR185400, CARHR216970, CARHR232710
OG0000393	XP_006405658.1	CARHR263220
OG0000393	XP_024014651.1	CARHR103170
OG0000394	XP_006392866.1	CARHR043000
OG0000395	XP_006417058.1	CARHR014460
OG0000396	XP_024010215.1	CARHR119440
OG0000397	XP_024012172.1	CARHR148110
OG0000399	XP_006418323.1	CARHR001910
OG0000399	XP_006417597.1	CARHR009120
OG0000402	XP_024006781.1	CARHR289020
OG0000402	XP_024006782.1	CARHR177820, CARHR292110, CARHR292450
OG0000403	XP_006396576.1	CARHR251850
OG0000403	XP_024009935.1, XP_024009575.1, XP_006418804.2	CARHR251840
OG0000404	XP_006405084.2, XP_024014917.1, XP_024004453.1	CARHR235030
OG0000405	XP_006394502.2	CARHR275230
OG0000405	XP_024012331.1	CARHR203560
OG0000406	XP_006417777.1, XP_006400905.1, XP_006418972.1	CARHR273440, CARHR007590
OG0000407	XP_006397915.1, XP_024015422.1	CARHR005930, CARHR002610, CARHR002600, CARHR025430, CARHR142610
OG0000407	XP_024004900.1	CARHR011680
OG0000407	XP_006397916.1	CARHR142620
OG0000409	XP_024008673.1	CARHR028100
OG0000409	XP_024008361.1	CARHR028080, CARHR028050
OG0000410	XP_006396746.1	CARHR253620
OG0000411	XP_006419063.1	CARHR117550, CARHR117600
OG0000412	XP_006400196.1	CARHR196640
OG0000412	XP_006405853.1	CARHR215260
OG0000412	XP_006391364.1	CARHR292180
OG0000412	XP_006406687.1	CARHR093170
OG0000413	XP_006415181.1, XP_006407188.1, XP_006407189.1	CARHR088360, CARHR088350
OG0000413	XP_006392671.1	CARHR044870
OG0000413	XP_006407190.1	CARHR088340
OG0000414	XP_006391857.1	CARHR049420
OG0000414	XP_006409711.1	CARHR105130, CARHR106410
OG0000414	XP_006414560.1	CARHR221890
OG0000415	XP_024014626.1, XP_024005320.1	CARHR286360
OG0000419	XP_006410685.1	CARHR129410
OG0000419	XP_006411033.2, XP_024008104.1	CARHR133760
OG0000420	XP_006399726.2	CARHR201040
OG0000421	XP_006401798.1	CARHR265630
OG0000424	XP_006401550.1	CARHR267950
OG0000424	XP_006413100.1	CARHR234870
OG0000424	XP_006393086.1	CARHR041080
OG0000424	XP_006406360.1	CARHR096480
OG0000426	XP_006409386.2, XP_024010333.1	CARHR182090
OG0000428	XP_024013624.1, XP_024010341.1, XP_024007943.1, XP_024010451.1, XP_024004969.1, XP_024007771.1, XP_024013942.1, XP_024004070.1, XP_024011239.1, XP_024010255.1, XP_024013393.1, XP_024007315.1, XP_024010656.1, XP_024011264.1, XP_024014459.1, XP_024004964.1, XP_024013614.1, XP_024013943.1, XP_024015946.1, XP_024006517.1, XP_024006431.1, XP_024004956.1, XP_024011298.1, XP_024014046.1, XP_024014722.1, XP_024010397.1, XP_024014767.1, XP_024009489.1, XP_024016205.1, XP_024010338.1, XP_024013686.1, XP_024014011.1, XP_024013390.1	CARHR292240
OG0000428	XP_024009713.1	CARHR286290
OG0000429	XP_024012759.1	CARHR168790
OG0000430	XP_006413700.1	CARHR228790
OG0000430	XP_006396679.1	CARHR252910
OG0000430	XP_006391930.1	CARHR050150
OG0000431	XP_006392962.2, XP_024006208.1	CARHR052800
OG0000432	XP_024005371.1	CARHR227030, CARHR227040, CARHR227060, CARHR227020
OG0000434	XP_006405769.1	CARHR291870
OG0000434	XP_006419002.1, XP_006419029.1	CARHR034080, CARHR061160
OG0000436	XP_006418977.1	CARHR154360
OG0000436	XP_006400899.1	CARHR273490
OG0000436	XP_006418975.1	CARHR154370
OG0000437	XP_006412845.1	CARHR237210
OG0000437	XP_006401294.1	CARHR270460
OG0000437	XP_006413212.1	CARHR233780
OG0000437	XP_006408890.2	CARHR110190
OG0000438	XP_024004195.1	CARHR152860, CARHR151200, CARHR152850
OG0000439	XP_006392340.1, XP_006399085.1	CARHR179040, CARHR206880
OG0000442	XP_024007127.1	CARHR275070
OG0000442	XP_024010693.1	CARHR142770
OG0000442	XP_024012881.1	CARHR172740
OG0000442	XP_024014752.1	CARHR261710
OG0000443	XP_006412480.1	CARHR240310
OG0000443	XP_006405188.1	CARHR115900
OG0000443	XP_006399622.1	CARHR202110
OG0000443	XP_006394790.1	CARHR188110
OG0000444	XP_006410273.1	CARHR125020
OG0000444	XP_006402684.1	CARHR169860
OG0000444	XP_006417964.2	CARHR005550
OG0000445	XP_006394638.1, XP_006404202.1	CARHR189790
OG0000446	XP_024011431.1	CARHR190860, CARHR190870
OG0000446	XP_024012621.1	CARHR148780
OG0000446	XP_024012500.1	CARHR190880
OG0000447	XP_006407441.1, XP_006399080.1, XP_006410788.1	CARHR130390, CARHR206830, CARHR086060
OG0000448	XP_024007562.1	CARHR292580, CARHR292570
OG0000448	XP_006395369.1	CARHR292620
OG0000449	XP_006396702.1, XP_024012746.1	CARHR169300, CARHR169310
OG0000450	XP_006405660.2, XP_024014671.1, XP_024014679.1	CARHR215210
OG0000450	XP_006409777.2	CARHR179840, CARHR179880, CARHR179890, CARHR179750, CARHR179850, CARHR179820, CARHR179790, CARHR116510
OG0000451	XP_024005434.1	CARHR228900
OG0000451	XP_006395622.1	CARHR052700
OG0000452	XP_006391769.2	CARHR048280
OG0000457	XP_006408189.1	CARHR078580, CARHR127370, CARHR003820
OG0000458	XP_006415613.1	CARHR028400
OG0000459	XP_006413864.1, XP_006395915.1	CARHR108900
OG0000460	XP_024015449.1	CARHR088190
OG0000460	XP_024012323.1	CARHR270190
OG0000460	XP_006413205.2	CARHR233890
OG0000463	XP_006397433.1	CARHR287270
OG0000463	XP_006418893.1	CARHR155360
OG0000467	XP_024007583.1	CARHR274050
OG0000468	XP_006411557.2	CARHR134960, CARHR061710
OG0000469	XP_006414065.1, XP_006398262.1, XP_006402758.1	CARHR176200, CARHR225580, CARHR169080
OG0000471	XP_006414852.1	CARHR219700, CARHR219720
OG0000471	XP_024004360.1	CARHR219800
OG0000472	XP_024011329.1	CARHR037060
OG0000473	XP_024016836.1	CARHR131830
OG0000473	XP_006418508.2	CARHR000130
OG0000473	XP_024008949.1	CARHR000120
OG0000474	XP_006418142.1	CARHR003630
OG0000474	XP_024013128.1	CARHR180040
OG0000475	XP_006391972.1	CARHR050610
OG0000476	XP_006419039.1, XP_006394913.1, XP_024006833.1	CARHR186490, CARHR186690
OG0000477	XP_006394381.1	CARHR276320
OG0000477	XP_006395760.1	CARHR145200
OG0000477	XP_006417014.1	CARHR014840
OG0000480	XP_006392063.1	CARHR052230
OG0000480	XP_006395808.1, XP_006395809.1	CARHR144770, CARHR144750
OG0000481	XP_006392303.1	CARHR284150
OG0000481	XP_006417504.1	CARHR010120
OG0000481	XP_006417505.1	CARHR010110
OG0000482	XP_006390679.1	CARHR065170, CARHR065180, CARHR065160
OG0000483	XP_006418706.1, XP_006394848.1, XP_024007503.1, XP_024011021.1	CARHR187250, CARHR187260
OG0000484	XP_006412724.1	CARHR238190
OG0000485	XP_024004627.1	CARHR230730
OG0000485	XP_024008934.1	CARHR230700
OG0000485	XP_024004630.1	CARHR230710
OG0000485	XP_024004631.1	CARHR149360
OG0000486	XP_006404136.1, XP_006416568.1	CARHR019430, CARHR019400, CARHR019410, CARHR189080, CARHR104640
OG0000491	XP_024013467.1	CARHR056050, CARHR157060, CARHR157050
OG0000491	XP_006404277.1	CARHR157080
OG0000492	XP_024013791.1	CARHR164620
OG0000492	XP_006410416.1	CARHR126780
OG0000492	XP_006411118.1	CARHR133660
OG0000493	XP_006394046.1	CARHR058360, CARHR279290
OG0000495	XP_024009377.1	CARHR065140, CARHR154580
OG0000496	XP_024013422.1	CARHR156440, CARHR156430, CARHR156450
OG0000496	XP_024013574.1	CARHR156420
OG0000496	XP_006404341.1	CARHR156460
OG0000497	XP_006390626.1	CARHR065650
OG0000497	XP_024015180.1	CARHR088730
OG0000497	XP_006392695.1	CARHR044630
OG0000498	XP_006398366.1	CARHR087660
OG0000498	XP_024012352.1	CARHR195160
OG0000498	XP_006409280.1, XP_006409277.1	CARHR107780, CARHR107790
OG0000499	XP_006406313.1	CARHR096080
OG0000501	XP_006415136.1	CARHR032270
OG0000501	XP_006397047.2	CARHR256050
OG0000501	XP_006397045.1	CARHR256030
OG0000502	XP_006405642.1	CARHR263120
OG0000506	XP_006409322.1, XP_024004213.1, XP_006411040.1	CARHR272250, CARHR132920, CARHR107490, CARHR206050
OG0000508	XP_024006077.1	CARHR044660
OG0000509	XP_006414334.2, XP_024005837.1	CARHR215530
OG0000509	XP_006414335.1	CARHR223020
OG0000510	XP_006405518.1	CARHR261860, CARHR261870
OG0000510	XP_024014648.1, XP_006405529.2	CARHR261890, CARHR261880
OG0000512	XP_006397457.1, XP_006412305.1, XP_006404524.1, XP_006404523.1	CARHR146100, CARHR187460
OG0000513	XP_006418605.1	CARHR010420
OG0000514	XP_024005418.1, XP_024006587.1, XP_024010187.1	CARHR052930, CARHR154020, CARHR216890, CARHR121700, CARHR104360
OG0000516	XP_024004711.1	CARHR060200
OG0000517	XP_024011579.1	CARHR196080
OG0000518	XP_006401713.1	CARHR266510
OG0000519	XP_024006693.1	CARHR053020
OG0000519	XP_006409992.2, XP_006391376.1	CARHR124120, CARHR124130, CARHR124150
OG0000520	XP_006409424.1	CARHR012950, CARHR035990, CARHR182820
OG0000520	XP_006417207.2	CARHR012980
OG0000521	XP_024007049.1	CARHR278990, CARHR278980
OG0000522	XP_006398719.1	CARHR210740
OG0000522	XP_006411165.1	CARHR134240
OG0000522	XP_006407670.1	CARHR083900
OG0000524	XP_006396856.1	CARHR254550, CARHR254600, CARHR254540
OG0000527	XP_006416259.1, XP_006416257.1	CARHR031850
OG0000527	XP_006416249.2	CARHR022300, CARHR022290
OG0000529	XP_006410288.2	CARHR125180
OG0000529	XP_006410133.1	CARHR123630
OG0000530	XP_006401786.1	CARHR265700, CARHR265680, CARHR265710, CARHR265690
OG0000531	XP_006394762.1, XP_006394763.1	CARHR188300, CARHR188360, CARHR188370, CARHR188310, CARHR188350
OG0000533	XP_024014963.1	CARHR286620
OG0000535	XP_006416145.1	CARHR023260
OG0000535	XP_024012737.1	CARHR168410, CARHR168430, CARHR168400, CARHR168420
OG0000536	XP_024016615.1	CARHR215920, CARHR215900
OG0000537	XP_006407793.1	CARHR082530
OG0000537	XP_006395214.1	CARHR184200
OG0000537	XP_006407791.1	CARHR082540
OG0000538	XP_006395269.1	CARHR153120
OG0000538	XP_006409945.1	CARHR274860, CARHR274880, CARHR274890
OG0000539	XP_024003660.1	CARHR122630, CARHR122640, CARHR122450, CARHR122440
OG0000540	XP_006410241.1, XP_024004247.1, XP_006410240.1	CARHR124720
OG0000540	XP_006410225.1, XP_006410227.1, XP_006410226.1	CARHR124400, CARHR124580, CARHR124730
OG0000542	XP_006417465.1	CARHR010580
OG0000542	XP_006392226.1	CARHR053260
OG0000542	XP_006390941.1	CARHR024780, CARHR063060
OG0000543	XP_024013186.1	CARHR177670
OG0000543	XP_024011106.1	CARHR177590
OG0000544	XP_006413928.2	CARHR152800, CARHR226650, CARHR225340
OG0000546	XP_006407646.2, XP_024012555.1	CARHR283630
OG0000547	XP_006397532.2	CARHR138750, CARHR138760
OG0000547	XP_006410096.1	CARHR138720
OG0000547	XP_006397531.1	CARHR138740
OG0000548	XP_006405549.1	CARHR001950
OG0000549	XP_006410444.1	CARHR126770, CARHR127300
OG0000549	XP_006410443.1	CARHR126970
OG0000552	XP_006409748.2	CARHR168580
OG0000553	XP_006418685.1	CARHR101180
OG0000554	XP_006396752.1, XP_006396754.1, XP_006396753.1, XP_006396751.1	CARHR253710, CARHR253700, CARHR253730, CARHR253720
OG0000555	XP_006406302.1, XP_024015637.1	CARHR097090
OG0000556	XP_006391915.1, XP_006391916.1	CARHR049900
OG0000557	XP_024013862.1	CARHR292760, CARHR285920
OG0000561	XP_024014612.1	CARHR263090
OG0000561	XP_006395280.1	CARHR154070
OG0000561	XP_006400070.1	CARHR197820
OG0000562	XP_006400750.1	CARHR191090, CARHR155630
OG0000563	XP_006402395.1	CARHR172580
OG0000563	XP_006416085.1	CARHR124610, CARHR023850
OG0000564	XP_006395228.1	CARHR184330
OG0000564	XP_006402520.1, XP_006418083.1	CARHR171400
OG0000565	XP_006412775.2, XP_006412851.2, XP_006417342.2	CARHR011880
OG0000565	XP_006417343.1	CARHR011870
OG0000567	XP_006414604.1, XP_024005765.1	CARHR221740, CARHR054030
OG0000567	XP_024014477.1	CARHR145790, CARHR145270, CARHR215390, CARHR146690
OG0000568	XP_006397603.1	CARHR139410
OG0000569	XP_024007211.1	CARHR280390
OG0000569	XP_024013812.1	CARHR112890
OG0000569	XP_006412604.1	CARHR239210
OG0000570	XP_006400979.2, XP_006400942.2, XP_024012566.1, XP_024014430.1, XP_006405709.1	CARHR273100
OG0000573	XP_006396630.2	CARHR252430
OG0000573	XP_024010121.1	CARHR252440
OG0000573	XP_006396631.1	CARHR252450
OG0000579	XP_006408450.1	CARHR076040
OG0000579	XP_024012241.1	CARHR197790
OG0000580	XP_006410266.1	CARHR005640, CARHR124970
OG0000580	XP_024004248.1	CARHR124950, CARHR214280
OG0000580	XP_006417956.1	CARHR005650
OG0000581	XP_006400618.1	CARHR192260
OG0000581	XP_006400602.1	CARHR192500
OG0000582	XP_024012428.1, XP_006400747.1	CARHR117250, CARHR191110
OG0000582	XP_006419124.1	CARHR151600
OG0000582	XP_006419122.1	CARHR151610
OG0000583	XP_006392784.1	CARHR043730
OG0000583	XP_006389974.1	CARHR072060
OG0000583	XP_006407044.2	CARHR089730
OG0000584	XP_006391991.1	CARHR050810
OG0000588	XP_006410005.1	CARHR122760
OG0000588	XP_024004258.1, XP_006410003.1	CARHR122730, CARHR122750
OG0000589	XP_006401481.1	CARHR268550
OG0000589	XP_006400567.1	CARHR192820
OG0000591	XP_006391459.1	CARHR059300
OG0000591	XP_006413151.1	CARHR234300
OG0000592	XP_006389973.1	CARHR072070
OG0000592	XP_024008719.1, XP_006416752.1	CARHR017490
OG0000592	XP_024005525.1	CARHR235230
OG0000593	XP_006390039.1	CARHR071420
OG0000593	XP_006406572.1, XP_006406571.1	CARHR094130, CARHR034950
OG0000595	XP_006392096.1, XP_006392098.1	CARHR051830, CARHR037390, CARHR051860
OG0000595	XP_006390467.1	CARHR067250
OG0000597	XP_006414754.2, XP_024004916.1	CARHR220380, CARHR152270, CARHR220390
OG0000597	XP_024005706.1	CARHR220370
OG0000598	XP_006412322.1	CARHR243420
OG0000598	XP_006412143.1, XP_006412147.1	CARHR245210
OG0000599	XP_024016443.1	CARHR106570
OG0000600	XP_006418299.1	CARHR002150
OG0000600	XP_006394940.1	CARHR186280
OG0000602	XP_024015286.1	CARHR081240, CARHR081300
OG0000602	XP_024015447.1	CARHR240640
OG0000603	XP_006399593.2	CARHR081890
OG0000603	XP_024004836.1	CARHR081900, CARHR221320
OG0000605	XP_006396288.1	CARHR249080
OG0000605	XP_006402214.1, XP_024004538.1, XP_006396388.1	CARHR249940
OG0000606	XP_006398189.2	CARHR177030, CARHR177100
OG0000609	XP_006409352.1, XP_006409355.1	CARHR293370
OG0000610	XP_024014116.1	CARHR117280
OG0000610	XP_006405004.1	CARHR116950, CARHR118600, CARHR116900, CARHR118610
OG0000613	XP_006405119.1	CARHR163070
OG0000613	XP_006398779.1	CARHR272090
OG0000614	XP_024006017.1	CARHR064250
