Orthogroup	Eutrema_salsugineum	Arabidopsis_lyrata_Rawat
OG0000132	XP_006393001.2, XP_024014405.1, XP_024014786.1, XP_006405613.2, XP_006405755.2, XP_006405611.2, XP_024014617.1, XP_024014705.1	AL315U10010, AL7G51940, AL7G52020, AL7G52000
OG0000134	XP_024011055.1	AL8G15310
OG0000134	XP_006399626.1	AL8G17970, AL8G17980, AL20U10060, AL20U10050, AL20U10040, AL20U10020, AL6G21880
OG0000137	XP_006401460.1	AL8G30930
OG0000137	XP_006401462.1	AL8G30920
OG0000137	XP_006401463.2	AL8G30900
OG0000137	XP_006401465.2	AL8G30890
OG0000138	XP_024012920.1	AL5G40760
OG0000138	XP_024016620.1	AL5G40870, AL5G40860
OG0000138	XP_006402376.1, XP_006406628.2, XP_024015356.1	AL2G23440, AL5G45250, AL5G35200
OG0000140	XP_024009937.1	AL8G35610, AL1G29430, AL2G32620, AL5G19190, AL6G10840
OG0000141	XP_024008234.1	AL1G23600
OG0000141	XP_024004548.1, XP_006391848.1	AL2G13240
OG0000143	XP_024004869.1, XP_024013112.1, XP_024010423.1, XP_024006481.1, XP_024016274.1, XP_024007909.1, XP_024010471.1, XP_024010602.1, XP_024010603.1, XP_024010269.1, XP_024010488.1, XP_024009587.1, XP_024014718.1, XP_024007269.1, XP_024014984.1, XP_024006558.1, XP_024015954.1, XP_024014871.1, XP_024011336.1, XP_024009448.1, XP_024009582.1, XP_024007272.1, XP_024007245.1, XP_024016353.1, XP_024013094.1, XP_024015124.1, XP_024011407.1, XP_024010424.1, XP_024007246.1, XP_024007303.1, XP_024009244.1, XP_024011363.1, XP_024013386.1, XP_024009423.1, XP_024005024.1, XP_024013120.1, XP_024013068.1, XP_024010915.1, XP_024010675.1	AL3G54050
OG0000148	XP_024004911.1	AL2G11100
OG0000148	XP_024006236.1, XP_006393101.1, XP_006393087.2	AL1G54580, AL1G54620
OG0000148	XP_006416297.2, XP_024006818.1, XP_006412742.1	AL3G17170
OG0000148	XP_006415686.2, XP_024008000.1, XP_006415657.1	nbis-gene-1537
OG0000150	XP_024009756.1	AL667U10020
OG0000151	XP_006403491.1	AL5G36230
OG0000151	XP_006403492.1	AL5G36220
OG0000151	XP_006411161.1	AL4G36690
OG0000151	XP_006403493.1	AL5G36210
OG0000151	XP_006403679.1	AL5G34430
OG0000151	XP_006410918.1	AL4G33730
OG0000151	XP_006399852.1	AL6G24190
OG0000152	XP_024009964.1	AL5G21970
OG0000153	XP_006409977.2, XP_024003718.1, XP_024003707.1, XP_024003713.1, XP_024003669.1	AL4G23860
OG0000153	XP_024008215.1	AL1G17600
OG0000154	XP_006393107.1	AL1G58520, AL6G29770, AL6G29780
OG0000155	XP_024005989.1	AL481U10020
OG0000157	XP_006418682.2, XP_024008597.1	AL8G27960, AL1G29270
OG0000158	XP_006391162.2	nbis-gene-1710, AL2G28170
OG0000158	XP_006397112.2	AL4G12250, AL6G25220, AL6G46400
OG0000158	XP_006390521.2, XP_024007853.1	AL1G67080, AL7G42520
OG0000160	XP_006409094.1	AL3G52950
OG0000160	XP_024005341.1	AL7G22000
OG0000160	XP_024012572.1	AL8G33330
OG0000160	XP_006396088.1	AL3G44180
OG0000160	XP_006419170.1	AL5G20850
OG0000160	XP_006389820.1	AL2G40780
OG0000160	XP_006404985.2	AL4G15040
OG0000161	XP_024013360.1	AL1G16160, AL2G19110
OG0000162	XP_006410456.1	AL4G28780, AL8G17590
OG0000162	XP_024004125.1	AL4G28810, AL4G28800
OG0000167	XP_024014991.1, XP_024006548.1	AL3G35160, AL3G35150
OG0000167	XP_024015693.1	AL5G24180, AL3G35070
OG0000167	XP_024015423.1	nbis-gene-789
OG0000169	XP_024006540.1, XP_024006299.1, XP_024006462.1	AL1G53540, AL1G53520
OG0000170	XP_024012911.1	AL5G43250
OG0000170	XP_024010825.1	AL4G44740
OG0000170	XP_006410182.1	AL4G44730
OG0000171	XP_006401722.1	AL8G28000
OG0000171	XP_006405318.1	AL7G47650
OG0000171	XP_006409398.1	AL3G49460
OG0000171	XP_006401372.1	AL8G31780
OG0000171	XP_006407751.1	AL3G19690
OG0000171	XP_024005195.1	AL7G24680
OG0000172	XP_024006572.1	AL6G39210
OG0000173	XP_006411787.1	AL7G12140
OG0000173	XP_006411932.1	AL7G13810
OG0000173	XP_006395058.1, XP_024006800.1	AL7G12760
OG0000173	XP_006409103.1	AL7G13600, AL7G12790
OG0000174	XP_024009910.1, XP_024010843.1, XP_024010311.1, XP_024004523.1	AL5G24470, AL6G38890, AL3G40990, AL6G49470, AL2G19320, AL4G18060, AL1G56990
OG0000175	XP_006416080.1, XP_024015929.1	AL1G37260
OG0000175	XP_024012404.1	AL6G25440
OG0000176	XP_006414114.1, XP_024005467.1, XP_024005332.1, XP_006414117.2	AL3G15860
OG0000176	XP_024009012.1	AL1G47960
OG0000176	XP_024011615.1	AL2G31040
OG0000176	XP_024014641.1	AL158U10030
OG0000177	XP_006416321.2	AL1G34320, AL1G34330, AL1G34340, AL1G34270, AL1G34310, AL1G34300, AL3G41650
OG0000178	XP_006396688.1	AL6G47960
OG0000178	XP_006396683.2	AL6G47980, AL6G47970
OG0000178	XP_024009811.1	AL6G48020
OG0000178	XP_024010194.1, XP_006396684.1	AL6G47990
OG0000179	XP_024013955.1	AL2G17390, AL2G17430
OG0000179	XP_006392266.1	AL2G16980
OG0000182	XP_006402522.1, XP_006405778.1	AL5G43310, AL5G43300
OG0000182	XP_006418087.2	AL7G51710, AL5G39240, AL1G52920, AL5G39230, AL5G39260
OG0000183	XP_006391396.1, XP_006405835.1	AL2G24200, AL7G46650
OG0000183	XP_006408585.1	AL6G32820, AL4G20560
OG0000184	XP_024014969.1	AL3G36200, AL3G36210
OG0000184	XP_006391352.1	nbis-gene-767
OG0000185	XP_024008728.1	AL1G37710, AL1G37720, AL1G37670
OG0000186	XP_006402068.1	AL77U10060, AL8G31350, AL5G15330
OG0000186	XP_024006671.1	AL5G11890
OG0000187	XP_006409848.1, XP_006413517.1, XP_006413085.1, XP_006401995.1, XP_006410218.1	nbis-gene-932, AL4G10910
OG0000187	XP_024009084.1, XP_006396044.1	AL4G24590, AL4G24560, AL4G24330, AL4G24610, AL4G24350, AL4G24620, AL4G24340, AL4G24320
OG0000188	XP_006403294.1, XP_006413270.2	AL6G22480, AL6G22490, AL6G22600, AL3G14200
OG0000188	XP_006408167.1	AL3G14700
OG0000188	XP_006408168.2	AL3G14720, AL3G14710
OG0000189	XP_006412039.1	AL7G15090, AL3G50830
OG0000189	XP_006409399.1	AL7G16200
OG0000189	XP_006390262.1	AL2G35850
OG0000189	XP_006416436.1	AL1G32900
OG0000192	XP_006413192.2	AL2G13220
OG0000192	XP_006417123.1	AL1G25180, AL1G25190
OG0000193	XP_006410830.1, XP_006415272.2	AL1G53610
OG0000193	XP_024007938.1	AL1G46640, AL1G46660, AL1G46620
OG0000195	XP_006408884.1	AL7G46380
OG0000196	XP_006391246.2	AL7G48650, AL7G48660
OG0000196	XP_006405333.1	AL7G47590, AL7G47570, AL7G47600, AL4G22240, AL7G47850
OG0000196	XP_024014729.1	AL7G47540
OG0000197	XP_006413958.1	AL7G34540, AL7G34550
OG0000197	XP_006393616.1	AL7G34520
OG0000197	XP_006393695.2	AL7G34530
OG0000198	XP_006395886.1, XP_006395885.1	AL5G13150, AL5G10520
OG0000198	XP_006395887.1	AL7G42370, AL5G10550
OG0000198	XP_006413529.1	AL1G27020, AL1G45410, AL1G26980, AL1G27000, AL1G27010, AL5G15240
OG0000199	XP_006412791.2, XP_006413298.1	AL7G22480, AL6G29250, AL6G29230, AL7G22490, AL7G22500
OG0000200	XP_006418015.2	AL1G15390
OG0000200	XP_006415505.2	AL1G44070
OG0000200	XP_006415507.2	AL1G44060, AL1G44080
OG0000201	XP_024009278.1	AL3G45630
OG0000202	XP_024009918.1	AL6G47610
OG0000202	XP_006398075.1	AL2G28240
OG0000203	XP_024012757.1	AL5G39980, AL5G40000
OG0000203	XP_006405456.2	AL5G40120
OG0000208	XP_024013235.1	AL4G14050
OG0000209	XP_024006207.1	AL5G25310
OG0000209	XP_024015726.1	AL6G20830
OG0000210	XP_024010855.1, XP_024004704.1	AL4G23070, AL4G44040
OG0000210	XP_024012462.1	AL2G23580
OG0000211	XP_024009238.1, XP_024015927.1, XP_024011253.1, XP_024009718.1, XP_024009445.1, XP_024011236.1, XP_024010337.1, XP_024010096.1, XP_024009305.1	AL7G52630
OG0000216	XP_024016821.1	AL2G18850
OG0000219	XP_024009776.1, XP_006391273.1, XP_024005932.1, XP_024005928.1	AL7G46090, AL7G49700, AL7G49110, AL7G49680, AL5G28350, AL5G28190, AL7G49120, AL7G43790, AL7G49130, AL7G46120, AL7G47660, AL7G48270, AL7G49950, AL7G48800, AL7G49150, AL7G19770, AL3G52780
OG0000221	XP_024008028.1, XP_024009606.1	AL2G18390
OG0000222	XP_024016355.1, XP_024015830.1, XP_024014542.1, XP_024013106.1, XP_024011381.1, XP_024009610.1, XP_024009459.1, XP_024010571.1, XP_024010572.1, XP_024016386.1	AL6G40720
OG0000223	XP_024010192.1	AL4G15000
OG0000225	XP_024009484.1	AL2G28790
OG0000225	XP_024011254.1	AL2G39130
OG0000227	XP_024014358.1	AL3G46870
OG0000229	XP_024005057.1, XP_024010219.1, XP_006396981.1	AL8G38260
OG0000230	XP_024012973.1	AL5G40610, AL5G40780
OG0000230	XP_024012843.1	AL5G40710
OG0000232	XP_024004085.1	AL3G48740, AL1G53480
OG0000232	XP_024014219.1	AL8G13400
OG0000232	XP_024016372.1, XP_024009429.1, XP_024009258.1, XP_024006411.1	AL9U10240, AL5G17720, AL8G21610, AL7G48830, AL3G31430, AL4G15240, AL8G25040
OG0000233	XP_006399237.1, XP_006399238.1	AL6G17860
OG0000233	XP_024012088.1, XP_006399240.2	AL6G17870
OG0000233	XP_024012161.1	AL6G17850
OG0000235	XP_024013292.1	AL6G32810
OG0000235	XP_006405379.1	AL1G40550, AL6G39940
OG0000236	XP_024014966.1	AL2G23070
OG0000236	XP_024014734.1	nbis-gene-989, AL6G43290, AL6G43280
OG0000237	XP_024014985.1	AL3G35490
OG0000241	XP_006413726.1	AL7G32050
OG0000241	XP_006413727.1	AL7G32060
OG0000241	XP_006396664.1	AL6G48330
OG0000241	XP_006396665.1	AL6G48290
OG0000241	XP_024010083.1	AL6G48300, AL6G48310
OG0000242	XP_024015704.1, XP_006392079.1, XP_006392157.1, XP_006391312.1, XP_006396188.1, XP_006391455.1, XP_006419174.1, XP_006391378.1, XP_006391379.1, XP_006391380.1, XP_006391456.1, XP_024009775.1, XP_024009395.1, XP_006418995.1, XP_006391433.1	AL3G16620
OG0000243	XP_024008323.1, XP_006415570.1	AL1G43240
OG0000243	XP_006415571.1	nbis-gene-176
OG0000244	XP_006396522.2	AL6G49970, AL6G49560
OG0000246	XP_006403719.1	AL5G34040
OG0000246	XP_006410852.1	AL4G32990
OG0000246	XP_006410850.1	AL4G32970
OG0000247	XP_024016187.1, XP_006397124.1, XP_006396952.1, XP_024010305.1, XP_024010284.1	AL1G46070
OG0000248	XP_006390930.2	AL2G29310, AL2G29280, AL5G35460, nbis-gene-575, nbis-gene-577, nbis-gene-574, nbis-gene-573
OG0000249	XP_024011318.1, XP_024004901.1	AL1G48110, AL2G10350
OG0000250	XP_006396612.1, XP_006396617.1	AL6G50030
OG0000250	XP_006393349.1	AL6G48930
OG0000251	XP_006395570.1	AL5G15050, AL5G15060, AL5G15070
OG0000251	XP_006395568.2	AL5G15090
OG0000251	XP_006395567.1	AL5G15100
OG0000251	XP_006401223.1	AL8G33230
OG0000251	XP_006395572.1	AL5G15040
OG0000252	XP_006412567.1	AL7G20350
OG0000252	XP_006390080.1	AL2G37720
OG0000253	XP_006407319.1	AL1G19530
OG0000253	XP_006407676.1	AL3G20620
OG0000253	XP_006398709.1	AL6G11740
OG0000254	XP_006414472.1	AL7G39750
OG0000254	XP_024005335.1	AL7G39720
OG0000256	XP_006414663.1, XP_006414661.2	AL3G30180
OG0000256	XP_006418788.1, XP_006412628.2, XP_024009328.1, XP_006402133.2	AL3G42640
OG0000256	XP_006406160.1, XP_024014950.1, XP_006400938.2, XP_024012507.1, XP_024009330.1	nbis-gene-802, AL3G42750, nbis-gene-801
OG0000260	XP_006411750.1	AL7G19690
OG0000262	XP_006405351.1	AL2G11040
OG0000262	XP_024013586.1, XP_024011074.1	AL2G13760, AL6G43420, AL2G11060
OG0000266	XP_024011221.1, XP_006401683.1	AL8G28530, AL8G28470, AL8G28350
OG0000266	XP_006409554.2	AL8G28560, AL8G28540
OG0000268	XP_024005307.1	AL5G24090
OG0000268	XP_024004883.1, XP_024014410.1, XP_024009490.1, XP_024013227.1, XP_024014585.1, XP_024007751.1, XP_024014905.1	AL3G43630
OG0000269	XP_006400925.1	AL8G36240
OG0000269	XP_006418933.1, XP_006418941.1	AL5G25090, AL5G25020
OG0000269	XP_024003799.1	AL4G24200
OG0000270	XP_024014551.1	AL2G12790
OG0000273	XP_024011702.1	AL8G28580, AL8G28590, AL8G28380, AL8G28370
OG0000275	XP_024006885.1, XP_006395689.1	AL7G11970
OG0000275	XP_024006417.1	nbis-gene-421, AL2G17720, AL6G40420, AL6G40440, AL6G40430, AL2G17690
OG0000276	XP_024005459.1	AL8G19610
OG0000276	XP_024016360.1, XP_024016375.1, XP_024014012.1, XP_024009234.1	AL8G16120
OG0000278	XP_006408609.2	AL7G46030, AL7G46410
OG0000279	XP_024010978.1	AL8G14470
OG0000282	XP_024004517.1, XP_024004516.1	nbis-gene-1800, AL7G31480, AL7G31490, AL7G31510
OG0000283	XP_024007235.1	AL5G34600
OG0000283	XP_024014716.1	AL6G38420, AL1G38780, AL1G65210, AL7G42660
OG0000285	XP_024005112.1	AL7G32710
OG0000285	XP_006413094.1	AL7G25530
OG0000285	XP_024007950.1, XP_006391515.2, XP_006391517.1	AL2G23090, AL2G23080
OG0000286	XP_006396333.1	AL8G15660
OG0000286	XP_024004165.1	AL7G27750
OG0000286	XP_024015270.1	AL3G22250, AL3G22230
OG0000289	XP_006415671.1	AL3G40730, AL3G40650, AL3G41940, AL3G40700
OG0000291	XP_024009515.1	AL3G42940, AL3G43030, AL3G42930
OG0000294	XP_006400088.2	nbis-gene-1522, AL1G39230, AL1G39220
OG0000294	XP_024012273.1	AL6G25720
OG0000295	XP_024011089.1	nbis-gene-1835
OG0000295	XP_024008297.1	AL1G14750
OG0000295	XP_006415705.2	nbis-gene-162
OG0000296	XP_006400992.1	AL48U10010, nbis-gene-2180
OG0000296	XP_024011966.1, XP_024012425.1	nbis-gene-2178, AL8G34670, AL8G26340, nbis-gene-2176, nbis-gene-2177
OG0000296	XP_024012145.1	nbis-gene-2175
OG0000297	XP_024014692.1	AL7G47150
OG0000298	XP_006415074.1, XP_006415068.1, XP_006415075.2	AL1G48070
OG0000298	XP_006415076.2	AL4G19020, AL1G47970
OG0000300	XP_024016300.1, XP_006394334.2	AL1G46650, AL1G46630
OG0000300	XP_006403410.1	AL164U10010, AL5G16820
OG0000301	XP_024006006.1, XP_024014229.1	AL4G43730
OG0000301	XP_024014235.1, XP_006404678.1, XP_006402565.2	AL5G42900
OG0000303	XP_024009916.1	AL5G26120
OG0000304	XP_006393540.1	AL4G16550, AL4G16530, AL4G16510
OG0000304	XP_024009992.1	AL4G38280
OG0000304	XP_006393554.2, XP_024006523.1	AL8G21380, nbis-gene-2062, AL3G42840
OG0000304	XP_006396717.1	AL4G38290
OG0000305	XP_006413912.1	AL1G29380
OG0000305	XP_006411287.1	AL1G51540, AL4G38060, AL4G38120, AL6G43180
OG0000306	XP_006402171.2, XP_006405728.2	AL7G51760
OG0000307	XP_006394385.1	nbis-gene-1899
OG0000313	XP_006405091.1	AL2G40670
OG0000313	XP_006412828.1	AL7G22850
OG0000314	XP_024011383.1, XP_024015973.1, XP_024010526.1	AL7G44460
OG0000315	XP_024010346.1, XP_024014742.1, XP_024014782.1, XP_024014357.1, XP_024014741.1, XP_024014779.1, XP_024016782.1, XP_024004825.1, XP_024005179.1, XP_024005193.1, XP_024005154.1	AL5G42110
OG0000318	XP_024010631.1	AL3G52410, AL3G52440, AL2G28900
OG0000318	XP_006416157.2	AL3G39500, AL1G49160
OG0000320	XP_024010925.1, XP_024014928.1, XP_024010476.1, XP_024005038.1	AL4G19330
OG0000321	XP_006406473.1, XP_006393188.1	AL8G15650, AL1G57580
OG0000322	XP_024013303.1	AL7G25500
OG0000322	XP_024012517.1	AL132U10010
OG0000325	XP_006418097.1	AL1G14460
OG0000325	XP_006410450.1	AL4G28660
OG0000325	XP_024008616.1	AL1G14470
OG0000326	XP_006414687.1, XP_006414684.2, XP_006414683.2, XP_006414686.1	AL1G38150, nbis-gene-1197, nbis-gene-1364, AL3G28900, AL4G24660
OG0000326	XP_006406044.2, XP_006406046.1	AL7G51870, AL7G51860, AL8G27500, AL5G29830, AL3G23410, AL3G21160, AL3G21170, nbis-gene-679, AL3G17610
OG0000327	XP_006405569.1	AL6G16450, AL2G39740, AL2G39770
OG0000327	XP_006413834.1, XP_006413902.1	AL7G18840
OG0000329	XP_006414672.1	AL7G41460
OG0000330	XP_024008627.1	AL2G32680, AL2G32660, AL2G32700
OG0000330	XP_006390610.1	AL2G32630
OG0000331	XP_006396376.1	AL6G51460
OG0000331	XP_006418333.1	AL1G11840
OG0000331	XP_006406736.1	AL3G30460
OG0000331	XP_006410860.1	AL4G33090
OG0000332	XP_006391998.1	nbis-gene-400, AL2G14930, nbis-gene-402, nbis-gene-401, AL2G14910, AL2G14860, AL2G14740, AL2G14750
OG0000335	XP_006402644.2	AL5G41630, AL5G41650
OG0000336	XP_006392360.1, XP_006392391.1	AL1G20240, nbis-gene-1385
OG0000339	XP_006414647.1	AL8G15440
OG0000339	XP_024004976.1	AL9U10390
OG0000341	XP_024006296.1	AL1G52480, AL1G52390
OG0000341	XP_006392846.1, XP_006393515.2	AL1G55350
OG0000342	XP_024015029.1, XP_024014866.1	AL4G15010
OG0000344	XP_024007719.1	AL4G18870, AL1G22300, AL1G22320, AL1G25470, nbis-gene-69, AL5G16800, AL1G58940
OG0000345	XP_024013255.1	AL6G19900, AL390U10020
OG0000345	XP_006399428.2	AL6G19890
OG0000345	XP_006399431.1	AL6G19910
OG0000345	XP_006418147.1	AL1G13870
OG0000346	XP_006395576.1	AL5G14950
OG0000346	XP_006395577.1	AL5G14940
OG0000346	XP_024013545.1, XP_006403706.1	AL5G34200
OG0000347	XP_006397781.1	AL4G45180
OG0000347	XP_006413559.1	AL7G30060
OG0000347	XP_006396241.1	AL6G53040
OG0000348	XP_024014913.1	AL133U10030, AL3G39670, AL3G39690
OG0000348	XP_024010856.1	AL4G45790
OG0000349	XP_006400931.1	AL8G36200
OG0000349	XP_024011593.1	AL8G36160, AL8G36170
OG0000350	XP_024014973.1, XP_024014974.1	AL5G18930, AL3G36110, nbis-gene-754, AL3G36140, AL3G36150, AL3G36100, AL3G36090
OG0000351	XP_006407408.1, XP_006413962.1, XP_006407409.2	AL3G39810
OG0000355	XP_024013315.1, XP_024013316.1, XP_006400849.1	AL8G37040
OG0000356	XP_024014113.1	AL4G15360, AL4G15350
OG0000356	XP_024014112.1	AL4G15330
OG0000357	XP_006415534.1, XP_006415536.1, XP_006415537.1	AL1G43760, AL1G43770
OG0000359	XP_024012357.1	AL8G29280
OG0000359	XP_006413047.1	AL7G25060
OG0000359	XP_024005472.1	AL7G25030
OG0000359	XP_024005613.1	AL7G25050
OG0000362	XP_006408822.2	AL4G17970
OG0000363	XP_024003896.1	AL8G20160, AL5G19170
OG0000363	XP_006395553.1	AL1G64190
OG0000364	XP_006396845.1, XP_006396574.1	AL3G14810
OG0000364	XP_024003638.1, XP_006409746.1	AL4G38410, AL4G38350, AL4G38450
OG0000365	XP_006415920.1	AL1G39370
OG0000365	XP_006413856.1, XP_006413854.1	AL7G33350
OG0000365	XP_006415921.1	AL1G39380, AL1G39340, AL1G39360, AL1G39330
OG0000367	XP_024008863.1	AL6G41620
OG0000367	XP_024006690.1	AL6G25850
OG0000368	XP_006418874.2, XP_024009622.1, XP_006418873.1	AL5G25590, AL5G25550, AL5G25630, AL5G25650, AL5G25640
OG0000368	XP_006418870.1	AL5G25690
OG0000370	XP_024009974.1	AL3G39540, AL3G39570, AL3G39550
OG0000371	XP_024006424.1	AL1G51150
OG0000376	XP_006392126.1	AL2G15890
OG0000376	XP_006392127.1	AL2G15870
OG0000377	XP_006411898.1	nbis-gene-1705
OG0000377	XP_024004487.1	AL2G24540, AL2G24410
OG0000377	XP_006393642.1	AL7G13520
OG0000377	XP_006411900.1, XP_006411901.1	AL7G13510
OG0000379	XP_006395818.1	AL5G11250
OG0000379	XP_006403613.1	AL5G35180
OG0000379	XP_024006961.1	AL5G11220
OG0000379	XP_024016059.1	AL2G13720
OG0000380	XP_024012512.1, XP_024012532.1, XP_006400936.1	AL8G35710
OG0000380	XP_006400881.1, XP_024012520.1, XP_024012521.1, XP_006393432.1	AL8G36790, AL71U10060, AL8G36700
OG0000381	XP_024016547.1	AL5G19040, nbis-gene-1075, AL2G39040
OG0000382	XP_006396450.1	AL6G50680, AL6G50670, AL6G50700
OG0000382	XP_006410963.1	AL4G34640
OG0000384	XP_006398389.1	AL8G11330, AL8G11310, AL8G11340
OG0000385	XP_024004600.1	AL22U10010, nbis-gene-1954, AL7G51970, nbis-gene-1735, AL7G20320
OG0000388	XP_024016650.1	AL3G30610
OG0000388	XP_006397366.1, XP_006401605.1, XP_006401607.2	AL8G29440
OG0000388	XP_006406482.1, XP_006406481.1	AL3G42690
OG0000389	XP_006409792.2	AL8G32520, AL8G32530, AL8G32510, AL8G32500
OG0000389	XP_024014146.1	AL4G20070
OG0000390	XP_024008916.1	AL1G35830
OG0000390	XP_024008649.1	AL1G49180, AL1G35870
OG0000391	XP_006390568.1	AL2G33070
OG0000391	XP_024015047.1	AL3G21810
OG0000392	XP_006416751.1	AL1G29180
OG0000392	XP_006413319.1	AL7G27840, AL7G27830
OG0000393	XP_006405658.1	nbis-gene-1951
OG0000393	XP_006405663.1, XP_006414433.1	AL7G51280
OG0000393	XP_024014651.1	AL7G51350
OG0000394	XP_006406954.1	AL3G28170
OG0000395	XP_006417058.1	AL1G25950
OG0000395	XP_006409559.1	AL3G47120
OG0000395	XP_024008283.1	nbis-gene-82
OG0000395	XP_006417060.1	AL1G25930
OG0000396	XP_024010215.1	AL6G36390, AL5G15440
OG0000397	XP_024012172.1	AL2G24870
OG0000398	XP_006418550.2	nbis-gene-998, AL8G28420
OG0000399	XP_006418323.1	AL1G11940
OG0000399	XP_006402369.1	AL5G45310
OG0000399	XP_006417597.1	nbis-gene-54
OG0000402	XP_024007630.1	AL8G44500
OG0000402	XP_024006781.1	AL8G44510
OG0000402	XP_006406006.1, XP_024006782.1	AL8G44490
OG0000403	XP_024009575.1, XP_006418804.2	AL7G41820, AL7G41810
OG0000404	XP_006405084.2, XP_024014917.1	AL1G32050
OG0000404	XP_024004453.1	AL7G22840
OG0000406	XP_006400905.1, XP_006418972.1	AL1G18060, AL8G36410, AL5G24760
OG0000407	XP_006397915.1, XP_024015422.1	AL1G12810, AL1G39190, AL4G46780
OG0000407	XP_024004900.1	AL1G22510
OG0000409	XP_024008673.1	AL4G21310
OG0000409	XP_024008361.1	AL1G42220, AL1G42200
OG0000411	XP_006419063.1	nbis-gene-977, AL4G18590, nbis-gene-965, AL4G14960, AL8G17380, AL4G14950
OG0000412	XP_006400196.1	AL6G27540
OG0000412	XP_006405853.1	AL7G46360
OG0000412	XP_006391364.1	AL2G23890
OG0000412	XP_006406687.1	AL3G30980
OG0000413	XP_006415181.1, XP_006407188.1, XP_006407189.1	AL3G25620
OG0000413	XP_006392671.1	AL1G63260
OG0000413	XP_006407190.1	AL3G25610
OG0000414	XP_006391857.1	AL2G13380
OG0000414	XP_006409711.1	AL3G44750
OG0000414	XP_006414560.1	AL7G40540
OG0000419	XP_006410685.1	AL4G31290
OG0000421	XP_006401798.1	AL8G27110
OG0000421	XP_006413166.1	AL7G26330
OG0000421	XP_006401391.1	AL8G31590, AL8G31580
OG0000424	XP_006401550.1	AL8G30090
OG0000424	XP_006413100.1	AL7G25590
OG0000426	XP_006392656.1, XP_006392661.2	AL4G31270
OG0000426	XP_006409386.2, XP_024010333.1	AL3G47620
OG0000428	XP_024013624.1, XP_024010341.1, XP_024007943.1, XP_024010451.1, XP_024004969.1, XP_024007771.1, XP_024013942.1, XP_024004070.1, XP_024011239.1, XP_024010255.1, XP_024013393.1, XP_024007315.1, XP_024010656.1, XP_024011264.1, XP_024014459.1, XP_024004964.1, XP_024013614.1, XP_024013943.1, XP_024015946.1, XP_024006517.1, XP_024006431.1, XP_024004956.1, XP_024011298.1, XP_024014046.1, XP_024014722.1, XP_024010397.1, XP_024014767.1, XP_024009489.1, XP_024016205.1, XP_024010338.1, XP_024013686.1, XP_024014011.1, XP_024013390.1	AL8G20780, AL4G19350, AL3G53690, AL1G45700, AL1G45680, AL446U10030
OG0000429	XP_024012759.1	AL1G66560, AL5G40170
OG0000430	XP_006413700.1	AL7G31720
OG0000430	XP_006396679.1	AL6G48090
OG0000430	XP_006391930.1	AL2G13870
OG0000431	XP_006392962.2, XP_024006208.1	AL3G47160
OG0000434	XP_006405769.1	AL7G52140
OG0000434	XP_006396361.1	AL6G26180
OG0000434	XP_006419002.1, XP_006419029.1	nbis-gene-216
OG0000436	XP_006418977.1	AL5G24720
OG0000436	XP_006400899.1	AL8G36450
OG0000437	XP_006413212.1	AL8G32540, AL7G26730
OG0000438	XP_024004195.1	AL5G22220, nbis-gene-1289, AL8G17280, AL428U10010, AL5G23280, AL5G23260, AL5G23270
OG0000439	XP_006392340.1, XP_006399085.1	AL2G24380, AL6G16140, AL3G46310
OG0000442	XP_024007127.1	AL5G45200, AL8G37970
OG0000442	XP_024012881.1	AL213U10010
OG0000442	XP_024014752.1	AL7G49510
OG0000443	XP_006412480.1	AL7G19450
