Orthogroup	Eutrema_salsugineum	Arabidopsis_arenosa
OG0000222	XP_024010571.1, XP_024010572.1, XP_024016386.1	jg11917
OG0000224	XP_024014699.1, XP_024015850.1, XP_024014526.1, XP_024007291.1, XP_024015924.1, XP_024010387.1, XP_024006129.1, XP_024010577.1, XP_024016336.1, XP_024013388.1, XP_024013189.1, XP_024014537.1, XP_024009478.1, XP_024004996.1, XP_024010590.1, XP_024009283.1, XP_024014719.1, XP_024016316.1, XP_024006445.1, XP_024013195.1, XP_024010314.1, XP_024016378.1, XP_024009485.1, XP_024015895.1, XP_024013324.1, XP_024016560.1, XP_024004024.1, XP_024010358.1, XP_024013052.1, XP_024010151.1, XP_024004914.1, XP_024009450.1, XP_024004960.1, XP_024015925.1, XP_024016117.1, XP_024014017.1, XP_024009398.1, XP_024004881.1, XP_024013047.1, XP_024009905.1, XP_024014513.1, XP_024010370.1, XP_024009960.1, XP_024004959.1, XP_024013953.1, XP_024015888.1, XP_024014534.1, XP_024014233.1, XP_024006534.1, XP_024013065.1, XP_024013109.1, XP_024013041.1, XP_024013933.1, XP_024013075.1, XP_024010340.1, XP_024009357.1, XP_024014273.1, XP_024013378.1, XP_024004946.1, XP_024013096.1, XP_024014372.1, XP_024010648.1, XP_024015140.1, XP_024010910.1, XP_024006499.1, XP_024010272.1, XP_024007255.1, XP_024010537.1, XP_024010393.1, XP_024010242.1, XP_024016192.1, XP_024010461.1, XP_024015870.1, XP_024010344.1, XP_024015044.1, XP_024010539.1, XP_024016115.1, XP_024005037.1, XP_024014550.1, XP_024010295.1, XP_024013934.1, XP_024015127.1, XP_024005033.1, XP_024010378.1, XP_024016365.1, XP_024010127.1, XP_024013059.1, XP_024010484.1, XP_024009481.1, XP_024011385.1, XP_024007279.1, XP_024009414.1, XP_024009426.1, XP_024013172.1, XP_024010751.1, XP_024007313.1, XP_024013987.1, XP_024010306.1, XP_024016337.1, XP_024009494.1, XP_024013192.1, XP_024010801.1, XP_024007311.1, XP_024010677.1, XP_024016871.1, XP_024014788.1, XP_024015874.1, XP_024014632.1, XP_024013193.1, XP_024016339.1, XP_024010372.1, XP_024016267.1, XP_024016870.1, XP_024013100.1, XP_024013091.1, XP_024010265.1, XP_024013051.1, XP_024014286.1, XP_024009477.1, XP_024013077.1, XP_024010322.1, XP_024009268.1, XP_024009432.1, XP_024014394.1, XP_024013396.1, XP_024009295.1, XP_024009643.1	jg11828
OG0000225	XP_024007691.1	jg11400
OG0000225	XP_024009484.1	jg2551
OG0000226	XP_024016637.1, XP_024016268.1	jg17319
OG0000226	XP_006398782.2, XP_006396785.1	jg2101, jg2102, jg31434
OG0000227	XP_024014358.1	jg27543, jg27540, jg27541
OG0000229	XP_024007588.1, XP_006407514.1	jg23298
OG0000230	XP_024012973.1	jg15911, jg15928
OG0000230	XP_024012843.1	jg15921
OG0000232	XP_024004085.1	jg28047
OG0000232	XP_024016372.1, XP_024009429.1, XP_024009258.1, XP_024006411.1	jg13723
OG0000233	XP_006399237.1, XP_006399238.1	jg4598
OG0000233	XP_024012088.1, XP_006399240.2	jg4599
OG0000233	XP_024012161.1	jg4597
OG0000235	XP_006405379.1	jg31240
OG0000236	XP_024014734.1	jg7281, jg7280
OG0000237	XP_006406140.1	jg26496
OG0000237	XP_024014985.1	jg26333
OG0000238	XP_024007098.1	jg2698
OG0000241	XP_006413726.1	jg10370
OG0000241	XP_006413727.1	jg10371
OG0000241	XP_006396664.1	jg7736
OG0000241	XP_024010083.1	jg7734, jg7735
OG0000242	XP_024015704.1, XP_006392079.1, XP_006392157.1	jg24512, jg11645, jg21432
OG0000242	XP_006394900.1	jg6565
OG0000243	XP_006415575.2	jg31468
OG0000243	XP_024008323.1, XP_006415570.1	jg31469
OG0000243	XP_006415571.1	jg31477
OG0000244	XP_006396522.2	jg7884, jg7885, jg7892, jg7931, jg7886, jg7883
OG0000246	XP_006403719.1	jg15247
OG0000246	XP_006410852.1	jg18819
OG0000246	XP_006410850.1	jg18816
OG0000247	XP_024016187.1, XP_006397124.1, XP_006396952.1, XP_024010305.1, XP_024010284.1	jg31833
OG0000248	XP_006390930.2	jg2614, jg2609, jg2612, jg2608, jg2620, jg2621, jg2622, jg12494, jg12493, jg2604, jg2603
OG0000249	XP_024011318.1, XP_024004901.1	jg11991
OG0000250	XP_006396612.1, XP_006396617.1	jg7768
OG0000250	XP_006393349.1	jg7876
OG0000251	XP_006395570.1	jg13318, jg13319
OG0000251	XP_006395568.2	jg13320
OG0000251	XP_006401223.1	jg22623
OG0000251	XP_006395572.1	jg13316
OG0000252	XP_006412567.1	jg9231
OG0000252	XP_006390080.1	jg3420
OG0000253	XP_006407676.1	jg24871
OG0000253	XP_006398709.1	jg3985
OG0000254	XP_006414472.1	jg11135
OG0000255	XP_024016305.1, XP_024015085.1	jg1321
OG0000256	XP_006414663.1, XP_006414661.2	jg25806
OG0000256	XP_006418788.1, XP_006412628.2, XP_024009328.1, XP_006402133.2	jg26502
OG0000256	XP_006406160.1, XP_024014950.1, XP_006400938.2, XP_024012507.1, XP_024009330.1	jg27019, jg27030, jg27031
OG0000257	XP_006405181.1	jg20723
OG0000258	XP_024013657.1, XP_024016182.1, XP_024015882.1, XP_024007310.1, XP_024010920.1, XP_024010435.1, XP_024011322.1, XP_024016335.1, XP_024006198.1, XP_024004992.1	jg1478, jg27068
OG0000258	XP_024014252.1	jg17248, jg20584
OG0000258	XP_024009424.1, XP_024016307.1, XP_024016195.1, XP_024005011.1, XP_024009805.1, XP_024014491.1, XP_024007319.1, XP_024014510.1, XP_024013707.1, XP_024004828.1, XP_024010235.1, XP_024010552.1, XP_024013203.1, XP_024009361.1, XP_024014262.1, XP_024006450.1, XP_024016196.1, XP_024016327.1, XP_024010286.1, XP_024013588.1, XP_024014466.1, XP_024016527.1, XP_024006541.1, XP_024010206.1, XP_024016189.1, XP_024010441.1, XP_024006610.1, XP_024006440.1, XP_024007287.1, XP_024014730.1, XP_024009814.1, XP_024016588.1, XP_024015918.1, XP_024009409.1, XP_024013122.1, XP_024013915.1, XP_024013976.1, XP_024006449.1, XP_024014245.1, XP_024014243.1, XP_024015856.1, XP_024014751.1, XP_024016145.1, XP_024011299.1, XP_024011290.1, XP_024014462.1, XP_024006544.1	jg7050
OG0000259	XP_024015022.1	jg16868
OG0000259	XP_024004170.1	jg32916
OG0000260	XP_006411750.1	jg9182
OG0000260	XP_006405350.1, XP_024014684.1	jg12428
OG0000262	XP_024013586.1, XP_024011074.1	jg719, jg720, jg7296, jg454, jg455, jg458, jg453, jg457
OG0000263	XP_024016526.1	jg19302, jg7194, jg21801
OG0000263	XP_024014473.1	jg17561
OG0000266	XP_024011221.1, XP_006401683.1	jg22089, jg22121, jg22117, jg22103, jg22105, jg22086
OG0000267	XP_024004424.1	jg32649
OG0000267	XP_024004803.1	jg11749, jg11798
OG0000269	XP_006400925.1	jg22908
OG0000269	XP_006418933.1, XP_006418941.1	jg14405, jg14407
OG0000269	XP_024003799.1	jg17967
OG0000270	XP_024014551.1	jg581
OG0000273	XP_024011222.1	jg22097
OG0000273	XP_024011934.1	jg22106, jg22114, jg22084
OG0000273	XP_024011702.1	jg22123, jg22124, jg22085, jg22087, jg22094
OG0000275	XP_024006885.1, XP_006395689.1	jg8473
OG0000275	XP_024006417.1	jg1129, jg6761, jg6771, jg6767, jg6769, jg6762, jg6770, jg1128
OG0000278	XP_006408609.2	jg12172, jg12224
OG0000279	XP_024010978.1	jg20630, jg20632
OG0000282	XP_024004517.1, XP_024004516.1	jg10315, jg10316, jg10317, jg10273, jg10321, jg10322, jg10320, jg10266
OG0000283	XP_024007235.1	jg20347, jg6911
OG0000283	XP_024014716.1	jg7177, jg27094, jg3156, jg6794
OG0000284	XP_024011107.1, XP_024006182.1	jg5787
OG0000285	XP_024005112.1	jg10428
OG0000285	XP_006413094.1	jg9725
OG0000285	XP_024007950.1, XP_006391515.2, XP_006391517.1	jg2004
OG0000286	XP_006396333.1	jg20757, jg20756
OG0000286	XP_024015270.1	jg25017, jg25016, jg25015
OG0000289	XP_006415671.1	jg26840, jg26924, jg26930, jg26928, jg26834, jg26931
OG0000291	XP_024009515.1	jg27066, jg27067, jg27057
OG0000291	XP_006410187.1	jg14552, jg14546
OG0000292	XP_024010327.1	jg27846
OG0000292	XP_024009948.1, XP_024006248.1, XP_024006116.1, XP_024009134.1	jg4758
OG0000292	XP_024014030.1, XP_024012275.1	jg11860
OG0000292	XP_024013972.1	jg11859
OG0000294	XP_006400088.2	jg5391, jg5390, jg31107, jg31105, jg31104
OG0000294	XP_024010155.1	jg7548, jg7545
OG0000294	XP_024012273.1	jg5315
OG0000295	XP_024011089.1	jg10939
OG0000295	XP_024008297.1	jg28831
OG0000295	XP_006412919.1	jg31317
OG0000295	XP_006415705.2	jg25083, jg31321
OG0000296	XP_006400992.1	jg22851, jg22847
OG0000296	XP_024011966.1, XP_024012425.1	jg22801, jg21885, jg22800
OG0000296	XP_024012145.1	jg22798, jg22799
OG0000297	XP_024014692.1	jg12852
OG0000298	XP_006415076.2	jg32012, jg32014, jg17396, jg32008
OG0000300	XP_006408678.2	jg21798
OG0000300	XP_024016300.1, XP_006394334.2	jg15634, jg21677, jg31893, jg31895
OG0000300	XP_006403410.1	jg15546, jg13486
OG0000301	XP_024006006.1, XP_024014229.1	jg19826
OG0000301	XP_024014235.1, XP_006404678.1, XP_006402565.2	jg16118
OG0000303	XP_024007779.1, XP_024013204.1, XP_024007914.1	jg14119
OG0000303	XP_024009454.1, XP_024010418.1	jg13946
OG0000304	XP_006393540.1	jg17079
OG0000304	XP_024009992.1	jg19307
OG0000304	XP_006393554.2, XP_024006523.1	jg21390, jg21205, jg21204, jg27046
OG0000304	XP_006396717.1	jg19308
OG0000305	XP_006413912.1	jg30239
OG0000305	XP_006411287.1	jg32496, jg19283, jg19279, jg7268
OG0000306	XP_006402171.2, XP_006405728.2	jg12412
OG0000308	XP_006403249.1, XP_006403251.1, XP_006403248.1, XP_006403252.1, XP_024013277.1	jg20895, jg20892, jg20894, jg20890, jg20896, jg20889
OG0000313	XP_006405091.1	jg13759
OG0000313	XP_006412828.1	jg9481
OG0000314	XP_024005553.1	jg17949
OG0000314	XP_024010526.1	jg21060
OG0000315	XP_024010346.1, XP_024014742.1, XP_024014782.1, XP_024014357.1, XP_024014741.1, XP_024014779.1, XP_024016782.1, XP_024004825.1, XP_024005179.1, XP_024005193.1, XP_024005154.1	jg16044
OG0000316	XP_006407055.1, XP_024015112.1	jg25481
OG0000318	XP_024010631.1	jg3658, jg27680, jg2564, jg2563, jg27679, jg32154, jg32160
OG0000321	XP_006406473.1, XP_006393188.1	jg33127, jg33133
OG0000322	XP_024012255.1	jg2988
OG0000325	XP_006418097.1	jg28796
OG0000325	XP_024008616.1	jg28797
OG0000326	XP_006414687.1, XP_006414684.2, XP_006414683.2, XP_006414686.1	jg31005, jg13147, jg2458, jg25667
OG0000326	XP_006406044.2, XP_006406046.1	jg12408, jg12409, jg12410, jg22013, jg14842, jg24902, jg25139, jg24918, jg24919, jg2457, jg24602
OG0000327	XP_006405569.1	jg3425, jg4413
OG0000327	XP_006413834.1, XP_006413902.1	jg9024
OG0000329	XP_006414672.1	jg11299
OG0000330	XP_024008627.1	jg2932, jg2931
OG0000330	XP_006390610.1	jg2930
OG0000331	XP_006418333.1	jg28558, jg8055
OG0000331	XP_006406736.1	jg25844
OG0000331	XP_006410860.1	jg18827
OG0000332	XP_006391998.1	jg815, jg820, jg826, jg816, jg817, jg823, jg821, jg818, jg806
OG0000334	XP_024016332.1	jg27468, jg29921
OG0000334	XP_024016213.1	jg13498, jg18867, jg21058, jg13113, jg12230, jg11080, jg14024, jg13959, jg21899, jg21901, jg1165, jg14183, jg8025
OG0000334	XP_024004039.1	jg12492
OG0000335	XP_006402644.2	jg16010
OG0000335	XP_006402608.1, XP_006390902.2	jg16058
OG0000336	XP_006417558.1, XP_006417548.1	jg29325
OG0000339	XP_024004976.1	jg11537, jg11540
OG0000341	XP_006417866.1	jg29043
OG0000341	XP_024006296.1	jg32635, jg32647
OG0000341	XP_006392846.1, XP_006393515.2	jg32948, jg32949
OG0000342	XP_024015029.1, XP_024014866.1	jg16938
OG0000343	XP_024004090.1	jg13708, jg17445, jg26926, jg6756, jg6755
OG0000344	XP_024007719.1	jg29545, jg29543, jg29550, jg33257
OG0000344	XP_024007179.1	jg364
OG0000345	XP_024013255.1	jg4766, jg20849
OG0000345	XP_006399428.2	jg4765
OG0000345	XP_006399431.1	jg4767
OG0000346	XP_006395576.1	jg13305
OG0000346	XP_006395577.1	jg13304
OG0000346	XP_024013545.1, XP_006403706.1	jg15261
OG0000347	XP_006397781.1	jg19995
OG0000347	XP_006413559.1	jg10163
OG0000347	XP_006396241.1	jg8201
OG0000348	XP_006405817.2	jg14665
OG0000348	XP_024010856.1	jg20048
OG0000348	XP_024007895.1, XP_024007894.1	jg26730
OG0000349	XP_006400931.1	jg22904
OG0000349	XP_024011593.1	jg22900
OG0000350	XP_024014973.1, XP_024014974.1	jg13712, jg26397, jg26398, jg26400, jg26399, jg26396, jg26395
OG0000351	XP_006407408.1, XP_006413962.1, XP_006407409.2	jg26743, jg27595
OG0000355	XP_024013315.1, XP_024013316.1, XP_006400849.1	jg22984
OG0000356	XP_024014118.1	jg16973
OG0000356	XP_024014113.1	jg16971, jg16970
OG0000356	XP_024014112.1	jg16967
OG0000356	XP_024013952.1	jg16968
OG0000357	XP_006415534.1, XP_006415536.1, XP_006415537.1	jg31533, jg31532
OG0000358	XP_024006233.1, XP_006393112.2	jg10334
OG0000359	XP_006413047.1	jg9679
OG0000363	XP_024003896.1	jg11189, jg13745
OG0000363	XP_024013752.1	jg11188
OG0000363	XP_006395553.1	jg33778
OG0000364	XP_006396845.1, XP_006396574.1	jg24355
OG0000364	XP_024003638.1, XP_006409746.1	jg19314, jg19320, jg12453, jg19325
OG0000365	XP_006415920.1	jg31120
OG0000365	XP_006413856.1, XP_006413854.1	jg10496, jg10495
OG0000365	XP_006415921.1	jg31122, jg31118, jg31119, jg31117
OG0000367	XP_024008863.1	jg11956, jg7206
OG0000367	XP_024008020.1	jg31010
OG0000368	XP_006418874.2, XP_024009622.1, XP_006418873.1	jg14453, jg14450
OG0000368	XP_006418870.1	jg14457
OG0000369	XP_006397046.1, XP_006396824.1, XP_006396884.1	jg11313
OG0000370	XP_024013818.1	jg7721
OG0000370	XP_024009974.1	jg26720, jg26718, jg26719
OG0000371	XP_024006424.1	jg13947
OG0000376	XP_006392126.1	jg918
OG0000376	XP_006392127.1	jg916
OG0000377	XP_024004487.1	jg2119, jg8598, jg8599
OG0000377	XP_006393642.1	jg8601
OG0000377	XP_006411900.1, XP_006411901.1	jg8600
OG0000379	XP_006395818.1	jg13018
OG0000379	XP_006403613.1	jg15354
OG0000379	XP_024006961.1	jg13016
OG0000379	XP_024016059.1	jg13017, jg716
OG0000380	XP_024012512.1, XP_024012532.1, XP_006400936.1	jg22859, jg22857, jg30710
OG0000380	XP_006400881.1, XP_024012520.1, XP_024012521.1, XP_006393432.1	jg22963, jg22951
OG0000381	XP_024016547.1	jg21076, jg18471, jg13731, jg18472, jg3544, jg3543
OG0000382	XP_006396450.1	jg7975, jg7974, jg7976
OG0000382	XP_006410963.1	jg18934
OG0000384	XP_006398389.1	jg20367, jg20365, jg20368
OG0000385	XP_024004600.1	jg9230
OG0000388	XP_024016650.1	jg25857
OG0000388	XP_006397366.1, XP_006401605.1, XP_006401607.2	jg22210
OG0000388	XP_006406482.1, XP_006406481.1	jg27023, jg26105, jg26106
OG0000389	XP_024012476.1	jg22999
OG0000389	XP_006409792.2	jg22549, jg22552, jg22553, jg12732, jg22551, jg22550
OG0000389	XP_024014146.1	jg17521
OG0000390	XP_006416204.1, XP_006416205.1	jg30800
OG0000390	XP_024008649.1	jg30802, jg27191
OG0000391	XP_006390568.1	jg2971, jg2970
OG0000391	XP_024015047.1	jg24982
OG0000392	XP_006416751.1	jg30223
OG0000392	XP_006413319.1	jg9939, jg9938
OG0000393	XP_006405658.1	jg12479
OG0000393	XP_006405663.1, XP_006414433.1	jg12478
OG0000393	XP_024014651.1	jg12475
OG0000394	XP_006392866.1	jg33475
OG0000395	XP_006417058.1	jg29880
OG0000395	XP_006409559.1	jg27565
OG0000395	XP_006417060.1	jg29879
OG0000397	XP_024015686.1	jg2134
OG0000399	XP_006418323.1	jg28568
OG0000399	XP_006402369.1	jg16322
OG0000399	XP_006417597.1	jg29276
OG0000402	XP_024007630.1	jg23698
OG0000402	XP_024006781.1	jg23699
OG0000402	XP_006406006.1, XP_024006782.1	jg23697
OG0000403	XP_024004870.1	jg7844
OG0000403	XP_006396576.1	jg7841
OG0000403	XP_024009935.1	jg7840
OG0000403	XP_024009575.1, XP_006418804.2	jg7766, jg11334, jg11332, jg11331
OG0000404	XP_006405084.2, XP_024014917.1	jg27776
OG0000404	XP_024004453.1	jg9479
OG0000405	XP_024012331.1	jg25469, jg25468
OG0000407	XP_006397915.1, XP_024015422.1	jg28645, jg31101, jg20131
OG0000407	XP_024004900.1	jg29567
OG0000409	XP_024008673.1	jg17641
OG0000409	XP_024008361.1	jg31386
OG0000411	XP_006419063.1	jg17003, jg16987, jg17292, jg17291, jg16929, jg16931, jg16935, jg20923, jg16934
OG0000412	XP_006400196.1	jg5485
OG0000412	XP_006405853.1	jg12214
OG0000412	XP_006391364.1	jg2061
OG0000412	XP_006406687.1	jg25896
OG0000413	XP_006415181.1, XP_006407188.1, XP_006407189.1	jg25354
OG0000413	XP_006392671.1	jg33681
OG0000413	XP_006407190.1	jg25353
OG0000414	XP_006391857.1	jg673
OG0000414	XP_006409711.1	jg27345
OG0000414	XP_006414560.1	jg11210
OG0000416	XP_024015960.1	jg7623
OG0000419	XP_006410685.1	jg18645, jg18647
OG0000420	XP_006399726.2	jg5048
OG0000421	XP_006401798.1	jg21967
OG0000421	XP_006413166.1	jg9794
OG0000421	XP_006401391.1	jg22448, jg22447
OG0000423	XP_024011343.1, XP_024011135.1, XP_024013366.1, XP_024015908.1	jg11745, jg1287
OG0000424	XP_006401550.1	jg22288
OG0000424	XP_006413100.1	jg9732
OG0000426	XP_006409386.2, XP_024010333.1	jg27618
OG0000428	XP_024013624.1, XP_024010341.1, XP_024007943.1, XP_024010451.1, XP_024004969.1, XP_024007771.1, XP_024013942.1, XP_024004070.1, XP_024011239.1, XP_024010255.1, XP_024013393.1, XP_024007315.1, XP_024010656.1, XP_024011264.1, XP_024014459.1, XP_024004964.1, XP_024013614.1, XP_024013943.1, XP_024015946.1, XP_024006517.1, XP_024006431.1, XP_024004956.1, XP_024011298.1, XP_024014046.1, XP_024014722.1, XP_024010397.1, XP_024014767.1, XP_024009489.1, XP_024016205.1, XP_024010338.1, XP_024013686.1, XP_024014011.1, XP_024013390.1	jg1641, jg31721, jg6752, jg1927, jg12019
OG0000429	XP_024012759.1	jg1359, jg15868
OG0000430	XP_006413700.1	jg10342
OG0000430	XP_006391930.1	jg731
OG0000432	XP_024005371.1	jg10548
OG0000434	XP_006405769.1	jg12377
OG0000434	XP_006396361.1	jg32516
OG0000434	XP_006419002.1, XP_006419029.1	jg19077
OG0000436	XP_006418977.1	jg14380
OG0000436	XP_006400899.1	jg22927, jg22928
OG0000436	XP_006418975.1	jg14381
OG0000437	XP_006413212.1	jg22554, jg9831
OG0000437	XP_006408890.2	jg28169
OG0000438	XP_024004195.1	jg14103, jg14100, jg14110, jg14105, jg14108, jg14098, jg20919, jg14109, jg14106, jg14233, jg14232
OG0000439	XP_006392340.1, XP_006399085.1	jg2123, jg4379, jg27491, jg2122
OG0000443	XP_006412480.1	jg9154
OG0000443	XP_006405188.1	jg17131
OG0000443	XP_006394790.1	jg6415
OG0000444	XP_006410273.1	jg18200
OG0000444	XP_006402684.1	jg15993
OG0000445	XP_006394638.1, XP_006404202.1	jg6224
OG0000445	XP_006404910.2	jg16878
OG0000446	XP_024011431.1	jg6094, jg7081
OG0000446	XP_024012621.1	jg13483
OG0000446	XP_024012500.1	jg6075
OG0000448	XP_024007562.1	jg13609, jg13604
OG0000448	XP_006395369.1	jg13602
OG0000449	XP_006396702.1, XP_024012746.1	jg15925, jg15924, jg15929
OG0000449	XP_024015302.1	jg24132, jg24131
OG0000450	XP_006409777.2	jg11999, jg20839, jg20841
OG0000451	XP_024005434.1	jg10331
OG0000451	XP_006395622.1	jg990, jg976, jg5486, jg32699
OG0000452	XP_006391769.2	jg561, jg560
OG0000452	XP_006391768.1	jg566, jg565
OG0000457	XP_006408189.1	jg24317, jg28766
OG0000458	XP_006415613.1	jg31419
OG0000459	XP_006413864.1, XP_006395915.1	jg10503
OG0000459	XP_006418911.2	jg22903
OG0000460	XP_024015449.1	jg25335
OG0000460	XP_024012323.1	jg22533
OG0000463	XP_006397433.1	jg32175
OG0000463	XP_006418893.1	jg14431
OG0000469	XP_006414065.1, XP_006398262.1, XP_006402758.1	jg15897, jg19591, jg10715, jg20504
OG0000471	XP_006414852.1	jg11429
OG0000471	XP_024004360.1	jg11421, jg11417, jg11415, jg11432, jg11422
OG0000472	XP_024011329.1	jg14011, jg17123, jg21902, jg3815, jg21009, jg7126, jg7131, jg7107
OG0000473	XP_006418508.2	jg28396
OG0000473	XP_024008949.1	jg28395
OG0000474	XP_006418142.1	jg28747
OG0000474	XP_024013128.1	jg20853
OG0000475	XP_006391972.1	jg775
OG0000476	XP_006419039.1, XP_006394913.1, XP_024006833.1	jg6712, jg6710, jg6600, jg6598
OG0000477	XP_006394381.1	jg23206
OG0000477	XP_006395760.1	jg13074
OG0000480	XP_006392063.1	jg868
OG0000481	XP_006392303.1	jg1153
OG0000481	XP_006417504.1	jg29378
OG0000481	XP_006417505.1	jg29377
OG0000482	XP_006390679.1	jg2864
OG0000483	XP_006418706.1, XP_006394848.1, XP_024007503.1, XP_024011021.1	jg6493
OG0000484	XP_006412725.1	jg21310
OG0000484	XP_006412724.1, XP_006412723.2	jg9383, jg1872
OG0000485	XP_024004627.1	jg10165
OG0000485	XP_024008934.1	jg10170, jg10168, jg10169
OG0000485	XP_024004630.1	jg10166, jg10167
OG0000485	XP_024004631.1	jg28227, jg10164, jg12984
OG0000486	XP_006404136.1, XP_006416568.1	jg30401, jg30400, jg30403, jg25301
OG0000491	XP_024013467.1	jg14643, jg14645
OG0000491	XP_006404277.1	jg14644
OG0000492	XP_024013791.1	jg15405
OG0000492	XP_006410416.1	jg18363
OG0000492	XP_006411118.1	jg19076
OG0000493	XP_006394046.1	jg23546
OG0000493	XP_024014450.1, XP_024014365.1, XP_024014589.1	jg12611, jg12549, jg12556
OG0000494	XP_024010482.1, XP_006391489.2	jg15143
OG0000495	XP_024009377.1	jg14399
OG0000496	XP_024013422.1	jg14579, jg14580
OG0000496	XP_024013574.1	jg14578
OG0000496	XP_006404341.1	jg14581
OG0000497	XP_006390626.1	jg2908
OG0000498	XP_006398366.1	jg25277
OG0000498	XP_024012352.1	jg9327
OG0000499	XP_006406393.2	jg26191
OG0000499	XP_006406390.2	jg17672
OG0000499	XP_006406313.1	jg26193
OG0000501	XP_006415136.1	jg31946
OG0000501	XP_006397047.2	jg7403
OG0000501	XP_006397045.1	jg7404
OG0000502	XP_006405645.2	jg12486
OG0000502	XP_006405642.1	jg12489
OG0000506	XP_006409322.1, XP_024004213.1, XP_006411040.1	jg4536, jg27864
OG0000506	XP_024011731.1	jg22754
OG0000507	XP_024016322.1	jg6528
OG0000508	XP_024006077.1	jg33662
OG0000509	XP_006414334.2, XP_024005837.1	jg10982, jg10978
OG0000509	XP_006414335.1	jg10981, jg10977, jg10980, jg10975
OG0000510	XP_006405518.1	jg12627
OG0000510	XP_024014648.1, XP_006405529.2	jg12626
OG0000512	XP_006397457.1, XP_006412305.1, XP_006404524.1, XP_006404523.1	jg8980
OG0000514	XP_024005418.1, XP_024006587.1, XP_024010187.1	jg17303, jg17304, jg21135, jg11876
OG0000516	XP_024004711.1	jg2299
OG0000516	XP_006390380.1	jg3139
OG0000517	XP_024011579.1	jg5539
OG0000518	XP_006401714.1	jg22059
OG0000519	XP_024006693.1	jg23802
OG0000519	XP_006409992.2, XP_006391376.1	jg18112, jg18116
OG0000520	XP_006409424.1	jg29717
OG0000520	XP_006417207.2	jg29720
OG0000521	XP_024007049.1	jg23516, jg23515
