Orthogroup	Eutrema_salsugineum	Arabidopsis_lyrata_NCBI
OG0000183	XP_006402949.1	XP_002879909.1, XP_002878109.1
OG0000183	XP_006408585.1	XP_020877395.1, XP_002879035.1
OG0000184	XP_024014969.1	XP_020885996.1, XP_020886141.1
OG0000184	XP_006391352.1	XP_002885573.2
OG0000185	XP_024008728.1	XP_020871016.1, XP_020867770.1
OG0000186	XP_006402068.1	XP_020881811.1, XP_020882021.1
OG0000186	XP_024003658.1, XP_024003647.1	XP_020884619.1, XP_020882765.1, XP_020891314.1
OG0000187	XP_006409848.1, XP_006413517.1, XP_006413085.1, XP_006401995.1, XP_006410218.1	XP_020882989.1, XP_002878566.1
OG0000187	XP_024009084.1, XP_006396044.1	XP_020883121.1, XP_020885184.1, XP_020884986.1, XP_020885024.1, XP_020885006.1, XP_020885032.1, XP_002879220.1
OG0000188	XP_006403294.1, XP_006413270.2	XP_020879451.1, XP_020879478.1, XP_002873533.1, XP_002884435.1
OG0000188	XP_006408167.1	XP_020888830.1
OG0000188	XP_006408168.2	XP_002882369.2, XP_002882368.1
OG0000189	XP_006412039.1	XP_020873047.1, XP_020885855.1
OG0000189	XP_006409399.1	XP_002869113.1
OG0000189	XP_006390262.1	XP_002887616.1
OG0000189	XP_006416436.1	XP_020870471.1
OG0000192	XP_006417123.1	XP_020869616.1, XP_020867729.1
OG0000192	XP_006391838.1	XP_020890702.1
OG0000193	XP_006410830.1, XP_006415272.2	XP_002891353.1
OG0000193	XP_024007938.1	XP_020866445.1, XP_020869780.1, XP_020869845.1
OG0000195	XP_006408884.1	XP_020874961.1
OG0000196	XP_006391246.2	XP_002870666.2, XP_002870667.2
OG0000196	XP_006405333.1	XP_020872249.1, XP_020883783.1, XP_020874890.1
OG0000197	XP_006413958.1	XP_020872595.1
OG0000197	XP_024005579.1	XP_020872600.1, XP_020872360.1
OG0000197	XP_006393616.1	XP_020872593.1
OG0000197	XP_024004741.1, XP_006413960.1	XP_020872359.1
OG0000197	XP_006393695.2	XP_002869981.2
OG0000198	XP_006395886.1, XP_006395885.1	XP_002875203.1, XP_002875076.1
OG0000198	XP_006395887.1	XP_002870338.1, XP_020881007.1
OG0000198	XP_006413529.1	XP_020869542.1, XP_002890920.1, XP_002892838.1, XP_020869981.1, XP_020869449.1, XP_020882067.1
OG0000199	XP_006412791.2, XP_006413298.1	XP_020874321.1, XP_020877798.1, XP_002871796.1, XP_020874322.1, XP_020874320.1
OG0000200	XP_006418015.2	XP_020870343.1
OG0000200	XP_006415505.2	XP_020870363.1
OG0000200	XP_006415507.2	XP_020870362.1, XP_020870365.1
OG0000202	XP_024009918.1	XP_020877218.1
OG0000202	XP_006398075.1	XP_020891504.1
OG0000203	XP_024012757.1	XP_002878203.1, XP_020880570.1
OG0000203	XP_006405456.2	XP_020880616.1
OG0000208	XP_024013235.1	XP_020866261.1, XP_020887718.1, XP_002872341.2, XP_020866138.1, XP_020877109.1, XP_020877113.1, XP_020871234.1, XP_020866267.1, XP_020876154.1
OG0000209	XP_024015726.1	XP_002871416.1
OG0000210	XP_024010855.1, XP_024004704.1	XP_020882964.1, XP_020884580.1
OG0000210	XP_024012462.1	XP_020891301.1, XP_020866050.1
OG0000214	XP_024003977.1, XP_024006442.1, XP_024006834.1, XP_024006206.1	XP_020878601.1
OG0000215	XP_024014265.1, XP_006408133.1, XP_006411039.1, XP_006419058.2	XP_020874119.1, XP_020871428.1
OG0000215	XP_024006539.1	XP_020869481.1
OG0000216	XP_024016821.1	XP_020865893.1
OG0000219	XP_024009776.1, XP_006391273.1, XP_024005932.1, XP_024005928.1	XP_020873116.1, XP_020873172.1, XP_020873179.1, XP_020880783.1, XP_020880728.1, XP_020880727.1, XP_020875545.1, XP_020873039.1, XP_020872035.1, XP_020874450.1, XP_002870649.2, XP_020874171.1, XP_020873037.1, XP_020875518.1, XP_020887839.1
OG0000221	XP_024003652.1	XP_020885596.1, XP_020870726.1
OG0000221	XP_024013753.1	XP_020876686.1
OG0000224	XP_024014699.1, XP_024015850.1, XP_024014526.1, XP_024007291.1, XP_024015924.1, XP_024010387.1, XP_024006129.1, XP_024010577.1, XP_024016336.1, XP_024013388.1, XP_024013189.1, XP_024014537.1, XP_024009478.1, XP_024004996.1, XP_024010590.1, XP_024009283.1, XP_024014719.1, XP_024016316.1, XP_024006445.1, XP_024013195.1, XP_024010314.1, XP_024016378.1, XP_024009485.1, XP_024015895.1, XP_024013324.1, XP_024016560.1, XP_024004024.1, XP_024010358.1, XP_024013052.1, XP_024010151.1, XP_024004914.1, XP_024009450.1, XP_024004960.1, XP_024015925.1, XP_024016117.1, XP_024014017.1, XP_024009398.1, XP_024004881.1, XP_024013047.1, XP_024009905.1, XP_024014513.1, XP_024010370.1, XP_024009960.1, XP_024004959.1, XP_024013953.1, XP_024015888.1, XP_024014534.1, XP_024014233.1, XP_024006534.1, XP_024013065.1, XP_024013109.1, XP_024013041.1, XP_024013933.1, XP_024013075.1, XP_024010340.1, XP_024009357.1, XP_024014273.1, XP_024013378.1, XP_024004946.1, XP_024013096.1, XP_024014372.1, XP_024010648.1, XP_024015140.1, XP_024010910.1, XP_024006499.1, XP_024010272.1, XP_024007255.1, XP_024010537.1, XP_024010393.1, XP_024010242.1, XP_024016192.1, XP_024010461.1, XP_024015870.1, XP_024010344.1, XP_024015044.1, XP_024010539.1, XP_024016115.1, XP_024005037.1, XP_024014550.1, XP_024010295.1, XP_024013934.1, XP_024015127.1, XP_024005033.1, XP_024010378.1, XP_024016365.1, XP_024010127.1, XP_024013059.1, XP_024010484.1, XP_024009481.1, XP_024011385.1, XP_024007279.1, XP_024009414.1, XP_024009426.1, XP_024013172.1, XP_024010751.1, XP_024007313.1, XP_024013987.1, XP_024010306.1, XP_024016337.1, XP_024009494.1, XP_024013192.1, XP_024010801.1, XP_024007311.1, XP_024010677.1, XP_024016871.1, XP_024014788.1, XP_024015874.1, XP_024014632.1, XP_024013193.1, XP_024016339.1, XP_024010372.1, XP_024016267.1, XP_024016870.1, XP_024013100.1, XP_024013091.1, XP_024010265.1, XP_024013051.1, XP_024014286.1, XP_024009477.1, XP_024013077.1, XP_024010322.1, XP_024009268.1, XP_024009432.1, XP_024014394.1, XP_024013396.1, XP_024009295.1, XP_024009643.1	XP_020876947.1
OG0000225	XP_024007691.1	XP_020874829.1
OG0000225	XP_024009484.1	XP_020889768.1
OG0000225	XP_024011254.1	XP_020890452.1
OG0000226	XP_006398782.2, XP_006396785.1	XP_020866652.1
OG0000227	XP_024014358.1	XP_020888649.1, XP_020888528.1, XP_020890178.1
OG0000229	XP_024007588.1, XP_006407514.1	XP_002877248.2
OG0000229	XP_024005057.1, XP_024010219.1, XP_006396981.1	XP_020866249.1
OG0000230	XP_024012973.1	XP_020880546.1, XP_020880539.1
OG0000230	XP_024012843.1	XP_020880534.1
OG0000233	XP_006399237.1, XP_006399238.1	XP_002873316.1
OG0000233	XP_024012088.1, XP_006399240.2	XP_020876210.1, XP_020876208.1
OG0000233	XP_024012161.1	XP_002873315.1
OG0000235	XP_024013292.1	XP_020877394.1
OG0000235	XP_006405379.1	XP_020868439.1, XP_002874400.1
OG0000236	XP_024011487.1	XP_020886731.1
OG0000236	XP_024014966.1	XP_020865699.1
OG0000236	XP_024014734.1	XP_020878466.1, XP_020876131.1
OG0000237	XP_024014985.1	XP_002885438.2
OG0000238	XP_024007098.1	XP_020872592.1, XP_002888798.1
OG0000241	XP_006413726.1	XP_020873759.1
OG0000241	XP_006413727.1	XP_002867821.1
OG0000241	XP_006396664.1	XP_002872712.1
OG0000241	XP_006396665.1	XP_020876627.1
OG0000241	XP_024010083.1	XP_020876628.1, XP_002872711.1
OG0000242	XP_024015704.1, XP_006392079.1, XP_006392157.1	XP_020871231.1
OG0000242	XP_006394900.1	XP_020879188.1
OG0000243	XP_024008323.1, XP_006415570.1	XP_020867504.1
OG0000244	XP_006396522.2	XP_020876452.1, XP_020877213.1, XP_020876461.1, XP_020876462.1
OG0000246	XP_006403719.1	XP_002877904.2
OG0000246	XP_006410852.1	XP_002881469.1
OG0000246	XP_006410850.1	XP_020884151.1
OG0000247	XP_024016187.1, XP_006397124.1, XP_006396952.1, XP_024010305.1, XP_024010284.1	XP_020869614.1
OG0000248	XP_006390930.2	XP_020881593.1, XP_002887270.1, XP_002887273.1, XP_002887269.1, XP_002887278.1, XP_020865738.1, XP_020872989.1, XP_002887265.1
OG0000249	XP_024011318.1, XP_024004901.1	XP_020866080.1, XP_020884646.1, XP_020879887.1, XP_002887885.2
OG0000251	XP_006395570.1	XP_002876961.1, XP_002876962.1, XP_002876963.1
OG0000251	XP_006395568.2	XP_002876964.1
OG0000251	XP_006395567.1	XP_020882087.1
OG0000251	XP_006401223.1	XP_002866197.1
OG0000251	XP_006395572.1	XP_002876960.2
OG0000252	XP_006390080.1	XP_002887689.1
OG0000253	XP_006407676.1	XP_002884737.1
OG0000253	XP_006398709.1	XP_002873056.1
OG0000254	XP_006414472.1	XP_020874808.1
OG0000254	XP_024005335.1	XP_002870217.1
OG0000256	XP_006414663.1, XP_006414661.2	XP_002885190.1
OG0000256	XP_006418788.1, XP_006412628.2, XP_024009328.1, XP_006402133.2	XP_020886139.1
OG0000256	XP_006406160.1, XP_024014950.1, XP_006400938.2, XP_024012507.1, XP_024009330.1	XP_002885791.1, XP_002885792.1
OG0000257	XP_006405181.1	XP_020871178.1
OG0000260	XP_006411750.1	XP_002869292.1
OG0000261	XP_024004904.1, XP_024004799.1, XP_024004773.1, XP_024014266.1, XP_024014270.1	XP_020877162.1
OG0000261	XP_024005007.1	XP_020873582.1
OG0000262	XP_024013586.1, XP_024011074.1	XP_002874589.2
OG0000263	XP_024014473.1	XP_020887742.1, XP_020880631.1
OG0000266	XP_024011221.1, XP_006401683.1	XP_020884928.1, XP_020878059.1, XP_020871769.1
OG0000266	XP_006409554.2	XP_002865985.2, XP_020867313.1
OG0000267	XP_024004424.1	XP_020876553.1
OG0000267	XP_024004803.1	XP_020871360.1, XP_020874002.1, XP_020883547.1, XP_020866150.1, XP_020874940.1
OG0000269	XP_006400925.1	XP_002864649.1
OG0000269	XP_006418933.1, XP_006418941.1	XP_020881938.1, XP_002877465.1
OG0000269	XP_024003799.1	XP_020883555.1
OG0000273	XP_024011934.1	XP_020878066.1, XP_020878710.1
OG0000273	XP_024011702.1	XP_020884916.1, XP_020884904.1, XP_020871340.1, XP_020878716.1, XP_020871336.1
OG0000275	XP_024006885.1, XP_006395689.1	XP_002866883.1
OG0000275	XP_024006417.1	XP_002886688.1, XP_002872307.1, XP_020879009.1, XP_020879174.1
OG0000276	XP_024005459.1	XP_020887762.1, XP_020881628.1, XP_020878929.1, XP_020879276.1, XP_020876981.1, XP_020890967.1
OG0000276	XP_024009234.1	XP_020884761.1, XP_020873738.1
OG0000277	XP_024016609.1, XP_006412191.1	XP_002866823.1
OG0000277	XP_006416453.1	XP_020891062.1
OG0000278	XP_006408609.2	XP_020875511.1, XP_002870549.2
OG0000279	XP_006398139.1	XP_020866105.1
OG0000279	XP_024010978.1	XP_020871068.1
OG0000282	XP_024004517.1, XP_024004516.1	XP_020873528.1, XP_002869835.1, XP_002869836.1, XP_020873595.1, XP_020873496.1
OG0000283	XP_024007235.1	XP_020889075.1, XP_020891714.1
OG0000283	XP_024014716.1	XP_020875272.1
OG0000284	XP_024011107.1, XP_024006182.1	XP_020879047.1
OG0000285	XP_024005112.1	XP_002867852.2
OG0000285	XP_006413094.1	XP_020873274.1
OG0000285	XP_024007950.1, XP_006391515.2, XP_006391517.1	XP_002886975.2, XP_020889997.1
OG0000286	XP_006396333.1	XP_002863596.2
OG0000286	XP_024004165.1	XP_002867613.2
OG0000286	XP_006403112.2, XP_024011148.1	XP_020871052.1
OG0000289	XP_006415671.1	XP_020886439.1, XP_020889388.1, XP_020887166.1, XP_020886437.1
OG0000291	XP_024009515.1	XP_002883696.1, XP_020886867.1, XP_002883695.1
OG0000292	XP_024014941.1, XP_024014255.1, XP_024010327.1, XP_024009948.1, XP_024006248.1, XP_024006116.1, XP_024009134.1, XP_024014030.1, XP_024012275.1	XP_020890626.1
OG0000294	XP_006400088.2	XP_020879531.1, XP_020876591.1, XP_020869571.1
OG0000294	XP_024010155.1	XP_020875769.1
OG0000294	XP_024012273.1	XP_020879520.1
OG0000295	XP_024011089.1	XP_002868101.1
OG0000295	XP_024008297.1	XP_020868018.1
OG0000295	XP_006412919.1	XP_020870420.1
OG0000295	XP_006415705.2	XP_020870970.1
OG0000296	XP_006400992.1	XP_020874639.1, XP_002864614.1
OG0000296	XP_024011966.1, XP_024012425.1	XP_020871535.1, XP_020871085.1, XP_020871516.1, XP_020871467.1, XP_020871600.1, XP_020871468.1, XP_020871433.1, XP_020870866.1, XP_020879394.1
OG0000296	XP_024012145.1	XP_020869658.1
OG0000298	XP_006415074.1, XP_006415068.1, XP_006415075.2	XP_002891052.1
OG0000298	XP_006415076.2	XP_002880782.1, XP_002891050.1
OG0000300	XP_024016300.1, XP_006394334.2	XP_020866446.1
OG0000300	XP_006403410.1	XP_020872734.1, XP_002877052.1
OG0000301	XP_024006006.1, XP_024014229.1	XP_020884774.1
OG0000303	XP_024009454.1, XP_024010418.1	XP_020872958.1
OG0000304	XP_006393540.1	XP_002878839.1, XP_020883542.1, XP_020885530.1
OG0000304	XP_024009992.1	XP_002881722.1
OG0000304	XP_006393554.2, XP_024006523.1	XP_002863900.1, XP_002865643.1, XP_002885797.1
OG0000304	XP_006396717.1	XP_002881723.1
OG0000305	XP_006413912.1	XP_002890206.2
OG0000305	XP_006411287.1	XP_002893940.1, XP_020885575.1, XP_020884760.1, XP_002874576.1
OG0000306	XP_006402171.2, XP_006405728.2	XP_020873122.1
OG0000307	XP_006394385.1	XP_020865716.1, XP_020870689.1, XP_002892495.2
OG0000313	XP_006412828.1	XP_020872037.1
OG0000314	XP_024005553.1	XP_020879586.1
OG0000314	XP_024011383.1, XP_024015973.1, XP_024010526.1	XP_020889577.1
OG0000315	XP_024010346.1, XP_024014742.1, XP_024014782.1, XP_024014357.1, XP_024014741.1, XP_024014779.1, XP_024016782.1, XP_024004825.1, XP_024005179.1, XP_024005193.1, XP_024005154.1	XP_002878305.1
OG0000318	XP_024010631.1	XP_020886043.1, XP_020888758.1, XP_020890540.1
OG0000318	XP_006416157.2	XP_002885626.2, XP_020866123.1
OG0000320	XP_024016232.1, XP_024016190.1, XP_024009447.1, XP_024011359.1, XP_024007244.1, XP_024013070.1	XP_020875403.1
OG0000321	XP_006406473.1, XP_006393188.1	XP_020866713.1
OG0000321	XP_006400538.1, XP_006400540.1	XP_020877543.1
OG0000322	XP_024012517.1	XP_002862832.1
OG0000325	XP_006418097.1	XP_002892239.1
OG0000325	XP_006410450.1	XP_020883979.1
OG0000325	XP_024008616.1	XP_002889523.1
OG0000326	XP_006414687.1, XP_006414684.2, XP_006414683.2, XP_006414686.1	XP_002893341.1, XP_020882129.1, XP_020886472.1
OG0000326	XP_006406044.2, XP_006406046.1	XP_020875051.1, XP_020875199.1, XP_020871053.1, XP_002875998.2, XP_020888272.1, XP_002884761.1, XP_020887303.1, XP_020887222.1, XP_020886567.1
OG0000327	XP_006405569.1	XP_020889899.1, XP_020889898.1
OG0000329	XP_006414672.1	XP_002870302.1
OG0000330	XP_024008627.1	XP_002887461.1, XP_002887460.1, XP_002887463.1
OG0000330	XP_006390610.1	XP_002887457.1
OG0000331	XP_006396376.1	XP_020877038.1
OG0000331	XP_006418333.1	XP_020867795.1
OG0000331	XP_006406736.1	XP_020889164.1
OG0000331	XP_006410860.1	XP_002881476.1
OG0000332	XP_006391998.1	XP_020890049.1, XP_020890052.1, XP_002886541.2, XP_020890111.1, XP_020890044.1, XP_020890039.1, XP_020890057.1
OG0000336	XP_006392360.1, XP_006392391.1	XP_002892517.1
OG0000339	XP_024004976.1	XP_020877153.1
OG0000341	XP_024006296.1	XP_002891297.2, XP_020866157.1
OG0000341	XP_006392846.1, XP_006393515.2	XP_002894125.1, XP_020866874.1
OG0000342	XP_024015029.1, XP_024014866.1	XP_020884394.1
OG0000344	XP_024007719.1	XP_002880773.1, XP_020869549.1, XP_002892766.1, XP_020869015.1, XP_020882023.1
OG0000345	XP_024013255.1	XP_020877760.1, XP_020868529.1, XP_002865409.1
OG0000345	XP_006399428.2	XP_002873405.1
OG0000345	XP_006399431.1	XP_002873407.1
OG0000345	XP_006418147.1	XP_002892204.1
OG0000346	XP_006395576.1	XP_002875312.1
OG0000346	XP_006395577.1	XP_002876953.1
OG0000346	XP_024013545.1, XP_006403706.1	XP_002876199.1
OG0000347	XP_006397781.1	XP_020885426.1
OG0000347	XP_006413559.1	XP_020873658.1
OG0000347	XP_006396241.1	XP_002872953.1
OG0000348	XP_006405817.2	XP_020880367.1
OG0000348	XP_024014913.1	XP_020873026.1, XP_020887719.1, XP_020887720.1
OG0000349	XP_006400931.1	XP_020871256.1
OG0000349	XP_024011593.1	XP_020871262.1, XP_020871260.1
OG0000350	XP_024014973.1, XP_024014974.1	XP_002877153.1, XP_020889498.1, XP_002883330.1, XP_002883331.1, XP_020886120.1
OG0000351	XP_006407408.1, XP_006413962.1, XP_006407409.2	XP_020889440.1, XP_020887803.1
OG0000355	XP_024013315.1, XP_024013316.1, XP_006400849.1	XP_002864686.1
OG0000356	XP_024014118.1	XP_020883519.1
OG0000356	XP_024014113.1	XP_020885762.1, XP_020885757.1
OG0000356	XP_024014112.1	XP_020885753.1
OG0000357	XP_006415534.1, XP_006415536.1, XP_006415537.1	XP_002893588.2, XP_002890838.2
OG0000358	XP_024014213.1, XP_024006255.1, XP_024006257.1	XP_020866073.1
OG0000359	XP_024012357.1	XP_020866009.1
OG0000359	XP_006413047.1	XP_020875469.1
OG0000359	XP_024005472.1	XP_002869552.1
OG0000359	XP_024005613.1	XP_002869553.1
OG0000362	XP_006408822.2	XP_020884558.1
OG0000363	XP_024003896.1	XP_002865585.1, XP_002875500.1
OG0000363	XP_006395553.1	XP_020867799.1
OG0000364	XP_006396845.1, XP_006396574.1	XP_020886529.1
OG0000364	XP_024003638.1, XP_006409746.1	XP_002881726.1, XP_002879874.1, XP_002881728.1
OG0000365	XP_006415920.1	XP_002890663.1
OG0000365	XP_006413856.1, XP_006413854.1	XP_020874932.1
OG0000365	XP_006415921.1	XP_020868575.1, XP_020868574.1, XP_020868576.1, XP_002890659.1
OG0000367	XP_024008863.1	XP_020875683.1
OG0000367	XP_024006690.1	XP_002873702.1
OG0000368	XP_006418874.2, XP_024009622.1, XP_006418873.1	XP_020880212.1, XP_002877501.1, XP_020881922.1, XP_002877506.1, XP_020880210.1
OG0000368	XP_006418870.1	XP_020879738.1
OG0000370	XP_024013818.1	XP_020877197.1
OG0000370	XP_024009974.1	XP_002883509.2, XP_002883512.2, XP_002883510.1
OG0000371	XP_024006424.1	XP_002891227.2
OG0000376	XP_006392125.1	XP_020890100.1
OG0000376	XP_006392126.1	XP_002886599.1
OG0000376	XP_006392127.1	XP_020890101.1
OG0000377	XP_006411898.1	XP_020873168.1
OG0000377	XP_024004487.1	XP_020865922.1, XP_002888509.2
OG0000377	XP_006393642.1	XP_020874750.1
OG0000377	XP_006411900.1, XP_006411901.1	XP_002866955.2
OG0000379	XP_006395818.1	XP_020879860.1
OG0000379	XP_006403613.1	XP_002877959.1
OG0000379	XP_024006961.1	XP_020879861.1
OG0000379	XP_024016059.1	XP_020891047.1
OG0000380	XP_024012512.1, XP_024012532.1, XP_006400936.1	XP_002866323.1, XP_020867728.1
OG0000380	XP_006400881.1, XP_024012520.1, XP_024012521.1, XP_006393432.1	XP_002866375.1, XP_002862953.1, XP_002864667.1
OG0000381	XP_024016547.1	XP_002875493.1, XP_002879467.2
OG0000382	XP_006396450.1	XP_002872840.1, XP_002872839.1, XP_020876136.1
OG0000382	XP_006410963.1	XP_020882973.1
OG0000384	XP_006398389.1	XP_002863381.1, XP_002863379.1, XP_002863382.1
OG0000385	XP_024004600.1	XP_020875226.1, XP_020888292.1, XP_002867283.1
OG0000388	XP_024016650.1	XP_002885216.1
OG0000388	XP_006397366.1, XP_006401605.1, XP_006401607.2	XP_002864312.1
OG0000388	XP_006406482.1, XP_006406481.1	XP_002885786.1
OG0000389	XP_006409792.2	XP_020890802.1, XP_020890804.1, XP_020865791.1, XP_020865833.1, XP_020872401.1, XP_020865797.1, XP_020865827.1
OG0000389	XP_024014146.1	XP_020885640.1
OG0000390	XP_006416204.1, XP_006416205.1	XP_020870867.1
OG0000390	XP_024008916.1	XP_020870868.1
OG0000390	XP_024008649.1	XP_002891115.1, XP_020869226.1
OG0000391	XP_006390568.1	XP_020890374.1
OG0000391	XP_024015047.1	XP_020887377.1
OG0000392	XP_006416751.1	XP_002890198.2
OG0000392	XP_006413319.1	XP_020873585.1, XP_020873586.1
OG0000393	XP_006405658.1	XP_002868738.1
OG0000393	XP_006405663.1, XP_006414433.1	XP_020872982.1
OG0000393	XP_024014651.1	XP_002868745.2
OG0000394	XP_006392866.1	XP_020870422.1
OG0000395	XP_006417058.1	XP_020870862.1
OG0000395	XP_006409559.1	XP_002885958.1
OG0000395	XP_006417060.1	XP_020869724.1
OG0000396	XP_024010215.1	XP_020878657.1, XP_020882005.1
OG0000397	XP_024012172.1	XP_020865892.1
OG0000399	XP_006418323.1	XP_002889409.1
OG0000399	XP_006402369.1	XP_002876677.1
OG0000399	XP_006417597.1	XP_020867895.1
OG0000402	XP_024007630.1	XP_020885507.1
OG0000402	XP_024006781.1	XP_002865045.1, XP_020871494.1
OG0000402	XP_006406006.1, XP_024006782.1	XP_020885516.1
OG0000403	XP_006396576.1	XP_020876381.1
OG0000403	XP_024009935.1	XP_020876447.1
OG0000403	XP_024009575.1, XP_006418804.2	XP_002870317.2, XP_020874082.1, XP_020875313.1
OG0000404	XP_006405084.2, XP_024014917.1	XP_002893048.1
OG0000404	XP_024004453.1	XP_020872469.1
OG0000406	XP_006400905.1	XP_002892419.1
OG0000406	XP_006418972.1	XP_002875761.1, XP_002866354.1
OG0000407	XP_006397915.1, XP_024015422.1	XP_020870312.1, XP_002890652.1, XP_002880288.1
OG0000407	XP_024004900.1	XP_020866052.1
OG0000409	XP_024008673.1	XP_020885420.1
OG0000409	XP_024008361.1	XP_020868889.1, XP_020868885.1
OG0000411	XP_006419063.1	XP_002878793.1, XP_002878935.1, XP_020883505.1, XP_020883097.1, XP_002878760.1, XP_002863681.1
OG0000412	XP_006400196.1	XP_020877332.1
OG0000412	XP_006405853.1	XP_002870545.1
OG0000412	XP_006391364.1	XP_020891044.1
OG0000412	XP_006406687.1	XP_020889182.1
OG0000413	XP_006415181.1, XP_006407188.1, XP_006407189.1	XP_002882837.2
OG0000413	XP_006392671.1	XP_002894496.1
OG0000413	XP_006407190.1	XP_002882836.2
OG0000414	XP_006391857.1	XP_020865813.1
OG0000414	XP_006409711.1	XP_020887850.1
OG0000414	XP_006414560.1	XP_020875754.1
OG0000415	XP_024014626.1, XP_024005320.1	XP_020883764.1
OG0000419	XP_006410685.1	XP_002881384.2, XP_020884735.1
OG0000420	XP_006399726.2	XP_020879290.1
OG0000421	XP_006401798.1	XP_020879107.1
OG0000421	XP_006413166.1	XP_002869603.1
OG0000421	XP_006401391.1	XP_020871919.1, XP_020871160.1
OG0000423	XP_024011343.1, XP_024011135.1, XP_024013366.1, XP_024015908.1	XP_020885044.1, XP_020886197.1
OG0000424	XP_006401550.1	XP_002864349.1
OG0000424	XP_006413100.1	XP_002867518.1
OG0000426	XP_006392656.1, XP_006392661.2	XP_020885017.1
OG0000426	XP_006409386.2, XP_024010333.1	XP_002883923.2
OG0000428	XP_024013624.1, XP_024010341.1, XP_024007943.1, XP_024010451.1, XP_024004969.1, XP_024007771.1, XP_024013942.1, XP_024004070.1, XP_024011239.1, XP_024010255.1, XP_024013393.1, XP_024007315.1, XP_024010656.1, XP_024011264.1, XP_024014459.1, XP_024004964.1, XP_024013614.1, XP_024013943.1, XP_024015946.1, XP_024006517.1, XP_024006431.1, XP_024004956.1, XP_024011298.1, XP_024014046.1, XP_024014722.1, XP_024010397.1, XP_024014767.1, XP_024009489.1, XP_024016205.1, XP_024010338.1, XP_024013686.1, XP_024014011.1, XP_024013390.1	XP_020871628.1, XP_002862473.2
