Orthogroup	Aethionema_saxatile	Alyssum_gmelinii
OG0000452	As001G002300, As001G002310	Ag003G261540, Ag007G616630, Ag003G261610, Ag003G261710, Ag007G622270, Ag003G262360, Ag003G262070
OG0000453	As002G033360	Ag001G010250
OG0000453	As008G192590	Ag004G307190
OG0000454	As002G044440, As002G044430, As002G043530, As002G043510, As002G043520	Ag001G017100, Ag004G393880, Ag004G388930, Ag004G388950, Ag004G389000, Ag004G388990, Ag004G388880, Ag004G388980, Ag004G393870, Ag004G393840, Ag004G393860, Ag008G730520, Ag008G730490, Ag008G683650
OG0000459	As003G058960	Ag006G551250, Ag006G563380
OG0000461	As008G199680	Ag004G297270
OG0000461	As006G146770	Ag002G173690, Ag002G173680
OG0000463	As010G224360, As010G224370	Ag002G129770
OG0000466	As002G032990, As003G058720, As003G058680, As007G181090, As007G181100, As007G181730, As007G181390, As002G038080, As009G205530, As002G045940, As002G033580, As002G036910, As002G036900, As002G036920, As009G205540, As009G206460, As009G202280, As009G202290, As002G033670	Ag002G200890
OG0000468	As012G280020	Ag001G076000
OG0000468	As006G125920	Ag007G588820
OG0000468	As006G144160	Ag002G178980, Ag002G178970
OG0000471	As003G069540, As003G069550	Ag007G582480, Ag007G582540, Ag007G582490
OG0000472	As004G097070, As004G097040, As004G097060, As004G097030, As004G097050	Ag001G016740, Ag001G016730, Ag007G651090, Ag002G191620
OG0000472	As004G097020	Ag001G035310, Ag001G035280, Ag007G651110
OG0000474	As009G216860	Ag008G723500
OG0000477	As003G057970	Ag008G705870, Ag006G506260
OG0000480	As001G013010	Ag002G123160
OG0000481	As001G021880	Ag004G377160
OG0000482	As004G077750, As001G028390	Ag004G356890
OG0000483	As002G047220	Ag008G695540
OG0000484	As009G203850	Ag007G655100, Ag003G287960, Ag003G288180
OG0000486	As001G013050, As001G013370	Ag001G022480, Ag001G022450
OG0000486	As001G013380, As001G013070, As001G013260	Ag005G472640, Ag005G472560, Ag005G472630
OG0000487	As006G137570, As008G196100	Ag004G302520
OG0000487	As006G125350	Ag005G485640
OG0000495	As007G179430, As007G177930	Ag003G258890
OG0000498	As002G045150	Ag002G118970, Ag002G118740, Ag008G686150
OG0000499	As003G056720	Ag006G575170
OG0000499	As011G246530	Ag005G465770
OG0000499	As012G269540	Ag001G005200
OG0000500	As004G087530, As004G087510, As004G087540, As004G087560, As004G087480	Ag002G102780, Ag002G132060
OG0000500	As004G087470	Ag005G449140
OG0000501	As010G232220	Ag006G535430, Ag003G279520
OG0000504	As006G143860	Ag006G493540, Ag002G181080
OG0000504	As002G037010, As002G034340	Ag005G476980
OG0000505	As009G215510	Ag008G721310, Ag008G721290, Ag008G721300, Ag008G721210
OG0000506	As010G234690	Ag004G341890
OG0000510	As001G020890, As001G020900	Ag004G371880, Ag004G372380, Ag004G371950, Ag004G371940, Ag004G371890
OG0000511	As001G032060	Ag004G379930
OG0000512	As003G061390	Ag006G545750
OG0000513	As006G146210	Ag002G172390
OG0000513	As005G114770	Ag001G051420, Ag008G710120
OG0000514	As011G252640, As011G252630	Ag005G446210
OG0000515	As012G267810	Ag001G000230
OG0000520	As002G050660	Ag001G025480
OG0000520	As002G050220, As012G287100	Ag001G093880
OG0000521	As004G080410	Ag002G154960, Ag002G149740
OG0000521	As007G158420	Ag004G339390
OG0000521	As010G235150	Ag003G214590
OG0000522	As004G083810	Ag006G540550, Ag006G540900, Ag002G147670
OG0000523	As005G100530	Ag002G203590
OG0000523	As012G287730	Ag001G095450, Ag001G095480
OG0000524	As006G141600, As006G141560, As006G141590	Ag005G479180
OG0000525	As010G241940	Ag003G213550
OG0000525	As007G153430	Ag004G326110
OG0000525	As011G246900	Ag005G465120
OG0000525	As012G269710	Ag001G006140
OG0000526	As010G223400	Ag001G054010, Ag001G054190
OG0000526	As010G223440	Ag001G054200
OG0000529	As005G113510, As005G113490, As005G113470	Ag008G714510, Ag008G714610
OG0000530	As009G203010, As009G203020, As009G203100, As009G203060, As009G202740	Ag007G624550, Ag007G624360
OG0000533	As007G180830, As003G075650	Ag006G521550
OG0000533	As001G014250, As011G263320	Ag003G282140
OG0000534	As007G167300, As001G022180, As001G022190, As001G022170, As001G016060	Ag004G378460, Ag004G378630, Ag004G378650, Ag004G378670, Ag004G378480, Ag004G378590
OG0000535	As001G023320	Ag004G374200
OG0000536	As010G228630, As004G090520	Ag001G058170, Ag001G034340, Ag006G560080
OG0000537	As006G124070	Ag007G598950
OG0000537	As004G093070	Ag001G043330
OG0000537	As006G141200	Ag005G479600
OG0000538	As005G103710, As005G103700	Ag002G197520, Ag002G197560, Ag002G197570, Ag002G197400
OG0000539	As005G120910	Ag001G099110
OG0000540	As006G128870, As006G128860, As006G128850	Ag007G593940, Ag007G593980, Ag007G593990
OG0000541	As006G128930	Ag007G594140
OG0000542	As009G202020	Ag007G621160
OG0000542	As012G273170	Ag001G024160, Ag003G260040
OG0000544	As008G195060	Ag004G303770, Ag004G303690
OG0000544	As008G195080, As008G195130	Ag004G303700, Ag004G303710
OG0000544	As008G195020, As008G195030, As008G195070, As008G195140, As008G195120	Ag004G303720, Ag004G303730, Ag004G303740
OG0000545	As010G238530	Ag003G227690, Ag003G227810
OG0000550	As002G037320	Ag001G069200
OG0000550	As012G276110	Ag002G166090
OG0000550	As006G144690	Ag005G455070
OG0000551	As005G117770	Ag008G731770
OG0000551	As003G075520	Ag003G295060
OG0000551	As002G053470	Ag007G603420
OG0000552	As012G288190, As005G099880, As007G159560, As003G061630	Ag002G204680
OG0000554	As007G157590	Ag002G169930, Ag004G376310
OG0000554	As003G065060, As004G082630	Ag002G156760, Ag002G154330
OG0000555	As003G067180	Ag002G143160, Ag002G143220, Ag002G143120, Ag004G311640
OG0000557	As012G286190	Ag001G092650
OG0000559	As005G107810	Ag006G494200, Ag006G494130, Ag006G494150
OG0000560	As005G115530	Ag008G709130
OG0000560	As008G196260, As008G196230	Ag004G302340, Ag004G302350
OG0000561	As005G118160	Ag008G732290, Ag008G732280, Ag005G451780, Ag005G451720, Ag008G732390, Ag005G451700, Ag005G451760, Ag008G732340
OG0000562	As006G139230	Ag005G482800
OG0000562	As009G200380	Ag007G614680
OG0000562	As009G205610	Ag007G634950
OG0000563	As007G152350	Ag004G324220, Ag004G324240, Ag004G324140
OG0000564	As007G177230	Ag003G270540
OG0000565	As010G233050	Ag007G593910
OG0000566	As011G250840	Ag008G718040, Ag008G718030, Ag005G449860
OG0000570	As006G135060	Ag005G490020
OG0000570	As009G217810	Ag008G725350
OG0000571	As005G113940	Ag008G712960
OG0000571	As008G191230	Ag004G308000, Ag004G308010
OG0000578	As008G187240	Ag004G311890
OG0000578	As001G020350	Ag004G369890
OG0000580	As005G102980	Ag002G198870
OG0000581	As005G107050, As005G107040, As005G107070, As005G107030	Ag006G492390
OG0000582	As005G113410	Ag004G308430
OG0000582	As006G130460	Ag007G596900
OG0000584	As006G124400	Ag004G301670, Ag007G586810
OG0000584	As001G000400	Ag003G254400, Ag005G403670
OG0000585	As012G275350	Ag007G581330, Ag005G465400
OG0000586	As004G082960	Ag002G156200, Ag002G153700
OG0000587	As006G122410	Ag006G514340
OG0000587	As005G100170	Ag002G204320
OG0000587	As008G198370	Ag004G298840
OG0000588	As011G247080	Ag005G464790
OG0000588	As005G104750	Ag002G194770
OG0000588	As012G269820	Ag001G006470
OG0000589	As005G114800	Ag008G710070
OG0000590	As006G138710	Ag005G483420
OG0000590	As009G205980	Ag007G636280
OG0000590	As008G197660	Ag004G299860
OG0000592	As011G250170	Ag005G456140
OG0000592	As010G239910, As007G154690	Ag004G329320
OG0000593	As008G192880, As010G241820, As010G241840	Ag003G213900, Ag004G342350
OG0000594	As010G222860	Ag001G055870
OG0000600	As002G048280	Ag008G699750
OG0000600	As001G001180	Ag003G257720
OG0000601	As009G201050, As006G135040	Ag007G618660
OG0000601	As001G027850	Ag007G648250
OG0000602	As012G276820	Ag001G071850
OG0000602	As002G034860	Ag003G263090, Ag003G263950, Ag002G183420, Ag005G476410
OG0000604	As005G099260	Ag001G098170, Ag002G206110
OG0000604	As007G163770, As012G288540	Ag007G598620
OG0000605	As010G239470	Ag003G233250
OG0000605	As010G239480	Ag003G233260, Ag003G276360
OG0000606	As011G248160	Ag005G462340
OG0000606	As010G244280	Ag003G207370
OG0000606	As012G270700	Ag001G008660
OG0000607	As011G251140	Ag005G452210
OG0000608	As012G284160	Ag001G085300
OG0000613	As006G135470	Ag005G489220
OG0000613	As006G132250	Ag007G647580
OG0000615	As011G264960	Ag005G413420, Ag005G413020
OG0000615	As003G072430	Ag003G287950
OG0000616	As012G277180	Ag002G171250, Ag001G072520
OG0000617	As006G121910	Ag004G368110
OG0000618	As010G241950	Ag003G213540
OG0000618	As006G132210	Ag004G326090, Ag004G326100, Ag004G326300, Ag003G252150
OG0000619	As006G145810, As006G145800	Ag002G171240, Ag002G171230
OG0000619	As012G277130	Ag001G072500
OG0000620	As010G239430, As007G154950	Ag004G330200, Ag003G233130
OG0000625	As007G176620	Ag003G272160
OG0000626	As001G031250	Ag004G387060, Ag004G387070, Ag004G392390, Ag004G392880, Ag004G387580, Ag004G392730
OG0000627	As006G134640	Ag004G380410
OG0000627	As002G047240	Ag008G695620
OG0000628	As003G064150, As011G250810	Ag005G453360, Ag006G534230
OG0000630	As004G077630, As004G077620, As004G077610	Ag002G129670, Ag001G084340
OG0000631	As012G277780	Ag005G455570
OG0000631	As005G118000, As011G255910, As004G089180	Ag003G213510
OG0000633	As010G244250	Ag003G207890
OG0000634	As005G115030, As005G115050, As005G115070, As005G115040, As005G115020, As005G115010	Ag008G708330, Ag008G708320, Ag008G708490, Ag008G708510, Ag008G708400
OG0000635	As006G128210	Ag007G592780
OG0000635	As006G127130	Ag007G590960
OG0000636	As009G212850	Ag006G501680, Ag006G501700, Ag006G501690
OG0000645	As001G004340	Ag004G343490, Ag004G343500
OG0000646	As001G027670	Ag001G049120, Ag010G739280
OG0000646	As006G134940	Ag005G490220
OG0000647	As002G034480, As005G107800	Ag005G476730, Ag006G494280
OG0000648	As012G288670, As012G288660, As002G053310, As005G099090, As012G288650	Ag001G098020, Ag001G098030, Ag001G098040, Ag001G098050
OG0000649	As003G066660	Ag001G074100
OG0000649	As010G237340	Ag003G222380
OG0000650	As004G088550	Ag002G107870, Ag002G111410
OG0000650	As004G088560	Ag002G108010, Ag002G107990
OG0000652	As009G217160	Ag008G724140, Ag008G724030, Ag008G724040
OG0000658	As009G206090, As012G277750, As001G026410	Ag007G636530, Ag001G073410
OG0000659	As011G266440, As009G211360, As002G048340	Ag008G699900, Ag003G257810, Ag005G405180
OG0000660	As008G192800	Ag004G306950, Ag004G306960
OG0000660	As010G224220, As005G115310	Ag008G707750
OG0000661	As010G223120, As006G127120, As006G127080	Ag007G590900, Ag007G590950
OG0000662	As009G201630	Ag007G620010
OG0000662	As006G135390	Ag005G489500
OG0000662	As009G201640	Ag007G620020
OG0000663	As007G161620, As007G161610, As007G161660, As007G161640, As007G161630, As007G161650	Ag004G354550, Ag003G217490, Ag003G217300
OG0000663	As010G229530	Ag003G214980
OG0000664	As011G245420, As011G245410	Ag003G292180
OG0000669	As005G103090	Ag002G198700
OG0000669	As001G022370	Ag005G468950
OG0000670	As003G061610, As003G061660	Ag006G546770, Ag006G541870, Ag006G546780, Ag006G576950, Ag006G576930, Ag006G547980, Ag006G546720, Ag006G546600, Ag006G548060, Ag006G546870, Ag006G541940, Ag006G541990, Ag006G546890
OG0000672	As004G081100, As011G248400	Ag007G582230
OG0000674	As008G197690	Ag004G299810
OG0000674	As005G099330	Ag002G206050
OG0000674	As006G123130	Ag006G511330
OG0000675	As007G152400	Ag004G324290, Ag007G589930
OG0000676	As008G193080	Ag004G306260
OG0000676	As010G239230, As007G155100, As012G282240	Ag003G231740
OG0000677	As007G160250	Ag003G243870, Ag002G181950
OG0000685	As001G001340	Ag003G258220
OG0000686	As001G012430	Ag003G274320, Ag003G274240, Ag003G274220, Ag003G274380
OG0000687	As001G017930	Ag001G101910
OG0000687	As005G101960	Ag002G201230
OG0000687	As012G286760	Ag001G093390
OG0000689	As007G158860, As003G063160, As004G080020	Ag004G340600, Ag004G324900, Ag006G539290, Ag001G070650, Ag006G536730, Ag004G391630
OG0000690	As007G154700, As003G065860, As008G196720, As010G226610	Ag002G147430, Ag004G330480
OG0000691	As004G080740, As011G248640	Ag002G180700
OG0000692	As005G104580	Ag001G088660, Ag002G195500
OG0000693	As012G282230	Ag001G079660
OG0000693	As006G143100	Ag002G184050
OG0000695	As010G239400	Ag003G232910
OG0000696	As012G270790, As011G248260	Ag001G008970
OG0000697	As012G271560	Ag001G010900, Ag001G010890, Ag001G010850, Ag001G010880, Ag001G010870
OG0000702	As009G199960	Ag007G614120
OG0000702	As006G132970	Ag001G100530
OG0000703	As002G035150	Ag006G496220
OG0000703	As006G145070	Ag002G167340
OG0000703	As012G276510	Ag001G070770
OG0000704	As003G058000	Ag006G569790, Ag003G210480, Ag002G102910
OG0000705	As005G103510, As005G103480	Ag002G198030, Ag002G198010, Ag002G198000, Ag002G197970
OG0000706	As005G117900	Ag008G731930
OG0000707	As006G138740	Ag001G062860
OG0000708	As008G185890	Ag004G314140
OG0000709	As009G203840	Ag001G066950
OG0000713	As001G006270	Ag001G063130, Ag006G505420, Ag004G330490, Ag002G135510, Ag004G343380, Ag005G473270, Ag008G686320
OG0000714	As004G077650	Ag007G646560
OG0000714	As001G028540	Ag004G357600
OG0000715	As004G085240	Ag002G142060, Ag002G142110
OG0000717	As010G227840, As010G227810, As007G157130, As004G091870, As010G236660	Ag004G385160
OG0000718	As005G106250, As005G106210, As005G106230, As005G106240, As005G106220	Ag005G472310, Ag006G491180
OG0000719	As005G114760	Ag008G710150
OG0000720	As012G288480	Ag001G097830
OG0000720	As006G122970	Ag006G512230
OG0000720	As008G197790	Ag002G205950
OG0000721	As006G123060	Ag006G511770
OG0000721	As008G197760, As012G274520, As011G248980	Ag005G459980
OG0000722	As010G232800	Ag004G348100
OG0000722	As008G183090	Ag004G320160
OG0000723	As009G205270, As009G205280, As009G205290, As009G205310	Ag007G634210
OG0000730	As001G023940	Ag008G662080
OG0000730	As008G183370	Ag004G319370, Ag004G319360, Ag004G319380, Ag004G319290
OG0000731	As001G025190, As001G025200, As001G025210	Ag002G163690
OG0000732	As012G276370	Ag001G070420
OG0000733	As002G035910	Ag002G137060, Ag002G135110
OG0000733	As004G093360	Ag004G339380
OG0000735	As002G047800	Ag008G697430, Ag008G697250, Ag008G697240
OG0000736	As002G053050	Ag007G604430
OG0000736	As003G074810	Ag003G293400
OG0000737	As003G075290, As003G075300, As003G075310, As003G075240, As003G075260	Ag003G294680, Ag003G294670, Ag003G294650, Ag003G294710, Ag003G294660
OG0000738	As006G125610	Ag007G588590
OG0000738	As006G125420	Ag007G588300
OG0000739	As009G216850, As008G197070	Ag004G301750
OG0000739	As011G255260	Ag005G435420
OG0000741	As012G268430	Ag001G002100
OG0000742	As209G297130	Ag006G528380, Ag006G549630
OG0000749	As008G184000	Ag004G317890
OG0000750	As001G030660	Ag006G551030, Ag004G399610
OG0000751	As005G108820, As002G035280	Ag006G496740
OG0000752	As009G215650, As009G215640, As011G255520, As009G215610, As009G215620, As009G215600	Ag008G721560, Ag008G721500, Ag008G721520, Ag008G721540
OG0000752	As002G052450	Ag007G605650
OG0000753	As003G064670	Ag002G128370, Ag002G128380
OG0000754	As003G064750	Ag007G613800
OG0000755	As004G086160	Ag004G376610, Ag004G376590, Ag002G131700, Ag002G131620, Ag002G131610, Ag002G131660
OG0000757	As005G107510	Ag006G493060
OG0000758	As010G243380	Ag003G210220
OG0000758	As006G126420	Ag007G589920
OG0000759	As009G219760	Ag008G706160
OG0000759	As006G128470	Ag007G593400
OG0000759	As008G193030	Ag004G306430
OG0000760	As006G142310	Ag002G187320, Ag002G187330
OG0000760	As012G282830	Ag001G081250
OG0000761	As011G252380, As011G252400, As011G252370, As011G252410, As011G252430, As011G252390	Ag005G446610, Ag005G446640, Ag005G465840
OG0000763	As012G269290	Ag001G003920, Ag001G003930, Ag001G003910, Ag004G328880
OG0000764	As012G271730	Ag001G011840, Ag001G013630, Ag001G013620, Ag001G013660, Ag001G013400, Ag001G013430, Ag001G013500, Ag001G013450, Ag001G026500, Ag007G630950, Ag004G348620
OG0000765	As012G275540, As012G275570, As012G275590	Ag007G585160, Ag007G595660, Ag007G618110, Ag007G595630, Ag001G015040, Ag001G015030, Ag001G015050, Ag006G511620, Ag007G615400, Ag007G615420, Ag007G615390, Ag007G615440, Ag007G615370, Ag007G615380, Ag007G615410, Ag007G615430, Ag007G615360, Ag004G378030, Ag005G455880, Ag005G455820, Ag001G065180, Ag001G064780, Ag003G226920, Ag003G226910, Ag003G226900
OG0000772	As002G037440, As001G027110, As001G015580	Ag003G267510, Ag006G552830, Ag003G234490
OG0000773	As007G160440, As010G232720, As001G027430	Ag004G394430, Ag004G389460, Ag004G348380
OG0000774	As002G033010	Ag001G022910, Ag005G448320
OG0000775	As002G035830, As009G214640	Ag005G475440, Ag006G498090
OG0000776	As009G213010, As002G037060	Ag005G477920
OG0000777	As006G132560, As002G046520	Ag003G251260
OG0000778	As002G050230	Ag007G611550, Ag007G611610, Ag007G611580
OG0000779	As003G060370	Ag006G553060
OG0000779	As004G085410	Ag002G141210
OG0000779	As004G085400	Ag002G141250, Ag002G141270
OG0000780	As003G074900	Ag003G293540
OG0000780	As007G180430	Ag007G604330
OG0000781	As004G079650	Ag002G198240, Ag002G198250, Ag002G198270, Ag002G198280
OG0000781	As005G103380, As005G103370	Ag002G198340
OG0000783	As005G113140	Ag001G073880, Ag001G073910, Ag001G079630, Ag001G079620, Ag002G183270, Ag008G716090
OG0000783	As010G226400	Ag008G678450
OG0000784	As010G225950	Ag001G049580, Ag010G739760
OG0000784	As005G113590	Ag008G714380
OG0000785	As007G161520	Ag003G276620
OG0000785	As009G214360	Ag006G498840, Ag006G498880
OG0000786	As009G217820, As009G217830	Ag008G725420, Ag008G725370, Ag008G725380
OG0000787	As010G222930, As010G222920	Ag005G471240, Ag005G471250, Ag005G471230
OG0000788	As010G225660, As010G225670, As010G225650	Ag010G740090, Ag001G049830
OG0000789	As010G242960	Ag003G211260
OG0000789	As012G267770	Ag005G470590, Ag001G000120
OG0000799	As001G021720, As005G104360, As001G021710	Ag004G376300
OG0000800	As001G024200, As001G024190, As001G024170, As004G080730, As010G231950, As010G231900, As010G231970, As010G231990, As010G231910	Ag008G690370
OG0000801	As002G035990	Ag005G475190
OG0000801	As009G214440	Ag006G498690
OG0000801	As002G036000	Ag005G475170, Ag005G475180
OG0000802	As004G088660	Ag002G112540, Ag002G108540
OG0000802	As003G070730	Ag007G580920
OG0000802	As003G056750	Ag006G575050
OG0000803	As003G058030	Ag006G563060, Ag006G569170
OG0000803	As003G070410, As003G065450	Ag006G569180, Ag006G569200, Ag006G569220
OG0000804	As004G081460	Ag002G185010
OG0000806	As005G102850	Ag002G199220, Ag002G199270, Ag002G199300, Ag002G199250
OG0000807	As005G102950	Ag002G199080
OG0000807	As006G139170, As006G133330	Ag001G100850, Ag001G100840
OG0000808	As006G129450	Ag007G595150
OG0000808	As005G114980	Ag008G708220
OG0000809	As007G160640	Ag003G245060
OG0000809	As008G183460	Ag004G319510
OG0000818	As010G221920	Ag008G722490
OG0000818	As001G030280	Ag003G252560, Ag004G401870
OG0000819	As002G036020	Ag005G475120
OG0000819	As012G282730	Ag001G080990
OG0000820	As009G205560	Ag005G482700
OG0000821	As002G043850	Ag008G681120
OG0000822	As002G045610, As002G045600	Ag008G688260, Ag008G690200
OG0000823	As004G090360	Ag002G114240, Ag002G121920
OG0000823	As003G055870	Ag006G577480
OG0000824	As003G062540	Ag006G540590
OG0000824	As004G083720	Ag002G147870
OG0000825	As012G287570	Ag001G095080
OG0000825	As005G100830	Ag002G203240
