Orthogroup	Aethionema_saxatile	Eutrema_salsugineum
OG0000449	As010G224860	XP_006418975.1
OG0000449	As010G224870	XP_006418977.1
OG0000449	As005G114730	XP_006400899.1
OG0000452	As001G002300, As001G002310	XP_006412725.1
OG0000453	As008G192270	XP_024008214.1
OG0000453	As008G192590	XP_024004064.1
OG0000454	As002G044440, As002G044430, As002G043530, As002G043510, As002G043520	XP_006401786.1
OG0000455	As007G178440	XP_006416259.1, XP_006416257.1, XP_006416249.2, XP_024016320.1, XP_024016313.1, XP_006416243.1
OG0000457	As008G198890, As008G198870, As008G198860	XP_006401714.1
OG0000458	As002G043040	XP_006401647.1
OG0000459	As003G058960	XP_006413831.1, XP_006413832.1, XP_006414786.1, XP_006405058.1, XP_024014295.1, XP_024014294.1, XP_006405062.2, XP_006405063.2, XP_024014299.1, XP_024004521.1, XP_024004735.1, XP_006408692.1
OG0000461	As008G199680	XP_024008949.1
OG0000461	As006G146770	XP_024016836.1
OG0000462	As009G214710	XP_006405769.1, XP_006396361.1, XP_006419029.1, XP_006419002.1
OG0000463	As010G224360, As010G224370	XP_006418870.1, XP_006418874.2, XP_024009622.1, XP_006418873.1
OG0000465	As001G010580, As004G090240	XP_024007231.1
OG0000466	As002G032990, As003G058720, As003G058680, As007G181090, As007G181100, As007G181730, As007G181390, As002G038080, As009G205530, As002G045940, As002G033580, As002G036910, As002G036900, As002G036920, As009G205540, As009G206460, As009G202280, As009G202290, As002G033670	XP_006398788.1, XP_024012555.1, XP_006407646.2
OG0000467	As004G088230, As012G284990	XP_006398262.1, XP_006402758.1
OG0000468	As012G280020	XP_024013791.1
OG0000468	As006G125920	XP_006410416.1
OG0000468	As006G144160	XP_006411118.1
OG0000472	As004G097070, As004G097040, As004G097060, As004G097030, As004G097050	XP_006405518.1
OG0000472	As004G097020	XP_006405526.1, XP_006405529.2, XP_024014648.1
OG0000473	As012G288330, As005G099530	XP_024012881.1
OG0000474	As011G261780, As010G222300	XP_006404910.2
OG0000477	As003G057970	XP_024011731.1
OG0000477	As004G084280, As009G211280	XP_006411040.1, XP_006409322.1, XP_024004213.1
OG0000481	As001G021880	XP_006391972.1
OG0000482	As004G077750	XP_006405770.1, XP_006391472.1
OG0000482	As001G028390	XP_006391132.1
OG0000483	As002G047220	XP_006401457.2
OG0000484	As009G203850	XP_006398189.2, XP_006400333.1
OG0000486	As001G013050, As001G013370	XP_024013553.1
OG0000487	As006G137570, As008G196100, As006G129680, As006G125350	XP_006418124.1
OG0000495	As001G001610, As001G001580, As001G001640, As001G001650	XP_006412809.1
OG0000495	As007G179430, As007G177930	XP_006412810.1, XP_006412808.1
OG0000496	As002G041620, As001G004760	XP_024006587.1, XP_024005418.1
OG0000496	As001G012100, As004G090800	XP_024010187.1
OG0000497	As009G210870, As009G211010	XP_024007919.1
OG0000498	As002G045150	XP_006401710.1
OG0000499	As003G056720	XP_006414116.1
OG0000499	As011G246530	XP_006407078.1
OG0000499	As012G269540	XP_006407077.1
OG0000500	As004G087530, As004G087510, As004G087540, As004G087560, As004G087480	XP_006398151.1
OG0000500	As004G087470	XP_024013186.1
OG0000501	As010G232220	XP_006397433.1
OG0000504	As006G143860	XP_006411165.1, XP_006398719.1
OG0000504	As002G037010, As002G034340	XP_006407670.1
OG0000505	As009G215510	XP_006394762.1, XP_006394763.1
OG0000506	As010G234690	XP_006392340.1, XP_006399085.1
OG0000509	As001G017890	XP_006414335.1
OG0000510	As001G020890, As001G020900	XP_006392156.1, XP_006392155.1
OG0000511	As001G032060	XP_006391857.1
OG0000512	As003G061390	XP_024008934.1, XP_024004630.1, XP_024004631.1, XP_024004627.1
OG0000513	As006G146210	XP_024013482.1
OG0000513	As005G114770	XP_006418971.1, XP_006400909.1
OG0000514	As011G252640, As011G252630	XP_006406393.2
OG0000515	As012G267810	XP_006392562.2
OG0000520	As002G050660, As002G050220, As012G287100	XP_006395228.1
OG0000521	As003G063570	XP_006397430.1
OG0000521	As004G080410	XP_006397240.1
OG0000521	As010G235150	XP_006389998.1
OG0000522	As004G083810	XP_006415136.1, XP_006397047.2, XP_006397045.1
OG0000523	As005G100530	XP_006397839.1
OG0000523	As012G287730	XP_006402450.1
OG0000524	As006G141600, As006G141560, As006G141590	XP_006407793.1, XP_006395214.1
OG0000525	As010G241940	XP_006389974.1
OG0000525	As011G246900	XP_006407044.2
OG0000525	As012G269710	XP_006392784.1
OG0000526	As010G223400	XP_006404341.1
OG0000526	As010G223440	XP_024013574.1
OG0000529	As010G223810, As010G223800, As010G223830	XP_006404402.1
OG0000529	As005G113510, As005G113490, As005G113470	XP_024005716.1
OG0000530	As009G203010, As009G203020, As009G203100, As009G203060, As009G202740	XP_024011579.1
OG0000533	As007G180830, As003G075650	XP_006411723.1
OG0000533	As011G263320	XP_024016443.1
OG0000534	As007G167300, As001G022180, As001G022190, As001G022170, As001G016060	XP_006391916.1, XP_006391915.1
OG0000535	As001G023320	XP_006392063.1
OG0000537	As006G124070	XP_006396558.1
OG0000537	As004G093070	XP_006414985.1
OG0000537	As006G141200	XP_006407833.1
OG0000538	As005G103710, As005G103700	XP_006397532.2, XP_006410096.1, XP_006397531.1
OG0000539	As005G120910	XP_024006693.1
OG0000540	As006G128870, As006G128860, As006G128850	XP_006410006.1, XP_006410005.1, XP_024004258.1, XP_006410003.1
OG0000542	As009G202020	XP_006400145.1
OG0000542	As012G273170	XP_006393353.1
OG0000543	As007G177800	XP_006419063.1
OG0000544	As008G195020, As008G195030, As008G195070, As008G195140, As008G195120	XP_006418049.1, XP_006418048.1
OG0000545	As010G238530	XP_006390357.1
OG0000546	As011G264020, As011G264080, As011G264050, As011G264010, As011G264090, As011G264000, As011G264100, As011G263960, As011G264110, As011G263990, As011G264030, As011G264060, As011G263920, As011G264120, As011G263950, As011G263980	XP_006409352.1
OG0000550	As006G144690	XP_006403788.1, XP_006410789.1
OG0000551	As005G117770	XP_006394118.2
OG0000551	As003G075520	XP_006411737.1
OG0000551	As002G053470	XP_006399471.1
OG0000552	As007G159560	XP_006416085.1
OG0000553	As003G063010	XP_006415054.2
OG0000555	As003G067180	XP_006396790.1, XP_006396788.2, XP_006396791.1
OG0000556	As006G140800	XP_006395114.1
OG0000557	As012G286190	XP_006402599.1
OG0000557	As005G102360	XP_024010854.1
OG0000558	As005G105310, As005G105360, As005G105380, As005G105290	XP_006410145.1, XP_006410091.1, XP_006410092.1, XP_006410262.1
OG0000559	As005G107810	XP_024012508.1, XP_024007929.1, XP_006398731.1
OG0000560	As005G115530	XP_006400950.1, XP_024011556.1, XP_024011555.1
OG0000560	As008G196260, As008G196230	XP_006418138.1
OG0000561	As005G118160	XP_024007051.1, XP_024007049.1
OG0000562	As006G139230	XP_006408022.1
OG0000562	As009G200380	XP_006399977.1
OG0000562	As009G205610	XP_006394905.1
OG0000564	As007G177230	XP_006412568.1
OG0000565	As010G233050	XP_024006690.1
OG0000565	As010G233040	XP_024008863.1
OG0000566	As011G250840	XP_006400602.1
OG0000567	As012G274310	XP_006414379.2
OG0000570	As006G135060	XP_006408450.1
OG0000570	As009G217810	XP_006394535.1
OG0000571	As005G113940	XP_006400814.1
OG0000571	As008G191230	XP_006417730.1, XP_006417729.1
OG0000572	As010G240020, As010G240030, As010G240050, As010G240010	XP_024009377.1
OG0000578	As008G187240	XP_006417465.1
OG0000578	As001G020350	XP_006392226.1
OG0000579	As002G044410	XP_006413277.1, XP_006401796.1
OG0000579	As004G098040	XP_006405346.1
OG0000581	As005G107050, As005G107040, As005G107070, As005G107030	XP_024010629.1
OG0000582	As005G113410	XP_006417701.1, XP_006400750.1
OG0000582	As006G130460	XP_006409766.1
OG0000583	As006G127330	XP_006410266.1
OG0000583	As006G127350	XP_024004248.1
OG0000584	As006G124400	XP_006418196.1
OG0000584	As001G000400	XP_006412945.1, XP_006408980.1, XP_024008620.1
OG0000585	As012G275350	XP_006410594.1, XP_024008821.1, XP_006407062.1
OG0000586	As011G263800	XP_006409366.1
OG0000587	As006G122410	XP_006396349.1
OG0000587	As005G100170	XP_006397877.1
OG0000587	As008G198370	XP_006418370.1
OG0000588	As011G247080	XP_006407030.1
OG0000588	As005G104750	XP_024016817.1
OG0000588	As012G269820	XP_006392801.2
OG0000589	As005G114800	XP_006400912.1
OG0000589	As010G224800	XP_006418970.1, XP_006418969.1
OG0000590	As006G138710	XP_006408058.1
OG0000590	As009G205980	XP_006394940.1
OG0000590	As008G197660	XP_006418299.1
OG0000592	As011G250170	XP_006406649.1
OG0000592	As010G239910, As007G154690	XP_006416642.1
OG0000595	As010G226140	XP_006419124.1
OG0000596	As010G227450	XP_006401481.1
OG0000600	As002G048280	XP_024011763.1
OG0000600	As001G001180	XP_024005040.1
OG0000601	As009G201050, As006G135040	XP_006400070.1
OG0000601	As001G027850	XP_024014612.1, XP_006395280.1
OG0000602	As012G276820	XP_006405119.1
OG0000602	As002G034860	XP_006407632.1
OG0000603	As002G036280, As002G036560	XP_024014963.1
OG0000604	As005G099260	XP_006397956.1
OG0000604	As007G163770, As012G288540	XP_006402333.1, XP_006413364.1
OG0000605	As010G239470	XP_006390477.1
OG0000605	As010G239480	XP_006390479.1
OG0000606	As011G248160	XP_006406894.1
OG0000606	As012G270700	XP_006392926.1
OG0000607	As011G251140	XP_006406541.2
OG0000607	As011G262980	XP_006409498.2
OG0000608	As012G284160	XP_006402849.2
OG0000608	As012G284170, As012G284200	XP_024012869.1
OG0000612	As001G019830, As001G020020, As005G105470, As008G187810	XP_006402872.1
OG0000613	As002G045780	XP_006401658.1, XP_006405705.1
OG0000615	As011G264960	XP_006409207.1
OG0000615	As003G072430	XP_006412022.1
OG0000616	As005G114070	XP_006400823.1
OG0000616	As012G277180	XP_006410898.1, XP_006403690.1
OG0000617	As006G121910	XP_006396288.1
OG0000618	As010G241950	XP_006389973.1
OG0000618	As006G132210	XP_024008719.1, XP_006416752.1, XP_024005525.1
OG0000619	As006G145810, As006G145800	XP_006410896.1, XP_006410897.1
OG0000619	As012G277130	XP_006403691.1
OG0000620	As010G239430, As007G154950	XP_006416595.1, XP_006390473.1, XP_006390471.1
OG0000625	As006G135190	XP_006408437.1
OG0000626	As001G031250	XP_024014769.1, XP_024014552.1, XP_024016567.1, XP_006405992.2
OG0000627	As006G134640	XP_006391459.1, XP_006413151.1
OG0000627	As002G047240	XP_006401453.1
OG0000628	As003G064150, As011G250810	XP_006406571.1, XP_006406572.1
OG0000630	As004G077630, As004G077620, As004G077610	XP_006405797.2, XP_006405794.1, XP_006405796.1, XP_006404280.1, XP_006405795.1, XP_006417774.1, XP_006417775.1
OG0000631	As012G277780	XP_024015829.1
OG0000633	As005G110870	XP_006419173.1
OG0000633	As010G244250	XP_024016400.1
OG0000634	As005G115030, As005G115050, As005G115070, As005G115040, As005G115020, As005G115010	XP_006400973.1, XP_024012686.1
OG0000635	As006G128210	XP_006410133.1
OG0000635	As006G127130	XP_006410288.2
OG0000636	As009G212850	XP_006399051.1, XP_006399050.1, XP_024012374.1
OG0000646	As001G027670	XP_006395301.1
OG0000646	As006G134940	XP_006408461.1
OG0000647	As002G034480, As005G107800	XP_006391002.2
OG0000648	As012G288670, As012G288660, As002G053310, As005G099090, As012G288650	XP_024012822.1
OG0000649	As003G066660	XP_024007003.1
OG0000649	As010G237340	XP_006390229.1
OG0000651	As005G115100	XP_006402049.1
OG0000652	As009G217160	XP_006394602.2, XP_006394601.1
OG0000658	As009G206090, As012G277750, As001G026410	XP_006403643.1, XP_006395441.1
OG0000660	As008G192800	XP_006417807.1
OG0000660	As010G224220	XP_006418853.1
OG0000660	As005G115310	XP_006400995.1
OG0000661	As010G223120, As006G127120, As006G127080	XP_006410295.1, XP_006410294.1
OG0000662	As009G201630	XP_006400110.1
OG0000662	As009G201640	XP_006400111.1
OG0000663	As007G161620, As007G161610, As007G161660, As007G161640, As007G161630, As007G161650	XP_006391196.1, XP_006415831.1
OG0000663	As010G229530	XP_024009125.1
OG0000664	As011G245420	XP_024009773.1, XP_024012919.1
OG0000664	As011G245410	XP_006398366.1
OG0000669	As005G103090	XP_006397587.1
OG0000669	As001G022370	XP_006407195.1, XP_006398510.1
OG0000670	As003G061610, As003G061660	XP_006413539.1, XP_006413537.1
OG0000672	As004G081100, As011G248400	XP_006415586.1
OG0000674	As008G197690	XP_006418303.1
OG0000674	As005G099330	XP_006397950.1
OG0000674	As006G123130	XP_006396440.1
OG0000675	As007G152400	XP_006410343.1
OG0000676	As008G193080	XP_006417848.1
OG0000676	As010G239230, As007G155100	XP_006390443.1
OG0000677	As007G160250	XP_024008748.1, XP_006415989.1, XP_006392419.1, XP_006415988.1, XP_006405194.1
OG0000685	As002G032860	XP_006413214.1
OG0000686	As001G012430	XP_024004418.1, XP_024005495.1
OG0000687	As001G017930	XP_006414337.1
OG0000687	As012G286760	XP_006402562.1
OG0000688	As001G023430	XP_024007468.1
OG0000689	As007G158860, As003G063160, As004G080020	XP_006415047.1, XP_006397143.1
OG0000690	As007G154700, As003G065860, As008G196720, As010G226610	XP_024016483.1
OG0000692	As005G104580	XP_006402752.2, XP_006402751.1, XP_006411548.1
OG0000693	As012G282230	XP_006403423.1
OG0000693	As006G143100	XP_006411231.1, XP_006411229.2
OG0000694	As007G177770	XP_024014605.1, XP_024014116.1, XP_006405004.1
OG0000695	As010G239400	XP_006390467.1
OG0000696	As012G270790, As011G248260	XP_006406883.1
OG0000697	As012G271560	XP_024006135.1
OG0000702	As009G199960	XP_006399960.1
OG0000702	As001G026500	XP_024007567.1
OG0000702	As006G132970	XP_006408529.1
OG0000703	As002G035150	XP_006398826.1
OG0000703	As006G145070	XP_006410823.1
OG0000703	As012G276510	XP_024013437.1
OG0000704	As003G058000	XP_006413939.1, XP_006398156.1, XP_006398157.1, XP_024011058.1
OG0000705	As005G103510, As005G103480	XP_024010846.1
OG0000706	As005G117900	XP_006394101.1, XP_006392058.2
OG0000707	As006G138740	XP_024013755.1
OG0000707	As007G161420	XP_006393296.1, XP_024015278.1
OG0000708	As008G185890	XP_006417343.1
OG0000709	As009G203840	XP_006398184.1, XP_024013795.1, XP_006400332.1
OG0000713	As001G006270	XP_006403378.1, XP_024003645.1, XP_024015831.1, XP_024006638.1
OG0000714	As004G077650	XP_024014757.1
OG0000715	As004G085240	XP_006396752.1
OG0000718	As005G106250, As005G106210, As005G106230, As005G106240, As005G106220	XP_024015265.1, XP_006396820.1, XP_006398584.1
OG0000719	As005G114760	XP_006400907.1
OG0000720	As012G288480	XP_024012880.1
OG0000720	As006G122970	XP_006396418.1
OG0000720	As008G197790	XP_024008656.1
OG0000721	As006G123060	XP_006396429.1
OG0000721	As008G197760, As012G274520, As011G248980	XP_006414399.1, XP_006406807.1
OG0000722	As010G232800	XP_006390978.1
OG0000723	As009G205300, As009G205260	XP_024007171.1
OG0000723	As009G205270, As009G205280, As009G205290, As009G205310	XP_006394872.1
OG0000724	As012G281700, As012G281680, As012G281690, As012G281640	XP_024013819.1, XP_006403474.1
OG0000730	As001G023940	XP_006395730.1
OG0000730	As008G183370	XP_006417063.1
OG0000731	As001G025190, As001G025200, As001G025210	XP_006395578.1
OG0000732	As002G032800	XP_024004570.1
OG0000732	As012G276370	XP_006403764.1
OG0000734	As009G218770, As010G223710	XP_006394402.1
OG0000734	As002G043480	XP_006401963.1
OG0000735	As002G047800	XP_006392762.1, XP_024012647.1, XP_024011182.1
OG0000736	As002G053050	XP_006399521.1
OG0000736	As003G074810	XP_006411786.1
OG0000737	As003G075290, As003G075300, As003G075310, As003G075240, As003G075260	XP_006411749.1, XP_006396175.2, XP_006404787.1
OG0000738	As006G125610	XP_006410443.1, XP_006410444.1
OG0000739	As009G216850, As008G197070	XP_006414766.1, XP_006418191.1
OG0000739	As011G255260	XP_006406060.2
OG0000740	As011G260560	XP_024005007.1
OG0000740	As010G237290	XP_024004875.1
OG0000741	As012G268430	XP_006392634.1
OG0000749	As008G184000	XP_006417131.1
OG0000749	As007G161240	XP_006415878.1
OG0000750	As001G030660	XP_024014727.1, XP_024009955.1, XP_006405316.2, XP_024016340.1
OG0000751	As005G108820, As002G035280	XP_024009674.1, XP_006418719.2, XP_006398843.2, XP_006397284.1
OG0000752	As009G215650, As009G215640, As011G255520, As009G215610, As009G215620, As009G215600	XP_006394749.2
OG0000752	As002G052450	XP_006399573.1
OG0000753	As003G064670	XP_006393757.1, XP_024006241.1, XP_006393753.1
OG0000754	As003G064750	XP_006393769.1
OG0000755	As004G086160	XP_006396631.1, XP_006396630.2, XP_024010121.1
OG0000756	As004G087220	XP_024004396.1, XP_006391965.2, XP_006391964.2, XP_024011066.1
OG0000757	As006G146500	XP_006403658.1, XP_006410950.1
OG0000758	As010G243380	XP_006389834.1
OG0000758	As006G126420	XP_006410344.1
OG0000759	As009G219760	XP_006409593.1, XP_006401063.1
OG0000759	As006G128470	XP_024004229.1
OG0000759	As008G193030	XP_006417838.1
OG0000760	As006G142310	XP_006411327.1
OG0000760	As012G282830	XP_006402996.2
OG0000762	As011G266570	XP_006408908.1
OG0000763	As012G269290	XP_006392728.1, XP_024005980.1, XP_006392727.1
OG0000764	As012G271730	XP_006393078.1, XP_006393121.2, XP_006393122.1, XP_024006151.1
OG0000772	As002G037440, As001G027110, As001G015580	XP_006395357.2, XP_006395358.1, XP_024006861.1
OG0000774	As002G033010	XP_006413208.1
OG0000775	As002G035830, As009G214640	XP_006407563.1, XP_006407561.1, XP_006399623.1
OG0000776	As009G213010, As002G037060	XP_006407706.1
OG0000778	As002G050230	XP_006399829.1, XP_006399828.1
OG0000779	As003G060370	XP_006413670.1
OG0000779	As004G085410	XP_006396732.1
OG0000779	As004G085400	XP_006396733.1
OG0000780	As003G074900	XP_006411777.2
OG0000780	As007G180430	XP_006404680.1, XP_024011737.1
OG0000781	As004G079650	XP_006397555.1
OG0000781	As005G103380, As005G103370	XP_006397556.1
OG0000782	As005G107060, As005G106550	XP_024015637.1, XP_006406302.1
OG0000783	As005G113140	XP_006400711.1
OG0000783	As010G226400	XP_006404506.1
OG0000784	As010G225950	XP_024009551.1
OG0000784	As005G113590	XP_006400774.1
OG0000785	As007G161520	XP_006412370.1
OG0000785	As009G214360	XP_006398927.1
OG0000786	As009G217820, As009G217830	XP_024006812.1
OG0000787	As010G222930, As010G222920	XP_006407333.2
OG0000788	As010G225660, As010G225670, As010G225650	XP_006419073.1
OG0000789	As010G242960	XP_006389877.1
OG0000789	As012G267770	XP_006407295.1
OG0000799	As001G021710	XP_006408266.1, XP_006415959.1
OG0000800	As001G024200, As001G024190, As001G024170	XP_006395695.1
OG0000801	As002G035990	XP_006407540.1
OG0000801	As009G214440	XP_006398921.1
OG0000801	As002G036000	XP_006407539.1
OG0000802	As004G088660	XP_006398302.1
OG0000802	As003G070730	XP_006415502.1
OG0000802	As003G056750	XP_006414111.1
OG0000803	As003G058030	XP_006413935.1
OG0000804	As004G081460	XP_024004133.1
OG0000804	As004G097150	XP_024014382.1
OG0000805	As004G096100, As011G254230	XP_006406196.1, XP_006414610.1
OG0000806	As005G102850	XP_006391683.2, XP_006418664.1, XP_006397615.1
OG0000807	As005G102950	XP_006397604.1
OG0000807	As006G139170, As006G133330	XP_006395185.1, XP_006408555.1
