Orthogroup	Aethionema_saxatile	Cochlearia_excelsa
OG0000540	As006G128870, As006G128860, As006G128850	g51164, g37885, g51161, g51163
OG0000541	As006G128960, As006G128940	g51136
OG0000542	As009G202020	g5064, g45719
OG0000544	As008G195020, As008G195030, As008G195070, As008G195140, As008G195120	g30920, g30919
OG0000545	As010G238530	g44484
OG0000546	As011G264020, As011G264080, As011G264050, As011G264010, As011G264090, As011G264000, As011G264100, As011G263960, As011G264110, As011G263990, As011G264030, As011G264060, As011G263920, As011G264120, As011G263950, As011G263980	g6101
OG0000550	As006G144690	g19237, g11324
OG0000551	As005G117770	g9748, g206
OG0000551	As002G053470	g5442
OG0000552	As012G288190, As005G099880, As007G159560, As003G061630	g2664, g24348, g37712, g50813
OG0000553	As003G063010	g50718
OG0000553	As003G063020, As003G063040	g32710
OG0000553	As003G063070, As003G063050	g32707
OG0000554	As007G157590	g40964
OG0000554	As003G065060, As004G082630	g28219, g36991
OG0000555	As003G067180	g25667
OG0000557	As012G286190	g1926, g18838
OG0000557	As005G102360	g1927
OG0000559	As005G107810	g5764, g45334, g11485, g24218
OG0000560	As005G115530	g28744, g39227
OG0000560	As008G196260, As008G196230	g30866
OG0000561	As005G118160	g9727, g186, g185
OG0000562	As006G139230	g12524, g12903
OG0000562	As009G200380	g29300, g5178
OG0000562	As009G205610	g4833
OG0000563	As007G152350	g2642
OG0000564	As007G177230	g54035, g54031
OG0000565	As010G233050	g18012
OG0000566	As011G250840	g41560
OG0000567	As012G274310	g13274
OG0000570	As006G135060	g7906
OG0000570	As009G217810	g9919
OG0000571	As005G113940	g830
OG0000571	As008G191230	g31103, g31105
OG0000572	As010G240060	g45954, g44613
OG0000572	As010G240020, As010G240030, As010G240050, As010G240010	g17535
OG0000578	As008G187240	g31250
OG0000578	As001G020350	g44098
OG0000579	As002G044410	g887, g41228, g28384
OG0000579	As004G098040	g23738
OG0000582	As005G113410	g797
OG0000582	As006G130460	g40099
OG0000583	As006G127330	g39847
OG0000584	As006G124400	g26911, g11067
OG0000584	As001G000400	g17039, g23547
OG0000585	As012G275350	g32425, g51449, g37082, g7149
OG0000586	As004G082960	g18462
OG0000587	As006G122410	g45222
OG0000587	As005G100170	g50800
OG0000588	As011G247080	g12159
OG0000588	As005G104750	g51276, g52074
OG0000588	As012G269820	g54285
OG0000589	As005G114800	g1289, g41302
OG0000589	As010G224800	g2922
OG0000590	As006G138710	g7700, g53288
OG0000590	As008G197660	g12549
OG0000592	As011G250170	g6901
OG0000592	As010G239910, As007G154690	g50029, g27399, g31749
OG0000593	As008G192880, As010G241820, As010G241840	g25928
OG0000594	As010G222860	g41553, g11391
OG0000595	As010G226120, As010G226090	g19604
OG0000595	As010G226140	g19605
OG0000596	As010G227450	g39380
OG0000600	As001G001180	g17007, g23476
OG0000600	As011G266450	g13897
OG0000601	As009G201050, As006G135040	g5112, g45694, g7907
OG0000601	As001G027850	g16898
OG0000602	As012G276820	g19206
OG0000602	As002G034860	g12391, g7465, g13062
OG0000604	As005G099260	g11148, g37743
OG0000605	As010G239470	g44550
OG0000605	As010G239480	g46113
OG0000606	As012G270700	g54263, g36563
OG0000607	As011G251140	g6843
OG0000613	As006G135470	g12753
OG0000613	As006G132250	g46730
OG0000613	As002G045780	g932, g18086
OG0000615	As003G072430	g47953, g22949, g18248
OG0000616	As012G277180	g37198, g19196
OG0000617	As006G121910	g39480
OG0000618	As010G241950	g46462
OG0000618	As006G132210	g49988, g23624
OG0000619	As006G145810, As006G145800	g38064
OG0000619	As012G277130	g19197, g2358
OG0000620	As010G239430, As007G154950	g27410, g50047, g31787, g44549, g46124
OG0000626	As001G031250	g44259
OG0000627	As006G134640	g23678, g47594
OG0000628	As003G064150, As011G250810	g11992, g13318
OG0000629	As010G229270, As010G229250, As004G090580, As003G067260, As007G166860	g19953, g20499, g52982, g10332, g33223, g34035, g35383, g4108, g45112, g4096, g43641, g34576, g33128, g42643, g24439, g34082, g19927, g25889, g35773, g42718, g21396, g42022, g16172, g34754, g16276, g52450, g34757, g33354, g42959, g21454, g48069, g15351, g9243, g52520, g43642, g34769, g52449, g35367, g21240, g24691, g42325, g34038, g34573, g34755, g35785, g48337, g8828, g33585, g42322, g35795, g3403, g42249, g34085, g48070, g4068, g22188, g19922, g30248, g21519, g48068, g48067, g21535, g48047, g30392, g21520, g30393
OG0000630	As004G077630, As004G077620, As004G077610	g31077
OG0000631	As012G277780	g13616, g18068, g53847, g43154, g43139, g9322, g43155, g13701
OG0000631	As005G118000, As011G255910, As004G089180	g52818
OG0000633	As005G110870	g9749
OG0000634	As005G115030, As005G115050, As005G115070, As005G115040, As005G115020, As005G115010	g50687, g39240
OG0000635	As006G128210	g51197, g37897, g39933
OG0000635	As006G127130	g51257, g39835
OG0000636	As009G212850	g45438, g29704
OG0000645	As001G004340	g16321, g17740
OG0000646	As001G027670	g10368
OG0000646	As006G134940	g12697
OG0000648	As012G288670, As012G288660, As002G053310, As005G099090, As012G288650	g18725, g18726, g18727, g18724, g24725
OG0000649	As003G066660	g53982
OG0000649	As010G237340	g46253
OG0000652	As009G217160	g484, g485, g9960
OG0000658	As009G206090, As012G277750, As001G026410	g10133, g4789
OG0000660	As008G192800	g27009
OG0000660	As010G224220	g2820, g11418
OG0000660	As005G115310	g39246
OG0000661	As010G223120, As006G127120, As006G127080	g51258, g51261, g39834
OG0000662	As009G201630	g5081
OG0000662	As006G135390	g6216, g7879
OG0000663	As007G161620, As007G161610, As007G161660, As007G161640, As007G161630, As007G161650	g44868, g32229
OG0000663	As010G229530	g44869
OG0000664	As011G245420	g6063, g6054
OG0000669	As005G103090	g52160, g37530
OG0000669	As001G022370	g13190, g10812
OG0000672	As007G157950, As006G146270	g1753, g13730, g23019
OG0000672	As004G081100, As011G248400	g27678, g32394
OG0000674	As008G197690	g30793
OG0000674	As005G099330	g50833, g37733
OG0000674	As006G123130	g39558
OG0000675	As007G152400, As006G126430	g31625, g49954, g51289
OG0000676	As010G239230, As007G155100	g46133, g44537
OG0000677	As007G160250	g50336, g50338
OG0000685	As001G001340	g47697
OG0000685	As002G032860	g23710
OG0000686	As001G012430	g23152, g11460, g47857
OG0000687	As001G017930	g17578
OG0000687	As005G101960	g37589
OG0000687	As012G286760	g18804
OG0000689	As007G158860, As003G063160, As004G080020	g40273, g32732
OG0000692	As005G104580	g18931, g1998, g18930
OG0000693	As012G282230	g19066, g19065
OG0000693	As006G143100	g37337, g51826, g51831, g51825, g51828
OG0000694	As007G177770	g50998
OG0000695	As010G239400	g17988, g10088
OG0000702	As009G199960	g45660, g29306
OG0000702	As001G026500	g10477
OG0000702	As006G132970	g7936
OG0000703	As002G035150	g29827
OG0000703	As012G276510	g2392
OG0000704	As003G058000	g17405, g24115, g11011, g11010
OG0000706	As005G117900	g9735
OG0000707	As006G138740	g44848
OG0000708	As008G185890	g27159
OG0000709	As009G203840	g29021
OG0000714	As004G077650	g46750
OG0000714	As001G028540	g41820
OG0000716	As004G088610, As007G165810	g19482, g46826, g46814
OG0000717	As010G227840, As010G227810, As007G157130, As004G091870, As010G236660	g27487
OG0000718	As005G106250, As005G106210, As005G106230, As005G106240, As005G106220	g7358, g12311, g5854
OG0000719	As005G114760	g1290, g28768
OG0000720	As012G288480	g1754
OG0000720	As006G122970	g39542
OG0000721	As008G197760, As012G274520, As011G248980	g6993
OG0000722	As010G232800	g45812
OG0000722	As008G183090	g31518
OG0000723	As009G205300, As009G205260	g18529
OG0000723	As009G205270, As009G205280, As009G205290, As009G205310	g4864
OG0000724	As012G281700, As012G281680, As012G281690, As012G281640	g19102
OG0000730	As001G023940	g10673
OG0000730	As008G183370	g31492
OG0000731	As001G025190, As001G025200, As001G025210	g16643
OG0000732	As002G032800	g23718
OG0000732	As012G276370	g11321
OG0000733	As002G035910	g48909
OG0000733	As007G178640	g26796
OG0000733	As005G110340	g586
OG0000733	As004G088840, As002G035920	g43317, g53596
OG0000734	As002G043480	g41169, g1326, g28342
OG0000735	As002G047800	g28539, g28538
OG0000736	As002G053050	g45529, g29507
OG0000736	As003G074810	g22748
OG0000737	As003G075290, As003G075300, As003G075310, As003G075240, As003G075260	g48007, g38444
OG0000738	As006G125610	g51327, g39758
OG0000739	As009G216850, As008G197070	g30842, g49434
OG0000740	As011G260560	g26827
OG0000741	As012G268430	g36715
OG0000742	As295G297840	g20210, g8039, g48784
OG0000742	As209G297130	g19694, g19721, g20008, g19768, g19695, g19984, g19769, g19741
OG0000749	As008G184000, As001G024820	g10608
OG0000749	As007G161240	g32196
OG0000750	As001G030660	g40831
OG0000752	As009G215650, As009G215640, As011G255520, As009G215610, As009G215620, As009G215600	g18564
OG0000752	As002G052450	g29481
OG0000753	As003G064670	g53790
OG0000754	As003G064750	g28181
OG0000754	As004G082990	g42720, g42742
OG0000755	As004G086160	g25545, g40463
OG0000756	As004G087220	g18411, g47929, g40941, g18484, g18486, g18410
OG0000757	As006G146500	g37224
OG0000758	As010G243380	g46550
OG0000758	As006G126420	g39816
OG0000759	As009G219760	g1202, g28719
OG0000759	As008G193030	g26999
OG0000760	As006G142310	g51911
OG0000760	As012G282830	g19031, g2152
OG0000762	As011G266570	g5941
OG0000763	As012G269290	g27997, g54354, g36680, g36679
OG0000764	As012G271730	g28045, g28051
OG0000765	As012G275540, As012G275570, As012G275590	g1550, g2438, g2440, g2441
OG0000772	As002G037440, As001G027110, As001G015580	g10410
OG0000773	As007G160440, As010G232720, As001G027430	g44749
OG0000774	As002G033010	g47581
OG0000775	As002G035830, As009G214640	g13099, g7430, g12371, g12372, g45399
OG0000776	As009G213010, As002G037060	g13022, g7512
OG0000778	As002G050230	g29359, g5274, g45617
OG0000779	As003G060370	g17303, g47419
OG0000779	As004G085410	g25661
OG0000779	As004G085400	g25660
OG0000780	As003G074900	g22739
OG0000780	As007G180430	g38506, g29511
OG0000781	As004G079650	g37478, g38223
OG0000781	As005G103380, As005G103370	g37524
OG0000783	As005G113140	g772
OG0000783	As010G226400	g29397
OG0000784	As010G225950	g3089
OG0000784	As005G113590	g28866, g807
OG0000785	As007G161520	g18150
OG0000785	As009G214360	g29776
OG0000786	As009G217820, As009G217830	g432, g9918
OG0000788	As010G225660, As010G225670, As010G225650	g3012
OG0000789	As010G242960	g44317
OG0000789	As012G267770	g13146
OG0000798	As001G017630, As003G055740, As004G083120	g24320, g47203
OG0000799	As001G021710	g50344
OG0000800	As001G024200, As001G024190, As001G024170	g41234
OG0000801	As002G035990	g29782
OG0000801	As009G214440	g29780
OG0000801	As002G036000	g13101
OG0000802	As004G088660	g10953
OG0000803	As003G058030	g47325
OG0000803	As007G160300	g17401
OG0000804	As004G097150	g53817
OG0000805	As004G096100, As011G254230	g17702
OG0000806	As005G102850	g18426
OG0000807	As005G102950	g37537
OG0000807	As006G139170, As006G133330	g7952
OG0000808	As006G129450	g39999
OG0000808	As010G224570	g19564, g2880
OG0000808	As005G114980	g1260
OG0000809	As007G160640	g32151, g50360, g27587
OG0000818	As010G221920	g2629
OG0000818	As001G030280	g47643, g40738
OG0000819	As002G036020	g12365
OG0000819	As009G214420	g29778
OG0000819	As012G282730	g2161
OG0000821	As002G043850	g1309, g1310, g41199, g41184, g41183
OG0000823	As004G090360	g40691, g10891
OG0000823	As003G055870	g47213, g24255
OG0000824	As003G062540	g32658, g27798
OG0000824	As004G083720	g40312
OG0000825	As012G287570	g1837
OG0000825	As005G100830	g52299, g37652
OG0000826	As005G102780	g52166, g37548
OG0000827	As012G278780	g985
OG0000827	As005G106720	g47835, g5823
OG0000829	As009G203460, As009G203470	g45753
OG0000830	As007G156440	g31913, g50129
OG0000831	As007G156620, As007G156630	g27461
OG0000832	As008G195870	g44311, g44310
OG0000833	As011G246960	g13227, g7141, g54293
OG0000834	As011G250710	g6862
OG0000834	As012G273380	g54107
OG0000835	As011G251220	g11975, g6829
OG0000835	As012G272760	g36401
OG0000843	As001G029790, As001G029800	g45127
OG0000844	As002G034430	g7481
OG0000844	As005G107840	g29846, g5767
OG0000846	As004G079020, As002G046530, As006G146430	g18149, g23193
OG0000847	As002G053580	g29549
OG0000847	As005G117570	g219
OG0000848	As004G078550, As006G122300	g49348
OG0000849	As005G100320	g1795
OG0000851	As005G105540	g52005, g2106
OG0000853	As006G123840	g25495
OG0000854	As008G191240	g37834, g40042
OG0000855	As010G223210	g11395, g2757
OG0000855	As009G219120	g340
OG0000857	As010G227430, As010G227420	g14408, g6195
OG0000858	As011G255880, As011G255860	g13482
OG0000868	As009G211830	g45455, g5591, g29666
OG0000868	As006G130700, As002G037910	g12305, g7345, g13126
OG0000869	As004G090370	g47214, g17532
OG0000870	As003G068700	g50492, g50452
OG0000871	As006G135520	g7867
OG0000871	As004G077790	g18093
OG0000872	As006G126250	g39803
OG0000875	As008G193510	g31012
OG0000883	As001G014390	g47886
OG0000883	As006G138050	g7738, g12824, g12583
OG0000884	As007G162220, As002G033790, As007G161390, As007G162230, As007G161400	g32204, g27609
OG0000885	As007G158480	g50244
OG0000885	As002G049480	g17066, g23580
OG0000886	As004G082110	g37044
OG0000888	As012G284780	g11209, g1980, g18951
OG0000888	As005G104850	g52055
OG0000889	As005G114990	g2212, g19095
OG0000890	As012G277560	g2336, g19181
OG0000890	As006G146240	g51643, g32141
OG0000891	As007G158460, As007G158450, As007G158470, As007G158440	g32036, g27518
OG0000892	As009G215030, As009G215020	g602
OG0000893	As009G216470	g523
OG0000900	As001G016830, As001G016840	g49875, g31459, g53611
OG0000901	As001G017960, As001G018000, As001G017970, As001G017990, As001G017980	g2658, g2672, g24339, g17581
OG0000902	As002G036680, As002G036460	g12349
OG0000903	As002G052040	g29451
OG0000904	As005G118380, As002G052940	g23312
OG0000905	As002G053040	g29506
OG0000905	As005G118090	g9730
OG0000906	As002G053300	g29526, g45525
OG0000907	As003G057070	g24176, g17469
OG0000907	As004G088350	g40587, g10964
OG0000908	As003G075600, As010G234720	g22696
OG0000909	As007G159890	g50312
OG0000910	As005G114500	g28799, g28800
OG0000911	As005G119970	g19649
OG0000911	As010G220810	g11359, g19349
OG0000912	As006G123380	g45240, g25475, g39592, g49396
OG0000913	As007G159440, As010G233540, As006G125620	g50285, g44694
OG0000914	As006G137220	g7801
OG0000915	As012G276470	g2397
OG0000915	As006G145010	g37165
OG0000916	As008G182940, As008G182910	g27270
OG0000917	As008G184260, As008G184270	g23320
OG0000918	As009G205850	g46686
OG0000919	As011G249370	g6958
OG0000921	As012G272730	g36381, g36403
OG0000930	As011G266460	g13896
OG0000930	As001G001170	g23477, g17008
OG0000931	As002G036870	g12335
OG0000933	As002G044170, As007G165200	g41220, g28366
OG0000935	As004G086290	g25539
OG0000935	As003G059060	g17365, g24033
OG0000937	As003G062060	g23857
OG0000938	As003G075080	g18138, g22721, g2326, g22720
OG0000939	As007G181030, As007G181020, As003G075790	g18311
OG0000940	As004G092040	g11622
OG0000940	As004G090050	g22969
OG0000941	As004G095180	g24567
OG0000941	As008G194780	g49502, g30936
OG0000942	As011G255350, As004G095350, As005G103580	g24536, g6533, g17723
OG0000943	As006G138940	g12872, g7695, g12546
OG0000943	As009G205930	g4794, g10126
OG0000945	As009G202950	g51875, g41357
OG0000945	As005G105910	g47995
OG0000947	As009G200880	g5091
OG0000947	As006G135230	g12689, g7889
OG0000948	As012G281630, As010G224740, As010G224730, As006G143570	g2220
OG0000950	As009G205820	g4810, g10118, g32990
OG0000952	As009G216080	g37515, g52125
OG0000953	As010G221250	g2592
OG0000954	As011G251450	g6806
OG0000962	As001G027150	g45549
OG0000963	As005G107430	g45314, g5792
OG0000964	As002G040430	g26701, g26717
OG0000965	As011G245590, As011G255900	g7238
OG0000965	As003G057680	g47303
OG0000966	As003G057820	g17414, g47314
OG0000967	As003G064080	g27912
OG0000967	As007G158200	g50234, g27514
OG0000968	As004G077430	g16220
OG0000969	As004G086960, As004G086930, As004G086940, As004G086920	g40498
OG0000969	As004G086790, As004G086800	g40496
OG0000970	As005G119400	g18677, g76, g10717
OG0000971	As006G137320	g12613, g2066
OG0000972	As009G205570	g4838, g18527
OG0000972	As006G139250	g12522
OG0000973	As009G204830	g29080, g41449
OG0000973	As006G139760	g7660, g12501
OG0000975	As007G155990	g31877
OG0000977	As010G224030	g1479, g2807
OG0000977	As010G224050	g2808
OG0000979	As012G274790	g47124, g24424, g24425
OG0000986	As004G094360, As001G003430	g47772
OG0000987	As001G016180	g50608
OG0000988	As009G212980	g29708
OG0000988	As002G037150	g13113
OG0000989	As002G043930	g4496, g3840, g28360, g26454, g37017, g37018
OG0000992	As003G075530	g22703
OG0000993	As004G092920	g13525, g11661, g6390
OG0000994	As006G128340, As006G128350, As006G128360	g39943
OG0000995	As006G127150	g51255
OG0000995	As008G194310	g39837, g49522, g30960
OG0000996	As008G193450	g49550, g31018, g26987
OG0000997	As006G137380	g12610
OG0000997	As008G184100	g31457
OG0000998	As006G143360	g37327, g51789, g2194
OG0000999	As007G160930	g27596
OG0001000	As009G200600	g29281
OG0001001	As009G214920	g51023
OG0001002	As011G245250	g7245
OG0001003	As011G247910	g7061, g12110, g13245
OG0001003	As012G270560	g36579
OG0001004	As011G266800, As011G266810, As011G266820, As011G266860, As011G266830, As011G266870	g51862
OG0001005	As012G278820, As012G274490	g6249, g50592, g43746, g32335, g35536, g4447, g23217, g13771, g45, g6248, g39866, g17234, g22309, g14229, g7499, g24583, g43747, g43333, g22365, g6041, g18397, g53074, g35340, g3827, g53269, g39865, g22366, g4437, g7498, g44072, g22306, g40004, g40181, g24710, g16635, g45185, g15784, g44212, g42186, g10259, g44, g35339, g35084, g35099, g12920, g35535, g46919, g53723, g27835, g36043, g22898, g13772, g23218, g5891, g49886, g35271
