Orthogroup	Aethionema_saxatile	Arabidopsis_lyrata_Rawat
OG0000534	As007G167300, As001G022180, As001G022190, As001G022170, As001G016060	AL2G13690, AL3G48150, AL2G14040, AL2G14030, AL2G13700
OG0000535	As001G023320	AL2G15360
OG0000535	As001G023310	AL5G11360, AL5G11380
OG0000536	As010G228630, As004G090520	AL7G42700, AL6G30410, AL7G43360, AL4G22260, AL3G45290, AL1G50450, AL3G37630, AL3G46360, AL4G15970
OG0000537	As006G124070	AL6G49630
OG0000537	As004G093070	AL9U11650
OG0000537	As006G141200	AL3G18810
OG0000538	As005G103710, As005G103700	AL4G42410, AL4G42400
OG0000539	As005G120910	AL8G45700
OG0000540	As006G128870, As006G128860, As006G128850	AL4G24180, AL4G24070, AL4G24060
OG0000541	As006G128960, As006G128940	AL4G23730
OG0000542	As012G273170	AL1G55560
OG0000543	As007G177800	nbis-gene-965, nbis-gene-977, AL4G18590, AL4G14960, AL8G17380, AL4G14950
OG0000544	As008G195060	AL1G15030
OG0000544	As008G195020, As008G195030, As008G195070, As008G195140, As008G195120	AL1G15020, AL1G15010
OG0000545	As010G238530	AL2G34940
OG0000546	As011G264020, As011G264080, As011G264050, As011G264010, As011G264090, As011G264000, As011G264100, As011G263960, As011G264110, As011G263990, As011G264030, As011G264060, As011G263920, As011G264120, As011G263950, As011G263980	AL3G49930, AL3G49920, AL3G49890
OG0000550	As006G144690	AL4G32270, AL5G33370, AL1G62640
OG0000551	As005G117770	AL8G42200, AL485U10010
OG0000551	As003G075520	AL7G11340
OG0000551	As007G180690	AL4G11040
OG0000551	As002G053470	AL6G20280
OG0000552	As012G288190, As005G099880, As007G159560, As003G061630	AL1G37200
OG0000553	As003G063020, As003G063040	AL1G48400
OG0000553	As003G063070, As003G063050	AL1G48310, AL1G48390, AL1G48360
OG0000555	As003G067180	AL6G47080, AL6G47060, AL1G66390, AL6G47070
OG0000556	As004G093660	AL9U10870
OG0000556	As006G140800	AL8G21870
OG0000557	As012G286190	AL5G42490, AL5G42500
OG0000559	As005G107810	AL6G12190, AL6G12220, nbis-gene-1441, nbis-gene-1440, AL6G12050
OG0000560	As005G115530	AL8G36020, AL8G36030
OG0000560	As008G196260, As008G196230	AL1G13950
OG0000561	As005G118160	AL2G37250, AL233U10010, AL8G42580
OG0000562	As006G139230	AL3G16590
OG0000562	As009G200380	AL6G25410
OG0000562	As009G205610	AL6G38620
OG0000564	As007G177230	AL7G20340
OG0000565	As010G233050	AL6G25850
OG0000565	As010G233040	AL1G38030, AL1G36720, AL1G36780
OG0000566	As011G250840	AL6G31950, AL6G31890, AL6G31900, AL1G47530, AL1G47540
OG0000567	As012G274310	nbis-gene-1844
OG0000570	As006G135060	AL3G11310
OG0000570	As009G217810	AL8G37820
OG0000571	As005G113940	AL8G37360
OG0000571	As008G191230	AL1G18450, AL1G18460
OG0000572	As010G240060	AL4G11620, AL4G11510
OG0000572	As010G240020, As010G240030, As010G240050, As010G240010	AL5G24920
OG0000578	As008G187240	AL1G21210
OG0000578	As001G020350	AL2G16950
OG0000579	As002G044410	AL8G27120, AL7G27300
OG0000579	As004G098040	AL7G47910
OG0000582	As005G113410	AL1G18770, AL6G33460
OG0000582	As006G130460	AL4G22860
OG0000583	As006G127330	AL4G26580
OG0000583	As006G127350	nbis-gene-1049
OG0000584	As006G124400	AL8G15880
OG0000584	As001G000400	AL7G24040, AL3G53550
OG0000585	As012G275350	AL3G26940, AL4G30450, AL1G43840
OG0000586	As011G263800	AL3G49770, nbis-gene-886
OG0000586	As004G082960	AL8G19550, AL8G19500, AL387U10010
OG0000587	As006G122410	AL6G51890
OG0000587	As005G100170	AL4G46320
OG0000587	As008G198370	AL1G11470
OG0000588	As011G247080	AL3G27260
OG0000588	As005G104750	AL4G41160
OG0000588	As012G269820	AL1G61740
OG0000589	As005G114800	AL8G36370
OG0000589	As010G224800	AL5G24800, AL5G24780
OG0000590	As006G138710	AL3G16180
OG0000590	As009G205980	AL6G39140
OG0000590	As008G197660	AL1G12220
OG0000592	As011G250170	AL3G31280
OG0000592	As010G239910, As007G154690	AL1G30460
OG0000593	As008G192880, As010G241820, As010G241840	AL2G38880, AL2G38860
OG0000594	As010G222860	AL5G27680, AL5G27670, AL5G27690, AL5G27710
OG0000595	As010G226140	AL5G22680
OG0000596	As010G227450	AL8G30740
OG0000600	As002G048280	AL8G32420
OG0000601	As009G201050, As006G135040	AL6G26340, AL3G11260
OG0000601	As001G027850	AL7G51160, AL5G19440
OG0000602	As012G276820	AL5G34110
OG0000602	As002G034860	AL3G21070
OG0000603	As002G036280, As002G036560	AL1G64930
OG0000604	As007G163770, As012G288540	AL5G45640
OG0000605	As010G239470	AL2G33860
OG0000605	As010G239480	AL2G33840
OG0000606	As010G244280	AL2G41550
OG0000607	As011G251140	AL3G32400
OG0000607	As011G262980	AL3G47670
OG0000608	As012G284160	AL5G39330
OG0000608	As012G284170, As012G284200	AL5G39350
OG0000613	As006G135470	AL3G11800
OG0000613	As002G045780	AL8G28870, AL7G51680
OG0000614	As002G054140, As005G116690, As002G054130	AL6G19410
OG0000615	As011G264960	AL3G51150
OG0000615	As003G072430	AL7G14910
OG0000616	As012G277180	AL4G33550, AL5G34350
OG0000618	As010G241950	AL2G38980
OG0000618	As006G132210	AL1G29160, AL7G25220
OG0000619	As006G145810, As006G145800	AL4G33540, AL4G33530
OG0000619	As012G277130	AL5G34340
OG0000620	As010G239430, As007G154950	AL1G30980, AL2G33960, AL2G33940
OG0000625	As006G135190	AL3G11440
OG0000625	As007G176620	AL7G19910
OG0000626	As001G031250	AL2G11640, AL2G11660, AL2G11650
OG0000627	As006G134640	AL2G25270, AL7G26150
OG0000627	As002G047240	AL8G31010
OG0000628	As003G064150, As011G250810	AL3G32090, AL1G50900
OG0000630	As004G077630, As004G077620, As004G077610	nbis-gene-1960, AL5G38850, nbis-gene-1253
OG0000632	As005G101810	AL9U11780
OG0000632	As012G286880, As012G286870	AL5G43070
OG0000633	As010G244250	AL2G41520
OG0000634	As005G115030, As005G115050, As005G115070, As005G115040, As005G115020, As005G115010	AL8G35760, AL8G35750, AL8G35770
OG0000635	As006G128210	AL4G25170, AL4G25050
OG0000635	As006G127130	AL4G15110, AL4G26790, AL2G17780
OG0000636	As009G212850	AL6G15780, nbis-gene-1473, nbis-gene-1474
OG0000645	As001G004340	AL7G42080
OG0000646	As001G027670	AL5G19070
OG0000646	As006G134940	AL3G11160
OG0000647	As002G034480, As005G107800	AL3G20890
OG0000648	As012G288670, As012G288660, As002G053310, As005G099090, As012G288650	AL7G24820, AL5G45520, nbis-gene-1415
OG0000649	As003G066660	AL2G20450
OG0000649	As010G237340	AL2G36220
OG0000652	As009G217160	AL6G34620, AL6G34630, AL6G34610
OG0000658	As009G206090, As012G277750, As001G026410	AL6G39320, AL5G34870
OG0000659	As011G266440, As009G211360, As002G048340	AL3G48490, AL8G32480
OG0000660	As010G224220	AL5G25840
OG0000660	As005G115310	AL8G35540
OG0000661	As010G223120, As006G127120, As006G127080	AL7G44360, AL5G34850, AL4G26860
OG0000662	As009G201630	AL6G26710
OG0000662	As006G135390	AL3G11680
OG0000662	As009G201640	AL6G26730
OG0000663	As007G161620, As007G161610, As007G161660, As007G161640, As007G161630, As007G161650	AL2G26930, AL1G40220
OG0000663	As010G229530	AL2G26940
OG0000664	As011G245410	AL3G22880
OG0000669	As005G103090	AL4G43000, AL788U10010
OG0000669	As001G022370	AL3G25490, AL5G10200
OG0000670	As003G061610, As003G061660	AL7G29780, AL7G29770
OG0000671	As004G078130	AL7G51370
OG0000672	As004G081100, As011G248400	AL1G43100
OG0000674	As008G197690	AL1G12180
OG0000674	As005G099330	AL4G47130
OG0000674	As006G123130	AL6G50790
OG0000675	As010G243370	AL2G40590
OG0000676	As008G193080	AL1G17190
OG0000676	As012G282240	AL2G34150
OG0000677	As007G160250	AL8G21080, AL1G38470, AL1G38480, AL1G38490, AL1G38500
OG0000685	As001G001340	AL7G22910
OG0000685	As002G032860	AL7G26760
OG0000686	As001G012430	nbis-gene-1720, nbis-gene-1719, AL7G17610
OG0000687	As001G017930	AL7G38430
OG0000687	As005G101960	AL4G44290
OG0000687	As012G286760	AL5G42950
OG0000688	As001G023420	AL5G11510
OG0000689	As007G158860, As003G063160, As004G080020	AL1G48470, AL1G36330, AL6G43430
OG0000690	As007G154700, As003G065860, As008G196720, As010G226610	AL2G19440, AL6G40320, nbis-gene-2043
OG0000691	As004G080740, As011G248640	AL3G29220
OG0000692	As005G104580	AL5G40510, AL5G40520, AL4G41400
OG0000693	As012G282230	AL5G37020
OG0000693	As006G143100	AL4G32760, AL4G37470
OG0000694	As007G177770	AL4G15320, AL4G15540, AL4G15670, AL3G33570, AL4G18460, AL4G19670
OG0000695	As010G239400	AL2G34000
OG0000696	As012G270790, As011G248260	AL1G60460, AL3G28730
OG0000702	As009G199960	AL6G25210
OG0000702	As001G026500	AL5G16960
OG0000702	As006G132970	AL3G10530
OG0000703	As002G035150	AL6G13200
OG0000703	As006G145070	AL4G32640
OG0000703	As012G276510	AL5G33720
OG0000704	As003G058000	AL7G34350, AL8G14130, AL8G14120
OG0000705	As005G103510, As005G103480	AL4G42570, nbis-gene-1153, nbis-gene-1154
OG0000706	As005G117900	AL8G42360
OG0000707	As007G161420	AL3G20540
OG0000708	As008G185890	AL1G22690
OG0000709	As009G203840	AL6G28980, AL8G13720, AL8G13700, AL8G14330, AL8G13790, AL8G14360, AL8G14240, AL8G13750, AL5G32010, AL6G29000
OG0000714	As004G077650	AL7G52640
OG0000716	As004G088610, As007G165810	AL7G45690, AL7G45680
OG0000718	As005G106250, As005G106210, As005G106230, As005G106240, As005G106220	AL3G23300, AL6G10280
OG0000719	As005G114760	AL8G36400
OG0000720	As012G288480	AL5G45410
OG0000720	As006G122970	nbis-gene-1664
OG0000720	As008G197790	AL1G12090
OG0000721	As006G123060	AL6G50900
OG0000721	As008G197760, As012G274520, As011G248980	AL3G29700
OG0000722	As010G232800	AL2G28920
OG0000722	As008G183090	AL1G26200
OG0000723	As009G205270, As009G205280, As009G205290, As009G205310	AL6G38280
OG0000724	As012G281700, As012G281680, As012G281690, As012G281640	AL3G50880
OG0000730	As001G023940	AL5G12890
OG0000730	As008G183370	AL1G25880
OG0000731	As001G025190, As001G025200, As001G025210	AL5G14930, AL5G14910, AL5G14900, AL5G14920
OG0000732	As002G032800	AL7G26830
OG0000732	As012G276370	AL5G33610
OG0000734	As009G218770, As010G223710	AL5G26540
OG0000734	As002G043480	AL8G39120
OG0000735	As002G047800	AL6G36660, nbis-gene-2145
OG0000736	As002G053050	AL6G20760
OG0000736	As003G074810	AL7G12130
OG0000737	As003G075290, As003G075300, As003G075310, As003G075240, As003G075260	AL7G11480, AL7G11490, AL4G13060
OG0000738	As006G125610	AL4G28600
OG0000739	As009G216850, As008G197070	AL2G22710
OG0000741	As012G268430	AL1G63510
OG0000742	As295G297840	AL1G51280, AL2G21800, AL7G44060
OG0000742	As209G297130	AL2G21840, nbis-gene-455, nbis-gene-181
OG0000749	As008G184000	AL1G25080
OG0000749	As007G161240	AL1G39810
OG0000750	As001G030660	nbis-gene-1917, AL2G10650, AL2G10680
OG0000751	As005G108820, As002G035280	AL8G41410
OG0000752	As009G215650, As009G215640, As011G255520, As009G215610, As009G215620, As009G215600	AL6G36650
OG0000752	As002G052450	AL6G21310
OG0000753	As003G064670	AL3G41960, AL1G51950
OG0000754	As003G064750	AL1G51870
OG0000754	As004G082990	AL8G19380, AL8G19440, AL8G19460, AL482U10010
OG0000755	As004G086160	AL6G48720, AL6G48730, AL6G48740
OG0000756	As004G087220	nbis-gene-1995, AL7G15460, nbis-gene-1587, AL8G14650
OG0000757	As005G107510	AL6G11690
OG0000757	As006G146500	AL4G34170
OG0000758	As006G126420	AL4G27450, AL103U10060
OG0000759	As009G219760	AL8G34830
OG0000759	As006G128470	AL4G24830
OG0000760	As006G142310	AL4G38360, AL4G38440
OG0000760	As012G282830	AL5G37670
OG0000762	As011G266570	AL3G48270
OG0000763	As012G269290	AL1G62710, AL1G62720
OG0000764	As012G271730	AL1G58920, AL1G58360
OG0000765	As012G275540, As012G275570, As012G275590	nbis-gene-1352, AL5G32540, AL5G32520, AL5G32510, AL5G37920, nbis-gene-1353
OG0000772	As002G037440, As001G027110, As001G015580	AL5G18140, AL5G18150
OG0000774	As002G033010	AL5G11670, AL7G26650
OG0000776	As009G213010, As002G037060	AL3G22770, AL3G20310
OG0000778	As002G050230	AL6G23990, AL6G23980, AL6G24000, AL6G23970
OG0000779	As003G060370	AL7G31300
OG0000779	As004G085410	AL6G47640
OG0000779	As004G085400	AL7G41300
OG0000780	As003G074900	AL7G12020
OG0000780	As007G180430	AL4G11720, AL6G20660
OG0000781	As004G079650	AL4G42700
OG0000781	As005G103380, As005G103370	AL4G42710
OG0000782	As005G107060, As005G106550	AL5G16600, nbis-gene-1857, nbis-gene-1429
OG0000783	As005G113140	AL6G33030
OG0000783	As010G226400	AL5G22120
OG0000783	As006G130720	AL1G30410
OG0000784	As010G225950	AL5G22980
OG0000784	As005G113590	AL6G33680
OG0000785	As007G161520	AL7G18240
OG0000785	As009G214360	AL6G14380
OG0000786	As009G217820, As009G217830	nbis-gene-2192, nbis-gene-2193
OG0000787	As010G222930, As010G222920	AL3G24100
OG0000788	As010G225660, As010G225670, As010G225650	AL5G23550
OG0000789	As010G242960	AL2G40190
OG0000789	As012G267770	AL3G24470, AL1G64500
OG0000798	As001G017630, As003G055740, As004G083120	AL7G38010, AL4G31790
OG0000800	As001G024200, As001G024190, As001G024170	AL5G13310
OG0000801	As002G035990	AL3G21990, nbis-gene-1457
OG0000801	As009G214440	AL6G14280
OG0000801	As002G036000	AL3G22000
OG0000802	As004G088660	AL8G12300
OG0000802	As003G070730	AL1G44100
OG0000802	As003G056750	AL7G35980
OG0000803	As003G058030	AL7G34280
OG0000803	As003G070410, As003G065450	AL7G34290
OG0000804	As004G097150	AL7G49650
OG0000806	As005G102850	AL4G43370, AL4G43380, AL8G16790
OG0000807	As005G102950	AL4G43220
OG0000807	As006G139170, As006G133330	AL3G10250, AL3G10260
OG0000808	As006G129450	AL4G23290
OG0000808	As010G224570	AL5G25270
OG0000808	As005G114980	AL8G35720
OG0000809	As007G160640	AL1G39100
OG0000809	As008G183460	AL1G25790
OG0000818	As010G221920	AL5G29060
OG0000818	As001G030280	AL7G24940, AL2G10100
OG0000819	As002G036020	AL2G23950
OG0000819	As012G282730	AL5G37560
OG0000820	As002G041080	AL3G16650
OG0000821	As002G043850	nbis-gene-2094, AL417U10020, nbis-gene-2093
OG0000823	As004G090360	AL8G10820
OG0000823	As003G055870	AL7G37100
OG0000824	As003G062540	AL1G47490, AL1G47500
OG0000824	As004G083720	AL6G44400
OG0000825	As012G287570	AL5G43990
OG0000825	As005G100830	AL4G45540
OG0000826	As005G102780	AL4G43460
OG0000827	As012G278780	AL8G30430
OG0000827	As005G106720	AL7G18510, AL6G10810, AL6G10820
OG0000828	As012G285140, As006G125590	AL4G28640
OG0000829	As006G136530	AL3G13160
OG0000829	As009G203460, As009G203470	AL6G28630
OG0000830	As007G156440	AL7G10380, AL2G36050, AL1G33110
OG0000831	As007G156620, As007G156630	AL1G33420, AL1G33430, AL7G52770
OG0000832	As008G195870	AL3G41840, AL3G45180
OG0000833	As011G246960	AL3G27150, AL1G61930
OG0000834	As011G250710	AL3G31920
OG0000835	As011G251220	AL3G32500
OG0000835	As012G272760	AL1G56970
OG0000836	As012G283770, As012G283780, As012G283790	AL5G38750
OG0000842	As001G025250	AL5G14980, AL5G14970, nbis-gene-1210
OG0000843	As001G029790, As001G029800	AL2G19390, AL2G19480, AL2G19420, AL8G37980
OG0000844	As002G034430	AL3G20840
OG0000844	As005G107840	AL6G12140
OG0000845	As002G042280	AL8G24710, AL7G28280
OG0000845	As010G222560	AL5G28020
OG0000846	As004G079020, As002G046530, As006G146430	AL7G18290, AL7G18280
OG0000847	As002G053580	nbis-gene-1501
OG0000848	As004G078550, As006G122300	AL8G10250
OG0000849	As006G122200	AL6G52560
OG0000849	As005G100320	AL5G44500
OG0000850	As005G101230	AL4G45050
OG0000851	As005G105540	AL4G40110, AL4G39890, AL5G39040, AL5G39030, AL5G39050
OG0000853	As006G123840	AL3G46690, AL6G49880, AL6G49890
OG0000854	As008G191240	AL4G21740, AL1G18350, AL1G18340
OG0000855	As010G223210	AL5G27270
OG0000855	As009G219120	AL8G39660
OG0000856	As010G224290	AL6G41860
OG0000857	As010G227430, As010G227420	AL5G20580
OG0000858	As011G255880, As011G255860	AL3G38920, AL3G38910
OG0000868	As009G211830	AL6G16690
OG0000868	As006G130700, As002G037910	AL3G23490
OG0000869	As004G090370	AL8G10830
OG0000869	As003G055880	AL7G37090
OG0000870	As003G068700	AL1G41780
OG0000870	As004G081540	AL4G29440
OG0000871	As006G135520	AL3G11880
OG0000871	As009G201940	AL6G26930
OG0000871	As004G077790	AL7G52090
OG0000872	As006G126250	AL4G27920
OG0000873	As010G233530, As006G137440, As009G204210	AL3G14180
OG0000875	As008G193510	AL1G16630
OG0000876	As009G217470, As009G217500, As009G217530	AL6G34140, AL6G34150, AL6G34170
OG0000883	As001G014390	AL7G16530
OG0000883	As006G138050	AL3G15000
OG0000884	As007G162220, As002G033790, As007G161390, As007G162230, As007G161400	AL1G39960
OG0000885	As007G158480	AL1G35970
OG0000885	As002G049480	AL8G33860, AL7G24550
OG0000886	As004G082110	AL8G17760
OG0000887	As005G099860	AL4G46670
OG0000888	As012G284780	AL5G40270
OG0000888	As005G104850	AL4G41040
OG0000889	As010G224550	AL5G25290
OG0000890	As012G277560	AL5G34640
OG0000890	As006G146240	AL4G33980, AL4G33940, AL5G37360
OG0000891	As007G158460, As007G158450, As007G158470, As007G158440	AL7G31590, AL1G35950, AL1G35960
OG0000892	As009G215030, As009G215020	AL6G37260, AL6G37270
OG0000894	As010G224240	AL3G48600
OG0000895	As011G258420	AL3G41720
OG0000897	As012G277910, As012G277930	AL5G34950, AL4G34840
OG0000900	As001G016830, As001G016840	AL1G25240, AL1G25270, AL1G25260
OG0000901	As001G017960, As001G018000, As001G017970, As001G017990, As001G017980	AL7G38460
OG0000902	As009G213330	AL6G15270
OG0000902	As002G036680, As002G036460	AL3G22380
OG0000903	As002G052040	AL2G19300, AL6G21840
OG0000905	As002G053040	AL6G20770
OG0000905	As005G118090	AL8G42460
OG0000906	As002G053300	AL6G20450
OG0000907	As003G057070	AL7G35670
OG0000907	As004G088350	AL8G12680
OG0000908	As003G075600, As010G234720	AL7G11210
OG0000909	As007G159890	AL1G37870
OG0000910	As005G114500	AL8G36750
OG0000911	As005G119970	AL8G44760
OG0000911	As010G220810	AL1G65340, AL5G30880
OG0000912	As006G123380	AL6G50480, AL1G12430
OG0000914	As006G137210	AL3G13190
OG0000915	As012G276470	AL5G33700
OG0000915	As006G145010	AL4G32560
OG0000918	As009G205850	AL9U10470, AL9U10450
OG0000919	As011G249370	AL3G30270, AL3G30260
OG0000920	As012G269320, As012G269300	AL7G48560, AL1G62670
OG0000921	As012G272730	AL1G57040, AL1G57030, AL1G57070
OG0000930	As011G266460	AL3G48470
OG0000930	As001G001170	AL7G23090
OG0000931	As002G036870	AL3G22660
OG0000932	As004G079170, As002G037970	AL4G33650
OG0000933	As002G044170, As007G165200	AL8G26770
OG0000934	As003G057830	AL8G13630
OG0000935	As004G086290	AL6G48940
OG0000935	As003G059060	AL7G32960
OG0000936	As003G059620	AL7G32420
OG0000936	As003G059640	AL7G32430
OG0000937	As003G062060	AL7G29320
OG0000938	As003G075080	AL7G11800, AL7G11790
OG0000939	As007G181030, As007G181020, As003G075790	AL4G10580, AL4G10570
OG0000940	As004G092040	AL3G43150
OG0000940	As004G090050	AL7G15240, AL3G43220, AL7G44430
OG0000941	As004G095180	AL7G42220
OG0000941	As008G194780	AL1G15360
OG0000943	As006G138940	AL3G16220, AL6G39090
OG0000944	As005G103890, As012G285600	AL5G41470
OG0000945	As005G105590	AL304U10020
OG0000945	As005G105910	AL1G13260
OG0000946	As005G106490, As005G106480	AL6G10490
OG0000947	As006G135230	AL3G11480
OG0000948	As012G281630, As010G224740, As010G224730, As006G143570	AL5G36420
OG0000950	As009G205820	AL6G38730, AL3G16520, AL3G16530
OG0000951	As010G227570, As010G227580, As010G227540, As009G214750	AL8G11390
OG0000953	As010G221250	AL5G30240, AL5G30310, AL5G30270
OG0000954	As011G251450	AL3G32800
OG0000961	As002G047500, As010G227170, As010G227150, As010G227180, As010G227140, As009G213740, As001G020280, As001G020290, As001G020270, As001G020260, As010G243570, As001G014010, As001G014040, As001G013950	AL2G24570, AL2G24390, AL2G24400, AL2G24560
OG0000962	As001G027150	AL5G18250
OG0000963	As002G034260	AL6G11600
OG0000964	As002G040430	AL8G23720, AL8G23730, AL8G23750
OG0000965	As011G245590, As011G255900	AL3G25580
OG0000965	As003G057680	AL486U10010
OG0000966	As003G057820	AL7G34610, AL8G13600, AL7G34640
OG0000967	As003G064080	AL1G50820
OG0000967	As007G158200	AL1G35650
OG0000968	As004G077430	AL7G46710
OG0000969	As004G086960, As004G086930, As004G086940, As004G086920	AL8G15070, AL8G15080
OG0000969	As004G086790, As004G086800	AL66U10010, AL8G15230, AL8G15090
OG0000970	As005G119400	AL8G44100, nbis-gene-1338, nbis-gene-1339
OG0000971	As006G137320	AL5G37100, AL5G36880, AL3G13960
OG0000972	As009G205570	AL6G38560
OG0000972	As006G139250	AL3G16610
OG0000973	As009G204830	AL6G30350
OG0000973	As006G139760	AL3G17050
OG0000974	As006G144950	AL4G32490, AL7G48410, AL7G48420, AL7G48400, AL7G48390, AL7G47900
OG0000975	As007G155990	AL1G32480
OG0000975	As010G238030	AL2G35440
OG0000977	As010G224030	AL5G26280
OG0000977	As010G224040	AL5G26290, AL5G26230
OG0000977	As010G224050	AL5G26220
