Orthogroup	Aethionema_saxatile	Brassica_rapa
OG0000338	As008G188190, As008G188080, As001G019490, As001G019290	XP_009113354.1
OG0000339	As005G101130, As012G287430	XP_009133759.2, XP_009142386.2, XP_009138772.2, XP_009116806.2
OG0000340	As005G103820	XP_009142948.1
OG0000340	As005G103800, As005G103810	XP_009142200.1, XP_033146480.1, XP_018513669.1, XP_009142953.2
OG0000344	As005G110100	XP_009148652.1
OG0000348	As002G041810	XP_033143395.1, XP_033143433.1, XP_033143408.1
OG0000348	As002G040050	XP_009102950.2, XP_033140547.1
OG0000350	As003G070220, As003G070200	XP_033131852.1, XP_009102807.1, XP_033130718.1
OG0000351	As011G246700, As011G246690	XP_009116847.1, XP_009116816.1, XP_033128163.1
OG0000351	As011G246600	XP_009136480.1
OG0000352	As007G153380	XP_033145369.1
OG0000358	As006G124930, As008G196330	XP_009118657.1, XP_009111117.2, XP_009119322.1
OG0000358	As008G196390	XP_009131113.1, XP_009125366.1
OG0000360	As005G119730	XP_009129892.1, XP_009103470.1, XP_033129614.1, XP_033136095.1, XP_018508882.1
OG0000362	As009G205230	XP_009134636.2
OG0000363	As009G209420	XP_018509896.1
OG0000368	As003G073560, As003G073580	XP_009136992.1, XP_009138490.1
OG0000368	As003G073600, As003G073590	XP_009136876.1, XP_009138491.1
OG0000370	As007G153440	XP_009117729.1, XP_009117731.1, XP_009149139.1, XP_009109218.1, XP_009137512.1, XP_009139101.2, XP_018508332.1, XP_009109221.2, XP_009109219.2
OG0000371	As005G099710, As005G099720	XP_033147193.1, XP_009129664.1, XP_033133931.1
OG0000374	As012G273470, As012G273550	XP_033133363.1, XP_033133367.1, XP_033133366.1
OG0000377	As001G021080	XP_009103955.1
OG0000378	As003G067400	XP_033148143.1, XP_033133623.1, XP_033134555.1, XP_033144383.1, XP_033132564.1, XP_033133622.1, XP_033142880.1, XP_033134554.1, XP_033137750.1, XP_033136126.1, XP_033142881.1
OG0000382	As006G122900	XP_009111320.1, XP_009134447.1
OG0000382	As008G188710	XP_009110844.1, XP_009148170.1
OG0000383	As003G069230	XP_009113642.2
OG0000383	As003G069340, As003G069370, As003G069310, As003G069390, As003G069380	XP_009102895.1, XP_009102892.1
OG0000384	As011G247740	XP_009115437.2, XP_009116922.1, XP_009107019.1, XP_009147659.1
OG0000386	As001G025230, As001G025220, As011G256850	XP_009129561.1, XP_009152070.1, XP_009152071.1
OG0000386	As012G276900, As012G276880	XP_009116024.1, XP_009116022.1
OG0000390	As011G251840	XP_009111665.1, XP_018514444.2, XP_009145769.1
OG0000391	As007G158340, As007G158380, As007G158390, As007G158370, As007G158360	XP_009145349.1
OG0000392	As010G221170	XP_009102495.1
OG0000392	As010G221200, As010G221190, As010G221180	XP_009139772.1
OG0000396	As001G026970	XP_009151889.2, XP_033140725.1
OG0000396	As001G026990, As001G027000, As001G027010	XP_033129766.1, XP_033129588.1, XP_033135089.1, XP_009111595.2
OG0000397	As003G066740	XP_033129370.1, XP_033139546.1, XP_033134288.1, XP_033138854.1, XP_033139567.1
OG0000398	As012G268810	XP_009147520.1, XP_009106894.1, XP_009106896.1
OG0000402	As001G032230, As003G065580, As005G099570, As012G279030, As011G256760, As002G038770, As002G036320, As008G185740, As009G212360, As007G178600, As002G037860, As007G176730, As007G176740, As007G176750, As005G112780, As012G277040, As008G191550, As009G207420, As009G210350	XP_033134618.1
OG0000403	As001G020780, As001G020790	XP_009105503.2
OG0000404	As012G276100, As006G144680, As002G037330	XP_009122218.1, XP_033143081.1, XP_009133065.1, XP_009143612.1, XP_009141564.1, XP_033144021.1, XP_033143082.1, XP_009115956.1, XP_009146712.2, XP_018511274.2
OG0000406	As006G136090	XP_009121423.1, XP_009131573.1, XP_009116654.1, XP_009130330.1
OG0000407	As009G201130, As009G201860	XP_033135386.1, XP_033137553.1, XP_009126330.1
OG0000409	As001G002920	XP_033135737.1
OG0000410	As001G021670, As001G021680	XP_009104693.1, XP_018510130.1, XP_033128113.1, XP_033133452.1, XP_018510244.1
OG0000411	As011G261620	XP_009136176.1
OG0000411	As004G085710	XP_009144513.1, XP_009114557.1
OG0000411	As003G060010	XP_009135506.1, XP_009137234.1
OG0000412	As002G046400	XP_009119993.1
OG0000412	As006G132500	XP_009143223.1
OG0000412	As012G271680	XP_009144926.1, XP_009107182.1
OG0000413	As011G245460	XP_009124752.1
OG0000413	As002G048240	XP_009137587.1, XP_009142182.1, XP_009126933.1
OG0000414	As003G058750, As003G058770, As003G058760	XP_033137302.1, XP_033133670.1, XP_009115359.1, XP_009133978.1, XP_009133966.1
OG0000415	As005G104640	XP_033133709.1, XP_033133839.1, XP_033132765.1, XP_033137613.1, XP_033132502.1, XP_018514613.1
OG0000416	As006G125710	XP_033147681.1, XP_033147658.1, XP_033145498.1, XP_033145503.1, XP_033145501.1, XP_033145622.1
OG0000416	As006G127220, As008G194210	XP_033134463.1, XP_009118580.1
OG0000417	As007G163710, As008G186410	XP_009102534.1
OG0000420	As010G222670	XP_009126942.2, XP_033141694.1, XP_009117175.1, XP_033146452.1
OG0000421	As004G078160, As004G078150	XP_009125150.1, XP_009129904.1, XP_009140209.1, XP_009139822.1
OG0000422	As008G188280, As008G188290, As008G188300	XP_009118318.1, XP_009127680.1, XP_009148245.1, XP_009148246.1, XP_009148244.2
OG0000423	As010G241040	XP_009105938.1, XP_009127948.1
OG0000423	As012G269020	XP_009147530.1
OG0000429	As009G215310	XP_033129927.1, XP_009129964.1
OG0000429	As002G052030	XP_009121978.2, XP_009131198.1
OG0000429	As001G004910	XP_009126072.2, XP_009140677.1, XP_009117057.1
OG0000430	As011G263500	XP_009112393.1
OG0000430	As001G014590	XP_009108112.1
OG0000431	As001G019780	XP_009138576.1, XP_009102845.1, XP_018510444.2
OG0000431	As008G187750	XP_009148321.2, XP_009148320.2, XP_009148319.2, XP_009118279.2, XP_009118276.2, XP_009118278.1
OG0000432	As002G044400	XP_009119805.1
OG0000432	As002G047750	XP_009132345.2, XP_009132342.2, XP_009132299.2, XP_033139627.1, XP_009126978.2
OG0000433	As003G075370, As003G075380, As003G075360, As003G075330, As003G075320, As003G075390, As011G250230, As008G187390, As008G187380, As008G187400	XP_033134637.1, XP_009113345.1, XP_009113344.2, XP_033134635.1, XP_033134640.1, XP_009113349.2, XP_009113348.1
OG0000435	As011G260090, As011G260040	XP_009110766.1
OG0000436	As011G266430, As002G048360	XP_009120181.1, XP_009142069.1, XP_009132186.2, XP_009126926.1, XP_009117525.1, XP_033144018.1, XP_009112624.1
OG0000437	As003G062850	XP_009114790.1
OG0000438	As004G085300	XP_033142113.1
OG0000439	As008G194170	XP_009119097.1, XP_009111012.1
OG0000439	As012G285510	XP_009116612.1, XP_009138911.1, XP_009104208.2
OG0000439	As006G127290	XP_009132781.2, XP_009144211.1
OG0000440	As006G136440	XP_033145104.1
OG0000441	As011G248660	XP_009146085.3
OG0000446	As009G219000	XP_009130224.1
OG0000446	As001G023650	XP_009114189.1, XP_009129126.1, NP_001288862.1
OG0000446	As008G183010	XP_009148815.1, XP_009110545.1, XP_009117904.1
OG0000447	As011G247170	XP_009116501.1, XP_009135424.1
OG0000447	As004G081330	XP_009132963.1
OG0000447	As003G069220	XP_009109706.1, XP_009102896.1, XP_009113647.1
OG0000448	As004G089550	XP_009128918.1, XP_033141448.1, XP_009128915.1, XP_033141010.1, XP_033141449.1, XP_033141447.1
OG0000449	As005G114720	XP_009126640.1, XP_009131961.1
OG0000449	As005G114730	XP_018513341.2, XP_009120511.2, XP_018512380.1
OG0000452	As001G002300, As001G002310	XP_009108991.1
OG0000454	As002G044440, As002G044430, As002G043530, As002G043510, As002G043520	XP_033140108.1, XP_033141682.1, XP_009127217.1, XP_033140109.1, XP_009127219.1, XP_009132515.1, XP_009119810.2, XP_033137797.1, XP_033137798.1
OG0000455	As007G178440	XP_033136653.1, XP_033136652.1, XP_033136134.1, XP_033135272.1, XP_033136137.1, XP_033138364.1, XP_033143893.1, XP_033144844.1, XP_033129068.1
OG0000457	As002G045110, As002G045120, As002G041830, As002G045100, As002G045130	XP_009119883.1
OG0000458	As002G043040	XP_018512153.1
OG0000459	As003G058960	XP_033142751.1, XP_033132728.1, XP_033132723.1, XP_033134633.1, XP_009134239.1, XP_018509163.1, XP_033133572.1, XP_033133483.1
OG0000461	As008G199680	XP_009118866.2
OG0000461	As006G146770	XP_009141683.2, XP_009141688.2, XP_009133199.1, XP_009143457.1
OG0000462	As009G214710	XP_033145964.1, XP_033131420.1, XP_033145741.1, XP_033142521.1, XP_009130772.1, XP_009130770.1, XP_033132655.1, XP_009121420.1, XP_033134228.1
OG0000463	As010G224360, As010G224370	XP_009149970.1, XP_033135396.1
OG0000465	As001G010580, As004G090240	XP_033132784.1, XP_033139728.1, XP_033139126.1, XP_033145532.1, XP_033138597.1, XP_009124798.1, XP_009113558.2, XP_033137467.1, XP_033146792.1, XP_033141428.1, XP_033146605.1, XP_033139127.1, XP_033129335.1, XP_009151330.3, XP_033141071.1
OG0000466	As002G032990, As003G058720, As003G058680, As007G181090, As007G181100, As007G181730, As007G181390, As002G038080, As009G205530, As002G045940, As002G033580, As002G036910, As002G036900, As002G036920, As009G205540, As009G206460, As009G202280, As009G202290, As002G033670	XP_009142412.1, XP_009105450.1
OG0000467	As004G088230, As012G284990	XP_009128823.1, XP_033136050.1, XP_033136881.1, XP_009138940.1
OG0000468	As012G280020	XP_018510247.1, XP_009139223.1
OG0000468	As006G125920	XP_009132909.2
OG0000468	As006G144160	XP_009141774.2, XP_009143351.2, XP_009143350.1, XP_033146287.1, XP_009143348.1, XP_033143678.1
OG0000471	As003G069540, As003G069550	XP_009107292.1, XP_009107294.1, XP_033135875.1, XP_033135906.1
OG0000472	As004G097070, As004G097040, As004G097060, As004G097030, As004G097050	XP_033145696.1, XP_033145692.1, XP_009125131.1, XP_009140233.1, XP_009125129.1
OG0000472	As004G097020	XP_009125128.1, XP_009139978.1, XP_009125127.1
OG0000481	As001G021880	XP_009113119.1, XP_009113245.1, XP_009105150.1
OG0000482	As004G077750, As001G028390	XP_009127523.1, XP_009127519.1, XP_009127518.1
OG0000483	As002G047220	XP_009127001.2, XP_033144611.1
OG0000484	As009G203850	XP_009146644.2, XP_009109322.2, XP_009113874.1
OG0000486	As001G013050, As001G013370	XP_009130067.1
OG0000487	As006G137570, As008G196100, As006G129680, As006G125350	XP_009119294.2, XP_009118642.1, XP_009111101.1
OG0000495	As001G001610, As001G001580, As001G001640, As001G001650	XP_033143733.1, XP_018512762.2, XP_009137861.1
OG0000495	As007G179430, As007G177930	XP_009109026.1, XP_009117277.1, XP_009108129.2
OG0000496	As011G256460, As011G256470, As002G041620, As001G004760, As001G012100, As004G090800, As001G012090, As007G177440	XP_033134294.1
OG0000497	As009G210870, As009G211010	XP_018509953.2, XP_033133408.1
OG0000497	As010G233090, As002G040610	XP_033134374.1
OG0000498	As002G045150	XP_009119884.2, XP_009132480.1, XP_009127171.1
OG0000499	As003G056720	XP_033129502.1, XP_009136924.1
OG0000499	As011G246530	XP_009135382.2, XP_033148694.1
OG0000499	As012G269540	XP_009116903.1, XP_033142332.1
OG0000500	As004G087530, As004G087510, As004G087540, As004G087560, As004G087480	XP_033136900.1
OG0000500	As004G087470	XP_009101627.1
OG0000501	As010G232220	XP_009145136.1
OG0000504	As006G143860	XP_009122765.1, XP_009125458.1, XP_009133361.1
OG0000504	As002G037010, As002G034340	XP_009146926.1, XP_009135051.1, XP_009123329.1
OG0000505	As009G215510	XP_009151038.1, XP_033137679.1, XP_009111654.1, XP_009129988.1, XP_033129031.1, XP_009129981.1, XP_009129983.1
OG0000506	As010G234690	XP_009122220.1, XP_033145038.1
OG0000509	As001G017890	XP_009136792.1, XP_009123025.1
OG0000510	As001G020890, As001G020900	XP_033133907.1, XP_009113246.1, XP_009103796.1
OG0000511	As011G254140	XP_009145429.2
OG0000511	As001G032060	XP_009113073.1
OG0000512	As003G061390	XP_033128717.1, XP_033143980.1, XP_018508202.1, XP_009137344.1, XP_009137347.1
OG0000513	As006G146210	XP_009116057.1
OG0000513	As005G114770	XP_009150046.1, XP_009150253.1, XP_009150274.2, XP_009120503.1, XP_009131967.1
OG0000514	As011G252640, As011G252630	XP_009135681.1
OG0000515	As012G267810	XP_009106801.2
OG0000521	As003G063570	XP_009145139.1
OG0000521	As004G080410	XP_009114721.1
OG0000521	As007G158420	XP_009110140.2, XP_009103239.1
OG0000521	As010G235150	XP_009104576.2, XP_009106540.1, XP_009128290.1
OG0000522	As004G083810	XP_009114847.1, XP_009114845.2, XP_009114844.1, XP_018510615.2, XP_033140687.1
OG0000523	As005G100530	XP_009142419.1
OG0000523	As012G287730	XP_033146728.1, XP_033136370.1
OG0000524	As006G141600, As006G141560, As006G141590	XP_009134996.1, XP_009124109.1, XP_009151612.1
OG0000525	As010G241940	XP_009106565.2
OG0000525	As007G153430	XP_009149137.1
OG0000525	As011G246900	XP_009146324.2, XP_033128129.1
OG0000525	As012G269710	XP_009147602.2, XP_009144768.1
OG0000526	As010G223400	XP_009150699.1, XP_009149875.1
OG0000526	As010G223440	XP_009102503.1
OG0000529	As005G113510, As005G113490, As005G113470	XP_009121337.1
OG0000530	As009G203010, As009G203020, As009G203100, As009G203060, As009G202740	XP_018509497.1, XP_009121416.1, XP_009131576.2, XP_009131578.2, XP_033131927.1
OG0000533	As011G263320	XP_009136299.1
OG0000534	As007G167300, As001G022180, As001G022190, As001G022170, As001G016060	XP_009104624.1, XP_009113228.1, XP_009113098.1, XP_009113102.1
OG0000535	As001G023310	XP_009114206.1
OG0000536	As010G228630, As004G090520	XP_033136431.1, XP_033138299.1, XP_033131359.1, XP_033138896.1, XP_033147447.1, XP_033143380.1, XP_033137748.1, XP_033133620.1, XP_033142878.1, XP_033144381.1, XP_033129490.1, XP_033138285.1, XP_033132563.1, XP_033136454.1, XP_033146370.1, XP_033134552.1, XP_033136124.1
OG0000537	As006G124070	XP_009134364.1, XP_009121939.1
OG0000537	As004G093070	XP_009107665.1
OG0000537	As006G141200	XP_009147069.1
OG0000538	As005G103710, As005G103700	XP_009133618.1, XP_009132730.2, XP_009142208.1, XP_033147157.1, XP_009133616.2
OG0000539	As005G120910	XP_009130576.1
OG0000540	As006G128870, As006G128860, As006G128850	XP_009144373.2, XP_009141006.1, XP_009141005.1, XP_009141004.1
OG0000541	As006G128960, As006G128940	XP_009140995.1
OG0000542	As009G202020	XP_009131521.1, XP_033140093.1, XP_009121511.1
OG0000544	As008G195020, As008G195030, As008G195070, As008G195140, As008G195120	XP_009118605.1, XP_009111058.1, XP_009111057.2
OG0000545	As010G238530	XP_009106162.2
OG0000546	As011G264020, As011G264080, As011G264050, As011G264010, As011G264090, As011G264000, As011G264100, As011G263960, As011G264110, As011G263990, As011G264030, As011G264060, As011G263920, As011G264120, As011G263950, As011G263980	XP_009121164.1, XP_009136366.1
OG0000550	As006G144690	XP_033143084.1, XP_009143611.2, XP_009115957.1, XP_033146759.1, XP_033128363.1, XP_009133066.1, XP_009143610.2, XP_033143083.1
OG0000551	As005G117770	XP_009150553.2, XP_009130469.2, XP_009112155.2
OG0000551	As003G075520	XP_009115076.2
OG0000551	As002G053470	XP_009131129.1
OG0000552	As007G159560	XP_009115529.1, XP_009103181.1
OG0000555	As003G067180	XP_033135316.1, XP_009126090.1, XP_009114633.2, XP_009114632.3, XP_009148774.1
OG0000556	As006G140800	XP_009129745.1, XP_009151676.2, XP_009111853.1
OG0000557	As012G286190	XP_009138849.1, XP_009116712.1
OG0000557	As005G102360	XP_009133689.1
OG0000558	As005G105310, As005G105360, As005G105380, As005G105290	XP_009132717.2, XP_033142715.1
OG0000559	As005G107810	XP_009122744.1, XP_033134638.1, XP_009113470.2, XP_009139531.2, XP_033145045.1
OG0000560	As005G115530	XP_033142767.1, XP_009131991.2, XP_009131989.1, XP_009131992.1
OG0000560	As008G196260, As008G196230	XP_009118653.1, XP_009111110.1, XP_009119312.2, XP_009119310.1
OG0000561	As005G118160	XP_009130486.1, XP_009150584.1, XP_009150582.1, XP_009130488.1, XP_009130489.1
OG0000562	As006G139230	XP_009134851.1, XP_009147201.1, XP_033147744.1
OG0000562	As009G200380	XP_009131419.1
OG0000562	As009G205610	XP_009151155.1, XP_009111716.1
OG0000563	As007G152350	XP_009149025.1
OG0000564	As007G177230	XP_033145935.1, XP_033145546.1, XP_033139501.1, XP_033143849.1
OG0000566	As011G250840	XP_009126454.1, XP_009126440.2, XP_009120815.1
OG0000567	As012G274310	XP_009136752.1, XP_033133573.1
OG0000570	As006G135060	XP_009117772.2, XP_009147386.1
OG0000571	As005G113940	XP_009120612.1
OG0000571	As008G191230	XP_033128427.1, XP_009148068.3, XP_009118394.1, XP_009110907.2
OG0000573	As012G270960, As012G270950, As012G270940	XP_009147713.1
OG0000578	As008G187240	XP_009148370.1, XP_009118255.1
OG0000578	As001G020350	XP_009113275.1
OG0000579	As002G044410	XP_033138042.1, XP_009132522.1, XP_009109193.1, XP_009139472.1
OG0000579	As004G098040	XP_009125189.1, XP_009140094.1
OG0000580	As005G102980	XP_009143003.1
OG0000582	As005G113410	XP_009148095.1, XP_009126544.2, XP_009120660.1, XP_009131880.1
OG0000582	As006G130460	XP_009140807.1
OG0000583	As006G127330	XP_033143486.1, XP_033138874.1, XP_033146960.1, XP_033146961.1, XP_009141173.1
OG0000583	As006G127350	XP_033145511.1
OG0000584	As006G124400	XP_009118686.2
OG0000584	As001G000400	XP_009129573.1
OG0000585	As012G275350	XP_033147802.1, XP_009132991.2, XP_009146339.1, XP_009143771.1, XP_009141387.1
OG0000586	As011G263800	XP_009112409.1
OG0000586	As004G082960	XP_033141274.1
OG0000587	As006G122410	XP_009128516.1, XP_009111378.1
OG0000587	As005G100170	XP_009142592.2, XP_009142458.1
OG0000587	As008G198370	XP_009118787.1, XP_009119663.1
OG0000588	As011G247080	XP_009135413.1, XP_009146304.2
OG0000588	As005G104750	XP_009142075.2, XP_009142853.1
OG0000588	As012G269820	XP_009106983.1
OG0000589	As005G114800	NP_001288817.1, XP_009131970.2, XP_009131969.1, XP_009120502.2
OG0000589	As010G224800	XP_033128544.1, XP_009149989.2, XP_033128490.1, XP_009150251.1, XP_009150252.1
OG0000590	As006G138710	XP_009134831.1, XP_009124879.1, XP_009147225.2
OG0000590	As009G205980	XP_009151184.2
OG0000590	As008G197660	XP_009119607.1
OG0000592	As011G250170	XP_009113515.2, XP_009145932.2
OG0000592	As010G239910, As007G154690	XP_009110365.2, XP_009117627.1, XP_009149259.2
OG0000593	As008G192880, As010G241820, As010G241840	XP_009117329.1
OG0000593	As011G252190, As011G252250, As011G252270, As011G252260	XP_018514692.1
OG0000595	As010G226140	XP_009150272.1
OG0000596	As010G227450	XP_009127018.1
OG0000600	As002G048280	XP_009120170.1
OG0000600	As011G266450	XP_009128837.1
OG0000601	As009G201050, As006G135040	XP_009126050.2, XP_033137542.1, XP_009131469.1
OG0000601	As001G027850	XP_009139830.1, XP_018512375.1
OG0000602	As012G276820	XP_009103848.1
OG0000602	As002G034860	XP_009146894.2, XP_009135040.1, XP_009123155.1
OG0000604	As005G099260	XP_009133818.1
OG0000604	As007G163770, As012G288540	XP_009137484.1, XP_009138683.1
OG0000605	As010G239470	XP_009128020.1
OG0000605	As010G239480	XP_009128018.1
OG0000606	As011G248160	XP_009115095.2, XP_033132955.1, XP_009137369.2, XP_033143799.1
OG0000606	As010G244280	XP_009104437.1
OG0000606	As012G270700	XP_033146855.1
OG0000607	As011G251140	XP_009112175.1, XP_033142287.1
OG0000607	As011G262980	XP_009119384.2, XP_009136284.3
OG0000608	As012G284160	XP_009134139.1
OG0000608	As012G284170, As012G284200	XP_009139389.1
OG0000613	As006G135470	XP_009118068.1, XP_009118287.1, XP_033132790.1, XP_009134673.1
OG0000613	As002G045780	XP_009119920.1
OG0000614	As002G054140, As005G116690, As002G054130	XP_033142527.1
OG0000615	As011G264960	XP_033129532.1, XP_009102287.2
OG0000615	As003G072430	XP_009138409.2, XP_009146753.2, XP_009109323.1
OG0000616	As005G114070	XP_009120601.1
