Orthogroup	Aethionema_saxatile	Arabidopsis_thaliana
OG0000526	As010G223440	AT3G47740.1
OG0000529	As010G223810, As010G223800, As010G223830	AT3G47250.1, AT3G47200.1
OG0000529	As005G113510, As005G113490, As005G113470	AT5G22560.1, AT5G22550.2
OG0000530	As009G203010, As009G203020, As009G203100, As009G203060, As009G202740	AT5G17100.1, AT5G17110.1, AT5G17150.1, AT5G17120.1, AT5G17090.1
OG0000533	As007G180830	AT2G21580.1
OG0000533	As011G263320	AT2G16360.1
OG0000534	As007G167300, As001G022180, As001G022190, As001G022170, As001G016060	AT1G62225.1, AT1G62220.1, AT1G62000.1, AT1G62080.1, AT1G62060.1
OG0000535	As001G023320	AT1G61070.1
OG0000535	As001G023310	AT2G02130.1
OG0000537	As006G124070	AT4G03290.1
OG0000537	As004G093070	AT4G12860.1
OG0000537	As006G141200	AT3G07490.1
OG0000538	As005G103710, As005G103700	AT2G43590.1, AT2G43580.1
OG0000539	As005G120910	AT5G65940.1
OG0000540	As006G128870, As006G128860, As006G128850	AT2G29490.1, AT2G29480.1, AT2G29470.1, AT2G29460.1
OG0000542	As009G202020	AT5G16130.1
OG0000542	As012G273170	AT1G48830.1
OG0000543	As007G177800	AT2G24285.2, AT3G42940.1, AT2G24480.1, AT3G28620.1, AT5G43200.1, AT2G24460.1
OG0000544	As008G195020, As008G195030, As008G195070, As008G195140, As008G195120	AT1G05250.1, AT1G05240.1
OG0000545	As010G238530	AT1G75050.1
OG0000546	As011G264020, As011G264080, As011G264050, As011G264010, As011G264090, As011G264000, As011G264100, As011G263960, As011G264110, As011G263990, As011G264030, As011G264060, As011G263920, As011G264120, As011G263950, As011G263980	AT2G17080.1, AT2G17070.1
OG0000550	As006G144690	AT2G36170.1, AT3G52590.1
OG0000551	As005G117770	AT5G64740.1
OG0000551	As003G075520	AT4G39350.1
OG0000551	As007G180690	AT2G21770.1
OG0000551	As002G053470	AT5G09870.1
OG0000552	As007G159560, As003G061630	AT1G23410.1
OG0000553	As003G063010	AT1G33950.1
OG0000553	As003G063020, As003G063040	AT1G33890.1
OG0000553	As003G063070, As003G063050	AT1G33880.1, AT1G33830.1, AT2G26820.3, AT1G33870.1, AT1G33900.1, AT1G33910.1, AT1G33930.1
OG0000555	As003G067180	AT4G12150.1, AT4G12140.1, AT4G12220.1, AT4G12210.1, AT4G05350.1, AT4G12190.1
OG0000556	As004G093660	AT4G13170.1
OG0000556	As006G140800	AT5G48760.1
OG0000557	As012G286190	AT3G60270.1, AT3G60280.1
OG0000559	As005G107810	AT5G02910.1, AT5G02930.1, AT5G02920.1, AT3G28410.1, AT5G02700.1
OG0000560	As005G115530	AT5G59530.1, AT5G59540.1
OG0000560	As008G196260, As008G196230	AT1G04350.1
OG0000561	As005G118160	AT1G77080.8, AT5G65050.3, AT5G65060.1, AT5G65080.2, AT5G65070.3
OG0000562	As006G139230	AT3G05840.1
OG0000562	As009G200380	AT5G14640.1
OG0000562	As009G205610	AT5G26751.1
OG0000563	As007G152350	AT1G15890.1
OG0000564	As007G177230	AT5G27100.1, AT4G31710.2
OG0000565	As010G233050	AT5G15025.1
OG0000565	As010G233040	AT1G24200.1
OG0000566	As011G250840	AT5G20330.1, AT5G20340.1, AT1G33220.1
OG0000567	As012G274310	AT4G16195.1
OG0000570	As006G135060	AT3G02080.1
OG0000570	As009G217810	AT5G61170.1
OG0000571	As005G113940	AT5G60770.1
OG0000571	As008G191230	AT1G08090.1, AT1G08100.1
OG0000572	As010G240020, As010G240030, As010G240050, As010G240010	AT3G46190.2
OG0000573	As012G270960, As012G270950, As012G270940	AT5G49850.1, AT5G49870.1, AT1G52110.1
OG0000578	As008G187240	AT1G10430.1
OG0000578	As001G020350	AT1G59830.1
OG0000579	As002G044410	AT5G52650.1, AT4G25740.1
OG0000579	As004G098040	AT5G41520.1
OG0000580	As005G102980	AT2G44220.1
OG0000582	As005G113410	AT1G08360.1, AT5G22440.1
OG0000582	As006G130460	AT2G27530.1
OG0000583	As006G127330	AT1G06135.1, AT2G31345.1
OG0000583	As006G127350	AT2G31335.1
OG0000584	As006G124400	AT5G44140.1
OG0000584	As001G000400	AT4G28510.1, AT2G20530.1
OG0000585	As012G275350	AT3G14600.1, AT2G34480.2, AT1G29965.1
OG0000586	As011G263800	AT2G16980.4, AT2G16970.2
OG0000586	As004G082960	AT5G42210.1
OG0000587	As006G122410	AT4G01480.1
OG0000587	As005G100170	AT2G46860.1
OG0000587	As008G198370	AT1G01050.1
OG0000588	As011G247080	AT3G14940.1
OG0000588	As005G104750	AT2G42600.1
OG0000588	As012G269820	AT1G53310.1
OG0000589	As005G114800	AT5G59820.1
OG0000589	As010G224800	AT3G46090.1, AT3G46080.1, AT3G46070.1
OG0000590	As006G138710	AT3G05560.1
OG0000590	As009G205980	AT5G27770.1
OG0000590	As008G197660	AT1G02830.1
OG0000592	As011G250170	AT3G18130.1
OG0000592	As010G239910, As007G154690	AT1G18080.1
OG0000593	As011G252190, As011G252250, As011G252270, As011G252260	AT5G42600.1
OG0000594	As010G222860	AT3G48280.1, AT3G48270.1, AT3G48290.2, AT3G48310.1, AT3G48320.1
OG0000595	As010G226140	AT3G44540.1
OG0000596	As010G227450	AT5G55190.1
OG0000600	As002G048280	AT5G56600.1
OG0000600	As001G001180	AT4G29350.1
OG0000601	As009G201050, As006G135040	AT5G15490.1
OG0000601	As001G027850	AT5G39320.1, AT3G29360.1
OG0000602	As012G276820	AT3G53230.1
OG0000602	As002G034860	AT3G09840.1
OG0000604	As005G099260	AT2G47610.1
OG0000604	As007G163770, As012G288540	AT3G62870.1
OG0000605	As010G239470	AT1G74020.1
OG0000605	As010G239480	AT1G74000.1
OG0000606	As011G248160	AT3G15980.5
OG0000606	As010G244280	AT1G79990.1
OG0000606	As012G270700	AT1G52360.2
OG0000607	As011G251140	AT3G19020.1
OG0000607	As011G262980	AT2G15880.1
OG0000608	As012G284160	AT3G57710.1
OG0000608	As012G284170, As012G284200	AT3G57730.1
OG0000613	As006G135470	AT3G02480.1
OG0000613	As002G045780	AT5G53820.1, AT5G38760.1
OG0000614	As002G054140, As005G116690, As002G054130	AT5G08680.1
OG0000615	As011G264960	AT2G18020.1
OG0000615	As003G072430	AT4G36130.1
OG0000616	As005G114070	AT5G60670.1
OG0000616	As012G277180	AT2G37190.1, AT3G53430.1
OG0000617	As006G121910	AT4G01220.1
OG0000618	As010G241950	AT1G78580.1
OG0000618	As006G132210	AT1G17000.1, AT1G16980.1, AT4G27550.1
OG0000619	As006G145810, As006G145800	AT2G37170.2, AT2G37180.1
OG0000619	As012G277130	AT3G53420.1
OG0000620	As010G239430, As007G154950	AT1G18540.1, AT1G74060.1, AT1G74050.1
OG0000625	As006G135190	AT3G02190.1
OG0000626	As001G031250	AT1G63570.2, AT1G63550.1, AT1G63600.1
OG0000627	As006G134640	AT1G66970.2, AT4G26690.1
OG0000627	As002G047240	AT5G55480.1
OG0000628	As003G064150, As011G250810	AT1G36240.1
OG0000630	As004G077630, As004G077620, As004G077610	AT5G38160.1, AT5G38170.1, AT5G38180.1, AT5G38195.1, AT5G38197.1, AT3G57310.1
OG0000632	As012G286880, As012G286870	AT3G60770.1
OG0000634	As005G115030, As005G115050, As005G115070, As005G115040, As005G115020, As005G115010	AT5G59320.1, AT5G59310.1
OG0000635	As006G128210	AT2G30310.1, AT2G30220.1
OG0000635	As006G127130	AT2G24560.1, AT2G31540.1, AT1G58430.1, AT2G31550.1
OG0000636	As009G212850	AT5G05870.1, AT5G05890.1, AT5G05880.1, AT5G05900.1
OG0000646	As001G027670	AT3G29160.1
OG0000646	As006G134940	AT3G01090.2
OG0000647	As002G034480, As005G107800	AT3G09680.1
OG0000648	As012G288670, As012G288660, As002G053310, As005G099090, As012G288650	AT4G27830.1, AT4G27820.1, AT3G62750.2, AT3G62740.1
OG0000649	As003G066660	AT1G41830.1
OG0000649	As010G237340	AT1G76160.1
OG0000650	As004G088550	AT5G46040.1
OG0000651	As005G115100	AT3G48400.1
OG0000651	As005G114680, As005G114690	AT5G59940.1, AT5G59930.1
OG0000652	As009G217160	AT5G23360.1, AT5G23350.1, AT5G23370.1
OG0000658	As009G206090, As012G277750, As001G026410	AT5G27700.1, AT3G53890.1
OG0000660	As010G224220	AT3G46830.1
OG0000660	As005G115310	AT5G59150.1
OG0000661	As010G223120, As006G127120, As006G127080	AT5G35530.1, AT3G53870.1, AT2G31610.1
OG0000662	As009G201630	AT5G15840.1
OG0000662	As006G135390	AT3G02380.1
OG0000662	As009G201640	AT5G15850.1
OG0000663	As007G161620, As007G161610, As007G161660, As007G161640, As007G161630, As007G161650	AT1G67990.1, AT1G24735.2
OG0000663	As010G229530	AT1G67980.1
OG0000664	As011G245420	AT3G59130.1
OG0000664	As011G245410	AT3G11390.1, AT3G11385.1, AT3G11370.1, AT3G11402.1
OG0000669	As005G103090	AT2G44120.2
OG0000669	As001G022370	AT3G13580.1, AT2G01250.1
OG0000670	As003G061610, As003G061660	AT4G23590.1, AT4G23600.1
OG0000671	As004G078130	AT5G39090.1
OG0000672	As007G157950, As006G146270	AT1G78720.1
OG0000672	As004G081100, As011G248400	AT1G29310.1
OG0000674	As008G197690	AT1G02810.1
OG0000674	As005G099330	AT2G47550.1
OG0000674	As006G123130	AT4G02330.1
OG0000675	As007G152400, As006G126430	AT1G15930.1
OG0000676	As008G193080	AT1G07070.1
OG0000676	As012G282240	AT1G74270.1
OG0000677	As007G160250	AT1G27030.1, AT1G27020.1
OG0000685	As001G001340	AT4G29480.1
OG0000685	As002G032860	AT4G26210.1
OG0000686	As001G012430	AT4G33830.1, AT4G33840.1, AT4G33860.1
OG0000687	As001G017930	AT4G16520.1
OG0000687	As005G101960	AT2G45170.1
OG0000687	As012G286760	AT3G60640.1
OG0000688	As001G023430	AT2G02310.1
OG0000688	As001G023420	AT2G02240.1
OG0000689	As007G158860, As003G063160, As004G080020	AT1G34030.1, AT1G22780.1, AT4G09800.1
OG0000690	As007G154700, As003G065860, As008G196720, As010G226610	AT5G33330.1
OG0000692	As005G104580	AT3G58740.1, AT3G58750.1, AT2G42790.1
OG0000693	As012G282230	AT3G55740.1
OG0000693	As006G143100	AT2G36590.1, AT2G39890.1
OG0000694	As007G177770	AT2G24645.3, AT4G00260.1, AT2G13985.1
OG0000695	As010G239400	AT1G74090.1
OG0000696	As012G270790, As011G248260	AT3G16080.1
OG0000697	As012G271560	AT1G51538.1
OG0000702	As009G199960	AT5G14480.1
OG0000702	As001G026500	AT3G27540.1
OG0000702	As006G132970	AT3G01620.1
OG0000703	As002G035150	AT5G03690.1
OG0000703	As006G145070	AT2G36460.1
OG0000703	As012G276510	AT3G52930.1
OG0000704	As003G058000	AT4G19690.2
OG0000705	As005G103510, As005G103480	AT2G43730.1, AT2G43740.1
OG0000706	As005G117900	AT5G64870.1
OG0000707	As006G138740	AT3G50845.1
OG0000707	As007G161420	AT3G09380.1
OG0000708	As008G185890	AT1G11580.2
OG0000709	As009G203840	AT5G45060.1, AT5G45250.1, AT3G51570.1, AT5G17880.1
OG0000714	As004G077650	AT5G38210.2
OG0000716	As004G088610, As007G165810	AT5G37280.1, AT5G37270.1, AT5G37250.2, AT5G37230.1, AT5G37220.1
OG0000718	As005G106250, As005G106210, As005G106230, As005G106240, As005G106220	AT3G11740.1, AT5G01750.2
OG0000719	As005G114760	AT5G59845.1
OG0000720	As012G288480	AT3G62660.1
OG0000720	As006G122970	AT4G02130.1
OG0000720	As008G197790	AT1G02720.1
OG0000721	As006G123060	AT4G02230.1
OG0000721	As008G197760, As012G274520, As011G248980	AT3G16780.1
OG0000722	As010G232800	AT1G66580.1
OG0000722	As008G183090	AT1G14320.1
OG0000723	As009G205300, As009G205260	AT2G04190.1, AT2G04170.1
OG0000723	As009G205270, As009G205280, As009G205290, As009G205310	AT5G26300.1, AT5G26280.3, AT5G26260.1, AT5G26320.1
OG0000724	As012G281700, As012G281680, As012G281690, As012G281640	AT2G17845.1
OG0000730	As001G023940	AT2G03240.1
OG0000730	As008G183370	AT1G14040.1
OG0000731	As001G025190, As001G025200, As001G025210	AT3G26170.1, AT3G26180.1, AT3G26160.1, AT3G26150.1
OG0000732	As002G032800	AT4G26140.7
OG0000732	As012G276370	AT3G52840.2
OG0000734	As009G218770, As010G223710	AT3G47370.1
OG0000734	As002G043480	AT5G62300.1, AT3G45030.1
OG0000735	As002G047800	AT5G56060.1, AT5G25030.1, AT5G56075.1
OG0000736	As002G053050	AT5G10260.1
OG0000736	As003G074810	AT4G39890.1
OG0000737	As003G075290, As003G075300, As003G075310, As003G075240, As003G075260	AT4G39480.1, AT4G39490.1, AT2G23180.1
OG0000738	As006G125610	AT2G33050.1
OG0000739	As009G216850, As008G197070	AT1G65660.1
OG0000741	As012G268430	AT1G55490.1
OG0000742	As209G297130	ATCG00860.1, ATCG01280.1
OG0000749	As008G184000	AT1G13320.1
OG0000749	As007G161240	AT1G25490.1
OG0000750	As001G030660	AT5G41720.1, AT1G64290.1, AT1G64295.1, AT2G05360.1
OG0000751	As005G108820, As002G035280	AT5G64140.1
OG0000752	As009G215650, As009G215640, As011G255520, As009G215610, As009G215620, As009G215600	AT5G25010.1, AT5G25020.1, AT5G24990.1
OG0000752	As002G052450	AT5G10750.1
OG0000753	As003G064670	AT1G43910.1
OG0000754	As003G064750	AT1G43780.1
OG0000754	As004G082990	AT5G42240.1, AT5G42230.1
OG0000755	As004G086160	AT4G05110.2, AT4G05120.1, AT4G05140.1, AT4G05130.1
OG0000756	As004G087220	AT4G35670.1, AT5G27530.1, AT5G44830.1, AT5G44840.1
OG0000757	As005G107510	AT5G02450.1
OG0000757	As006G146500	AT3G53740.2, AT2G37600.1
OG0000758	As010G243380	AT1G80780.3
OG0000758	As006G126420	AT2G32070.1
OG0000759	As009G219760	AT5G58590.1
OG0000759	As006G128470	AT2G30060.1
OG0000759	As008G193030	AT1G07140.1
OG0000760	As006G142310	AT2G40510.1, AT2G40590.1
OG0000760	As012G282830	AT3G56340.1
OG0000762	As011G266570	AT2G19930.1
OG0000763	As012G269290	AT1G54000.1, AT1G54010.1, AT1G54020.2
OG0000764	As012G271730	AT1G51120.1, AT1G50680.1
OG0000765	As012G275540, As012G275570, As012G275590	AT3G52010.1, AT3G52000.1, AT2G05850.1, AT3G52020.1
OG0000772	As002G037440, As001G027110, As001G015580	AT3G28510.1, AT3G28520.1, AT3G28540.1
OG0000774	As002G033010	AT4G26300.5
OG0000776	As009G213010, As002G037060	AT3G11250.1, AT3G09200.1
OG0000778	As002G050230	AT5G13370.1, AT5G13360.3, AT5G13380.1, AT5G13350.1
OG0000779	As003G060370	AT4G22310.1
OG0000779	As004G085410	AT4G05590.2
OG0000779	As004G085400	AT4G14695.1
OG0000780	As003G074900	AT4G39800.1
OG0000780	As007G180430	AT2G22240.1, AT5G10170.1
OG0000781	As004G079650	AT2G43820.1
OG0000781	As005G103380, As005G103370	AT2G43840.1
OG0000782	As005G107060, As005G106550	AT3G21210.1, AT1G34480.1, AT5G01480.1
OG0000783	As005G113140	AT5G22060.1
OG0000783	As010G226400	AT3G44110.1
OG0000784	As010G225950	AT3G44750.1
OG0000784	As005G113590	AT5G22650.1
OG0000785	As007G161520	AT4G33300.1
OG0000785	As009G214360	AT5G04720.1
OG0000786	As009G217820, As009G217830	AT5G61180.1, AT3G61028.2, AT3G60940.1, AT3G62210.1
OG0000787	As010G222930, As010G222920	AT3G12470.1
OG0000788	As010G225660, As010G225670, As010G225650	AT3G45060.1
OG0000789	As010G242960	AT1G79550.1
OG0000789	As012G267770	AT3G12780.1, AT1G56190.1
OG0000798	As001G017630, As003G055740, As004G083120	AT4G17390.1
OG0000799	As001G021720, As005G104360	AT1G26795.1, AT1G26796.1
OG0000799	As001G021710	AT1G26799.1, AT1G26798.1, AT1G26797.1
OG0000800	As001G024200, As001G024190, As001G024170	AT2G03550.1
OG0000800	As004G080730, As010G231950, As010G231900, As010G231970, As010G231990, As010G231910	AT3G48700.1
OG0000801	As002G035990	AT3G10560.1, AT5G04630.1
OG0000801	As009G214440	AT5G04660.1
OG0000801	As002G036000	AT3G10570.1
OG0000802	As004G088660	AT5G46170.1
OG0000802	As003G070730	AT1G30200.1
OG0000802	As003G056750	AT4G18380.1
OG0000803	As003G058030	AT4G19810.1
OG0000803	As003G070410, As003G065450	AT4G19750.1, AT4G19760.1
OG0000803	As007G160300	AT4G19770.1, AT4G19800.1
OG0000804	As004G097150	AT5G40320.1
OG0000805	As004G096100, As011G254230	AT4G15000.1
OG0000806	As005G102850	AT2G28270.1, AT2G44380.1, AT2G44390.1, AT5G43520.1
OG0000807	As005G102950	AT2G44260.2
OG0000807	As006G139170, As006G133330	AT3G01880.1, AT3G01870.1
OG0000808	As006G129450	AT2G28760.4
OG0000808	As010G224570	AT3G46440.1
OG0000808	As005G114980	AT5G59290.2
OG0000809	As007G160640	AT1G26630.1
OG0000809	As008G183460	AT1G13950.1
OG0000810	As012G271550	AT1G50750.1
OG0000818	As010G221920	AT3G49310.1
OG0000818	As001G030280	AT4G27720.1, AT1G64650.1
OG0000819	As002G036020	AT1G66240.1
OG0000819	As012G282730	AT3G56240.1
OG0000820	As002G041080	AT3G05890.1
OG0000821	As002G043850	AT5G51950.1, AT5G51930.1
OG0000823	As004G090360	AT5G47210.1
OG0000823	As003G055870	AT4G17520.1
OG0000824	As003G062540	AT1G33140.1, AT1G33120.1
OG0000824	As004G083720	AT4G10450.1
OG0000825	As012G287570	AT3G61600.1
OG0000825	As005G100830	AT2G46260.1
OG0000826	As005G102780	AT2G44450.1
OG0000827	As012G278780	AT5G54960.1
OG0000827	As005G106720	AT4G33070.1, AT5G01330.1, AT5G01320.1
OG0000828	As012G285140, As006G125590	AT2G33300.1, AT2G33090.1
OG0000829	As006G136530	AT3G03480.1
OG0000829	As009G203460, As009G203470	AT5G17540.1
OG0000830	As007G156440	AT4G38510.5, AT1G76030.1, AT1G20260.1
OG0000831	As007G156620, As007G156630	AT1G20500.1, AT1G20490.1, AT5G38120.1
OG0000833	As011G246960	AT3G14840.2, AT1G53420.1
OG0000834	As011G250710	AT3G18610.1
OG0000835	As011G251220	AT3G19130.1
OG0000835	As012G272760	AT1G49600.2
OG0000836	As012G283770, As012G283780, As012G283790	AT3G57260.2
OG0000842	As001G025250	AT3G26230.1, AT3G26220.1, AT3G26280.2, AT3G26270.1
OG0000843	As001G029790, As001G029800	AT1G64900.1, AT1G64940.1, AT1G64950.1, AT2G12190.1, AT1G64930.1, AT5G61320.1
OG0000844	As002G034430	AT3G09630.1
OG0000844	As005G107840	AT5G02870.1
OG0000845	As002G042280	AT5G50460.1
OG0000845	As010G222560	AT3G48570.1
OG0000846	As004G079020, As002G046530, As006G146430	AT4G33260.1, AT4G33270.1
OG0000847	As002G053580	AT5G09730.1
OG0000847	As005G117570	AT5G64570.1
OG0000848	As004G078550, As006G122300	AT1G01100.1
OG0000849	As006G122200	AT4G00880.1
OG0000849	As005G100320	AT3G61900.1
OG0000850	As005G101230	AT2G45840.1
OG0000851	As005G105540	AT2G41790.1, AT3G57470.2
OG0000853	As006G123840	AT4G03070.1, AT4G03050.1
OG0000854	As008G191240	AT2G28340.1, AT1G08010.1, AT1G08000.1
OG0000855	As010G223210	AT3G47960.1
OG0000855	As009G219120	AT5G62680.1
OG0000857	As010G227430, As010G227420	AT3G32980.1
OG0000858	As011G255880, As011G255860	AT3G28870.1, AT3G24260.1
OG0000867	As007G161960, As001G028870	AT1G66380.1
OG0000868	As009G211830	AT5G06600.1
OG0000868	As006G130700, As002G037910	AT3G11910.1
OG0000869	As004G090370	AT5G47200.1
OG0000869	As003G055880	AT4G17530.1
OG0000870	As003G068700	AT1G28230.1
OG0000870	As004G081540	AT2G33750.1
OG0000871	As006G135520	AT3G02520.1
OG0000871	As009G201940	AT5G16050.1
OG0000871	As004G077790	AT5G38480.1
OG0000872	As006G126250	AT2G32540.1, AT2G32530.1
OG0000873	As010G233530, As006G137440, As009G204210	AT3G04230.1
OG0000875	As008G193510	AT1G06620.1
OG0000876	As009G217470, As009G217500, As009G217530	AT5G23010.2, AT5G23020.1
OG0000883	As001G014390	AT4G34670.1
OG0000883	As006G138050	AT3G04840.1
OG0000884	As007G162220, As002G033790, As007G161390, As007G162230, As007G161400	AT1G25370.1
OG0000885	As007G158480	AT1G22450.1
OG0000885	As002G049480	AT5G57815.1, AT4G28060.1
OG0000886	As004G082110	AT5G43010.1
OG0000887	As005G099860	AT2G47130.1
OG0000888	As012G284780	AT3G58500.1
OG0000888	As005G104850	AT2G42500.1
OG0000889	As010G224550	AT3G46460.1
OG0000890	As012G277560	AT3G53670.1
OG0000890	As006G146240	AT2G37480.1
OG0000891	As007G158460, As007G158450, As007G158470, As007G158440	AT4G22110.1, AT1G22430.1, AT1G22440.1
OG0000892	As009G215030, As009G215020	AT5G25470.1, AT5G25475.4
OG0000894	As010G223940, As010G223960	AT3G46800.1
OG0000895	As011G258420	AT2G04040.1
OG0000897	As012G277910, As012G277930	AT3G53960.1, AT2G37900.1
OG0000900	As001G016830, As001G016840	AT1G13470.1, AT1G13520.1, AT1G13480.1
OG0000901	As001G017960, As001G018000, As001G017970, As001G017990, As001G017980	AT4G16500.1
OG0000902	As009G213330	AT5G05370.1
OG0000902	As002G036680, As002G036460	AT3G10860.1
OG0000903	As002G052040	AT1G64870.1, AT5G11220.1
OG0000904	As005G118380, As002G052940	AT4G31700.1
OG0000905	As002G053040	AT5G10270.1
OG0000905	As005G118090	AT5G64960.1
OG0000906	As002G053300	AT5G10010.1
OG0000907	As003G057070	AT4G18596.2
OG0000907	As004G088350	AT5G45880.1
OG0000908	As003G075600, As010G234720	AT4G39235.1
OG0000909	As007G159890	AT1G24070.1
OG0000909	As004G083080	AT4G13410.1
OG0000910	As005G114500	AT5G60142.1
OG0000911	As005G119970	AT5G66710.1
OG0000911	As010G220810	AT3G50730.1, AT3G50720.1
OG0000912	As006G123380	AT4G02570.1, AT1G02980.1, AT1G43140.1
OG0000913	As007G159440, As010G233540, As006G125620	AT1G12960.1
OG0000915	As012G276470	AT3G52910.1
OG0000915	As006G145010	AT2G36400.1
OG0000918	As009G205850	AT4G13300.1, AT4G13280.2
OG0000919	As011G249370	AT3G17227.1, AT3G17230.1, AT3G17225.1
OG0000920	As012G269320, As012G269300	AT1G53970.1, AT5G40990.1, AT1G53940.2
OG0000921	As012G272730	AT1G49650.1, AT1G49640.1, AT1G49660.1
OG0000930	As011G266460	AT2G19770.1
OG0000930	As001G001170	AT4G29340.1
OG0000931	As002G036870	AT3G11130.1
OG0000932	As004G079170, As002G037970	AT2G37270.1
OG0000933	As002G044170, As007G165200	AT5G52360.1
OG0000935	As004G086290	AT4G05330.1
OG0000935	As003G059060	AT4G21160.1
OG0000936	As003G059620	AT4G21590.1
OG0000936	As003G059640	AT4G21585.6
OG0000937	As003G062060	AT4G24000.1
OG0000938	As003G075080	AT1G69820.1, AT4G39650.1, AT4G39640.1
OG0000939	As007G181030, As007G181020, As003G075790	AT2G21390.1
OG0000940	As004G092040	AT2G05710.1
OG0000940	As004G090050	AT4G35830.1
OG0000941	As004G095180	AT4G14160.1
OG0000941	As008G194780	AT1G05520.1
OG0000943	As006G138940	AT3G05590.1, AT5G27850.1
OG0000945	As005G105910	AT1G03720.1
OG0000946	As005G106490, As005G106480	AT5G01560.1
OG0000947	As006G135230	AT3G02230.1
OG0000950	As009G205820	AT5G26860.1, AT3G05780.1, AT3G05790.1
OG0000951	As010G227570, As010G227580, As010G227540, As009G214750	AT5G46890.1, AT5G46900.1
OG0000952	As009G216080	AT3G28250.1
OG0000953	As010G221250	AT3G50120.1, AT3G50170.1, AT3G50200.1, AT3G50160.1, AT3G50150.1
OG0000954	As011G251450	AT3G19390.1
OG0000961	As002G047500, As010G227170, As010G227150, As010G227180, As010G227140, As009G213740, As001G020280, As001G020290, As001G020270, As001G020260, As010G243570, As001G014010, As001G014040, As001G013950	AT1G80590.1, AT1G66600.1, AT1G66560.1, AT1G66550.1
OG0000962	As001G027150	AT5G40000.1, AT3G28600.1, AT3G28610.1
OG0000963	As002G034260	AT5G02380.1
OG0000964	As002G040430	AT5G49760.1, AT5G49770.1, AT5G49780.2
OG0000965	As011G245590, As011G255900	AT3G13640.1
OG0000965	As003G057680	AT4G19210.1
OG0000966	As003G057820	AT4G19510.4, AT4G19470.1
OG0000967	As003G064080	AT1G36050.1
OG0000967	As007G158200	AT1G22200.1
