Orthogroup	Aethionema_saxatile	Odontarrhena_muralis
OG0000499	As011G246530	Om002G059420
OG0000499	As012G269540	Om003G092390
OG0000500	As004G087470	Om008G357470
OG0000501	As010G232220	Om007G291470
OG0000504	As002G037010, As002G034340	Om001G012750, Om002G052110, Om008G332030
OG0000505	As009G215510	Om006G239820, Om006G239880, Om006G239860, Om006G239890
OG0000506	As010G234690	Om005G205820
OG0000510	As001G020890, As001G020900	Om005G220900, Om005G220910, Om005G222650, Om005G222240, Om005G222350, Om005G222330, Om005G222290, Om005G222310, Om005G222270, Om005G222590, Om005G222560
OG0000511	As001G032060	Om005G224850
OG0000512	As003G061390	Om001G010440
OG0000513	As006G146210	Om008G335560, Om006G254410
OG0000513	As005G114770	Om006G267240, Om006G245660
OG0000514	As011G252640, As011G252630	Om002G068070
OG0000515	As012G267810	Om003G089490
OG0000520	As002G050660, As002G050220, As012G287100	Om007G301340
OG0000521	As004G080410	Om008G344260
OG0000521	As007G158420	Om005G204880
OG0000521	As010G235150	Om004G133420
OG0000522	As004G083810	Om001G011800, Om001G011810, Om008G348020, Om008G348080, Om008G348070
OG0000523	As005G100530	Om008G320770
OG0000523	As012G287730	Om001G027610, Om003G127080, Om003G127050
OG0000524	As006G141600, As006G141560, As006G141590	Om002G050630
OG0000525	As010G241940	Om004G133010
OG0000525	As007G153430	Om005G198050
OG0000525	As011G246900	Om002G059840
OG0000525	As012G269710	Om003G092800
OG0000526	As010G223400	Om006G263940
OG0000526	As010G223440	Om006G263950
OG0000529	As010G223810, As010G223800, As010G223830	Om008G331390, Om008G331400
OG0000529	As005G113510, As005G113490, As005G113470	Om006G244040, Om006G244010
OG0000533	As007G180830, As003G075650	Om004G155930
OG0000533	As001G014250	Om001G032890
OG0000534	As007G167300, As001G022180, As001G022190, As001G022170, As001G016060	Om005G224370
OG0000535	As001G023320	Om005G222110
OG0000535	As001G023310	Om008G333800
OG0000536	As010G228630, As004G090520	Om008G349410, Om011G365270
OG0000537	As006G124070	Om007G302270
OG0000537	As004G093070	Om003G104980
OG0000537	As006G141200	Om002G050220
OG0000538	As005G103710, As005G103700	Om008G324950, Om008G324960, Om008G324980
OG0000539	As005G120910	Om006G228950
OG0000540	As006G128870, As006G128860, As006G128850	Om007G282450, Om007G282470, Om007G282460, Om007G282480, Om007G282490
OG0000542	As009G202020	Om007G298840
OG0000542	As012G273170	Om003G099070
OG0000544	As008G195060	Om005G182550, Om005G182520
OG0000544	As008G195080, As008G195130	Om005G182530
OG0000544	As008G195020, As008G195030, As008G195070, As008G195140, As008G195120	Om005G182540
OG0000545	As010G238530	Om004G138860, Om004G138840, Om004G138850
OG0000546	As011G264020, As011G264080, As011G264050, As011G264010, As011G264090, As011G264000, As011G264100, As011G263960, As011G264110, As011G263990, As011G264030, As011G264060, As011G263920, As011G264120, As011G263950, As011G263980	Om002G083470
OG0000550	As002G037320	Om008G337580
OG0000550	As006G144690	Om006G255770
OG0000551	As005G117770	Om006G232640
OG0000551	As003G075520	Om001G040480
OG0000551	As002G053470	Om004G166290
OG0000552	As012G288190, As005G099880, As007G159560, As003G061630	Om008G319960
OG0000553	As003G063020, As003G063040	Om001G012580, Om001G012510
OG0000553	As003G063070, As003G063050	Om001G012520
OG0000554	As007G157590	Om001G002110, Om005G222990
OG0000554	As003G065060, As004G082630	Om008G342670, Om008G342700
OG0000555	As003G067180	Om008G352870, Om008G352880, Om001G004330, Om002G081550, Om003G102250
OG0000557	As012G286190	Om003G124890, Om003G124880
OG0000557	As005G102360	Om008G322970
OG0000559	As005G107810	Om004G174990, Om004G174960, Om004G175040
OG0000560	As005G115530	Om006G246000
OG0000560	As008G196260, As008G196230	Om005G181410, Om005G181420, Om005G181400
OG0000561	As005G118160	Om006G232200, Om006G232260, Om006G232240
OG0000562	As006G139230	Om002G048170
OG0000562	As009G200380	Om007G301050
OG0000562	As009G205610	Om007G294310
OG0000563	As007G152350	Om002G081700, Om002G081710, Om002G081690, Om005G196730
OG0000564	As007G177230	Om001G028220
OG0000565	As010G233050	Om005G208860, Om005G208700, Om005G208690, Om005G208710, Om005G208350
OG0000566	As011G250840	Om007G297320, Om006G242250, Om006G242050, Om006G242270, Om002G082780
OG0000570	As006G135060	Om002G043360
OG0000570	As009G217810	Om006G237000
OG0000571	As005G113940	Om006G244500
OG0000571	As008G191230	Om005G186030, Om005G186020
OG0000578	As008G187240	Om005G188980
OG0000578	As001G020350	Om005G219910
OG0000579	As002G044410	Om007G286810
OG0000579	As004G098040	Om007G318320
OG0000580	As005G102980	Om008G323850
OG0000581	As005G107050, As005G107040, As005G107070, As005G107030	Om004G176190, Om004G176200
OG0000582	As005G113410	Om005G186340, Om006G243850
OG0000582	As006G130460	Om007G284590
OG0000583	As006G127330	Om005G183560
OG0000583	As006G127350	Om007G280600, Om007G280610
OG0000584	As006G124400	Om005G180860, Om007G292850
OG0000584	As001G000400	Om001G022800, Om002G088330
OG0000585	As012G275350	Om007G290440, Om008G340110, Om002G059620
OG0000586	As011G263800	Om002G083340
OG0000586	As004G082960	Om008G342910
OG0000587	As006G122410	Om004G158710
OG0000587	As005G100170	Om008G320250
OG0000587	As008G198370	Om005G178890
OG0000588	As011G247080	Om002G060100
OG0000588	As005G104750	Om008G326370
OG0000588	As012G269820	Om003G093150
OG0000589	As005G114800	Om006G245680
OG0000589	As010G224800	Om006G267230
OG0000590	As006G138710	Om002G047710
OG0000590	As009G205980	Om007G293960
OG0000590	As008G197660	Om005G179630
OG0000592	As011G250170	Om002G064890, Om002G064880
OG0000592	As010G239910, As007G154690	Om005G199600
OG0000593	As008G192880, As010G241820, As010G241840	Om004G133070
OG0000595	As010G226140	Om006G269050
OG0000596	As010G227450	Om007G281450, Om003G117040
OG0000600	As002G048280	Om006G250410
OG0000600	As001G001180	Om001G024270
OG0000601	As009G201050, As006G135040	Om007G299770
OG0000601	As001G027850	Om007G315410
OG0000602	As012G276820	Om006G254960
OG0000602	As002G034860	Om002G052520
OG0000604	As005G099260	Om003G128580, Om008G319190
OG0000604	As007G163770, As012G288540	Om007G285830
OG0000605	As010G239470	Om004G140130
OG0000605	As010G239480	Om004G140160
OG0000606	As011G248160	Om002G061700
OG0000606	As010G244280	Om004G129810
OG0000606	As012G270700	Om003G094590
OG0000607	As011G251140	Om002G066240
OG0000608	As012G284170, As012G284200	Om003G120910
OG0000613	As006G135470	Om002G043790
OG0000613	As006G132250	Om007G315050
OG0000613	As002G045780	Om003G115420
OG0000615	As011G264960	Om002G084910
OG0000615	As003G072430	Om001G035770
OG0000616	As005G114070	Om006G244670
OG0000616	As012G277180	Om008G335980, Om006G254660
OG0000617	As006G121910	Om004G158130
OG0000618	As010G241950	Om004G133000
OG0000618	As006G132210	Om005G198040, Om001G020760
OG0000619	As006G145810, As006G145800	Om008G335990, Om008G336000
OG0000619	As012G277130	Om006G254680
OG0000620	As010G239430, As007G154950	Om007G289350, Om005G200260, Om004G140080
OG0000625	As006G135190	Om002G043480
OG0000625	As007G176620	Om001G028720
OG0000626	As001G031250	Om005G226500, Om002G081100
OG0000627	As006G134640	Om001G018740
OG0000627	As002G047240	Om003G117480
OG0000628	As003G064150, As011G250810	Om002G065810
OG0000629	As010G229270, As010G229250, As004G090580, As003G067260, As007G166860	Om008G345860, Om006G267530, Om001G024090, Om008G345620
OG0000630	As004G077630, As004G077620, As004G077610	Om005G221290
OG0000633	As010G244250	Om004G129890
OG0000634	As005G115030, As005G115050, As005G115070, As005G115040, As005G115020, As005G115010	Om006G259460, Om006G246380, Om006G246370, Om006G246400, Om006G246390
OG0000635	As006G128210	Om007G281810
OG0000635	As006G127130	Om007G280320
OG0000636	As009G212850	Om004G171070, Om004G171050, Om004G171040, Om004G171060
OG0000645	As001G004340	Om005G206760
OG0000646	As001G027670	Om006G269470
OG0000646	As006G134940	Om002G043170
OG0000647	As002G034480, As005G107800	Om002G052310
OG0000648	As012G288670, As012G288660, As002G053310, As005G099090, As012G288650	Om003G128400, Om003G128430, Om003G128440
OG0000649	As003G066660	Om006G253830
OG0000649	As010G237340	Om004G136710
OG0000650	As004G088550	Om008G359210
OG0000650	As004G088560	Om008G359320, Om008G359290, Om008G359340, Om008G359260
OG0000651	As005G115100	Om006G246340
OG0000651	As005G114680, As005G114690	Om006G245520, Om006G245510
OG0000652	As009G217160	Om006G237830, Om006G237880, Om006G237860
OG0000658	As009G206090, As012G277750, As001G026410	Om003G106660, Om007G293840, Om006G254110
OG0000659	As011G266440, As009G211360, As002G048340	Om001G024350
OG0000660	As008G192800	Om005G185150
OG0000660	As010G224220, As005G115310	Om006G246670
OG0000661	As010G223120, As006G127120, As006G127080	Om007G280270, Om008G327370
OG0000662	As009G201630	Om007G299230
OG0000662	As006G135390	Om002G043690
OG0000662	As009G201640	Om007G299200
OG0000663	As007G161620, As007G161610, As007G161660, As007G161640, As007G161630, As007G161650	Om005G211670, Om004G147530, Om004G147600
OG0000664	As011G245420, As011G245410	Om001G038790
OG0000669	As005G103090	Om008G323950, Om001G002100, Om001G002090
OG0000669	As001G022370	Om002G057870
OG0000670	As003G061610, As003G061660	Om001G010780
OG0000672	As004G081100, As011G248400	Om007G289610
OG0000674	As008G197690	Om005G179570
OG0000674	As005G099330	Om008G319260
OG0000674	As006G123130	Om004G159710
OG0000675	As007G152400	Om005G196790, Om007G279730
OG0000676	As008G193080	Om005G184580
OG0000676	As010G239230, As007G155100, As012G282240	Om004G139720
OG0000677	As007G160250	Om004G136950, Om004G145150, Om001G025590
OG0000685	As001G001340	Om001G024490
OG0000685	As002G032860, As011G266380	Om002G087370
OG0000686	As001G012430	Om001G031630, Om001G031650, Om001G031590, Om001G031660
OG0000687	As001G017930	Om007G275820
OG0000687	As005G101960	Om008G322470, Om008G322490
OG0000687	As012G286760	Om003G125660
OG0000688	As001G023430	Om001G026700
OG0000689	As007G158860, As003G063160, As004G080020	Om005G205310, Om001G012690
OG0000691	As004G080740, As011G248640	Om007G298400
OG0000692	As005G104580	Om003G122540, Om003G122530, Om003G122550, Om008G326170
OG0000693	As012G282230	Om006G251440
OG0000693	As006G143100	Om008G331200
OG0000695	As010G239400	Om004G140010
OG0000696	As012G270790, As011G248260	Om002G061880
OG0000697	As012G271560	Om003G096530, Om003G095790, Om003G096510, Om003G095780
OG0000702	As009G199960	Om007G301290
OG0000702	As006G132970	Om002G042520
OG0000703	As002G035150	Om004G173900
OG0000703	As006G145070	Om008G337070
OG0000703	As012G276510	Om006G255340
OG0000704	As003G058000	Om001G004670, Om001G004680
OG0000705	As005G103510, As005G103480	Om008G324590
OG0000706	As005G117900	Om006G232490
OG0000708	As008G185890	Om005G190620
OG0000709	As009G203840	Om007G296380
OG0000713	As001G006270	Om001G022580, Om002G085420, Om005G226960, Om006G235380, Om004G154450, Om005G225160, Om001G022590, Om004G160190, Om007G301610, Om003G099300, Om005G215610, Om002G077820, Om008G356600, Om005G214460, Om008G344390
OG0000714	As004G077650	Om007G314590
OG0000714	As001G028540	Om005G213140
OG0000715	As004G085240	Om008G353360
OG0000716	As004G088610, As007G165810	Om005G211830, Om008G328670
OG0000717	As010G227840, As010G227810, As007G157130, As004G091870, As010G236660	Om005G225940
OG0000718	As005G106250, As005G106210, As005G106230, As005G106240, As005G106220	Om002G055310, Om004G177070
OG0000719	As005G114760	Om006G245640
OG0000720	As012G288480	Om003G128230
OG0000720	As006G122970	Om004G159420
OG0000720	As008G197790	Om008G319350
OG0000721	As006G123060	Om004G159540
OG0000722	As010G232800	Om005G208970
OG0000722	As008G183090	Om005G194430
OG0000723	As009G205270, As009G205280, As009G205290, As009G205310	Om007G294640
OG0000730	As001G023940	Om006G274110
OG0000730	As008G183370	Om005G193950
OG0000731	As001G025190, As001G025200, As001G025210	Om008G338660, Om008G338680
OG0000732	As012G276370	Om006G255490
OG0000734	As002G043480	Om003G112660
OG0000735	As002G047800	Om003G118250, Om003G118240
OG0000736	As002G053050	Om004G165740
OG0000736	As003G074810	Om001G039680
OG0000738	As006G125610	Om007G278680
OG0000739	As009G216850, As008G197070	Om005G180900
OG0000739	As011G255260	Om002G071940
OG0000740	As010G237290	Om004G147780
OG0000741	As012G268430	Om003G090420
OG0000742	As209G297130	Om068G377170, Om068G377160
OG0000749	As008G184000	Om005G193040
OG0000749	As007G161240	Om004G147040
OG0000750	As001G030660	Om007G291180, Om001G009690, Om005G228190, Om005G228180
OG0000751	As005G108820, As002G035280	Om004G173690
OG0000752	As009G215650, As009G215640, As011G255520, As009G215610, As009G215620, As009G215600	Om006G239670, Om006G239690, Om006G239700, Om006G239680
OG0000752	As002G052450	Om004G164920
OG0000753	As003G064670	Om001G015620
OG0000754	As003G064750	Om001G015760
OG0000755	As004G086160	Om008G355040, Om008G355050
OG0000757	As005G107510	Om004G175670
OG0000757	As006G146500	Om008G335340, Om006G254280
OG0000758	As010G243380	Om004G131100
OG0000759	As009G219760	Om006G247560
OG0000759	As006G128470	Om007G282010
OG0000759	As008G193030	Om005G184700
OG0000760	As006G142310	Om008G329550, Om008G329460
OG0000760	As012G282830	Om006G250500
OG0000762	As011G266570	Om001G015640, Om002G087640, Om002G087650, Om001G015670
OG0000763	As012G269290	Om003G091650, Om003G091630
OG0000764	As012G271730	Om003G096160, Om003G096690, Om003G096670, Om003G096680
OG0000765	As012G275540, As012G275570, As012G275590	Om006G259450, Om006G259750, Om005G210270, Om005G210060, Om005G210240, Om005G210230, Om006G260090, Om007G313620
OG0000772	As002G037440, As001G027110, As001G015580	Om006G270510, Om001G008990, Om001G008970
OG0000773	As007G160440, As010G232720, As001G027430	Om005G209150
OG0000774	As002G033010	Om001G017860
OG0000775	As002G035830, As009G214640	Om002G053420, Om002G053410, Om004G172920
OG0000776	As009G213010, As002G037060	Om002G051640
OG0000778	As002G050230	Om004G161480, Om004G161470, Om004G161490, Om004G161460
OG0000779	As003G060370	Om001G008900
OG0000779	As004G085410	Om008G353570
OG0000779	As004G085400	Om008G353560
OG0000780	As003G074900	Om001G039760
OG0000780	As007G180430	Om004G165850
OG0000781	As004G079650	Om008G324460, Om008G324450, Om008G324440, Om008G324430
OG0000781	As005G103380, As005G103370	Om008G324410
OG0000783	As005G113140	Om006G243370
OG0000783	As010G226400	Om006G268650
OG0000784	As010G225950	Om001G001310
OG0000784	As005G113590	Om006G244140
OG0000785	As007G161520	Om001G030640, Om001G030650
OG0000785	As009G214360	Om004G172580
OG0000786	As009G217820, As009G217830	Om006G236990, Om006G236980
OG0000787	As010G222930, As010G222920	Om002G056150, Om002G056160, Om002G056140
OG0000788	As010G225660, As010G225670, As010G225650	Om006G267680
OG0000789	As010G242960	Om004G131580
OG0000789	As012G267770	Om002G056630, Om003G089450
OG0000799	As001G021720, As005G104360, As001G021710	Om005G222980
OG0000800	As001G024200, As001G024190, As001G024170, As004G080730, As010G231950, As010G231900, As010G231970, As010G231990, As010G231910	Om006G261660
OG0000801	As002G035990	Om002G053550
OG0000801	As009G214440	Om004G172640
OG0000801	As002G036000	Om002G053590, Om002G053560
OG0000802	As004G088660	Om008G359660
OG0000802	As003G070730	Om007G290710
OG0000802	As003G056750	Om001G002180
OG0000803	As003G058030	Om003G116420, Om001G004780
OG0000804	As004G081460, As004G097150, As004G079430	Om005G228300
OG0000806	As005G102850	Om008G323550, Om008G323530
OG0000807	As005G102950	Om008G323720
OG0000807	As006G139170, As006G133330	Om002G042240, Om002G042250
OG0000808	As006G129450	Om007G283270
OG0000808	As005G114980	Om006G246460
OG0000809	As007G160640	Om004G146010
OG0000809	As008G183460	Om005G194080
OG0000809	As010G232490	Om005G194070
OG0000818	As010G221920	Om006G239010
OG0000818	As001G030280	Om005G228870
OG0000819	As002G036020	Om002G053630
OG0000819	As012G282730	Om006G250650
OG0000821	As002G043850	Om003G113100
OG0000822	As002G045610, As002G045600	Om003G115650, Om003G115480
OG0000823	As004G090360	Om008G362180
OG0000823	As003G055870	Om001G000380
OG0000824	As003G062540	Om001G012010, Om001G012020
OG0000825	As012G287570	Om003G126780
OG0000825	As005G100830	Om008G321070
OG0000826	As005G102780	Om008G323390
OG0000827	As012G278780	Om003G116690
OG0000827	As005G106720	Om004G176620
OG0000828	As012G285140, As006G125590	Om005G219460, Om007G278890, Om008G356770
OG0000829	As006G136530	Om002G045010
OG0000829	As009G203460, As009G203470	Om007G296880
OG0000830	As007G156440	Om005G202380, Om004G136890
OG0000831	As007G156620, As007G156630	Om005G202570, Om005G202580, Om005G202590
OG0000833	As011G246960	Om002G059910
OG0000834	As011G250710	Om002G065630
OG0000834	As012G273380	Om003G098980
OG0000835	As011G251220	Om002G066410
OG0000835	As012G272760	Om003G098020
