Orthogroup	Aethionema_saxatile	Erysimum_linariifolium
OG0000559	As005G107810	El001G080000, El001G079990
OG0000560	As005G115530	El007G331600, El007G331590
OG0000560	As008G196260, As008G196230	El002G086290
OG0000561	As005G118160	El004G230080, El007G325210, El007G325200
OG0000562	As006G139230	El005G240840
OG0000562	As009G200380	El001G066850
OG0000562	As009G205610	El001G051040
OG0000564	As007G177230	El003G151240, El003G183160
OG0000565	As010G233050	El001G066430, El007G339140
OG0000566	As011G250840	El001G059810, El002G122870, El002G120910, El002G120890
OG0000570	As006G135060	El005G236220
OG0000570	As009G217810	El007G329730
OG0000571	As005G113940	El007G330150
OG0000571	As008G191230	El002G090790, El002G090800
OG0000578	As008G187240	El002G093390
OG0000578	As001G020350	El004G201790
OG0000579	As002G044410	El003G158750
OG0000579	As004G098040	El003G192870
OG0000580	As005G102980	El006G284550
OG0000582	As005G113410	El002G091090, El001G058060
OG0000582	As006G130460	El006G306650
OG0000583	As006G127330	El002G088500, El006G301100
OG0000584	As006G124400	El007G360170, El007G360210
OG0000584	As001G000400	El003G155370, El005G279020
OG0000585	As012G275350	El005G250920, El006G296810, El002G116030
OG0000586	As011G263800	El005G274260, El005G274270
OG0000586	As004G082960	El007G356130
OG0000587	As006G122410	El001G001680
OG0000587	As005G100170	El006G281050
OG0000587	As008G198370	El002G083840
OG0000588	As011G247080	El005G251300
OG0000588	As005G104750	El006G286410
OG0000588	As012G269820	El002G138330
OG0000589	As005G114800	El007G331140
OG0000589	As010G224800	El001G015220, El001G015210
OG0000590	As006G138710	El005G240490
OG0000590	As009G205980	El001G050260
OG0000590	As008G197660	El002G084540, El001G046970
OG0000592	As011G250170	El005G255230
OG0000592	As010G239910, As007G154690	El002G102180
OG0000594	As010G222860	El001G017880, El001G017870, El001G017890, El001G017910
OG0000595	As010G226140	El001G012760
OG0000596	As010G227450	El007G337050
OG0000600	As002G048280	El007G335330
OG0000600	As001G001180	El003G154330
OG0000601	As009G201050, As006G135040	El001G065960
OG0000601	As001G027850	El003G189040, El001G045460
OG0000602	As012G276820	El001G023830
OG0000602	As002G034860	El005G245050
OG0000604	As007G163770, As012G288540	El003G159740
OG0000605	As010G239470	El004G226470
OG0000605	As010G239480	El004G226450
OG0000606	As011G248160	El005G252680
OG0000606	As010G244280	El004G234540
OG0000606	As012G270700	El002G137160
OG0000607	As011G251140	El005G256430
OG0000607	As011G262980	El005G273250
OG0000608	As012G284160	El001G029160
OG0000608	As012G284170, As012G284200	El001G029200
OG0000613	As006G135470	El005G236630
OG0000613	As006G132250	El003G188050
OG0000613	As002G045780	El007G338900
OG0000614	As002G054140, As005G116690, As002G054130	El001G072970
OG0000615	As011G264960	El005G275640
OG0000615	As003G072430	El003G146000
OG0000616	As005G114070	El007G330270
OG0000617	As006G121910	El001G001050
OG0000618	As010G241950	El004G231950
OG0000618	As006G132210	El002G101030, El006G315570, El003G156630
OG0000619	As006G145810, As006G145800	El006G293360, El006G293330
OG0000619	As012G277130	El001G024020
OG0000620	As010G239430, As007G154950	El002G132960, El002G102710, El004G226590
OG0000625	As006G135190	El005G236360
OG0000625	As001G004420	El006G315330
OG0000625	As007G176620	El003G150890
OG0000626	As001G031250	El004G195890, El004G195900, El004G195840, El004G195860
OG0000627	As006G134640	El004G216800, El004G216700, El003G157670
OG0000627	As002G047240	El007G336680
OG0000628	As003G064150, As011G250810, As010G235510	El005G256040
OG0000630	As004G077630, As004G077620, As004G077610	El003G186820, El003G186840, El001G045230
OG0000633	As005G110870	El001G047050
OG0000633	As010G244250	El004G234510
OG0000634	As005G115030, As005G115050, As005G115070, As005G115040, As005G115020, As005G115010	El001G038710, El007G331850, El007G331840, El007G331830
OG0000635	As006G128210	El006G302380, El006G302520
OG0000635	As006G127130	El006G316770, El006G300810
OG0000636	As009G212850	El001G076360, El001G076340, El001G076350, El001G076330
OG0000646	As001G027670	El001G045010
OG0000646	As006G134940	El005G236080
OG0000648	As012G288670, As012G288660, As002G053310, As005G099090, As012G288650	El003G156220, El001G034950, El006G289710, El001G007600
OG0000649	As003G066660	El002G125830
OG0000649	As010G237340	El004G228960
OG0000650	As004G088550	El007G364370
OG0000652	As009G217160	El001G056710, El001G056700, El001G056690
OG0000658	As009G206090, As012G277750, As001G026410	El001G042420, El001G024540
OG0000659	As011G266440	El007G335270
OG0000659	As009G211360, As002G048340	El003G154270
OG0000660	As008G192800	El002G089950
OG0000660	As010G224220	El001G016140
OG0000660	As005G115310	El007G332040
OG0000661	As010G223120, As006G127120, As006G127080	El003G183060, El001G024520
OG0000662	As009G201630	El001G065510
OG0000662	As006G135390	El005G236530
OG0000662	As009G201640	El001G065500
OG0000663	As007G161620, As007G161610, As007G161660, As007G161640, As007G161630, As007G161650	El002G112430
OG0000663	As010G229530	El004G218530, El004G218540
OG0000664	As011G245420	El005G249750
OG0000669	As005G103090	El006G284700
OG0000669	As001G022370	El005G249520, El001G036140
OG0000670	As003G061610, As003G061660	El003G161490, El003G161480, El003G161470
OG0000671	As004G078130	El003G189740
OG0000672	As007G157950, As006G146270	El004G232100
OG0000672	As004G081100, As011G248400	El002G115210
OG0000674	As008G197690	El002G084490, El001G044880
OG0000674	As005G099330	El006G280250
OG0000674	As006G123130	El001G002840
OG0000675	As007G152400, As006G126430	El002G100000
OG0000676	As008G193080	El002G089520
OG0000676	As010G239230, As007G155100	El002G102840
OG0000676	As012G282240	El004G226820
OG0000677	As007G160250	El002G110140, El002G110080, El002G110100
OG0000685	As001G001340	El003G153470, El003G153890
OG0000685	As002G032860	El003G158250
OG0000686	As001G012430	El003G148820, El003G148810
OG0000687	As001G017930	El003G171090
OG0000687	As005G101960	El006G283280
OG0000687	As012G286760	El001G032400
OG0000688	As001G023430	El001G037340, El001G037420, El001G037330
OG0000688	As001G023420	El001G037300
OG0000689	As007G158860, As003G063160, As004G080020	El001G009730, El002G122220, El002G107950
OG0000690	As007G154700, As003G065860, As008G196720, As010G226610	El002G136370, El004G208690, El003G176470
OG0000692	As005G104580	El001G030390, El001G030400, El006G286210
OG0000693	As012G282230	El001G026960
OG0000693	As006G143100	El006G289890
OG0000694	As007G177770	El006G316670, El001G048080, El007G343340
OG0000695	As010G239400	El002G130860, El004G226650
OG0000696	As012G270790, As011G248260	El002G137030, El005G252780
OG0000697	As012G271560	El002G135910
OG0000702	As009G199960	El001G067010
OG0000702	As001G026500	El001G042500
OG0000702	As006G132970	El005G235390
OG0000703	As002G035150	El001G078990
OG0000703	As006G145070	El006G294270
OG0000703	As012G276510	El001G023490
OG0000704	As003G058000	El003G166220, El007G362440
OG0000705	As005G103510, As005G103480	El004G210650
OG0000706	As005G117900	El007G325440
OG0000707	As006G138740	El001G021050
OG0000708	As008G185890	El002G094850
OG0000709	As009G203840	El001G062910, El001G021830
OG0000714	As004G077650	El003G186860
OG0000714	As001G028540	El004G216550
OG0000716	As004G088610, As007G165810	El003G185150
OG0000718	As005G106250, As005G106210, As005G106230, As005G106240, As005G106220	El005G247430, El001G082010
OG0000719	As005G114760	El007G331110
OG0000720	As012G288480	El001G034860
OG0000720	As006G122970	El001G002630
OG0000720	As008G197790	El002G084420
OG0000721	As006G123060	El001G002760
OG0000721	As008G197760, As012G274520, As011G248980	El005G253580
OG0000722	As010G232800	El004G221000
OG0000722	As008G183090	El002G098220
OG0000723	As009G205300, As009G205260	El006G320090
OG0000723	As009G205270, As009G205280, As009G205290, As009G205310	El001G051480
OG0000730	As001G023940	El001G038230
OG0000730	As008G183370	El002G097900
OG0000731	As001G025190, As001G025200, As001G025210	El001G040450, El001G040430, El001G040440, El001G040420
OG0000732	As002G032800	El003G158340
OG0000732	As012G276370	El001G023360
OG0000733	As002G035910	El007G360130
OG0000734	As009G218770, As010G223710	El007G328390
OG0000735	As002G047800	El001G054110, El007G336090, El007G336080, El007G336100
OG0000736	As002G053050	El001G071730
OG0000736	As003G074810	El003G143520
OG0000737	As003G075290, As003G075300, As003G075310, As003G075240, As003G075260	El003G142970, El003G142980, El006G318840, El006G318830
OG0000738	As006G125610	El006G299020
OG0000739	As009G216850, As008G197070	El004G214000
OG0000741	As012G268430	El002G140470
OG0000742	As209G297130	El036G374450
OG0000749	As008G184000	El002G096980
OG0000749	As007G161240	El002G111960
OG0000750	As001G030660	El006G306010, El003G193220, El003G193210, El004G194540, El004G194440
OG0000751	As005G108820, As002G035280	El005G245380
OG0000752	As009G215650, As009G215640, As011G255520, As009G215610, As009G215620, As009G215600	El001G054120
OG0000752	As002G052450	El001G071160
OG0000753	As003G064670	El005G269360, El005G269350, El002G127570
OG0000754	As003G064750	El002G127360
OG0000754	As004G082990	El007G356170, El001G051070
OG0000755	As004G086160	El001G004860, El001G004840, El001G004820
OG0000756	As004G087220	El003G146580
OG0000757	As005G107510	El001G080690
OG0000757	As006G146500	El006G292730
OG0000758	As010G243380	El004G233560
OG0000758	As006G126420	El006G300150
OG0000759	As009G219760	El007G332860
OG0000759	As006G128470	El006G302820
OG0000759	As008G193030	El002G089620
OG0000760	As012G282830	El006G289030, El006G288960, El001G027660
OG0000762	As011G266570	El005G278380, El005G278390, El002G131380
OG0000763	As012G269290	El002G139600, El002G139580
OG0000764	As012G271730	El002G135420
OG0000765	As012G275540, As012G275570, As012G275590	El003G147290, El001G021980, El001G022350, El003G147180, El003G147280
OG0000772	As002G037440, As001G027110, As001G015580	El001G043760, El001G043720, El001G044030, El001G043780, El001G043790, El001G043750
OG0000774	As002G033010	El003G158170
OG0000776	As009G213010, As002G037060	El005G244370
OG0000778	As002G050230	El001G068340, El001G068330
OG0000779	As003G060370	El003G163260
OG0000779	As004G085410	El001G005880
OG0000779	As004G085400	El001G005890
OG0000780	As003G074900	El003G143390
OG0000780	As007G180430	El006G320100, El001G071850
OG0000781	As004G079650	El006G284980
OG0000781	As005G103380, As005G103370	El006G284970
OG0000783	As005G113140	El001G058520
OG0000783	As010G226400	El001G012380
OG0000783	As006G130720	El003G175360, El050G375470
OG0000784	As010G225950	El001G013240
OG0000784	As005G113590	El001G057740
OG0000785	As007G161520	El003G149380, El003G190390
OG0000785	As009G214360	El001G077820, El001G011000
OG0000786	As012G288100	El002G117700, El002G117800, El002G117880, El002G117770, El002G117740, El002G117710, El002G117810, El002G117830
OG0000786	As009G217820, As009G217830	El007G329720, El007G329710
OG0000788	As010G225660, As010G225670, As010G225650	El001G013900
OG0000789	As010G242960	El004G233100
OG0000789	As012G267770	El002G141470
OG0000798	As001G017630, As003G055740, As004G083120	El003G169720, El003G170600
OG0000800	As001G024200, As001G024190, As001G024170	El001G038650
OG0000800	As004G080730, As010G231950, As010G231900, As010G231970, As010G231990, As010G231910	El001G018340, El001G018330
OG0000801	As002G035990	El005G245950
OG0000801	As009G214440	El001G077910
OG0000801	As002G036000	El005G245960
OG0000802	As004G088660	El007G364590
OG0000802	As003G070730	El002G116420
OG0000802	As003G056750	El003G168230
OG0000803	As003G058030	El003G166070
OG0000803	As003G070410, As003G065450	El003G166130
OG0000804	As004G097150, As004G079430	El001G042980
OG0000805	As004G096100, As011G254230	El003G174040
OG0000806	As005G102850	El006G284350, El006G284320
OG0000807	As005G102950	El006G284500
OG0000807	As006G139170, As006G133330	El005G235080, El005G235090
OG0000808	As006G129450	El006G304650
OG0000808	As010G224570	El001G015640
OG0000808	As005G114980	El007G331890
OG0000809	As007G160640	El002G111290
OG0000809	As008G183460	El002G097790
OG0000818	As010G221920	El001G019200
OG0000818	As001G030280	El003G156330, El004G193860
OG0000819	As002G036020	El004G215390
OG0000819	As012G282730	El001G027540
OG0000820	As002G041080	El005G240930
OG0000821	As002G043850	El007G341730, El007G341750, El007G341760
OG0000823	As004G090360	El007G366380
OG0000823	As003G055870	El003G169440
OG0000824	As003G062540	El002G120820, El002G120810
OG0000824	As004G083720	El001G008910
OG0000825	As012G287570	El001G033640
OG0000825	As005G100830	El006G281820
OG0000826	As005G102780	El006G284260
OG0000827	As012G278780	El007G337360
OG0000827	As005G106720	El003G149610, El001G081500
OG0000828	As012G285140, As006G125590	El006G298960
OG0000829	As006G136530	El005G237810
OG0000829	As009G203460, As009G203470	El001G063340, El001G063370
OG0000830	As007G156440	El006G321770, El004G228810, El002G104580
OG0000831	As007G156620, As007G156630	El002G104800, El002G104850, El002G121030, El003G186770
OG0000832	As008G195870	El002G124960, El007G348500, El005G263010, El005G263020
OG0000833	As011G246960	El005G251190, El007G348240, El006G317490, El003G171480, El002G138160
OG0000834	As011G250710	El005G255920
OG0000835	As011G251220	El005G256540
OG0000835	As012G272760	El002G133730
OG0000836	As012G283770, As012G283780, As012G283790	El001G028710
OG0000842	As001G025250	El001G040500, El001G040560, El001G040510, El001G040570
OG0000843	As001G029790, As001G029800	El004G211200, El001G003350, El004G211220
OG0000844	As002G034430	El005G244790
OG0000844	As005G107840	El001G080030
OG0000845	As002G042280	El003G159790
OG0000845	As010G222560	El001G018250
OG0000846	As004G079020, As002G046530, As006G146430	El003G149410, El003G149400
OG0000847	As002G053580	El001G072330, El007G349170, El007G351720, El007G351710, El007G351700, El007G351860, El007G351830
OG0000847	As005G117570	El007G325840
OG0000848	As004G078550, As006G122300	El002G083780
OG0000849	As006G122200	El001G001440
OG0000849	As005G100320	El001G034150
OG0000850	As005G101230	El006G282450
OG0000851	As005G105540	El006G287490, El003G189440, El001G028900, El001G028910
OG0000852	As010G227460, As010G227470, As005G111370	El001G059980
OG0000853	As006G123840	El001G003730, El001G003740, El007G357630, El007G357660, El004G210190, El003G175020, El001G008390, El001G008400, El001G008350, El003G177630, El001G003710
OG0000854	As008G191240	El006G305380, El002G090680
OG0000855	As010G223210	El001G017480
OG0000855	As009G219120	El007G327970
OG0000856	As010G224290	El001G011400
OG0000857	As010G227430, As010G227420	El001G046780
OG0000858	As011G255880, As011G255860	El005G266540, El005G266570, El005G266660, El005G266700, El005G266520, El005G266550, El005G266190, El005G266510, El005G266590, El005G266620, El005G266210, El005G266530, El005G266180, El005G266110, El005G266140, El005G266200, El005G266220, El005G266560
