Orthogroup	Aethionema_saxatile	Euclidium_syriacum
OG0000310	As005G115910, As001G004860, As001G003850, As005G113880	ESY6_g48700_DN2_SP0_c0.t1, ESY6_g48750_DN3_SP0_c0.t1, ESY6_g48753_DN3_SP0_c0.t1, ESY6_g48837_DN2_SP0_c0.t1
OG0000311	As009G202530	ESY7_g17282_DN3_SP8_c0.t1
OG0000311	As012G273730	ESY2_g37998_DN3_SP8_c0.t1
OG0000311	As011G249880	ESY3_g29751_DN3_SP8_c0.t1
OG0000311	As001G029000	ESY2_g35259_DN3_SP8_c0.t1
OG0000313	As003G058420	ESY9_g43019_DN3_SP0_c0.t1, ESY9_g43003_DN3_SP0_c0.t1
OG0000314	As008G195840	ESY5_g4954_DN3_SP8_c0.t1
OG0000314	As006G125760	ESY20_g12708_DN3_SP8_c0.t1, ESY5_g4953_DN3_SP7_c0.t1
OG0000315	As006G137990, As006G137760	ESY1_g10620_DN1_SP0_c0.t1, ESY25_g62861_DN1_SP0_c0.t1, ESY3_g28707_DN1_SP0_c0.t1
OG0000319	As006G129730, As005G114310, As008G191530	ESY5_g4449_DN3_SP8_c0.t1, ESY5_g4451_DN3_SP1_c0.t1, ESY6_g48917_DN3_SP0_c0.t1, ESY5_g4452_DN3_SP0_c0.t1
OG0000320	As012G280390	ESY4_g22047_DN1_SP0_c0.t1
OG0000321	As001G010170, As010G230550	ESY7_g19126_DN1_SP0_c0.t1
OG0000322	As009G214030	ESY2_g34830_DN3_SP0_c0.t1, ESY17_g40002_DN3_SP0_c0.t1
OG0000322	As007G153590	ESY10_g13911_DN3_SP0_c0.t1, ESY5_g4362_DN3_SP1_c0.t1, ESY12_g50855_DN3_SP0_c0.t1
OG0000323	As002G045490	ESY6_g47582_DN3_SP0_c0.t1
OG0000323	As005G112480	ESY16_g62142_DN3_SP0_c0.t1, ESY16_g62137_DN2_SP0_c0.t1, ESY16_g62138_DN1_SP0_c0.t1, ESY16_g62136_DN1_SP0_c0.t1
OG0000327	As008G195090, As008G195100, As011G263130	ESY5_g2001_DN3_SP0_c0.t1, ESY5_g1965_DN3_SP0_c0.t1, ESY5_g1980_DN3_SP0_c0.t1
OG0000328	As001G029880	ESY5_g5095_DN3_SP0_c0.t1
OG0000328	As004G078040, As004G078080, As004G078060, As004G078050, As004G078070	ESY9_g42834_DN3_SP0_c0.t1, ESY9_g42833_DN3_SP0_c0.t1
OG0000329	As007G180560	ESY12_g52063_DN2_SP0_c2.t1, ESY12_g52038_DN2_SP0_c0.t1, ESY1_g12078_DN3_SP0_c0.t1, ESY6_g50381_DN2_SP0_c0.t1, ESY12_g52037_DN1_SP0_c0.t1, ESY3_g32020_DN3_SP0_c0.t1, ESY12_g52025_DN3_SP0_c0.t1, ESY12_g52023_DN2_SP0_c0.t1, ESY6_g50380_DN2_SP0_c0.t1, ESY12_g52134_DN3_SP0_c0.t1, ESY8_g58529_DN3_SP0_c0.t1, ESY7_g18921_DN3_SP0_c0.t1, ESY7_g18922_DN3_SP0_c0.t1, ESY1_g12021_DN3_SP0_c0.t1, ESY1_g12033_DN2_SP0_c0.t1, ESY1_g12023_DN1_SP0_c0.t1, ESY7_g18961_DN1_SP0_c0.t1, ESY1_g11805_DN2_SP0_c0.t1, ESY1_g12036_DN3_SP0_c0.t1, ESY3_g30173_DN3_SP0_c0.t1, ESY7_g18960_DN2_SP0_c0.t1, ESY1_g11806_DN2_SP0_c0.t1
OG0000332	As001G030000	ESY2_g34313_DN3_SP3_c0.t1
OG0000332	As002G033230	ESY6_g49298_DN3_SP5_c0.t1, ESY6_g49299_DN3_SP7_c0.t1
OG0000334	As012G277630	ESY1_g11042_DN3_SP0_c14.t1
OG0000334	As006G146780	ESY3_g32183_DN2_SP0_c14.t1, ESY9_g45034_DN3_SP0_c14.t1, ESY4_g26104_DN2_SP0_c33.t1, ESY4_g26107_DN3_SP0_c33.t1, ESY9_g42414_DN3_SP0_c14.t1, ESY4_g26106_DN3_SP0_c30.t1, ESY20_g13238_DN2_SP0_c14.t1, ESY20_g13239_DN3_SP0_c14.t1, ESY20_g13236_DN2_SP0_c16.t1, ESY20_g13234_DN3_SP0_c30.t1, ESY20_g13232_DN3_SP0_c14.t1
OG0000338	As008G188190, As008G188080, As001G019490, As001G019290	ESY5_g3340_DN3_SP0_c0.t1, ESY5_g3323_DN3_SP1_c0.t1, ESY2_g34160_DN3_SP0_c0.t1, ESY2_g34140_DN3_SP8_c0.t1
OG0000339	As006G121550	ESY20_g12945_DN3_SP4_c0.t1
OG0000339	As005G101130, As012G287430	ESY12_g51781_DN3_SP8_c0.t1, ESY1_g12292_DN3_SP6_c0.t1
OG0000340	As005G103820	ESY12_g51455_DN3_SP0_c0.t1, ESY12_g51458_DN3_SP0_c0.t1
OG0000340	As005G103800, As005G103810	ESY12_g51456_DN3_SP0_c0.t1, ESY12_g51461_DN3_SP0_c0.t1, ESY12_g51457_DN3_SP0_c0.t1, ESY12_g51454_DN3_SP0_c0.t1
OG0000344	As005G110100, As009G215190, As009G215530	ESY1_g11952_DN3_SP0_c0.t1
OG0000348	As002G041810	ESY15_g65681_DN3_SP0_c0.t1, ESY15_g65682_DN3_SP0_c0.t1
OG0000348	As002G040050	ESY14_g20576_DN3_SP0_c73.t1, ESY4_g23225_DN3_SP0_c20.t1
OG0000350	As003G070220, As003G070200	ESY4_g23299_DN3_SP0_c0.t1
OG0000351	As009G207800	ESY2_g34256_DN1_SP0_c0.t1, ESY6_g50602_DN2_SP0_c0.t1
OG0000351	As011G246700, As011G246690	ESY3_g30430_DN3_SP0_c18.t1
OG0000352	As007G153380	ESY5_g4390_DN3_SP0_c0.t1
OG0000358	As006G124930, As008G196330	ESY20_g12899_DN3_SP8_c0.t1, ESY5_g5046_DN3_SP0_c0.t1
OG0000358	As008G196390	ESY20_g12900_DN3_SP6_c0.t1, ESY24_g32979_DN3_SP0_c0.t1, ESY7_g19036_DN3_SP0_c0.t1, ESY20_g12904_DN3_SP2_c0.t1
OG0000359	As003G070350, As003G070340, As003G070360, As012G275420	ESY4_g26504_DN3_SP0_c0.t1, ESY4_g26503_DN3_SP1_c0.t1, ESY4_g23322_DN2_SP0_c0.t1
OG0000362	As007G152580, As009G205230, As006G134970, As008G187260, As007G152630	ESY5_g3011_DN3_SP0_c0.t1
OG0000363	As009G209420	ESY7_g16013_DN1_SP0_c0.t1, ESY15_g64401_DN1_SP0_c0.t1
OG0000370	As007G153440	ESY5_g4379_DN3_SP0_c0.t1, ESY5_g4380_DN3_SP0_c0.t1, ESY5_g4381_DN3_SP0_c0.t1, ESY5_g4377_DN3_SP0_c0.t1, ESY5_g4382_DN3_SP0_c0.t1, ESY5_g4384_DN3_SP0_c0.t1
OG0000371	As005G099710, As005G099720	ESY9_g42803_DN3_SP0_c0.t1, ESY4_g26079_DN3_SP0_c0.t1, ESY12_g51428_DN3_SP0_c0.t1, ESY12_g51264_DN3_SP0_c0.t1, ESY12_g51425_DN3_SP0_c0.t1, ESY6_g50060_DN3_SP0_c31.t1, ESY6_g50607_DN3_SP0_c0.t1, ESY4_g26078_DN3_SP0_c0.t1, ESY11_g54100_DN2_SP0_c0.t1, ESY12_g51429_DN3_SP0_c0.t1
OG0000372	As006G132540, As006G132550	ESY9_g43031_DN3_SP0_c0.t1, ESY9_g43032_DN1_SP0_c0.t1, ESY9_g43033_DN2_SP0_c0.t1, ESY9_g43030_DN3_SP0_c0.t1
OG0000374	As012G273470, As012G273550	ESY2_g37261_DN3_SP1_c0.t1
OG0000377	As001G021080	ESY2_g33949_DN3_SP5_c0.t1, ESY2_g33948_DN3_SP2_c0.t1
OG0000377	As001G021090	ESY5_g3546_DN3_SP3_c0.t1
OG0000382	As006G122900	ESY20_g13176_DN3_SP8_c0.t1
OG0000382	As009G207590	ESY10_g15952_DN3_SP3_c0.t1
OG0000382	As008G188710	ESY5_g3261_DN3_SP4_c0.t1
OG0000383	As003G069230	ESY3_g31366_DN3_SP0_c0.t1, ESY3_g31367_DN3_SP0_c0.t1
OG0000383	As003G069340, As003G069370, As003G069310, As003G069390, As003G069380	ESY2_g35907_DN3_SP0_c0.t1, ESY7_g17293_DN3_SP0_c0.t1
OG0000386	As001G025230, As001G025220, As011G256850	ESY2_g34494_DN3_SP4_c28.t1
OG0000386	As012G276900, As012G276880	ESY1_g11126_DN3_SP0_c0.t1
OG0000389	As001G003830	ESY1_g11482_DN1_SP0_c0.t1
OG0000390	As001G012620	ESY6_g50166_DN2_SP0_c0.t1
OG0000390	As011G251840	ESY1_g11584_DN1_SP0_c1.t1
OG0000391	As007G158340, As007G158380, As007G158390, As007G158370, As007G158360	ESY11_g54772_DN3_SP0_c0.t1
OG0000396	As010G230750, As001G026970, As001G026990, As001G027000, As001G027010	ESY4_g25893_DN3_SP0_c15.t1
OG0000398	As012G268810	ESY2_g36267_DN3_SP0_c0.t1
OG0000403	As001G020780, As001G020790	ESY2_g33999_DN3_SP0_c15.t1, ESY2_g34014_DN2_SP0_c0.t1, ESY2_g33998_DN2_SP0_c0.t1
OG0000404	As012G276100, As006G144680, As002G037330	ESY7_g18799_DN3_SP0_c0.t1, ESY7_g18797_DN3_SP8_c0.t1, ESY3_g31266_DN3_SP1_c0.t1, ESY9_g44248_DN3_SP4_c0.t1
OG0000405	As002G037720, As002G037730, As004G089460, As004G093310, As004G097610	ESY4_g26461_DN2_SP0_c0.t1
OG0000406	As006G136090	ESY7_g17229_DN3_SP3_c0.t1, ESY7_g17230_DN3_SP3_c0.t1, ESY1_g11903_DN3_SP0_c0.t1, ESY1_g11901_DN3_SP0_c0.t1, ESY1_g11902_DN3_SP0_c0.t1, ESY3_g32382_DN3_SP0_c0.t1
OG0000407	As009G201130, As009G201860	ESY2_g33488_DN1_SP0_c0.t1, ESY7_g17451_DN3_SP0_c0.t1, ESY7_g17419_DN1_SP0_c0.t1, ESY7_g17421_DN2_SP0_c0.t1, ESY6_g50512_DN3_SP0_c0.t1, ESY7_g17549_DN2_SP0_c0.t1
OG0000409	As001G002920	ESY11_g54180_DN2_SP0_c0.t1
OG0000411	As001G022090	ESY2_g33755_DN3_SP7_c0.t1
OG0000411	As004G085710	ESY7_g16298_DN3_SP5_c0.t1
OG0000411	As003G060010	ESY9_g43688_DN3_SP8_c46.t1
OG0000412	As002G046400	ESY6_g47907_DN3_SP1_c0.t1
OG0000412	As006G132500	ESY16_g62294_DN3_SP8_c0.t1
OG0000412	As012G271680	ESY2_g37344_DN3_SP5_c0.t1
OG0000413	As011G245460	ESY3_g30229_DN3_SP0_c0.t1
OG0000413	As012G268650	ESY2_g36282_DN3_SP0_c0.t1
OG0000414	As003G058750, As003G058770, As003G058760	ESY7_g18233_DN3_SP0_c0.t1, ESY7_g18417_DN3_SP0_c0.t1, ESY9_g43323_DN1_SP0_c0.t1, ESY9_g43336_DN3_SP0_c0.t1, ESY9_g43329_DN3_SP0_c0.t1
OG0000415	As005G104640	ESY7_g18380_DN2_SP0_c0.t1, ESY12_g51354_DN1_SP0_c0.t1
OG0000416	As006G125710	ESY8_g58421_DN3_SP0_c0.t1, ESY8_g58425_DN3_SP0_c0.t1, ESY8_g58404_DN2_SP0_c0.t1, ESY8_g58422_DN2_SP0_c0.t1
OG0000416	As006G127220, As008G194210	ESY5_g4787_DN3_SP0_c0.t1
OG0000417	As007G163710, As008G186410	ESY9_g45394_DN3_SP0_c0.t1, ESY2_g34716_DN3_SP0_c0.t1, ESY2_g36811_DN3_SP0_c0.t1, ESY20_g12882_DN1_SP0_c0.t1, ESY8_g58653_DN2_SP0_c0.t1, ESY8_g58644_DN1_SP0_c0.t1, ESY3_g30862_DN3_SP0_c0.t1
OG0000420	As010G222670	ESY11_g54955_DN3_SP0_c0.t1
OG0000420	As001G015280	ESY5_g3059_DN3_SP0_c15.t1, ESY11_g54954_DN2_SP0_c0.t1, ESY2_g35179_DN3_SP0_c0.t1, ESY2_g35147_DN3_SP0_c0.t1
OG0000421	As004G078160, As004G078150	ESY8_g60902_DN2_SP0_c0.t1, ESY8_g60904_DN3_SP1_c0.t1, ESY8_g60901_DN3_SP0_c0.t1, ESY8_g60900_DN3_SP7_c0.t1
OG0000422	As008G188280, As008G188290, As008G188300	ESY5_g3310_DN3_SP0_c17.t1, ESY5_g3308_DN3_SP0_c10.t1, ESY5_g3309_DN3_SP0_c17.t1, ESY5_g3311_DN3_SP0_c17.t1
OG0000423	As010G241040	ESY2_g35847_DN3_SP0_c0.t1, ESY2_g35849_DN3_SP0_c0.t1, ESY2_g35846_DN3_SP8_c0.t1
OG0000423	As012G269020	ESY2_g36242_DN3_SP8_c0.t1
OG0000429	As002G052030	ESY7_g18153_DN3_SP0_c0.t1
OG0000429	As001G004910	ESY4_g25234_DN2_SP0_c0.t1, ESY8_g59334_DN2_SP0_c0.t1
OG0000430	As011G263500	ESY11_g53858_DN2_SP0_c0.t1
OG0000430	As001G014590	ESY4_g25543_DN3_SP0_c0.t1
OG0000431	As001G019780	ESY2_g34094_DN3_SP3_c0.t1
OG0000431	As008G187750	ESY5_g3403_DN3_SP0_c0.t1, ESY5_g3402_DN3_SP0_c0.t1
OG0000432	As002G044400	ESY6_g46873_DN3_SP7_c0.t1
OG0000432	As006G134280	ESY16_g62501_DN3_SP4_c0.t1
OG0000432	As002G047750	ESY6_g48142_DN3_SP8_c0.t1, ESY9_g45519_DN2_SP0_c0.t1
OG0000433	As003G075370, As003G075380, As003G075360, As003G075330, As003G075320, As003G075390, As011G250230, As008G187390, As008G187380, As008G187400	ESY2_g34149_DN3_SP0_c0.t1
OG0000435	As001G004050, As006G138290, As011G260090, As011G260040	ESY5_g4155_DN3_SP0_c0.t1, ESY1_g12247_DN3_SP0_c0.t1
OG0000436	As011G266430, As002G048360	ESY6_g48291_DN3_SP8_c0.t1, ESY11_g54674_DN2_SP6_c0.t1, ESY19_g41830_DN2_SP0_c0.t1
OG0000437	As003G062850	ESY14_g20333_DN3_SP0_c0.t1, ESY1_g10421_DN3_SP0_c0.t1
OG0000438	As004G085300	ESY7_g16079_DN1_SP0_c0.t1
OG0000439	As008G194170	ESY5_g4725_DN3_SP7_c0.t1
OG0000439	As012G285510	ESY1_g11207_DN3_SP8_c0.t1
OG0000439	As006G127290	ESY8_g58480_DN3_SP8_c0.t1
OG0000440	As006G136440	ESY10_g14416_DN2_SP0_c0.t1, ESY16_g62420_DN3_SP0_c0.t1, ESY7_g17161_DN3_SP0_c19.t1
OG0000441	As011G248660	ESY3_g29948_DN3_SP0_c14.t1, ESY3_g29953_DN3_SP0_c0.t1
OG0000441	As011G248650	ESY3_g29954_DN3_SP0_c0.t1
OG0000446	As009G219000	ESY6_g49345_DN3_SP8_c0.t1
OG0000446	As001G023650	ESY10_g14351_DN3_SP8_c0.t1
OG0000447	As011G247170	ESY3_g30520_DN3_SP8_c0.t1
OG0000447	As003G069220	ESY4_g22928_DN3_SP8_c0.t1
OG0000448	As004G089550	ESY10_g14922_DN2_SP0_c18.t1
OG0000449	As005G114720	ESY6_g48849_DN3_SP8_c0.t1
OG0000449	As010G224870	ESY1_g7957_DN2_SP7_c0.t1
OG0000449	As005G114730	ESY6_g48847_DN3_SP5_c0.t1
OG0000452	As001G002300, As001G002310	ESY4_g24575_DN3_SP0_c0.t1, ESY4_g24579_DN3_SP2_c0.t1, ESY4_g24581_DN3_SP3_c0.t1, ESY5_g3923_DN3_SP4_c0.t1
OG0000453	As008G192270	ESY2_g33751_DN3_SP0_c0.t1
OG0000453	As008G192590	ESY8_g58839_DN3_SP0_c0.t1, ESY8_g58852_DN3_SP0_c41.t1
OG0000454	As002G044440, As002G044430, As002G043530, As002G043510, As002G043520	ESY6_g46890_DN3_SP2_c10.t1, ESY6_g46878_DN3_SP2_c11.t1
OG0000457	As008G198890, As008G198870, As008G198860	ESY1_g11639_DN3_SP0_c0.t1
OG0000458	As002G043040	ESY6_g47179_DN3_SP0_c61.t1
OG0000459	As003G058960	ESY9_g43397_DN2_SP0_c0.t1, ESY9_g43398_DN3_SP0_c0.t1, ESY9_g43402_DN3_SP0_c0.t1
OG0000461	As006G146770	ESY9_g45026_DN1_SP0_c0.t1
OG0000465	As001G010580, As004G090240	ESY8_g61188_DN2_SP0_c0.t1
OG0000466	As002G032990, As003G058720, As003G058680, As007G181090, As007G181100, As007G181730, As007G181390, As002G038080, As009G205530, As002G045940, As002G033580, As002G036910, As002G036900, As002G036920, As009G205540, As009G206460, As009G202280, As009G202290, As002G033670	ESY7_g19194_DN3_SP0_c0.t1, ESY7_g19321_DN3_SP0_c0.t1, ESY7_g19322_DN3_SP0_c0.t1, ESY7_g19324_DN3_SP0_c0.t1, ESY7_g19323_DN3_SP0_c0.t1, ESY7_g19319_DN2_SP0_c0.t1, ESY3_g31004_DN1_SP0_c0.t1, ESY2_g35345_DN2_SP0_c0.t1
OG0000467	As004G088230, As012G284990	ESY9_g42733_DN3_SP8_c0.t1, ESY1_g11394_DN3_SP3_c0.t1, ESY7_g16843_DN3_SP0_c0.t1
OG0000468	As012G280020	ESY1_g10877_DN3_SP0_c0.t1
OG0000468	As006G125920	ESY20_g12737_DN3_SP5_c0.t1
OG0000468	As006G144160	ESY12_g51959_DN2_SP0_c0.t1, ESY12_g51960_DN3_SP0_c0.t1, ESY12_g51965_DN3_SP0_c0.t1, ESY12_g51963_DN2_SP0_c0.t1, ESY12_g51962_DN3_SP0_c0.t1, ESY12_g51961_DN3_SP0_c0.t1, ESY12_g51958_DN3_SP0_c0.t1
OG0000471	As003G069540, As003G069550	ESY4_g25329_DN3_SP0_c0.t1, ESY4_g25330_DN2_SP0_c0.t1
OG0000472	As004G097070, As004G097040, As004G097060, As004G097030, As004G097050	ESY8_g60350_DN3_SP0_c0.t1
OG0000472	As004G097020	ESY8_g60351_DN3_SP1_c0.t1
OG0000474	As009G216860, As011G261780, As010G222300	ESY1_g9327_DN3_SP3_c0.t1, ESY8_g59482_DN3_SP6_c18.t1, ESY4_g24728_DN3_SP5_c0.t1
OG0000477	As003G057970	ESY6_g48586_DN3_SP7_c0.t1
OG0000477	As004G084280, As009G211280	ESY11_g54009_DN3_SP8_c0.t1, ESY7_g18490_DN3_SP2_c0.t1
OG0000481	As001G021880	ESY2_g33815_DN3_SP0_c0.t1
OG0000482	As004G077750, As001G028390	ESY2_g35189_DN3_SP6_c0.t1, ESY2_g35191_DN3_SP0_c0.t1
OG0000483	As002G047220	ESY6_g48034_DN1_SP0_c0.t1, ESY6_g48031_DN1_SP0_c0.t1
OG0000484	As009G203850	ESY4_g26169_DN3_SP0_c8.t1, ESY4_g26176_DN3_SP0_c10.t1, ESY4_g26162_DN3_SP0_c19.t1, ESY4_g26171_DN3_SP0_c18.t1, ESY7_g17107_DN3_SP0_c10.t1
OG0000486	As001G013050, As001G013370	ESY9_g42636_DN2_SP0_c0.t1
OG0000486	As001G013380, As001G013070, As001G013260, As001G013270, As001G013060	ESY9_g42637_DN2_SP0_c0.t1
OG0000487	As006G137570, As008G196100, As006G129680, As006G125350	ESY3_g32029_DN3_SP7_c0.t1
OG0000495	As001G001610, As001G001580, As001G001640, As001G001650	ESY1_g10346_DN3_SP0_c0.t1, ESY4_g25581_DN3_SP0_c0.t1
OG0000495	As007G179430, As007G177930	ESY20_g12819_DN3_SP0_c0.t1, ESY20_g12817_DN3_SP0_c0.t1
OG0000497	As009G210870, As009G211010	ESY18_g63538_DN2_SP0_c0.t1
OG0000497	As010G233080, As007G164590, As007G163820, As007G164600	ESY8_g59981_DN2_SP0_c0.t1
OG0000498	As002G045150	ESY6_g47385_DN3_SP1_c0.t1
OG0000499	As003G056720, As011G246530, As012G269540	ESY9_g42638_DN3_SP0_c48.t1
OG0000500	As004G087550, As004G087530, As004G087510, As004G087540, As004G087560, As004G087480, As004G087470	ESY10_g14100_DN1_SP0_c0.t1
OG0000501	As010G232220	ESY6_g48848_DN3_SP3_c0.t1
OG0000504	As006G143860	ESY9_g45508_DN3_SP2_c62.t1, ESY7_g19463_DN3_SP8_c0.t1
OG0000504	As002G037010, As002G034340	ESY3_g30950_DN3_SP8_c0.t1
OG0000505	As009G215510	ESY16_g61782_DN3_SP0_c0.t1, ESY3_g32286_DN3_SP0_c0.t1, ESY3_g32287_DN3_SP0_c0.t1
OG0000506	As010G234690	ESY2_g35738_DN3_SP0_c0.t1
OG0000509	As001G017890	ESY16_g61489_DN3_SP0_c0.t1, ESY11_g54444_DN3_SP0_c0.t1
OG0000510	As001G020890, As001G020900	ESY2_g33977_DN3_SP0_c0.t1
OG0000511	As011G254140	ESY3_g28936_DN2_SP0_c0.t1
OG0000511	As001G032060	ESY2_g33664_DN2_SP0_c0.t1
OG0000512	As003G061390	ESY6_g50624_DN3_SP0_c0.t1
OG0000513	As006G146210	ESY1_g11085_DN3_SP8_c0.t1
OG0000513	As005G114770	ESY1_g8009_DN3_SP8_c0.t1, ESY6_g48831_DN3_SP8_c0.t1
OG0000514	As011G252640, As011G252630	ESY3_g29238_DN3_SP0_c0.t1
OG0000515	As012G267810	ESY2_g36420_DN3_SP0_c20.t1, ESY2_g36419_DN3_SP0_c18.t1
OG0000520	As002G050660, As002G050220, As012G287100	ESY1_g12225_DN3_SP8_c0.t1
OG0000521	As003G063570	ESY14_g20657_DN3_SP8_c0.t1
OG0000521	As007G158420	ESY5_g2311_DN3_SP1_c0.t1, ESY2_g35020_DN3_SP8_c0.t1
OG0000522	As004G083810	ESY18_g63473_DN3_SP0_c46.t1
OG0000523	As005G100530	ESY12_g51683_DN2_SP0_c0.t1
OG0000523	As012G287730	ESY1_g12350_DN1_SP0_c0.t1, ESY1_g12352_DN1_SP0_c0.t1, ESY1_g12353_DN1_SP0_c0.t1
OG0000524	As006G141600, As006G141560, As006G141590	ESY3_g30718_DN3_SP1_c0.t1, ESY2_g33833_DN3_SP0_c0.t1, ESY2_g33831_DN3_SP0_c0.t1
OG0000525	As010G241940	ESY2_g36118_DN3_SP8_c0.t1
OG0000525	As011G246900	ESY3_g30456_DN3_SP8_c0.t1
OG0000525	As012G269710	ESY2_g36878_DN3_SP8_c0.t1
OG0000526	As010G223400	ESY1_g8623_DN3_SP0_c0.t1, ESY7_g18664_DN3_SP0_c3.t1
OG0000526	As010G223440	ESY1_g8619_DN3_SP0_c0.t1
OG0000529	As010G223810, As010G223800, As010G223830	ESY6_g48626_DN3_SP0_c0.t1
OG0000529	As005G113510, As005G113490, As005G113470	ESY6_g49014_DN3_SP0_c0.t1
OG0000530	As009G203010, As009G203020, As009G203100, As009G203060, As009G202740	ESY7_g16924_DN3_SP0_c0.t1, ESY5_g5318_DN3_SP0_c0.t1, ESY5_g5316_DN3_SP0_c0.t1, ESY5_g5317_DN3_SP0_c0.t1, ESY7_g17224_DN3_SP0_c0.t1, ESY7_g17222_DN3_SP0_c0.t1, ESY7_g17218_DN3_SP0_c0.t1
OG0000533	As007G180830, As003G075650	ESY8_g59823_DN3_SP8_c0.t1
OG0000533	As001G014250, As011G263320	ESY4_g26800_DN3_SP1_c0.t1
OG0000534	As007G167300, As001G022180, As001G022190, As001G022170, As001G016060	ESY2_g33731_DN1_SP0_c0.t1, ESY2_g38573_DN3_SP0_c0.t1, ESY2_g33732_DN3_SP0_c0.t1, ESY17_g39970_DN3_SP0_c0.t1, ESY17_g39962_DN3_SP0_c0.t1, ESY11_g54270_DN3_SP0_c0.t1
OG0000535	As001G023320	ESY10_g14449_DN3_SP3_c0.t1
OG0000535	As001G023310	ESY10_g14450_DN2_SP1_c0.t1
OG0000537	As006G124070	ESY8_g58292_DN3_SP0_c0.t1
OG0000537	As004G093070	ESY17_g39768_DN3_SP0_c0.t1
OG0000537	As006G141200	ESY3_g31368_DN3_SP0_c0.t1
OG0000538	As005G103710, As005G103700	ESY12_g52110_DN3_SP0_c0.t1, ESY12_g52204_DN3_SP0_c0.t1, ESY9_g45374_DN3_SP0_c0.t1, ESY12_g52200_DN3_SP0_c0.t1, ESY12_g52201_DN3_SP0_c0.t1, ESY1_g8226_DN3_SP0_c0.t1, ESY12_g51450_DN3_SP0_c0.t1, ESY12_g52202_DN3_SP0_c0.t1
OG0000539	As005G120910	ESY6_g50766_DN3_SP2_c0.t1
OG0000541	As006G128930, As006G128960, As006G128940	ESY7_g17859_DN3_SP0_c0.t1
OG0000542	As009G202020	ESY7_g17353_DN3_SP8_c0.t1
OG0000542	As012G273170	ESY2_g37914_DN3_SP7_c0.t1
OG0000543	As007G177800	ESY8_g59424_DN3_SP0_c0.t1
OG0000544	As008G195020, As008G195030, As008G195070, As008G195140, As008G195120	ESY5_g4849_DN3_SP0_c0.t1
OG0000545	As010G238530	ESY2_g35972_DN3_SP0_c0.t1, ESY5_g4436_DN2_SP0_c0.t1, ESY5_g4438_DN3_SP0_c0.t1
OG0000546	As011G264020, As011G264080, As011G264050, As011G264010, As011G264090, As011G264000, As011G264100, As011G263960, As011G264110, As011G263990, As011G264030, As011G264060, As011G263920, As011G264120, As011G263950, As011G263980	ESY11_g53953_DN3_SP0_c0.t1
OG0000550	As002G037320	ESY3_g31264_DN3_SP3_c0.t1, ESY1_g10411_DN3_SP7_c0.t1
OG0000550	As006G144690	ESY9_g44250_DN3_SP5_c0.t1
OG0000551	As005G117770	ESY6_g50622_DN3_SP8_c0.t1
OG0000551	As003G075520	ESY4_g26778_DN3_SP8_c0.t1
OG0000551	As007G180690	ESY8_g59795_DN3_SP2_c0.t1
OG0000551	As002G053470	ESY7_g17926_DN3_SP8_c0.t1
OG0000552	As007G159560	ESY5_g2044_DN2_SP0_c0.t1
OG0000553	As003G063010	ESY9_g43123_DN3_SP0_c0.t1
OG0000553	As003G063020, As003G063040, As003G063070, As003G063050	ESY9_g42574_DN3_SP0_c0.t1
OG0000554	As007G157590, As003G065060, As004G082630	ESY4_g21945_DN3_SP1_c82.t1, ESY4_g21954_DN3_SP8_c82.t1
OG0000555	As003G067180	ESY20_g12883_DN3_SP0_c0.t1, ESY20_g12881_DN3_SP0_c0.t1, ESY5_g4901_DN3_SP0_c0.t1
OG0000557	As012G286190	ESY1_g12024_DN3_SP0_c0.t1, ESY1_g12026_DN3_SP0_c0.t1
OG0000557	As005G102360	ESY12_g52022_DN3_SP0_c0.t1
OG0000558	As005G105310, As005G105360, As005G105380, As005G105290	ESY12_g51260_DN3_SP0_c0.t1, ESY12_g51307_DN3_SP0_c0.t1
OG0000561	As005G118160	ESY6_g50556_DN3_SP0_c0.t1, ESY6_g50558_DN2_SP0_c0.t1, ESY6_g50560_DN3_SP0_c9.t1, ESY6_g50555_DN3_SP0_c0.t1
OG0000562	As006G139230	ESY3_g31631_DN3_SP8_c0.t1
OG0000562	As009G200380	ESY7_g17575_DN3_SP8_c0.t1
OG0000562	As009G205610	ESY10_g15371_DN3_SP8_c0.t1
OG0000563	As007G152350	ESY5_g2986_DN1_SP0_c0.t1
OG0000564	As007G177230	ESY4_g24981_DN3_SP0_c0.t1
OG0000565	As010G233050	ESY2_g35524_DN3_SP0_c0.t1
OG0000565	As010G233040	ESY2_g35493_DN3_SP0_c0.t1, ESY2_g35520_DN3_SP0_c0.t1, ESY2_g35521_DN3_SP0_c0.t1
OG0000566	As011G250840	ESY23_g19_DN2_SP0_c0.t1
OG0000567	As012G274310	ESY3_g29864_DN1_SP0_c0.t1
OG0000570	As006G135060	ESY3_g32546_DN3_SP8_c0.t1
OG0000571	As005G113940	ESY6_g48957_DN3_SP8_c0.t1
OG0000571	As008G191230	ESY5_g4424_DN3_SP0_c0.t1, ESY5_g4426_DN3_SP4_c0.t1, ESY5_g4425_DN3_SP6_c0.t1
